-0.0058058-0.00011051i,-0.0048197+0.00057535i,-0.0050969+0.0020446i,-0.0036398+0.0028497i,-0.00088141+0.0025355i,-0.0003534+0.0016737i,-0.00052393+0.00038314i,-7.1739e-05+0.0001463i,-0.00065822+0.00045492i,-0.00051152+0.0013087i,-0.00043277+0.0016709i,0.00034736+0.00093632i,0.00067901-9.7591e-05i,-0.00054211-0.0013546i,-0.00118-0.0018367i,-0.00078051-0.0014888i,-0.0012651-0.00035935i,-0.0015965+4.2472e-05i,-0.00078549-0.00062998i,8.8534e-05-0.00096159i,0.00052989-0.00068764i,0.00025906-0.00060539i,-0.00063983-0.00012659i
-0.16458-0.050645i,-0.25368-0.041368i,-0.21756-0.016078i,-0.10515-0.060439i,-0.075671-0.13613i,-0.11772-0.11062i,-0.099782-0.029981i,-0.049768+0.0016512i,-0.028775+0.011074i,-0.014348+0.020633i,-0.0036071+0.015604i,0.00079865+0.0081566i,0.0074951+0.0058121i,0.012497+0.0032178i,0.01351-0.0014465i,0.011107-0.0080221i,0.0048178-0.012293i,-0.0016209-0.011363i,-0.00080255-0.0089854i,0.0064743-0.0079969i,0.012625-0.003378i,0.013677+0.0048959i,0.0095824+0.0073041i
0.087193-0.1565i,0.08767-0.24962i,0.029984-0.21452i,0.019882-0.079966i,0.085296-0.029796i,0.094195-0.080555i,0.024696-0.07037i,-0.0072125-0.0040922i,-0.00030789+0.018544i,0.00096149+0.0059123i,0.0019408-0.0089676i,-0.001595-0.017389i,-0.0071952-0.010666i,-0.0047347+0.00011042i,0.0015941+0.0028929i,0.01037+0.0039786i,0.015977+0.0048991i,0.011107+0.0029019i,0.00053452+0.0043856i,-0.0077226+0.0088695i,-0.0132+0.0061556i,-0.015606-0.0026557i,-0.012337-0.0081518i
0.12446+0.13039i,0.21881+0.16272i,0.21541+0.096329i,0.1193+0.020088i,0.071251+0.026684i,0.10024+0.043389i,0.08719+0.0056742i,0.024957-0.014419i,-0.0043478-0.001973i,-0.0021617-0.00063523i,-8.7839e-05-0.0057861i,-0.0041805-0.008125i,-0.013982-0.0095232i,-0.019819-0.0070072i,-0.016482+0.0013062i,-0.0099902+0.010298i,-0.0037061+0.011619i,0.0030149+0.0059689i,0.0087631-0.0009863i,0.012728-0.0039594i,0.017619-0.0031673i,0.019458-0.00081325i,0.014251+0.0042907i
-0.15509+0.086875i,-0.20685+0.16307i,-0.13917+0.18628i,-0.041655+0.15836i,-0.018086+0.15387i,-0.015562+0.15899i,0.020248+0.10655i,0.03356+0.025193i,0.010636-0.012272i,-0.011305-0.0079747i,-0.020834+0.0056862i,-0.015628+0.013178i,-0.0059586+0.0065077i,-0.0082671-0.0034035i,-0.017066-0.0033855i,-0.020444+0.00071337i,-0.016167+0.003009i,-0.0090014+0.0065392i,-0.0060549+0.007356i,-0.0091745+0.0010704i,-0.013073-0.0066393i,-0.011671-0.010369i,-0.0082836-0.0093236i
-0.036047-0.16875i,-0.090251-0.23119i,-0.12404-0.17685i,-0.13506-0.10195i,-0.17512-0.088459i,-0.20421-0.057903i,-0.14443-0.0021376i,-0.049717+0.0076835i,-0.010255-0.01117i,-0.012346-0.0156i,-0.019971-0.0071088i,-0.016541+0.0078113i,-0.00014051+0.014552i,0.011132+0.0080941i,0.014047-0.0046737i,0.010684-0.01758i,0.0010792-0.019929i,-0.0046409-0.011386i,0.0021964-0.0036911i,0.017755+0.0011891i,0.026985+0.0082585i,0.023583+0.015938i,0.016017+0.01676i
0.16898-0.0016744i,0.23194-0.056501i,0.18315-0.11542i,0.1223-0.12914i,0.12188-0.14591i,0.08304-0.17559i,0.0021088-0.12757i,-0.020977-0.03628i,0.0015402+0.0018809i,0.011975+0.00086745i,0.014203-0.0050709i,0.012348-0.0096225i,0.0078238-0.00064874i,0.01175+0.0139i,0.019404+0.017205i,0.023869+0.010882i,0.022354+0.0022277i,0.013252-0.0063577i,-0.0012666-0.0094359i,-0.017455-0.0061957i,-0.027619-0.0050216i,-0.027042-0.0074026i,-0.018057-0.011045i
-0.037763+0.17017i,-0.0025496+0.26487i,0.053393+0.2311i,0.049168+0.13213i,0.039551+0.090367i,0.08208+0.06054i,0.079272+0.0049318i,0.017602-0.0072514i,-0.0046591+0.015236i,0.010741+0.012388i,0.021121-0.00039441i,0.023953-0.0067638i,0.014121-0.010634i,0.00036403-0.0066229i,-0.0030287+0.0025009i,-0.00090346+0.01128i,0.0017515+0.016024i,0.0063119+0.014465i,0.0099632+0.0098645i,0.0136+0.004913i,0.017762+0.0014509i,0.019645+0.00043196i,0.016917+0.0020429i
-0.16589-0.090261i,-0.277-0.10146i,-0.2591-0.046574i,-0.11764-0.0075677i,-0.0092924-0.0034775i,0.030823+0.031599i,0.059151+0.05075i,0.056961+0.019952i,0.024593-0.0019526i,0.0081904+0.002802i,0.0036731+0.0068574i,-0.0023189+0.0038684i,-0.0033086-0.0036667i,-0.0085378-0.010237i,-0.019346-0.0079074i,-0.024912-0.00032768i,-0.022024+0.0028745i,-0.015747+0.0022817i,-0.012194-0.00016753i,-0.011116-0.0057361i,-0.0092009-0.011348i,-0.006227-0.013179i,-0.0064309-0.0097678i
0.14434-0.12482i,0.20866-0.19253i,0.17108-0.1478i,0.072019-0.011524i,-0.0015705+0.07837i,-0.039141+0.093963i,-0.035016+0.087978i,-0.0029179+0.057933i,0.0032745+0.015873i,-0.014859-0.0011522i,-0.023195-0.0010106i,-0.023295-0.0013732i,-0.017352-0.0011774i,-0.0042364-0.0080497i,0.00073218-0.023464i,-0.003076-0.031397i,-0.0055636-0.023025i,-0.0066452-0.0087505i,-0.0042908+0.0027964i,0.0028636+0.0096974i,0.007808+0.012817i,0.0060891+0.012547i,-0.00044943+0.010409i
0.065223+0.16233i,0.091904+0.21561i,0.056217+0.12322i,-0.013094-0.021768i,-0.042515-0.079911i,-0.052225-0.08562i,-0.069518-0.070597i,-0.062707-0.039278i,-0.043157-0.020067i,-0.034565-0.0092855i,-0.023503-0.0016596i,-0.010804-0.0014256i,-0.0062642+0.0028776i,0.0015937+0.014228i,0.017387+0.018806i,0.028555+0.011589i,0.027766-0.00096925i,0.020177-0.012433i,0.01181-0.018978i,0.0040705-0.02041i,-0.0037782-0.018607i,-0.0075147-0.015895i,-0.0053629-0.013172i
-0.14958+0.02218i,-0.16841+0.042777i,-0.045929+0.056393i,0.076861+0.054755i,0.067705+0.046755i,0.025554+0.028076i,0.0061989-0.0244i,-0.021433-0.050094i,-0.030171-0.028488i,-0.01982-0.012771i,-0.011208-0.0035482i,0.0056858+0.0062829i,0.01399+0.0034419i,0.0018089+0.0037004i,-0.0035704+0.013861i,0.0016992+0.021723i,0.0053729+0.025319i,0.0096356+0.024674i,0.011873+0.020531i,0.0098423+0.014546i,0.0088108+0.010233i,0.010126+0.0084515i,0.01157+0.0069283i
-0.01087-0.15693i,-0.091342-0.20832i,-0.19739-0.15444i,-0.22227-0.098341i,-0.15614-0.11671i,-0.090283-0.11386i,-0.036951-0.057157i,0.00072912-0.020316i,0.010195-0.0033338i,0.015867+0.0055413i,0.0091983+0.003426i,-0.0054658+0.0093419i,-0.0040255+0.012086i,-0.0036678+0.0040006i,-0.014947+0.0032211i,-0.023414+0.0053596i,-0.02524+0.0023105i,-0.020487+0.0013559i,-0.0071892+0.004173i,0.0091483+0.0064414i,0.017886+0.0083139i,0.016404+0.011163i,0.013175+0.010901i
0.18924+0.03719i,0.31549+0.00025901i,0.34368-0.075191i,0.28142-0.080551i,0.22462-0.014576i,0.16954+0.016552i,0.0948+0.03754i,0.056581+0.06652i,0.046286+0.056687i,0.025448+0.029512i,0.0084192+0.0070869i,-0.0051161-0.0099329i,-0.01048-0.010837i,-0.0025998-0.01533i,-0.0038937-0.030443i,-0.011488-0.035942i,-0.010313-0.030955i,-0.011161-0.024591i,-0.022738-0.013992i,-0.034222+0.00098882i,-0.036224+0.0076362i,-0.032098+0.0043709i,-0.027292+0.00082054i
-0.11762+0.18243i,-0.17705+0.32275i,-0.19291+0.37985i,-0.17798+0.30268i,-0.13818+0.17097i,-0.073512+0.09392i,-0.026203+0.06509i,-0.012057+0.05285i,-0.0020739+0.034141i,0.0027331+0.0080259i,0.0026567-0.0024226i,0.0033942-0.0063473i,-0.001001-0.0031924i,0.0065496+0.0099568i,0.028957+0.012672i,0.040473+0.0026448i,0.034076-0.0058849i,0.025957-0.0088325i,0.02648-0.014685i,0.030484-0.02709i,0.029698-0.034066i,0.024772-0.030646i,0.019072-0.023472i
-0.10856-0.18032i,-0.13613-0.28136i,-0.043703-0.30082i,0.092487-0.22527i,0.12457-0.10065i,0.081844-0.0071484i,0.048774+0.00082324i,0.019831-0.03158i,-0.0023924-0.034131i,-0.0044038-0.01402i,0.005057+0.0029138i,0.017991+0.0064743i,0.015312-0.0018979i,-0.00071153+0.002606i,-0.0067165+0.019495i,0.0011501+0.031394i,0.011394+0.035683i,0.01532+0.030975i,0.0085901+0.0199i,-0.00202+0.010276i,-0.0076632+0.0036896i,-0.009694+0.0011248i,-0.010778+0.0030324i
0.1611-0.042959i,0.18495-0.031728i,0.071244+0.040722i,-0.082117+0.11194i,-0.14965+0.10359i,-0.14018+0.039505i,-0.084253-0.01198i,-0.028956-0.042404i,-0.017015-0.045965i,-0.016829-0.02428i,-0.011653-0.0030078i,-0.0082036+0.014927i,-0.00024819+0.017876i,-0.001288+0.0062621i,-0.012876+0.0036591i,-0.023625+0.0091952i,-0.031256+0.015037i,-0.028199+0.020867i,-0.0088663+0.022043i,0.015199+0.018788i,0.028708+0.017054i,0.031244+0.015662i,0.026918+0.011202i
0.031047+0.12851i,0.089498+0.075683i,0.13821-0.1319i,0.13776-0.30105i,0.10781-0.28085i,0.072821-0.16665i,0.029645-0.086707i,0.001583-0.045635i,-0.0081049-0.022766i,-0.015181-0.0094934i,-0.016866-0.0090332i,-0.015465-0.015904i,-0.0086812-0.015209i,-0.0025848-0.020188i,-0.010175-0.035866i,-0.020623-0.045454i,-0.021308-0.047042i,-0.020795-0.044096i,-0.031627-0.032144i,-0.049031-0.011546i,-0.057873+0.0048006i,-0.053207+0.0092905i,-0.041425+0.0064783i
-0.17453+0.033358i,-0.249+0.18591i,-0.21027+0.38919i,-0.11908+0.43663i,-0.07465+0.28475i,-0.066695+0.12081i,-0.053573+0.054902i,-0.033605+0.041928i,-0.014919+0.022221i,-0.012043-0.0088636i,-0.015816-0.017068i,-0.0108-0.0051593i,-0.0038203+0.0070877i,0.012511+0.013323i,0.036533+0.0053107i,0.045996-0.0095999i,0.038253-0.016143i,0.030931-0.012614i,0.033102-0.012525i,0.03889-0.023448i,0.04348-0.033747i,0.044137-0.032536i,0.038926-0.023685i
0.054592-0.20233i,0.0042208-0.3615i,-0.098413-0.4403i,-0.12209-0.38538i,-0.024264-0.25888i,0.056935-0.15479i,0.041653-0.066909i,0.0032452+0.009557i,-0.0005345+0.038213i,0.0060542+0.029681i,0.001868+0.01683i,-0.0032971+0.0045597i,-0.0086537-0.0049861i,-0.015418+0.0038724i,-0.012831+0.026685i,0.0018257+0.039503i,0.017354+0.032251i,0.01855+0.018351i,0.010515+0.016997i,0.007643+0.026084i,0.0020587+0.030473i,-0.0094354+0.027088i,-0.013729+0.020691i
0.15876+0.16106i,0.29083+0.26153i,0.34897+0.34089i,0.29989+0.37273i,0.18309+0.31354i,0.071959+0.19928i,0.021565+0.1014i,0.010008+0.046675i,-0.0057934+0.02341i,-0.018172+0.014554i,-0.016067+0.008606i,-0.0035543+0.0053059i,0.0067385+0.0015171i,-0.00040381-0.0022409i,-0.014046+0.0047641i,-0.01932+0.021308i,-0.018905+0.036819i,-0.012875+0.041019i,-0.003973+0.030402i,0.0030357+0.011877i,0.0086101-0.0045734i,0.011415-0.01159i,0.010798-0.0083526i
-0.1727+0.035071i,-0.23749-0.020471i,-0.21289-0.20188i,-0.17261-0.3458i,-0.14469-0.28493i,-0.075432-0.13287i,-0.0043605-0.054063i,0.012052-0.038286i,0.0024489-0.017963i,0.0060116+0.002231i,0.015766+0.00030973i,0.013073-0.011386i,0.0064511-0.015189i,0.0050134-0.019563i,-0.0039763-0.030083i,-0.019788-0.035533i,-0.027111-0.03424i,-0.02663-0.028392i,-0.025283-0.016124i,-0.025496+0.0011724i,-0.026139+0.015387i,-0.025089+0.015961i,-0.023215+0.0073938i
0.00049313-0.13021i,0.040493-0.085i,0.15973+0.092774i,0.25504+0.2034i,0.18795+0.16913i,0.047039+0.11727i,0.0011679+0.070316i,0.020691+0.0026967i,0.019808-0.032519i,0.010441-0.022387i,0.010848-0.0057633i,0.0075495+0.0047527i,0.00054648+0.012916i,0.0055483+0.016128i,0.025235+0.0075533i,0.03732-0.0098787i,0.032941-0.020116i,0.027398-0.019758i,0.026509-0.024607i,0.022397-0.041658i,0.016224-0.051416i,0.015968-0.04002i,0.015911-0.024101i
0.12323-0.012231i,0.03693-0.10595i,-0.25917-0.19982i,-0.47015-0.19349i,-0.34649-0.14688i,-0.12294-0.12897i,-0.034759-0.086445i,-0.012465-0.018333i,0.01314+0.0097384i,0.016731+0.0085025i,-0.0014665+0.0088613i,-0.01793+0.0072752i,-0.023108+0.0033343i,-0.021608+0.0064727i,-0.015665+0.016863i,-0.0064993+0.019284i,-0.0027919+0.0074822i,-0.0043326-0.00031013i,-0.00069811+0.011127i,0.012198+0.032718i,0.022884+0.043556i,0.021004+0.034835i,0.015733+0.021542i
-0.039271+0.19904i,0.046854+0.32991i,0.22215+0.33665i,0.32743+0.22825i,0.27192+0.13741i,0.14987+0.090446i,0.049389+0.055244i,-0.0074964+0.030496i,-0.024696+0.011026i,-0.032053-0.0065028i,-0.033704-0.008289i,-0.016468+0.00036762i,0.0018545+0.0022604i,0.0030815-0.0018738i,-0.008907-0.0037498i,-0.015059+0.0044589i,-0.0063383+0.016522i,0.0031531+0.013381i,-0.0010811-0.0064534i,-0.016583-0.028909i,-0.028981-0.040505i,-0.028473-0.034445i,-0.021827-0.019123i
-0.18038-0.15236i,-0.33342-0.22252i,-0.39676-0.19041i,-0.3325-0.097057i,-0.22315-0.073685i,-0.12065-0.11368i,-0.060015-0.10274i,-0.037452-0.036593i,-0.014682-0.00058484i,-0.0001875-0.008479i,-0.00035839-0.010791i,0.0047827+0.0024683i,0.01694+0.007732i,0.023142-0.0015289i,0.018333-0.012205i,0.0040596-0.013297i,-0.013073-0.0060669i,-0.02156+0.0049915i,-0.014287+0.017844i,0.0074831+0.027621i,0.030404+0.027136i,0.036847+0.014651i,0.03192+0.0011064i
0.24632-0.086076i,0.48597-0.12897i,0.67404-0.1171i,0.66994-0.098175i,0.45697-0.080641i,0.18817-0.012315i,0.045409+0.027548i,0.0024726+0.0057395i,-0.024476-0.0014854i,-0.022784+0.014755i,-0.003505+0.014241i,0.006488+0.004085i,0.0039759+0.0026248i,-0.0030523+0.010997i,0.002586+0.017915i,0.019378+0.012956i,0.030578+0.0028565i,0.028468-0.005433i,0.014398-0.014059i,-0.012105-0.021208i,-0.039463-0.017832i,-0.049354-0.0022937i,-0.045054+0.010894i
-0.004137+0.19114i,-0.07873+0.27394i,-0.23395+0.24788i,-0.33913+0.18202i,-0.285+0.14319i,-0.15883+0.075247i,-0.064941+0.013159i,-0.0070699-0.0057087i,0.0083548-0.012306i,-0.0043616-0.010398i,-0.010273-0.004594i,-0.013364-0.0086577i,-0.016279-0.01313i,-0.016262-0.010087i,-0.014634-0.00093167i,-0.011984+0.0072687i,-0.010908+0.010335i,-0.0088985+0.014468i,-0.0022404+0.023663i,0.012794+0.031546i,0.030947+0.029105i,0.038997+0.015467i,0.037023+0.0017289i
-0.18188+0.0069889i,-0.24003+0.02644i,-0.17032-0.012271i,-0.071667-0.090018i,-0.033551-0.056308i,0.016718+0.095453i,0.06383+0.14568i,0.046374+0.067833i,0.01049+0.014261i,0.0034945+0.0022539i,0.010497-0.013803i,0.0098821-0.026712i,0.00096224-0.021354i,-0.0056192-0.011365i,-0.010095-0.012199i,-0.012069-0.018037i,-0.0091923-0.021444i,-0.0038749-0.023263i,-0.005676-0.026863i,-0.021341-0.028687i,-0.042604-0.022057i,-0.052839-0.0078808i,-0.049791+0.0034222i
-0.027944-0.23319i,-0.19596-0.36632i,-0.41518-0.29796i,-0.44261-0.062482i,-0.24849+0.036702i,-0.086102-0.049967i,-0.03785-0.082164i,-0.0022213-0.031974i,0.03102-0.012444i,0.026933-0.011217i,0.012644+0.005012i,0.0084131+0.019465i,0.012067+0.02034i,0.0223+0.012227i,0.031645+0.00025425i,0.025935-0.0060702i,0.0079876-0.0014156i,-0.0020821+0.010376i,0.010636+0.018841i,0.04501+0.013492i,0.080064-0.00409i,0.09311-0.022363i,0.084178-0.030792i
0.28383+0.093326i,0.58096+0.092086i,0.7688-0.0086197i,0.66366-0.13632i,0.42275-0.1655i,0.27341-0.11635i,0.16269-0.069608i,0.039766-0.014456i,-0.012199+0.041652i,-0.0061088+0.04992i,-0.005521+0.03072i,-0.0054227+0.015163i,-0.0046869+0.0018378i,-0.011014-0.0011648i,-0.013149+0.0085717i,-0.0037756+0.01635i,0.0071216+0.01321i,0.0080812+0.0014844i,-0.0035658-0.002897i,-0.025328+0.0082591i,-0.048418+0.02339i,-0.062504+0.031044i,-0.06571+0.031075i
-0.17382+0.20675i,-0.23999+0.41731i,-0.15787+0.53624i,0.020094+0.41848i,0.045768+0.15415i,-0.10047-0.053333i,-0.16919-0.10552i,-0.10915-0.067665i,-0.056815-0.041158i,-0.05026-0.02813i,-0.049989-0.0051517i,-0.032913+0.014784i,-0.0061483+0.0099633i,0.0050459-0.0085982i,0.00077151-0.014804i,-0.0037574-0.0038541i,0.00076148+0.012417i,0.013643+0.021041i,0.026048+0.010537i,0.03616-0.015975i,0.044124-0.040074i,0.046537-0.047304i,0.043978-0.039905i
-0.093628-0.16501i,-0.14531-0.23492i,-0.12328-0.22643i,-0.071793-0.16593i,-0.063804-0.078888i,-0.059082+0.022824i,-0.029179+0.070869i,-0.011207+0.055267i,-0.0049859+0.029026i,0.0047346+0.00058161i,0.0072548-0.026729i,-0.0017113-0.033545i,-0.011434-0.01926i,-0.01095-0.0031925i,-0.0075655-0.0020889i,-0.0099554-0.014022i,-0.01283-0.02504i,-0.016492-0.029652i,-0.023875-0.020931i,-0.033558+0.0037272i,-0.042784+0.028423i,-0.047889+0.039785i,-0.047331+0.038758i
0.097339-0.11573i,0.003812-0.28004i,-0.23326-0.35239i,-0.37801-0.21017i,-0.31035-0.0063195i,-0.22028+0.08805i,-0.16588+0.093008i,-0.073199+0.037273i,-0.019955-0.020422i,-0.020031-0.014083i,-0.011424+0.010064i,-0.0090797+0.013456i,-0.015343+0.019966i,-0.010243+0.029808i,0.0061513+0.026012i,0.022034+0.0059896i,0.023368-0.013264i,0.016093-0.015146i,0.014227-0.012511i,0.022947-0.019589i,0.035515-0.025522i,0.047281-0.021392i,0.056259-0.01544i
0.13675+0.16011i,0.3723+0.19545i,0.50217+0.095163i,0.34959+0.0057105i,0.21367+0.073963i,0.31106+0.14103i,0.35037+0.080313i,0.2082+0.026132i,0.081979+0.022111i,0.0322+0.0037042i,0.014027-0.024505i,0.011773-0.037861i,0.0050635-0.034241i,-0.0096099-0.018392i,-0.019345+0.0067471i,-0.018096+0.029856i,-0.014188+0.029214i,-0.019438+0.011768i,-0.03173+0.0073648i,-0.041004+0.021913i,-0.042611+0.034713i,-0.040507+0.031696i,-0.040173+0.021055i
-0.24938+0.06275i,-0.46913+0.2555i,-0.51176+0.43141i,-0.28863+0.3486i,-0.082287+0.093774i,-0.045504-0.029862i,-0.026964-0.020849i,-0.0079628-0.032183i,-0.019335-0.042068i,-0.015909-0.019681i,-0.0066882+0.0098482i,0.0015401+0.030603i,0.0161+0.026241i,0.019869+0.0068955i,0.0072438-0.0088641i,-0.010418-0.0091676i,-0.014949+0.0099385i,0.0027533+0.02807i,0.030452+0.017213i,0.046128-0.020535i,0.043292-0.054806i,0.03443-0.060477i,0.030862-0.047972i
0.084323-0.20154i,0.13278-0.35132i,0.21934-0.37391i,0.31608-0.27122i,0.32314-0.25387i,0.22695-0.32471i,0.11331-0.27241i,0.056215-0.11085i,0.051549-0.0062013i,0.045865+0.0034218i,0.025532-0.012498i,0.014964-0.014251i,0.016949-0.013416i,0.024535-0.018548i,0.03075-0.022809i,0.023877-0.021688i,0.0060451-0.013548i,-0.0094767+4.5072e-05i,-0.013435+0.018451i,-0.0053796+0.033778i,0.0045975+0.036936i,0.0039417+0.027625i,-0.0067664+0.01439i
0.086953+0.083485i,0.11096+0.069433i,0.012211+0.0095863i,-0.15149-0.033421i,-0.2728-0.025198i,-0.37202+0.0079386i,-0.3887+0.051589i,-0.26526+0.078137i,-0.13393+0.067858i,-0.072392+0.067938i,-0.035508+0.078323i,-0.012788+0.063909i,-0.012976+0.038345i,-0.017162+0.026539i,-0.0074916+0.023106i,0.011831+0.0094308i,0.0269-0.010987i,0.026946-0.023106i,0.012931-0.027352i,-0.0058341-0.024735i,-0.020697-0.012388i,-0.019484+0.0062828i,-0.0043699+0.020173i
0.014192+0.068065i,0.20048+0.10652i,0.41691+0.052137i,0.40492-0.031526i,0.19384-0.0093364i,0.05403+0.06176i,0.022879+0.051551i,0.018142+0.015598i,0.014065-0.003874i,-0.011058-0.029797i,-0.028576-0.047335i,-0.015412-0.05177i,0.0016976-0.043909i,0.010289-0.031152i,0.014827-0.025312i,0.015903-0.018437i,0.011764-0.010136i,0.004695-0.0096314i,-0.0048807-0.0092891i,-0.010887-0.00045399i,-0.0052202+0.0066921i,-0.0021349+0.00023678i,-0.011972-0.0083629i
-0.18823-0.014403i,-0.49622+0.12038i,-0.73829+0.32296i,-0.66741+0.43205i,-0.40058+0.44177i,-0.17065+0.44386i,-0.022325+0.37683i,0.01627+0.18523i,-0.016279+0.040858i,-0.010943+0.011227i,0.01197+0.0071058i,0.0018461+0.0096178i,-0.014943+0.020724i,-0.028056+0.029206i,-0.04158+0.039065i,-0.043627+0.03886i,-0.033373+0.024389i,-0.018249+0.011842i,-0.0065468+0.0066654i,0.0031869+0.0065112i,0.013493+0.0047988i,0.017567+0.001366i,0.016379-8.7215e-05i
0.14836-0.15688i,0.27902-0.45557i,0.35606-0.68285i,0.36348-0.59897i,0.39321-0.3899i,0.43347-0.31839i,0.35442-0.30338i,0.19965-0.21405i,0.094695-0.11103i,0.043191-0.065176i,0.0043224-0.062015i,-0.017233-0.057042i,-0.0095626-0.035197i,0.012978-0.023296i,0.028212-0.03502i,0.026787-0.046561i,0.013364-0.033793i,0.00023127-0.0019077i,0.0061042+0.027676i,0.027145+0.032471i,0.034939+0.015027i,0.024699-0.0039475i,0.0098615-0.015635i
-0.00064617+0.17202i,0.021854+0.38472i,-0.0087845+0.53999i,-0.072502+0.46866i,-0.055038+0.24252i,0.029797+0.053993i,0.061978-0.038208i,0.0066776-0.037318i,-0.044789+0.009298i,-0.041779+0.035217i,-0.019496+0.046929i,-0.00026454+0.052311i,0.0014598+0.034562i,-0.020373+0.025695i,-0.037872+0.052894i,-0.032393+0.083425i,-0.01214+0.078005i,0.0068494+0.042721i,0.0095531+0.0035844i,-0.0036266-0.020993i,-0.016876-0.019573i,-0.018802+0.00013219i,-0.0079549+0.017461i
-0.037092-0.048411i,-0.021755-0.094825i,0.070567-0.25756i,0.11505-0.46315i,-0.0017431-0.53607i,-0.16798-0.48295i,-0.22238-0.35003i,-0.14937-0.17585i,-0.050693-0.072462i,-0.031744-0.053117i,-0.052831-0.037544i,-0.039169-0.01581i,-0.0042033-0.0055145i,0.030116-0.018602i,0.045866-0.059366i,0.031025-0.087764i,0.0086655-0.07366i,0.0039323-0.039268i,0.021296-0.020801i,0.033685-0.029978i,0.021161-0.041871i,0.0020794-0.035105i,-0.0079252-0.019317i
-0.053962+0.013824i,-0.20092+0.10408i,-0.29981+0.34237i,-0.22855+0.51797i,-0.15773+0.44779i,-0.20593+0.35375i,-0.20174+0.34424i,-0.087246+0.26587i,-0.0060478+0.13151i,0.02039+0.055123i,0.037915+0.035602i,0.037679+0.023182i,0.0099476+0.0062827i,-0.022591+0.013342i,-0.030512+0.047231i,-0.015182+0.067984i,0.002686+0.051204i,0.0094943+0.011653i,-0.0064709-0.016559i,-0.023721-0.0084983i,-0.011987+0.016638i,0.010607+0.024748i,0.020995+0.016596i
0.10945-0.11491i,0.28619-0.37293i,0.36209-0.65776i,0.22781-0.64901i,0.057022-0.32682i,-0.031472-0.026567i,-0.068615+0.097738i,-0.0359+0.098654i,0.011441+0.042248i,0.010865+0.010855i,-0.0010745-0.0033433i,-0.012595-0.026775i,-0.013923-0.028656i,0.0098895-0.032763i,0.032121-0.066437i,0.037103-0.10229i,0.023719-0.10893i,-0.0072079-0.079098i,-0.026698-0.031575i,-0.022104+0.0020863i,-0.012975+0.0071169i,-0.01034-0.0021716i,-0.012596-0.0068462i
-0.011802+0.18677i,0.035737+0.50898i,0.12864+0.77946i,0.22607+0.7382i,0.28482+0.51841i,0.32805+0.35055i,0.33347+0.20624i,0.20764+0.080262i,0.056605+0.038163i,0.012088+0.03124i,0.024761+0.0234i,0.0403+0.028919i,0.042496+0.022581i,0.016302+0.02351i,-0.006552+0.066518i,-0.0028619+0.11508i,0.011185+0.12107i,0.017334+0.083037i,0.0062368+0.040479i,-0.0026926+0.021045i,0.0074777+0.012668i,0.019647+0.00057626i,0.022476-0.010868i
-0.093625-0.12682i,-0.29341-0.34443i,-0.45925-0.54769i,-0.43202-0.54068i,-0.24784-0.38109i,-0.056507-0.27003i,0.0084456-0.2209i,-0.012586-0.15087i,-0.037162-0.07015i,-0.051322-0.025882i,-0.062972-0.011904i,-0.068321-0.0025431i,-0.051528+0.014391i,-0.022857+0.015568i,-0.016834-0.022404i,-0.039631-0.064664i,-0.068317-0.067638i,-0.072901-0.02728i,-0.040711+0.013749i,-0.0037233+0.016675i,0.0077301+0.002687i,0.00084338-2.6168e-05i,-0.0091653+0.0065696i
0.043779+0.024584i,0.12046+0.078386i,0.17698+0.18938i,0.17025+0.23888i,0.14387+0.10684i,0.10169-0.10979i,0.042793-0.21948i,-0.0015417-0.16785i,-0.0052242-0.074355i,0.0027673-0.032458i,0.0081693-0.015909i,0.02652-0.0038604i,0.027796-0.0041103i,0.0066796+0.0077211i,0.0076262+0.040422i,0.031663+0.067037i,0.05302+0.076572i,0.063379+0.068i,0.056611+0.043799i,0.034896+0.01983i,0.0096402+0.0070359i,-0.0024222+0.0040102i,0.0024993+0.0001854i
0.053864-0.047447i,0.090482-0.10701i,0.020766-0.17931i,-0.12784-0.16901i,-0.19828-0.081508i,-0.19053-0.019112i,-0.17158+0.010893i,-0.10379+0.023489i,-0.031072+0.0068346i,-0.016422-0.0039503i,-0.022519-0.0063178i,-0.028026-0.018229i,-0.027798-0.025563i,-0.023064-0.034282i,-0.02995-0.049804i,-0.036806-0.056868i,-0.02589-0.055521i,-0.0057248-0.052225i,0.010528-0.046501i,0.012531-0.037989i,0.0023236-0.025119i,-0.006428-0.0082818i,-0.011345+0.0066672i
-0.038389+0.16758i,-0.056539+0.39685i,0.058735+0.51713i,0.20928+0.3302i,0.14708+0.058744i,-0.021044-0.013144i,-0.051544+0.022604i,-0.022209+0.0097993i,-0.024044-0.0087184i,-0.010816-0.0069754i,0.0080744-0.0074104i,0.013979+0.0043515i,0.020446+0.023828i,0.041177+0.029235i,0.069888+0.020237i,0.081033+0.010098i,0.070781+0.010481i,0.058848+0.017187i,0.051075+0.021021i,0.043411+0.015781i,0.034924-0.0018502i,0.022535-0.017667i,0.013792-0.019237i
