-0.0058058-0.00011051i,-0.0048197+0.00057535i,-0.0050969+0.0020446i,-0.0036398+0.0028497i,-0.00088141+0.0025355i,-0.0003534+0.0016737i,-0.00052393+0.00038314i,-7.1739e-05+0.0001463i,-0.00065822+0.00045492i,-0.00051152+0.0013087i,-0.00043277+0.0016709i,0.00034736+0.00093632i,0.00067901-9.7591e-05i,-0.00054211-0.0013546i,-0.00118-0.0018367i,-0.00078051-0.0014888i,-0.0012651-0.00035935i,-0.0015965+4.2472e-05i,-0.00078549-0.00062998i,8.8534e-05-0.00096159i,0.00052989-0.00068764i,0.00025906-0.00060539i,-0.00063983-0.00012659i
-0.060677-0.1754i,-0.12151-0.42817i,-0.17755-0.55487i,-0.15331-0.3825i,-0.044229-0.11581i,0.053496+0.062783i,0.090477+0.14213i,0.07526+0.11104i,0.017831+0.031557i,-0.025985-0.0061325i,-0.034957-0.013388i,-0.040638-0.021015i,-0.044455-0.028397i,-0.050987-0.030211i,-0.06891-0.023755i,-0.082255-0.026153i,-0.084969-0.051346i,-0.083089-0.076432i,-0.074134-0.07068i,-0.047202-0.033716i,-0.0067898+0.003307i,0.02091+0.01383i,0.019774+0.0092631i
0.093689+0.057158i,0.24483+0.1373i,0.31584+0.13438i,0.19655+0.011052i,0.021717-0.062946i,-0.063002-0.052435i,-0.068092-0.055016i,-0.047295-0.042654i,-0.017429-0.010229i,-0.0023232-0.0057485i,-0.0022547-0.014154i,0.011335-0.016317i,0.021428-0.012342i,0.023866+0.0016103i,0.04442+0.0098944i,0.066186+0.0032935i,0.054422+0.00060238i,0.011257+0.0070994i,-0.023037+0.0092677i,-0.023128-0.00056416i,-0.0088425-0.012399i,-0.0044977-0.016592i,-0.0052804-0.017459i
0.021111+0.010124i,-0.0022661+0.037436i,-0.012409+0.077888i,0.050351+0.13866i,0.16434+0.16468i,0.23058+0.11092i,0.18626+0.056385i,0.11834+0.05266i,0.094922+0.057171i,0.072206+0.034625i,0.038525+0.013665i,0.02583+0.014727i,0.032038+0.0072616i,0.013883-0.008798i,-0.033948+0.0093928i,-0.060637+0.059649i,-0.039129+0.092841i,0.0055716+0.081124i,0.029209+0.04427i,0.019197+0.020035i,0.0033968+0.018279i,0.0029373+0.019312i,0.010944+0.0085984i
-0.16261+0.054175i,-0.35109+0.072316i,-0.44919+0.086268i,-0.35027+0.072812i,-0.20998+0.01085i,-0.17948-0.034347i,-0.19843-0.020394i,-0.17105+0.010356i,-0.10428+0.019815i,-0.05427+0.01359i,-0.041527+0.0056348i,-0.05257+0.0053641i,-0.060997+0.024274i,-0.032425+0.043487i,0.018807+0.019422i,0.037823-0.028276i,0.017993-0.040919i,-0.0048666-0.010099i,-0.010265+0.02035i,-0.0056775+0.016279i,-0.0082892-0.004801i,-0.01734-0.0099736i,-0.018194+0.0038816i
0.16712-0.17385i,0.3991-0.31786i,0.56103-0.34319i,0.52192-0.21493i,0.42147-0.11512i,0.33215-0.13178i,0.20306-0.13891i,0.081452-0.078666i,0.028737-0.034883i,0.01987-0.025851i,0.011767-0.0097829i,0.0084254+0.0087255i,0.016345+0.006566i,0.021018-0.004472i,0.017641+0.002622i,0.019349+0.019489i,0.038109+0.020577i,0.065641+0.014128i,0.077984+0.012774i,0.055367+0.0012166i,0.014514-0.015777i,-0.0035939-0.018269i,0.00049793-0.012965i
-0.078489+0.1619i,-0.25512+0.36197i,-0.44407+0.42776i,-0.51022+0.27103i,-0.47936+0.10958i,-0.39457+0.074657i,-0.25274+0.082767i,-0.12305+0.060658i,-0.065955+0.023968i,-0.063708+0.0096346i,-0.051809+0.011084i,-0.014642-0.011273i,0.0017077-0.043447i,-0.013978-0.049358i,-0.029388-0.048779i,-0.03-0.06617i,-0.032527-0.092818i,-0.040095-0.11773i,-0.035753-0.1175i,-0.011067-0.072764i,0.015454-0.016602i,0.020918+0.014976i,0.011187+0.026756i
0.072946-0.0051783i,0.22186-0.067489i,0.39558-0.13323i,0.42165-0.15186i,0.28964-0.13904i,0.16536-0.11703i,0.10786-0.10449i,0.060327-0.053228i,-0.0035422+0.051777i,-0.027245+0.13009i,0.0048961+0.12929i,0.036085+0.090086i,0.045323+0.06588i,0.053374+0.049486i,0.057998+0.036446i,0.046683+0.048186i,0.031259+0.081744i,0.02148+0.11921i,0.022316+0.13117i,0.026266+0.094964i,0.019499+0.034826i,0.0085541-0.0069327i,0.0085026-0.017946i
-0.21692-0.11591i,-0.45051-0.19383i,-0.63168-0.13318i,-0.56973+0.073539i,-0.34322+0.24257i,-0.15513+0.29641i,-0.017701+0.25815i,0.068309+0.13822i,0.052071+0.04837i,0.00050497+0.032637i,-0.023188+0.019167i,-0.02337-0.0093664i,-0.015302-0.038515i,-0.025564-0.048018i,-0.03678-0.037819i,-0.032463-0.047691i,-0.037326-0.076073i,-0.055575-0.09297i,-0.073508-0.090538i,-0.071739-0.05809i,-0.040506-0.010883i,-0.01016+0.018185i,-0.0067534+0.037698i
0.34926+0.09726i,0.76642+0.17229i,1.0392+0.074667i,0.87469-0.18511i,0.49452-0.30541i,0.25438-0.24631i,0.13822-0.20187i,0.023426-0.17521i,-0.061517-0.12005i,-0.087566-0.051945i,-0.068994-0.006707i,-0.037588+0.0024198i,-0.025808+0.018951i,0.0054019+0.061147i,0.066985+0.083317i,0.097727+0.073068i,0.072756+0.076426i,0.027318+0.11441i,0.0048199+0.14614i,0.027351+0.10673i,0.054812+0.010459i,0.038009-0.055136i,0.00070069-0.0646i
-0.28396-0.031175i,-0.67831-0.086375i,-0.91336-0.074303i,-0.68948+0.00076177i,-0.27544-0.011918i,-0.047475-0.059918i,0.036381+0.0072709i,0.10455+0.099771i,0.12575+0.082542i,0.065957-0.021601i,-0.010023-0.075825i,-0.00038035-0.036725i,0.05338-0.0047142i,0.031128-0.017131i,-0.040518-0.02016i,-0.065692-0.0058601i,-0.038026-0.02141i,0.0074307-0.068553i,0.042824-0.10286i,0.045428-0.091022i,0.041802-0.045094i,0.057665-0.023312i,0.052093-0.040174i
0.083586+0.051398i,0.26486+0.088837i,0.42448+0.07635i,0.38315+0.022975i,0.22616+0.0025927i,0.080905+0.0052252i,-0.098072-0.0061055i,-0.28798+0.017851i,-0.40386+0.03056i,-0.39962+0.012129i,-0.27129+0.013117i,-0.16641+8.6436e-05i,-0.1559+0.014675i,-0.11699+0.062891i,-0.041506+0.054422i,-0.018566+0.013891i,-0.030803+0.0080766i,-0.028631+0.012082i,-0.011928+0.0047868i,0.01029+0.0005923i,0.028096+0.011041i,0.041713+0.027397i,0.056462+0.016204i
0.076083-0.22221i,0.085858-0.37568i,0.027522-0.35519i,0.030835-0.18339i,0.12367-0.15409i,0.10612-0.26i,0.02586-0.2293i,0.06326-0.1627i,0.10652-0.24684i,0.044179-0.36619i,-0.046339-0.36626i,-0.057451-0.23622i,0.010812-0.12435i,0.031403-0.08478i,0.012868-0.028074i,0.044625+0.019565i,0.089593+0.010806i,0.11503-0.016802i,0.11816-0.041676i,0.074723-0.040269i,0.013835+0.010324i,-0.0082826+0.072342i,0.0039028+0.086729i
-0.08755+0.36052i,-0.16703+0.7218i,-0.12128+0.87528i,0.022401+0.68884i,0.059731+0.48368i,0.031724+0.42279i,0.026348+0.3144i,0.0044365+0.12279i,0.028858-0.015723i,0.10914-0.081329i,0.13756-0.12334i,0.084053-0.14907i,0.0084973-0.13293i,-0.032524-0.0788i,-0.043388-0.027581i,-0.039316+0.0013633i,-0.034986+0.024682i,-0.044817+0.058526i,-0.043937+0.073641i,-0.0071584+0.047433i,0.022769+0.010876i,-0.0035748+0.0033371i,-0.036379+0.030515i
0.031494-0.26057i,0.12182-0.57153i,0.15909-0.72996i,0.090999-0.52635i,0.066381-0.19421i,0.1306-0.0034458i,0.16435+0.098476i,0.14319+0.25096i,0.1877+0.40917i,0.32826+0.42017i,0.37717+0.30558i,0.26976+0.24907i,0.17437+0.25451i,0.14858+0.18013i,0.097654+0.065751i,0.019355+0.014551i,-0.047314-0.015212i,-0.11798-0.040318i,-0.16577-0.011874i,-0.14875+0.044292i,-0.087328+0.067743i,-0.026188+0.040116i,0.0019045-0.0035949i
-0.09826+0.027877i,-0.2127+0.17373i,-0.28331+0.35365i,-0.23785+0.38448i,-0.18741+0.22073i,-0.24763+0.0088549i,-0.28889-0.18257i,-0.22945-0.42649i,-0.2366-0.61142i,-0.36438-0.48609i,-0.37813-0.125i,-0.19781+0.077273i,-0.066955+0.013007i,-0.072899-0.050017i,-0.075366-0.037159i,-0.05961-0.062106i,-0.067929-0.11452i,-0.055276-0.15711i,-0.024329-0.16031i,-0.0054075-0.096313i,0.0035032-0.026269i,-0.011073+0.011164i,-0.031332+0.033601i
0.24387+0.11423i,0.47882+0.13307i,0.56089+0.0015049i,0.34683-0.11465i,0.10107+0.012065i,0.089637+0.22342i,0.15015+0.31977i,0.1132+0.40314i,0.0773+0.49938i,0.12722+0.43802i,0.14708+0.19712i,0.045218+0.020665i,-0.04084+0.046471i,-0.029665+0.089909i,-0.0070069+0.066645i,0.031496+0.083566i,0.12884+0.14442i,0.24067+0.18122i,0.28706+0.13408i,0.19463+0.015869i,0.022339-0.05884i,-0.071321-0.062077i,-0.059652-0.053693i
0.23892+7.5143i,2.9729+6.9155i,6.1447+5.9132i,6.9877+2.6176i,5.7911-0.93702i,2.9715-2.9945i,0.065736-2.1871i,-0.98838-0.09864i,-0.19813+1.1448i,0.8419+0.80589i,0.68904-0.21058i,-0.19444-0.70846i,-0.98062-0.60132i,-1.4187-0.045153i,-1.2067+0.57382i,-0.61387+0.75002i,-0.17603+0.51387i,-0.082033+0.15382i,-0.2313-0.064521i,-0.36338-0.087321i,-0.35999-0.10965i,-0.28093-0.13453i,-0.13407-0.13637i
0.17224+0.0071343i,0.41215+0.0042283i,0.54011-0.079246i,0.40488-0.18426i,0.23603-0.15221i,0.1979-0.083377i,0.18752-0.091471i,0.23631-0.081097i,0.32212-0.093701i,0.25468-0.14471i,0.09438-0.13138i,0.018894-0.09848i,0.0030135-0.094886i,-0.025288-0.074476i,-0.031472-0.037495i,0.0014154-0.027963i,0.017855-0.034061i,0.013651-0.032252i,0.022445-0.031862i,0.034946-0.022997i,0.035121-0.0060113i,0.018889-0.0017714i,-0.0038397-0.0001037i
0.056932-0.021355i,0.012295-0.026303i,-0.11896-0.025555i,-0.27965-0.071619i,-0.41275-0.17712i,-0.46581-0.18219i,-0.37301-0.040675i,-0.27683+0.041646i,-0.28888+0.067826i,-0.23495+0.12499i,-0.10723+0.11856i,-0.088963+0.069419i,-0.12459+0.071093i,-0.066314+0.078636i,0.024388+0.043047i,0.055234+0.0077215i,0.069665+0.0067723i,0.12022+0.023386i,0.17201+0.0052266i,0.14375-0.065472i,0.041343-0.11105i,-0.02338-0.08444i,-0.018981-0.039238i
-0.2449+0.15318i,-0.4391+0.27423i,-0.48029+0.35679i,-0.32306+0.39986i,-0.1628+0.44675i,-0.053894+0.41939i,0.0293+0.22902i,0.090032+0.041096i,0.16139-0.0037438i,0.20158+0.0062383i,0.13811+0.016734i,0.041862+0.050303i,0.012442+0.068393i,0.00084427+0.026896i,-0.046998-0.025181i,-0.075924-0.031514i,-0.048626-0.0062778i,0.011706+0.031638i,0.054267+0.042814i,0.035691+0.0035026i,-0.015679-0.036121i,-0.049088-0.042784i,-0.048486-0.027816i
0.16612-0.19564i,0.3946-0.35678i,0.52308-0.43926i,0.41681-0.41708i,0.25214-0.36671i,0.14204-0.31403i,0.075256-0.22998i,0.059871-0.16885i,0.047213-0.16409i,-0.0087688-0.14114i,-0.044711-0.060424i,0.0061266+0.0073312i,0.044275-0.010573i,-0.011915-0.034795i,-0.046272-0.010319i,-0.017326-0.021421i,-0.021133-0.093125i,-0.074668-0.1712i,-0.1259-0.18827i,-0.13665-0.10961i,-0.1037-0.0087582i,-0.058006+0.026685i,-0.032188+0.015845i
0.0065308+0.083582i,-0.062727+0.1838i,-0.14559+0.23242i,-0.18035+0.18246i,-0.20974+0.12533i,-0.24848+0.11022i,-0.29966+0.067794i,-0.39864-0.024797i,-0.46589-0.10153i,-0.43163-0.11744i,-0.33208-0.072608i,-0.22116-0.033144i,-0.16444-0.035908i,-0.12799-0.017987i,-0.057918+0.0046204i,-0.022489-0.004162i,-0.023689+0.0092219i,0.0068715+0.017616i,0.045149-0.027352i,0.04184-0.080693i,0.015721-0.099588i,0.0013661-0.081396i,-4.6174e-06-0.05231i
-0.04229+0.12236i,-0.060755+0.13539i,-0.040379-0.0078328i,-0.062269-0.2172i,-0.14538-0.2671i,-0.19465-0.1142i,-0.2082+0.13465i,-0.2004+0.37376i,-0.18777+0.4985i,-0.17525+0.48027i,-0.10527+0.36839i,-0.048856+0.23162i,-0.063519+0.16868i,-0.046971+0.16227i,0.0029175+0.11198i,0.012825+0.058147i,0.015272+0.058402i,0.027978+0.066831i,0.025466+0.052131i,0.010241+0.027444i,-0.0091448+0.00093295i,-0.028243-0.027075i,-0.041587-0.034346i
-0.028847-0.21156i,-0.044698-0.37069i,-0.095986-0.32635i,-0.15938-0.079402i,-0.16608+0.085125i,-0.08983+0.11317i,0.095745+0.11808i,0.29211+0.12283i,0.35814+0.15889i,0.30143+0.20991i,0.21371+0.19426i,0.15528+0.14836i,0.13387+0.12503i,0.10512+0.08926i,0.058528+0.04245i,0.03671+0.007451i,0.034719-0.031965i,0.0090509-0.065069i,-0.025981-0.069996i,-0.042135-0.058533i,-0.047389-0.047136i,-0.049736-0.034508i,-0.040228-0.0074026i
0.10819+0.062325i,0.14389+0.15072i,0.11209+0.17389i,0.053544+0.15986i,0.056374+0.22874i,0.1272+0.2425i,0.15291+0.067473i,0.13635-0.14332i,0.14856-0.21233i,0.14008-0.15145i,0.083082-0.074364i,0.04437-0.034234i,0.064562-0.023214i,0.10422-0.046853i,0.10847-0.093828i,0.082162-0.11738i,0.069028-0.087728i,0.090587-0.040745i,0.10037-0.027817i,0.050223-0.043256i,-0.039158-0.045799i,-0.10185-0.010989i,-0.092341+0.031341i
-0.059476+0.1265i,-0.080526+0.19359i,-0.017123+0.14824i,0.094747-0.053785i,0.11574-0.28047i,0.016724-0.31292i,-0.097506-0.16718i,-0.15363-0.065116i,-0.13435-0.064159i,-0.069902-0.030978i,-0.0080161+0.0437i,0.023251+0.054781i,0.012759+0.012739i,-0.0098617-0.012837i,-0.033888-0.022713i,-0.068244-0.024817i,-0.082607-0.02248i,-0.075103-0.033723i,-0.077771-0.040163i,-0.082739-0.01106i,-0.066461+0.039915i,-0.025733+0.066894i,0.016449+0.047509i
-0.11389-0.16765i,-0.22112-0.30627i,-0.33516-0.29267i,-0.40128-0.08673i,-0.37723+0.13091i,-0.27945+0.24041i,-0.18097+0.27911i,-0.12491+0.28307i,-0.075654+0.23866i,0.0028062+0.15662i,0.055746+0.081622i,0.041014+0.037492i,0.003397+0.01563i,-0.031934-0.0098781i,-0.082956-0.035055i,-0.12706-0.033604i,-0.13093-0.024377i,-0.11748-0.03862i,-0.10239-0.053027i,-0.069898-0.036536i,-0.029865-0.0037818i,0.0036673+0.010208i,0.020636-0.00056112i
0.15502+0.031443i,0.31135+0.092588i,0.37132+0.096122i,0.26982+0.014961i,0.14423-0.057989i,0.084935-0.079228i,0.075024-0.05432i,0.087168+0.013612i,0.089946+0.065585i,0.073327+0.05336i,0.065056+0.019164i,0.066122-0.0033642i,0.05057-0.015084i,0.022687-0.01286i,0.0083574+0.015587i,0.022058+0.059449i,0.048279+0.085829i,0.062604+0.094659i,0.057945+0.079273i,0.027988+0.032808i,-0.015182-0.0029689i,-0.04273-0.01097i,-0.042914-0.010756i
-0.017943+0.17037i,-0.079424+0.29999i,-0.091776+0.34678i,-0.052535+0.26037i,-0.064438+0.15212i,-0.059914+0.12565i,0.052809+0.10739i,0.16555+0.016463i,0.17395-0.051125i,0.11844-0.029112i,0.069681-0.0024625i,0.039087-0.013346i,0.0090991-0.028947i,-0.030834-0.017954i,-0.060967+0.015272i,-0.058456+0.028883i,-0.041721+0.0062289i,-0.036565-0.023714i,-0.050721-0.033192i,-0.057665-0.018826i,-0.030241-0.0036207i,0.0031162-0.0037345i,0.013128-0.010516i
-0.11758-0.19596i,-0.17952-0.43116i,-0.2049-0.55751i,-0.2096-0.40662i,-0.16398-0.10762i,-0.072683+0.09081i,-0.01074+0.085388i,-0.0043529-0.015318i,-0.0040202-0.060692i,0.020786-0.031852i,0.046475-0.0050645i,0.049138-0.022195i,0.025477-0.033473i,0.013244-0.010405i,0.029169-0.0090572i,0.03429-0.042961i,0.010579-0.066885i,-0.018714-0.060298i,-0.036027-0.026336i,-0.04361+0.020429i,-0.045215+0.058306i,-0.040274+0.068418i,-0.031343+0.055103i
0.13347+0.048154i,0.24275+0.15819i,0.26409+0.22359i,0.19617+0.14125i,0.1536-0.0039811i,0.17502-0.098481i,0.16755-0.11588i,0.079612-0.076356i,0.0044352-0.034187i,0.0054107-0.0047403i,0.027487+0.018124i,0.01313+0.026735i,-0.012926+0.03883i,-0.0071426+0.058417i,0.0094929+0.073292i,0.011349+0.088468i,0.012611+0.095226i,0.013213+0.077187i,0.0051479+0.053069i,-0.0027339+0.03411i,-0.0064613+0.013438i,-0.0026759+0.0024648i,0.0069709+0.00054555i
0.027615+0.075355i,-0.00677+0.10509i,-0.10593+0.088102i,-0.22583+0.10299i,-0.26724+0.18318i,-0.19386+0.22005i,-0.095874+0.17179i,-0.038012+0.10247i,-0.0035541+0.050959i,0.035328+0.009022i,0.049911-0.021048i,0.01953-0.015015i,-0.0015074+0.016623i,0.00472+0.020064i,-0.0016816-0.0065469i,-0.016875-0.020066i,-0.019596-0.012281i,-0.01378-0.005955i,-0.0019668-0.010542i,0.012941-0.016658i,0.022793-0.015807i,0.020785-0.016007i,0.0062763-0.017709i
-0.23196-0.09219i,-0.39245-0.20837i,-0.37438-0.24154i,-0.13853-0.16273i,0.085023-0.11527i,0.15373-0.13524i,0.11883-0.15095i,0.06675-0.12084i,0.032076-0.074652i,0.011601-0.059291i,0.0093127-0.060344i,0.026209-0.053047i,0.040612-0.047585i,0.040426-0.044145i,0.04318-0.035659i,0.054839-0.032099i,0.056546-0.032705i,0.040341-0.015553i,0.021003+0.011127i,0.0019256+0.022541i,-0.018867+0.026033i,-0.027612+0.026404i,-0.022145+0.019503i
0.20226+0.024633i,0.38198+0.14526i,0.38899+0.25704i,0.19717+0.2227i,0.045452+0.096965i,0.0266-0.0049589i,0.040783-0.046674i,0.019852-0.042432i,-0.0097865-0.012924i,-0.017918+0.0092517i,-0.019161-0.00085139i,-0.02234-0.016523i,-0.017987-0.022082i,-0.018761-0.022204i,-0.032285-0.016673i,-0.041761-0.014729i,-0.037618-0.019389i,-0.022785-0.024975i,-0.014529-0.023051i,-0.013151-0.014722i,-0.0065827-0.0071892i,0.0011159+0.0044359i,0.0052841+0.012287i
-0.0065184+0.0025528i,-0.068953-0.085724i,-0.16351-0.20812i,-0.25924-0.1934i,-0.30496-0.044568i,-0.27507+0.04587i,-0.22502+0.047342i,-0.15333+0.063207i,-0.049566+0.07259i,0.019786+0.035217i,0.023682-0.0010632i,0.0025029-0.015069i,-0.0094704-0.0077089i,-8.4891e-05+0.0072446i,0.010378+0.0041137i,-0.0035776-0.0038193i,-0.030163+0.0038125i,-0.039585+0.015515i,-0.023385+0.015685i,-0.0031962+0.010307i,0.011891+0.010553i,0.020783+0.0084694i,0.014473+0.0037191i
-0.19881+0.10139i,-0.35769+0.25995i,-0.31468+0.44823i,-0.021103+0.46823i,0.22132+0.26208i,0.23284+0.05444i,0.17669-0.0074083i,0.15216-0.024075i,0.10307-0.04631i,0.028567-0.039253i,-0.024213-0.0063475i,-0.042444+0.027523i,-0.039896+0.040239i,-0.03323+0.035534i,-0.033189+0.036394i,-0.031792+0.049607i,-0.017145+0.063597i,0.00051253+0.062374i,0.0013248+0.048404i,-0.0121+0.036161i,-0.018314+0.02415i,-0.0080031+0.0096427i,0.0088557+0.0026283i
0.25587-0.17286i,0.52821-0.3416i,0.58473-0.43164i,0.2838-0.34518i,-0.053207-0.15277i,-0.17348+0.0074159i,-0.15805+0.035208i,-0.13137-0.020357i,-0.10866-0.047163i,-0.067911-0.019151i,-0.020509+0.0043847i,0.0028327+0.0054996i,0.0096448+0.010234i,0.014416+0.0089297i,0.015007-0.0056713i,0.022229-0.023399i,0.038636-0.043447i,0.041743-0.056057i,0.027974-0.049144i,0.012565-0.031101i,-0.0030255-0.019293i,-0.016883-0.016366i,-0.020585-0.016045i
-0.096368+0.098232i,-0.24472+0.1688i,-0.31905+0.13042i,-0.21277+0.045469i,-0.052152+0.040579i,0.031779+0.035052i,0.014657-0.0089805i,-0.051297-0.01535i,-0.069277+0.0099952i,-0.036056+0.012868i,-0.0041748+0.00071699i,0.018924-0.010923i,0.034321-0.022231i,0.039895-0.017241i,0.038276-0.0014241i,0.020402+0.0076186i,-0.0083152+0.010665i,-0.022567+0.0062679i,-0.016916-0.00027669i,-0.0062397-0.00010493i,-0.0033166+0.0035511i,-0.010081+0.0036617i,-0.018299-0.00054871i
-0.087653+0.098022i,-0.13345+0.23455i,-0.095955+0.3972i,0.014936+0.41291i,0.10176+0.24658i,0.13453+0.10282i,0.12479+0.070248i,0.079488+0.084716i,0.022701+0.099599i,-0.0075427+0.10012i,-0.015707+0.075331i,-0.026067+0.036542i,-0.030589+0.0049668i,-0.030088-0.015598i,-0.043787-0.023316i,-0.060981-0.0097534i,-0.061718+0.013671i,-0.046118+0.029225i,-0.026426+0.031818i,-0.0068496+0.02867i,0.012067+0.032729i,0.02385+0.040857i,0.023037+0.040063i
0.12166-0.28173i,0.25555-0.60811i,0.24674-0.82186i,0.039385-0.66094i,-0.12913-0.30143i,-0.17086-0.10673i,-0.16674-0.045318i,-0.082133+0.038954i,0.038151+0.088427i,0.089483+0.071282i,0.073099+0.044176i,0.034658+0.03331i,0.009278+0.033025i,0.01042+0.027122i,0.033044+0.01737i,0.070206+0.015109i,0.10038+0.013734i,0.092179+0.0032915i,0.055354-0.0093963i,0.022851-0.016915i,0.0064933-0.020763i,0.0034946-0.022362i,0.0024205-0.017938i
-0.04787+0.25792i,-0.15116+0.58909i,-0.15249+0.82259i,0.065148+0.68691i,0.25628+0.33133i,0.23592+0.11794i,0.16109+0.076735i,0.12895+0.035872i,0.10701-0.018809i,0.06658-0.04886i,0.01973-0.031763i,0.0098544+0.012073i,0.019623+0.017954i,0.0024117+0.0019335i,-0.027387+0.0063331i,-0.039156+0.011714i,-0.031078+0.0023616i,-0.0095053-0.00777i,0.005048-0.016935i,0.0027108-0.024995i,0.0010191-0.028914i,0.0025878-0.026429i,0.005068-0.012302i
-0.026745-0.028011i,-0.0084296-0.13328i,0.0066094-0.27647i,-0.082601-0.32463i,-0.19613-0.22697i,-0.19951-0.082843i,-0.1382+0.010013i,-0.09125+0.024258i,-0.062403+0.0037474i,-0.039116+0.0050313i,-0.0069057+0.0096441i,0.014896-0.016041i,0.005547-0.032561i,-0.0062036-0.024983i,-0.0056262-0.034386i,-0.013203-0.065671i,-0.030886-0.089042i,-0.041844-0.082596i,-0.035373-0.049052i,-0.019573-0.017918i,-0.013271-0.0055153i,-0.016695-0.0031288i,-0.014968-0.0060909i
0.013228-0.19559i,0.0050674-0.36384i,-0.029809-0.36844i,-0.035564-0.16716i,0.0067912+0.003545i,0.044074+0.02072i,0.051233-0.0057606i,0.055054-0.0012166i,0.05807+0.0064482i,0.053384+0.014671i,0.046415+0.023062i,0.026449+0.024659i,0.0087826+0.033096i,0.017871+0.049021i,0.040786+0.063853i,0.049563+0.07522i,0.027487+0.075086i,-0.0073569+0.054536i,-0.026474+0.025339i,-0.033536+0.0065828i,-0.036668-0.00033597i,-0.032031-0.0034383i,-0.024267-0.0064871i
0.056201+0.25202i,0.11068+0.59127i,0.18139+0.80888i,0.25793+0.65186i,0.2702+0.32622i,0.21355+0.1516i,0.19305+0.098812i,0.17118+0.031865i,0.098793-0.025317i,0.040339-0.031672i,0.017207-0.014657i,0.0060464+0.0084658i,0.004944+0.015632i,-0.0013951-0.0054079i,-0.034208-0.023965i,-0.067725-0.0080083i,-0.062357+0.031585i,-0.030758+0.055797i,-0.0063119+0.046286i,0.0042135+0.028115i,0.011915+0.024276i,0.016749+0.03117i,0.016317+0.037626i
-0.061857-0.099588i,-0.08009-0.3402i,-0.064892-0.63459i,-0.10705-0.71317i,-0.20531-0.50752i,-0.21907-0.25766i,-0.15892-0.12991i,-0.095144-0.079277i,-0.043052-0.051303i,-0.0011049-0.036166i,0.037702-0.038154i,0.060894-0.05141i,0.051988-0.045677i,0.039078-0.022593i,0.050624-0.014151i,0.076146-0.029163i,0.091773-0.047741i,0.077303-0.044711i,0.043607-0.016763i,0.020083+0.0097133i,0.010527+0.015495i,0.0090563+0.0059004i,0.013947-0.011382i
-0.0095585-0.099253i,-0.026104-0.10646i,-0.054771+0.033398i,-0.017573+0.22062i,0.10731+0.25107i,0.18606+0.14802i,0.16594+0.059833i,0.10334+0.021931i,0.041088+0.013351i,0.012339+0.0034732i,-0.00045053-0.014047i,-0.0091178-0.017749i,-0.003156-0.016504i,-0.00023023-0.014563i,-0.012155+0.0032488i,-0.027512+0.025121i,-0.036763+0.024719i,-0.034188+0.0068611i,-0.02529-0.011465i,-0.023587-0.024184i,-0.026048-0.027351i,-0.021144-0.022284i,-0.0093625-0.012493i
0.096849+0.14947i,0.17558+0.28484i,0.19662+0.27286i,0.097944+0.075049i,-0.044532-0.068933i,-0.071324-0.075219i,-0.028325-0.071945i,-0.029512-0.060342i,-0.03307-0.01217i,-0.021754+0.014396i,-0.032481+0.0082852i,-0.054391-0.0048746i,-0.05665-0.014689i,-0.041249-0.030065i,-0.03645-0.051736i,-0.049581-0.056096i,-0.058026-0.031626i,-0.043041-0.0018805i,-0.015786+0.0086818i,0.0036479+0.0062937i,0.011137+0.0038291i,0.0057776+0.0034226i,-0.0059455+0.0038936i
-0.082874-0.051327i,-0.15526-0.19096i,-0.1702-0.32839i,-0.11544-0.32246i,-0.074648-0.23687i,-0.10702-0.19688i,-0.12952-0.16647i,-0.068082-0.10761i,0.013146-0.054026i,0.043727-0.016827i,0.048055+0.012033i,0.046087+0.024512i,0.026021+0.028318i,0.014423+0.042943i,0.040001+0.060177i,0.084588+0.058497i,0.10786+0.03767i,0.089604+0.016149i,0.050407+0.0084125i,0.02+0.011388i,0.0046045+0.010562i,0.0010714+0.00055906i,-0.00013712-0.012805i
-0.022169-0.082933i,-0.056477-0.096802i,-0.11508+0.013106i,-0.13801+0.17778i,-0.077406+0.26073i,0.0015561+0.25583i,0.026528+0.1998i,0.013467+0.093517i,-0.007218-0.01092i,-0.025812-0.051876i,-0.032023-0.040611i,-0.019986-0.017694i,-0.0012971-0.012258i,-0.0055091-0.02404i,-0.033935-0.032469i,-0.0567-0.033772i,-0.052477-0.037771i,-0.031949-0.041194i,-0.018547-0.038211i,-0.016599-0.027568i,-0.018407-0.012607i,-0.017155+0.0046328i,-0.010671+0.021021i
0.10399+0.10308i,0.19144+0.17895i,0.18732+0.098911i,0.040932-0.096428i,-0.10274-0.16289i,-0.11891-0.099135i,-0.087664-0.054589i,-0.088946-0.030607i,-0.089984-0.01398i,-0.07345-0.0070044i,-0.051813-0.0094371i,-0.037383-0.026369i,-0.03265-0.02647i,-0.01626-0.016042i,0.002-0.02999i,-0.0055081-0.0457i,-0.028233-0.039253i,-0.0377-0.02077i,-0.025343-0.0025373i,-0.0079016+0.0044829i,0.00021915+0.00083085i,-0.00084093-0.0073442i,-0.0070488-0.015627i
