-0.0010185+1.7023e-05i,-0.00076303+0.00014016i,-0.0026476+0.0004333i,-0.0022985+0.00020033i,-0.001795+0.0002333i,-0.0018206+0.0010855i,-0.0015653+0.0011496i,-0.00088186+0.00046004i,0.00040366+0.0003694i,0.0013361+0.00051109i,0.0016393+0.00062138i,0.0015833+0.00041009i,0.00094749+0.00041021i,0.00080935-0.00017852i,0.00067578-0.00012476i,-0.00049544+0.00051319i,-0.00088034+0.00054063i,-0.00022892+0.0003402i,1.4654e-05+0.00033467i,0.0001999-4.1103e-05i,0.0002261-0.00032391i,-0.00058041+0.00021108i,-0.00051525+0.0002743i
0.0033845-0.0022024i,0.0020515-0.0023802i,0.0013818-0.0027365i,-0.00023603-0.003051i,-0.001377-0.0027345i,-0.0013061-0.0013838i,-0.00072328+0.00018638i,0.00020179-0.00013716i,0.00013481-0.00076929i,-0.00049006-0.00092505i,-0.00096128-0.00039806i,-0.00055727+0.0004324i,0.00038574+0.00023152i,0.00037351+0.00018916i,-0.00016879+0.00088956i,-0.00082747+0.00081654i,-0.0004663+0.00099938i,0.00020526+0.0017108i,-0.00030033+0.0015567i,-0.00053235+0.0009567i,-0.00037064+0.00046572i,-0.00019904-0.00026875i,-0.00031822-0.00044394i
-0.0011916-0.0029625i,-0.0017999-0.0027062i,-0.0024187-0.0032489i,-0.0018585-0.0016809i,-0.0011896+0.00048965i,-0.00063555+0.00078964i,-0.00020431+0.00040163i,-0.0005504-0.00047146i,-0.00055885-0.00083782i,-0.0002957-0.00016982i,-6.3911e-05+4.1008e-05i,0.00072431+0.00054702i,0.00082781+0.00043013i,0.00031401-0.00057942i,0.00035677-0.00039037i,0.00055992+0.00047973i,-0.00013934+0.00072867i,-0.00074798-6.7874e-05i,0.00017455+0.00010715i,0.0003267+0.00051447i,0.0005318+0.0004988i,0.00084687+6.0107e-06i,0.00022598-0.00091591i
-0.0014428-0.00047919i,-0.0014134-0.00071837i,-0.0020086-0.00024987i,-0.002001+0.00083235i,-0.00081427+0.0015931i,0.00062049+0.0013459i,0.0004123+0.00071944i,-0.00028349+0.00057282i,-0.00036034+0.00031316i,-0.00011174+0.00055236i,0.00050271+0.0009769i,0.00066057+0.00034859i,0.00020939+0.00016564i,0.00023961+0.00021514i,7.6318e-05-1.8306e-05i,2.6902e-05-0.00010551i,0.00048769-0.00057741i,0.000746-0.00068284i,0.00026301-0.00015707i,-0.00020256+0.00051883i,-0.00028876+0.00050074i,-0.00019049+0.00065262i,-0.00027022+0.00091298i
-0.001001+0.0030797i,0.00019792+0.0033276i,0.00082834+0.0026824i,0.0013088+0.0015895i,0.00060163+0.00014713i,-0.00064972-0.00057908i,-0.00084583+0.00022807i,-0.00032903+0.00057115i,-0.00013487+0.00014746i,0.00022494+0.00029502i,0.00032393+0.00046663i,0.00019715+0.00015816i,0.00033452-0.00011502i,0.00026702-0.00022165i,-0.00016595-9.3423e-05i,-0.00073798+0.00029557i,-0.00048682+0.00063901i,0.00013516+0.00054925i,0.00016198+0.00016622i,0.00023843+0.00072431i,0.00070818+0.0013458i,0.00019878+0.00056344i,-0.00098934+4.3224e-05i
-0.0017394-0.0013985i,-0.0028072-0.0016398i,-0.0022772-0.001833i,-0.0014062-0.0014146i,-0.0011871-0.0010517i,-0.00074716-0.00026087i,0.00035554+6.7868e-06i,0.00072773-0.00090298i,6.7101e-05-0.0014573i,-0.00067204-0.00091088i,-0.00039743-0.00076833i,-0.00015678-0.00082302i,-0.00022393-0.00031612i,0.00029753-0.00014453i,0.00028297-0.00039173i,-0.00042926-0.0001083i,-0.00094808+0.0007769i,-0.0014129+0.00092157i,-0.0018128+0.00078086i,-0.0010674+0.00068201i,-0.00012526-0.00019442i,1.3789e-05-0.00053764i,6.2801e-05-0.00064863i
0.0015478+0.001858i,0.00067107+0.0009029i,0.0018099+0.00037382i,0.0028895+2.8235e-05i,0.0023264-0.0010143i,0.0010768-0.0016826i,0.0012236-0.0015295i,0.0010025-0.0011837i,0.00042685-0.00033103i,0.0015405+0.00024441i,0.0022001-0.00031641i,0.0010699-0.0009542i,6.0267e-05-0.0012265i,-0.00045759-0.00080098i,-0.00029811-0.00025779i,-9.885e-05-4.866e-06i,-0.00043537+0.0013181i,-0.00048211+0.0015929i,0.00023632+0.00022005i,0.00084729-0.00036637i,0.00079377+0.00027399i,0.00047834+0.00025116i,0.00048791-0.00066829i
0.0021734-0.00028511i,0.0023632-0.0004129i,0.0019003-0.0013317i,0.0010617-0.001575i,-0.00024413-0.0016731i,-0.00079126-0.0020613i,-0.00026838-0.0014871i,0.00033615-0.00075873i,0.00094768-0.0014402i,0.0012438-0.0018524i,0.00072773-0.0011265i,8.5864e-05-4.479e-05i,-0.00038975+0.0002524i,-0.00063956-0.00050228i,-0.00051018-0.0010981i,0.00029642+3.7411e-05i,0.0010518+0.0013652i,0.0012283+0.00081106i,0.00086101-0.00076241i,0.00026736-0.00080794i,-0.0006176-4.0493e-05i,-0.00058245+0.00044678i,1.8533e-05+0.00035444i
0.0013513+0.00095098i,0.00029819+0.00069628i,0.00038492-0.00036216i,0.00023297-0.00094956i,2.4068e-06-0.00055171i,-0.0002947-0.00019123i,-7.2558e-05+1.9436e-06i,-0.00018663+0.00044633i,-8.2482e-05+0.00024318i,0.00046436-0.00058758i,0.00049399-0.00081098i,0.00077465-0.0014231i,0.00046771-0.0013751i,-0.00044791-0.00063607i,-0.001002-0.00012992i,-0.0011914+0.00069214i,-0.0012419+0.00057291i,-0.00086521-0.00021243i,-2.0277e-05-8.304e-05i,0.00058878+7.0558e-05i,-0.00010112+9.2853e-05i,-0.0005217+0.00058108i,-0.00036672+0.00058039i
0.00079908-0.00078258i,0.00030592-0.0006431i,0.00062603-0.00038978i,0.00078947-0.00032045i,-0.00010744-0.00068406i,-0.00097632-0.00096021i,-0.00029126-0.00064196i,0.00047143-0.00053745i,5.8639e-05-0.00043464i,-0.00012166+2.8713e-05i,0.00013311+0.00081949i,0.00032714+0.00064648i,0.0006091-0.00018567i,0.00088867+0.0001338i,0.00046608+0.00021161i,-0.00013215-0.00077445i,4.474e-05-0.00097386i,1.3569e-05-0.00015552i,8.7599e-05+0.00050183i,0.00014699+0.0001787i,-9.1598e-05+7.9975e-05i,-0.0003192-0.00016384i,3.4363e-05-0.0006424i
-0.0018276+0.00043601i,-0.0017559+9.6869e-05i,-0.0013763+0.00071254i,-0.0007003+0.0015439i,4.1678e-05+0.00069612i,6.7924e-05+7.4153e-05i,-0.00043313-7.1522e-05i,-0.00026417-0.0012097i,0.00044417-0.001509i,0.001305-0.00028837i,0.0015476-0.00036838i,0.00031878-0.0010726i,-0.00057182-0.0010073i,-0.00012505-0.00044147i,-9.7126e-05+0.00015446i,0.00043729+0.00013714i,0.0008637+0.00035179i,8.9034e-05+0.00079607i,-0.00047321+0.00088371i,0.0001119+0.00048302i,0.00047805+0.00071594i,0.00037337-0.00040667i,0.00043006-0.0015931i
-0.00031174+0.0025878i,-0.0013693+0.0023496i,-2.987e-05+0.00090648i,0.0016172-0.0001816i,0.001351-0.0015081i,0.00013587-0.0023725i,-4.0184e-05-0.0018621i,-0.0001108-0.0010426i,-0.00076631-0.00046485i,-0.00035424+8.7031e-07i,0.00039907-0.00011395i,4.4188e-05-0.00038046i,-0.00059524-0.00016413i,-0.00089627-0.00044267i,-0.00048575-0.00031403i,-0.00016571+0.00017042i,-0.00081137+0.00062911i,-0.00061137+0.0018758i,-0.00040817+0.0018328i,-0.00055308+0.00071198i,-0.00022481-7.7801e-05i,0.00033108-0.00068238i,1.9083e-05-0.0013716i
-0.00016897-0.00041442i,0.0011141-0.00030205i,0.0014081-0.00097141i,0.00097518-0.0012096i,0.00024328-0.0015036i,-0.00061892-0.0007438i,-0.00018357+0.00011385i,-0.00023452-8.8901e-06i,0.00030898+1.8749e-05i,0.0010663-2.9996e-05i,0.0007238-0.00055063i,-0.00013243-0.00088718i,-0.00080491-0.0010886i,-0.00041314-0.00063147i,-5.0839e-05+0.00012303i,-0.00025252+3.1288e-05i,-0.00059575+0.00034257i,-0.0003396+0.00046321i,1.1235e-05-0.00043501i,-0.00098027-0.0007348i,-0.0013081-0.00074359i,-0.00010506-0.00050724i,0.00038479-0.00067904i
0.00028385+0.0014309i,8.1148e-05+0.00069306i,0.00057798+0.0011838i,0.0016145+0.001543i,0.0021591+0.00052022i,0.00077779-0.00062392i,-0.00030252-0.00011146i,-0.00045485+0.000397i,-0.00095133-0.00031706i,-0.0011272-0.00076957i,-0.00014275-0.00043341i,9.4927e-05-0.00055996i,0.00080086-0.0010875i,0.0004384-0.00026665i,-0.00016002+0.00011054i,0.00041872-0.00044517i,0.00059671-0.00017178i,0.00065338+0.00092561i,0.00061324+0.00048431i,0.00084157-0.00032739i,0.00063172-6.5385e-05i,0.00040366+0.00031588i,0.00021545+0.00010892i
-0.00088553+0.0024701i,-0.0008507+0.0023328i,4.2525e-05+0.002556i,-1.576e-05+0.001764i,0.00048762-7.7985e-05i,0.000171-0.00085784i,-0.00093372-0.001079i,-0.00098477-0.0013858i,-0.00074764-0.0013679i,-0.00028063-0.00074218i,0.00044283-0.00043367i,0.00087372-0.00059318i,0.00058362-0.00053274i,-4.0492e-05-0.00065384i,-8.0219e-05-0.00026942i,0.00035105+0.00043027i,0.00067144+0.00064764i,0.00045998+0.00074167i,-9.0529e-05+0.00061586i,0.00017628+0.00014854i,1.7255e-05+0.00016527i,-0.00062836+0.00063779i,-0.00021197+0.00064523i
0.00061246-0.00024211i,0.00074817+0.00034536i,0.00070855+0.0005186i,6.6315e-06+0.00070295i,-6.9079e-05+0.00097271i,-0.00064944+0.00058965i,-0.00044891+0.00023806i,-0.00011296-0.00076267i,-0.00018696-0.0009649i,-1.4442e-06+9.5286e-06i,0.00012999-0.00016442i,0.00091048-0.00056864i,0.00065446+0.0001206i,-0.00024599+0.00021513i,-0.00036202-0.00028666i,-0.00026906-0.0007333i,9.4716e-05-0.00060953i,-0.0003747-5.7643e-05i,-0.00099202+0.00019017i,-0.00088554+0.00031893i,-0.00064982+0.00010371i,-0.00029133-0.00012727i,-0.00010885+0.00020461i
-0.00071602+0.0010646i,0.00015597+0.0010278i,0.00047034+0.0020408i,0.00018609+0.0023436i,-0.00010787+0.0011727i,-0.00074705+0.00048158i,-0.00038923+0.00042981i,-0.0001743-0.000166i,-0.00031974-0.00073092i,-0.00013813-0.00049023i,0.00048528-0.0007936i,0.00097205-0.0013303i,0.00073277-0.00086676i,0.00018096-0.00099935i,-0.0015783-0.0017846i,-0.0014578-0.0015459i,-0.00010646-0.00052524i,0.00024311+3.1515e-05i,0.00015374-8.7122e-05i,-0.00087045-0.00038463i,-0.0011195-0.0010683i,-0.00073237-0.0011501i,-0.00033579-4.8187e-05i
-0.00062749-0.0011179i,-0.000531-0.00050524i,-0.00035142-0.0010472i,-0.00027276-0.0012228i,-0.00035671-0.00070542i,-0.00020003-0.00081232i,0.00042886-0.0012337i,0.00048982-0.0002119i,5.639e-05+0.0003336i,0.0002281+0.00010157i,0.00027588+0.00039306i,0.00031439+0.00016222i,0.00062228-0.00055627i,0.0011476-0.0010909i,0.0011922-0.00036199i,0.00099385+0.00031425i,0.00097013+0.00041302i,0.0008714+0.00096218i,0.00059805+0.00084679i,-0.00050413+0.0001932i,-0.00047883+6.4081e-05i,0.00054122+0.00040672i,0.00011244+0.00039618i
-0.0021151-0.0010565i,-0.0022339+0.00035057i,-0.0023411+0.00011504i,-0.002067+0.00011375i,-0.0010322-0.00012297i,-2.6231e-05+0.00039145i,-0.00012072+0.00088699i,-0.00071593+4.8599e-07i,-0.00086986-0.001198i,-0.00060281-0.00079698i,4.7249e-05+0.00014736i,0.00051354+0.00021362i,0.00064304-0.00043674i,0.00016094-0.00045558i,-0.00066773+0.00032533i,-0.00054462+0.00061835i,-0.00047933+0.0008803i,-0.00095284+0.00046501i,-0.00032941-0.00039777i,0.00099221-0.00034769i,0.00089387+0.00010527i,0.00061149+0.00037424i,0.00049599+0.00026561i
-0.00051053-0.00026476i,-0.00086209-0.00090069i,-0.001735-0.00074948i,-0.002214-7.6709e-06i,-0.0019625+0.00051983i,-0.00052138-5.8035e-05i,0.00037166-0.00087999i,-0.00078482-0.0011013i,-0.00065925-0.00056448i,4.9977e-05+0.00025677i,-4.6184e-05+0.00086461i,0.00029815+0.0010541i,0.00045476+0.00018615i,0.00078431-0.00071137i,0.00027954-8.3331e-05i,-0.00082258-2.6651e-05i,-0.00056766-0.00085942i,-0.00012036-0.0009023i,4.9472e-05-0.00056569i,-0.00018824+0.00085084i,-0.00076443+0.0011239i,-0.00021903-0.00021101i,0.00089847-3.1014e-05i
0.0017629-0.0024929i,0.0018056-0.0035646i,0.00017643-0.0025678i,-0.00062643-0.001918i,-0.00029326-0.0021306i,-9.919e-05-0.0017352i,-0.00056856-0.00079778i,-0.00082176-0.0007901i,-0.00046552-0.0015038i,-0.00019535-0.0011813i,0.00011861+3.407e-05i,-0.00054161+0.00072951i,-0.0013124+0.00058842i,-0.00074157-7.9491e-05i,-0.00066653-0.00017926i,-0.0011534+0.00041235i,-0.00050577-2.4223e-05i,0.00025728-0.00010684i,7.3891e-05+0.00011566i,-0.00035251+0.0001069i,-0.00021222+0.00073395i,6.783e-05+0.00051241i,-0.00029102+2.3436e-05i
0.0003307+0.0027228i,0.00020624+0.0035388i,0.0024972+0.0036642i,0.0037531+0.0021799i,0.0023245+0.00055712i,0.00037879-0.0010118i,-0.00037248-0.0013521i,-0.00045158-0.00081483i,-0.00035131-0.0003227i,0.00012078-4.0681e-05i,0.00055479-0.0001165i,0.00085009-0.00076422i,0.00072163-0.00095906i,-6.5846e-05-0.00046759i,-0.00087078-0.00096123i,-0.00068095-0.0004915i,0.00043819+0.00043901i,0.0005345+0.0010051i,-0.00087487+0.0011139i,-0.0015374+0.00011619i,-0.00076785-0.00074069i,-2.7479e-05-0.00051982i,0.00025031-0.00013966i
-0.0010567+0.001054i,-0.0004878+0.0015141i,-0.00050954+0.0027883i,-0.00027479+0.0034933i,0.0010622+0.0033506i,0.0019447+0.001934i,0.0012609+0.00014242i,4.9128e-06-0.00029117i,0.000397-0.00043468i,0.001239-0.00064537i,0.0014309-5.068e-05i,0.0013402+0.00027661i,0.0010624-0.00050064i,0.00077329-0.00068458i,0.00019921-0.0004135i,-0.00079294-7.0626e-05i,-0.0012564+1.8692e-05i,-0.00065735+0.00028703i,-0.00031294+0.0002538i,-5.9583e-05+0.00036989i,-0.00013059+0.00077229i,4.3031e-05+0.00082044i,0.00022464+0.00040324i
9.1828e-05-0.00075338i,-0.00040877-0.00101i,-0.00064236-0.0011899i,-0.0013891-0.0017468i,-0.0012336-0.002125i,-0.0002943-0.0016112i,-0.00015342-0.0012716i,1.4697e-05-0.00071228i,8.8955e-05-0.00018342i,0.00025744-0.00032514i,0.00063445-0.00040545i,0.00042889-8.0765e-05i,-0.00054038+0.00033256i,-0.0011146-0.00011442i,-0.00099124-1.6257e-05i,-0.00033893+0.0004355i,0.00058591+0.00057784i,0.0007085+0.0002872i,0.00065825-0.00012146i,0.0006263+5.2738e-05i,0.00018705+0.00044573i,-0.00022717+0.00018084i,0.00046032-0.00045132i
-0.0011141-0.00093775i,-0.0010224-0.00064686i,-0.0018139-0.00014398i,-0.0010952+0.00064426i,-0.00046587+0.00033397i,-0.00027438-0.00096345i,0.00016306-0.0013873i,-0.00051627-0.00072883i,-0.00058621-0.00013661i,0.00031534-1.3951e-07i,0.0010378-0.00010692i,0.0010279+0.00015969i,0.00026673-2.6181e-05i,-0.0003562-0.0001674i,-0.00026456+0.00056748i,-0.00044438+0.0010773i,-0.00047829+0.0010675i,0.00019232+0.0010998i,0.00019573+0.0005168i,0.00040325-6.366e-05i,0.00032247-0.00021594i,-0.0002639-0.00020169i,-0.00081359-0.00025511i
0.00055437-0.00042407i,0.0010792-0.0010524i,0.0013548-0.0013552i,0.00071861-0.00145i,-0.00056919-0.0015295i,-0.0012213-0.00055046i,1.3142e-05+0.00028429i,0.00085538+0.00056823i,0.00061019+0.00065652i,0.00089342+0.00028465i,0.00074611+3.8139e-05i,-0.0001809+0.00021334i,-0.00061936+0.00021907i,-0.00072337+0.00072187i,-0.00093734+0.00027171i,-0.00051136-0.00027983i,2.9325e-05-0.00018857i,-0.00014508-6.6392e-05i,3.5128e-05+0.00017496i,0.00058023+0.00029689i,-1.7757e-05+0.0004231i,-0.00055957+3.2179e-05i,0.00049118-2.9874e-05i
-0.0004415+0.00072048i,-4.7495e-05+0.00095365i,0.00084772+0.0014449i,0.0005696+0.0009093i,0.00033835-0.0008984i,0.00058256-0.0016367i,0.0004791-0.00074761i,0.00011667-0.00055519i,-4.7131e-07-0.00064452i,0.00012754-0.0013244i,0.00065915-0.0018838i,0.00081629-0.0013694i,0.00040954-0.0012645i,-8.4881e-05-0.00096712i,-0.00052655-0.00032591i,-0.00067325-0.00011814i,0.00027778+0.00015167i,0.0016387+0.00063188i,0.0017282+0.00052612i,0.001037+0.00076215i,0.00056668+0.00076368i,0.0004735-0.00075916i,0.00035145-0.0014181i
-0.0023788+0.00083854i,-0.0023185+0.0005359i,-0.0018065+0.00042256i,0.00022421+0.0015669i,0.00096786+0.0011768i,0.0004457-0.00042165i,0.00063695-0.0010688i,0.00042353-0.0013284i,-0.00030674-0.0016157i,-6.6052e-05-6.0891e-05i,0.00066602+0.00079906i,0.0007451+0.00031117i,6.7547e-05-9.9703e-05i,-0.00019052-0.00069952i,-9.7424e-05-0.00033626i,-0.00013408+0.00032325i,0.00030044+0.00099734i,0.0001329+0.0020102i,-0.00074407+0.0020259i,-0.0002243+0.00090864i,0.00062364+0.00019453i,0.00058756+0.00052509i,0.00018884+0.0011957i
-0.0011962+0.0015892i,-0.0013236+0.0020118i,-0.00065772+0.0018581i,-0.00042813+0.0018704i,-0.00031919+0.00095329i,0.00050196+9.4268e-05i,0.00012713+0.00011543i,-0.00068367-0.00045298i,-0.00060709-0.00041502i,-0.00077544-0.00033317i,-0.00042608-0.00030144i,0.00043815+0.00025752i,0.00048498+0.00048451i,0.00047402-0.0004839i,0.00073338-0.00077625i,0.00058551-6.2361e-05i,0.00024463+0.00035216i,-0.00020321-0.00024086i,-0.00044551-0.00058785i,5.1874e-05+3.9352e-05i,0.00013014+0.00051141i,-0.00046589-7.5191e-05i,1.0852e-05-0.00063647i
0.0007369-0.0010774i,0.0021799-0.00060033i,0.0032684-0.00048299i,0.0023191-0.0012832i,0.00088926-0.0016219i,-0.00042166-0.00080464i,-0.00071801+0.0002939i,-0.00038135-0.00027468i,0.00020446-0.001437i,0.00047913-0.0010686i,-0.00037938-5.0036e-05i,-0.00072178+0.00051543i,-0.00020713+0.0010745i,0.00017085+0.00062815i,0.00042817+0.00012818i,0.00027284+7.1139e-05i,0.00021495-0.00029494i,0.00081249-0.00089338i,0.00044571-0.001002i,-0.00039421-0.00054312i,-0.00043877-0.00023956i,-0.00036574+0.00028033i,6.6837e-05+0.00031468i
0.00011006-0.0020371i,-0.00039196-0.001604i,-0.00023976-0.0010921i,-0.00068834-0.00012555i,-0.0010477+0.00044359i,-8.7416e-05+0.00046635i,7.6316e-05+0.00013462i,-0.00015931-0.00025357i,-0.0006049+9.7297e-05i,-0.00088728-2.4056e-05i,-0.00094545-0.0004052i,-0.00060939-0.00064185i,0.00029852-0.0003654i,0.00049674+0.00026305i,-4.7727e-06+0.00043412i,-0.00023795+0.00038459i,-0.00038955+0.00061718i,-0.00049869+0.0011548i,-0.0004862+0.0012433i,-0.00070285+0.00068715i,-0.00019139+0.00037969i,0.00034385+0.00019714i,-0.00010527+0.00049191i
-0.0010885+0.0010553i,-0.0018139+0.001431i,-0.001121+0.0028462i,0.0014529+0.0031672i,0.0022119+0.0015548i,0.0012852-0.00021313i,0.00049367-0.00048577i,0.00042741-0.00050707i,0.0008049-0.00031075i,0.00092705+0.00066746i,0.0012534+0.00082881i,0.0014684-0.00038994i,0.0011401-0.00090626i,0.00017821-0.00070921i,-0.00055113-0.00070005i,-0.00074728-0.00055726i,-0.00061619-0.00029538i,-0.00085585+0.00042519i,-0.00015102+0.0010379i,0.00032468+0.00064904i,-5.1192e-05+0.00011205i,0.00019796+0.00023638i,0.00055543+0.00057223i
-0.0030553+0.00015971i,-0.0025678+8.5752e-05i,-0.0025563+0.0015128i,-0.0017108+0.0017205i,-0.001139-0.0002639i,-0.00082886-0.0018626i,-0.00073776-0.0019073i,-0.00074854-0.0017023i,-0.00058028-0.001001i,-0.00023289-0.000255i,0.0005699+0.00016013i,0.0010918-8.2053e-05i,0.00053377-0.00016239i,-3.486e-05-0.00054014i,-0.00028612-0.00031068i,0.00018031-0.00034292i,0.00098917-0.00088744i,0.00075468+1.714e-05i,-0.00045921+0.00091982i,-0.0012184+0.00021637i,-0.0011591+6.001e-05i,-0.00085476+0.00010916i,-0.00025832-0.00093708i
-0.00074935-0.00044149i,-0.00078416+0.00011307i,-0.00055855+0.00071832i,-0.00031716+0.00088633i,0.00010028+0.00062001i,0.00074504+0.00079094i,0.00037058+0.00086959i,-0.00059237-0.00025592i,-0.00082619-0.0011659i,-0.00017039-0.0010627i,0.00081314-0.00032588i,0.0012489-0.00018835i,0.00063132-0.00084035i,0.00027021-0.0013042i,0.00029314-0.0010045i,2.383e-05-0.00056964i,-0.00028482-0.00030432i,-0.00016719+0.00071066i,-0.0007281+0.0010478i,-0.00056576+0.00047656i,9.561e-05+0.00058861i,-1.9577e-05-5.5886e-06i,0.0005008-0.00023201i
0.00064779-0.00026631i,0.00049985-0.00081565i,0.0011981+0.00015711i,0.0011181+0.00014208i,-0.00013313-0.0008552i,-0.0003819-0.0010478i,-0.0003581-4.4964e-05i,-0.00087946+0.00048336i,-0.00080673+8.7168e-05i,-0.00012005-8.7488e-05i,0.00052861+0.00065326i,0.0010317+0.00090079i,0.00095463+0.0001617i,0.00014626-0.00025169i,-0.00055655-0.00025364i,-0.00064909+3.9107e-05i,-0.0007211-4.837e-05i,-0.00066644+0.0002546i,-0.00034575+0.00074064i,-0.00011863+0.00032698i,-0.00015827-0.00034082i,-9.0587e-05-0.00087469i,-5.1957e-05-0.0010377i
-0.00069753+0.0014631i,-0.0013665+0.0016698i,-0.0010201+0.0022227i,9.6563e-05+0.0020355i,1.8314e-05+0.00078149i,-0.00091794-0.00017401i,-0.0010957-0.00057958i,-0.00080384-0.0011003i,0.00016907-0.0011573i,0.00050988-6.0739e-05i,-0.00014498+0.00056745i,-0.00023135+0.00025469i,2.6775e-05-0.0008316i,-0.00053629-0.0011327i,-0.0015665-0.00091718i,-0.0010331-0.00071137i,-3.0871e-05+0.00021733i,0.00020385+0.001122i,0.00021199+0.0008858i,0.00016066+0.00015394i,0.00026483-3.5466e-05i,3.4e-05-0.00044385i,3.8445e-05-0.00037363i
0.0016077-0.00051589i,0.00065324-8.6869e-05i,0.00016252+2.7777e-05i,2.9077e-05-0.00019333i,0.00010311-0.00095229i,0.00016663-0.00080774i,-2.8603e-05-3.0065e-05i,-0.00016263-0.00013073i,-0.00015422-0.00047866i,0.00034026+0.00048793i,0.00058576+0.00024324i,0.00043084-0.00018116i,0.00050812-0.00010126i,0.00025146-0.00035759i,-0.00029559+0.00030722i,-0.00015331-1.4521e-05i,0.00082983-0.00018507i,0.0014576+0.0007786i,0.00076831+0.0012614i,-3.1665e-05+0.00076593i,9.7881e-05-0.00012331i,0.00010249+2.0582e-05i,0.0005533-2.5517e-05i
0.00085639+0.0013805i,0.00053463+0.0013938i,0.001042+7.2973e-05i,0.00086272-0.0011948i,-0.00013031-0.0012963i,-0.00025426-0.0012429i,-0.0004223-0.001203i,-0.00033196-0.00095318i,0.0003518-0.0012126i,7.6842e-05-0.0010331i,-0.00047257-0.00049898i,-0.00042184-0.0005802i,-3.9734e-05-0.00046559i,-0.00033898-0.0006348i,-0.00078284-0.0005282i,-0.0004056+0.00076868i,1.7472e-05+0.0016311i,1.5597e-05+0.0013441i,4.5758e-06+0.00067842i,0.00062221+0.0005056i,0.00060228+1.4493e-05i,8.8565e-07-0.00069334i,-0.00018988-0.00092004i
-0.0021447+0.00022159i,-0.0024662+0.00023289i,-0.0025077+0.0013885i,-0.0018591+0.0022105i,-0.00025991+0.0016349i,0.00015126+0.00055948i,-0.000688-0.00047234i,-0.00045856-0.00056274i,0.00010249-0.0006961i,0.00019323-0.00054985i,0.00077494-0.0003115i,0.00079487-0.00039374i,0.0007429+7.9199e-05i,0.00064183-0.00013959i,-0.00011944-0.00026042i,-0.001213-1.9059e-06i,-0.0010699-0.00039997i,-0.00093355-0.00069277i,-0.0010005-0.00096054i,-0.00042873-0.00026087i,-0.00030026+0.00059107i,0.00029113+0.00058694i,0.00079315+0.00034065i
0.00035106+0.001889i,0.00064809+0.0020742i,0.0012993+0.001237i,0.0016167-0.00067885i,0.0016224-0.0025518i,0.00077363-0.0021145i,-0.00011249-0.00054561i,-0.00024509+0.00010933i,7.0627e-05-0.00018948i,0.00058472-0.00082224i,0.00072396-0.00088341i,0.00012384-0.00031902i,-0.00023199-0.0003585i,-0.00083969-0.00084323i,-0.001008+0.00061429i,-0.00042319+0.00145i,0.00067474+0.00093421i,0.0011838+0.00097831i,0.00069716+0.00087502i,0.00033949+0.00012035i,0.0001156-0.00055453i,-0.00059003-0.00014211i,-0.0003343+8.1216e-05i
0.00035692+0.00088145i,-8.5197e-05+0.00097297i,0.00074548+0.00032216i,0.00056722+0.00026172i,-0.00030379-0.00033273i,-0.00093409+8.519e-05i,-0.00067194-0.00047937i,0.00018651-0.0014871i,4.775e-05-0.00061418i,8.8505e-05+0.0002889i,0.00058111+0.000336i,0.00021925-0.0004716i,-0.0006888-0.0013472i,-0.0010195-0.0010874i,-0.0006518-0.00051389i,-0.00033607-5.9241e-05i,-2.5795e-06+0.0003434i,0.00012598+0.00083759i,4.5872e-05+0.00018277i,-5.1476e-05-0.00055118i,-1.1354e-05-0.00018838i,0.00090882-5.7959e-06i,0.0012135-0.00012326i
0.00076093+0.00084411i,0.00094734+0.00061509i,0.0021684+0.0013307i,0.0019785+0.00089995i,0.001471-0.00028293i,0.0012451-0.00097774i,-0.00031651-0.00099719i,-0.00062453-0.00062488i,-0.00014911-0.00014319i,0.00055938-0.00011234i,0.0011647-0.00029968i,0.00069523-0.00079824i,-0.00024928-0.00064261i,-0.00059332+0.00021037i,-0.00031157+0.00048581i,-0.00032063+0.00015299i,4.0108e-05-0.00027416i,0.00011137-0.00029341i,-0.00043724+1.1404e-05i,-0.00074767+0.00026774i,-0.00038285+0.00034392i,0.00017918+0.00017332i,-0.00031736+0.00020309i
-7.9741e-05-0.00072197i,-0.00029162+0.00018551i,-0.00048488-0.00032242i,-0.0011127-0.001037i,-0.0014831-0.001214i,-0.0012888-0.0013751i,-0.00095011-0.001095i,-0.00074548-0.00024533i,-0.00073016+0.00014176i,-0.00021578-0.00024491i,0.00017577-5.3696e-05i,-0.000588+0.00052512i,-0.00069427+2.8013e-05i,-0.00051837-0.00050674i,-6.8921e-05-0.00041096i,0.00031653-5.0676e-05i,5.8506e-05-4.2076e-05i,9.8948e-05-0.00017534i,0.00011935-0.00019498i,-0.00026657-0.00025445i,-0.00011323+0.00016823i,-3.127e-05+0.00088127i,-0.00026979+0.0016101i
