0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
0.36379-0.37527i,0.36152-0.45108i,0.19365-0.45849i,-0.020281-0.37547i,-0.10279-0.24601i,-0.087756-0.13228i,-0.057785-0.02759i,-0.0074549+0.03463i,0.022392+0.023844i,0.016295+0.00077579i,0.0093971-0.0090711i,-0.0024221-0.017008i,-0.023684-0.0072362i,-0.042036+0.015979i,-0.048548+0.034034i,-0.041042+0.041468i,-0.031854+0.036294i,-0.032087+0.027985i,-0.033253+0.030362i,-0.022479+0.039651i,-0.008576+0.039475i,-0.0055099+0.027339i,-0.0080271+0.015883i
0.10182+0.096112i,0.038537+0.043029i,0.085361-0.014533i,0.1327+0.020501i,0.10618+0.10968i,0.065317+0.12535i,0.019475+0.056544i,-0.022311+0.0037189i,-0.018918-0.0019078i,0.0083023-0.0037447i,0.018977-0.006571i,0.018557+0.0026285i,0.024464+0.016776i,0.039269+0.024497i,0.051978+0.02006i,0.052138+0.011048i,0.043142+0.0076337i,0.034216+0.0097915i,0.031398+0.0076666i,0.031025-0.0027059i,0.028844-0.012933i,0.025816-0.014297i,0.02139-0.010329i
-0.0057352+0.29195i,-0.080453+0.44992i,-0.072346+0.51914i,0.0051836+0.32002i,0.038923+0.044336i,0.03705-0.070225i,0.037407-0.070277i,0.016499-0.04825i,-0.003962-0.016333i,-0.0089754+0.010509i,-0.0048889+0.023846i,0.0099608+0.016242i,0.011553-0.016245i,-0.0058333-0.049529i,-0.022264-0.061953i,-0.029746-0.05569i,-0.024545-0.042954i,-0.010468-0.033969i,-0.0053758-0.030282i,-0.01499-0.023967i,-0.02357-0.011305i,-0.019773-0.0025141i,-0.011061-0.0023509i
0.034456-0.19339i,0.012773-0.50681i,-0.12099-0.59167i,-0.21233-0.37947i,-0.18401-0.13658i,-0.13106-0.029278i,-0.087054+0.011308i,-0.0342+0.034225i,-0.0071758+0.027151i,-0.0084551+0.0072075i,-0.016982-0.0085576i,-0.028884-0.0079303i,-0.031516+0.015924i,-0.024908+0.042653i,-0.020491+0.05239i,-0.018763+0.042477i,-0.020591+0.023645i,-0.026932+0.012631i,-0.028283+0.017567i,-0.018405+0.028924i,-0.0063832+0.031406i,-0.0035307+0.024437i,-0.0055611+0.017831i
-0.052834+0.26137i,0.10874+0.2941i,0.23391+0.23671i,0.2732+0.17156i,0.23114+0.14046i,0.16636+0.11698i,0.10671+0.061893i,0.047671+0.0045532i,0.011045-0.011538i,0.0051132-0.01024i,0.0030606-0.012736i,-0.00060738-0.0068664i,0.0083901+0.00048436i,0.029553-0.00040005i,0.04813-0.005024i,0.055153-0.0054479i,0.049871+0.00051112i,0.037595+0.0044879i,0.028614-0.00049429i,0.025958-0.013432i,0.022979-0.021014i,0.018284-0.01757i,0.014147-0.012869i
-0.20554+0.046415i,-0.12594+0.20831i,-0.084791+0.2466i,-0.1158+0.13566i,-0.13199-0.012321i,-0.097993-0.079878i,-0.04813-0.065314i,-0.020956-0.04167i,-0.017776-0.030496i,-0.014902-0.014155i,-0.0021863-0.0034647i,0.0073654-0.015041i,-0.0050897-0.035023i,-0.028904-0.041847i,-0.040688-0.035667i,-0.034765-0.025542i,-0.01755-0.018072i,-0.00032142-0.017481i,0.0039248-0.023115i,-0.0068117-0.024111i,-0.01808-0.014012i,-0.01587-0.0020915i,-0.0077989+0.0035945i
-0.11791-0.4328i,-0.23035-0.48074i,-0.2532-0.43477i,-0.19543-0.26898i,-0.11285-0.085507i,-0.078226-0.0025246i,-0.077529+0.027005i,-0.044507+0.047166i,-0.0077181+0.037203i,0.00040263+0.017108i,0.00018137+0.010975i,-0.0007345+0.014357i,0.0041978+0.026444i,0.012609+0.0382i,0.0093278+0.043611i,-0.0050553+0.042671i,-0.018586+0.033378i,-0.022985+0.023195i,-0.016658+0.023002i,-0.006417+0.027126i,0.00026394+0.022205i,0.00070265+0.011653i,0.0015716+0.0062389i
0.35855+0.038262i,0.39399+0.16729i,0.43691+0.22177i,0.39929+0.12882i,0.26591+0.03781i,0.17472+0.023153i,0.1277-0.00015034i,0.069805-0.025537i,0.039382-0.017568i,0.032148-0.0071236i,0.020551-0.0028428i,0.013211+0.0034754i,0.014251+0.0025316i,0.020217-0.0081294i,0.026444-0.019495i,0.0291-0.019075i,0.02573-0.0052316i,0.019415+0.0080866i,0.016891+0.011318i,0.020613+0.0034381i,0.023237-0.0084773i,0.017368-0.014509i,0.0092171-0.013831i
0.066462+0.17976i,-0.089644+0.1284i,-0.26349+0.11153i,-0.30567+0.11367i,-0.21845+0.070282i,-0.12437+0.0069898i,-0.062905-0.019295i,-0.037499-0.01616i,-0.03514-0.0050052i,-0.029028+0.004372i,-0.021009+0.0036647i,-0.018202-0.0047618i,-0.025003-0.011039i,-0.0364-0.00929i,-0.03859-0.0080178i,-0.031487-0.014342i,-0.019698-0.020652i,-0.0077274-0.022359i,-0.0054364-0.022353i,-0.013116-0.017414i,-0.016934-0.0053189i,-0.01155+0.0042123i,-0.007344+0.0074685i
-0.14992+0.020614i,-0.15576-0.16498i,-0.11872-0.27154i,-0.047178-0.21891i,0.0081889-0.11003i,-0.0039956-0.033071i,-0.036802+0.021133i,-0.030981+0.049929i,-0.015426+0.044928i,-0.005567+0.028204i,0.0057975+0.014901i,0.012076+0.0082482i,0.016392+0.0077046i,0.019748+0.01059i,0.016045+0.016614i,0.0063758+0.018665i,-0.0068668+0.011885i,-0.018515+0.0051943i,-0.021155+0.0078936i,-0.015892+0.01555i,-0.0082198+0.016683i,-0.0035376+0.0095522i,-0.001888+9.1087e-05i
0.097466+0.063714i,0.32169+0.10837i,0.43582+0.11615i,0.3426+0.062549i,0.16492+0.021667i,0.078114+0.019131i,0.065888-0.0033138i,0.048582-0.038425i,0.029721-0.049512i,0.016998-0.042499i,0.0052193-0.031904i,0.00032581-0.021617i,0.00061101-0.014246i,0.0012676-0.013515i,0.0046443-0.015086i,0.015643-0.011954i,0.025171-0.0054982i,0.024521+0.0017876i,0.021972+0.0044814i,0.023871-0.0042902i,0.022783-0.014325i,0.015987-0.015104i,0.010001-0.011308i
-0.17682+0.058796i,-0.28954+0.15539i,-0.38947+0.2141i,-0.33827+0.20763i,-0.18252+0.13042i,-0.078691+0.035047i,-0.046278-0.0051497i,-0.036937-0.0066246i,-0.031899-0.0016869i,-0.025363+0.0069597i,-0.017693+0.011766i,-0.014214+0.0096078i,-0.014225+0.0081509i,-0.012928+0.010441i,-0.011203+0.010313i,-0.010089+0.0050541i,-0.0030852-0.0029342i,0.0079035-0.013698i,0.006613-0.02374i,-0.0080089-0.023013i,-0.015986-0.0086562i,-0.0095212+0.0061341i,-0.00027912+0.012225i
-0.12053-0.15838i,-0.089749-0.2111i,0.016797-0.30188i,0.068417-0.31837i,0.045589-0.23015i,0.013555-0.12967i,-0.016654-0.051293i,-0.019598+0.012914i,0.0033547+0.035824i,0.019902+0.024395i,0.027975+0.010893i,0.028187+0.0023922i,0.020036-0.0029777i,0.012025-0.0041785i,0.0065449-0.00022042i,-8.8432e-05+0.0078739i,-0.0091535+0.013i,-0.015475+0.013844i,-0.01463+0.017024i,-0.0091786+0.022764i,-0.0042061+0.021042i,-0.0023997+0.011753i,-0.0027516+0.0039397i
0.19272-0.15752i,0.24272-0.08142i,0.26688+0.04409i,0.20303+0.10962i,0.10568+0.1315i,0.070815+0.12118i,0.075958+0.046973i,0.057647-0.027621i,0.024972-0.046491i,-0.00013184-0.035383i,-0.01816-0.020149i,-0.022706-0.0074937i,-0.016905-0.0024169i,-0.012022-0.00308i,-0.0069338-0.0055i,0.00016747-0.0057735i,0.0044929+0.00043032i,0.0065545+0.010817i,0.014829+0.013836i,0.024312+0.0021192i,0.021937-0.011076i,0.01193-0.011616i,0.0052104-0.0048312i
0.12158+0.12404i,-0.067631+0.15591i,-0.25896+0.22917i,-0.23813+0.23383i,-0.10318+0.12401i,-0.032183+0.039101i,-0.0099746+0.026618i,-0.0081922+0.022411i,-0.016884+0.022571i,-0.014467+0.027147i,-0.008276+0.024195i,-0.003283+0.01727i,0.0032959+0.010402i,0.0095511+0.0052445i,0.011178-0.00081913i,0.0055543-0.007483i,0.0020545-0.012004i,0.0020397-0.018044i,-0.0069754-0.024145i,-0.018939-0.019678i,-0.018577-0.0058532i,-0.0089848+0.0037536i,-0.0040615+0.0059666i
-0.00561+0.13311i,0.072324-0.090829i,0.098718-0.3476i,0.032217-0.39275i,-0.053723-0.26809i,-0.095064-0.14257i,-0.09658-0.043395i,-0.060128+0.02508i,-0.016105+0.031852i,0.0098645+0.0075763i,0.022831-0.010855i,0.021499-0.01869i,0.008821-0.016153i,-0.0012039-0.0090276i,-0.0035697-0.0022522i,-0.0017846+0.00094085i,-0.0041323+0.00093755i,-0.0098002+0.0026593i,-0.0094724+0.0097557i,-0.0044876+0.018091i,-0.001318+0.015951i,-0.0015376+0.0057873i,-0.0032779-0.0029551i
-0.12905+0.048288i,-0.0012438+0.16076i,0.1387+0.25206i,0.16926+0.24717i,0.12668+0.19886i,0.089404+0.13632i,0.063671+0.04529i,0.032831-0.028762i,0.0016025-0.048436i,-0.017782-0.031329i,-0.023696-0.0095137i,-0.021303+0.0037637i,-0.014512+0.00789i,-0.0086311+0.0091457i,-0.0063635+0.012994i,-0.001833+0.016149i,0.0044058+0.01591i,0.01121+0.014023i,0.020819+0.0068i,0.0245-0.0086853i,0.018206-0.018268i,0.011214-0.014052i,0.010312-0.0073562i
-0.093827-0.078272i,-0.18677+0.02968i,-0.23481+0.12663i,-0.17368+0.10163i,-0.074127-0.0049304i,-0.010853-0.071338i,0.01048-0.065474i,0.0061446-0.033679i,0.0061293-0.0027563i,0.013977+0.012791i,0.016099+0.012073i,0.014552+0.0073456i,0.014632+0.00065135i,0.01589-0.007542i,0.013184-0.01226i,0.007225-0.010947i,0.0062796-0.01013i,0.0042993-0.01433i,-0.0081255-0.016006i,-0.019919-0.008959i,-0.0172+0.00080156i,-0.0068766+0.0058704i,-0.0014617+0.0072626i
0.065554-0.12979i,0.050062-0.28584i,-0.00071113-0.42993i,-0.064068-0.3798i,-0.084289-0.20259i,-0.077782-0.080805i,-0.070822-0.013148i,-0.0386+0.032746i,-0.004049+0.030735i,0.0079374+0.0057706i,0.010914-0.010221i,0.0069197-0.015572i,-0.0039568-0.0093154i,-0.01089+0.00079022i,-0.011387+0.0031594i,-0.011971-0.00085044i,-0.015704-0.0035681i,-0.015437+0.0015776i,-0.0062952+0.014122i,0.0029507+0.022667i,0.0033144+0.019514i,-0.0012158+0.011129i,-0.003279+0.0035872i
0.078155+0.046104i,0.14977+0.16884i,0.24768+0.29868i,0.27348+0.29689i,0.21834+0.21355i,0.15599+0.1549i,0.11313+0.082041i,0.05872+0.0035197i,0.0037779-0.020316i,-0.023084-0.005667i,-0.027013+0.010502i,-0.020099+0.015547i,-0.011991+0.012328i,-0.0085851+0.012024i,-0.0039711+0.01519i,0.0024277+0.016884i,0.0054429+0.016328i,0.008369+0.011936i,0.012059-0.0018379i,0.011533-0.017903i,0.008056-0.019805i,0.0056177-0.010322i,0.0050627-0.0033612i
0.046901+0.017497i,-0.064311+0.00097874i,-0.17679+0.010498i,-0.1906-0.001752i,-0.1501-0.043449i,-0.1003-0.067846i,-0.053532-0.054813i,-0.024809-0.025486i,-0.0011451-0.0026503i,0.013319+0.0009648i,0.012057-0.0034893i,0.010192-0.0072247i,0.011017-0.014468i,0.0091133-0.023215i,0.0073537-0.026484i,0.0085201-0.022944i,0.010582-0.020469i,0.0037911-0.020623i,-0.012405-0.013625i,-0.022107-0.00075489i,-0.017152+0.0049685i,-0.0088343+0.0042355i,-0.0050402+0.006353i
0.027517+0.09283i,0.027465-0.056217i,-0.030365-0.20719i,-0.0717-0.19865i,-0.064138-0.10001i,-0.067171-0.038212i,-0.079723+0.0099784i,-0.053271+0.044814i,-0.018993+0.03134i,-0.0035342+0.0039901i,0.0033937-0.0099749i,0.0027378-0.012424i,-0.00098189-0.00371i,-0.0003761+0.0047749i,-0.0010879+0.0058362i,-0.0070226+0.0030462i,-0.011851+0.0021293i,-0.00829+0.0048732i,0.0046408+0.0089796i,0.014229+0.01095i,0.010651+0.0098458i,0.003285+0.0068589i,0.00022682+0.0004791i
-0.12921+0.12866i,0.040035+0.24605i,0.24648+0.29477i,0.29695+0.21948i,0.22143+0.11841i,0.15905+0.066124i,0.11982+0.010839i,0.058795-0.035913i,0.0036466-0.028736i,-0.012383-0.00083558i,-0.009307+0.013483i,-0.0068141+0.018479i,-0.0049632+0.018134i,-0.0011321+0.017961i,0.0045467+0.021315i,0.010268+0.024148i,0.013289+0.023231i,0.014354+0.014316i,0.012467-0.005575i,0.0065515-0.023051i,0.0027415-0.024395i,0.003196-0.0156i,0.003538-0.0068172i
-0.15808-0.20603i,-0.2776-0.18495i,-0.363-0.11913i,-0.3321-0.055163i,-0.22127-0.023348i,-0.11929-0.03469i,-0.057894-0.049i,-0.02309-0.039304i,0.0043142-0.020841i,0.016326-0.010391i,0.012673-0.0078498i,0.007897-0.010041i,0.0020934-0.015413i,-0.0043362-0.019803i,-0.0073076-0.020715i,-0.0052487-0.020829i,-0.0022222-0.021804i,-0.0061097-0.01578i,-0.011854+0.0011929i,-0.011029+0.014153i,-0.0075714+0.012001i,-0.0056863+0.0057261i,-0.0029785+0.005848i
0.1902-0.12767i,0.18197-0.18203i,0.10958-0.19324i,0.05643-0.13854i,0.039549-0.079954i,0.0056573-0.023308i,-0.019291+0.046283i,-0.0072348+0.071674i,0.00041406+0.043179i,-0.0021754+0.015673i,0.00055766+0.0031739i,0.0021385-0.0033562i,0.0030243-0.0025041i,0.0038018+0.00041376i,-0.0016072+0.0018128i,-0.012206+0.0024586i,-0.017802+0.0048369i,-0.011423+0.0091078i,0.0054108+0.010072i,0.018264+0.0088657i,0.017607+0.0087063i,0.010933+0.0060996i,0.002327-0.0027234i
0.13023+0.17582i,0.22962+0.22877i,0.32326+0.19438i,0.28263+0.10453i,0.15569+0.055272i,0.090132+0.047442i,0.074805+0.0098815i,0.036809-0.022063i,-0.0029252-0.0092122i,-0.014992+0.0094242i,-0.011965+0.016488i,-0.0054324+0.020509i,-0.00091923+0.019788i,0.0021136+0.017208i,0.0072635+0.016333i,0.012968+0.015682i,0.015876+0.01241i,0.011582+0.0024926i,-0.0019917-0.012606i,-0.013645-0.020269i,-0.012392-0.015919i,-0.0051255-0.0087494i,-0.00045563-0.0032609i
-0.15662+0.031529i,-0.32183+0.026579i,-0.41923+0.045625i,-0.35779+0.064594i,-0.21142+0.051807i,-0.11795-0.0033685i,-0.090788-0.038667i,-0.061365-0.032093i,-0.017936-0.025048i,0.0016358-0.025519i,-0.0027443-0.020489i,-0.0085248-0.015036i,-0.011971-0.013361i,-0.013403-0.012634i,-0.010454-0.014415i,-0.0059485-0.019775i,-0.0037882-0.021134i,-0.0056328-0.012107i,-0.0070139+0.0059356i,-0.0050907+0.019198i,-0.0037592+0.01964i,-0.0028426+0.015412i,0.0025992+0.013242i
0.066859-0.047042i,0.14002-0.12907i,0.18183-0.16546i,0.16626-0.15501i,0.10683-0.13581i,0.042743-0.087149i,0.013175-0.0097814i,0.011637+0.029876i,0.0063336+0.020285i,0.0034067+0.0035302i,0.0061598-0.0072167i,0.0044098-0.01246i,0.0035871-0.011062i,0.0051032-0.0083369i,0.0022208-0.0032837i,-0.0041301+0.0042269i,-0.0056849+0.01014i,0.0026264+0.010298i,0.014519+0.0017738i,0.018425-0.0061896i,0.015249-0.0053744i,0.01127-0.0021297i,0.0041562-0.0036615i
-0.011353+0.10359i,0.080697+0.14025i,0.14785+0.11289i,0.12037+0.070435i,0.065828+0.078195i,0.069463+0.077083i,0.081665+0.012541i,0.047655-0.030156i,0.0112-0.0097294i,0.0034486+0.013429i,0.0075488+0.015727i,0.010511+0.012641i,0.010957+0.010802i,0.011883+0.011354i,0.014527+0.012187i,0.017395+0.011031i,0.015354+0.0065594i,0.0044223-0.001562i,-0.011993-0.010894i,-0.023594-0.015755i,-0.023367-0.014141i,-0.016404-0.0087429i,-0.0081742-0.00084707i
-0.18165-0.077853i,-0.31159-0.021969i,-0.38225+0.080451i,-0.30005+0.13737i,-0.14958+0.10149i,-0.073873+0.039181i,-0.061356+0.014126i,-0.04024+0.0026803i,-0.01184-0.0118i,-0.0032071-0.012774i,-0.0066762-0.0055864i,-0.010155-0.0031121i,-0.01261-0.0012989i,-0.011537+0.0006523i,-0.0084714-0.003284i,-0.0081774-0.011675i,-0.0098943-0.014116i,-0.0083707-0.0040962i,0.0015237+0.01225i,0.012247+0.018586i,0.012217+0.013457i,0.0059637+0.0089939i,0.005141+0.0065257i
0.18539-0.17023i,0.27026-0.26172i,0.28594-0.30966i,0.20555-0.28584i,0.072227-0.2155i,-0.012167-0.108i,-0.011322-0.0028179i,0.0078003+0.037626i,0.0011844+0.02449i,-0.0054655+0.007112i,-0.00080549-0.0014649i,0.0031679-0.006182i,0.0034959-0.0097848i,-0.00046658-0.0093536i,-0.0051923-0.0021487i,-0.0049552+0.007582i,0.00058455+0.011825i,0.0085877+0.0062565i,0.013871-0.0055977i,0.015339-0.012411i,0.01537-0.011392i,0.011673-0.010696i,0.0009388-0.011626i
0.12285+0.19498i,0.14622+0.25981i,0.11276+0.22161i,0.048206+0.15847i,0.027209+0.13806i,0.0462+0.093695i,0.039492+0.0099529i,0.010788-0.023798i,0.00068177-0.0049312i,0.0030713+0.0077273i,0.0043172+0.0078744i,0.0084578+0.0083715i,0.010511+0.0073518i,0.0088368+0.0047656i,0.0080995+0.0041328i,0.0084544+0.0047215i,0.0062865+0.0028711i,-0.0040574-0.0024091i,-0.020263-0.003359i,-0.028318+0.0016751i,-0.024306+0.004809i,-0.015851+0.0048067i,-0.0068081+0.0039487i
-0.20806+0.095351i,-0.32042+0.14707i,-0.30755+0.18729i,-0.18035+0.16152i,-0.061045+0.061291i,-0.03541-0.020544i,-0.055174-0.027607i,-0.045892-0.016654i,-0.018567-0.021454i,-0.0080311-0.019039i,-0.011566-0.0054027i,-0.015705+0.0052572i,-0.015306+0.0079428i,-0.010776+0.0042528i,-0.0079041-0.0043926i,-0.009644-0.012378i,-0.010471-0.011795i,-0.0022197-0.00076381i,0.01282+0.010041i,0.022051+0.011032i,0.020243+0.0079604i,0.0159+0.0068159i,0.013889+0.0049894i
0.013067-0.2013i,0.077803-0.3474i,0.13137-0.41525i,0.094271-0.36492i,0.0067294-0.23696i,-0.022918-0.10442i,0.010225-0.021885i,0.025743+0.0049837i,0.0091469+0.0074369i,0.00012101+0.0022624i,0.0020768-0.0082982i,0.00099657-0.016445i,-0.0020778-0.018381i,-0.0028113-0.013562i,-0.00030769-0.0035864i,0.0036799+0.0040029i,0.0074084+0.0043329i,0.009727-0.0024993i,0.0091574-0.013191i,0.0046196-0.018103i,0.00080987-0.015949i,-0.00027168-0.012776i,-0.0030809-0.0081475i
0.11585+0.078869i,0.15447+0.17589i,0.11169+0.24641i,0.056498+0.24973i,0.068472+0.2129i,0.097927+0.13552i,0.076446+0.03694i,0.034388-0.0076147i,0.016974+0.0011881i,0.014113+0.007545i,0.011006+0.0011775i,0.0096524-0.0027921i,0.011247-0.00071342i,0.01292+0.0017684i,0.011495+0.0033442i,0.0099657+0.0046803i,0.0048141+0.0041078i,-0.0082113+0.004721i,-0.021607+0.011033i,-0.025204+0.015999i,-0.020056+0.015968i,-0.013503+0.014952i,-0.0069235+0.012375i
-0.10968+0.062867i,-0.18699+0.10258i,-0.18065+0.12048i,-0.094265+0.083101i,-0.046379+0.0079962i,-0.061569-0.022129i,-0.066593+0.0056973i,-0.041753+0.015796i,-0.019496-0.0013138i,-0.0096532-0.0039962i,-0.0031073+0.0069425i,-0.00025887+0.013958i,-0.00027639+0.015502i,-0.00077899+0.012096i,-0.0043858+0.0036073i,-0.0097047-0.0033134i,-0.010252-0.0045702i,-0.00096664-0.0014823i,0.013725+0.00053829i,0.022446-0.0023588i,0.020392-0.0045696i,0.015547-0.0040962i,0.012355-0.0044199i
0.026511-0.16089i,0.043991-0.3091i,0.027683-0.3962i,-0.035619-0.34525i,-0.089823-0.20145i,-0.077151-0.073061i,-0.025399-0.0099314i,0.00020225+0.0093068i,-0.0048915+0.011713i,-0.007285+0.0058187i,-0.0026896-0.0040541i,-0.0020163-0.011864i,-0.0064824-0.012804i,-0.009184-0.006181i,-0.0052022+0.0018725i,0.0018745+0.0056016i,0.0064881+0.0032786i,0.0049157-0.0061314i,-0.0034345-0.016654i,-0.010109-0.017245i,-0.010804-0.012731i,-0.0097704-0.011194i,-0.0093538-0.007541i
0.14332+0.12397i,0.21621+0.23415i,0.20918+0.30491i,0.16439+0.28563i,0.1511+0.19066i,0.12997+0.072481i,0.0665-0.010007i,0.017826-0.025485i,0.011741-0.0095554i,0.012033-0.0021994i,0.0045844-0.0008747i,0.00039348+0.0011368i,0.00035165+0.0010512i,0.00012463-0.00097639i,-5.027e-05-0.0012707i,0.0013573+0.00047229i,0.00094587+0.0038516i,-0.0040706+0.0098856i,-0.0085727+0.017687i,-0.0083709+0.021502i,-0.0058633+0.020479i,-0.0033849+0.01897i,-0.00045034+0.014714i
-0.15255+0.10785i,-0.2242+0.13476i,-0.19548+0.088637i,-0.10127+0.0084608i,-0.056773-0.047669i,-0.063014-0.045393i,-0.053572-0.0094645i,-0.029195+0.00085413i,-0.016479-0.0084475i,-0.010732-0.0040543i,-0.0025843+0.0078894i,0.0027351+0.012229i,0.003021+0.0083727i,0.00029948+0.00091321i,-0.0049533-0.0050591i,-0.010536-0.0073288i,-0.010551-0.0065505i,0.0002708-0.0062578i,0.0147-0.0092132i,0.019062-0.014183i,0.015524-0.017213i,0.012602-0.01502i,0.01085-0.010954i
-0.074551-0.18323i,-0.089586-0.3033i,-0.10253-0.33767i,-0.12884-0.24833i,-0.1138-0.10822i,-0.046338-0.013959i,0.010226+0.010164i,0.019164+0.0093493i,0.0030573+0.0091694i,-0.0064145+0.0030737i,-0.0082932-0.0077773i,-0.0099323-0.014825i,-0.0086944-0.014428i,-0.0034603-0.0088938i,0.0035399-0.0030819i,0.0089456-0.00076903i,0.0083314-0.0020338i,0.0014821-0.0040491i,-0.0080502-0.0046496i,-0.01312-0.0030447i,-0.012603-0.0025718i,-0.010975-0.0030192i,-0.010009-0.00032886i
0.17995+0.0073425i,0.28771+0.099904i,0.31798+0.20284i,0.27363+0.21824i,0.21214+0.14536i,0.13869+0.052427i,0.06022-0.005066i,0.018055-0.014602i,0.014432-0.0095907i,0.013162-0.0088805i,0.0058885-0.0059481i,0.0040925-0.00027335i,0.0068662+0.0048936i,0.0081777+0.0073334i,0.0067746+0.0069011i,0.0064631+0.0056215i,0.0062254+0.0055958i,0.0035446+0.010949i,0.0035129+0.018096i,0.0062329+0.020374i,0.0084263+0.019636i,0.0091818+0.018412i,0.0072259+0.013981i
-0.051968+0.12058i,-0.1428+0.15234i,-0.18401+0.089101i,-0.14788-0.011424i,-0.11875-0.046112i,-0.10688-0.013177i,-0.073955+0.021944i,-0.037623+0.019061i,-0.017493+0.0033941i,-0.0030579+6.35e-05i,0.0098385+0.0033456i,0.013403+0.0049523i,0.0080757+0.0053276i,0.00096665+0.0046954i,-0.005661+0.0032171i,-0.010527+0.0035108i,-0.010066+0.0018479i,-0.005797-0.0065812i,-0.0010489-0.016265i,0.00031845-0.019331i,-0.00079289-0.017713i,-0.00026851-0.015268i,0.0011286-0.013747i
-0.074987-0.088545i,-0.11657-0.18745i,-0.13696-0.2113i,-0.14217-0.13313i,-0.10791-0.047838i,-0.042061-0.013776i,0.0010094-0.010695i,0.0059601-0.0031979i,-0.00028242+0.010286i,-0.0036702+0.012095i,-0.0078242+0.0039073i,-0.012015-0.003378i,-0.01338-0.0066793i,-0.010346-0.0061809i,-0.0036667-0.0040621i,0.002117-0.0027482i,0.0036689-0.0027392i,-0.00076167-0.0019563i,-0.009186+0.0012323i,-0.013486+0.0055761i,-0.013084+0.0078468i,-0.012702+0.0080223i,-0.010118+0.0076625i
0.12967-0.0064252i,0.25711+0.027284i,0.32758+0.084238i,0.30673+0.094758i,0.22851+0.043921i,0.12861-0.015773i,0.048188-0.039549i,0.012182-0.030067i,0.0052036-0.016206i,0.0028362-0.0076391i,0.00038067+0.0010147i,0.0018871+0.0062018i,0.0042131+0.0053079i,0.0043789+0.0029933i,0.0031301+0.0017587i,0.0028885+0.00092813i,0.0042776+0.0021i,0.0087245+0.004216i,0.01628+0.0046943i,0.018096+0.0038861i,0.015271+0.003891i,0.013809+0.0058964i,0.010116+0.0054351i
-0.05327+0.11795i,-0.12812+0.16586i,-0.1925+0.11734i,-0.18739+0.023615i,-0.14106-0.0091186i,-0.087308+0.020164i,-0.036575+0.040018i,-0.011165+0.022681i,-0.0098376+0.0032081i,-0.0071055-0.00071571i,0.0025535-0.0023706i,0.0067169-0.004863i,0.0038138-0.0042662i,-0.00070656-0.0030935i,-0.0035202-0.0021071i,-0.0056001+0.00065976i,-0.0071463+0.0019114i,-0.0080848-0.0019197i,-0.008908-0.0080377i,-0.0079941-0.012264i,-0.007585-0.015532i,-0.0073489-0.017003i,-0.0050133-0.014027i
-0.096456-0.08151i,-0.1296-0.14367i,-0.12498-0.14395i,-0.10319-0.060017i,-0.065175+0.0055939i,-0.015361+0.0096974i,0.012186-0.00063525i,0.012354+0.00057013i,0.0054318+0.0045442i,-0.0024077+0.0038666i,-0.0094607+4.7326e-05i,-0.010426-0.0035212i,-0.007819-0.0066956i,-0.0043191-0.0080939i,-0.00033742-0.0069837i,0.0025707-0.005265i,0.0028043-0.0028518i,0.00049646+0.0027559i,-0.0018621+0.0099601i,-0.0013058+0.012629i,-0.00051358+0.011732i,-0.0019361+0.010577i,-0.0024966+0.0089524i
0.11762-0.062825i,0.22628-0.058617i,0.29117-0.03421i,0.26632-0.028891i,0.18204-0.0365i,0.08003-0.035128i,0.010154-0.025609i,-0.0055272-0.01404i,0.0028005-0.010688i,0.0064885-0.010269i,0.0064053-0.0033535i,0.0074793+0.0041881i,0.010654+0.0070408i,0.013201+0.007199i,0.011089+0.0058502i,0.0065067+0.0031962i,0.0044647+0.0009029i,0.0065315-0.0020912i,0.01039-0.0069336i,0.012333-0.0088691i,0.013783-0.0058106i,0.014866-0.0023926i,0.012161-0.0015142i
0.011033+0.11493i,-0.060218+0.18761i,-0.1448+0.17067i,-0.17391+0.086577i,-0.13975+0.034509i,-0.078732+0.033686i,-0.03002+0.033715i,-0.011352+0.017645i,-0.0064226+0.0073288i,-0.00015115+0.002948i,0.0045094-0.0025702i,0.0029727-0.0040726i,-0.0015824-8.1118e-05i,-0.0043114+0.0041837i,-0.0040653+0.005913i,-0.0040842+0.0060964i,-0.0056918+0.004656i,-0.0088381+0.0021464i,-0.012048+0.00053812i,-0.013707-0.00054393i,-0.013697-0.0014394i,-0.011802-0.0029582i,-0.0077426-0.003856i
