0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
-0.0014421+0.00014058i,-0.00070314-0.0012448i,0.0014651-0.00036524i,0.0020873+4.7631e-05i,0.0013023+0.00019165i,0.00093319+0.0015375i,0.001126+0.0026454i,0.0023739+0.0012315i,0.0030198-0.0012304i,0.0021518-0.0029714i,0.0014264-0.0032712i,0.00070693-0.0024967i,-0.00086268-0.0017162i,-0.0016425-0.00076705i,-0.000799+0.00046826i,-0.00055754+0.001036i,-0.00011773+0.00043599i,-5.9529e-05+0.00018489i,-0.00084857+0.00030014i,-0.00098623-0.00022683i,-0.00069576+0.00025263i,-0.00050426+0.0012514i,-0.00029841+0.00065714i
-0.00079645-5.408e-05i,-0.0015163+0.0007856i,-0.0012695+0.0023237i,0.00030273+0.0020823i,0.0013295+0.00099561i,0.001638+0.0015879i,0.0025305+0.0016234i,0.0019681+0.00011316i,-6.2778e-05-0.0021448i,-0.0019328-0.0029743i,-0.0027126-0.0021541i,-0.0022724-0.00084469i,-0.001871+0.0003511i,-0.0017708+0.00066512i,-0.0010038+0.00081241i,-0.00040086+0.00081225i,-0.00031192+0.00064245i,-0.00040348+0.00062479i,-0.00088743+6.8547e-05i,-0.00058239-0.00041008i,0.00053514+0.00027799i,-0.00029279+0.00088362i,-0.00070198+0.0005972i
-0.0025361+8.9657e-06i,-0.0013314-0.00014897i,-0.00041635-0.0010617i,-0.00051295-0.0021932i,0.00014827-0.0022245i,0.00086433-0.001502i,0.00025916-0.0016545i,-0.0011099-0.0019396i,-0.0025048-0.0020986i,-0.0028023-0.00063235i,-0.002945+0.0011237i,-0.0028081+0.001135i,-0.0011872+0.00066577i,0.0006828+0.00015106i,0.0012944-0.00012867i,0.0014061+0.00061517i,0.00083431+0.00063904i,7.3244e-05+0.00013993i,-0.00039587+0.0004922i,7.6031e-05+0.00096689i,0.0010464+0.0011192i,0.00067988+0.00034977i,-0.00018363-0.00085457i
-0.0017226-0.0013825i,-0.0012611-3.7751e-05i,-0.0002128+0.00039195i,0.00088071+0.0002871i,0.00063663-0.00045469i,1.1049e-05-0.00024041i,0.0007337-7.7212e-05i,0.00050734+0.0002331i,-0.00092937+0.001533i,-0.00085094+0.003061i,-0.00021302+0.0037788i,0.0011396+0.0029095i,0.0020435+0.001513i,0.0018384+1.5816e-05i,0.0011171-0.001158i,0.00059784-0.0013588i,0.00039223-0.0010354i,0.00033819-0.00040901i,0.0007352-0.00030849i,0.00089137-0.00045689i,0.00098854-0.00019652i,0.00090608+0.00034627i,0.00019126+0.00029395i
0.00056448-0.0016819i,-0.00073763-0.00037126i,-0.0016325+0.00036333i,-0.0028285-0.00018506i,-0.0025087-0.00076827i,-0.0016061+0.00030451i,-0.00093298+0.00063634i,0.00015123+0.00013643i,0.00095317+0.0003473i,0.002007+0.00077129i,0.002794+0.0010473i,0.0028139+0.00054514i,0.0025999-0.00022583i,0.0018339-0.0009324i,0.00063081-0.0014691i,-0.00068762-0.0010261i,-0.0012638-0.00013462i,-0.0002083-0.00022389i,0.00072652-0.00031888i,0.00049727+0.00032003i,-0.0001199+0.00012886i,-0.00061801-0.00015087i,-0.00060066+0.00051925i
0.00013688-0.00088054i,0.0011375-0.00062572i,0.0016035-0.0004256i,0.00058358+4.2782e-05i,-0.00072132+0.00054174i,-0.00039883+0.0010216i,0.00097529+0.00072591i,0.0022325+0.00114i,0.0034702+0.00079392i,0.0040049-0.0011189i,0.0036084-0.0017558i,0.002942-0.0017597i,0.0022561-0.002035i,0.00053496-0.0013765i,-0.00074255-0.00059647i,-0.00023333-0.00010814i,0.00012624+0.00027428i,0.0001718+9.8239e-05i,-0.00040938-0.00040355i,-0.00090225-0.00011049i,-0.0010053+0.00074521i,-0.0009582+0.00092057i,0.00013866+0.0010439i
-0.0016917+0.0015737i,-0.002973+0.0038858i,-0.0027003+0.0032753i,-0.00072785+0.001573i,0.00014533+0.0022031i,-0.00010858+0.0032496i,0.00049241+0.0027948i,0.0016756+0.00043322i,0.00082418-0.0018064i,-0.00093747-0.00243i,-0.0017118-0.0019295i,-0.0018757-0.0011816i,-0.0017471-0.0001914i,-0.0012405+0.00044979i,-0.00078141+0.0010515i,-0.00033243+0.0016611i,0.00074161+0.0013792i,0.00077512+0.00032156i,0.00031148-0.00092644i,0.00028805-0.00043715i,-7.1689e-05+0.0011408i,-0.00018097+0.0013715i,0.00068146+0.00041444i
-0.0016003-0.0018232i,-0.00080656-0.0019684i,7.6996e-05-0.0023508i,0.00090676-0.0024i,0.0013433-0.0011605i,0.0021401+0.00060703i,0.002509+6.2187e-05i,0.0013637-0.00099048i,-0.001158-0.0019467i,-0.0030666-0.0020004i,-0.0026265-0.00056203i,-0.0013935+0.00054459i,-0.0015734+0.00077641i,-0.0012742+0.00052329i,-0.00029628+0.00015731i,0.00036139+0.00014338i,0.00093109+0.00056003i,0.00074958+0.00078889i,0.00011435+0.0010187i,0.00016249+0.00092898i,0.00055057+0.00041048i,0.00014875-0.00033033i,-0.00028702-0.00040875i
-0.0026362-0.0018117i,-0.0020557-8.9225e-05i,-0.0016018+0.00059774i,2.0502e-05+0.0012621i,0.0018864+0.0016865i,0.0018297+0.00098626i,0.0011398-0.00039331i,0.0003055-0.0012475i,-0.00080232-0.00082805i,-0.0012369+0.00056665i,-0.00071606+0.0014212i,-0.00026608+0.0017661i,-0.00030561+0.0015482i,0.00033806-0.0002059i,0.0010436-0.0013554i,0.0002265-0.0010935i,-0.00090177-0.00061858i,-0.00033199-0.00053866i,0.00057557-0.00042405i,0.0009045-0.00055426i,0.00092558-0.0009582i,0.00043219-0.00065371i,-0.00042543+6.2286e-05i
0.00030463-0.0027588i,7.9847e-06-0.0019795i,0.0010415-0.00055577i,0.00083015-0.0012678i,0.00029188-0.0023695i,0.00021876-0.0020834i,-0.0011405-0.0010187i,-0.00099103+0.00017003i,0.00055108+0.00082188i,0.0020305+0.00035485i,0.0027196-0.00069416i,0.0022656-0.00053913i,0.0021582+2.5888e-05i,0.0026573-0.00055768i,0.0016588-0.0012605i,0.00047434-0.0012882i,0.00058716-0.00020967i,0.00019241+0.00043196i,-0.00018389+0.00057065i,-0.00020293+0.00031568i,-0.0011401-0.00043656i,-0.0019138-0.00074172i,-0.0016608-0.00095212i
0.0011669-0.00093092i,0.00073292-0.00014529i,0.00012038-0.00048795i,2.1987e-05-0.0020386i,-0.0012848-0.0015974i,-0.0020116+8.5646e-05i,-0.0010049+0.00157i,0.00014244+0.0025833i,0.00069889+0.0011464i,0.00067467-0.00109i,0.00094126-0.0016654i,0.0019236-0.001037i,0.001924-0.00086452i,0.00051048-0.00090168i,-0.00027949-0.00077068i,-0.0005098-2.2686e-05i,-0.00051769+0.00071576i,-0.00074156+0.00046615i,-0.0013423+0.0001437i,-0.00092608+0.00043908i,-0.001176+0.000453i,-0.0016216+0.00028227i,-0.00087484+0.0011466i
-0.0024092+7.163e-06i,-0.002918+0.0010835i,-0.0027069+0.0009675i,-0.0020006+0.001374i,-0.0017201+0.0023788i,-0.0016668+0.0029675i,5.4193e-05+0.0036502i,0.0021811+0.0031084i,0.0020422+0.0010939i,-0.00038967+2.8933e-06i,-0.0017073+0.00055104i,-0.00087593+0.00065118i,-0.00022899-0.00044401i,-0.00036982-0.0013739i,-0.00098618-0.00067342i,-0.000935+0.00049315i,-0.00042266+0.00086478i,-0.00025299+0.00057712i,-4.2474e-05+0.00052748i,-0.00060475+0.0013722i,-0.0004696+0.0012522i,-2.8134e-05+0.00043296i,-0.00028212+5.3358e-05i
-0.0030672-0.0022278i,-0.0015457-0.0015829i,0.00044135-0.0011411i,0.00076061-0.00043088i,-0.00016922+0.00062016i,0.00046004+0.0029179i,0.0027687+0.0031769i,0.0040236+0.0011911i,0.001888-0.00040107i,-0.00084626+0.00014696i,-0.0014626+0.0011682i,-0.00083711+0.0013745i,-0.00031432+0.0013021i,0.00025531+5.2851e-05i,0.00047672-0.00047932i,0.00047388+0.00054711i,0.00095852+0.00090065i,0.0013383+0.00048742i,0.00059211+0.00019088i,0.0001576+0.0012373i,0.00044633+0.0018968i,8.3044e-05+0.00099483i,-0.00026598+0.00063647i
6.9875e-05-0.0031604i,0.00012071-0.0014518i,0.00032076-0.00021525i,0.0019458-6.1016e-05i,0.0029147-0.00032499i,0.0030511-0.00080261i,0.003878-0.0017556i,0.003343-0.0033747i,0.0020676-0.0033221i,0.0015055-0.00069626i,0.0013713+0.00094496i,0.00082125+0.00060356i,-5.3079e-05+0.00018071i,0.00019655+0.00031416i,0.00083394+0.00025975i,0.00073591+0.00015737i,0.00012682+0.00081254i,0.00032744+0.0012512i,0.0011905+0.0010922i,0.00096837+0.0001782i,0.00058593-0.00035706i,0.0008615-0.00057525i,0.00087991-0.00087183i
4.3792e-05-0.00087409i,-0.0011247+0.00028793i,-0.0011533+0.00065191i,0.0011699+9.584e-05i,0.0032742-0.0005119i,0.003266-0.0014372i,0.0014473-0.0031099i,0.0008001-0.0027833i,0.00045475-0.0023077i,0.00072869-0.0019019i,0.0017732-0.0015414i,0.002405-0.0013277i,0.002763-0.00085615i,0.0017149-0.00088549i,0.00051455-0.0010147i,0.00013044-0.0015611i,-0.00027277-0.0017629i,-0.00054839-0.001556i,-0.00052043-0.00089946i,-0.00049492-0.00068403i,-0.00040243-0.00082889i,-0.00036336-0.00038803i,-0.0011828+0.00019004i
-0.00014935-5.0506e-05i,-0.00023225-0.00013422i,0.0001688-0.00095878i,0.00028379-0.0021783i,-0.00059969-0.0029411i,-0.0018552-0.0027993i,-0.0029476-0.0020079i,-0.0035051-0.0011505i,-0.0027289-0.00077055i,-0.0013854-0.00072128i,-0.00070307-0.00079748i,-0.00038757-0.00065072i,0.00061302-3.2145e-05i,0.00038143+0.00078544i,-0.00055775+0.0004922i,-0.00015567+3.9281e-05i,-0.00063407-0.0001692i,-0.0014913-0.00035208i,-0.0010838-0.00038341i,-0.00020685-0.00018176i,0.00023386+0.0002662i,-7.1711e-05+0.00019367i,-0.00060407+4.1289e-05i
-0.0041719+0.00048589i,-0.0045304+0.0011483i,-0.0025086+0.001289i,0.00029832+0.00048715i,0.00030635-0.00093465i,-0.0025117-0.0018328i,-0.0048581+0.00036667i,-0.0047419+0.0025678i,-0.003401+0.0017979i,-0.0026954+0.00049722i,-0.0023162+0.00087872i,-0.0010469+0.0012206i,4.9345e-05+0.00050461i,-0.00016286-0.00010232i,-0.00033959-0.00034659i,-0.00060833-0.00043431i,-0.00061968-0.00033241i,-8.3236e-05+0.00054281i,-0.0003066+0.00077812i,-0.00075264+0.00089779i,-0.00097736+0.00087343i,-0.00091219+0.00093851i,-0.0012256+0.0013551i
-0.00060693-0.0007501i,-0.00052048+0.00074029i,-0.0011558+0.0013649i,-0.0015537+0.0016137i,-0.0017607+0.0015352i,-0.0024636+0.0022189i,-0.0019778+0.0040627i,0.00041796+0.0042265i,0.00065168+0.0026932i,-0.0010991+0.0015095i,-0.0014338+0.00068332i,8.4323e-05+1.5719e-05i,0.00050413-0.0012222i,-0.00019739-0.0017844i,-0.00071753-0.0008419i,-0.0010687+0.00014032i,-0.00087932+0.00054484i,-0.00045698+0.00089179i,-0.00047916+0.00070596i,-0.00025851+0.00084328i,4.6275e-05+0.0010644i,1.5555e-05+0.00085798i,0.0001828+0.00079823i
-0.0015956-0.0016935i,-0.0017281-0.00083001i,-0.00068668+0.00016704i,0.0003766+0.0010439i,0.00046063+0.0020583i,0.00091116+0.0044934i,0.002932+0.0059475i,0.0051199+0.0038223i,0.0052177+0.0013499i,0.0030541+0.00047025i,0.0015369-0.00043056i,0.0012146-0.0014932i,0.0010633-0.0011146i,0.00085809-0.00052021i,0.00015547-0.00040715i,6.9786e-05+3.8749e-05i,0.00041168+0.00023734i,0.00040516+0.00058284i,0.00058459+0.0010736i,0.00065175+0.00063873i,0.00056755+0.00011006i,0.00099638-4.1696e-05i,0.001181-0.00029242i
-0.0013145-0.0013757i,-0.00051286+4.9936e-05i,0.00014263+0.003242i,0.0012723+0.0043393i,0.0028237+0.0038686i,0.0045378+0.0029978i,0.0063533+0.00046915i,0.0063953-0.0022235i,0.0044977-0.0036459i,0.0021539-0.0025461i,0.00040911-0.0012652i,-0.0004383-0.0012429i,-0.00071105-0.00097001i,-0.00020721-0.00016942i,-0.0001627+7.231e-05i,-0.00022453+0.0007058i,0.00022016+0.00034676i,0.00010095-0.00046467i,0.00046951-0.00012305i,0.00054415-0.00033447i,0.00040349-0.00036709i,0.00091119+0.00034177i,0.00048562+0.00011028i
-0.0026638-0.0015973i,-0.003082-0.001119i,-0.0013347-0.0010076i,0.0017691-0.0014879i,0.0045361-0.0017626i,0.0057898-0.0025076i,0.0046035-0.0048834i,0.0014652-0.0058925i,-0.00069949-0.0043288i,-0.0010501-0.0026987i,-0.0013451-0.0013293i,-0.0013949+0.00015502i,-0.00099234+0.0008356i,-0.0006592+0.00061136i,-0.00037049+0.00058358i,4.3114e-05+0.00069081i,-3.351e-05-9.8609e-05i,0.00028583-0.00093344i,0.0001943-0.0010662i,-0.00095009-0.0010154i,-0.00077843-0.0010679i,9.5495e-05-0.0011031i,-0.00074668-0.0010954i
-0.0013424-0.001386i,-0.0017123-0.00082841i,-0.00067183+4.2884e-05i,0.00095249-0.00054806i,0.0013156-0.0022857i,0.00066592-0.0035078i,-0.001168-0.004923i,-0.0032852-0.0044859i,-0.0044941-0.0018563i,-0.0039372+0.00075649i,-0.0028357+0.0024564i,-0.0009029+0.0028323i,0.00034754+0.0015847i,9.3902e-05+0.00021807i,0.00020347-0.00019337i,0.00019119-0.00039527i,-0.00094676-0.0010166i,-0.0012348-0.0011084i,-0.00085566-0.0010279i,-0.0009232-0.00024979i,-0.0012606+0.0011152i,-0.0016147+0.00066249i,-0.0010646+0.00033213i
0.00024979-0.00022013i,0.00046611+0.0015202i,1.3997e-05+0.0012704i,-0.0014227-0.001593i,-0.0019732-0.0044876i,-0.0041788-0.0039277i,-0.006056-0.00095593i,-0.005323+0.00088478i,-0.0037826+0.0017718i,-0.0020212+0.0018041i,0.0010909+0.0015444i,0.0032898+0.001439i,0.0022742+0.00062575i,0.00034018-0.00041146i,0.00021308-0.00071644i,0.00050212-0.00067982i,0.00018404-0.00063492i,3.6044e-05-0.00032557i,0.00061418-8.1917e-05i,0.00052383+7.275e-05i,-0.00025707+0.00057898i,-0.00095901+0.00094834i,-0.00090826+0.0013413i
-0.0023043-0.0014762i,-0.0014184-0.0012132i,-0.0010373+0.00044217i,-0.0016429+0.0016787i,-0.0029582+0.0023426i,-0.0042733+0.0025332i,-0.0039666+0.0045297i,-0.0011601+0.0062157i,0.001666+0.0043678i,0.0025667+0.0013103i,0.0032272-0.00080573i,0.0035747-0.0018971i,0.0030184-0.0026953i,0.0013495-0.0020185i,0.00030221-0.0009654i,0.00015935-0.0006274i,-0.00040835+8.7438e-05i,-0.00095129+0.00087311i,-0.00051248+0.00032732i,-0.00017476-0.00061831i,-0.00037215-0.00041239i,-0.00029041+0.0006213i,0.0002908+0.00068058i
-0.00089808+0.0011546i,-0.00036755+0.0016529i,0.00075034+0.00069256i,0.00049034-0.00030472i,-0.0011205+0.0020455i,-0.001445+0.0045925i,0.0018833+0.0064244i,0.0054793+0.0059501i,0.0064399+0.0015886i,0.004257-0.0021035i,0.00089016-0.0027979i,-0.0012568-0.0026792i,-0.0015685-0.0022039i,-0.001201-0.00080013i,-0.00045843-0.00053584i,2.1638e-06-0.00040434i,-0.00044195+9.1314e-05i,-0.00086318+0.00013608i,-0.00084042+0.00026933i,-0.00013838+0.00050347i,0.0003561+0.0001489i,7.0771e-05-0.0008025i,0.00033599-0.00090078i
0.00050173-0.004477i,-0.00015248-0.0031427i,-7.9464e-05+7.3476e-05i,0.0017433+0.0033484i,0.0034418+0.005464i,0.0043238+0.0057951i,0.0058404+0.0044668i,0.0062554+0.0012781i,0.0029288-0.0015614i,-0.0016287-0.001947i,-0.0045189-0.0016688i,-0.0052016-0.0010904i,-0.0039309-0.00018384i,-0.0024052-9.2195e-05i,-0.00094747+0.00023951i,-0.00073337+0.00096816i,-0.00063414+0.00052193i,-0.00037022+2.408e-05i,-0.00028977+0.00029346i,0.00040075+0.00023776i,0.00037097+9.1232e-05i,-0.000462-0.0011654i,-0.00052006-0.0016365i
-0.0015864+0.0025685i,-0.0022703+0.0018614i,-0.00077467+0.0013245i,0.0025242+0.00027819i,0.005421-0.00054049i,0.0061918-0.0010154i,0.0058205-0.0028754i,0.0032895-0.0053167i,-0.00094006-0.0045667i,-0.0031056-0.00093463i,-0.0025808+0.0021734i,-0.0010534+0.003733i,6.8065e-05+0.0032394i,-0.00021934+0.0013828i,-0.00082762+0.00030015i,-0.00093532+0.00012844i,-0.0013292-0.00039165i,-0.0015907+0.00016808i,-0.0011607+0.0012622i,-0.00075385+0.001044i,-0.0012843+0.00050143i,-0.0013205+6.915e-05i,-0.0005703-0.00016902i
-0.00089973+0.0012988i,-0.0013668+0.0010663i,0.00019631+0.0016189i,0.0036767+0.0003275i,0.0062588-0.0026685i,0.0062027-0.005672i,0.0033183-0.0070941i,-0.00085461-0.0060548i,-0.0025179-0.0026361i,-0.00098543+0.00090804i,0.00090847+0.001941i,0.0020716+0.0021713i,0.0022867+0.0024151i,0.0011097+0.0017906i,0.00054274+0.0012352i,0.00040548+0.0008084i,-0.00049367-5.3596e-05i,-0.00070638-0.00036155i,-0.00032373+0.00027861i,7.9548e-05+0.00088939i,-0.0001735+0.0010882i,-0.0011613+0.00061959i,-0.0014385+0.00061655i
-0.0020367+0.0030914i,-0.0020973+0.0026543i,-0.00092423+0.00066344i,5.9413e-05-0.0032177i,-0.00053295-0.0070332i,-0.0024193-0.0091979i,-0.0040902-0.0067764i,-0.0040883-0.0018485i,-0.0020768+0.001194i,0.0014453+0.0010634i,0.0032329-0.00071659i,0.0034575-0.0015416i,0.002699-0.0014935i,0.0013874-0.0009615i,0.00087225-0.00055737i,0.00012562-0.00063816i,-8.4797e-05-0.0003928i,-0.00031002-0.00036515i,-1.7323e-05-0.00053789i,0.00022911-0.00071992i,-0.00039566-0.00042364i,-0.00096487+0.00084026i,-0.001317+0.0019022i
-0.0030338-0.0023069i,-0.0028657-0.0012826i,-0.0016521-0.001236i,-0.0017653-0.0019077i,-0.0043922-0.0021978i,-0.0065071-0.00092455i,-0.0067126+0.0025244i,-0.0032571+0.0053059i,0.00035285+0.0040229i,0.0010322+0.00054357i,0.00041396-0.0020635i,-6.9619e-05-0.0027864i,0.00010682-0.002233i,-0.00018782-0.001267i,-0.00093314-0.00058101i,-0.0010382-0.00065903i,-0.00034936-0.00049603i,-0.00015305-0.00015983i,0.00052748-2.2537e-06i,0.001693+0.00054514i,0.0015905+0.00068547i,0.00085133+0.00053653i,0.00037494+0.00014567i
-0.0016098-0.0018349i,-0.0016453+0.00053053i,-0.0013018+0.00096052i,-0.002546+0.002321i,-0.0055519+0.0053182i,-0.006447+0.0075972i,-0.003393+0.0080144i,0.0007704+0.0058065i,0.0019306+0.0021i,-0.00048082-4.5159e-05i,-0.0029603+0.0005128i,-0.0025454+0.0012831i,-0.0016977+0.00023975i,-0.0013488-0.0010646i,-0.001145-0.00061965i,-0.0006317-1.8363e-05i,-0.00046112-0.00029379i,-0.0012372-0.00094651i,-0.0010788-0.0013584i,-0.00046492-0.0005898i,-0.00017711-0.00028073i,0.00046023-0.00096964i,0.0013927-0.00042157i
-0.00051809-0.0012488i,-0.0023562-0.00098268i,-0.0033182-0.00014379i,-0.0016183+0.002446i,-0.00040383+0.0058877i,0.0010603+0.0074318i,0.0047655+0.0066598i,0.0061447+0.0024224i,0.0035874-0.0014621i,0.00043406-0.0010345i,-0.00098067+0.0010724i,-0.0010156+0.0019829i,-0.0008293+0.0018391i,-0.00071905+0.0015394i,-0.00046526+0.0019648i,-0.0002181+0.002172i,-0.00012161+0.00088496i,-0.00096248+0.00039692i,-0.0011424+0.00075709i,-0.00026812+0.00012409i,0.00030544-0.0011752i,-5.9109e-05-0.0014818i,-0.0010018-0.0012147i
-0.0025374+0.0013165i,0.00064457+0.0017689i,0.0027065+0.0024664i,0.0038405+0.0031469i,0.0066076+0.0029534i,0.0097168+0.0025887i,0.0099582+0.00012641i,0.0070889-0.0035747i,0.0033502-0.0039299i,0.0018971-0.0018629i,0.0028933-0.00031081i,0.0034582+0.00056245i,0.0027961+0.00081881i,0.0020024+0.00078644i,0.0012427+0.00022572i,0.0006583+0.0001338i,0.00062596-5.576e-05i,0.00082809-0.00031198i,0.001239-0.00034809i,0.0013524-0.00017276i,0.0005451-0.00010012i,-0.0009348-0.00038765i,-0.0019156-0.00014462i
-0.0027367-0.0020951i,-0.0020725-0.0014947i,-0.0017438-0.0020209i,0.00079715-0.0027193i,0.0037232-0.002327i,0.005909-0.0023116i,0.0059617-0.0034715i,0.0025739-0.0035139i,-0.0007367-0.0016536i,-0.00065346-0.00076495i,0.00043262-0.0019707i,0.00062265-0.0021287i,0.00076558-0.0010036i,0.0013024-0.0011204i,0.0014277-0.0013902i,0.0011386-0.00062441i,0.00098938+0.00059757i,0.00057603+0.0009992i,-6.7172e-05-1.67e-05i,-0.00073057-0.00098471i,-0.0011067-0.0012458i,-0.0013581+0.00010781i,-0.0012188+0.001352i
-0.0020086-0.003851i,-0.00076222-0.0011727i,0.0003718+8.5923e-06i,0.0017926-0.0019114i,0.002045-0.0057366i,0.00062579-0.0081239i,-0.0016849-0.0056898i,-0.0029898-0.0012579i,-0.002406+0.0012996i,-0.0017+0.0009495i,-0.0026763-0.00050117i,-0.0036075-0.0011057i,-0.0020904-0.0012424i,-0.00028239-0.0011281i,0.00038718-0.00045896i,1.1345e-05-0.0004741i,3.7187e-05-0.0012368i,0.00028463-0.0013406i,-0.00025727-0.00040335i,-0.00031246+0.0014013i,-0.0001208+0.0016353i,7.4864e-06+0.0014887i,4.2897e-05+0.0016504i
-0.00037055-0.0014537i,-0.00098181-0.00097251i,-0.0021963-0.00059949i,-0.0039149-0.0020591i,-0.0069048-0.0051178i,-0.0096599-0.0050644i,-0.010004-0.0012909i,-0.0054534+0.0024037i,-0.00069639+0.0034619i,-0.0013951+0.0023674i,-0.0033836+0.0024451i,-0.0025745+0.0025175i,-0.00070226+0.00075919i,-0.00056377+0.00026945i,-0.0010641+0.00051417i,-0.0010075+0.00055476i,-0.0012585+0.0002148i,-0.00080347-6.4358e-05i,-0.00019675+0.00028445i,0.00039913+0.00023557i,0.0009262+0.00018604i,0.00098626+0.00053598i,0.0012949+0.0007712i
-0.0026887-0.0018534i,-0.00039311-0.0027831i,-0.00031507-0.0024263i,-0.0019577-0.0015358i,-0.004761+0.0012188i,-0.0063415+0.0037333i,-0.0050215+0.0046708i,-0.0011176+0.0029189i,0.0022928+0.00010935i,0.0020223+0.0012651i,0.0015386+0.0036139i,0.002517+0.0037497i,0.0025503+0.0024192i,0.0013191+0.00062699i,-1.0035e-05+0.00012763i,-0.00093644+0.00069554i,-0.0009413+0.0014086i,-0.00014263+0.0011079i,0.00065719+0.00040574i,0.0010689+0.00040562i,0.00071626+4.2407e-05i,0.00069649-0.0012763i,0.00071606-0.0019578i
-0.0035359+0.0019955i,-0.0042169+0.0044391i,-0.0039024+0.0062904i,-0.0018437+0.006914i,-0.00045498+0.0082102i,0.00073875+0.010345i,0.0035002+0.0093935i,0.0062293+0.0035879i,0.0059801-0.0014262i,0.0047732-0.001959i,0.005005-0.00060344i,0.0046781-0.00065659i,0.0029316-0.0013157i,0.00092969-0.0015424i,-0.00032017-0.00084728i,-6.8132e-05+0.0003753i,0.00070095+0.00097846i,0.00062885+0.0005234i,0.00016329+0.00067259i,-0.00025431+0.00085541i,-0.00066461+0.00011289i,-0.0016697-0.001078i,-0.0012866-0.0020107i
0.0087628+0.0018918i,0.0048322+0.0030908i,0.011407-0.0029149i,0.010528-0.0073588i,0.0065744-0.0068027i,0.0020274-0.0026458i,0.0028326+0.0020454i,0.0048538+0.00076915i,0.0039874-0.003202i,0.0024381-0.0062667i,0.00087604-0.0076643i,-0.0005776-0.0057878i,-0.0011803-0.0014252i,-0.00012812+0.0023772i,0.0015057+0.0034317i,0.0019083+0.0017352i,0.0015845-0.0004745i,0.00033729-0.0011865i,-0.00080773-0.00012644i,-0.00089588+0.00082336i,-0.0015176+0.001242i,-0.0029903+0.0018923i,-0.0027873+0.0014557i
-0.0001393+0.0044663i,-0.0015308+0.0051203i,-0.00011716+0.0038988i,0.0034139+0.00075393i,0.0064035-0.0036688i,0.0068646-0.006502i,0.0050208-0.0062961i,0.0014576-0.0053379i,-0.0021409-0.0039503i,-0.0038673-0.0023876i,-0.0050869-0.0019327i,-0.0056767-0.0019071i,-0.0040981-0.00065811i,-0.0015363+0.00028053i,0.00032319+0.00039671i,-0.00013253+9.705e-06i,-0.0011791-0.00092252i,-0.0018039-0.00091946i,-0.0010634-0.00022471i,9.0458e-06+0.00082825i,-7.8238e-05+0.0017567i,-0.00080923+0.0022507i,-0.00079519+0.0021633i
-0.00080353-0.0017476i,-0.0011531-0.0034468i,-0.00048343-0.0045313i,0.0016949-0.005139i,0.0038331-0.0073438i,0.0024998-0.0089162i,-0.0022128-0.0064578i,-0.0048118-0.0021214i,-0.003856+0.00066299i,-0.0036612+0.001645i,-0.0043257+0.0037737i,-0.0038998+0.0048868i,-0.0017179+0.003551i,0.00024208+0.0014235i,0.0009477+0.00012276i,0.00050235-0.00041103i,-0.00049974-0.0004283i,-0.00059679+0.00026839i,-2.9205e-05+0.0010802i,0.00051631+0.001415i,0.0010439+0.00074003i,0.0016028-0.00026654i,0.0017882+0.00026933i
-0.0046022+0.00087769i,-0.0045142+0.0028828i,-0.0026521+0.0017154i,-0.0013619-0.0016294i,-0.0032204-0.0056706i,-0.0059866-0.0082208i,-0.0065149-0.0062454i,-0.0040389-0.0020388i,-0.00052642+0.00088964i,0.00069397+0.0017866i,0.0015072+0.003242i,0.0028054+0.0044072i,0.0030486+0.0024033i,0.0022854+0.00087907i,0.0011189+0.00020811i,-0.00011906-0.00022249i,-0.0015004+0.00086737i,-0.0018425+0.001408i,-0.00068648+0.00054802i,0.00035812+0.00011224i,0.0009672-0.00029945i,0.0013292-0.0011199i,0.0013903-0.0017105i
-0.0010394-0.0017848i,-0.0020322-0.0017966i,-0.0013755-0.00061564i,-0.00075377+0.00055183i,-0.0031853+0.00037692i,-0.0066968+0.0014913i,-0.0054839+0.0049432i,-0.00021119+0.0063908i,0.0037553+0.0042286i,0.0043696+0.0025697i,0.0046313+0.0021453i,0.0055083+0.0012336i,0.0037748+0.00019477i,0.0015565-0.00047576i,0.00024683-0.00084363i,-0.00050021-0.00052033i,0.00015503+5.7343e-05i,0.00067214+0.00070431i,0.00046169+0.0014464i,0.00027186+0.0010168i,2.4728e-05-0.0006452i,-0.00015709-0.0017468i,-0.00072128-0.0014591i
