-0.00064857+0.0008573i,0.0005036+1.197e-05i,-0.0010483-5.0216e-05i,-0.0012025+0.00087593i,-0.00069578+0.0025057i,-0.00044298+0.0021713i,2.2723e-05+0.00075275i,0.00089304+0.00047889i,0.00163+0.00081988i,0.0013893+0.00042854i,0.001351+1.6263e-05i,0.0014188-0.00024306i,0.00037519-0.00063313i,-0.00030661-0.00037919i,-0.00054211+0.0001022i,-0.00044792+0.00097948i,0.00034599+0.0013319i,0.00040318+0.00052118i,0.00040927+0.00011985i,0.00033111+7.9652e-05i,2.9148e-05+0.00017579i,-4.7525e-05+8.7338e-05i,-0.00032705-0.00071277i
-0.00012282-0.00064194i,0.0012533-0.00058556i,0.0026296+2.0607e-06i,0.0025365+8.2329e-05i,0.0013094-0.00020886i,0.00084727-0.00019397i,0.00083579-0.00040947i,0.00047477-0.00037003i,-0.00022965+7.8521e-05i,-0.00026991-0.00013594i,0.00055262-0.00056728i,0.00022781-0.00037417i,-0.00017348-0.00039443i,-0.00029329-3.8073e-05i,-0.00070951-0.00023704i,-0.00022603-0.00092628i,0.00031699-0.00059629i,0.00015934+0.00023574i,-4.1129e-05+0.00066057i,0.0003466+0.00034201i,0.00033155-0.00035087i,-0.00029371-0.00069641i,-0.00056965+0.00018325i
0.0029166+0.00082013i,0.0034071+0.0012978i,0.002767+0.0015593i,0.0027586+0.001698i,0.0023696+0.00028399i,0.0006253-0.001046i,0.00019967-0.00071915i,0.00018749-0.00014919i,-3.8543e-05+0.00015191i,0.00032201+0.00045666i,0.00062358-2.5234e-05i,0.00083033-0.00010859i,0.00025479+0.0003671i,-0.0001272+0.00057498i,0.00028757+0.00062751i,0.00050164+0.00052816i,0.0006758+0.00088276i,0.00047369+0.00050945i,0.00011776-0.00031176i,0.00056069-0.00065638i,0.0010898-0.00059893i,0.00090637-0.00036959i,-2.3275e-05-0.00020314i
0.00042047-0.00094061i,-0.0004475-0.00062814i,-0.00057144-0.0016078i,-0.00027002-0.00077658i,-0.00092811+0.00064084i,-0.0010422+0.00078762i,-0.000213+0.00017462i,-0.00096977+0.00052328i,-0.001291+0.00082917i,-0.00019471+0.00064639i,0.00028967+0.00056672i,0.00014902+0.00033724i,7.2326e-05+4.8933e-05i,0.00035238+0.00086758i,0.0010069+0.00084157i,0.0010925+0.00040512i,0.00034558+0.00038851i,0.00015069+0.00011289i,0.00037032-4.7213e-05i,0.00088749-0.00038891i,0.00049083-0.00050493i,-0.00031368+0.00027005i,-0.00044842-2.0064e-05i
-0.00013507-0.001153i,0.00064598-0.0010884i,-0.00028728-0.0012948i,-0.00029854-0.0006192i,0.00035031+7.966e-05i,9.7807e-05-0.00016586i,0.00018882-0.00050923i,0.00033941-8.3652e-05i,0.00020826+2.4027e-06i,-0.00039339-0.00050968i,-0.00076186-0.00040341i,-0.00085938-0.00034671i,-0.00021509-0.00032058i,0.00025886+0.00024591i,-0.00046348+0.00026283i,-0.00074568-3.9147e-05i,5.2578e-05-1.6136e-05i,0.00073014+0.00010193i,0.00048535+0.00048515i,0.00046454+0.00030687i,0.00012747-0.00019675i,-6.3305e-06+0.00041817i,-2.8389e-05+0.00026624i
0.00056843-0.0017987i,0.00081697-0.0025253i,0.001043-0.0020785i,0.0004722-0.001178i,-0.00058128-0.001125i,-0.00099149-0.00091486i,-0.00074764-0.00058806i,-0.0011008-0.0001201i,-0.00086174-4.3576e-05i,-0.00031068+0.00026251i,-0.00026856+0.00064664i,-1.8861e-05+0.00048297i,0.00053568+0.00018209i,0.00046378+0.00018963i,-0.00053841+0.00027311i,-0.0008783-0.00042349i,0.0003104-0.00069817i,0.00067421-0.00012962i,0.0010171+0.00080937i,0.0011674+0.00080267i,0.00083355-0.00014939i,0.00045536-0.0010615i,0.00034423-0.00092664i
0.00049296-0.00017317i,0.0013021+0.00067108i,0.00027894+0.00075811i,-0.00063109+0.00040786i,-0.00012461+0.00042123i,0.00067299+0.00069738i,0.00057682+0.00037769i,0.00010728+0.00036428i,-0.00012439+0.00071847i,-8.6364e-05+0.00046658i,0.00070863+0.00018007i,0.0011664+0.0004484i,0.00058537+0.00022087i,0.00062687-0.00022958i,0.00056083+7.8676e-07i,-0.00025707+0.00034916i,-0.00012603-2.4861e-05i,0.00045134-0.0010534i,0.00042133-0.00074284i,-0.00024683-3.2038e-05i,-0.0012948+0.00017237i,-0.0014511+0.00063059i,-4.3222e-05+0.00087689i
0.0012216+0.00062678i,0.00088245+0.00059864i,0.0010329+0.0012709i,0.0014748+0.0013088i,0.0018491+0.00017342i,0.00082012-0.0014176i,-0.00071772-0.0017277i,-0.0014367-0.00078824i,-0.00060955+0.00012571i,0.00038326+0.00010991i,0.00042783+0.00028278i,-0.00010801-0.0002844i,-0.0010211-0.0010009i,-0.0016833-0.00047001i,-0.0011354-0.00065213i,-0.00026572-0.00015288i,0.00024759+0.00032655i,0.0009594-0.00018843i,0.00073096+0.00014762i,0.00029272+0.00064967i,0.0006519-0.00012888i,0.00064271-0.0011153i,9.253e-05-0.00052551i
5.255e-05-0.0016071i,0.0010025-0.0025232i,0.00059337-0.003953i,0.00024216-0.0029166i,-0.00034103-0.00074801i,-0.0011154+0.00018811i,-0.00078704-0.00013888i,-0.00047333-0.00061838i,-0.0010205-0.0002989i,-0.00063249-0.00012704i,5.3647e-06-0.00011884i,-9.52e-05+0.00032799i,-0.00019746+0.00041136i,-0.00031432-0.00014051i,-0.00059637-1.5812e-05i,-0.00045891+0.00044415i,-0.00055963+0.0001462i,-0.00037952-0.00035294i,-0.0001196+1.9846e-05i,-0.00027869-0.00016043i,-0.00017431-0.00089432i,0.00013241-0.00084586i,-0.00018843-0.0010461i
0.0018483-0.00099031i,0.0029033-0.00093742i,0.0032644-0.00080182i,0.0021643-0.00071115i,0.001246-0.0015008i,0.0015586-0.0011243i,0.0013396-0.00087722i,0.00034433-0.0005709i,-0.0006309+3.0452e-05i,0.00016806+0.00031087i,0.001443-0.00032472i,0.0010638-0.00065176i,0.00012027-0.00015713i,-0.00030628-0.00054942i,0.00039671-0.00087788i,0.0010762-0.00028136i,0.00093925+0.00026122i,0.00045062+0.00027007i,2.9121e-06+0.00020181i,8.2504e-05+0.00057128i,0.00025596+0.0014409i,0.00055328+0.0010332i,0.00058718-0.00068741i
-0.00036644+0.0015018i,-9.423e-06+0.0017319i,0.0002882+0.0020481i,0.00072755+0.0014764i,0.0018216+0.00029563i,0.0015146-0.00043598i,0.00016621-0.0011236i,-2.7064e-06-0.0012066i,0.00011392-0.00033636i,-0.00016167+0.00031863i,-1.9717e-05+0.0003117i,-0.00019861+0.00023738i,-0.00077222+0.00033369i,-0.00070377+0.00023388i,-0.00058302-3.7806e-05i,-0.00055638+2.1272e-05i,-0.00015892+6.8062e-05i,0.00048653+0.00043844i,-0.00038221+0.00075528i,-0.00078115+0.00020129i,-0.00051938-0.00063472i,-0.00063791-0.00051355i,-0.00024715-8.6839e-05i
0.00012605-0.0009803i,-0.00041771+1.3783e-05i,0.00023306+0.0003791i,0.00021126+4.4777e-05i,-0.00053517-0.00018762i,-7.7102e-05+0.00037969i,0.00058033+0.00024351i,5.8164e-05-0.00096964i,-0.00056803-0.00080473i,-0.00085275+0.00029467i,-0.00078895+0.0005411i,-0.00012437-0.00046846i,0.00020371-0.00078318i,-3.8903e-05-0.00025958i,-0.00075421+0.00015671i,-0.0010925+0.00012459i,-0.0004786-0.0002489i,2.9428e-06-0.00056366i,7.7215e-05-0.00050599i,0.00030842+0.00023541i,0.00090552+0.00037658i,0.0011381-0.00014986i,0.00057053-0.00085672i
0.001787+0.00029739i,0.0013849-0.00098283i,0.00093798-0.0026502i,0.00078574-0.0022857i,0.00096181-0.0012581i,0.0012139-0.0016723i,0.00085678-0.0011383i,-0.00054731-0.00037251i,-0.00050465-0.00014648i,0.00044716-0.00013506i,0.00019582-0.00060754i,-9.7366e-05-0.0010601i,0.00025006-0.00013444i,-0.00033945+0.00080726i,-0.00068566+0.00017013i,-0.00030736+0.00030818i,-0.00026186+0.00048296i,0.00026836-0.0003615i,0.00087714-0.00016842i,0.00129-0.00011171i,0.0013389-0.00034774i,0.00066801+8.5512e-05i,-0.00030368+0.00011593i
0.00038549-6.872e-05i,0.0025096-0.00027062i,0.0018875+0.0001561i,0.00078218+0.0012749i,0.00035993+0.0010108i,0.00044319-6.3432e-05i,0.00055077-0.00028079i,0.00017618-6.7703e-05i,-2.5115e-06+0.00052574i,0.00027034+0.0011784i,0.00059876+0.0011403i,0.00038284+0.00041999i,-0.00044424+0.00010029i,-0.00058345-0.00039048i,-0.00012693-0.00080825i,1.5691e-07-0.00049458i,-0.00038981-0.00023704i,-0.00064654+0.00017608i,-0.00033411+0.00027154i,0.00027534-3.1701e-05i,0.00050116-0.0001573i,0.00065835-0.0002502i,0.00019217-0.00025531i
0.00025978-1.1711e-05i,-9.6825e-05-0.00044853i,-0.00086642-0.00075156i,-0.0008106-0.00025658i,0.00043373+0.00075324i,0.0014213+0.00041238i,0.0009871-0.00016835i,5.6947e-05+8.2235e-05i,0.00047414+0.00066078i,0.00061245+0.0010078i,2.9776e-06+0.0013803i,-0.00049785+0.0010932i,-0.00081516+5.0959e-05i,-0.00033039-0.00037514i,0.00047547-0.00069762i,0.00072139-0.0013376i,0.00057752-0.0011309i,0.00059947-0.00049027i,0.0003392+0.00038905i,0.00061779+0.00063824i,0.00090072-0.00013471i,0.0010592-0.00049109i,0.001037-0.00010188i
0.00015549+0.00014497i,0.0010969-0.0010154i,0.0010713-0.0020809i,0.00092486-0.0025589i,0.00061507-0.0025523i,-0.00017818-0.0014745i,-5.7508e-05-0.00035543i,8.7063e-05-7.8252e-05i,0.00028165+0.00022259i,0.00036279+0.00043368i,0.00042531+0.00028365i,0.00081601-0.00051992i,0.00048354-0.00062601i,-0.00012864-0.00076086i,0.00013069-0.00037044i,-9.6089e-05+0.00054411i,-0.00048211+0.00017419i,-0.00090582-0.0003249i,-0.0014702-0.00026526i,-0.0012101+2.5181e-05i,-0.00093205+0.00026044i,-0.00011559-0.00012455i,0.00043951-0.00064988i
-5.7436e-05-0.00094794i,0.00023741-0.0015267i,-0.0010651-0.00083193i,-0.001442+0.00073261i,-0.00042459+0.0016798i,0.00055929+0.0011047i,0.00073643+0.00010061i,-0.00025551-0.00045763i,-0.00063361-0.0010236i,-0.00077852-0.00037952i,-0.00056353-0.00012583i,-0.00019555-0.00052867i,2.3425e-05-0.00052151i,-0.00032126-0.00074559i,-0.00048453-0.00031165i,0.00019992-0.00044721i,0.0006038-0.001014i,0.0011344-0.00091079i,0.0011169+0.00073583i,0.00022755+0.001046i,-0.00032468+0.00034712i,-0.00030186-0.00024714i,0.00038781-0.00072795i
0.0019602+0.00068062i,0.0022853+0.0012684i,0.003582+0.00062942i,0.0041242-0.00052288i,0.0033261-0.00038728i,0.0024794-0.00048467i,0.0014774-0.00058668i,0.00015198+9.5904e-05i,0.00049908+0.00066648i,0.00097735+0.00016254i,0.00062622-0.00031542i,0.00022052-0.00051766i,-4.0993e-05-0.00014711i,-0.00022283+0.00010782i,-0.00022378+0.00020934i,0.00029249-0.00015535i,0.00089205+4.0509e-05i,0.00039023+0.00085702i,0.00016415+0.00030447i,0.00067307+3.2954e-05i,0.00080338+0.00044247i,0.00055913+0.00071116i,-0.0001913+0.00058237i
-0.00082392+0.0002017i,-0.00036876+0.00066506i,0.00069694+0.0012452i,0.00078331+0.00056127i,-0.0001722+0.00015441i,-0.00057522+0.00010937i,-0.00084322-0.0003542i,-0.0015192-0.00027249i,-0.0013921+4.2755e-05i,-0.000751+0.00028869i,-0.00031871+0.00011245i,-0.00043193-0.00058917i,-0.00068108-0.00074607i,7.6854e-05-7.4506e-05i,0.00033294+0.00019739i,-0.00080337+0.00030277i,-0.00041232+0.00097724i,0.00033459+0.00085209i,-0.00053848+0.00074511i,-0.00061938+0.00057311i,-0.00012329+0.00055127i,-6.4012e-05+0.00083756i,-6.3971e-05+0.00072602i
-7.2122e-05-0.00062221i,-0.0011458-0.00051217i,-0.0011252-0.00092577i,-0.000655-0.0011882i,-9.3931e-05-0.00052008i,0.00060507+0.0003676i,6.2311e-05+0.00043868i,0.00011984+0.00016087i,0.00033569-0.00084991i,0.00036853-0.0013593i,0.0002217-3.5448e-06i,-0.00019347+0.00079482i,2.8036e-05+0.00046327i,0.0006072-6.2675e-05i,0.00092576-0.00052862i,0.00084675-0.00060646i,0.00066383-0.00026284i,-0.00036916+1.0653e-05i,-0.00095984+0.00024282i,0.000293+0.00024223i,0.0013295+0.00025611i,0.0006251+0.00038333i,-0.00017835+0.00065722i
0.0013311+0.00088559i,0.0028925+0.00016774i,0.0029416-0.00042933i,0.0022875-0.00050812i,0.0024252-0.00084813i,0.0019539-0.00056944i,0.00050647+0.00025981i,7.7416e-05-0.00023712i,-3.8739e-05-0.00065805i,-0.00054866-0.0003204i,-0.00028818-0.00017015i,-9.5972e-06+2.8687e-05i,3.3624e-05+7.6252e-05i,-0.00024421-0.00031466i,-0.0003448-0.00081843i,0.00018256-0.0010343i,0.00058205-0.00019248i,0.0004918+0.00044589i,0.00025019+0.00059858i,-0.00039557+0.00066908i,-0.00045745+0.00014876i,7.8257e-05-0.000411i,-6.3199e-05-0.00031031i
0.00020608-0.00129i,8.3709e-05-0.0025956i,-0.00043262-0.0033412i,-0.0011134-0.0021385i,-0.0013183-0.00078621i,-0.00041718+0.00048021i,5.1668e-05+0.00030774i,-9.2297e-05+0.00028053i,-0.00057093-4.6403e-05i,-0.00087117-0.00048158i,-0.0002611-3.6219e-05i,0.0007039+0.00016999i,0.00064075+0.00012133i,0.00010889+0.0001765i,-0.00030265+0.0010418i,-0.00090068+0.00090529i,-0.0012245+0.00022612i,-0.0010429+0.0003343i,0.00010796+0.00029691i,0.00025628+0.00058446i,-0.00074457+0.00020576i,-0.0010229-0.00027195i,-0.00099939-0.00039968i
-0.00069557-0.00085526i,-0.0012353+0.00048933i,-0.0013955+0.00061787i,-0.0011025+0.00021405i,-0.00051518-0.00042579i,0.00063228-9.3156e-05i,0.00099605+6.4141e-05i,0.00067844-0.00069095i,0.00011397-0.000804i,2.8757e-05+0.00010606i,0.0009903+0.0010654i,0.0021566+0.0010306i,0.0018266+7.9688e-05i,0.00034405-0.00077439i,0.00018491-0.0010897i,0.00086795-0.00075864i,0.00045698-0.00040824i,0.00014322+8.575e-05i,-5.4343e-05+0.00050441i,-0.00040341+0.00042213i,-0.00086116+0.00039878i,-0.00080231+0.00016773i,-0.00055389-0.00020809i
9.7503e-05+0.00022918i,0.00021154+0.00020831i,5.0649e-05+0.00050184i,0.00092044+0.00090974i,0.00097244+0.00021153i,-0.0002102-0.00094798i,-0.0010367-0.0010869i,-0.00060998+2.0923e-05i,-0.00028989+0.00081898i,0.00049231-7.5314e-05i,0.00096657-0.00021692i,0.00010808+5.8935e-06i,-0.00037757+1.7639e-05i,-0.0008451-0.00022576i,-0.00075726-0.00070962i,-8.1575e-05-0.00015635i,-0.00033835-0.00062602i,-0.0011165-0.00075854i,-0.00035705-9.5199e-05i,0.00083285-0.0003239i,0.00069595-0.00044111i,8.169e-05+7.9683e-05i,-0.00030313-0.00055945i
0.0019559+0.00057177i,0.0031983+2.0591e-05i,0.0038588-0.00074313i,0.003476-0.00084758i,0.0017799-0.00067989i,0.00084952-0.00041695i,0.00018047-0.00026906i,-0.00069647+0.00012805i,-0.00064406+0.00065213i,-0.00074278+0.0011607i,-0.00091379+0.0011156i,-0.000957+0.00026094i,-0.00064757+0.00013875i,1.0093e-05+0.00026724i,0.00023656-0.00029981i,-0.00029109-0.00040225i,-8.1892e-05-0.00063871i,3.5376e-05-0.00017465i,-4.8821e-06+0.00070004i,-6.9941e-05+0.00032005i,-0.00044514+0.00018692i,-0.00033305+0.00026548i,-0.00034233-0.00017177i
0.0015128+0.00096242i,0.00097396+0.00087043i,-0.00017321-0.00031205i,-0.00085911-0.001014i,-0.00073679-0.0012875i,0.00022775-0.0007318i,0.00062736-0.00040901i,0.00024951-0.0007154i,0.00044464-0.00096509i,0.00040954-0.00099214i,7.3064e-05-0.0006536i,6.3268e-05+0.00030729i,-0.00010179+0.00056068i,0.00042395+0.00058627i,0.00064659+0.00071738i,-2.1234e-05+0.00017442i,0.00024206-2.3807e-05i,0.00029249+0.0001669i,-0.00026049-0.00037916i,-3.0831e-05-0.00073326i,7.1826e-05-0.00047282i,0.0002987-0.00025207i,0.00050476-0.00062693i
0.0014965+0.00054451i,0.0010363+0.00060209i,0.0013221-6.8003e-05i,0.0017521-0.00010295i,0.0014331+0.00040912i,0.0013328+0.00034523i,0.00090996+9.8045e-05i,0.00071369+0.00043411i,0.00064081+0.00051055i,0.00016222+0.00021227i,-0.00010834-0.00011433i,0.00051382-0.00023253i,0.00092557+3.9643e-05i,0.00064222-0.00026294i,0.00041067-0.0013523i,0.00018589-0.0012366i,-0.0004619-0.00094638i,-0.00022775-0.00085308i,0.00032737-0.00015421i,0.00045768+0.0010112i,0.00027229+0.00090026i,0.00038217+0.00012172i,0.00059358-0.00046686i
0.0015883+0.0012311i,0.0028797+0.00109i,0.0035838+0.0014147i,0.0035846+0.00039601i,0.0028475-0.0015133i,0.001385-0.0021078i,-0.00040074-0.0015204i,-0.00083122-0.0012434i,0.00010315-0.0004585i,0.00026074+0.00031464i,-0.00021495+0.00041089i,-0.00027228+0.00025462i,-0.00049987+0.00015812i,-0.00064803-4.0915e-05i,-0.00053384+0.00031357i,-0.00015988+0.00059226i,-0.0004329+0.00015017i,-0.00067128-0.00062814i,-0.00052735-0.00045162i,-0.0005321+0.00040566i,-0.00024131+0.00094281i,0.00026498+0.0016617i,-0.00031237+0.0016051i
0.00040254+0.0016202i,0.0013165+0.0017376i,0.0013915+0.0014953i,0.0012091+0.0019678i,0.0011991+0.0021638i,0.0010154+0.0014948i,0.00022953+0.0010445i,-0.00066906+0.00075555i,-0.0004217+0.00049419i,0.00015395+0.00066333i,0.00071874+0.0012111i,0.001125+0.00073497i,0.00055816-0.00035779i,-7.7403e-05-0.0011618i,-0.00029507-0.00090002i,6.8277e-05+0.00017089i,0.0001724+0.0005408i,-0.00018841+0.00067765i,-0.00026989+0.00060766i,-0.00017278+3.9163e-05i,-5.8737e-05-0.00029644i,1.9203e-06-0.00014858i,-0.00015151+0.00016881i
-0.0015461-0.0014175i,-0.0018763+0.00097343i,-0.0016247+0.0024114i,-0.00076633+0.0027102i,0.00033927+0.0028971i,0.0016589+0.00070766i,0.0024441-0.00086426i,0.0013769-0.00058991i,0.00017752+0.0001248i,-0.00011956+0.00071426i,0.00050114+0.00022947i,0.00051484-0.00022314i,-0.00021978-0.00011818i,-0.00047298-7.6356e-05i,-0.000599+0.00030541i,-0.0004518+0.0010126i,-0.00029901+0.00056042i,-0.0001871-0.00061707i,0.00010783-0.0013269i,0.00020773-0.00039315i,-0.0001449+0.00064513i,-4.1165e-05+0.00057201i,-8.7918e-05+1.9628e-05i
-0.0004559+0.00026816i,-0.00014645+0.00027883i,0.00065476-0.00029797i,0.0010725+4.1806e-05i,0.0011971-0.00015369i,0.00096672-0.0011939i,-6.9764e-05-0.0012606i,-0.00086024-0.00029395i,-0.0014984+0.00056859i,-0.00069617+0.00068437i,0.00013423+0.00046516i,-0.00012666-0.00061117i,-0.0010568-0.0016211i,-0.0011438-0.00066854i,-0.00067854+0.00045427i,-0.00078981+0.00016133i,-0.0014846+0.00014127i,-0.0010363+0.00026131i,-0.00010741+0.00027785i,-0.00015861+0.00034878i,-0.00041542+0.00037873i,-0.00035965+0.00059942i,-0.00052827+0.000151i
0.0024983-0.00044027i,0.0032634-0.00085334i,0.002455-0.00095505i,0.0012722-0.00026199i,0.00013356-0.0005409i,-4.7985e-05-0.0011005i,6.1437e-05-0.00099725i,0.00022651-0.00074675i,0.00053159-0.00036769i,8.6228e-05-5.6191e-05i,2.1108e-05+0.00057195i,0.00011294+6.917e-05i,-0.00010966+0.00012187i,-0.00021132+0.00078495i,-0.00015266+0.00042251i,0.00052763+0.00037561i,0.0011183+0.00046101i,0.00087223+0.00068242i,-4.8811e-05+0.00015632i,-0.00033476-0.00021941i,6.3461e-06-0.00039065i,9.2157e-05-0.00063363i,1.2993e-05+7.2372e-06i
-0.0012966+2.6696e-06i,-0.00016554+0.0013466i,0.00022702+0.002419i,6.3386e-05+0.0021022i,0.0013271+0.0019702i,0.0026767+0.0012698i,0.0020691+0.00019016i,0.0010416+0.00024565i,-1.0796e-05+0.00061073i,-0.00010912+0.00062587i,0.00038514-0.00013731i,0.00010012-0.00059082i,-0.00048603-0.00070313i,-0.00047262-0.0011076i,-0.0010059-0.0012384i,-0.0013727-0.0010884i,-0.00086645-0.00080178i,-0.0003151-0.00014353i,-0.00020365+0.0002934i,-0.00067615+0.00061003i,-0.00041472+0.00036485i,-0.00043651-0.00021632i,-0.00054895-0.00080256i
0.0011031+0.00067604i,0.00066656+0.00022742i,0.0012475-0.00063794i,0.0015582-0.0011061i,0.0011019-0.0014722i,0.00085967-0.0021699i,0.00070483-0.0013152i,5.6269e-05-0.00033337i,-0.00015418-7.4094e-05i,0.00044214-3.0201e-05i,0.00064732-0.00037138i,-0.00011746-0.00041482i,-1.041e-05-2.3654e-05i,0.00036849+0.00017895i,-0.00022122+0.00010628i,-0.00069418-0.00032946i,-0.00095368-0.00056722i,-0.00099074-0.0011145i,-0.00027103-0.0015115i,0.00017552-0.00039944i,0.00066992+0.00022182i,0.00057132-0.00031915i,-3.0132e-05-0.0001183i
-0.00061456-0.00031212i,1.2027e-05+5.5739e-05i,0.00040086+0.00079398i,0.00030874+0.0015601i,-1.582e-05+0.0021251i,-0.00025189+0.0011767i,-0.00018805-0.00022187i,0.0001397-0.00051135i,-0.00027065-0.00028557i,-0.0007903-0.00032443i,-0.0010374-0.00032681i,-0.00060221-0.00092626i,0.00016236-0.0010315i,0.0001514-0.00049253i,-0.00050169-0.00099589i,-0.0010297-0.001081i,-0.0012474-0.00063361i,-0.00049185-0.00023532i,0.00025719+0.00090172i,-0.00014354+0.0012346i,-0.000764+6.9094e-05i,-0.00077518-0.00064587i,-0.00031933-0.00057254i
0.0012362-0.00060957i,0.0012811-0.0011466i,0.0015477-0.00153i,0.0016193-0.0020177i,0.001498-0.0022256i,0.0011195-0.0014027i,0.00049427-0.00083259i,0.00031238-0.00044416i,0.00041049+0.00029422i,0.00039145+0.00088143i,-0.00016448+0.00085449i,-7.6588e-05-0.00014322i,-0.00034297+0.00047247i,-0.00082066+0.0012811i,-0.00018262-1.2191e-05i,0.00025513-0.00066437i,-0.00012833+0.00035919i,-0.00070077+0.0010662i,-0.0004152+0.00076733i,3.7674e-05+0.00038253i,0.0002697-0.00061251i,-0.00016928-0.00051174i,-0.0012233-0.000356i
0.0015192+0.00021538i,0.0012227+0.00097124i,0.0014695+0.0013513i,0.0018602+0.0014108i,0.001202+0.0010001i,0.00099553+4.1241e-05i,0.0010277-0.00038508i,-0.00016187+0.00013269i,-0.00066265+0.00024496i,0.00053855+9.7713e-05i,0.00055676+0.00071026i,-0.00022039+0.00064397i,0.00014828+9.3737e-05i,0.00030977+0.0002368i,0.00045614+0.00066938i,0.00022975+0.00030767i,3.6186e-05-0.00032508i,0.00060221+0.00057178i,0.00029892+0.0010966i,-0.00064976+0.00034726i,-0.00065939+3.5627e-05i,0.0001141-0.00056431i,0.00036459-0.00036921i
0.0008813-0.0010362i,0.0008417-0.00042588i,-0.00049712-0.0010412i,-0.0012301-0.0014203i,-0.00058384-0.0008533i,2.6331e-05-0.00040416i,-0.0002738-0.00033819i,-0.00027303-7.0397e-05i,-0.00038158+0.00026883i,-0.00091821-6.0085e-05i,-0.00066452-0.00038317i,-1.857e-05-0.0004131i,-0.00062837-0.00020231i,-0.0013174-0.00017806i,-0.00083991+0.00012952i,-0.00058436+0.00038626i,7.7265e-05+0.00016667i,0.00067324+0.00050908i,0.00048649+0.00023145i,0.00088676-2.8182e-05i,0.0012993+0.00024187i,0.00076824+0.00015867i,0.00022439-0.0001836i
0.00023889-0.00087465i,0.0013772-0.00062921i,0.0011888+4.7267e-05i,0.00088028+0.00075606i,0.00099431+0.00089184i,0.00088708+0.00087844i,-0.00035809+0.00082459i,-0.00087158+0.00073996i,-0.00072894+0.00049121i,-0.0010066+0.00037213i,-2.1693e-05+0.0006184i,0.00042999+0.00014121i,-0.00032441+0.00012694i,-0.00059822-0.00011813i,-7.3211e-05-0.0006186i,0.00074424-0.00049585i,0.0011934+1.0463e-05i,0.0013079+0.00020906i,0.0014303+0.00097386i,0.0013356+0.0013747i,0.00056837+0.00061806i,0.00023314-0.00023866i,0.00012554-0.00044984i
0.0005264-0.0012116i,0.00088637-0.0009003i,1.1654e-05-0.0010886i,-0.00021091-0.00054624i,6.03e-05+0.00018282i,-0.00026976-0.00059584i,-7.2964e-05-0.0011325i,0.00081178-0.00091887i,0.00066744-0.00036372i,-0.00014074+0.00016828i,0.00036603+0.00045222i,0.00054775+0.00051946i,-0.00057303-0.00024143i,-0.00085066-0.00062722i,-0.0001771-2.441e-06i,0.00017246+0.00076066i,-0.00042582+0.00066871i,-0.0012463+0.0003527i,-0.0010182+0.00058078i,-0.00026818+0.00011189i,0.00068556-0.00060695i,0.00056615-0.00032761i,0.00012404-0.0002222i
0.00068542-0.00051444i,0.0010298-0.0004443i,0.0011685-0.00016612i,0.0008719+0.00057022i,0.00079746+0.0008073i,0.00093365+0.00047829i,0.00086384-0.0001319i,0.00050001-9.9059e-06i,-2.5772e-05+0.0009234i,-0.00035119+0.00087764i,-0.0002392+0.00018285i,-0.00019057-0.00053706i,-0.00036177-0.00070244i,-0.00014597-0.00068347i,-0.00041119-0.00065805i,-0.00064674-0.00011775i,-0.00084978-0.00014157i,-0.00096747-0.00032274i,0.00017856+0.0002155i,0.0013618+0.00093454i,0.0012855+0.00083204i,0.00031693+0.00015189i,-0.00073309-0.00069217i
0.00018421+0.0012245i,-0.00031056+0.0016302i,-0.00053322+0.0027407i,0.00074593+0.0024259i,0.0018956+0.0013164i,0.0016696+0.00059346i,0.00089918-8.874e-06i,-2.0871e-05-0.00040589i,-0.00023799+0.00052851i,0.00072886+0.00082936i,0.0013472+0.00035397i,0.0011772+0.00026847i,0.00056594+8.9421e-06i,-0.00061941-0.0003934i,-0.00094734-0.00037538i,-0.0003501-0.00029882i,-8.437e-06-0.00033436i,0.00030348+1.8557e-06i,7.8704e-05+0.00026183i,-0.00064405+0.0005074i,-0.00020233+0.00035369i,0.00017697-0.00028839i,-0.00029725-0.00064408i
0.0018307+0.00015559i,0.0024822+3.7625e-05i,0.0032548-0.00020358i,0.0022882-0.00012946i,0.0014676-0.00077265i,0.0015636-0.0013024i,0.0010375-0.00082462i,0.00014028-9.0871e-05i,-0.00028707+0.00038341i,-0.00030007+0.0005968i,-0.00028068+0.00029863i,-0.00045109+4.1242e-05i,-5.851e-05+0.000592i,0.00027999+9.2776e-05i,0.00047624-0.00033943i,0.00080191+7.2033e-05i,0.00028561+0.00031493i,-0.00025166+0.00040506i,-0.00034888-0.00037193i,-0.00043215-0.0012173i,-5.4691e-05-0.00026345i,-0.00022407+0.0010066i,-0.0010035+0.00038601i
