-0.00064857+0.0008573i,0.0005036+1.197e-05i,-0.0010483-5.0216e-05i,-0.0012025+0.00087593i,-0.00069578+0.0025057i,-0.00044298+0.0021713i,2.2723e-05+0.00075275i,0.00089304+0.00047889i,0.00163+0.00081988i,0.0013893+0.00042854i,0.001351+1.6263e-05i,0.0014188-0.00024306i,0.00037519-0.00063313i,-0.00030661-0.00037919i,-0.00054211+0.0001022i,-0.00044792+0.00097948i,0.00034599+0.0013319i,0.00040318+0.00052118i,0.00040927+0.00011985i,0.00033111+7.9652e-05i,2.9148e-05+0.00017579i,-4.7525e-05+8.7338e-05i,-0.00032705-0.00071277i
0.00021862-0.001031i,2.9191e-05-0.0031418i,0.00016046-0.0043529i,0.00031464-0.0041417i,-0.00031239-0.0034179i,-0.00068608-0.0019412i,-0.00029179-0.00034968i,6.6771e-05+0.00054049i,0.00083322+0.00034935i,0.0011756+0.00025217i,-0.00011631+0.00019428i,-0.00060389+0.00064446i,-0.00020043+0.0014859i,8.9127e-05+0.001316i,6.2748e-05+0.0008148i,-6.4718e-05+0.00021371i,8.4558e-05+0.00051506i,0.00041462+0.0005016i,0.00046829+0.00020643i,1.9325e-05+0.00010145i,-0.00031-0.00037759i,-0.00013054-0.00070928i,8.4334e-05-0.0006423i
0.0023908+0.001328i,0.0023896-0.00059009i,0.0022018-0.0021299i,0.0018047-0.0032911i,0.0018794-0.0026894i,0.00052595-0.0005854i,-0.00049879+0.00073358i,0.00070386+0.001192i,0.0021429+0.0011023i,0.0023639+0.00017022i,0.00084346-0.0013729i,-6.8255e-05-0.0014155i,-0.00048819-2.4293e-05i,-0.0010735+0.00052114i,9.2924e-05+0.00036125i,0.0010426+0.00032085i,0.0010638-0.00020064i,0.00079784-0.00090534i,-7.1082e-05-0.0012823i,5.0908e-07-0.00068231i,8.7228e-05-0.00034232i,-0.00070317-0.00029201i,-0.00052799+0.0003229i
0.00011267-0.00073691i,0.00061306-0.00077085i,-0.00017079-0.00061991i,7.29e-05+0.00014669i,0.0012073+0.00090872i,0.00077759+0.00048132i,-0.00096743-0.00082723i,-0.0013637-0.00072053i,-0.00094334+6.2408e-05i,-0.00082173-0.00022636i,-0.00044002-0.0012349i,-0.00065855-0.0015111i,-0.0013456-0.00052757i,-0.001107+0.00023388i,-0.00082462+0.00017274i,-0.0011218-0.00048741i,-0.00076739-0.00078191i,-0.00068124-0.0002828i,-0.0011667-8.1104e-05i,-0.00059237+0.00020164i,9.6599e-05+0.00014484i,7.543e-05+5.167e-05i,-0.00029502+0.00065743i
0.00068802+0.00034138i,0.0010851-0.00085177i,0.0012823-0.0015433i,0.0015891-0.0020401i,0.0014754-0.0021641i,0.00069455-0.001925i,-0.00059911-0.0020226i,-0.00092871-0.00048699i,-0.00038626+0.00011022i,0.00064353-8.4251e-05i,0.0014208-9.7829e-05i,0.0014359-0.00028002i,0.00094133-0.00011114i,0.00063394+0.00035844i,0.00062516+0.00092128i,0.0012625+0.00065631i,0.0016293-0.00013873i,0.00062409+0.00052643i,-1.6925e-05+0.000892i,0.00032539+0.0001322i,0.00044045-5.5688e-06i,0.00046182-0.00023854i,-0.00055524-0.00065886i
-0.0010034-0.00058991i,-0.0017256-0.0016202i,-0.0021545-6.684e-05i,-0.0026166+0.00066359i,-0.0022518-3.2894e-05i,-0.0014254+0.00048975i,-0.0010798+0.00033315i,-0.00093999-0.00022955i,-0.00023622-8.2473e-05i,0.00032758+0.00067354i,0.0009906+0.00033245i,0.0012824-0.00040934i,0.00077582-0.00078011i,0.00028385-0.0007528i,-0.00025648-0.00015365i,-0.00035243-0.00025214i,-1.6015e-05+0.00030355i,0.00035603+0.00043353i,0.00056999-0.00030089i,0.00079446-0.00022086i,0.0011517+0.0001892i,-3.4688e-05+0.00040177i,-0.0010461+0.00017808i
0.0012877-0.00091048i,0.0015987-0.0021373i,0.00036503-0.0034717i,-0.00017686-0.0025614i,0.00047729-0.0020062i,0.0002871-0.002079i,-2.2369e-05-0.0020309i,0.00021154-0.0020159i,0.00012005-0.0011181i,-0.0004601+0.00021856i,5.9671e-05+0.0011429i,0.00037596+0.00086889i,0.00058651-0.00022122i,0.0011037-7.9852e-06i,0.00027895+0.00021636i,-0.00029523-0.00013271i,-0.00031041-0.00016636i,-0.00034959-0.00059909i,0.00041828-0.00072816i,0.00097822-0.00028946i,0.00061513-0.00021016i,4.1468e-05+0.00012899i,-0.00025057+6.8941e-05i
0.00050471-0.0003218i,0.0014568+0.00052535i,0.0011431+0.0009262i,0.00048916+0.00017524i,-0.00013958-0.00042648i,-0.00045444-0.00070023i,-0.00023965-0.00095578i,-3.0877e-05-0.0011194i,0.00016924-0.0017717i,-0.00012921-0.0019862i,-7.7923e-05-0.0011676i,0.00019811-0.0004844i,0.00012073-0.00011107i,-0.00036988+0.00036185i,-0.00034898-8.4493e-05i,6.2322e-06-0.00064192i,0.00011233-0.00051074i,-0.00016589+0.00012318i,-0.00024172+0.00044822i,-0.00041543+0.00070753i,-0.0011066+0.00066138i,-0.0012755+4.9453e-06i,-0.00049328-0.00044461i
-0.0011631-0.00097461i,-0.00165-0.0014607i,-0.0024116-0.0014612i,-0.0020262-0.00053222i,-0.00071591+0.00067001i,-0.00021383+0.00099023i,0.00044834+0.00079373i,0.0013644+0.00078201i,0.0015333+0.00062874i,0.00063858+0.00060438i,-0.00080723+0.00015652i,-0.0010039+2.6158e-05i,-5.776e-05-0.00022889i,8.1373e-05-0.00084973i,-0.0010232-0.0013999i,-0.0017025-0.0014699i,-0.00096107-0.00070658i,0.00016483+0.00010939i,0.00047514-0.00025461i,0.0007139-0.00071584i,0.00042316-0.00052875i,-0.00058787-0.00035588i,-0.00057894-0.00035764i
0.001592+0.00054383i,0.0020569+0.00027325i,0.0023725+0.00015653i,0.002831+0.00097697i,0.0026122+0.00065487i,0.00095475+1.0234e-05i,-0.00058649+0.00011602i,-0.00023314+0.00085422i,0.0006549+0.0010307i,0.0008092+0.00024311i,0.00073037-0.00033412i,0.00039821-0.00046765i,-0.001242-0.00053372i,-0.0023053-0.0012336i,-0.0014359-0.0012256i,0.00024997+3.1136e-05i,0.00068819+0.00035536i,0.0013212-4.7492e-05i,0.0017641-6.4804e-05i,0.00078657+8.468e-05i,0.00034161-0.00035043i,9.8624e-05-0.00094222i,-0.00058195-3.1869e-05i
0.001968-0.0015844i,0.0019486-0.0016033i,0.0017457-0.0017579i,0.0015603-0.0015958i,0.0006261-0.002079i,-0.00014345-0.0022536i,-0.0007969-0.00084071i,-0.000865+0.00091348i,-0.00027165+0.0016804i,0.00066564+0.0013864i,0.00032885+0.00032465i,-0.00049109-0.00091762i,-0.00067254-0.00080583i,-0.00096038-8.1357e-05i,-0.00069238-0.00012609i,-9.3733e-05-0.00044989i,3.7216e-05-0.00058627i,-0.00030715-0.00074317i,-0.00035701+0.00027853i,-2.8129e-05+0.00094725i,0.00057471+0.0006811i,0.00096339+0.00065251i,0.00045202+0.0010339i
9.3437e-05-0.0027729i,0.00030883-0.0014349i,0.00016171+0.00022845i,0.00032363-0.00058086i,0.00082216-0.00057163i,0.00082732-4.2846e-05i,0.00047298-0.00033515i,-0.00051656-0.0003895i,-0.0014696+0.00022063i,-0.0010401+0.00052524i,-0.00034232+0.00012645i,0.00020257+0.00020358i,0.00037911+0.00014756i,0.00039975+8.0636e-05i,0.000626-0.00022772i,0.00044478-0.00063726i,-0.00023289-0.00057667i,-0.00064523-0.00098192i,-0.00027361-0.00051373i,0.00038782+0.0004794i,0.00040668-0.00015413i,-0.00030096-0.00047236i,-0.00089248-2.7624e-05i
-0.00078848-0.0011258i,-0.0013963-0.0022201i,-0.0030805-0.0032438i,-0.0028255-0.0023066i,-0.0017919-0.0015921i,-0.00074138-0.001741i,-0.00029263-0.0017371i,-0.00080312-0.0014579i,-0.0014315-0.0013192i,-0.00051375-0.0001006i,0.00062293+0.00060197i,0.00071287-0.00038094i,0.00040071-0.0012471i,0.00027452-0.00025848i,0.00020169-1.4766e-06i,-1.5572e-05-0.00026503i,-0.00073346-0.00023311i,-0.00033327-0.00011995i,0.0012807+0.00033072i,0.0011121+0.00018746i,0.00057138-0.00058786i,0.0010987-0.00055286i,0.00048175+2.1373e-05i
0.0019754-0.00022586i,0.0022144-0.0010941i,0.0020493-0.0011635i,0.0024388-8.894e-05i,0.0022426+1.9123e-05i,0.001309-0.00056811i,0.0005045-0.00097688i,-7.2806e-05-0.00085929i,0.00026637-0.00047528i,0.00056544-0.00019656i,-6.9348e-05-8.8822e-05i,0.00025243-0.00025148i,0.00047009-8.0608e-05i,7.8955e-06+8.951e-05i,-0.00025247-0.00023752i,-0.0006332-4.399e-05i,-0.00054029+0.00031568i,0.000369+0.00027121i,0.00059991+0.00063297i,0.00087725+0.00076857i,0.00085906+0.00066762i,-1.1796e-05+0.00026994i,-0.00062675+0.0004784i
-0.00039004+4.047e-05i,0.00011084-0.000875i,0.00066205-0.0011356i,0.001668-0.0018986i,0.0014081-0.0014227i,-0.00064129-0.0010916i,-0.0015263-0.0010546i,-0.0010376-0.00067119i,-0.00061555-0.00067015i,-9.9372e-05-0.00097199i,0.00025734-0.00050393i,0.00037598+0.00038526i,-0.00025725+0.00074753i,-0.00067103+0.00046185i,-0.00037816+0.0003965i,0.00017082+0.00059536i,0.00047596+0.00026892i,7.1153e-05+0.00016224i,-0.00017943+0.00022356i,-0.00065355+0.00023402i,-0.00064955-6.7105e-05i,-0.00041311-0.00081939i,-0.0007753-0.0010879i
0.00088371-0.0026186i,0.00063821-0.0038775i,-0.00081403-0.004316i,-0.0020676-0.0030456i,-0.0024967-0.001427i,-0.0018043-0.00058077i,-9.4719e-05+0.00022961i,0.0014681+0.00010076i,0.0020548-0.00064499i,0.0011908-0.00076753i,-0.00014396-5.5788e-05i,-0.00019501+0.0002643i,-0.00031787+2.4834e-05i,-0.00057703-0.00021626i,0.00019791-0.0005611i,-0.00016326-0.0008658i,-0.00010457-0.0011684i,0.000189-0.00063175i,-0.00025518+0.00039417i,-0.0001831+0.00058769i,-0.00042886+0.00082079i,-0.0010994+0.00096651i,-0.0006696+0.00070489i
0.00030763+0.0015627i,0.0011972-0.00021582i,0.0014726-0.00061988i,0.0017772+0.00012208i,0.0023268-0.00034468i,0.0017736-0.0014685i,0.0012834-0.00095018i,0.0011524+0.00059153i,0.0009902+0.0010801i,0.00032444+0.00026102i,-0.00079061-0.00041408i,-0.0016715+1.046e-05i,-0.0016025+0.00077855i,-0.00058294+0.0008793i,0.00023675-5.5344e-05i,0.00011633-0.00042442i,0.00010724-0.00035309i,0.0001883-0.00018076i,-0.00024058+0.00011447i,-0.0002241+0.00057779i,0.00012647+0.0011139i,0.00068016+0.00099728i,0.0005899+0.00052099i
0.001194+8.7352e-05i,0.0023804-7.0717e-05i,0.0021376-0.00030335i,0.00074896-0.0012373i,-0.0012033-0.0016816i,-0.0021861-0.0010795i,-0.0015297+6.9953e-05i,-0.00055233+0.0008434i,0.00048089+0.00090331i,0.00053959+0.00010754i,0.00014208-0.00024647i,-0.000241+0.00020251i,-0.00093073+0.0004215i,-0.00064751+0.0006779i,0.000119+0.00046956i,0.00040044+0.00072971i,0.00015273+0.00083731i,9.1329e-05+0.00017456i,0.00055592-0.00037625i,0.00088032-0.0004974i,0.00058864-0.00040894i,-0.00026976+0.00034705i,-0.00035002+0.00088836i
-0.0002046-5.9039e-05i,-0.00068132-0.00098099i,-0.0001145-0.0017973i,-0.00014532-0.0013353i,-0.0010598-0.00036613i,-0.0013931+0.00043197i,-0.00055911+0.00076645i,-0.00010168+0.0014684i,0.00047162+0.0015299i,0.0010878+0.0002654i,0.0014653-0.00073188i,0.00038884-0.00051474i,-0.00073749-0.00016272i,-0.00026909+0.0005189i,4.8651e-05+0.00080986i,0.00010292-1.0865e-05i,1.4993e-05-0.00021999i,-1.3248e-05+0.00023784i,0.00045593+0.00051935i,0.000474-0.00023576i,-0.0002829-0.0008703i,-0.0008513-0.00047337i,-0.0012919-0.00044098i
0.0001482-4.1887e-05i,1.1418e-05-0.00088456i,0.00024407-0.001097i,0.00052195-0.00012508i,0.0016147-0.00016108i,0.0024078-0.0012761i,0.00080266-0.0020939i,-0.00071502-0.0017826i,-0.00051116-0.00065762i,0.00033519+0.00069678i,0.00070467+0.0012068i,0.00071077+0.0004464i,0.00043673-0.0007878i,-0.00037267-0.0013109i,-0.0008368-0.0013116i,-0.0010983-0.0010588i,-0.00049933-0.00095035i,0.00060761-0.00066328i,-0.00033475+5.981e-05i,-0.001174+0.00024824i,-0.00067717-0.00027491i,-0.00073835-0.00079032i,-0.00079173-0.00080775i
0.0017213-0.00054965i,0.0023942-7.4982e-05i,0.0027751+2.7072e-05i,0.0021713-0.00065217i,0.00075823-0.00038521i,0.00014929+0.0005282i,-0.00033455+0.00013941i,-0.00029537-0.0004495i,-0.00019409-0.0012136i,-0.00080259-0.0010386i,-0.00047918-0.00018435i,0.00018716-8.5451e-05i,-0.00012658+3.7195e-05i,-0.00079074+0.00015995i,0.00018291+0.00022866i,0.00034451+0.0001576i,-0.00018954-0.00026475i,-9.3133e-05-0.00011623i,5.6708e-05-0.00021598i,0.00051712+0.00023242i,0.000213+0.00076694i,-0.000828+0.00063551i,-0.00038924-6.9759e-05i
-0.0010279-0.00047045i,-0.0014947+0.00069825i,-0.0014525+0.00017981i,-0.0010986-1.3027e-05i,-0.0004379-0.00041014i,0.00030549-0.0014516i,0.00038623-0.00099649i,0.00048024-0.0003548i,0.00085952-0.00098578i,0.00081299-0.00070791i,8.9535e-05+0.00066003i,-0.00020282+0.00083087i,-0.00023024-2.5377e-05i,-9.434e-05-0.00109i,0.00046187-0.0012849i,0.0010735-0.00099211i,0.001183-0.0010107i,0.00062584-0.00070065i,0.00074588-7.7945e-05i,0.00083933-0.00022386i,0.0009543-0.00061163i,0.0012801-0.00052496i,0.00041951-0.00034309i
0.0023904-0.0021403i,0.0018144-0.0030111i,0.0011567-0.0045805i,0.00093769-0.0046425i,0.00016343-0.0033992i,-0.00020595-0.0017126i,0.00057623+0.00010494i,0.0010743+0.00066215i,0.0012747-0.00033442i,0.00080018-0.00046131i,-0.0011561-0.00026907i,-0.00077259-4.7852e-05i,0.00088465+0.00064314i,0.00073731+0.0008798i,0.00015887+9.757e-05i,6.6027e-05-0.00074358i,-2.6419e-05-0.0006852i,2.6832e-05-0.00044212i,-0.00027505-0.00041927i,-0.00029983-0.00052626i,-0.00016724-8.8812e-05i,0.00010369-0.00010314i,0.00015112+8.8088e-06i
0.0016303-0.00051701i,0.0016061-0.00086262i,0.0012754+0.00017958i,0.001199+0.0010999i,0.0013898+0.00090686i,0.0010194-0.00010612i,0.00025013+1.965e-05i,-3.3776e-05+0.00049785i,0.00049285+0.00013897i,0.00057406-0.00076714i,-8.8557e-05-0.0013433i,-0.00015192-0.00082328i,-0.000542+5.307e-05i,-0.00028784+0.00025368i,8.3776e-05-0.00039994i,-0.00014868-0.0010094i,0.0005919-0.00042153i,0.0005728+0.0005952i,-0.00078878+0.00032335i,-0.0012162-0.00040343i,-0.00076896-0.00047251i,-0.00036003-7.3621e-05i,-0.00037483+0.00041112i
0.0010051+0.0013365i,0.0018183+0.00082258i,0.0022862-0.0011448i,0.002046-0.0019777i,0.00077118-0.0024055i,-0.00035002-0.002175i,-0.0010417-0.00095973i,-0.00071855+0.00042862i,0.00017785+0.0012667i,0.00013754+0.00095296i,-0.00018414-1.8153e-05i,-0.0010793-0.00084966i,-0.0016584-0.00056875i,-0.0011439-3.6026e-05i,-0.00022922-0.0001265i,-0.00021328-9.4918e-05i,-0.00043139-0.00028814i,-0.00098022-0.0006629i,-0.0012803+5.2756e-05i,-0.00096102+0.001372i,-0.00010196+0.0015045i,0.00016307+0.00059087i,-0.00033438-0.00024474i
-0.00092976-0.001539i,-0.0016462-0.0020799i,-0.0022089-0.0011497i,-0.0017479-0.00078715i,-0.0003273-0.00033746i,0.00054563+0.00015009i,-0.00037285+0.00020474i,-0.0014401+0.00058176i,-0.0017269+0.0012647i,-0.00012007+0.0012814i,0.00082398+0.0008453i,2.5714e-05-9.9163e-05i,-0.00066784-0.00046568i,-0.00068963+0.00019014i,5.9083e-05+0.00059891i,0.0011579+0.00062921i,0.00098444-0.00010012i,0.00066356-0.0003734i,0.0010658+0.00017819i,0.00060078+5.3548e-05i,-0.00034948-0.00035622i,-0.0002242-5.7647e-05i,-0.00051849+9.7276e-05i
0.0019324-0.0013185i,0.0019317-0.0027308i,0.0016363-0.0027601i,0.0019145-0.001699i,0.0010596-0.0018764i,0.00015306-0.0016242i,-0.00062453-0.00044008i,-0.0012766-3.7742e-05i,-0.00016794-0.00038935i,0.00046571+0.00012191i,-0.00019665+0.00047047i,-0.00057157-0.00029955i,-0.00077145-0.00038363i,-0.0010434+0.00023495i,-0.0010996-2.3801e-05i,-0.00049796-0.0007667i,2.2535e-05-0.00045064i,-0.0001554-7.9829e-05i,0.00060601+0.00014107i,0.0013671+0.00019959i,0.00051466-0.00027996i,-0.00013157-0.00030048i,-0.00043574+0.00024481i
0.0004774+0.00052148i,0.0020983+0.0018146i,0.0023648+0.0021137i,0.0012462+0.00052701i,0.00060788-0.0010486i,0.00077025-0.001172i,0.00041952-0.0013655i,-0.00064365-0.0014666i,-0.0011032-0.00073092i,-0.001021+0.00014822i,-0.00022757+0.00078768i,0.00075976+0.00039406i,0.0013481-0.0004641i,0.0006356-0.0002419i,-0.00072535-0.00039696i,-0.0004949-0.00048798i,0.00016279-0.00043885i,0.00023441-0.0008445i,-0.00022948-0.00054635i,-0.00029109-9.0183e-05i,0.00012731-0.00033404i,-5.3184e-05-0.00072796i,-0.00052095-0.00071305i
-0.0012527-0.0014132i,-0.001656-0.0016553i,-0.0015759-0.0010558i,-0.00097029-0.00017404i,-0.00031883-0.00050202i,0.00022171-0.0015466i,0.00063571-0.0022804i,0.00034933-0.002032i,6.559e-05-0.00133i,0.00035377-0.0010635i,0.0003403-0.00013422i,-0.00014684+0.00050866i,-0.00011177-0.00028973i,0.00014151+0.00039371i,-0.00020789+0.00080352i,-0.00015903-0.00030986i,-0.0003664-0.00089331i,-0.0009035-0.00052633i,-0.00075354-0.00074744i,-0.00088315-0.00091564i,-0.00070523-0.00028072i,-8.3404e-05-0.00054927i,-0.00037966-0.00048792i
0.0020342-0.0018679i,0.0034088-0.0032855i,0.0037831-0.0033102i,0.0023898-0.0024322i,0.00071748-0.0026275i,-0.00016779-0.0019098i,1.4898e-05-0.00065265i,0.00038018-0.00043951i,0.00028925-0.0005781i,-0.00034765-0.0011786i,-0.00047546-0.0005551i,-9.7259e-05+0.0011321i,0.00040782+0.0015183i,0.0011877+0.0013009i,0.00090958+0.00019377i,0.00041149-0.00046871i,0.00082006-0.0007618i,0.00024342-0.00089251i,-0.00050563-0.00075626i,-0.00013958-0.00038584i,0.0006206-0.00030803i,0.00047488-0.00086189i,0.00016955-0.00061762i
-0.0013867-0.00031033i,-0.0018363+0.00017201i,-0.0022293+0.00058775i,-0.0023299+0.00097275i,-0.0019462+0.00067004i,-0.0010436-3.5752e-05i,-0.00057417+0.00026416i,-0.00028787+0.00021326i,0.0006943-0.00022983i,0.00089319-6.2479e-06i,0.00034127+0.00025814i,-0.00021421+0.00029649i,-0.00074808+0.00055656i,-0.00097079-9.0435e-05i,-0.00029012-0.00056115i,0.00047774-0.0001915i,0.00067676-5.5933e-05i,0.00064819+0.00095455i,-2.3832e-05+0.0017274i,-0.00026803+0.00085773i,0.00062438+0.00018717i,0.00054762-0.00018537i,-0.00061481-0.00051797i
0.00095417-0.0013497i,0.0010944-0.0021568i,0.0014869-0.0039557i,0.0014272-0.0043708i,0.00074009-0.0035791i,-0.001007-0.0024494i,-0.0013884-0.0014907i,-0.00065223+0.00027845i,0.00053789+0.0012775i,0.0014106+0.00082936i,0.00065545-0.00042156i,-0.0012166-0.00074153i,-0.001906+0.00027391i,-0.00092062+0.00085344i,-0.00035809+0.00054618i,-0.00010037-0.00054488i,0.00018088-0.00046313i,-0.00015888+3.5264e-05i,-0.00057287+0.00045341i,-0.00028587+0.00068289i,0.0001492+0.00033145i,-0.00041695+0.00068018i,-0.00021046+0.00027863i
-0.00023903-0.00099275i,0.00033697-0.0020411i,0.001379-0.0010821i,0.0013741+0.0001782i,0.00055766-3.5742e-05i,-0.00065389-0.0011976i,-0.0013565-0.00060468i,-0.00074739+0.00065984i,0.00037734+0.00086001i,0.0017018+0.00111i,0.0015626+0.00013438i,0.00015035-0.0018244i,-0.00053601-0.0014046i,-0.00039943-0.00042302i,0.00011942-0.00011655i,0.00024074+0.00020276i,0.00045082+0.00044112i,0.00097304+0.00054281i,0.0012974+0.0006845i,0.0011746+0.0010875i,0.00077551+0.0012704i,0.00043632+0.00044137i,6.5193e-05-0.0001855i
-0.00027741-0.0002026i,0.0017916-0.00050121i,0.0021017-0.00030141i,0.00060618-0.0002403i,0.00023471-0.00098797i,0.00025597-0.001522i,-0.00012016-0.0016084i,-0.00010244-0.00075418i,-0.00065493-4.2417e-05i,-0.00027203-0.00022259i,-4.0415e-05-0.00043545i,-0.00028543-0.00018894i,-0.00071166-0.000224i,-0.0012588-0.00074836i,-0.0015478-0.00014145i,-0.0014657+0.00074401i,-0.00069454+0.00079603i,-0.00046095+0.0010281i,-5.1614e-05+0.00095894i,0.00033368-2.7986e-05i,0.00051518-0.0001158i,0.00028569+0.00042292i,-0.00024621+0.00015974i
0.00045737+0.0022768i,0.00056827+0.0022761i,0.0028513+0.00032421i,0.0041025-0.0014627i,0.0031105-0.0023858i,0.0013254-0.0022551i,1.666e-05-0.0016178i,-0.0010664-0.00074393i,-0.001548+6.0153e-05i,-0.00096009-0.00023025i,0.00021929-0.00037169i,0.00021248-0.00082007i,-0.0007128-0.00048404i,-0.0011809+0.00073203i,-0.0014121+0.00066577i,-0.00066509+0.00043817i,0.00015327+0.00035339i,0.00010821-0.00089997i,0.00019286-0.0011469i,0.00017717-7.7809e-05i,0.00078301+0.00075524i,0.0012742+0.0002013i,0.00027428+0.00013873i
0.00089217-0.0021496i,-0.00067258-0.0034475i,-0.00058859-0.004541i,-0.00031218-0.0038053i,-0.00089131-0.0024189i,-0.000616-0.0006418i,-6.8614e-05+9.868e-05i,0.00056411-0.00027966i,0.00087652-0.00085489i,-0.00046565-0.00086325i,-0.0015086+0.00023352i,-0.00073995+0.0017399i,0.0006692+0.0015841i,0.0012179+0.00096501i,0.00069935+0.00034444i,0.00013184-0.00011404i,7.3533e-05-0.00045453i,0.00023084-0.00054257i,0.00054807+4.4892e-05i,0.00037873+0.00081268i,-0.00040823+0.0010676i,-0.00095954+0.00065645i,-0.00078557+0.0007207i
0.0035524-0.00081817i,0.003507-0.0015261i,0.0035446-0.0020063i,0.0029551-0.0029443i,0.0025209-0.0037897i,0.0018628-0.0029775i,0.0014587-0.0011803i,0.0013912+4.4228e-05i,0.0012887-0.00096286i,0.00079338-0.0014169i,2.98e-05-0.00034892i,-0.00038688+0.0001037i,-0.00087428+0.00067437i,-0.0013959+0.00064712i,-0.0011861-4.8027e-05i,-0.00056457-0.00025865i,0.00015841+2.6966e-05i,0.00011074+0.00013601i,0.00049686-0.00071559i,0.000794-0.0013764i,0.00018223-0.0005109i,0.00013407+0.00059921i,0.00017842+0.00020675i
-0.00015773+0.0012728i,0.00027505+0.0015902i,0.00057424+0.00068521i,0.000769+0.00012885i,0.00043811-0.00056632i,0.00043637-0.0014409i,0.00032481-0.0010594i,0.00074757-0.00034132i,0.0011675+0.00068531i,0.0014004+0.0009562i,0.0011333-1.4195e-05i,-0.0002601-0.00027649i,-0.0010133-0.00035092i,-0.00068091-0.00030069i,-0.00075575-0.00013878i,-0.0004191-0.00035959i,0.00057526-0.00041129i,0.00052993-0.00040826i,0.00015692-0.00031791i,-0.00015673-0.00037969i,-0.00031658-0.00020225i,-0.00077426+0.00012309i,-0.00085976+0.00037418i
0.0011965-0.0005885i,4.3686e-05-0.0012903i,0.00045799-0.0019296i,0.00079353-0.0018214i,-0.00030592-0.0012789i,-0.0009693-0.00058967i,-0.00029076+0.00078707i,0.00033875+0.00094664i,0.00083746+0.00053007i,0.0013783+0.0006181i,0.00042933+0.00015587i,-0.00052225-0.00050356i,-0.00058112-0.00048751i,0.00020971+0.00011058i,0.00045924+0.00078682i,-0.00017704+0.0014062i,-0.00015991+0.0011391i,-1.8079e-05-0.00015827i,-0.00017381-0.00012351i,-5.04e-05+0.00088065i,-0.00039378+0.00087512i,-0.00013336+0.00047305i,-0.00021418+0.00036734i
-0.00076708-0.0011346i,-0.00054717-0.0015691i,-0.00046903-0.0012049i,-0.00048241-0.00033861i,-0.00021124+0.00052188i,0.00035659+0.00012028i,0.00015014-0.00051298i,-0.00013897-0.00014306i,5.8189e-05+0.00053553i,0.00092224+0.00089331i,0.0013996+0.0011865i,0.00054688+0.00076477i,-0.00025308+9.7003e-05i,-0.00099065-0.00021969i,-0.00080303-0.0007842i,-0.00034034-0.0009479i,-9.7598e-05-0.0007137i,7.392e-05-0.00054618i,-4.7478e-05-9.4386e-05i,-0.00040635+0.00031835i,-0.0009029+0.00034993i,-0.00099731+3.0526e-05i,-0.00069594-6.5277e-05i
0.0008632+0.0002346i,0.001901+0.00031228i,0.0029442+0.00037026i,0.0017004+0.00033981i,0.0009524+3.4272e-05i,0.00069343-0.00082026i,0.00015693-0.00088762i,-0.00030799+0.0001816i,-0.00086424+0.00089066i,-0.00069258+0.0011054i,-2.4326e-06+0.00026824i,0.0011478-0.00074595i,0.0008847-0.00092033i,-0.00037941-0.00021054i,-0.00056617+0.00056584i,-0.00023425+0.00086217i,-0.00012302+0.00016392i,-2.9264e-05-0.00063523i,0.00019194-0.00081933i,-0.00019646-0.00077309i,-0.00086958-0.00033289i,-0.00080411-0.00047568i,-0.00045415-0.00082372i
-0.00059133+0.0011071i,-0.00054412+0.0013677i,0.000236+0.0019897i,0.00066712+0.00070439i,0.00049979-0.00053757i,0.00022643-0.00058317i,-0.00033042-0.0010347i,-0.00084883-0.0012132i,-0.00068914-0.00085335i,-0.00055395-0.00058784i,-0.00060487+0.00078014i,-0.00012138+0.0008341i,0.00074081-0.00055692i,5.7656e-05-0.00033387i,-0.00097806-0.00017154i,-0.00026502-0.00052315i,0.00045538-0.00065225i,7.571e-05-0.00071226i,-6.1761e-05-0.00012154i,-0.00014915+0.00076338i,0.00030192+0.00048198i,0.00024868-0.00048204i,-0.00086121-0.0012862i
0.0015918-0.0015199i,0.00091738-0.0031737i,0.00020381-0.0039595i,-0.00067078-0.0030853i,-0.0012139-0.0021546i,-0.0015678-0.0012277i,-0.00072133-1.0024e-05i,-0.00041514+0.00013937i,-0.00060657-0.0011369i,-0.00051895-0.0013129i,-0.00025457-8.5228e-05i,0.00020559+0.00043534i,0.00049947+0.00067974i,0.00021736+0.00069932i,0.00015331+0.00025673i,0.00032919+0.00039801i,9.7421e-05+0.00010532i,0.0001853-0.0007224i,0.00031785+7.6587e-05i,0.00073119+0.00065447i,0.0010951+0.000358i,0.00017177-0.00028518i,-0.0011443-0.00056668i
0.0001517-0.00077621i,0.00025506-0.00062725i,0.00088872-0.00077808i,0.00079637-0.00061108i,8.0244e-06-0.00069673i,-0.00052398-0.0013291i,-0.00097082-0.0011766i,-0.00022941-0.00052812i,0.00056936-0.00083232i,0.0002666-0.0015483i,-0.00076037-0.0011164i,-0.00095791-0.0002286i,-0.00048016+0.00012645i,-0.00010973+0.00064443i,0.0008167+0.00083621i,0.00152+0.00063505i,0.0014377-4.2913e-05i,0.0010592-0.00048812i,0.0010969-4.7168e-05i,0.0012714+8.6779e-05i,0.00051379+0.00023858i,-0.00047841+0.00023458i,-0.00039018+0.00026743i
