-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
-0.0014835-0.00081204i,-0.00076284-0.000548i,-0.00074155+0.0010217i,-0.0010253+0.0018162i,-0.00085321+0.0015544i,-0.00035966+0.00072994i,-0.00081562+0.00098915i,-0.0013173+0.0010953i,-0.00052279+0.00026567i,0.00016722-0.00035682i,1.9046e-05-0.00083335i,-0.00024403-0.0010396i,-2.587e-05-0.0012465i,-0.0004282-0.00016497i,-0.00085031+0.001029i,-0.00022718+0.00057386i,0.00044601-0.00065097i,0.00093115-0.00080121i,0.0010444+0.00010937i,0.00097164+0.00038622i,0.00084678+0.00084082i,0.00036855+0.00042746i,-0.0002374-0.0001125i
-0.00073686+0.0011306i,-0.00097427+0.00040358i,-0.00085905+0.00036744i,-0.0007083+0.00076855i,0.00050306+0.0009998i,0.0012967+0.00049369i,0.0010733+0.00032576i,0.00053916+0.00034032i,5.1292e-05+0.00029068i,-0.00069578+0.00038335i,-0.00067873+0.00028076i,-0.00028154-0.00034434i,0.00026851-0.00092347i,0.0005675-0.00071373i,0.00055684-0.00038245i,0.00042521-9.6296e-05i,-0.00017885-0.00039043i,0.00025683-0.00071085i,0.00016858-0.00018109i,-0.00038446-4.7701e-06i,-0.0002215+5.5569e-05i,-0.0012536+0.00043862i,-0.0016525+4.0459e-05i
-0.00072426-0.0010123i,-0.0013319-0.00016892i,-0.001228+0.00019291i,-0.0012017+0.00025035i,-0.0014008+0.00034917i,-0.0014283-0.00012221i,-0.0011326-0.00049662i,-0.00062109+0.00054449i,-0.00034873+0.00095115i,9.522e-05+0.00063301i,0.00053298+0.00072487i,0.00026509+0.00021697i,-0.00019382-0.00035753i,-0.00011123+1.3162e-05i,0.00036333+0.00048801i,0.00071705+0.00076528i,0.00045382+0.00075288i,0.00019665+0.00015957i,0.0006837-0.00026272i,0.00080459+0.00013662i,0.00052513+0.00041727i,-0.00022964+0.00016836i,-0.00045161-0.00049371i
0.00028425-0.0012359i,-0.00053548-0.00076936i,-0.00091179-0.00095613i,-0.0010839+8.5879e-05i,-0.0010743+0.00051347i,-0.0010576-0.00013731i,-0.00024887-0.0008406i,0.0004535-0.0011875i,0.00017392-0.00064726i,-1.8825e-07-0.00072393i,0.00012523-0.0005058i,0.00014869-3.7021e-05i,0.00055996+0.00018178i,0.0010242+0.00010725i,0.0010092-0.00063246i,0.00063932-0.00083129i,0.00012853-0.00023378i,-0.00011054+0.00041436i,0.00010463+0.00073729i,-0.00020464+0.00040617i,-0.00029488+0.00014085i,-0.00024516+0.00023438i,-0.00046877+0.000272i
-0.00073033+0.0012366i,-0.00010059+0.00068242i,-0.00050854+0.00039895i,-0.00070422+0.00015347i,-0.00012388+0.00026062i,6.0591e-05-6.0021e-05i,0.00013076+0.0004556i,0.00045585+0.0011608i,0.00070272+0.00046386i,0.0011683-0.00022237i,0.00093274-0.00043884i,0.00045433-0.00050866i,0.00026511-0.00032027i,8.1526e-05-0.00035759i,0.00023688-0.00056744i,9.2353e-05+0.00012209i,-6.5204e-05+0.00018036i,-0.00074847+0.00020743i,-0.00088604+0.00076948i,-0.00062382+0.00031911i,-0.00062858-0.000105i,-0.00059272+7.2346e-05i,-0.0004678+2.7399e-05i
-0.00012359+0.00050684i,-0.00012617+0.00011205i,-0.00031498-0.00035528i,-0.00028554-9.7846e-05i,0.00061075-0.00012555i,0.00076044-0.0003433i,-0.00018213-0.00015724i,-0.00026019-0.00041866i,0.00036917-0.00044596i,0.00068855-0.00053947i,0.00054818-0.00088904i,-0.00027748-0.00022806i,-0.0007805+0.00047594i,-0.001043+4.7261e-06i,-0.0015374+6.5096e-05i,-0.00071085+0.00053741i,-0.00011519+0.00059302i,-0.0012525+0.00026263i,-0.001062-0.00019026i,-0.0002156-5.5056e-05i,9.5388e-05+0.00053913i,-0.00016477+0.00091761i,-0.00071696+0.00042444i
0.00057453+0.00036288i,-0.001243+0.00023129i,-0.0018568+0.00055053i,-0.0014378+0.00020052i,-0.00085317-0.0008368i,-0.00061064-0.00067147i,-0.00080895+6.9506e-05i,-0.0004054+0.0004244i,1.1899e-05+0.00098086i,-2.93e-05+0.0010277i,0.00010936+0.00032142i,-0.00019996-0.00023042i,-8.219e-05+7.6801e-05i,0.00037092+0.00074876i,0.0010464+0.00034869i,0.001809+0.00056951i,0.00070623+0.0006211i,-0.00029709-0.00064148i,7.3714e-05-0.00054153i,0.00022312+0.00017085i,-0.00013254+0.00055502i,-0.00041283+0.00070546i,-0.00032666+0.00027221i
0.00011121+7.0447e-05i,-0.0007503-0.00035485i,-0.00057391-0.0012382i,-0.00056922-0.0017936i,-0.00053198-0.0017261i,-0.00039128-0.000845i,-0.00035869-7.8849e-05i,-0.00022398+0.00028743i,5.2252e-06+6.6717e-06i,-0.00062049-0.00040916i,-0.0012222+0.00011291i,-0.00038428+0.00030117i,0.00075378+8.1477e-05i,0.00036386+0.00046552i,0.00027844+0.00053087i,0.00079187+0.00022211i,0.00058458+0.00024521i,0.00039272-0.00031937i,0.00036495-2.6511e-06i,1.6946e-05+0.00034019i,-2.7518e-06-0.0004455i,0.00085516-0.00051027i,0.00085671-0.00013258i
-0.00020178+0.00076738i,0.00014059-4.2158e-05i,0.00066026+0.00033446i,-0.00042178+0.00030602i,-0.0011695+8.9962e-05i,-7.8947e-05-0.00018693i,0.00072573-0.00015655i,0.00060417+0.00045428i,-0.00019447+0.00068188i,-0.00069768+0.00063148i,-9.9318e-05+0.00013296i,3.4798e-05+3.1438e-05i,0.0004057-0.00016271i,0.00063272+0.00022444i,-8.1414e-05+0.0013518i,-0.00020833+0.0010642i,-2.4919e-05+0.00033304i,-0.00049672-0.0003182i,-0.00064826-0.00040314i,-0.00052126-0.00013529i,-0.00032907-0.00027876i,-0.00012348-0.00018901i,-0.0002169+0.00033619i
-0.00073249-0.00093283i,-0.00079245-0.00035113i,-0.0017897+0.00068739i,-0.0013925+0.0012017i,0.00026945+0.0013996i,0.0009186+0.00068549i,0.00079884-0.00010823i,0.0001199+0.00034088i,-0.00053042+0.00040217i,-0.00031897-0.00020674i,0.00031263-9.446e-05i,0.00053284+5.4313e-05i,0.0002195-0.00056008i,-0.00038476-0.00042298i,-0.00037322-0.00012591i,0.00033462-0.00033251i,0.00043168-2.4515e-05i,0.00061809+0.00017269i,0.0010094+0.00043964i,0.00048174+0.00080774i,-0.00045962+0.00049685i,0.00013118+5.2918e-05i,0.00092025+0.00033632i
-0.00084594+0.00036057i,-0.00040976+0.00097566i,-0.00039866+0.0014045i,-0.00074707+0.0014794i,2.7862e-06+0.00086447i,0.0014974+0.00068674i,0.0018143+0.00013717i,0.0018036-0.00055003i,0.0014363-0.00097697i,0.00046344-0.00065617i,-0.00038843-2.5667e-05i,-0.00025075-0.00031516i,0.00017561-0.00086014i,-4.7956e-05-0.00062853i,4.3236e-05+5.5866e-05i,0.00062446-7.2048e-05i,0.00065459-0.00017732i,0.00050597+0.00026866i,6.6326e-05-8.387e-05i,-0.00088582-0.00010158i,-0.0009689-0.00057014i,9.5985e-05-0.0014544i,0.00065464-0.0010041i
-0.00037849-0.0012941i,-0.0015474-0.00065166i,-0.0015901+0.00033997i,-0.0014539+0.0014088i,-0.0013167+0.0017267i,-0.00093642+0.0010217i,-0.00091521+0.00042651i,-0.00050471+0.00032632i,0.00062994-0.00053267i,0.0011567-0.000661i,0.00089691-0.00017028i,0.00082115-0.0002317i,0.00047972-1.5278e-05i,0.00015866+0.00042125i,0.00038786+0.00075896i,0.00038637+0.00067319i,-4.1423e-05-0.00058468i,8.0123e-05-0.00088219i,-7.2002e-05-5.2934e-05i,-8.4159e-05+0.00057645i,0.00027587+0.00027354i,-8.6203e-05-0.00039873i,-3.9878e-05+0.00010715i
-0.0016064+0.00073795i,-0.00091652+0.00067318i,-0.0006122+0.00090952i,0.00082517+0.0011977i,0.001633+0.00011081i,0.00050602-0.0013081i,-0.0008238-0.00088599i,-0.00062689+6.6396e-05i,0.0002261-8.3923e-05i,-0.00033695-0.00057401i,-0.00036694-0.00054619i,0.0010867+0.00038125i,0.001912+0.00077758i,0.0015156+0.00042988i,0.00050192+0.00045206i,0.00051866+2.8751e-05i,0.0014825-0.0004881i,0.0004293+0.00025076i,-0.00086915+0.00034359i,-0.00058403+0.00023628i,2.2284e-05+5.5057e-05i,0.00032228-0.00018217i,0.00034132-6.412e-05i
-0.0015792+0.00051412i,-0.0026726+0.00021993i,-0.0030237+0.00025358i,-0.001265+0.00068051i,-3.5321e-05+0.00076219i,-0.00024553+0.0003946i,-0.00039148+0.00047383i,0.00060269+0.0003775i,0.0010231-6.2167e-05i,0.00064211-0.00036508i,0.00098228-0.00023759i,0.00053234-0.00022897i,-0.00030414-0.00054105i,-9.2158e-06-0.00081575i,6.8578e-05-0.00056368i,-8.3509e-05-7.6835e-05i,-5.5765e-05-0.00025753i,-9.6551e-05-0.00073505i,-0.00039962-0.0011047i,-0.00047128-0.00085995i,-0.00027207+2.4361e-05i,0.00033697+0.00040583i,0.00033802+0.00020847i
4.7989e-05-0.00058633i,0.001507+0.00059455i,0.00068216+0.0013114i,-0.00029304+0.0012294i,0.00026801+0.00078602i,0.00033248+0.00015858i,4.134e-05-0.00010534i,6.8327e-06-0.00026561i,3.031e-05-0.00017298i,0.00068548+0.00037444i,0.00089372+0.00071241i,0.00093453+0.00066981i,0.00042623-0.00026338i,-0.00036892-0.00088636i,8.223e-05-0.00083753i,0.00089453-0.00057544i,0.00089101+6.5789e-05i,0.00029733+0.00099414i,-0.00038315+0.0011943i,-0.00047833+0.0013061i,-0.0010668+0.0011482i,-0.001206+0.00052212i,-0.00015477+0.00025612i
-0.0013442+0.0013757i,-0.001624+0.0014447i,-0.00060091+0.0014922i,0.00042487+0.0016222i,0.0006951+0.00064593i,0.00028595-0.00046601i,9.9553e-05+7.6593e-05i,-2.0973e-05+0.001119i,-0.00014671+0.00083021i,0.00021217-7.0785e-05i,0.00046685-0.00049525i,0.00077979-0.0004617i,0.00043786-0.00064971i,1.9679e-05-0.0011438i,0.00017388-0.0004406i,0.00045+5.5641e-05i,0.0010271-0.0003782i,0.00064936-0.00027219i,0.0003123+0.00015151i,9.1868e-05+0.00056133i,-0.00067948+0.0009039i,-1.7323e-05+0.00058013i,0.0010166+0.00076701i
-0.0010565-0.0014163i,-0.0017662-0.00028292i,-0.0025637+0.00088274i,-0.0027417+0.0012071i,-0.0014669+0.0013892i,-0.00030386+0.0011021i,3.0518e-05-0.00023686i,0.00028328-0.000646i,-0.00023256-5.2527e-05i,-0.00052301-8.0401e-05i,0.00045307+1.9735e-05i,0.0013428+0.00011981i,0.0012748-0.00034535i,0.00037125-0.00023477i,0.00010416-0.00072549i,0.00063858-6.1835e-05i,0.00058523+0.00032209i,0.0009471-0.00045948i,0.00073696-0.00040161i,0.00021566+0.00013835i,0.00020314+0.0011593i,1.9871e-05+0.0010037i,0.00037575+0.00011719i
0.00076718+0.0011801i,-1.9315e-05+0.0010472i,-0.00040082+0.00088727i,-3.3937e-05+0.0018635i,0.0005842+0.0019258i,0.00032349+0.00031405i,-0.00029618-0.00080562i,0.00011064-0.000503i,0.00084904-0.00046017i,0.00024964-0.00045933i,0.00045359-0.00047128i,0.0012888-0.00071363i,0.0012418-0.00031646i,0.00061256+0.00065716i,0.0003303+0.0007765i,0.00081318+0.00056785i,0.0013392+0.00043719i,0.0015243+3.8767e-05i,0.00091034+0.00037944i,0.00023978+0.0006801i,-0.00060823+0.00024801i,-0.00099535+8.4129e-05i,-0.0004488+7.4826e-05i
9.5816e-05+0.0003567i,-0.00042622+0.00051894i,0.0002225+0.00067689i,0.00068411+0.00047698i,0.00014238-0.00014655i,-0.00063426-0.00097032i,-0.0010377-0.00088782i,-0.00088368-0.00044182i,-0.00041202+0.00041324i,-0.00014568+0.0004262i,-0.00026052-4.4898e-05i,-0.0008081-0.00046919i,-0.00030784-0.001173i,0.00050865-0.00020787i,0.00014445+0.0011049i,0.00049419+0.00048459i,0.00088507+2.5791e-05i,0.00017151+0.00016092i,-0.00029967+9.8489e-05i,-0.00041897-0.00028213i,-0.00020744-7.5122e-05i,0.00023549+0.00038852i,-7.3038e-05+0.00033818i
-0.0001745+0.0021379i,-0.00015466+0.0026703i,-0.0010492+0.0014091i,-0.00075167+0.00031633i,8.2166e-05+0.00039255i,5.2418e-05+0.0007777i,-0.00039179+0.00068204i,6.2501e-05+0.00027949i,0.00070214+8.896e-05i,0.00059446+2.0994e-05i,-0.00018438-0.00010799i,0.00021986-5.8083e-06i,0.00052341-9.7518e-05i,-0.00023602-0.00025523i,-2.5436e-05+6.313e-05i,0.00077867+8.7743e-05i,0.00074792-0.00013884i,0.00040769-0.00071803i,0.00022416-0.00067901i,-1.3428e-05-0.00012222i,-0.0003247-5.4677e-05i,-0.00042469-9.295e-05i,-0.00054499-0.00069139i
-0.00056796-0.00011019i,6.4018e-05-0.0015937i,-0.00073858-0.0020511i,-0.0010601-0.00059554i,-0.00097471+0.0003886i,-0.0014148-0.00025791i,-0.00041451-0.00018545i,0.00065082+0.00017244i,0.00024673-0.00021098i,0.00026132-0.00090297i,0.00018798-0.00084204i,-0.00012694-0.00079322i,0.00036167-0.0011547i,0.00070571-0.00056919i,0.0010398+0.00053112i,0.0014241+0.0010286i,0.0013655+0.0006192i,0.0010535+0.00059882i,0.00060194+0.00064919i,7.481e-05-5.4829e-06i,-2.9004e-05-0.00048964i,0.00026805-9.4713e-05i,-0.0002833+0.00015944i
-0.0003426+0.00034357i,-0.0011606+0.00048692i,-0.0010986-0.00035616i,-0.00095128-0.00048783i,-0.0013853+4.1162e-06i,-0.00089868+0.00068769i,-0.00010952+0.0012474i,-0.00034607+0.0012223i,-0.00041663+0.00086086i,-0.0010784+5.4058e-05i,-0.0013659-0.0011462i,-0.00061933-0.0016327i,0.00038216-0.00082022i,0.00097829+1.3178e-05i,0.00097646+0.00026771i,0.00095776+0.00033987i,0.0010444+1.9663e-05i,0.00072205-0.00018507i,0.00021336-7.9014e-05i,0.00018121+0.00045879i,0.00079312+0.00056674i,0.00043843+0.00052482i,0.0002129+0.00039933i
-7.0667e-05-0.00077593i,-0.00092646-0.00052037i,-0.0012914+0.00042396i,-0.0014839+0.0011021i,-0.00098036+0.0005761i,-0.00030475-9.5134e-05i,-0.00026315-0.00021785i,-0.00048469+0.00010762i,0.00010212-0.00016229i,0.00028702-5.7919e-05i,-0.00060975+0.00036669i,-0.0004818-5.6468e-05i,0.00018341-9.144e-05i,0.0010228-0.00014974i,0.0011857+7.3271e-05i,0.00053623-7.9869e-05i,-7.8962e-05-0.00044661i,-7.4677e-05-0.00016686i,0.00028635+9.5573e-05i,0.00046342-2.6136e-05i,-0.00017923+0.00015413i,-0.0008721+0.00027008i,-0.0001305-0.00043882i
-0.00030943-0.0010447i,-0.00053122-0.0009232i,-0.00066793-0.00086934i,-0.00057357-0.0013366i,-0.00088487+3.5871e-05i,-0.001156+0.001923i,-0.00037984+0.0018518i,-2.8831e-05+0.00030414i,-0.00029369-0.00086197i,0.00012372-0.00099232i,0.00034487-0.00056013i,0.00014288-0.00017358i,-0.0001889+0.00038146i,-0.00038622+0.00077175i,0.00039901+0.00027346i,0.0013049+9.1716e-05i,0.00050491+0.00059653i,0.00011344+0.00032021i,0.00040258-0.00023417i,1.8639e-05-0.00019227i,-0.00023205-0.00037367i,0.00026643-0.00068825i,0.0011145-0.00071461i
0.00051462-0.00016708i,4.9258e-05-6.1661e-05i,-0.00038847-0.00011778i,-0.0013891+0.00039258i,-0.0020271-0.00019561i,-0.0011509-0.00081911i,-0.00044812+0.0003415i,7.4985e-05+0.0011232i,6.5561e-05+0.0012519i,-8.6578e-05+0.00049031i,0.00057686-0.00042045i,3.0465e-06-0.00040524i,-0.0012167-0.0003432i,-0.00090159+0.00062453i,1.5725e-05+0.00093784i,0.00043978+0.00092679i,0.00036326+0.00058071i,-0.00037518-0.00021888i,-0.00061096-0.00059897i,0.00026288+7.7543e-06i,0.00041062-5.3722e-06i,-0.00049037-4.9983e-05i,-0.0003591+0.0001478i
-2.9448e-05-0.00064527i,-4.2243e-05-0.00082466i,-0.00026448-0.0013245i,-0.0010302-0.00072086i,-0.0016454+0.00059216i,-0.0015181-0.00026367i,-0.00044546-0.00067262i,0.00029897+0.00024569i,0.00011614+8.6728e-05i,-0.00070813-0.0002762i,-0.00086891-0.00042564i,-0.00036611-0.00031699i,-0.00036715-0.00072801i,-0.00071457-0.0010168i,-0.00051402-0.00044734i,0.00017146+7.9143e-05i,0.00013606-0.00038244i,-0.00074346-0.001191i,-0.0010071-0.0011116i,-0.001111+0.00010816i,-0.00076832+0.00089197i,3.2612e-06+0.00026458i,0.00016125+7.3731e-05i
0.00091241-0.00017761i,9.7518e-05-0.00022521i,-0.00071964-0.00057966i,-0.0011575-0.00090331i,-0.0013557-0.00094764i,-0.0013747-0.00019689i,-0.0011339+8.9981e-05i,-0.00013499+0.000341i,0.00041001+0.00059438i,0.00011047-9.4896e-05i,-1.2978e-05-0.00084639i,0.00056217-0.00042104i,0.00073378+0.00037644i,0.00015084+0.00070279i,0.00017614+0.00070204i,0.00062602+0.0001601i,0.00061728-0.00012146i,0.00024922+0.00027742i,5.7385e-05+0.0009337i,-0.00012816+0.00090907i,-0.00025263-0.00046549i,-0.00018521-0.00097843i,0.00018272-5.9698e-05i
0.00017447-0.00038206i,0.00034618-0.00016018i,-0.00090822+0.00028843i,-0.0011994+0.00083428i,-0.00072003+0.00094415i,-0.00032709+0.0011505i,-0.00017024+0.0012944i,-0.00054385+0.00036185i,-0.00059905-0.00011643i,-0.00091338+0.00014948i,-0.00022049+0.00010635i,0.0010262-1.1702e-05i,0.0010444-0.00034678i,0.0008422-0.00060459i,0.0005817-0.0007119i,0.00031705-0.000523i,0.00029369-0.00018383i,0.00041063-0.00015043i,0.00045802+0.00018603i,-0.00037069+1.0884e-05i,-0.00079402+0.00017664i,-0.00076477+0.00080848i,-0.00070465+0.00034115i
0.0002089+0.00066363i,0.0005057-0.00080177i,0.00018886-0.00060812i,-0.0009808-0.00014031i,-0.00090292-0.00018052i,-0.00039505+3.1282e-05i,-0.0008589-0.00027886i,-0.00030495-0.0002088i,0.00062346-0.00013591i,0.0011055-3.1577e-05i,0.00086726+0.00018425i,6.7107e-05-6.1072e-05i,-0.00072601-0.00018655i,-0.00058254-0.00011769i,0.00053021+0.00053408i,0.0010382+0.00058616i,0.00082123-0.00042326i,0.00034455-0.00025925i,-0.00048867+0.0007775i,-0.00044174+0.00091677i,-0.00020711-5.2576e-05i,-0.00017756-0.00026475i,0.00011172+0.00016726i
-0.00076434-0.00048527i,-0.00083123+0.00039512i,-0.00022107+0.00056607i,-0.0014443+0.00064306i,-0.0024005+0.00090539i,-0.0014063+0.0010955i,-0.00071863+0.0008707i,-0.00043279+0.00031466i,-0.0001727-0.00025838i,0.00038751-0.00064335i,0.001093-0.00081499i,0.00080356-0.00041097i,0.00010688-0.0005202i,-0.00099158-0.00077508i,-0.00047902-0.00047594i,0.00060907-1.1506e-05i,0.0010864-7.0596e-05i,0.0012089-0.00058984i,0.0002935-0.00095684i,0.00028404-0.0010706i,0.00051345-0.00054707i,-0.00011562+0.00048075i,-0.0010315+0.00045432i
0.00039081+0.0022265i,0.00043134+0.0025522i,0.0013271+0.0017627i,0.00082221-0.0001646i,-0.00012871-0.001014i,-0.00085056-0.0005172i,-0.0010823+0.00063651i,-0.00030762+0.00073242i,0.00024885-4.8283e-05i,0.00035583-0.00027067i,-0.00027141-0.001054i,-0.00021555-0.0013349i,-0.00032124-0.00091771i,-0.00047627-0.00046845i,-0.00056561+9.181e-05i,-0.00021615+0.00048657i,0.00044116+0.00047131i,0.0011311+9.217e-05i,0.00045895+0.00013571i,-0.00070308+0.00037788i,-0.0010657+0.00022274i,-0.00092595+0.00015352i,-0.00043568+0.00046127i
0.00015149+0.00098065i,0.00061695+0.00086987i,0.00012487+5.3229e-05i,1.2448e-05-0.00086126i,0.00014994-0.0010373i,-0.00062774-0.00094935i,-0.0010786-0.0006619i,-0.00028754-0.00016656i,0.00012497+0.00014901i,0.00029955-0.00053163i,0.00027684-0.00057665i,0.0002185+0.00011177i,0.00040314+0.00093158i,1.5396e-05+0.00089393i,0.00021118+0.00028587i,0.00113-2.2024e-05i,0.00097075+0.00014811i,-1.5717e-07+0.0005057i,-0.00041544+0.00011396i,-0.00053322+0.00040075i,-0.00076466+0.0011909i,3.441e-05+0.00058411i,0.00050798+0.00026195i
0.00075051-0.0011281i,-0.00018334-0.0011086i,-0.00012682-0.00054354i,-0.00098726-0.00026965i,-0.0004203-0.0010584i,0.00045474-0.00045783i,0.0001731+0.00026019i,-0.00017581+0.0010929i,-0.00070145+0.0012743i,-0.00053276-0.00023633i,0.00016224-0.00051063i,-0.0004844-2.1754e-05i,-0.00018983-0.00038764i,0.00094591+1.9773e-05i,0.0014814-7.0001e-05i,0.0013955-0.0005139i,0.0010545-0.00015107i,0.00081334+0.00025194i,0.00042101+0.00016099i,0.00030425+0.00017254i,0.00024754+0.00050795i,-0.00037215+0.00043013i,-0.00028085+0.00015073i
2.5084e-07+1.7043e-05i,-0.0015417+0.00024338i,-0.0025074-0.00045728i,-0.001703-0.00047124i,-0.00058715+0.00027137i,-0.00089724+0.00023287i,-0.00066419+0.00014935i,-0.00025347+0.00011299i,-0.0005034-0.00010622i,-1.068e-05-0.00010935i,0.00056185-6.6101e-05i,0.0004384+0.0001299i,0.000152+0.00066325i,-3.4671e-05+0.00027786i,-0.00019817-0.0002703i,0.00030974+0.00042474i,0.00081179+0.0011551i,0.00027894+0.00098952i,0.00015558-0.00022153i,0.00028116-0.00056826i,-0.00010031-0.0002349i,-0.00012315-0.0002966i,-0.00051089-0.00017466i
0.001172+0.00044162i,0.00078139-0.00032284i,0.0002016-0.00067388i,-0.0011125-0.0010517i,-0.0015-0.0012704i,-0.00056402+0.00010396i,-0.00019237+0.00076251i,1.8606e-05+0.00067802i,0.00062361+0.00045989i,0.00049805+0.00018415i,0.00051805+0.0001004i,0.0007704+0.00023307i,0.00076512+0.00041485i,0.00058674+0.00019884i,0.00017705+9.3382e-05i,-0.00013624+0.00023576i,0.0001803-0.0002041i,-0.00032894-0.00046785i,-0.00054891-0.00069324i,0.00031562-0.00034966i,0.00047861+0.00049064i,-0.00030821+0.00061209i,0.00068915+0.00056182i
-0.00029634+0.00077155i,0.0002293-0.00050237i,0.00032706-0.0016092i,-9.0797e-05-0.0017909i,-0.00066782-0.00153i,-0.00098345-0.0014349i,-0.00094818-0.0010995i,-0.00010873-0.00021098i,0.0001749+6.7839e-05i,-0.00012708-0.00015956i,-9.4372e-05-3.745e-05i,-5.6388e-05+0.00010149i,0.0003087-5.6093e-05i,0.0011919+0.00033927i,0.0010873+0.00021662i,0.00037254-0.00020326i,0.00052321+0.00024922i,0.0010129+0.00048397i,0.00054184+0.00017309i,0.00015029+0.00032129i,3.6716e-05+0.00061444i,-0.00035614+0.00032335i,0.00025545+0.0009653i
0.00033283+0.00058158i,0.00093912+0.00037653i,0.00044993-0.00014567i,-3.106e-05-0.00072687i,-0.00028994-0.00072578i,-0.0013942-0.00046254i,-0.0012644-0.00059383i,-0.000996+0.00036803i,-0.00033661+0.0013506i,0.00043285+0.00092005i,-0.00011152+0.00035585i,-0.0002024-0.00010751i,0.00043821-0.00021957i,0.00029861-0.00012992i,-0.0001165+0.00014478i,0.0002245-0.00025434i,0.00080046-0.0010189i,0.0010497-0.00065021i,0.00055873+0.00024948i,0.00056048+0.00034502i,0.00033435-0.00048927i,0.00019786-0.00081184i,1.5025e-05-0.00017576i
-0.0002975+0.00019509i,-0.00077431-0.0007499i,-0.00074651-0.00039886i,-0.00040201+0.00061709i,-0.00077712+0.00019499i,-0.0005233-0.000185i,0.00014279+0.00078337i,0.00038991+0.00057275i,0.00058849-1.2002e-05i,0.00018213-0.00028162i,0.00031222-0.0008545i,0.00032025+8.4097e-05i,0.00020753+0.00084985i,-0.00018329+0.00026276i,-0.00071455-0.00020665i,-0.00011501-0.00043706i,0.0006073-0.00022176i,0.0010686-0.00038272i,0.0012396-8.8516e-05i,0.0005558+0.00010256i,0.0006637+0.00010303i,0.00090044+0.00010425i,8.0782e-05-0.00039212i
-0.0011812-0.00090669i,-0.00082045-0.00039913i,-0.0010479-0.00042793i,-0.0012775-0.00056766i,-0.001008-1.3838e-05i,-0.00095538+0.00077992i,-0.0006832+0.0005544i,-0.00043795-5.9115e-05i,-0.0001934+0.00038156i,-0.00013023+0.00068362i,-0.00065732+8.4438e-05i,-0.00019454+0.00014829i,0.00064471+0.00017975i,0.00069921+0.00032101i,0.00059891+0.00022236i,0.00070114+8.9575e-06i,0.00069821-3.3753e-06i,0.00055858-0.00040639i,3.4584e-05-0.00032341i,-0.00099838-0.00043078i,-0.00053035-0.00078784i,-1.5706e-05-0.00067624i,-2.0325e-05+0.00015354i
-0.0019847-0.00046296i,-0.0019277+0.00013934i,-0.0013592+0.0012269i,-0.0012408+0.0018508i,-0.0010865+0.001068i,-0.0011551+0.00090185i,-0.001161+0.00094698i,-0.00067788+0.0014653i,-0.00039605+0.0015071i,-0.00030185+0.0009036i,-7.0039e-05+0.00083752i,-0.00077959+0.00061866i,-0.00087893-0.00043085i,-0.00059417-0.00042892i,0.00030666+7.9581e-05i,0.0012577+0.00079318i,0.0012853+0.0010092i,0.0011387+0.00065133i,0.00048997+0.00079828i,0.00069695+0.0007757i,0.00068455+0.00049794i,0.00059255-0.0005428i,0.00099573-0.0012818i
0.0017616-0.00017093i,0.0018284-0.00085698i,0.00057265-0.00095445i,-0.00028361-0.00055071i,0.0007712-0.00051307i,0.00080228+0.000157i,0.00044119+0.00077493i,0.00045803+0.00090151i,0.00038753+0.00059923i,-0.00026684-0.000167i,-0.0008925-0.00082116i,-0.00094717-0.0012835i,-0.0008349-0.0013066i,-0.00012007-0.0006036i,0.0010262+0.0002377i,0.0012503+0.00081836i,0.00078962+0.0006132i,0.00030353+0.00059773i,0.00066479+0.00072477i,0.0005502+0.00048343i,-0.00012931+0.00011603i,-0.00044526-0.00057355i,-0.0003915-0.00076997i
-0.0002381+0.00045908i,-0.0010153+0.00027957i,-0.00030508+0.00063157i,0.00041384+0.0010162i,0.00071865+0.00013707i,0.0010522-0.00049518i,0.0014731-0.00014813i,0.0013623+0.00060168i,0.00018103+0.00088523i,-1.0552e-05+0.00026572i,0.00016097-0.00046338i,0.00015124-0.00050105i,0.00061038+9.9654e-06i,0.00041543+0.00038329i,8.664e-06-8.6614e-05i,0.00051169-0.00048343i,0.00071471-0.00050941i,0.00094162-0.0006863i,0.00066906-0.0010793i,0.0001214-0.00027979i,-0.00024767-0.00013118i,-0.0012144-0.00075946i,-0.001366-0.00053914i
