-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
-0.00051268-0.0018i,-0.001383-0.0025677i,-0.0023418-0.0014515i,-0.0019668+0.00010854i,-0.001111+0.000583i,-0.00055805+0.00093458i,4.4572e-06+0.00054601i,0.0001807-0.0008843i,-0.00099566-0.0011957i,-0.00092632-0.00014226i,5.6682e-05+0.00019729i,0.00026026-0.00075611i,0.00036544-0.00083725i,0.001292-0.0011282i,0.0025796-0.0025137i,0.0018653-0.0035381i,-0.0010264-0.0034098i,-0.0019119-0.0030012i,-0.0010418-0.0018159i,0.00013209-0.00080222i,0.00079707-0.00053776i,0.000156+0.00052113i,-0.00044995+0.00063193i
-0.000192+0.0028937i,0.00014716+0.0048536i,0.00020214+0.0046519i,-1.2436e-05+0.0025228i,-0.00023353+0.0007812i,0.00031151-0.00040078i,0.001583-0.00054035i,0.0017447+7.564e-06i,0.00069565-1.7776e-05i,-1.944e-05-0.00046423i,0.00039582-0.00049513i,0.0012879-0.00077727i,0.0015522-0.0012388i,0.0011983-0.0014742i,0.0011466-0.0011856i,0.00097838-0.0012331i,0.00091875-0.0010204i,0.00069081-0.00020373i,-0.00041963+0.00017697i,-0.00083085+0.00026575i,-0.0003902+0.00024364i,0.00030738+0.00032118i,0.00013234+0.00062708i
-0.00059472-0.0001953i,-0.0027852-0.0008456i,-0.0025955-0.0021885i,-0.00099422-0.001906i,-0.00033513-0.0014596i,-0.00011734-0.00022839i,0.0002195+0.0011344i,0.0004836+0.00016785i,0.00047523-0.00088094i,-0.0003638-0.00090941i,-0.001287-0.00054354i,-0.00043933+0.0004703i,0.00038071+0.0015266i,-0.00068123+0.0018829i,-0.001066+0.001148i,0.00096177+8.7019e-05i,0.0028814-4.9228e-05i,0.0034402+0.00073903i,0.0030553+0.0011987i,0.0021185+0.0011773i,0.001309+0.00092378i,0.00091081+6.1312e-05i,0.0004616-0.0011659i
-0.00026461-0.0016615i,-0.0005917-0.0022981i,-0.00028972-0.0011333i,0.00035509+0.0010613i,-0.00017146+0.0020736i,-0.00038338+0.0012954i,0.00093733+0.00097643i,0.0016825+0.0012996i,0.0012377+0.00037946i,6.4526e-05-0.00011881i,-0.00097129+0.00064382i,-0.0011747+0.00021556i,-0.0014349-0.00050483i,-0.00090843-0.001141i,0.00020181-0.0022335i,-0.00024302-0.0027585i,-0.0021517-0.0024296i,-0.0028029-0.0023368i,-0.0018161-0.0020315i,-0.00075078-0.0012554i,0.00035817+5.8833e-05i,0.00053256+0.001119i,0.00037615+0.00085251i
0.0017723+0.0022305i,0.0018932+0.0015347i,0.0013296+0.0018713i,0.00081406+0.0028872i,0.00078165+0.0036243i,0.0013616+0.0030774i,0.0008284+0.0017256i,0.00068191+0.00023563i,0.0011319-0.00049646i,0.00087623-0.00071451i,0.0008794-0.0016122i,0.00072523-0.0016876i,0.00024956-0.0010051i,0.00022451-0.00021894i,0.00066573+0.00079592i,0.0011225+0.00088573i,0.0010899+0.00030613i,0.0011816-0.00051915i,0.00073859-0.00039737i,0.00017452+0.00011953i,0.00043114-2.3907e-05i,0.00040678+0.00015343i,0.00024701+0.00051617i
-0.00054633-0.00010079i,-0.0023869-0.00041803i,-0.0031391-0.00092964i,-0.0024332-0.0003357i,-0.001756+0.0018836i,-0.0012308+0.003148i,-0.00063196+0.0030109i,-0.00061794+0.0022207i,-0.00057635+0.0012365i,0.00021996+0.0002623i,0.001318-6.9807e-05i,0.0011741+0.00048316i,0.00031957+0.0015173i,0.00029821+0.0022638i,0.0012062+0.0019676i,0.0024367-5.6556e-05i,0.0027689-0.0018869i,0.0022105-0.0015105i,0.0014858-0.00087004i,0.00091398-0.00058945i,0.00036842-0.00012254i,-0.00063139+0.00031877i,-0.0010352-9.6422e-05i
-0.0023677-0.0010424i,-0.0023526-0.00016827i,-0.0014547+0.00095778i,-0.00059771+0.00073431i,-0.00012249+0.00037115i,-0.00017173+0.00025716i,-0.00012245+0.00018961i,0.00047322+0.00058296i,0.00072289+0.0012044i,0.00049298+0.0015198i,-0.00031018+0.0010478i,-0.0010087+0.00038044i,-0.0011178-0.00047783i,-0.001531-0.0021024i,-0.0016212-0.0027492i,-0.0021817-0.0012802i,-0.0029666+0.00057014i,-0.0029456+0.0011904i,-0.0032929+0.0010897i,-0.0024383+0.00066732i,-0.00054579+0.00080957i,0.00024328+0.00087017i,-0.00014864+0.00036827i
0.0020073-0.0017839i,0.0023195-0.0025421i,0.0015491-0.0022136i,0.00056658-0.00089304i,-8.0602e-05+5.2292e-05i,-0.0014653+0.00063435i,-0.0023363+0.0012339i,-0.001392+0.0007446i,-0.00042737+3.1157e-05i,-0.0003629+7.3628e-05i,-0.00013972-0.00068599i,0.00036926-0.0013326i,0.00088418-0.0020322i,0.00152-0.0014639i,0.0021181+0.00030623i,0.0028168+0.00042138i,0.0027347-0.00026826i,0.0023732-0.00065327i,0.0018815-0.00040198i,0.0011326+0.00030095i,0.00058284+0.0004552i,6.6529e-05+0.00023921i,2.7483e-05+0.00064613i
0.0010831+0.0019572i,-6.4559e-05+0.0020894i,-0.00031759+0.0025497i,0.00077822+0.0021697i,0.00092745+0.0007881i,0.00013011-6.9204e-06i,-0.0001638+0.00025383i,-0.00045859+0.00055076i,-0.0011458+0.00014186i,-0.0012075-0.00040514i,-0.00059241-0.00034079i,-0.00027277+0.00023549i,-9.5167e-05+0.00075244i,0.00039083+0.00074914i,0.00067376-0.00010403i,0.00095105-0.0012403i,0.00089217-0.0017653i,0.00064878-0.0012544i,0.00061571-0.00062532i,0.0006227-0.00095206i,0.00047161-0.00065983i,-0.00046265-4.2792e-05i,-0.00097685-0.00030923i
-0.00016221+0.00045013i,2.4209e-05+0.0021495i,0.00029149+0.0024851i,-4.5999e-05+0.0013675i,-0.00021882+0.00054721i,-0.00041386+0.00024446i,-0.00047402+0.0002143i,0.00026629-0.0011233i,0.00073233-0.0020455i,-0.00073209-0.001498i,-0.0015333-0.0005947i,-0.0005178+0.00030431i,-0.00045211+0.00059571i,-0.0013425+0.00012253i,-0.001833-0.00010159i,-0.0013858+0.0014187i,-0.0008267+0.003047i,-0.00080762+0.0032436i,-0.0010569+0.0032112i,-0.0010912+0.0021752i,-0.00046982+0.00025071i,0.00045947-0.00039433i,0.000665-0.00089981i
-0.002489-0.0029971i,-0.0025672-0.0037435i,-0.0021224-0.0025036i,-0.0014645+0.00041288i,-0.00068785+0.0013965i,0.00050002+0.00073718i,0.00097965+0.00076324i,0.00037563+0.00062118i,6.5377e-05-0.00042545i,-0.0010691-0.0014087i,-0.0010455-0.0012472i,-0.00052693-0.0012424i,-0.00023658-0.001943i,0.0011978-0.0017523i,0.0025627-0.0014211i,0.0028122-0.0018987i,0.0015327-0.002943i,0.00054811-0.0038062i,0.00090594-0.0028224i,0.00071704-0.0016971i,0.0001597-0.00026358i,0.00014141+0.00037633i,0.00013049+0.00054243i
0.0019343+0.0014383i,0.0023782+0.0015543i,0.0020219+0.0027455i,0.001034+0.0026779i,0.0010402+0.0010694i,0.00073409+7.1203e-05i,0.00017503+0.00017758i,0.0006577+0.000891i,0.0010367+0.00084999i,0.0011905-0.00035579i,0.00096711-0.0011006i,0.00074858-0.00048812i,0.0011853+0.00083481i,0.0014639+0.00073502i,0.0011701+3.7647e-05i,0.00022743-0.00020216i,8.6857e-05+5.2713e-05i,-0.00026429+0.00045767i,-0.00094532+0.0001057i,-0.00083053-0.00041811i,-0.00081683-0.00038368i,-0.00063303+1.2967e-05i,0.00029142+0.00077151i
-0.00024083+0.0024702i,-0.00023962+0.0030297i,-1.494e-05+0.0022864i,0.00035756+0.0017028i,0.0010843+0.00057076i,0.0016068+7.1998e-06i,0.00089932+0.00031634i,0.0008184+0.00027316i,0.0011429+0.00058466i,0.0014903+0.0019211i,0.00052194+0.0025066i,-0.00077226+0.0012664i,-0.00086945+0.00050837i,-0.00083552+0.0012447i,-0.00078343+0.0017681i,-0.00011363+0.0017339i,0.00090432+0.0011686i,0.00095261+0.0012233i,-0.00012237+0.0021573i,-0.00094976+0.0018852i,-0.00015549+0.0011969i,0.00058408+0.0012416i,0.00036533+0.00058201i
-0.0024029+0.001323i,-0.0020018+0.0013464i,-0.0015176+0.0021959i,-0.00028094+0.0029827i,0.00074948+0.002061i,0.00043856+0.00040323i,0.00010454-5.3587e-05i,-0.00010477+0.0011484i,-0.00048585+0.002376i,-0.00073282+0.0017212i,-0.00035946+7.7198e-05i,8.8874e-05-0.0003922i,-0.00026985-0.00054955i,-0.00049282-0.0015683i,0.0010075-0.0022298i,0.0016472-0.0024603i,0.00037369-0.0021613i,-0.0010564-0.0020929i,-0.00073852-0.0017775i,-0.00014801-0.001173i,-0.00024674-0.00056621i,0.00011108+0.00060083i,0.00074416+0.0012405i
-0.00051081+0.00023581i,-0.00023858+0.00018315i,0.0015102+0.0021528i,0.0024175+0.0025444i,0.0023+0.0004951i,0.00084698-0.001027i,-0.00085045-0.00042369i,-0.0015437+0.00099132i,-0.0014223+0.0015858i,-0.00057756+0.00062749i,0.00057736-0.00045009i,0.00084793-0.00093039i,0.00021078-0.00037612i,-0.00020624+0.00015141i,-0.00045069+7.9114e-05i,2.0685e-05+0.00049396i,0.0010387+1.0695e-05i,0.0013193-0.0004533i,0.00045394-9.0997e-05i,0.00023274+0.00038015i,0.00081488-0.00024402i,0.0015283-0.0015252i,0.0010892-0.0010108i
0.00091366-0.00035541i,0.0013172+0.00013106i,0.00036074+0.00072368i,-0.00014735+0.0018706i,0.00028591+0.0021874i,0.00067784+0.0014936i,0.00021554+0.0004638i,7.0951e-05-0.0003781i,-0.0003561-0.0006556i,-0.00052276-0.00017988i,4.4163e-05+0.00080094i,0.00051029+0.00039627i,-1.0992e-06+0.00023483i,-0.00049894+0.00089049i,0.00050166+0.00074634i,0.0017022+5.5824e-05i,0.0023163+0.00035429i,0.0021179+0.0013459i,0.001549+0.0013906i,0.0014986+0.00040397i,0.00072347-0.00021816i,0.00026475-1.1986e-05i,0.00015598+0.001039i
-0.0005003+0.0036023i,-0.0010724+0.0038572i,-0.0014558+0.0037532i,-0.00030211+0.0023304i,0.00036929-2.0499e-05i,-0.00031479-0.001119i,0.00031507-0.00012535i,0.00056885-0.00023785i,-0.00023729-0.0017487i,-0.00062294-0.0018845i,-0.00097875-0.00078164i,-0.0017345-2.0368e-05i,-0.00091501-0.00025329i,0.00019436-0.0017054i,0.00034057-0.0021319i,-7.2703e-05-0.0016889i,-0.0010593-0.0015295i,-0.0019265-0.0014703i,-0.0015492-0.00089656i,-0.00090765+0.00040046i,-0.00018957+0.00093495i,0.00065642+0.0012639i,0.00050553+0.00080473i
-8.651e-05-0.00057345i,2.9919e-05-0.00035128i,0.0015246+0.00018644i,0.002-0.00016413i,0.0019598-0.00057702i,0.0018869-0.00015889i,0.0010586+0.0004612i,0.00060312-0.00034434i,0.00098209-0.0016163i,0.00069198-0.0015306i,0.00039632-0.0010596i,0.00086676-0.00087544i,0.0020058-0.0004923i,0.0022126+0.00079313i,0.0016834+0.0016712i,0.0010118+0.0011593i,0.00073543+0.0010123i,0.0019441+0.0013225i,0.0025869+0.0013257i,0.0017247+0.00085001i,0.00089976+5.0015e-05i,0.00068008-0.00019718i,0.00072505-1.1213e-05i
-0.0018571-0.0011681i,-0.0031501-0.0010182i,-0.003075+0.0013885i,-0.002068+0.0031575i,-0.00076586+0.0023525i,0.00052077+0.0014885i,0.0008349+0.0010162i,0.00042452+0.00040428i,0.00060411-0.00037854i,0.00063768-0.00060648i,0.00047-0.00048418i,0.00037514-0.00043111i,6.02e-06-3.4832e-05i,-0.00045009+0.00058111i,-0.00016902+6.1955e-05i,0.0009474-0.00058722i,0.0015865-0.00089949i,0.0011796-0.0014331i,0.00092493-0.00084078i,0.0012522-0.00026663i,0.00064023+0.0002331i,7.6832e-05+0.00021878i,0.00011917+0.00028275i
0.0017419+0.00021483i,0.0023339-0.0010365i,-7.1799e-05-0.00052735i,-0.0014754+0.00039903i,-0.00074616+0.0012644i,0.0002799+0.0017341i,0.0011316+0.00055714i,0.0015695-0.00018372i,0.00063239+0.00026314i,-0.00026734+0.0009165i,0.00038239+0.0011996i,0.000568+0.0011986i,-0.00062718+0.00077135i,-0.0018747-0.00025781i,-0.0019368-0.0011855i,-0.0015829-0.00051494i,-0.0018007+0.00050473i,-0.0016176+0.00035779i,-0.0011773+0.00040946i,-0.00084916+0.00048855i,-0.00060329+0.00013824i,-0.00014989-0.00026708i,0.00067671-0.00025043i
-0.00036253+0.0012523i,-0.00052211+0.0015387i,4.5708e-05+0.0014379i,-0.0001905+0.0018704i,-0.0011915+0.0014423i,-0.001144+0.0010204i,7.5803e-05+0.0016883i,0.001091+0.0011608i,0.0009014+0.001087i,0.00038711+0.0012887i,5.4309e-05+0.00011398i,1.9991e-05-0.00082271i,0.00034046-0.0010129i,0.0014649-0.00072946i,0.0024735-0.00055433i,0.0019297-0.001063i,0.0017676-0.0017567i,0.0021993-0.0016632i,0.0020187-0.00089773i,0.0010443-0.000426i,5.6106e-05-0.00030424i,-0.00050169-9.4545e-05i,-0.00096829+0.00059743i
-0.0023691-0.00087682i,-0.0035351-0.00052446i,-0.0028759+0.00033661i,-0.0015287+0.00044602i,-0.0011402+0.00068661i,-0.0011745+0.0016449i,-0.0012397+0.0014473i,-0.00087959+0.00066005i,3.1663e-06-6.5549e-05i,0.00084302+0.00026396i,0.0010234+0.00045242i,0.00038629+0.0010323i,0.00014113+0.00085423i,0.000213+0.00013703i,0.00081019-0.00073037i,0.0015214-0.001963i,0.0014875-0.0016895i,0.00079092-0.00086254i,2.6722e-05-0.00061047i,0.00027591+0.00030236i,0.0003095+0.0012773i,0.00045654+0.001524i,0.00026031+0.0010926i
0.00048945-0.00070825i,0.00033815-0.00059473i,-0.00013791+0.00099618i,-0.00069579+0.0020365i,-0.001168+0.0023897i,-0.00091771+0.001444i,-0.0007987+0.00054907i,-0.00078056+0.00033435i,-0.00034488+8.8842e-05i,-0.00058094-1.1177e-05i,-0.00014013-0.00034156i,0.00059317-0.00019614i,-0.00014826+7.1685e-05i,-0.001795+0.00020054i,-0.0020993-0.0003452i,-0.0013213-0.00057629i,-0.0007826+0.00039535i,-0.00052925+0.0013667i,5.906e-05+0.0010386i,-0.00032745-4.3913e-05i,-0.0010581+0.00049686i,-0.00055901+0.0011157i,-7.0534e-05+0.0010923i
0.0011956+2.431e-05i,-0.00041656+0.00023822i,-0.0018582+0.00025989i,-0.0019523-9.9175e-05i,-0.0012573-0.0013531i,-0.0010536-0.00055377i,-0.00042103+0.00042474i,0.0005004-0.00048451i,2.989e-05-0.0010307i,-0.00078785-0.0010014i,-0.00030362-0.00067942i,0.00024026-0.00061475i,0.00022546-0.0013583i,0.00092078-0.0015308i,0.0019874-0.00066787i,0.0021875-0.0010371i,0.0012806-0.0022838i,0.00064577-0.0030793i,0.00063652-0.0023476i,0.00027363-0.0016984i,-0.00052034-0.00093239i,-0.00018163+0.00023747i,0.00071145+0.00069108i
-0.00036001+0.0018821i,-0.0010108+0.0030427i,4.4638e-05+0.0032549i,0.00087216+0.0021986i,0.00066433+0.00041976i,0.00040049-0.00049428i,0.00033117-0.00010721i,0.00067792+0.00016946i,0.00022575-0.00028457i,-0.00013601-0.00099503i,0.00050245-0.00026085i,0.00065542+0.00065103i,0.00051737+3.9239e-05i,0.00093179-0.00035859i,0.00031691-0.00035508i,-0.0008421-0.00015418i,-0.00074976-0.00049606i,7.0905e-05-0.00065883i,-0.00024391+0.00091283i,-0.00057401+0.0013088i,-2.5649e-07+0.00060182i,0.00071737-0.00043518i,0.0002526-0.00052842i
-0.00035402-0.001468i,-0.00019544-0.0017326i,0.00022044-0.00056285i,0.00047532+8.1118e-05i,0.00040321-0.00060469i,-0.0001884-0.0010893i,-0.00082237-0.0003791i,-1.221e-05+0.00063151i,0.00089426+0.00061704i,0.00031316+0.00024327i,0.00024324+0.00058057i,0.00060497+0.0007219i,-0.00015013+0.001303i,-0.0012591+0.0017047i,-0.00081178+0.0016677i,0.00087244+0.0017427i,0.0012382+0.0013226i,0.00068224+0.00064083i,0.00022149+0.0003478i,2.7092e-05+0.00085475i,-0.0001878+0.00083515i,-0.00013813+0.00032482i,-0.00044951+0.0009726i
0.001711+0.00066466i,0.002613+0.00038409i,0.0026559+0.00064083i,0.0025287+0.00045741i,0.0024113+0.0004374i,0.0011479-0.00038787i,0.00035618-0.00028589i,0.0010509+0.00080139i,0.0012097+0.00092134i,0.00044812+0.00067727i,-6.5102e-05-0.00020301i,-0.00047103-0.00079051i,-0.00055218-0.00054959i,0.00012112-0.00068293i,0.0011382-0.00069649i,0.00097387-0.00091466i,-0.00038946-0.00069626i,-0.00067843-0.00079567i,-0.00052277-0.00055507i,-0.00044125+7.1715e-06i,0.00019597-3.9949e-05i,0.000848-0.00085108i,0.0012894-0.0014526i
-1.8662e-05+0.0011809i,-0.00086747+0.0025866i,-0.0021379+0.003712i,-0.00095274+0.0040168i,0.001276+0.003548i,0.0011535+0.0023687i,0.00034204+0.0011555i,-0.00053557+0.0010795i,-0.00083295+0.0014288i,0.00042598+0.0011618i,0.00089926+0.00076113i,0.00056423-0.00016016i,0.00025756-0.00074231i,0.00032861-8.8768e-05i,0.00086209+0.00031954i,0.00079646-8.8224e-05i,0.00045321-0.00037528i,0.00023881-0.00053191i,0.00049048-0.00048444i,0.00097298+0.00032592i,0.00060558+0.000339i,0.00028646-1.3205e-05i,-0.00010532-0.00050985i
-0.0025375-4.4457e-05i,-0.0034234+0.000815i,-0.0027794+0.001799i,-0.0018142+0.0025433i,-0.0015692+0.0024963i,-0.00048844+0.0020619i,0.0005484+0.0011483i,0.00052991+0.00026877i,0.00039648+0.00034635i,0.00014472+0.00047029i,0.0004952+0.00022365i,0.00039581-0.00037142i,-0.0003668-0.001283i,-0.00044047-0.0014889i,0.0002257-0.0012818i,0.00089319-0.00072342i,0.0012078+0.00010835i,0.00065263+0.00039047i,0.00046543-0.00023018i,0.0002686-0.00080459i,-0.00017079-0.0011048i,-0.00032621-0.00034299i,-0.0005794-5.4818e-05i
-0.0021243-0.00049933i,-0.0016028-0.00053833i,0.00034131+0.0015385i,0.0021513+0.0024095i,0.0026653+0.0019854i,0.0022958+0.0019121i,0.0015551+0.0010958i,-7.095e-05-0.00033293i,-0.0014875-0.00028025i,-0.0016307+0.00038573i,-0.00059656+0.0004849i,0.00019494-3.8384e-05i,-0.00012613-0.00042411i,-0.00098784-0.0007369i,-0.0014179-0.000956i,-0.0012695-0.00098869i,-0.00085088-0.0011739i,-0.0012136-0.00055944i,-0.00092664-4.2983e-06i,-0.00029258+0.00022608i,-0.0005218+0.00063828i,-0.00013323+0.00078347i,0.00037431+6.3525e-05i
0.00065055-0.00032516i,0.00099818-0.00015419i,-0.00046163+0.000994i,-0.00088378+0.0015063i,-0.00059252+0.00054627i,-0.0012875-8.7489e-05i,-0.0011027-0.00011356i,-0.00039795-0.0006884i,-0.00094608-0.0011889i,-0.0010195-0.00057912i,-0.00036088-0.00044179i,0.00041949-0.00050099i,0.0010437+0.00018086i,0.00067384+6.6172e-05i,0.00089085-0.00086497i,0.0011794-0.00113i,0.00098438-0.0007723i,0.00038267-0.00010124i,0.00021781+0.00050814i,0.0007468+0.00060718i,0.00082514+0.0003165i,0.00051643+0.00037428i,0.00033786+2.8856e-05i
-1.5783e-05+0.001565i,-0.0010879+0.0012266i,-0.0015174+0.0015662i,-0.00078316+0.0017709i,-0.00012399+0.00075404i,-0.00029025-0.00095141i,-0.00084599-0.0014424i,-0.00047453-0.0011708i,0.00014672-0.0011147i,0.00055491-0.00063711i,0.00030239-0.00037293i,0.00063491-0.00047003i,0.00074636+0.00021124i,0.00022448+0.00038276i,0.00070326+0.00016206i,0.0011095-0.00020318i,0.001724-0.00038607i,0.0019152-4.1635e-05i,0.0016094-0.00038998i,0.00095484-0.00033122i,-2.5122e-05-0.00023897i,-1.0704e-05+0.00030033i,0.00053657+0.0012966i
-3.1332e-05+0.0006248i,-0.00051041+0.0010653i,-0.00078655+0.00084686i,-0.00057598+0.00028796i,-0.0008624-2.1476e-05i,-0.0011504+0.00055476i,-0.00013482+0.00068014i,0.00096191+0.00013299i,0.0013184-0.00068496i,0.00055771-0.0014597i,-0.00017148-0.0014277i,0.00058195-0.00043448i,0.00097534+0.00055668i,0.00077726+0.0009053i,-0.00022765+0.00048667i,-0.00068612-0.00044957i,-0.00057022-0.00030984i,-0.00086316-0.00013434i,-0.0008873-0.00055437i,-0.00018382-0.00026629i,3.8549e-05-0.00020007i,1.2234e-05-0.00093663i,4.46e-05-0.001217i
0.00020169+0.0011163i,0.0011919+0.00042438i,0.0021574+0.00056902i,0.0017465+0.00087614i,0.00027782-5.7344e-05i,-9.2582e-05-0.00030798i,0.00041466+0.00080878i,0.00075489+0.0013307i,0.0015404+0.00074226i,0.0014315-0.00011367i,0.00076712-0.0005587i,0.00060651-0.00037968i,0.00050374+0.00046624i,0.00080424+0.00060196i,0.0014193-8.1834e-05i,0.0013963-9.5847e-05i,0.00070237-0.00030009i,0.00049279-0.00090763i,0.00052902-0.00085039i,0.00051797-0.0010417i,0.00066309-0.0011628i,0.00084918-0.00099695i,0.00095576-0.00055326i
0.00035511-0.0010616i,-5.8132e-05-0.00093008i,-0.00053015+7.2642e-05i,-0.0013741+0.0013192i,-0.0015743+0.00036173i,-0.0011826-0.00014179i,-0.00083592+0.00046439i,-0.00050679+0.00040455i,-0.00016573+0.00028216i,-0.00029103+0.00063008i,-0.000646+0.00088311i,-0.0011828+0.00082371i,-0.0015508+0.000817i,-0.0013445+0.00065316i,-0.00053724-0.00045936i,0.0013242-0.0011954i,0.0024619-0.0011125i,0.0015976-0.00047925i,0.00064013+0.00023013i,0.00044247+0.00025092i,6.1101e-05+0.00014413i,0.00021717+6.9325e-05i,0.00049455+0.0004215i
0.00076022-0.00028213i,0.00012978-0.00075428i,-0.0008028-0.00089699i,-0.00058467-0.00030754i,-5.0172e-05+0.00095936i,0.00049663+0.0016002i,0.00080107+0.00085218i,0.00056062+0.00026163i,-0.00020262-4.8923e-06i,-0.00030929-0.00029193i,-0.00047588-0.00042399i,1.3778e-05-0.00055281i,0.00075091+0.00025595i,0.00030911+4.6867e-05i,0.00066182-0.00061284i,0.00073816+0.00018405i,-0.00012774+0.00029462i,-0.00052521+0.00014422i,0.00015494-0.00011821i,0.00017316-8.105e-05i,-0.00012974+0.00035982i,-9.4918e-05+0.00037702i,-0.0001882+0.00017527i
-0.00023731+0.001301i,-0.0010694+0.0011038i,-0.00042856+0.00091797i,0.00014886+0.001236i,-0.00052674+0.00099119i,-0.00092677+0.0016164i,-0.00028773+0.0021582i,-0.00044827+0.0015179i,-0.00088337+0.0005565i,-0.00043572+0.00063637i,0.00035284+0.00059378i,0.00020775+6.4685e-05i,-0.00059332-0.00031792i,-0.00012601+6.1957e-05i,0.00091565+2.1013e-05i,0.00096264-0.00061676i,0.00067187-0.00089961i,0.00016895-0.00073679i,-6.1329e-05+0.00026705i,0.00026592+0.00056956i,0.00029267-0.00017153i,0.00057129-0.00093432i,0.0010696-0.00077053i
2.3097e-05-0.0010386i,-0.00052388+4.2219e-06i,-0.00080904+0.00016131i,-0.0002178+0.0008397i,-0.00029656+0.00087864i,-0.00085621+0.00025503i,-0.00013853+0.00042978i,-0.00029263-0.00011804i,-0.000308-0.00022335i,0.00048265-6.9505e-05i,0.000843-8.4756e-05i,0.00062199-0.00019474i,-6.809e-05+8.9104e-05i,-0.00043699+0.00016648i,0.00051649-0.00015515i,0.00066507-0.00091047i,0.0002439-0.0016568i,0.00063366-0.0012936i,0.00052194-0.00081221i,0.00028899-0.00024955i,0.00045227+0.0008286i,0.00023575+0.0012849i,-0.00013324+0.0010028i
0.0009915-0.00072498i,0.00023708-0.0016976i,-0.0013939-0.0010752i,-0.0014596+0.0009325i,-0.00038759+0.0017497i,0.00058557+0.00078075i,-0.00035152-0.00014442i,-0.0010871-0.00045126i,-0.0016707-0.00038165i,-0.0013113-0.00013709i,0.00014139-7.2987e-06i,0.00066964-0.0004209i,7.9522e-05-0.0012278i,-9.6136e-05-0.0012145i,-1.406e-05-0.00084471i,0.00064629-0.00099784i,0.00081645-0.0007894i,0.00016433+0.00021548i,0.00012698+0.00039827i,0.00042923+0.00038532i,1.7744e-06+0.00032762i,0.00052673-0.00080312i,0.0011702-0.00084565i
0.0001108+0.0012373i,0.00033886+0.0027559i,0.00029545+0.0034959i,0.0002572+0.0031545i,1.6166e-05+0.0027758i,-0.00028462+0.0011201i,-3.9417e-05-0.00040521i,0.00011842-0.00084598i,3.8308e-05-0.00086819i,0.00020345-0.00015373i,0.00058835+0.00032617i,0.00068939+0.00014486i,0.00030801-0.00056856i,8.0089e-05-0.0016226i,0.00013422-0.0023062i,-0.00027781-0.0015759i,-0.00048257-0.0011045i,-0.00026822-0.00097295i,0.00025347-0.00058693i,0.0005441-0.0007806i,0.00016089-0.00062585i,-2.9723e-05+0.00015663i,0.00019735-5.3995e-05i
-0.003473+0.0013953i,-0.0039766+0.0010398i,-0.0031519+0.0022777i,-0.001368+0.0027274i,-5.0729e-07+0.0014459i,0.00027245+0.00041882i,-7.9401e-05+0.0002543i,0.00032478+7.5297e-05i,0.00081066-0.00025579i,0.0015185-0.00091244i,0.0016085-0.0008626i,0.00043619-0.00029946i,-5.8299e-05-0.00047685i,4.3342e-05-0.0004476i,-0.00016961+3.3433e-05i,-1.3185e-05-0.00026433i,0.00071296-0.00053587i,0.00084547-9.8902e-05i,0.0014092+0.0004431i,0.0010321+0.00099456i,0.00028921+0.00090168i,0.00026112-0.00018082i,0.0001412-0.00018286i
-0.00071435-0.0019284i,-0.00088876-0.0016501i,-0.00061361-0.0013387i,-0.00031983-0.00058431i,0.0003096+0.00032069i,0.00097897+0.0006205i,0.00070152+0.0004872i,0.00053111+0.00019122i,0.00053726-0.00023331i,-0.00016009-0.0011304i,-0.00055493-0.0013488i,-0.00067715-0.00070003i,-0.00044158-0.00035176i,-0.00026724-6.3057e-05i,0.00022242-0.00041769i,0.00029858-0.0010576i,0.00041566-0.00090516i,0.00065682+0.00031549i,5.8781e-05+0.00036199i,0.00029824+8.8455e-05i,-1.8867e-05+0.0010136i,-0.0003884+0.00041381i,-7.1529e-05-0.00050913i
0.0027133-0.0015465i,0.0016035-0.0015073i,-3.9193e-05-0.0013054i,4.4593e-05-0.00012874i,0.00017587+0.0013541i,0.00019374+0.001971i,0.0012187+0.0018529i,0.0010203+0.0013491i,3.1102e-06+0.00035558i,0.00037464+9.1336e-05i,0.00080835+2.64e-05i,0.00047484+6.9348e-05i,0.00031006-7.148e-05i,-2.1986e-05-0.00030257i,2.0365e-06-0.0011412i,-9.325e-05-0.00095012i,-0.00019202-0.00012453i,0.00043316-4.6715e-05i,-1.0971e-05+8.3724e-05i,-0.00068722+1.6296e-05i,-0.00036738+0.00010965i,-0.00058556-2.6639e-05i,-0.00064311-0.0002713i
