-0.00098959+0.00013789i,-0.0010465+3.1076e-05i,-0.0017747-0.000761i,-0.00095525-0.001323i,-0.00075886-0.00066522i,-0.0018694+0.00029908i,-0.0017515+0.00056928i,-0.0011116+0.00091771i,-0.00055337+0.0008227i,-2.9574e-05+0.00032366i,0.00020377+0.00020062i,0.00061509-3.0457e-06i,0.0002795-0.00023599i,-0.0006264-0.00031015i,-0.00060846-0.00082605i,0.00023401-0.00037867i,0.00062546+9.8276e-06i,0.00031272-0.00070708i,-9.275e-05-0.00052391i,-0.00042088-0.00052688i,3.9147e-05-0.0010895i,0.00014462-0.00086262i,-0.00044315-0.00044211i
-0.17035+0.053429i,-0.31792+0.26479i,-0.28047+0.48777i,-0.034996+0.46577i,0.14415+0.21728i,0.1263+0.016407i,0.025735-0.035642i,-0.03579-0.026139i,-0.022041-0.011846i,0.012238+0.0015196i,0.026858+0.017905i,0.025999+0.019805i,0.010848+0.0095883i,-0.0027151+0.011572i,-0.0080706+0.02684i,-0.0087767+0.040235i,-0.0045457+0.043299i,0.0018999+0.034357i,0.0047759+0.018468i,-0.0017076+0.0099593i,-0.0069297+0.01783i,-0.0066116+0.029435i,-0.010586+0.031076i
0.32129-0.16321i,0.52897-0.38071i,0.4881-0.49624i,0.17089-0.36364i,-0.098804-0.1134i,-0.15179+0.041629i,-0.095407+0.056195i,-0.053795+0.026599i,-0.038746+0.017616i,-0.0026528+0.0064071i,0.038362-0.021023i,0.047551-0.032428i,0.040127-0.0155i,0.039181-0.0027355i,0.040602-0.0080803i,0.033557-0.016754i,0.021575-0.018581i,0.0082367-0.01271i,-0.0041042-0.00090069i,-0.0065214+0.0069545i,-0.00016379+0.001918i,0.0080194-0.0065238i,0.01431-0.008532i
-0.10626+0.17973i,-0.1807+0.25841i,-0.20088+0.20879i,-0.10078+0.055857i,0.046762-0.081713i,0.1264-0.12715i,0.1433-0.079953i,0.14184-0.02101i,0.10384-0.0047786i,0.026056-0.0072972i,-0.044964-0.0051119i,-0.070085+0.001542i,-0.061434-0.001809i,-0.059371-0.011529i,-0.066898-0.013403i,-0.062832-0.0076611i,-0.047956-0.001274i,-0.031277+0.0041935i,-0.015767+0.0075519i,-0.0043421+0.0078182i,0.0013318+0.0053142i,0.0011275+0.0003658i,-0.0015704-0.0021696i
-0.12832-0.014004i,-0.15713+0.064339i,-0.053611+0.13892i,0.088106+0.11867i,0.12582+0.031159i,0.069905-0.043693i,-0.012498-0.070147i,-0.060844-0.046706i,-0.042006-0.011351i,0.00099855+0.017495i,0.034414+0.035702i,0.044499+0.027567i,0.030594+0.013443i,0.027471+0.017011i,0.036233+0.028464i,0.034841+0.037675i,0.027415+0.03747i,0.022512+0.021843i,0.015857+0.0013943i,0.0052723-0.009703i,-0.004895-0.0095898i,-0.013622-0.0045966i,-0.015883+0.0025278i
0.11194-0.22372i,0.11751-0.41349i,0.023212-0.41904i,-0.13435-0.18984i,-0.23651+0.069583i,-0.21178+0.17879i,-0.125+0.13273i,-0.079476+0.049495i,-0.074971+0.018277i,-0.051959+0.0073744i,-0.02411-0.015564i,-0.0045095-0.022867i,0.016099-0.018138i,0.021497-0.021443i,0.017392-0.028233i,0.017502-0.036407i,0.017561-0.042294i,0.010167-0.037793i,-0.0017942-0.026225i,-0.0035526-0.018306i,0.0029203-0.018112i,0.0086896-0.017674i,0.012799-0.014699i
-0.020034+0.25617i,-0.026719+0.36968i,-0.03672+0.28182i,0.0081355+0.022375i,0.088582-0.19787i,0.11925-0.24938i,0.10964-0.16257i,0.10629-0.069107i,0.091531-0.040145i,0.046443-0.026723i,0.0057389+0.0029912i,-0.01173+0.017821i,-0.024932+0.012819i,-0.039423+0.010257i,-0.044501+0.013108i,-0.038745+0.0097063i,-0.028517+0.0020864i,-0.014015+0.0020778i,0.00020397+0.0063863i,0.004273+0.0095236i,0.0034629+0.012671i,0.0059316+0.013241i,0.0067875+0.0077344i
-0.094654-0.057627i,-0.093327-0.007102i,-0.015115+0.089672i,0.041575+0.16647i,0.019578+0.19448i,-0.037053+0.18063i,-0.074372+0.13541i,-0.066999+0.083254i,-0.028587+0.042916i,0.010046+0.010959i,0.033763-0.015222i,0.031994-0.025619i,0.019769-0.01632i,0.02306-0.0066918i,0.028753-0.0051255i,0.021598+0.0048938i,0.010731+0.017685i,0.0063743+0.01266i,0.0061588-0.0030128i,0.0028925-0.0092465i,-0.0040508-0.0030357i,-0.0096821+0.0013389i,-0.011798+0.0004928i
0.10578-0.1449i,0.101-0.24356i,0.033444-0.22995i,-0.04776-0.090033i,-0.096254+0.053304i,-0.070164+0.10609i,-0.011526+0.069935i,-0.0073129+0.022588i,-0.032118+0.0189i,-0.040276+0.02066i,-0.050472+0.0089987i,-0.047506+0.0076344i,-0.022791+0.0045705i,-0.012969-0.0045098i,-0.019186-0.009744i,-0.021452-0.014371i,-0.019233-0.015595i,-0.020426-0.0056658i,-0.020331+0.010431i,-0.0085604+0.01498i,0.0053939+0.0032354i,0.007489-0.0076683i,0.0016379-0.0073575i
0.056179+0.23526i,0.080045+0.31145i,0.02943+0.19743i,-0.021234-0.061419i,0.01396-0.27865i,0.056863-0.34774i,0.054578-0.25521i,0.058931-0.11243i,0.065545-0.038799i,0.051387-0.007607i,0.043614+0.017321i,0.040443+0.023446i,0.027569+0.019512i,0.017334+0.015596i,0.010661+0.010616i,0.00099012+0.0032887i,-0.0064114-0.00288i,-0.0054169-0.0053803i,-0.00091824-0.0082718i,-0.0027687-0.010752i,-0.006912-0.0072317i,-0.0067531+0.00023839i,-0.0021851+0.0060041i
-0.18189-0.086659i,-0.17904-0.096217i,-0.0079754-0.0044694i,0.15614+0.14178i,0.15561+0.2414i,0.071779+0.2614i,0.0024644+0.18352i,-0.034061+0.080395i,-0.039317+0.03497i,-0.020456+0.017701i,-0.0011943-0.0048312i,0.0045071-0.021678i,0.0041679-0.02679i,0.0049341-0.025959i,0.0060933-0.018015i,0.0097213+0.0015377i,0.015078+0.018241i,0.016329+0.015434i,0.0091874+0.0018985i,-0.0021774-0.003159i,-0.0078306+0.00014171i,-0.0076507+3.4944e-05i,-0.0044383-0.0047799i
0.07048-0.1862i,0.01306-0.28388i,-0.11549-0.28312i,-0.19275-0.19238i,-0.17048-0.1047i,-0.1051-0.065071i,-0.042062-0.044328i,-0.020838-0.026031i,-0.023493-0.0065636i,-0.018654+0.010402i,-0.018112+0.019639i,-0.022294+0.02158i,-0.021172+0.021243i,-0.016856+0.025199i,-0.0081296+0.026027i,0.0044362+0.013618i,0.015135-0.0017837i,0.019564-0.0031234i,0.020765+0.0062461i,0.023339+0.0086467i,0.02252+0.0030304i,0.017583+0.0008936i,0.009609+0.0037811i
0.14096+0.1974i,0.20348+0.28948i,0.15653+0.249i,0.043332+0.078709i,-0.021474-0.086684i,-0.025036-0.14462i,-0.0048164-0.086849i,0.032835-0.015328i,0.050349-0.0055922i,0.037301-0.018174i,0.031108-0.021507i,0.028424-0.020421i,0.018395-0.016367i,0.013706-0.017797i,0.010581-0.024158i,0.0010081-0.026713i,-0.0094193-0.025614i,-0.01439-0.024929i,-0.016783-0.022034i,-0.020533-0.013137i,-0.020613-0.0036314i,-0.015146+0.00031888i,-0.0076852+0.0010585i
-0.20592+0.03393i,-0.225+0.040152i,-0.068914+0.017886i,0.11132+0.044542i,0.15171+0.15147i,0.095428+0.2191i,0.020074+0.15955i,-0.032831+0.070015i,-0.041831+0.034018i,-0.036+0.023983i,-0.039136+0.018902i,-0.037931+0.012534i,-0.034292+0.0022829i,-0.034382+0.0022537i,-0.031519+0.012535i,-0.024359+0.023947i,-0.018381+0.030031i,-0.01458+0.026852i,-0.0084544+0.020201i,0.00087751+0.013503i,0.0059912+0.0044075i,-6.6879e-05-0.0040123i,-0.0075703-0.0079845i
0.018205-0.15899i,-0.057224-0.18492i,-0.19288-0.093305i,-0.27438-0.0041101i,-0.25326-0.027329i,-0.183-0.083418i,-0.099573-0.082467i,-0.047162-0.054052i,-0.030829-0.031411i,-0.011989-0.014308i,0.0079965-0.0019474i,0.018578+0.012569i,0.02917+0.022828i,0.033426+0.020917i,0.028819+0.0097829i,0.02191-0.0058981i,0.013032-0.01459i,0.0041989-0.0090295i,0.0021023-0.0023474i,0.0056498-0.0051227i,0.0076465-0.0094456i,0.0087591-0.0047326i,0.0081637+0.0050374i
0.18083+0.081618i,0.29358+0.072601i,0.3092+0.020273i,0.22975-0.043429i,0.15439-0.097435i,0.12615-0.10545i,0.11381-0.071553i,0.099086-0.034045i,0.074341-0.017724i,0.041431-0.022312i,0.018605-0.031107i,0.012996-0.033654i,0.010668-0.035268i,0.0010664-0.040022i,-0.012777-0.038734i,-0.022266-0.028569i,-0.021717-0.018004i,-0.015519-0.011697i,-0.013236-0.0081963i,-0.014486-0.0025145i,-0.012464+0.0032061i,-0.0055448+0.0035582i,0.0028812-0.00055338i
-0.16205+0.060828i,-0.21449+0.071046i,-0.15316+0.0073712i,-0.030895-0.033975i,0.052702+0.028595i,0.063933+0.084114i,0.01865+0.062629i,-0.019681+0.031373i,-0.015654+0.025626i,-0.0014806+0.031157i,-0.0024929+0.036797i,-0.011385+0.030812i,-0.018276+0.023713i,-0.01555+0.029996i,-0.0051751+0.041061i,0.0047363+0.04728i,0.011263+0.04504i,0.014502+0.032717i,0.015618+0.016693i,0.013815+0.0051513i,0.0075294-0.0015565i,0.00010892-0.0052624i,-0.0046861-0.0066473i
-0.0028039-0.15489i,-0.033932-0.15438i,-0.073278-0.028423i,-0.11272+0.079184i,-0.15264+0.059084i,-0.15842-0.003201i,-0.11409-0.015548i,-0.071533+0.00060713i,-0.045899+0.010282i,-0.013574+0.0035663i,0.010307-0.013981i,0.01506-0.017264i,0.022917-0.010686i,0.032704-0.015032i,0.031937-0.025845i,0.026786-0.033759i,0.020189-0.035364i,0.011557-0.026254i,0.0019113-0.012399i,-0.006948-0.0027342i,-0.0085816+0.0028145i,-0.0042721+0.0046401i,-0.00316+0.0051844i
0.14809+0.062843i,0.20469+0.030807i,0.17239-0.062339i,0.10695-0.13616i,0.090031-0.1408i,0.093579-0.093538i,0.079528-0.042024i,0.060678-0.01592i,0.036662-0.0061817i,0.0050959+0.00092486i,-0.011959+0.0028271i,-0.015954-0.0057976i,-0.025472-0.012232i,-0.036952-0.0094739i,-0.041164-0.0053524i,-0.039987-0.0036885i,-0.032479-0.0060148i,-0.020907-0.011484i,-0.011013-0.012994i,-0.0032851-0.0086062i,-0.00011626-0.0047094i,-0.0036583-0.0034709i,-0.0065655-0.005481i
-0.14216+0.13469i,-0.19152+0.19511i,-0.16098+0.18737i,-0.08397+0.14416i,-0.035008+0.12586i,-0.028699+0.11625i,-0.026697+0.076845i,-0.01158+0.025329i,0.0018212+0.00042269i,0.010208+0.0086532i,0.015213+0.021896i,0.01159+0.024014i,0.0051881+0.024222i,0.0076854+0.029325i,0.015249+0.032412i,0.018669+0.032742i,0.015612+0.031588i,0.011255+0.023559i,0.0081753+0.0090619i,0.0061172-0.0041452i,0.0068998-0.011731i,0.0091404-0.011296i,0.0092827-0.0031166i
-0.049655-0.16973i,-0.054233-0.19949i,-0.015258-0.11679i,0.0026409-0.012221i,-0.034796+0.021563i,-0.055186+0.010133i,-0.035315+0.0056214i,-0.024466+0.015906i,-0.024529+0.016366i,-0.016749-0.001744i,-0.010015-0.013558i,0.0022784-0.0096844i,0.01748-0.013071i,0.017206-0.028611i,0.0071331-0.039009i,0.0016021-0.040177i,0.00015959-0.032566i,-0.0017548-0.014894i,-0.0012874+0.0042674i,0.0011516+0.013034i,0.0003998+0.011991i,-0.0015317+0.0072245i,0.00034227+0.0046171i
0.18264+0.0048781i,0.21618-0.02384i,0.1238-0.071939i,0.011233-0.11795i,-0.0052094-0.13248i,0.029839-0.10881i,0.043364-0.055371i,0.047055-0.010076i,0.040515+0.0057437i,0.018553+0.012569i,0.0054031+0.018501i,0.0017899+0.013541i,-0.0059477+0.0073982i,-0.013401+0.012264i,-0.015298+0.020712i,-0.018614+0.023513i,-0.021181+0.017891i,-0.016239+0.0063725i,-0.0078391-0.0014744i,-0.0019931-0.0027925i,-0.0038109-0.00054018i,-0.0098428+0.0037883i,-0.010535+0.0043876i
-0.063892+0.15465i,-0.04825+0.20598i,0.005739+0.17232i,0.056369+0.11726i,0.06212+0.090319i,0.026511+0.059681i,-0.012923+0.0088712i,-0.034367-0.022895i,-0.026269-0.019102i,-0.0017016-0.009057i,0.0078111-0.010173i,0.0048581-0.0074747i,0.010091+0.00013203i,0.019706+0.0026005i,0.024018+0.0017471i,0.02422+0.0028679i,0.020218+0.0079434i,0.013575+0.010952i,0.0044131+0.0058018i,-0.0039389-4.6852e-05i,-0.00033549-0.0015209i,0.0097249-0.0034482i,0.0095382-0.0047244i
-0.1214-0.12349i,-0.17343-0.15449i,-0.14513-0.12381i,-0.084713-0.076435i,-0.055678-0.054807i,-0.043148-0.050142i,-0.037049-0.039139i,-0.047022-0.011152i,-0.046511+0.0099986i,-0.033121+0.0051244i,-0.025794-0.0030319i,-0.020013-0.0017746i,-0.014256-0.0030598i,-0.015317-0.010474i,-0.018371-0.017616i,-0.01522-0.02283i,-0.0071927-0.025686i,-0.0020501-0.020824i,0.00016891-0.010956i,0.001641-0.0041776i,-0.00024005-0.0016925i,-0.0045202-0.00064649i,-0.0069163+0.0021504i
0.13537-0.056546i,0.14227-0.07537i,0.064603-0.040694i,-0.010551-0.0036083i,-0.021175-0.015585i,0.0021666-0.025372i,0.036293-0.0064368i,0.070746-0.0050246i,0.067175-0.016766i,0.040048-0.012378i,0.022809-0.0061164i,0.0064928-0.010852i,-0.011839-0.0080584i,-0.016559+0.0072449i,-0.012444+0.019679i,-0.012292+0.024677i,-0.013622+0.020618i,-0.010927+0.0093927i,-0.0067885+0.00061485i,-0.0067891-0.003151i,-0.0084568-0.0035803i,-0.0051457-0.0010117i,0.0027516-0.00060687i
-0.011016+0.14885i,0.014374+0.16883i,0.054138+0.08542i,0.076941+0.0039736i,0.067596+0.014361i,0.035801+0.040558i,-0.0041666+0.028932i,-0.023236+0.013515i,-0.013134+0.0076748i,0.0016096+0.0009055i,0.0043143-0.0056353i,0.0033957-0.0059113i,0.0068609-0.0052346i,0.0083434-0.0089481i,0.0083408-0.013182i,0.011623-0.013168i,0.0148-0.0054495i,0.01527+0.0021278i,0.014255+0.0042599i,0.015912+0.0030343i,0.019261-0.003093i,0.016125-0.011653i,0.0077269-0.014482i
-0.12482-0.047847i,-0.16594-0.019948i,-0.14239+0.041527i,-0.10595+0.068573i,-0.093413+0.05539i,-0.073008+0.048062i,-0.047008+0.0509i,-0.046173+0.054824i,-0.048126+0.055179i,-0.031426+0.048524i,-0.0069957+0.038462i,0.012564+0.027624i,0.020049+0.013945i,0.0133+0.0027907i,0.00071266-0.0016276i,-0.0081492-0.0056311i,-0.013881-0.011813i,-0.01569-0.011405i,-0.011113-0.0034571i,-0.0048604+0.0030689i,-0.0057841+0.0066509i,-0.01233+0.012037i,-0.014981+0.017016i
0.12216-0.097866i,0.1468-0.13918i,0.097569-0.1157i,0.042874-0.057472i,0.029601-0.039189i,0.035556-0.046303i,0.057693-0.048041i,0.071722-0.056549i,0.051924-0.056111i,0.0253-0.036123i,0.011145-0.020775i,0.0025844-0.01447i,-0.0011369-0.0065667i,0.0022362+0.0021451i,0.0060928+0.0086891i,0.0039579+0.01392i,-0.0014067+0.01587i,-0.0061438+0.011095i,-0.0097487+0.0021547i,-0.010429-0.0024726i,-0.008452-0.0030671i,-0.0018037-0.0047422i,0.005098-0.0067729i
0.035929+0.13971i,0.05214+0.15335i,0.04388+0.060314i,0.016989-0.039822i,0.0054551-0.056229i,0.00052845-0.043116i,-0.021508-0.038609i,-0.028469-0.023375i,-0.013131-0.0080152i,-0.0056445-0.0040567i,-0.0093299-0.00034857i,-0.0083411+0.0039997i,-0.0022278+0.0029905i,-0.00066891-0.0049011i,-0.0019798-0.013749i,0.0030349-0.01707i,0.011684-0.01503i,0.014506-0.011293i,0.0099882-0.0097699i,0.0057801-0.010048i,0.0073521-0.009064i,0.0052288-0.0083718i,-0.0023429-0.0072294i
-0.14844-0.033861i,-0.18374-0.003112i,-0.11512+0.069452i,-0.026531+0.11176i,-0.0084591+0.094992i,-0.01311+0.072329i,-0.0044981+0.063253i,-0.0054438+0.059329i,-0.0062501+0.049261i,0.0033562+0.02844i,0.011508+0.012129i,0.0097634+0.0044274i,0.0034834-0.0012713i,0.00030104-0.0011469i,-0.0012627+0.0028845i,-0.0049629+0.0052015i,-0.0085113+0.0037126i,-0.0080083+0.0041936i,-0.0054444+0.010141i,-0.0064067+0.015267i,-0.01114+0.020436i,-0.0096052+0.026741i,-0.00076882+0.026311i
0.073869-0.13916i,0.059401-0.21311i,-0.0062206-0.21255i,-0.040241-0.15639i,-0.019501-0.11766i,-0.004299-0.10263i,0.0025207-0.071247i,0.021135-0.042698i,0.027572-0.036405i,0.012332-0.03465i,-0.0059724-0.029739i,-0.017904-0.021709i,-0.020948-0.0098966i,-0.015395+0.0018751i,-0.0064785+0.0064181i,-0.0013114+0.0070757i,0.0012042+0.0096162i,0.0032587+0.0065114i,0.0029856-0.0018852i,0.0026956-0.007762i,0.0042251-0.013208i,0.0059766-0.020424i,0.0054762-0.024099i
0.088131+0.14193i,0.14544+0.18721i,0.13424+0.13629i,0.055977+0.060613i,-0.0020888+0.041999i,-0.022643+0.039014i,-0.048221+0.014555i,-0.066485+0.0068244i,-0.05078+0.026588i,-0.020125+0.039891i,0.0019169+0.033993i,0.013445+0.022755i,0.01455+0.011731i,0.0050598+0.0001727i,-0.0050387-0.0075795i,-0.0067533-0.013414i,-0.003522-0.016639i,-0.0013633-0.013177i,0.00033648-0.0074552i,0.0051312-0.0058088i,0.0089634-0.0092446i,0.0026178-0.01052i,-0.0065189-0.0041854i
-0.15294+0.029065i,-0.19996+0.068663i,-0.1222+0.099739i,0.0019515+0.088392i,0.044264+0.05935i,0.037591+0.050594i,0.037369+0.03938i,0.016094+0.018676i,-0.010025+0.0086405i,-0.0089494+0.0040528i,0.002566+0.0012443i,0.0064304+0.001145i,0.0056116+0.0020304i,0.0067208+0.0058798i,0.0080116+0.012i,0.0047394+0.01705i,-0.0027835+0.017798i,-0.0062733+0.015125i,-0.00095725+0.012611i,0.0027535+0.014249i,-0.0011611+0.017863i,-0.0023805+0.018153i,0.0019413+0.013757i
0.033431-0.14552i,-0.0012178-0.22033i,-0.086218-0.20054i,-0.14007-0.12294i,-0.1193-0.084941i,-0.065522-0.07324i,0.001763-0.045599i,0.059705-0.034896i,0.055612-0.045342i,0.012268-0.037451i,-0.013077-0.01996i,-0.016758-0.013782i,-0.012522-0.010992i,-0.0059864-0.0084855i,-0.0012671-0.010043i,0.002362-0.010328i,0.0056541-0.0082606i,0.0029327-0.010605i,-0.0051945-0.017148i,-0.0089679-0.022909i,-0.006005-0.024554i,-0.0033009-0.02323i,-0.005946-0.019589i
0.1297+0.09605i,0.23021+0.12435i,0.25501+0.084208i,0.18133+0.038464i,0.10129+0.045311i,0.0566+0.053841i,0.0093176+0.035829i,-0.020902+0.0342i,-0.0057107+0.045182i,0.022018+0.038816i,0.031915+0.021366i,0.028885+0.0072684i,0.020148-0.0017393i,0.0086419-0.0054583i,-0.00077421-0.0063373i,-0.0064169-0.0080714i,-0.0084172-0.0092044i,-0.0061919-0.0051601i,-0.0013634+0.0027914i,0.0029137+0.0077265i,0.0042135+0.0090352i,0.003936+0.012103i,0.0043997+0.015856i
-0.15208+0.050964i,-0.22998+0.098215i,-0.19768+0.10915i,-0.085828+0.054383i,-0.019444-0.012679i,-0.017586-0.030334i,-0.027421-0.0013472i,-0.033916+0.023995i,-0.029989+0.01877i,-0.019131-0.002308i,-0.012764-0.010738i,-0.0066465-0.0039556i,0.0015713+0.0033792i,0.010111+0.007738i,0.015815+0.011304i,0.015357+0.0147i,0.012073+0.016976i,0.010033+0.016706i,0.0079251+0.014385i,0.0016149+0.013766i,-0.0053117+0.017179i,-0.0041361+0.01767i,0.0017027+0.0088289i
0.024196-0.1516i,0.0085983-0.23143i,-0.046133-0.1999i,-0.092593-0.086318i,-0.090337-0.020848i,-0.054924-0.025749i,-0.012287-0.04654i,0.012235-0.059138i,0.007658-0.046042i,-0.0056237-0.013772i,-0.013101+0.0049839i,-0.017139+0.0072915i,-0.018591+0.0049983i,-0.020906-0.00079508i,-0.023104-0.0078296i,-0.01968-0.015203i,-0.012985-0.019454i,-0.011144-0.018414i,-0.015598-0.015043i,-0.015965-0.014232i,-0.0085186-0.019398i,-0.0046085-0.024745i,-0.0080159-0.020207i
0.12645+0.087457i,0.21569+0.1074i,0.25157+0.050831i,0.20803-0.022902i,0.14613-0.029586i,0.098764-0.015206i,0.032887-0.029442i,-0.02408-0.023362i,-0.021574+0.0043077i,0.0080708+0.011037i,0.019102+0.0048354i,0.014702+0.0042637i,0.0086754+0.005536i,0.0031267+0.0047718i,-0.0015168+0.0056508i,-0.00503+0.0078032i,-0.0070863+0.0084283i,-0.0026677+0.007782i,0.0078481+0.0079777i,0.016581+0.0085985i,0.016417+0.0069311i,0.011293+0.0060626i,0.0095613+0.006776i
-0.14867+0.076818i,-0.2453+0.1468i,-0.25158+0.18416i,-0.17353+0.14199i,-0.11429+0.066471i,-0.087027+0.048132i,-0.02875+0.075748i,0.026289+0.066345i,0.017664+0.018408i,-0.016362-0.0080412i,-0.026889-0.0083515i,-0.019316-0.0079872i,-0.0080849-0.0089307i,0.0042898-0.0064417i,0.013247-0.0015762i,0.017393+0.0045252i,0.017865+0.0081337i,0.013347+0.0056923i,0.0049712-0.0018012i,-0.0036425-0.0054073i,-0.0079316-0.00077041i,-0.0068253+0.0021659i,-0.006294-0.00038327i
0.010545-0.16511i,0.013631-0.27195i,-0.0011295-0.26963i,-0.020858-0.14539i,-0.015562-0.030321i,0.0068023+0.0014334i,0.025591-0.0075851i,0.038824-0.017098i,0.039613-0.010018i,0.032551+0.0044469i,0.02437+0.0046137i,0.01293-0.0042203i,-6.6918e-05-0.0074589i,-0.011382-0.0054858i,-0.01809-0.0062495i,-0.020293-0.010222i,-0.018772-0.013922i,-0.015685-0.012974i,-0.012087-0.0090871i,-0.006737-0.010478i,-0.0037986-0.016286i,-0.0055105-0.016393i,-0.0064611-0.0078461i
0.1342+0.088468i,0.2246+0.13523i,0.23686+0.10229i,0.16057-0.00034301i,0.073184-0.06801i,0.0073884-0.072845i,-0.058466-0.049038i,-0.092603-0.0021318i,-0.05633+0.02937i,-0.006054+0.015389i,0.014151-0.0032577i,0.022647-0.004456i,0.026104-0.0018179i,0.023737+7.7137e-05i,0.019793+0.0049558i,0.01498+0.011743i,0.0098216+0.015878i,0.009415+0.014545i,0.015548+0.010941i,0.019528+0.0098744i,0.016375+0.01216i,0.012417+0.014511i,0.01194+0.01085i
-0.13338+0.079925i,-0.22424+0.14798i,-0.23408+0.19323i,-0.15275+0.18132i,-0.078231+0.127i,-0.032821+0.081473i,0.019755+0.051987i,0.039835+0.015828i,0.0060298-0.0087588i,-0.026121-0.0013153i,-0.030193+0.011921i,-0.023533+0.013484i,-0.013615+0.00831i,-0.004549+0.0016075i,0.00064898-0.0034444i,0.0045051-0.0070392i,0.005888-0.0085867i,6.5946e-05-0.0047466i,-0.01131+0.00086375i,-0.019213+0.0051974i,-0.018032+0.0076511i,-0.011597+0.0048182i,-0.0089473+8.7055e-05i
-0.0060714-0.15647i,-0.0013343-0.28272i,0.0015215-0.32423i,0.0069826-0.23789i,0.039467-0.12839i,0.073816-0.095075i,0.065253-0.10591i,0.037496-0.09341i,0.026541-0.053174i,0.029506-0.022359i,0.024222-0.011341i,0.009087-0.0034877i,-0.0032201+0.0041924i,-0.011413+0.0055628i,-0.018662+0.0007057i,-0.024639-0.0062687i,-0.025714-0.0098095i,-0.020938-0.0093277i,-0.012418-0.0058913i,-0.0042582-0.0044673i,-0.0017003-0.0085282i,-0.002461-0.010527i,-3.5705e-05-0.0055312i
0.12882+0.073803i,0.21467+0.14415i,0.22305+0.16268i,0.13393+0.095469i,0.024787+0.031134i,-0.041255+0.035026i,-0.056589+0.067323i,-0.039163+0.076788i,-0.01638+0.051846i,-0.0086854+0.018224i,-0.0084134+0.0022777i,-0.0014217-0.0051112i,0.00647-0.011721i,0.012664-0.011707i,0.018387-0.0055958i,0.021163+0.0016348i,0.019871+0.0061583i,0.017817+0.0035504i,0.017795-0.0044686i,0.015689-0.007529i,0.011905-0.0022671i,0.010706+0.0025633i,0.0081563+0.00094647i
-0.12121+0.068434i,-0.22067+0.10366i,-0.23443+0.12243i,-0.13209+0.12204i,-0.031746+0.10367i,0.010833+0.090708i,0.043864+0.085272i,0.057949+0.053675i,0.031889+0.020837i,0.0052101+0.018666i,-0.00038792+0.021607i,-0.0025064+0.014998i,-0.0061332+0.0087378i,-0.0087825+0.0064635i,-0.0094079+0.0047746i,-0.0066642+8.08e-05i,-0.0023907-0.0037192i,-0.0016908-0.0022904i,-0.005809+0.00079074i,-0.0096819+0.00068367i,-0.011088-0.0018574i,-0.012686-0.0045622i,-0.014558-0.0033987i
-0.0006687-0.13354i,0.013266-0.24422i,0.010361-0.2953i,-0.028681-0.24717i,-0.059703-0.17027i,-0.069326-0.138i,-0.090097-0.12237i,-0.090483-0.07009i,-0.042454-0.019873i,0.0026211-0.011472i,0.01561-0.017527i,0.016112-0.013874i,0.012012-0.0060534i,0.0031412-0.0010649i,-0.005768+0.0017492i,-0.010833+0.0048381i,-0.010655+0.0062833i,-0.007378+0.0046509i,-0.00065248+0.0012924i,0.0080497-0.0026436i,0.010102-0.0061813i,0.0062639-0.005434i,0.0063309-0.0016017i
0.10833+0.070726i,0.18831+0.16266i,0.20929+0.21629i,0.15016+0.17732i,0.064082+0.10654i,0.0055607+0.065211i,-0.016281+0.044813i,-0.019656+0.030112i,-0.02244+0.017929i,-0.026893+0.01347i,-0.024526+0.015645i,-0.015894+0.012769i,-0.0071146+0.0053969i,0.0014359+0.0011644i,0.010715+0.0004499i,0.016008+0.0025675i,0.014742+0.0054497i,0.010117+0.0057858i,0.0055999+0.0035293i,0.0027222+0.0029375i,0.0035808+0.0055881i,0.0069697+0.0062054i,0.0059272+0.0023424i
-0.11508+0.05583i,-0.22561+0.067486i,-0.26181+0.048132i,-0.16005+0.012555i,-0.019735-0.024616i,0.06638-0.046252i,0.10597-0.051992i,0.093113-0.062945i,0.043639-0.052406i,0.015765-0.021725i,0.0084396-0.006881i,-0.00082663-0.00060178i,-0.0048138+0.0071287i,-0.0067117+0.0088124i,-0.011741+0.0045669i,-0.015055-0.0015083i,-0.014849-0.0061853i,-0.013322-0.005307i,-0.013843+0.001754i,-0.015962+0.0071374i,-0.016388+0.0066436i,-0.014105+0.0047907i,-0.0091541+0.0049633i
0.010474-0.12215i,0.056101-0.21653i,0.070909-0.25231i,0.0072204-0.18068i,-0.055601-0.070915i,-0.057253-0.014442i,-0.048897-0.008132i,-0.040227+0.0037642i,-0.011653+0.0099918i,0.0062633-0.0078217i,0.0040631-0.022168i,0.0037609-0.025144i,0.0052271-0.02313i,0.0036159-0.017995i,0.0016347-0.013886i,-0.0013265-0.01095i,-0.003639-0.0091457i,-0.0032603-0.0094557i,0.00065999-0.010422i,0.0050998-0.010315i,0.007408-0.0095409i,0.0085698-0.0074498i,0.0089905-0.0045364i
