-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
0.00056213-0.00088655i,-0.0002146-0.001486i,-0.0003698-0.0018574i,-0.00064116-0.00079789i,-0.00056883-0.00053944i,0.00025163-7.3341e-05i,0.00035669-0.00044377i,0.0011555-0.00087326i,0.001345-0.0011343i,0.00023249-0.00104i,0.0001955-0.00024605i,0.00057104+0.00065845i,0.00022479+0.00057049i,-2.9579e-05-0.00046017i,-0.00053273-0.000589i,-0.0011222+0.00025779i,-0.0016063+0.00016437i,-0.0012323-0.00040535i,-8.0562e-05-0.00023574i,6.8814e-05+0.00062789i,-0.000182+0.0011595i,-0.00030476+0.00062205i,0.00042741+0.00021152i
-0.0011228-0.0021016i,-0.0016115-0.0012877i,-0.001723+1.3767e-05i,-0.0011211+0.00058498i,-7.8814e-05+0.0015199i,0.00063303+0.0010463i,0.0006413-0.0006103i,0.00050616-0.0011763i,0.00032185-0.0014027i,0.00053513-0.0014076i,0.00038109-0.00082185i,0.00049233-0.00016637i,0.0010086-0.00040525i,0.00076213-0.0009288i,-7.5747e-05-0.00086525i,-0.00086863-0.00031873i,-0.00096053+4.0014e-06i,-0.00043075+0.00030974i,-0.00084239+9.8163e-05i,-0.00097924-0.0003675i,2.3169e-05+0.00015018i,0.00041816+0.00066995i,-0.00023485+0.00072402i
-0.00088763+0.0008943i,-0.00059843+0.0017116i,-1.4346e-05+0.0014201i,0.00065494+0.00048962i,0.00040199-0.00032193i,-0.00017806-0.0012747i,-0.00041575-0.0015787i,-0.00036802-0.0019168i,-2.3349e-05-0.0019083i,0.00042428-0.00087278i,0.00031488-0.00045295i,-0.00014922-0.0004441i,-0.00018294-0.00030847i,-0.00037975-0.00063958i,-0.0004642-0.00071148i,-0.00042719-0.00071829i,-0.0010488-0.00049121i,-0.0015816-0.00015855i,-0.0015122-0.0002518i,-0.00093822-0.00046434i,-0.00077369-9.1946e-05i,-0.00095947+0.00064073i,-0.00066207+0.00054184i
0.00089954+0.0017912i,-0.0001104+0.00074814i,0.00044683+0.00061963i,0.0013218+0.0005504i,0.0012353+0.00066657i,0.00079275+0.00010702i,0.00022151-0.00041746i,0.0003408-0.00052007i,0.00097951-0.00036726i,0.00051129-0.0001395i,-4.7025e-05-6.1214e-05i,0.000293-0.00019571i,0.0006326-0.001099i,1.1719e-05-0.0015581i,-0.0010363-0.0011194i,-0.00087682-0.0010558i,-0.00027806-0.001002i,0.00017859-0.00011139i,0.00048475+0.00049901i,0.00052621+0.0005287i,0.00012591+5.0082e-05i,-0.00045431-0.00068094i,-0.00054786-0.00043836i
0.0013501-0.0010855i,0.0012237-0.00011621i,0.0014671-0.00071222i,0.0011408-0.00062751i,0.00067515+5.3326e-06i,0.00040931-2.7551e-05i,-0.00042159-0.00048736i,4.4886e-05-0.00090353i,0.00093742-0.0014484i,0.00090423-0.0014121i,0.0004754-0.0010919i,0.00034832-0.00093628i,0.00046424-0.0012393i,-8.7975e-06-0.00161i,-0.00052499-0.00076396i,-0.0010042-0.00011887i,-0.00098861-0.00066157i,9.942e-05-0.00056131i,0.00073194-0.00065726i,-4.8676e-06-0.00061979i,-0.00087105-0.00022528i,-0.00075122-0.00033328i,-0.00045876-0.0006023i
-0.00047997-0.0013494i,-0.00050354-0.0017001i,-0.0012663-0.0018397i,-0.0010826-0.00049599i,-0.000194+0.00060615i,0.00095922+0.00063116i,0.0014224+2.9323e-06i,0.0015239-0.00010723i,0.00077039-9.2193e-05i,-1.8504e-05-0.00064835i,-0.00025978-0.00034262i,-0.00086516-0.00035242i,-0.00058648-0.00012081i,-0.00012932+0.00098945i,-0.00077662+0.0004294i,-0.0021228-0.00017555i,-0.0031064+0.00020413i,-0.002432+0.00020211i,-0.0012948+0.00055482i,-0.0002523+0.00058036i,0.0006339+0.00041843i,-0.00033429+0.00062832i,-0.0010506+0.00054396i
-0.001443-2.2649e-05i,-0.00075458+0.00041711i,-0.00035723+0.0007072i,-0.00026243+0.00063292i,0.00026541+0.00017718i,0.00066982-0.00024748i,0.0004328-0.00094528i,0.00032685-0.0013417i,0.00060048-0.0012569i,-4.6895e-05-0.0006588i,-0.00044264-0.00033679i,-0.0001743-0.00062855i,0.0001317-0.00028698i,0.0001544-0.00020944i,4.9164e-05-0.00076623i,-0.00052327-0.00055699i,-0.0012262-0.00071103i,-0.0015922-0.0010161i,-0.0018729-0.00036822i,-0.0012636+0.00052388i,-0.0008639+0.0010873i,-0.0008125+0.00086757i,-0.00010922+0.00037673i
-0.00045551+0.00057216i,0.00082814+0.00061864i,0.00044705+0.0010741i,0.00035144+0.00073718i,0.0013921+0.00072269i,0.0018523+0.00073703i,0.0015071+0.00053713i,0.00032052+0.00041387i,0.00019671+1.5939e-05i,1.6133e-05-0.00082088i,-0.00095364-0.0010336i,-0.001298-0.00063602i,-0.0005182+0.00016822i,0.00015361-0.00024066i,0.00011421-0.00074594i,-0.00036819-0.00045357i,-0.00072751-0.00024854i,-0.00030946-0.0002122i,-3.2307e-05+0.00016415i,-2.0925e-05+0.0011655i,-0.00010638+0.00065914i,-0.00051003-0.00027176i,-0.00025586-0.00018535i
0.0032621+0.00047551i,0.0023202-0.00033145i,0.0016469-0.0025386i,0.0005501-0.0030705i,-0.00099117-0.0015053i,-0.001567+0.00010405i,-0.0008561+0.00041148i,-0.00045202-0.00016459i,-0.00045833-0.0011668i,-0.00075819-0.0021671i,-0.00076736-0.0019391i,-0.00073639-0.00059605i,-0.00064295-0.00036169i,-0.00094699-0.0005356i,-0.0011498-0.0003514i,-0.00074242+5.4792e-05i,-0.0010228+0.00056255i,-0.0012224+0.00027244i,-0.0010776+0.00035502i,-0.00032301+0.00033422i,0.00044869+0.00021227i,0.0002675-3.2032e-05i,0.0003071+0.00012963i
-0.00057888-0.00019502i,-0.00071864-0.0001501i,-0.00093758-0.00040324i,-0.00028722-0.00022466i,0.001247-0.00028762i,0.0009884-0.00055558i,-0.00021087-0.0010536i,0.00018625-0.001794i,0.00030136-0.0017509i,-0.00035937-0.0010571i,3.2595e-05-0.00065592i,0.00092152-0.0004649i,0.00072985-0.00025816i,-5.6915e-05-9.2844e-05i,-0.00046869+0.00060044i,-0.00043461+0.00061202i,-0.0001674+0.00021216i,0.00020417-0.00014204i,0.00029196+0.00021301i,-0.00042279+0.0013018i,-0.001412+0.0016264i,-0.0018638+0.0019246i,-0.0014746+0.0010509i
-0.00072615+0.00059991i,-0.00034162+0.00029569i,-0.00021029-1.4406e-05i,0.00095973-0.0003529i,0.0014084-0.00027915i,0.0014249-0.00059446i,0.0008825-0.000849i,-0.00016215-0.001257i,0.00044627-0.0013698i,0.00048392-0.0008254i,0.00032428-0.0006957i,0.00076945-0.00049536i,0.00056563-0.00031565i,-0.00027646-0.00047707i,-0.00042285-0.00018135i,-0.00053674-2.4264e-06i,-0.00035202+0.00023626i,0.00030795+0.00059269i,0.00080673+0.00016965i,0.00081675-0.00069136i,0.00010029-0.00069776i,0.00010644+7.9233e-05i,0.00068583+0.00021592i
-0.00060886+0.0012822i,0.00021289+0.00156i,0.0018994+0.0011854i,0.0024937+0.0011659i,0.0016732+0.00061839i,0.00053227+0.00031972i,0.00016606+0.00019059i,0.00037563-8.3589e-05i,0.0010616+0.00027912i,0.001286+0.00046455i,0.0002085-0.00027588i,-0.000331-0.0014927i,0.0002505-0.0023822i,0.00015161-0.0020766i,-0.00068811-0.00067562i,-0.0013157+3.5832e-05i,-0.0018863-0.00055094i,-0.0019954-0.00034714i,-0.0015845-2.2459e-05i,-0.0013183-0.00031584i,-0.00071934-0.00029104i,-0.00029702+0.00034814i,0.00042602+0.00026938i
0.00078897+0.0030852i,0.001198+0.0023607i,0.0012211+0.0028396i,0.002226+0.0022819i,0.0033087-0.00025307i,0.0023891-0.0015595i,0.0011314-0.0011839i,0.0005013-0.00036689i,0.00068622-0.00048045i,0.00077926-0.00083935i,0.00018876-0.00067542i,-4.479e-05-0.00084106i,-0.00011482-0.0012943i,-0.0011096-0.001408i,-0.0016181-0.00046473i,-0.0011103+0.00052191i,-0.00056517+0.00049966i,0.00042901+0.00017288i,0.00069025+0.00065338i,-9.3575e-05+0.000795i,-0.00041594-0.00014577i,-0.00033041-0.00076191i,0.00048469-0.00029968i
0.00013727+0.00021947i,-0.0008227+0.0010321i,-0.0015652+0.0013563i,-0.00099669+0.0024499i,-0.00019456+0.0021399i,0.0005783+0.0010126i,0.00067824+0.00033736i,0.00019898-0.00051478i,-0.00036494-0.00093938i,-0.0011629-0.00089697i,-0.0012567-0.000381i,-0.00042649-0.00019031i,-0.00027754-0.00044114i,-8.1666e-05-0.00053559i,-2.539e-05-0.00027028i,-0.00031724+0.0002966i,-0.00027707+0.00023657i,-0.00022831-0.00041977i,-0.00029088-0.0011206i,-0.00049138-0.00069136i,-0.00057414+0.00044359i,9.9492e-05+0.00024186i,0.00033074+7.5441e-05i
-0.0008008+0.0015051i,-0.00083049+0.0013485i,0.00039191+0.0012952i,0.00040463+0.0011729i,1.6743e-05+0.0011234i,0.0004932+0.000223i,0.00079913-0.0012317i,0.00043948-0.0015499i,-0.00032833-0.0010915i,-0.00083121-0.00097253i,-0.00012632-0.0014258i,0.00071821-0.0012281i,0.00091141-0.001177i,4.1132e-05-0.001201i,-0.001096-0.00032928i,-0.0013288+0.0001237i,-0.001318-0.00022176i,-0.0010103-0.00024464i,-0.00020578-0.00030152i,0.00080897-0.00041727i,0.00087684-0.0001032i,0.00013486+0.00023437i,-0.00028593+1.2276e-05i
7.8248e-05-0.00086217i,0.00047673-0.00063948i,0.00073181-0.0004585i,0.0010233-5.9857e-05i,0.0012474+0.00022562i,0.0012106-0.00088811i,0.0009947-0.0012422i,0.00064406-0.00040235i,0.0005807-0.00063673i,0.00057334-0.00055001i,0.00070511+8.8661e-05i,0.00044695-2.0189e-06i,-0.00033706-0.00042827i,-0.0010482+1.704e-05i,-0.0015279-0.00035798i,-0.0011092-0.00053223i,-0.00071426-8.5887e-05i,-0.00098733+0.0003964i,-0.00098825+0.00091614i,-0.00061622+0.00070437i,-0.00017802+0.0001521i,-2.1576e-05-0.0002564i,0.00060689-3.3388e-05i
0.00025061-0.0007808i,0.0015194-0.00044156i,0.001307+0.00011121i,-2.6563e-05+0.00039181i,2.7187e-05+9.153e-06i,0.00041607+0.00030997i,0.000189+0.00090502i,0.00017965+0.00074079i,-0.0001505+0.00017296i,-0.00054802-0.00015054i,-0.00027026-0.00010085i,0.00068727-0.00023537i,0.00089694-0.00043693i,-0.00012905-0.00062743i,-0.00059228-0.00045158i,-9.3651e-05-5.8231e-05i,-9.4045e-05-0.00040342i,-0.00039354-0.00058388i,-0.00033072-0.00025509i,7.0242e-05-0.00025396i,0.00042269-0.00064315i,0.00031133-0.00062373i,-0.00036985-0.0003613i
0.001115+0.00098488i,0.00033956+0.0012016i,0.00059532+0.00027172i,0.0015218-0.00022538i,0.0019173-0.00042156i,0.0011301-0.00070695i,-0.00013502-0.00070142i,-0.00072119-0.00079475i,-0.00065462-0.0013373i,-0.00010626-0.0015554i,0.00016997-0.0010995i,0.00015925-0.00058878i,0.00046886-0.00069804i,0.00028404-0.0013515i,-0.00010753-0.00058282i,-0.00079381+0.00054385i,-0.00082332+0.00055121i,-0.00043427+0.00040486i,-0.0001613+0.00064571i,0.00067614+0.00038333i,0.00063951+3.1984e-06i,-0.00019119-0.00033588i,-8.6313e-05-0.00067446i
0.00080477+0.0015409i,0.00057102+0.0017455i,0.001124+0.00061704i,0.001617-0.0010056i,0.0013818-0.0014269i,0.00041135-0.0013741i,-0.00092308-0.00099606i,-0.0010406-0.0010406i,7.1928e-05-0.0012686i,0.00076684-0.0010063i,0.00055584-0.0011305i,0.00012259-0.0015941i,-0.00041399-0.0018005i,-0.00024484-0.0012083i,-1.993e-05-0.00023396i,-0.00048839+8.6002e-05i,-0.00017518+9.6062e-05i,0.0001041-0.00019039i,0.00015652-0.00018637i,0.00023502-9.5394e-05i,8.0194e-05-0.0006577i,0.00019529-0.00070652i,0.00026605+0.00012719i
-0.00032323-0.00017632i,0.00080432-0.00069832i,0.0020753-0.00063823i,0.0020606-0.00012303i,0.0012676+0.00048021i,0.00044627+0.00052812i,0.00028493-3.812e-07i,0.000587-0.00011858i,0.00093081-0.00014756i,0.00092064-0.00071962i,0.0010705-0.00084931i,0.00088468-0.00023731i,0.00048-0.00053103i,-0.00032731-0.00051306i,-0.00040617-0.00034141i,-7.2855e-05+0.00013961i,0.00022532+0.00050044i,0.0001433+0.00012476i,-0.00036095+0.00029329i,0.00015982+0.00055484i,0.00060735+0.00069295i,0.00047979+0.00055271i,0.00030724+0.00011304i
0.0014393+0.0016587i,0.0021439+0.0013919i,0.0029977+0.0011709i,0.0027663+0.0006408i,0.00203-4.5168e-05i,0.0013934-0.00076139i,0.00088115-0.0011398i,0.001031-0.0010491i,0.00075146-0.00035875i,0.0004608+8.368e-05i,0.0007006-0.00077414i,0.00042312-0.0016318i,-0.00012276-0.002114i,-0.00015454-0.0022063i,-0.00079375-0.0015634i,-0.0018241-0.00026972i,-0.0017202+0.00045143i,-0.0012466+0.00037121i,-0.00036621+0.00050215i,0.00054375+0.00077359i,0.00039252+0.00050872i,-1.5682e-05-3.562e-05i,0.00010034-0.00018767i
-0.0011815+0.0018208i,-0.0014807+0.0028934i,-0.0013313+0.0038057i,0.00057107+0.0028548i,0.0018642+0.0011076i,0.00092047+3.9222e-05i,-0.00011786-0.00037535i,-4.0182e-05-0.00049494i,-7.9669e-05-0.00099445i,0.00044152-0.00098163i,0.00072739-0.00066822i,3.1123e-05-0.00054439i,-0.00013589-0.00044193i,0.00011745-0.0012496i,0.00010696-0.0018463i,-0.00059041-0.0007339i,-0.0016017+0.00022444i,-0.0023681-0.00015755i,-0.0016128+0.00021747i,0.00012862+0.0010006i,0.00079502+0.00040937i,0.00067883-0.00047784i,0.00076557+0.00022302i
-0.00061255-0.00085045i,-0.00085412-0.001543i,-0.0019042-0.0016646i,-0.00096479-0.00035081i,0.00077975+0.00076062i,0.0015211-0.00078701i,0.00035125-0.0019467i,-0.00046755-0.0014184i,-0.00024025-0.00060828i,-0.00017286-0.00046806i,0.00035899-0.00049139i,0.00059884-0.00022894i,0.00024447-0.0010073i,-0.00040026-0.0019913i,-0.00093137-0.0013887i,-0.0014899-0.00021698i,-0.0015054-7.2937e-05i,-0.00075818-0.00034189i,-0.0001104-0.00078564i,0.00033712-0.00051378i,0.00019394+0.0001004i,8.5045e-05+0.00021185i,0.0001934+0.00011034i
-0.00049496-0.00054295i,0.0007265-0.00095688i,0.001175-0.00042072i,0.00094977+0.00011181i,0.00095789+0.00041358i,0.0012058+0.00026317i,0.00076728-0.00047162i,0.00036572-0.00042462i,0.00015247-0.00059929i,-0.00063524-0.0011928i,-0.00087802-0.00098072i,-0.00016184-0.0010288i,-0.00067279-0.0016071i,-0.0013515-0.0014535i,-0.0012844-0.0010343i,-0.0011048-0.0010075i,-0.00074027-0.00026001i,-0.00051325+0.000468i,-0.00020102+0.0005435i,6.3974e-05+0.00090323i,-0.00049989+0.00024294i,-0.0007723-0.0010704i,-0.00020737-0.0009238i
0.000251-0.00050047i,0.0010856+0.00033903i,0.00052892+3.5889e-06i,0.00024027-0.00023171i,0.00048156-0.00044802i,0.00048583-0.0012314i,0.0007866-0.0015562i,0.00077139-0.0010968i,0.00031173-0.00041683i,0.00037424-0.00048368i,0.00060032-0.00043993i,0.00064361-7.1537e-05i,0.00029707-0.00023963i,0.00021673-0.001058i,0.0004578-0.0011135i,0.00049246+5.1767e-05i,3.997e-05-0.00012671i,-0.00023031-0.00042061i,-0.000123-0.00010563i,-3.6786e-05-1.3014e-05i,-0.00049156+0.00026857i,-0.00036135+0.00021658i,-0.00016226-0.00037909i
-0.00062678-0.00062094i,-0.00056981-0.00081421i,-0.0010158-0.00021152i,-0.00082441+0.001001i,0.00044074+0.0011148i,0.0013136-0.00013285i,0.0012908-0.001616i,0.00064012-0.0016603i,0.0007799-0.0011196i,0.00084057-0.00099512i,0.00020367-0.0011511i,-0.00018161-0.0010109i,-0.00025027-0.00069399i,-0.00058486-0.00034887i,-0.0013867-2.509e-05i,-0.001496+0.000164i,-0.00092993+5.7545e-05i,-0.00077751+0.00037595i,-0.00096466+0.00044992i,-0.00046444-0.00035608i,0.00033762-0.00071277i,0.00045678-4.5804e-06i,3.7455e-05+0.00021856i
0.00053283-0.001145i,0.00074628-0.0025548i,-0.00012772-0.0024709i,-0.001086-0.0017877i,-0.00038416-0.0015713i,-0.00064183-0.0011888i,-0.001075-0.001239i,-0.00057498-0.0013387i,-0.00015806-0.0014459i,-0.00038582-0.0011701i,-0.00046155-0.00084813i,-3.8282e-05-0.00035407i,0.00082784-0.00046924i,-4.143e-05-0.00086323i,-0.001392-0.0004278i,-0.0015277-0.00067144i,-0.0011175-0.0010908i,-0.00085628-0.00052498i,-0.00037938+0.00045855i,-0.00012611+0.00027232i,-0.0013491-0.00015216i,-0.001143-0.00036489i,0.00052258-0.00015564i
-0.001268+0.00085172i,-0.0010947+0.000699i,-0.00062855+0.00088597i,0.00017535+0.001379i,0.00088477+0.00091486i,0.00080312-0.00068644i,0.00050996-0.0012164i,0.0004286-0.00047603i,0.0008321+0.0002801i,0.0011728-5.2012e-05i,0.0009622-0.00044203i,0.00088306-0.00083589i,0.0001184-0.0015172i,-0.00044338-0.0018083i,-0.00053129-0.0011628i,-0.00098721+0.00016051i,-0.00085446+4.5523e-05i,-0.00067641-0.00029638i,-0.001569-0.00012924i,-0.0019248+0.00066142i,-0.00092453+0.00020937i,0.00038016-0.00061372i,0.00078016-0.00010214i
-0.0023313-0.0011409i,-0.00091287-0.00031227i,0.00081155+0.00093954i,0.0012432+0.0014802i,0.00047109+0.0017059i,0.00068853+0.00099233i,0.0013008-7.3325e-05i,0.0013358-0.00058105i,0.00038135-0.00094725i,-0.00064902-0.00081498i,-0.00032211-0.00018247i,0.00058884-0.00014862i,0.00092563-0.0010507i,0.00026191-0.0019153i,-0.00066985-0.0014575i,-0.0012957-0.00058331i,-0.0015947-0.0012069i,-0.0015228-0.0013445i,-0.00045054-0.00064859i,0.0007047-0.00035697i,0.00062697+0.00015986i,-0.00035731+0.00037479i,-0.00029785+0.0010022i
-0.0020661-0.001706i,-0.001353-0.00017756i,-0.0019963+0.00066435i,-0.0018518+0.00030734i,-0.00039225+4.0558e-05i,0.00055011-0.00037471i,0.00029031-0.00096156i,0.00044493-0.001324i,-0.00016952-0.0015621i,-0.0016838-0.0015806i,-0.0013922-0.00075819i,0.00013063+6.5634e-06i,0.00087405-0.00073494i,0.0004044-0.0017455i,0.00010818-0.0016769i,-0.00051327-0.0010016i,-0.00095002-0.00077999i,-5.3531e-06-0.0010077i,4.8236e-06-0.0010956i,-0.00047603-0.00072534i,-0.00034119-0.00076445i,-0.00044545-0.00072287i,-0.0003556-0.00019296i
0.00081574-0.0018551i,0.00012933-0.0021562i,-0.0010914-0.0037349i,-0.0011026-0.0035111i,-0.00051902-0.0025549i,-0.00041606-0.0009221i,-0.00032822+0.00028183i,-0.00013465+8.0724e-05i,0.00066624-5.7232e-05i,0.00048073-0.00072602i,-0.00045201-0.00038484i,-0.00051531+0.00080893i,7.5484e-05+0.00082179i,-0.00042648+2.2686e-07i,-0.00094241-0.0003345i,-0.00068954+0.00028206i,-0.00070294+0.00087454i,-0.00053813+0.00056086i,-0.00021599+0.00055587i,-0.00020446+0.00096789i,-1.6426e-05+0.00013395i,0.00013947-0.00024667i,-0.00017218+0.00033577i
0.00041412+0.003016i,0.0007673+0.0014267i,0.0010266+0.0014479i,0.001655+0.0015549i,0.0023884+0.00042788i,0.0020508-0.00051714i,0.0011975-0.00015547i,9.187e-05-0.00014542i,-0.00033511-0.00087731i,0.00019127-0.00096905i,0.00023865-0.0010281i,-0.00044846-0.0017554i,-0.000872-0.0017188i,-0.00097517-0.0015289i,-0.00084746-0.00078001i,-0.00097047+0.00024745i,-0.0013062+0.00052832i,-0.0010718+0.0001855i,-0.00041801-4.4885e-05i,-0.00017536+0.00056815i,7.6748e-05+0.00060192i,0.00062388-6.4693e-05i,0.00059749-0.0002336i
0.00020308+0.00040192i,0.00083842-0.00010264i,0.00016053-0.00037396i,-0.00011342+1.9934e-05i,4.5378e-05-2.3276e-05i,0.00047538-8.2757e-05i,0.00037112-0.00043356i,0.00030962-0.001072i,0.0008347-0.0017943i,0.00033572-0.0011297i,5.5033e-05-0.00021348i,0.00030377-0.00035009i,-0.0003195-9.1378e-05i,-0.00074695+1.3763e-05i,-0.00016857+0.00012836i,-0.00025933-4.5923e-05i,-0.00068493-0.00013238i,-0.00084156+4.0091e-05i,9.066e-05-0.00034711i,0.0011611-0.00058792i,0.0010703-0.00044662i,0.0011262-0.00051362i,0.0012943-0.00046371i
0.00037624+0.0016263i,0.00086718+0.0021614i,0.0024539+0.0025749i,0.0030859+0.0016129i,0.0028829+8.5426e-05i,0.0015081-0.0013448i,0.00043052-0.0020019i,0.00075312-0.0017463i,0.00074935-0.0010384i,0.00039697-0.00048526i,-7.6325e-05-0.00047035i,0.00015845-0.00085577i,5.7493e-05-0.0015309i,-0.00027946-0.0014727i,-0.00049559-0.0010725i,-0.00083019-0.00030807i,-0.00060002+0.00016127i,-0.000277+5.0872e-05i,-0.00032063+0.00046662i,-0.00024817+0.00033028i,0.00040812+1.8872e-05i,0.00041435-0.00029536i,-0.00010029-0.00038462i
0.0025092-0.0023235i,0.0017056-0.0031619i,0.00038361-0.0036659i,-0.00072754-0.0031163i,-0.00091542-0.0018773i,-0.00074377-0.0010995i,-0.00095175-0.00074155i,-0.0011091-0.0008236i,-0.00052348-0.0013795i,-0.00017015-0.001407i,-0.00034968-0.00044708i,-0.0007314+0.00014664i,-0.00095659-0.0003793i,-0.00092147-0.00096135i,-0.0010953-0.00084254i,-0.00068362-0.000419i,-0.00074246-0.0005423i,-0.0016916-1.4759e-05i,-0.0013169+0.00033207i,-0.00039332-8.8102e-05i,-4.4053e-05+0.00016735i,-0.00017876+0.00029972i,-0.0007429+3.0605e-05i
0.00086543+0.00083314i,0.001371+0.00089348i,0.00097476-0.00027128i,0.0013443-2.4626e-05i,0.0020047+0.00051289i,0.0010678-0.00055874i,0.00017791-0.00055117i,0.00064795-0.00037436i,0.00096757-0.00051031i,0.00052158-7.7053e-05i,0.00029277-0.00018592i,0.00092309-0.00088553i,0.0015498-0.00085728i,0.0003793-0.00035051i,-0.0011143-0.00035265i,-0.0016288-0.00022161i,-0.001546-0.0010414i,-0.0013484-0.0017203i,-0.0008285-0.00078551i,-0.00077658+0.00010869i,-0.00087564+0.00060048i,-0.00023601+0.0010293i,0.00028503+0.001337i
0.0024633+0.0011506i,0.0024052+0.00058055i,0.0032599-6.5392e-05i,0.0039001-0.00097466i,0.0035551-0.0020443i,0.0018405-0.0020282i,0.00032635-0.0015124i,0.00043273-0.0012115i,9.0621e-05-0.0012372i,-0.00014211-0.00080975i,0.00039869-0.00093382i,0.00061499-0.001509i,0.00030451-0.00083472i,-0.00019234-0.00055224i,-0.0010449-0.00060576i,-0.0011056-0.00046071i,-0.0010756-0.00060899i,-0.0007881-0.00032115i,4.1742e-05+0.00051026i,0.00010606+0.00037773i,-0.00022138-0.00048243i,-0.00055031-0.00035352i,-0.00058419+0.00033692i
-0.00030176-0.0013784i,-0.00053856-0.0007751i,-0.0012242-0.00077795i,-0.0019394-0.00074621i,-0.0011043-0.0011975i,2.6825e-05-0.0010955i,-0.00029738-0.000653i,-0.00057456-0.00054899i,-0.00012409-0.00031863i,0.00023014-0.00035058i,0.00030345-0.00048467i,0.00079733-0.00061295i,0.00096515-0.00084498i,-0.00029229-0.0012644i,-0.001158-0.0010325i,-0.001172+0.00012064i,-0.0011118+0.00062168i,-0.000918+0.00054483i,-0.00034737+0.00075057i,-7.9096e-05+0.00088055i,-0.00048671+0.00058767i,-0.00019551+0.00065694i,-8.851e-05+0.00010506i
0.0011251-0.0024521i,-0.00014685-0.001436i,-0.0012673-0.0019385i,-0.0014405-0.0020399i,-0.00090608-0.00083669i,-0.0007721+0.00058936i,-9.9901e-05+0.00087485i,0.00083663-0.00063659i,0.00083245-0.0015554i,-6.781e-05-0.0010381i,-0.00062726-6.1605e-05i,0.00013549+0.00016141i,0.00095675-0.0002617i,-6.0521e-05-0.00057149i,-0.00072594-0.00096115i,-0.00045111-0.00074337i,-0.0007026-0.00028373i,-0.0012602-0.00022566i,-0.00089705-0.00045047i,-0.00027988-0.00018913i,-2.1235e-05-6.8741e-05i,0.00081201+1.9521e-05i,0.0012617-1.6616e-05i
0.00066932+0.0012887i,0.00013253+0.00081021i,0.0003464+0.00027021i,0.0013872-0.00016149i,0.0018165-0.0010377i,0.00088711-0.0016069i,0.00027004-0.0011892i,0.0010462-0.00068788i,0.0013114-0.0010855i,0.00080181-0.0014606i,-0.00026679-0.001492i,-0.00081155-0.0014995i,-0.00030628-0.0018236i,-8.1382e-05-0.0012666i,-0.00045252-0.00086172i,-0.0004534-0.00062367i,-0.00023983+3.0673e-05i,-0.00018922+0.00054114i,-0.00060853+0.00079087i,-0.00037318-1.3994e-05i,5.5676e-05-0.00057547i,1.4542e-05-1.9981e-05i,-0.00013651+0.00062226i
-0.0028942-1.4698e-05i,-0.0018247+0.00021068i,-0.0011828+0.00047704i,-0.0012586+0.0012272i,-0.00032381+0.0013999i,0.00094765+0.0013635i,0.00061279+0.00088843i,-0.00050687+0.00014887i,-0.001151-0.00016273i,-0.00053493-0.00021928i,0.00081381-0.00042934i,0.0016874-0.00036807i,0.0010211-0.00057359i,0.00013154-0.0010279i,-2.4324e-05-0.00028174i,-0.00057792+0.00025091i,-0.0013067-0.00032458i,-0.0011309-9.2323e-05i,-0.00074851+0.00052702i,-0.00010067+0.0003217i,0.00052234+0.00033765i,0.00070339+0.00061291i,0.0005735+0.00050158i
-0.001485+0.00085197i,-0.00039381+0.00075788i,0.0001919+0.001542i,0.0013832+0.001267i,0.0023344+0.00024225i,0.0020847-0.00047152i,0.0016765-0.00094282i,0.00099142-0.0014851i,0.00034505-0.00089249i,-0.00053156-0.00054981i,-0.00011013-0.0011704i,0.00082874-0.0012302i,0.00024948-0.00055487i,-0.00046791-0.00031956i,-0.00075933-0.00039921i,-0.0011192-0.00084427i,-0.0015107-0.0011915i,-0.0013388-0.0011103i,-0.00088145-0.0012438i,-0.00046016-0.00060262i,0.00059296+0.00026236i,0.0010426+0.00057067i,0.0012659+0.00025952i
-0.0012271+0.00060739i,-0.0013487+0.00016402i,-0.0012203-0.00027322i,-0.00088905+0.00036721i,2.3365e-05+0.00082023i,0.00015636-0.00044935i,-0.00025016-0.00079401i,-0.00021679-0.00058284i,-0.00018325-0.00098849i,0.00031603-0.0011765i,0.001-0.0012012i,0.0017598-0.0010162i,0.0011739-0.00094572i,-0.00055961-0.00099784i,-0.0012588-0.00050452i,-0.00065742+0.00044677i,-0.00072305+0.00087771i,-0.0011497+9.3215e-05i,-0.00093509-0.00057197i,-0.00015915-0.00056192i,0.00050679+0.00019421i,0.00062345+0.0009776i,0.00049644+0.0005267i
