-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
0.001026+0.0017006i,0.00095369+0.00093087i,0.0018942+0.00026455i,0.0018591+0.00074615i,0.0016168+0.0014693i,0.00026397+0.00044549i,-0.00019924-0.00050616i,-0.00024833-7.5655e-05i,-0.00015807+0.00027353i,-4.2034e-05-0.00077949i,-0.00017907-0.00062666i,-0.00048861-0.00017543i,-0.00081483-0.0010046i,-0.00049576-0.001491i,-0.00068456-0.00098848i,-0.0015337-0.00022213i,-0.0014154+0.00031256i,-0.00063137+0.00083202i,-0.0003395+0.0010701i,-0.00033417+0.00026246i,0.00021322-0.00060668i,0.00069108-0.00027564i,0.00036459+0.00077609i
-0.0015965+0.00066603i,-0.0012021+0.00078626i,-0.00069175+0.0010373i,2.3869e-05+0.0010414i,0.00043681-5.2568e-05i,0.0002966-0.0017827i,-0.00034908-0.0024323i,-0.00010881-0.0021151i,0.00016362-0.0012079i,7.9868e-05-0.00018608i,0.00070352-8.1531e-06i,0.0012991-0.00024807i,0.0010149-0.00044575i,0.00036127-0.00043062i,-0.00021697-0.00047632i,-0.0002248-0.00046731i,-0.0004758-0.00041579i,-0.00052352-0.00023157i,-0.00057486+0.00031329i,-0.00074764+0.00012231i,7.3924e-05-0.00036224i,0.00027123-2.7366e-05i,-9.9738e-05+0.00075694i
-0.00052857+0.00046514i,-0.00061681+0.00080984i,-0.00067445+0.0012599i,0.00027338+0.001298i,0.0018962+1.2575e-05i,0.0018915-0.0010623i,0.001232-0.0010904i,0.00059032-0.00037641i,-0.00016986-0.00031341i,-0.00039405-0.00030248i,-0.00043909+0.00012198i,-5.3924e-05-0.00080003i,-2.9099e-05-0.0012008i,-0.00059387-0.00016628i,-0.00055544+0.00065441i,-0.00017116+0.00061639i,-0.00065778+0.00038249i,-0.0010474-4.0449e-06i,-0.00015899-0.00011358i,0.00051805-0.00022248i,0.00038654-0.0007697i,5.5957e-05-0.00059966i,0.00023608+5.0111e-05i
-0.0010163+0.001637i,-0.00051801+0.001897i,0.0012133+0.0020508i,0.0020357+0.0012107i,0.0018589-0.00017029i,0.00045869-0.00054649i,-0.00044023-0.00080084i,3.6119e-05-0.00076635i,0.00049759-0.0005483i,0.00034174-0.0011742i,8.7203e-05-0.00066154i,-0.00052737+0.00023183i,-0.00051417-0.00019893i,-0.00031557-0.00084129i,-0.00047384-0.00021258i,-0.00043541+0.00039763i,-0.00090841+0.00024677i,-0.0017856+2.6263e-05i,-0.0012658+0.00031151i,-3.7229e-05+0.00062605i,0.00026632+0.00019981i,0.00013129+5.5989e-05i,-0.00011072-0.00025557i
0.002603-0.00030468i,0.0021748-0.0016417i,0.0015904-0.002298i,0.00075772-0.0020566i,0.00093331-0.0010387i,0.0012078-0.00078266i,0.0010898-0.0002687i,0.0010202-6.5034e-05i,0.00022694-0.00087791i,-0.00044186-0.0015876i,0.00037331-0.0017922i,0.00086977-0.001294i,0.00042454-0.00072678i,-0.00041573-0.00049901i,-0.0013541+0.00011994i,-0.0014963+0.0001025i,-0.0012154-0.00036268i,-0.0003595+0.00024961i,0.00030862+0.00071477i,5.3138e-05+0.00014447i,0.00020401-0.00080023i,-4.7165e-05-0.0013648i,-0.00030949-0.0014682i
0.0035421+0.00037705i,0.0036841+0.0001671i,0.0042554+0.00017332i,0.0030541-0.00016912i,0.001371-0.00030542i,0.00084739-0.00041882i,-0.00012248-0.0004152i,-0.0012328-0.00066019i,-0.0009041-0.0010699i,0.0004932-0.00095289i,0.0004159-0.00086757i,-0.0012401-0.00055949i,-0.0016406-0.00060114i,-0.0012154-0.00074801i,-0.001048+0.0002018i,-0.00061799+0.00076995i,-0.00051532+0.00046158i,-0.00054368+0.00026136i,-0.00045164+0.00017322i,-0.00037309-0.00045805i,-0.00038877-0.00071282i,4.2588e-05-0.00036444i,-0.00011894-0.00049946i
0.0010245-0.001524i,0.00039044-0.0014065i,1.537e-05-0.0016252i,0.00015781-0.0013018i,0.00027089-0.00073669i,-0.00035907-0.00026684i,-0.0010706+0.0001478i,-0.00053055-2.4899e-05i,-0.00024734+6.3198e-05i,-0.0009179+7.3124e-05i,-0.0010236+0.00030049i,-0.00080478+0.0008402i,-0.00058131+0.00035381i,-0.00073455-5.7286e-05i,-0.00069724+0.00072884i,0.0001188+0.00071523i,-2.116e-05+0.00018374i,-5.9671e-05+0.00066973i,-1.8676e-05+0.00046326i,0.00021086-3.9005e-06i,0.00078682+0.00058891i,0.0006218+0.0010854i,0.00011203+0.00092154i
-0.0007632-0.0005436i,-0.0010552-0.00026693i,-0.0013699-0.00086671i,-0.001038-0.00070484i,-0.0005604-0.00033845i,0.0004384-0.00083004i,0.0011124-0.0013601i,0.00074692-0.00073569i,8.8774e-05-0.00070908i,-0.00037881-0.0011257i,-0.00060216-0.00051611i,-0.00099788-0.00021914i,-0.0010169-5.9605e-05i,-0.00063616+0.00020024i,-0.00033202-9.4464e-05i,-0.00010565-5.0472e-05i,-0.00012368-0.00039811i,-0.00027175-0.00043365i,-0.00016013+8.914e-05i,-0.00015057+0.00041064i,2.508e-05+0.00082902i,0.00016725+0.00086029i,0.00042533-0.0003397i
0.00068599-0.0025445i,0.001151-0.0024508i,9.3126e-05-0.0025498i,-0.00020008-0.0025445i,0.00046761-0.0018232i,0.00068053-0.00091971i,0.0004141-0.00051413i,0.00026438-0.00025541i,0.00051278-0.00041808i,0.00029016-0.00065914i,-0.00010359-0.00017542i,0.00028308-3.4539e-05i,0.00037143-0.00018926i,0.0002486-0.0006555i,-0.00025408-0.00042773i,-0.00046617+8.3152e-05i,-0.00026019-0.00014836i,-8.5443e-05-4.0638e-05i,-0.00035165+0.00066438i,-0.00041747+0.0007707i,0.00024829+0.00039282i,0.0010159+0.00024817i,0.00037328+0.00022259i
0.0015591+0.00078283i,0.0007987+0.00086185i,0.0014005-0.00068825i,0.002252-0.0012532i,0.0014752-0.00068849i,0.00029755-0.00084256i,-0.00064592-0.002223i,-0.00053392-0.0025612i,-0.00025825-0.0017853i,-0.00064678-0.0010719i,-0.00057167-0.00046441i,-0.0013361-0.00017555i,-0.002241+0.00024597i,-0.0017842+0.00055741i,-0.00136+0.0005971i,-0.0013851+0.00028195i,-0.0010181+8.72e-05i,-0.0005683+0.00011042i,-0.00014229+3.9529e-05i,0.00073175-0.00057745i,0.0010488-9.1388e-05i,0.00095872+0.00067297i,0.00041761+4.3532e-05i
0.00036921+0.00040828i,-0.0002955+0.00068754i,0.00028851+0.001698i,0.0011747+0.002084i,0.001856+0.00052592i,0.0014801-0.00078449i,-5.9536e-05-0.0004604i,-0.00017862-0.00027553i,0.00012371-0.00068149i,-2.5804e-05-0.0014911i,-0.00031251-0.001596i,-5.4031e-05-0.001193i,0.00013107-0.00034164i,-0.0002961+0.00046658i,-0.00038534+0.001035i,-0.00034771+0.00051342i,-0.00076114+0.00029817i,-0.00086022+0.00047386i,-0.0002155-3.2756e-05i,0.00036535-0.00053072i,0.0005606-0.00064398i,0.00066683-0.00017166i,0.00027306+0.00026838i
-0.00017031+0.00047754i,0.00080818+0.00040096i,0.0011375+0.0009429i,0.0012597+0.00052812i,0.0015501-0.00052959i,0.0015827-0.00091436i,0.0010686-0.00041543i,4.2547e-05-0.00048791i,-3.3605e-06-0.0011191i,0.0001954-0.0014765i,-0.00013519-0.00073634i,-0.00056641-0.0001241i,-0.00061861-0.00044885i,-0.00057964-0.00045983i,-0.00041072-0.0002713i,-0.00043541-0.00013462i,-0.00028354-0.00013758i,-0.00045436-0.00024975i,-0.00044325-0.00022777i,-0.00029818-0.00062819i,-0.00035956-0.000993i,-0.00053642-0.00038558i,-0.00082472+0.00027077i
-8.6582e-05+0.00049912i,-0.0005545-0.00026048i,-0.00010681-0.00051852i,5.2781e-05-0.00079153i,-0.00054263-0.00099613i,-0.00066298+1.3224e-05i,-0.00019021+0.00016318i,-0.00018296-0.00054153i,-0.00068644-0.0010852i,-0.00051715-0.00065106i,-0.00012455-0.00023977i,-2.3045e-05-0.00062541i,-0.00090929-0.00036678i,-0.0020153-3.0417e-05i,-0.00076608+1.0914e-05i,0.00062409-0.0001086i,4.84e-05+0.00027101i,-0.00039337+0.00020208i,8.0504e-05-0.000537i,0.00061932-0.00034189i,0.00017363+4.4314e-05i,0.00027889-7.0562e-05i,0.00062707+8.7218e-05i
0.00084223-0.0007377i,0.000604-0.002243i,0.0012623-0.0023231i,0.00083076-0.00096236i,0.00026343-0.00086696i,0.00028668-0.0014757i,0.0004977-0.0021169i,0.00064575-0.0020178i,0.00091745-0.0017012i,0.00055186-0.0011672i,0.00063197-0.00061352i,0.0015643-5.2532e-05i,0.0015677+0.00033745i,0.00028461+0.00038067i,-0.00043362-0.00046026i,3.9166e-05-0.0010283i,4.0802e-05-0.00055457i,-0.00053254-0.00032788i,-0.00027956-0.00045332i,0.000548-0.00023299i,0.0003277+8.2667e-05i,-0.00038809+0.00061263i,-0.00069438+0.00080663i
-0.00068784+0.000753i,-0.00078054+0.00018836i,-0.0013449+0.00092958i,-0.00067652+0.0024238i,0.00057786+0.0019615i,0.0014592+0.0010526i,0.00072088+0.00031606i,-0.00027122-0.00039623i,-0.00034675-0.00013214i,-0.00028408+0.00042941i,0.00046901+0.00095371i,0.0008746+0.00047378i,0.00042295-0.00051614i,-0.00028861-0.0012221i,-0.00084246-0.0012961i,-0.0011633-0.00059315i,-0.0012119-0.00035794i,-0.0010423-0.00037624i,-0.00019071+1.3844e-05i,0.00070215+0.00025662i,0.00063441+5.403e-05i,-0.00030885-6.3705e-05i,-0.0010295-4.7177e-05i
8.2241e-05-2.8735e-05i,-6.5371e-05-0.00032224i,0.00041901-0.0008474i,0.00070308-0.0013151i,0.00052825-0.0017427i,-2.2328e-05-0.0019941i,-0.00028355-0.0017282i,-0.00022749-0.0012829i,0.00044273-0.00029851i,0.00026902+0.00029926i,4.0522e-07-0.00033383i,0.00021416-0.00052874i,-0.00046663-0.00059016i,-0.00096905-0.00086127i,-0.00060096-0.00064336i,-0.0007125+3.7687e-05i,-0.00079129+0.00042123i,-0.00076928+0.00042953i,-0.0008428+0.00088064i,-0.00074586+0.0010042i,-0.00061387+0.00065645i,-8.4411e-05+0.00065956i,-5.8132e-05+9.8234e-05i
-0.00051566+0.00034892i,-0.001265+0.00041908i,-0.00039891+0.0005061i,0.0015404-0.00013027i,0.002119-0.00019053i,0.0016887-0.00063497i,0.0019396-0.001281i,0.001251-0.00094988i,-0.00027386-0.00084307i,-0.00074348-0.0012717i,-0.00020692-0.00039116i,2.8165e-05+0.00044829i,0.00037454-4.568e-05i,0.00044625-0.00021843i,-0.00037565-0.00013902i,-0.0011207-5.5213e-05i,-0.0015067-0.00030088i,-0.00094412-0.00030629i,0.00035613+0.00015631i,0.00072519+8.0597e-05i,0.00054095+4.3829e-05i,0.00057702+0.00061264i,-0.00011668+0.0010745i
0.0024869-0.0016055i,0.00050407-0.0020154i,-0.00048085-0.0030048i,-0.0011097-0.0019114i,-0.00084982-0.0011276i,-0.00013395-0.00034379i,-0.00010317-0.00029828i,0.00022818-0.00087642i,0.00084882-0.0010967i,9.4906e-05-0.00054807i,-0.00060916+6.7588e-05i,-0.00046166+0.00028042i,-0.00035444+0.00073239i,-1.8996e-05+0.00042809i,-0.00070978-8.9845e-06i,-0.0014831+0.00058347i,-0.00088775+0.00040543i,-0.00059726-0.00022335i,-0.00069498+0.00034332i,-0.00046531+0.00099704i,-0.00020424+0.0006941i,-0.00039043+0.00035207i,-0.00056016+1.1616e-05i
0.0009463+0.0010587i,0.0016337+0.00069762i,0.0018216+0.00035953i,0.0018021+0.00064811i,0.0007193-0.00032409i,2.8796e-05-0.0017955i,5.8254e-05-0.0016273i,0.00032532-0.00070358i,0.00019925-0.00042267i,-0.00060688-0.00013919i,-0.00050396-8.4602e-05i,0.00060952-0.00032022i,0.00048692-0.00029301i,-0.00050246-0.00049812i,-0.0012397-0.00037289i,-0.0013861-0.00063216i,-0.00084172-0.00047756i,-0.00025756+0.00065816i,-0.0003517+0.00095305i,-0.00037181+0.00057823i,-0.00044864+0.00031085i,-0.0006174-0.00016049i,5.1362e-05-0.00053806i
-0.002228+5.6661e-05i,-0.0021506+0.0011341i,-0.0021925+0.0018357i,-0.0011648+0.0024742i,0.00015105+0.0024798i,0.0012041+0.00052245i,0.0010212-0.00098468i,0.0002976-0.00089115i,-0.00011754-0.00048301i,0.00023386-0.00043103i,0.0004979+0.00019913i,0.00026941-7.5245e-05i,0.00012194-0.00069492i,0.00020542-0.00077951i,-0.00037741-0.00092744i,-0.00075229-0.0003719i,-0.00064036+0.00010105i,9.5628e-05-0.00022199i,-4.1191e-05+6.7417e-05i,-0.00041136-0.00027494i,-0.00053294-0.00076766i,-0.0006918+1.1501e-05i,-0.0010683+0.00023154i
-0.0006278-0.00027734i,-0.0011081+0.00077474i,-0.000611+0.0006032i,0.00028617-0.0003056i,0.00055567-0.00040196i,0.00014669+0.00064333i,0.00030955+0.0010115i,0.00071543+0.00015811i,0.00039766-0.0001473i,0.0005033-0.00044953i,0.0015109-0.00018926i,0.0012231+0.00059448i,0.00021675-5.8093e-05i,-0.00051335-0.00051733i,-0.00094676+0.00049548i,-0.00079303+0.0008641i,-0.00092405+0.00067501i,-0.0012043+0.001268i,-0.0010001+0.0016043i,-0.0008677+0.00048621i,-0.00052149-7.6207e-05i,3.15e-05+3.8589e-06i,0.00050939+9.6364e-05i
-0.00065778-0.00071764i,-0.00053177-0.0012849i,-0.00020027-0.0020051i,0.00053145-0.0026008i,0.0013008-0.0015713i,0.0012896-0.00058366i,0.00078576-0.0010822i,0.00083631-0.0011363i,0.00051251-0.00037406i,-0.0004498-0.00030215i,-0.00050883-0.00087605i,-0.00020114-0.0010527i,0.00019976+1.707e-05i,0.00026467+0.00063666i,-0.00024922+0.00034623i,-0.00015299+0.00037137i,-0.00046122+0.00071327i,-0.001178+0.00092302i,-0.00070481+0.00097675i,2.6973e-05+0.00039053i,-8.9266e-06-9.4223e-05i,9.6047e-05+0.00017394i,0.00045729+0.00050456i
-0.0015261-0.00075247i,-0.0013859+0.00076952i,-0.0020972+0.0013155i,-0.0012349+0.0011613i,0.00026962+0.00099478i,0.0013392-0.00026858i,0.0012021-0.0011311i,-0.00012431-0.0012667i,-0.00077765-0.0014976i,0.00021976-0.00069977i,0.00088897+0.00064736i,0.00073775+0.00060013i,0.00055111-0.00019823i,1.8433e-05-0.0005292i,-0.00015338-0.00029679i,-0.00042559-0.00013806i,-0.00043855+0.00026869i,-0.00035024-2.6521e-05i,-0.00071158-0.00047377i,-0.00026573-0.00078519i,-0.00046681-0.00083793i,-0.00032576+2.2932e-05i,2.6165e-05+0.00085362i
-0.0030825+0.0029107i,-0.0024836+0.0021793i,-0.00029723+0.0032043i,0.0018568+0.0044305i,0.0033547+0.003056i,0.0026453+0.00081838i,0.0008718+0.00032466i,-8.7391e-05+0.00018847i,-0.00031132-0.00040871i,-0.00024792-0.00052105i,0.00038735-2.1016e-05i,0.00035486-8.3771e-05i,-0.00031493-0.00065463i,-0.00073568-0.0010031i,-0.0018159-0.0011229i,-0.0019577-0.00059372i,-0.0016791-3.388e-05i,-0.0018053-0.00013846i,-0.0010106-0.0002168i,5.0639e-06+6.4145e-05i,0.00074149+0.0004716i,0.0011342+0.00038959i,0.00052816+1.8827e-05i
0.0005705+0.0019439i,0.00068898+0.0024552i,0.0022949+0.0016669i,0.0025489+0.00061905i,0.0023261-0.00063178i,0.0015607-0.0014774i,-2.1681e-05-0.00067345i,-0.00038407+6.225e-05i,-0.00048923-0.00012652i,-0.00043528-0.00074843i,-7.6742e-07-0.0011228i,0.00043368-0.0011864i,0.00024308-0.001298i,-0.00092825-0.00087303i,-0.0012322+8.4056e-05i,-0.0001247+0.00030247i,-9.7588e-05+0.00089726i,-0.00063778+0.0012168i,-0.00055694+0.0011557i,-0.00023029+0.00097377i,0.00016717+0.00017789i,-0.00045817-0.0001876i,-0.00097121-6.0829e-05i
0.0006604-0.00027727i,0.00031795-0.0013299i,0.00026241-0.00045775i,0.00043318-3.8677e-05i,0.0011141-0.00086097i,0.001129-0.0017485i,0.00042811-0.0015211i,0.00029363-0.00070448i,0.00019955-0.0015322i,0.00056908-0.0017724i,0.0007915-0.0010062i,0.00041021-0.00099735i,-0.00028521-0.00052848i,-0.0006892-0.00038657i,-0.00072011-0.00013505i,-0.0014428+0.00051094i,-0.0020479+0.00047693i,-0.0014508-0.0001197i,-0.00035894-0.00026796i,0.00073658-0.00011308i,0.00096658+0.0002372i,0.00038287+0.00032965i,-0.00018018+9.8191e-05i
0.0016578-0.0016787i,0.00063813-0.0016758i,0.0003193-0.0032453i,-0.00019392-0.0026994i,-0.00041052-0.0010861i,0.00047344-0.0006159i,0.00047972-0.00069827i,-0.00023453-0.00061374i,-0.00082471-0.0010266i,-0.0007659-0.0011622i,-0.00097436-0.00035448i,-0.0011313+0.0005696i,-0.0014978+0.00076972i,-0.001617-0.00015513i,-0.0010584-0.00031738i,-0.0012957-0.00038766i,-0.0010163-0.00072355i,-0.00088508-0.00036192i,-0.0010603-0.00012415i,-0.00028946+0.00015398i,0.00018318+0.00047647i,-0.00048309+0.00039617i,-0.0002657+0.00024518i
0.00033484+0.00039179i,0.00087175-0.00079623i,0.00090868-0.00079956i,0.0014958-0.00033183i,0.00097204+7.1376e-05i,0.00010216-5.1547e-06i,0.00071176+3.2785e-05i,0.00050481-0.00017293i,0.00020494-0.00067658i,0.00039827-0.00052287i,0.00043947-0.00038241i,0.0002219-0.00089881i,0.00018144-0.0018104i,-8.4503e-05-0.00078527i,-0.00069809-0.00019378i,-0.00053784-0.0002858i,-0.00023185+5.9006e-05i,-0.00052322-2.7309e-05i,-0.00026313-3.677e-05i,0.00041396+2.8612e-05i,4.9618e-05+3.2203e-05i,-0.00031706-0.00062468i,-0.0001874-0.00062207i
-1.842e-05-0.0015495i,0.00035245-0.00086217i,-0.0010563-0.00088204i,-0.0012484-0.00089445i,-0.00017995-0.00085781i,0.00068927-0.00083303i,0.00098213-0.00034777i,0.00050075+4.6542e-05i,0.00025411-0.000744i,0.00014209-0.0013505i,-0.00049464-0.00036589i,-0.00045352+0.00063538i,8.0533e-05+0.00073572i,0.00020155+0.00081442i,9.3278e-05+0.00025024i,6.0206e-05-0.00014599i,-0.00065638-0.00025954i,-0.0009905-5.5258e-06i,-0.00094402+0.0012339i,-0.0010096+0.001137i,-0.00054886+3.863e-05i,0.00037412-0.00026401i,0.00051893-0.00020714i
0.00080895+1.2619e-05i,3.1571e-05-0.00028005i,-0.0014762+0.00070295i,-0.00047842+0.0014388i,0.0010481+0.00082309i,0.001418-0.0003789i,0.0012874-0.00040396i,0.00054071-0.00013441i,0.00052076-0.00052905i,0.00087209-0.00059012i,0.00039695-6.6816e-05i,-0.00012631+0.00027017i,-0.00036875-0.0005135i,-0.000447-0.00067948i,-0.00088421-0.00017973i,-0.0011383+3.5625e-05i,-0.0010453-0.00031479i,-0.0010014-0.00064756i,-0.00064918-0.00074603i,-0.00011555-0.00097173i,8.1477e-05-0.00013928i,0.00059995+0.00053399i,0.00094999+0.00055812i
-0.00055214+0.0016721i,-0.00034354+0.0013938i,0.00060379+0.00069748i,0.0017411-7.3387e-05i,0.0022979-0.00029868i,0.0022872-0.0011644i,0.00094447-0.0017576i,9.844e-05-0.0010733i,5.243e-05-0.00075763i,-5.8796e-05-0.001228i,7.3134e-05-0.00091734i,-0.0002362-0.00030252i,-2.0861e-05-0.00050294i,-0.00023434-0.00081121i,-0.00093361-0.00061268i,-0.0010474-0.00059303i,-0.0010611-0.00060706i,-0.00060222-0.00014864i,8.2315e-05+0.00057755i,-9.8523e-06+0.0007859i,-0.00061999+0.00049602i,-0.00054554+0.00028118i,0.00020399+0.00010914i
-0.00041036+0.00058674i,1.3151e-05+0.00071366i,0.0012608+0.00098308i,0.00108+0.00098483i,0.00061773+0.00072026i,0.00011187+1.2373e-05i,-0.00076426-0.00011688i,-0.00084097+9.8227e-06i,0.00018383-0.00051177i,0.0004803-0.00074495i,0.00024515-4.5865e-05i,5.0601e-05+3.0955e-05i,-8.8094e-05-0.00059986i,-0.00033484-0.0007809i,-0.0010425-0.00069826i,-0.001239+3.6481e-05i,-0.00091532+0.00020155i,-0.00017042+0.00026353i,0.0007622+0.00060287i,0.00063504+0.00099548i,0.00035035+0.00071529i,-0.00015646+0.00032215i,-8.7215e-05-6.0531e-05i
0.00082885-0.0020147i,9.4632e-06-0.0024518i,-0.00018549-0.0022724i,-0.00031881-0.0015158i,-0.00065759-0.00065347i,0.00049231+0.00022942i,0.00094372-0.00047425i,0.00033704-0.00088021i,0.00030426-0.0007594i,-0.00011292-0.00092935i,-0.000294-0.0010091i,-0.00030731+0.00024687i,3.3731e-05+0.00068175i,1.8309e-05-1.8268e-05i,-0.00086041-0.00024284i,-0.00064577-0.00052476i,-0.00035261-0.00045925i,-0.00079308+0.00011977i,-0.00048773+0.00034406i,0.00037793+0.00048268i,0.00064639+0.0008044i,2.1114e-05+0.0011135i,-0.00050712+0.0010406i
0.0001943-0.00078406i,-0.00033851-0.0010954i,-0.00035109-0.0013955i,-0.00020524-0.00061659i,-0.00016525+0.00074925i,0.0010803+0.0006597i,0.0014325+9.1216e-05i,0.00049613-0.00027914i,0.00024288-0.001102i,-0.00022761-0.0012374i,-0.00057791-0.0003178i,-0.00085435+2.7057e-05i,-0.0011655-0.0003713i,-0.0015369-0.00050814i,-0.0014407-0.00025507i,-0.0010175+0.00056602i,-0.0004714+0.00099293i,-0.00082208+0.00079268i,-0.00084275+0.00035359i,-5.4176e-05+0.00045054i,0.000673+0.00091436i,0.00090178+0.0011391i,0.0011743+0.00086115i
0.00066263+0.0002737i,0.00083986-0.0003425i,0.00071322-0.00082012i,0.0018435-0.00011055i,0.0020011+0.00062894i,0.001175-0.00052943i,0.00026898-0.0009319i,0.00026652-0.00077295i,0.00070112-0.0011424i,-7.5863e-05-0.00078475i,-0.00025844-7.9744e-05i,-0.00027252-0.00053462i,-0.00026988-0.0012196i,-0.00029961-0.0011089i,-0.00036237-7.3362e-05i,-0.00037972+0.00011615i,-0.0011153-0.00049512i,-0.0017139-0.00028073i,-0.0012347+0.00025674i,-0.00036139+0.00050226i,-0.00021236+0.00032173i,-0.0007314+0.00026553i,-0.00074374-0.00015i
-0.0013897+0.00073518i,-0.00017607-0.00036609i,0.00079475+0.00034764i,0.0012327+0.0006331i,0.0016828-0.00018029i,0.0016598-0.0015859i,0.0013127-0.0016591i,0.000956-0.0010338i,0.00040447-0.0013487i,9.7552e-06-0.00097908i,0.00019643-0.0010012i,0.00085926-0.0010732i,0.00021958-0.0010585i,-0.00078821-0.0015744i,-0.00043743-0.0010337i,-0.00061338-9.5593e-05i,-0.00082079-0.00038978i,-0.0010029-0.00054132i,-0.00039983-0.0010218i,-0.00012739-0.00082911i,0.00035329-0.00024365i,0.00089598-0.00067158i,0.00030859-0.00056376i
0.0018896+0.00077048i,0.0022069+0.00066786i,0.0026549+0.00036154i,0.0019844+0.00011753i,0.0011061-0.00037361i,0.00071822-0.00037939i,0.0003218-0.00011816i,-0.00028922-0.00039813i,-0.00037027-0.000814i,-0.00041001-0.0012387i,-0.00026523-0.00099927i,-1.6739e-06+5.9667e-05i,0.00036853+0.00044833i,3.4943e-05-0.00036956i,-0.00020416-0.0012416i,0.0001141-0.0010721i,0.0001031-8.4648e-05i,-8.2474e-05+0.00075887i,-0.00042882+0.00081363i,3.8604e-05+0.00066474i,0.00054569+0.00067426i,8.2586e-05+0.0007761i,-0.00026008+0.00038104i
0.0016545-0.00036556i,0.0011601-0.00091535i,0.00027078-0.0016626i,0.00053955-0.0019202i,0.00088999-0.0011073i,-0.00018863-0.00058732i,-0.00011468+6.4385e-05i,0.00043887+0.0004031i,0.00045462-0.0012288i,-0.0002726-0.0015676i,-0.0012251+0.0002892i,-0.0014717+0.00098925i,-0.001717+0.00011343i,-0.0019401-0.00048216i,-0.0014966-0.00027287i,-0.0013533+0.00018955i,-0.0013743+0.00039984i,-0.0010075+0.00093151i,-0.00045945+0.00024041i,-0.00037735-0.00014352i,-0.00060335+3.5841e-05i,-0.00026921-9.7745e-05i,-0.00018675-0.00015576i
0.00098795+0.00054654i,0.0012289+0.00045134i,0.00057536-0.0017216i,0.0007385-0.0024464i,0.0012109-0.0008563i,0.0010713-0.00066639i,0.00092444-0.0012975i,0.00031698-0.0010681i,-0.0003475-0.00092118i,-0.0004942-0.0010189i,-0.00049547-0.0013399i,-0.00069205-0.0010572i,-0.00026425-0.00036141i,-6.8771e-05-0.00046737i,-0.00052405-0.0012554i,-0.00083293-0.0010236i,-0.00049558-0.00026641i,-0.00058885-0.00031726i,-0.001378-0.0005493i,-0.0010207-0.00071637i,0.00043423-0.00058689i,0.0009972-0.00023132i,0.00037791-0.00036889i
0.00058344+0.00096759i,0.0012542+0.00080481i,0.001784+9.7756e-05i,0.0025826-0.00060035i,0.0024064-0.00086214i,0.0014022-0.00023656i,0.0008145+0.00029199i,0.00058586-1.7552e-05i,0.0010536-0.00068064i,0.00089858-0.0010935i,0.00028829-0.0011334i,9.8617e-05-0.00010649i,-0.0002449+0.00040668i,-0.00055984-0.00046442i,-0.00079073-0.00097245i,-0.0011447-0.00062692i,-0.0013829+0.00027061i,-0.0013869+0.0007966i,-0.0010925+0.00062457i,-1.5704e-05+0.00017756i,0.00077009-0.0006957i,-0.00010581-0.0014579i,-0.00047653-0.0013338i
0.0021469-0.0010807i,0.0022293-0.00084255i,0.0017669-0.0012916i,0.0010769-0.00095647i,0.0003455-0.00099425i,0.00010799-0.00091966i,0.00013936-0.00055837i,-0.0003844+5.8351e-05i,-0.00020432+0.00023623i,2.1465e-05-5.2079e-05i,-0.00040894-9.4102e-05i,-0.00044969+3.5753e-05i,-0.00046402-3.8497e-05i,-0.00037859-0.00019474i,-0.00044348+0.00019358i,-0.00064871+0.00022238i,-0.00089897-0.00065479i,-0.0013928-0.00091297i,-0.0010693-2.9142e-06i,0.00033902+0.00014378i,0.00093718-0.00047997i,0.0010666-7.933e-05i,0.0008532+0.00012107i
0.00066105+0.001746i,0.00094801+0.0017464i,0.00067173+0.00068572i,0.00072393+0.00037221i,0.0014566+0.00036958i,0.00072989+0.00022913i,-0.00049062+0.00057916i,-0.00084956+7.085e-05i,-0.00055297-0.00040546i,-0.0005994-0.00011051i,-0.0010238-0.00038416i,-0.00027934-0.00077802i,-0.00024122-0.00066596i,-0.00089208-0.0010239i,-0.0013976-0.0011847i,-0.0010396-0.00027738i,-0.00036946+0.00077818i,-0.00060197+0.00069775i,-0.0006538+1.0085e-05i,-0.00034797-0.00020078i,0.00016136-0.00067459i,-0.0001007-0.0006525i,1.8081e-06+0.00031531i
