-0.0005322-0.00050621i,-0.0004167-0.0010116i,-0.0014835-0.0010857i,-0.0015501-0.00064749i,-0.00078505-1.2524e-05i,0.00015062+0.0012428i,0.00060562+0.0015481i,0.00083687+0.0015908i,0.00084315+0.00098385i,0.0003325-0.00030314i,0.00035452-0.0011332i,0.00054239-0.0011902i,0.00020038-0.00023068i,0.00056267+0.00022461i,0.00093162+3.0451e-05i,-0.00012008+0.00023933i,-0.00054175-0.00012797i,0.00017809-0.00050016i,0.00068706-0.00060423i,0.00088238-0.00098713i,0.0012302-0.0012704i,0.00077279-0.0017192i,6.9093e-05-0.001361i
-0.072094+0.019597i,-0.14311+0.039826i,-0.14927+0.076198i,-0.037675+0.13938i,0.094955+0.19322i,0.1398+0.18372i,0.12108+0.10647i,0.10204+0.011345i,0.078554-0.047084i,0.044421-0.053516i,0.019662-0.034291i,0.0068469-0.019467i,-0.0025886-0.016823i,-0.0066575-0.018457i,-0.0059739-0.014794i,-0.0051741-0.0077142i,-0.0054511-0.0024166i,-0.0053865+0.0018641i,-0.0025616+0.0036699i,0.00011858+0.0013708i,-0.00087463-0.0010017i,-0.0033644-0.00011854i,-0.0047985+0.0013811i
-0.024206-0.069485i,-0.040026-0.15281i,-0.061076-0.2092i,-0.088611-0.2149i,-0.089468-0.2215i,-0.067281-0.20795i,-0.063905-0.11681i,-0.068604-0.015925i,-0.063495+0.02313i,-0.051305+0.026976i,-0.02989+0.023376i,-0.0074522+0.012395i,0.0071988+0.0013955i,0.01469-0.0043821i,0.014064-0.0051246i,0.01169-0.0042851i,0.012643-0.0036163i,0.01351-0.0018237i,0.013268-0.00084171i,0.011467-0.0010007i,0.0072392-0.00052011i,0.0031009+0.00045252i,0.0012689+0.0017554i
0.071279-0.021994i,0.15573-0.028464i,0.19153-0.018033i,0.11789+0.021254i,0.0032725+0.089794i,-0.05399+0.11726i,-0.039775+0.064916i,-0.0038627+0.018179i,0.027409+0.014051i,0.041462+0.0073659i,0.03052-0.0039661i,0.016806-0.0020098i,0.013426+0.0053308i,0.011774+0.010832i,0.0075097+0.0098522i,0.0018215+0.0058795i,-0.003683+0.0041142i,-0.007114+0.0022834i,-0.0082695+0.0031565i,-0.0067399+0.0066479i,-0.0022739+0.007123i,0.00068275+0.0038456i,0.00076767-0.0015064i
0.015313+0.07081i,0.022088+0.15542i,0.04314+0.19148i,0.10672+0.11452i,0.17851+0.00079042i,0.19027-0.049127i,0.1329-0.054095i,0.051427-0.063945i,-0.0082283-0.062721i,-0.025165-0.040347i,-0.016529-0.019205i,-0.01281-0.0078397i,-0.017482+0.00054146i,-0.019745+0.0063122i,-0.014253+0.0065977i,-0.0053442+0.0058836i,0.00031377+0.0079147i,0.0031466+0.007804i,0.0047764+0.0035216i,0.0030911-0.00050456i,-2.8197e-05-0.0017592i,-0.00014878-0.00045156i,0.0014374+0.00024451i
-0.073409+0.01548i,-0.16414+0.016356i,-0.23757+0.016816i,-0.24887+0.030617i,-0.23107+0.034348i,-0.18832+0.021371i,-0.10006+0.037734i,-0.01597+0.063996i,0.014264+0.0637i,0.015883+0.04898i,0.016202+0.029098i,0.011185+0.0090537i,0.0033578-0.0047475i,-0.00056913-0.012034i,-0.00019878-0.012163i,0.00076617-0.01006i,0.00016724-0.011034i,0.0004286-0.011954i,0.0013533-0.010947i,1.8505e-05-0.008941i,-0.0015962-0.0064152i,-0.0016569-0.0034755i,0.0009778-0.00092572i
-0.012738-0.070358i,-0.0032357-0.15866i,0.02617-0.20667i,0.059336-0.14553i,0.085925-0.026201i,0.073014+0.044767i,0.014484+0.0357i,-0.018551+0.0021573i,-0.0095883-0.021047i,-0.0021204-0.02863i,-0.0036444-0.018939i,0.0017785-0.0094793i,0.011323-0.0093388i,0.015111-0.0090424i,0.010725-0.0050343i,0.0048968-0.00068655i,0.0025792+0.00169i,0.00047071+0.0042995i,-0.00060043+0.0070818i,0.0024685+0.0065713i,0.0044897+0.0034812i,0.0023357+0.0016302i,-0.0020145+0.0028449i
0.070201-0.0081739i,0.15502+0.00050752i,0.20165+0.0042181i,0.14886-0.045381i,0.05823-0.12775i,0.016106-0.16057i,0.0039534-0.12818i,-0.019912-0.070449i,-0.034281-0.020792i,-0.024385+0.0044192i,-0.0094684+0.010165i,-0.00069283+0.012035i,0.0048458+0.015694i,0.0066079+0.018511i,0.0065671+0.014755i,0.0072459+0.0067388i,0.0073215+0.0028698i,0.0064417+0.001683i,0.0049099+0.00054268i,0.0024885+1.9114e-05i,0.00043467+0.00053239i,-0.00043232+0.0014752i,-0.00091322+0.0015434i
0.006528+0.066612i,-0.011576+0.15408i,-0.036507+0.22924i,-0.033988+0.24181i,-0.019773+0.21342i,-0.0094711+0.1592i,0.028747+0.082234i,0.065612+0.019704i,0.063331-0.0045883i,0.043369-0.0047785i,0.02517-0.0036678i,0.0095471-0.0039639i,-0.0042904-0.00070343i,-0.012997+0.0014068i,-0.01369+1.1794e-05i,-0.010929+0.00031908i,-0.010468+0.0017418i,-0.009702+0.0010438i,-0.0074017-0.00023874i,-0.0054332+0.00046359i,-0.0038613+0.0015463i,-0.0018369-0.00011261i,0.00098962-0.0037809i
-0.064751+0.00081025i,-0.145-0.026043i,-0.19414-0.071122i,-0.14213-0.094877i,-0.029651-0.084104i,0.037403-0.041058i,0.026862+0.014961i,-0.001978+0.032168i,-0.01476+0.013197i,-0.019098+0.00090106i,-0.015037+0.0020131i,-0.0092539-0.00012662i,-0.0089213-0.0086178i,-0.0083944-0.013654i,-0.0053978-0.0094755i,-0.0011005-0.003086i,0.0026553-0.00068906i,0.0040112+0.00049777i,0.0036862+0.00086087i,0.0026724-0.0021085i,0.00097514-0.0042177i,0.00033-0.0025982i,0.0014719+0.0011446i
0.0022905-0.05755i,0.028352-0.13172i,0.054036-0.17758i,0.018995-0.14314i,-0.063451-0.078504i,-0.10855-0.050283i,-0.09189-0.037587i,-0.053166-0.010461i,-0.01778+0.01118i,0.0020172+0.01118i,0.0060932+0.0042284i,0.0094352+0.0010301i,0.016795-0.0010513i,0.021226-0.0030292i,0.017871-0.0046224i,0.011139-0.0062708i,0.0078962-0.0071639i,0.005648-0.0077337i,0.0023293-0.0063629i,0.0004122-0.0022586i,0.00088375+0.00012362i,0.0010625+0.00043687i,-0.00048223+0.00061017i
0.05183+0.0027402i,0.12447+0.033673i,0.18584+0.077554i,0.1937+0.086483i,0.16764+0.063304i,0.12385+0.035322i,0.073891-0.0064234i,0.039738-0.037335i,0.021162-0.0348i,0.011631-0.020276i,0.0058282-0.0087392i,0.002548+0.00091899i,0.0024023+0.0099769i,0.0012897+0.016285i,-0.00079213+0.01565i,-0.0010976+0.011475i,-0.0010975+0.0096752i,-0.001526+0.0086801i,-0.0012355+0.0063877i,0.00048837+0.0047127i,0.0018097+0.0031387i,6.6665e-05+0.00069431i,-0.002674-0.0015761i
-0.0050654+0.051032i,-0.044266+0.11418i,-0.10021+0.14708i,-0.12107+0.10133i,-0.087821+0.018296i,-0.028435-0.020981i,0.019145+0.0037769i,0.029536+0.033236i,0.013496+0.036284i,0.0011218+0.028999i,-0.00010446+0.019845i,-0.0040741+0.012464i,-0.012525+0.0094616i,-0.016459+0.0051935i,-0.012303+0.0012994i,-0.0054874+0.0011097i,-0.0023416+0.00096805i,-0.00070724+0.0012975i,2.7743e-05+0.0011396i,-0.0023868+0.00022814i,-0.0037523+0.00035959i,-0.0018623-3.6583e-05i,0.0021463-0.0011072i
-0.050051-0.0071102i,-0.1062-0.043447i,-0.13445-0.080709i,-0.10162-0.057558i,-0.06097+0.01675i,-0.054735+0.06015i,-0.056992+0.055207i,-0.040785+0.038998i,-0.017365+0.022459i,-0.0048848+0.0072546i,-0.0031731-0.0021494i,-0.002857-0.008875i,-0.0020702-0.016383i,-0.0018087-0.021201i,-0.0022858-0.018651i,-0.0040231-0.011688i,-0.0049812-0.0074947i,-0.0041003-0.0058093i,-0.0024736-0.0039492i,-0.0012676-0.0027826i,-0.00047606-0.0026449i,3.7376e-05-0.0016701i,0.00017907+0.00023087i
0.011757-0.043451i,0.04843-0.098254i,0.098519-0.13648i,0.11048-0.13278i,0.080836-0.1122i,0.043924-0.087261i,0.0014147-0.066679i,-0.030702-0.050271i,-0.032827-0.031406i,-0.018529-0.016574i,-0.0066828-0.0086635i,0.0011041-0.0041115i,0.0089547-0.00062371i,0.014592+0.0027852i,0.014377+0.0041798i,0.010882+0.003558i,0.0089984+0.0038597i,0.0070316+0.004489i,0.003086+0.0034619i,0.0011539+0.0017703i,0.00087834+0.0011416i,-0.0003827+0.0012826i,-0.0030107+0.002221i
0.040322+0.010754i,0.084168+0.050534i,0.099998+0.10819i,0.060012+0.12426i,0.0046723+0.079872i,-0.010027+0.016973i,0.016372-0.022251i,0.030676-0.026889i,0.020604-0.013232i,0.01191-0.0011413i,0.010454+0.0016433i,0.0081515+0.0040159i,0.0048169+0.011218i,0.002415+0.016186i,0.0010687+0.011703i,0.0012819+0.0031429i,0.0019018-0.001106i,0.0023988-0.0016568i,0.0021546-0.00088579i,0.00086833+0.0015692i,0.00027289+0.0032613i,-0.0003356+0.0027087i,-0.00082811-0.00015227i
-0.010991+0.034431i,-0.048631+0.071294i,-0.090795+0.083701i,-0.076021+0.057681i,-0.0092427+0.036213i,0.032372+0.042746i,0.03287+0.047779i,0.021286+0.031095i,0.0076335+0.010208i,-0.0020792+0.0032089i,-0.0054825+0.003757i,-0.0090748+0.0016065i,-0.014456-0.0011171i,-0.017355-0.0031579i,-0.014908-0.0022763i,-0.010357+0.0019929i,-0.0082888+0.0042247i,-0.0069414+0.0029469i,-0.0046715+0.00059942i,-0.0026302-0.0012729i,-0.0011463-0.0011854i,-0.00089562-0.00083067i,0.00022395-0.00023573i
-0.029066-0.011492i,-0.063656-0.048612i,-0.081663-0.096611i,-0.073016-0.10663i,-0.059865-0.078461i,-0.049765-0.045579i,-0.042527-0.015976i,-0.033778-0.0019821i,-0.019967-0.002269i,-0.0087951-0.0039219i,-0.0027608-0.0050566i,0.0016694-0.0076175i,0.0037655-0.012688i,0.0051262-0.016885i,0.0065804-0.014865i,0.0066655-0.0091101i,0.0066411-0.005625i,0.0059306-0.0038678i,0.003863-0.0016603i,0.0010746-0.0014479i,0.00033627-0.0026334i,0.0010523-0.0013851i,0.0010247+0.00099228i
0.01073-0.026087i,0.048656-0.052204i,0.097728-0.053431i,0.10783-0.020053i,0.067438+0.010873i,0.019179+0.0057437i,-0.00042958-0.023193i,0.0057854-0.035364i,0.013063-0.026434i,0.013011-0.015745i,0.011173-0.0087976i,0.012167-0.0038961i,0.015973-0.0011209i,0.017351+0.0019174i,0.010742+0.003565i,0.0018079+0.00093056i,-0.0031143-0.0014246i,-0.003291-0.0021012i,-0.0008684-0.0019345i,0.0013155-0.0003314i,0.002493+0.0003365i,0.0027383-0.0007924i,0.00098153-0.0010856i
0.024396+0.011775i,0.043164+0.045278i,0.043147+0.081052i,0.021931+0.069402i,0.017416+0.019217i,0.036233-0.011149i,0.047555-0.0099898i,0.041178-0.0015689i,0.027005+0.0033304i,0.015347+0.0062819i,0.009407+0.0090253i,0.0043385+0.012226i,-0.00053114+0.015971i,-0.0026311+0.017391i,-0.0013116+0.014155i,0.0026444+0.010051i,0.0055269+0.0078005i,0.0049715+0.0063901i,0.0030655+0.0053618i,0.0010924+0.0045188i,-0.0010166+0.0036192i,-0.0025979+0.0022868i,-0.0022112-0.00020308i
-0.010808+0.018268i,-0.044945+0.034478i,-0.08402+0.036453i,-0.087276+0.025695i,-0.060501+0.023537i,-0.034966+0.0273i,-0.01691+0.033672i,-0.0076085+0.035922i,-0.0030731+0.025377i,-0.0015363+0.012832i,-0.003882+0.0060704i,-0.0077135+0.0029339i,-0.011417+0.00074667i,-0.012446-0.0030143i,-0.0094627-0.0060394i,-0.0052579-0.006856i,-0.0025592-0.0067291i,-0.00019687-0.0049967i,0.0019048-0.001759i,0.0018049+0.00038316i,0.00043988+0.00069922i,0.0004436+0.00057794i,0.0014145+0.00071865i
-0.014483-0.011608i,-0.025533-0.043273i,-0.017249-0.080206i,0.0082176-0.083775i,0.021212-0.050355i,0.006152-0.016324i,-0.017378-0.0052597i,-0.023908-0.0052862i,-0.015711-0.0017182i,-0.0067069+0.00034215i,-0.0041177-0.0027365i,-0.0029207-0.0070716i,0.00020336-0.010924i,0.0034591-0.012219i,0.0037829-0.0070017i,0.00047545+0.00059053i,-0.0030608+0.0043351i,-0.0048696+0.004039i,-0.0039938+0.0012837i,-0.0016288-0.0017155i,0.00055622-0.0023281i,0.0011491-0.0011061i,-0.00023554+0.0008293i
0.011032-0.015688i,0.036247-0.023151i,0.061201-0.014107i,0.050099+0.003408i,0.014842-6.0646e-05i,-0.00022071-0.021672i,0.0050504-0.032268i,0.0056165-0.024229i,0.0028767-0.0088492i,0.0033393+1.112e-05i,0.0064366+0.00060917i,0.0090977+0.0011229i,0.011137+0.0033178i,0.010827+0.0048621i,0.0077272+0.0023291i,0.0063512-0.003214i,0.0066068-0.0059772i,0.0053401-0.0049193i,0.0016172-0.0023978i,-0.00046422+0.00064044i,0.00057369+0.001793i,0.001096+0.001238i,0.00034053+0.00075671i
0.015317+0.0087564i,0.022055+0.033868i,0.016418+0.059383i,0.0056714+0.058128i,0.0074725+0.036466i,0.016137+0.020629i,0.02263+0.013319i,0.018987+0.010004i,0.0073026+0.0084218i,0.00031785+0.0072073i,-0.00031371+0.0057204i,-0.0010624+0.0057428i,-0.003874+0.0084881i,-0.0061944+0.0095773i,-0.0062188+0.0072051i,-0.0049386+0.0042476i,-0.0036978+0.0024959i,-0.0025731+0.00029378i,-0.0004817-0.0012519i,0.0005775-0.0013194i,6.2483e-05-0.0014784i,-0.00028583-0.0019758i,0.00012206-0.0025564i
-0.010841+0.0097795i,-0.035614+0.014071i,-0.061336+0.0037951i,-0.058596-0.015975i,-0.030984-0.021274i,-0.010613-0.0064652i,-0.0098071+0.0097485i,-0.013179+0.0090908i,-0.012376+0.00058201i,-0.0090628-0.0020587i,-0.0058677-0.0013085i,-0.0069036-0.0019917i,-0.010553-0.0026747i,-0.010432-0.003261i,-0.0046625-0.0023415i,0.0024692+0.00072468i,0.0056984+0.0034833i,0.0050157+0.005172i,0.002468+0.0045254i,-0.00020535+0.0018427i,-0.0018074+8.5442e-05i,-0.0020588-0.00027537i,-0.0019809+0.00060654i
-0.0039646-0.010152i,-0.0063566-0.03168i,0.0036148-0.050601i,0.015808-0.040548i,0.007828-0.014222i,-0.010616-0.0047722i,-0.016882-0.010579i,-0.011919-0.014929i,-0.0063362-0.013731i,-0.002671-0.010375i,0.0012453-0.0084438i,0.0045699-0.0088627i,0.0064074-0.010122i,0.0067561-0.0097952i,0.0026697-0.0074158i,-0.0021697-0.0059457i,-0.0037809-0.0057616i,-0.0036446-0.0045236i,-0.0018812-0.0022222i,0.0011586-0.0011717i,0.003296+8.6917e-05i,0.0035172+0.0026493i,0.0022646+0.0034071i
0.0083005-0.003917i,0.02533-0.0053412i,0.042012+0.0042378i,0.040859+0.01178i,0.027481+0.0039974i,0.019036-0.0081334i,0.018058-0.014846i,0.018206-0.013171i,0.014251-0.0065988i,0.0094333-0.0020488i,0.0087661+0.00040832i,0.0098794+0.0027971i,0.0099641+0.0043484i,0.0079785+0.0048478i,0.0049946+0.004347i,0.003143+0.0040521i,0.0022437+0.0044743i,0.0013199+0.0024288i,0.00035519-0.0005628i,-0.0001364-0.00091748i,-0.00034396-0.00010218i,-0.0011326-0.00038351i,-0.0015138-0.001213i
0.0045669+0.0048115i,0.0026473+0.021213i,-0.010829+0.037948i,-0.02393+0.036463i,-0.01908+0.019745i,-0.0033663+0.0073619i,0.0069689+0.0073528i,0.0075653+0.010144i,0.0051188+0.0076919i,0.003326+0.0055384i,0.0024401+0.0064951i,0.00083588+0.0080659i,-0.0024688+0.0090135i,-0.0048079+0.0081942i,-0.002389+0.0041172i,0.0019494-0.00087683i,0.0038953-0.002666i,0.0039715-0.0016391i,0.0028418-0.0005356i,0.001526+9.1266e-05i,0.00058221+0.00028292i,0.00087229+0.00063787i,0.0020499+0.0011542i
-0.0072177+0.0024184i,-0.020374+0.00024354i,-0.030553-0.010381i,-0.021582-0.019081i,-0.0046916-0.011365i,-0.0024112+0.0028958i,-0.0082059+0.0081694i,-0.0075725+0.0063691i,-0.0034423+0.0036409i,-0.00081728+0.0022038i,-0.0020161+0.0014543i,-0.005221+8.5509e-05i,-0.0070922-0.0028279i,-0.0068033-0.0041763i,-0.0051233-0.0012028i,-0.0045802+0.0037035i,-0.0061212+0.0058594i,-0.0054063+0.0055023i,-0.001711+0.0037071i,0.00096072+0.0010918i,0.00084953-0.00063722i,0.00071028-0.0013337i,0.0015298-0.0006851i
-0.0029424-0.0095071i,-0.0017475-0.020227i,0.0059769-0.029059i,0.011242-0.023755i,0.0049528-0.012643i,-0.002287-0.010468i,-0.0039716-0.013539i,-0.0022532-0.012627i,0.00058236-0.0063184i,0.0020206-0.00080467i,0.0022582+0.00030324i,0.0028521-0.00095382i,0.0052917-0.0038959i,0.0060239-0.0049603i,0.0040845-0.0028515i,0.0033984-0.0012436i,0.0038285-0.0010944i,0.0015614-0.00080982i,-0.0013956+0.000791i,-0.0016629+0.0019873i,-0.0015975+0.0020188i,-0.0022335+0.0020632i,-0.00325+0.002169i
0.0088203-0.0031015i,0.018735+0.00021042i,0.026643+0.010071i,0.021417+0.017476i,0.0083909+0.012372i,0.0047678+0.00089127i,0.0086491-0.0056787i,0.0069408-0.0035662i,0.0014254+0.00116i,-0.00082865+0.0033965i,0.0011499+0.0031343i,0.0030333+0.003621i,0.0047142+0.0046368i,0.0058742+0.002706i,0.0030231-0.0009961i,-0.00070009-0.003278i,-0.0017206-0.0033105i,-0.00071326-0.0020392i,-0.00018338-0.0014416i,-0.00039276-0.00087458i,-0.00041922-0.00037903i,5.7239e-05-0.0002532i,0.00047056-0.00077716i
-0.00019013+0.004838i,-0.0041986+0.011791i,-0.011685+0.016811i,-0.014351+0.010177i,-0.0064869+0.00036735i,0.0019367+0.001155i,0.0035774+0.0055012i,0.0003603+0.005733i,-0.0034663+0.0042964i,-0.0036649+0.0037341i,-0.0029173+0.002726i,-0.0038849+0.0028037i,-0.0056903+0.0045617i,-0.0053143+0.0048717i,-0.001657+0.00346i,0.0016645+0.0023184i,0.0022516+0.002026i,0.0019748+0.0016958i,0.0021445+0.00032821i,0.001566-0.00050674i,0.0010868-0.001261i,0.00091284-0.0020162i,0.00099124-0.0020959i
-0.0043072-0.0016219i,-0.013022-0.0028546i,-0.017692-0.0070229i,-0.012265-0.0086486i,-0.0050776-0.0037787i,-0.0044767+0.000758i,-0.0063674+0.00028594i,-0.0062701-0.0029669i,-0.0050218-0.0046702i,-0.0034032-0.0042239i,-0.002286-0.0039673i,-0.0023472-0.0046125i,-0.0029861-0.0054668i,-0.0025081-0.0047019i,-0.0007894-0.0033623i,0.00075566-0.0035244i,0.00058452-0.0041632i,-0.00094151-0.0029967i,-0.00092309-0.00084572i,0.00020883-0.00023114i,0.0010071+0.00064233i,0.0017156+0.0023825i,0.0020396+0.0032501i
-0.0023847-0.0039353i,-0.00054873-0.011715i,0.0064326-0.016141i,0.012145-0.010819i,0.0090423-0.005696i,0.0037041-0.0072368i,0.0029714-0.0099745i,0.0041617-0.0090804i,0.0043886-0.0055292i,0.0028255-0.0031853i,0.0032008-0.0020398i,0.0058902-0.0025413i,0.0071297-0.004525i,0.0061557-0.0042724i,0.0034054-0.001747i,0.00057125+0.00030642i,0.00041635+0.0010792i,0.00012155+0.0012529i,-0.00095555+0.0011058i,-0.001073+0.00049451i,-0.0018993-0.00055041i,-0.0028152-0.0010295i,-0.0032998-0.00093923i
0.0042082-0.0011762i,0.0092133+0.0014824i,0.010941+0.0081489i,0.0062112+0.012675i,0.0014136+0.0067001i,0.0027924-0.002034i,0.0071696-0.004104i,0.0081333-0.002903i,0.0055177-0.0024106i,0.0029713-0.00074629i,0.0037651+0.0012176i,0.004638+0.0034931i,0.0037524+0.0058107i,0.004067+0.0063971i,0.0041755+0.0038061i,0.0042713+0.0013343i,0.0047222+0.00089143i,0.0033379+0.00088171i,0.00087805+0.00045329i,-0.00056659-0.00022897i,-0.0012303-0.00089861i,-0.00099429-0.00086275i,-0.00022008-0.001088i
0.0012857+0.0034686i,1.8399e-05+0.0069252i,-0.0059639+0.0082586i,-0.0083524+0.0052829i,-0.0019588+0.0025748i,0.0025479+0.0026637i,0.0026445+0.0037893i,0.0021138+0.002801i,0.0014209+0.00088606i,0.0019767+0.00092038i,0.0028113+0.00164i,0.00023828+0.0033695i,-0.0035694+0.0043456i,-0.004555+0.0032248i,-0.0032467+0.0012569i,-0.0020256-0.00046945i,-0.002433-0.0008768i,-0.0020637-0.00026938i,0.0002671-0.00050816i,0.0012786-0.00068068i,0.0017495-0.00075372i,0.003322-0.00045145i,0.0036825+0.00057436i
-0.0010963-0.00022998i,-0.0048935-0.0030001i,-0.0070412-0.0096994i,-0.0050892-0.013744i,-0.0019645-0.0088736i,-0.0023386-0.0035665i,-0.002787-0.002447i,-0.0016206-0.0018713i,0.00033274-0.00047804i,0.002874+0.00064974i,0.0030421+0.00032639i,0.0012301-0.0014592i,5.2611e-05-0.003089i,-0.0014245-0.0030813i,-0.0012636-0.00054369i,0.0012735+0.0019328i,0.0021108+0.0022438i,0.0014116+0.0014705i,0.00090239+0.0011616i,0.00019606+0.0012963i,0.00023789+0.0020613i,0.00026861+0.0025289i,-0.00021536+0.0024085i
-0.00012923-0.0013372i,0.0025574-0.0026682i,0.0069468-0.0018582i,0.010063+0.00036518i,0.0064655+0.0010202i,0.0025252-0.0012855i,0.0028204-0.0030564i,0.0026551-0.0014965i,0.0010376+0.0022423i,0.00074182+0.0043694i,0.0016063+0.0043288i,0.0027355+0.003302i,0.0048357+6.9779e-05i,0.0051652-0.0019323i,0.0031494-0.00093676i,0.0014397-0.00010094i,0.0011373-0.00080953i,0.0010653-0.0015751i,-0.00050931-0.00028812i,-0.0017991+0.00028705i,-0.0014506+0.00017076i,-0.0018409+0.0003649i,-0.0031216-0.0011173i
0.0022904-0.0034086i,0.0023524-0.0014971i,0.00032461+0.0024819i,-0.0024124+0.0048322i,-0.0021901+0.0025963i,0.0012139-0.00030699i,0.0031208-0.00058592i,0.0013504+0.0010565i,-0.0016147+0.0030407i,-0.0029738+0.0040982i,-0.00276+0.0043067i,-0.0026291+0.0042022i,-0.0020391+0.0044779i,-0.0011026+0.0044261i,-0.001907+0.0035649i,-0.0036556+0.0037168i,-0.0040216+0.0044068i,-0.0028111+0.0038986i,-0.0017933+0.0022261i,-0.0014091-0.00010747i,-0.000784-0.0021479i,-0.00052909-0.0027514i,-0.00036184-0.0021142i
-0.0010978+0.0036495i,-0.0035264+0.0043261i,-0.0051114+0.003667i,-0.0033134+0.0015705i,0.00017171-0.00011484i,0.00079514-0.00055199i,-0.00091897-0.00056122i,-0.0020923-0.00042622i,-0.0027602-0.00067887i,-0.0029003-0.00040518i,-0.0025315-0.00068045i,-0.0026808-0.0019104i,-0.0036821-0.0024102i,-0.0029929-0.0014206i,-0.00055072-0.0013787i,0.0013936-0.003271i,0.001913-0.0039496i,0.0022814-0.0029938i,0.0023671-0.0020683i,0.0022112-0.0012141i,0.0017521+3.7276e-05i,0.0018789+0.00077822i,0.0021853+0.00076269i
-0.0022747-0.0036231i,-0.0041643-0.0057397i,-0.0050369-0.0064315i,-0.0017262-0.0042273i,0.0021875-0.001261i,0.0016778-0.00061865i,-0.0015429-0.0026806i,-0.0032441-0.004199i,-0.003674-0.0036012i,-0.0030905-0.0024373i,-0.0017087-0.0017761i,0.00027626-0.0030657i,0.0016478-0.0058233i,0.0013153-0.0067415i,0.00088221-0.0045991i,0.0011116-0.0025042i,0.00092507-0.0017752i,0.00034989-0.0011067i,-0.00014959+0.00085626i,9.2823e-05+0.0021373i,-0.00080645+0.0017525i,-0.0018113+0.0012953i,-0.001988+0.0011211i
0.0015171+0.0013613i,0.0034633-0.0006855i,0.0069003-0.00096667i,0.0061761+0.00025226i,0.0022766-0.0015301i,0.0015415-0.0043935i,0.002648-0.005349i,0.0020693-0.0045673i,0.0010922-0.0036098i,0.00059048-0.0032785i,0.0014301-0.0029012i,0.0032128-0.0019333i,0.0051326-0.00063843i,0.0045148+0.0011037i,0.0030128+0.0025116i,0.0022624+0.0033418i,0.002913+0.0034808i,0.00319+0.0019271i,0.0020145+0.00078093i,0.00063168-3.6279e-05i,-0.00077805-0.0010502i,-0.0012354-0.0015698i,-0.00094357-0.0016824i
-0.00099561+0.0016163i,0.0022156+0.0031144i,0.0041041+0.0045091i,0.0028826+0.0041905i,0.002206+0.00097167i,0.0031667-0.0016135i,0.0033688-0.0013995i,0.0029853-0.001401i,0.0016839-0.0027885i,0.0011771-0.0024045i,0.0017099-0.00072011i,0.0015507+0.00054982i,0.0011167+0.0024957i,0.00016514+0.0033728i,-0.001123+0.0011163i,-0.0028908-0.0020482i,-0.003478-0.0025768i,-0.0023144-0.0019795i,-0.00072118-0.0017052i,0.00019789-0.0024147i,0.00093448-0.002285i,0.0010072-0.0018448i,0.0012777-0.0023928i
0.0013223+0.0013793i,-0.00082596+0.0018474i,-0.0037007+0.0013771i,-0.0052206-0.0013433i,-0.0032981-0.0025449i,-0.0011487-0.0015153i,0.00030028-0.0013427i,0.0021243-0.0010259i,0.0028697-0.00061633i,0.0021003-0.0014209i,0.00098448-0.0021744i,-0.00074278-0.0017496i,-0.001832-0.0016899i,-0.0011554-0.0019395i,-0.00037367-0.0023408i,0.00016819-0.0020463i,0.00038991-0.00071406i,0.0011193+6.0744e-05i,0.0015864+0.00092431i,0.00087285+0.0015484i,0.001071+0.0019299i,0.0019403+0.0025133i,0.0018225+0.0032638i
-0.0025431+0.0049761i,-0.0028384+0.0027369i,-0.00065785+0.00027236i,0.0031119-0.0013745i,0.0037976-0.0020368i,0.0023846-0.0032088i,0.0015834-0.0042774i,0.0025323-0.003427i,0.0041487-0.0005352i,0.0050936+0.00077664i,0.0055659+0.00056732i,0.0051983-0.00025468i,0.0047115-0.0015252i,0.004553-0.0020986i,0.0050362-0.0015315i,0.0062886-0.00078686i,0.0069912-0.00080475i,0.0056685-0.00076632i,0.003222-0.00063446i,0.00071241-0.00047334i,-0.0011691-0.00033204i,-0.0018491-0.00032855i,-0.0020155-0.00021957i
-0.0029331-0.0027606i,-0.0032272-0.0025593i,-0.0014017-0.0001375i,0.0011026+0.0025234i,0.0030139+0.0013651i,0.0037389-0.002131i,0.0042272-0.0026874i,0.0045444-0.0014601i,0.003359-0.00013094i,0.0024854+0.0014323i,0.0020546+0.0034961i,0.0019164+0.0051099i,0.0017344+0.0049298i,0.0012729+0.0040872i,0.00050288+0.0046284i,-0.0014251+0.00468i,-0.0021269+0.0039668i,-0.0013378+0.002813i,-0.00021128+0.0016791i,-1.1997e-05+0.00048964i,-0.00014381-0.00027455i,0.00015295-0.00044284i,0.00022985-0.00082781i
0.00089515-0.0010779i,0.0011276-0.00057661i,0.00082525+0.00085191i,-0.00080691+0.0014117i,-0.00057009+0.00061888i,0.00096432+0.0008061i,0.00091584+0.0013894i,0.00065666+0.0015539i,2.5584e-05+0.0023108i,-0.0017031+0.0024583i,-0.0025039+0.0021438i,-0.0032914+0.0018968i,-0.0039792+0.0020174i,-0.003583+0.002137i,-0.0035413+0.00085958i,-0.0026331-0.00070386i,-0.00085012-0.00089273i,0.00074268-0.00024971i,0.0015626-0.00034001i,0.0016019-0.00089948i,0.002056-0.00030353i,0.002722+0.00046745i,0.0028299+0.00075621i
