-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
0.044015-0.10798i,0.041967-0.060196i,0.022247-0.020637i,0.0021649-0.0028222i,-0.0073387+0.0077024i,-0.0063018+0.012112i,-0.0022831+0.0076603i,-0.001003+0.0028523i,-0.0011244+0.00068888i,-0.00043696-0.0010174i,0.00083477-0.0019286i,0.0005896-0.0012691i,-6.2907e-05-0.00083607i,0.00064221-0.00055108i,0.0011585+9.8518e-05i,0.0012612+0.00052574i,0.0014261+0.0010727i,0.001714+0.00096163i,0.0010828+0.00031411i,-0.00033995-5.0786e-05i,-0.0013669+4.8513e-05i,-0.0018648+0.00014i,-0.0021208-0.00062965i
-0.095375-0.076807i,-0.052899-0.057882i,-0.019664-0.024624i,-0.0058024+0.0014709i,0.0027535+0.013212i,0.0083493+0.012435i,0.0075774+0.0066458i,0.0045062+0.0027728i,0.0020771+0.00027718i,-0.00015503-0.00099545i,-0.0016116-0.00051428i,-0.0018569-0.00010178i,-0.001257-0.0001305i,-6.0283e-05-0.00015921i,0.0012262-0.00072417i,0.0027372-0.00048231i,0.0025192+2.3703e-05i,0.0014921+8.6449e-05i,0.00077223+0.00031623i,0.00026617+0.00026281i,-0.00049551+0.00028783i,-0.0013548+0.00023629i,-0.0018205+7.8421e-06i
-0.10786+0.073717i,-0.076594+0.03905i,-0.033643+0.016525i,-0.0029405+0.009111i,0.010215+0.0019531i,0.011686-0.0045586i,0.0081834-0.00524i,0.004848-0.0042469i,0.0019749-0.0041816i,-2.6082e-05-0.0022521i,0.0003007-0.00034351i,0.00095658+0.00039697i,-5.722e-05+0.00062391i,-0.00038554-0.00033497i,-0.00034216-0.001236i,8.7369e-07-0.0014296i,0.00044579-0.001362i,0.00086512-0.00072412i,0.0016546+0.00035099i,0.0018226+0.00061433i,0.001518+0.00065603i,0.0011768+7.1683e-05i,0.00031019+0.00020333i
0.040194+0.12847i,0.014321+0.090057i,0.0022391+0.042272i,0.0028849+0.0087165i,0.00080053-0.006904i,-0.0033378-0.010098i,-0.0032345-0.0072355i,-0.0028553-0.0047219i,-0.0030732-0.0039933i,-0.0025479-0.0024888i,-0.00026625-0.0010067i,0.0018507-0.00019754i,0.0014763+0.00032167i,0.00030439+0.00061885i,-0.00191+0.00076474i,-0.0028687-0.00017377i,-0.001838-0.0016499i,-0.00035899-0.0015966i,-9.7336e-05-0.00093889i,-0.00056854-0.00093863i,-0.00028465-0.00023807i,0.00039263-4.36e-06i,0.00052889-0.00022748i
0.13309+0.0011124i,0.088305+0.013156i,0.038032+0.013201i,0.0073641+0.004457i,-0.0071988+0.0018153i,-0.011363+0.0037703i,-0.0079368+0.0029556i,-0.00451+0.0011404i,-0.0031136+0.00045077i,-0.0013171+0.00031143i,0.00033954+0.00023058i,0.0015266-0.00018041i,0.0016346-0.00014589i,0.00092953+0.00062693i,0.00057864+0.0016934i,5.486e-05+0.0019083i,-0.00012066+0.0013345i,-0.00025263+0.0010058i,-0.0013267+1.8309e-05i,-0.00144-0.00081051i,-0.00095951-0.00056253i,-0.00087544-0.00013851i,-0.00028721+0.00021882i
0.033734-0.13047i,0.031294-0.082524i,0.018525-0.03163i,0.0036299-0.0030698i,-0.0024352+0.010599i,-0.00052551+0.014717i,0.0010788+0.0092323i,0.00040095+0.0039976i,-0.00027709+0.0017903i,-0.00015375+9.6009e-05i,5.7834e-05-0.00025783i,0.00025581+5.3004e-05i,0.00059892-0.0011455i,0.0010104-0.0017811i,0.0018433-0.00039691i,0.0019079+0.0010939i,0.0019352+0.0015896i,0.0006167+0.002015i,-0.00083247+0.0024912i,-0.00062375+0.0020724i,-0.00060181+0.0012116i,-0.00086489+0.00064645i,-0.0008527-0.00011485i
-0.12041-0.077343i,-0.076204-0.057485i,-0.0321-0.027275i,-0.0073922-0.0030765i,0.0051823+0.0069765i,0.010444+0.007031i,0.0081155+0.0034499i,0.0054006+0.00017037i,0.0038884-0.0020274i,0.0011768-0.0011053i,-0.00034231+0.0010615i,-0.00014724+0.0013378i,-0.00027352-0.00070098i,-0.00034762-0.0022626i,-0.00059634-0.0024011i,-0.00056936-0.0014284i,0.00021033-0.0001511i,0.00036687+0.00078132i,0.00044335+0.0011045i,-0.00010351+0.0013413i,-0.00076027+0.0015841i,-0.00071503+0.0013244i,-0.00096938+5.8261e-05i
-0.11111+0.09839i,-0.078671+0.065207i,-0.037442+0.030078i,-0.0069244+0.010317i,0.0059906-0.00017407i,0.0074847-0.0056872i,0.0054127-0.0059243i,0.0032988-0.0057934i,0.00057968-0.0057877i,-0.0010793-0.0027278i,2.2251e-05+0.00033846i,0.001078+0.00065574i,0.00054748+0.00050924i,5.54e-05+0.00050984i,-0.00024018+0.00041126i,-0.0010929+0.00048203i,-0.00071741-4.738e-05i,0.00082597-0.00091967i,0.0014376-0.0012226i,0.0012527-0.00074143i,0.0007094+6.2086e-05i,0.00033439+0.00053367i,-5.2238e-05+0.00028658i
0.065995+0.13976i,0.042497+0.098891i,0.018466+0.048125i,0.0063632+0.012434i,-0.0012946-0.0037856i,-0.0053497-0.0073548i,-0.0040429-0.0062748i,-0.0024696-0.0053611i,-0.0024036-0.0034824i,-0.0014621-0.0012981i,8.5555e-05-0.0012515i,0.00063793-0.0011314i,0.00025805-0.00013544i,-0.00016107+6.9608e-05i,-0.00049893+1.6616e-05i,-0.00088646+0.00013433i,-0.00050857+0.00011713i,2.3872e-05-0.00055167i,-0.00015562-0.0021464i,-0.00020902-0.0029779i,0.00024469-0.0016665i,0.00029959-0.00094856i,0.00038221-0.00012479i
0.15223-0.021735i,0.10547-0.012847i,0.051774-0.0018889i,0.014847+0.0016464i,-0.0025031+0.0029768i,-0.0064284+0.0046983i,-0.0045222+0.0039561i,-0.0028721+0.0021066i,-0.0022867+0.0019047i,-0.0022603+0.0011406i,-0.0016374-0.0012469i,-0.00092879-0.0013179i,-4.3747e-05+0.00032243i,0.00028067+0.001232i,0.00030708+0.0008716i,0.0007362-0.00020757i,0.00023073-0.00046929i,-0.00034505-8.772e-05i,-3.551e-06+0.00032526i,-0.00037071-0.00033553i,-0.0003959-0.0011464i,0.0004036-0.0018344i,0.00083937-0.0021701i
0.023643-0.15324i,0.015387-0.10485i,0.011154-0.048944i,0.00507-0.013334i,0.0011869+0.0024744i,0.0017993+0.0076171i,0.0016357+0.0068276i,0.00092051+0.0043493i,0.0011011+0.0017766i,0.00049102+0.00018424i,-0.0012464-0.00011722i,-0.0017866-0.00061813i,-0.00076096-0.0011674i,-3.9948e-05-0.0018583i,0.00076184-0.0012827i,0.0012112-8.6584e-05i,0.00075858+0.00057305i,-0.00048207+0.0015256i,-0.001415+0.0020006i,-0.001697+0.0010047i,-0.00163-0.00033797i,-0.0012306-0.00090096i,-0.00087184-0.0012732i
-0.1376-0.062237i,-0.098652-0.040322i,-0.048659-0.021806i,-0.01616-0.0070218i,-0.001502-0.00034976i,0.0038918+0.0006005i,0.0042873+0.00061064i,0.0039011-0.00052627i,0.0034244-0.0025024i,0.0012973-0.0018327i,-6.6429e-05-5.0812e-05i,0.00044646+0.0005915i,0.00091954+0.00031784i,2.5761e-05-0.00062996i,-0.0006372-0.0011462i,-0.0010658-0.00079471i,-0.00065423+6.05e-05i,0.0010602+0.00048961i,0.0017863+0.00051456i,0.0008384+0.0015343i,-0.00013021+0.0021259i,-0.00082838+0.0015957i,-0.0018647+0.00038645i
-0.10724+0.11862i,-0.072039+0.09069i,-0.038885+0.047621i,-0.015765+0.017963i,-0.0053823+0.004446i,-0.0016071+1.8829e-05i,0.00083716-0.0011109i,0.0012742-0.0039133i,-0.00037632-0.0055943i,-0.0010469-0.0035674i,4.1654e-05-0.00075602i,0.0010786+0.00067926i,0.0012073+0.00076357i,0.0002305+0.00042119i,-0.001198+0.00048309i,-0.0012877+0.0010286i,-0.00021527+0.0010947i,0.0016567+0.00028662i,0.0024771-0.00049732i,0.0020851-0.00075477i,0.0021727+0.00017651i,0.001629+0.0014357i,0.00046701+0.0018311i
0.085588+0.13647i,0.068965+0.096241i,0.035389+0.054844i,0.011327+0.024866i,0.0010102+0.0094926i,-0.002617+0.002603i,-0.0024628-0.00046543i,-0.0031426-0.001817i,-0.0046626-0.0014524i,-0.0036984-0.00070791i,-0.001611-0.00078767i,-0.0002654-0.0005327i,0.00016383+0.00044938i,-0.00026925+0.0017271i,-0.00033577+0.0017762i,0.00079952+0.0005463i,0.001168-0.00035791i,0.00044388-0.00091905i,0.00012923-0.0018513i,0.00073313-0.0027273i,0.0012828-0.002453i,0.0011189-0.001407i,0.001341-0.00029903i
0.15561-0.041043i,0.10904-0.041202i,0.05969-0.019879i,0.026454-0.0029604i,0.0099309+0.0021818i,0.0025879+0.00301i,-0.00071585+0.0018187i,-0.0017565+0.0014749i,-0.00076676+0.0020821i,-0.00090802+0.0017027i,-0.0026507+0.00099944i,-0.0027197+0.00059369i,-0.00092522-0.00011585i,0.00043001-0.00018474i,0.0013443-0.00058624i,0.0014252-0.0012025i,0.00037104-0.0007756i,-0.00037459-0.00046787i,-0.0015063-0.00055814i,-0.0021577-0.00097585i,-0.0018649-0.0017166i,-0.0011983-0.0018777i,8.8122e-05-0.0015134i
-0.00074937-0.15947i,-0.017306-0.11527i,-0.0096755-0.061793i,-0.00044435-0.02534i,0.001686-0.0075319i,0.0019287-0.00066784i,0.0022988-7.3643e-05i,0.0037124-0.00093597i,0.0045631-0.0016728i,0.0024214-0.00046723i,-9.6921e-06+0.0012566i,0.00039366+0.00086005i,0.0015475-0.00087398i,0.0017679-0.0020119i,0.00046309-0.0017854i,-0.00074383-0.00064599i,-0.00092026-0.00027482i,-0.0014247+0.00047355i,-0.0012868+0.0013786i,-0.0017551+0.0014586i,-0.0023727+0.00071809i,-0.0019936-0.00065224i,-0.0011856-0.0011906i
-0.15158-0.044318i,-0.11503-0.012051i,-0.064858-0.004336i,-0.029945-0.0045614i,-0.013283-0.0034272i,-0.0042726-0.0022779i,3.5977e-05-0.0022076i,0.0016786-0.0043884i,0.0016797-0.0066856i,0.0010094-0.0045692i,0.001592-0.0009704i,0.0016779+0.00044839i,0.000949+0.00056093i,-7.105e-05-0.00037i,-0.0010231-0.00092549i,-0.0010136-0.00010144i,-0.00064992+0.001152i,0.00021229+0.0014792i,0.0010547+0.001543i,0.00095884+0.0017513i,0.00015382+0.0019541i,-0.0002426+0.0012152i,-0.0011178+0.00042886i
-0.08588+0.13133i,-0.044057+0.11066i,-0.023115+0.066306i,-0.01478+0.032219i,-0.0091525+0.01553i,-0.004132+0.0067346i,-0.00064083+0.0022334i,-0.00065597-0.0019312i,-0.0028447-0.0037179i,-0.0030489-0.0018466i,-0.00052604-0.0011107i,0.00093319-0.0012296i,0.00058193-5.005e-05i,0.00012164+0.0004341i,-0.00032087+0.00071796i,0.00020686+0.0010108i,0.0012822+0.00054167i,0.0016994-0.00032458i,0.0022297-0.001482i,0.0023681-0.00083261i,0.0014944+0.00098695i,0.00039939+0.0019339i,1.3215e-05+0.0019609i
0.098763+0.12066i,0.093384+0.073046i,0.058099+0.043346i,0.026879+0.027375i,0.012083+0.016253i,0.0060589+0.0083135i,0.0032756+0.0032617i,-1.4762e-05+0.0012671i,-0.0031232+0.0014054i,-0.0034366+0.00024228i,-0.0022362-0.001167i,-0.0013984-0.0010517i,-0.00078049-0.0011016i,-2.8894e-05-0.00046724i,0.00065105+0.00050189i,0.001019+0.00043002i,0.00072874-0.00044453i,0.00048083-0.001454i,0.0002261-0.0019304i,-0.00030891-0.001907i,9.3459e-05-0.0018061i,0.001534-0.0012181i,0.0024141-0.0007066i
0.14274-0.058329i,0.091661-0.071113i,0.052906-0.04537i,0.031079-0.018784i,0.016205-0.008121i,0.0064798-0.0042159i,0.0026689-0.00099277i,0.0020186+0.0016203i,0.002729+0.0030128i,0.00091429+0.0021249i,-0.0021625+0.00084865i,-0.0018962+0.00082836i,0.00022145+0.0011662i,0.0010954+0.00091089i,0.00057688+0.00060912i,-0.00037254+0.0002697i,-0.00095333-0.00020644i,-0.0012685-0.00026142i,-0.0015517-0.00015929i,-0.002151-0.00063874i,-0.0019678-0.0014022i,-0.00039912-0.0022496i,0.00049578-0.0027943i
-0.014966-0.14401i,-0.047935-0.10107i,-0.035697-0.059376i,-0.013608-0.033208i,-0.0052945-0.018538i,-0.0032277-0.0088924i,-0.00042071-0.0030342i,0.0034251-0.0013892i,0.0049549-0.0022979i,0.0028154-0.0011256i,0.00090074+0.0012402i,0.0016609+0.001403i,0.0017665+0.00063631i,0.00057184-0.00093345i,-0.00050449-0.0019282i,-0.0016032-0.00062516i,-0.001939+0.0013577i,-0.000912+0.0018244i,6.2051e-05+0.0012429i,0.00034106+0.0005428i,2.6703e-05+0.00056248i,-0.00093905-3.9079e-05i,-0.0016237-0.001941i
-0.13935-0.023771i,-0.10919+0.023438i,-0.067938+0.023436i,-0.039994+0.0083635i,-0.024526+0.0036704i,-0.012975+0.0027692i,-0.0049153-0.00040312i,-0.00066731-0.0035888i,0.0002517-0.0063065i,0.0009186-0.0055223i,0.0016855-0.0023207i,0.0013047-0.0015553i,0.00058414-0.0016724i,-0.00076982-0.0010847i,-0.0017372-0.00051663i,-0.0010407+0.0005449i,-0.00037781+0.0015447i,0.00022358+0.0015082i,0.0012016+0.0010909i,0.0013693+0.0010619i,0.00068316+0.0016276i,8.7398e-05+0.0016776i,-0.00042957+0.0014833i
-0.067426+0.12211i,-0.0080847+0.11136i,0.0043531+0.076112i,-0.0036321+0.045089i,-0.0046188+0.027382i,-0.00089484+0.014155i,0.00059884+0.0044729i,-0.0024998-0.00058079i,-0.0051355-0.0022062i,-0.003336-0.0028732i,-0.0010582-0.0033953i,-0.00068362-0.0026784i,-0.0010798-0.0016527i,-0.0019936-0.00090107i,-0.0015151-0.00064491i,0.00058692-0.00024314i,0.0019124-0.00042522i,0.0021944-0.0011163i,0.0019726-0.0015678i,0.001421-0.00098209i,0.0009362-0.00065284i,0.00098146-2.7751e-05i,0.00068786+0.00084839i
0.092231+0.092032i,0.098692+0.032033i,0.070827+0.013342i,0.041353+0.016362i,0.023903+0.013329i,0.012055+0.0058352i,0.0041263+0.0013033i,-0.00073555-0.00026123i,-0.0027764+0.00073054i,-0.0035233+7.3499e-05i,-0.0041324-0.0017672i,-0.0032698-0.00097875i,-0.0016104+0.00031325i,-0.0016034+0.00035442i,-0.0011228-0.00022646i,0.00014611-0.0014102i,0.00030954-0.0023444i,1.4583e-05-0.0020961i,-0.00035445-0.0017556i,6.5734e-05-0.00095027i,0.0005909-0.00079226i,0.00076538-0.00050836i,0.0011481-0.00015527i
0.11246-0.05675i,0.053268-0.08504i,0.026814-0.06392i,0.022686-0.035091i,0.015353-0.020342i,0.0055143-0.011836i,0.001705-0.0043521i,0.0023232-0.00015731i,0.0023419+0.0009466i,0.00025797+0.0016306i,-0.0020622+0.0031129i,-0.0010601+0.0035674i,0.0011054+0.0030409i,0.0015666+0.0019186i,0.0004481+0.00012896i,-0.0010472-0.0011318i,-0.0014662-0.0010771i,-0.0012716-0.00016929i,-0.00055224+0.00072343i,-8.7906e-05+0.00032648i,-0.00059332-6.3296e-05i,-0.00078106-0.00054497i,-0.00031462-0.0014351i
-0.021796-0.1151i,-0.072406-0.066002i,-0.063024-0.035631i,-0.033771-0.02587i,-0.01881-0.016955i,-0.011466-0.0063144i,-0.00429-0.0014783i,0.0016702-0.0019544i,0.0039483-0.0038324i,0.0030133-0.002538i,0.0028857+0.0014047i,0.0038317+0.0025875i,0.0034603+0.00083514i,0.0015351-0.00056136i,-0.00015336-0.00056271i,-0.00099419+0.00097238i,-0.00073954+0.0025841i,0.00029747+0.0030539i,0.00097436+0.0024824i,0.001184+0.0011437i,0.00088619+0.00014011i,-0.00017319-4.4463e-05i,-0.00099362+0.00027645i
-0.10465-0.010798i,-0.073658+0.053582i,-0.048828+0.054324i,-0.038183+0.029728i,-0.026915+0.016122i,-0.011989+0.010631i,-0.0019113+0.0043034i,0.00035699-0.0011124i,-0.00080304-0.0043827i,-0.00011091-0.0046803i,0.0017652-0.0027237i,0.0020548-0.0016723i,0.0012188-0.0017067i,0.00020609-0.0011965i,-0.00050226-0.00016489i,-0.00029261+0.0010753i,0.00058461+0.0017677i,0.001607+0.0012391i,0.0016207-0.00011692i,0.00072396-0.00093787i,7.6096e-05-0.00021107i,0.0001158+0.00051072i,-0.00078683+0.00053126i
-0.04274+0.091036i,0.031972+0.082391i,0.039668+0.060374i,0.017522+0.044548i,0.008056+0.029829i,0.0070413+0.013428i,0.0040442+0.0033904i,0.00059043-0.00053204i,-0.0014847-0.0015091i,-0.0019459-0.0021766i,-0.0015348-0.0037011i,-0.0011072-0.0038181i,-0.0013728-0.0029641i,-0.0011936-0.0013642i,-1.2068e-05+0.00030569i,0.0014704+0.00053592i,0.0016591-0.0001901i,0.0011632-0.00089608i,0.00096339-0.0010929i,1.3561e-05-0.00142i,-0.00098518-0.0011989i,-0.00010737-0.00043596i,0.0011493-0.00023479i
0.058061+0.065729i,0.074291-0.0079636i,0.060278-0.021441i,0.042687-0.0049777i,0.026537+0.0010934i,0.011757-0.0026037i,0.0031617-0.0037546i,-0.00071119-0.0019426i,-0.0018362+0.00059641i,-0.0023437+0.00089159i,-0.0032241+0.00042319i,-0.0029186+0.0010203i,-0.0015821+0.0012743i,-0.00086094+0.0012942i,-0.00012802+0.00047089i,0.0011637-0.00092563i,0.00090573-0.0008852i,-0.00050379-0.0003069i,-0.00093108-0.0003313i,-0.0010934+0.00024282i,-0.001067+0.00088932i,-0.00041171+0.00071446i,-0.00025393+8.3287e-05i
0.069451-0.031085i,-0.0013017-0.068616i,-0.016113-0.05865i,0.00042958-0.037943i,0.0035585-0.022595i,-0.0026652-0.010149i,-0.0039885-0.0025065i,-0.0020455-0.00058697i,-0.0010423+7.747e-05i,-0.0012147+0.0015609i,-0.0010729+0.0035427i,-0.00010503+0.0034097i,0.0017799+0.0026981i,0.0024203+0.0020463i,0.0014125+0.00033983i,-0.00047027-0.00091992i,-0.0018317-0.00063997i,-0.0020008+0.00047653i,-0.0011504+0.00062368i,0.000355+0.00063913i,0.001053+0.00054326i,0.00058458-3.7786e-05i,-0.00065668-0.00029446i
-0.0038825-0.066683i,-0.066175-0.010037i,-0.063827+0.0081102i,-0.039413-0.0028127i,-0.023197-0.0055543i,-0.011875+0.001505i,-0.0033931+0.0036657i,0.0017307+0.0017074i,0.0026775-0.0003648i,0.0019167-0.00029385i,0.0030319+0.0013885i,0.0036945+0.00099551i,0.0030398+0.00014266i,0.001963+0.00016647i,0.00044456+0.00020738i,-0.00086395+0.0018926i,-0.00068682+0.0032208i,0.00042684+0.0021809i,0.0012156+0.00084479i,0.0019367-0.00027585i,0.0017756-0.0013085i,0.00071247-0.00081316i,-0.00012571+0.00022714i
-0.055884-0.014535i,-0.019987+0.060778i,-0.0062842+0.066374i,-0.014101+0.04173i,-0.012144+0.023886i,-0.0007346+0.013727i,0.0050241+0.0049129i,0.0042897-0.00065296i,0.0020884-0.0031299i,0.0012278-0.003854i,0.0011926-0.0032038i,0.0011096-0.0022201i,0.000734-0.002835i,0.00025437-0.0035592i,7.4206e-05-0.0017273i,0.0013672+0.0010568i,0.0024155+0.0017401i,0.0019233-0.00019788i,0.00081071-0.0017074i,-0.00053313-0.0017116i,-0.0010333-0.0012583i,-0.00065648-0.00098714i,-3.7064e-05-0.00016266i
-0.039228+0.037503i,0.048573+0.030964i,0.058139+0.022584i,0.031442+0.026029i,0.016478+0.021157i,0.011291+0.0058623i,0.0070705-0.0039145i,0.0027875-0.0057055i,-0.000522-0.0049844i,-0.0026751-0.0042045i,-0.003405-0.0035474i,-0.0020582-0.0021729i,-0.0013415-0.0013263i,-0.00175-0.0015483i,-0.00077224-0.00043042i,0.0011296+0.00051953i,0.0022196-0.00021595i,0.0016012-0.00066412i,-0.00025798-0.0003506i,-0.0024841-2.5914e-05i,-0.0027121-0.00019127i,-0.00074923-8.1678e-05i,0.00022234+0.00048583i
0.011235+0.046566i,0.028529-0.036785i,0.027911-0.04779i,0.02825-0.022375i,0.019187-0.010262i,0.0035728-0.0097809i,-0.003818-0.0074412i,-0.0037748-0.0044073i,-0.0021243-0.0023457i,-0.0018471-0.00096579i,-0.0026999+0.00040087i,-0.0030942+0.0014298i,-0.0024053+0.00097406i,-0.0017813+0.00086951i,-0.0006827+0.00040795i,-0.00027579-0.0016088i,-0.0010469-0.0020643i,-0.0016075-0.00073792i,-0.001287+0.0013539i,-0.00065213+0.0029109i,-0.0005942+0.0026533i,-0.00073402+0.0012098i,-0.00031784-0.00016316i
0.041556+0.012702i,-0.034307-0.028275i,-0.045027-0.030787i,-0.01906-0.025795i,-0.0097177-0.016609i,-0.012115-0.0029993i,-0.0090006+0.0040216i,-0.0036687+0.0030333i,-0.0010678+0.00075989i,-0.00097142+0.0011941i,-0.00031267+0.0030989i,0.0013155+0.0040929i,0.0017888+0.0035425i,0.001362+0.0023155i,7.488e-06+0.00072027i,-0.0017665+0.00021661i,-0.001938+0.0010732i,-0.0008457+0.0018479i,0.00086647+0.0019152i,0.0028046+0.0013364i,0.0031959+0.00056146i,0.0023094+2.6236e-05i,0.0012484-0.00094223i
0.033191-0.026261i,-0.030977+0.033253i,-0.039862+0.042923i,-0.028914+0.017484i,-0.017989+0.0076619i,-0.0059899+0.012904i,0.0020635+0.012085i,0.0038577+0.006308i,0.0021274+0.001806i,0.00051427+0.0001783i,0.0014603-0.00015884i,0.0028259-0.0011696i,0.0037454-0.0010411i,0.0036287-9.65e-05i,0.0013674+0.0011505i,-0.00062811+0.0022319i,-0.00091767+0.002742i,0.00079809+0.0018264i,0.002593-0.0003622i,0.0024684-0.0023155i,0.0012005-0.0029973i,0.0013979-0.0030413i,0.001156-0.0020447i
-0.0065331-0.042524i,0.027683+0.034744i,0.031331+0.04597i,0.0077696+0.032024i,0.0013615+0.020329i,0.010202+0.0092615i,0.012457+0.0013751i,0.007638-0.0017736i,0.0025856-0.0024752i,0.00081868-0.001852i,0.0010445-0.0018634i,0.00078433-0.0017555i,0.00063782-0.0026023i,0.0010743-0.0034147i,0.00078711-0.0023663i,0.0012657-0.00089283i,0.0021181-0.00037847i,0.0016847-0.00073468i,-0.00011194-0.0014686i,-0.0020363-0.0024357i,-0.0019067-0.0028865i,-0.0013379-0.0020399i,-0.00162-0.00087598i
-0.052064-0.016986i,0.030681-0.02568i,0.043549-0.021639i,0.025112-0.00039685i,0.014735+0.0024049i,0.0089061-0.0086407i,0.0039332-0.01154i,0.00145-0.0090216i,-0.00058943-0.0057993i,-0.0025747-0.0026605i,-0.0042127-0.00070606i,-0.0031066+0.00087562i,-0.0014238-8.4857e-06i,-0.0020538-0.00089919i,-0.0016303-0.00056337i,0.00024446-0.001163i,0.0011357-0.0020438i,-1.5709e-05-0.0022769i,-0.0012837-0.0013436i,-0.0015439+0.00035022i,-0.002333+0.0018398i,-0.0025518+0.00196i,-0.0016634+0.0011583i
-0.046205+0.046393i,-0.028939-0.029982i,-0.017985-0.039694i,0.0012886-0.017685i,0.0030967-0.0086967i,-0.0080868-0.0084588i,-0.011376-0.0063338i,-0.0071119-0.0045378i,-0.0026603-0.0032009i,-0.0017038-0.0017298i,-0.0023295+0.0011072i,-0.0018222+0.0025789i,-0.0020609+0.0020524i,-0.0019904+0.0018126i,-0.0010422+0.0011442i,-0.0015683-0.0002568i,-0.0018806-0.0013258i,-0.00152+7.9812e-05i,-0.00061558+0.0021023i,0.0012321+0.0034518i,0.0018389+0.0035366i,0.0011372+0.0024879i,0.00078633+0.0012919i
0.030967+0.070942i,-0.03551+0.031642i,-0.041489+0.017259i,-0.015844+0.0021509i,-0.0079471-0.0016641i,-0.010375+0.0070256i,-0.0077747+0.01012i,-0.0040592+0.0055383i,-0.0018397+0.00038312i,-0.00034454-0.0013374i,0.00063248-0.0004746i,0.0011249+0.00024788i,0.00059844+0.0013977i,0.00040285+0.0022462i,0.00030346+0.0018091i,0.00010361+0.0013724i,-0.00017937+0.0013989i,0.00032642+0.0010459i,0.0021002+0.00071309i,0.0028793+2.6633e-05i,0.0032534-0.00019429i,0.0031675-7.6008e-05i,0.0020292-0.0011179i
0.085133-0.0012647i,0.027607+0.04547i,0.010371+0.045849i,0.00038187+0.016555i,-0.0030085+0.0083472i,0.0043286+0.013845i,0.0089566+0.011575i,0.0071176+0.0057331i,0.0028513+0.00096891i,0.00057526-0.0014481i,0.00036231-0.0019202i,0.00021959-0.00097986i,0.0018684-0.00019392i,0.0031959-0.00051962i,0.0023525-3.4628e-05i,0.0017841+0.00062324i,0.0012398+0.00045875i,0.0012315+4.2329e-05i,0.0018797-0.00086079i,0.0014626-0.0023169i,0.00034782-0.002876i,-6.0521e-06-0.0028664i,-0.00013159-0.0024893i
0.025272-0.084447i,0.048002-0.017734i,0.041337-0.0010963i,0.011662+0.0028219i,0.0040057+0.0038328i,0.012361-0.001319i,0.012915-0.0042874i,0.0081778-0.0040932i,0.0038219-0.0021342i,0.00066742-0.0010497i,-0.00049992-0.0011685i,0.00020927-0.00091787i,0.0010319-0.00085801i,0.00063383-0.0016853i,0.000261-0.0019536i,0.00096575-0.0011058i,0.0014882-0.0011186i,0.00072366-0.0014274i,-0.001191-0.0015393i,-0.0023054-0.0017224i,-0.0025173-0.0015281i,-0.0024754-0.0012686i,-0.0021251-0.00105i
-0.082819-0.057683i,-0.01622-0.053174i,-0.0014388-0.03805i,-0.0047839-0.0068504i,-0.0022527+0.0009733i,-0.00055915-0.0088167i,-0.00023982-0.011503i,0.00063702-0.0085896i,0.0012071-0.0048139i,0.00028921-0.0015798i,-0.0011057+0.00038374i,-0.00093606+0.00016412i,-0.00071119-0.0019818i,-0.0023926-0.00228i,-0.0028428-0.0019019i,-0.0012139-0.0017525i,-4.5982e-05-0.0014256i,-0.00098567-0.00074643i,-0.0020498+0.00030001i,-0.0021075+0.001188i,-0.0022589+0.0019084i,-0.0018227+0.0019745i,-0.0011307+0.0019287i
-0.091934+0.064095i,-0.066549+0.0092964i,-0.044501+0.0024487i,-0.01362+0.011559i,-0.0044096+0.0085734i,-0.011315+0.0030981i,-0.011044+0.00017489i,-0.0057116-0.0021804i,-0.0018807-0.003382i,-0.00039872-0.0018653i,0.00040744+0.00036551i,0.00062532+0.00059682i,-0.00076013+9.0612e-05i,-0.0013944+0.0016076i,-0.0015259+0.0026082i,-0.0016879+0.0016748i,-0.0018924+0.0014873i,-0.0015386+0.002034i,-0.00040539+0.0026054i,0.00028608+0.0027362i,0.00061879+0.0022751i,0.0010922+0.0014907i,0.0015955+0.00049554i
0.033888+0.11235i,-0.0042805+0.070852i,-0.0038397+0.048692i,0.011285+0.020886i,0.0077272+0.0083052i,-0.0016021+0.012026i,-0.0038958+0.011163i,-0.0037026+0.0060649i,-0.0031211+0.001247i,-0.0018072-0.0010091i,-0.00095526-0.00049616i,-0.00096366+1.7416e-05i,-6.8054e-05+0.001728i,0.0013799+0.0030798i,0.00076572+0.0025251i,-0.00021554+0.0023384i,0.00019165+0.0022446i,0.00085601+0.0015609i,0.001422+0.00036069i,0.0019622-0.00075217i,0.0023091-0.001429i,0.0022861-0.0020837i,0.0013587-0.0025072i
