-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
0.12396+0.0055189i,0.0702+0.024284i,0.045282+0.015747i,0.021902-0.0061954i,0.0090545-0.006504i,0.011041+0.0022238i,0.009421+0.0043506i,0.0035444+0.0032787i,-1.5632e-05+0.0012975i,-0.0017194-0.00031483i,-0.0018626-0.00058918i,-0.00066592+0.0010746i,0.0018709+0.0024063i,0.0030761+0.0013214i,0.0030056+0.00064418i,0.0030896+0.00085924i,0.0024322+0.00013152i,0.0012349-0.00037973i,0.0015902-0.00032054i,0.00097355-0.00049935i,-0.0002217-0.0011282i,-0.0013281-0.0019051i,-0.0021023-0.0018948i
0.043968-0.11734i,0.0376-0.065063i,0.01863-0.044954i,-0.0090799-0.026889i,-0.010732-0.011667i,0.00057858-0.0084453i,0.0039925-0.0060338i,0.0039667-0.0018564i,0.002699-0.00025672i,0.00044677+3.6957e-05i,-0.0011468+0.00073972i,3.0912e-05+0.0020268i,0.0026087+0.00057644i,0.0027626-0.0026633i,0.0011278-0.0030126i,0.00048535-0.0022986i,0.00061664-0.0020545i,0.00033788-0.0013922i,-0.00037048+3.5966e-05i,-0.0014295+0.00046077i,-0.0016643+0.00014548i,-0.0018845+0.00083987i,-0.0019099+0.0014262i
-0.10832-0.077187i,-0.061012-0.046136i,-0.045509-0.018283i,-0.033369+0.011385i,-0.018297+0.01362i,-0.011045+0.0012773i,-0.0047571-0.0032311i,0.0013462-0.0045058i,0.0027003-0.0043313i,0.0023525-0.0023095i,0.0020384-0.00055895i,0.0027352-0.00049147i,0.0015289-0.0018427i,-0.0022904-0.0025459i,-0.0038723-0.0026911i,-0.0026949-0.0019718i,-0.00098137-0.0010399i,0.00021826-0.00041238i,0.00072852+0.00056577i,0.00078398-7.9082e-05i,0.00054608-0.0016824i,0.0001355-0.00022007i,-0.00012498+0.0011649i
-0.11252+0.081043i,-0.064185+0.054003i,-0.027343+0.050363i,0.0045509+0.045147i,0.0098944+0.027197i,0.0014423+0.012756i,-0.00055599+0.0033914i,-0.00029589-0.0030139i,-0.00078938-0.0050249i,-0.00014269-0.0038529i,0.0013447-0.0026103i,0.0004823-0.0028186i,-0.0031156-0.0029477i,-0.0040511-0.0010453i,-0.0029577+0.00082576i,-0.0023886+0.0012584i,-0.0013765+0.0010093i,5.9454e-05+0.00059132i,0.00075831-0.00021178i,-7.7028e-05-0.00063568i,-0.0007623-0.00084327i,-0.0002088-0.0012725i,0.00039209-0.0014458i
0.043632+0.13339i,0.035139+0.075499i,0.040857+0.039709i,0.044148+0.0087822i,0.028654-0.0014767i,0.013125+0.0038014i,0.0045054+0.0032831i,-0.00077024-0.00055116i,-0.0024354-0.0027215i,-0.0018751-0.0022907i,-0.0015084-0.0012565i,-0.0026251-0.00043985i,-0.0036924+0.0013579i,-0.002661+0.0035036i,-0.00047226+0.0037485i,-0.00016224+0.002744i,-2.0364e-05+0.001839i,-4.7308e-05+0.0010358i,4.3404e-06-0.00032186i,-0.00031396-0.00067586i,-0.000761-0.00064282i,-0.0006955-0.0016827i,-0.001305-0.0021962i
0.13805+0.0010668i,0.075785-0.017685i,0.039131-0.035731i,0.011916-0.043409i,-2.6414e-05-0.028913i,0.0019858-0.012064i,0.0021831-0.0040206i,0.00018977+0.00051536i,-0.0011592+0.0025376i,-0.002541+0.0020881i,-0.00287+0.0017985i,-0.0024888+0.0036654i,5.5079e-05+0.0044595i,0.0034505+0.0030481i,0.0051362+0.0016022i,0.0047362+0.00089084i,0.0017775-0.00014299i,-0.0010951-0.00070434i,-0.00095726-0.00034422i,0.00029174+0.00025322i,0.00024656+0.0010552i,-0.0010975+0.00066475i,-0.002487-1.1257e-05i
0.037138-0.12873i,-0.0064005-0.07116i,-0.036413-0.039445i,-0.050784-0.016624i,-0.037609-0.0037815i,-0.017408-0.0012455i,-0.005592+0.0021542i,0.0012422+0.0032048i,0.0028916+0.0014799i,0.0013502+0.0012932i,0.0006644+0.0024531i,0.0020563+0.0034048i,0.0043108+0.0013109i,0.0036916-0.0020411i,0.0020087-0.0041595i,0.0018589-0.0034571i,0.00054065-0.0011947i,-0.00069379+0.0010245i,-0.00012075+0.0013342i,0.00060078-0.00071433i,0.0010857-0.0010813i,0.00064319+0.0002706i,-4.2055e-08+0.0011602i
-0.11331-0.07975i,-0.074545-0.010494i,-0.051525+0.033328i,-0.033423+0.052223i,-0.018187+0.041523i,-0.0090196+0.022575i,4.9628e-05+0.010174i,0.0050589+0.00052202i,0.0033482-0.0039755i,0.0016816-0.0027898i,0.0033298-0.00060811i,0.0054181+1.4435e-05i,0.0042323-0.00099028i,0.00028053-0.0028194i,-0.0016932-0.0033623i,-0.0015338-0.0022028i,-0.00077967-0.00094264i,0.00077803-0.00016305i,0.0013129-0.00010973i,0.00068301-0.00038303i,0.00026709-0.0013373i,0.0012128-0.0013098i,0.0014526-0.0013786i
-0.10804+0.079474i,-0.028736+0.065957i,0.020474+0.055153i,0.042692+0.043261i,0.034816+0.027543i,0.018288+0.015289i,0.010249+0.0039304i,0.0042912-0.0040863i,0.0003679-0.0049851i,-0.00054662-0.0035274i,-0.00035259-0.0029263i,0.00018812-0.0039872i,-0.0013648-0.0041056i,-0.0034928-0.0016116i,-0.0035158+0.0005571i,-0.002551+0.00071842i,-0.00064325-0.00015401i,0.0011357-0.0010496i,0.00061824-0.00208i,-0.00060536-0.0020288i,-0.0013421-0.0015722i,-0.00062396-0.0022895i,-0.00054705-0.002719i
0.04153+0.12223i,0.052945+0.036559i,0.056637-0.012861i,0.051611-0.033286i,0.034559-0.029217i,0.018551-0.017141i,0.0050685-0.011163i,-0.0036443-0.0056698i,-0.0049472-0.0019885i,-0.0039365-0.0019233i,-0.0041955-0.002096i,-0.0056947-0.0013441i,-0.0056686+0.0011958i,-0.0028995+0.0032674i,-9.6164e-05+0.0032012i,0.00083994+0.0028097i,2.1079e-05+0.001486i,-0.00090147-0.00085249i,-0.0015051-0.002169i,-0.0020606-0.0006799i,-0.0020615+0.00078791i,-0.0016208-0.0003816i,-0.0014469-0.0011515i
0.12369+0.0019172i,0.039664-0.037694i,-0.011212-0.053369i,-0.029147-0.052408i,-0.024366-0.037237i,-0.014623-0.020593i,-0.010907-0.0073568i,-0.0057554+0.0011625i,-0.0018022+0.0024657i,-0.0030128+0.0011504i,-0.0049227+0.0023758i,-0.0039781+0.0051061i,-0.00037497+0.0061482i,0.0021752+0.0043756i,0.0027697+0.0018254i,0.0021798+0.00095122i,-0.00027697+0.0012918i,-0.0022481+0.0012992i,-0.0024643+0.0012921i,-0.0014524+0.0016585i,-0.00062031+0.0020142i,-0.00078409+0.0019029i,-0.00089787+0.002229i
0.038311-0.10428i,-0.027847-0.033341i,-0.058642+0.010617i,-0.062718+0.024648i,-0.047476+0.020797i,-0.028073+0.014146i,-0.011125+0.012488i,0.00041484+0.006811i,0.0025376+0.00015549i,0.00045518-0.00033911i,-0.0002143+0.0022643i,0.0020137+0.0042221i,0.0047351+0.0024455i,0.0041364-0.0011787i,0.0017379-0.0031557i,0.00078696-0.0023438i,0.00042702+0.00046364i,0.00036971+0.0027139i,0.0012136+0.0029741i,0.0012815+0.0011142i,0.00067035-0.00023816i,0.0010799-0.00022582i,0.0015718-0.00054592i
-0.091442-0.06652i,-0.040411+0.026639i,-0.002147+0.071821i,0.0096681+0.075402i,0.0089051+0.056053i,0.0076862+0.033178i,0.0098451+0.015326i,0.0080508+0.0015639i,0.0028485-0.0034834i,0.001537-0.0015056i,0.0032295+0.00026036i,0.004665-0.00084414i,0.0041803-0.0030675i,0.0015293-0.0040156i,-0.0012755-0.0035072i,-0.0016663-0.0017186i,-9.772e-05+0.00085137i,0.0016433+0.0019416i,0.0021417+0.0008345i,0.00093266-0.0008728i,0.00070635-0.0017671i,0.0010323-0.0015372i,0.00061112-0.0017554i
-0.091347+0.057768i,0.010661+0.036917i,0.063209+0.014195i,0.069812+0.0070808i,0.053116+0.0079535i,0.03431+0.0048741i,0.018521-0.0036074i,0.0045914-0.007311i,-0.0010181-0.0045973i,0.00056093-0.003086i,0.0021384-0.0040939i,0.0015308-0.0052372i,-0.0015399-0.0048996i,-0.003067-0.0030953i,-0.0026254-0.00062808i,-0.0017911+0.00032454i,0.00026316-0.00048667i,0.0014349-0.0021084i,0.001062-0.0025767i,-7.196e-05-0.0017721i,-0.0017795-0.0010385i,-0.0025883-0.00097565i,-0.0025249-0.0010138i
0.021623+0.10465i,0.028263-0.0022839i,0.017234-0.058664i,0.014898-0.064755i,0.015204-0.048311i,0.010867-0.031062i,0.0010662-0.019121i,-0.0041692-0.0075148i,-0.0024095-0.0017098i,-0.0017988-0.0032443i,-0.0030137-0.004312i,-0.0050888-0.0029853i,-0.0053263-0.00084114i,-0.0028242+0.0007709i,-0.0011801+0.0016406i,-0.0011148+0.00099385i,-0.0017625-0.00050215i,-0.0025849-0.0013284i,-0.0026173-0.00091623i,-0.0016942+0.00037785i,-0.00086965+0.00048688i,-0.0010554-0.0002063i,-0.0015631-0.00025095i
0.098307+0.019061i,-0.0058687-0.021907i,-0.065312-0.026371i,-0.067744-0.024392i,-0.048128-0.023078i,-0.030928-0.016037i,-0.018833-0.0044885i,-0.0064599+0.0017061i,0.00025176+0.00040932i,-0.0022271-0.0012233i,-0.004675+0.0012451i,-0.0039729+0.0048911i,-0.0020936+0.0050454i,2.116e-05+0.0027602i,0.0010701+0.0016891i,0.00032927+0.0011325i,-0.00060147+0.00092917i,-0.0014771+0.0023744i,-0.0019063+0.0026739i,-0.00080392+0.0014216i,0.00070754+0.00089352i,0.00073716+0.00069977i,0.0004863+0.00089604i
0.046015-0.078921i,-0.020127+0.011549i,-0.03896+0.067021i,-0.038783+0.065429i,-0.03474+0.042946i,-0.025105+0.027439i,-0.0092474+0.018001i,0.0019108+0.0066464i,0.001304-0.0010213i,-0.0021172+0.00030404i,-0.00113+0.0047248i,0.0016787+0.0065051i,0.0039791+0.0042994i,0.0042079+0.0018323i,0.0025999+0.0008368i,0.0012252+0.00054595i,0.00050883+0.0020446i,0.0010949+0.0035568i,0.0021066+0.0029452i,0.0010778+0.0013222i,-0.00031227-7.1863e-05i,-0.00046805-0.00066404i,0.00040147-0.00091353i
-0.055672-0.073197i,0.010984+0.018683i,0.056733+0.052531i,0.052005+0.052045i,0.029856+0.04501i,0.018096+0.032908i,0.014776+0.014975i,0.0083926+0.00097745i,0.0012583-0.0026994i,0.00013538-0.00027144i,0.0027288+0.0019805i,0.0047834+0.0014734i,0.0050633-0.00042446i,0.0034351-0.0016534i,0.0010055-0.00091374i,0.00037852+0.00026928i,0.002109+0.00051752i,0.0044641-0.00012344i,0.0045868-0.0014488i,0.0029444-0.0011568i,0.0010247-9.246e-05i,0.00062351-0.00052129i,0.00097242-0.0008981i
-0.088035+0.02549i,0.015703-0.010349i,0.059666-0.044419i,0.057471-0.037738i,0.045913-0.01635i,0.033329-0.0075316i,0.017796-0.00865i,0.0041998-0.0069466i,-0.00082648-0.0027399i,0.00093344-0.0023114i,0.0029384-0.0042539i,0.0022383-0.005684i,0.00033497-0.0053165i,-0.00092047-0.0031291i,-0.00098613-0.00049354i,-0.00042201+0.00036017i,0.00085226-0.00078549i,0.0017227-0.0032003i,0.00040488-0.0041869i,-0.00072446-0.0022923i,-0.00019798-0.00075517i,0.00013823-0.00062501i,-0.00084568-0.00075111i
-0.0066162+0.093072i,-0.015311-0.014568i,-0.038092-0.062288i,-0.031332-0.055969i,-0.010985-0.042558i,-0.0023159-0.031538i,-0.0046572-0.017566i,-0.0046626-0.0050239i,-0.0010487+4.8084e-05i,-0.00073365-0.0014857i,-0.0032251-0.0038077i,-0.004027-0.0031358i,-0.0040789-0.0017352i,-0.0035589-0.00065687i,-0.0020786+0.00020021i,-0.00077385+0.00029579i,-0.0015674-6.7743e-05i,-0.0037183-0.0011553i,-0.0037778-0.00086866i,-0.001468+0.00046944i,0.0002307+0.0002107i,0.00063597-0.00043999i,0.00013593+0.00010117i
0.081173+0.047728i,-0.023452+0.02342i,-0.074874+0.031089i,-0.063247+0.023956i,-0.043303+0.0040305i,-0.030966-0.0027794i,-0.017717+0.0023625i,-0.0042786+0.0038674i,0.0016354+0.00035619i,-0.0014397-0.0015481i,-0.0046884-0.00011077i,-0.0048396+0.0026722i,-0.003463+0.0049014i,-0.0014756+0.0043719i,-0.00079442+0.0016091i,-0.0010358-0.00015716i,-0.002337+0.00071125i,-0.0034699+0.0024968i,-0.0026821+0.0030962i,-0.0012177+0.0017861i,-0.00061509+0.00093422i,-0.00083028+0.0007837i,-0.00072789+0.00071005i
0.063663-0.054555i,0.018054+0.036722i,0.015395+0.085744i,0.010716+0.069894i,-0.0052608+0.043316i,-0.010412+0.028877i,-0.0030799+0.016167i,0.0028659+0.0030968i,0.0025457-0.0034988i,-0.00021746-0.0011064i,-0.00045721+0.0033866i,0.0015449+0.0051458i,0.003057+0.004619i,0.0039043+0.0017958i,0.0033318-0.0003651i,0.0016041-0.00048326i,0.0011708+0.00068965i,0.002143+0.0021562i,0.0030411+0.0026826i,0.0019266+0.0024413i,0.00021728+0.0018371i,-0.00055549+0.00068146i,-0.00047467-0.00030203i
-0.033659-0.0857i,0.034673-0.013308i,0.079316+0.0049251i,0.061921+0.0040881i,0.032354+0.01321i,0.019913+0.016486i,0.013215+0.0067709i,0.0045802-0.0033313i,-0.00068569-0.0048581i,0.00051507-0.0021108i,0.0035353+0.00040343i,0.0052842+0.0011529i,0.0053918-0.00041682i,0.0045196-0.0020874i,0.0018348-0.001649i,5.0173e-05-0.0002732i,0.0014373-0.00010535i,0.0034121-0.0010625i,0.003881-0.0023888i,0.0030111-0.0022167i,0.0024342-0.00058636i,0.0018796-0.00041392i,0.00073926-0.00068397i
-0.094916+0.0030463i,-0.012115-0.037145i,0.015381-0.069039i,0.011445-0.050905i,0.014609-0.02362i,0.017322-0.013164i,0.0096226-0.0086109i,-0.00040551-0.0051317i,-0.0035439-0.002149i,-0.0020141-0.0012068i,0.00030728-0.0022378i,0.0012454-0.0036908i,0.0010163-0.0049069i,-0.00015941-0.0046531i,-0.0003496-0.0025493i,0.0010768-0.00051674i,0.0008858-0.00076933i,0.00027677-0.0022868i,0.00029261-0.0030925i,0.00044149-0.0024153i,0.0010692-0.0017822i,0.0010671-0.0020291i,0.00036843-0.0015142i
-0.024456+0.098842i,-0.041352+0.0092993i,-0.064641-0.024089i,-0.047362-0.015441i,-0.020207-0.014618i,-0.010489-0.015959i,-0.0068347-0.0085796i,-0.0028393-0.00053957i,-0.00082039+0.0030975i,-0.0015809+0.0012928i,-0.0030949-0.001113i,-0.0039028-0.0013778i,-0.0046514-0.0015884i,-0.0044948-0.0011285i,-0.00289-0.00015846i,-0.0013105-9.3071e-05i,-0.0014123-0.0010095i,-0.0019142-0.00088648i,-0.0021155-0.00014417i,-0.0022389-0.00032351i,-0.0019956-0.001081i,-0.0010333-0.0010965i,-0.00059204-9.1524e-05i
0.084737+0.057641i,-0.00037341+0.046996i,-0.039007+0.057052i,-0.025998+0.042335i,-0.017389+0.017343i,-0.016856+0.0089341i,-0.0084241+0.0074205i,0.0014046+0.0043477i,0.0057097+0.0010633i,0.0034795-0.00044261i,-0.0011268+0.00067376i,-0.0027199+0.0028219i,-0.0026088+0.004941i,-0.0021346+0.0063628i,-0.0011161+0.004594i,9.6338e-05+0.0013338i,3.0515e-05+0.00047212i,-0.0011337+0.0020873i,-0.0015025+0.0029792i,-0.0018199+0.0028731i,-0.0026391+0.0024359i,-0.0025144+0.0017813i,-0.0011424+0.0012368i
0.079786-0.060944i,0.044317+0.012997i,0.041824+0.050188i,0.030925+0.03364i,0.0097648+0.018061i,0.0013334+0.014429i,0.0027837+0.0077499i,0.0052014-0.00042085i,0.0048525-0.0059144i,0.0023338-0.0054861i,7.5702e-05-0.0010308i,-0.00045461+0.0024051i,0.0014933+0.0041179i,0.0032105+0.0040257i,0.0022947+0.0014727i,0.00077454+0.00013262i,0.00051913+0.0012253i,0.0016512+0.0010728i,0.0025853+5.689e-05i,0.001876+0.00077182i,0.00073816+0.0020091i,0.00042094+0.0016288i,0.00072556+7.9753e-05i
-0.037292-0.090477i,0.016317-0.03499i,0.04894-0.021133i,0.030712-0.017164i,0.012156-0.0036208i,0.010117+0.0012554i,0.007351-0.0014903i,0.0012054-0.0052299i,-0.0034146-0.0075057i,-0.0039093-0.0053734i,-0.0019297-0.0017286i,4.8789e-05-0.00013376i,0.0020319-0.00064252i,0.0032411-0.0020294i,0.0023126-0.0022604i,0.0011021-0.00021078i,0.0019851+0.0017847i,0.0022097+0.00087698i,0.00070953-0.0016978i,0.00056716-0.0020935i,0.0017527-0.00024021i,0.0017538+0.00027553i,0.00013912-0.00064755i
-0.099632+0.017996i,-0.034276-0.014541i,-0.0098575-0.040727i,-0.010352-0.02546i,-0.0057983-0.0089313i,-0.0019452-0.0069342i,-0.0020718-0.0058209i,-0.0048991-0.0033052i,-0.0074016-8.0637e-05i,-0.0053456+0.00053636i,-0.0016243-0.00046475i,0.00017047-0.0005527i,0.00037004-0.0024983i,-0.00071387-0.0041775i,-0.0016776-0.0028651i,-0.00036399-0.0016818i,0.0010522-0.0019234i,0.00083741-0.001947i,0.0004193-0.0015676i,-1.0994e-05-0.001351i,-0.00014352-0.0023026i,-7.7332e-05-0.0029443i,-0.00036564-0.0019458i
-0.014019+0.10298i,-0.023401+0.030591i,-0.037431+0.00074932i,-0.021216+0.0061872i,-0.0062093+0.0042646i,-0.0054374-1.6404e-06i,-0.0034603-4.0659e-05i,-0.0017991+0.0012841i,0.00011522+0.0042561i,0.0016024+0.0044821i,0.00057937+0.0018464i,-0.00015898-0.000364i,-0.0016256-0.0014637i,-0.003205-0.00037604i,-0.0020352+6.1797e-05i,-0.00042353-0.00064606i,0.00012884-0.0014877i,-0.00024532-0.0011903i,-0.00047132+1.8837e-05i,0.00017979-3.7871e-05i,-0.00034796-0.0006776i,-0.0015479-0.0013171i,-0.001092-0.001431i
0.096087+0.039979i,0.025754+0.026811i,-0.011094+0.031562i,-0.0047297+0.021016i,-0.00075116+0.0081573i,-0.0018588+0.0071072i,-0.00063245+0.0052002i,0.004042+0.0022701i,0.0090969+0.00016109i,0.0071817-0.0020105i,0.0026451-0.0013116i,0.00034724-0.00033434i,-0.00062766+0.00054263i,1.276e-05+0.0021363i,0.0008015+0.0022099i,0.00062088+0.0013739i,-0.00045148+0.00088278i,-0.0010456+0.0010579i,-6.5018e-05+0.0016194i,1.2281e-05+0.0014159i,-0.0012834+0.00088183i,-0.001552+0.001016i,-0.0010217+0.0009064i
0.061586-0.080863i,0.02671-0.020126i,0.017095+0.017958i,0.0082934+0.011392i,0.0020604+0.0034402i,0.0036987+0.0030462i,0.0037662+0.0010977i,0.0041265-0.0030148i,0.0030595-0.0091105i,-0.00013795-0.0094495i,-0.0015213-0.004619i,-0.0011246-0.00065261i,0.00034187+0.0020939i,0.0018522+0.0021791i,0.0025125+0.00026688i,0.00097007+0.00027532i,-0.00068731+0.0017847i,-3.0372e-05+0.0024898i,0.00062988+0.0013034i,0.00056614-9.1407e-05i,0.00096832+7.8045e-05i,0.00077497+0.00046231i,0.00028488-0.00018652i
-0.069723-0.078409i,-0.027631-0.020665i,0.0082251+0.0028568i,0.0037817+0.0043238i,-0.0040626+0.0034406i,-0.0021816-0.00029248i,0.0010634-0.0012305i,0.0012219-0.0034399i,-0.0040081-0.0064143i,-0.0071027-0.0045384i,-0.0053147-0.0011067i,-0.0028284+0.0014048i,0.00019559+0.0014169i,0.0020371-0.0015846i,0.00070362-0.0028537i,-0.00031913-0.00096599i,0.0012251+0.00095734i,0.001622+0.0011187i,0.00027504+0.00021057i,-0.000808+0.00022643i,0.00037138+0.00045504i,0.0020749-0.00046826i,0.0011571-0.0019959i
-0.09375+0.043236i,-0.030089+0.019651i,0.0052908-0.0065183i,0.0074123-0.002734i,-0.00010287+0.0047718i,-0.0057102+0.0042115i,-0.0032663+0.0028939i,-0.0032242+0.0015964i,-0.0067279+0.0042999i,-0.0054087+0.0064452i,-0.0012863+0.0046562i,0.0019411+0.0030964i,0.0024085+0.00096841i,-0.00039167-0.0016739i,-0.0029686-0.0012916i,-0.0023648-0.00053839i,-0.00020015-0.00095136i,0.00060893-0.00032895i,0.00090504+0.00033391i,0.00094942+0.0014388i,0.00080319+0.0016012i,0.00037261-0.00025998i,-0.00014641-0.00052911i
0.019989+0.10683i,0.014924+0.038453i,-0.002538-0.0057018i,-0.0013532-0.0079331i,0.002026+0.0011787i,0.00017359+0.006936i,0.00019559+0.0039281i,0.0010609+0.0033241i,0.0044721+0.007835i,0.005927+0.0067964i,0.003875+0.0027788i,0.0032585+0.00037962i,0.0018821-0.0011841i,-0.00037996-0.0002605i,-0.00048136+0.0014749i,0.00011067+0.00131i,-0.00022985-0.00047538i,-0.00052097-0.0017033i,-0.00036013-0.0011444i,0.0011992-0.00034833i,0.0017823-0.00015567i,0.00044334-0.00058349i,0.00030293-2.9781e-05i
0.11029+0.0062551i,0.04121-0.01286i,-0.012498-0.0066417i,-0.016712-0.0016701i,-0.0025829-0.00082884i,0.0049157+0.0014765i,0.0024093+0.00055483i,0.0030608-0.00026802i,0.0080147-0.0033637i,0.0066348-0.0070537i,0.001627-0.0050167i,-0.0011633-0.002545i,-0.0026333-0.0016181i,-0.0014621+0.00064297i,0.0010294+0.0019535i,0.00064673+0.0012232i,-0.0013237+0.00063074i,-0.002199+0.00073778i,-0.0007491+0.00068332i,0.0008904-0.00067678i,0.00068193-0.0023293i,-0.00012498-0.0018976i,0.00047878-0.00036712i
0.02532-0.09971i,-0.012726-0.037134i,-0.02274+0.018092i,-0.016279+0.023976i,-0.0070885+0.0073916i,-0.0013026-0.0039698i,-0.00067154-0.0032947i,0.00059658-0.0039121i,-0.0014787-0.010688i,-0.0050418-0.01142i,-0.0051862-0.0062375i,-0.0046557-0.0015633i,-0.0028473+0.0017358i,0.00016292+0.00088427i,0.0017583-0.0012239i,0.0011202-0.00046948i,0.00063935+0.0018437i,0.00073446+0.0025159i,0.00053424+0.0015201i,-0.00056334-0.00037609i,-0.0016587-0.0014937i,-0.0014524-0.00059213i,-0.00097282-0.00082596i
-0.098395-0.052423i,-0.051097+0.0067652i,0.0035819+0.034404i,0.01563+0.026095i,0.002978+0.010671i,-0.0049369+0.0020648i,-0.0012247+0.00018705i,-0.0011749-0.0031517i,-0.0085445-0.0052239i,-0.010791-0.0024489i,-0.0067105+0.00083232i,-0.0028394+0.0042161i,0.00066557+0.0044074i,0.0016539-0.00014529i,-0.00061694-0.0031072i,-0.0013821-0.0021084i,0.00061608-0.00012939i,0.0025781+0.0013664i,0.0013425+0.0019959i,-0.0021179+0.0023653i,-0.0030933+0.0020779i,-0.0019507+0.00088651i,-0.0015364-0.00020322i
-0.079274+0.079847i,-0.011581+0.053668i,0.030885+0.010785i,0.027886-0.0048692i,0.0083347+0.0030065i,0.00018339+0.0099825i,0.0033051+0.0046475i,0.0012721-0.00048149i,-0.0028298+0.0045725i,-0.0018019+0.0077548i,0.0001784+0.0052237i,0.0026892+0.0033116i,0.0042325+0.00034241i,0.0016434-0.0017547i,-0.0015418-0.00018086i,-0.001391+0.0012965i,0.00048426+0.00080817i,0.0020908-0.00080228i,0.0024102-0.0011636i,0.001684+0.0011987i,0.0013288+0.002922i,0.00030119+0.0020252i,-7.6723e-06+0.00027162i
0.06908+0.099914i,0.0571+0.021967i,0.017842-0.032001i,-0.0052585-0.030062i,-0.0022901-0.0085287i,0.0054797+0.0021886i,0.0042625+0.00085031i,0.0029629+0.001844i,0.007906+0.0037201i,0.0090642+0.0014816i,0.0057335+3.09e-05i,0.0042167-0.0013225i,0.0026035-0.0032878i,0.00054643-0.0012518i,0.00041605+0.0014917i,0.00011715+0.00093656i,-0.0007464-0.0005618i,-0.001141-0.0013995i,-0.0013017-0.0020007i,0.00074513-0.0025087i,0.0029498-0.0016709i,0.0022388-0.00013035i,0.0014096+0.00052712i
0.11134-0.030499i,0.030423-0.041078i,-0.035866-0.018982i,-0.037853+0.00253i,-0.011696+0.0018413i,0.001645-0.0048596i,-0.00024454-0.0036613i,0.0018058-0.001173i,0.0070287-0.0049663i,0.0058452-0.0074363i,0.0025972-0.0042234i,-0.00034721-0.0022288i,-0.0024877-0.0014539i,-0.00096364+0.00065061i,0.0014895+0.0009768i,0.0014115+0.00083186i,-0.00071039+0.00098344i,-0.0022439+0.0017564i,-0.0024972+0.0026978i,-0.0018119+0.00031806i,-0.00089335-0.0029989i,-0.00060813-0.0037079i,-0.00086813-0.0025094i
-0.01297-0.11923i,-0.043003-0.042963i,-0.034182+0.029493i,-0.010651+0.039533i,-0.0047468+0.01361i,-0.0072163-0.00075889i,-0.0037809+0.0014831i,0.00084416-0.00077528i,-0.0015034-0.0079192i,-0.0053878-0.0082511i,-0.0046249-0.0040962i,-0.0029471-7.3541e-05i,-0.00093842+0.0023771i,0.0014625+0.0012254i,0.0016594-0.0012391i,0.00097956-0.00079026i,0.0011932+0.00058712i,0.0012461+0.0017155i,0.00022317+0.001857i,-0.0011605+3.2503e-05i,-0.0031603-0.0014185i,-0.0037511-0.00081351i,-0.0028008-0.00042298i
-0.11932-0.0252i,-0.055123+0.02798i,0.015962+0.041503i,0.031801+0.020331i,0.010103+0.0087713i,-0.0037694+0.0092347i,-0.00071114+0.0056161i,-0.00021548+0.0004528i,-0.0066235+0.0013623i,-0.0088732+0.0032001i,-0.0066679+0.0025888i,-0.0030878+0.004028i,0.0011208+0.004379i,0.0010197+0.00025367i,-0.0018088-0.0025539i,-0.0022218-0.0011633i,-0.00094174+0.00075041i,0.0016577+0.0011543i,0.0026749+0.0015184i,-7.7719e-05+0.003009i,-0.0022985+0.0042346i,-0.0013057+0.0034922i,-0.00093199+0.0014157i
-0.058668+0.11468i,0.0068427+0.070938i,0.036516+0.0059362i,0.021846-0.017909i,0.0070785-3.4634e-05i,0.0064174+0.010811i,0.0065038+0.0021984i,0.0017362-0.0016876i,-0.00022645+0.0041549i,-0.00068817+0.0068366i,-0.00090657+0.00492i,0.0012454+0.0028893i,0.0029335+0.00042672i,0.0011214-0.00046333i,-0.0018445+0.0012941i,-0.00131+0.0025806i,0.0012577+0.0018866i,0.0024945-0.0011637i,0.0027243-0.0040714i,0.0031415-0.0025858i,0.0039191+0.00086211i,0.0036151+0.0020004i,0.0015114+0.001363i
0.088429+0.09367i,0.058701+0.017175i,0.0042773-0.027596i,-0.018917-0.018238i,-0.0040659-0.0016573i,0.0084578-0.0010178i,0.0045315-0.0049636i,0.0020717-0.0043087i,0.0059288-0.0026753i,0.0066718-0.0013174i,0.0039057+0.0007503i,0.0016626-0.0006791i,6.1678e-05-0.0033664i,-0.00079925-0.0016815i,0.00039056+0.0013562i,0.001312+0.0014215i,0.00051054-0.00035478i,-0.00045176-0.0019879i,-0.0020122-0.0015335i,-0.0016009-0.0018746i,0.0012412-0.0034066i,0.0022128-0.0041566i,0.0009899-0.0031654i
