-0.0042225-8.0237e-05i,-0.0023852+0.00043451i,-0.0011405+0.0023453i,-0.00037799+0.0029515i,0.00013205+0.0027681i,-2.9683e-05+0.002554i,-0.00068371+0.0022361i,-0.00037698+0.0023018i,0.00048199+0.0027503i,0.00070062+0.0022834i,0.00078684+0.0011621i,0.00071012-4.811e-05i,6.7296e-05-0.0011666i,-0.0007446-0.00082521i,-0.00045671-0.00058518i,-0.00029524-0.00095315i,-0.00029918-0.00089203i,-0.00021497-0.00069918i,0.00040625-0.00032741i,0.00064548-0.00011759i,-0.00034209-1.7366e-05i,-0.00091683+3.7605e-05i,-0.00071709+0.00040362i
-0.0004449-0.00042746i,0.00065086+2.5574e-05i,0.00097846+0.00079618i,0.00053277+0.00051365i,0.0012982-0.00014877i,0.0012099-0.00050357i,-0.00017891-4.33e-05i,-9.2888e-05+0.0012615i,0.00059695+0.0016754i,0.00084048+0.0014992i,0.0003485+0.0011907i,-0.00025967+0.00045414i,0.00028461+0.00033482i,0.00087659+0.00041966i,0.0010153+0.00018751i,0.00067057-0.00019925i,0.00037482-0.00046681i,-0.00053937-0.00023786i,-0.0014688-0.00029087i,-0.0015252-2.6769e-05i,-0.0010982+0.00048443i,-0.00024154+0.00054193i,0.00014128+0.00029041i
0.00017494-8.4435e-05i,0.00042893+5.6311e-05i,0.00059533+0.0011896i,0.0013069+0.0021236i,0.0014849+0.00088786i,0.00054518-0.00022025i,-0.00038263+0.00040477i,-0.00052308+0.0003786i,4.8807e-05+0.00032109i,0.0005269+0.00041432i,-0.0002006+0.00049704i,-0.0012744+0.00053387i,-0.0013533+0.00018518i,-0.00050734+0.00056311i,-0.00012831+0.00016519i,-0.00028417-0.0010951i,0.00024942-0.0010856i,0.00059531-0.000806i,0.00062118-0.00086902i,0.0007872-0.00026658i,0.00022364-6.3283e-05i,-1.2575e-05-0.00014308i,0.00010702-8.0872e-05i
-0.001091-0.00032017i,-0.00086731+0.00082765i,-0.00010311+0.00051147i,0.00041621-2.5768e-05i,0.0008333+0.00041157i,0.00076103+0.00071192i,-0.00025652+0.0011319i,-0.00013933+0.0016949i,0.00035765+0.0014321i,0.00029937+0.0007265i,0.00022135+0.00044805i,0.00013194-0.00012954i,0.00010466-6.4122e-06i,0.00049026+0.00073809i,0.00029915+0.00083001i,0.00014775+0.00071258i,4.7923e-05+0.00058871i,-0.0003987+0.0009002i,-0.00088808+0.00027348i,-0.001395-0.00034051i,-0.001525+0.00020931i,-0.00091452+0.00059936i,-0.0002539+0.00036515i
0.0011111+4.2476e-05i,0.0010437+8.1011e-05i,0.00088644+0.00067041i,0.0020447+0.00081868i,0.0018292+0.00080766i,0.00065191+0.00066349i,0.00028259+0.0011602i,-1.5655e-05+0.0011826i,0.00078588+0.00077537i,0.0017463+0.00073202i,0.0016535+0.00082881i,0.0014871+0.0010223i,0.001266+0.0013632i,0.00088507+0.00099517i,3.9809e-05+0.00069475i,-0.00063118+0.00072233i,-0.00078491+0.00044408i,-0.00071759+0.00020893i,-0.00041298+8.1785e-05i,3.6363e-05+0.00041993i,0.00011864+0.00056244i,-9.6106e-05+9.5194e-05i,0.00020615+3.9036e-06i
0.0017494-0.0008397i,0.0019915-0.0013609i,0.0013682-0.002296i,0.00049886-0.0021107i,0.00023438-0.0017466i,0.00025357-0.0017352i,-0.00041994-0.0010922i,-0.00016428-2.8358e-05i,0.00039835+0.00030726i,0.00095931+0.00022668i,0.0014127+0.0007342i,0.0014776+0.0014231i,0.0012903+0.0010259i,0.00083423-9.6943e-05i,0.00052054-0.0003533i,8.3773e-05-0.00028362i,9.3919e-05-0.0011604i,-0.00035051-0.0012501i,-0.00041442-2.99e-05i,0.00032598+0.00027053i,0.00025938+8.9512e-05i,0.00040297+0.00026969i,0.0004254+0.0001996i
0.0020304+0.00019491i,0.0016635-0.00033589i,0.0019142+8.8145e-05i,0.0032153+0.00054616i,0.0023992-0.0003745i,-2.4843e-05-0.00078231i,-0.0010963+0.00041287i,-0.00027621+0.0020853i,0.0012052+0.0020081i,0.0015003+0.00077872i,0.00070131+0.0010618i,0.0001839+0.0015437i,-3.5979e-05+0.001026i,0.00062374+0.0008459i,0.00026351+0.00089914i,-0.00074721-0.00046634i,-0.00080316-0.0010586i,-0.00085724-0.00087823i,-0.00059359-0.00010615i,-0.00044045+0.0007825i,-0.00065016+0.00041535i,-0.00084012+0.00037899i,-0.0014226+0.00089967i
-0.0015791+0.00044442i,-0.0014197-0.00011568i,-0.00062154+0.00069776i,0.00033844+0.0016303i,0.00074438+0.0018641i,0.0015642+0.0014739i,0.0018551+0.0001736i,0.00055097+7.0825e-05i,-0.00015358+0.0013828i,7.4789e-05+0.001866i,0.00030498+0.0017369i,0.00042391+0.00059736i,0.00024734-0.00027817i,0.00016101-0.00027433i,0.00066002-0.00092326i,0.0010646-0.0012171i,0.00094468-0.00050043i,0.00042165+0.00036408i,0.00031042+0.00040105i,-5.1805e-05-0.00022956i,-0.000109-2.0454e-05i,-5.0257e-05-0.00011647i,-6.7521e-05-0.00074798i
-0.0010045-0.00012051i,-0.00029586-0.00033449i,-0.0002817-0.00097867i,-0.00032122-0.0015043i,0.00077186-0.0012966i,0.001215-0.00015998i,0.00072007+0.00074668i,0.0007028+0.0014127i,0.0012827+0.001859i,0.00096348+0.00090628i,0.00023144-0.00016046i,0.00026203-0.00033932i,0.0008801-0.00055611i,0.0013143-0.00036308i,0.00073857-4.6106e-06i,-0.00034231-8.9134e-05i,-0.00076495+0.00022374i,-0.00088674+0.00060328i,-0.00096053+0.00010573i,-0.00077385-0.00057821i,-0.00066147-0.00036503i,-0.00034938+0.00024862i,0.00052316+0.00041326i
0.00020998+0.0023032i,0.0010245+0.0026573i,0.0017147+0.0021193i,0.0019527+0.0014587i,0.0015825+0.0010669i,0.00062729+0.00028348i,-0.0012+0.00013551i,-0.00083462+0.00078901i,0.00085144+0.0014534i,0.0014788+0.0013488i,0.00085523+0.00066587i,0.00032563+6.5464e-05i,0.00035172-0.00053765i,0.0011524-0.0002723i,0.0013422+0.00078647i,4.8881e-05+0.001115i,-0.0010098+0.00039039i,-0.00090869-0.00038018i,-0.00048397-0.00076415i,0.00010703-0.00043965i,0.00024977+3.3559e-05i,-0.0001964+0.00017497i,5.3613e-05+0.00022869i
-0.00094199+0.00060325i,-0.0017407+0.0010023i,-0.0018112+0.0011568i,-1.8045e-05+0.00022442i,0.0012276-0.00032105i,0.00069816-0.00059843i,7.1689e-05+8.0597e-05i,0.0003928+0.0012958i,0.001119+0.0015847i,0.0011977+0.001095i,0.0011735+0.0010195i,0.001068+0.0015743i,0.00085222+0.0011389i,0.00055697+0.00013536i,0.00041105-0.00047615i,0.00019156-0.00017203i,-0.0006357-0.00010969i,-0.00090561-0.00044961i,-0.00071361-0.00075963i,-0.0009381-0.00059139i,-0.00096481-0.00024356i,-5.8431e-05-0.00030825i,0.00054684-8.5788e-05i
-0.00055007-0.00099876i,-0.0011495-0.00012518i,-0.0012564+0.00014946i,0.00064484+0.00048409i,0.001553+0.00063044i,0.0015719+0.0011725i,0.00097297+0.0019086i,4.7847e-05+0.0013602i,0.00047472+0.0012441i,0.0014647+0.0016357i,0.0014655+0.0020393i,0.00070274+0.0023723i,0.0009514+0.0019752i,0.0017876+0.0010184i,0.00041573+0.00023287i,-0.00074986-0.0012038i,-0.00039647-0.0016473i,-6.4854e-05-0.00077056i,-0.00037909-0.00016084i,-0.00051501-9.7539e-05i,-0.00065753+0.0003478i,-0.00057363+0.00064863i,-4.7598e-05+0.00011026i
-0.001152+2.7359e-05i,0.00059434+0.0005848i,-0.00012905+0.00050508i,-0.00099674+0.00052598i,-0.0010236+0.00074633i,-0.00084199+0.00064722i,-0.0010953+0.0010218i,-0.0011712+0.0012331i,-0.00060905+0.0015966i,-0.00015145+0.0018978i,0.0003678+0.0023229i,0.00045294+0.0020322i,0.00090423+0.00092545i,0.0018317+0.00033042i,0.002103+0.00024216i,0.0012011+0.00011636i,0.00031725-0.00032303i,-0.0003572-0.00048054i,-0.0014094-0.00028526i,-0.0012621+6.8911e-05i,-0.00014721+0.00071586i,0.00044353+0.00081864i,0.00028039+0.00048305i
-0.00067384+0.00054565i,-0.0014839+6.0471e-05i,-0.0019638+0.00038781i,-0.001082+0.0018743i,-0.00023899+0.0023245i,-0.0018105+0.0019402i,-0.0045809+0.0038592i,-0.0048998+0.0069816i,-0.0022065+0.0095288i,0.0010413+0.0088574i,0.0034577+0.0058666i,0.0042997+0.0035941i,0.0039177+0.0010566i,0.0030378-0.00098449i,0.0017754-0.0013591i,0.00034077-0.00092745i,-0.00056067-0.00059018i,-0.00049509-0.00046199i,-0.00067098-7.448e-05i,-0.0011576+0.0001422i,-0.00061895+0.00050758i,0.00016317+0.00028619i,0.00067462-0.0003848i
0.00026243+0.00054291i,4.7838e-05+0.00040027i,0.0014886+8.697e-05i,0.0026641-0.00028607i,0.0022984-0.00024045i,0.0012666-0.00034943i,0.0010668-0.00068755i,0.0012529-0.00053903i,0.00097353+3.2623e-05i,0.0011133-5.9628e-06i,0.0010256-1.3152e-05i,0.00061664+0.00018362i,0.0004099+0.0002283i,0.00050991+0.00037738i,0.00079131+0.00070697i,0.00065893+0.0014371i,-0.00043941+0.0015421i,-0.0010743+7.9779e-05i,-0.0005392-0.00049002i,-0.00052853+0.00034685i,-0.00065523+0.00053246i,-0.0004808+0.00014684i,-0.0008165+6.463e-05i
0.0013878+0.00010596i,0.0015384-0.0013693i,0.00097245-0.002153i,0.00080693-0.0022527i,0.0010578-0.001945i,0.00065627-0.0012872i,-2.2516e-05-0.00072632i,6.7633e-05+0.00042731i,0.00072838+0.00056415i,0.00098373-1.0774e-05i,0.00050644-0.00016115i,0.00032727-0.00035854i,0.00034014-9.0713e-07i,0.00032662+5.3703e-05i,0.00044674-0.00016846i,0.00016501+0.00053699i,0.00019335+0.0005492i,0.00021158+0.00010183i,0.00015186+3.9386e-05i,0.00029335+0.00037996i,0.00074808+0.00055338i,0.0010082+0.0013178i,0.00059311+0.0010722i
8.3949e-05-0.00029125i,-0.00073529+4.4446e-05i,-0.00097783-0.00014122i,-0.00027373+0.00090037i,3.4116e-05+0.00064349i,0.00036191-0.00037303i,0.00083081+4.4591e-05i,0.00085332+0.00044586i,0.00099761-3.5558e-05i,0.00072735+0.00041472i,0.00018437+0.0012329i,-0.00017848+0.00076694i,0.00027251+0.00020325i,0.00096494+0.00028682i,0.00050289+0.0005612i,-0.00071763+0.00062549i,-0.0014378+7.129e-05i,-0.0012426-0.00078191i,-0.00035007-0.00091102i,-0.00026906-0.00078513i,-0.00075627-0.00025258i,-0.00075869-0.00040945i,-0.00055152-0.00070688i
0.0014882+0.0016074i,0.0039193+0.00031706i,0.0039703-0.001554i,0.0023965-0.0018467i,0.0017776-0.00075397i,0.0013831-0.00056744i,0.00021444-0.00066106i,0.00021481+0.00022763i,0.001362+0.00056349i,0.0020665+0.00015702i,0.0014299+0.00018508i,-0.00015681+0.00053182i,-0.00070113+0.001032i,0.00015622+0.00073515i,0.0004282+6.6093e-05i,-0.00017755-0.00035036i,-0.00050049-0.00084347i,-0.00024001-0.00083538i,-0.00042031-0.00062156i,-0.00084747+0.00028354i,-0.00025689+0.0011139i,0.00016183+0.00079733i,-0.00016542+0.00032517i
-0.00020854-0.00072227i,-0.00074308+0.00011938i,-0.00017282-0.00047393i,0.00079069-0.00015282i,0.00047029+0.00084423i,4.056e-05+0.00048945i,0.0005059+0.00043416i,0.0014008+0.00059181i,0.0013327+0.00018203i,0.00057032+0.00040843i,-0.00018404+0.00046686i,-0.00089876-3.4119e-05i,-0.001385-0.00017261i,-0.0006452-0.00043182i,7.6149e-05-0.00032158i,0.00034453-0.00041293i,0.00026126-0.00072473i,6.3111e-05-0.00086231i,-0.00024684-0.0010617i,-0.0016803-0.00064564i,-0.0023577-1.5775e-05i,-0.0014477+4.1883e-05i,-0.00073351+1.1506e-05i
-0.00096306-0.00022525i,0.00058204-0.00017965i,0.00094259+0.0012839i,0.0009516+0.0017183i,0.0013898+0.00056624i,0.0013166-0.00069783i,0.00032091-0.00069394i,-0.00052057+0.00050439i,-0.0002684+0.0015175i,0.00088675+0.0015287i,0.0011395+0.00064661i,0.00046507-0.00065695i,-0.00025169-0.00052994i,-0.00075208-0.00015276i,-0.00053646-0.0005786i,-0.0001163-0.00020554i,-0.0005192+0.00049932i,-0.00023731-6.0185e-05i,5.926e-05-0.00092035i,-0.00036776-0.00082247i,-0.00032829+0.00013098i,-0.00021116+0.0003463i,8.8432e-05-0.00015928i
-0.00058281+0.00076429i,-0.00046197+0.0010255i,0.00078996+0.0013899i,0.0016998+0.0014901i,0.001723+0.00096778i,0.0015092+0.0011491i,0.00049681+0.00084834i,-7.534e-05+0.00060858i,0.00069278+0.0012817i,0.0010635+0.00095293i,0.00050865+0.00065495i,0.0004343-0.00027241i,0.00092555-0.00096182i,0.00094067-0.00042429i,0.00052549-0.00031638i,0.0011579-0.00024618i,0.0013864-0.00071068i,0.0007012-0.0006141i,-2.1142e-05+0.00049019i,-0.00096806+0.00063262i,-0.00062194+0.00076028i,-0.00032165+0.00085882i,0.00012226+0.00038493i
-0.0012145-0.00010605i,-0.0020349+0.0010811i,-0.0015895+0.0016341i,-0.0012282+0.0014564i,1.6514e-05+0.0012281i,0.0013065+0.001159i,0.0010626+0.00026074i,0.00046198+0.00020554i,0.00024441+0.0013372i,0.00085464+0.001355i,0.0012006+0.00090875i,0.00078979+0.00094452i,0.00022145+0.00055953i,-0.00046029+0.00018616i,-0.0012954-0.0003654i,-0.0016266-0.0011918i,-0.0012731-0.0014932i,-0.00094816-0.00091266i,-0.00067248-0.00096994i,-8.7748e-06-0.0010822i,-0.00020698-0.00083301i,-0.00012388-0.00020853i,0.00027106-0.00025371i
-0.0019746-0.00068596i,-0.0019363-0.00092205i,-0.00072002+0.0005868i,0.00035992+0.0018972i,0.0016103+0.0010511i,0.0015483-0.00028368i,-0.00012232-0.00039618i,-0.00062112-0.00015512i,0.000132+0.00011966i,0.00064697-7.4058e-05i,0.00010887+0.00012527i,-0.00029684+0.0009021i,-0.00066291+0.00063597i,-0.00021815+0.00012541i,1.8678e-05-0.00043891i,-0.00032254-0.00047565i,-2.5205e-05-0.00013252i,-0.00025059-0.00018557i,-0.00051263-0.00049092i,-3.0581e-06-0.00023465i,0.00035847+0.00018659i,0.00019913+0.00033465i,-0.00011746+0.00079019i
-0.00037327+3.6106e-05i,-0.00015498-0.00015793i,0.00046735-0.00030428i,0.0014471+0.0009629i,0.0013326+0.0012726i,0.00060121+0.00017652i,0.0004279+0.00021915i,0.00061915+0.0015951i,0.00062336+0.0019735i,0.00077294+0.00099125i,0.00082106+0.00094513i,0.00030098+0.0013005i,-8.8173e-05+0.00078663i,3.3952e-05+0.00034105i,4.8741e-05+0.00038746i,-0.00027858-0.00067303i,-0.00034951-0.00099445i,-0.0001702-0.00010023i,-0.00026671+0.00018616i,-0.00075556+0.00017091i,-0.00032669+0.00016161i,0.00055439+0.00013233i,0.0006757+0.00026416i
-0.0011597-0.00030258i,-0.0012504+8.3146e-05i,-0.0016625+0.00066736i,-0.0011175+0.0016653i,0.00034795+0.0023857i,0.0010909+0.0014766i,0.0011803+0.00086016i,4.2e-05+0.0010364i,0.00014486+0.0014689i,0.00060933+0.0012803i,0.00070442+0.00023416i,0.00056114-0.00040019i,7.2191e-05-0.00047489i,0.00035421-0.00031033i,0.00086019-6.1599e-05i,0.00057043+4.0449e-05i,0.00022358-0.00035189i,0.0003254-0.0006085i,0.00011548-0.00046236i,-0.00051676-0.00011227i,-0.00051644-9.1206e-05i,-0.00024605-5.356e-05i,0.00026516-0.0001428i
0.00098267-0.0012631i,0.00080619-0.00099654i,0.0019196-0.00057981i,0.0022821+0.00014268i,0.0013316-0.00027834i,0.00067826+4.7624e-05i,-6.4018e-05+0.0014036i,0.00036912+0.0016061i,0.0014211+0.00099164i,0.0015055+0.00042328i,0.0014156+0.00023153i,0.00082933+0.00067036i,0.00018511+0.00088801i,-0.00029167+0.000462i,-0.00063875-1.1777e-05i,-0.00028857-0.00030413i,-0.00050175-0.00018686i,-0.0010723-0.00048666i,-0.0002621-0.00012843i,0.00043099+4.9532e-05i,0.00013379-0.00046079i,0.00032119-0.00013792i,-5.728e-05-0.00029763i
0.00011514-0.00042749i,-0.00035104-0.0011859i,-0.00058326-0.00108i,-0.00051075-0.0012466i,0.00063237-9.6886e-05i,0.00091066+0.00041583i,0.00024034-0.00022784i,8.947e-05-0.00080836i,0.0003405-0.00044628i,0.00080141+0.00022579i,0.00015422+0.00075434i,-0.00040957+0.00064317i,0.00071413+0.00069639i,0.00058174+0.0010461i,-0.000845+0.0011506i,-0.0011818+0.00053712i,-0.00077217-0.00026656i,-0.00031783-0.00018552i,-4.2378e-05-8.0198e-05i,-0.00033442+1.6439e-05i,-0.00036253+0.00044662i,-0.00017936+0.00050435i,-0.00037191+0.00025544i
0.0029933+0.001346i,0.002685+0.0011924i,0.0028984+0.00053883i,0.0022474-0.00031071i,0.0017852-0.0011035i,0.0017836-0.00073178i,0.0011351+3.9313e-05i,0.00092615+0.00056046i,0.00091492+0.0010639i,0.00095479+0.00083622i,0.0011018+0.0008997i,0.0011434+0.0014326i,0.00050604+0.0018453i,0.00049171+0.0012556i,0.0010931+0.00012824i,0.00070175-0.00072367i,-0.00034915-0.0014447i,-0.00024447-0.0014621i,0.00014967-0.00066314i,-8.5868e-05+8.4959e-05i,-0.00041995+0.00049507i,-0.00097216+0.00053355i,-0.00052431+0.00074168i
-0.0015265+0.0004479i,-0.0015107+0.00034502i,-0.0013076+0.0019293i,0.00016754+0.0029929i,0.0014541+0.0023564i,0.001584+0.0013693i,0.00060136+4.5608e-05i,-0.00015263-0.00017659i,0.00041336+6.8685e-05i,0.0012946+0.00054159i,0.00063138+0.0014927i,-0.0002803+0.0012865i,0.00075548+0.00053415i,0.0011753+0.00049042i,0.00097773+6.7001e-05i,0.00082192-0.00014866i,0.00038755+0.00030886i,0.00048671+0.0004228i,-0.0002095+0.00064263i,-0.00086647+0.00033496i,-0.00023709-0.00060148i,0.00065876+6.5163e-05i,0.00078332+0.00023853i
8.3452e-05+0.0014459i,-6.7541e-05+0.00043394i,-0.00014618-6.2595e-05i,0.00015259+0.00064611i,0.00087329+0.0016805i,0.0011725+0.0011763i,0.00087418+0.00040403i,0.00014499+0.00086012i,0.00044381+0.0013628i,0.0015563+0.0010159i,0.0013695+0.00086461i,0.00066145+0.00098968i,-2.6565e-06+0.00094705i,-0.00055863+0.00031371i,-0.00038747-5.144e-05i,-0.00020217-0.00052797i,-0.00070923-0.00065146i,-0.00077139-0.00031954i,-0.00085571-0.00024971i,-0.00057614-0.00032778i,6.2498e-05-0.00033655i,0.00026574+4.1347e-05i,-0.00029035-0.00019273i
0.00086836+0.0015853i,0.0011089+0.0013449i,0.0012075+0.0014562i,0.0016864+0.0013366i,0.0021857+0.0010721i,0.0018122+0.0016121i,0.00019147+0.0010078i,-0.00013001+0.00089351i,0.00017858+0.0016063i,-0.00021546+0.0015482i,-0.00059817+0.00071438i,-0.00062634+0.00046167i,-0.00051104+0.00052468i,-0.00032502-8.6068e-05i,0.0002529-0.00028927i,-0.00013643+0.00013592i,-0.00043776+0.00032395i,0.00049244+0.00019105i,0.00012527-0.00026506i,-0.00096191-0.00047286i,-0.001495-0.0009208i,-0.00094583-0.00031732i,-0.00059707+7.047e-06i
0.0020558+0.0032076i,0.0013563+0.0021123i,0.001781+0.0024704i,0.0033009+0.0010049i,0.0039088-0.0005001i,0.0023234-0.0012089i,-0.00052316-0.00071905i,-0.00090518+0.00062328i,0.0009219+0.0017514i,0.0014072+0.001287i,0.00075666+0.00016856i,-6.5737e-06+0.0003071i,0.00027557+0.00025527i,0.00032257+0.00027606i,-0.00046033+0.00060408i,-0.00069332+9.0126e-05i,-0.00080557-0.0004482i,-0.0011657-0.00047852i,-0.0016075-0.00036867i,-0.0011577+8.4459e-05i,-0.0006065+0.00044605i,-0.00053665+0.00039846i,5.5606e-05+5.2721e-05i
-0.00037414+0.00080208i,0.00077462+0.00015783i,0.0015976-0.00010154i,0.0027904+0.00028288i,0.0025107+0.00051384i,0.00087692+0.00050513i,-0.00025038+0.00053272i,-0.00020897+0.00081016i,0.00081969+0.00060714i,0.00092437+0.00075854i,0.00040092+0.00089358i,0.00013851+0.00038096i,0.00036826+0.00037585i,0.00077533+0.00090813i,0.00044261+0.00058981i,9.8857e-05+0.00023481i,0.00048268+0.00013562i,-6.8909e-05-0.00036977i,-0.00057661-0.00067747i,-0.00036955-0.00064986i,-0.0004697-0.00056558i,-0.00044467-0.00065783i,8.7005e-07-0.00048643i
-0.00014329+0.00047241i,0.00010303+0.00023545i,-5.8971e-05+0.0010668i,0.00019542+0.0019332i,6.8499e-05+0.0016281i,0.00016477+0.00045128i,0.00036781-4.0897e-05i,0.00027471+0.00016519i,0.00072042+0.00014944i,0.0010774+0.00057474i,0.00058814+0.00136i,0.00025046+0.0011747i,-0.00023406+0.00095411i,-0.00063678+0.00080511i,-0.0010277+0.00022901i,-0.00078057+0.0001037i,-0.00025299-0.0001815i,8.3345e-05-0.00055085i,0.00011916-0.00041108i,0.00032676-0.00041924i,0.00022401-0.00083422i,0.00015981-0.00041518i,0.00050669-9.9284e-05i
0.00073345+0.00043391i,-0.00023856-0.0001623i,0.00089832+0.00045902i,0.0028548-9.5183e-05i,0.0029037-0.0014491i,0.0018989-0.00051786i,0.00049092+0.0004443i,-0.00029657+0.00093435i,0.00068404+0.0014778i,0.0016063+0.0010712i,0.0006494+0.00071409i,-0.00037988+0.00054341i,-0.00070738+0.00038997i,-0.00046961+0.00018425i,0.00039702+0.00041172i,0.00075178+0.0009888i,0.00013225+0.00022739i,-0.00038076-0.0012179i,-0.001085-0.00085074i,-0.0015559+0.00076217i,-0.00075111+0.001112i,-0.00023801+0.00034185i,-0.00026143-0.00013265i
0.00076563-0.00018086i,-0.0001247+8.6763e-05i,-0.0012427+0.00090836i,-0.00097947+0.00039493i,-0.00039605+0.00076367i,-0.00023926+0.00044256i,-0.00030945-0.00067322i,-0.00031561-3.4334e-05i,0.00045883+0.00080442i,0.0014158+0.00064692i,0.00035854+0.0005157i,-0.00083839+0.00032955i,-0.0001459+0.00052614i,0.00072732+0.0004821i,0.00035148+0.0003102i,0.0004908+0.00025101i,0.00091453-0.00026481i,0.0004131+2.8845e-05i,-0.00017383+0.00024125i,-0.00056912+0.00014483i,-0.00090332-6.8103e-05i,-0.0011392-1.1929e-05i,-0.0011769-0.00053992i
0.001781+0.0027077i,0.0030713+0.0011825i,0.0037609-0.00011021i,0.0039175+0.00010277i,0.0029285-0.00040306i,0.0012484-0.0013224i,-0.00018087-0.0007581i,-7.5395e-05-3.685e-05i,0.0011311+0.00092284i,0.001415+0.00092913i,0.00082472-0.00024303i,0.00054288-0.00017592i,0.00041131-0.00022433i,-0.00048094-0.00034999i,-0.00068791+0.00016445i,-0.00018143+0.00035584i,-0.00064392-0.00043064i,-0.0010492-0.0010513i,-0.0012496-0.00097756i,-0.0012132-0.00013687i,-0.00039824+0.00058792i,0.00021901+0.00019097i,0.00040529-0.00017629i
3.9397e-05-0.00038368i,-0.00053062+0.00010279i,-0.00029229+0.0011316i,3.6268e-05+0.00077271i,0.00038195+6.332e-05i,0.0005291-0.00013047i,-0.00014947-0.0009541i,-3.3837e-06-0.00019004i,0.00056105+0.00080565i,0.00079227+0.0006645i,0.00088593+0.00090239i,0.00081467+0.00065269i,0.00060479+0.00033932i,0.0011039+0.00093691i,0.0016565+0.001037i,0.0012128+0.00021632i,0.0004692-0.00037328i,-9.7974e-05-0.00065212i,-0.00040712-0.00085195i,-0.00051094-0.00060582i,-0.00051432-0.00045663i,-0.00025463+0.00015405i,-0.00025018+0.00062187i
-7.3265e-05+0.001903i,0.001238+0.00099312i,0.0034208+0.00071133i,0.0030359+0.0012701i,0.0012669-8.407e-05i,-7.3386e-05-0.0015982i,-5.1387e-05-0.00048105i,0.00040142+0.0017157i,0.00077968+0.0020404i,0.0014866+0.0014399i,0.0012398+0.00044563i,0.00064088+0.00016215i,-9.1818e-05+0.00080518i,-0.00015935+0.00026972i,0.00043723-0.00022218i,0.00062749+7.3286e-05i,-3.1398e-05+0.00012604i,-0.00052003-0.00057464i,-5.7306e-06-0.0009505i,0.00062856-0.00045494i,0.00086642+0.00057687i,0.00037622+0.0006791i,0.00029525+0.000261i
-0.0013819+0.00048721i,-0.0015749+0.00049823i,-0.00061268+0.00058284i,0.0016576+0.0012554i,0.002362+0.0020398i,0.0013586+0.00083011i,0.00038204-0.0006722i,0.00010451-0.00063737i,0.00071642+0.00038962i,0.00036193+0.0015051i,-0.00047134+0.0015736i,-0.00055869+0.0012178i,0.00031306+0.0002723i,0.00063137-0.0014245i,-0.00029699-0.0017918i,-0.00072979-0.001461i,-0.00044138-0.0012989i,0.00046483-0.0012428i,0.00094651-0.00079806i,0.00048128+7.4512e-05i,8.1048e-05+0.00014228i,-0.00038741-4.2007e-06i,-0.00081904+0.00062505i
0.00038363+1.1222e-05i,0.0002091+7.2951e-05i,-0.00048525+0.00026155i,-0.00029178+0.00035649i,-3.2026e-05+0.00059627i,-0.0008188+0.00019969i,-0.00097594-0.00025458i,-0.00038707+0.00055978i,0.00042969+0.0012419i,0.00088575+0.000771i,0.0008314-0.00021321i,0.00030537+0.00014259i,2.8285e-05+0.0011565i,0.00023997+0.00091587i,0.00018596+0.00022044i,-0.00026666+0.00037753i,-0.0001121+0.00033359i,0.00021159-7.8337e-05i,-0.00021715-0.00056324i,-0.00069595-0.00022097i,-5.2401e-05+0.00018755i,0.00044954+2.9309e-05i,-9.8005e-06-8.6662e-05i
-0.001197-0.00014548i,-0.00076381-0.0011644i,-0.00016089-0.001034i,0.00047439-0.00074011i,0.00091483-0.00073473i,0.00075028-0.00052216i,3.9495e-05+0.00030599i,9.5733e-05+0.0012213i,0.00081628+0.00088722i,0.0013915+0.00020166i,0.0011728+0.00041192i,0.00049432+0.00054976i,0.00054648+0.00092203i,0.0010965+0.0012554i,0.0011809+0.00055144i,0.00052856-0.00034002i,-0.00041615-0.0002571i,-0.00076364+0.0005754i,-0.0009634+0.0001701i,-0.00073126-0.00081614i,-0.00060747-0.00014818i,-0.0011395+0.00081344i,-0.00042512+0.00072293i
-0.00093381-0.00057264i,-0.00048533+0.00055029i,0.00044421+0.0014282i,0.0023348+0.0011922i,0.002403+0.00057979i,0.0010814+0.00063044i,0.00051565+0.001273i,0.00070672+0.0012424i,0.00099106+0.00084905i,0.00067914+0.00097501i,0.00037822+0.0013495i,0.00043152+8.8214e-05i,0.00090424-0.0010752i,0.0013491-0.00072638i,0.0008282+9.8602e-05i,-0.00013395-0.00040333i,-0.00011723-0.00086656i,-0.00015741-0.00038905i,-0.00047653+6.7996e-05i,-0.00024176+0.00088604i,-0.00095997+0.0012077i,-0.00055199+0.0010638i,0.00030871+0.0011909i
-0.00026744-0.00094829i,-0.00032807-0.0013831i,0.0002925-0.0015064i,0.0011943-0.0012573i,0.00092206+0.00023808i,0.00073391+0.00083776i,0.00041+0.00081517i,0.00048567+0.0014356i,0.0012355+0.0017658i,0.001377+0.0016808i,0.00088872+0.00098175i,0.00067193+0.00015822i,0.00075916-0.00011603i,0.00070865+6.57e-05i,0.00071179+0.00012874i,0.00043541+0.00019202i,-0.00038861-0.00086395i,-0.00037831-0.0013484i,-0.00015265-0.00062044i,2.5688e-05+0.00022939i,0.00049407+0.00056514i,0.00066049+0.00039905i,0.00059561-0.00011753i
