-0.00157-0.00065033i,-0.00028614-0.00022783i,0.00020006+0.0010778i,0.0010962+0.001854i,0.0016382+0.0017552i,0.00092843+0.0016744i,0.00043355+0.0015051i,0.0002714+0.001053i,0.00045896+0.0011059i,-5.517e-05+0.00099591i,-0.00023197-0.0001749i,-0.00046246-0.00084939i,-0.0011559-2.6648e-05i,-0.00096299+0.00023737i,-0.00042237-0.00023946i,0.00026824-5.5821e-07i,0.00049536+0.00021138i,-0.00013631+0.00019489i,-0.00047461+0.00027729i,-0.0001981+0.00070329i,-0.0005209+0.00055009i,-0.0004528-0.00025193i,-0.00020929-0.00054327i
-0.0044187+0.002622i,-0.0029307+0.0037152i,-0.001439+0.0048748i,0.00023816+0.0043837i,0.00092548+0.0027116i,0.0012723+0.0010485i,0.00083396+0.00021696i,-5.1923e-05-3.3481e-05i,-0.0006804-0.00030449i,-0.00045304+0.00010361i,0.00015734-0.00012082i,0.00032267-0.00022133i,0.00047194+0.00081394i,0.00056996+0.0010563i,0.00046868-5.941e-05i,0.00028993-0.00090901i,-0.00012219-0.00086474i,-0.00035568-0.00071768i,0.00035432-0.00051785i,0.00074576-0.0001586i,0.000185-0.00019113i,2.508e-05-0.00043885i,0.00025976-6.6187e-05i
-0.0017693-5.4424e-06i,-0.00097263-8.8414e-05i,0.00065336+0.00045575i,0.0013712+0.00082756i,0.00092072+0.00035114i,0.00054575-0.0012034i,0.00019248-0.0016187i,0.00032878-0.00078151i,0.00099387+7.2868e-05i,0.0013649+5.5715e-05i,0.00084474-0.00011356i,0.00035587+0.00011432i,0.00029831+0.00050249i,0.0004654+0.00067487i,0.00091055+0.0015547i,0.0011273+0.0013272i,0.00016638+0.00060371i,-0.00051522+0.00094402i,-0.00051936+0.001043i,-0.00020965+0.00016387i,0.00097427-0.00034108i,0.0011582+0.00034596i,0.00029755+0.00041899i
0.00079327-0.00056395i,0.00024663+0.00025915i,-0.00017302+0.00080185i,0.0012934+0.00067587i,0.0020642-3.2802e-05i,0.002223-0.00093462i,0.0022834-0.0016302i,0.0018883-0.0012336i,0.0011219-0.00011944i,0.00042458+0.00062305i,6.1662e-05+0.00045313i,6.7309e-05+0.00033958i,-0.00034983+0.00037596i,-0.00057353+6.8652e-05i,-0.00097097+0.00018985i,-0.001283+0.00036712i,-0.00085188+0.0003652i,-0.00042928+0.0012821i,-0.00016884+0.0015419i,0.00020143+0.00058116i,0.00064469+0.00028571i,0.00036605+0.00049641i,0.00025603+0.00055567i
0.00051228-0.00011913i,0.0010782+0.0002363i,0.0011372+0.00031716i,0.0011074-0.00043348i,0.001709-0.0013985i,0.0021704-0.0011263i,0.0023652-1.0432e-05i,0.0017923+0.00045091i,0.0008746+0.00060064i,0.00058891+0.0010811i,0.00076473+0.00091069i,0.00071417+0.00075632i,0.00011426+0.00034388i,-0.0003568+0.00010992i,-0.0010255+0.00033881i,-0.0012238+0.00043431i,-0.00095769-0.00031056i,-0.00061136-0.00071778i,0.00065805-0.00043073i,0.001237+6.351e-05i,0.00069504+0.0002611i,0.00024046+0.00032274i,-3.0004e-05+0.00047442i
-0.00011292+0.00032124i,-0.00070816+0.00096556i,0.0006843+0.0010376i,0.0022112+0.00072587i,0.0027655-0.00014481i,0.0021752-0.00049228i,0.0017036-0.00049769i,0.0012935+5.2999e-05i,0.00089504+0.00086499i,0.00067711+0.00081368i,0.0007808-2.5621e-05i,0.0005283-0.00036913i,0.00044499-0.00043914i,-0.00037503-0.00019758i,-0.0015788-5.7122e-05i,-0.0012957-0.0003467i,-0.00052471+0.00013769i,-0.00038715+0.00063751i,-0.00081968+0.00026478i,-0.0002908-0.00017142i,0.0006303-0.00014879i,0.0013992-0.00016915i,0.0010808-0.00025188i
0.00023879+0.0013072i,0.0020509+0.0012273i,0.0026944+0.0026183i,0.0031354+0.0023498i,0.0028888+0.0017815i,0.0019307+0.0015774i,0.0014911+0.00034013i,0.00032656+0.00019778i,-0.00089113+0.00090614i,-0.00012651+0.00076796i,0.00076923+0.0004215i,0.00083996-0.00042672i,0.00076721-0.00099495i,0.00076764-0.0010604i,0.00064998-0.00090789i,-7.5423e-05-0.00055761i,-0.00052782+9.0981e-05i,-0.00027053+0.00054359i,0.00029495+0.00011727i,0.00046445-0.00055741i,-0.00024647-0.00088401i,-0.00041123-0.00011778i,-0.00019094-0.00020216i
-0.0017212-0.0021175i,-0.0012566-0.00071217i,-0.00034013+0.0015927i,0.00025168+0.0024431i,-0.00013557+0.0012406i,-0.00058439+0.00054074i,-0.0001271+0.00037126i,-0.00022904+0.00039855i,-0.00014887+0.00011389i,5.363e-06-0.00044572i,-0.00022195-5.2556e-05i,-0.00031479+0.00039601i,0.00025077-0.00012159i,0.0010876-0.00081903i,0.00094489-0.00051444i,3.911e-05-0.0001337i,-0.00019849-0.00025724i,0.00040884-0.00014557i,0.00088638+8.425e-05i,0.00075491-0.00015189i,0.00069093-0.00019499i,5.4014e-05+0.0002512i,0.00041152+0.000185i
-0.0034595-0.002358i,-0.003828+0.00081996i,-0.0032041+0.0019845i,-0.0022349+0.0021599i,-0.00038838+0.0019119i,0.0012862+0.00046911i,0.00090002-0.00068296i,3.333e-06-0.0011013i,6.131e-05-0.00067986i,0.00042236+8.2708e-05i,9.9734e-05+0.00016595i,-0.00017532+0.00042508i,-0.00011334+0.0015475i,0.00055778+0.0014562i,0.00047525+9.5223e-05i,-0.00023005-0.00071113i,-0.00013215-0.0011527i,0.00080791-0.00075955i,0.0010092+0.00034293i,0.00042307+0.00082562i,-6.7602e-05+0.00046555i,0.00012289-0.00047513i,-0.0002205-3.4442e-06i
-0.0013875-0.0012859i,-0.0002845-0.00083988i,-0.00027175+0.00044541i,0.0003254+0.0011273i,0.0020834+0.00070699i,0.0029192-0.0011286i,0.0018538-0.0017724i,0.00065733-0.0011586i,0.00086228-0.00057501i,0.0012314-0.00017326i,0.00074067-0.00022964i,0.00057334-0.00022428i,0.00049989-0.00017748i,-0.00015978-7.3384e-05i,-0.00043761+0.0004538i,-6.8625e-05+0.0013141i,0.00034206+0.0016558i,0.00056984+0.0010466i,0.00061444+0.00074688i,0.00075884+0.00068008i,0.00057597+0.00032807i,0.00025113+0.00017613i,-0.00012133-0.00010285i
0.00067766+0.0015652i,-0.00020683+0.001346i,-0.00019035+0.0012287i,0.0012345+0.0010014i,0.0022819+0.00032474i,0.0013977-0.00028336i,0.00079583-0.0003262i,0.0010036+0.0001178i,0.0011544+0.0002889i,0.001105-0.00019469i,0.0010576+5.8094e-05i,0.0006325+0.00066847i,-2.9394e-05+0.00076693i,-0.00036698+0.00042617i,-8.7702e-05+0.00066172i,0.00046442+0.0014805i,-0.00030243+0.0016932i,-0.00084205+0.0011273i,0.00030437+0.00070018i,0.00066139+0.0007883i,0.00055624+0.00025818i,0.00066146+0.00019929i,0.00025225+0.00029663i
0.00077044+0.0012884i,0.0013007+0.0017131i,0.0016092+0.00068338i,0.0014906+0.00017683i,0.0014159+0.00084966i,0.0014291+0.0012815i,0.00090634+0.0005864i,0.00041727-3.3177e-05i,0.00069276+2.5176e-05i,0.0006409+0.00021327i,4.8733e-05-0.00010692i,0.00058672-0.00099217i,0.00051274-0.0015858i,-0.00022803-0.0010264i,7.1716e-05-0.00041778i,-1.4818e-05+0.00019643i,-7.257e-05+0.00092778i,-4.7228e-05+0.00074374i,-0.00046603-0.0001024i,-0.00032679-0.00086852i,-0.00044831-0.00080889i,-0.00041954+0.00026475i,0.00044355+0.00056964i
-0.00094988-0.0024298i,-0.0013162-0.0016501i,-0.00011987-0.00055036i,0.00087832-3.6822e-05i,0.00059392-0.00010361i,0.00078655+0.00022926i,0.001001+0.00059623i,0.0009384+0.00084837i,0.0011119+0.00093033i,0.00085956+0.00036892i,0.0013984-0.00066867i,0.0015703-0.00084154i,0.00066516-0.00077476i,-0.00041227-0.00084132i,-0.00025293-0.00056136i,-0.00068486+0.00033363i,-0.0014138+0.00064976i,-0.00014664+1.6945e-05i,0.0005574-0.00044152i,0.00029256-0.00058887i,-0.00030279-0.00050525i,-0.00042986-0.00011873i,0.00024317-8.9684e-05i
0.0011123+0.0039536i,0.0027001+0.0035863i,0.0040801+0.0033343i,0.0051022+0.0025506i,0.0043109+0.00083024i,0.0020515-0.00046535i,0.00014407-0.0009537i,-0.00018706-0.00030786i,0.0010765+0.00010814i,0.0015991+0.00037892i,0.0011921+0.00094766i,0.00098558+0.0011493i,0.0009648+0.0007684i,0.00073201-2.0605e-05i,1.0347e-05-0.00042993i,-0.00023974-0.00050355i,7.4635e-05-0.00076513i,1.9533e-05-0.00082157i,-3.203e-05-0.00076605i,0.00021671-0.00018672i,0.00083183+4.8977e-05i,0.00083229-0.00044128i,0.00024914-5.0399e-05i
-0.00030455+0.0015567i,0.00041048+0.0013234i,0.0016667+0.0019723i,0.002551+0.0025042i,0.0015957+0.0010439i,-0.00082294-0.00091478i,-0.0018449-0.00080056i,-0.00082095+0.00036771i,0.00027561+0.0011299i,0.00099778+0.00081914i,0.0011084+0.00015772i,0.00058689+0.00037611i,0.00033773+0.00039615i,0.00050256-0.0001224i,0.00054542+0.0003805i,0.00058556+0.00038629i,0.00096755-8.107e-05i,0.0011089+5.4925e-06i,-6.9991e-05-0.00048822i,-0.0013357-0.00070093i,-0.00099492-0.00030255i,0.00061634-6.1775e-05i,0.00079976+1.3551e-05i
-0.00014099+0.0025028i,-0.00015348+0.0033707i,0.0011301+0.0023867i,0.0020096+0.00076409i,0.0018565+0.00023677i,0.0014956-0.00016109i,-0.00011277-0.00098895i,-0.00099181-0.001158i,-0.00053973-8.4103e-05i,0.00061655+0.00044878i,0.0011208+0.00051328i,0.00020177+0.00057608i,-0.00071609-0.000103i,-8.6762e-05-0.00039216i,0.00098231+0.0006748i,0.00090734+0.0013767i,0.00023471+0.00093717i,-0.00018225+0.0006534i,5.3803e-06+0.00022099i,0.0005626-0.00089717i,0.00069283-0.00068337i,0.0004674+1.9627e-05i,0.00045974+0.00021097i
-0.00030774-0.00035802i,-0.00019287+0.0010956i,0.00028961+0.0016013i,0.00084306+0.00031573i,0.0012944-0.0006822i,0.0022398-0.00091629i,0.0022274-0.00018661i,0.00081078+0.00012738i,-0.00042753-0.00044287i,-0.0010885-0.00097308i,-0.00010863-0.00083437i,0.00057273-0.00011992i,0.0004272+0.0013532i,-0.00020369+0.0015759i,-0.00027117+0.00049803i,0.00011561+0.00031172i,-0.00015304+0.00056114i,-8.4572e-05+0.00023353i,0.00036165-0.00062278i,7.8031e-05-0.00070095i,0.00026823-0.00037209i,0.0002067-0.00051754i,-0.00010241-0.00042559i
0.00066827+0.00023099i,0.0013382+0.00086004i,0.0013857+0.0009109i,0.001709+0.00069758i,0.0028272+0.00072944i,0.0028969+0.00034627i,0.0013726-0.00036934i,0.00033591-0.0010089i,0.00046669-0.00084186i,0.00035046-0.00029613i,0.00022914-0.00079916i,0.00087972-0.0010399i,0.00066403-0.00037482i,-0.00039303+0.00046685i,-0.0010394+0.0011767i,-0.00098877+0.00090711i,-0.0004488+0.00045831i,-0.00022694+0.00027883i,-0.00037873+0.000273i,-0.00049308+0.00060681i,-0.00027862+0.00077458i,-0.00051725+0.00044625i,-0.00043575+0.00040951i
0.0019494+0.0017992i,0.0017965+0.0023071i,0.0019079+0.0021187i,0.0023098+0.001342i,0.0026626+0.0010676i,0.0020779+0.0011788i,0.00024385+0.0012452i,-4.4641e-05+0.0013478i,0.00076761+0.0012726i,0.0014491+0.0011388i,0.0013976+0.00070999i,0.00104+0.00053508i,0.00088293+0.0003443i,0.00045981-0.00036537i,-0.00032275-0.00020567i,-0.00099877+0.00026181i,-0.00090993+0.00022547i,-0.00040672+0.00019388i,-0.00041801-0.00039787i,-6.7706e-05-0.00074051i,-0.00054378-0.00024705i,-0.00085324+0.0003107i,-0.00038637+5.9901e-05i
-0.00039286+0.00066472i,-0.00024171+0.00088881i,0.00057416+0.00031015i,0.0016755+0.00016533i,0.0016859+0.0007679i,0.00028189+0.001094i,-0.00075124+0.00081763i,-0.00030564+0.00027669i,0.00036428+0.00027393i,0.0010818+0.00081176i,0.0018089+0.00025568i,0.0017843-0.0010762i,0.0013064-0.0012332i,0.0011897-0.00045872i,0.00072673+5.218e-05i,0.00033728+5.0389e-05i,-0.00010085+8.7819e-05i,-0.00049402+0.00030228i,-0.00088787+0.0008154i,-0.00090388+0.00070768i,-0.00041456+0.00022064i,-0.0006454+0.00011278i,-0.00047344-9.9485e-05i
0.00032257-0.00037782i,0.0002242+0.00066645i,0.001111+0.00056664i,0.0019094-0.00011839i,0.00075819-0.0008295i,-0.00062615-0.00056968i,-0.00011785-8.8203e-05i,0.00010795-5.3946e-05i,-7.3561e-06+3.1919e-05i,0.00059137+0.00019347i,0.00075526+0.00069783i,0.00051978+0.00064599i,0.00088219+0.00056293i,0.00063399+0.00016779i,0.00031705-0.0010293i,0.00041609-0.00073895i,0.00019374+0.00038693i,-0.00017104+0.00069157i,0.00049711-3.392e-05i,0.00041328-0.00060469i,-0.00028207-0.00012483i,-0.00040003+0.00021864i,-0.0004574-0.00038934i
0.00081835-0.00068986i,0.00010078+0.00027472i,0.00027752+0.000759i,0.0013653+0.00077812i,0.00083058-0.00010859i,-0.00027782-0.0017616i,-0.00084947-0.0021047i,-0.0005187-0.00097459i,0.00019603+0.00029092i,0.00064439+0.00081959i,0.00078374+0.0006342i,0.00038356+0.00083364i,0.00058279+0.0007573i,0.00082749-0.00078943i,0.0009389-0.0014236i,0.0014735-0.00037635i,0.0015884+0.00050162i,0.0012245+0.00056144i,0.0012186+0.00073896i,0.00099234+0.00052193i,0.00048411-0.00023588i,-0.00020974-7.4148e-05i,-0.00077307-0.00012461i
-0.0034201+0.00033682i,-0.0026881+0.0022182i,-0.00095666+0.0033787i,0.0012957+0.003198i,0.0023442+0.00095473i,0.0027988-0.00091303i,0.0013918-0.00092018i,-0.00038315-0.00055356i,-0.00024375+0.00034548i,-8.6521e-05+0.00067305i,-0.00013661+4.2468e-05i,0.00013832+6.2626e-05i,0.0008034+0.00020578i,0.001226+0.00073473i,0.0010018+0.0011736i,0.0006412+0.0011153i,0.00098196+0.0014093i,0.0012815+0.0014152i,0.00078497+0.00060647i,-3.6774e-05+0.00011205i,-0.00026493+0.0002001i,0.00030194+0.0002988i,0.00044414+0.00043697i
0.00078055-0.00052113i,-0.00077224-0.00054082i,0.00070893-8.6204e-05i,0.0021509+0.00016304i,0.0021245-0.00037786i,0.0016807-0.00011563i,0.00096173+0.00062822i,0.00061417+0.00048109i,0.000832+0.00021116i,0.00059954-0.00035057i,0.00019419-0.0011081i,1.7072e-05-0.00087148i,3.4718e-05-8.2069e-05i,-0.00036553+0.00064083i,-0.00085407+0.00078588i,-0.00058714+0.00071402i,-0.00054226+0.00026565i,-0.00048294+0.00011882i,-0.00022353+0.00030748i,0.00036335+0.00034779i,0.0006934+0.00022462i,0.00070734-0.00010346i,0.00077365-0.00048561i
-0.00090273+0.0013891i,-0.00024272+0.001517i,0.00098364+0.0014845i,0.0027649+0.0013946i,0.0040662+0.0015453i,0.0038244+0.00072004i,0.0027983+0.00028344i,0.0015771+0.00024212i,0.00089664+0.00055478i,0.0011901+0.0011145i,0.00083902+0.00095718i,0.00031104+0.00023157i,0.00021264-0.00027034i,6.7439e-05-0.00026693i,-0.00050422+0.00014227i,-0.00087201+0.00046415i,-0.00078261+0.00047548i,-0.00044132-0.00015877i,0.00033871-0.00057155i,0.00029693-0.00012914i,0.00014305+9.2568e-05i,0.00029196+0.00017312i,-1.2336e-05+0.00010712i
-7.8214e-05-0.0016102i,0.00087838-0.0012517i,0.0011993-3.9755e-05i,0.0009704+0.00062328i,0.0010444+0.001196i,0.00079712+0.001041i,0.00022372+0.00037052i,0.0005934+0.00046501i,0.0010989+0.0005138i,0.00079836+0.00025438i,0.00018674+0.00023586i,0.00013529+0.00017173i,0.00032073-2.5185e-05i,-0.00065663+6.1451e-05i,-0.0010945-0.00053804i,-0.00057461-0.00028373i,-0.00066039+2.2475e-05i,-0.00068144-0.00059122i,-0.00026229-0.00090343i,0.00016567-0.00026064i,2.9427e-05+0.00024128i,-0.0001222+0.00014332i,0.00060622-0.00033959i
-0.0032984+0.0015393i,-0.002209+0.002148i,-0.0007821+0.0013257i,0.00023766+0.0012999i,-0.00062714+0.0023802i,-0.0013195+0.0016157i,-0.00039412+5.7144e-05i,-1.2406e-05-0.00022863i,-0.00013462+0.00039182i,0.00058227+0.0012611i,0.0009916+0.00099266i,0.0010476+3.407e-05i,0.0012908-0.00046817i,0.00082061-0.00088666i,-8.6716e-05-0.00061114i,-0.0003463-8.8639e-05i,-0.00025838-0.00015727i,-0.00013373-0.00025405i,-0.00051825-0.00028343i,-0.00098556-0.00011195i,-0.00028797-6.1177e-06i,0.00059651-0.00041196i,0.00019966-8.5939e-05i
-0.00075288+0.00029257i,0.0005554-5.5358e-05i,0.0013642+0.0013715i,0.0017192+0.0012813i,0.0014573-0.00038917i,0.001143-0.0013006i,0.00073118-0.00068735i,-0.00078091-0.0003718i,-0.00069877+0.00011329i,0.00082378+0.00059843i,0.0012627+0.00037746i,0.0010663+0.00028296i,0.00040368+0.00033076i,0.00018908-0.00012631i,0.0007981-3.6345e-05i,0.00047451+3.3139e-05i,0.00031978-0.00018804i,0.00064101+0.00023943i,0.00072027+0.00044067i,0.00061958+0.00010379i,0.00045078-0.00036836i,0.00041176-0.00062495i,0.00055021-0.00042092i
0.0018806+0.0016858i,0.0019042+0.0017579i,0.0025461+0.001418i,0.003242+0.00020196i,0.0027378-0.00086177i,0.002009-0.0014881i,0.0010948-0.00141i,0.00046607-0.00050157i,0.00014862+0.00039756i,0.0005576-0.00016483i,0.0011705-0.00043113i,0.00084619+1.8037e-06i,0.00026768+0.00030299i,-0.00011762+0.000682i,0.00040414+0.0011446i,0.00084219+0.0013422i,-0.00024273+0.00066985i,-0.00035437-0.0008749i,0.00093792-0.0016432i,0.000979-0.0015026i,-0.00025958-0.0010229i,-0.0005112-0.00070872i,4.3284e-05-0.00048996i
-0.00047048-0.0014346i,-0.00042635-0.0002213i,0.00020105+0.0014423i,0.0017162+0.0012984i,0.0022238-0.00037176i,0.0019457-0.00097895i,0.0014803-0.00061311i,0.00055338-0.00082485i,-0.00036744-0.00015162i,-0.00072325+0.00044667i,-0.00066628+0.00014678i,-0.00085723+0.0002502i,-8.3046e-05+6.7565e-05i,0.00090131-0.00036015i,0.001745+0.00027229i,0.0024084+0.0008258i,0.0015574+0.00058879i,0.00061285+0.00041474i,0.00049315+0.00066679i,-0.00020917+0.00064403i,-0.00089012+0.00012846i,-0.00039944+0.00027884i,-3.6941e-05+0.00030058i
-0.001986+0.00023252i,-0.0019751+0.0011376i,-0.0011826+0.0015299i,0.00069805+0.0016422i,0.0029218+0.001334i,0.0024124+0.00063196i,0.001403-0.00038479i,0.0010081-0.00050608i,0.00076195+0.00010661i,0.00075499-6.2728e-06i,0.00085444-0.00024015i,0.00051024-6.773e-05i,0.00025859+0.00011992i,-0.0002908+0.00036972i,-0.00084967+0.00096941i,-0.00025397+0.00089335i,0.00062165+0.00073489i,0.00094861+0.00048182i,0.00028391-0.00012625i,-0.00014287-0.00029535i,0.00061065+0.00065202i,0.00064161+0.0013557i,0.00018904+0.0011419i
-0.00031768+0.00083904i,5.31e-05+0.00037526i,0.00016536+0.0016707i,0.00090951+0.0029977i,0.002808+0.0026926i,0.0039688+0.0010188i,0.0022373-0.00025485i,0.00067419-0.00012865i,0.00063292+0.00014956i,0.00081715+0.00036325i,0.00088004+0.00039937i,0.00093422-0.00026924i,0.0003091-0.00010184i,7.6634e-05-0.00023975i,3.2706e-05-0.00013692i,-0.0010158+0.00053735i,-0.0014889+0.00043783i,-0.0011473-2.2467e-05i,0.00014505-0.00048798i,0.00058433-0.00017539i,9.4799e-05+0.00037634i,-0.00058824+0.00043453i,-0.00087712+0.00022648i
0.0022862+0.003665i,0.003201+0.0033759i,0.0042094+0.0026904i,0.0037771+0.00075156i,0.0022488-0.00032095i,0.0016569-0.00016463i,0.00048647+0.00023768i,0.00038745+0.00041956i,0.0011209+0.0003299i,0.0010385+0.0005419i,0.00087203-0.00012454i,0.0014399-0.00097364i,0.0020995-0.0007374i,0.0010683-0.00033763i,7.0334e-05-0.0008027i,-0.00029236-0.0011656i,-0.00036099-0.0006638i,-0.00021376-7.5757e-05i,0.00010124+0.00036776i,0.0009496+5.8696e-06i,0.0011826-0.00034402i,0.00098769+0.00043651i,0.00078738+0.00052672i
0.00030915+0.00040878i,-0.00041577+0.00027861i,-0.00040063+0.00048712i,-0.00061353-5.2103e-05i,-0.00096008-0.00080991i,-0.0013599-0.00014337i,-0.00078287+0.00054038i,-0.00040212+0.00078289i,0.00016108+0.00065471i,0.00053347-4.7583e-05i,0.0003947-0.00060968i,-5.6045e-05-0.00085212i,0.00047376-0.00039681i,0.00079216+0.00025099i,8.7062e-05+0.00014824i,-0.00042342+0.00064436i,-0.00023529+0.00062236i,-0.00036308+0.00010873i,-8.038e-05+0.00079811i,9.4919e-05+0.00060481i,-0.00011092-3.8556e-05i,7.1927e-05-0.00062554i,0.00012444-0.00103i
0.00054621-5.3107e-05i,0.00028504-0.00029157i,0.00064915-0.00047594i,0.0012531-0.0011802i,0.0010175-0.0020267i,-0.00020914-0.0021279i,-0.0012452-0.0013654i,-0.0010779+8.3899e-05i,-0.00092482+0.0014338i,-8.795e-05+0.0016569i,0.00072254+0.00046512i,1.8615e-05-0.00045453i,-0.00046219-0.00037718i,0.0002989-0.00061581i,0.00059877-0.00024642i,0.00016756+1.0101e-05i,0.00020274-0.00038292i,0.00059623-0.00068097i,0.000956-9.7995e-05i,0.00089176+0.00029944i,0.00065938-0.00019388i,0.00040068-0.00041255i,0.00024473+0.00011866i
-0.0014341-0.00067123i,-0.0014653+0.00082903i,-0.00044706+0.0014071i,0.0015919+0.001098i,0.0032697+0.00048568i,0.0020567-0.00085988i,0.00018445-0.0012438i,-6.799e-05-0.00048259i,-3.9537e-05-1.4519e-05i,-0.00043636-1.7145e-05i,-0.00013834+0.00040054i,0.00030594+0.00093328i,-0.00014016+0.00058046i,-0.00039526+0.00041486i,-0.00049244+0.0011197i,-0.00088156+0.00081752i,-0.00031447-9.0382e-05i,0.00033911-0.00029308i,0.00049183+2.275e-05i,5.5231e-05+7.5011e-05i,-0.00049256-5.3265e-05i,0.00011164-0.00010507i,0.00068677+8.29e-05i
0.00052638+0.0018182i,0.0023533+0.0016705i,0.0040119+0.0020129i,0.0047017+0.001548i,0.0042523-0.00038628i,0.0033979-0.001245i,0.0013827-0.00097544i,5.4106e-05-0.0011836i,0.00061145-0.00071808i,0.00067549-0.00019882i,0.00028629-0.00072564i,3.6279e-05-0.0014854i,-0.00083587-0.00085116i,-0.0021163-0.00040898i,-0.0018945-3.3299e-06i,-0.00079331+0.00053469i,-0.00015825+0.00045969i,0.00026503+0.00071252i,0.0004654+0.00013664i,0.00083002-0.00025154i,0.00041775+0.00029716i,-0.00012779+0.00050019i,0.00066112-0.00034491i
-0.0031595-0.0018648i,-0.0033098+0.00041538i,-0.0032866+0.0026331i,-0.00056848+0.0027527i,0.0016605+0.0018889i,0.0024378+0.0020088i,0.0023153+0.0012592i,0.0010919-0.00028122i,0.00021682-0.0010765i,-5.0382e-05-0.00073706i,0.00015613+0.00029434i,0.00060213+0.00035038i,0.00059801-0.00061635i,0.00013281-0.00070435i,-0.00053142+0.00034831i,-0.00054874+0.00093638i,-0.00015327+0.00038325i,-0.0003573-0.00052654i,-0.00042125-0.00072418i,0.00027611-0.00057268i,0.00056642-0.00032129i,-0.00010475-0.00029634i,-0.00031791-0.00046008i
-0.00098549-0.00010382i,-0.0010287-0.0004696i,0.00016069+0.00068578i,0.0013279+0.0025313i,0.0017578+0.0029622i,0.0013601+0.0022939i,0.0015662+0.0014548i,0.0015226+0.00022613i,0.0012853+1.0063e-05i,0.00056868+0.00010258i,0.00019073+0.00034432i,0.00057049+0.00027612i,0.00020242-0.00027939i,0.00054301-0.00084389i,0.00044529-0.0011905i,-0.0010394-0.00073401i,-0.0010208+7.1307e-05i,-1.9634e-05+0.00029424i,0.00023304+0.00034725i,0.00027354+0.00066042i,0.00038615+0.0012137i,8.3217e-05+0.00080563i,4.7918e-05+3.6655e-05i
0.00032927+0.00041389i,-0.00067403+0.00091514i,-0.00075525+0.0014902i,0.000245+0.0020676i,0.00076314+0.0016046i,0.0012318+0.0015735i,0.0010581+0.0018097i,0.00061673+0.00094611i,0.000224+0.0010546i,-0.00022006+0.0012291i,-0.00018032-8.1905e-05i,0.00058343-0.0011548i,0.0011141-0.00076362i,0.00074008-0.00080593i,0.00012188-0.0011684i,4.1866e-05-0.00070958i,-0.00012435-4.0869e-05i,-0.0003609+0.00019301i,-0.00033559+1.6787e-05i,-0.00031441+9.8828e-05i,-0.0004839+0.00025949i,8.0701e-05-0.00089884i,0.00051717-0.00094254i
0.00030112+0.00037923i,0.0011559+0.00029957i,0.0031428+0.00015802i,0.00254-0.00034014i,-3.021e-05-0.0013843i,-0.0013103-0.001537i,-0.0014302-0.0004314i,-0.0014077+0.00047185i,-0.0001263+0.0006893i,0.0011607+0.00047435i,0.0011992+0.00026964i,0.00075211-0.00033408i,0.00038224-0.00076835i,0.00016404-0.00042794i,-0.00020627+0.00024923i,-0.00015083+0.00046686i,-0.00010124+0.00035795i,-0.0003929+0.00015171i,-0.00017271-0.00014218i,0.00026466-0.00025604i,-1.0682e-05-0.00013635i,-0.00015556+0.0001233i,-4.2476e-05+0.00020405i
-0.002213-0.00018061i,-0.0013991+0.00058118i,-0.00026904+0.0011223i,0.00034888+0.00024215i,0.00037503-0.0010271i,-0.00023674-0.0013392i,-0.0010702-0.0010195i,-0.0012625-0.00024884i,-0.0013389+0.00046931i,-0.00076351+0.00016035i,0.00011691+0.00039491i,-0.00013398+0.00032742i,0.00024368+0.00021776i,0.0014476+0.0002038i,0.0015951-0.00060241i,0.00085248-0.00077276i,6.103e-05-0.00088381i,-0.00019902-0.00033442i,-1.1828e-05-0.00053623i,7.7533e-05-0.0010827i,0.00055456-0.00036494i,0.00092527+5.5946e-05i,0.0011511-0.00045674i
0.0010011-0.00076253i,0.0017391+0.00025107i,0.0022975+0.00080071i,0.0029826+0.00023218i,0.0027353-0.00075834i,0.0020528-0.0011303i,0.00098444-0.0014535i,-0.00010701-0.0011793i,-0.0010315+5.6884e-05i,-0.00055628+0.00026711i,0.0005214-0.00057535i,0.00042514-0.0015598i,0.00040424-0.0006419i,6.1993e-05+0.0001532i,-0.00056786+0.00084004i,-0.00055812+0.0013858i,-0.00030683+0.00085957i,-0.00027595+0.00037927i,0.00021451+0.00042389i,0.00057564+0.00033299i,0.00049199+0.00017016i,0.00062454-4.5239e-05i,0.00018562-4.6018e-05i
-0.00093676+0.00070233i,-0.0012676+0.0026358i,-7.8626e-05+0.0031231i,0.0017487+0.0021592i,0.002717+0.00069838i,0.0021228-7.7209e-05i,0.00081805-0.00086548i,0.00062522-0.0013781i,0.00096792-0.0011598i,0.0011761-0.0011053i,0.0002817-0.00041158i,-8.0285e-05+0.00011954i,0.00034308+0.00015989i,-0.00038109+0.00050417i,-0.00092707+0.00057924i,-0.00052449+0.00044339i,0.00026059+0.00059757i,-0.00019547+0.00020899i,-0.00060684-0.00016605i,-0.00042273+5.3506e-05i,6.4073e-05+0.00059965i,0.00025259+0.00059618i,0.00032987-0.00020907i
