-0.00066193-0.00054885i,-9.822e-05-0.00069527i,-0.00099989-0.00090596i,-0.00065374-0.0010924i,-0.00022306-0.0012015i,-0.00013844-0.00083606i,0.00039076-0.00062867i,0.0009232-0.00052147i,0.0011559-0.00047814i,0.00071452-0.00061591i,0.0004833-0.00056575i,0.0008333-0.00019636i,0.000519-0.00013099i,-1.3321e-07+0.00014888i,-0.00035638+0.00044786i,-0.00038702+0.00061709i,-0.00027121+0.00019709i,-0.00022643-0.00041546i,0.00010403-0.00024691i,-0.00014268-0.00021548i,-0.00054156-0.00065196i,-0.00087091-0.00030087i,-0.00071008+0.00011408i
-0.034457-0.30913i,-0.1157-0.4721i,-0.14781-0.48612i,-0.095062-0.37909i,-0.027013-0.2557i,0.018874-0.14873i,0.05173-0.063084i,0.037504-0.018905i,-0.0057273+0.0099177i,-0.017104+0.023353i,-0.017288+0.010005i,-0.024632+0.00096896i,-0.020591+0.0053051i,-0.01513+0.0067264i,-0.021672+0.002291i,-0.032005-0.0041716i,-0.034574-0.0088561i,-0.028601-0.010306i,-0.02157-0.0092276i,-0.015409-0.007258i,-0.0070863-0.0042928i,0.0011731+0.0013961i,0.0050585+0.0081863i
0.1311+0.030803i,0.26545+0.16214i,0.38588+0.29116i,0.40178+0.25355i,0.29752+0.098383i,0.16392-0.031693i,0.080105-0.12619i,0.039986-0.15542i,0.029567-0.11524i,0.023525-0.068485i,0.0076538-0.032376i,-6.1116e-05-0.001486i,0.0017065+0.010035i,0.0039128+0.0035443i,0.0090238-0.006307i,0.0086598-0.010827i,-0.0020907-0.0074755i,-0.012747-0.0026731i,-0.018185-0.001647i,-0.021529+0.0010756i,-0.021591+0.0077056i,-0.016035+0.0097796i,-0.0082137+0.0040893i
0.014636+0.074987i,-0.011463+0.014408i,-0.1125-0.068097i,-0.21946-0.026998i,-0.22878+0.079975i,-0.17506+0.11425i,-0.13228+0.11051i,-0.07208+0.10829i,-0.010761+0.078098i,0.0083281+0.040554i,0.011659+0.022879i,0.019699+0.0077405i,0.022179-0.0072502i,0.017982-0.010362i,0.010976-0.0045602i,0.0052696+0.0015777i,0.0010432+0.0037159i,-0.003003+0.0028094i,-0.0036943+0.00083393i,-0.0013068-0.0025847i,-3.6624e-05-0.0086886i,-0.0029048-0.015913i,-0.0072324-0.017161i
0.012278+0.16072i,0.12033+0.1222i,0.18274-0.06627i,0.14279-0.17746i,0.13244-0.10265i,0.1687-0.002876i,0.14002+0.034174i,0.067825+0.033665i,0.017625+0.010442i,-0.0039341-0.0063843i,-0.00042912-0.0097601i,0.0070256-0.012393i,0.003794-0.0085334i,-0.00011804-0.00043236i,0.0034553+0.0050956i,0.012184+0.0049522i,0.018189-0.00014067i,0.015363-0.004484i,0.0063704-0.0024898i,0.00072261+0.0037691i,0.0015603+0.0099726i,0.0034819+0.016135i,0.0015891+0.018i
-0.18236-0.0076116i,-0.33082+0.15691i,-0.3073+0.37868i,-0.091436+0.39347i,0.077843+0.19849i,0.12234+0.038932i,0.14448-0.02444i,0.14504-0.049887i,0.10229-0.046606i,0.055601-0.031804i,0.018702-0.019035i,-0.008657-0.0051586i,-0.016851+0.0066642i,-0.0048509+0.018715i,0.015339+0.027633i,0.028483+0.028254i,0.02961+0.019217i,0.022324+0.0091374i,0.012396+0.0097911i,0.00779+0.01437i,0.0084014+0.013983i,0.0094864+0.011075i,0.010595+0.0083444i
0.16382-0.29949i,0.17084-0.44415i,0.060754-0.44339i,-0.10612-0.35504i,-0.25581-0.27499i,-0.33146-0.18469i,-0.29064-0.07239i,-0.1958+0.0078775i,-0.11294+0.043752i,-0.055281+0.049861i,-0.025724+0.037742i,-0.010996+0.026155i,-0.00059678+0.016831i,0.00011631+0.0035175i,-0.0077665-0.0075833i,-0.015895-0.011976i,-0.017103-0.0071167i,-0.010159+0.0046647i,0.0010787+0.013532i,0.010372+0.015621i,0.015235+0.011505i,0.015983+0.0045775i,0.014338+0.00025053i
0.19064+0.081996i,0.35161+0.067757i,0.43015-0.0060072i,0.34339-0.026104i,0.17957+0.060215i,0.063443+0.12976i,-0.001817+0.098681i,-0.036786+0.029698i,-0.040384-0.010811i,-0.026798-0.017383i,-0.0097571-0.012447i,-0.0015459-0.0094485i,-0.0085508-0.0054939i,-0.019867-0.0016582i,-0.024846-0.0040887i,-0.024136-0.011073i,-0.022927-0.016474i,-0.021174-0.016499i,-0.016973-0.016982i,-0.013263-0.020583i,-0.014171-0.020579i,-0.019417-0.016152i,-0.023581-0.010036i
-0.19548+0.21709i,-0.33754+0.30475i,-0.41268+0.34061i,-0.31275+0.37533i,-0.068792+0.35979i,0.13079+0.23725i,0.18145+0.10615i,0.15275+0.044658i,0.1102+0.021858i,0.072184+0.0066205i,0.044957-0.0064961i,0.025396-0.019677i,0.0063498-0.02386i,-0.011758-0.0086686i,-0.023562+0.015533i,-0.029115+0.033877i,-0.026995+0.037374i,-0.016695+0.022989i,-0.0095578+0.0015963i,-0.01241-0.012988i,-0.017171-0.016748i,-0.016221-0.011608i,-0.01063-0.003666i
-0.20063+0.099152i,-0.2181+0.13916i,-0.13031+0.052276i,-0.029904-0.15023i,0.010337-0.31566i,0.0047716-0.34232i,-0.035814-0.25487i,-0.072939-0.14034i,-0.074482-0.072941i,-0.068462-0.044904i,-0.05963-0.019309i,-0.037997+0.0049091i,-0.0092853+0.014119i,0.01585+0.005083i,0.029037-0.0074161i,0.031981-0.011464i,0.026423-0.011287i,0.011982-0.011646i,-0.0033946-0.0060617i,-0.0094303+0.0074125i,-0.0056275+0.015331i,-0.0016396+0.012433i,-0.0023479+0.009616i
0.065306-0.28602i,0.11661-0.33884i,0.21293-0.22642i,0.25731-0.11259i,0.15627-0.087317i,0.0093858-0.044095i,-0.024109+0.0033381i,0.021776-0.010445i,0.048798-0.037725i,0.044369-0.039701i,0.02647-0.025863i,0.0085288-0.013393i,-0.0039319-0.011023i,-0.0066245-0.01367i,-0.00099468-0.016031i,0.0068057-0.015001i,0.013511-0.007541i,0.015257-0.00044012i,0.012118+0.001046i,0.0086072+0.0026626i,0.0087749+0.0092252i,0.010869+0.012125i,0.012087+0.0060325i
0.36278-0.20557i,0.37477-0.36916i,0.12038-0.35993i,-0.13771-0.12935i,-0.16715+0.12524i,-0.068546+0.2237i,0.01227+0.19623i,0.039402+0.13726i,0.028208+0.095987i,0.021275+0.071097i,0.021177+0.045303i,0.017736+0.022736i,0.01112+0.0080761i,-0.0042717+0.0035516i,-0.021256-0.0011081i,-0.033645-0.01497i,-0.04085-0.025369i,-0.036046-0.019946i,-0.021091-0.0042726i,-0.0032482+0.0054836i,0.0079702+0.0049683i,0.0093269+0.0016159i,0.0065954-0.0011357i
0.0092993+0.29896i,-0.0066917+0.35854i,-0.041028+0.22466i,-0.021398+0.068712i,0.074365+0.0051471i,0.14623-0.072079i,0.097936-0.15093i,0.0091722-0.14763i,-0.015408-0.099174i,-0.0043086-0.062147i,-0.00023969-0.043586i,-0.0076576-0.033784i,-0.015737-0.018872i,-0.013107+0.0039269i,-0.00029316+0.027124i,0.012997+0.039126i,0.018407+0.03563i,0.014028+0.022636i,0.0020104+0.0097444i,-0.0093554+0.00097461i,-0.011952-0.004525i,-0.0059444-0.0073246i,8.1113e-05-0.0074728i
-0.31046+0.2287i,-0.2584+0.39494i,-0.01973+0.45728i,0.12566+0.34782i,0.077321+0.16618i,0.0073322+0.056621i,-0.0026181+0.014628i,0.0036635+0.013241i,0.0081068+0.028984i,0.0043043+0.031589i,0.0004897+0.025177i,0.012275+0.010485i,0.025167-0.0080007i,0.029408-0.020481i,0.032691-0.024723i,0.032424-0.022907i,0.021219-0.019586i,0.0087535-0.012142i,0.012649-0.0062728i,0.020948-0.0090436i,0.013638-0.011739i,-0.0025198-0.0058981i,-0.011275+0.0025284i
-0.16048-0.15293i,-0.20479-0.15709i,-0.17406-0.13574i,-0.18517-0.15569i,-0.27311-0.12518i,-0.2893+0.0087082i,-0.16815+0.11948i,-0.03898+0.10555i,-0.0032586+0.036596i,-0.011715+0.0026962i,-0.014644+0.0004222i,-0.01428+0.010432i,-0.0088586+0.020108i,-0.0018887+0.010256i,-0.0031262-0.010307i,-0.00082884-0.021078i,0.010152-0.020449i,0.013365-0.014631i,0.0049522-0.0061773i,-0.0028085+0.0044909i,-0.0017866+0.011386i,0.0034392+0.013025i,0.0074333+0.012438i
0.22949-0.39276i,0.20212-0.65985i,0.077876-0.70116i,0.057498-0.50444i,0.13931-0.29571i,0.15186-0.1761i,0.10584-0.10437i,0.078845-0.071464i,0.05983-0.053714i,0.04221-0.032787i,0.026009-0.020995i,0.005281-0.009705i,-0.0055376+0.0037394i,-0.0065627+0.014446i,-0.013232+0.02032i,-0.032978+0.022033i,-0.04862+0.023377i,-0.04239+0.019156i,-0.026748+0.0068228i,-0.014335-0.0018286i,-0.0021302-0.0025078i,0.0054947+0.0001375i,0.0020113+0.0057766i
0.47825+0.2582i,0.62002+0.41807i,0.51067+0.49583i,0.34396+0.44674i,0.27568+0.29943i,0.21025+0.12705i,0.10346+0.018266i,0.021258-0.0074845i,-0.0059554-0.0063786i,-0.00080918-0.012714i,0.0050227-0.014217i,0.0015518-0.0058918i,-0.0064244+0.007899i,-0.0077309+0.032707i,0.0043318+0.057964i,0.022352+0.065856i,0.0326+0.052816i,0.02816+0.029336i,0.01228+0.020139i,0.00017104+0.025293i,-0.0035823+0.019225i,-0.0079558+0.00043996i,-0.010369-0.012942i
-0.37784+0.39752i,-0.50652+0.57605i,-0.41966+0.50843i,-0.23985+0.28955i,-0.12652+0.11113i,-0.082506+0.017503i,-0.079917+0.0056552i,-0.066336+0.038937i,-0.02773+0.04717i,-0.017309+0.033446i,-0.014469+0.029664i,-0.0021447+0.010947i,-0.011707-0.016557i,-0.02524-0.025313i,-0.019879-0.024727i,-0.0072517-0.023953i,-0.002957-0.022186i,-0.0092016-0.021538i,-0.015123-0.02267i,-0.015475-0.022778i,-0.014103-0.015882i,-0.012925-0.0048052i,-0.0097482+0.0045006i
-0.3372-0.3272i,-0.34921-0.53271i,-0.17035-0.58714i,-0.045475-0.42114i,-0.02769-0.17194i,0.026698-0.02628i,0.072637-0.026154i,0.061206-0.041848i,0.041645-0.02711i,0.018735-0.020841i,-0.0055287-0.021286i,-0.011263-0.022426i,-0.0050623-0.023662i,-0.007995-0.021551i,-0.017671-0.021738i,-0.020476-0.030579i,-0.015794-0.037222i,-0.0087295-0.026893i,-0.00095242-0.010768i,0.0033743-0.0021464i,0.0043349+0.0060913i,0.0083687+0.011613i,0.0056622+0.0076528i
-0.022809-0.29354i,-0.12503-0.30174i,-0.24565-0.083618i,-0.27434+0.11644i,-0.22732+0.14235i,-0.17473+0.12621i,-0.07967+0.10238i,-0.01321+0.026739i,-0.019028-0.015035i,-0.0086042+0.0029525i,0.014812+0.016327i,0.018504+0.019408i,0.016879+0.016092i,0.0063428+0.0037252i,-0.01327-0.0041014i,-0.033981-9.5418e-05i,-0.046118+0.013178i,-0.042108+0.02478i,-0.028713+0.023614i,-0.01461+0.015975i,-0.0042748+0.0072328i,0.0020553+0.00048344i,0.0068868-0.0011898i
0.66201-0.13463i,0.75828-0.27732i,0.43951-0.32966i,0.097776-0.27105i,0.008339-0.21514i,-0.0053903-0.1959i,-0.042822-0.12332i,-0.044812-0.03868i,-0.018248-0.010644i,0.00018342-0.019412i,-0.0046617-0.02472i,-0.01425-0.0086535i,-0.0042076+0.0034389i,0.018559-0.00084512i,0.040338-0.0020193i,0.053275-1.6325e-05i,0.052347-0.0022096i,0.044104-0.0089854i,0.033176-0.013546i,0.01761-0.0091849i,0.0031432-0.0027223i,-0.0050466+0.00040117i,-0.0086194+0.0035477i
0.35639+0.75147i,0.74377+0.91213i,0.98359+0.59542i,0.85549+0.1713i,0.55231+0.023465i,0.33995+0.0052578i,0.1872-0.041795i,0.069558-0.035099i,0.023689+0.0056264i,0.014963+0.016688i,0.023955+0.001382i,0.0307-0.02328i,0.019009-0.023463i,0.014251-0.0017202i,0.021138+0.0069295i,0.022923+0.0013753i,0.017298-0.0052177i,0.0034621-0.006151i,-0.0083951-0.00093095i,-0.0049911-0.00038942i,0.0011771-0.0036799i,-0.0025775-0.0011752i,-0.0066866+8.5984e-05i
-0.65796+0.12999i,-0.95263+0.29648i,-0.88955+0.38813i,-0.59435+0.32559i,-0.36819+0.19293i,-0.23596+0.1193i,-0.10221+0.084899i,0.015274+0.011369i,0.045272-0.059217i,0.00033237-0.05557i,-0.04075-0.0034189i,-0.04729+0.034731i,-0.038669+0.038836i,-0.035766+0.026427i,-0.038981+0.013803i,-0.035572+0.0025871i,-0.023138-0.008324i,-0.011263-0.01509i,-0.0086956-0.011743i,-0.011398-0.0003743i,-0.0079615+0.0057637i,0.00066124-0.00057423i,0.006642-0.0056014i
-0.56938-0.30728i,-0.80039-0.41349i,-0.71209-0.3795i,-0.39766-0.24598i,-0.10243-0.10027i,0.028705-0.00605i,0.025605+0.034703i,0.0004934+0.055366i,0.010837+0.05334i,0.026793+0.022292i,0.019047-0.0064202i,0.0040779-0.013925i,0.00049751-0.010317i,0.0041838-0.0041661i,9.8284e-05+0.010422i,-0.011586+0.028933i,-0.017497+0.036851i,-0.010028+0.033419i,0.0053989+0.021912i,0.016606+0.0033256i,0.014931-0.013116i,0.0051234-0.015647i,-0.0034311-0.0060835i
0.2448-0.61783i,0.34071-0.66073i,0.36372-0.29951i,0.27655+0.040819i,0.090331+0.10439i,-0.001603+0.080345i,0.055831+0.01804i,0.056392-0.068759i,-0.0041332-0.076309i,-0.0074023-0.040669i,0.021568-0.016767i,0.040357-0.0013372i,0.028705+0.006615i,0.00032651+0.02305i,-0.0051866+0.04133i,0.010027+0.041454i,0.019125+0.027635i,0.0098144+0.010666i,-0.0071988+0.002495i,-0.014704+0.010843i,-0.010203+0.023045i,-0.0035145+0.021395i,0.00098909+0.0083303i
0.64077+0.32044i,0.82978+0.18862i,0.60842-0.12544i,0.29191-0.3248i,0.18605-0.37167i,0.10818-0.33633i,-0.00063311-0.17106i,0.016844-0.010633i,0.064713+0.019332i,0.044165+0.0045793i,0.0086204-0.017879i,-0.028514-0.050329i,-0.050241-0.060781i,-0.034016-0.062625i,-0.0063308-0.069067i,0.0080442-0.063035i,0.0069092-0.040983i,-0.0025541-0.017409i,-0.011589-0.0079143i,-0.016382-0.013396i,-0.016646-0.01629i,-0.0092973-0.0055982i,-0.00036725+0.0074202i
-0.047992+0.13821i,-0.04378+0.17564i,-0.068524+0.13958i,-0.1196+0.20428i,-0.090217+0.36228i,0.0008263+0.32377i,-0.0017487+0.11651i,-0.080746+0.014327i,-0.092887+0.02368i,-0.048407+0.027026i,-0.014619+0.01533i,0.0063992+0.010095i,0.016888+0.01413i,0.012183+0.024053i,-0.002333+0.02477i,-0.012865+0.01128i,-0.0096633-0.0026147i,0.0012353-0.002239i,0.010515+0.014452i,0.017987+0.028372i,0.022205+0.024656i,0.015482+0.011108i,-3.7257e-05+0.0025858i
-0.11581+0.28281i,-0.16859+0.4651i,-0.097943+0.4529i,0.0021333+0.17445i,-0.0019645-0.11581i,-0.010029-0.14753i,0.069877-0.043816i,0.12886-0.027639i,0.093187-0.055605i,0.029552-0.037644i,-0.0058267+0.0053517i,-0.012191+0.034696i,-0.0097138+0.027095i,-0.021511-0.0029975i,-0.039964-0.017755i,-0.05167-0.012259i,-0.053879-0.006122i,-0.042411-0.009663i,-0.026486-0.019437i,-0.023131-0.021222i,-0.023145-0.0075297i,-0.01516+0.0081417i,-0.0052658+0.013243i
-0.3484-0.47577i,-0.4966-0.47579i,-0.35682-0.13221i,-0.042001+0.23507i,0.15334+0.33768i,0.12863+0.21808i,0.0083322+0.069993i,-0.038578+0.045717i,0.010031+0.060683i,0.037677+0.015359i,0.022289-0.021115i,0.026173-0.02937i,0.046662-0.024353i,0.073143+0.0013433i,0.098899+0.017659i,0.097592+0.012983i,0.065002+0.0013189i,0.023651-0.0068574i,0.0021031-0.0037065i,0.0048575+0.0019809i,0.010456-0.00085543i,0.0091611-0.0051913i,0.0075947-0.0017411i
0.5267-0.02428i,0.59315-0.35466i,0.25792-0.73605i,-0.22553-0.82852i,-0.47837-0.61113i,-0.41337-0.30595i,-0.19566-0.10111i,-0.057168-0.076655i,-0.049752-0.084181i,-0.042906-0.024194i,-0.010835+0.017508i,-0.01042+0.024849i,-0.028977+0.025019i,-0.040633+0.01165i,-0.040403+0.0010131i,-0.03023+0.0016487i,-0.025478+0.0093685i,-0.036185+0.020663i,-0.046707+0.029949i,-0.03769+0.031766i,-0.019207+0.020217i,-0.0092636+0.0054703i,-0.013837-0.0016565i
-0.098705+0.38154i,0.070285+0.57976i,0.34632+0.61918i,0.60926+0.4848i,0.73255+0.27602i,0.60037+0.12714i,0.34642+0.093634i,0.21371+0.09298i,0.16585+0.03607i,0.093339-0.016676i,0.033249-0.017693i,0.011069-0.0098503i,0.0046656-0.0070731i,0.00067508+0.0083314i,-0.0061513+0.027709i,-0.00094404+0.037545i,0.026748+0.03036i,0.057125+0.0094885i,0.061042-0.010817i,0.035045-0.019104i,0.0041735-0.013041i,-0.013264-0.0024449i,-0.013947+0.002635i
0.012522+0.20206i,-0.054618+0.25476i,-0.22328+0.23322i,-0.39387+0.21081i,-0.39888+0.1802i,-0.23857+0.069064i,-0.093429-0.061721i,-0.072018-0.096968i,-0.083363-0.04751i,-0.050803-0.014366i,-0.013648-0.018525i,-0.0051305-0.018461i,-0.025461+0.0014565i,-0.047742+0.039116i,-0.045333+0.074923i,-0.035756+0.086656i,-0.034832+0.07545i,-0.034234+0.053527i,-0.029712+0.030788i,-0.022564+0.013385i,-0.013039+0.0076543i,-0.0029464+0.010851i,0.0015104+0.01898i
-0.10741-0.18218i,0.071665-0.22696i,0.30738-0.30475i,0.3444-0.33532i,0.20658-0.22671i,0.069286-0.12294i,-0.030626-0.099875i,-0.057986-0.077728i,-0.023234-0.078817i,-0.020261-0.092651i,-0.032059-0.074918i,-0.024335-0.056682i,-0.0018261-0.049004i,0.033071-0.046647i,0.059339-0.057518i,0.067372-0.075733i,0.058836-0.091939i,0.032091-0.095266i,0.0022148-0.073131i,-0.0083418-0.034364i,-0.0026016-0.0050415i,0.0077366-0.00046048i,0.011125-0.020619i
-0.16397-0.051874i,-0.48908+0.072324i,-0.65778+0.26553i,-0.55051+0.35617i,-0.39044+0.3228i,-0.23399+0.28313i,-0.081639+0.21586i,-0.048108+0.13047i,-0.067375+0.12498i,-0.030499+0.13283i,0.0051877+0.1011i,0.003352+0.065253i,-0.016836+0.033151i,-0.045198-0.0051611i,-0.074414-0.041031i,-0.10098-0.046882i,-0.10953-0.014655i,-0.088517+0.030292i,-0.044943+0.047399i,-0.010225+0.02587i,-0.0013663-0.0016955i,-0.0052734-0.013054i,-0.0073397-0.0069543i
0.0064954-0.40073i,0.0079232-0.56877i,-0.0010896-0.47255i,0.06641-0.26331i,0.21039-0.16304i,0.25764-0.097266i,0.23218-0.017838i,0.22638-0.0039538i,0.18705-0.034259i,0.10902-0.035765i,0.044496-0.011397i,0.023557+0.0054627i,0.027281-0.0075892i,0.011899-0.018784i,-0.01447-0.0061787i,-0.03187-0.0022542i,-0.044045-0.017134i,-0.050388-0.035039i,-0.0504-0.034805i,-0.039301-0.016145i,-0.025114-0.0048318i,-0.023587+0.001301i,-0.029263+0.014418i
0.24382+0.30966i,0.41073+0.35022i,0.50772+0.10553i,0.39967-0.22446i,0.13213-0.33104i,-0.040824-0.25461i,-0.059528-0.14789i,-0.02641-0.060904i,0.017005-0.017383i,0.042399-0.0077079i,0.038195-0.0046439i,0.015564+0.0066985i,-0.011789+0.036874i,-0.024389+0.076132i,-0.010592+0.10967i,0.026722+0.1288i,0.063495+0.12401i,0.074867+0.088749i,0.054569+0.039585i,0.023394+0.0089896i,0.0071097+0.0054364i,0.0068116+0.016597i,0.017822+0.023556i
0.073512-0.25814i,0.11254-0.3768i,0.12593-0.16333i,0.2706+0.21724i,0.49578+0.32928i,0.49049+0.17912i,0.30644+0.034422i,0.20229-0.05898i,0.14531-0.14995i,0.043151-0.17661i,-0.039562-0.1289i,-0.052825-0.089219i,-0.028326-0.086248i,0.0031044-0.095246i,0.025424-0.11511i,0.021507-0.14027i,-0.0052222-0.14412i,-0.028573-0.11209i,-0.031323-0.061976i,-0.018104-0.023731i,-0.0034034-0.0072726i,0.0036794-0.0071599i,-0.00066534-0.0090996i
0.3186+0.65473i,0.31652+0.81953i,-0.029626+0.58814i,-0.46289+0.30203i,-0.59315+0.20822i,-0.42523+0.095796i,-0.26034-0.044756i,-0.20171-0.065072i,-0.14979-0.017263i,-0.084497-0.013064i,-0.049002-0.026832i,-0.035178-0.0068961i,-0.028856+0.027827i,-0.025456+0.051239i,-0.0090143+0.064421i,0.015249+0.069243i,0.025668+0.061163i,0.018939+0.042833i,0.010608+0.018413i,0.0061203-0.0078187i,8.5271e-05-0.02216i,-0.0055499-0.019707i,-0.010754-0.0083523i
-0.51401-0.17983i,-0.51114-0.15899i,-0.13237-0.09232i,0.20867-0.13519i,0.21375-0.18254i,0.1282-0.089246i,0.11762-0.030082i,0.074138-0.076082i,-0.00010041-0.076297i,-0.011816+0.0084139i,0.034447+0.056968i,0.049674+0.01339i,0.011922-0.039715i,-0.019849-0.047615i,-0.041426-0.032976i,-0.068464-0.0067825i,-0.075154+0.016647i,-0.05349+0.012358i,-0.023933-0.00069075i,-0.0024884+0.0052034i,0.0033623+0.016002i,-0.0021578+0.019766i,-0.0093171+0.017443i
-0.011211-0.081311i,-0.12325-0.13575i,-0.2657-0.1258i,-0.36022+0.017324i,-0.35708+0.26414i,-0.23404+0.47755i,-0.042816+0.50444i,0.091977+0.36915i,0.12916+0.22809i,0.13161+0.11443i,0.11068+0.031363i,0.081499+0.0064099i,0.071576+0.012005i,0.076274+0.019786i,0.095292+0.013207i,0.11189-0.010826i,0.10094-0.028889i,0.066965-0.02056i,0.035297+0.0032053i,0.016204+0.014926i,-0.0005474+0.0092833i,-0.012748+0.0022429i,-0.010824+0.0040562i
0.068581-0.68013i,0.087231-0.91643i,0.05934-0.72162i,0.15674-0.35251i,0.34298-0.21651i,0.32672-0.23568i,0.1523-0.18685i,0.056063-0.10185i,0.032063-0.05794i,0.017585-0.032273i,0.0049356-0.034401i,-0.032733-0.055935i,-0.068303-0.060702i,-0.084901-0.044019i,-0.099796-0.01863i,-0.10746-0.0067077i,-0.095612-0.014449i,-0.063038-0.032764i,-0.036771-0.045872i,-0.020641-0.033799i,0.0059222-0.011252i,0.024215-0.0098241i,0.0003188-0.021823i
0.64626+0.76223i,0.85915+1.0375i,0.75314+0.87794i,0.46378+0.52133i,0.21077+0.28919i,0.085012+0.09952i,0.067926-0.050767i,0.12352-0.075539i,0.18808-0.052153i,0.16569-0.041155i,0.092925-0.029305i,0.042823-0.031807i,-0.0047922-0.044457i,-0.044661-0.039104i,-0.050166-0.027956i,-0.044973-0.041084i,-0.058161-0.074949i,-0.075568-0.092029i,-0.065296-0.068605i,-0.037667-0.032341i,-0.029119-0.012513i,-0.040824-0.0021049i,-0.04346+0.0059869i
-0.093373-0.16552i,-0.084717-0.32718i,-0.057588-0.31176i,-0.019154-0.080136i,0.11057+0.055327i,0.2603-0.038761i,0.28535-0.17153i,0.2588-0.20474i,0.24571-0.24361i,0.13393-0.28908i,-0.013229-0.21251i,-0.035538-0.092751i,-0.0043352-0.026867i,0.014954+0.044303i,0.061836+0.10849i,0.10813+0.11108i,0.11467+0.074541i,0.07753+0.054617i,0.030482+0.06534i,0.012705+0.054081i,0.01357+0.0093756i,0.011355-0.021268i,0.01235-0.019101i
-0.15344+0.53216i,-0.31313+0.61478i,-0.50637+0.31706i,-0.70282-0.045945i,-0.81538-0.061333i,-0.69403+0.15313i,-0.35184+0.23891i,-0.061537+0.11201i,0.0066816+0.040051i,-0.00077393+0.10982i,0.029907+0.1434i,0.058084+0.087152i,0.037863+0.026378i,-0.00094452+0.016327i,-0.0085091+0.03086i,0.0017527+0.035263i,-0.0083833+0.024524i,-0.033223+0.015204i,-0.040151+0.033533i,-0.015213+0.074692i,0.018512+0.098204i,0.026722+0.085563i,0.00094516+0.067182i
-1.5866+4.0201i,-1.6605+2.0409i,1.5623+2.0056i,4.0734+0.48864i,4.4155-1.6804i,2.5321-3.1296i,0.21646-2.1984i,-0.3886-0.33357i,0.40502+0.5912i,1.0622+0.31936i,0.67533-0.27051i,-0.075422-0.36709i,-0.56109-0.050863i,-0.7803+0.46638i,-0.58138+0.77377i,-0.23359+0.65838i,-0.058804+0.34688i,-0.11811+0.036076i,-0.30265-0.11305i,-0.38694-0.13816i,-0.35466-0.16971i,-0.27874-0.12186i,-0.1464-0.041349i
0.47168+0.28643i,0.63657+0.37415i,0.37904+0.24476i,-0.15654+0.01132i,-0.60384-0.20358i,-0.8231-0.38127i,-0.78972-0.38292i,-0.55503-0.2599i,-0.34299-0.19983i,-0.28427-0.12822i,-0.21977+0.0081671i,-0.10017+0.061074i,-0.061486+0.045036i,-0.05307+0.055503i,0.0018489+0.048882i,0.054862+0.017929i,0.085577+0.0056153i,0.10086+0.026401i,0.10565+0.066636i,0.092614+0.0901i,0.055488+0.085291i,0.011431+0.072319i,-0.012561+0.071877i
-0.13553-0.3552i,-0.2822-0.60383i,-0.42577-0.62773i,-0.43872-0.35466i,-0.29148-0.073498i,-0.11916+0.016294i,-0.012014+0.0024478i,0.035035-0.0025658i,0.052125+0.026249i,0.07751+0.038861i,0.08595-0.00074403i,0.065259-0.022635i,0.050478-0.014054i,0.022981-0.007167i,-0.022076+0.014961i,-0.052734+0.040457i,-0.059927+0.037778i,-0.05004+0.0093477i,-0.035364-0.012579i,-0.0038148-0.012102i,0.0405-0.018027i,0.060024-0.03982i,0.055524-0.04464i
-0.1758+0.84875i,-0.11433+1.2983i,0.11759+1.1518i,0.25593+0.57796i,0.2259+0.2393i,0.24153+0.20201i,0.24666+0.15804i,0.1402+0.095812i,0.072092+0.081961i,0.071733+0.034968i,0.036036-0.015328i,-0.0057314-0.0025237i,-0.0084626+0.012925i,-0.011937-0.013549i,-0.039347-0.033942i,-0.071327-0.010259i,-0.088053+0.036581i,-0.07628+0.060187i,-0.037381+0.036653i,-0.0025382-0.002644i,0.0024823-0.018999i,-0.0081278-0.01895i,-0.01205-0.021483i
-0.34321-0.90518i,-0.5618-1.2153i,-0.54019-0.91632i,-0.31501-0.42027i,-0.16937-0.24451i,-0.18738-0.17815i,-0.21249-0.0084878i,-0.18299+0.13734i,-0.14796+0.18091i,-0.099834+0.16255i,-0.050864+0.123i,-0.015379+0.092111i,0.049175+0.060389i,0.1184-0.0074916i,0.13833-0.079833i,0.12551-0.1134i,0.11707-0.11185i,0.11754-0.092796i,0.10707-0.076248i,0.075917-0.067001i,0.033454-0.054613i,-0.00056272-0.02333i,-0.0082624+0.01365i
0.34727+0.41787i,0.50138+0.51553i,0.41397+0.23382i,0.1122-0.17651i,-0.20237-0.25784i,-0.36748-0.061917i,-0.35267+0.080215i,-0.291+0.069148i,-0.27705+0.057714i,-0.19478+0.12015i,-0.040462+0.12305i,0.029241+0.055559i,0.013528+0.014502i,-0.010862-0.0047116i,-0.025019-0.012291i,-0.020847-0.0083592i,-0.011322-0.0087012i,-0.0012144-0.0083643i,0.011843+0.0013088i,0.01063+0.02023i,0.0029615+0.040002i,0.012807+0.041661i,0.025282+0.018401i
