-0.00066193-0.00054885i,-9.822e-05-0.00069527i,-0.00099989-0.00090596i,-0.00065374-0.0010924i,-0.00022306-0.0012015i,-0.00013844-0.00083606i,0.00039076-0.00062867i,0.0009232-0.00052147i,0.0011559-0.00047814i,0.00071452-0.00061591i,0.0004833-0.00056575i,0.0008333-0.00019636i,0.000519-0.00013099i,-1.3321e-07+0.00014888i,-0.00035638+0.00044786i,-0.00038702+0.00061709i,-0.00027121+0.00019709i,-0.00022643-0.00041546i,0.00010403-0.00024691i,-0.00014268-0.00021548i,-0.00054156-0.00065196i,-0.00087091-0.00030087i,-0.00071008+0.00011408i
0.00014307-0.0019813i,0.0011833-0.0013088i,0.00063473-0.0014935i,-0.00035833-0.0014309i,-0.0012407-0.0016532i,-0.0017503-0.0012773i,-0.001091-0.0015195i,-0.00087999-0.0016133i,-0.0011901-0.00095549i,-0.0014855-0.00037704i,-0.0010227-9.0033e-05i,-0.00029225-0.00016041i,-0.00025203-0.00027779i,-0.00029655-0.00043183i,-6.2419e-05-0.00048021i,-0.00014874-0.00036047i,-6.4594e-05-0.00029718i,-0.00039495+0.00035836i,-0.00036696+0.00056755i,-1.1183e-05+0.0005613i,-0.00017652+0.00072629i,-0.00014211+0.00032706i,0.00019798-0.0004699i
0.00025312-2.0734e-05i,-0.00060267-1.7279e-05i,0.00061837+9.4407e-05i,0.00088037-0.00046766i,0.00028722-0.00088275i,0.00031728-0.00063154i,-6.9548e-05-0.00063773i,-0.00041064-0.00083309i,-5.9145e-05-0.00050452i,0.00033848+0.00036403i,0.00050252+0.0003891i,0.0002226+0.00024718i,-0.00013693+0.00086384i,8.2585e-05+0.0007554i,0.00036057+0.00033475i,0.00011545+0.00062862i,6.6748e-05+0.0010509i,-0.00050774+0.0012701i,-0.001012+0.00047693i,-4.5934e-05-1.0665e-05i,0.0010002-0.00039732i,0.00081468-0.0007189i,-1.0679e-05-0.000543i
-0.00029717-0.00089893i,-0.00038738-0.00097944i,-0.0011773-7.847e-05i,-0.0013843-0.0010367i,-0.00089058-0.0016799i,-0.00083644-0.0015156i,-0.00072645-0.0012939i,-0.00038429-0.0010534i,-0.00012354-0.0012183i,3.447e-05-0.00023356i,-0.00026605+0.00046416i,-0.00025384+0.0005622i,-0.00041203+0.00066699i,-0.0001701+0.00083668i,-2.4595e-05+0.00044062i,0.00023306-0.00010854i,0.00033829-5.8739e-05i,2.5766e-05+0.00027169i,-0.00039647+0.00069193i,-0.00033943+0.00069824i,0.00049291+0.00099684i,0.00080661+0.00081838i,0.00020347+0.00060183i
0.00031856-0.0021588i,0.00062284-0.0024657i,0.00011375-0.002051i,-0.00058111-0.0017164i,-0.00041128-0.0021195i,-0.00039227-0.0011899i,-0.0007695-0.00032698i,-0.00087182-0.00052197i,-0.0018142-9.1738e-05i,-0.0020028+0.00013076i,-0.00099554-0.00014206i,-0.00061831-0.00017873i,-0.00071872-9.974e-05i,0.00022136+0.00018543i,0.0011202+0.00057432i,0.00018788+0.00061059i,-0.00066678+0.00046432i,-0.00087664+7.1735e-05i,-0.00068387-5.5104e-05i,-0.00052705-1.5931e-05i,-0.00029871-0.00018045i,4.719e-05-0.00045264i,0.00017524-0.00015289i
-0.001191-0.0011392i,-0.001288-0.0010849i,-0.00023524-0.0010373i,0.00058875-0.00037928i,0.00035462-0.00048401i,-0.00082944-0.0011279i,-0.0013159-0.0020544i,-0.00092196-0.0017476i,-0.00065583-0.00072481i,1.9736e-06+0.00039763i,0.00026771+0.0012644i,2.2392e-05+0.00032657i,-0.00042103-0.00086917i,-1.5726e-05-0.00055711i,0.00038224-5.6012e-05i,0.00015039+0.00028259i,-0.00052501+0.00051264i,-0.00051677+0.00023312i,0.00027779+0.00011884i,0.0003701+0.00023999i,-0.00017397-0.0002173i,-0.00017363-0.00034277i,8.0971e-05+6.0188e-05i
0.00038002-0.0020546i,0.0012271-0.0021061i,0.0006226-0.0018338i,-0.00016979-0.0015087i,-0.0006558-0.00081841i,-0.00057711+0.00056904i,-7.2007e-07+0.00070596i,-0.00026766-0.00012881i,0.00010843-0.00097349i,0.00031173-0.00047174i,-0.0008528+0.00040107i,-0.0010772-5.3019e-05i,-0.0010287+0.00036555i,-0.00014124+0.00090511i,0.00047615+0.00067404i,4.563e-05+6.5151e-05i,0.00033981+7.5939e-05i,0.0010481+0.00022924i,0.00060979+0.00019254i,-0.00038949+7.4402e-05i,-5.9922e-05-0.00015947i,8.3093e-05+0.00069738i,8.236e-05+0.001091i
0.00030797-0.0010984i,-0.00087874-0.0016827i,-0.0012725-0.0019631i,-0.0010959-0.0019321i,-0.001125-0.0020422i,-0.0013009-0.00091013i,-0.0014405-0.00029405i,-0.0007528-0.00077444i,-0.00030788-0.00080838i,-0.00070009-0.00099693i,-0.00049242-0.0005598i,-0.00017135+0.00010189i,0.00016434+0.00078116i,0.0007306+0.001156i,0.001006+0.00065247i,0.00078174+5.934e-05i,0.00048998+4.1034e-05i,6.9122e-05+0.00033509i,-0.00022838+0.00069736i,0.00028662+0.00043373i,0.00030955-9.2682e-05i,-6.6674e-05-5.5445e-05i,-0.00021921-0.00016909i
0.0012777+0.0011709i,0.00023221-4.2622e-05i,-0.00087872-1.0324e-05i,-0.0012394-4.6787e-05i,-0.00055451-0.0010245i,-8.2003e-05-0.00069442i,-0.00062672-0.00080535i,-0.0009064-0.00086615i,-0.00063491-0.0006289i,0.00010261-0.0006511i,7.9779e-05-0.00081325i,-0.00054176-0.00045916i,-0.00044922+0.00015759i,0.00026797+0.00037526i,0.0010154+0.00041767i,0.00026219+0.00021157i,-9.3133e-05-0.0003697i,0.00026224-0.0004565i,0.00029728-0.00042189i,0.00026245+0.00037749i,-0.00013726+0.0011792i,-0.00036395+0.0011569i,-0.00039782+0.0012538i
0.00080424-0.0012282i,-6.0422e-05-0.00037951i,-0.00064186+0.00021205i,0.00015392+0.00030893i,0.000711+5.6927e-05i,0.00020001-0.00029095i,-0.00026027-0.00056051i,-0.00092825-0.0007736i,-0.00092374-0.00011001i,-0.00076356+0.00058522i,-0.00070802+0.00064813i,-0.00035401+0.00053322i,-0.00045206-1.1843e-06i,-0.00033316+0.00024989i,-8.1258e-05+0.00084377i,0.00056923+0.00093238i,0.0010184+0.00058895i,0.0011674+0.00059875i,0.00095263+0.00064402i,3.1362e-05-6.3491e-05i,-0.00080979-0.00032588i,-0.00062584-0.0002685i,0.00069951-0.00025896i
8.0794e-05-0.002043i,-0.00057951-0.002174i,-0.0018731-0.0015201i,-0.0020795-0.0010461i,-0.0022372-0.00064638i,-0.0011291+0.00027094i,-0.00033441-0.00016441i,-0.00078201-0.0010253i,-0.0010922-0.0010505i,-0.00073014-0.00071732i,3.1061e-05+6.5051e-05i,0.00017141+0.00051226i,6.8377e-05+0.00030435i,0.00031755-0.00037057i,0.0011131-0.00062865i,0.00099744-0.00026679i,8.7037e-05-0.00026554i,-0.00017261-0.00036945i,0.00016525-0.00027771i,0.00034526-0.00031869i,0.00049632-0.00043499i,0.00018818-0.00065792i,-0.00027306-0.00056741i
-0.00070794-0.00041418i,9.5099e-05-0.00064319i,0.00059858-0.00027664i,0.00066661-0.00038715i,0.0014653-0.00043852i,0.0022725-0.00098305i,0.0013778-0.0018512i,6.4412e-05-0.0014511i,7.0177e-06-0.0011857i,-0.00013551-0.0010824i,-0.00025439-0.00062611i,2.3128e-05-0.00057985i,-0.0006273-0.00012954i,-0.0005893+9.5467e-05i,-0.00017809+1.3176e-05i,-0.00028908-1.555e-05i,-0.00093867+0.00024963i,-0.00052439+0.00082596i,0.00048387+0.00064729i,0.00082516+0.00048144i,-2.8609e-05+0.00067463i,-0.00013352+0.00054263i,0.00016671+0.00056542i
-0.0011361-0.00030097i,-0.00087598-0.0015254i,-0.0013103-0.00061777i,-0.00072535+9.118e-05i,0.00066524-0.001402i,0.0011095-0.0021043i,0.00038443-0.0014522i,-0.00041088-0.00097252i,-0.00039615-0.00068864i,-0.0002161-0.00035437i,-0.00037423+0.00018047i,-0.00071122+0.00069232i,-0.0010015+0.00094463i,-0.00055073+0.00061564i,0.00036859-0.00035729i,0.0003755-0.00075775i,-0.0002046-0.00081551i,8.2638e-05-0.00071208i,0.00018425-0.00024781i,0.00042198+0.00029167i,0.00062434+0.00039231i,6.191e-05+0.0001061i,0.00037309-0.00039045i
-0.0013803+0.0006364i,-0.0015064+0.00077955i,-0.0016274-0.0010186i,-0.00094525-0.0013661i,-0.0004733-0.00017586i,-0.00012571-0.00040871i,-0.00037152-0.0009535i,-0.0013319-0.0012507i,-0.0015807-0.0015663i,-0.00029943-0.0014274i,0.00049828-0.00060989i,0.00015912-0.00089024i,0.00045405-0.001223i,0.0011423-0.00059823i,0.0015279-0.00060618i,0.0010966-0.00074132i,1.7824e-05-0.00094744i,-0.00049294-0.0012289i,0.00016325+6.4456e-05i,0.00032249+0.00090706i,-0.0002561+0.00070702i,0.00040553+7.0171e-05i,0.00083107+0.00019118i
-0.0015243-0.00022946i,-0.0015523-0.00082021i,-0.001593-5.7691e-05i,0.00074602+9.1703e-05i,0.0020448-0.00062193i,0.001507-0.001947i,-0.00016291-0.0024221i,-0.001737-0.0017875i,-0.0018427-0.00049416i,-0.00099076+0.00088022i,-0.00059649+0.0006632i,-0.00065705+1.4232e-05i,-0.00089204+0.00023324i,-0.0011195+0.00025498i,-0.00027059+0.00030273i,0.00039995-1.5711e-05i,-6.841e-05-0.00094541i,-0.0009576-0.00090346i,-0.00092562-0.00050782i,-0.00055279-0.00032091i,4.3624e-05+0.00042612i,0.00017985+0.00067582i,-7.4468e-05+0.0003567i
-0.0003842+0.00078632i,-0.00052954+0.00023487i,-0.00061887-0.00027478i,0.00044688-0.00093492i,0.0011988-0.0016486i,5.1389e-05-0.0019609i,-0.00073777-0.0019545i,-0.00033749-0.0017328i,-0.00018381-0.0005784i,-2.6385e-05+5.9889e-05i,-0.00030172-0.00063156i,0.00033196-0.00079692i,0.0013286-0.00020998i,0.0011556+0.00047498i,0.00032719+0.00089098i,-2.2189e-05+0.00067959i,0.00051212+0.00028917i,0.00080895+5.625e-05i,0.00032478-4.974e-05i,-0.00044333-7.817e-05i,-0.00094174+0.0002389i,-0.00058175+0.00074747i,-5.1447e-05+0.00076426i
0.0013668+0.00035753i,0.00059191-0.0010406i,0.00059077-0.0012754i,-5.9101e-06-0.0015264i,-0.00050412-0.0015446i,-0.00054288-0.0016052i,-0.00097914-0.0017766i,-0.001315-0.0019662i,-0.0010374-0.0018255i,-0.00031949-0.0010806i,0.0005828-0.00029965i,0.0011475+0.00046609i,0.001007+0.00048833i,0.00066757-0.00043131i,0.00049788-0.00034367i,0.00043859+8.6726e-05i,0.00039155+0.00033164i,0.00043617+0.00030019i,5.7211e-05+0.00012707i,-0.0008539+0.00046825i,-0.00065974-0.00013019i,4.0674e-05+0.00020513i,0.00016567+0.0014456i
-0.0015951-7.0899e-05i,-0.0022057+0.00029817i,-0.0010645+0.00033695i,-5.6412e-05-0.00029039i,-0.00055906-0.0018522i,-0.0012492-0.0021647i,-0.00079506-0.0015959i,-0.00034704-0.00098629i,-0.00084823-0.00071796i,-0.0005552-0.00079287i,-0.00023902-0.00063552i,-1.0558e-06-0.00065876i,0.00054629-0.00052754i,8.1371e-05-0.00026513i,-0.00068078-0.00021699i,-0.00011196-0.00083182i,0.00024015-0.00097095i,6.9078e-05+0.00013916i,-0.00023513-3.4642e-05i,-0.00048-0.00071863i,-0.00010929-0.0009196i,0.00075391-0.001171i,0.00062749-0.00030908i
-0.00054786-0.0015607i,-0.00025745-0.00039278i,-0.00086847-8.3855e-05i,-0.0016364-6.0239e-05i,-0.0011883-0.00039794i,0.00040806-0.00074759i,0.00060016-0.00041955i,-0.00019906-0.00033242i,-0.0011456-0.00052301i,-0.0014984-0.00038473i,-0.00098647+0.0007348i,-0.00066222+0.0006531i,-0.00041698+0.00027361i,-1.007e-05+0.00080327i,-6.6605e-06+0.00063174i,-0.00019012+0.00037852i,0.00015326+0.00087807i,0.00063898+0.0005754i,0.00072722-3.18e-05i,0.0010533+0.00049946i,0.0011152+0.00082785i,0.00087743+0.00040476i,0.00072978-0.0011904i
-0.00010947-0.0028314i,-0.0017782-0.0034769i,-0.0014154-0.0031133i,-5.4146e-05-0.0018705i,0.00032016-0.0018573i,-0.00045822-0.0018968i,-0.0011164-0.0017736i,-0.0012053-0.0018873i,-0.0015431-0.0014347i,-0.0018585-0.00082056i,-0.00093253-0.00043114i,0.00019772-0.00049998i,0.00048704-0.00025101i,0.00062044+0.00024825i,0.0006511+0.00051912i,6.5753e-06+4.6428e-05i,0.00010791+0.00022719i,0.00021766+0.0012887i,-0.00015899+0.002062i,-0.00025596+0.001103i,0.00047059+8.7267e-05i,0.00048329+0.00040607i,0.00011815+0.00072418i
0.0012081-8.0129e-05i,-0.0005027-0.00075382i,-0.0003419-0.0017881i,0.00029525-0.0027166i,1.7218e-05-0.0024019i,-0.0011255-0.0012399i,-0.000752-0.00072235i,-0.00023673-0.00050897i,-0.00055122-0.00038348i,-0.000996-0.00020578i,-0.0011167+0.00044144i,-0.00074302+0.00094469i,0.00043839+0.0011637i,0.0019131+0.00077073i,0.0022549+0.00061881i,0.0012217+0.00029141i,0.00031923-0.00013487i,0.00038583+5.9611e-05i,0.00018704+0.00078319i,0.00011341+0.0011185i,0.00042354+2.9495e-05i,0.00059007-0.00041739i,0.00085924+0.00048242i
-0.0017771-0.0011071i,-0.0011005-0.0011549i,-0.00072003+4.6139e-05i,-0.00073425+0.00064727i,5.6273e-05+0.00074188i,0.00050738+0.00062676i,-0.00014375-3.0328e-06i,-0.00080467-0.00057999i,-0.00095977-0.00011651i,-0.001189+0.00010281i,-0.0013529-0.00019476i,-0.00041499+0.00028169i,-0.00014843+0.0010012i,-0.00070887+0.00077073i,-0.00032887-9.7425e-05i,0.00024675-6.4311e-05i,0.00023765-0.0001144i,0.00018261+0.00012875i,0.0002375+0.00026087i,6.103e-05+0.00020947i,0.00031694+0.00053003i,0.00012083+0.00081819i,-0.0001347+0.00087489i
-0.00099268+0.00013207i,-0.0011793-0.00043794i,-4.8544e-05+0.00017322i,0.00059575-0.000961i,0.00073017-0.0024093i,-8.041e-05-0.0022352i,-0.00091391-0.001923i,-0.0009287-0.0021787i,-0.00091213-0.0018895i,-0.0014633-0.00092571i,-0.0012261-0.00030422i,-0.00086695+0.00012192i,-0.00010298+0.00072277i,2.364e-05+0.00052223i,0.0003935+0.00015562i,0.0012958+0.00037674i,0.0016132+0.00040272i,0.0012217+0.00046542i,0.00012212+8.7604e-05i,-0.00028248-0.00038416i,0.00043732-0.00031019i,0.0010059-5.7484e-05i,0.00085378+1.9131e-05i
-0.00086617+0.00020863i,-0.00070073-0.0011091i,-0.0014299-0.00056216i,-0.00082888+0.00057685i,0.00032148+0.00035587i,0.00033472-0.00035353i,-8.5457e-05-0.00068631i,-0.00062176-0.00082687i,-0.00087368-0.00029518i,-0.00054442+0.00026345i,-0.00076461-1.8867e-05i,-0.0011095-7.7206e-05i,-0.0010231+0.000177i,-0.0014174+0.00050085i,-0.0009815-0.00020706i,-0.00044405-0.0008634i,-0.00019991-0.00098596i,0.0004995-0.00019091i,0.00034326+0.00023751i,0.00042544-9.7069e-05i,0.00093121+0.00051149i,0.00099202+0.00064788i,0.00032483+0.00052957i
-0.0011166-0.002242i,-0.00065032-0.0021647i,-0.00075737-0.0013597i,-0.00033609-0.00081517i,4.502e-07-0.0009816i,0.00019608-0.0011419i,7.8843e-05-0.0013998i,-0.0005446-0.00091323i,-0.00043956-0.00037136i,0.00051568+0.00010427i,0.0012419+0.00065815i,0.00036063+0.00011476i,-0.00060393-7.22e-05i,-0.00069932+0.00055709i,8.1581e-05+0.00040786i,0.00036833-0.00025817i,0.00015437-0.00058066i,-0.00030814+3.3798e-05i,-0.00050028+0.00063488i,0.000104+0.00044145i,0.00095861-6.3663e-05i,0.0016016-0.00020391i,0.0011493-0.00040699i
-0.0003172-0.00060688i,-0.00074703-0.0013355i,-0.00093626-0.0006522i,-0.00041456-0.00028915i,0.00028363-0.00089969i,-0.00012775-0.0012586i,-0.0010726-0.0011582i,-0.0016999-0.00041827i,-0.0014148+0.00037111i,-0.0001219+0.0003843i,0.00020455-0.00024904i,-0.00013895-0.00088644i,0.00021786-0.00071684i,0.00060643-9.9867e-05i,0.0003128+0.00028907i,-0.00026395+0.00070638i,-0.00049248+0.0005371i,-0.00045+5.5965e-05i,-0.00033539+0.00048961i,-2.9003e-05-0.00017749i,1.7555e-05-0.00055549i,-0.00015394-0.00022684i,0.00015389+0.0001094i
-0.001525-0.0013655i,-0.00069245-0.0018048i,-0.0010519-0.00036985i,-0.0010331+0.00057117i,-0.00056344-6.267e-05i,0.00012539-0.00087817i,4.348e-05-0.0010162i,-0.00023071-0.00079867i,-0.00075056-0.00035557i,-0.0013795+0.00054736i,-0.0014253+0.0012304i,-0.0011873+0.00065305i,-0.00072586-7.8252e-05i,-3.6722e-05+0.0001868i,0.00040479+0.00083097i,-0.0001437+0.00043924i,-0.00052557+0.00024286i,-0.00022788+0.00070526i,-0.00076999+0.00041384i,-0.00079521+0.00019805i,-0.00030379+5.1573e-05i,-0.00049586+1.661e-05i,-2.8584e-05+0.00038501i
-5.0279e-05-0.00070544i,-0.00012551+0.00013862i,0.00050363-0.00025002i,0.0006878-0.0004476i,0.00038942+7.3635e-05i,0.00025991-0.00021657i,0.00056878-0.00072973i,9.7099e-05-0.00094926i,-0.00026262-0.001216i,-0.00013515-0.0010069i,-0.00081792-9.259e-05i,-0.0012556-0.00032142i,-0.000514-0.00086938i,0.00028462-0.00067549i,0.0010339-0.000521i,0.00059402+7.4198e-05i,-0.00036745+0.00091626i,-0.00080119+0.00083453i,-0.0006257+0.00027572i,-0.00054094+0.00030747i,-0.00040515+0.0011287i,-0.00057757+0.00081907i,-0.00058119-0.00023501i
-0.0009991+0.00069031i,-0.00069177+0.0001688i,-0.00059228+0.0010133i,-0.00052142+0.0013908i,-0.00071723+0.00026335i,-0.00048402-0.00081019i,-0.0004019-0.0010228i,-0.0003906-0.00084203i,-0.00070325-0.00044193i,-0.0011653-0.00040247i,-0.0011221+5.3347e-05i,-8.7643e-05+0.00042946i,0.00061245+0.00075655i,0.00027998+0.0014699i,-0.00041734+0.0016136i,-0.00068974+0.00093138i,-0.00032929+0.00015786i,-1.068e-05+0.00051765i,0.00037359+0.0013652i,0.00069571+0.00066682i,0.00085799-0.00034545i,0.00077737-0.0001108i,0.00053671-1.3224e-05i
0.00020286+0.00035517i,-0.00068448-0.00071493i,-0.0009346-0.001294i,-0.0005759-0.0023799i,-0.00010532-0.0038586i,-0.00036593-0.0035602i,-0.00087922-0.0023225i,-0.00068764-0.0011278i,-0.00043567-0.00024893i,-0.00059576+2.3548e-05i,-0.00063048-0.00031906i,-0.00055745-0.00074138i,-0.00062781-0.00029274i,1.8932e-05+0.00085071i,0.0011463+0.00076475i,0.0011964-0.00043114i,0.00042862-0.00064914i,6.5959e-05+5.0125e-05i,6.2056e-05+0.00035795i,4.9012e-05+0.00014438i,0.00057106-0.00026417i,0.00066769-0.00058146i,-4.3491e-05-0.0004309i
-0.0010486+0.0012615i,-0.00067395+0.00023217i,0.00015651+0.0002581i,0.00049553+0.00018251i,-8.3738e-05-0.00033202i,-0.0013084-0.00050837i,-0.0016075-0.00056307i,-0.00093468-0.00037927i,-0.0009376+0.00046062i,-0.0011376+0.0012777i,-0.00081553+0.0015144i,-0.00035912+0.00058091i,0.00058209+1.9636e-05i,0.00091611+0.00081606i,0.00054931+0.00092434i,0.00090631+0.00017996i,0.0015944-0.00012652i,0.0011829+0.00073098i,0.00047065+0.0010596i,0.00016849+0.00042169i,6.8231e-06-0.00038682i,0.00048235-0.00023693i,0.00072657+0.00028102i
0.00038432-0.00066118i,0.00067882-0.0018989i,0.00091242-0.0023685i,0.0009223-0.0020916i,0.00095851-0.0015083i,0.00032966-0.0010317i,-0.0002581-0.00046954i,-0.00044225-0.00073019i,-0.00054674-0.001285i,-0.0010119-0.00092647i,-0.00094291-0.00088414i,-0.00067023-0.00031561i,-0.00051362+0.00012823i,-0.00039834+4.4406e-05i,6.1643e-05-0.00010154i,0.00014323-1.0928e-05i,-0.0003763+7.6995e-06i,3.3826e-05+0.00042869i,0.001061+0.00062519i,0.00097436+7.3906e-06i,0.00034332-0.00038139i,0.00079778-4.2379e-05i,0.0007924+0.000632i
0.00099045-0.0018128i,0.00092421-0.0014802i,0.00042872-0.0011493i,-0.00023205-0.00068113i,-0.00013426-0.00081558i,-0.001025-0.0016476i,-0.0017208-0.0019094i,-0.0012153-0.0017483i,-0.00090728-0.0015694i,-0.00059738-0.0007201i,-0.00057233+0.00034157i,-0.00053278+0.0012211i,0.00024841+0.0015593i,0.00062842+0.00074837i,0.00086009-0.00011714i,0.0012994+0.00036196i,0.00073409+0.00098935i,-0.00032523+0.00035852i,-0.00031025-0.00035875i,0.00034211-0.00019618i,0.00087322-2.9074e-05i,0.00093256-0.00022227i,0.00063667-0.00057143i
0.00024218-0.002476i,-0.00074044-0.0016903i,-0.0017835-0.001686i,-0.0012602-0.001532i,-0.0005814-0.00079369i,4.3725e-05-0.00044681i,-0.00033983-0.00019451i,-0.00075382-0.0010332i,-0.0012412-0.0012992i,-0.00098541-0.00076853i,-0.00046579+7.9295e-05i,4.2987e-05+0.00037613i,0.00048142+0.0004572i,0.00067446+7.4805e-06i,0.00073879-0.0003348i,4.4329e-05-0.00029669i,-0.00038644-0.00024608i,-0.00039497+0.00036934i,-0.00027139+0.0010104i,-0.00040706+0.00091158i,-0.00057228+0.0008075i,0.00013019+0.00043965i,0.00044005+0.00024785i
9.8357e-05-7.5093e-05i,-0.00064037+0.00012666i,-0.00066774+0.00073426i,-4.9543e-06+0.00086573i,0.00067547-0.00055348i,-7.6422e-06-0.0009438i,-0.0005195-0.00010831i,-0.00081286-0.00013671i,-0.001294-0.00049163i,-0.00099419-0.00045256i,-0.00024707-0.00035366i,-0.00037329+6.498e-05i,-0.00043826+0.00062892i,-0.00033536+0.0011046i,-3.64e-05+0.0011273i,0.00046258+0.00066382i,0.00032853+0.0001838i,0.00043143-0.0001924i,-0.0001646-0.00039799i,-0.00030572-0.00023601i,0.000431-1.8267e-05i,0.0004544+0.00026278i,0.00078206+0.0010624i
-0.0021124-0.0030384i,-0.0013344-0.0032539i,-0.0008807-0.0021202i,0.00027961-0.001052i,0.00021253+6.5766e-05i,0.00010932+0.0002094i,9.43e-05-0.0003825i,-0.00035228-0.00070663i,-0.00064502-0.00058706i,-0.0013568-0.00026153i,-0.001103-9.4832e-05i,-0.00045835-9.5272e-05i,0.00010828-3.5555e-05i,0.00057553+0.00014671i,0.00044086+0.00026109i,7.2091e-05+8.2689e-06i,0.00050611-0.00040351i,0.00055061-0.00065895i,-0.0001715-0.00077682i,-0.00072728-0.00099598i,0.00019665-0.00082092i,0.0007091+0.00023396i,-6.6734e-05+0.00057815i
0.00035578-0.001903i,-8.1043e-05-0.0017335i,-0.00012204-0.00034593i,0.00030669+0.00013243i,0.00070053+0.0002568i,0.0013827+0.0002528i,0.00065302+0.00026545i,-0.0001625-0.00040914i,-0.00035122-0.0007248i,-0.00093275-0.00021344i,4.3028e-05-8.4799e-05i,0.00063565+0.00036709i,0.00046749+0.00062824i,0.00085945+0.00072045i,0.00029172+0.00037318i,0.00022834-9.4004e-05i,0.00036275+0.00028656i,0.00027816+0.00029001i,-2.6857e-05+0.00036745i,-0.0001023+0.00058581i,0.00018204-1.4123e-05i,-4.5795e-05+9.6079e-05i,-0.00040006+0.00015056i
3.7309e-05-0.0017488i,0.00053037-0.0012833i,5.3867e-05-0.00051074i,-0.00056309-0.00025969i,-0.00044778-0.00025759i,-0.00050824-0.00032044i,-5.0689e-05-0.00032239i,0.00018045-0.00028388i,-0.00038691-0.0002458i,-0.00075357-0.00057862i,-0.00084356-0.00034207i,4.113e-05+0.00013167i,0.00050013-0.00020382i,-0.00024828-0.00065867i,-0.00073982-0.00038947i,-0.00093432-0.00028198i,-0.00072011-0.00071349i,-0.00022694-0.00051395i,-0.00014831+0.00014414i,0.00013864+0.00012447i,0.00034794+9.5611e-05i,3.6809e-05+0.00039347i,0.00056261-0.00019786i
0.00061985-0.00067318i,-0.00015636-0.00075026i,-0.00025663-0.0014817i,-0.00092582-0.0016302i,-0.0019375-0.0011005i,-0.0020434-0.0010043i,-0.0013179-0.00090087i,-0.0013327-0.0008376i,-0.00098389-0.00093118i,-0.00094182-0.00068657i,-0.0010628+0.00025939i,0.00015593+0.00070297i,0.00037126+0.00081244i,0.00025002+0.0010668i,0.00045519+0.00073716i,0.00012929-0.00023897i,-0.00019517+7.6203e-05i,-0.00054273+0.00059247i,9.4591e-05+0.00041084i,0.00062537-0.00015217i,0.00020936-0.00019104i,-0.00030489-0.00016331i,-0.00010021-6.0936e-05i
2.2741e-05-0.00075298i,0.00036202-0.0011564i,0.00081695-0.0003674i,0.00046728+7.7255e-05i,0.00048005-0.00079614i,-8.4359e-05-0.0010143i,-0.00080919-0.0012355i,-0.00057592-0.0013457i,-0.00071477-0.00060991i,-0.00078526-6.6138e-06i,-0.00087692+0.00021488i,-0.00085449+4.7532e-05i,-0.00075744-0.00043942i,-0.0011734-8.5638e-05i,-0.00046007+0.00023737i,0.0010739-0.00018297i,0.00086655-0.00021898i,-0.00033304-0.00015576i,-0.00039482-8.535e-05i,0.00026848-0.00010379i,1.7158e-05+1.7582e-05i,-0.00069099+0.00045443i,-0.00055667+0.00068194i
-0.00112+0.00067106i,-0.0021891+0.00040003i,-0.0018475+0.00070861i,-0.00094519+1.6654e-05i,0.00016884-0.0011356i,0.00061938-0.0013093i,0.00059316-0.0010633i,0.00027098-0.00046642i,-0.00060128+0.00021576i,-0.00099086+0.000168i,-0.00063918-0.00027499i,0.00018154-0.00018814i,0.00049457-1.7682e-05i,0.00031076+0.00013917i,0.00021146+2.3274e-05i,0.00024937-8.0676e-05i,0.0001635-1.1945e-05i,-0.00035623+0.00031197i,6.6477e-05+0.00017494i,0.00021448-3.5126e-05i,-0.0006711+0.00014097i,-0.00068584+3.3329e-05i,-0.00045587-0.0004047i
-0.00022925+0.00096667i,0.00062157+0.00044818i,0.002131+0.00038653i,0.0021271-0.00048342i,0.0015371-0.0023263i,0.00041521-0.0025468i,-0.00059069-0.0014374i,-0.0010686-0.00093779i,-0.00068805-0.00090989i,9.3199e-05-0.00087178i,-2.2607e-05-0.00054003i,0.00027964+0.00012404i,0.00035005+0.00097234i,7.8202e-05+0.0010704i,0.00013832+0.00032575i,-0.00020581-9.53e-05i,-4.4141e-05-0.00044226i,0.00023981-0.00069511i,0.00072148-0.00025416i,0.0014431-0.00033702i,0.0013986-0.00029716i,0.0010138-8.6046e-05i,0.00098445-0.00026164i
-0.00015731-0.0024322i,5.489e-05-0.0022004i,-0.00076941-0.0020345i,-0.0011666-0.0010811i,-0.0010664-0.00047272i,-0.00090462-0.0004017i,-0.0003969-0.00088463i,-0.00053143-0.0015044i,-0.00099504-0.0016894i,-0.0010728-0.0009318i,-0.000465+0.00043602i,0.00023908+0.00094001i,0.00052503+0.00024329i,0.00064629-0.00032317i,0.0010606-0.00029769i,0.00084066-0.00033795i,-0.00017857+0.0003191i,-0.00099383+0.00057727i,-0.00089401+0.00086401i,-0.00012657+0.00063019i,0.0004311-0.00021734i,0.00049927-0.00079932i,-0.00012212+2.5436e-05i
