-0.00030659+0.00019225i,-0.00012585-0.00034367i,-0.0016427+3.3927e-05i,-0.00227-0.000472i,-0.0025838-0.00043146i,-0.0022294+0.0014406i,-0.00097939+0.0029662i,0.00046302+0.0029142i,0.001853+0.0025001i,0.0026452+0.0014914i,0.0015331+4.9918e-05i,0.00053195-0.00034063i,0.00090376-0.00044408i,0.00047323-0.0004382i,7.0941e-05-0.00023204i,0.00076826-0.00024489i,0.00083573-0.000385i,0.00048155-3.3882e-05i,0.00017898+0.00015027i,0.00059704-0.00014271i,0.0013114+9.7457e-05i,0.00064318+0.0008815i,0.00010905+0.00077972i
-0.059984-0.090027i,-0.13392-0.14822i,-0.2197-0.093187i,-0.2498+0.080294i,-0.19278+0.17687i,-0.11424+0.14667i,-0.043759+0.11956i,0.016881+0.10776i,0.0078678+0.075773i,-0.043922+0.029488i,-0.064939-0.0045757i,-0.047966+0.0081208i,-0.0069953+0.031443i,-0.0031019-0.0031218i,-0.060378-0.061274i,-0.10611-0.095062i,-0.10836-0.12863i,-0.10175-0.16487i,-0.090211-0.16086i,-0.060488-0.10387i,-0.025493-0.037605i,-0.01344-0.013436i,-0.030887-0.0074871i
0.21143-0.068061i,0.47313-0.2391i,0.641-0.46342i,0.49993-0.51493i,0.25321-0.29958i,0.17956-0.083829i,0.18801-0.015777i,0.18314+0.064439i,0.20171+0.1551i,0.17562+0.13712i,0.084708+0.083486i,0.041513+0.065613i,0.055155+0.022471i,0.037734-0.032333i,-0.014784-0.033086i,-0.048863+0.011372i,-0.062181+0.054533i,-0.075047+0.070956i,-0.067888+0.068242i,-0.033821+0.057929i,-0.0035368+0.031334i,0.0097685+0.0036879i,0.017524-0.0086272i
-0.10385+0.17335i,-0.31135+0.41951i,-0.53702+0.66487i,-0.55483+0.70108i,-0.36781+0.51942i,-0.20275+0.30018i,-0.1279+0.13794i,-0.05144-0.010606i,0.012042-0.14171i,-0.0065032-0.16244i,-0.021667-0.091337i,0.027644-0.067613i,0.046605-0.1145i,0.010403-0.12511i,-0.0095066-0.07233i,0.0048226-0.019525i,0.021227+0.014751i,0.026407+0.049615i,0.030241+0.071221i,0.03004+0.061889i,0.012643+0.044413i,-0.011007+0.045733i,-0.02385+0.055133i
-0.10464-0.0368i,-0.17795-0.10896i,-0.14916-0.17325i,0.019266-0.20737i,0.15104-0.24769i,0.12353-0.25311i,0.061907-0.15323i,0.046073-0.046205i,0.00090288-0.013128i,-0.049836+0.015281i,-0.033651+0.035167i,-0.026621+0.0026897i,-0.062508-0.017204i,-0.059255-0.0062857i,-0.015681-0.0038002i,0.016392-0.0046184i,0.035692+0.00034934i,0.065673+0.0054621i,0.090633-0.012475i,0.06621-0.043126i,0.017333-0.040813i,0.0032976-0.01982i,0.015391-0.014103i
0.013138-0.15001i,-0.067121-0.31706i,-0.29199-0.34467i,-0.51037-0.08154i,-0.4568+0.22531i,-0.22284+0.2759i,-0.083082+0.18019i,-0.038412+0.12047i,-0.00043046+0.099733i,0.040689+0.082315i,0.056325+0.044549i,0.028249+0.015979i,0.011609+0.028552i,0.026229+0.029246i,0.028323-0.0067907i,0.012024-0.042671i,-0.00035753-0.063114i,0.00054568-0.07684i,-0.0033114-0.072488i,-0.017418-0.037971i,-0.013719+0.0014524i,0.010812+0.0083568i,0.023471-0.013271i
0.099625+0.16511i,0.24003+0.39226i,0.38625+0.5483i,0.40426+0.4279i,0.25015+0.18568i,0.044411+0.070457i,-0.07352+0.040768i,-0.069363+0.041112i,0.015683+0.069588i,0.082805+0.06686i,0.076368+0.045518i,0.054914+0.046769i,0.044151+0.045058i,0.0068052+0.037336i,-0.038824+0.042755i,-0.049642+0.049381i,-0.053145+0.036572i,-0.089806+0.022224i,-0.1211+0.031552i,-0.093054+0.041454i,-0.036212+0.018606i,-0.020596-0.017544i,-0.043131-0.019544i
-0.10906+0.024058i,-0.26004+0.042896i,-0.35056+0.060543i,-0.22862+0.05239i,0.0026175-0.036511i,0.13244-0.14913i,0.14961-0.14962i,0.15951-0.066563i,0.15669-0.024377i,0.10025-0.017854i,0.038414-0.0096812i,-0.0027011-0.011685i,-0.037926-0.017008i,-0.05532-0.00060552i,-0.043556+0.032183i,-0.020119+0.054346i,-0.011948+0.062386i,-0.023273+0.059314i,-0.029618+0.033163i,-0.018668-0.0076966i,-0.012509-0.035698i,-0.01342-0.034194i,-0.0063253-0.013109i
-0.070769-0.10534i,-0.14558-0.18392i,-0.20752-0.16887i,-0.20478-0.026691i,-0.15674+0.086281i,-0.11423+0.088504i,-0.061372+0.034523i,-0.01749-0.056299i,-0.026825-0.11683i,-0.043236-0.10871i,-0.034524-0.085359i,-0.018683-0.064399i,0.00013781-0.049701i,0.018722-0.065273i,0.02693-0.097636i,0.02212-0.11775i,0.036331-0.12078i,0.077507-0.11819i,0.089568-0.10848i,0.040152-0.077604i,-0.016421-0.019529i,-0.021451+0.037271i,0.0068824+0.055384i
0.18548+0.028672i,0.44413+0.037677i,0.63777-0.007128i,0.51955-0.12083i,0.1921-0.19228i,-0.052167-0.17243i,-0.15339-0.12024i,-0.1549-0.04422i,-0.095484+0.019319i,-0.055485+0.029855i,-0.048921+0.030859i,-0.035494+0.042598i,-0.019255+0.046097i,-0.015415+0.036675i,-0.018307+0.019944i,-0.021414+0.011581i,-0.030105+0.015474i,-0.041213+0.015758i,-0.044922+0.0089399i,-0.034669+0.0020106i,-0.013003-0.0088594i,0.00073585-0.024923i,3.8157e-05-0.033839i
-0.06278+0.10166i,-0.15888+0.23776i,-0.2245+0.34773i,-0.14794+0.3592i,0.025385+0.30921i,0.17087+0.23761i,0.23495+0.14109i,0.19221+0.060096i,0.093796+0.044803i,0.032672+0.071342i,0.021634+0.078624i,0.033991+0.05486i,0.04521+0.02068i,0.026846+0.012351i,-0.0062809+0.038685i,-0.033988+0.062819i,-0.067498+0.075066i,-0.09842+0.09081i,-0.087801+0.093574i,-0.037905+0.061016i,-0.0016924+0.014375i,0.00050033-0.010099i,-0.0082569-0.010343i
-0.1192-0.039553i,-0.23521-0.079093i,-0.28965-0.09072i,-0.19653-0.085005i,-0.064129-0.12815i,-0.022267-0.17359i,-0.042266-0.16944i,-0.055296-0.13366i,-0.036331-0.07556i,0.00024543-0.027995i,0.026163-0.010734i,0.038015-0.0052102i,0.042488-0.0086858i,0.04053-0.019354i,0.044077-0.024624i,0.063718-0.027635i,0.093098-0.036184i,0.11602-0.039391i,0.11115-0.02795i,0.07228-0.0090539i,0.025206+0.0082108i,-0.00030436+0.022207i,-0.0073403+0.032823i
0.11395-0.13968i,0.26633-0.34174i,0.33876-0.52997i,0.20252-0.50731i,0.0044043-0.31017i,-0.099308-0.17i,-0.12161-0.083028i,-0.066718+0.0064506i,0.0067879+0.024168i,0.01818-0.012584i,-0.013347-0.032537i,-0.047234-0.01591i,-0.056103+0.022824i,-0.02958+0.039134i,0.0040753+0.020803i,0.017188-0.0038236i,0.017104-0.0209i,0.012174-0.034132i,0.0084123-0.03908i,0.009481-0.032644i,0.010627-0.026541i,0.014112-0.02996i,0.018419-0.032886i
0.025444+0.13034i,0.025069+0.31866i,-0.012539+0.48289i,-0.075077+0.49993i,-0.089819+0.46713i,0.02826+0.46589i,0.18396+0.36815i,0.19507+0.18162i,0.10364+0.059666i,0.042568+0.016273i,0.016672-0.0040621i,0.0084845-0.0085224i,0.017179-0.0069873i,0.014358-0.012406i,-0.012285-0.019113i,-0.042722-0.018023i,-0.062513-0.012121i,-0.066575-0.0064041i,-0.057359-0.0016359i,-0.046024+0.00061934i,-0.037171+0.0050983i,-0.027374+0.012299i,-0.017349+0.008471i
-0.08857+0.032414i,-0.17715+0.057715i,-0.16004+0.03756i,0.00037658-0.064792i,0.12016-0.20723i,0.078653-0.28924i,-0.028722-0.25787i,-0.064069-0.15321i,-0.029335-0.070395i,-0.013782-0.033578i,-0.014598-0.0019084i,0.0051883+0.011798i,0.01798-0.0066566i,0.0040553-0.024648i,-0.018698-0.020083i,-0.022188+0.0043076i,-0.0025318+0.026259i,0.0096904+0.030033i,-0.00067224+0.019428i,-0.01713+0.0059925i,-0.023893+0.0032901i,-0.020732+0.0071052i,-0.018596+0.0095205i
-0.035446-0.1673i,-0.11861-0.36906i,-0.2607-0.44855i,-0.31981-0.25171i,-0.20292-0.015281i,-0.080021+0.05708i,-0.055711+0.074799i,-0.03924+0.086566i,-0.016922+0.056384i,-0.010886+0.024491i,0.00406-0.0020699i,0.0054567-0.033878i,-0.0099488-0.043395i,-0.015458-0.02737i,-0.011655-0.0057329i,-0.011738+0.0090239i,-0.026665+0.01844i,-0.041389+0.02696i,-0.034497+0.025778i,-0.010717+0.014099i,0.011994+0.00036299i,0.018576-0.0099142i,0.012628-0.0078478i
0.1315+0.081427i,0.31264+0.19006i,0.441+0.24119i,0.3201+0.15697i,0.057311+0.080361i,-0.045168+0.085898i,0.023543+0.069959i,0.067566+0.028228i,0.053521+0.025154i,0.050416+0.031372i,0.049287+0.023105i,0.032898+0.020768i,0.015754+0.021177i,0.008832+0.011786i,0.017994-0.0069473i,0.033836-0.03477i,0.040666-0.066104i,0.037607-0.080797i,0.022743-0.061677i,0.0039764-0.021799i,-0.002973+0.0081815i,-0.00024965+0.014479i,0.0066131+0.0083547i
-0.050816+0.083505i,-0.12696+0.16195i,-0.17165+0.17954i,-0.10488+0.090279i,0.0040225-0.027639i,0.033261-0.097982i,0.016375-0.10027i,0.04463-0.04675i,0.090317-0.0096883i,0.071151-0.0051421i,0.010493+0.016328i,-0.017915+0.046766i,-0.013839+0.050234i,-0.010343+0.026544i,-0.013766-0.003304i,-0.01511-0.018641i,-0.0094514-0.025824i,-0.0071562-0.039976i,-0.0069543-0.053203i,-0.0054038-0.046899i,-0.0056354-0.029453i,3.0957e-05-0.021286i,0.0058935-0.023538i
-0.12553-0.087278i,-0.29506-0.14398i,-0.40142-0.073731i,-0.27995+0.14204i,-0.034442+0.28251i,0.10936+0.2721i,0.11152+0.21081i,0.063899+0.11878i,0.018562+0.033883i,-0.0025595+0.0016891i,0.0052639-0.017759i,0.017118-0.043974i,0.026419-0.05543i,0.029467-0.050136i,0.010152-0.031166i,-0.023507-0.0040549i,-0.04563+0.023159i,-0.041184+0.038724i,-0.017276+0.028231i,0.0032776+0.00017865i,0.0033604-0.016861i,-0.010361-0.0079959i,-0.02243+0.01089i
0.14259-0.056881i,0.34368-0.16412i,0.44261-0.32222i,0.26544-0.44333i,-0.013943-0.45576i,-0.1695-0.38798i,-0.2053-0.28519i,-0.19289-0.15198i,-0.14443-0.03623i,-0.075692+0.013532i,-0.019715+0.013782i,0.0017762+0.00099201i,-0.0024282-0.0003697i,0.0013114+0.010746i,0.024176+0.023318i,0.052766+0.026651i,0.075198+0.02147i,0.078455+0.023531i,0.057161+0.03127i,0.02458+0.024236i,0.00017052+0.0069152i,-0.0094852-0.00096376i,-0.0081163+0.0045293i
0.017235+0.11262i,0.019266+0.26476i,0.017923+0.38938i,0.015482+0.37961i,0.0075681+0.29809i,0.007704+0.20964i,0.030627+0.11786i,0.051071+0.048686i,0.045601+0.021294i,0.020637+0.013302i,-0.012995+0.010146i,-0.0355+0.022339i,-0.035367+0.030342i,-0.031893+0.016794i,-0.031893+0.00047176i,-0.034836-0.0089625i,-0.046783-0.011147i,-0.055864-0.007536i,-0.049243-0.00092436i,-0.031572+0.013464i,-0.011782+0.023494i,0.0054086+0.018165i,0.01641+0.0066639i
-0.13613+0.027863i,-0.30122+0.066783i,-0.3689+0.12649i,-0.22348+0.16989i,-0.015206+0.17006i,0.10043+0.14388i,0.12351+0.085166i,0.10182+0.0062691i,0.070854-0.03628i,0.037913-0.042455i,0.012721-0.027533i,0.023224-0.0096793i,0.046239-0.015949i,0.038104-0.033244i,0.006061-0.042145i,-0.022168-0.039242i,-0.040089-0.032024i,-0.047328-0.025543i,-0.035353-0.01477i,-0.0095676-0.0021976i,0.0079578+0.0066399i,0.0022997+0.0091798i,-0.013775+0.003171i
0.062956-0.15352i,0.12953-0.36517i,0.13463-0.54193i,0.046349-0.53323i,-0.020995-0.43906i,-0.043754-0.37768i,-0.072415-0.27966i,-0.062835-0.13979i,-0.031099-0.061289i,-0.022206-0.020473i,-0.0076313+0.017787i,0.0077004+0.029038i,0.0081414+0.029801i,0.012469+0.031592i,0.021422+0.028519i,0.035865+0.02354i,0.056369+0.01617i,0.056272+0.011141i,0.031363+0.0045744i,0.0085625-0.010603i,-0.0012956-0.023631i,-0.002948-0.029034i,-0.0045847-0.027179i
0.085813+0.074133i,0.19233+0.19125i,0.25761+0.29442i,0.19655+0.30842i,0.069317+0.29341i,0.020961+0.30414i,0.069656+0.26826i,0.083486+0.16243i,0.043169+0.085723i,0.025024+0.055264i,0.01866+0.01635i,-0.009883-0.015244i,-0.036214-0.01714i,-0.041446-0.005333i,-0.034897+0.0064706i,-0.030547+0.0058922i,-0.032715-0.0008849i,-0.026189-0.0082003i,-0.018234-0.017225i,-0.025806-0.01369i,-0.02925+0.00034518i,-0.014644+0.015535i,0.0047699+0.023695i
-0.080672+0.11827i,-0.18245+0.23944i,-0.23697+0.28935i,-0.20234+0.18244i,-0.15274+0.04062i,-0.13382-0.030822i,-0.12066-0.039564i,-0.079057+0.0018538i,-0.0073182+0.033178i,0.027365+0.0083672i,0.0052714-0.0093564i,-0.0080119+0.005125i,-0.0020336+0.014343i,1.2249e-05+0.0084956i,0.0045284-0.0057317i,0.010117-0.02063i,0.010758-0.033561i,0.0090933-0.038445i,0.010467-0.028803i,0.010205-0.016435i,0.0030058-0.0087756i,-0.0052998-0.0042833i,-0.0074751-0.0036982i
-0.057965-0.15006i,-0.14276-0.3366i,-0.20044-0.42198i,-0.11397-0.27804i,0.071833-0.10718i,0.15903-0.071676i,0.1068-0.068336i,0.058801-0.041436i,0.038564-0.032813i,0.011344-0.020855i,0.0118-0.00075805i,0.030407+0.002337i,0.037511-0.0036049i,0.032131-0.0093767i,0.011945-0.0092545i,-0.01188+0.012251i,-0.022161+0.046127i,-0.022142+0.062285i,-0.010497+0.049593i,0.01048+0.019339i,0.019074-0.0075234i,0.015507-0.021522i,0.0091893-0.022891i
0.10976-0.0018589i,0.25764+0.0079385i,0.34283+0.019599i,0.24479+0.021285i,0.079441+0.026497i,0.016472+0.048273i,0.034697+0.040171i,0.029505-0.0038663i,-0.0083596-0.023842i,-0.016415-0.016374i,0.0027578-0.02537i,0.0060877-0.048999i,-0.0060851-0.058907i,-0.018174-0.044145i,-0.02058-0.015907i,-0.013765+0.00048826i,-0.010339-0.0010504i,-0.010047-0.00054466i,-0.0065334+0.0046689i,-0.0028045+0.0068859i,-0.0018979+0.0093699i,-0.0082708+0.014557i,-0.018343+0.021231i
0.013541+0.12818i,0.019745+0.26941i,0.0058971+0.3086i,-0.061501+0.14642i,-0.16008-0.047483i,-0.20999-0.11952i,-0.17828-0.099959i,-0.11877-0.034856i,-0.055295+0.022177i,-0.016772+0.026956i,-0.026647+0.020287i,-0.040587+0.03786i,-0.032792+0.050097i,-0.016048+0.036097i,0.0034804+0.011755i,0.024637-0.013467i,0.042662-0.042165i,0.042949-0.062744i,0.022516-0.057742i,-0.0012203-0.033842i,-0.010691-0.015363i,-0.0063132-0.010002i,0.0029613-0.0088041i
-0.14362-0.058011i,-0.32456-0.11721i,-0.401-0.083594i,-0.20475+0.092948i,0.094528+0.26131i,0.24472+0.29112i,0.23945+0.22399i,0.18464+0.12043i,0.11882+0.046255i,0.0624+0.026882i,0.034415+0.02304i,0.0287+0.012929i,0.030768-0.0022585i,0.026732-0.018291i,0.0057963-0.02834i,-0.029171-0.018635i,-0.056409+0.012999i,-0.055403+0.03087i,-0.035613+0.020638i,-0.018723+0.012402i,-0.0074135+0.014258i,0.0042818+0.01493i,0.014425+0.0061689i
0.083653-0.083346i,0.19182-0.18921i,0.22712-0.27661i,0.1046-0.27466i,-0.036579-0.23026i,-0.086986-0.20633i,-0.097736-0.17825i,-0.081536-0.12026i,-0.044605-0.078825i,-0.022122-0.055404i,-0.0011825-0.026684i,0.020516-0.015458i,0.02214-0.015759i,0.01513-0.0037152i,0.015243+0.0093732i,0.020124+0.0092954i,0.018782+0.003191i,0.0092142+0.0067409i,0.0037929+0.017779i,0.0080176+0.018956i,0.012086+0.010797i,0.0042263+0.0026308i,-0.011316-0.00036734i
0.081911+0.078035i,0.19025+0.17745i,0.25293+0.19885i,0.16625+0.064727i,-0.0057329-0.081315i,-0.10207-0.10614i,-0.084844-0.068158i,-0.046875-0.039564i,-0.030106-0.015996i,-0.015475+0.0053618i,-0.010558+0.011426i,-0.024638+0.017786i,-0.034146+0.02889i,-0.02893+0.030416i,-0.013283+0.030369i,0.01813+0.02584i,0.050778+0.0061216i,0.05635-0.012733i,0.033583-0.021061i,0.0053832-0.025709i,-0.010187-0.025977i,-0.0072022-0.021372i,0.0032072-0.014886i
-0.14365+0.059009i,-0.33162+0.13746i,-0.42312+0.24962i,-0.25438+0.34158i,0.0033608+0.36707i,0.13173+0.33357i,0.16681+0.26046i,0.15818+0.16505i,0.11252+0.10173i,0.066341+0.061669i,0.028448+0.020339i,0.005463-0.0010195i,0.0014872-0.0098485i,-0.0012936-0.022933i,-0.015197-0.036902i,-0.044453-0.036942i,-0.069465-0.020446i,-0.06177-0.0081253i,-0.034039-0.0086591i,-0.019009-0.008176i,-0.02042+0.0019367i,-0.020919+0.020478i,-0.011002+0.03389i
0.023673-0.1147i,0.041736-0.27597i,0.014022-0.40262i,-0.071707-0.36412i,-0.10724-0.25357i,-0.08751-0.22803i,-0.1121-0.20468i,-0.10929-0.097094i,-0.04467-0.031495i,-0.017188-0.030925i,-0.016555-0.0091277i,0.0069964+0.01806i,0.029724+0.023877i,0.035646+0.018515i,0.032437+0.010175i,0.025294+0.002018i,0.015314-0.010189i,-0.0015428-0.017288i,-0.010703-0.0064325i,0.0022641+0.0048754i,0.016996-0.002588i,0.012045-0.019281i,-0.0042651-0.028264i
0.10555+0.002545i,0.26154+0.010836i,0.38483-0.002197i,0.3538-0.05465i,0.21089-0.080335i,0.10514-0.012639i,0.078421+0.041939i,0.05117+0.0017698i,-0.00091484-0.037507i,-0.017962-0.019538i,-0.0014541-0.0058596i,-0.00047365-0.018477i,-0.013148-0.025177i,-0.02336-0.014352i,-0.02558+0.0072366i,-0.011067+0.026443i,0.011101+0.034604i,0.020653+0.031546i,0.013476+0.016467i,0.0039205+0.00097345i,0.0052855-0.0031618i,0.014382-0.0040722i,0.016984-0.0070083i
-0.080943+0.13133i,-0.19817+0.31823i,-0.28725+0.4728i,-0.25312+0.44657i,-0.17046+0.29606i,-0.13297+0.15778i,-0.089973+0.087028i,-0.036078+0.065851i,-0.0097394+0.060495i,-0.00039309+0.035661i,-0.0037862-0.0068522i,-0.017693-0.028563i,-0.025013-0.027508i,-0.021966-0.026675i,-0.013318-0.031289i,-0.012656-0.035905i,-0.017139-0.031469i,-0.0061135-0.018238i,0.0075049-0.0078432i,0.0017756-0.0025004i,-0.014306+0.0065424i,-0.024062+0.02211i,-0.020249+0.034508i
-0.051564-0.10526i,-0.12403-0.26168i,-0.18436-0.36756i,-0.17525-0.29195i,-0.094445-0.14923i,-0.015739-0.10201i,-0.024814-0.10958i,-0.0529-0.074801i,-0.023343-0.029912i,0.00040951-0.018362i,-0.004608+0.00063967i,0.0043497+0.030743i,0.023094+0.039502i,0.03326+0.028006i,0.034788+0.0088743i,0.031077-0.008629i,0.022606-0.02297i,0.0065749-0.032825i,-0.0071081-0.027236i,-0.0061147-0.010858i,0.0034635-0.0082682i,0.0078204-0.023449i,0.0034968-0.036569i
0.083708-0.04837i,0.20871-0.11956i,0.31645-0.176i,0.32313-0.15927i,0.27067-0.07725i,0.21872+0.011705i,0.18666+0.043526i,0.15685-0.0029065i,0.098869-0.045061i,0.051994-0.022413i,0.044014+0.0040891i,0.039218-0.0031888i,0.02247-0.013457i,5.5924e-05-0.0089701i,-0.022758+0.0087083i,-0.032422+0.029445i,-0.030743+0.043307i,-0.029214+0.042721i,-0.025209+0.026599i,-0.014665+0.011154i,-0.0033793+0.0070373i,0.0072804+0.0082406i,0.01541+0.0058463i
0.020382+0.14501i,0.03342+0.35426i,0.019332+0.50045i,-0.060086+0.38834i,-0.1801+0.12373i,-0.22823-0.051936i,-0.17204-0.076127i,-0.095597-0.015955i,-0.03568+0.030295i,-0.0030078+0.023332i,-0.0039354-0.00038389i,-0.018759-0.014269i,-0.029235-0.01623i,-0.025147-0.010713i,-0.008394-0.0093434i,0.005526-0.017151i,0.010622-0.021281i,0.015607-0.010328i,0.01824+0.0018503i,0.0087079-0.00076286i,-0.0067499-0.0053372i,-0.019157+0.0046757i,-0.023458+0.022838i
-0.11031-0.057542i,-0.24961-0.15484i,-0.3458-0.22679i,-0.26851-0.15094i,-0.073864+0.020309i,0.061742+0.11912i,0.073728+0.10691i,0.028557+0.05899i,-0.0049685+0.039565i,-0.008927+0.030276i,-0.0076601+0.020503i,-0.0037204+0.030319i,0.010968+0.03709i,0.023037+0.020251i,0.026804-0.00045655i,0.025583-0.0098493i,0.022174-0.017883i,0.017365-0.028468i,0.010515-0.030858i,0.0044741-0.023777i,0.0053056-0.018439i,0.01159-0.021695i,0.014073-0.026788i
0.035103-0.080264i,0.081079-0.17796i,0.12842-0.21639i,0.15732-0.13194i,0.16584-0.022773i,0.13623+0.019942i,0.091704+0.029343i,0.085419+0.023077i,0.071239-0.0046809i,0.025423-0.0048767i,0.0078848+0.014028i,0.021795+0.013162i,0.030961+0.0029829i,0.023003-0.0052264i,-0.0028854-0.0087595i,-0.031179-0.0039918i,-0.043427+0.0025565i,-0.04233+0.0025672i,-0.03062+0.0025016i,-0.010932+0.010943i,0.0029003+0.018805i,0.0059634+0.018607i,0.0032108+0.012845i
0.099267+0.084756i,0.23795+0.21424i,0.30824+0.28224i,0.1737+0.15533i,-0.052869-0.065404i,-0.16341-0.17713i,-0.1474-0.16247i,-0.10448-0.093004i,-0.055615-0.03751i,-0.019533-0.024679i,-0.013042-0.022375i,-0.01685-0.021181i,-0.024265-0.019176i,-0.027357-0.0011458i,-0.010946+0.015814i,0.012958+0.013377i,0.020079+0.0057315i,0.0093532+0.0088785i,-0.0022095+0.015955i,-0.0052842+0.013038i,-0.007734+0.0039245i,-0.01376+0.0021848i,-0.015126+0.0076774i
-0.11892+0.018922i,-0.28922+0.021498i,-0.4012+0.0075981i,-0.30834+0.021883i,-0.11513+0.1109i,0.022895+0.19195i,0.075493+0.16855i,0.045941+0.075634i,-0.0047903+0.022027i,-0.0079285+0.0099588i,0.0013764-0.0068392i,-0.0062431-0.0096336i,-0.0074848-0.0010856i,0.00049984-0.00684i,0.0065788-0.011783i,0.010866-0.0044681i,0.017068+0.0043274i,0.02412+0.0045955i,0.021173-0.0080453i,0.0033641-0.020783i,-0.0098143-0.020254i,-0.0051782-0.014572i,0.0050527-0.013075i
-0.01655-0.074996i,-0.036884-0.15386i,-0.045727-0.14719i,-0.006812-0.020261i,0.048162+0.051224i,0.032318+0.00011642i,-0.017288-0.02078i,0.0054805+0.02327i,0.042271+0.033223i,0.018215+0.017087i,-0.0082112+0.020939i,-0.0027246+0.02779i,0.011884+0.023553i,0.017197+0.0078025i,0.0021221-0.017146i,-0.024064-0.032125i,-0.035926-0.031791i,-0.026636-0.028016i,-0.010177-0.01883i,0.0022815-0.0053561i,0.0067994+0.0012012i,0.0024982+0.0010262i,-0.0036947+0.0016181i
0.12712+0.0037771i,0.31379-0.0054698i,0.43736-0.066948i,0.31534-0.17015i,0.097513-0.21766i,0.013068-0.1763i,0.0051514-0.12466i,-0.006284-0.082771i,0.0085372-0.046783i,0.030705-0.033743i,0.028746-0.030095i,0.016042-0.030517i,-0.0035505-0.029038i,-0.021878-0.0054861i,-0.015344+0.025889i,0.0098306+0.033415i,0.018175+0.018244i,-0.0018213+0.0056473i,-0.020258+0.0060354i,-0.014202+0.0099792i,0.0017127+0.0076034i,0.0070295+0.00057223i,0.0035407-0.0018581i
-0.081652+0.081035i,-0.21685+0.19547i,-0.32379+0.27212i,-0.26509+0.23553i,-0.13043+0.16235i,-0.057594+0.14099i,-0.0023711+0.11952i,0.019736+0.042974i,-0.011926-0.002896i,-0.014925+0.010858i,0.0093738+0.008781i,0.013242-0.0077471i,0.009752-0.015134i,0.0068013-0.023099i,-0.0042667-0.022347i,-0.016338-0.0040284i,-0.016592+0.019711i,-0.002622+0.031382i,0.011715+0.019511i,0.0089555-0.0048129i,-0.0042388-0.011723i,-0.0074873-0.00021909i,-0.0026805+0.0074646i
-0.055122-0.053279i,-0.1179-0.09913i,-0.15001-0.073463i,-0.10012+0.05118i,-0.020453+0.11008i,0.00062905+0.017909i,-0.037497-0.044713i,-0.045372+0.0088338i,-0.016593+0.050562i,-0.01588+0.036714i,-0.030666+0.031186i,-0.027315+0.043965i,-0.0074453+0.048298i,0.019592+0.027255i,0.030825-0.0098255i,0.017912-0.035646i,0.0080699-0.040437i,0.015749-0.032761i,0.020685-0.01682i,0.015381+0.0018551i,0.008+0.0075901i,0.00042152-0.00090393i,-0.0049761-0.0096863i
0.095514-0.071687i,0.23778-0.20393i,0.33119-0.35741i,0.24543-0.39807i,0.11546-0.26248i,0.10652-0.077598i,0.11793-0.012031i,0.080728-0.024798i,0.060862-0.026258i,0.056301-0.023941i,0.038668-0.021621i,0.027675-0.020055i,0.014586-0.02042i,-0.0077918-0.00075633i,-0.009773+0.029124i,0.012739+0.036327i,0.022119+0.01462i,-0.0017575-0.015624i,-0.030736-0.022906i,-0.031288-0.0022617i,-0.0095323+0.013133i,0.0061924+0.0081716i,0.0071803-0.00022402i
-0.01158+0.11987i,-0.052586+0.30727i,-0.088579+0.4679i,-0.064015+0.39773i,-0.051469+0.16107i,-0.10029+0.018681i,-0.076577+0.010352i,-0.0037941-0.0067471i,-0.0036359-0.029183i,-0.021366-0.00019028i,-0.0032347+0.01922i,0.0076686+0.0053519i,0.0047021-0.010447i,-0.0046242-0.021965i,-0.025427-0.021321i,-0.044955-0.0061763i,-0.054048+0.014146i,-0.043744+0.032419i,-0.016565+0.027405i,-0.0030028-0.0018314i,-0.01397-0.016467i,-0.023269-0.00096399i,-0.01685+0.017312i
-0.067112-0.018061i,-0.15244-0.042142i,-0.20869-0.030892i,-0.16683+0.055679i,-0.061594+0.11804i,0.011212+0.063102i,-0.0040123+0.004246i,-0.044588+0.025253i,-0.045282+0.042658i,-0.037699+0.011203i,-0.045357-0.007147i,-0.049737+0.0069871i,-0.034866+0.02545i,0.0023362+0.024332i,0.0349-0.0039173i,0.039698-0.029639i,0.038334-0.02746i,0.044652-0.0087898i,0.044266+0.0038888i,0.030317+0.0019299i,0.016687-0.0064069i,0.011666-0.015271i,0.0094259-0.01966i
0.03043-0.10377i,0.078343-0.28269i,0.10184-0.46836i,0.047337-0.46131i,0.0023171-0.22794i,0.038979+0.0041156i,0.061468+0.069233i,0.051756+0.046359i,0.06011+0.02377i,0.062427+0.0028791i,0.049834-0.011174i,0.047788-0.015435i,0.039476-0.019031i,0.011271-0.010518i,-0.0031401+0.014869i,0.013028+0.029137i,0.028122+0.010157i,0.015715-0.02851i,-0.012704-0.043357i,-0.021288-0.019533i,-0.0020302+0.0040787i,0.01605+0.0037605i,0.015061-0.00389i
0.051663+0.10158i,0.12317+0.29187i,0.20119+0.48301i,0.22139+0.41438i,0.12055+0.10449i,-0.033048-0.10839i,-0.064161-0.11566i,-0.008523-0.080809i,0.0024926-0.054298i,-0.006948-0.0022025i,0.0015623+0.030242i,0.0070286+0.025006i,0.0058255+0.0065275i,-0.0078537-0.014411i,-0.040027-0.026169i,-0.070028-0.023158i,-0.083237-0.012063i,-0.074266+0.0052667i,-0.040092+0.014797i,-0.0099217+0.0048703i,-0.011769-0.0050556i,-0.028439+0.0040579i,-0.031969+0.019424i
