-0.00030659+0.00019225i,-0.00012585-0.00034367i,-0.0016427+3.3927e-05i,-0.00227-0.000472i,-0.0025838-0.00043146i,-0.0022294+0.0014406i,-0.00097939+0.0029662i,0.00046302+0.0029142i,0.001853+0.0025001i,0.0026452+0.0014914i,0.0015331+4.9918e-05i,0.00053195-0.00034063i,0.00090376-0.00044408i,0.00047323-0.0004382i,7.0941e-05-0.00023204i,0.00076826-0.00024489i,0.00083573-0.000385i,0.00048155-3.3882e-05i,0.00017898+0.00015027i,0.00059704-0.00014271i,0.0013114+9.7457e-05i,0.00064318+0.0008815i,0.00010905+0.00077972i
-0.001157+0.00077317i,-0.001598+0.00057133i,-0.0016622+0.001075i,-0.0021026+0.00092283i,-0.0016518+0.0014414i,-0.00071005+0.0020502i,0.00010059+0.0017033i,0.00025302+0.0021606i,0.00037144+0.0020108i,0.00080011+0.0009128i,5.2021e-05+0.00058525i,-0.00075297+0.00078014i,-0.00024388+0.00080264i,-0.00069443+7.3038e-05i,-0.001417-5.4368e-06i,-0.00086446+0.0004582i,-3.8426e-06+0.00075284i,0.00066993+0.0010896i,0.00046289+0.00043066i,0.00044797-0.00042657i,0.00067729-0.00066909i,0.00025411-0.00011607i,0.00015151-7.4113e-05i
-0.0010666-8.4907e-05i,-0.0017743-0.00062096i,-0.0029762-0.00035292i,-0.0038277+0.00099224i,-0.0029841+0.0016778i,-0.001426+0.0011472i,9.3648e-05+0.00013264i,0.00088814+0.00039463i,0.0011781+0.0020014i,0.0011261+0.0027075i,0.00095704+0.0015671i,0.00076745+3.0475e-05i,0.00090274-0.0010713i,0.0014798-0.0017644i,0.0012524-0.00054264i,0.00059913+0.00045289i,-4.1342e-05+0.00048214i,-0.00035273+0.00063426i,-3.2174e-06+0.0004847i,0.0012569+0.00098662i,0.0012123+0.00095046i,0.00079774-3.4978e-05i,0.00090827-0.00018489i
0.0014381-0.0010473i,0.0016583-0.0029655i,0.00013921-0.0039681i,-0.0018086-0.0035415i,-0.0016576-0.002355i,-0.00098035-0.0011892i,-0.00095027-0.00044338i,4.198e-05+0.00028419i,0.0011743+0.00065546i,0.00087587+0.00026768i,-0.00018626-0.00034684i,-0.0010012-0.00054533i,-0.00034091-0.00040867i,-0.00029561-0.00016599i,-0.0010499-0.00064424i,-0.00068123-0.0016286i,-0.00050118-0.0019748i,-0.00082423-0.0014912i,-0.0012935-0.0014241i,-0.001326-0.0015377i,-0.00070489-0.00098819i,-0.00020284-0.00054509i,0.00025412-0.00032495i
0.0021136+0.00033491i,0.0018711+0.0011057i,0.0012814+0.0013549i,-6.9292e-05+0.00035098i,0.00017437-0.00045389i,0.00051217-0.00010172i,0.00081112+0.00042913i,0.0013479+0.0016031i,0.0010309+0.0023274i,0.00066229+0.0016628i,0.00046685+0.00076925i,-4.4129e-05+0.0011145i,-0.00014966+0.0015289i,9.744e-05+0.0011076i,2.0091e-05+0.00067755i,2.9911e-05+0.00045184i,0.00045449+0.00044125i,4.032e-05+0.00012397i,-4.9465e-05-0.0010189i,6.9805e-05-0.0014635i,-0.00028469-0.00071387i,0.00031064+0.00034755i,0.00053657+0.0006799i
-0.0016183+0.001774i,-0.0024925+0.00095779i,-0.0014332+0.00076978i,-0.0015573+0.0017183i,-0.0016298+0.0021335i,0.00066221+0.00070794i,0.0015886+0.00039062i,0.0010196+0.0014882i,0.0016412+0.0021798i,0.0013418+0.0018638i,1.8211e-05+0.0011421i,0.00022211+0.00054573i,0.0010937-0.00069271i,0.001113-0.0015096i,0.00041815-0.001565i,-0.00016066-0.0012295i,0.00012473-0.00068387i,0.00073179-0.00041215i,0.0011174+6.3897e-05i,0.00095389-8.5568e-05i,0.00065254-0.00065193i,0.00063301-0.0006506i,0.00012367-0.00059491i
0.0019255-0.0012975i,0.00027997-0.0025616i,-0.0014213-0.0029734i,-0.0028632-0.0036796i,-0.0025354-0.0032494i,-0.0015435-0.0012816i,-0.0011161+0.00036067i,-0.0002783+0.0010069i,0.00035082+0.00055276i,0.00014341-0.00020355i,-0.00047938-0.00090643i,-0.0002948-0.00057009i,0.00055523+0.00046245i,0.00041664+0.00036008i,-0.00037758-0.0008675i,-0.00056926-0.0019323i,-0.00010147-0.0015341i,-0.00031007-0.00058233i,-0.00035859-0.00028537i,-0.0002294-0.00069826i,-0.00051028-0.0009141i,-0.0011405-0.0013788i,-0.0014863-0.0011493i
0.00093211-0.0012297i,0.0011661-0.0015688i,0.00058794-0.0020228i,0.00011081-0.0017832i,6.4409e-06-0.00078414i,0.00069715+0.00092198i,0.0012281+0.0010014i,0.00083661+0.0007231i,0.0009118+0.00076712i,0.00093254+0.00073636i,0.00017017+0.00072632i,0.0004724+0.0010055i,0.0010548+0.0014612i,0.00072272+0.0012442i,0.00021151+0.0010641i,-0.00063709+0.0011814i,-0.00080709+0.00070294i,-0.00049793-0.00074234i,2.2697e-05-0.0017469i,0.00049958-0.0011271i,0.00014234-0.00031801i,1.6146e-05-4.1507e-05i,-2.7583e-05-0.00020934i
-0.002484+0.00052688i,-0.002208+0.00024988i,-0.0029145-0.00034272i,-0.003161-0.00029986i,-0.0022448-0.00021034i,-0.0008822+0.00014051i,0.00032494+0.0006597i,0.00088816+0.00057734i,0.0013667+0.00079117i,0.00060453+0.00045592i,-0.00046531-0.00043379i,-7.7761e-05-0.00015861i,0.00020494+0.00020455i,0.00053793-0.00066973i,0.00047465-0.0014648i,0.00016973-0.0012968i,0.00049894-0.0010411i,3.1028e-05-0.0010723i,-0.00014356-0.00078843i,0.00027896-0.00049445i,0.00047411-0.00010841i,0.00047491-0.00027884i,-8.3341e-05-0.00080199i
-0.0018926-0.0015039i,-0.002918-0.0017181i,-0.0033035-0.0018027i,-0.0033042-0.0010248i,-0.0027053+5.1368e-05i,-0.00060034+0.00028946i,0.00089196+9.244e-05i,0.0011682+0.00040623i,0.0007846+0.00089862i,0.00025339+0.00051933i,0.00075629-0.00011672i,0.00095187-0.00052993i,0.0011118-7.5832e-05i,0.0013019+7.5317e-05i,0.00042877-0.00041957i,-0.00019847-0.0006221i,0.00031026-0.0011132i,0.0012424-0.0018145i,4.4467e-05-0.0016135i,-0.0011075-0.0013717i,-0.00069381-0.0013872i,-0.0004372-0.0010249i,-4.0507e-05-0.00064113i
-0.00026472+0.00083424i,0.00070582+0.00033125i,0.00069019-6.6974e-05i,-0.00082386-0.00094811i,-0.0012231-0.00045496i,-3.9015e-05+0.001103i,0.00063323+0.0011836i,0.00062536+0.00075948i,0.001224+0.0010502i,0.0012015+0.0012605i,0.00067547+0.0010689i,0.00014046+0.00055345i,-0.00051872+0.00033081i,4.3805e-05+0.00044753i,0.00069755+0.0003797i,0.00043325+0.00011381i,-0.00012683+0.00072799i,-0.00062033+0.0012785i,-0.00020842-0.00023887i,0.00017739-0.0010572i,-2.4431e-05-0.00017168i,-0.00034182+0.00033199i,-0.00034706-0.00026736i
-0.001268+0.0022538i,-0.00056191+0.0032216i,-7.3586e-05+0.0035458i,-0.00011825+0.0028648i,-0.0001535+0.0023251i,0.00020174+0.0012014i,0.00092372+0.0010171i,0.0016857+0.0015191i,0.0014006+0.0021101i,0.00087862+0.0014999i,0.00090291+0.00069809i,0.00094716-0.00026344i,0.00089461-0.0011649i,0.00047067-0.0012373i,-0.00049624-0.0011095i,-0.00030489-0.0010191i,0.0010249-0.00090704i,0.00060951-0.00069657i,-0.00015152-9.5262e-05i,0.00057744-0.00071159i,0.0011113-0.00085789i,0.00085719-3.5517e-05i,0.00030931-0.00023132i
-0.0012225-3.0974e-05i,-0.00139-0.00037523i,-0.0025729-0.0007413i,-0.002815-0.00086184i,-0.0010532-0.00087822i,0.00069401-0.00073279i,0.0014653+0.00011252i,0.00093984+0.0012883i,0.00071941+0.001723i,0.0011035+0.0013624i,0.00064649+0.00080905i,0.00049795+0.00081896i,0.00014438+0.00053393i,0.0005825-0.00062627i,0.0014897-0.0015207i,0.0009518-0.0017365i,0.00025777-0.001055i,-0.00038643-0.00032906i,-0.00097045-0.00035867i,-0.00089684-0.00094491i,-0.00058994-0.0013159i,-0.00039318-0.0012126i,-0.00045454-0.00094437i
-0.00071472-0.0014572i,-0.0017089-0.0023763i,-0.0037057-0.0021971i,-0.0038266-0.00042361i,-0.0023386+0.00052146i,-0.00098091+0.00042851i,1.3142e-05+0.00017668i,0.0010934+0.00028309i,0.00084445+0.00020563i,0.00011929+0.00057049i,0.00044913+0.00061152i,0.00059056+0.00041133i,0.00055+0.0010189i,0.00043163+0.0012704i,-0.00055456+0.00074284i,-0.00082378+0.00044232i,-0.00073299+0.00012075i,-0.00079216-0.00091139i,-7.4818e-05-0.00072374i,0.00050033-4.0338e-05i,0.00030204-0.00040538i,7.7863e-05-0.00025986i,0.00019532-0.00024425i
-0.00085596+0.0018426i,-0.00010106+0.0018055i,0.00026943+0.0017595i,-0.00014865+0.0012547i,6.6165e-07+0.00028138i,0.00059347-0.00020121i,0.0006084+0.00065968i,0.00043928+0.0017962i,0.00080133+0.0013286i,0.0011467+0.00033767i,0.00085587+5.4428e-05i,0.00021307-0.00022514i,-0.00015406-0.00031583i,0.00031028-0.00023457i,-5.4582e-05-0.0010504i,-0.00055484-0.0011284i,0.00063247-0.0010335i,0.0010102-0.0014366i,0.00053916-0.0010364i,0.00056349-0.00072716i,0.00047606-0.001018i,-4.6908e-06-0.00075333i,-0.0002741-0.00014437i
-0.0020348-0.00039354i,-0.0023833+5.6282e-05i,-0.0028968+0.0010312i,-0.0030267+0.0010459i,-0.0017131+0.0011575i,0.00066642+0.0010547i,0.0019489+0.00099716i,0.0016787+0.001308i,0.001659+0.0010907i,0.001517+0.00072963i,0.0010084+0.00029447i,0.00090227+0.00080417i,0.0012657+0.0015605i,0.00099476+0.00041934i,-0.00028444-0.0010634i,-0.0004931-0.0011003i,0.00018628-0.0013229i,-0.00021811-0.0013616i,-0.0012243+2.8232e-05i,-0.0013074+0.00094473i,-0.00078892+0.00027437i,-0.00032869-0.00038097i,0.00015152-0.00037011i
0.0013838-0.0027721i,-0.00087472-0.003509i,-0.0037595-0.0043288i,-0.0052074-0.0026524i,-0.0044943-0.00090974i,-0.0031609+0.00018862i,-0.0012661+0.0006471i,3.5016e-05+0.00053285i,-9.2912e-05+0.00036004i,-0.00035446+0.00028901i,-0.00070465+0.00055371i,-0.00027224+0.0010436i,0.00057986+0.0013846i,0.0011785+0.0013345i,0.0011233+0.00076268i,0.0003901+0.00044255i,-0.00017687+0.0004086i,-8.6746e-05-2.8934e-05i,0.00016818-0.00043666i,1.2895e-05-0.00038447i,-0.0010119-0.00019185i,-0.0012663+0.00024662i,-0.00024059+1.9061e-05i
-0.0010769+0.00056446i,-3.8908e-05-0.0006918i,0.0014047-0.001462i,0.0010696-0.0012079i,0.00041061-0.00095742i,0.0004926-0.00081809i,0.00074608-0.00045017i,0.00037392+0.00027852i,0.00075497+0.0012293i,0.00079218+0.00086649i,-6.9907e-05-0.00022713i,-0.00046658-0.00049022i,-0.00013306-0.00046468i,0.0005988-0.00059712i,0.0013234-0.00068236i,0.0009182-0.00071917i,-0.00011883-0.0006196i,-0.00095557-0.00077744i,-0.00087486-0.00038675i,-0.00025604+4.5426e-05i,-8.4657e-05-0.00031005i,-0.00034574-0.00059616i,8.6561e-05-0.00030878i
0.00012718+0.00060723i,7.616e-05+0.0009643i,0.00026543+0.0010111i,-0.0010535+0.00049174i,-0.0024723+3.9744e-05i,-0.0014186+0.00039872i,-9.7354e-05+0.0010563i,0.00023893+0.001668i,8.2504e-05+0.0016118i,-5.3705e-05+0.0010979i,-6.2356e-05+0.0010247i,0.00026262+0.00091204i,-0.00044398+0.0006935i,-0.00077945-0.00037197i,-0.0001525-0.0011469i,0.00010239-0.00028983i,0.00027147+0.00069767i,0.00062385+0.00038585i,0.00048241+1.3964e-05i,-3.276e-05-0.000646i,-0.00039263-0.0010727i,-0.00087695-0.00084915i,-0.00054776-0.00050958i
-0.0019136-0.00083223i,-0.0023796-0.00032072i,-0.0033008-0.001113i,-0.0041588-7.17e-05i,-0.0027124+0.00035441i,0.00013918-0.00045495i,0.00092441-0.00057425i,0.00063998+0.00053521i,0.00027375+0.0012319i,-7.1169e-05+0.0010646i,0.00082107+0.0011774i,0.0017685+0.0012185i,0.0018186+0.00075345i,0.00138+0.00028857i,0.00049181+0.00011775i,8.8939e-05+0.00024413i,0.00014087+0.00073792i,0.00015823+0.0010304i,0.00020138+0.00019704i,0.00011955-0.00047735i,0.00018704-0.00038439i,0.00020921-0.00020778i,8.2578e-05-0.00065318i
0.00014672+0.0013196i,-0.0011829+0.0003763i,-0.0017227-0.0012552i,-0.0013845-0.00081116i,-0.00066278+0.00011991i,-0.00019751+0.00050198i,-0.00022022+0.00011431i,-0.00018531+0.00028799i,-0.00040833+0.0011866i,-2.3109e-05+0.0011913i,0.0010014+0.00067056i,0.0008666+0.00062676i,-2.2149e-05+0.0005824i,-0.00055887-0.00044934i,-0.00059273-0.001243i,-0.00038688-0.0016346i,-0.00026653-0.0025027i,-0.00031252-0.0025717i,-0.00045413-0.0018646i,-0.0012688-0.001525i,-0.0014496-0.0012749i,-0.0010551-0.00059375i,-0.0010016-0.00020861i
0.0016852-0.0015732i,0.0005083-0.0018457i,-0.00011521-0.0012535i,-0.0011317-0.00084078i,-0.0019453-0.00039742i,-0.0016425+0.00078702i,-0.00067185+0.0018084i,0.00017218+0.0013783i,-3.8451e-05+0.00066158i,-0.00014254+0.00015557i,-0.00043164-0.00036516i,-0.00051193-0.00047744i,-0.00020964-0.00041794i,0.00019819-8.5061e-05i,0.00060734+9.5347e-05i,0.00090387+0.00057539i,0.0010899+0.0011415i,0.00059366+0.00056358i,0.00051801-0.0001973i,0.000682-0.00057136i,0.00072336-0.0011414i,0.00058732-0.00072348i,0.0002114-0.00013971i
0.00036736-0.0003723i,-0.0002774+0.0002842i,-0.00097391-0.00069022i,-0.0019971-0.0011489i,-0.0024271-0.0011289i,-0.00093567-0.00048031i,0.00094977+7.7216e-05i,0.001933+0.0001865i,0.0019156+0.00068372i,0.00066612+0.0012017i,-0.00014273+0.00061421i,-0.0002328+0.00042461i,0.00016192+0.00081325i,0.00074773+0.00061453i,0.00042454-0.00028598i,-0.00016836-0.0010991i,0.00045821-0.00086116i,0.00059832-0.00065487i,0.00024826-0.00049152i,0.00015621-0.00056762i,-0.00023895-0.0010711i,0.00010103-0.00063116i,3.7816e-05-0.00024292i
0.0016735-0.00017754i,-0.00028254-0.0011492i,-0.0024262-0.0025598i,-0.0031047-0.0018816i,-0.0026355-0.00072583i,-0.0019955-0.0002749i,-0.00083145+0.00054115i,0.00010762+0.0014703i,0.00046541+0.001257i,0.0004764+0.0012337i,0.00065412+0.0010645i,0.00073715+0.00109i,0.0001182+0.001236i,0.00045315+0.00039609i,0.00077284-0.0010014i,0.00040931-0.0016822i,8.6579e-05-0.0012329i,0.00057926-0.0011282i,0.0006188-0.0010656i,0.000523-0.00091982i,0.00030596-0.00070768i,-0.00031345-0.00028438i,-9.5858e-05-0.00018221i
0.0010082-0.0013204i,0.00090747-0.00088402i,-0.00015682-0.0010054i,-0.0014601-0.0011678i,-0.0013405-0.00053446i,-5.8786e-05-0.00011091i,0.00064405+0.00064248i,0.0010293+0.0012362i,0.00024217+0.0012109i,-0.00048863+0.0010283i,-0.00024108+0.00033518i,-0.00039117+0.00046656i,-0.00084171+0.00074334i,-0.00018727+0.00046919i,0.0010779+0.00016178i,0.0010448+9.2993e-05i,-0.00026773+0.00081764i,-0.00077999+0.00068974i,-0.00059166-0.00056709i,-0.00038751-0.0006248i,-0.00041935-0.00079352i,-0.00018966-0.00022886i,2.5086e-06+0.0010604i
-0.0013029+0.00082286i,-0.00127+0.0010377i,-0.0013221+0.0010393i,-0.0005739+0.0007226i,-0.00093645+2.1232e-05i,-0.00081168-0.00042361i,0.00034249-0.00025155i,0.00033604+0.00032149i,-0.00014+0.00097015i,-0.00010292+0.0010433i,0.00059302+0.00063142i,0.0015153+0.00034441i,0.0013582+0.00023893i,0.00055211+0.00038514i,-0.00044322+0.00038707i,-0.00077871-0.00030531i,-0.0007088-0.00036673i,-0.00065061-0.00055836i,0.00025944-0.00090998i,0.00029953-0.00094387i,-0.00013707-0.0010904i,-0.00018812-0.00094205i,-0.00025174-0.0011479i
-0.00012508-0.0015662i,-0.0023174-0.0009673i,-0.0024824-0.001117i,-0.0020571-4.8734e-05i,-0.0024256+0.00034076i,-0.0017224+0.00084115i,0.00030794+0.0017677i,0.0008557+0.0015017i,0.00064123+0.00063558i,0.00029682-0.00039481i,2.0388e-05-0.00082194i,-0.00028299+0.00027333i,-0.00022042+0.00093615i,4.8229e-05+0.00054186i,0.00015375-0.00024714i,0.00041939-0.001046i,0.0005958-0.0012727i,-8.5091e-05-0.0012146i,-0.00076213-0.0010725i,-0.00088347-0.00079281i,-0.0010071-0.00067564i,-0.00032596-0.00071929i,0.00033012-0.00015698i
0.00053205-0.0017473i,0.00050166-0.0022609i,-0.00061741-0.0036411i,-0.0018871-0.0031089i,-0.001745-0.00089315i,-0.00048815+0.00025166i,-0.00010438+0.00071414i,0.00058352+0.0016414i,0.00061562+0.0018197i,-0.00010163+0.00040759i,-0.0003035-0.00048444i,-0.00046205-0.00058233i,-0.00033516-0.00026089i,-0.00072906-7.4088e-05i,-0.00065135+0.00022556i,9.0617e-05+0.0012535i,-0.00017338+0.0013245i,-9.699e-05+0.00026487i,0.00019816-0.00040098i,6.3044e-05-0.00029144i,-0.00066569-0.00084678i,-0.00085658-0.00079968i,4.5929e-06+0.00038932i
-0.00049027-0.00090266i,-0.00070743-0.00043109i,-0.0014661+8.8057e-05i,-0.0022481-0.00086173i,-0.0020723-0.00041782i,-0.00079008+0.00063276i,0.00021349+0.00025089i,0.00066644+0.00063524i,1.8453e-05+0.0018116i,-0.00070807+0.0016416i,-4.0574e-05+0.00044177i,0.0014193+0.00013465i,0.0012324+0.00036402i,-0.00012745+0.0004419i,-0.00038803+7.8505e-05i,-0.00016914-0.00012522i,-0.00015345+0.00038493i,-0.00024104-0.00039742i,-0.00021849-0.00092433i,-0.00019477-0.00070961i,-0.00022653-0.00091811i,-0.00020039-0.00084097i,5.6538e-05-0.00013585i
-0.0015967+0.0027371i,-0.0015072+0.003352i,-0.0022215+0.0037579i,-0.0013869+0.002969i,0.00084936+0.0016688i,0.0020697+0.0008635i,0.0013305+0.00085315i,0.0012412+0.0012526i,0.00099707+0.0015063i,0.00074367+0.0013444i,0.0014518+0.00058795i,0.0012547+0.00046427i,0.00076283+0.00096675i,0.00061833-1.6416e-05i,0.00058634-0.00085431i,0.00044078-0.0011518i,0.0003262-0.0012343i,0.00018186-0.000592i,0.00026064-0.00035281i,0.0002563-0.000139i,-0.00055715+6.7509e-07i,-0.00066538+0.00039246i,-0.00031741+0.00030064i
-0.00053711+0.0021249i,-0.0015051+0.00015901i,-0.0021374+0.00021739i,-0.0018604+0.00094741i,-0.00099445+0.0013244i,-0.0002775+0.00095682i,-4.0751e-05+0.00048074i,-0.00013028+0.00041836i,-0.00018602+0.00081603i,4.7164e-05+0.0017538i,-8.808e-05+0.0012677i,-0.00022816-0.00023805i,0.00043832-0.00061665i,0.00076862-0.00014863i,0.00076137-5.9868e-06i,0.00040563+0.00012695i,0.00037099+0.00039731i,0.00011017+0.0001646i,1.225e-05+0.00019644i,0.00025131+0.00015582i,0.00029428+7.5114e-05i,0.0001822+0.00011258i,-0.00033364-4.586e-05i
-0.0015449-0.0015421i,-0.001386-0.0019463i,-0.0027724-0.001936i,-0.003692-0.001479i,-0.0019496+0.00041346i,0.00081372+0.0011016i,0.0016784+0.0005434i,0.0010115+0.0009007i,0.00081109+0.00076017i,0.00033563+0.00024396i,0.00030908+0.00027902i,0.00056827+0.0006702i,0.00075659+0.00059091i,0.00093564+0.00037708i,0.0009176-0.00033204i,0.0004037-0.00098605i,0.0006576-0.00067701i,0.00091017-0.00064546i,0.00051284-0.00060063i,2.8222e-05-0.00071084i,0.00047245-0.00072422i,0.0007994-0.00042814i,0.00071039-0.00059189i
0.00057903+0.0012638i,0.001142+0.0018277i,0.0020552+0.0017227i,0.0020878+0.00098191i,0.00094012+0.00053618i,0.0011505-0.00012424i,0.0015663-0.00046416i,0.00074731-0.00034892i,0.00039126+0.00053354i,-0.00015552+0.00068232i,-0.00011858-0.00012831i,0.00061145-0.00033227i,0.00024238+1.6554e-05i,-0.0002702-0.00041632i,-0.00095614-0.0014468i,-0.00075326-0.0019393i,0.00020103-0.0017834i,0.00054683-0.0018995i,4.4492e-05-0.0012755i,-0.0010551-0.00089479i,-0.00078241-0.0011117i,-0.00012811-0.00081153i,5.5306e-05-0.00083041i
0.0013529-0.00029549i,0.00062001-0.00014058i,-0.0012264-2.8895e-05i,-0.0022776-0.00051308i,-0.0021343+5.8943e-05i,-0.0011853+0.00078186i,0.00026121+0.00078189i,0.00094906+0.0017667i,0.00047507+0.0019504i,-0.00037921+0.0011055i,-0.00084947+0.00028968i,-0.0010106-4.9071e-05i,-0.00010589+0.00057904i,0.00096157+0.00054252i,0.00080932+0.00015856i,0.00072803-7.5704e-05i,0.00067779+0.00049697i,0.0004421+0.00063551i,0.00016371-0.00011661i,0.0002775-0.00041502i,0.00034241+0.00028379i,-0.000544+0.000821i,-0.00075292+0.00083172i
0.001178-0.0022673i,0.000463-0.002353i,-0.00082877-0.0030976i,-0.0022089-0.0030402i,-0.001947-0.0012013i,-0.00086362+3.0643e-05i,0.00038451+7.272e-05i,0.00089976+0.0001404i,0.00021908+0.00083115i,-0.00023629+0.00076037i,0.00022985-0.00010621i,-0.00044932-0.00028959i,-0.0010882-9.6152e-05i,-0.00044724-3.5534e-05i,4.7663e-05+4.8648e-05i,0.00013484-0.00055961i,6.2341e-05-0.00096512i,4.976e-06-0.0012306i,0.00025972-0.0013884i,-0.00020777-0.0013755i,-0.00059374-0.001182i,-0.00029039-0.0010638i,-2.2847e-05-0.00081557i
-0.00077299-0.00088024i,2.9499e-05-0.0011801i,-0.00064414-0.0019993i,-0.0018532-0.0022126i,-0.0018886-0.00097338i,-0.00084275-0.00029864i,-0.00029718-0.00085347i,-0.00018705-0.00031153i,0.00042291+0.00052964i,-0.00010834+0.0010703i,-0.00043334+0.00067457i,0.00033761+0.00017074i,0.00012152+0.00036751i,-0.00046605-0.00016402i,0.00032919-0.00023172i,0.00080283-0.0002447i,0.00029036-0.00093671i,0.00031591-0.00093538i,-3.4125e-05-0.0013767i,-0.00048629-0.0016792i,-0.00013336-0.00075997i,0.00017487-0.00026485i,0.00021652+0.00011834i
-3.1971e-05-0.0015399i,-0.00095368-0.00022815i,-0.0019906-0.00034286i,-0.0024695+4.8531e-05i,-0.0018104+0.00028491i,-0.00041786-5.3326e-05i,0.00033934+0.00052964i,0.00069302+0.0014785i,0.00096967+0.0011776i,0.00042813+0.00097301i,0.00024743+0.0014063i,0.00064748+0.00079673i,0.00066357+1.7827e-05i,0.0011915-0.0002321i,0.0012385-0.00043876i,0.0011416-0.0003524i,0.00090547-4.2225e-05i,0.00053368-0.00034555i,0.00014345-0.00029955i,-0.00029878+7.9381e-05i,-0.00017591+0.00031251i,-0.00039209+0.00069196i,-0.0012679+0.0007789i
-0.0010136-0.00028379i,-0.002198-0.0011388i,-0.0033931-0.001153i,-0.0028632-0.00047809i,-0.0015423+0.00058744i,-0.000563+0.0011457i,0.00035352+0.0010301i,0.00090786+0.0011557i,0.00051501+0.0014818i,-1.0913e-05+0.0011303i,-0.00032713+0.0010591i,-0.00044097+0.0015036i,-0.00046702+0.00060609i,-0.00022896-0.00047344i,-0.00032511-0.00081927i,-0.00026694-0.0012989i,0.00017348-0.0017389i,0.00053975-0.0016061i,7.7704e-05-0.0010619i,-0.00040022-0.00081835i,0.00039282-0.00071045i,0.0016196+7.783e-05i,0.0014123+0.0017338i
-0.00036323-0.0020997i,-0.0003005-0.0033478i,-0.0023101-0.0040653i,-0.0041552-0.0022051i,-0.0041426+8.5145e-05i,-0.0025435+0.0014775i,-0.0006659+0.0015838i,-0.00019008+0.0015792i,-0.00042549+0.0014107i,-0.0006507+0.00094932i,-0.00096418+0.00070782i,-0.00091868+0.00013199i,0.00021611-0.00031203i,0.0012312-0.00032878i,0.0010352-8.8006e-05i,0.00037865+5.8236e-05i,0.00032602-0.00064208i,0.00080018-0.00026894i,0.00011697+0.00024165i,-0.00025743+0.00020932i,0.00026538+0.00019856i,0.00013321-0.00015645i,-0.00017551-0.00010915i
0.0006322-0.0002021i,0.00029217-0.00022482i,0.00093739-0.00095111i,0.00021566-0.0010945i,-0.0011545-0.00053513i,-0.0011856-0.00073274i,-0.00035575-0.0011525i,0.00071075-0.00019932i,0.0010947+0.0010107i,0.00074774+0.0008526i,0.00064115+0.00028314i,0.00072375-7.6378e-05i,0.0003259+0.00018351i,-5.2092e-06+0.00055737i,-0.00025764-0.00013963i,-0.00027413-0.00021253i,6.6869e-05-8.6256e-05i,0.00064495-0.00048477i,0.00097511-0.00022004i,0.00057523-6.5177e-05i,0.00037895-7.4616e-05i,0.00016031-3.6608e-05i,-2.5922e-05+0.00044937i
0.001317+0.0020882i,0.00050424+0.002094i,-0.0003206+0.0018168i,-0.00045609+0.0021244i,-0.00055159+0.0020268i,-8.6863e-05+0.00073349i,0.00082921+0.00061809i,0.0011467+0.0012047i,0.00098804+0.0017824i,0.00055569+0.001208i,-0.00011608-0.00065367i,-0.00030358-0.0011693i,-0.00022482-0.00041004i,0.00015506+0.00015996i,0.00026386+0.00035406i,0.00047856-3.1617e-06i,0.00029792-0.00071146i,-4.0443e-05-0.001282i,-0.00020278-0.00091719i,-0.00011352-0.00068717i,0.00054068-0.0012977i,0.00026682-0.00050078i,2.8626e-05+0.00039698i
-0.00016966+0.00042915i,-0.0011485-0.00060222i,-0.0019734-0.0015495i,-0.0027459-0.00096899i,-0.0028044-0.00069217i,-0.0015275-0.00047835i,-0.00046937-0.00035025i,0.0001128+0.00055114i,5.7117e-05+0.0013681i,-0.00051041+0.0014614i,-0.0004182+0.0012451i,-0.0001887+0.00069456i,-0.00023566+0.0005823i,8.0505e-05+7.5889e-05i,0.00042141-0.00076642i,0.00034189-0.0012022i,-5.7819e-05-0.00083314i,-0.00027013-0.00082212i,4.7251e-05-0.0017004i,-0.00013224-0.0013563i,-0.00093084-0.0004552i,-0.00084195-0.00019386i,-0.00077384-0.00026576i
0.0020212-0.0004849i,0.00048274-0.001374i,-9.8429e-05-0.0011776i,-0.00072946-0.0010947i,-0.0024099-0.001358i,-0.0018838-0.0012601i,0.00022838-7.3859e-06i,0.00037022+0.00059157i,0.00018925+0.00088714i,0.00043219+0.00050304i,0.0001223+0.00016551i,-4.6067e-05+0.00050594i,-0.00013565-1.0361e-05i,-0.00063514-0.00052549i,-0.00051498-0.00052841i,-0.00012047-0.0009284i,9.2748e-05-0.00037023i,0.00028444+0.00048484i,6.6238e-05-4.9668e-06i,-0.00034341-0.00055888i,-0.00038905-0.00036483i,0.0001495-0.00015178i,-6.5878e-05-7.6138e-05i
-0.00052488+0.00023554i,-0.0012536+0.0010685i,-0.0016864+0.0014099i,-0.0022651+0.0011357i,-0.0012743+0.0013548i,-0.00066377+0.0013974i,-0.00027365+0.00071707i,0.0010192+0.00035688i,0.0015722+0.00083324i,0.00092352+0.0017176i,0.00027341+0.0015887i,0.00036876+0.0010785i,0.00081386+0.00096074i,0.00069715-6.3301e-05i,-0.00023976-0.00061971i,-0.0004268-0.00082285i,-0.00018369-0.0012037i,-0.00026555-0.0010004i,-0.00065745-0.00079403i,-0.00058624-0.0010169i,-0.00027364-0.00045803i,0.00031126+0.00074208i,0.00096089+0.00060401i
