-0.0054491+0.00038318i,-0.0046932+0.0036773i,-0.0036071+0.0056988i,-0.0010823+0.0059584i,0.00077807+0.0049823i,0.001122+0.0037727i,0.00045012+0.0031376i,5.2072e-05+0.0030457i,-7.1805e-05+0.002694i,0.00010458+0.0013463i,0.0010277-1.7287e-05i,0.0020107-0.00037922i,0.00086526-0.00042916i,-0.00015309-0.00040269i,-0.00052784+0.00032068i,-0.00086263+0.00035911i,-0.00067084+0.00014336i,-0.00029952-4.8641e-05i,0.00024292-0.00064583i,0.00055946-0.000331i,3.9093e-06-0.00020076i,-0.00068363-0.0003906i,-0.00045699-0.0011207i
-0.034766+0.12765i,0.10998+0.2883i,0.39112+0.32439i,0.53349+0.14563i,0.40083-0.038115i,0.21172-0.11326i,0.083275-0.14788i,-0.01528-0.1306i,-0.052402-0.065156i,-0.043032-0.017425i,-0.020749+0.0097901i,0.012336+0.019508i,0.033957+0.0073473i,0.036661-0.0067452i,0.031587-0.012418i,0.021242-0.0067126i,0.013482+0.0028326i,0.01654+0.0032558i,0.023822+0.0023096i,0.030139+0.0099756i,0.038435+0.012814i,0.042196+8.8815e-05i,0.037181-0.017788i
-0.13705-0.091824i,-0.36805-0.10515i,-0.59086-0.058458i,-0.60737-0.034983i,-0.45409-0.11669i,-0.31547-0.20879i,-0.21418-0.17218i,-0.11549-0.069792i,-0.054008-0.023218i,-0.04305-0.018376i,-0.04549-0.006698i,-0.03555+0.0080669i,-0.032222+0.014672i,-0.04842+0.023393i,-0.061817+0.038939i,-0.058278+0.047171i,-0.047938+0.041555i,-0.038168+0.02889i,-0.029042+0.0075374i,-0.036156-0.016834i,-0.058635-0.022354i,-0.067548-0.0063437i,-0.055092+0.011179i
0.12045-0.074713i,0.17627-0.21085i,0.16239-0.31154i,0.057138-0.27536i,-0.092119-0.11929i,-0.17044+0.071797i,-0.11734+0.14325i,-0.040247+0.064376i,-0.024281-0.0060664i,-0.007873-0.0078537i,0.029612-0.0089231i,0.040489-0.02294i,0.030249-0.027138i,0.027369-0.026072i,0.027145-0.030406i,0.022545-0.031872i,0.016536-0.018078i,0.010098+0.0020113i,0.01004+0.012171i,0.023619+0.010414i,0.045711+0.0042269i,0.059395-0.0033491i,0.054727-0.010525i
0.010911+0.088798i,0.040486+0.13639i,0.011405+0.18402i,-0.054517+0.26065i,-0.036764+0.28997i,0.049129+0.19712i,0.10215+0.080452i,0.1059+0.020381i,0.076691-0.0015473i,0.031163-0.0057717i,-0.010771-0.0045408i,-0.03358+0.00095767i,-0.03197+0.0052172i,-0.028758+0.0036674i,-0.026365+0.0071118i,-0.012095+0.0083265i,0.0008765-0.0028795i,0.0007421-0.013167i,-0.011104-0.0076169i,-0.021624+0.013736i,-0.022174+0.033824i,-0.018907+0.038122i,-0.018714+0.03177i
-0.0031076+0.042627i,0.11696+0.13101i,0.31608+0.14641i,0.42274+0.03931i,0.39116-0.0092146i,0.33251+0.04626i,0.23835+0.044478i,0.10229+0.018876i,0.041774+0.029622i,0.054326+0.012768i,0.05201-0.018223i,0.040415-0.021939i,0.044331-0.015673i,0.057081-0.017295i,0.060401-0.027219i,0.044582-0.034799i,0.028545-0.035109i,0.023196-0.030768i,0.021084-0.022025i,0.017779-0.018386i,0.016365-0.026515i,0.019499-0.036766i,0.023248-0.041815i
-0.1005-0.050685i,-0.29816-0.033624i,-0.38642+0.04318i,-0.20438+0.058639i,-0.029386-0.07825i,-0.064765-0.19566i,-0.1196-0.13411i,-0.072385-0.028708i,-0.021406-0.0034586i,-0.02752-0.0095103i,-0.048639-0.0012173i,-0.051361+0.0074444i,-0.049434+0.0049856i,-0.056717+0.0027236i,-0.062601+0.009237i,-0.057328+0.024065i,-0.04165+0.039879i,-0.021572+0.041628i,-0.0040644+0.030985i,0.0058198+0.026744i,0.0027236+0.030163i,-0.012978+0.031325i,-0.026464+0.03084i
0.10272-0.071388i,0.19633-0.27292i,0.15401-0.47288i,-0.03707-0.44883i,-0.12183-0.24779i,-0.05739-0.07933i,-0.026097+0.016439i,-0.031028+0.065318i,-0.01222+0.056256i,0.016055+0.024917i,0.042778-0.00023703i,0.041206-0.017327i,0.015535-0.0096784i,0.0085945+0.013375i,0.022527+0.024449i,0.030521+0.013378i,0.019506-0.0037719i,0.0013181-0.0071431i,-0.0068626-0.0075129i,-0.0099577-0.020815i,-0.018572-0.03248i,-0.020424-0.026543i,-0.0079326-0.013135i
-0.025106+0.088566i,-0.026357+0.21947i,-0.06878+0.32575i,-0.16575+0.32175i,-0.2583+0.26049i,-0.27254+0.19147i,-0.19+0.099448i,-0.092323+0.015254i,-0.062592-0.015341i,-0.067477+0.008419i,-0.057602+0.036301i,-0.037592+0.034568i,-0.025531+0.014265i,-0.033829-0.0021374i,-0.047374-0.0032497i,-0.037213+0.0094999i,-0.0075386+0.020372i,0.012806+0.017754i,0.014154+0.010093i,0.012155+0.014754i,0.017944+0.027164i,0.018232+0.029865i,0.0068056+0.02377i
0.0044496+0.013039i,0.02704+0.080611i,0.087782+0.14895i,0.13692+0.17483i,0.1492+0.16024i,0.18567+0.097144i,0.18532+0.0030128i,0.098033-0.031579i,0.044178+0.0030849i,0.049263+0.018326i,0.046316+0.013667i,0.038175+0.025054i,0.046143+0.037333i,0.065994+0.038814i,0.078869+0.030485i,0.066389+0.01265i,0.035795-0.0052411i,0.01192-0.016287i,-0.0031495-0.020068i,-0.020579-0.02553i,-0.033532-0.034919i,-0.025178-0.037551i,-0.0023584-0.037097i
-0.083634+0.00089281i,-0.21119+0.0053006i,-0.2553+0.04791i,-0.12905+0.066191i,-0.029729+0.021991i,-0.098815+0.014211i,-0.14283+0.036525i,-0.092418+0.0024812i,-0.068812-0.031884i,-0.077367-0.017939i,-0.078773+0.0074938i,-0.059774+0.016194i,-0.040613-0.0030334i,-0.050454-0.032154i,-0.076367-0.045812i,-0.090148-0.033081i,-0.074934-0.0028579i,-0.041918+0.021016i,-0.010975+0.025571i,0.014486+0.020026i,0.031676+0.014132i,0.026733+0.0064679i,0.0067576+0.0043148i
0.096486-0.11855i,0.25342-0.34398i,0.35725-0.58731i,0.30267-0.6311i,0.22778-0.48504i,0.22737-0.34637i,0.19017-0.23663i,0.12744-0.12364i,0.092413-0.074339i,0.058346-0.068652i,0.040982-0.053804i,0.035049-0.038588i,0.01865-0.019609i,0.02053+0.0055396i,0.051804+0.017032i,0.075751-0.00026852i,0.059138-0.028838i,0.014806-0.038471i,-0.016333-0.025749i,-0.024413-0.0087195i,-0.024484+0.00087711i,-0.017799+0.0037398i,-0.0087914+0.0020494i
0.018382+0.11834i,0.026862+0.32738i,-0.034461+0.48091i,-0.15086+0.41352i,-0.19974+0.27099i,-0.13251+0.22753i,-0.032695+0.18207i,0.0011736+0.083159i,-0.016708+0.016167i,-0.025752-0.0039093i,-0.024707-0.013288i,-0.021954-0.018484i,-0.016468-0.025078i,-0.035826-0.0337i,-0.07273-0.025371i,-0.078212-0.00077294i,-0.041777+0.014686i,0.0020923+0.010596i,0.020889-0.0005859i,0.021298+0.00048012i,0.021571+0.010947i,0.016842+0.017156i,0.0098209+0.019857i
-0.085664-0.0059714i,-0.23003-0.059233i,-0.31352-0.13062i,-0.2244-0.14033i,-0.079691-0.1463i,-0.01568-0.21377i,-0.014242-0.21268i,-0.0067492-0.10708i,0.028164-0.015128i,0.060101+0.0047276i,0.057972-0.018076i,0.027191-0.023531i,0.011276+0.0071767i,0.03909+0.033657i,0.08098+0.03004i,0.09522+0.0091512i,0.073704-0.0094957i,0.040232-0.011767i,0.020448+0.0026058i,0.013036+0.013115i,0.0067878+0.011277i,0.0075083+0.00063511i,0.011415-0.014828i
-0.0024209-0.024262i,0.036682+0.030174i,0.12595+0.23595i,0.19089+0.4408i,0.15749+0.46334i,0.064691+0.38819i,-0.0048006+0.3141i,-0.035873+0.22374i,-0.04608+0.14411i,-0.036978+0.090584i,-0.032018+0.050329i,-0.035136+0.02582i,-0.029882+0.0059198i,-0.035999-0.0077115i,-0.066029+0.0014395i,-0.092212+0.030035i,-0.081369+0.058249i,-0.039807+0.064054i,-0.0083567+0.041753i,-0.0039902+0.013362i,-0.01125-0.001411i,-0.016724-0.00031185i,-0.014156+0.010379i
0.034679-0.081655i,0.063462-0.24755i,0.009617-0.47306i,-0.09279-0.5498i,-0.14725-0.40164i,-0.16567-0.21563i,-0.15127-0.10767i,-0.0823-0.049607i,-0.023498-0.03704i,-0.014826-0.033248i,-0.010597-0.014794i,0.0011795-0.0091381i,-0.0050186-0.0055346i,0.00076726+0.0050529i,0.042954-0.0083213i,0.07672-0.043548i,0.062925-0.062491i,0.0256-0.051304i,0.0057358-0.031155i,0.0037347-0.020109i,0.0013305-0.01424i,-0.0027118-0.012451i,-0.0086669-0.014966i
0.13555+0.13907i,0.32812+0.35902i,0.51267+0.50885i,0.50093+0.4249i,0.35193+0.28242i,0.29686+0.24256i,0.28604+0.17114i,0.17361+0.061808i,0.063975+0.023416i,0.027037+0.019903i,0.014726+0.030407i,0.023712+0.047666i,0.029984+0.033988i,-0.0012094+0.018298i,-0.045762+0.039345i,-0.060899+0.0735i,-0.03592+0.08032i,-0.0039293+0.047839i,-0.00058531+0.0036478i,-0.014965-0.017451i,-0.02091-0.017056i,-0.015947-0.0065521i,-0.0041928+0.0069484i
-0.30372-0.03104i,-0.74802-0.15756i,-1.1196-0.29812i,-1.0729-0.29735i,-0.74522-0.22472i,-0.4845-0.20864i,-0.33893-0.17274i,-0.20324-0.10811i,-0.096093-0.068022i,-0.048505-0.039695i,-0.026274-0.020466i,-0.021204-0.011285i,-0.021742-0.0018129i,-0.011077-0.015787i,-0.0041178-0.05982i,-0.013587-0.093956i,-0.03096-0.090777i,-0.038403-0.057034i,-0.024567-0.013713i,0.0023173+0.013458i,0.020206+0.014189i,0.020064-0.0025485i,0.0088417-0.018542i
0.26472-0.12835i,0.68578-0.20385i,1.0459-0.14533i,1.0063-0.04042i,0.70032-0.046953i,0.42077-0.097727i,0.21494-0.091895i,0.081833-0.02953i,0.025956+0.01831i,0.01017+0.033258i,0.015001+0.038364i,0.024171+0.030404i,0.023255+0.015295i,0.019897+0.022373i,0.025132+0.054764i,0.034012+0.080651i,0.031788+0.07898i,0.013078+0.062635i,-0.0099569+0.049449i,-0.020658+0.039359i,-0.016143+0.024224i,-0.0061975+0.011126i,0.0016954+0.011203i
-0.16518+0.10211i,-0.49337+0.22815i,-0.84974+0.28578i,-0.89608+0.23761i,-0.69026+0.17814i,-0.49103+0.15788i,-0.28349+0.15113i,-0.099879+0.068347i,-0.055606-0.039027i,-0.082538-0.064469i,-0.087512-0.052224i,-0.079043-0.04442i,-0.062193-0.032938i,-0.044345-0.031464i,-0.03552-0.043919i,-0.026874-0.059474i,-0.014472-0.062231i,0.0015057-0.045774i,0.017653-0.028544i,0.023796-0.018306i,0.019232-0.0066305i,0.0082083+0.0044687i,-0.0028248+0.0094516i
0.24274+0.055551i,0.64063+0.057739i,1.0522-0.050976i,1.0618-0.21632i,0.74668-0.24706i,0.5259-0.1618i,0.4058-0.1457i,0.25164-0.12559i,0.15112-0.037473i,0.1229+0.0031895i,0.089302-0.0055566i,0.061032-0.0057993i,0.047369+0.00070854i,0.038948+0.021933i,0.050055+0.051903i,0.073493+0.066114i,0.085204+0.058564i,0.07702+0.0306i,0.052062+0.0018529i,0.024168-0.0054291i,0.009716+0.0033046i,0.010519+0.0098622i,0.013439+0.005631i
-0.44689-0.058733i,-1.0182-0.061995i,-1.4174+0.10107i,-1.2015+0.34596i,-0.6694+0.39399i,-0.33375+0.24638i,-0.18505+0.12583i,-0.090972+0.054193i,-0.049777+0.0036007i,-0.034468-0.023546i,-0.037705-0.034185i,-0.045626-0.011695i,-0.031854+0.0026335i,-0.031802-0.030833i,-0.070156-0.070462i,-0.11489-0.075598i,-0.11775-0.054803i,-0.071661-0.031645i,-0.021866-0.025578i,-0.0080637-0.029238i,-0.018291-0.019796i,-0.02158-0.0061732i,-0.016192-0.0064851i
0.51804-0.12628i,1.18-0.3034i,1.5745-0.53032i,1.266-0.61232i,0.721-0.45023i,0.38839-0.26336i,0.12432-0.17289i,-0.041288-0.043983i,-0.010249+0.047302i,0.040793+0.039737i,0.044804+0.028808i,0.039125+0.010745i,0.017353+0.0021596i,0.022774+0.025685i,0.065121+0.034089i,0.092626+0.020096i,0.077026+0.0064714i,0.027298-0.00024307i,-0.015451+0.00595i,-0.021574+0.0151i,-0.0064993+0.0068758i,0.0040532-0.012847i,0.0071249-0.022521i
-0.36728+0.18284i,-0.91433+0.44616i,-1.2932+0.68549i,-1.0794+0.67483i,-0.63939+0.43941i,-0.3939+0.28649i,-0.1797+0.29409i,0.0057143+0.1966i,0.0048083+0.025414i,-0.054512-0.033395i,-0.055541-0.020075i,-0.036681-0.0014901i,-0.026043+0.0091024i,-0.036801+0.01684i,-0.057524+0.03876i,-0.055491+0.059398i,-0.031745+0.063037i,-0.0022422+0.057254i,0.015251+0.039727i,0.0099882+0.01255i,-0.0050527-0.006056i,-0.015823-0.0015076i,-0.012368+0.020063i
0.22759-0.0033801i,0.58248-0.14206i,0.83753-0.36802i,0.64511-0.45606i,0.28735-0.27291i,0.1709-0.045059i,0.14006+0.024075i,0.063832+0.057282i,0.038134+0.1171i,0.051469+0.12908i,0.057327+0.077866i,0.039222+0.0077764i,0.0045968-0.016345i,-0.009419-0.0032375i,-0.0023971-0.0061375i,0.0063596-0.024945i,0.0047363-0.037322i,-0.01454-0.035543i,-0.029076-0.010257i,-0.0096725+0.021109i,0.021203+0.024219i,0.028377+0.0061483i,0.016209-0.0091044i
-0.31779-0.18764i,-0.70758-0.22512i,-0.96239-0.014081i,-0.78203+0.23611i,-0.45061+0.17014i,-0.30309-0.043284i,-0.19717-0.12367i,-0.10105-0.12985i,-0.094539-0.10111i,-0.083692-0.052125i,-0.051895-0.0072744i,-0.018159+0.048502i,0.017117+0.049528i,0.01714+0.0026995i,0.0059084-0.0077373i,0.0028709+0.011043i,0.0018459+0.028787i,0.0217+0.043585i,0.045237+0.03519i,0.029688+0.0053099i,-0.011242-0.0080126i,-0.028399+0.0016265i,-0.019102+0.008899i
0.47205+0.1822i,1.0032+0.29624i,1.2798+0.19808i,0.97776+0.0085601i,0.50521+0.047399i,0.24892+0.13962i,0.065189+0.057619i,-0.07264-0.0090739i,-0.063025-0.0014129i,-0.033873+0.0042822i,-0.062291+0.011504i,-0.090829+0.0013377i,-0.091509-0.010741i,-0.066514-0.012652i,-0.04967-0.024274i,-0.053563-0.033342i,-0.055098-0.040818i,-0.055784-0.057673i,-0.054919-0.058788i,-0.03498-0.027489i,-0.0016159+0.0062533i,0.018596+0.014542i,0.019448+0.010817i
-0.38879-0.039127i,-0.86499-0.10795i,-1.0885-0.14664i,-0.80767-0.18321i,-0.46009-0.2866i,-0.34671-0.2896i,-0.24434-0.12431i,-0.068022-0.045166i,0.036231-0.097829i,0.05774-0.13425i,0.072651-0.11583i,0.090769-0.073364i,0.082066-0.035846i,0.052085-0.0046171i,0.04303+0.023819i,0.060827+0.049112i,0.07483+0.071209i,0.077711+0.083573i,0.066869+0.068064i,0.036081+0.025868i,0.0016577-0.0089441i,-0.02222-0.02185i,-0.03556-0.016855i
0.13831+0.040368i,0.41792+0.080385i,0.63426+0.099985i,0.56276+0.11421i,0.42008+0.19328i,0.40429+0.24793i,0.33476+0.1657i,0.14028+0.098886i,-0.01774+0.13455i,-0.064133+0.16518i,-0.040891+0.12245i,-0.016453+0.040653i,-0.022074-0.011389i,-0.039343-0.031059i,-0.071236-0.048617i,-0.10605-0.060075i,-0.11603-0.07564i,-0.11946-0.10088i,-0.1261-0.088402i,-0.09215-0.020498i,-0.016037+0.037601i,0.041435+0.036494i,0.050542+0.0052324i
-0.012252-0.25751i,-0.19242-0.47524i,-0.4769-0.53076i,-0.58544-0.37022i,-0.44805-0.2803i,-0.31091-0.34058i,-0.24341-0.30976i,-0.16385-0.19588i,-0.087792-0.14632i,-0.038113-0.13531i,-0.014667-0.082417i,-0.0055235+0.0040473i,0.020559+0.046132i,0.057984+0.030467i,0.097748+0.0087236i,0.12295-0.0082377i,0.11751-0.0038006i,0.1113+0.02963i,0.1143+0.046498i,0.086642+0.017343i,0.020196-0.015466i,-0.026724-0.014828i,-0.024076-0.010804i
0.10305+0.40581i,0.30637+0.80407i,0.56752+0.94727i,0.63512+0.67389i,0.44987+0.35852i,0.28553+0.20192i,0.246+0.032764i,0.20702-0.1257i,0.15302-0.16893i,0.072663-0.14459i,-0.051739-0.090481i,-0.11575-0.04074i,-0.087154-0.025169i,-0.04436-0.0067563i,-0.025243+0.024336i,-0.018746+0.030434i,-0.0073132+0.0094207i,0.016022-0.02059i,0.021864-0.046132i,-0.0094755-0.050964i,-0.041952-0.037983i,-0.051674-0.013273i,-0.03757+0.020233i
-0.22514-0.26386i,-0.50099-0.57326i,-0.71587-0.68373i,-0.65796-0.43911i,-0.43365-0.15197i,-0.2701+0.018671i,-0.13078+0.18516i,0.078691+0.26567i,0.23743+0.20722i,0.2655+0.126i,0.2278+0.05927i,0.1624+0.019772i,0.10696+0.030019i,0.075758+0.040035i,0.050787+0.026559i,0.043701+0.026367i,0.052405+0.049956i,0.051274+0.085151i,0.053377+0.098165i,0.060962+0.055409i,0.048812-0.0089207i,0.019951-0.042506i,-0.0079196-0.041362i
0.12351+0.027028i,0.34894+0.1458i,0.53109+0.21232i,0.42947+0.13764i,0.16938+0.11515i,0.084181+0.18328i,0.10874+0.133i,-0.027907+0.079617i,-0.23692+0.19798i,-0.28628+0.35377i,-0.17191+0.37839i,-0.055841+0.26932i,-0.041388+0.15576i,-0.053134+0.10848i,-0.036893+0.065492i,-0.036218+0.0071774i,-0.048019-0.043621i,-0.057059-0.097788i,-0.07196-0.12762i,-0.071163-0.096664i,-0.033878-0.043736i,0.013077-0.031112i,0.023971-0.046872i
0.11466+0.022431i,0.086559-0.015427i,-0.077191-0.050456i,-0.16983+0.021613i,-0.030288+0.082161i,0.10926-0.0045076i,0.079653-0.074273i,0.028397-0.071398i,-0.0021947-0.11462i,-0.087972-0.18134i,-0.17651-0.18283i,-0.17418-0.12807i,-0.11043-0.087975i,-0.087977-0.052836i,-0.086749+0.007577i,-0.049325+0.040806i,-0.011839+0.030312i,0.0091257+0.012694i,0.020101+0.0036581i,0.026379+0.011261i,0.037444+0.02634i,0.052211+0.036073i,0.066226+0.030058i
-0.20212+0.10706i,-0.30985+0.18302i,-0.23996+0.15264i,-0.094469-0.0055479i,-0.098871-0.11287i,-0.13712-0.088085i,-0.086712-0.050849i,-0.039866-0.050871i,-0.049434-0.085632i,-0.097232-0.1471i,-0.12439-0.18315i,-0.11214-0.1637i,-0.1135-0.096141i,-0.1101-0.016765i,-0.056207+0.027243i,0.01625+0.041899i,0.065241+0.069797i,0.090258+0.12231i,0.1063+0.15876i,0.11256+0.13962i,0.089626+0.078951i,0.028309+0.027556i,-0.02336+0.023164i
0.02885-0.15243i,0.056242-0.264i,0.0026439-0.22415i,-0.088564-0.02228i,-0.070516+0.14914i,-0.0033429+0.22953i,-0.012695+0.26878i,-0.062598+0.27558i,-0.012991+0.24747i,0.14191+0.13867i,0.22439+0.010629i,0.18804+0.0030143i,0.12143+0.070726i,0.052809+0.087228i,-0.015337+0.068191i,-0.057042+0.074509i,-0.078149+0.08551i,-0.11597+0.085253i,-0.15308+0.093281i,-0.14084+0.1032i,-0.086328+0.096237i,-0.027312+0.080216i,0.023062+0.065837i
0.12344-0.013633i,0.15936-0.0054747i,0.057565-0.037093i,-0.14607-0.069155i,-0.2934-0.049377i,-0.30721-0.049874i,-0.24-0.12974i,-0.17972-0.29198i,-0.18638-0.47315i,-0.25718-0.51278i,-0.29215-0.3511i,-0.23546-0.17504i,-0.18231-0.13732i,-0.17317-0.12975i,-0.13119-0.081128i,-0.071641-0.070364i,-0.043521-0.1092i,-0.024909-0.15475i,-0.024935-0.16324i,-0.047811-0.086578i,-0.0434+0.014443i,-0.024514+0.036892i,-0.029799+0.0046592i
-0.10572+0.21332i,-0.1261+0.41749i,-0.026126+0.50375i,0.071745+0.39897i,0.033263+0.28813i,0.021626+0.32803i,0.15427+0.3874i,0.25937+0.3903i,0.28963+0.40027i,0.35576+0.33293i,0.35799+0.15023i,0.22802+0.046643i,0.1236+0.060982i,0.062121+0.02723i,-0.029872-0.015345i,-0.06504+0.040494i,-0.0025359+0.11898i,0.10492+0.15331i,0.2024+0.10642i,0.16784-0.011852i,0.012386-0.064073i,-0.070395-0.022055i,-0.054452+0.015299i
0.50147+7.4064i,3.4767+6.6444i,6.732+5.4353i,7.3758+2.0585i,5.9538-1.3493i,3.0612-3.2028i,0.14251-2.2931i,-0.89609-0.20018i,-0.086818+1.0124i,0.91987+0.69514i,0.70207-0.25059i,-0.23791-0.71385i,-1.0508-0.62858i,-1.4902-0.10255i,-1.2786+0.51618i,-0.67906+0.72045i,-0.203+0.51824i,-0.056745+0.16203i,-0.19908-0.090737i,-0.37358-0.12832i,-0.39387-0.12463i,-0.30438-0.13734i,-0.14679-0.15468i
0.10296-0.010539i,0.23722+0.032869i,0.28548+0.06486i,0.13777+0.029486i,-0.034886+0.026984i,-0.048251+0.066264i,0.052377+0.043411i,0.14639-0.029936i,0.17478-0.11141i,0.12567-0.16281i,0.052323-0.14919i,0.0089177-0.11019i,-0.012775-0.076823i,-0.016811-0.05622i,0.0018179-0.055187i,0.022085-0.060713i,0.013453-0.059154i,-0.020887-0.043765i,-0.042414-0.019936i,-0.0506-0.0036823i,-0.063969+0.0046019i,-0.071031+0.0065129i,-0.064479+0.0048994i
0.034656+0.16042i,0.016987+0.22707i,-0.035828+0.17967i,-0.052509+0.10514i,-0.0053389+0.09823i,0.017815+0.11936i,-0.062079+0.15153i,-0.17711+0.19064i,-0.18075+0.24315i,-0.024948+0.25523i,0.10216+0.16478i,0.055395+0.08453i,-0.031579+0.076331i,-0.043725+0.041587i,-0.047309-0.0052407i,-0.063276+0.0040845i,-0.042292+0.024312i,0.017762+0.017193i,0.073795-0.013248i,0.062772-0.063082i,-0.010445-0.078833i,-0.054358-0.035908i,-0.041908+0.0028643i
-0.21862-0.061924i,-0.40766-0.07808i,-0.47427+0.0039247i,-0.37148+0.098242i,-0.27308+0.053508i,-0.27569-0.074041i,-0.27195-0.17742i,-0.16992-0.26126i,-0.010269-0.32775i,0.11466-0.33677i,0.14511-0.268i,0.1169-0.16499i,0.075361-0.10313i,0.02204-0.068553i,-0.017174-0.029844i,-0.035392-0.0071701i,-0.043853+0.0099513i,-0.031268+0.039334i,-0.0088871+0.058515i,-0.0093406+0.058648i,-0.028742+0.053543i,-0.048235+0.03748i,-0.055876+0.022971i
0.14416-0.094425i,0.34697-0.16022i,0.49444-0.17877i,0.47426-0.12484i,0.37529-0.037697i,0.27271+0.025655i,0.15363+0.067163i,0.066517+0.088294i,0.042867+0.046672i,0.034605-0.026708i,0.029966-0.054615i,0.034818-0.030703i,0.025582-0.00056738i,0.0026872+0.0030514i,-0.013516-0.0037165i,-0.013233-0.010621i,-0.014613-0.051058i,-0.053557-0.11928i,-0.11619-0.12745i,-0.13226-0.035503i,-0.088934+0.057052i,-0.049557+0.078229i,-0.03572+0.069914i
0.072925+0.098909i,0.01579+0.20798i,-0.12674+0.2787i,-0.20018+0.24391i,-0.16274+0.13984i,-0.13121+0.068249i,-0.10775+0.064941i,-0.086515+0.015634i,-0.1149-0.083271i,-0.13859-0.089885i,-0.10981-0.014818i,-0.074795+0.054595i,-0.042497+0.07829i,-0.010467+0.043858i,0.0027725+0.002407i,0.0070891-0.0063906i,0.0049352+0.0031618i,-0.0067218+0.012461i,-0.0040733+0.011917i,0.022249-0.00020425i,0.031096-0.0070465i,0.0074443+0.013455i,-0.0050352+0.03377i
-0.14267+0.071008i,-0.15145+0.084198i,0.00023933+0.026057i,0.11871-0.022788i,0.057924+0.038206i,-0.0029929+0.11483i,-0.011609+0.12012i,-0.048272+0.13262i,-0.089119+0.14591i,-0.080809+0.11024i,-0.0069933+0.068075i,0.06215+0.03037i,0.063548+0.008144i,0.045613+0.019382i,0.04462+0.025445i,0.037238+0.010563i,0.019477+0.0095361i,0.012919+0.037278i,0.02088+0.05157i,0.021966+0.029575i,0.010556+0.018669i,0.0081482+0.03309i,0.01305+0.033628i
0.0042085-0.16168i,-0.020822-0.25852i,-0.062814-0.16141i,0.049389+0.045588i,0.27457+0.072483i,0.2868-0.041849i,0.10216-0.06484i,-0.027817+0.022178i,-0.068208+0.10446i,-0.063609+0.12571i,-0.033138+0.090997i,-0.0031611+0.04916i,0.014162+0.03729i,0.0097359+0.03856i,-0.010067+0.023669i,-0.033239-0.0096362i,-0.050407-0.047031i,-0.055196-0.072862i,-0.048774-0.065897i,-0.023133-0.030383i,0.018656-0.00046625i,0.053476+0.0046207i,0.056888-0.0052631i
0.14117+0.01642i,0.2677+0.038156i,0.31101-0.043421i,0.17376-0.1676i,-0.025433-0.15499i,-0.1238-0.078341i,-0.14401-0.036868i,-0.10557+0.015844i,0.013055+0.063954i,0.11846+0.037885i,0.12924-0.037439i,0.10185-0.077881i,0.099018-0.071909i,0.10491-0.066129i,0.087136-0.066926i,0.054015-0.05438i,0.03612-0.031335i,0.046794-0.016989i,0.067706-0.0206i,0.063203-0.031209i,0.029083-0.0257i,-3.1697e-05-0.0027012i,-0.0073554+0.010288i
-0.097207+0.17756i,-0.1945+0.27476i,-0.20726+0.27784i,-0.071851+0.16879i,0.087041+0.032597i,0.14318+0.0064763i,0.14209+0.07778i,0.14372+0.092508i,0.11727+0.016937i,0.050334-0.042861i,-0.00047268-0.046169i,-0.018868-0.061981i,-0.039542-0.092362i,-0.055424-0.066734i,-0.052579+0.0042421i,-0.043171+0.059167i,-0.046692+0.072213i,-0.063388+0.054916i,-0.075675+0.032536i,-0.06578+0.015303i,-0.029881-0.00061812i,0.0057082-0.016576i,0.013749-0.027389i
-0.087887-0.18011i,-0.15561-0.2765i,-0.17017-0.20085i,-0.12195-0.027719i,-0.07548+0.028995i,-0.047596-0.026671i,0.0033791-0.074762i,0.036214-0.10886i,-0.019428-0.1006i,-0.078202-0.02002i,-0.077985+0.037375i,-0.084558+0.049632i,-0.086985+0.070806i,-0.046827+0.074622i,-0.0031026+0.042213i,0.011854+0.0064524i,0.0003231-0.0075691i,-0.024913+0.0016989i,-0.033129+0.012199i,-0.0089807+0.010794i,0.017402+0.003876i,0.013533-0.0024675i,-0.0087365+0.0039084i
0.1602-0.0060121i,0.32752-0.026227i,0.38591-0.089612i,0.26999-0.13273i,0.10307-0.10658i,-0.025272-0.06751i,-0.097631-0.063509i,-0.1117-0.022446i,-0.052158+0.06162i,0.031902+0.089709i,0.063483+0.06908i,0.069911+0.071771i,0.10154+0.080763i,0.13595+0.048244i,0.14322-0.0076733i,0.12844-0.039836i,0.11903-0.036323i,0.11881-0.025092i,0.093695-0.032136i,0.033497-0.04873i,-0.023235-0.049169i,-0.038637-0.022066i,-0.01727+0.0077281i
0.0048837+0.16972i,-0.035943+0.32908i,-0.010895+0.36745i,0.088183+0.19951i,0.1337+0.021681i,0.12486+0.0071834i,0.13892+0.07393i,0.16906+0.060791i,0.16509-0.017494i,0.12953-0.065374i,0.087051-0.06505i,0.0633-0.051725i,0.055002-0.06537i,0.017534-0.084124i,-0.045766-0.06752i,-0.085894-0.038796i,-0.089038-0.038325i,-0.077681-0.050395i,-0.067387-0.032204i,-0.042005+0.0050531i,0.00056155+0.023877i,0.035424+0.018433i,0.048858-0.0010249i
