0.001665+0.00073357i,0.0020799+0.00012705i,0.0010581-0.00079585i,-6.5368e-05-0.00086965i,-0.00038328+0.00010791i,-0.00082328+0.0023314i,-0.00092595+0.0028246i,0.00041973+0.0020401i,0.0019249+0.0015266i,0.0019288+0.00071968i,0.00057728-0.00033254i,-0.00068121-0.0010037i,-0.00079786-0.00066312i,-0.00068007-0.00053308i,-0.00062257-0.00076677i,-0.00048988-0.0004992i,-0.00035233+0.00010605i,-0.00047784+0.00024551i,-0.00013477+0.00078666i,7.9279e-05+0.00086364i,0.00011244+9.7005e-05i,9.2204e-05-0.00048424i,0.00017053-0.00068899i
0.0020901-0.00039272i,0.0025895-0.0011396i,0.0011232-0.0017171i,0.00027459+0.00018998i,0.000562+0.0014844i,0.0014475+0.0012018i,0.0010013+0.0011582i,0.00097294+0.00033109i,0.00070402-0.00025153i,-0.00018232+0.00045926i,-0.00085966+0.00056693i,-0.001363+0.00057351i,-0.00066868+4.6835e-05i,0.00053296-0.00054533i,0.00040679-0.00045418i,-9.4693e-05-0.00034828i,-9.0321e-05-0.0002775i,-7.5806e-05-9.2412e-05i,-1.0658e-05+0.00042674i,0.00043569+4.3268e-05i,0.00053056-0.0001904i,0.0001641+0.00015737i,-0.00018261-0.00023174i
0.0020545+0.00022688i,0.0014345+0.00024516i,0.00031835+0.00087483i,0.00080252+0.0006259i,0.0016421-0.00027753i,0.0015261-0.00034179i,0.0011547-0.00036533i,0.0004-0.00044415i,-1.558e-05+2.3945e-05i,0.00028635+0.00059515i,2.5127e-05+0.0004062i,-0.00023003-0.00025435i,-0.00042051+0.0001136i,-0.00038934+0.00023482i,-0.00020781+1.6045e-05i,-0.00014268-0.00013943i,-0.00030429-0.00032432i,-0.00055256-0.00026476i,-0.00057993+0.00014989i,4.5994e-05+0.00030841i,0.00016471-0.0002026i,-3.002e-05-0.0010645i,0.00056837-0.0011708i
0.0023304-0.0016115i,0.0021319-0.0019792i,0.00059591-0.0018114i,0.00021024-0.0011902i,0.00023826-0.00011225i,0.0007385+0.00043231i,0.0011262+0.00020803i,0.0010708-0.00021248i,0.00064997+0.00018997i,-0.00012571+0.00061372i,-0.00039813+0.00038392i,1.6798e-05+0.00016388i,0.00012602+0.00030188i,-0.00028964-0.00013024i,-0.00096279-0.00076456i,-0.00047473-0.00054331i,0.00011632+2.6791e-05i,-0.00045098+0.00054819i,-0.00097854+0.00081282i,3.462e-05+0.00069043i,0.00099189-0.00015032i,0.0010604-9.4686e-05i,0.0010173+0.00025279i
0.0024649-0.0004296i,0.0019361+0.0002472i,0.0014547-0.00010186i,0.0010124+0.00031477i,0.0010723+0.0010698i,0.00075567+0.0007155i,0.00010395+0.00073391i,0.00012809+0.00075107i,0.00010399-0.00012638i,0.00017086-0.00096159i,-0.00010607-0.00032431i,-0.00047031+0.00027921i,-0.00016554-1.9373e-05i,0.00084438-0.00088455i,0.00041315-0.0014283i,0.00010963-0.00037099i,-0.00024302+0.00090229i,-0.0010618+0.0012834i,-0.00027681+0.00090977i,0.00082282+0.00048297i,0.00081974-0.00028136i,0.00022023-0.00082548i,7.3165e-05-0.0005437i
0.0012886-0.00054082i,0.0019135-0.00090942i,0.0012886-0.00086449i,0.00079763+0.00071545i,0.0011517+0.0020624i,0.0011261+0.0022179i,0.0006173+0.0013233i,0.00038837+0.00019908i,2.8537e-06-0.00017199i,-0.00015586-0.00070745i,-5.5708e-05-0.00069089i,-7.4352e-05+0.00010981i,-0.00029063-0.00036321i,-0.0004474-0.0011681i,-0.00070004-0.00058552i,-0.00019717+0.00020605i,0.00077574-0.00011251i,0.0013653-0.0002534i,0.0011253+0.00055915i,0.00062562+0.00083661i,-0.0003587+0.00098008i,-0.0008144+0.00087517i,-0.00011032+0.00029063i
0.00018626-0.0004443i,0.00050417-0.00079261i,0.00062925-0.0013304i,0.00064592-6.009e-05i,0.00073083+0.0010666i,0.00073446+0.00094312i,0.0005708+0.00052317i,-0.00025125-0.00053527i,-0.00075305-0.0010195i,0.0001452-3.6055e-05i,0.00069468+0.00026154i,0.00076827-0.00050735i,0.0013313-0.00092911i,0.0012126-0.00092626i,0.00031818-0.00084818i,3.4328e-06+5.6284e-05i,0.0005329+0.00077496i,0.00075635+0.00070343i,-3.3523e-05+0.00035939i,-0.0008084+0.00036501i,-0.00010024+0.00093677i,0.0006027+0.0010685i,-0.00034446-0.00025346i
0.00037779+0.00024256i,0.00045909-0.00084354i,0.00016416+0.00016582i,0.00043522+0.0015665i,0.001362+0.0017994i,0.0015321+0.00099484i,0.0011829-0.00011775i,0.00078018-0.00057514i,0.00020406-0.0001468i,2.0788e-05+0.00074805i,9.6349e-05+0.00073017i,0.00041028+0.0003686i,0.0001926+0.00052238i,0.00014226+0.00042949i,0.00035253-0.0004484i,0.00025471-0.0012366i,0.0002444-0.00083746i,-0.00035358+0.00019328i,3.7401e-05+0.00086614i,0.00060549+0.00068351i,0.00068944+0.00042357i,0.00026336+0.00052069i,6.8428e-05+0.0001205i
0.0025672+6.7958e-05i,0.0014183+0.00046233i,-0.00066665+0.00096334i,-0.0013668+0.00056285i,-0.0010346+0.00018824i,-0.00057576+0.00050497i,-0.00019059+0.00048414i,0.00035869+0.00027996i,0.00096357+0.0009332i,0.001233+0.0016443i,0.0012254+0.0011406i,0.000397+0.0005886i,-0.0005866+0.00082632i,-0.00037926+0.0005699i,0.00023477-0.00018172i,0.0004872-0.00067938i,0.0005918-0.00035069i,0.0008814-0.00037542i,0.00077558+0.00025092i,0.00082066+0.00091787i,0.00059075+0.0003899i,-4.6205e-05-0.00028623i,-4.1443e-06-0.00015745i
0.0010746-0.00060393i,0.00067234-0.0024949i,0.00037385-0.0016924i,0.00090259-0.00073676i,0.0014815-0.00061348i,0.0019-0.00062508i,0.0016157-0.00037445i,0.00014333+0.00083007i,-0.00084371+0.0010696i,-0.00058484+6.3069e-05i,-0.00078009-0.00045444i,-0.00087571-0.00071131i,0.00021771-0.00071776i,0.00074057-0.00084502i,0.00052684-0.00058157i,6.5643e-05+0.00014812i,-0.00042904+0.00015354i,-0.0003484+4.3554e-05i,0.00065926+3.4292e-05i,0.00036692+2.0436e-05i,-0.0003052+0.00023784i,1.8926e-06+0.00031369i,0.00031438+9.151e-05i
0.0024654+0.00035705i,0.0023924+6.9048e-07i,0.0026417+0.00011295i,0.0025191+0.0013206i,0.00056559+0.0014497i,-0.00049319+0.00051685i,-0.0001355+0.00051323i,-1.2504e-06+0.0013978i,-0.00030234+0.00055225i,-0.00036526-0.00075012i,0.00035988-0.00062545i,0.00053369+0.0002459i,0.00018379+0.00012791i,-7.4346e-05+4.1742e-05i,-0.00039841+0.00044032i,-0.00057058-0.00015872i,-0.00053253-0.00021544i,0.00017702+0.00033923i,0.00027634+0.00049162i,0.00036629+0.00036518i,0.00099147+0.00024434i,0.001101-1.0808e-06i,0.00010332+2.7941e-05i
0.0010043-0.00023293i,0.0020046-3.5487e-05i,0.00050352+0.0012939i,-0.00029256+0.002132i,0.00034991+0.0022679i,0.00079765+0.0016099i,0.00040985+0.00070937i,-0.00082854+0.00081054i,-0.0014988+0.00057435i,-0.00055117-0.00032609i,-0.0002368-0.00056547i,-0.0001667-0.00012183i,0.00032315-0.00011034i,-0.00023227-0.00044192i,-0.00018374-0.00070436i,-0.00043276-0.000304i,-0.00075656-0.00021029i,-5.7447e-05+0.00041387i,-9.8054e-05+0.00067263i,-0.00013218-0.00025754i,0.00016229-0.00078857i,3.9179e-06-0.00028703i,-7.6023e-05+0.00028564i
0.0012687-0.0017318i,0.0015852-0.0021164i,-0.00041868-0.0017026i,-0.00087604-0.0011874i,0.00034237-7.4728e-05i,0.0013126+0.0018283i,0.0011463+0.00166i,0.00010884+0.00043025i,-0.00023979+8.7227e-05i,0.00033416+0.00036838i,0.00057745+0.0002645i,-1.842e-05-0.00030088i,-0.00066677-0.00079282i,-0.00068489-0.00087183i,-0.00020508-0.00052372i,-0.00021411-0.00038008i,-0.00031612-2.6204e-06i,-0.00045462+0.00048998i,0.00024485+0.00044585i,0.0012614+0.00027115i,0.0014651+0.0003539i,0.0010772+0.0006171i,0.00099687+9.5967e-05i
0.0023787+0.00017216i,0.0011735+0.00045207i,0.00054422+0.0005761i,0.0011877+0.00074445i,0.0011072+0.00032951i,-0.00012995-0.00059467i,-0.00030589-0.00012791i,-0.00021806+0.00037126i,-0.00035384+0.0004539i,-0.0003562-8.2521e-05i,0.00048275-0.00055991i,0.00052751+0.00038051i,-0.00040142+0.00066504i,-0.00018896+0.0004128i,-0.00011451+0.00010921i,-0.00051353+0.0005288i,-0.00029677+0.0015594i,-0.00047692+0.0018621i,-9.8359e-05+0.0010962i,0.00071396+4.73e-05i,0.00084215+0.00038315i,0.0007088+0.0013546i,0.00097598+0.0013278i
0.002054-0.0021217i,0.0021493-0.0023629i,0.00034791-0.0019909i,-0.00094524+0.00016101i,-0.00017245+0.0019453i,0.00070701+0.0018294i,0.00046274+0.001338i,0.00059985+0.0012935i,0.00097584+0.00099978i,0.00037571+0.00093368i,-0.00045283+0.0011235i,-0.0006701+0.00032163i,-0.00053206-0.0005291i,-0.0001424-0.00027398i,-0.0001133-6.3568e-05i,8.0595e-05+6.1091e-05i,-1.6718e-05-1.0646e-05i,-0.00020187+0.00016508i,0.00039011+0.00013766i,0.0013038+9.8784e-05i,0.0012301+0.0001144i,0.00070185+7.3835e-05i,0.0002129-0.00035969i
0.0023666-0.00088382i,0.0018163-0.0010261i,0.0010786-0.001097i,0.00088701-0.0016059i,-0.00026122-0.0017159i,-0.00031403-0.0015637i,0.00066861-0.00051869i,0.00039395+0.00091948i,0.00046346+9.3772e-05i,0.0011252-0.0013414i,0.00062301-0.00076465i,0.00029372-0.00026166i,0.0010244-2.2361e-05i,0.00055151+0.0008833i,0.00023562+0.001017i,0.00080722+3.9802e-05i,-0.00012468-3.6144e-05i,-0.00080758+0.00058332i,2.353e-05+0.00014207i,0.00063755+0.00022745i,0.00065711+0.00042356i,0.00064295+4.8726e-06i,0.00034856-0.00051931i
0.0013034-9.2258e-05i,0.0022895-0.00072168i,0.0025924+0.00052405i,0.0018089+0.00087192i,0.0015863+0.00058137i,0.0013842+0.00071508i,0.00026879-0.00018704i,0.00019747-0.000554i,0.00058193+0.00048379i,-0.00021749+0.0010616i,-0.00068753+0.00043805i,-0.00068308-0.00062433i,-0.0009354-0.0011505i,-0.00076618-0.0011815i,-9.5709e-05-0.00085047i,0.00033655-0.00070481i,0.00017651-0.00066073i,-0.00056242-0.00048517i,-0.00091837+4.9726e-06i,-0.00017955+0.00050878i,0.00087893+0.00039853i,0.0011576+0.00014744i,0.001158-0.00037039i
0.0013891+0.00014525i,0.0010797+0.00064438i,-0.00034864+0.0015502i,-0.00092628+0.0022654i,-0.00064733+0.0021993i,-0.00054079+0.002066i,-0.00043109+0.001367i,-0.00021649+0.00073691i,-0.00033754-0.00018968i,-0.00014533-0.00057142i,0.00041873-0.00052834i,0.00023243-0.00055847i,0.00020225-0.00017981i,0.0002559+0.00091715i,0.00032607+0.001688i,2.2995e-05+0.00058929i,-0.00025514+9.6285e-05i,0.00041793+0.00078294i,0.0011034+0.000716i,0.0010069+0.00052161i,0.00035593+0.00033764i,5.3582e-05-1.8642e-05i,-0.00021976-0.00064404i
0.00073281-0.001498i,0.0015387-0.00078186i,-2.4688e-05-0.00043335i,-0.00062344-0.0003854i,-0.0001822+0.00095279i,0.00057632+0.0014894i,0.00096485+0.00068731i,0.00072512+0.00035322i,9.0491e-05+0.00042788i,0.00017872+0.00055101i,0.00083536+0.00078033i,0.0011891+0.00071205i,0.00093807+0.00032266i,-0.0003065+0.00015734i,-0.00091906-0.00019179i,-0.00060126-0.00016112i,-0.00065257-0.00033618i,0.00011297-0.00025691i,0.00079328+0.00010159i,0.00064319+0.00026872i,0.00044196+0.00060601i,0.00038586+0.00054125i,0.00012941-0.00035178i
0.0014174+0.0016424i,0.0008149+0.0016295i,0.0006196+0.001645i,0.0010039+0.0013099i,0.0018107+0.0005132i,0.0019281-0.00026572i,0.0013032-1.496e-05i,0.00082501+0.00079719i,0.00063871+0.00051381i,0.0010535+0.00018011i,0.00074608+0.00012042i,0.00016118+0.00033931i,4.535e-05+0.00038488i,-0.00031587-0.00010029i,-0.00017819-0.00054585i,-6.8852e-05-0.00017903i,-0.00069141+0.00020661i,-0.0010892+2.7695e-05i,-0.00054652+0.00042356i,-5.3175e-05+0.0014769i,-0.0001431+0.0012791i,0.00021595+0.00062187i,0.00041476+0.000427i
0.0021493+0.00050348i,0.0018087-6.7995e-05i,0.00078544+0.00058i,0.00065424+0.0010148i,0.00077964+0.0010769i,0.00048839+0.00049505i,0.0005465-0.00038203i,0.00068714-2.3875e-06i,0.00061978-8.3887e-06i,0.00096373-0.00054881i,0.00067591-0.00047471i,-0.00021326-0.00042893i,-0.00031464-0.00034245i,-0.00019971-0.00037039i,0.00024935-0.00051046i,0.00038331-0.00076959i,-8.0154e-05-0.00062738i,-5.9763e-05-0.00027255i,0.00040201-0.00023942i,0.00051751+0.00049208i,1.2479e-05+0.0020571i,0.00012256+0.0012227i,0.00010212-0.0002668i
0.00025419+0.0014945i,-9.2969e-05+0.00045337i,3.1843e-05-0.00078071i,0.00095481-0.0008702i,0.001866-0.00025416i,0.0016084+0.00083171i,0.00097888+0.0013394i,0.00015513+0.00069851i,0.00016034+0.00020859i,0.00096962+0.00036216i,0.0010885+0.00021954i,0.0009101-4.543e-05i,0.000463+5.1363e-05i,-0.00058359+0.00075831i,-0.00093309+0.00016113i,-0.00025283-0.00050517i,-7.5436e-05-0.00039219i,-6.8178e-05-0.00059128i,-0.00019675-0.00033316i,-0.00041878+0.00011143i,-1.1689e-06+0.00021798i,0.00093613+5.5748e-05i,0.00081765-7.4472e-05i
0.0014747+0.00039964i,0.0012314-0.00038595i,0.0014711-0.0007007i,0.001722+0.00078942i,0.00094419+0.0018399i,0.0014267+0.0009152i,0.0011299+0.00038502i,-4.8825e-05+0.00087491i,-0.00050194+0.0012145i,-0.00023984+0.0012097i,0.00052802+0.00074813i,0.0010695+0.00015326i,0.0011979+2.7282e-05i,0.0010464-3.6097e-05i,0.00038166+0.00022834i,2.3605e-05+0.00033466i,-0.00048168+0.00049634i,-0.000527+0.00083915i,5.1716e-05+0.00058886i,-0.00065197+0.00043088i,-0.00045695+0.00095354i,0.00019836+0.00096136i,-0.00026796-0.0001179i
0.0013807-6.7077e-05i,0.001479-0.0011432i,0.00085492-0.00058888i,0.00093607+0.00092683i,0.0024471+0.0015427i,0.0025148+0.00090825i,0.0014874+0.0012057i,0.0014767+0.0013775i,0.0010121+0.00030867i,0.00043457-0.00010398i,0.00038756+0.00029473i,0.0003564+0.00088917i,0.00029559+0.00052919i,0.00037505-6.7733e-05i,0.00010398-0.00035083i,-0.00041091-0.00061115i,-0.00061188-0.00016819i,-0.00082674+0.00057592i,-0.00061927+0.00085551i,-0.0005661+0.00065305i,-0.00031775+0.00010932i,0.00034938-0.00012875i,0.00082763+0.00062159i
0.002199+0.00063571i,0.002695+0.00020139i,0.0012421+0.00046865i,0.00051174+0.0015699i,0.0010283+0.0016887i,0.0011495+0.0014147i,0.0010944+0.0014595i,0.00050445+0.00061606i,-0.00089704-0.00049694i,-0.00059412+0.00028079i,4.3997e-05+0.00048468i,-5.0393e-05-8.772e-05i,-0.00014514-4.3956e-05i,0.00011552-0.00031239i,0.00047914-0.00052155i,0.00056898-0.00059278i,-0.00017694-0.00018668i,-0.00074151+0.00047601i,6.2766e-05+0.0010762i,0.0004742+0.001732i,-8.0749e-05+0.0012527i,-9.0103e-06+8.5519e-05i,0.00048727-0.00035265i
0.0031662-0.00091316i,0.0025-0.001035i,0.0014762-0.00037739i,0.00068561+0.00052525i,0.00018411+0.0013676i,-0.0001064+0.0019765i,0.00016141+0.001754i,0.0004297+0.00094145i,0.00061965+0.00046508i,0.0006866+0.00070779i,0.00047191+0.00090992i,0.00057334+0.00011686i,0.00035798-7.1996e-06i,0.00013854+0.00041611i,-0.00013832-2.5417e-06i,-0.0010577-0.00037007i,-0.0012969-0.00012536i,-0.00018435-0.00065462i,0.00028154-0.0011101i,0.00065925-0.0010328i,0.00045548-0.0009358i,-0.00050805-0.00052559i,-0.0013421-0.00034125i
0.00058926-0.0013049i,0.00045844-0.0011025i,-0.00042951+4.1764e-05i,0.00036842+0.00042879i,0.0021766+0.0013427i,0.0020021+0.0019913i,0.00080326+0.0013631i,9.9342e-05+0.00067466i,-0.00020953+0.00050507i,0.00024546+0.00013241i,0.00031732-0.00030487i,0.00025424-0.00046864i,0.00024086-0.00043011i,-2.2524e-05-0.00016397i,-0.00030064+0.00023696i,-0.00085998+0.00095114i,-0.0013791+0.00094734i,-0.0010733+0.00048328i,-4.5283e-05+0.00056365i,-0.00010767+0.00096486i,-0.00031785+0.00051971i,0.00034057-0.00035086i,0.00059061+3.1906e-05i
0.0011494-0.0012849i,0.0013348-0.0018892i,0.0013616-0.0012129i,0.00021988-0.0007426i,-7.865e-06-1.6212e-05i,0.00079768+0.00077195i,0.00033616+0.00065653i,-0.00023866+7.8295e-05i,0.00026062+0.00041787i,-0.00037518+0.00021121i,-0.00074573-0.0008409i,0.00017162-0.0011413i,0.00031176-0.0006594i,0.00020694-0.00050937i,0.00014204-0.00045623i,-0.00033609+1.4455e-05i,-0.00044922+2.4831e-05i,0.00025252-0.00070242i,0.00039382-0.00032046i,1.7317e-05-2.602e-05i,2.5008e-05-0.00073087i,-0.0001208-0.00048549i,0.000301-0.00012647i
0.0020619+0.0016562i,0.0021694+0.00022101i,0.0020847-2.2058e-05i,0.0017006+0.00058558i,0.0011695+0.00060955i,0.00010671+0.00039371i,0.00010065+0.00056222i,0.00079484+0.0004095i,0.00091019+6.0893e-06i,0.00023783-6.8145e-05i,-0.0008069+0.00019987i,-0.0011037+0.00014342i,-0.0009707+1.3255e-05i,-0.00055144+0.00045267i,2.7685e-05-8.7719e-05i,0.0002526-0.0005085i,-7.8542e-05+3.7204e-05i,-0.00039695+0.0008359i,0.00014181+0.0011705i,0.00066565+0.00059694i,0.00028196+0.00033599i,0.00063575+0.0004856i,0.00077026+1.7293e-05i
0.0028136+0.00084894i,0.0025675-0.00068151i,0.0020114-0.0014731i,0.0015456-0.00067674i,0.0011043+0.00070957i,0.00042439+0.0013942i,-0.00014614+0.0010797i,0.00019215+0.00038941i,0.00070452-0.00026699i,0.0001575-0.00093582i,-0.00041485-0.001037i,-0.00020191+0.00014237i,0.00059271+0.0013815i,0.0015956+0.00024495i,0.0020563-0.00064558i,0.0010976-0.00013856i,0.00047242-0.00014158i,0.00044441-0.0003384i,0.00038852-0.00085334i,0.00034424-0.00061575i,-0.00037385-0.00015275i,-0.00017114-0.00040261i,1.3384e-05+0.00015014i
0.0032179+0.00011226i,0.0020059-0.00050346i,0.0014058+0.00060512i,0.00066816+0.00059655i,0.0005539+0.00024905i,0.00035266+0.00083343i,4.6322e-05+0.0012702i,7.7783e-05+0.0011485i,-0.00013598+0.00027359i,-0.00013239-0.0006056i,-0.00065406-0.0005112i,-0.0012877-0.00029555i,-0.00023079-0.00045042i,0.00053666-0.00096819i,0.00010452-0.00070511i,0.00038134-3.1473e-05i,0.00097665+2.829e-05i,0.00024896-2.212e-05i,-0.00033553+2.7712e-05i,0.00010548+0.00022292i,0.00056721+0.00052521i,0.00060886+0.00037919i,-8.954e-05+0.00028223i
0.0037243-0.00132i,0.002768-0.0012776i,-8.1263e-06-0.0015408i,-0.0012242-0.00056053i,-0.00023636+0.00041319i,-1.4009e-05+0.00063992i,0.00023328+0.00078882i,0.0010084+0.00054364i,0.0012942+0.00019309i,0.000653+7.8574e-05i,-0.00012472-0.00054744i,-0.00039562-0.00065404i,7.3907e-05-0.00055116i,0.00078126-0.00059528i,0.00080842-0.00090325i,0.00049692-0.00076395i,0.00013307+6.7174e-05i,0.00013104-8.2742e-05i,0.00077975-0.00026686i,0.0013409+0.00024595i,0.0013307+0.00035634i,0.0011071+0.00055727i,0.00040617+0.00048536i
0.00074087-0.00062339i,0.00074423-0.0010689i,0.00068674-0.00055274i,0.0011334+0.00066783i,0.0017327+0.0011515i,0.00089147+0.00071967i,0.00024146+0.00027627i,0.00068684-1.4743e-05i,0.00040647+0.00039588i,2.9799e-06+0.00012371i,0.00015798+1.6146e-05i,8.2137e-05+1.7656e-05i,3.316e-05-0.00070644i,0.00045499-0.00079915i,0.00065091-0.00070237i,0.00069166-2.6068e-05i,0.00037331+0.00071068i,-0.00025115+0.0012819i,-0.00015114+0.001746i,0.0010265+0.00096267i,0.00095418+4.5332e-05i,0.00010105+0.00022741i,7.5622e-05+0.00070551i
0.0021036-0.0019356i,0.0030188-0.0013942i,0.0017083-0.001216i,-0.00048706+0.00025237i,-0.001254+0.0017277i,-0.00073437+0.0015452i,-0.00039251+0.00094096i,-0.00073756+0.00058229i,-0.00067106+0.00058066i,-0.00034053+0.00014031i,-0.00012442+6.5115e-05i,0.00058587+0.0001393i,0.00062632+7.5377e-05i,0.00047459-0.00035666i,0.00055888+3.6704e-05i,0.00014258-1.2755e-05i,-0.00053153-0.00077059i,-0.0013697-0.00085967i,-0.00048093-0.00017699i,0.00040397+0.00072147i,-0.00022112+0.0014971i,-0.00012345+0.0011417i,0.00038861+0.0010626i
0.0021244-0.001804i,0.0026921-0.00179i,0.00094363-0.00048491i,2.9518e-06+0.0002793i,0.0008314+0.00057017i,0.0007552+0.0013787i,0.00025282+0.0013038i,-0.00025206+0.00063942i,-5.6173e-05+0.00025994i,9.5096e-05-0.00020272i,0.00013415-0.00059219i,-7.7357e-05-0.0010487i,-5.8705e-05-0.0017522i,0.00015939-0.0018453i,-0.00033338-0.0012077i,-0.00061189-0.0005309i,-0.00030787-0.0003546i,-0.00020368-0.00090733i,-8.1869e-05-0.0010616i,-0.00029082-0.00022284i,-0.0004437+0.00012731i,0.00017088-0.0004685i,-2.0839e-05-0.00090763i
0.0017677-0.00019643i,0.00090778-8.6238e-05i,0.00062976+0.00030554i,0.0014525+0.00021423i,0.0014681-0.00013559i,0.00058949-0.00027891i,0.00069571+0.00058509i,0.00055249+0.00078825i,0.00028472+0.00015651i,0.00044129+9.6781e-05i,0.00058314+0.00052644i,0.00040503+0.00029076i,3.5474e-05+2.9431e-06i,0.00059646+3.514e-05i,0.0010242-0.00019576i,-2.7699e-05+0.00011478i,-0.0010128+0.00050315i,-0.00088758+0.00090851i,-0.00045305+0.0009728i,-0.00049893+0.00046346i,-0.00038112-0.00032832i,0.00031698-0.00084935i,0.00064039-0.00022083i
0.00098605+0.0010163i,0.00060892+0.00041646i,0.00076545+0.0007561i,0.0012576+0.001524i,0.0014954+0.001819i,0.0015716+0.0010652i,0.0013431+0.00043884i,0.001145+0.00041233i,0.00093095+0.0010116i,-2.1107e-05+0.00059077i,-0.00022758-4.729e-05i,-0.00090938-0.00051579i,-0.0013899-0.0010536i,-0.0006227-0.00053302i,-0.00057512-0.00061732i,-0.00070673-0.0011313i,-0.00071737-0.00097316i,-0.00072436-0.00079569i,-1.529e-05-0.00016708i,0.00055126+0.00029473i,0.00043013-0.00023767i,0.00051552-0.00089896i,0.00060148-0.00030692i
0.0011752+0.00096832i,0.0012997+0.00074332i,0.0012118+0.00043658i,0.00093607+0.00024043i,0.00081829+0.00047216i,0.00072166+0.0012249i,0.00066112+0.00081956i,0.0010225-0.00029394i,0.00086351-2.0407e-05i,0.00027918-0.00023592i,0.00013825-0.00069679i,0.00049122+2.8904e-05i,0.00042262+0.00021356i,0.00084918-0.00035529i,0.0016329-0.0010796i,0.0011351-0.00098918i,0.00019365-0.0001148i,-0.00032902+0.00028549i,-0.00074249+0.00028905i,-7.1447e-05+0.00036484i,0.00021745-0.00027774i,0.00011085-0.00057313i,0.00068185-0.0004509i
0.0020704-0.00018627i,0.0018045-0.0015792i,0.0010266-0.0019673i,0.0020475-0.0010834i,0.0025681-0.00018531i,0.0012853+0.00040872i,0.00065117+3.3363e-05i,0.0010031-8.8594e-05i,0.00074511+0.00037209i,0.00030378+0.00077726i,0.00017881+0.0012293i,0.00038143+0.0012759i,0.0012395+0.00082305i,0.0013835+0.00033709i,0.00020131+7.8358e-05i,8.3844e-05+0.00026374i,0.00047695+0.00091446i,-0.00025997+0.0012128i,-0.0008674+0.00096847i,-0.00065656+0.00072298i,-0.00034219+0.00036849i,0.00051719-6.2597e-05i,0.001045-8.4005e-05i
0.004648-0.00056346i,0.0036909-0.00043395i,0.0023999-0.00054107i,0.00015316+0.00028057i,-0.0011239+0.00097309i,0.00021985+0.00069503i,0.00087746+0.00062335i,7.3022e-05+0.00016i,3.735e-05-0.0012635i,0.00083864-0.00085137i,0.0014073+0.0010454i,0.00018237+0.0017262i,-0.00037907+0.0005092i,0.0003495+6.4535e-05i,6.4267e-05+0.00049919i,-0.00036736+0.00058418i,-4.4618e-05+0.00046494i,0.00046624-0.0001297i,0.00026709+0.00023171i,-0.00023482+0.00071885i,-0.00032418-0.00028206i,-0.00074613-0.00027808i,-0.00078572+5.6655e-05i
0.0014741+0.0011203i,0.0016129+0.0015317i,0.0011903+0.0015852i,0.0014018+0.0016272i,0.0015921+0.0014045i,0.0016877+0.00077183i,0.00093021+0.00066381i,0.00011817+0.00082561i,-0.00048335+0.00017197i,-0.00041758+0.00015795i,-0.00031684+0.00033808i,-0.00053761+9.5826e-05i,-0.00020428-0.00033955i,0.00027276-0.00064643i,0.00010992-8.4357e-05i,-6.7402e-05+0.00040149i,-0.00034021+0.00082478i,-0.00039311+0.00097398i,0.00025986+0.001283i,0.0006433+0.001446i,0.00086164+0.00077646i,5.3397e-05-6.0415e-05i,-5.2073e-05-0.00049865i
-0.00064747-0.00044879i,-0.00012113-0.00078209i,-6.8034e-06-9.2834e-05i,0.00036939+0.0012136i,0.00070536+0.0021804i,0.0003444+0.00178i,-0.00045572+0.0011925i,-0.00041015+0.00061755i,-0.00013381-0.00020665i,-0.0004362+9.7374e-05i,-1.1992e-06+0.0010194i,0.00033725+0.0013242i,0.00024347+0.00071029i,0.00057773+1.2022e-05i,0.00081674-0.00036109i,0.00038594-0.00027678i,0.00044068-0.00034447i,0.0011079-0.000294i,0.00016941+0.00056097i,-0.0007177+0.00081759i,0.00011721+0.00050238i,0.00087298-0.00021692i,0.00073165-0.0010021i
0.00075679-0.00056132i,0.00085247-0.0014878i,0.00069965-0.0012591i,0.0012189-7.6098e-05i,0.0014777+0.0010953i,0.00044432+0.001172i,-0.00019769+0.00080743i,-0.00026072+0.00043735i,-0.00087115+0.00010919i,-0.0010468-0.00025741i,-0.00059664-0.0010369i,0.0001038-0.0017481i,0.000278-0.0016349i,-0.0003794-0.00068481i,-0.00055703-0.00052158i,-0.00073019-0.00093724i,-0.0007199-0.0011168i,-0.00030923-0.00049941i,-0.0001378-0.0002759i,-0.00054907-0.00031302i,-0.0010788-0.00026534i,-0.00089491-0.00044749i,-0.00029057-0.0009079i
0.0011999-0.0017861i,0.0013434-0.0005893i,0.00049417-0.00060197i,0.0001319-3.5232e-06i,5.2319e-06+0.00066508i,0.00055545+0.0009285i,0.001117+0.00069608i,0.00022139-5.104e-05i,-0.00037049-0.00064256i,8.2831e-05-0.00073053i,-8.7277e-05-0.0008573i,-0.00030048-0.00022928i,0.0001209+0.00022622i,-0.00011964+0.00030165i,-0.00070208+8.4507e-05i,-0.00073917-0.00020118i,-0.00013777+0.00012963i,5.6085e-05+0.00038099i,0.00076374-0.00042508i,0.00083815-0.00074252i,0.00067918-0.00052376i,0.00077032-0.00059204i,0.00088008-0.00027812i
