-0.00058894+0.00064711i,-0.00093717-0.00063822i,-0.003421-0.0019525i,-0.0033214-0.0015318i,-0.0014097+0.00042008i,-0.0010009+0.00066699i,-0.0012232+0.00067369i,-0.00054793+0.00082231i,0.00094593+0.00055364i,0.0019477+9.6367e-05i,0.0015369-0.0004627i,0.00079903-0.00040802i,0.00043862-0.00032677i,0.00029486-0.00010914i,0.00024865-0.00011315i,0.00016263-0.00027494i,9.6964e-05-0.00020248i,0.00024159-0.00012868i,0.0004054-0.00078451i,0.00043425-0.0012412i,0.00034266+6.6168e-05i,0.00036398+0.00088085i,-1.2433e-05+0.00027897i
0.0025861-0.0016619i,0.0021773-0.0022099i,0.0018429-0.0030247i,0.00047148-0.0020926i,-0.00089634-0.00031604i,-0.00099212+0.00029132i,-5.3772e-05-0.0001762i,0.00016693-0.00070467i,5.0977e-05-0.0010553i,-9.2075e-05-0.00094607i,-0.00062963-0.0007517i,-0.00054426-0.00067353i,-1.5216e-05+6.6219e-05i,0.00035018+0.00077381i,5.5044e-05+0.00024313i,-0.00072638+0.00015837i,-0.00049329-1.5744e-05i,-0.00026196-0.00044225i,-0.00048434-0.00099463i,-0.00019609-0.0014713i,9.7543e-05-0.0011751i,4.3447e-07-0.00062125i,-0.00051879-0.00017416i
-0.00021881+0.0014461i,-0.00046481+0.0022452i,-0.00031134+0.0030832i,0.00046785+0.0018677i,0.0015366+0.00084948i,0.0016713+0.00079768i,0.00034271+0.00018437i,-0.00078927+0.00021072i,-0.0010753+0.00062379i,-0.0013994+0.0012533i,-0.0006068+0.0013778i,0.00037419+0.00090936i,0.00067384+0.00062916i,0.00072819+0.00018294i,0.0006116+3.6796e-05i,0.0008228+0.00054293i,0.001498+0.00084663i,0.0009737+0.00048721i,0.00039006-0.00010571i,0.00016171-0.00099071i,0.00038013-0.0011158i,0.00027156-9.9331e-05i,-9.493e-05+0.00018555i
-0.00039784+0.00093786i,-0.00059529+0.00079846i,-0.00071559+0.00022993i,-0.00079405-0.0011669i,-0.00039539-0.0017868i,0.00022137-0.0016958i,0.00054841-0.0011192i,0.00094285-0.0010027i,0.001166-0.00091641i,0.00045894+4.8111e-05i,2.0787e-05+0.0001606i,-0.00015243+0.00037075i,-0.00037364+0.00089759i,-0.00038489+0.00081455i,-0.00020623+0.00026195i,0.00039236-0.00041624i,0.0010786-0.00085951i,0.0013822-0.00056649i,0.00093567-0.00047i,0.00073854-0.00065857i,0.00076954+0.00024915i,0.00051848+0.00050058i,0.00046597-4.3366e-05i
-0.0014086-0.00038825i,-0.0011691-0.00023626i,-0.0010022+0.0005402i,-0.00096037+0.0016222i,-0.00074543+0.0011506i,-0.00041387-0.00014828i,-1.8474e-05+5.4019e-06i,5.3587e-05+0.00060901i,-0.00055567+0.00024481i,-0.0009991+0.00026277i,-0.0010389+0.00092225i,-0.00029729+0.0012979i,-1.317e-05+0.00088765i,-5.6256e-05+0.00016042i,-0.0001204+1.7933e-05i,-5.5551e-05-0.00022617i,0.00040986-0.0011887i,0.00029318-0.0010702i,0.00081029+0.0001645i,0.0006052+5.1873e-05i,1.2979e-06-0.00025454i,-0.00010078+0.00078693i,-0.00072231+0.0013801i
-6.2397e-05+0.0035554i,0.0011194+0.0031884i,0.0016569+0.0023789i,0.0010208+0.00037617i,7.0931e-05-0.00077517i,0.00013623-0.00038393i,0.0010383-0.00046307i,0.0011608-0.00036171i,0.00045074-0.00026364i,0.00022893+0.00057027i,0.00031458+0.00060322i,-0.00034005-0.00011255i,-0.00036298-0.00059289i,0.00032283-0.00075168i,0.00026821-0.00038915i,-2.5511e-05-9.0475e-05i,2.4433e-05-0.00040762i,-1.1053e-05-0.00093728i,-9.5905e-05-0.00046116i,5.4106e-05+0.00071051i,0.00024663-9.5882e-05i,0.00020232-0.00050386i,0.00027429+7.6475e-05i
-0.0011803+0.0007525i,-0.0030163+0.0019523i,-0.0038039+0.0023455i,-0.0020683+0.0022729i,-0.00010083+0.0014494i,0.00068378+0.0011333i,0.00044174+0.00049793i,0.0002673-0.00031994i,-0.0003018-0.00056417i,-0.0011153+0.00072239i,-0.001401+0.0018257i,-0.0011554+0.0014935i,-0.00067464+0.00089161i,-2.0739e-05+0.00011441i,0.00041268-0.00044465i,0.00061438-0.0002363i,0.00041955+0.0003038i,0.00034122-0.00014153i,0.00028337-9.6694e-05i,0.00053561+0.0003966i,0.00056672+3.2092e-05i,0.00055126+0.00050497i,0.00069035+0.0011438i
-0.0015252+0.00039201i,-0.00040395-0.00028348i,-0.00056778-0.00064463i,-0.00051437+0.00021959i,0.00037258+0.00070002i,0.00096736+0.00016518i,4.1884e-05-0.00051925i,-0.0010047-0.00087468i,-0.00055098+5.9725e-05i,0.00026517+0.0010166i,0.00026227+0.00099056i,3.3876e-05+0.0001961i,0.00044224-0.00013724i,0.00020245+0.0002565i,-8.0365e-05-3.0712e-05i,0.00032157-0.00039169i,3.94e-05-0.00041129i,-0.00021267-0.00043104i,-0.00011536-0.00091778i,7.1862e-07-0.00078989i,0.00014538-0.0002107i,-0.00012999-5.7358e-05i,-0.0002929+0.00029224i
0.00079497+0.0012864i,0.0013831+0.0012944i,0.0019118+0.0010067i,0.0007766+0.00063344i,0.00041778-0.00073588i,0.0014775-0.0012795i,0.0016044-0.0007694i,0.00075625+0.00017286i,0.0005575+0.00062359i,0.00011425-0.00012294i,-0.00055338-4.7998e-05i,-0.00081801-7.728e-05i,-0.00060831-0.00051558i,0.00060156-0.00059429i,0.0011805-0.00014394i,0.0010457+0.00012345i,0.0011875+0.00015475i,0.0016454+0.00018295i,0.001688-0.00033468i,0.0005444-0.00039171i,-0.00015723-0.00043857i,0.00033574-0.00088027i,3.7295e-05-0.00085956i
-0.0012059-0.00054809i,-0.0023408+0.0002274i,-0.003078+0.0014062i,-0.0013227+0.0013768i,-0.00035038+0.0012924i,3.2662e-05+0.0018837i,0.00031637+0.00087952i,6.9681e-05-0.00035582i,-0.00056834-0.00066478i,-0.0011714-0.00050496i,-0.0010154+0.00055629i,-0.0010526+0.001435i,-0.0013493+0.0010859i,-0.0013453+0.0005185i,-0.0010624-0.00025633i,0.0002344-0.00081736i,0.00065601-0.00051761i,0.00018332-0.00070435i,0.00027666-0.00038294i,0.00035941-0.00032686i,0.00028509-0.00046036i,-1.7452e-05+4.3501e-05i,-0.00021365+0.00067083i
0.00036292+0.0018697i,0.00047747-0.0002436i,0.0021668+0.00045669i,0.0022054+0.00086839i,0.0012635-0.0001833i,0.00058481-0.00093027i,-0.00011686-0.0009656i,-5.8832e-05-0.00042771i,0.00026222+0.00016653i,-9.7084e-05+0.00042127i,-0.00046967+0.00014254i,-0.00017518-8.2851e-05i,0.00014497+0.00052716i,0.00052579+0.00040626i,0.00095037-0.00048977i,0.000725-0.001073i,0.00059699-0.0011079i,0.00051967-0.00093848i,1.5776e-05-0.00048241i,3.8302e-05+6.5462e-06i,0.00030374-5.0483e-05i,0.00036572+0.00042831i,-0.00053437+0.00058371i
0.0016202-0.00011853i,0.0013452+0.00021549i,0.00025145-0.00015113i,-8.025e-06-0.0010419i,-0.00040572-0.00063929i,-0.00071698-0.00015792i,-1.0066e-05+0.00033557i,0.00039695+0.00078169i,0.0003541+0.00080218i,0.00034316+0.00025082i,0.0001334-6.0312e-06i,-4.7988e-05+0.00092838i,0.00050961+0.00097239i,0.0012701+0.00069235i,0.0010772+0.00075377i,0.0010493+0.00061328i,0.001417+9.0354e-05i,0.0013403-0.00037977i,0.00089687+0.00017893i,0.00026301+0.00066263i,-0.00031776+0.00065386i,-0.0011756+0.00023849i,-0.0012978-0.00030615i
-0.0011235+0.00056605i,-0.0018971+0.0015386i,-0.0020185+0.0020961i,-0.0015065+0.00085382i,-0.00064978-0.00034853i,-0.00015673-0.00058536i,0.00015855-0.00043397i,0.00010646-0.0001118i,-0.00038575+0.00052872i,-0.00045861+0.00035708i,-0.00021241-0.00024225i,-5.254e-05-0.00036023i,0.00059747-0.00058057i,0.00083937-0.000596i,0.00029375-0.00026687i,-0.00034636-0.00012317i,-0.00030796+0.00019489i,-0.00010343+0.00027713i,-0.00064309+0.00053062i,-0.00055691+0.00070854i,-0.00010772+0.0012446i,-0.00024117+0.00090131i,0.00023488+0.00012275i
0.00011283+0.00050458i,0.00026351-0.00099611i,0.0007362-0.0014743i,3.2853e-05-0.0011274i,-0.0010553-0.00039675i,-0.0010933-0.00015635i,-0.0003257+2.3458e-05i,-0.00074924+0.00032439i,-0.00061301-0.00037501i,0.00028245-0.00052302i,0.00013263+0.0002408i,-4.949e-05+0.00027025i,0.00059949+3.335e-05i,0.0011631+0.0002854i,0.0011998+0.00081141i,0.0010109+0.00060368i,0.00091033+0.00046188i,0.00065574-0.00044596i,0.00015993-0.0013096i,0.00033005-0.00079304i,-5.1472e-05-0.00016384i,-0.00086658-0.00061774i,-0.001231-0.00097911i
0.0020731+6.0208e-05i,0.0022366+0.00031717i,0.0022332+0.00038859i,0.0018823-0.00042848i,0.00069899-0.0012838i,-0.00030777-0.0016098i,-0.00013094-0.001877i,-0.00035933-0.0010963i,-0.00050567-6.1231e-05i,3.7248e-05-0.00036869i,-0.00034501-0.0012204i,-0.0003535-0.00085253i,0.00059713+0.00010788i,0.000629+0.00062857i,-0.00025692+0.00078583i,-0.00048544-0.0003148i,-0.00025292-0.0011709i,0.00023777-0.00067597i,0.00076635+0.00053479i,0.0010505+0.0010272i,0.00064846+0.00066411i,-1.7009e-05+0.00089604i,4.571e-05+0.001089i
-0.0017346+0.001112i,-0.0016128+0.0014977i,-0.0020429+0.0019394i,-0.001623+0.0015499i,-0.00027924+0.0022105i,0.00093372+0.0020799i,0.0012587+0.00032878i,0.0011814+0.00012156i,0.00076411+0.0013005i,0.00017217+0.0017697i,-0.00019234+0.0014125i,-0.00072247+0.00073589i,-0.0007178+0.00052014i,-0.00018178+0.00078065i,-1.4584e-05+0.0003302i,0.00015056-0.00037193i,0.00039641-0.00068152i,0.00016982-0.00021325i,-0.00013382+9.4744e-05i,0.00027097-0.00026781i,0.0010536-0.00019928i,0.00077068+0.00020384i,0.00022676+0.0002285i
-0.00118-0.002028i,-0.0011602-0.0020701i,-0.0018923-0.0020541i,-0.0022048-0.0015904i,-0.0014989-0.00068756i,-0.0005193+4.3146e-05i,-0.00044934+0.00019114i,-0.00095168-0.00014142i,-0.0013535+1.4502e-05i,-0.0012354+0.00067807i,-0.0016071+0.00065682i,-0.0016096+0.00014711i,-0.0010259+0.00041281i,0.00031846+0.00068579i,0.0011514+0.00072593i,0.00043063+0.00066859i,0.00072045-0.00015618i,0.00051069-0.0010152i,-0.00056398-0.0014911i,-0.00050241-0.0013803i,0.00029332-0.00077369i,0.00068048-0.00033408i,0.00046856+7.5578e-05i
0.00036729+0.0015817i,0.0012042+0.0018884i,0.00064467+0.002041i,-4.4524e-05+0.0012785i,0.00054286+3.5706e-05i,0.0017021-0.00019471i,0.0021077-0.00020146i,0.0013379-0.00099954i,0.0004698-0.0012615i,-0.00058376-0.00017834i,-0.00070492+0.00062831i,8.7264e-05+0.001026i,0.00053575+0.001083i,0.00077815+0.00048844i,2.2945e-06-3.502e-06i,-0.00037968-0.00063316i,-0.00055456-0.0011229i,-0.00037477-0.0010768i,-0.00017401-0.00024416i,0.00025594+0.00016326i,0.00068111-0.00030886i,4.5455e-05-0.00060781i,3.147e-05+1.2117e-05i
-0.0015643-3.5627e-05i,-0.0019673+0.00038481i,-0.00176+0.00086306i,-0.00097775+0.00027116i,0.00088035+0.00061999i,0.0016347+0.0009069i,0.0013268+0.00018924i,0.0015126+0.00056518i,0.00016622+0.00093464i,-0.0010724+0.00040442i,-0.00010928+0.0004003i,0.00030955+0.00065637i,5.5081e-05+0.00063558i,0.00040293+0.00063408i,0.00040006+0.00082709i,-8.2767e-05+0.00035854i,-0.00020685+0.00012739i,7.9246e-05+0.00046525i,-0.00021487+0.00027677i,-0.0010716-0.000547i,-0.00076734-0.00077706i,-0.00016954-0.0002397i,-0.00043724+1.5559e-05i
-0.0011261-0.00028583i,-0.0012348-0.00064971i,-0.0013285+0.00059945i,-0.00032718+0.0011271i,0.0002029+0.00071851i,0.00032034-3.7403e-05i,0.00057437-0.00063789i,0.00093016-0.00011508i,0.00047493+0.00070312i,-0.0003817+0.00074013i,-0.00058342+8.8893e-05i,-5.6203e-05-7.1402e-05i,0.00029614+0.00064562i,0.00033184+0.00056636i,0.00057273-7.7313e-05i,0.00020359-0.00016895i,0.00069783-2.8382e-05i,0.0011448+0.00015878i,0.00073662+0.00012781i,0.00095525+0.00052672i,0.0003774+0.00043893i,-0.0003065+0.00036797i,-0.0002303+0.00078763i
2.3492e-05+0.00042709i,0.00099454+0.00030899i,0.00048464+0.00056149i,-0.00045192-0.00011856i,-0.00061778-0.00017859i,-0.00076841-0.00012105i,-0.00039575-0.00069122i,-0.00015898-0.00067022i,-0.0005839-0.0010925i,-0.0014453-0.0010899i,-0.0010916-0.00042192i,0.00030937+2.1997e-05i,0.00058803+0.00022638i,0.00030748+1.1808e-05i,0.00054531-0.00021684i,0.00054128-0.00032486i,0.00062872-0.00076339i,0.00074558-0.00066306i,0.00032712+4.3391e-05i,1.8975e-05+9.3502e-05i,0.0005838+0.00015453i,0.00091418+0.00061625i,0.00022245+0.00083474i
-0.00065715+0.0033271i,-0.00036273+0.0025346i,0.0001302+0.0012862i,0.00085265-0.00054511i,0.0018206-0.0012275i,0.0016617-0.001061i,0.00064038-0.00078149i,0.00069666-0.00032428i,0.0004866-0.00021979i,-4.8963e-05+0.00036837i,-0.00029439+0.00050648i,3.0942e-05+0.0002139i,0.0004025+0.00062008i,0.00086152+0.00020692i,0.0010916-0.00053452i,0.00048238-0.00052007i,-0.00022558+6.4164e-05i,-0.00037029+4.6445e-05i,0.00038694+0.00010674i,0.0010528+6.9946e-05i,0.00087418-4.8589e-05i,0.00039127+0.00020094i,0.00020202+0.00038938i
-8.0222e-05+0.001157i,-0.00057436+0.0014015i,-0.00048387+0.0029378i,0.00084734+0.0027715i,0.0016952+0.0015123i,0.0011943+0.0011671i,0.00086363+0.0011463i,0.00052388+0.0016506i,3.3866e-05+0.00080341i,-0.000306+0.00017096i,-2.1769e-05+0.00041229i,0.00051632+0.00015836i,-2.4643e-05-0.0001543i,-0.00044875+4.2539e-05i,-0.0003092+0.00011302i,-0.00025531-4.4613e-05i,3.7371e-05-0.00025283i,0.00027008-0.00025363i,0.00059793-0.00012i,0.00027369-0.00020509i,0.0005313-0.00038518i,0.0010151-0.00069302i,0.001012-0.00064724i
0.00016931+0.0013777i,0.00028201-0.00055914i,0.00033227-0.0014592i,-0.000753-0.0018763i,-0.00063874-0.0022249i,0.00044643-0.0019889i,0.00073722-0.0015803i,0.00045196-0.00070739i,-2.2767e-05+0.0005528i,-0.00046535+0.00097448i,-0.00087445+0.00040135i,-0.00091178+0.00024758i,-0.00057528+0.0004882i,2.5849e-05+7.258e-05i,0.0011505+0.00028718i,0.0012265+0.0013066i,0.00031164+0.001753i,-0.00027669+0.00092015i,4.9457e-05+0.00030218i,0.00013395+0.00022525i,-9.3156e-05-0.00015928i,-0.00020075-0.00087291i,-0.00040073-0.00083639i
0.00017743-0.00096544i,-0.00093104-0.00064483i,-0.0010252-0.00094278i,-0.0010982-0.0012823i,-0.00099927-0.00074772i,0.00026944-0.00045975i,3.7565e-05-0.00026357i,-0.00043277-0.00016033i,-0.00051331+0.00045078i,-0.0012206+0.00081515i,-0.0018407+0.00085774i,-0.0014338+0.00092503i,-0.0011117+0.00049817i,-0.0005919+4.7353e-06i,-6.2478e-05-0.00043205i,-0.00050595-0.00058561i,-0.00098553-0.0013678i,-0.00026806-0.0019265i,0.0004303-0.00091751i,7.636e-05-0.00060241i,-0.00029919-0.00063034i,-1.7375e-05+0.00018066i,-0.00026873+0.00042556i
0.000496-0.00042818i,0.00019223-0.00064268i,0.00026313-0.0017798i,-0.00037489-0.0022886i,-0.0011969-0.0018867i,-0.0011065-0.0012346i,-0.00048391-0.0006732i,0.00026166-0.00050232i,0.00040266+0.00010663i,-0.00049306+0.00043343i,-0.00060725-5.5828e-05i,-0.00014188-0.00023634i,-2.0992e-05-0.00056219i,0.00049542-0.00021581i,0.00023948+0.00031695i,-0.00056822-0.00012474i,-0.001044-0.00081693i,-0.001426-0.00083404i,-0.0010651-0.0012091i,-0.00020582-0.0013456i,-0.00012451-0.00036481i,-0.00066708+0.00033465i,-0.00084781+0.00021237i
0.0020036+0.0010157i,0.0022793+0.001173i,0.001485+0.00089809i,0.0011081-8.0811e-05i,0.0012297-0.00023202i,0.0010502-6.6576e-05i,0.00067355-0.00027133i,0.00018306-0.00050971i,0.00034568-0.00027503i,0.00048383+4.0905e-05i,-0.00034391-0.00023373i,-0.0015564+7.7958e-05i,-0.00092039+0.00040191i,0.00041376+7.9939e-05i,0.00085945+0.0002695i,0.00036856+0.00073404i,1.2106e-05+5.3516e-05i,0.00026558-0.0011664i,0.00053291-0.0012598i,-0.00012015-0.00054329i,-0.00054301-0.00022918i,-0.00030542-0.00038015i,2.8899e-05-0.00026192i
-0.0015873-0.00074656i,-0.0024396-0.00037281i,-0.0022332-0.00087442i,-0.0013718-0.00083191i,-0.00080773-8.3562e-05i,2.3267e-05-0.00044399i,0.00034561-0.00029593i,-0.00033237+0.0002425i,-0.0010395+0.00023141i,-0.0012951+0.00010007i,-0.00082742+0.00038382i,-0.00034058+0.001132i,0.00041948+0.0010127i,0.00081396-2.7268e-05i,-0.00030874-0.0010418i,-0.0010982-0.00073053i,-0.00045592+0.00014355i,-0.000329+0.00063911i,-0.0005552+0.00083734i,-0.00060515+0.00070801i,-0.00056508-1.1159e-05i,6.1285e-05-0.0002069i,7.4632e-05+0.00025501i
-0.0022301-0.00089638i,-0.0019113+1.6036e-05i,-0.0029394+0.00060368i,-0.0027135+0.00038596i,-0.00042612-0.00019082i,0.0011647-0.0006028i,0.0013654-0.00094021i,0.0006912-0.00081014i,2.457e-05-2.2824e-07i,-0.00053923+0.00070233i,-0.00083297+0.00038952i,-0.00012974-0.00024548i,0.00025127+0.00028629i,0.00068787+0.00089633i,0.00091132+0.0012034i,0.00061641+0.00071796i,0.00062872-0.0003663i,-0.00010793-0.00038541i,-0.00053246+2.5622e-05i,-0.00012116+0.00010433i,9.1972e-05+0.00039057i,-3.1042e-05+0.0010417i,-0.00056021+0.00064615i
-0.00039728+0.00074039i,-0.00058552+0.00061329i,-0.00011211+0.00058714i,0.001007-9.162e-05i,0.0012151-0.00030193i,0.00039041-0.00013866i,-0.00041647-0.00058024i,-0.00033028-0.00018488i,-0.00045016+0.00014456i,-0.00018816+0.00019964i,-0.00018606+0.0014882i,-0.00074007+0.0018198i,1.9668e-06+0.00056049i,0.0012736+0.0006729i,0.0011465+0.0008552i,0.00027486+0.0008608i,-0.000256+0.0010598i,-0.00040303+0.00041371i,-0.0004163+1.1013e-05i,0.00012836-6.2347e-06i,0.00069701-0.00028195i,0.00049127-0.00062213i,-9.3887e-05-0.00039088i
-0.0015139-0.00024013i,-0.0016669+6.7986e-05i,-0.0029344-0.00071283i,-0.0030586-0.0012122i,-0.0014036+0.00041249i,0.00049266+0.00066894i,0.00059785-0.00071263i,0.00013413-0.00028084i,0.00016369+0.00020575i,-0.00010465-0.00035654i,-0.00047724-0.00074137i,-0.00041154-0.00029337i,1.0427e-05-0.0005417i,0.00029167-0.00033142i,0.00046676+0.00010355i,0.00024062-0.0002685i,0.00021958-0.00086443i,0.00090516-0.00061515i,0.00084307-0.0003877i,0.00026554-0.00059944i,-0.00067498-0.00017483i,-0.00091984+0.00022991i,0.00014765+0.00096239i
0.00067062-0.00078255i,0.0015718-0.00091403i,0.002601-0.00072123i,0.0025035+0.00051969i,0.00095819+0.0011544i,0.00014705+0.00063315i,0.00019232+0.00030293i,-0.00033601-0.00064004i,-0.00031311-0.0011558i,-0.00029715-0.00065366i,-0.00044258+9.2407e-05i,-4.0539e-05+0.00050585i,8.0928e-05+0.0004843i,0.00015091+0.00049921i,0.000396-6.581e-05i,0.00040515-0.00015014i,5.985e-05+7.527e-05i,-0.00035446-0.00061042i,-3.9359e-05-0.00095726i,-8.3386e-05-0.00050511i,-0.00034669-0.00041773i,6.9541e-05-0.00011076i,5.3839e-05+0.00062052i
-0.00026968+0.00010382i,-0.0013461-0.00080673i,-0.0020431-0.00095569i,-0.002164-0.00080193i,-0.0007348-0.00089834i,0.00059236-0.0009147i,0.0013142-0.00079835i,0.00089344-0.00048534i,-0.00037868-0.00033878i,-4.1137e-05-0.00040917i,0.00020133+0.00022396i,-0.00013517+0.00097845i,0.00025092+0.00014717i,0.0011729-0.00033815i,0.00074385-1.6402e-05i,-2.4991e-05+5.1832e-06i,0.0003778+7.6543e-05i,-2.2375e-05+0.0001727i,2.2781e-05+0.0004368i,0.00043078-6.7663e-05i,0.00042965-0.00019984i,0.00013593+8.4161e-05i,-0.00027286+0.00032359i
0.00067975+0.0042558i,0.0002863+0.0039059i,0.0012919+0.002958i,0.002248-0.0001433i,0.0019331-0.0012999i,0.0008318-0.0015008i,0.0012151-0.0012254i,0.0012808-0.00028056i,0.0010051+0.00069117i,0.00097325+0.0011202i,3.3397e-05+0.00076656i,-0.00010987+0.00030435i,0.00099236+0.00016111i,0.0013854+9.7296e-05i,0.0010446-0.00034201i,0.0012874-0.00046008i,0.0014483+0.0003018i,0.001403+0.00098629i,0.00094192+0.00051206i,0.00047404-0.00023868i,0.00032043-0.00013102i,0.00025627+0.00040099i,-3.2021e-05+0.00042812i
0.0003892-0.00068128i,0.00023041-0.0010466i,-0.00025815-0.0015309i,-0.00039988-0.0011219i,-0.0007458-2.0564e-05i,-0.00026445+0.00015324i,0.00012543-0.00055849i,-0.00016147-0.0007781i,-0.00072827-0.00030523i,-0.0007109+0.00010653i,-0.00032236+7.1413e-05i,-0.00079176+0.0005024i,-0.00032294+0.00067892i,0.00049205+0.00023358i,0.00036178-2.7122e-05i,-0.00011216+2.1018e-05i,0.00020024-9.7085e-05i,0.00052699+0.00051644i,-0.00030096+0.0012298i,-0.0008445+0.000374i,-0.00059552-0.0007949i,-0.00031049-0.00098596i,0.0002691-0.0013032i
-0.00030412-0.0007274i,-0.00052401-0.00044701i,-0.0005714+0.00077127i,-0.00030537+0.0004585i,-0.00029215+7.8285e-05i,0.00016278+0.00033141i,6.5868e-05-8.3705e-06i,0.0002771-0.0003654i,0.00019491+0.00010128i,-0.00078576+0.00065229i,-0.00085104+0.0004977i,-0.0012484+0.00050511i,-0.00091779+0.00089187i,0.0002563+0.00092384i,0.00038083+0.0002706i,0.00046637-7.8707e-05i,0.00033664+0.00028348i,0.00033363+0.00023162i,0.0002034+0.00026841i,0.00022389+0.00057871i,0.00049732+0.00071997i,0.0003339+0.00019535i,0.00035868-0.00028415i
0.00072156-0.0017672i,0.0009764-0.0024389i,0.0011327-0.0031981i,0.00030001-0.0030616i,-0.00069523-0.0023241i,6.1296e-05-0.0012976i,0.0011725-0.00016446i,0.00078124+0.0010909i,-0.00022255+0.0012136i,-0.00083737+0.0001408i,-0.00041375-3.8302e-05i,-0.00032753+0.00060189i,-0.00042575+0.00045629i,-2.8235e-05-0.0002121i,0.00017553-0.00052685i,0.00010542-0.00080601i,3.2663e-05-0.0004461i,0.00047361+0.00017907i,0.0010337+0.00055149i,0.00037665+0.00040989i,-0.00023574+6.8988e-05i,0.00012267-0.00088757i,0.00028627-0.0013595i
0.00024612+0.00085548i,0.0010187+0.00029219i,-0.00014357+4.1332e-05i,9.6942e-05+0.00069016i,0.00057621+0.0010929i,-0.00027376+0.00013266i,-0.00093355-0.00031468i,-0.00071143-0.00046002i,-0.00041562-3.3365e-05i,-0.00062382+0.00080435i,-0.00066662+0.00030999i,-0.00086576-7.622e-05i,-0.00065812+0.00019996i,0.0005932+0.00046473i,0.0012353+5.7635e-05i,0.00040363-0.0002225i,-0.00032941+0.00021413i,-0.00037088+0.00034519i,-0.00037452+7.9749e-05i,-0.00037056-1.2688e-05i,-0.00036757+0.00021142i,7.9599e-05-0.00030174i,0.0004695-0.0013158i
-0.0014242-0.00030793i,-0.0009069-0.00051731i,-0.00043264-0.00010024i,-0.00097804+0.00040709i,-0.00068564+0.00045944i,-2.9261e-05+0.00042757i,-0.00034829-0.00012095i,-0.0007391-0.00010182i,-0.00058601+0.00071036i,-0.00065157+0.0012991i,-0.00028076+0.00094176i,0.00016361+0.00076522i,-0.00050064+0.0002957i,-0.00030634-0.00047813i,0.00041837-0.00091497i,0.00049965-0.0013129i,0.00080561-0.001252i,0.00099146-0.00068019i,0.00038422-0.00037315i,-0.00012652-0.00037709i,-0.00028517-0.00010662i,0.00022705+8.9439e-05i,0.00064309-0.00035157i
0.0012839+0.0012662i,0.0011252+0.00018883i,0.0011238-0.0011304i,0.00047292-0.001795i,7.6202e-06-0.0015829i,0.00021587-0.00034088i,-0.00020475+0.00027683i,-0.00068842+0.00028378i,-0.00030887+0.00081403i,-0.00028531+0.0005246i,-0.00040011+6.0688e-05i,-0.00055451+0.00014194i,0.00017099+0.00061129i,0.00080134+0.0010564i,0.00022609+0.00078537i,0.00020635-5.2697e-06i,0.00041447-0.00048922i,0.00044302-0.00048909i,3.44e-05-0.00055701i,-1.0692e-05-0.00049305i,0.00049846+0.00022439i,0.00036339+0.00054976i,-0.00025726+0.00023886i
0.0010921+0.0036031i,0.0017138+0.0026306i,0.0021141+0.0017198i,0.0019634+0.00051326i,0.001371-0.00054871i,0.00087621-0.0010938i,-1.7792e-05-0.0010723i,-0.0010399+2.7863e-05i,-0.0012648+0.00081194i,-0.0010101-0.00022746i,-0.00039246-0.00060105i,-9.2009e-05+0.00051729i,5.8241e-05+0.00066701i,2.0754e-05+0.00014099i,0.00039862-0.00019476i,0.00079918-0.0004515i,0.00034321-0.00073921i,-0.00010318-0.00075117i,-0.00036019+0.00018558i,-0.00023906+0.00027756i,-2.6084e-05+3.2694e-05i,0.00019615-0.00014487i,0.00035647-0.00052535i
0.0010997+0.00040584i,0.0016482-0.00028472i,0.0012198-0.0016995i,0.00086816-0.0018937i,0.00045966-0.0019056i,0.00066629-0.00090006i,0.00086914+5.9605e-05i,0.00031044-1.1569e-05i,-0.00019598-0.00019903i,-0.00051673-0.0003965i,-0.00068773-0.00012721i,-0.0011042+8.8502e-05i,-0.00039909-0.00040039i,6.5618e-05-0.00032588i,-1.7578e-05-0.00012707i,-5.5335e-05-0.00020988i,-0.00033605+3.7496e-07i,-0.00063204-0.00010766i,-0.00029455+0.0003703i,0.00015076+0.0010809i,0.00011463+0.00049271i,-0.00036658+0.00023308i,-0.00058291+0.00056867i
-0.00014508-0.0013458i,-0.00046245-0.00074842i,-0.00046199+0.00063272i,-0.00049588+0.00031296i,-0.00066863+8.6791e-05i,0.00030352+0.00040876i,0.0014143+0.00024451i,0.0014979+0.00065865i,0.00067323+0.0018263i,0.00016999+0.001742i,5.444e-05+0.0010582i,-0.00058916+7.6365e-05i,-0.00029582-0.00037207i,0.00018645+0.00022225i,-0.00026862+0.0004431i,-0.00072621+0.00025411i,-0.00014686-0.00042672i,-0.0001494-0.00046934i,-0.00010963-4.8896e-05i,7.5963e-05-3.449e-05i,-0.00010298+0.0010629i,-0.00025626+0.0018377i,-0.00026013+0.0010266i
