-8.3335e-05-0.00013441i,0.00067904-0.00052256i,-0.00026439-0.0001759i,-0.00056529-0.0010033i,-0.0010557-0.0014196i,-0.0018665-0.00024725i,-0.0016229+0.001466i,-8.4572e-05+0.0019664i,0.0010508+0.0011413i,0.0012066+0.0006748i,0.00077123+0.00049486i,-0.0002185+2.359e-05i,-1.5412e-05-4.509e-05i,0.00046032-0.00026065i,0.00018167-0.00084649i,-0.00021709-0.00086283i,-0.00068865-0.00020253i,-0.00066228+0.0007467i,-0.00044113+0.0012561i,9.2285e-05+0.00026467i,0.00010262-0.0009863i,-8.9039e-05-0.0004619i,-0.00019701-0.00034084i
-0.0006795-0.00010297i,0.00068501+0.00065574i,0.00095224+0.0013356i,0.00030055+0.00067943i,-0.0002363-0.00028882i,-0.00030399-0.00089281i,-0.00073083-0.00088054i,-0.00082271+6.9617e-05i,0.00017391+0.0007015i,0.00089763+0.00096587i,0.00087101+0.00088871i,0.00093356+0.00035888i,0.0010685-0.00029207i,0.00095859-0.00066294i,0.00070013-9.7397e-05i,-0.0004238+0.00029524i,-0.001462-0.00033636i,-0.0012919-0.0011351i,-0.00077171-0.00082442i,-0.00098482+4.3343e-07i,-0.00063334-0.00056278i,-0.00029002-0.0010618i,-0.00024645+0.00026432i
0.0004177+0.001486i,0.00048108+0.0013848i,0.00077565+0.00094602i,0.0012595-0.00025197i,0.0012212-0.0013562i,0.00062684-0.0011502i,0.00020689-0.00020369i,0.00030897-0.00022666i,0.00056508-0.00061856i,5.03e-05-0.00042916i,-0.0004656-0.00031627i,0.00019704-0.00050311i,0.00051856-0.00028197i,-0.0001533-0.00030802i,-0.00059534-0.00012873i,-0.00064953-0.00047406i,-0.00040675-0.00062906i,0.00027034+6.6121e-05i,-2.9062e-05+0.00039021i,-0.00061391+3.933e-05i,0.00026598-0.00040516i,0.00031067-0.00041876i,-0.0002837-0.00031684i
-8.9734e-05-0.00070774i,-0.00038575-0.00024223i,0.00025162-0.00047336i,-0.00039637-0.00024413i,-0.0013432-0.00029471i,-0.0015088-0.00037012i,-0.0014942-5.1698e-05i,-0.00050231+0.0001754i,0.00061821+0.00048133i,0.0010428+0.00015227i,0.00093309-0.00039817i,0.00090541-0.00010428i,0.000508+0.0003169i,-3.3046e-07-0.00034204i,-0.00013908-0.00074015i,0.00017765-0.00032619i,0.00069633+4.4494e-05i,0.00064475+0.00021047i,0.00023422+0.00032437i,-0.00038604+0.0002882i,-0.00056354-8.5227e-05i,-0.00047604-7.5548e-05i,-0.00022015+0.0001277i
0.00088259-0.00024173i,-7.1924e-05-0.0012647i,-0.00033906-0.0015256i,0.00046384-0.00094128i,0.0012359-0.00080692i,0.00077257-0.0013226i,0.00017121-0.0012166i,-0.00056946-0.00040452i,-0.00081227+0.00026675i,-0.0005297-6.0502e-05i,-0.00068253-0.00045856i,0.00010261-0.0001952i,0.0010645+3.5075e-05i,0.00069702-0.00047102i,-7.9735e-05-0.0005963i,-4.6891e-05-0.00031029i,-0.00038423-0.00018027i,-0.00084123-7.8221e-05i,-0.0010781-0.00013048i,-0.0011339+7.351e-05i,-0.00068921+0.00011228i,-0.00054408-9.1412e-05i,-0.00056806+1.6371e-05i
0.00048183+0.00024075i,0.00015854-0.00085548i,3.4349e-05-0.00032565i,0.00014538+0.00013264i,-1.5521e-05-0.00028185i,-0.00030245-0.00078016i,3.4224e-05-0.00083132i,0.00035104-0.00049617i,-0.00034225-7.7062e-05i,-6.1032e-05+0.0010783i,0.00047736+0.0011093i,-0.0003311+0.00096403i,-0.00054273+0.00053333i,0.0003671-0.00026816i,0.00047997+9.5849e-05i,0.00012608+0.00019406i,-9.4817e-06-8.2504e-05i,-0.00047047+0.0003079i,-0.00039952+9.019e-06i,-0.00029871-0.0010858i,-0.00029251-0.00048977i,0.00034833+0.00029427i,0.00071438-0.00045199i
0.0016356+0.00039652i,0.0016145+0.00048997i,0.0015767-0.0014224i,0.0013273-0.0026348i,0.00062415-0.0022265i,9.2404e-05-0.0012059i,0.00055721-0.00095758i,0.0011548-0.001115i,0.00093754-0.0013535i,0.0004144-0.0016322i,0.00029125-0.0017423i,0.00018482-0.0014559i,0.00039117-0.0013669i,0.00028775-0.001097i,-0.00028037-0.00079811i,-0.00040358-0.0011686i,-0.0010363-0.0012252i,-0.0011539-0.00082407i,-0.00073329+0.00010751i,-0.00020468+0.00096179i,0.00075268+0.00051548i,0.00103-0.00046318i,0.00075448-0.00026159i
0.00023404+0.0024896i,7.1777e-05+0.0019967i,0.0013481+0.00080835i,0.0021851-0.00051023i,0.0012046-0.0011242i,-0.00025475-0.00052325i,-0.0010794+0.00027671i,-0.00099462+0.00049106i,-0.00048763+0.00030157i,0.00045888-8.7948e-05i,0.0012716-0.0006831i,0.0012221-0.00075088i,0.00065533-0.00010208i,-9.8764e-05-0.0001907i,-0.0001213-0.0012869i,0.00050312-0.0016336i,0.00040216-0.00075735i,-0.00045191+0.0008859i,-0.00082389+0.00056807i,-0.00035833-0.00083182i,4.8085e-05-0.00074361i,-4.9847e-05-0.00073119i,-3.1465e-05-0.00034799i
0.00075567+6.6115e-05i,0.0013102-0.00020059i,0.00080528-0.00041725i,0.0010743-0.00079208i,0.00032386-0.00097702i,-0.00080612-0.00065939i,-0.00056904-0.00047608i,0.00048997-0.00011379i,0.0012081+6.3456e-05i,0.00071414-0.00012795i,1.1745e-05-0.00076752i,-0.00055045-0.00067431i,-0.00038217-0.00014066i,-0.00016326+4.514e-05i,-0.00052624+0.00010539i,-0.00067036+6.1745e-05i,-0.00015208+0.00010177i,0.00055607+0.00016402i,0.00014334-1.2819e-05i,-0.0004881-0.00019313i,-0.00054527-0.00051763i,-0.00043857-0.00067591i,-0.00018969-0.00029093i
0.0031118+0.00038059i,0.0017696-0.00053176i,0.0016787-0.0014216i,0.0013616-0.0016965i,0.00013778-0.0016536i,-0.0011388-0.0015169i,-0.0013609-0.00092201i,-0.00071796-0.00054012i,0.00039981-0.00026971i,0.0013173-0.00034478i,0.0012941-0.00088315i,0.00080307-0.00071056i,0.0006755-0.00016999i,0.00046655-0.00015435i,0.00012363-0.00092136i,-0.00020626-0.0010163i,-0.00071504-0.00016507i,-0.0010714-0.00026363i,-0.0012458-0.00030203i,-0.0013977+1.358e-06i,-0.0015309+0.00021589i,-0.00090434+0.00032038i,-7.023e-05+0.0008612i
-0.0026512-0.00077489i,-0.002735-0.0010141i,-0.0027291-0.00048155i,-0.0025349+0.00033504i,-0.0010939+0.0005135i,-6.5083e-05+0.00129i,0.0001762+0.002126i,0.00035819+0.0010678i,0.00066109+0.00013348i,0.00074961+0.00045221i,0.0010574+0.00083695i,0.00075515+0.00018882i,0.00076843-0.00053369i,0.00042065-0.00074994i,0.00040814-0.0011468i,0.0007444-0.00088649i,2.3054e-06-0.0003123i,-0.00073094+1.1504e-06i,-0.00080901+0.00028011i,-0.0009597-0.00023101i,-0.0014817+5.3536e-05i,-0.00087619+0.00071488i,2.4006e-05+0.00062927i
-1.6155e-06-0.0019724i,0.00029623-0.0015978i,-0.00061368-0.00012827i,-0.00059444+0.00020424i,-8.7205e-05+0.00025371i,0.00066862+0.00013042i,0.00097477-0.00029495i,0.00087491-0.00061364i,0.0010072-0.00037167i,0.00031203-0.0002174i,0.00037408-6.7661e-06i,0.00065506+0.00025574i,0.00015198-0.00026231i,0.00041421-0.0005853i,0.0013043-0.00075197i,0.0012588-0.00046954i,0.00054363+7.685e-05i,6.6393e-06+4.1231e-06i,8.5552e-05-0.00023664i,-0.0002071+0.00036344i,-0.00057845+0.0008001i,-1.2449e-05+5.3397e-05i,0.00093765-0.00021015i
0.00013323+0.00071252i,0.0012402+0.00067961i,0.0016496+0.00025756i,0.001227-0.00029845i,0.00036043+0.00018784i,-0.0006954+0.00076397i,-0.00051992+0.00012525i,0.00027422-0.00098818i,0.00026375-0.0011006i,0.00067204-0.0008082i,0.00033206-5.0467e-05i,-0.00010729+0.00033695i,5.0775e-05-0.00017191i,0.00028104-0.00085132i,0.00040359-0.0014227i,0.00050924-0.0011624i,0.00056234-0.00082076i,-0.00010687+4.4717e-06i,-0.001059+0.0005728i,-0.000694-0.00020377i,0.00031853-0.00060557i,0.00089426-0.00039903i,0.0009287-0.00030868i
-0.00025238-0.00048288i,-0.00023851-8.0435e-05i,-0.00037694-5.7564e-05i,-0.00067566+0.00037316i,-0.00032618+0.00045473i,-0.00010169+0.0005053i,0.00052392+0.00011247i,0.00063436-3.044e-05i,0.00051865-0.00019707i,0.00087193-0.0009465i,0.00098261-0.0011997i,0.0012015-0.00059i,0.001028-0.00044423i,0.0010299-0.00099208i,0.00097839-0.00061523i,0.00061254-6.8009e-05i,5.8526e-05-0.00047265i,-0.00092553-0.00044619i,-0.0011211-0.00029813i,-7.7481e-05-0.00014918i,0.00034669+3.5033e-05i,0.00012073+0.00026908i,-0.00025057+0.00021928i
9.7419e-05+0.00091586i,7.1273e-05+0.00047253i,-0.00026787-0.00021617i,-0.00048116-0.00037773i,-0.00023643+5.1112e-05i,-0.00075749-0.00016494i,-0.0010679-0.00058651i,-7.155e-05-0.00021788i,0.00050525+1.1449e-05i,3.1587e-05-0.00020855i,0.00012599-0.00069656i,0.0011849-0.00067419i,0.0013986-0.00057856i,0.00057822-0.0010269i,0.00013695-0.0017394i,-0.0003435-0.0018825i,-0.0004286-0.0014749i,-0.00019794-0.00093446i,0.00013475-0.00010921i,0.00074225+0.00047094i,0.00070299+0.00049159i,0.00019687-0.00026017i,-0.00058909-0.00080986i
0.00030127-0.00045738i,-0.0001553+0.00052215i,-0.0001209-0.00061066i,0.0001848-0.00069517i,-0.00099923-0.00042141i,-0.0013276-0.00038499i,-0.0002858-0.00050485i,3.6447e-05-0.00068321i,0.00014966-0.00014079i,0.00079762-0.00031648i,0.00052618-0.00036496i,0.00043759+6.9662e-05i,0.00071877+0.00029086i,0.00072757-0.00027811i,0.0010873-0.0001508i,0.00030462+0.00029506i,-0.00073922-0.00031208i,-0.00062689-0.0010122i,3.7565e-05-0.00084026i,5.373e-06+4.6625e-05i,-0.0001965+0.0006976i,-0.00063823+5.5699e-05i,-0.00080442-0.00072114i
0.0011333+0.00098863i,0.0015606+0.00056413i,0.001748-0.00028786i,0.0015439-0.00030278i,0.00095866-1.9539e-05i,0.00090554+0.00054536i,0.00035851+0.00057911i,-0.00028518+6.9171e-07i,-0.00019586-0.00017696i,-0.00029283-0.00057021i,-0.00037032-0.00090336i,0.00018791-0.0010744i,0.00071095-0.00030272i,0.000375-0.00013659i,0.00010889-0.0010366i,0.00061439-0.00077534i,0.00043883-5.5605e-05i,-0.00024496+0.00021597i,-0.00043535+0.00020868i,3.4211e-05+6.9453e-05i,0.00034008+0.00040028i,1.7843e-06+0.00063219i,-0.00037585+0.00045694i
0.00051786+0.00018694i,0.0013031+8.6192e-05i,0.00091403+0.00057847i,0.00078841+0.00043176i,-4.6305e-05+0.00022076i,-0.00086291-0.00021516i,-0.00074245-0.00061441i,-6.2194e-05+1.109e-05i,0.00058545+0.00041765i,0.0010709+0.00020798i,0.0011165+0.00010814i,0.00074128-0.00027732i,0.00070522-0.00045282i,0.0001809-7.2424e-05i,-0.00060703-0.00073477i,-0.00038041-0.0012742i,-0.00049986-0.00073981i,-0.00092841-0.00034001i,-0.00066293-6.9394e-05i,-0.0007356+0.00028966i,-0.00086889+4.1885e-05i,-0.0010183-0.00014944i,-0.00074037-0.00028984i
-0.00070809+2.6931e-05i,3.1478e-05-0.00046451i,-0.00033743-0.00049813i,-0.0014077-0.00034388i,-0.0010126-0.00015507i,-0.00040355-0.00015394i,0.0002787-0.00045097i,0.0010193-0.00041167i,0.0005446-7.7532e-05i,0.0002922+9.6063e-05i,0.00069487+0.00039908i,0.00091739+0.00021651i,0.0009539-0.00076612i,0.00010178-0.00042252i,-0.00075298-0.00078673i,-0.0011844-0.0017881i,-0.0016112-0.0015621i,-0.0013529-0.001346i,-0.00049128-0.0011576i,-0.00022864-0.0006843i,0.00030611-0.00033197i,0.00076982+0.00031662i,3.3416e-05+7.2057e-05i
-0.00027639+0.00015535i,-0.00089429+0.00076985i,-0.0007072+0.0010137i,-0.0004167+0.001086i,-0.00016367+0.00042432i,-0.00019621-0.00034983i,-0.00077109-0.00032613i,-0.00060579+0.00050863i,-0.00030594+0.00098384i,5.4782e-05+0.00093855i,0.00030202+0.00067623i,0.0001718+0.00025674i,0.00066149-0.00020634i,0.00027666-0.00064511i,-0.00051805-0.00059704i,-0.00040069+0.00015291i,0.00023172-1.5792e-06i,0.00010833-6.7049e-05i,8.2054e-05+0.000611i,-6.2683e-05+0.00046444i,-0.0003814-0.00022158i,-0.00026632-0.00023562i,-0.00094085+0.00021121i
-0.0015978-0.0010611i,-0.0017681-0.00077898i,-0.00077611-0.0010371i,0.00042278-0.00075415i,0.00037952-0.00043192i,8.2718e-05-0.0002509i,0.00052417-0.00013833i,0.0012739-0.00019949i,0.0010774-0.00051656i,0.0009181-0.00040592i,0.00092047+0.00032764i,0.00064421+1.3489e-05i,0.00080947-0.00044182i,0.0010787-0.00014115i,0.0010044+0.00010769i,0.00045296+0.00086784i,-0.00080612+0.0010174i,-0.0016102+8.9863e-05i,-0.0011803+0.00038364i,0.00010687+0.00080041i,0.00026798+0.00029842i,-0.0006257+0.00077658i,-0.00081208+0.0009045i
-0.00018429+0.00016014i,-0.00066823+0.00025019i,-0.00098395+0.0017323i,-0.0011469+0.0028867i,-0.0014254+0.0020924i,-0.0008564+0.00074034i,0.00020216-0.00052542i,0.0001607-0.00053088i,0.00050585-9.9474e-05i,0.0017828+0.00048759i,0.001321+0.00062519i,0.00042839+8.6111e-05i,0.00097357+0.00029685i,0.00084021-0.00033249i,0.00011656-0.0018893i,4.1184e-05-0.0016739i,3.5552e-05-0.00072385i,-0.00014795-0.00028942i,-0.00013739-0.00034656i,-9.419e-05-0.0005689i,-0.00017327-0.00078364i,0.00049332-0.00035561i,0.00095378-0.00039217i
0.00037497+0.0029658i,0.0014943+0.0022209i,0.0021374+0.0014332i,0.0021857+0.00042108i,0.0020625-0.00041174i,0.00030388-0.00063702i,-0.00074709-0.0010409i,0.0002316-0.0016431i,0.0015905-0.0018558i,0.0020352-0.0014706i,0.0014539-0.0016418i,0.00090123-0.0013204i,0.00029434-0.00092285i,0.00025322-0.00095195i,0.00031546-0.00076214i,-0.00054895-0.00045148i,-0.0012702-0.00071334i,-0.00031959-0.00081924i,0.00073378+0.00050181i,0.00047501+0.00023242i,0.00062623-6.8216e-05i,0.00086561+0.00027302i,0.00031589-7.2721e-05i
-0.0017922-0.0051981i,-0.003203-0.0051742i,-0.0047172-0.0038895i,-0.0042711-0.0014433i,-0.0029805+0.00058112i,-0.0015353+0.0010698i,3.7514e-05+0.0010184i,0.00054618-9.9804e-07i,-3.8551e-05-0.00034326i,-0.0010499+0.00089096i,-0.00020526+0.00091764i,0.0016784+0.00086115i,0.0017084+0.00064777i,0.0011366-0.00037464i,0.00065065-0.00086137i,0.00025044-0.00093095i,-0.00019398-0.00098835i,0.00020157-0.0011097i,0.00071067-0.0011814i,0.00036486-0.00083262i,-0.00048802+1.3651e-05i,-0.00093913+0.00067468i,-0.00052545+0.00053857i
0.0011691-0.00051503i,0.0014749-0.00010999i,0.0018733+2.2136e-05i,0.0011022+9.4744e-05i,-0.00014942-0.00049248i,-0.00050705-0.00074496i,8.9953e-05+0.00037764i,0.00011086+0.0010572i,0.00055321+0.00073051i,0.0010773+0.00045457i,0.00086813-6.0394e-05i,0.00074672-0.00023015i,0.00050776-0.00024456i,0.00045532+0.00014376i,-0.00018564-9.2973e-06i,-0.0005962-0.00091876i,-0.00027698-0.0011083i,-0.00016277-0.00024862i,0.00043943+2.0816e-05i,0.00077314-8.1435e-05i,4.4925e-05-0.00036487i,-0.00022289+0.00076633i,-8.2448e-05+0.0012908i
-0.00027663-0.00093208i,-0.00045577-0.0015746i,0.00022373-0.00068693i,-0.00032638-0.0012976i,-0.00023955-0.0024968i,-1.4738e-05-0.0018505i,-5.8302e-05-0.00043853i,0.00030048+0.00052872i,0.0015482+0.00067679i,0.0014519+4.0925e-05i,0.00038121-0.00050029i,0.00026317-0.00041673i,0.00044071+0.00032503i,0.00022267+0.00070111i,5.5276e-05+0.00024394i,-0.00069064-0.00073618i,-0.0005578-0.0011742i,-0.00051192-0.00069413i,-0.00089428-0.00047132i,-0.00090311-0.00012853i,-0.0010505+6.4239e-05i,-0.00078444+8.6121e-05i,-0.00039561-0.00040823i
0.001055-0.00076097i,0.0015577-0.0012948i,0.0024823-0.0006632i,0.0020006+0.00013296i,0.00058348-0.00060163i,-0.00085879-0.0014068i,-0.0014437-0.00081539i,-0.0004592-0.00051107i,0.0006559-4.1252e-05i,0.0013381-0.00020518i,0.001264-0.00083308i,0.00066425-0.00047014i,0.0002294-8.4145e-05i,0.00017119-0.00011575i,-1.3379e-05-0.00022751i,-2.7971e-05-0.00026763i,0.0001706+0.000459i,8.4194e-05+0.0010662i,4.5578e-05+0.0011197i,-0.00043859+0.0011319i,-0.00080687+0.00058624i,-0.00046589+0.00023362i,3.2997e-06-0.00023979i
0.0024302-0.002507i,0.0021808-0.0015939i,0.00062624-0.0015198i,-0.0011119-0.0011664i,-0.0016872-0.0013564i,-0.0018134-0.0018494i,-0.001544-0.0013258i,-0.00078767-0.00031801i,0.00027794-0.00014809i,0.00033764-0.00057255i,-0.0003363-8.0825e-05i,-0.00045882+0.00025692i,-0.00036264+0.00031566i,0.00012032+0.00072786i,0.00049415+0.00065104i,0.00026976-0.00011067i,0.00021081-0.00065162i,0.00017698-0.00079553i,-0.00020488-0.00085723i,-0.00037215-0.00044554i,-0.00092395-0.00056236i,-0.0014823-0.0010451i,-0.0012973-0.00024451i
0.0014727+0.00094723i,0.0013906+0.0016959i,0.0023227+0.0013108i,0.0021351+0.00074199i,0.00073616-0.00041878i,-0.00031178-0.00081566i,-0.00087595+7.3749e-05i,0.0001153+8.7541e-05i,0.001887-0.00065883i,0.0022812-0.0011973i,0.0011175-0.0014273i,0.00037527-0.00081628i,5.5886e-05-0.00036609i,0.00060471-0.00033011i,0.00075912-8.9302e-05i,0.00034227+1.3049e-06i,0.0001741-0.00012868i,0.0001126-0.00014885i,6.9936e-05+0.00031832i,-0.00026195+0.00035584i,-0.00043709+1.664e-05i,-0.00053065-0.00026077i,-0.00042707-0.0005664i
0.0010809-0.00030712i,0.0013121-0.00098998i,0.0018497-0.0019161i,0.0015495-0.0020832i,0.00053288-0.0017554i,-0.00059685-0.0010942i,-0.001099-0.00058663i,-0.00085302-0.00014788i,-0.00085244-0.00018311i,-0.00030434-0.00033133i,-0.00043935+0.0001061i,-0.00059929+0.00094477i,0.00027325+0.0010939i,0.00091114+0.00042762i,0.00052749-8.3801e-05i,9.7938e-06-0.00028598i,2.3951e-05-1.1289e-05i,0.00027809+0.00057272i,0.00044975+0.00093929i,0.00061548+0.00097817i,0.00025921+0.0010925i,-0.00020269+0.00039257i,-0.00010374-0.00091128i
0.00032509+0.0016036i,0.0011321+0.0019599i,0.0014553+0.0025496i,0.0010395+0.0021955i,-0.00024101+0.00074407i,-0.00051782-0.00042943i,0.00021467-0.00020233i,0.00069733-0.00059541i,0.00083983-0.0014405i,0.0010643-0.0010585i,0.0011217-0.00021725i,0.00094955+1.3462e-05i,0.00074342-0.00034967i,0.00053983-0.00064372i,0.00041086-0.00089358i,0.00067688-0.00055662i,0.0011322+9.4443e-05i,0.00064574+0.00031125i,2.4803e-05+0.0007247i,0.00018606+0.00071733i,5.7213e-05+1.3731e-05i,-0.0012898-0.00048023i,-0.0012708-0.00031976i
-0.00025758+0.0001072i,-0.00041414+0.00022883i,-0.00095128+5.6559e-05i,-0.00054091+0.00018639i,0.0003226+0.0001755i,0.000463-0.00037251i,-0.00014478-0.001321i,-0.00039216-0.0010587i,0.00027979+4.2921e-05i,0.00075717-0.00025524i,0.00064553-0.0010365i,0.0011265-0.00086002i,0.0016759+9.8455e-06i,0.00035908+0.00017092i,-0.00089569-0.00047659i,-0.00097704-0.0010002i,-0.00050982-0.00095038i,-0.00030875-0.00041958i,-0.00042348+5.6007e-05i,-0.00023154+0.00024104i,-9.1867e-05+0.0004119i,8.2186e-05+0.00049808i,0.00034979+0.00083861i
-0.00094033-0.0038547i,-0.00066712-0.0029694i,-0.0018792-0.0019848i,-0.0024027-0.00057492i,-0.0015792+0.00088911i,3.5653e-05+0.0011178i,0.00072772+0.00075409i,0.00026124+0.00070107i,2.7677e-05+0.00061532i,0.00012978-0.00011334i,0.00033318-0.0002902i,0.00040797+0.00018443i,0.0011137+0.00030527i,0.0013046+0.00029829i,0.0009215-0.00022348i,0.00044391-0.00061623i,6.321e-05-0.00058795i,0.00046571-0.0002593i,9.2146e-05-0.00054028i,-0.00060096-0.0010808i,-0.00097526-0.00035497i,-0.0017844+0.00033048i,-0.0013371-0.00027823i
-0.0012323+0.00012944i,0.00013063+0.00019604i,0.001373+0.00085291i,0.001183+0.00076882i,0.00043346-0.00027866i,-0.00081663-0.00089588i,-0.0010983-0.00052626i,-0.00011284-0.00029937i,0.00066722-0.00012701i,0.0010733+4.2198e-05i,0.000888-0.00031513i,0.00057248-0.00065031i,0.00033096-0.00091772i,0.00047578-0.00053754i,0.00042033-0.00020581i,0.00040552+3.1995e-05i,1.9242e-05-0.00054878i,-7.9051e-05-0.00053119i,-9.3659e-05+0.00030447i,-0.00065415+3.6036e-05i,-0.00049754-0.00029726i,4.7895e-05-0.00018942i,-0.0002539-0.00035486i
0.00033799-0.00022073i,-0.00061686-0.00072408i,-0.0017743-0.00055532i,-0.0019127+0.000661i,-0.0012112+0.00090255i,-0.0002867-1.8001e-06i,-0.00051799-0.00043483i,-0.00056097-0.00057027i,-0.00022111+0.0004362i,-5.5705e-05+0.0011452i,-0.0001304+0.00070746i,-0.00034787+0.00028035i,0.00024286-0.00022819i,0.0010646-0.00074359i,0.00070188-0.00027391i,-0.00043136-2.5717e-05i,-0.0008709+4.9305e-06i,-0.00032505-9.3556e-05i,5.0434e-05-4.6239e-05i,2.6355e-05-0.0001778i,8.2443e-05-0.0007196i,0.00026762-0.0007871i,-0.00023936-0.00041983i
-0.00071154+0.00035983i,-0.00010037+0.00013343i,0.00067207-1.6758e-05i,0.00096702+3.5792e-05i,-6.0513e-05-0.00033069i,-0.00056456-0.00032632i,-0.00039754-8.04e-05i,-0.00058547+8.5389e-05i,-0.00014433+0.00061432i,0.00034366-0.00023926i,0.0003073-0.00081228i,0.00055151-0.00087481i,0.00049634-0.0003484i,-1.225e-05-2.1765e-05i,0.00010044-0.00057176i,0.00044623-0.00085044i,0.00025166-0.00045914i,3.9993e-05+6.672e-05i,-0.00013316+0.00026818i,0.00032366-0.00025309i,0.0015281-0.00038617i,0.00098436+0.00025111i,2.4491e-05+0.00049702i
0.0018951+0.001244i,0.002653+0.0016624i,0.0028894+0.00089935i,0.0023607-7.0746e-05i,0.0010162-0.00080683i,-0.00012457-0.0010837i,-0.00047891-0.00097729i,0.00037245-0.000802i,0.00070475-0.00079271i,0.0009435-0.00010704i,0.0011576+0.00063379i,0.0001962+0.0007552i,-0.00021853+0.00019202i,0.00019414-0.00036301i,-0.00025072-0.00062877i,-0.00019241-0.00077495i,0.00060732-0.00063578i,0.00081506-4.9062e-05i,7.8578e-05+0.00042073i,3.3839e-05+0.00031818i,0.00024518-0.00023492i,-0.00045563-0.0013739i,-0.00049872-0.0014006i
0.0018523-0.00014459i,0.001534-0.0003606i,0.00068212-0.0010688i,0.00018175-0.00089073i,-0.00017249-0.00082168i,-0.00028086-0.00072427i,0.00036383-0.00084803i,0.00030843-0.00070325i,-9.2876e-05-0.00035773i,0.0002424-0.00027667i,0.00092114-0.00062054i,0.0010189-0.00060015i,-0.00016192-7.1381e-05i,-0.00092306+0.00012329i,-0.00038797+0.00052808i,-0.00041852-0.0002411i,-0.00094119-0.0013591i,-0.00086802-0.0010432i,-0.00132-0.00030064i,-0.00099252-0.00016354i,-0.00024345+0.00010704i,0.00041418-2.2324e-05i,0.0010758-0.00030368i
-0.00054443+0.00076241i,-9.0556e-05+0.00023269i,-0.00056047-0.0002338i,-0.00096377-0.0014665i,-9.0663e-05-0.0014188i,0.0004756-0.00084534i,0.00014277-0.00068678i,0.00036778-0.00043312i,0.00084084-0.00069956i,0.00075653-0.00064379i,0.00045553-0.00015847i,9.9581e-05+0.00024361i,0.00040928+0.00082659i,0.00017684+0.00049958i,-0.00075038+0.00012781i,-0.0012103+0.00025629i,-0.00098523+0.00037024i,-0.00036193+0.00041806i,0.00011487+0.00049267i,0.00042742+0.0003659i,0.00036317-3.7633e-05i,0.00015252-0.00028025i,-0.00010193-0.00032941i
-0.0003155-0.0011219i,-0.00054803-0.00057766i,-0.00072994-0.0016654i,-0.001317-0.00085304i,-0.0019231+0.00041966i,-0.00036847-1.3298e-05i,0.0011542+0.00040679i,0.0010307+0.0013834i,0.00076796+0.00069131i,0.0012192-5.595e-05i,0.0016166+0.00024964i,0.00089162+0.00026585i,0.00010692-0.00010706i,0.00017695-0.00071043i,0.00033364-0.00067412i,3.6847e-05-0.00016448i,-0.0005248+3.2219e-05i,-0.00022209+0.00014938i,-0.00035743+0.00044264i,-0.0005108+0.00024401i,-0.00029163-0.00014842i,-0.00020181-0.00051542i,0.00061443-0.00058886i
0.00022326+0.00083768i,0.00088326+0.0007782i,0.0018726+0.00065457i,0.0019688+9.596e-05i,0.0010464-0.00078097i,-0.0003528-0.0003702i,-0.00051889+0.00032593i,0.00022314+0.00025711i,0.00031208-6.6128e-05i,0.00048053-0.00051631i,0.00068766-8.4495e-05i,0.00017745+0.00036061i,0.0001165+0.00023281i,0.00037096-0.00020633i,-3.7802e-05-4.9582e-05i,-0.00055497+0.0001464i,-0.0005415-0.0003192i,-0.00027265-0.00019456i,-0.00078599+0.00024608i,-0.0011113+0.00062599i,-0.0005354+0.00062318i,-0.00071231+0.00036365i,-0.00062774-0.00052848i
-0.00037761-0.0021604i,0.00038263-0.0021652i,-0.00076218-0.0012023i,-0.0013628-0.0011595i,-0.00047-0.00042516i,-0.00070705+0.00060836i,-0.00055066+0.00042007i,-0.0001273-6.0382e-05i,6.8443e-06-0.0007571i,0.00029191-0.0007809i,0.00010429+0.00045772i,0.00045013+0.0012077i,0.00048064+0.0013119i,0.00011707+0.0011064i,0.00012114+0.00020412i,0.000116-7.6981e-06i,-0.00021794-0.00036864i,-0.00076831-0.00093232i,-0.00097013-0.00021267i,-0.001148+5.9533e-06i,-0.001474-0.00039141i,-0.0014611-0.00049826i,-0.00098993-0.00013272i
0.00042172-0.0016235i,-2.6407e-05-0.0013648i,-0.0013469-0.00090174i,-0.0012867-0.00030336i,-0.00099884+1.9269e-05i,-0.00047455+0.00017745i,0.00053686+0.0010654i,0.00034768+0.0018227i,0.0001176+0.0012526i,0.00050842+0.00056611i,0.00045144+0.00034231i,-0.00024367+0.00019589i,1.0379e-05+0.00052223i,0.0011035+0.00070286i,0.00075545-0.00041961i,0.00064817-0.00093207i,0.00055346-0.00055622i,-0.00019922+0.00029338i,-0.00042426+0.0012926i,-0.00034832+0.0013941i,-0.00067006+0.00012406i,-0.00074911-0.00023847i,-0.00017386+0.00021352i
