-8.3335e-05-0.00013441i,0.00067904-0.00052256i,-0.00026439-0.0001759i,-0.00056529-0.0010033i,-0.0010557-0.0014196i,-0.0018665-0.00024725i,-0.0016229+0.001466i,-8.4572e-05+0.0019664i,0.0010508+0.0011413i,0.0012066+0.0006748i,0.00077123+0.00049486i,-0.0002185+2.359e-05i,-1.5412e-05-4.509e-05i,0.00046032-0.00026065i,0.00018167-0.00084649i,-0.00021709-0.00086283i,-0.00068865-0.00020253i,-0.00066228+0.0007467i,-0.00044113+0.0012561i,9.2285e-05+0.00026467i,0.00010262-0.0009863i,-8.9039e-05-0.0004619i,-0.00019701-0.00034084i
0.13289-0.049772i,0.26401-0.16192i,0.28154-0.30389i,0.08707-0.29712i,-0.09353-0.069976i,-0.080293+0.16045i,-0.0098179+0.22373i,0.0070472+0.18698i,-0.0043686+0.12416i,-0.020685+0.067302i,-0.021989+0.038939i,-0.0092787+0.01964i,-0.010246+0.007298i,-0.010473+0.011084i,0.011832+0.010091i,0.04049-0.008715i,0.052669-0.027614i,0.038464-0.028967i,0.011343-0.020826i,-0.0048978-0.01703i,-0.0081863-0.015571i,-0.0042263-0.0086136i,0.00091907-0.0008567i
-0.012076+0.14988i,-0.016465+0.35507i,0.035431+0.51651i,0.14754+0.42616i,0.19018+0.1332i,0.11213-0.10975i,0.057921-0.19776i,0.067602-0.19938i,0.07023-0.16203i,0.057555-0.10957i,0.040181-0.08631i,0.015014-0.08415i,0.0005601-0.074229i,-0.00061175-0.052466i,-0.0042157-0.021041i,-0.0052611+0.0065766i,0.0041786+0.0094368i,0.016012-0.0061722i,0.019761-0.011258i,0.015417-0.0024894i,0.010389+0.00076302i,0.00064268-0.00089373i,-0.011569+0.0055501i
-0.10122-0.045272i,-0.20499-0.088297i,-0.23642-0.097272i,-0.14943-0.053243i,-0.051245-0.0039099i,-0.017445+0.018437i,-0.032035+0.025446i,-0.05497+0.023312i,-0.056178+0.020735i,-0.036241+0.022562i,-0.024232+0.035382i,-0.020045+0.064459i,-0.010836+0.074996i,-0.010706+0.046677i,-0.025829+0.011239i,-0.046388-0.0027646i,-0.061766+0.0049648i,-0.056881+0.014672i,-0.03239+0.014703i,-0.012879+0.011362i,-0.0096815+0.0099769i,-0.0072117+0.0076549i,0.00017912+0.0020227i
0.054874-0.12002i,0.073777-0.30374i,-0.013912-0.46825i,-0.19234-0.42115i,-0.26937-0.18371i,-0.18352+0.027679i,-0.10294+0.12077i,-0.073042+0.15072i,-0.039662+0.11462i,-0.031023+0.043137i,-0.033672+0.0079866i,-0.01966-0.011369i,-0.013501-0.024517i,-0.0078112-0.0095136i,0.019006+0.0080177i,0.04958+0.0058748i,0.054257+0.00096042i,0.028465+0.0073399i,-0.0019976+0.0088742i,-0.016569+0.00074354i,-0.017627-0.0011862i,-0.0095927+0.0074182i,0.0016771+0.013983i
0.086828+0.12667i,0.22317+0.3224i,0.39162+0.50302i,0.47839+0.45818i,0.39774+0.20066i,0.2257-0.029839i,0.13937-0.13008i,0.13565-0.1542i,0.11669-0.12273i,0.089928-0.072622i,0.070434-0.057003i,0.04216-0.060661i,0.019075-0.05427i,0.0082697-0.036982i,-0.0042928-0.014352i,-0.012243+0.0072129i,-7.0893e-05+0.016961i,0.025493+0.010288i,0.034779+0.0030446i,0.025709+0.0056911i,0.019384+0.0078892i,0.013462+0.0021666i,0.0040271-0.0027174i
-0.099792+0.023343i,-0.21521+0.020642i,-0.27661-0.025646i,-0.21954-0.073678i,-0.11705-0.0418i,-0.050423+0.052465i,-0.030241+0.095239i,-0.056331+0.052684i,-0.082964+0.020522i,-0.065346+0.035581i,-0.034811+0.062767i,-0.015271+0.084855i,0.0017272+0.082626i,0.0066521+0.046452i,-0.0075279+0.0016692i,-0.026644-0.025212i,-0.038231-0.031917i,-0.035633-0.023735i,-0.019283-0.0087028i,-0.0052154+0.0034049i,0.00042562+0.0050451i,0.0055549-0.0032864i,0.0088455-0.013173i
-0.031447-0.11185i,-0.12372-0.25679i,-0.28838-0.34802i,-0.41149-0.2618i,-0.35409-0.11056i,-0.21627-0.054154i,-0.15715-0.0091372i,-0.11809+0.078434i,-0.057772+0.093101i,-0.037394+0.033945i,-0.038016-0.0080184i,-0.020403-0.033591i,-0.0083946-0.049956i,-0.0041224-0.034562i,0.012735-0.0062981i,0.031048+0.0076061i,0.027672+0.011876i,0.0033852+0.014633i,-0.01562+0.010082i,-0.017405-0.005383i,-0.016562-0.014696i,-0.01739-0.0076271i,-0.015101+0.0011177i
0.14056+0.045903i,0.37412+0.13328i,0.65042+0.23359i,0.74759+0.22232i,0.57459+0.10487i,0.34803+0.00077957i,0.24948-0.077154i,0.20225-0.1203i,0.14064-0.089002i,0.10072-0.036394i,0.076004-0.02794i,0.044205-0.036184i,0.020708-0.029909i,0.0069855-0.01549i,-0.0097129-3.2703e-05i,-0.022335+0.0168i,-0.012247+0.027421i,0.01489+0.022745i,0.02863+0.0092423i,0.022937+0.0015325i,0.015056-0.00053538i,0.0076437-0.0038034i,-0.0020367-0.0067633i
-0.068633+0.072174i,-0.18737+0.11663i,-0.32632+0.076783i,-0.37527-0.019246i,-0.29893-0.034687i,-0.19437+0.033579i,-0.12815+0.066256i,-0.097998+0.025861i,-0.081099-0.020317i,-0.058055-0.016042i,-0.038785+0.022716i,-0.031817+0.059349i,-0.021576+0.068591i,-0.008304+0.039331i,-0.004409-0.0011126i,-0.0061171-0.030769i,-0.0093737-0.046516i,-0.012746-0.044995i,-0.0096565-0.027141i,-0.0032111-0.0061401i,0.002508+0.0035456i,0.0080934+0.0010486i,0.0095911-0.00093154i
-0.086557-0.057158i,-0.21-0.10839i,-0.33264-0.092158i,-0.34302+0.0039634i,-0.23074+0.035925i,-0.13185-0.037248i,-0.12443-0.046439i,-0.10692+0.032139i,-0.049785+0.049092i,-0.03032-0.0083903i,-0.03138-0.047333i,-0.017548-0.063642i,-0.014477-0.068263i,-0.019215-0.041545i,-0.0076356-0.0028815i,0.0086287+0.01816i,0.0029907+0.023228i,-0.018997+0.023468i,-0.028236+0.01708i,-0.021534+0.0028798i,-0.017259-0.0049889i,-0.01752+0.0021584i,-0.013037+0.012307i
0.12177-0.05119i,0.34185-0.10585i,0.61136-0.15633i,0.69589-0.16794i,0.5206-0.1024i,0.32731+0.002045i,0.26194+0.019285i,0.21015-0.03483i,0.12758-0.030638i,0.082726+0.0078077i,0.064991+0.0098558i,0.043998+0.0037928i,0.02961+0.0097219i,0.019055+0.013904i,0.0026087+0.013833i,-0.013875+0.021762i,-0.0098542+0.036868i,0.012473+0.040511i,0.024363+0.027753i,0.018129+0.016213i,0.0087304+0.014125i,0.0051351+0.011827i,0.0051284+0.0048349i
-0.015926+0.093209i,-0.10726+0.19115i,-0.27898+0.24918i,-0.39738+0.19442i,-0.35852+0.092591i,-0.25526+0.052637i,-0.17052+0.052203i,-0.10024+0.02562i,-0.054091-0.016488i,-0.037768-0.013941i,-0.029476+0.02612i,-0.022612+0.051564i,-0.014228+0.047404i,-0.0012249+0.020735i,0.0073575-0.0091514i,0.016161-0.03207i,0.02449-0.048985i,0.024037-0.050435i,0.014212-0.030885i,0.0060657-0.0053234i,0.0089256+0.0055986i,0.015486+0.0019675i,0.017091+0.00013536i
-0.081031+0.0017569i,-0.16364+0.0077226i,-0.20299+0.04104i,-0.13172+0.092765i,-0.0088999+0.072773i,0.032812-0.029047i,-0.02242-0.065381i,-0.070717-0.0017866i,-0.058952+0.038452i,-0.034089+0.014275i,-0.020753-0.021997i,-0.0055078-0.049491i,-0.0022043-0.061131i,-0.013552-0.040935i,-0.014425-0.008951i,-0.010444+0.0065388i,-0.019366+0.0069038i,-0.032196+0.0034452i,-0.030454+0.00060967i,-0.018085-0.0075677i,-0.014869-0.017451i,-0.019325-0.019022i,-0.018243-0.017147i
0.050421-0.10016i,0.16569-0.23802i,0.315-0.38412i,0.34793-0.39865i,0.23181-0.22829i,0.14122-0.032717i,0.13683+0.025542i,0.11929+0.0037059i,0.071082+0.013123i,0.045177+0.033826i,0.034916+0.030979i,0.022828+0.026575i,0.02161+0.025975i,0.023256+0.016008i,0.0091661+0.0043747i,-0.013533+0.0093343i,-0.02083+0.028985i,-0.0068393+0.039143i,0.0076424+0.027735i,0.0078165+0.011755i,3.8524e-05+0.0081222i,-0.0046259+0.010009i,-0.0053728+0.0059229i
0.037967+0.073733i,0.022339+0.20391i,-0.074516+0.34143i,-0.18746+0.34449i,-0.20932+0.19841i,-0.17672+0.060037i,-0.13004+0.021337i,-0.050037+0.0024771i,0.0035673-0.039026i,-0.00028227-0.044441i,-0.015056-0.011468i,-0.020689+0.01306i,-0.019863+0.013525i,-0.013297+0.00087617i,-0.0029874-0.0096833i,0.016319-0.017275i,0.035687-0.028423i,0.037395-0.032818i,0.021726-0.021522i,0.0077337-0.0048735i,0.011426+0.0027906i,0.019053+0.0029347i,0.015487+0.0053913i
-0.055548+0.033175i,-0.11076+0.047008i,-0.10924+0.038699i,-0.019583+0.011408i,0.063115-0.012818i,0.087015-0.033404i,0.043649-0.051572i,-0.038643-0.03982i,-0.062844-0.011082i,-0.02882-0.01451i,-0.0010594-0.042649i,0.0054075-0.060243i,-0.0040049-0.054695i,-0.013356-0.028826i,-0.011305-0.0056978i,-0.012424-0.0032306i,-0.025423-0.0093011i,-0.034157-0.012024i,-0.026415-0.0099903i,-0.013594-0.010486i,-0.010079-0.01546i,-0.014981-0.018203i,-0.015469-0.018669i
-0.023114-0.085256i,-0.014319-0.2091i,0.010058-0.32035i,0.017806-0.29836i,-0.0053101-0.15552i,-0.022348-0.020116i,-0.00048419+0.02651i,0.027926+0.020871i,0.026248+0.013819i,0.0079968+0.0103i,-0.0072664+0.016473i,-0.00489+0.031762i,0.011809+0.037803i,0.018451+0.026077i,0.0067164+0.010922i,-0.011261+0.014553i,-0.02053+0.033284i,-0.017166+0.044306i,-0.0066485+0.033961i,0.00027758+0.016856i,-0.0024385+0.01379i,-0.0042336+0.019977i,-0.00021815+0.021457i
0.063187+0.022701i,0.12524+0.11177i,0.1411+0.24214i,0.092914+0.27778i,0.041443+0.16043i,0.0089545+0.038813i,0.007104+0.018059i,0.043408+0.025548i,0.058186-0.0010834i,0.034203-0.013522i,0.016171+0.00032683i,0.0055394+0.0051027i,-0.0073994+0.00084215i,-0.012549+0.0024006i,-0.0029841+0.012386i,0.022288+0.014631i,0.048716+0.0033943i,0.053978-0.0056185i,0.034632-0.0036352i,0.014201+0.0044323i,0.010834+0.0076565i,0.016362+0.0059735i,0.016682+0.0078175i
-0.021647+0.046573i,-0.064453+0.068291i,-0.11191+0.027181i,-0.11069-0.02921i,-0.044099-0.014153i,0.017428+0.013502i,0.0096137-0.0079429i,-0.045191-0.02976i,-0.06448-0.005931i,-0.024502+0.013015i,0.014517-0.0051513i,0.022786-0.029456i,0.01309-0.034412i,0.0051681-0.024916i,0.0042427-0.023734i,-0.0047101-0.034769i,-0.020891-0.043958i,-0.025894-0.04244i,-0.017323-0.029921i,-0.0077736-0.019563i,-0.0066619-0.02121i,-0.011223-0.028178i,-0.010645-0.032147i
-0.053572-0.045562i,-0.093975-0.10537i,-0.087905-0.15611i,-0.049749-0.13956i,-0.056464-0.075351i,-0.078965-0.040781i,-0.068364-0.0304i,-0.033292-0.013048i,-0.011723-0.0056964i,-0.026007-0.00010091i,-0.044138+0.022015i,-0.033688+0.045216i,-0.0079381+0.04087i,0.0050688+0.015405i,-0.0047329+0.003006i,-0.022888+0.014532i,-0.03314+0.033292i,-0.031995+0.040852i,-0.018666+0.031585i,-0.0052068+0.018051i,-0.0027138+0.014159i,-0.0041481+0.017673i,-0.003044+0.017529i
0.059484-0.025885i,0.13717-0.017201i,0.20663+0.03262i,0.204+0.055797i,0.14925+0.009406i,0.11617-0.005131i,0.11587+0.029628i,0.10415+0.048113i,0.080263+0.035861i,0.059827+0.012216i,0.04286-0.0058137i,0.024752-0.019706i,0.0040572-0.023838i,-0.0078761-0.007664i,-0.0016053+0.014999i,0.019866+0.025524i,0.044375+0.025429i,0.052606+0.019683i,0.035465+0.011966i,0.012988+0.009465i,0.0069637+0.010462i,0.0094558+0.0106i,0.0058046+0.011131i
0.010873+0.048983i,-0.023102+0.084937i,-0.10987+0.098535i,-0.1765+0.092775i,-0.15241+0.099365i,-0.095936+0.090926i,-0.077725+0.033903i,-0.076297-0.020958i,-0.055228-0.028554i,-0.016263-0.014677i,0.010415-0.01528i,0.01123-0.024393i,0.0073588-0.023079i,0.0087454-0.023406i,0.0075132-0.040082i,-0.0036165-0.061017i,-0.018007-0.071725i,-0.021923-0.064664i,-0.014977-0.042842i,-0.0077633-0.024757i,-0.006516-0.020231i,-0.0072673-0.024836i,-0.0058856-0.029434i
-0.045496+0.0061309i,-0.068878-0.0091297i,-0.040194-0.04718i,0.03341-0.081464i,0.056193-0.10961i,-0.0096947-0.1329i,-0.058883-0.11047i,-0.043144-0.069451i,-0.028709-0.054754i,-0.05099-0.046571i,-0.069387-0.011337i,-0.051886+0.030324i,-0.022488+0.039345i,-0.012525+0.026078i,-0.018046+0.02383i,-0.025652+0.035984i,-0.035816+0.047053i,-0.040964+0.044946i,-0.027858+0.031576i,-0.0088731+0.018641i,-0.0019275+0.012776i,-0.0024731+0.014265i,-0.0023422+0.018399i
0.014816-0.043571i,0.048824-0.080619i,0.089959-0.098864i,0.083455-0.085318i,0.068244-0.032801i,0.1116+0.045397i,0.14785+0.099493i,0.11838+0.10942i,0.0731+0.091762i,0.059026+0.049422i,0.054031-0.00081434i,0.035379-0.030093i,0.0083012-0.029131i,-0.0061089-0.0048714i,0.0017518+0.021311i,0.0227+0.033597i,0.043808+0.036227i,0.051114+0.032363i,0.035306+0.020236i,0.011493+0.0087853i,0.0005301+0.0070384i,-0.00030028+0.011004i,-0.00089215+0.013452i
0.02444+0.029863i,0.020373+0.081773i,-0.037043+0.16136i,-0.10282+0.21969i,-0.12537+0.20923i,-0.12466+0.13658i,-0.11427+0.04587i,-0.078955-0.019487i,-0.033708-0.033951i,-0.0042584-0.0052892i,0.0085208+0.014958i,0.008231+0.0073497i,0.010226-0.0028849i,0.017767-0.019158i,0.014432-0.047008i,0.0015792-0.071326i,-0.0073195-0.083233i,-0.01018-0.074019i,-0.0080142-0.046664i,-0.0036522-0.025687i,-0.0017061-0.020932i,3.968e-05-0.024035i,0.0034536-0.027863i
-0.023157+0.025243i,-0.030033+0.012716i,0.015474-0.057103i,0.097798-0.16727i,0.11396-0.24261i,0.053372-0.24941i,-0.0039833-0.20129i,-0.028094-0.12959i,-0.037201-0.078463i,-0.050817-0.050747i,-0.058993-0.015134i,-0.042491+0.020094i,-0.020319+0.023503i,-0.014697+0.016173i,-0.016159+0.025723i,-0.018839+0.040245i,-0.02778+0.04533i,-0.033256+0.039393i,-0.021858+0.028615i,-0.003297+0.018402i,0.0053711+0.010435i,0.0030632+0.0064697i,-0.00063805+0.0074933i
-0.021187-0.033185i,-0.035081-0.066498i,-0.063232-0.069653i,-0.096967-0.0066278i,-0.063765+0.088133i,0.038671+0.16372i,0.10428+0.18591i,0.089871+0.16645i,0.057389+0.12719i,0.055748+0.06556i,0.062593-0.00081122i,0.046501-0.039231i,0.016674-0.036159i,-0.0014086-0.011281i,-0.00097267+0.009144i,0.008281+0.021833i,0.0233+0.03294i,0.032468+0.034779i,0.023792+0.020286i,0.0055623+0.0065398i,-0.0060093+0.0072031i,-0.0085539+0.013521i,-0.007419+0.013797i
0.034919-0.00045788i,0.067798+0.038648i,0.08533+0.11938i,0.070815+0.17922i,0.009166+0.15131i,-0.087198+0.068475i,-0.12104+0.0080988i,-0.058684-0.034191i,-0.0012732-0.051098i,0.0058281-0.0159i,4.7284e-05+0.022426i,-0.0010268+0.023692i,0.0072564+0.0070332i,0.017981-0.016171i,0.015495-0.043363i,0.0061737-0.063386i,0.00060937-0.073284i,3.1942e-05-0.066125i,7.5296e-05-0.041745i,-0.0013408-0.020484i,0.0007611-0.012968i,0.0063558-0.015172i,0.0096916-0.020323i
-0.005356+0.024459i,-0.012724+0.0068213i,-0.013943-0.093864i,0.0034923-0.23561i,0.033269-0.2925i,0.05716-0.26262i,0.041952-0.21775i,-0.010784-0.15486i,-0.041005-0.093094i,-0.044213-0.066086i,-0.046288-0.038971i,-0.035133-0.0015469i,-0.021252+0.012244i,-0.020713+0.014485i,-0.020918+0.028557i,-0.018878+0.041026i,-0.024005+0.040949i,-0.028048+0.031158i,-0.017881+0.022507i,9.0223e-05+0.018027i,0.0095142+0.011001i,0.0063654+0.0046903i,-0.00053312+0.00637i
-0.032539-0.00014189i,-0.068834+0.0057598i,-0.096738+0.057842i,-0.10474+0.15838i,-0.077836+0.24133i,-0.00573+0.26894i,0.044711+0.24822i,0.037106+0.19805i,0.021803+0.13084i,0.027525+0.055909i,0.036422-0.0058439i,0.030171-0.035187i,0.012789-0.027172i,0.00071204-0.005072i,-0.003397+0.009173i,-0.0026485+0.020056i,0.0043974+0.032177i,0.011098+0.03373i,0.0072197+0.018661i,-0.0050956+0.0031192i,-0.014943+0.0023084i,-0.01777+0.009589i,-0.014983+0.011566i
0.026731-0.020469i,0.076649-0.026708i,0.13952-0.0025126i,0.17178+0.01178i,0.11148-0.032314i,-0.023915-0.077665i,-0.084099-0.0689i,-0.027606-0.050975i,0.019075-0.036724i,0.010066+0.0078694i,-0.0048316+0.046941i,-0.0037569+0.042911i,0.0099748+0.015914i,0.022047-0.012098i,0.023518-0.035466i,0.021639-0.051788i,0.019283-0.059974i,0.013287-0.050286i,0.0065244-0.027892i,0.0027683-0.014005i,0.0038959-0.010835i,0.0095541-0.012215i,0.013724-0.014093i
0.0089071+0.016739i,-0.0086414+0.0082536i,-0.07138-0.06516i,-0.13211-0.16207i,-0.092406-0.18061i,0.023415-0.1514i,0.068361-0.14798i,0.015886-0.13206i,-0.025488-0.083789i,-0.023043-0.057771i,-0.017097-0.044323i,-0.015136-0.018789i,-0.017036-0.0024741i,-0.023148+0.0078878i,-0.022811+0.02154i,-0.019312+0.027673i,-0.020555+0.023752i,-0.019577+0.015471i,-0.0093407+0.01159i,0.0040537+0.011903i,0.010688+0.0072829i,0.0082139+0.0011577i,0.0031107+0.0020073i
-0.02477+0.0229i,-0.039342+0.059516i,-0.023787+0.13542i,0.018002+0.23001i,0.029473+0.26952i,-0.001715+0.24743i,-0.021782+0.21572i,-0.013703+0.16558i,-0.0058094+0.096037i,0.0047945+0.037634i,0.019627-0.0049762i,0.021029-0.026649i,0.011327-0.018923i,0.0043732-0.0035269i,-0.00098988+0.0047867i,-0.0073571+0.01554i,-0.0075702+0.028513i,-0.0036334+0.029694i,-0.004114+0.015134i,-0.01045-0.00044104i,-0.018385-0.0025189i,-0.021584+0.0020366i,-0.018387+0.0015689i
-0.0001546-0.030514i,0.023301-0.07168i,0.073976-0.12022i,0.10677-0.17022i,0.064899-0.19536i,-0.0091665-0.17429i,-0.031145-0.11253i,0.0045406-0.045187i,0.034193-0.0050571i,0.024304+0.026575i,0.0042599+0.051725i,-0.0025228+0.046037i,0.0032368+0.018112i,0.014226-0.0074623i,0.022185-0.025732i,0.025211-0.039012i,0.025311-0.043581i,0.0218-0.033913i,0.01417-0.018209i,0.0080882-0.0081948i,0.0087021-0.0037059i,0.014742-0.0022024i,0.017161-0.0021197i
0.015584+0.0064876i,0.0018543+0.012825i,-0.07729+0.016899i,-0.1632+0.023427i,-0.12526+0.032873i,0.006995+0.01836i,0.067879-0.045248i,0.02817-0.089602i,-0.0057266-0.078251i,-0.0031306-0.066482i,-0.0013063-0.057735i,-0.0055565-0.03582i,-0.013054-0.01597i,-0.02385+8.049e-05i,-0.028258+0.016036i,-0.025595+0.022025i,-0.021722+0.014756i,-0.015159+0.0035241i,-0.0053164+0.00086316i,0.0046816+0.0070677i,0.011213+0.0079722i,0.010103+0.0021054i,0.0042515+4.0052e-05i
-0.0063408+0.025296i,0.0076651+0.06185i,0.068807+0.10566i,0.14158+0.13246i,0.11396+0.12504i,-0.0027686+0.108i,-0.068324+0.11194i,-0.057799+0.095337i,-0.041536+0.045329i,-0.029629+0.01109i,-0.010221-0.003938i,0.003842-0.010812i,0.0097463-0.006533i,0.010838-0.001529i,0.0051949+0.0010807i,-0.0042991+0.011184i,-0.011489+0.023813i,-0.014362+0.025147i,-0.01418+0.013973i,-0.014593+0.00098078i,-0.019706-0.0042684i,-0.024998-0.003696i,-0.024303-0.0038707i
-0.018466-0.022483i,-0.036024-0.069713i,-0.050353-0.13803i,-0.057368-0.19293i,-0.042894-0.19936i,-0.01215-0.14974i,0.013176-0.069755i,0.029647+0.0036881i,0.037411+0.045942i,0.023312+0.056555i,0.002191+0.055833i,-0.0030407+0.042727i,0.0029428+0.019681i,0.011838+0.0024455i,0.020689-0.012581i,0.026867-0.027423i,0.028393-0.030868i,0.024556-0.018377i,0.016896-0.005616i,0.009021-0.0034617i,0.0077163-0.0017955i,0.013801+0.0040623i,0.017+0.0085639i
0.021237-0.0036103i,0.023824+0.013238i,-0.011989+0.066357i,-0.063216+0.14118i,-0.048269+0.18225i,0.027595+0.13437i,0.064937+0.019742i,0.041761-0.065931i,0.015001-0.078448i,0.012313-0.063213i,0.011854-0.053844i,0.0025589-0.041515i,-0.010169-0.025457i,-0.022134-0.0092746i,-0.027015+0.0069381i,-0.024423+0.01301i,-0.016978+0.005913i,-0.0075897-0.0035232i,-0.00090267-0.0028418i,0.0053618+0.0050874i,0.0097426+0.0069658i,0.0076561+0.0018771i,0.0035224-0.0021589i
0.013609+0.022259i,0.042614+0.038129i,0.11219+0.023715i,0.17184-0.03991i,0.11101-0.10046i,-0.034684-0.083555i,-0.10536-0.013393i,-0.084665+0.018784i,-0.057001+0.0036858i,-0.039494-0.0049553i,-0.018412-0.0014432i,-0.0022046+0.0008424i,0.0067573+0.0016928i,0.0093372-0.00016551i,0.0049052-0.0023162i,-0.0038569+0.0043078i,-0.013668+0.016344i,-0.019136+0.019923i,-0.015566+0.011852i,-0.011196-0.00043093i,-0.015816-0.0085135i,-0.022667-0.010011i,-0.023051-0.0091222i
-0.030639-0.0032637i,-0.078771-0.025134i,-0.14304-0.050247i,-0.17215-0.050414i,-0.10287-0.027232i,0.012426-0.01259i,0.056562+0.011339i,0.044465+0.060823i,0.038545+0.084331i,0.026357+0.062983i,0.0075879+0.04138i,0.0015463+0.029742i,0.0024213+0.018201i,0.0077179+0.0081364i,0.014948-0.004417i,0.018786-0.016549i,0.020307-0.016389i,0.018284-0.0051992i,0.012988+0.00049611i,0.0060791-0.00044953i,0.0048463+0.0030028i,0.012164+0.0096855i,0.017733+0.012951i
0.015545-0.010612i,0.042895-0.0032888i,0.068604+0.046i,0.071115+0.12149i,0.05055+0.15952i,0.036018+0.12414i,0.041859+0.027568i,0.041851-0.064598i,0.028944-0.086924i,0.023441-0.063797i,0.019591-0.049184i,0.0069591-0.044381i,-0.0078173-0.035107i,-0.021366-0.020256i,-0.028519-0.00056429i,-0.023267+0.011726i,-0.010015+0.006276i,0.0013488-0.0058386i,0.004575-0.0071186i,0.005421+0.0030904i,0.0089771+0.0087284i,0.008728+0.0027801i,0.0035296-0.0041441i
0.018386+0.016738i,0.040046+0.01515i,0.073606-0.040316i,0.081324-0.15196i,0.016738-0.22664i,-0.081515-0.19148i,-0.11512-0.093168i,-0.08951-0.029212i,-0.060882-0.016482i,-0.038214-0.012061i,-0.019682+0.00034306i,-0.0051683+0.011497i,0.0056444+0.011875i,0.010673+0.0046189i,0.0087809-0.00061597i,-0.00069658+0.0017956i,-0.013717+0.0084113i,-0.020432+0.010773i,-0.015336+0.0073282i,-0.0081627-0.0021212i,-0.010977-0.011555i,-0.017096-0.013996i,-0.017632-0.011375i
-0.024764+0.011851i,-0.074985+0.025317i,-0.14092+0.062218i,-0.15449+0.13238i,-0.056693+0.17409i,0.071243+0.14246i,0.093442+0.10368i,0.048031+0.1077i,0.02527+0.10005i,0.01087+0.059928i,-0.002898+0.030828i,-0.0030251+0.021332i,0.0034447+0.017744i,0.011213+0.013085i,0.016259+0.0012621i,0.01496-0.0097019i,0.012515-0.0083225i,0.010334+0.0014198i,0.0055896+0.0055289i,-0.00036584+0.0032797i,-0.00091948+0.0055294i,0.0059846+0.01157i,0.012272+0.014268i
0.0018338-0.018318i,0.036047-0.037304i,0.095263-0.041011i,0.12596-0.026285i,0.075823-0.00010749i,0.0014598+0.016941i,-0.0028532-0.013841i,0.030204-0.069952i,0.032601-0.076716i,0.024955-0.040154i,0.020755-0.022962i,0.0088373-0.029885i,-0.0072322-0.034402i,-0.023673-0.023943i,-0.028753-0.0034318i,-0.017192+0.010375i,-0.0011875+0.0047883i,0.0080279-0.0081206i,0.008211-0.0076073i,0.0082056+0.0027998i,0.010748+0.0076736i,0.0083871+0.003559i,0.0024482-0.0016906i
0.019592+0.0076855i,0.02938+0.004974i,0.016259-0.036517i,-0.02783-0.12558i,-0.077043-0.19448i,-0.096458-0.17823i,-0.083079-0.10428i,-0.060924-0.042802i,-0.039037-0.021432i,-0.021722-0.015688i,-0.012263-0.00057993i,-0.0044191+0.015107i,0.0035044+0.016658i,0.010244+0.0089187i,0.010199-0.00047066i,-0.00015735-0.0052777i,-0.014169-0.0017266i,-0.021458+0.0043052i,-0.015751+0.0059905i,-0.0074288-0.0011473i,-0.0092025-0.012195i,-0.013705-0.016267i,-0.012004-0.011643i
-0.017265+0.021599i,-0.049183+0.05836i,-0.076507+0.13647i,-0.039921+0.24005i,0.066748+0.27996i,0.13828+0.21555i,0.098796+0.13827i,0.026224+0.10942i,-0.0022243+0.081491i,-0.009826+0.036425i,-0.013359+0.0090763i,-0.0076426+0.0031362i,0.0017555+0.0065237i,0.0095299+0.0051052i,0.011111-0.0045024i,0.006631-0.010019i,0.0037787-0.0040789i,0.0047132+0.0053375i,0.0037206+0.0053797i,-0.0015504+0.0017665i,-0.0038784+0.005966i,0.0011128+0.012667i,0.006233+0.01319i
-0.0063705-0.024096i,0.012473-0.069374i,0.049701-0.13808i,0.052475-0.19366i,-0.018636-0.17565i,-0.08419-0.097784i,-0.051298-0.056868i,0.016014-0.067416i,0.035224-0.054922i,0.031814-0.019512i,0.024693-0.01056i,0.0096792-0.021777i,-0.0080768-0.029303i,-0.02339-0.020314i,-0.025123+0.0031873i,-0.011124+0.018035i,0.0051582+0.011523i,0.012272-0.0035472i,0.0086401-0.0079615i,0.0066528-0.00037654i,0.0096432+0.0045388i,0.0072354+0.001492i,0.0011271-0.0024943i
0.017514+0.00099492i,0.023551+0.010692i,-9.2061e-05+0.016187i,-0.051244-0.0069781i,-0.072434-0.051282i,-0.041929-0.076432i,-0.015876-0.061544i,-0.013823-0.032717i,-0.0074865-0.024009i,-0.0013604-0.025305i,-0.0015806-0.0091363i,0.0011524+0.012801i,0.0090382+0.018883i,0.017055+0.011039i,0.016553-0.0014806i,0.004052-0.0091082i,-0.011305-0.0064136i,-0.017073+0.00091568i,-0.01132+0.0048665i,-0.0054931+1.1279e-07i,-0.0078508-0.0099558i,-0.010998-0.01386i,-0.0083863-0.01054i
-0.0062727+0.022967i,-0.013563+0.062875i,0.0016278+0.13656i,0.07711+0.21783i,0.16377+0.23836i,0.15348+0.17876i,0.056194+0.11277i,-0.021324+0.077995i,-0.044047+0.048517i,-0.040622+0.017853i,-0.028245-0.0023245i,-0.01162-0.0069433i,0.0018058-0.00055934i,0.0067641+0.00054771i,0.003965-0.0063763i,-0.00060618-0.0087962i,-0.0016572-0.0029833i,0.00024617+0.0042555i,0.0012636+0.0043542i,-0.0009346+0.0025267i,-0.0014509+0.0067801i,0.0014878+0.011301i,0.0034761+0.0091104i
