-0.00025386-0.00087067i,-0.00018512-0.0013675i,-0.0012762-0.0014834i,-0.002546-0.00029588i,-0.0027443+0.00089129i,-0.0023219+0.001657i,-0.00095006+0.0025103i,0.00065054+0.0021391i,0.00058475+0.00065237i,0.00027933-0.00012154i,0.00013098-0.00054765i,4.3974e-05-0.0014435i,7.7883e-05-0.0015876i,0.00048155-0.00073553i,0.00092537-4.652e-06i,0.00041997+0.00012271i,-0.00014682+0.00033129i,-7.2471e-05+0.00034684i,-5.0266e-06-0.00010166i,-0.00058937-0.00080846i,-0.00075495-0.00080593i,-4.9613e-05-0.00026121i,-0.0002881+0.00069511i
0.00055991+0.00029049i,-0.00037561+0.00025715i,-0.0011829-8.9329e-06i,-0.00060893-0.00012262i,-0.00038345-0.00035961i,-0.00059531+7.5548e-05i,-0.00075286+0.0013614i,-0.00043177+0.001799i,0.00091629+0.00088955i,0.00141-0.00042893i,4.6011e-05-0.00094125i,-0.00037775-0.00090461i,0.00025879-0.00033878i,-0.00011774-8.2069e-06i,-0.00037774+2.2171e-05i,-0.00053406+0.00087078i,-0.0012797+0.0011052i,-0.001287+0.00048697i,-0.0007301+0.0004813i,-0.00063954+0.00066409i,-0.00055803+0.00080018i,-0.00029419+0.00048857i,0.00059905-6.5017e-05i
-0.00028467+0.00069504i,-0.00050112+0.00041628i,-0.00026301-0.0010619i,0.00020929-0.0012656i,0.00015557-0.00030286i,-0.0011041+2.2611e-05i,-0.0011484-0.00021646i,0.00020819-0.00030619i,0.00043197-0.00072689i,-3.4859e-05-0.00022401i,-0.00022284+0.00031464i,0.00018301+0.00044602i,0.00018877+0.0014781i,-0.00016798+0.0015123i,0.0001024+0.00074348i,0.00029885+0.00040013i,0.00047593+0.00026975i,0.00055102+0.00027163i,0.00051435-0.00067254i,0.00082848-0.0013444i,0.00078485-0.00051775i,0.00041222+7.5718e-05i,0.00033273-0.0002624i
-0.0009943-0.00018737i,-0.000822+0.00065068i,-0.001056+0.0010816i,-0.00029742+0.0015796i,-0.00044574+0.0019324i,-0.00081083+0.0021051i,-0.0001796+0.0020679i,0.00052927+0.0015148i,0.0008014+0.0013526i,0.0004692+0.0013991i,1.0401e-05+0.00072344i,-0.00032024-0.00071636i,-0.00070631-0.0010328i,-0.00049273-0.0011643i,0.00042465-0.00038764i,0.00046499+0.0011103i,-0.00030084+0.0012406i,-0.00018957+0.00090897i,-0.00024971+0.0003646i,-0.00032151-0.00016385i,-0.00030382-0.00028179i,-0.00031759-3.9166e-05i,-8.2474e-06+0.00053944i
0.00026381-0.00038806i,-0.00038507-0.00080448i,-0.00047123-0.0011357i,-0.00039366-0.0013349i,-0.00057654-0.000437i,-0.0007935+0.001209i,-0.00076197+0.0013621i,1.0081e-05+0.00084508i,0.00057351+0.0011637i,0.00069593+0.00031509i,0.00085713-0.00084261i,0.0011125-0.00063897i,6.3892e-05-0.00035285i,-0.00076038-0.00031947i,-0.00051078-0.00033685i,-0.00062113-0.0002865i,-0.00069156-9.9422e-05i,-0.00016763-0.00021569i,-0.00014044-0.00053829i,-0.00032646-5.2089e-05i,0.00013169-2.7899e-05i,-0.00018834-0.00040253i,-0.0002047-0.00053351i
-0.00065708+0.00090397i,-0.00031586+0.00078248i,0.00070803+0.00016804i,0.0010681-4.4824e-05i,0.00059433-0.00031585i,-0.00050134-0.0004654i,-0.00080932+0.00066272i,-1.3182e-05+0.0009625i,0.00010478+0.00033972i,0.0002633-3.832e-05i,0.00063345-8.5232e-05i,0.00010441-0.00057043i,0.00015358-0.0014565i,0.00015121-0.00096404i,-6.727e-05-1.3503e-05i,0.0001461+0.00049865i,-0.00042703+0.00076614i,-0.00012056+0.0010436i,0.00070624+0.0010014i,0.00079204+0.00032979i,0.00034286-6.9089e-05i,-0.00021062+7.0355e-05i,0.00017847-0.00020381i
-0.00032528+0.00060743i,0.0001056+1.9439e-05i,-0.00056215+0.0013543i,-0.0011012+0.0019357i,-0.001239+0.0013546i,-0.0013141+0.00071743i,-0.00028369+0.0010679i,-0.00010546+0.0018409i,-5.983e-05+0.0013791i,0.00039472+0.00058884i,0.00056285+0.0002138i,0.0006758-0.00034372i,0.00048138-0.00039483i,0.00031638-0.00043241i,-0.00034337-0.0014763i,-0.0009886-0.0016532i,-0.00076265-0.00089307i,0.00017327-0.00029512i,0.00034303+0.00016359i,-0.00028904+0.00096616i,-0.00039246+0.00033891i,-0.00021415-0.00086788i,0.00048184-0.00032814i
0.00046161+0.00038453i,0.00077476+0.00010163i,0.001893-0.00016372i,0.0011945-2.379e-05i,-0.00043516+0.00060867i,-0.00050161+0.001538i,-0.00050354+0.0016724i,-0.00051273+0.00095163i,5.0428e-05+0.00089381i,0.00030914+0.00030218i,5.022e-05-0.00069891i,9.741e-06-0.00047841i,0.00024427+0.00012386i,0.00030757+0.00055499i,9.2518e-05+0.00041784i,3.4033e-05+0.000281i,0.00055114+0.00035878i,0.00023041-8.2974e-05i,0.0004048-0.00046923i,0.0010003-0.00079644i,0.00067196-0.00042016i,0.00083253-0.000103i,0.001044-0.00026729i
-0.00077979+0.0028001i,0.00077454+0.0024345i,0.00055528+0.0021825i,0.0011772+0.0014082i,0.0021116+0.00095233i,0.0015313+0.00083546i,8.0733e-05+0.0011287i,-0.00043543+0.0013918i,-0.00035568+0.0012959i,0.00013673+0.00039079i,0.00050106-0.0010863i,-0.0002187-0.0013617i,-0.0012346-0.00080727i,-0.0014757-0.0014253i,-0.00061546-0.0018463i,-0.00017619-0.0012708i,0.00035179-0.00037033i,0.00038907+0.00017101i,-0.00030269+0.00018495i,-0.00040202+0.00046721i,-3.324e-05+9.2661e-05i,0.00038639+9.4659e-05i,0.00079859+0.00031131i
-0.0014934-0.00078807i,-0.0018561-0.00039439i,-0.0023511-0.00010886i,-0.0019753+0.00064731i,-0.0017374+0.0012473i,-0.0019762+0.0012329i,-0.0015491+0.0018513i,-0.00040047+0.0019058i,-6.969e-06+0.000667i,0.00010215-0.00060637i,0.00052525-0.0012779i,5.6264e-05-0.0011059i,-1.6265e-05-0.00026458i,-0.00024652+0.00031073i,-0.00054582+2.0217e-05i,0.00013903-0.00028403i,0.00029655-0.00016131i,0.00025489-0.00040181i,-0.00028242-0.00087516i,-0.0010493-0.00072533i,-0.00055726+9.955e-05i,-0.0004746+0.00019823i,-0.00049025-0.00014764i
0.0018498+0.00036385i,0.0023527+0.000411i,0.0014661-0.0010455i,0.00037542-0.001888i,-0.0013163-0.00036529i,-0.0011032+0.0011725i,-1.1429e-05+0.0016269i,-0.00011385+0.00076552i,-0.00047905-0.00022092i,-0.00077423-0.00048151i,-0.00036078-0.00035285i,-0.00023495+3.1957e-05i,-0.00046939-0.00021303i,-5.7472e-05-0.00056498i,-5.0058e-05-0.00021709i,-0.0005285+7.289e-05i,-0.0003066-5.6142e-05i,2.05e-05-0.00030249i,-0.00017904-0.00014624i,-0.00018564+0.00060006i,-0.00017145+0.00089898i,-0.00062922-5.0339e-05i,-0.00078321-0.00069617i
0.0014256+8.2031e-05i,0.0011062+0.00040387i,0.0011545+0.00046028i,0.00032884+0.00059122i,-0.00038457+0.00047559i,-0.0011336+0.00058988i,-0.0013218+0.0013122i,-0.00065751+0.00078013i,1.2523e-05-0.00060254i,0.00041981-0.0001047i,-2.7874e-05+0.0010032i,-0.00054122+0.0012597i,-0.00097207+0.00099742i,-0.0013746+0.00057197i,-0.001764+0.00052699i,-0.0013468-3.1083e-05i,-0.0003626-0.00046182i,0.00032095-1.0736e-05i,0.00048013+0.00035926i,0.00023633+0.0007972i,-0.00016503+0.00091753i,-0.00025106+0.00043971i,-0.00070657-8.1046e-05i
-0.00118-0.0012615i,-0.0010071-0.00092911i,-0.00060532-0.00046864i,-0.00038961-0.00058603i,-0.00046745-7.9755e-05i,-0.00057108+0.00049821i,-0.00087398+0.0012802i,-0.0013452+0.0011192i,-0.00076596+0.00048905i,2.3919e-05+0.00024246i,0.00027064-0.0004425i,0.00016011-0.00059431i,7.0784e-05-0.00048346i,0.00094363-0.00015821i,0.00090215+5.1183e-05i,0.00018612-0.00026115i,-3.3758e-06-9.4385e-05i,0.0001287-0.00020461i,-7.2053e-05-0.00061627i,0.00015002+2.9164e-05i,0.00019498+0.00019117i,0.00037062-0.00013894i,1.1105e-05-9.0562e-06i
0.0013676-9.9606e-05i,0.00054936-0.0010931i,0.00038094-0.0015549i,-0.00045874-0.00026221i,-0.0014063+0.00090797i,-0.00080773+0.0015449i,-0.00050104+0.0019306i,-0.00068+0.0015521i,0.00020501+0.0010807i,0.00091765+0.00061293i,0.00045593+0.00039729i,-0.00039977-0.00039386i,-0.0010102-0.000504i,-0.0014194+0.00047949i,-0.0012609+0.00065612i,-0.00055297+0.0005744i,-6.9672e-05+0.00036626i,-0.00012024+0.00015041i,1.2538e-05-0.00017337i,0.0007191-0.00020073i,9.7778e-05+0.00038845i,-0.0011392+0.00046827i,-0.0010089-3.1323e-05i
0.00056574-0.00067809i,0.0014211+0.0002124i,0.0024232+0.00040214i,0.0023481+0.0010236i,0.000758+0.0010597i,-8.4873e-05+0.0014286i,0.00061819+0.0019239i,0.00027369+0.0017194i,-0.00072719+0.00094398i,-0.00076728+0.00029494i,-0.00089779-0.00033088i,-0.00075336-0.00080152i,5.3496e-05-0.00052389i,0.00054384-9.0694e-05i,2.936e-05-0.00067441i,-0.00033969-0.0014487i,-0.00026889-0.00063314i,-0.000626+0.00051636i,-0.0012846+0.00058794i,-0.00098274+0.00041836i,-0.00035152+0.0007409i,-0.00038316+0.001059i,-1.9162e-05+0.001259i
0.001269-8.7031e-05i,0.0010651-0.00078354i,-0.00069485-0.001125i,-0.0018451-0.0002289i,-0.0021032+0.00068875i,-0.0020054+0.0014763i,-0.0012923+0.0016934i,0.00031843+0.0015123i,0.00059357+0.001318i,-0.00060839+0.00027486i,-0.00084064-0.00070606i,6.8277e-05-0.00049444i,6.0267e-05+0.00038706i,-1.0035e-05+0.00072865i,0.00017631+0.00044454i,-0.00057237+0.00075649i,-0.00092815+0.001078i,-0.00060267+0.00082207i,0.00027167+0.0004136i,0.00059108+4.8532e-05i,0.00022323+7.2589e-05i,-0.00012149+0.0001056i,-0.00047166+0.00034561i
-0.0027155-0.0014036i,-0.0014965-0.0011582i,-0.00031784-0.00061545i,0.00037656+1.9714e-05i,0.00039162+0.0015993i,-0.0003474+0.0022228i,0.00039207+0.0014437i,0.0011961+0.0008519i,0.00097812+0.0014077i,0.0007818+0.0015168i,0.00046968+0.00096089i,-0.00030348+0.00090644i,-0.00094905+0.00057729i,-0.00067526+0.0005527i,1.5689e-05+0.00059074i,0.000171+0.00026751i,-4.8309e-05-0.00013786i,-0.00016757-0.00077296i,0.00020632-0.00088106i,0.00027464-0.00030585i,-0.00037309-0.00023852i,-0.00070346+0.00015929i,-5.8367e-05-0.00026283i
-7.4381e-06-0.0024254i,0.00033149-0.0014904i,-0.0002174-0.0011232i,-0.0010764-0.0012564i,-0.0019659-0.00043339i,-0.0023735+0.0013735i,-0.00098911+0.001323i,-0.00013146+0.00053263i,-0.00014398+0.00026541i,-0.000225-0.00035766i,0.00016415-0.00045856i,0.00070617-0.00031013i,0.00040548+0.0001496i,-7.8444e-06+0.00022232i,-0.00021684-0.0010492i,-0.00072927-0.0010051i,-0.00076043-0.00047879i,-0.00033395-0.00057616i,-0.00037356-0.00068231i,-9.8079e-05-0.00062323i,0.00044332-0.00084332i,0.0002595-0.00068562i,-0.00043066+0.00040007i
4.0476e-05-6.8435e-05i,0.0010082+0.00038804i,0.0010079+0.0015389i,0.00054001+0.0017603i,-0.00031483+0.0012883i,-0.00084821+0.0014994i,-0.00059509+0.0023139i,-6.8933e-05+0.0020996i,0.00012493+0.00051721i,0.00052214-0.00070635i,0.00039282-0.00078597i,-5.3393e-05-0.00067886i,0.00013999-0.00055867i,0.00035572+4.3091e-05i,-0.00025377-8.8981e-05i,-0.00035307-0.0010752i,0.00015209-0.0015138i,-0.00020841-0.00073446i,-0.00065748+0.00041047i,-0.00046275+0.0013468i,0.00014836+0.0013935i,-7.4685e-05+0.0003435i,-0.00034175-0.00028361i
0.0011394-0.0010459i,0.00017499-0.0019748i,-0.00072355-0.0017476i,-0.0012784-0.00075698i,-0.0015931-0.00022684i,-0.0020557+0.00062087i,-0.0016921+0.0015866i,-0.00083012+0.0017007i,-0.00064429+0.0007392i,-0.00026265+8.9674e-05i,2.654e-05+0.00023139i,-0.0001093+7.3753e-05i,7.4983e-05+0.00051341i,-0.0002415+0.0012985i,-0.00049398+0.0011354i,1.2372e-05+0.00057427i,-0.00031833+0.00011551i,-0.00046526+3.8382e-05i,0.0002028-1.2863e-05i,0.00076208-0.00028041i,0.00046344-0.00069718i,-0.00011921-0.0010553i,-0.00040897-0.0011379i
-0.00074396-0.0011064i,-0.00079851-0.00074288i,-0.0021862-0.00079153i,-0.0031418+0.00053005i,-0.0022908+0.0019718i,-0.0017997+0.0016774i,-0.0018336+0.0013769i,-0.001034+0.00055427i,-0.00020783+0.00014495i,-0.00054886+0.00072313i,-0.00022688+0.00059873i,0.00022431+0.0004454i,0.0003215-8.9375e-05i,0.00064239-0.00035199i,0.00081744+0.00070063i,0.00068874+0.0012322i,0.00039895+0.00067894i,-0.00077329-2.4085e-05i,-0.0012073-0.00024737i,-0.0004899-0.00019231i,-6.9586e-05-5.0347e-05i,-0.00010463+0.00041501i,-0.00012586+0.00011633i
-0.00067354-0.0010982i,-0.0003256-0.00054693i,-0.001045-0.0012027i,-0.0012912-0.0010718i,-0.0013807+0.00027813i,-0.0011836+0.0014227i,-0.00069546+0.0012514i,-8.6564e-05+0.0010422i,-0.00033465+0.0010352i,-0.00028024+0.00075409i,0.00033391+0.00044083i,-0.00020365-0.00014232i,-0.00014585-0.0012697i,0.00069475-0.00099388i,0.0010385+7.1313e-05i,0.0010368+0.00084151i,0.00057955+0.001032i,-4.6576e-05+9.5423e-05i,-0.0002011-0.00085775i,0.00018145-0.00095378i,0.00071735-0.00048652i,0.00024104-0.00043925i,-0.00054471-0.00056779i
-0.0013883+0.00049024i,-0.0004219+0.00088911i,1.062e-05+0.00088886i,0.00054024+0.0017494i,0.00090535+0.0019649i,0.00033997+0.0013195i,-0.00024727+0.0011802i,-0.00098427+0.00023291i,-0.0012557-0.00054584i,-0.00052486-0.00025807i,0.00051513+0.00038923i,5.4208e-05+0.00060155i,-0.00014882+0.00048541i,0.00088457+0.00051034i,0.0011578+0.00026517i,3.5685e-05-0.0003192i,-0.0002753-0.00026931i,0.00024277+0.00016385i,0.00068091-0.00011083i,0.00074798-0.00015602i,0.00018391-5.1377e-05i,-0.00048794-3e-05i,-0.00043795+0.00051334i
0.00095799+0.0017346i,0.0010119-0.00098128i,0.00063003-0.0029577i,-0.0004532-0.0028419i,-0.0011931-0.0020598i,-0.0017219-0.00081522i,-0.0013758-2.109e-05i,-0.00031016+0.0002701i,0.00072471+0.0001671i,0.00099087-0.00032096i,0.00027588-0.00064275i,-0.00036258-0.00047326i,-0.00090173-0.0012692i,-0.0011768-0.0014107i,-0.0013335-0.00079405i,-0.00071415-0.00075392i,0.0010083-0.000132i,0.0012735+0.00011861i,0.00074754+0.00055949i,0.00047146+0.00080511i,0.0008292+8.7027e-05i,0.0011143-0.00054436i,0.00084182-0.00010412i
-0.00020987-0.00054021i,-1.6863e-05-0.000168i,0.0004231-0.00051064i,0.00095133-0.00040866i,0.00010386+0.001013i,-0.0010662+0.0021218i,-0.00078739+0.0022887i,-0.00044726+0.0013754i,-0.00046083-0.00057345i,-0.00015371-0.00097427i,-7.8972e-06-0.00013826i,-8.0235e-05-0.00014172i,0.00057155-0.00075007i,0.00069806-0.00066877i,8.4198e-05-0.0002314i,-0.00029916+0.00013823i,-0.00044113+0.0006507i,-0.00068919+0.00054929i,-0.00076524+0.00039832i,-0.00090535+0.00019395i,-0.00096477+0.00021499i,-0.00061429+0.00024807i,-0.00047494-0.00012224i
0.00068998+0.00075626i,0.00073365+0.0002362i,0.00037808+0.00076437i,0.00032981+0.0012491i,4.8574e-05+0.0010229i,-0.00071119+0.00063185i,-0.0014218+0.0010022i,-0.0014933+0.00062966i,-0.00068042+9.3553e-05i,-0.00047411-7.7338e-05i,-0.00032472-0.00038233i,-0.00012522-0.00093144i,-0.00044876-0.00070438i,-0.00053233-0.00085421i,0.00020288-0.00067081i,0.00036103-0.0010611i,-0.00013569-0.0017718i,-0.00018484-0.0011358i,6.738e-05-0.00035083i,0.00016311+0.00021587i,-0.00011843+0.00040466i,-0.00049467+0.00073744i,-0.00055351+0.00093573i
0.00025867-0.00028656i,-0.00099287+0.00027826i,-0.0010738+5.6669e-05i,-0.0005266+0.00036208i,-6.2641e-05+0.0015915i,-0.00035903+0.0015374i,-0.00035036+0.0021699i,0.00060348+0.0026309i,0.00083247+0.0016401i,0.00062419+0.00080319i,0.0005369+2.1585e-06i,0.00025107-0.00042423i,0.00034302-0.0009744i,0.00076119-0.00097642i,0.00029435-0.00012545i,-2.0251e-05+0.00036169i,0.00062696+7.6207e-05i,3.9819e-05-6.4279e-05i,-0.00055189+9.6586e-05i,-0.00056595+0.00064787i,-0.00055823+0.00061243i,-0.0004301-5.2169e-05i,-0.00042342-0.00046172i
0.00034775-0.0021582i,0.00016373-0.0023657i,-0.00025938-0.0025753i,-0.001276-0.0023905i,-0.0019096-0.001311i,-0.001293-0.00019139i,-7.0964e-05+0.00020731i,0.00050479+0.00072827i,0.00056759+0.0010125i,0.00070857+0.00047761i,0.00085862-6.2484e-05i,0.00070958+0.00020636i,5.0632e-06-0.00022121i,0.00033033-0.00057664i,0.00077417+0.00032773i,0.0002916+0.00035614i,9.8452e-05-0.0003285i,0.00040156-0.00033942i,0.00049752+0.00026015i,0.00028262+0.00087889i,6.0132e-05+0.00075507i,-6.109e-05-0.00020542i,-0.00031519-0.00025078i
-0.0012555-0.0006697i,-0.00049798+0.00017951i,-0.0010016+2.4553e-05i,0.00029837+0.0009987i,0.00055484+0.0023798i,-0.00068523+0.0028993i,-0.00068244+0.0028423i,-1.7557e-05+0.0016434i,-0.00015981+0.00049429i,-0.00079243+0.00031273i,-0.00043959+0.00048596i,0.00014979+0.00040707i,0.00041975-4.3431e-05i,0.00047263-0.00064941i,0.00031925-0.00036024i,0.00073775-0.00028023i,0.00094076-0.00076035i,0.00069923-0.0010119i,-5.9867e-05-0.00081271i,-0.00049958-0.0013241i,-0.00014395-0.0012434i,-0.00013005-8.2123e-05i,-2.6949e-05+0.00064289i
0.00014198-0.00064326i,0.00070786-0.00057476i,0.00012768-0.00062618i,-0.00079416-0.00049369i,-0.0014022-0.000124i,-0.0014502+0.00039247i,-0.00043837+0.0012764i,0.00039117+0.0010309i,0.00023119+0.00011537i,0.00025599+5.0064e-05i,0.00035532-0.00013596i,0.00016444-0.00012424i,-4.7179e-05+0.00013904i,5.723e-05+0.00057494i,0.00039922+0.0013032i,0.00034651+0.0013518i,0.00078773+0.00094391i,0.00069017+0.00053214i,0.00074403-0.0002982i,0.00069354-0.00025255i,-0.00013827+0.00072712i,-0.00096569+0.00045208i,-0.00074199-0.00024863i
0.00042026+0.0013751i,0.00010984+0.0013026i,0.00030959+0.00055312i,0.00038252-0.00063085i,-0.00020573-0.0010032i,-0.00099652-0.00037742i,-0.0012596+0.00063593i,-0.0008165+0.0015241i,-0.00049004+0.0013134i,0.00014515+0.00089802i,0.00045919+0.00013097i,0.00034993-0.000861i,-0.00015419-0.00089984i,-0.00016259-0.00078551i,-4.6176e-05-0.00090098i,0.00013902-0.00026794i,0.00037627+0.00052802i,-0.00011033+0.00066102i,-0.00080139+0.00029175i,-0.00021085+0.00032536i,0.00041121+0.0010461i,0.00032208+0.00080496i,0.00014228-0.00052902i
0.0012026-0.0025051i,0.0011204-0.0022492i,0.00088317-0.0034i,2.6138e-05-0.0029959i,-0.0017538-0.0016417i,-0.0021814+0.00016009i,-0.00022191+0.0015883i,0.0014945+0.001012i,0.0010151+0.00050133i,0.0002229+0.00029543i,0.00026932-7.0471e-05i,0.0011036-0.00037831i,0.001152-0.0007016i,0.00038126-0.00039499i,-0.00038474+0.00026271i,-0.00037848+0.00042122i,-0.00061359+0.0003042i,-0.00067112+0.00031867i,0.00020458+0.00037208i,9.3423e-05+0.00010121i,-0.00038524-0.00017048i,1.0798e-05-0.00041984i,-0.0001893-0.00068179i
-0.001841+0.0010959i,-0.0020782+0.0026466i,-0.0018496+0.0028974i,-0.0016766+0.0025587i,-0.00068757+0.0015547i,-0.00066368+0.0014054i,-0.0014281+0.0019375i,-0.0011604+0.0013969i,-0.00061882+0.00076968i,-0.00012982+0.00080057i,0.00045034+0.00025473i,0.00040837-0.00061077i,0.00011751-0.00061103i,-0.00045796-0.00034904i,-0.00081262-0.00082886i,7.3457e-05-0.0005041i,0.000391+1.9693e-05i,-0.00031045-0.00039836i,-0.00020845-0.00061384i,-0.00020018-0.00033282i,-0.00014969-0.00014281i,5.018e-05+0.0001018i,0.00030459-6.3991e-05i
0.00069994+0.00088962i,0.0017414+0.0005092i,0.0013619-0.00065709i,0.00077057-0.0013304i,0.000666-0.00076013i,0.00052447+0.00042389i,-2.7429e-05+0.0015456i,-0.00054613+0.0020134i,-0.0003702+0.00099989i,-0.00036973-0.00047069i,-0.00044792-0.00078973i,-0.00058237-0.00065636i,-0.00041741-0.00032888i,0.00029626-0.00018344i,0.00021225-0.00045821i,-0.00048324-0.00041341i,-0.00024558+8.552e-05i,-0.00028461+0.00029606i,-0.00045593+0.00045455i,-0.00052581+0.00016515i,-0.00058609+7.9806e-05i,-0.00048549+2.7587e-05i,9.3601e-05+0.000186i
-0.00036437-0.00011541i,-0.00029611-0.00037686i,9.5722e-05-0.00015657i,-0.0010211-0.00014211i,-0.0022312-0.00011661i,-0.0026868+0.00094103i,-0.0018919+0.001326i,6.8785e-05+0.00062553i,0.0010653-0.00041438i,0.00066955-0.00066634i,3.6389e-05-0.00030222i,-0.00011723-0.0010211i,0.00024682-0.001511i,-0.000296-0.00077138i,-0.00088497-0.00023656i,-0.00023649-0.00011984i,-2.0549e-05-0.00026589i,-0.00057968-0.00028335i,-0.00090754-0.00043893i,-0.00081431-0.00025292i,-0.00020441-0.00022354i,-0.00011374-0.00042411i,-0.00030791-0.00054338i
0.0013161+0.00067702i,0.0015444+0.0013785i,0.0023192+0.0022186i,0.0018841+0.0017028i,0.00067685+0.00090512i,-0.00025888+0.00075038i,-0.0007769+0.0012082i,-0.00095519+0.001062i,-0.00033211-9.1438e-05i,0.00022323-0.0011136i,0.00032832-0.00129i,0.0005511-0.00078467i,0.00042378+0.00032759i,-0.00023586+0.001067i,-8.7699e-06+0.0005556i,0.00084137+0.00019421i,0.0012953+1.4338e-05i,0.00017079-0.00018363i,-0.00075556+7.214e-05i,-0.00045147+0.00057453i,0.00030861+0.00042699i,0.00040537-0.00013467i,0.00014592-0.00017035i
0.00025398-0.0016887i,-0.00095479-0.0020129i,-0.0021294-0.0018803i,-0.0021852-0.00093447i,-0.0018326-7.8825e-05i,-0.0018907+0.00037892i,-0.0017804+0.00090856i,-0.00081684+0.0013852i,-0.00018394+0.00082343i,-0.00028967+0.00036779i,0.00015777+0.00051642i,0.00063681+0.0003252i,0.00015079-0.00022966i,-2.5543e-05+0.000393i,0.00034521+0.00093571i,2.0419e-05+0.00013536i,-0.00053798-0.00075109i,-0.00078048-0.00042832i,-0.00013462+0.00051539i,0.00012637+0.00018633i,-0.00015482-0.00021879i,0.00017569+0.00013128i,0.00013589+3.4065e-05i
0.0013411+0.00086455i,0.0030727+0.00083735i,0.0028253+0.00053272i,0.0010017+0.00013722i,-0.00027887+0.00024993i,-0.00074323+0.001603i,-0.0014125+0.002375i,-0.0015299+0.0014884i,-0.0010547+0.00040143i,-0.0010096-0.0007248i,-0.00071694-0.0011128i,-0.00047495-0.00048848i,-0.00092562-0.00037861i,-0.001093-0.00073475i,-0.0005347-0.00021379i,-0.00019267+0.00018067i,-0.00050835+0.00027002i,-8.642e-05+0.00027944i,0.00036321+0.00056537i,0.00036623+0.00091813i,6.7491e-05+0.00013602i,-0.00023955-0.00019285i,-0.00016736-0.00036859i
0.00053714-0.00063247i,0.00048508-0.00032547i,-5.5515e-05+0.00052121i,0.00021747+0.00046314i,0.00036459+0.00063936i,5.2552e-05+0.0011943i,-0.00055337+0.00077127i,-0.00087553-0.00015618i,-0.00023672-0.00071012i,-0.00044174-0.00092225i,-0.00069044-0.0001557i,-0.00019512+0.00056073i,-0.00035804+0.00079268i,9.5531e-05+0.0010556i,0.00042137+0.00091778i,0.00059952+0.00078798i,0.0010144+0.00028574i,0.0010215+3.0789e-05i,0.00048058+0.00044312i,0.00017431-9.7036e-05i,-0.00060796-0.00062427i,-0.00094529-0.00111i,-0.00051935-0.00043022i
-0.00042925-0.0010029i,-0.00063796+0.00026278i,-0.0010878-0.00012642i,-0.0014965-0.00029789i,-0.0012583+0.00082033i,-0.00044681+0.0020726i,-0.00029175+0.0021789i,-0.00094905+0.0012706i,-0.0010439+0.00039209i,-0.00069975-0.0003537i,-0.00037398-0.00047619i,-0.00013183+0.00022692i,0.00042156+0.00094874i,0.00076418+0.0011591i,0.00048884+0.00090621i,0.00039274+0.00085951i,0.00032974+0.0010363i,6.4589e-05+0.0011345i,-8.1097e-06+0.00065101i,-0.00016972-0.00038305i,-0.00058348-0.0007497i,0.00046658-0.00054218i,0.0012349-0.00025401i
-0.0013174+0.00017366i,-0.001141-0.00070629i,-0.0014502-0.00090005i,-0.0012536+3.8936e-05i,-0.00086574+0.0013827i,-0.00087032+0.0021217i,-0.0010825+0.002117i,-0.0010907+0.001608i,-0.0012478+0.00073893i,-0.0012186+0.00059252i,-0.00036338+0.00025116i,0.000837-0.00028466i,0.0016578-2.4812e-05i,0.0014859+0.00023231i,0.00060888+0.0006535i,4.7242e-05+0.0003948i,-0.00035888-9.7273e-05i,-0.00015428+0.00040195i,0.00021059+0.00049474i,0.00013793-0.00038758i,2.3996e-05-0.00065867i,-0.00039753-6.9646e-05i,-0.00039187-0.00014095i
0.0017519-0.00022605i,0.0020258-0.0017921i,0.0029774-0.0021691i,0.0022759-0.0021352i,0.00076565-0.0027137i,-2.3211e-05-0.0011212i,-0.00044079+0.0016664i,-0.00017942+0.0017885i,0.00026493+0.0013227i,0.00053277+0.00023001i,0.0006083-0.00068231i,-0.00075459-0.00059002i,-0.00073653-0.00056337i,-0.00042413-3.8669e-05i,-0.0010791+0.00054777i,-0.0010514+0.00087576i,-0.0011589+0.00015146i,-0.00094473-0.00041356i,-0.00018843-0.00026387i,-3.7667e-05-0.00012637i,-0.00047657-0.00035755i,-0.00064583-0.0004393i,-0.00042551-0.00039515i
0.00081499+0.00070128i,0.0018332-0.00020882i,0.00163+0.00016573i,0.00087248+0.00066191i,-0.00020335+0.00062484i,-0.002034+0.0007519i,-0.0025459+0.0017151i,-0.0015275+0.0019386i,-0.00038845+0.0013432i,0.00035723+0.00020572i,0.00073374-0.00055566i,0.00010445-0.00033621i,-0.00073564+2.1712e-05i,-0.00071063-2.1231e-05i,-0.00055123-0.00036123i,-2.4794e-05+5.3337e-05i,0.00047058+0.0002831i,0.00013785-0.00032767i,-0.00019979+4.49e-05i,0.00036516+0.0005971i,0.0011661-0.00034776i,0.00085212-0.0013308i,-0.00016923-0.0012574i
