-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
0.0006807-0.00063848i,0.0011561-0.0003249i,-0.00039906+0.00055758i,-0.00082591+0.0012426i,-0.00038753+0.0011755i,0.00047767+0.0012906i,0.00071313+0.00090727i,-0.00035643+0.00056139i,-0.0010293-0.00032302i,-0.00039028-0.00089202i,0.00059829-6.5042e-05i,0.00064168-8.7234e-05i,0.0010084-0.00044187i,0.001123-0.00081147i,0.00077149-0.00072964i,0.00092849-0.00054521i,0.0010914-0.00080584i,0.00093008-0.00086242i,0.00045324-0.00039034i,-0.00028485+0.0001984i,-0.00010598+0.00023798i,3.4032e-05-0.00024457i,-4.1201e-05-0.00096594i
-0.0016681+0.003023i,-0.0010903+0.0042321i,-0.00041551+0.0037629i,0.00053567+0.0025153i,0.00079514+0.0019399i,-0.00013362+0.00097698i,-0.0010671-0.00045242i,-0.00065092-0.00027966i,-0.00032256-0.00059559i,-0.00029407-0.0013973i,7.7586e-05-0.0012286i,-0.00027253-0.0011896i,-0.0006223-0.00082886i,-0.00049935-0.00026283i,-3.373e-05+2.475e-05i,0.00020567+8.2051e-05i,0.00036293-0.00051631i,0.00083755-0.00084857i,0.00058122-0.00067551i,0.00077101-6.2447e-05i,0.0010147+0.00057092i,0.00065794+0.00040723i,0.00035492-0.00019068i
-0.00091622+0.0015904i,-0.0014524+0.0012889i,-0.00040536+7.2204e-05i,-0.00068637-0.00058872i,-0.0015827-0.00054712i,-0.00092589+5.8389e-05i,0.00024888+0.00063765i,0.00034132+6.9327e-05i,-0.00021755-0.0003521i,-0.00042624-0.0007228i,-0.00051703-0.00049421i,-0.00031376+0.00037505i,-0.00071218+0.00056402i,-0.0010351+0.00029009i,-0.00035647-0.00064964i,2.9356e-05-0.0010798i,-0.00026346-0.0008052i,-0.00053306-0.00028406i,0.00014366-5.6553e-05i,0.00051803-0.00044337i,0.00030597-0.00057959i,-0.00045048-0.00031369i,-0.0002733-0.0003968i
0.0012505+0.00035885i,0.00083203-0.00030659i,0.0012578-0.0013756i,0.00090591-0.0013524i,0.00018231-0.00094348i,-0.00017502-0.0011863i,-0.00038517-0.00079031i,-0.00032367-0.001506i,-0.00049388-0.0026483i,-0.0005783-0.002354i,-0.00017667-0.0022911i,0.00023966-0.0018173i,0.00067223-0.00068928i,0.00082959-0.00029524i,0.00040495-0.00071034i,0.00017647-0.00068403i,0.00043241-0.00081711i,0.00039359-0.00086241i,0.00032428+0.0003449i,-0.00035636+0.00092669i,-0.0005877+0.00098024i,-0.00069038+0.0011376i,-0.0010534+0.00059295i
-0.0015393-0.0010354i,-0.00085538-0.00072013i,-0.00083663+0.00047167i,-0.00031477+0.00050892i,-2.5004e-05+0.0014237i,0.00053623+0.0016018i,0.00061192+0.00084223i,9.4721e-05-0.00022332i,0.00026077-0.0011681i,8.7225e-05-0.00081571i,0.00044181-0.00038483i,0.0010616+0.0001175i,0.00053642+0.0011346i,7.174e-05+9.8311e-05i,0.0002916-0.0009481i,0.00065671-0.0004408i,0.00056163-7.4187e-05i,9.5891e-05-0.00011439i,0.00036781-9.0913e-05i,0.00016933+0.00032926i,-0.00023385+0.0009587i,0.00043562+0.0015303i,0.00094794+0.0011533i
-4.6534e-05-0.0013454i,0.00063003-0.00033765i,0.00010165-0.0010249i,-0.00096928-0.00076109i,-0.0014077-0.00036289i,-0.0013435+0.00018961i,-0.00068249+9.09e-05i,-0.00013165-0.00035669i,-7.9623e-06-0.0004312i,8.7621e-06-0.00078422i,-0.00032444-0.00062185i,-3.7274e-05-0.00072997i,0.00012361-0.00099992i,-0.000116-0.0010618i,0.00060803-0.00020858i,0.00091852+2.4617e-06i,0.00096148-5.554e-05i,0.00099917+1.9495e-05i,0.00027433-0.0002331i,5.4516e-05-0.0001753i,0.00041808+0.00010937i,-0.00032368-0.00070987i,-0.00048286-0.0011301i
0.00086242+0.0013886i,0.0010906+0.0020228i,0.0012708+0.0015156i,0.0014918+0.0008819i,0.0012465+0.00012581i,0.00021965+4.0623e-05i,-0.00075705-8.9371e-05i,-0.00044614-0.00077744i,0.00020433-0.0014071i,0.00012155-0.0016479i,-0.00023933-0.0012234i,-9.1521e-05-0.00077569i,0.00023315-0.0007659i,0.00015188-0.0005358i,-0.00012194-3.3523e-05i,-0.00069192-0.00011492i,-0.00023611-0.00046997i,0.00067508-0.00061193i,0.00097325-0.00081008i,0.00090485-0.0013078i,0.00056537-0.0013194i,-2.3855e-05-0.00050246i,0.00021366-0.00043503i
-0.0010118+0.00069303i,-0.0020911+0.0010506i,-0.0025163+0.0010904i,-0.0030122+0.0022463i,-0.0026089+0.0017846i,-0.0016933+0.00098864i,-0.0011041+0.00030006i,-0.00043876-0.00048493i,-0.00011188-0.0011276i,0.0002295-0.0013461i,0.0012283-0.0011612i,0.0010001-0.00069551i,0.00018228-0.00060709i,-0.00032221-0.00067032i,-2.2985e-05-0.00061995i,2.5256e-05-8.769e-05i,3.3738e-05+0.00028006i,-1.1839e-05+4.3916e-05i,0.0002337-2.7036e-07i,0.0008743-9.4621e-05i,0.00091273-0.0007559i,-0.00015396-0.0010241i,-0.0006698-0.00016402i
-0.00074243-0.001646i,-0.0019304-0.0019073i,-0.0022555-0.0023353i,-0.0023299-0.0012383i,-0.0019612+0.00067713i,-0.0011276+0.00050232i,-0.0010189+2.4624e-07i,-0.0014178-0.00036896i,-0.00093965-0.0012356i,-0.00079534-0.0015883i,-0.00078591-0.0016026i,0.00030903-0.00093385i,0.00080468+0.00037165i,0.00030798+0.00061915i,-0.00016211-0.00077276i,-0.00015042-0.0010963i,-0.00025874+1.9356e-05i,-0.0005285+0.0013674i,-0.00087565+0.0021744i,-0.0014427+0.0013089i,-0.00092113+0.00012808i,-0.00030086-0.00014527i,-0.00027914+0.00031905i
-0.00012743-0.0017594i,-0.00083419-0.0014073i,-0.00097751-0.0013958i,-0.00010168-0.0013806i,9.7545e-05-0.00076024i,-0.00032752+0.00018662i,-6.6498e-05-0.00022715i,-4.3187e-06-0.00096495i,8.6939e-05-0.0013417i,1.252e-05-0.0017482i,-0.00019572-0.0019249i,5.3949e-05-0.00096619i,0.00014202-0.00034752i,-3.469e-05-0.00084622i,3.4419e-05-0.0013569i,0.00060605-0.0015666i,0.0014332-0.00082495i,0.0013246-0.00030001i,0.00071224-0.00020194i,0.00023457+0.00017989i,-0.00016738+0.00034577i,-0.00051559+0.00018463i,-0.0010836+5.8997e-05i
0.00040518-0.0020692i,0.00043092-0.0011837i,-0.00029458-0.0011033i,-0.0014164+0.00044902i,-0.0014513+0.0010081i,-0.00040108+0.00015124i,0.00024597+5.2416e-05i,5.5123e-05-0.00010698i,7.3619e-05-0.001365i,0.00028622-0.0014738i,0.00040718-0.000686i,5.8389e-05-0.00021328i,-0.00066883-0.0009982i,-0.00036466-0.0015722i,0.00014398-0.0011818i,0.00030572-0.00061621i,0.0006539+0.00033363i,0.00056442+4.439e-05i,0.00060397-0.00039939i,0.00017638-0.00027645i,-0.00025811-0.00017726i,-0.00015042+0.00020517i,0.00024131+0.00039504i
0.001745+0.00085324i,0.0022888+0.00094262i,0.0017948+0.0011987i,0.00095588+9.2994e-05i,-7.9123e-05-9.8043e-05i,-0.000577+0.00074661i,-4.8624e-05+0.00041729i,0.00044241-0.00027823i,0.00078908-0.00038944i,0.00071672-0.00047307i,0.00097698-0.0011889i,0.0015492-0.0014668i,0.00058062-0.00092094i,-0.00023589-9.9627e-05i,-8.9376e-05-0.00018712i,7.2147e-05-0.00057309i,-0.00022024+0.00072225i,-0.00012881+0.0013952i,0.00073541+0.00048601i,0.0008461+6.3578e-05i,0.00053187-0.00012637i,0.00061553-6.8553e-05i,0.00066972+6.6717e-05i
-0.00031553+0.0038062i,-0.00021405+0.0040212i,0.00029192+0.0033269i,0.00072262+0.0022273i,0.0013038+0.000773i,0.00093223-0.00039721i,0.00011604-0.00054399i,-0.00029858-0.00096518i,0.00035366-0.0016834i,0.00092886-0.0020059i,0.00025479-0.0016448i,0.00023813-0.0016514i,0.00037317-0.0014797i,-2.6322e-05-0.0011903i,0.00027453-0.00040466i,0.00038339+0.00041569i,6.9783e-06+0.00027823i,0.0006918+0.0003069i,0.0014426+0.00027537i,0.0019214-8.8636e-05i,0.0019128-0.00050671i,0.0010472-0.00041985i,0.0003934-0.00045824i
-0.0020853+0.00019134i,-0.0023363+0.00018996i,-0.003138+0.00045987i,-0.0026135+0.00092016i,-0.00089386+0.0013534i,-5.8389e-05+0.0011984i,-3.9682e-05+0.00067913i,-0.00057309+2.3527e-05i,-0.0010695-0.0010526i,-0.0013408-0.0012942i,-0.0012982-0.00017108i,-0.00068063+0.00035078i,-0.00041965-7.3838e-05i,0.00014872-0.00018665i,0.00041898-5.5656e-05i,0.00027824-4.3185e-05i,0.00056455+2.4956e-05i,0.00090182+0.00031122i,0.00028279+0.00018622i,-0.00033664-0.00034247i,-0.00018044+4.5158e-05i,-8.1324e-05+0.00049065i,0.00023524+6.3095e-05i
-0.0017383-6.4042e-05i,-0.0014395-0.00043448i,-0.0010112+0.00077379i,7.025e-06+0.00011133i,0.0003002-0.00034189i,0.00065531-0.00053612i,0.0009859-0.00075665i,0.00072188-0.0012372i,0.00028471-0.0017385i,2.4941e-07-0.0012513i,0.0003897-0.0010637i,0.0017652-0.001088i,0.0021566-0.00050652i,0.0009963-0.0008216i,0.00028556-0.00073177i,0.00024436-2.6844e-05i,0.00062271-6.9069e-06i,0.00013216+0.00020014i,0.00018688+0.00043332i,0.00079669+0.00034971i,0.0010344+0.00019084i,0.00072936+4.0844e-06i,-2.9306e-05-0.00079809i
0.0036759-0.00060096i,0.0044415-0.0012246i,0.0034829-0.0014602i,0.002248-0.0017486i,0.0013786-0.0016786i,0.00085063-0.00077633i,1.2993e-05-0.00050309i,8.005e-05-0.0013039i,0.00087689-0.0012071i,0.00066343-0.00093988i,0.00037232-0.0011065i,0.0001817-0.00056872i,-0.00044836-0.00036296i,-0.00053902+5.8672e-05i,-3.1687e-06+0.00013209i,0.00019545-0.00059245i,0.00014654-0.00083151i,0.00013172-0.00010792i,0.00045324+0.00057574i,0.00056685+0.00077814i,0.001101+0.00061907i,0.0010661+0.00015299i,-5.8774e-05+4.5563e-05i
0.0017899-0.00080108i,0.0029388-0.00091278i,0.0017997-0.001309i,0.00012027-0.00080803i,-0.0010051+0.00019216i,-0.001152+0.00041448i,-0.00061254+0.000605i,-0.00023749+0.00038654i,0.00030655-0.00095227i,-0.00018964-0.0014197i,-0.0013446-0.00095827i,-0.0013577-0.00062715i,-0.0001975-0.00025491i,-3.0664e-05+0.00016018i,-0.00046616+0.00019055i,-0.00013441-0.00013422i,-0.00013768-5.0357e-05i,-0.00014153-3.4743e-05i,1.1635e-05-0.00040642i,4.522e-05-0.00042244i,7.1091e-05+0.00031203i,-0.0002137+0.00035714i,-0.00025968-0.00051148i
-0.00073191+0.001954i,-0.0011542+0.002907i,-0.00020695+0.0022052i,-0.00028166+0.0007064i,-0.0014222+0.00051236i,-0.0015467+0.00058256i,-0.00085644-0.0001229i,-0.00018108-0.00088817i,0.00074113-0.0010379i,0.0014685-0.00067789i,0.00087623-0.0010626i,-0.00012045-0.00057087i,-0.00054107+0.00056204i,-0.00065983+0.0011011i,-0.00011745+0.00077628i,0.00076434-2.389e-06i,0.00036987+0.00043285i,-5.4055e-05+0.00062862i,0.00076819+0.00019156i,0.00080465+0.00012307i,0.00056509-0.00023614i,0.0002714-0.00074511i,0.00024944-0.00080899i
-0.002201+0.00053668i,-0.0026606+0.00109i,-0.0023981+0.0020101i,-0.0010168+0.0019271i,-0.0003337+0.00038202i,-0.00070902-0.00065697i,-0.0010111-7.0798e-05i,-0.00062921-0.00036354i,-0.00045037-0.00085127i,-0.00055162-0.00053909i,-0.00044442-0.00053245i,-0.00012964-0.00057496i,0.00051709-0.00080758i,0.0011675-0.00082069i,0.00073028-0.00033741i,0.00070175-0.00040666i,0.00057516-0.00084298i,0.00022058-0.00046204i,-0.00070678+0.00021032i,-0.001038+0.00035445i,-0.00043136+0.00012233i,-0.00012228+0.00010962i,0.00019535-0.00030877i
0.0014333+0.00043287i,0.00015494-0.00021302i,0.0011455-0.00020542i,0.0011969+0.00042564i,-0.00026477+0.00041211i,-0.00070588-7.6132e-05i,-0.00040988+0.0002164i,4.8487e-05-0.00042956i,0.00066145-0.0018056i,0.00097027-0.0016951i,0.0010213-0.0018831i,0.0010798-0.0012646i,0.00034668+1.5575e-05i,-0.00033459-0.00050336i,0.00016906-0.0010749i,0.00059863-0.0011658i,0.00054546-0.0010013i,0.00021637-0.00048169i,0.00037381-0.00020712i,-6.5486e-05-0.00074441i,-0.00034921-0.00074016i,0.00019844-0.00061592i,0.00015274-0.00090069i
-0.0015645-0.0020633i,-0.0016231-0.0021742i,-0.0010463-0.0011505i,-0.00047822-3.8476e-05i,-0.000165+0.00075146i,0.00015568+1.4705e-05i,-9.9998e-05-0.0007171i,-0.00015363-0.001269i,-0.00018689-0.0011163i,-0.00029183-0.00054604i,3.6053e-05-0.00059243i,0.00026901-0.0007744i,0.00094885-0.0010012i,0.00058205-0.0005521i,-1.7028e-05+0.00022256i,0.00031154+0.00073256i,0.00027939+0.0013465i,0.00012765+0.0014626i,-0.00024047+0.0013423i,-4.5957e-05+0.00089953i,0.00082691-7.2851e-05i,0.00047548-0.00041797i,0.00018109-0.00013505i
-0.00083352+3.7499e-05i,-0.00048568+6.9607e-05i,-0.0011736+0.00035099i,-0.00067331+0.0019368i,2.2994e-05+0.0023873i,-0.00012856+0.00073532i,-0.00091799-0.00011622i,-0.00060998+3.4138e-05i,0.00040807-0.00029413i,0.0013018-0.00046355i,0.0014868+1.3431e-06i,0.0012524+0.0001299i,0.001414-0.00010215i,0.0014124+0.00020068i,0.00092932+0.00044063i,0.00074312-0.00034431i,0.00094393-0.00063504i,0.00055574-0.00031492i,0.00016082-8.9323e-05i,4.868e-06+0.0003206i,0.0002393-8.824e-05i,0.00025047-0.00049914i,0.00048516-0.00041805i
-0.00021278+0.0027853i,0.00048843+0.0033139i,0.0010022+0.0030688i,0.0006965+0.0015712i,0.00091154-0.0001956i,0.00072201-0.0012225i,0.00058944-0.0013794i,0.00024274-0.0018142i,-0.00036558-0.0019545i,-0.00041843-0.0014999i,0.00019116-0.0012287i,0.00073904-0.0011943i,0.00063249-0.0017205i,0.00068324-0.0017783i,0.00067781-0.00072377i,0.00046562+0.00022337i,-1.0495e-05+0.00013249i,8.4172e-05-0.00049867i,0.00010731-0.00070287i,-0.00030469+5.5937e-05i,-0.00025235+0.00038921i,0.00043782-5.4128e-05i,0.00084007+0.00023264i
-0.0012198+0.00041439i,-0.002162-9.7756e-05i,-0.0027604-1.6312e-05i,-0.0022496+9.2661e-05i,-0.0016672+0.0002687i,-0.0012497+0.00033723i,-0.00017818-0.0003409i,0.00072195-0.00082728i,0.00036278-0.00080079i,-5.2503e-05-0.00049589i,0.00035884-0.00026041i,0.00028221-0.00074008i,0.00025183-0.00117i,-0.00022734-0.00089414i,-0.00033543-0.00042404i,0.0002182-0.00063029i,0.00058803-0.00047804i,0.00095276+0.00012943i,0.00031103+7.5139e-05i,-0.00028932-0.00049344i,0.00016365-0.0006942i,-0.00015187+0.00024044i,-0.00041125+0.00016228i
-0.00084819-0.00040876i,-0.00040992-4.8955e-05i,-0.0012164+0.0008517i,-0.0010161+0.0019277i,-3.8605e-05+0.0013991i,-0.00017376-4.3891e-05i,-0.00029273+8.4121e-05i,-0.0007436+0.00014235i,-0.00090972-0.00088042i,-0.00060595-0.0012888i,-0.00021374-0.00079007i,4.2691e-06-0.00017612i,0.00038128+3.3627e-05i,0.00026473+6.4463e-05i,-0.00030449-0.00028357i,0.00047167-0.00046984i,0.0010704+5.5346e-05i,-0.00035573+1.4331e-06i,-0.00058519-0.0010584i,0.00055911-0.00064321i,0.00094199+0.00058184i,0.0011333+0.00080613i,0.0010412-0.00021625i
0.00078474+0.001106i,0.0010307-3.7245e-06i,0.0013904-0.0018735i,0.00010309-0.0021078i,9.4422e-05-0.0017452i,0.00021869-0.0012473i,-0.00059962-0.00047361i,-0.0010921-0.00033906i,-0.00074684-0.001343i,2.0779e-05-0.002154i,-0.00011241-0.0011451i,-0.00044209-0.00078778i,-0.00046511-0.0011741i,-0.00045325-0.0002621i,-0.00024698+0.00024496i,-0.00027564-0.00084188i,-0.00011796-0.00093352i,0.00022269-0.0004932i,0.00020203-6.0399e-05i,0.00029337+0.00032117i,-1.4937e-05+0.00042758i,-0.00038167-8.5195e-05i,-0.00050495-0.00025544i
0.0006759-0.0012388i,0.00014719-0.0011181i,-0.0005854-0.00049837i,9.0363e-05-0.00058777i,0.00079917+0.00023852i,-0.00018096+0.0013395i,-0.00070826+0.00068526i,-0.00070668-0.00060829i,-0.00069746-0.0014116i,-0.00052376-0.0016979i,2.2676e-05-0.0013826i,2.6703e-05-0.00011419i,0.00025662-9.3305e-06i,0.00088523-0.00043963i,0.0010579-0.00044695i,0.00076876-0.00052607i,0.00015949-0.00098427i,0.00056368-0.00066294i,0.00080087+0.00015908i,0.00025381+0.00018337i,-3.6428e-05-0.00018864i,0.00022415+0.00018436i,-0.00010231+0.00066591i
0.00024306-0.00054748i,0.00032695-0.00034013i,-0.00027566+0.00032958i,-0.0015606+0.0007831i,-0.0017008+0.00047868i,-0.00012077+0.00072704i,0.00051727+0.00048582i,0.00086961-0.001223i,0.0010628-0.0023005i,0.0010573-0.0024382i,0.0010655-0.0018098i,0.00071014-0.0010125i,0.00020705-0.00026992i,0.00021795-5.8041e-05i,0.0004707-0.00011927i,0.00054377+0.00019476i,0.00086514+0.00040509i,0.001209+0.00044052i,0.0009083+0.00010839i,0.00021033-0.00017452i,-0.00068731-0.00021543i,-0.00091329+0.00022273i,-0.00013013+0.00046868i
-0.00023688-0.00075956i,-0.00018232-0.00074826i,-0.00075561-0.00040061i,-0.0011449+3.0015e-05i,-0.00060796+0.00018276i,0.00016633+0.00037045i,0.00050359+0.00079856i,0.00022894-5.4059e-05i,0.00052287-0.0014644i,0.00083314-0.0019508i,0.00077032-0.0011569i,0.0012295-0.00052225i,0.0002996+0.00030918i,-0.0013785+0.0011797i,-0.00062397+0.00054935i,0.00070841+5.0357e-06i,0.00095604+0.000358i,0.00046376+0.00036639i,0.00068654-0.00017143i,0.00059889-0.00034054i,0.00024233-0.00029545i,-0.00035761-0.00065653i,-0.00042708-0.00017224i
0.0019988-0.00059455i,0.0015375+2.0329e-06i,0.00097974+0.00025032i,0.00024849+0.00017759i,-8.5454e-05+0.00028465i,0.00011513+0.00042099i,0.00063348+0.00076815i,0.00061148-0.00010101i,0.00088118-0.0015648i,0.00087128-0.00090993i,0.00039512+0.00040239i,3.7472e-05+9.3182e-05i,-0.00035708-0.00059619i,-0.0004719-0.00081752i,0.00046927-0.0013201i,0.00088287-0.00085592i,-3.4077e-05-3.372e-05i,-0.00048556-9.4779e-05i,-0.00019227-0.00041061i,0.00018117-0.00020679i,0.00036696-0.00022648i,9.393e-06-0.00027775i,-0.0001446-0.00028287i
-0.0020357+0.001357i,-0.0026721+0.00092263i,-0.0018128+0.00086441i,-0.00036996+0.00047248i,8.5214e-05+0.00013899i,0.00021042-0.00038196i,-0.00020136-0.00097944i,-0.00057522-0.0013109i,-0.0001931-0.0018974i,-7.5379e-05-0.0008798i,0.00010379-0.00038897i,0.00022983-0.00099455i,-0.00014068-0.00094561i,0.00021866-0.0010558i,0.0012117-0.00066549i,0.00035504+3.8368e-05i,-0.00068944+0.00018558i,-0.00093565+0.00048226i,-0.00044244+0.0010966i,-0.00045633+0.0012039i,-0.00037557+0.00066259i,0.00030041+0.00028319i,0.00043637+9.964e-05i
0.0006527+0.00027743i,0.0012393-0.00042235i,0.0014726-0.000282i,0.0019028+0.00020518i,0.0013477+7.8666e-05i,0.00054098+0.00018522i,0.00025114+5.7621e-05i,3.4538e-05-0.00078035i,0.00014757-0.0017897i,0.00030441-0.001993i,0.0001501-0.0012727i,2.1118e-05-0.0010496i,0.00021597-0.00095243i,0.00013906-0.00033875i,0.00012023-0.00044823i,0.00051091-0.00033019i,0.00038424-0.00066114i,0.00025035-0.0013564i,-8.3401e-05-0.00059017i,-0.00010546-4.2567e-05i,0.00022708+0.00026568i,0.0003145+0.000411i,0.00030287+0.00032521i
0.00043655+0.00096532i,0.00075508+0.001498i,0.0011894+0.00070279i,0.0013308+0.00043518i,0.001272+0.00085876i,0.0009236+0.00037555i,0.00047246-0.00043257i,0.00074009-0.00086032i,0.00065726-0.00076696i,0.00033873-0.00026168i,0.00031076-0.00037408i,-4.8391e-05-0.00069801i,-0.00086217-0.00015937i,-0.0013726+0.00020423i,-0.0011781-0.00010351i,-0.00024242-0.00027728i,8.4386e-05-6.7086e-05i,-0.00020037+0.00010633i,-0.00020196+1.1931e-05i,0.00034724-0.00029211i,0.00055101-0.00018719i,0.00061589+0.00039953i,0.00051837+0.00066016i
-0.0012315+0.0015829i,-0.0012556+0.0017372i,-0.0013079+0.00098999i,-0.001474+0.00047736i,-0.0014073+0.00035964i,-0.0006604-0.00036443i,-0.00042116-0.00095301i,-0.00079931-0.0009405i,-0.00027017-0.0011227i,0.00043682-0.0015884i,0.00049202-0.0010075i,7.3888e-05-3.5261e-05i,-0.00063751+0.00043035i,-0.00057064+0.00039275i,-0.00043882+6.3299e-05i,-0.00012317-0.00011997i,-0.00013422-3.9533e-05i,2.0838e-05-0.00046317i,0.00026829-0.00068736i,-0.00010032-0.00029773i,-0.00046871-0.0008295i,-0.00018509-0.0011331i,0.00013686-0.00084579i
-0.00076761-0.00019201i,-0.0011298-0.00068163i,-0.0011369-0.00093019i,-0.00048618+7.5972e-07i,-9.956e-05+0.00039014i,-0.00026278+0.00046352i,-0.00042882+5.5873e-05i,0.00028877-0.00047002i,0.00025068-0.00030947i,-0.00074054-0.00031658i,-0.00057533-0.00030953i,0.0001372+2.6491e-05i,0.0003133-0.00018204i,-0.00015183-0.00052396i,-0.00028528-0.00068404i,0.00045323-0.00087333i,0.0002545-0.00090722i,-0.00018373-0.00056424i,0.0003188+0.0001723i,0.0008591+0.00034202i,0.00034131-0.00023566i,0.00018286-0.00069258i,0.00053028-0.00028299i
0.0009501-0.00086266i,0.00017601-0.0018264i,0.00022853-0.0023138i,0.00054441-0.0019546i,0.0008745-0.0013185i,2.5035e-05-0.00075393i,-0.00090227-0.00039536i,-0.00036837-0.00058425i,4.7885e-05-0.0011568i,0.00074686-0.0020063i,0.00081564-0.0018374i,8.6166e-05-0.00089599i,-0.00055848-0.00019988i,-0.00083025-4.6774e-05i,-0.00034615-0.00039663i,-0.00067633-0.00089317i,-0.000594-0.0010904i,0.00011319-0.0010735i,-0.00016255-0.00071036i,-0.0007237-0.00078249i,-0.00074981-0.00055185i,-0.00015916-2.2021e-05i,0.00034477-4.8356e-05i
0.00034356-0.00088156i,-0.00037031-4.4171e-05i,-0.00065939-0.00049722i,-0.00055879+0.00045773i,-0.00075748+0.0013793i,-0.00013221+0.0010584i,-3.523e-05+0.00054237i,-0.00016561-0.00020941i,0.00031643-0.00093667i,0.00018315-0.0016982i,0.00033014-0.0010756i,0.00061825+0.00033964i,0.00012831-0.00025338i,-0.00032327-0.0016387i,5.1316e-05-0.0010824i,0.00066666-4.3062e-06i,0.00038797+0.00020465i,-0.00015998+0.00028292i,-0.00022054-8.8303e-05i,-0.00014449-0.00018341i,8.0263e-05+1.4171e-06i,0.00081148+0.00037984i,0.0010624+0.00089306i
-0.00032941-0.00021547i,-0.00038863+0.00062176i,-0.00070025+0.0005339i,-0.0012506+0.00049831i,-0.00095249+0.00020116i,-9.2352e-05+4.6981e-05i,0.00063163+0.00074461i,0.00082306+0.00090871i,0.00056991+8.5246e-05i,0.00036701-0.0008382i,0.00054677-0.0007518i,0.0012401-0.00024872i,0.0014655-0.00042914i,0.00082782-0.0010679i,0.00042176-0.00028224i,-0.00031051+0.00028006i,-0.00036243-0.00036244i,-0.00019253-0.0002593i,-1.0586e-05+0.00030369i,0.00041422+0.00039594i,0.00062739+0.00027914i,0.00080775-4.1163e-05i,0.0010671+0.00012215i
0.0022196+0.0012596i,0.0020718+0.0020359i,0.0027694+0.0012808i,0.0035642+0.00028231i,0.0016889-0.00098515i,-0.00050629-0.0012306i,-0.00038746-0.0012136i,0.00057221-0.0017977i,0.0010402-0.0021907i,0.001319-0.0017342i,0.0006618-0.0015234i,-5.9207e-05-0.00092969i,-0.00058023-0.00027727i,-0.0013535-0.00056047i,-0.0014901-4.5815e-05i,-0.0011794+0.0003981i,-0.00027074+0.00011729i,-0.00033949+0.00060498i,-0.00093525+0.00049778i,-0.00079374-0.00039323i,-0.00045716-0.00055923i,-0.00048143-0.0001851i,-0.00017473+0.00020688i
-0.0014931+0.0024384i,-0.0022224+0.001874i,-0.0017355+0.0017434i,-0.00021083+0.0010071i,-0.00035302-7.5069e-06i,-0.00058176-0.00010093i,-0.00031367+0.00029401i,-0.0004279-0.00020598i,-0.00020119-0.00079913i,3.3962e-05-0.00030169i,0.00042889+0.00055055i,0.00086632+0.0011932i,0.00061692+0.00095799i,-3.1749e-06+0.00020887i,-2.3792e-05-0.00024401i,0.00050034-0.00023934i,0.00047163-0.00017277i,-0.0001221+5.2859e-05i,-0.00010549+0.00021141i,-1.0688e-05+0.00011109i,-0.00032492-0.00062333i,-0.00023542-0.00083847i,0.00036447-0.00047153i
-0.0011989+0.00071591i,-0.00089794+0.0010469i,-0.0009559+0.00093324i,-0.00060322+0.00046087i,0.00027267-0.00011295i,0.0004427-0.00016005i,-1.3987e-05-0.00037468i,-0.00035338-0.0011742i,-0.00059396-0.0019208i,-3.9537e-05-0.0016389i,0.00064764-0.0003242i,-0.0002229+0.00022487i,-0.00028902-0.00014875i,-0.00029699-0.00017492i,-0.00026092-0.00054792i,-8.8338e-05-0.0009937i,-0.00025429-0.00039905i,0.00042819+0.0004723i,0.00064159+0.00074148i,5.218e-05+0.00016767i,-0.00025716-2.9404e-05i,-0.00039456+0.00022362i,0.00011254+4.9065e-05i
-0.0018968+0.0018464i,-0.0013347+0.00088628i,-0.0009526+0.00059501i,-0.00055714+0.00038386i,0.0013996-3.6047e-05i,0.0020522+1.1328e-06i,0.00079312+6.9487e-05i,-0.00023204-0.00043867i,-0.00046224-0.00097028i,-0.00013525-0.0015427i,0.00070074-0.0016257i,0.00045024-0.0010712i,-0.0003213-0.00076782i,-0.00020523-0.00093305i,8.1812e-05-0.00062081i,0.00020233-0.00054326i,-0.00040989-0.00069957i,-0.00041013-0.00028348i,0.00017363+9.2239e-05i,0.00016907+0.00055724i,6.8295e-05+0.00030235i,0.0002037+1.2155e-05i,0.00016622+0.000127i
