-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
0.0005131-0.0010173i,0.00059656-0.00013937i,-0.00052339-0.00025381i,-0.00079861-0.0005697i,-0.0004842-0.00037185i,-0.00073211+0.00016843i,-0.00049822-0.00017628i,0.00019961-0.0014782i,-0.00031686-0.0021253i,-0.0011703-0.001957i,-0.0010927-0.0010484i,-0.00087073-0.00058131i,-0.00032519-0.00067318i,0.00052145-0.00055546i,0.00058119-0.00058623i,-0.00023171-0.00078321i,-0.00049769-0.00079536i,-0.00068986-0.00041381i,-0.0010646-0.00016242i,-0.00044118-0.00011619i,0.00058761-0.00015195i,0.00050274+0.00021431i,-0.00025645-4.3005e-05i
4.1175e-05+0.00015381i,0.00016231-0.00049863i,0.0011627-0.00072295i,0.0012817+0.00014528i,0.00063427+4.4814e-05i,0.00016866-0.00014917i,-0.00068622+1.0537e-05i,-0.0010153-0.00021264i,-0.0001197-0.00097808i,0.00056292-0.0014082i,0.0010788-0.00072168i,0.00084352-0.00067862i,0.00018605-0.0013307i,2.1158e-05-0.0015735i,-0.00028125-0.0012356i,-8.0814e-05-0.00056935i,7.3951e-05+0.00036269i,-0.00051087+0.0011989i,-0.00063833+0.0012898i,0.00013728+0.00070522i,-8.3064e-05-6.1267e-05i,-0.00065529-0.00014957i,-0.00052946-1.6777e-05i
0.0021486-0.001234i,0.0014605-0.0012287i,-0.00033646-0.0013205i,-0.0016017-0.00080265i,-0.0014902+0.00020627i,-0.00077774+0.0010417i,-0.00055619+0.0008876i,-1.6033e-05-0.00022942i,0.00049877-0.001112i,0.00069915-0.0011973i,0.00060076-0.00078404i,0.00016359+0.00015928i,-0.00077804+0.00056719i,-0.001476-0.0002728i,-0.00071348-0.00059815i,0.00036511-3.5062e-05i,6.6212e-05+0.00023746i,-0.0002351-0.00020784i,-1.0684e-05-0.00048251i,0.0003262-0.00055774i,0.0010506-0.00068911i,0.0014962-6.9664e-05i,0.00098154+0.0010089i
-0.0019676-0.00043827i,-0.0010151-1.9774e-05i,-0.00037217-0.00089982i,-0.00038296-0.0011579i,-1.8677e-05-0.0006335i,-5.879e-05+0.00034725i,2.8251e-05+0.0009308i,0.00012615-0.00019061i,0.00036584-0.0013695i,0.00085918-0.001531i,0.00075286-0.0012003i,0.00068476-0.0011848i,8.9979e-05-0.00075796i,-0.00019038-0.00043143i,0.00014101-0.00069243i,-0.00036897-0.00038279i,6.0269e-05-0.00016033i,0.00094037-0.0007041i,0.0007987-0.00078163i,-0.00018485-0.0011745i,-0.00060248-0.0014121i,-0.00030588-0.00064584i,-7.0012e-05-0.00044342i
0.0019526+0.00099972i,0.0014951+0.00042682i,0.00076425+0.00072104i,0.00035252+0.00043214i,5.9732e-05-9.7785e-05i,-0.0006143-0.00058526i,-0.00027225-0.0006958i,0.0004185-0.00069322i,-0.00014331-0.00074404i,-0.00034495-0.0012374i,-0.00036815-0.00090705i,-0.00026977-0.00011859i,0.00027836-0.00085528i,-0.00018169-0.00085706i,-0.00043591+0.00026251i,-1.0382e-05+0.00061541i,0.00027806+0.00082343i,0.0010601+0.0010492i,0.0011101+0.0011682i,0.00071647+0.00041421i,0.00093998-0.0011384i,0.00069417-0.0012503i,4.7705e-05-0.00057695i
-0.0012279-0.0018173i,-0.00070244-0.0021629i,-0.001813-0.00044004i,-0.0011902+0.0010722i,0.00036831+0.00087257i,0.00079766+0.00077597i,0.00068806+0.00075601i,0.0006384+5.6402e-05i,0.0006664-0.00072743i,0.00039404-0.00054517i,0.00011463-4.359e-05i,0.00078679-0.00042538i,0.0010781-0.00057151i,0.00059709-0.00019913i,0.00028295-0.00050348i,0.00061261-0.00073126i,0.001196-0.00064805i,0.00096496-0.00013601i,0.00030951+0.00017181i,0.00077545+0.00033529i,0.00071578+0.0003607i,0.00031731+2.1575e-05i,0.000474-0.00020882i
-0.00025294-0.00071437i,0.00055377+1.5871e-05i,-0.0014613+0.00070239i,-0.0021243+0.0010501i,-0.00058469+0.0017129i,0.00036701+0.0019253i,0.0010065+0.00055801i,0.0010233-0.001089i,0.00044309-0.0018624i,9.2147e-05-0.00082416i,0.00025541-0.00040359i,0.0012027-0.00087131i,0.0010252-9.531e-05i,-0.00020944+1.192e-05i,-0.00018283-0.0003356i,0.00011684-0.00035699i,1.0363e-05-0.00033541i,-0.00013829+0.0002688i,-0.0007226+0.00059889i,-0.00082977+1.2291e-05i,-1.1036e-05-8.221e-05i,0.0010975-0.00014084i,0.001289+0.0001294i
-0.00082711+0.00047057i,-0.00028664+0.00014371i,0.00065515-0.00010208i,1.8858e-07+0.0004299i,-0.00034788+0.00042751i,-0.00071145+0.00060634i,-0.00089607-0.00016947i,0.00012891-0.00076868i,0.0011662-0.00062292i,0.0011302-0.0010348i,0.00046468-0.00080352i,-0.00030223-0.00040835i,-0.00058129+2.6269e-05i,-8.3213e-05+0.00027931i,0.00041805-6.7261e-05i,0.00024458-0.00043069i,4.5066e-05-0.0005061i,0.0001914-0.0002416i,0.00036295-6.0121e-05i,-0.00010696-0.0010541i,-0.00091953-0.00072479i,-0.00091412+0.00023555i,0.0004545-9.8658e-05i
-0.00057651-0.00049409i,-0.0011558+0.00027916i,-0.0021396+0.0021759i,-0.002418+0.001941i,-0.00154+0.0011575i,-0.0014718+0.00083695i,-0.00054745+0.00043856i,0.00019517-6.6188e-05i,-7.2149e-05-0.00082862i,0.00030939-0.0013029i,0.00083724-0.0010432i,0.0012598-0.00057608i,0.00056471-0.00036861i,-0.00038175-0.00043011i,-3.4215e-05-0.00052618i,-0.00017282-0.00068486i,0.00022602-0.00041291i,0.00076631+0.00050025i,0.0005943+0.0010385i,0.00033609+0.0011543i,3.3128e-05+0.00032343i,0.00035112-0.00031881i,0.00041782+7.7185e-05i
0.00054701+0.00018105i,0.00010651-0.00071102i,0.00027343-0.0012031i,6.9244e-05-0.0019329i,-0.0004291-0.0015622i,-0.00054812-0.0014463i,-0.00038859-0.00084888i,-0.00013508-0.00026337i,-0.00039845-0.0010736i,-0.00056153-0.0016922i,-0.00035487-0.0014884i,-0.00047526-0.00094767i,-0.00037855-0.00015609i,-0.00032381-0.00040579i,0.0002193-0.00068359i,0.00092218-3.3421e-05i,0.00046666+0.00038897i,0.0002746+6.7765e-05i,0.0010741+0.000194i,0.00055733+0.00064801i,-0.00017126+0.00049703i,0.00043099-6.6519e-05i,0.00054036-0.00034153i
0.00049574+0.0017175i,0.0012704+0.0026463i,0.0017698+0.0024561i,0.0019382+0.0013505i,0.00066048+0.0010119i,-0.00079989+0.00031742i,-0.00056805-0.00028043i,-0.00022882-0.00048741i,5.7948e-05-0.0010705i,0.00035908-0.0017572i,0.00069901-0.001397i,0.00043886-0.00065077i,-0.00049866-0.00021818i,2.4505e-05-0.00056896i,0.00077642-0.00035203i,0.00092812+0.0003193i,0.00085255+0.00027085i,0.00017785+6.0801e-05i,0.00011537+0.00018008i,0.00040051-1.9994e-05i,0.00047024-0.00037482i,0.00053795+0.0001686i,0.00075287+0.00039223i
-0.0004146-0.001138i,-0.00019517-0.00061097i,-0.0019173-0.00067807i,-0.0024058+3.191e-05i,-0.0006596+0.0011043i,0.00041518+0.00012686i,-6.3297e-05-0.00086744i,-0.00043053-0.0011309i,0.00018631-0.00088676i,0.00071296-0.00056831i,0.00084982-0.00020075i,0.0010374+3.1474e-05i,0.00089867-0.00026289i,0.00069558-0.00048365i,0.00084883-0.00096479i,0.00082026-0.0011619i,0.0002892-0.0006753i,-0.00032131-0.00041123i,-0.00026728-0.00037363i,0.00019595+0.00040444i,0.00029667+0.00094171i,0.00011266+0.00038308i,-0.00031974-0.0004677i
0.0010916-0.00033236i,0.0010501+9.0155e-05i,0.0004578-0.00031582i,-0.00026738-0.00064465i,-0.0017794-0.00016907i,-0.0018668+0.00074583i,-0.00073198+0.00096582i,5.6372e-05+0.00028711i,0.00019131-0.0010791i,0.00015336-0.0012571i,0.00014947-4.3336e-05i,9.2306e-05+0.0001743i,0.00023956-0.00037616i,0.0005562+0.00017395i,0.0009489+0.00032893i,0.00091686+5.3786e-05i,0.00070741+0.00024116i,0.00054344-2.3846e-05i,0.00039228+8.9222e-05i,0.0004025+0.00033551i,-0.00016794+0.00058549i,-0.000281+0.00068056i,0.00037436+0.00029114i
-4.6558e-05-0.0032191i,-0.0008227-0.0019869i,-0.0010718-0.0013651i,-0.0014545-0.00077026i,-0.0013203-0.00028804i,6.769e-05+0.00056037i,0.00088387+0.00039035i,0.00076844-0.00073271i,5.2535e-05-0.0011445i,-0.00013126-0.00054198i,0.00034341-3.8669e-05i,0.0011805-4.6313e-05i,0.000947-9.0815e-05i,-0.00045362-2.0834e-05i,-0.00073005-0.00030403i,-0.00069047-0.0005824i,-0.00060256-0.00041403i,0.00014259+0.00040784i,0.00049769+0.00082149i,0.00022251+0.00045963i,0.00011004+0.00011406i,-0.00033246+3.8839e-05i,-0.00035947+0.00028705i
-0.00092975+0.00052081i,-0.0011725+0.00046529i,-0.0020639+0.0009909i,-0.0024844+0.001115i,-0.0016041+0.0010872i,-0.0004464+0.00080942i,0.00055975+0.00023987i,0.0010846-0.001091i,0.00072294-0.0015244i,0.00047553-0.00069039i,0.00082954+0.00039723i,0.00055847+5.7751e-05i,0.00068747-0.00088705i,0.0010883-0.00046593i,0.00044346+0.00011924i,7.7571e-05+0.00032668i,0.0001191-2.1146e-05i,0.00022391-0.00014472i,0.0004547-0.00017837i,0.00025056-5.8124e-05i,-0.00028099-0.00038112i,-0.00024439-0.0002406i,-8.7964e-05-0.00018688i
-0.0012948-0.0006085i,-0.00032733-0.0011142i,-0.00077605-0.0018259i,-0.00075247-0.0012506i,-0.00089446-4.5034e-05i,-0.0012129-0.00013863i,-0.0008863-0.0005679i,8.2031e-05-0.00065496i,0.00022321-0.0015137i,1.4334e-05-0.0015357i,0.0003631-0.0009125i,0.0010839-0.00028918i,0.0010035+0.0006495i,0.00010741+0.00033943i,-0.00030414-4.2722e-05i,-0.00038365-0.00033138i,-0.00026832-0.00054558i,0.00027324+0.00029864i,0.0002324+0.00039829i,-2.6913e-05-0.00030298i,8.9217e-05-0.00015213i,-0.00021929-0.00042869i,-0.00032956-0.00072045i
0.0002303+0.0015308i,0.00030634+0.0017867i,-0.00061998+0.0022066i,9.4966e-05+0.0011156i,0.0014721-0.00042462i,0.00088811-0.0007946i,-0.00030346-0.00071053i,-0.00036132-0.00046468i,-5.9925e-06-0.00067124i,0.00087886-0.0011331i,0.0014187-0.00082459i,0.00086443-0.0007742i,0.00043379-0.00091154i,0.00029396-0.0013541i,0.00044504-0.0011675i,0.00018964-0.00013025i,-0.00033417-6.1052e-05i,2.1634e-07-0.00029926i,0.00075566-0.00015706i,0.00035568+0.0001141i,-0.00045876+0.00039567i,-0.0002774-3.697e-05i,-0.00039148-0.00050637i
0.00069846-0.0022614i,0.00047706-0.0027318i,-0.00024631-0.0029663i,-0.00070628-0.0013753i,-0.0012505-0.00034053i,-0.00054937+6.197e-05i,6.3892e-05-0.0001083i,2.1789e-05-0.00050981i,0.000457-0.0016321i,0.000272-0.0017249i,-0.00027247-0.0012472i,-1.4423e-05-0.0013448i,0.00037583-0.00072351i,0.00062346+0.00019664i,0.00066863+0.00038796i,0.00070543+0.00082499i,0.0011342+0.00032578i,0.00098696-0.00022491i,0.00040882-0.00014846i,-0.00048215-0.0002588i,-0.00098646-0.00041389i,-0.00040446+1.6554e-05i,-0.00035224+0.00077789i
0.00024738-0.0011241i,0.00037931+0.00045189i,0.00038056+0.00188i,0.00029968+0.0014951i,-0.00013204+0.00048394i,-1.0922e-05+6.7044e-06i,0.0002348+3.9552e-05i,-6.774e-05-0.00055118i,2.6179e-05-0.0012237i,0.00036423-0.0014043i,0.00065082-0.0010981i,0.00016391-0.00075869i,-0.00053376+5.0112e-05i,-0.00077351+0.00023827i,-5.7233e-05-0.00068401i,0.00024692-0.0010569i,-0.0005982-0.0011619i,-0.0011803-0.00075754i,-0.0010395+0.00049611i,-0.0002113+0.00089164i,0.00034269+0.00031998i,9.1769e-05+8.9407e-05i,-0.00043763-5.5645e-05i
0.0017203+0.0007386i,0.0013098+0.00037484i,0.00056203-0.00093294i,-0.00025184-0.0011597i,-0.00039643-0.0010301i,0.00038245-0.0012075i,0.00075024-0.00025914i,0.00056433-0.00044536i,0.0010434-0.0016788i,0.0011701-0.0012028i,0.00038456-0.0004598i,-0.00057588-0.00012644i,-0.0013867-0.00015031i,-0.00083748+2.73e-05i,0.00014422+0.00022353i,0.00046199-0.00052221i,0.00051808-0.00077112i,0.0010422-3.7553e-05i,0.00075891+0.00063258i,0.00030992+0.00028624i,0.00028744+0.0002469i,0.00063245+0.00075086i,0.00043355+0.00026538i
-0.0025644-0.00072288i,-0.0018695-0.00010282i,-0.0018317+0.00018126i,-0.0014944+0.0011602i,-0.001616+0.0017325i,-0.00059252+0.001322i,-0.00024686+0.00066849i,-0.00032907-0.00083124i,-3.9042e-05-0.0020856i,-5.1912e-05-0.0019163i,0.0006495-0.0010474i,0.00086743-0.0001349i,-0.00010603+0.00028645i,-0.0001453-7.4975e-05i,0.00025074-0.00025556i,-3.6306e-05-0.00030409i,-0.00021088-3.4436e-05i,0.00020654+0.00062791i,0.0010151+0.00071367i,0.00089477+0.00017059i,0.00035817-0.00019339i,-1.7184e-05-0.00029632i,1.7586e-06+0.00011714i
-0.0016001+0.00028879i,-0.0013144-0.00057226i,-0.001123+0.00067837i,-0.001115+0.0024016i,-0.00036335+0.0021834i,0.00075583+0.00099961i,0.0015223+0.00058248i,0.001232-0.00014448i,0.00025822-0.0015994i,7.154e-05-0.0015862i,0.00078633-0.00045764i,0.0010848-0.00039282i,0.0012123-0.0011026i,0.00088576-0.0013962i,6.9867e-06-0.0010041i,-0.00058691-0.00029516i,-9.1971e-05-4.8341e-05i,0.00053454-0.00024986i,0.0009025-0.00011386i,0.00046207+0.00015236i,-0.00038393+0.00047875i,-0.00019725+0.00026386i,0.0001465+0.00026537i
-0.00056101+0.00061828i,0.0001003+0.00068564i,-0.00039368-0.00029595i,-0.00092429-0.001062i,-0.00083807-0.00059387i,9.251e-05+0.00090135i,0.00064897+0.00083399i,-6.5846e-05-0.00038332i,-9.6647e-05-0.0012682i,0.00070978-0.00064768i,0.00081393+0.00011571i,0.00098079-8.3547e-05i,0.00082051-6.4659e-06i,0.00056501-0.00057035i,0.0010107-0.00091117i,0.0009899-0.00043852i,0.00034759-0.00038426i,-0.00018108-0.00056366i,-0.00053391-0.00065837i,-0.0005035-0.0009231i,0.00029117-0.00044054i,5.487e-05+0.00022877i,-0.00012177+0.0002681i
-3.9122e-05+0.0012461i,0.00064316+0.0019176i,0.0023525+0.0023035i,0.0025262+0.0014063i,0.0010017+6.3477e-05i,-0.00059049-6.6376e-06i,-0.0001718-0.00027385i,0.0012761-0.00091658i,0.0015838-0.001451i,0.0012844-0.0013324i,0.00039347-0.00063161i,-0.00040695-0.00035163i,0.00017782+7.877e-05i,0.00064505+0.00020925i,3.9109e-05-0.00010686i,-0.00026866+0.00034439i,3.3049e-05+0.00057289i,0.00041014+0.00016487i,0.00012892+0.00028334i,-0.00013751+0.0002989i,0.00018635+4.6745e-05i,0.00092851-2.5732e-05i,0.00085756-0.00041584i
0.0014919+0.00098836i,0.00054463+0.0016717i,2.3477e-05+0.0012184i,6.302e-05+0.00039864i,-0.00032823-0.00078248i,-0.00044979-0.00095559i,-2.1694e-05+0.00047641i,-1.7391e-06+0.00035869i,-0.00017231-0.0014604i,0.00011588-0.0026404i,0.00067318-0.0021762i,0.00023213-0.0010944i,-1.1279e-05-0.00071002i,-0.00023889-0.00013866i,-0.00010029+8.7169e-05i,0.00029274-0.00051162i,0.0011241-0.0010593i,0.0011556-0.00082115i,0.00038407+0.00047771i,0.0006764+0.0010458i,0.00089099+0.00062688i,0.00024122+4.938e-06i,-0.0001369-0.00049519i
0.00083697+0.00039076i,0.0012524-3.4089e-05i,0.0015095+0.00015987i,0.0010723-0.00012639i,-0.0002623-0.00017312i,-0.0011143-0.00041688i,-0.0011242-0.0011584i,-0.00010272-0.0014921i,0.00022734-0.0026753i,-0.00019107-0.0029803i,-0.00016229-0.0013471i,-0.0006797-0.0003329i,-0.0010052-0.00069999i,-2.7762e-05-0.00056005i,0.00036232+0.00026233i,0.00058187+0.00012928i,0.00031457-7.3269e-05i,0.00052269-7.6363e-05i,0.0014579-0.00062805i,0.00082915-0.00085585i,-0.00020572-0.0008154i,-0.00018823-0.00017188i,0.0001061+0.00030283i
-0.0020064+0.0013909i,-0.0018339+0.0010891i,-0.0013834+0.0015941i,-0.00081246+0.0019368i,-0.00035876+0.0016902i,0.0002687+0.001141i,-0.00022822+0.00083527i,-0.00015333-0.00015342i,0.00059382-0.0010164i,0.00098887-0.00085412i,0.00099506-0.00031902i,0.00034112-4.8557e-05i,0.00080226+0.00026425i,0.00105-0.00035218i,8.2321e-05-0.00052336i,-0.0002901-0.00054426i,-0.00020759-0.00062033i,0.00020005+0.00074602i,0.00081296+0.00048939i,0.00082433-0.00092091i,0.00087793-0.00092637i,0.0013955+3.9467e-06i,0.0012107+0.0003771i
-0.0022106-0.00070813i,-0.00092853-0.00023369i,-0.00049815+0.00072479i,-0.00076084+0.0013709i,-0.00038533+0.0012076i,0.00055814-7.3264e-05i,0.00083904-0.00092779i,0.00054486-0.0011279i,0.00052338-0.0012038i,0.00049354-0.0012069i,0.00030277-0.00062297i,-0.00033765-0.0002131i,-0.00036792-0.00054926i,-0.00025804-0.0006009i,-0.00025599-0.00039378i,2.5567e-05-0.00065474i,0.00063802-0.00057181i,0.00059188-0.00025541i,0.00026857+0.00031991i,0.00050657+0.00087162i,0.00024557+0.00073319i,-0.00022855+0.000122i,-0.00050217-1.7454e-06i
-0.00040628-0.00055149i,-0.00019616-0.00018538i,-0.00072486+0.00095961i,-0.00071146+0.00085877i,0.00018335+9.6426e-05i,0.00071222+0.00056225i,0.00068779+0.00051968i,0.00051807-0.00034425i,0.00010333-0.0008433i,-0.00011953-0.0009044i,0.00040151-0.00038834i,0.001084+0.00030075i,0.00072749-0.00050098i,-2.0836e-05-0.00099142i,-0.00036556-0.00056038i,-0.00027205-0.00029919i,1.9172e-05-0.00033859i,0.00022852-0.00082966i,-0.00022083-0.00024262i,-0.00092493+0.0008737i,-0.00029023+0.00096126i,0.00035887+0.00065719i,0.00021742+0.00057978i
0.0026475-0.0016116i,0.0021562-0.0013401i,0.0016302-0.0017623i,0.00094926-0.001748i,-0.00061206-0.00022054i,-0.00069911-0.00047463i,0.00013426-0.0009884i,-0.00011271-0.00057987i,-2.5041e-05-0.0010524i,0.00047679-0.0015234i,0.00052643-0.0013711i,0.00029348-0.00046121i,-0.00025954+0.0001778i,-0.00052359-5.0647e-05i,-0.00033423-0.00049226i,0.00025693-0.00086794i,0.00024734-0.0010069i,-2.2321e-06-0.00067964i,0.00014101-0.00063336i,0.00057396-0.00048748i,0.00073802+0.00015028i,-4.5338e-05+0.0002081i,-0.00070728+0.00053457i
-0.00060172+0.00015147i,-0.00015325+0.00046757i,3.773e-05+0.0016591i,-0.00046812+0.001558i,-0.00051656+0.0011993i,-2.508e-05+0.00062347i,0.00031434-0.00088839i,0.0010416-0.0015587i,0.001193-0.0015808i,0.0013439-0.0012336i,0.0015621-0.00081347i,0.0015819+0.00020825i,0.0016209+3.7448e-06i,0.0017187-0.00081962i,0.0011249-0.00054804i,0.00087047-2.4164e-05i,0.00062321+0.001204i,0.00019183+0.0012086i,0.00060033+2.679e-05i,0.0010592+6.8054e-05i,0.0011553+0.00034201i,0.00022041-0.00055048i,0.00014997-0.001014i
-0.00043822-0.0010293i,-0.00098076-0.00036095i,-0.0021963+0.00024871i,-0.0015496-9.086e-05i,-0.00079512-0.00033984i,-0.000411-6.7888e-05i,0.00028863+0.00021067i,0.00073934-0.00057666i,0.00090654-0.0020924i,0.00022722-0.0027704i,3.8518e-05-0.0014268i,0.0004102-0.00019837i,0.00054373-0.00011661i,0.00026054-0.00017551i,0.00011249+0.00098411i,0.00013192+0.001855i,0.00029381+0.00077738i,-3.099e-06-0.00019968i,-0.00051027-8.7767e-05i,-0.00029361+0.00034937i,0.00038028+0.00034511i,-6.4337e-05-0.00037989i,-0.00087454-0.00053807i
-0.0010781-0.00057912i,-0.001158-0.00079775i,-0.0014329-0.0019308i,-0.0017952-0.001318i,-0.00095692-3.0439e-05i,1.4186e-05-0.0001246i,0.00027194-0.00065035i,0.00046476-0.001187i,0.00032568-0.0017797i,-0.0003307-0.0023856i,-0.00013846-0.0027353i,0.00057392-0.0018364i,0.00052176-0.0010438i,0.00055953-0.00081553i,0.00071551-0.0010841i,0.00062873-0.00078487i,-6.6439e-05-0.00037021i,6.6292e-05+0.00016441i,0.00036064+0.00024674i,0.00038692-0.00040207i,0.00064805-0.00026106i,0.00044688+3.557e-05i,0.00042289-0.00028695i
-0.00085852-0.00061512i,-0.00031827-0.0016054i,-0.00025581+0.00035999i,-0.00064515+0.0015075i,-0.00081962+0.00086773i,-0.00062782-7.006e-05i,-0.00057707-0.00071003i,0.00011908-0.0012719i,0.00075279-0.0014091i,0.0009305-0.0012866i,0.00079041-0.00078332i,0.00027232+0.00028021i,0.00016216+0.0002521i,0.00047966-0.00035176i,0.00093428-0.00038663i,0.0012625-0.00025326i,0.0011466+0.00033167i,0.00033227+0.00070815i,-0.00017609+7.7996e-05i,4.1515e-05-0.00011539i,-0.00035825+2.9424e-05i,-0.00081181+9.3695e-05i,0.00018938+0.0005725i
-0.00035636-0.0019162i,0.00060332-0.0013551i,0.00096867-0.0016716i,-0.00021193-0.0021947i,-0.000518-0.0021846i,0.0003596-0.00079709i,0.00072808-0.00011288i,0.00090899-0.00047302i,0.0010195-0.0010929i,0.00055313-0.0010348i,-0.00050142-0.00013288i,-0.00069761+0.00024679i,0.00013366+0.00014614i,8.0744e-05-7.835e-05i,-0.00079634+0.00061508i,-0.00037284+0.00089015i,0.00070965+0.00021177i,0.00070379+0.00028674i,0.00056251+0.00021812i,0.0008614+5.0815e-05i,0.00042305-0.00050163i,-0.00030955-0.00056134i,-0.00052363-4.7217e-05i
0.00090675+0.00070784i,8.9916e-05+0.0007091i,-0.00061779+0.00040499i,-0.00024213-9.6635e-06i,0.00039849-0.00092795i,0.00043447-0.0017462i,-9.9053e-05-0.0016114i,-0.00034009-0.0011233i,0.0004195-0.0010445i,0.00050621-0.00091906i,-0.00027186-0.00041748i,-0.00067816-0.00070471i,-0.00077703-0.00078532i,-0.00040411-0.00033275i,-0.00069916-0.00032153i,-0.0010893-0.00055622i,0.00012875-0.00024052i,0.00087952+0.00031181i,0.00019504-0.00015564i,-0.00028037-4.7198e-05i,-0.00041036+0.00051836i,-9.7548e-05+0.00096713i,0.00016805+0.00097067i
-0.00045423+3.8665e-05i,-0.00013221+0.00044811i,-0.00065247+0.00047884i,-7.7543e-05+0.00036012i,0.00022417+0.0010999i,-0.0003346+0.00083673i,-0.0002273+0.00039391i,-0.00028739+2.2129e-05i,-0.00012609-0.0010069i,0.00033518-0.001331i,0.00083336-0.00035564i,0.00035663+6.5848e-05i,-0.00037664-0.00040288i,0.00041929-0.00059015i,0.00074807-0.00083132i,0.0003905-0.00032036i,0.00043441+0.00020158i,-2.0806e-05+4.3336e-05i,-3.0337e-05+2.5127e-05i,-0.00024786+0.00015466i,-0.00035003-0.00034369i,9.3723e-05-0.00016558i,0.00055282+0.00023377i
-0.00021681-0.0013694i,-0.0012042-0.002077i,-0.0011449-0.0022964i,-0.0016536-0.00069501i,-0.0011138+0.0010453i,-2.2493e-05+0.0013002i,0.00047003+4.8708e-05i,0.00089661-0.0012176i,0.00043092-0.0018388i,8.1042e-05-0.001562i,0.00022994-0.00032255i,4.9321e-05-8.7841e-05i,0.00033709-0.00011826i,0.00059679+0.00032108i,0.00012325-0.00028292i,-0.00027544-0.00047885i,-0.00038304+0.00027544i,-0.0004277+0.00010656i,0.00017082-0.00014804i,0.0010378+0.00024536i,0.00069099+8.3039e-05i,1.6083e-05-0.00041329i,0.00019692+0.00024974i
-0.0004514-0.0013704i,-0.00048466-0.00048359i,-0.00021212-0.00027281i,-0.0014896-4.8109e-05i,-0.0023572+0.0011765i,-0.001094+0.0012309i,-0.00028062+0.00040028i,-0.00061082-0.00071444i,-0.0005034-0.0019901i,-2.7675e-06-0.0020156i,-0.00072891-0.00063978i,-0.0007923+0.00023083i,-2.5212e-05-0.00063612i,0.00074952-0.0017342i,0.0014304-0.001227i,0.0012045-0.00064483i,0.00066014-0.00073579i,0.00077981-0.00049529i,0.00085185-0.00017424i,0.00011654-0.00015329i,-0.00015477+5.5157e-05i,-7.4729e-06+7.8335e-05i,0.0002059-2.5624e-05i
-0.00057711-0.0013258i,-0.0026966-0.0016895i,-0.0032618-0.0018704i,-0.0030314-0.0007696i,-0.002896+0.00022056i,-0.0011299+0.00051234i,5.0423e-07+0.00015216i,0.00055813-0.00080673i,0.0001052-0.0012281i,-0.00027798-0.00060996i,-5.9242e-05+1.9047e-06i,-7.6736e-05+0.00042045i,0.00017792+0.0005569i,0.00074158+0.00053686i,0.00052751+0.00066158i,0.00065817+0.00080724i,0.00062277+0.00097351i,5.9926e-05+0.00063057i,-0.0002053-0.00030045i,7.2283e-05-0.0011112i,-3.8102e-05-0.00088338i,-0.00016342-8.9793e-05i,-0.00017815+8.075e-05i
-0.00034685-0.0032145i,-0.00048427-0.002207i,-0.00072097-0.0013274i,-0.00091401+5.1351e-05i,-0.00080699+0.0010603i,-0.00069568+0.00077024i,-0.00026906-7.135e-05i,0.00065605-0.00085962i,0.00048412-0.0012538i,-0.00043757-0.00084728i,-3.1395e-05+0.00010181i,0.00085528+0.0011044i,0.0015695+0.0014324i,0.00094017+0.00075658i,0.00014531-0.00025112i,0.00014951-0.00033123i,4.3229e-05-0.00024786i,0.00029968-0.0004817i,-0.00042128-0.00031826i,-0.00089868+0.0002639i,-0.00044456+0.00048407i,-0.00040551-0.0004708i,0.00039327-0.00085123i
0.00067655+0.00081749i,8.6316e-05+0.0015075i,0.00018946+0.0010865i,0.00035766+4.461e-05i,0.0002876-0.0002994i,-0.0001564-0.00064042i,-0.00047928-0.00067768i,0.00018136-0.0013942i,-4.2649e-05-0.0022437i,-0.00053497-0.0021835i,-6.1944e-05-0.0012765i,-0.00040268-0.0013339i,-0.00056476-0.001755i,-0.00051944-0.0019602i,-0.00041382-0.0016728i,0.000248-0.00067027i,0.00021081+0.00017184i,0.0003283+0.0005743i,0.00065356+0.00046115i,9.8355e-05+0.00030594i,-0.0010388+7.2438e-06i,-0.0012794-0.00056222i,-0.0010656-0.00049175i
