0.0016295-0.00060595i,0.0013721-0.0023641i,-0.00039981-0.0021859i,-0.001773-0.0016935i,-0.0021808-7.6302e-05i,-0.00175+0.0015708i,-0.0011065+0.0017485i,-0.00016405+0.0013042i,0.0012961+0.00020332i,0.0013486-0.00041283i,0.00027526-0.00079446i,4.6408e-05-0.0010062i,-0.00010956-0.00050078i,-0.00015301+0.00027096i,-6.0371e-05+0.00059157i,-0.00039687+0.00033797i,0.00038793+0.00042182i,0.000818+0.00081257i,-8.5023e-05+0.00043725i,-0.00050293-4.347e-05i,-0.00053602-0.00016878i,-0.00049833-0.00011994i,-0.00051734+0.00034868i
-0.00054144-0.0011915i,0.0002847-0.00098836i,-2.313e-05-0.0013478i,-8.8185e-05-0.00090458i,-5.8911e-05+0.00014478i,-0.00082903-3.6519e-05i,-0.0011779-6.2223e-05i,-0.00090944+0.00011335i,-0.00071539+0.00046445i,-0.00062611+0.0008559i,-0.0006948+0.00084086i,-0.00056499+0.00053195i,-0.00025983+0.00023949i,-0.00015925+0.0004188i,0.00020218+0.00089938i,0.00013861+0.00048205i,0.00011021-0.00034122i,7.1944e-06+4.2426e-05i,-0.00056439+0.00067994i,-0.0004068+0.00056287i,-0.00025273+1.8265e-05i,-0.00049653+0.00023003i,0.00010077+0.00057001i
0.00033254-0.0014821i,0.0003816-0.00057297i,-9.2069e-05+0.0007757i,-0.0010109+0.00063053i,-0.0015899-0.00044872i,-0.0011749-0.00034197i,-0.0011123+0.00061758i,-0.0014376+0.0011092i,-0.00043267+0.00096789i,0.00031096+0.0011727i,9.3328e-06+0.0016046i,-6.0108e-05+9.6974e-05i,0.00016529-0.0012388i,0.00035455-0.001199i,0.00029647-0.00039662i,-0.0003467+0.00027879i,-0.0003005+0.00059293i,0.00012206+0.0010054i,-0.00012983+0.0002871i,0.00022974-0.00020246i,0.00087883-0.00029482i,-3.4915e-05+0.00020704i,-0.00054407+0.00041608i
0.001663+0.0043582i,0.0010792+0.0048991i,0.0019985+0.0039164i,0.0024817+0.001707i,0.00151-0.00086879i,-0.0002748-0.001579i,-0.0016683-0.00047465i,-0.0018498+0.00056799i,-0.001124+0.00050899i,-0.00041025-0.00012171i,-0.00040562-0.0007911i,-0.00061993-0.0011927i,-0.00056316-0.00046951i,-0.00090133-0.00015309i,-0.0015853+0.00015261i,-0.0013589+0.00012026i,-0.00053332-0.00048344i,-0.00015315-0.00063904i,-2.8185e-05-0.00040797i,-3.5081e-05-0.0005222i,1.0425e-05-0.00053661i,-2.6719e-05-0.00030211i,-0.00037859-0.00012593i
-0.00045372-0.0013698i,-0.0010823-0.0013122i,-0.0001578+0.00012119i,3.3799e-05+0.00030734i,-0.00039702-0.00046293i,-0.0009671-0.00043859i,-0.001235+0.00035386i,-0.00035419+0.00045507i,0.00075517-0.00067495i,0.00038706-0.0014081i,-0.00021274-0.00054424i,0.00015071-1.7061e-05i,0.00064743+4.3081e-05i,0.00013169+0.00050548i,-0.0011543+0.00065375i,-0.0012046+0.00075996i,-1.1953e-05+0.00048302i,0.00036933-0.00080258i,0.00029826-0.00063259i,0.00033631+0.00060695i,0.00049637+0.00068177i,0.00044513+0.00036987i,-9.0941e-05-6.2681e-05i
-0.0009897-0.0017135i,-0.0028752-0.00060897i,-0.0034742-0.0013464i,-0.0035722-0.0012111i,-0.0028724+0.00011791i,-0.0012598+0.00031222i,-0.00048959+0.00016887i,-0.00022484+0.0005715i,0.00053459+0.0004588i,0.0002828+0.00034804i,-0.00023914+0.00085942i,-0.00055895+1.9366e-05i,-0.0005797-0.00060676i,3.9388e-05+3.167e-05i,0.00051535+0.00014556i,0.00045772+5.2795e-05i,-8.8174e-05-0.00049893i,1.6748e-05-0.00019839i,0.00043462+0.00058843i,-8.6799e-05+0.00017998i,-0.00054038-0.00030117i,-3.6134e-05-0.00044593i,0.00058113-0.0005813i
-0.0013702-0.00055312i,-0.0010512-0.00073352i,-0.0013443-0.00061014i,-0.001503+6.3544e-05i,-0.0010367-0.00020027i,-0.00079276-0.00057243i,-0.00063863-0.00015789i,-0.00054942+0.00041935i,-0.00020113+2.6464e-05i,4.3476e-05-0.00052548i,0.00055771+0.00011347i,0.00092685-1.6455e-05i,0.00042186-0.00068445i,0.00057423-0.00080452i,7.1123e-05-0.00049389i,-0.00019215-0.00047354i,0.000747-0.00027707i,0.00049952-9.4457e-05i,-0.00022909-0.00037357i,-0.00081071-0.00069423i,-0.00051859-0.00057167i,3.5229e-05+0.00018146i,0.00051731+0.00061903i
-0.0011696+0.0021094i,0.00048507+0.0012402i,0.0022651+0.00112i,0.0010346+0.00020058i,-0.00012732-0.0011933i,-0.0011433-0.001639i,-0.0025839-0.0011833i,-0.0024588-0.00090651i,-0.0012441-1.6541e-05i,-0.00043201+0.0004828i,-0.0003636-0.00019602i,-0.00053901-0.00051432i,-0.00029964-0.0010462i,0.00020974-0.0013734i,0.00015829-0.0012741i,3.6076e-05-0.00041005i,0.0008427+0.00015213i,0.0012203+2.6032e-05i,-0.00020797-0.0001315i,-0.0014602+0.00020193i,-0.0010379+0.0010468i,-0.00056242+0.0016416i,-0.00026465+0.0011573i
7.0597e-05+0.00070212i,0.00023916+0.0011002i,-0.00078621+0.001551i,-0.0013868+0.0011145i,-0.0014452+0.00080153i,-0.0011924-0.00021607i,-0.0008991-0.0010229i,-0.00043594-0.00028939i,-0.00014388+0.0004045i,0.00025209+0.00020824i,0.00071066+0.00064109i,0.00042481+0.0005489i,-0.00058612-0.00028984i,-0.0009727-0.00038146i,-0.00078545+0.00039929i,-0.00051887+0.00096903i,-0.0010273+0.00078166i,-0.0014012+0.0001108i,-0.00060985-0.00049482i,0.00016746-0.00054981i,0.00024751-0.00027266i,-0.00019538-0.00060132i,-9.9425e-05-0.00075201i
-0.00037742+0.0016513i,-0.00059753+0.0013853i,-0.00081193+0.0015591i,-0.00097405+0.0011374i,-0.00087957+0.00047774i,-0.00056191-0.00020132i,-0.00080743-0.001325i,-0.00092521-0.00069136i,-7.2067e-05-0.00014i,0.000298+4.4553e-05i,-0.00041045+0.00062809i,-7.8223e-05+0.00025055i,2.9869e-05-0.000644i,-0.00011742-0.00076041i,0.0009563-6.9728e-05i,0.001225+0.00037494i,0.00061195+0.00060227i,0.00013276+0.00066588i,-0.00038867+0.00072288i,-0.00057148+0.00044376i,7.4246e-05-0.00040453i,0.00040728-0.00065887i,0.00015491+9.1832e-05i
-0.00092975-0.00064801i,-0.00055184+4.0065e-05i,-0.0013522-5.0391e-05i,-0.0017054+0.00032147i,-0.00080133+0.00032301i,-0.0004005+4.7561e-06i,-0.00092627+0.00063616i,-0.00023587+0.00091204i,0.00085205+0.00094529i,0.00040041+0.00074266i,-0.00024422+1.7253e-05i,0.00025266-0.00052011i,0.00029385-0.00088922i,-0.00012705-0.00084134i,-0.0003134-0.00021412i,-0.00029114-3.0897e-05i,6.3326e-05+7.6563e-05i,0.00082577+0.00056513i,0.00080327-0.0003014i,0.00030412-0.00045416i,-0.00066765+0.00022686i,-0.0013367+0.00016115i,-0.00054897+0.00064176i
-0.00017969+0.00058038i,-0.00050496-0.0012036i,-0.00045323-0.0018452i,-0.00016278-0.00082785i,-0.00038154-0.00051688i,-0.0012697-0.00045835i,-0.0018106-0.00047952i,-0.00090538+0.00012166i,0.0004286-2.5487e-05i,0.00060022-0.00020256i,-0.00036558+0.0010715i,-0.00094991+0.0016115i,-0.00076358+0.00047497i,-0.00029273-0.00040599i,0.00048418-0.00050435i,0.00036116-4.7412e-05i,0.00027442+0.00090241i,0.00037268+0.0013717i,0.00045955+0.0008244i,0.00043952+0.00027234i,0.00043145-2.6334e-05i,0.00065321+7.7909e-05i,6.3944e-05-0.00010218i
0.00012474+0.0001431i,-0.00026387+0.00040203i,-0.00035596+9.653e-05i,-0.00042896-0.00059327i,-0.00051075-0.0009048i,-0.0017883-0.00072494i,-0.0021315-0.0010117i,-0.00068577-0.00081398i,0.00013763-0.00044074i,0.00079162+0.00021749i,0.0003398+0.00087784i,-0.00054993+0.00058621i,-0.00016192+0.00051888i,-0.00029376+0.0006295i,-0.0012958+0.0009489i,-0.0012108+0.0006329i,0.0001343+0.00016592i,0.00028555+0.00045743i,-0.0006092+0.00098987i,-4.378e-05+0.00081931i,0.0010055-4.7641e-05i,0.00065999-0.00078232i,-4.3111e-05-0.00096813i
-0.00048927-0.00067918i,-9.924e-05+0.00040825i,-0.00011952+0.0011503i,-0.00016826+0.0014317i,-0.00082637+0.0010858i,-0.00084344+9.122e-05i,-0.0010533-0.00054632i,-0.0010958-0.00038076i,-0.00049954-0.00039302i,-0.00022236-0.00031114i,0.00017519+0.00052331i,0.00045517+0.00035077i,0.00082266-0.00016077i,0.00032073-7.5238e-05i,-0.00058366-0.00067898i,6.8747e-05-0.001335i,0.00011813-0.00066516i,5.4702e-05+0.00032894i,0.00019437+9.6846e-05i,-0.00061462-0.00052432i,-7.5345e-05-0.00020638i,-3.5009e-05-6.939e-05i,-0.0005504-0.00037524i
0.00040141-0.0012796i,0.00045149-0.00082533i,-0.00021214-0.00079278i,-0.0011986-0.00052128i,-0.0013868-7.5882e-05i,-0.001698+0.00081543i,-0.00077812+0.0011083i,0.00049133+0.00079008i,8.6288e-05-0.00021837i,-0.00055126-0.00074159i,-0.0003127-0.00013156i,4.209e-05+0.00026976i,0.00039421+0.0010079i,0.00056686+0.0011515i,0.00056086+0.00019191i,0.001001-0.00023396i,0.00053492+0.0004564i,0.00015877+0.00031637i,0.000174-0.00014173i,0.00030164-6.6475e-05i,0.00043353-0.00054584i,-0.00015399-0.0012721i,-0.00045326-0.0010544i
0.0013878-0.00055583i,0.0013141-0.0011155i,8.6513e-05-0.0011683i,-0.00053701-0.00063176i,-0.0011426-0.00053394i,-0.0018065-0.00089373i,-0.0021644-0.0010349i,-0.0017587-3.3249e-05i,-0.00034818+0.00095169i,5.3487e-05+0.00062525i,3.0331e-06+0.000592i,2.4752e-05+0.001006i,-3.0214e-06+0.0007964i,0.00045726+0.0011424i,0.00050421+0.0010676i,-4.8119e-05+0.00045129i,-0.00052648-0.00025899i,-0.00098368-0.00091229i,-8.3626e-05-0.00071338i,0.00052253-0.0002277i,-1.9952e-05-0.00014478i,-0.00019854-0.00029077i,-0.00042312-0.00011201i
1.28e-05+0.00047885i,-0.00060288-0.00049939i,-0.00075832-0.00057915i,-0.00050713+6.5461e-05i,-0.00089031+0.00017992i,-0.0013557+0.00072272i,-0.0010351+0.001216i,-0.00090755+0.00092476i,-0.00073901+0.00051809i,-0.00027053+0.00038205i,-0.00020914+0.00049099i,0.0001999+0.00016346i,0.00039692+9.4366e-05i,0.00010441-4.6706e-05i,0.00010839+0.00033022i,0.00028487+0.0011483i,-0.00036642+0.00075009i,-0.00103+0.0007937i,-0.0013478+0.00061494i,-0.0015208+8.5551e-05i,-0.0013024-0.0003376i,-0.0014288-0.00073346i,-0.00087153-0.00027507i
0.0024542-0.001149i,0.0010981-0.0016522i,0.0009693-0.0016045i,0.00032074-0.0015985i,-0.00066536-0.0020149i,-0.00064583-0.001543i,-0.00021232+0.00031884i,4.404e-06+0.0013151i,-0.00053438+0.00040294i,-0.00097697-9.9675e-05i,-0.00058805+0.00032616i,-0.0002222+0.0011625i,0.00037968+0.00092386i,0.0012685+0.00062084i,0.00023505+0.0012439i,-0.0010924+0.0011783i,-0.00067449+0.0004035i,7.9492e-05-0.0004254i,-0.00017404-0.000395i,-0.00039189+0.00036451i,0.00017203+5.8782e-05i,3.9612e-06-0.00048911i,-0.00030729-4.9995e-06i
0.0010761+0.00088638i,0.00058678-0.00029185i,0.00025316-0.00071061i,0.00038395-0.00012826i,-0.00041431-4.5097e-05i,-0.0016587+0.00011887i,-0.0020185+0.00049414i,-0.00089348+0.00087953i,0.00046975+0.00092879i,-0.00018646+0.00016706i,-0.00057526-0.00051679i,-1.4038e-05-0.00039968i,0.0002862-0.00023985i,5.0475e-05-0.00062496i,-8.4826e-05-0.00046558i,-4.3839e-05+0.00042577i,0.00073513+0.00077055i,0.0006263+0.00039543i,0.00039516+0.00026358i,0.00010296+0.0012017i,0.0006161+0.0012812i,0.0010855-1.2311e-05i,4.7623e-06-0.0003167i
-0.00081901-0.00044598i,-0.00059685+0.00029987i,-0.0010193+0.0012094i,-0.0013171+0.0013672i,-0.00086447+0.00054157i,-0.00061277-0.00023554i,-0.00065924-0.00030057i,-0.00041002-0.00030648i,-0.00022848-0.00038447i,-0.00022703-0.00054498i,7.3892e-05-0.00062367i,0.00086252-0.00025787i,-9.9623e-06+0.0001628i,-0.0011895+0.00029146i,-0.00067744+0.00034746i,-0.00021152+0.00043922i,-0.00036754+0.0012111i,0.00067762+0.00049892i,0.0007379-0.00034495i,-0.00044837-0.00012033i,-0.0001825+0.00011979i,0.00023276-7.1478e-05i,0.00019029-0.0005652i
2.5014e-05-0.0010799i,-0.00045006+0.00023911i,-0.0013431+0.00097984i,-0.0019929+0.0010944i,-0.0018124+0.0013139i,-0.00097628+0.00050302i,-0.00022159-0.00058012i,8.1223e-05-0.00056093i,0.00040129-0.00037517i,0.00049365+0.00015935i,0.00043284+0.00077037i,0.00064227+0.00032743i,0.00031407-0.00048344i,-0.0002807-0.00049361i,-0.00043441-1.7594e-06i,-0.00014381+0.00039855i,1.4269e-05+4.3822e-06i,-0.00050611-0.00082402i,-0.00047038-0.00099793i,0.00011636-0.00031759i,-4.0072e-05+0.00071755i,-0.00047207+0.00060647i,-0.00023724+0.0002197i
0.00046334+0.0010112i,-0.00015785+0.0023719i,-0.00069965+0.0012772i,-0.00032661-5.9474e-05i,0.0002953+0.00020248i,0.00026259+0.00029085i,-0.0002801+0.00025589i,-0.00063782+0.00033617i,-0.00044952+0.00021235i,-0.00034897+2.8108e-05i,0.00042273+0.00063144i,0.0013313+0.00096033i,0.001121+0.00074567i,0.00032338+0.0006481i,0.00052985+0.00047493i,0.00032529+0.00026696i,0.00012319-0.00036958i,-4.2559e-05+5.4392e-05i,-4.4083e-05+0.00011539i,0.00039024-0.00048731i,0.00085693-0.00061066i,0.0010142-0.00026666i,0.00067136+0.00016783i
1.9978e-05+0.00267i,-0.00060731+0.0026214i,-0.00068079+0.0021268i,-0.00050153+0.00079644i,-0.00066431-0.00055728i,-0.0018917-0.0012489i,-0.0015319-0.00035682i,-0.00064744+0.0011235i,-0.00038767+0.00098467i,-2.3078e-05+0.00067419i,-0.00010675+0.00048456i,-0.00034707-0.00024209i,-0.00047359-0.00024209i,-0.0009585+1.1576e-06i,-0.0010714+0.00011937i,-0.0010481+0.00055037i,-0.00047614+0.0001905i,0.00018996-0.00037606i,0.0002104-0.00028066i,5.6835e-05+8.5606e-05i,0.0008527+0.00047812i,0.001205-3.825e-05i,0.00033906-0.00033126i
-0.00063494+0.0011535i,-0.001625+0.0013771i,-0.0017556+0.0014567i,-0.00088474+0.0016561i,-0.00086716+0.0012079i,-0.0014515+0.0010132i,-0.0016109+0.001425i,-0.001436+0.00074056i,-0.00093428+0.00021907i,-0.00021368+9.374e-05i,0.00039417+0.00051845i,0.00035208+0.00087753i,-9.0282e-05+0.00046077i,-0.00074142+0.00030209i,-0.0012796+0.00023065i,-0.0011154+0.00045682i,-0.00066961+0.00067901i,-9.0471e-05+0.00055722i,0.00076255+0.00013506i,0.0010265-7.3952e-05i,0.00050117-2.5786e-05i,0.00010808+0.00017642i,0.00027518+0.00050187i
-0.0022293-0.0007339i,-0.0031363-0.0016226i,-0.0026332-0.0016366i,-0.0022141+0.00018846i,-0.0022244+0.00056925i,-0.00092647-0.0012289i,-0.0001707-0.0013133i,-0.00035265-0.00053379i,-0.00029943-0.00073704i,-0.00077215-0.00067777i,-0.0005479-0.00010143i,0.00039285+9.3544e-05i,0.00064503-0.00054771i,6.4646e-05-0.00073119i,0.00025646-0.00051526i,0.00037422-0.00016132i,0.00021509-9.448e-05i,0.00056529-6.6428e-05i,0.00048275+0.0001545i,-6.5415e-05+0.00014976i,0.0002657-0.00014943i,0.0006187-0.00033196i,-0.00013285-0.00090007i
0.00012312-0.002595i,-0.00082372-0.0024691i,-0.0020957-0.0021416i,-0.0023244-0.00084204i,-0.0018658+0.0013427i,-0.0011973+0.0023713i,-0.00064677+0.0014364i,-0.00041324+0.00053512i,-0.00029623-0.00052436i,-0.00013765-0.00082458i,0.00017974+1.3222e-05i,0.0005326+0.00074573i,0.00049052+0.00056866i,-1.9769e-05+0.0010087i,3.1994e-05+0.0014269i,0.00022796+0.00097083i,3.7578e-06+0.0002776i,-6.3822e-05+1.4766e-05i,0.00023877-0.00018627i,-0.00031683+7.5597e-06i,-0.00055177+6.2717e-05i,-0.00037786-0.00042461i,-0.00052312-0.00024419i
-0.0016186-0.00064477i,-0.00091757+0.00010534i,-0.0012051+0.0010184i,-0.001048+0.00057524i,-0.00020019-0.00027044i,0.00024431+0.00012011i,-0.00050698+0.0004681i,-0.00079944+0.00078786i,-0.00069226+0.0010462i,-0.00044198+0.00084678i,-2.7142e-06+0.00072471i,-6.9808e-05+0.00047203i,-0.00040148+0.00031211i,0.0001362-2.5217e-05i,0.00058662-0.00052963i,-0.00048478-0.00011975i,-0.00016965+0.00079915i,0.00094634+0.00028041i,0.00099156-0.00032774i,0.00022793-3.0996e-05i,0.00036578+0.0003213i,0.00043728+0.00084712i,-0.00027675+0.00066303i
-0.00084197+3.5224e-05i,-0.0013077-0.00041554i,-0.00075392-1.8266e-05i,-0.00037476+0.00018715i,-7.8504e-05-0.0003799i,-0.0007595-0.0014679i,-0.0020143-0.0016076i,-0.0012687-8.6514e-05i,0.00038919+0.00089675i,0.00068675+0.00026097i,6.7058e-05-0.00056077i,-0.00017987-3.1816e-06i,-4.286e-05+0.00060111i,0.00027218+0.00087831i,0.00018721+0.0006878i,-7.0484e-05-0.00011134i,0.00030858+0.00024534i,0.0004261+0.00061919i,0.0002291+0.00059331i,0.00010047+8.5586e-05i,-0.00025136+0.00015205i,-0.00078905+0.00052712i,-0.00020992-0.00017094i
-0.00017774-0.0011874i,-0.00091341-0.0010779i,-0.00044132+4.0538e-05i,-0.00029232+0.00036204i,-0.00077339+0.00020542i,-0.0013422+0.00017703i,-0.0018916-0.00022651i,-0.0016664-0.00062713i,-0.0014104-0.00052373i,-0.0011254-0.00040886i,-0.00031646+0.00023106i,0.00029409+0.0003967i,0.00051898-0.00054491i,0.00073904-0.00089178i,0.0002904-1.0761e-05i,5.5988e-05+9.6458e-05i,0.0001069-9.3906e-05i,-1.733e-05+0.00063516i,0.00049633+0.00075585i,0.00042496-0.00022964i,0.00025605+0.00010364i,-9.0426e-05+0.00080499i,-0.00061802+0.00082684i
-0.00072147+6.0063e-05i,-0.0003988-0.00076849i,-0.00037115-0.00042356i,7.7323e-05+0.0005074i,0.00094784+0.00077544i,-0.00010811-0.00012808i,-0.00097828-0.0006639i,-3.4475e-05-0.00025568i,0.00042913-0.00019356i,0.00014403-0.00071888i,0.00019232-0.00022458i,0.00058496+0.00050328i,-0.00012361+0.0002514i,-0.0001201+0.00039818i,0.00053681+0.00062387i,-0.00011941-0.00015477i,-0.00053173-0.00014559i,-0.000263-0.00024575i,-0.00015385-0.00062805i,-9.2777e-05-0.00043461i,0.00014658+0.00010135i,0.00042128+0.00036427i,0.00072484-6.0211e-05i
0.0016694+0.00045998i,0.0020899+0.00041435i,0.0013765-0.00010708i,0.00052637-0.0004169i,0.00015505-0.0010526i,-0.00030774-0.0010718i,-0.00095724-0.00026658i,-0.0010412+0.00027888i,-5.5557e-05-5.6827e-05i,0.00013638+0.00045849i,8.7899e-05+0.0011295i,6.8998e-05+0.00097808i,-0.00030913+0.00056402i,-0.00074561-2.6953e-05i,-0.0010063+0.00031875i,-0.00043645+0.00052415i,-4.2563e-06-0.00034171i,-0.00063073-0.0011935i,-0.001438-0.0013577i,-0.001298-0.00081825i,-0.00080219-0.0003999i,-0.0003579-0.00022767i,3.9838e-05-0.00035368i
6.3613e-05+0.00013492i,-0.0003179+0.00036594i,-0.0008416+0.00022362i,-0.0014264+0.00043895i,-0.0012289+0.00093781i,-0.00081959+0.00074217i,-0.0017781+4.9687e-05i,-0.0018982+0.00029417i,-0.00035757+3.7331e-05i,0.00044194-0.00044574i,-0.00046929+2.4136e-05i,-0.00057733+0.00061011i,-1.2514e-05+0.00080722i,0.00072429+0.00058856i,0.0012475+0.00076765i,0.00044876+0.0005846i,0.00022382-9.062e-05i,0.00040913+0.00018418i,0.00033568+0.0010596i,0.00087958+0.00089375i,0.0009858+5.7395e-05i,0.00068803-0.00032734i,0.00045608+0.0005286i
-0.00051976+4.8482e-05i,0.0010005-0.00013393i,0.00039738-0.00086486i,-0.00046626-0.00037135i,-0.00047358+3.6842e-05i,-0.00071053-3.9627e-05i,-0.0005307+0.00026999i,0.00087007+4.656e-05i,0.00064097-9.5228e-06i,-0.00078912+0.0006717i,-0.0014489+0.00070818i,-0.00070016-0.00014246i,-9.9715e-05-0.0002581i,0.00040455+0.00018003i,0.00096434+0.00065249i,-0.00015025+0.00046389i,-0.00090971-0.00046951i,-0.00061604-0.0010388i,0.00018006-0.00046499i,0.00029878+0.00017087i,-0.00063048+0.00012802i,-0.00029021+4.765e-05i,0.00055696-1.5414e-05i
0.0012684+0.00017672i,0.0013508+0.00086739i,-7.2815e-05+0.00099651i,0.00018517+0.00080906i,0.00021867+0.00058242i,-0.00021447-0.00025371i,-0.00013629-0.00099515i,-0.00050739-0.00026371i,-0.00033652+0.00054346i,-4.8182e-06+0.0010335i,-9.1409e-05+0.00096202i,0.0002237+0.00069425i,-0.00022315+0.00099301i,-0.00044447+0.00010724i,3.4675e-05-0.00049047i,0.00049459-0.00021908i,0.00066741+0.00039804i,0.00053406+0.00054272i,-0.00045661+0.00018746i,-0.0007826+0.00043344i,-0.00023286+0.001221i,0.00061746+0.0011503i,0.00092285+0.000411i
-0.000183-0.00013452i,-0.00037738-0.00035889i,5.5012e-05+0.00010252i,-0.00050419+0.00069278i,-0.0019837-0.00041628i,-0.0019937-0.00082986i,-0.00118-0.0009507i,-0.0012154-0.00019805i,-0.00116+0.00069449i,-0.00073909+0.00063881i,-7.2138e-05+0.00093195i,0.0005002+0.0010553i,0.00074232+0.0011344i,0.00033583-2.8913e-05i,0.00044816-0.00038662i,0.00043703+0.00035094i,-8.8318e-05+0.00051283i,-4.7753e-05-0.00023796i,6.9042e-05-0.0011363i,-0.00010251-0.0010397i,-0.00024813-0.00031688i,-0.00022106-0.00028387i,0.00011005-0.00059991i
0.00020431+0.0011943i,0.00027668+0.00079505i,0.0004147-0.00073509i,-0.0005114-0.00051857i,-0.0015421+0.00017966i,-0.0018463+0.00067455i,-0.0012981+0.0003569i,-0.00053284+1.296e-05i,-0.00025784+0.00063457i,-0.00056781+0.00077181i,-0.00025681+0.0011796i,0.00028426+0.0005834i,-0.00016888-0.0009521i,-0.00021312-0.00019324i,0.00020007+0.00090482i,0.00028762+0.00023961i,0.00022319+9.2642e-05i,-0.00085552+0.00010757i,-0.00092165-0.0003882i,-1.9768e-05-0.00021681i,0.00089032-8.5502e-05i,0.0012426-0.00026774i,0.00081409-0.000609i
0.0010444+0.0023455i,0.0010577+0.0021859i,0.00041513+0.0014454i,-0.00010959+0.00055897i,-0.00026163-0.00086133i,-0.00088169-0.0013421i,-0.0018339-0.00041391i,-0.0011633+0.0003291i,-0.00023318+0.00013376i,0.00018647-0.00043006i,0.00092311-8.7455e-05i,0.0011469+0.00036543i,0.0004099+0.00042325i,-0.00031861+0.00015491i,-0.00034751-0.00010899i,9.5251e-05+0.00014012i,0.00014768+0.00013775i,0.00069716+0.00021904i,0.0009289+1.5594e-05i,0.00062317+9.8354e-05i,0.001071+0.00048519i,0.00082305+0.00013694i,-0.00019024+0.00029076i
-0.0017849+0.00076424i,-0.0026488+0.00087405i,-0.0031408+0.0015247i,-0.0025546+0.0020641i,-0.0015333+0.0017316i,-0.0011583+0.00088435i,-0.0012422+0.00019634i,-0.0008839-0.00010608i,-4.6832e-05+0.00014425i,2.672e-05+0.00014662i,-5.9033e-05-0.00053573i,0.00015012-0.0013037i,0.00012123-0.00049171i,6.8947e-05+0.00068588i,-5.4133e-05+0.00090288i,-0.00058979+0.0011083i,-0.0011829+0.001012i,-0.00087302+0.0002132i,-0.00033809-0.00018703i,-0.00042693-0.00042213i,-0.00060077-0.00011435i,-0.00021914+0.00050651i,-0.00014129+0.00052771i
-0.0027173+0.00082171i,-0.0032056+9.6979e-05i,-0.0029388+0.00040933i,-0.0013521+0.00010622i,-0.00038161-6.7758e-06i,-0.00059731-0.00014934i,-0.0014475-6.9484e-05i,-0.0014862+0.00036518i,-0.00032989+0.00044759i,0.00025988-1.7231e-05i,-0.00016773+4.3419e-05i,-0.00015654+0.00045028i,9.7681e-05+5.9166e-05i,0.00038918-0.00051903i,0.0010253-0.0010039i,0.00061355-0.00073347i,7.8846e-06-0.00019579i,-8.9638e-05-0.00032825i,-0.00015312-8.6264e-05i,-0.0002155-0.00021753i,-2.1387e-05-0.0006146i,-0.00023897-0.00099172i,-0.00023599-0.0006339i
-0.00083723-0.0016615i,-0.0011724-0.0014506i,-0.0018164+0.00025255i,-0.0018709+0.001372i,-0.0018436-0.00014833i,-0.0019723-0.0013054i,-0.0024107-6.2788e-05i,-0.0019324+0.00093608i,-0.00062222+0.00028091i,-0.00017452+1.0008e-05i,-0.00024637+0.00070361i,-0.00012055+0.00085515i,0.00041261+0.00071735i,0.00026077+0.0004909i,0.00064101-9.4033e-05i,0.00060423-0.00034576i,0.00046305-0.0001444i,0.0011898+0.0001115i,0.0010267+3.6371e-05i,0.00053874+7.8584e-05i,0.00039757-4.7734e-05i,-0.00015357-0.00079495i,-0.00057356-0.00063257i
0.0011794-0.0016049i,0.00122-0.0030236i,9.8188e-05-0.0023762i,-0.0012012-0.0002951i,-0.00057723-9.1476e-05i,-0.00027532-0.00054273i,-0.0012211-0.00029513i,-0.00085609-0.00025276i,0.0003357-0.00011804i,0.00073095-0.00021073i,0.00051394-0.0002592i,0.00017946+0.00014251i,0.00017118+6.37e-06i,0.001113-9.156e-05i,0.00079475+0.00065691i,0.00018149+0.00070508i,0.00055025+0.00017279i,-6.3764e-06-0.00082333i,-0.00022285-0.00028721i,0.00033497+0.00057071i,0.00073798+0.00038172i,0.00057855+0.00022855i,-9.9557e-05+0.00025358i
0.00028957+0.0025329i,0.00067669+0.0026536i,0.00035304+0.0027686i,-0.00040108+0.0024409i,-0.00096421+0.00019768i,-0.0013083-0.0017572i,-0.00094213-0.0015632i,-0.00069594-0.00053258i,-0.0010136+0.0002117i,-0.0007239-1.0014e-05i,-0.00018761-0.00053687i,0.00040159-0.00094534i,0.00027897-0.00077295i,-0.00072858-0.00085794i,-0.00058602-0.00062451i,0.00022061+0.00021415i,5.2642e-05+0.00049738i,-8.0931e-05+0.00024963i,-0.00018035+5.0721e-06i,0.00042221-0.00078351i,0.00095836-0.001202i,0.00070865+1.3207e-05i,0.00086952+0.001118i
-9.4641e-05+0.0026047i,0.00091552+0.0021287i,0.00076774+0.0010461i,0.00096127-0.00042035i,0.00096605-0.0015687i,-0.00054936-0.0022366i,-0.0018342-0.0021617i,-0.0012546-0.0011574i,0.00010909+0.00013084i,0.00080254+0.00024505i,0.00080787-0.000416i,0.0011198-0.00045795i,0.00070376-0.00039774i,-0.00073882-3.4268e-06i,-0.0008924+0.00010699i,0.00026898-0.00016396i,0.00070729+0.00032517i,-0.00043783+0.0014746i,-0.0013172+0.0010194i,-0.00078055+0.00019358i,-0.00026528+8.4518e-05i,-0.00012705+6.3227e-05i,0.00037251-9.947e-05i
