0.0016295-0.00060595i,0.0013721-0.0023641i,-0.00039981-0.0021859i,-0.001773-0.0016935i,-0.0021808-7.6302e-05i,-0.00175+0.0015708i,-0.0011065+0.0017485i,-0.00016405+0.0013042i,0.0012961+0.00020332i,0.0013486-0.00041283i,0.00027526-0.00079446i,4.6408e-05-0.0010062i,-0.00010956-0.00050078i,-0.00015301+0.00027096i,-6.0371e-05+0.00059157i,-0.00039687+0.00033797i,0.00038793+0.00042182i,0.000818+0.00081257i,-8.5023e-05+0.00043725i,-0.00050293-4.347e-05i,-0.00053602-0.00016878i,-0.00049833-0.00011994i,-0.00051734+0.00034868i
-0.36324-0.1643i,-0.25116+0.064363i,0.057672+0.29521i,0.22918+0.23918i,0.1211+0.089865i,-0.038102+0.087616i,-0.062565+0.11358i,-0.02253+0.064244i,-0.0013021-0.0057071i,-0.005645-0.03249i,-0.0013079-0.0094728i,0.023518+0.01281i,0.035123+0.016647i,0.031762+0.017251i,0.025024+0.012081i,0.017268+0.0056657i,0.015981+0.0036432i,0.018036+0.0033508i,0.017691+0.0047298i,0.016591+0.0063526i,0.017135+0.0069894i,0.019225+0.0074953i,0.01587+0.0052999i
-0.13057-0.64338i,-0.33648-0.73588i,-0.4637-0.53958i,-0.36756-0.25431i,-0.19963-0.11572i,-0.12136-0.10842i,-0.09531-0.096239i,-0.058904-0.051142i,-0.01297-0.014261i,0.01469-0.013439i,0.0027797-0.026292i,-0.0281-0.018939i,-0.04123+0.00020323i,-0.035812+0.0058977i,-0.028916-0.0043185i,-0.024423-0.01273i,-0.019311-0.012295i,-0.016389-0.0072364i,-0.013131-0.0015467i,-0.0064018+0.0026896i,0.0009545+0.0080973i,0.0085851+0.012891i,0.015053+0.010488i
0.46636-0.26693i,0.44642-0.16987i,0.27438+0.091416i,0.16696+0.23872i,0.10601+0.15301i,-0.0045726+0.04593i,-0.069529+0.056713i,-0.029755+0.080291i,0.030502+0.058593i,0.047948+0.032539i,0.035124+0.021416i,0.023299+0.01399i,0.015925+0.0038042i,0.011587+0.0012506i,0.01434+0.0036785i,0.016054+0.0052582i,0.015109+0.011122i,0.01576+0.016402i,0.011725+0.015969i,0.0021776+0.01576i,-0.0051548+0.018348i,-0.0083328+0.022099i,-0.0075945+0.023089i
0.54098+0.0050803i,0.56401-0.28861i,0.32731-0.60441i,0.077097-0.57246i,0.052022-0.29162i,0.15316-0.12974i,0.15842-0.10346i,0.077035-0.065519i,0.0090325-0.0022407i,0.0012559+0.032844i,0.018526+0.011756i,0.01063-0.023659i,-0.0071526-0.031199i,-0.0090375-0.021553i,-0.00067256-0.011366i,0.0011541-0.010958i,-0.010227-0.016207i,-0.021894-0.017248i,-0.023785-0.01459i,-0.02111-0.011056i,-0.024613-0.010363i,-0.033285-0.0078703i,-0.032866+0.00040461i
0.21218+0.68074i,0.31849+0.88138i,0.34179+0.79992i,0.25467+0.51623i,0.11086+0.24868i,-0.031175+0.11507i,-0.11385+0.066848i,-0.1167+0.034864i,-0.095313+0.014628i,-0.074606+0.029989i,-0.031781+0.048676i,0.010723+0.037703i,0.021099+0.019849i,0.011417+0.013777i,0.00089868+0.013485i,-0.00094498+0.011773i,0.002468+0.0065416i,0.0052961+0.0026555i,0.0092969-0.0037079i,0.0083934-0.015802i,0.001421-0.022992i,-0.0033695-0.022422i,-0.004773-0.017836i
-0.34661+0.35722i,-0.31356+0.28051i,-0.11454+0.031385i,-0.012395-0.10999i,-0.037675-0.026264i,0.0059597+0.091208i,0.074153+0.086163i,0.068257+0.020934i,0.024793-0.028086i,-0.0095494-0.040513i,-0.016131-0.023785i,-0.011923-0.0045954i,-0.012756+0.0066384i,-0.013177+0.0094994i,-0.011097+0.0078084i,-0.0037148+0.0044593i,0.003237-0.0064581i,0.00058977-0.016651i,-0.0055271-0.015355i,-0.0070796-0.0099844i,-0.00075207-0.011206i,0.0053659-0.01971i,0.0038353-0.024403i
-0.62643+0.061921i,-0.8025+0.27653i,-0.69514+0.53449i,-0.40482+0.52461i,-0.19339+0.24495i,-0.15304-0.004454i,-0.15413-0.084988i,-0.098882-0.068309i,-0.027748-0.053354i,-0.013699-0.051037i,-0.02975-0.026272i,-0.023774+0.0005969i,-0.0098209+0.0065741i,0.00052285+0.0012497i,-3.8866e-05-0.0088389i,-0.0095154-0.0062403i,-0.0042787+0.010876i,0.012746+0.022581i,0.023925+0.024299i,0.02875+0.020908i,0.033283+0.018159i,0.036628+0.01666i,0.03287+0.012355i
-0.20868-0.63152i,-0.18044-0.88538i,-0.078976-0.86244i,-0.014282-0.60795i,-0.016919-0.32192i,-0.022944-0.10774i,-0.0042969+0.0074795i,0.018902+0.049644i,0.050498+0.053918i,0.076315+0.020765i,0.059634-0.01939i,0.018629-0.030303i,-0.0059909-0.020518i,-0.010967-0.0076323i,-0.0064148-3.1152e-06i,-0.0031839-0.0021397i,-0.0077441-0.0082255i,-0.013787-0.011841i,-0.015656-0.0099551i,-0.01234-0.0026671i,-0.0064678+0.0063924i,0.00011015+0.012589i,0.0048095+0.011325i
0.25687-0.39154i,0.23357-0.36528i,0.040451-0.14632i,-0.049451+0.029298i,0.02832+0.020382i,0.076168-0.060069i,0.065416-0.10362i,0.029154-0.10663i,-0.014202-0.062712i,-0.020593-0.0085904i,-0.0039815+0.006312i,0.0089644-0.00064327i,0.014617-0.006312i,0.011984-0.0031642i,0.011957-0.00092285i,0.0090923-0.0067549i,-0.00036199-0.0050839i,-0.0042744+0.0077501i,-0.0015361+0.014728i,-0.0018968+0.010489i,-0.011398+0.010486i,-0.018488+0.019763i,-0.016022+0.023192i
0.618-0.053113i,0.85227-0.13343i,0.80165-0.26061i,0.49832-0.2772i,0.19013-0.15707i,0.03238-0.040996i,-0.01994+0.016116i,-0.031193+0.040267i,-0.031115+0.056188i,-0.0057694+0.072058i,0.031958+0.055723i,0.031094+0.01858i,0.0027649+0.00074373i,-0.018557-0.005853i,-0.024473-0.0068874i,-0.012643-0.0051155i,-0.0017994-0.014112i,-0.0059593-0.027683i,-0.01413-0.032566i,-0.017565-0.029093i,-0.018729-0.026662i,-0.019828-0.02515i,-0.016638-0.015434i
0.18314+0.52722i,0.072937+0.74478i,-0.11787+0.70293i,-0.19474+0.49329i,-0.12081+0.29848i,-0.031726+0.17215i,0.025327+0.10639i,0.068209+0.036586i,0.051664-0.047081i,-0.019604-0.063436i,-0.050496-0.015633i,-0.026517+0.017802i,-8.4715e-05+0.020559i,0.013437+0.010975i,0.016684+0.001609i,0.014432+0.0029755i,0.014612+0.010659i,0.016918+0.015016i,0.013993+0.015125i,0.0065318+0.01227i,-0.00083201+0.0045997i,-0.010114-0.0049066i,-0.016867-0.0078773i
-0.18458+0.38687i,-0.16567+0.38973i,0.021043+0.20065i,0.14592+0.0039189i,0.12118-0.073479i,0.068095-0.095871i,-0.002745-0.10251i,-0.061315-0.045811i,-0.046387+0.011746i,-0.020081+0.014623i,-0.015549+0.010806i,-0.011801+0.0060855i,-0.01207-0.0055284i,-0.0092919-0.012053i,-0.0049368-0.015267i,-0.0068607-0.012845i,-0.0053327-0.010588i,0.00091391-0.01413i,0.0087484-0.015197i,0.019215-0.01136i,0.028999-0.010192i,0.032621-0.014253i,0.023919-0.016123i
-0.53355+0.039321i,-0.74+0.01829i,-0.67797+0.053264i,-0.401+0.085983i,-0.16363+0.058634i,-0.080671+0.025291i,-0.049076+0.015459i,0.00021203-0.0016104i,0.036822-0.035658i,0.032218-0.06844i,-0.00089446-0.070135i,-0.01732-0.037721i,-0.0077468-0.0060169i,0.0045256+0.015633i,0.0094086+0.025125i,0.0056157+0.021056i,-0.0012881+0.019586i,-0.002568+0.02453i,0.0015613+0.021656i,0.00266+0.0098292i,0.00021295+0.0051232i,0.004638+0.0068069i,0.011469-0.00063235i
-0.1777-0.39079i,-0.049502-0.53593i,0.13939-0.45437i,0.20154-0.26228i,0.15381-0.11566i,0.14298-0.036285i,0.15154-0.047357i,0.073925-0.080926i,-0.012069-0.033375i,-0.0028841+0.024723i,0.031191+0.019997i,0.029286-0.0032354i,0.011286-0.012805i,-0.0053237-0.011747i,-0.0093702-0.0086934i,-0.0045763-0.012999i,-0.0035525-0.019661i,-0.0056848-0.021651i,-0.008431-0.015571i,-0.0071495-0.00093846i,-0.00081879+0.013483i,0.0067775+0.019685i,0.011955+0.018215i
0.10565-0.3475i,0.10647-0.3585i,-0.059168-0.21517i,-0.20207-0.056881i,-0.19681+0.0028281i,-0.15985+0.015607i,-0.097556+0.065604i,0.017419+0.08293i,0.083738+0.037071i,0.074129+0.0057977i,0.047842-0.002552i,0.021503-0.0052316i,0.002923-0.00018748i,-0.0030485+0.00027321i,-0.0062551-0.0029824i,-0.0069855-0.0018074i,-0.0054812+0.0055247i,-0.0051276+0.012522i,-0.0040234+0.010651i,-0.0034383+2.0062e-05i,-0.0091274-0.0098081i,-0.01692-0.0061787i,-0.011758+0.0073945i
0.41025-0.059414i,0.571+0.0070676i,0.51943+0.0074225i,0.30193-0.029406i,0.10978+0.0078926i,0.033509+0.083434i,0.022292+0.11227i,0.024207+0.084509i,0.0020026+0.043995i,-0.027609+0.038547i,-0.021903+0.050374i,-0.0019378+0.040346i,0.0041579+0.014555i,0.00682-0.0075525i,0.01352-0.016058i,0.018282-0.015336i,0.018135-0.019259i,0.014773-0.026313i,0.0069757-0.022932i,-0.0027885-0.0078539i,-0.0077042+0.0039331i,-0.011946+0.0048109i,-0.020524+0.004796i
0.16255+0.25283i,0.058869+0.36949i,-0.058786+0.31017i,-0.052034+0.15513i,0.016751+0.013416i,0.019831-0.10721i,-0.052529-0.13085i,-0.079702-0.041867i,-0.028675+0.017183i,-0.0042467+0.0027899i,-0.017231-0.009498i,-0.021232-0.011021i,-0.018132-0.010489i,-0.0067955-0.0010208i,0.0034469+0.0019633i,-0.0008719+0.00079602i,-0.0080896+0.006791i,-0.0050306+0.016639i,0.006295+0.017066i,0.016085+0.0019189i,0.015534-0.014864i,0.0068731-0.020537i,-0.0018233-0.016995i
-0.043997+0.27455i,-0.075127+0.30035i,0.044368+0.20895i,0.16779+0.079929i,0.14089+0.0092797i,0.071212+0.0015512i,0.03687-0.024875i,-0.010058-0.059844i,-0.049127-0.057275i,-0.047363-0.042602i,-0.033329-0.028733i,-0.01903-0.013913i,-0.0041731-0.0080405i,-0.00098832-0.0043692i,-0.0019671+0.0071638i,0.005443+0.01368i,0.013371+0.0060318i,0.013861-0.0056889i,0.0049239-0.013105i,-0.0099358-0.01075i,-0.015049+0.00058931i,-0.0040008+0.0048716i,0.0061358-0.0068474i
-0.2809+0.072989i,-0.42372-0.0082387i,-0.4205-0.010571i,-0.26517+0.061114i,-0.06288+0.08541i,0.080626+0.06256i,0.13391+0.033056i,0.11511-0.0019543i,0.069398-0.016052i,0.046814-0.013434i,0.039713-0.020293i,0.028483-0.025734i,0.016165-0.021512i,0.003778-0.010702i,-0.0036212-0.0052406i,-0.0090499-0.0055761i,-0.014363+0.0022447i,-0.016464+0.01646i,-0.011383+0.027143i,0.0048769+0.026924i,0.019299+0.016559i,0.021244+0.0074048i,0.020332+0.0058748i
-0.136-0.1444i,-0.048754-0.26155i,0.039802-0.2526i,0.02186-0.15807i,-0.06063-0.070326i,-0.11165+0.014392i,-0.076156+0.075597i,0.00023207+0.071673i,0.039901+0.038279i,0.043663+0.022004i,0.034606+0.014981i,0.019677+0.012531i,0.012937+0.012913i,0.0098574+0.0013929i,0.0025423-0.010625i,-1.6789e-05-0.010238i,0.0044188-0.009739i,0.0093015-0.016361i,0.0090168-0.023575i,0.0021446-0.023606i,-0.0050281-0.01484i,-0.0057385-0.0030961i,-0.0020487+0.0065316i
-0.0013458-0.19028i,0.052318-0.20916i,-0.017625-0.14528i,-0.13543-0.030916i,-0.15814+0.074389i,-0.12784+0.12263i,-0.097784+0.13559i,-0.043964+0.12739i,0.010229+0.084066i,0.017916+0.038809i,0.0032309+0.025464i,0.0013606+0.020639i,0.0013897+0.0092399i,0.00079025+0.0055928i,0.0090758+0.0030901i,0.012153-0.0078325i,0.00086705-0.013032i,-0.011759-0.0050973i,-0.01524+0.0088174i,-0.0072712+0.018091i,0.0017074+0.015051i,-0.0011383+0.0079891i,-0.010686+0.0081981i
0.17017-0.074359i,0.29949+0.020625i,0.36396+0.040104i,0.31393-0.047707i,0.1905-0.13237i,0.081982-0.18644i,-0.0026553-0.19418i,-0.062801-0.12175i,-0.076847-0.031076i,-0.056421+0.0096853i,-0.031675+0.0076601i,-0.02404-0.0036246i,-0.024381-0.0043089i,-0.015838-0.0028194i,-0.0073573-0.0021272i,-0.0015585+0.0010565i,0.0068774+0.00026732i,0.013893-0.0043868i,0.017284-0.01333i,0.010471-0.023638i,-0.0049285-0.023499i,-0.012469-0.013598i,-0.010751-0.0076579i
0.096225+0.050831i,-0.0076729+0.16116i,-0.1023+0.19536i,-0.094526+0.13311i,-0.048812+0.048193i,-0.032353+0.0040116i,-0.032328+0.0012399i,-0.018506-0.0011593i,-0.0012029-0.018443i,0.00042034-0.031601i,-0.0062133-0.029574i,-0.0057392-0.020978i,-0.00021807-0.018623i,-0.0033166-0.013793i,-0.005742+0.0018128i,-0.00046205+0.012367i,0.0017434+0.01317i,-0.0041644+0.012408i,-0.015316+0.013851i,-0.021323+0.018214i,-0.014886+0.018773i,-0.0036901+0.0099539i,0.0024906-0.0015909i
0.058751+0.10184i,-0.0038868+0.10347i,0.038891+0.075695i,0.15979+0.035404i,0.2238+0.0093979i,0.2411+0.026231i,0.22631+0.022457i,0.1381-0.017094i,0.037633-0.031352i,0.0038647-0.015507i,0.015654-0.0038273i,0.025413-0.0087465i,0.021461-0.01329i,0.018969-0.013342i,0.014171-0.015692i,0.0052922-0.0098092i,0.0056902-0.00067498i,0.014035+0.001447i,0.025034+0.0017289i,0.031123+0.00033639i,0.025834-0.0032547i,0.01451-0.0040529i,0.0065008-0.0013644i
-0.061041+0.077231i,-0.18182-0.030722i,-0.2911-0.071729i,-0.30386-0.0056598i,-0.23463+0.040417i,-0.19413+0.035577i,-0.17167+0.054726i,-0.080151+0.091212i,0.030162+0.082357i,0.066527+0.04127i,0.040859+0.015817i,0.018311+0.01438i,0.01881+0.015148i,0.019992+0.0095611i,0.013229+0.0039039i,0.0043513-0.0013268i,-0.0058341-0.0051034i,-0.014554-0.0063216i,-0.018349-0.0080086i,-0.015757-0.0080365i,-0.0067429-0.0057567i,0.0011158-0.0027655i,0.0010142+0.0019842i
-0.042698+0.0375i,0.072267-0.058207i,0.17474-0.090574i,0.16168-0.026129i,0.06743+0.064411i,0.0045749+0.13282i,0.0086207+0.11996i,0.0050472+0.039021i,-0.028361-0.0076713i,-0.037843+0.0024674i,-0.016216+0.017232i,0.0015676+0.016223i,0.00070199+0.012583i,-0.00076828+0.014769i,0.0072316+0.011256i,0.011556+0.0011818i,0.0088662-0.0058413i,0.0059505-0.0053935i,0.0076016+0.0013912i,0.011281+0.0033413i,0.0090593-0.00028576i,0.0026068-0.001006i,-0.0023795-0.0012079i
-0.1005-0.01385i,-0.042845-0.020628i,-0.072916-0.033173i,-0.15055-0.04913i,-0.13013-0.092981i,-0.067875-0.17293i,-0.065724-0.18918i,-0.079396-0.090274i,-0.049388+0.014417i,-0.015403+0.037264i,-0.014544+0.0089323i,-0.026834-0.0077856i,-0.026139-0.0051123i,-0.020814-0.0020124i,-0.017721+0.00045444i,-0.01121+0.0016125i,-0.0074896+0.0014731i,-0.011065-0.00012367i,-0.019055-0.0071493i,-0.023807-0.012271i,-0.01971-0.0081939i,-0.010143-0.00091437i,-0.0010142+0.0009785i
-0.032965-0.059597i,0.078357+0.048402i,0.20608+0.11587i,0.24504+0.074841i,0.16195+0.022626i,0.045949+0.039399i,0.015432+0.06432i,0.039534+0.015143i,0.026033-0.062195i,-0.0057729-0.073052i,-0.00692-0.035554i,0.0059607-0.015639i,0.0066379-0.017646i,0.0013825-0.016437i,0.0004584-0.0076608i,0.004325+0.003612i,0.012332+0.011522i,0.018316+0.012219i,0.016704+0.014894i,0.010727+0.020954i,0.0041143+0.018906i,6.7927e-05+0.0092396i,-5.7816e-05-4.1908e-05i
-0.003966-0.103i,-0.10492-0.045869i,-0.19827-0.02018i,-0.17652-0.034515i,-0.025968-0.034468i,0.11082-0.039095i,0.10648-0.0424i,0.030407-0.0011478i,-0.0016745+0.047319i,0.0067604+0.04597i,0.016218+0.01183i,0.013392-0.0114i,0.011956-0.0095326i,0.018312-0.0059284i,0.01707-0.0081471i,0.0073667-0.00743i,-0.0018088-0.0057029i,-0.0038598-0.0061809i,0.0035165-0.010884i,0.010587-0.013853i,0.011159-0.0079605i,0.0058349+0.00038352i,-0.00043041+0.007003i
0.11625-0.049758i,0.083312-0.025781i,0.10327+0.033926i,0.14815+0.066411i,0.0794+0.038101i,-0.051418+0.020829i,-0.083854+0.037918i,-0.019323+0.03268i,0.047955+0.0040671i,0.061531-0.0052815i,0.040063+0.012463i,0.029625+0.025073i,0.026951+0.018902i,0.018304+0.014644i,0.012237+0.014883i,0.0068465+0.010167i,0.0030261+0.005248i,0.0043665+0.0035546i,0.0043103+0.0034032i,0.0024744+0.0026334i,0.0014077-0.00050723i,0.0017869-0.0035099i,0.0026226-0.003863i
0.098247+0.045283i,0.016842-0.058693i,-0.11992-0.15083i,-0.20379-0.11752i,-0.15033+0.0177i,-0.02255+0.10201i,0.034635+0.061167i,-0.018034+0.0044683i,-0.077961+0.014513i,-0.070603+0.034529i,-0.032473+0.024195i,-0.012169+0.007195i,-0.012476+0.0066828i,-0.014066+0.015526i,-0.0088271+0.016145i,-0.0029453+0.0058034i,-0.0038041-0.0061762i,-0.0097735-0.010428i,-0.0098877-0.010437i,-0.0048686-0.011062i,-0.0027056-0.0081979i,-0.0027176-0.0039571i,-0.0036219-0.0013347i
0.034737+0.1565i,0.12219+0.14051i,0.20078+0.14004i,0.21846+0.13525i,0.1573+0.035445i,0.039634-0.078407i,-0.025944-0.073041i,0.0019999-0.016268i,0.031259+0.0052274i,0.018989+0.010931i,-0.0042165+0.015568i,-0.0147+0.015799i,-0.012853+0.0055356i,-0.015136-0.0091925i,-0.018514-0.011495i,-0.01427-0.003738i,-0.0058742+0.0048638i,0.00025029+0.011025i,-0.0040765+0.01414i,-0.01091+0.011737i,-0.0099651+0.0038557i,-0.0047166-0.0035705i,0.0012609-0.006797i
-0.13976+0.081995i,-0.11108+0.052877i,-0.11637-0.047256i,-0.17683-0.10674i,-0.19119-0.038022i,-0.13157+0.060628i,-0.066713+0.070537i,-0.043107+0.0081811i,-0.048293-0.047666i,-0.045784-0.059003i,-0.023656-0.04606i,-0.0072471-0.034471i,-0.0037375-0.023293i,0.0023484-0.013717i,0.0076636-0.0082729i,0.0069188-0.0029407i,0.0059895-0.00054062i,0.0070722-0.0028496i,0.0096294-0.0046582i,0.0096936-0.00026717i,0.0042023+0.0047136i,-0.0019072+0.0034839i,-0.0054071+0.0012829i
-0.14677-0.04715i,-0.096163+0.062829i,0.026523+0.1799i,0.14062+0.1986i,0.19888+0.099109i,0.18269-0.036201i,0.097419-0.073143i,0.036392-0.0071182i,0.039088+0.041777i,0.037318+0.03461i,0.015476+0.014884i,0.0056952+0.0060137i,0.014666+0.0036864i,0.024584+0.00056495i,0.023956-0.00085473i,0.014282-0.0013567i,0.0027801-0.0003601i,-0.0017468+0.0020081i,-0.00097758+0.0013387i,0.0019461+0.00053684i,0.0058882+0.0012542i,0.007013+0.0033894i,0.0068197+0.0046959i
-0.050509-0.20268i,-0.1153-0.20861i,-0.14883-0.23735i,-0.16742-0.28682i,-0.19525-0.22203i,-0.16973-0.084303i,-0.084423-0.031261i,-0.012739-0.052339i,0.016589-0.060987i,0.028422-0.043067i,0.035907-0.019403i,0.033341-0.0073938i,0.015009+0.0014909i,-0.00057506+0.017405i,-0.0028119+0.025437i,-0.00012333+0.017419i,0.0013599+0.0033973i,0.0021016-0.0066104i,0.0059917-0.011306i,0.0075427-0.012096i,0.003536-0.0077016i,0.0012903-0.0024172i,0.0012423-0.00056562i
0.15765-0.12139i,0.11678-0.078315i,0.08913+0.079992i,0.14185+0.23086i,0.20454+0.2482i,0.20676+0.18324i,0.14244+0.11587i,0.045398+0.073649i,-0.026299+0.066201i,-0.04322+0.060195i,-0.030805+0.040282i,-0.016934+0.024723i,-0.0084582+0.015775i,-0.0079514+0.0071888i,-0.011169+0.0035646i,-0.0082289+0.0020723i,-0.0029455-8.5339e-05i,-0.0032695+0.00014113i,-0.0076822+0.0029492i,-0.0082953+0.0036418i,-0.0033712+0.0011017i,0.00010902+3.3278e-05i,0.00092544+0.0018152i
0.20117+0.042175i,0.17182-0.059203i,0.079964-0.17848i,1.6269e-05-0.24609i,-0.078636-0.2392i,-0.13617-0.15769i,-0.098432-0.059113i,-0.012986-0.013199i,0.032341-0.013765i,0.032513-0.011769i,0.017973+0.0015018i,0.007055+0.0054174i,-0.0042691-0.0063643i,-0.015734-0.017538i,-0.020323-0.019522i,-0.017334-0.013434i,-0.0075534-0.0040059i,0.0034757+0.0028648i,0.0085794+0.0068527i,0.0065361+0.0065328i,-0.00017363+0.0004843i,-0.0051138-0.0042988i,-0.0067074-0.0028986i
0.066587+0.23342i,0.087574+0.24907i,0.034201+0.28696i,-0.030861+0.38437i,-0.024554+0.39699i,-0.012102+0.26807i,-0.052859+0.12427i,-0.086147+0.040171i,-0.082275-0.0065998i,-0.063474-0.026886i,-0.043842-0.026674i,-0.027569-0.016785i,-0.0057446-0.0055101i,0.017349-0.0038515i,0.023811-0.0079242i,0.015887-0.0060206i,0.0059603-0.0016099i,-0.0014852-1.4413e-05i,-0.0076347+0.00083153i,-0.0090989+0.0030728i,-0.0058384+0.0052376i,-0.0044664+0.0035854i,-0.004913+0.00015449i
-0.15859+0.15753i,-0.10024+0.098543i,-0.011379-0.098326i,0.028085-0.29796i,0.035789-0.36803i,0.035891-0.31545i,0.034683-0.20028i,0.046803-0.081094i,0.062865-0.0064223i,0.057429+0.016082i,0.037093+0.012121i,0.021582+0.0041802i,0.013145+0.00048669i,0.0097032+0.0036761i,0.011789+0.0057037i,0.010878+0.001498i,0.0026713-0.0025613i,-0.0020955-0.0029271i,0.0016065-0.0021239i,0.006509-0.001535i,0.008299-0.0013941i,0.0076392-0.0012732i,0.004046-0.002103i
-0.23624-0.033834i,-0.22366+0.046948i,-0.16523+0.14043i,-0.15617+0.2075i,-0.14575+0.23892i,-0.075949+0.19212i,-0.011556+0.069476i,0.00074029-0.034362i,-0.0077428-0.06888i,-0.0082865-0.059056i,-0.001856-0.03945i,0.0016051-0.021196i,-0.00036721+0.00083249i,-0.0030579+0.019681i,-0.0042395+0.025284i,-0.00066512+0.018168i,0.0048394+0.0058337i,0.0047759-0.0051509i,0.00028532-0.012605i,-0.003547-0.012837i,-0.0023649-0.0069859i,0.0027685-0.0023306i,0.0068221-0.0017833i
-0.07841-0.2427i,-0.061768-0.2429i,0.071856-0.22039i,0.23764-0.24707i,0.28731-0.23033i,0.2228-0.11024i,0.14423+0.019638i,0.083812+0.082633i,0.034166+0.088521i,0.0056102+0.068586i,0.000249+0.047944i,0.0053547+0.030061i,0.0013763+0.0089803i,-0.012694-0.0080305i,-0.018792-0.011803i,-0.013407-0.0076753i,-0.0037073-0.0039079i,0.0038633+0.00088917i,0.0073756+0.0081839i,0.0059901+0.010348i,0.0029552+0.0066057i,0.001974+0.0057035i,0.0021135+0.0075939i
0.15313-0.16943i,0.075846-0.11805i,-0.08506+0.063424i,-0.22261+0.22715i,-0.28028+0.24789i,-0.25071+0.16878i,-0.15321+0.07918i,-0.052289+0.0092006i,0.0081208-0.02998i,0.028718-0.036842i,0.023854-0.027195i,0.010169-0.016799i,0.00046971-0.010777i,-0.0022077-0.012354i,-0.0050524-0.016758i,-0.0086375-0.011186i,-0.0056317-0.00031417i,0.00034927+0.0044099i,0.0018387+0.001615i,-0.00048629-0.0019592i,-0.0026583-0.0022475i,-0.0032527+0.00047556i,-0.0021485+0.0052754i
0.24883+0.030992i,0.25011-0.030195i,0.20377-0.085963i,0.22153-0.091006i,0.24109-0.075546i,0.14898-0.056466i,0.013881-0.012739i,-0.059394+0.033566i,-0.064527+0.050451i,-0.039993+0.040486i,-0.022074+0.024699i,-0.012778+0.01829i,0.0011641+0.011771i,0.015993+0.0012333i,0.02217-0.0034751i,0.016432-0.005878i,0.0034218-0.0056992i,-0.0073365-0.00092022i,-0.010776+0.0065419i,-0.0083004+0.01042i,-0.0056289+0.0079768i,-0.0076162+0.0041219i,-0.0098553+0.0014228i
0.07844+0.24255i,0.059023+0.21239i,-0.087595+0.093378i,-0.2756+0.011135i,-0.31485-0.0328i,-0.1892-0.0885i,-0.044968-0.11803i,0.037562-0.097017i,0.061533-0.051238i,0.052726-0.011539i,0.03585-0.0008389i,0.020461-0.0074533i,0.0094237-0.0020297i,0.0049953+0.012376i,0.0060653+0.015924i,0.0068412+0.0090265i,0.0031311+0.001224i,-0.00042027-0.004014i,0.0021371-0.0086924i,0.006417-0.0099053i,0.0068078-0.0074641i,0.0050005-0.0066514i,0.0015587-0.0069242i
-0.15766+0.19025i,-0.0539+0.17757i,0.15796+0.064182i,0.32305-0.011432i,0.34708+0.019073i,0.24844+0.056261i,0.1085+0.043841i,0.0062676+0.015322i,-0.043306-0.0056319i,-0.052104-0.0092083i,-0.038416-0.00076127i,-0.02416+0.0065945i,-0.014541+0.0094231i,-0.012235+0.01068i,-0.012873+0.012203i,-0.0051832+0.0099978i,0.0051839+0.0035155i,0.0087092-0.0023443i,0.0029989-0.0029383i,-0.0045936-0.0016349i,-0.0055796-0.0020381i,-0.0023597-0.0035626i,0.00035314-0.0055935i
-0.27063-0.033675i,-0.28552+0.031513i,-0.2317+0.066726i,-0.23128+0.012811i,-0.23657-0.034352i,-0.13539-0.004941i,-0.00091452+0.039655i,0.065195+0.051621i,0.066771+0.038343i,0.037033+0.019288i,0.017835+0.0077254i,0.016488-2.8176e-05i,0.0091257-0.0082988i,-0.0032227-0.016926i,-0.008814-0.01979i,-0.0074056-0.01237i,-0.00047759-0.0026883i,0.0070478+0.0018214i,0.01146+0.0035129i,0.012137+0.0038795i,0.0096719+0.0034298i,0.0088342+0.0037107i,0.0094716+0.0041485i
-0.090785-0.25482i,-0.10391-0.19523i,-0.006417+0.001618i,0.13552+0.16534i,0.15565+0.21169i,0.052271+0.15957i,-0.043763+0.069612i,-0.072373+0.0078552i,-0.046006-0.019077i,-0.010763-0.028703i,-0.004554-0.024626i,-0.012911-0.010617i,-0.010254-0.0017114i,0.0011345-0.0067761i,0.004922-0.013472i,-3.5386e-05-0.011647i,-0.0031493-0.0043113i,-0.0041623+0.0018329i,-0.0078093+0.0029709i,-0.010338-0.00070058i,-0.0080768-0.00367i,-0.0048294-0.0014118i,-0.0011022+0.0025645i
0.16315-0.22167i,0.056969-0.26345i,-0.14555-0.23282i,-0.26332-0.22632i,-0.23983-0.24542i,-0.15131-0.18313i,-0.06064-0.063181i,-0.0013749+0.01588i,0.018437+0.046419i,0.022391+0.045582i,0.024139+0.028031i,0.022765+0.015533i,0.020255+0.012069i,0.022016+0.011159i,0.023391+0.0081045i,0.016664+0.0021764i,0.0048037-0.0013485i,-0.0041221+3.3655e-05i,-0.003847+0.0042271i,0.0012582+0.0074761i,0.0025608+0.0080795i,0.00015106+0.0071825i,-0.0033464+0.007256i
