-0.00033248-0.0006829i,0.00070517-0.00092633i,-0.00048155-0.00044195i,-0.00090634+0.00051199i,-0.0011003+0.00079766i,-0.0022334+7.0101e-05i,-0.0024488+0.00041789i,-0.0013232+0.00094862i,0.00057214+0.00050488i,0.0013087+0.00072173i,0.00059098+0.00098112i,-3.4374e-05+0.00010216i,-0.00014749-0.00099574i,-0.00013248-0.0015214i,-0.00043933-0.00087744i,-0.00092196-3.706e-05i,-0.00028163+0.00013535i,9.3933e-05+0.00083332i,-0.00022676+0.0011473i,-5.0863e-05+0.00037003i,0.00046892+0.00031682i,-0.00011472+0.00035197i,-0.00060261+0.0001569i
0.00061771-0.00072639i,0.0014005-0.0011546i,0.0011774-0.0035252i,-0.0001841-0.004589i,-0.0014739-0.0039702i,-0.0019274-0.0025603i,-0.0016432+6.0475e-05i,-0.0011308+0.0015708i,-0.0011254+0.0010009i,-0.0012908+0.00041625i,-0.0011209-2.0169e-06i,-0.0010564-0.00063887i,-0.00058464-0.00085529i,0.00025263-0.0009067i,0.00097216-0.0008059i,0.00042223-0.0011571i,-0.00058012-0.00057736i,-0.00070847-8.1156e-05i,-0.00052231-0.00062644i,-5.4946e-05-0.00089362i,0.00013447-0.0010563i,-0.00014143-0.00054762i,-6.3209e-06+0.00013272i
-0.001191+0.0013095i,-2.6091e-05+0.0012593i,0.00015319+0.0011108i,0.00066627+0.00022079i,0.00034614-0.00033347i,-0.00096945-0.0013696i,-0.0011465-0.00098202i,-0.00012327-0.00057347i,0.0007332-0.00087569i,0.00083557-0.00043496i,0.00068577-0.00051725i,0.00020688-0.00046335i,-0.00015136+0.00019456i,-0.00046415+0.00018313i,-0.00043855+2.3346e-05i,-5.5807e-05-0.00023793i,-9.5917e-05-0.00032795i,-0.00015267-0.00018962i,0.00055193-0.00010537i,0.00024388+0.00031943i,-0.00022648+0.00045156i,0.00040001+9.393e-05i,0.00014786+0.00012467i
0.0015792-0.0010606i,0.001156-0.0011939i,-0.00028529-0.0012215i,-0.0016813-0.0018133i,-0.0026363-0.0018645i,-0.0026091-0.00076457i,-0.0015705+0.00017903i,-0.00070981-0.0001117i,8.2048e-05-0.00025689i,0.00039621+0.00015912i,-0.00050459-0.00078668i,-0.0011243-0.0010326i,0.00013945-0.00018246i,0.0010085-6.0178e-05i,0.00069308+0.00036018i,0.00047928+0.00057507i,0.00077601+7.2861e-05i,0.00094685-5.5679e-05i,0.00073432+0.00011428i,0.0004906+6.7547e-05i,0.00067115-0.0005329i,0.00051291-0.00017564i,-4.4351e-05+0.00037918i
0.00059982+0.00073356i,0.0011804+0.00062563i,0.0016645-0.0007543i,0.0010969-0.0014737i,0.00021103-0.0017381i,-0.00074406-0.0013953i,-0.00068514-0.0010147i,0.00035405-0.00089575i,0.00057105-0.00040137i,-0.00018527+4.2005e-05i,-0.0011087-0.00028212i,-0.001349-0.00044354i,-0.00045853-6.6694e-05i,0.00017709+6.162e-05i,-0.00040813-9.1309e-05i,-0.000816-0.000666i,-0.0010253-0.00054887i,-0.00063343-0.00030986i,-0.00010828-0.00075787i,0.00019953+0.00014551i,0.00035069+0.00055529i,-3.9407e-05+7.3274e-05i,-0.00076063+1.3958e-05i
0.0017369-0.00052439i,0.00084507-9.2808e-05i,-0.00076458-0.001023i,-0.00089289-0.002115i,-0.0010433-0.0026907i,-0.0020048-0.0030742i,-0.001227-0.002421i,9.673e-05-0.001431i,-8.0079e-05-0.001536i,-0.00056162-0.0014239i,-0.00040534-0.00079081i,-0.00070847-0.0005084i,-0.00050046+7.2653e-05i,-0.00010095+0.00091427i,-0.00048847+0.00081324i,-0.00031948+0.00021184i,0.00042502+0.00027045i,0.0012295+0.00037478i,0.0013838+0.00050484i,0.00053337+0.00046519i,-0.00072066-0.00032568i,-0.0015777-0.00027646i,-0.00086187-0.00028233i
8.0936e-05-0.0035307i,-0.0019952-0.0029508i,-0.0036923-0.0026236i,-0.0044088-0.00096182i,-0.0038799+0.00076574i,-0.0021244+0.0013622i,-0.0012663+0.00096424i,-0.00020526+0.00044313i,0.00083273+0.00043772i,0.00054696+0.00021582i,0.00014628-0.00018484i,-0.00019546+0.00035002i,3.7802e-05+0.00060561i,0.000825+0.00026473i,0.0003886-0.00058626i,-8.0943e-05-0.00069224i,-0.00019139-2.2657e-05i,-0.00039753-0.0002194i,-0.00066266-0.00017462i,-0.00058096-5.1152e-06i,-0.00029061+8.1266e-05i,-0.00056713+4.4196e-05i,-0.00087115-0.00013014i
-0.00076171+0.00080519i,-0.00045979+0.00095439i,0.000706+0.000259i,0.0013565-0.0017537i,0.00075377-0.0028402i,0.00032952-0.0022241i,0.0009791-0.00030813i,0.00082319+0.0012208i,0.00082672+0.00061471i,0.0010175-0.00010134i,0.00037028-0.00027919i,-2.7909e-05-0.00051475i,0.00016808-0.00055315i,0.00010401-0.00035913i,-0.00012123-7.3559e-06i,-0.00025021-0.00020032i,0.00010138-0.00027249i,-6.0735e-05+0.00014103i,-0.00062366-8.4997e-05i,-0.00017884+0.00017983i,0.00067272+0.0006013i,-0.00030953+0.00089435i,-0.00087544+0.0011681i
0.00090063-1.5378e-05i,0.00088372-0.00088975i,0.00025052-0.0011839i,0.00010248-0.001412i,-0.00027993-0.0021097i,-0.00086751-0.0024088i,-0.00058139-0.0011841i,-0.00039688-0.00058821i,-0.00029566-0.00068281i,-0.0004332+0.00026604i,-0.00020065+0.00056849i,0.00059357+1.6776e-05i,0.00075333-0.00049957i,0.00021042-5.9496e-05i,0.0003981+0.00063212i,0.00042835+0.00079165i,-2.8733e-05+0.00033969i,0.00013272-0.00051438i,0.00014103-0.00031042i,-0.00017767-0.00015858i,-0.00035139-0.00014086i,-0.00039481+0.00069265i,-0.00043796+0.00067799i
-0.00020201-0.0014232i,5.945e-05-0.0012743i,-0.0016535-0.0016177i,-0.0016913-0.0016584i,-0.0010274-0.00096975i,-0.0016519-0.00023352i,-0.0016765+0.00017569i,-0.00094178+3.0792e-05i,-0.00055247-0.00026204i,-0.00077461-0.0001133i,-0.00072653-0.00010118i,-0.00030053-0.00064861i,0.00021824-0.0005536i,0.00066329-0.00061001i,0.00086083-0.00020582i,0.0008371+0.00057017i,-1.7922e-05+0.00082592i,-0.00054245+0.00056918i,-0.00024857+0.00032579i,-0.00031645+0.00010621i,-0.00034064-0.00022336i,-0.00042086-2.525e-05i,-0.00033898-3.5238e-05i
-0.0015053+0.003307i,1.6004e-05+0.0019634i,0.0014911+0.00095718i,0.0011859-0.00058059i,0.0010039-0.0022858i,0.0011351-0.0024332i,0.00017858-0.0011562i,0.00022174+0.00063356i,0.00063183+0.0016157i,-2.4761e-05+0.00078026i,-0.00055822-0.00069024i,-0.00019687-0.00086954i,-0.00013154-0.00058482i,0.00019459-0.00013312i,0.0006767+0.00026086i,0.00042127-0.00027765i,0.00055705-0.00074384i,0.00011674-0.00077704i,-0.00064748-0.00027673i,-0.00059387-0.00015568i,-0.00010678-0.00093456i,0.00052951-0.0012312i,0.00065547-0.00014987i
0.00087986+0.00020791i,0.00058827-0.0004558i,0.00063342-0.00077639i,0.00061025-0.0017429i,1.5502e-05-0.0034776i,-0.00082966-0.0034338i,-0.00094132-0.00066304i,-0.0004728+0.00031266i,-0.00017143-0.00051782i,-0.00030235-0.00030296i,-0.00056511+0.00023822i,-0.00051408+4.8504e-05i,0.00023271-0.00032312i,-0.0001103+1.5902e-05i,-0.0004792-0.00027621i,-0.00018397-0.00032724i,-7.8902e-05-0.00030999i,0.00028677-0.00075389i,0.00047572-0.00053342i,0.00010285+0.00014854i,-0.00049347+0.00038873i,-8.185e-05+0.00011793i,0.00024185+0.00054147i
1.2898e-05+0.00018821i,-0.00016668-0.00010273i,-0.00046779+0.00010747i,-0.00082752+0.00030049i,-0.00092057-0.00059936i,-0.0017704-0.00046964i,-0.0018139+0.00022884i,-0.00096089-0.00047163i,-0.00021116-0.0011214i,0.00036849-0.0010699i,-7.0989e-05-0.00070688i,-0.00089916+4.0441e-05i,-0.00094125-3.3915e-05i,-0.00048629-0.0003911i,-0.00025399-4.5732e-06i,0.00044814+0.00028467i,0.00071065-5.4993e-05i,0.00012761-0.00065784i,-0.00020784-0.0015576i,-0.0004789-0.001059i,-0.00080685+9.817e-05i,-0.00036196+0.00045751i,0.00035649+5.0596e-05i
0.00055768+0.002059i,0.00067371+0.00087701i,0.0004563-0.00021933i,0.0002897-0.0013079i,-4.2219e-05-0.0021983i,-0.0013313-0.002055i,-0.0016159-0.00097066i,-0.0010922+0.00024822i,-0.00091943-0.00042513i,-0.00087441-0.00068345i,-0.00094549-0.00010284i,-0.00090237+7.7081e-05i,-0.00064045+5.87e-05i,-0.00024612-2.3755e-05i,0.00060434-0.00037802i,0.00033186-0.00036574i,-0.000751-8.5791e-05i,-0.00053014-0.00012306i,0.00027982-0.00073846i,0.00037454-0.00097431i,0.00064834-0.0010236i,0.00089753-0.00020977i,0.00049618+0.00089335i
-0.0026265+0.0016934i,-0.0012186+0.0016117i,-0.00052791+0.0023474i,0.00018236+0.0020421i,0.00081433+0.00035632i,0.00091873-0.00028302i,0.00031429+0.00044113i,-0.00018903+0.00060243i,7.1779e-06+0.00053499i,0.00025895+0.00028618i,6.3893e-05-0.00030483i,-0.00039312-0.00077254i,-0.00056899-0.00088204i,6.4037e-05-0.00040315i,0.00079453+0.00024427i,0.00053687-0.00034158i,-0.00045456-0.00025479i,-0.0014341-0.00019252i,-0.00095027-0.0013638i,-0.00027331-0.0011866i,-0.00044637-0.0010114i,-0.00022637-0.00068468i,0.00037639+0.00029928i
-0.00054765+0.0015279i,0.00037224+0.0013907i,0.00013872+0.00093148i,-4.9997e-05-0.00046069i,-1.8531e-06-0.0016438i,-0.00072804-0.0018101i,-0.0012318-0.0011676i,-0.00092322-0.0012149i,-0.0009321-0.0019288i,-0.00019985-0.0021916i,0.00056727-0.0019561i,0.00086201-0.0015292i,0.0010975-0.00059648i,0.0010307-1.6474e-05i,0.00071435-0.00059976i,0.00046866-0.0007643i,-0.00023725-0.0001921i,-0.00074212+9.538e-05i,-0.00078752+0.00024714i,-0.00029274+0.00057198i,0.00034055+0.00033028i,0.00059132-0.0001324i,0.0004726-0.00058251i
-0.00039863-0.00037329i,-0.0011595-0.00072819i,-0.0011143-0.00096965i,-0.00077209-0.0015386i,-0.0011959-0.0019613i,-0.0017073-0.0011421i,-0.0011943-0.00033226i,-0.00029236-0.00012821i,4.7504e-05-2.2469e-05i,0.00027783-0.00011087i,0.0004534+0.00020424i,8.7785e-05+0.00037216i,0.00020797-0.00036135i,0.0011352-0.0008324i,0.0012258-0.00030255i,0.00057357+3.7289e-06i,2.5364e-05-5.1489e-05i,1.6132e-06-0.00034365i,0.00031051-0.0010338i,-0.00038954-0.00026277i,-0.00054353+0.00023552i,-0.00023671+0.00034255i,2.1701e-05+0.00062202i
-0.00075563-0.00013574i,-0.00063312-0.0015776i,-0.00061998-0.0026116i,-0.00039755-0.001847i,-0.00057559-0.00098467i,-0.00026558-0.0010646i,-0.00035364-0.0012466i,-6.4272e-05-0.00088083i,0.001046-0.00043145i,0.00088103-0.00083589i,0.00021392-0.0019424i,0.0008327-0.0027082i,8.447e-05-0.0014301i,-0.0010006+0.00036167i,-0.00060002+0.00053998i,-0.0002604+0.00024583i,-0.00022376+6.4469e-05i,0.00017795+0.00023227i,-0.00012131-5.2585e-05i,-0.00020514-0.00038961i,0.000149-0.0002756i,0.0010011-2.7295e-05i,0.0013804+0.00075394i
-0.00056934-0.0017332i,-0.00058188-0.0012228i,-0.0011158-0.00030728i,-0.0018362+0.00025653i,-0.0017806+0.0003572i,-0.00097498-0.00045728i,-0.0008768-5.8225e-05i,-0.00054539+0.00042638i,-0.00015672+0.00063687i,-0.00050374+0.00032259i,-0.00086463-2.4716e-05i,-0.00052323-0.00036958i,-0.00024448-0.00034009i,-0.00023975-0.00022068i,-0.00013647-5.2691e-05i,-0.00048724+5.1134e-05i,-0.00023204-0.00055425i,-0.00016465-0.00058299i,-0.00046604-0.00024003i,-0.00030193-0.00051441i,0.0003393-0.00037481i,0.00037028+0.00035042i,-0.00040425+0.00063439i
0.0014044-8.3492e-05i,0.0012227+0.00032929i,0.00085692-0.00062163i,0.00096544-0.001795i,0.00021022-0.0021428i,-0.00084407-0.0010842i,-0.00047535+0.00043496i,-0.00014452+0.00025341i,-0.00025202-0.00036144i,-0.00032466-0.00070365i,-8.2702e-05-0.0010633i,9.3852e-06-0.00069319i,9.7847e-05-0.00055729i,2.292e-05-0.00099226i,-0.00032904-0.00084655i,-0.00034425-0.00037672i,-0.00021838+0.00022749i,-0.00042594+4.5224e-05i,-0.00052938-0.00017223i,-0.0011852-0.0003503i,-0.0011069-0.00021582i,-7.0742e-05+0.00019957i,0.00050297+0.0001825i
0.0010934-0.00055608i,0.001689-0.00071248i,0.00062961-0.00088602i,-1.9121e-05-0.0011776i,-4.7076e-05-0.0013379i,-6.6146e-05-0.00082901i,-0.00031893-0.0010667i,-0.00049433-0.00092366i,-0.00044792+6.5172e-06i,-0.00060846-0.00028686i,-0.00034866-0.0013174i,0.00011838-0.00091536i,0.00041665-0.00025159i,0.00027057-0.00010864i,-0.00030646+4.7702e-06i,-0.00034318+0.00010945i,-0.00017018-0.00032313i,0.00016657-0.00036615i,8.5598e-05+0.00024169i,-0.00019556-0.00019818i,-1.7022e-05-0.00054942i,-0.00045785-0.0001728i,-0.00058676-0.00024503i
0.00032501+0.0019146i,-0.00025134+0.0022517i,-6.7631e-05+0.001591i,-0.00038423+0.00012102i,-0.0013594-0.0012399i,-0.0020391-0.0016196i,-0.0016087-0.00043109i,-0.00040233+7.8725e-05i,-0.00010351-0.00067217i,-0.00022367-0.00069608i,-0.00067723-0.00040277i,-0.00075369-0.00054401i,-0.00061625-0.00023555i,-0.00060097-0.00011622i,-0.00041966-6.9833e-05i,-0.00040787+2.4514e-05i,-0.00017889-8.1681e-05i,1.7089e-05-0.00061073i,-0.00030542-0.00059375i,-0.00068832-0.00019088i,-0.00057312+0.00010459i,-0.00062328+0.00047427i,-0.00043922-0.00014949i
0.0014494-0.0013989i,0.0013025-0.0023395i,0.00086924-0.0025973i,0.0001349-0.0027202i,-0.00064709-0.0018966i,-0.00082935-0.00026042i,-0.0005839+0.00056436i,9.779e-05+0.00078598i,0.00058434-0.00013128i,-2.7646e-05-0.00078681i,-0.00061953-0.00043227i,-0.00087212+0.00029984i,-0.00061103+0.00095361i,-0.00021884+0.0008641i,-0.00064301+0.00056099i,-0.00098792-0.00046068i,-0.00089772-0.0009908i,-0.00027521-0.0011386i,0.00067284-0.00096316i,0.00077696-0.00038999i,0.00038641-0.00027611i,5.8749e-05-0.00030174i,-0.00046186-0.0001969i
0.0013384-0.00064669i,0.0013042-1.2856e-05i,0.0008863-0.00017874i,0.00054003-0.001131i,0.00028226-0.0018801i,-0.00049374-0.0021916i,-0.00070194-0.0015694i,0.00025442-0.0006625i,0.00053129-0.00056202i,9.3665e-05-0.00064284i,1.9611e-05-0.00035046i,-0.00016897+0.00032941i,-0.00036388+0.00065691i,-9.4824e-05+0.00030568i,0.00039037+8.8647e-05i,0.00010152-0.00020102i,-0.00079497-0.000399i,-0.00063255-0.0004104i,-0.00045363-0.00054924i,-0.00045995-0.00091279i,6.8007e-06-0.00099562i,4.2917e-05-0.00071169i,-7.8467e-05-0.00044311i
0.0026348-0.0010239i,0.002821-0.0010876i,0.0010743-0.001904i,-0.0017941-0.0019398i,-0.002934-0.0015492i,-0.0019903-0.0013887i,-0.0011401-0.001439i,-0.00013408-0.00091752i,8.9695e-05-3.1908e-05i,-0.00057839-0.00044708i,-0.001289+1.7359e-05i,-0.0014832+0.00062374i,-0.00071538+0.00066776i,-0.00031514+0.00048347i,-0.00041303+0.00031662i,-0.00049242+0.00037848i,3.0361e-05+0.0001833i,0.00068135+0.00012859i,0.0004561+0.00010881i,-0.00036564-0.00060057i,-0.00071015-0.00097083i,-0.00065841-0.00065415i,5.1536e-05+9.9966e-05i
0.00075651-0.00020734i,-7.6776e-05-0.0019215i,-0.00030333-0.0025315i,-0.0011032-0.0022657i,-0.0016001-0.0016803i,-0.0012105-0.0011264i,-0.000994-0.00080522i,-0.0002794-0.00053975i,0.00053323-0.00084469i,5.371e-05-0.0011467i,-0.00055474-0.0010472i,-0.00064695-0.00014573i,-0.00019692+0.0004933i,0.00029457+0.0002482i,0.00031513-0.00033763i,4.0559e-05-0.000527i,-0.00038202-0.00051949i,-9.4174e-05-0.0002829i,0.00036089-0.00054746i,0.00077693-0.00056651i,0.00076081+0.00010064i,0.00010648+0.00013263i,-0.00027269-0.00013257i
0.0011358+0.00049428i,0.0013396+0.00091319i,0.00062012+0.00068353i,-0.00050088-0.0012161i,-5.2101e-05-0.0025505i,0.00069348-0.0021544i,0.00055256-0.00073718i,9.0012e-05+3.8371e-05i,-0.00040379-0.00040415i,-0.0005284-0.00048374i,-0.00022322-2.5699e-05i,7.4959e-05-0.00041849i,0.00043294-0.00084022i,0.00095754-0.00028169i,0.00037785+0.00025311i,-0.0001002+0.00034877i,-0.00018498+0.00065241i,-0.00020006+0.00057579i,-0.00028411+2.6779e-05i,-0.00022153+5.8353e-05i,-0.00015085+0.00018306i,5.5259e-05-5.6831e-05i,0.00044766+0.0002577i
0.0029326+0.0001228i,0.0015259+0.0005716i,2.7774e-05-0.00062634i,-0.00063098-0.001746i,-0.0017418-0.0020165i,-0.0026823-0.00053971i,-0.0023602+0.00036461i,-0.000346-0.00046242i,0.00059061-0.00095327i,-0.00056539-0.0010643i,-0.0016016-0.00066584i,-0.0011643-0.0001334i,-0.00094034-0.00016247i,-0.0011556-0.00040666i,-0.00062625-0.00055505i,-3.0526e-05-0.00053919i,2.4456e-05+0.0004079i,-0.00022257+0.0004668i,-0.00024556+9.9377e-05i,8.4857e-05+0.00024276i,-0.00084304+0.00059878i,-0.0012678-3.367e-05i,-0.0001384-0.00060092i
-0.0019251+0.0016835i,-0.0010835+0.00070849i,-0.00046281-0.00024169i,0.00030832-0.0010692i,0.0011139-0.00080148i,0.00035405-0.00065124i,-0.00039913-0.00037232i,-0.00051668-8.8782e-05i,-0.00076092+0.00016618i,-0.00088277-3.5283e-05i,-0.00054892-0.00020237i,-0.00059375-0.00011333i,-0.00035358-0.00022291i,0.00038602+0.00042575i,0.00086029+0.00071429i,0.00070006+0.00084117i,0.0005948+0.00062815i,0.00034062+2.3682e-05i,-0.00020689-0.0002622i,-0.00051419-0.00010528i,-0.00036356+0.0002682i,-0.00039308+0.000476i,-0.00077788+0.00054962i
0.00035273+0.0031064i,-0.00051299+0.0025241i,0.00028692+0.00085206i,0.0016953-0.0012602i,0.0012201-0.0023086i,-0.00013352-0.0019533i,-0.00087659-0.00076229i,-0.00060013+0.00039894i,-8.0519e-05+0.0004441i,4.8515e-05+3.5436e-05i,-1.524e-06-0.00027067i,-0.00014366-0.00054467i,-0.00027732-0.00023097i,7.7218e-05-0.00025196i,-0.00038245-0.00055103i,-0.0012809-0.00076984i,-0.00063512-0.0013684i,0.00019227-0.0015109i,0.00028063-0.00041911i,0.00071459+0.00070195i,0.00030975+0.0013973i,-0.00019302+0.0010275i,-0.00035364+0.00090325i
-0.0011622-4.2621e-05i,-0.00094623-0.001597i,0.00030592-0.0021201i,0.00053593-0.0024383i,7.5132e-05-0.0032731i,-0.0003843-0.0028729i,-0.00095593-0.0021249i,-0.00040977-0.00056622i,0.00055524-0.00030642i,0.00042758-0.0012488i,-1.3814e-05-0.00093452i,6.3694e-06-0.00038308i,-0.00011349-6.8741e-05i,-0.00074693+4.6254e-05i,-0.00083111+6.5981e-06i,-0.00033003-0.00035709i,-0.00013441-0.00021506i,-0.00023858-0.00019566i,6.5203e-05-0.00049282i,4.006e-05-0.00018504i,-0.00059508-7.9926e-05i,-0.00034596-0.0005338i,-0.00044596-0.0014561i
0.00015233-0.00088704i,-0.00050453-0.0010567i,-0.0010627-0.0017893i,-0.002345-0.0010849i,-0.0035987+0.00012847i,-0.0029119+0.00018486i,-0.0016564-0.00022673i,-0.0015953-0.00045921i,-0.00088539-0.00086315i,-0.00089189-0.0004682i,-0.0012702+0.00019217i,-0.00064614+0.00018593i,-0.00048793+0.0001037i,0.00068268-0.00017967i,0.0016778-6.9374e-05i,0.00073284+0.00013932i,9.9325e-05-0.00044006i,-0.00050561-0.0010847i,-0.0010314-0.00061185i,-0.0013012-0.00050586i,-0.00054085+1.721e-05i,0.00029854+0.00017431i,0.00065765-4.1317e-05i
-0.00052634+0.0020482i,0.00081464+0.00090304i,0.0018282-0.0001997i,0.0022617-0.0011069i,0.0031313-0.00024472i,0.0023691+0.00063292i,0.00037622+0.00064963i,-0.0007116+0.00096669i,-0.00058624+0.00084693i,-3.7338e-05+0.0011442i,1.1362e-05-4.51e-05i,-4.4107e-06-0.0014749i,-0.00015512-0.001078i,3.742e-06-0.00035442i,0.00039424-5.9037e-05i,0.00075635+4.3936e-05i,0.00058814+0.00027305i,-0.00020828+0.0003412i,-0.00023576+0.00022907i,-1.1658e-05-0.00034895i,-8.107e-06-0.00076712i,0.00014592-0.00061i,0.00030227-0.00039993i
-0.0016828+1.073e-05i,-0.00045189-0.00016948i,0.00039483-0.00038275i,0.00017113-0.00033555i,7.9068e-05+1.6688e-05i,0.0002971-0.00051146i,-0.00071039-0.00084067i,-0.0010568-0.00039187i,-0.00050263-0.00019484i,-0.00047665-0.00021985i,-0.00028829-0.00056143i,-0.00017709-0.00081452i,-2.9977e-05-0.00020058i,0.0008351+0.00062485i,0.00079142+0.0010265i,3.0925e-05+0.00053983i,-0.00010472+8.5348e-05i,-0.00034751+0.00052176i,-0.00042826+2.1242e-05i,-0.00010618-0.00043638i,-0.00049026-0.00015041i,-0.001291-0.00032178i,-0.0012187-0.00062298i
-0.00096647+0.0032204i,-0.0004507+0.0030591i,0.00053542+0.0024272i,0.0014012+0.00022109i,0.00085705-0.0018117i,-0.00075626-0.0013864i,-0.0012657-0.00043148i,-0.00095822-0.00020064i,-0.00035422-0.00032461i,0.00049468-0.00023041i,0.00029003-0.0004016i,-0.00036993-0.00089041i,-0.001075-0.00025123i,-0.0010884-9.0953e-05i,-0.00029985+0.00014246i,-1.7268e-05+0.00077768i,-1.678e-06+0.00042929i,-0.00018177-0.00057927i,0.00020781-0.00056785i,0.00016493+4.0033e-05i,-0.00066196-0.00030616i,-0.00089419-0.00055964i,-0.00047818-0.00058781i
-0.00058067-0.00032965i,-3.6609e-05-0.00048454i,0.00049062-0.0013783i,0.00039563-0.0023264i,-0.00029922-0.0021364i,-0.0013485-0.00085554i,-0.0011964-3.982e-05i,-0.00072963-0.00062756i,-0.00033768-0.0010244i,-0.00035995-0.00093375i,-0.00069655-0.00083955i,-0.00085921-0.00067129i,-0.00057097-0.00064816i,0.00014102-0.00030504i,-0.00022967+8.7345e-05i,-0.0010767+0.00016584i,-0.001331+4.254e-05i,-0.0012455-0.00021382i,-0.00029289-0.00011122i,0.00064522+0.00018727i,0.00015683+0.00020925i,-0.00074066-0.00013112i,-0.0010282-0.0006361i
-0.00196+0.00038076i,-0.0016766+0.0015005i,-0.0015755+0.002568i,-0.0015408+0.0011636i,-0.00035019-0.00038752i,-0.00010608+0.00012433i,-0.0010294+0.00068265i,-0.00070309+0.00053711i,-0.00019726-0.00022714i,-7.5144e-05-0.00069358i,6.6837e-05-0.00025366i,0.00031335-0.00057548i,0.00074849-0.00052718i,0.00086825-0.0003414i,-0.00017625-0.0001009i,-0.0010377-9.3088e-05i,-0.00073205-0.00081371i,-0.00032485-0.00020726i,0.00011967+0.00040196i,-0.00044689+0.00016148i,-0.00088248+0.00018132i,-0.00063344-0.00020529i,-0.00062398-0.0003695i
0.0013427+0.0011525i,0.00068477-0.00015687i,0.00091985-0.002232i,0.00093078-0.003449i,0.00012803-0.0030816i,-0.00042885-0.0023551i,-0.00045701-0.0014294i,0.00041228-0.00058227i,0.0013249-0.00035485i,0.00087888-0.00039643i,-0.00054511-0.00050316i,-0.0014143-0.00071982i,-0.0014493-0.00068023i,-0.00089158-0.00093469i,-0.00057496-0.0012729i,-0.00094398-0.00079066i,-0.00047804-0.00056042i,0.00042659-0.00046188i,0.00031331-0.00034177i,-0.00065012-0.00042078i,-0.00097567-0.00012289i,-0.00023273+0.00070872i,9.6157e-05+0.0013799i
0.00037857-0.0015883i,0.00086386-0.0021963i,0.0010151-0.002706i,-0.00012039-0.0028564i,-0.0014279-0.0029109i,-0.0018838-0.0024533i,-0.0011842-0.0010303i,-0.00049522-0.00012158i,-0.00031874-0.00036862i,-2.964e-05-0.00084279i,1.7491e-05-0.00042568i,-0.0004886+0.00014098i,-0.00048058-0.00019628i,0.00025572+0.00029678i,0.00027103+0.00040689i,0.00015273+0.00039004i,0.00040753+0.0006149i,0.00076708+0.00058046i,0.0010038+0.00089977i,0.00064128+0.00086194i,0.00016541+0.00040473i,3.8643e-06-0.00029442i,0.00015468-0.0007284i
0.00094493+0.00083854i,0.00012344+0.001538i,-0.00049513+0.0010292i,-0.0012197-0.0003164i,-0.0017176-0.0003401i,-0.0017196-0.00018465i,-0.0010415-0.0010908i,-0.00060592-0.0017066i,-0.0006702-0.0011859i,-0.00063223-0.0010196i,-0.000987-0.00098802i,-0.0013878-0.00089302i,-0.00079707-0.00028406i,0.00028117+0.00023348i,0.00073043-0.00022861i,0.00091629-0.00060402i,0.0005008-0.00040216i,-0.00033764-0.00089947i,-0.00051893-0.0015827i,-0.00030957-0.00099093i,-4.289e-05-0.00017016i,0.00012477+0.00049431i,0.00045783+0.00073138i
0.002366+0.00065372i,0.0017666-0.00085666i,0.0009839-0.003234i,-3.0036e-05-0.0036103i,-0.0016289-0.0018143i,-0.0010019-0.00082412i,0.00041507-0.00016984i,0.0012404+0.00052965i,0.001003+0.00013272i,-5.9986e-05-0.00060139i,-0.00035021-0.00062974i,-0.00029576-0.0008378i,-0.0004988-0.00078526i,-0.00045106+9.6839e-05i,-0.00018597-0.00017626i,-6.1667e-05-0.00050302i,0.00014011-0.00075005i,-0.00011649-0.00079435i,0.00048208+0.00014749i,0.00056499+0.00051475i,-0.00055933-0.00048792i,-0.00091364-0.00092581i,-0.00028462-0.00034412i
-0.0010093-0.00095819i,0.00056832-0.0012993i,0.0021352-0.00083199i,0.0021077-0.0011789i,0.0011993-0.0014264i,0.00057136-0.0011933i,0.00034336-0.00029989i,0.00030404+0.00035641i,-9.8569e-08+0.000249i,-0.0004001+0.00028916i,-0.00054377-0.00035357i,-0.00068811-0.00050875i,-0.00039386-0.0005398i,0.00014117-0.00079423i,-0.00021403-0.00026173i,-0.00050097+0.00010904i,-0.00027317-0.0002159i,-0.00024037-0.00024902i,-0.00041838+0.00034143i,-0.0010403+0.0006614i,-0.00030085+0.00028635i,0.00036075+7.9618e-05i,8.1882e-05-4.6647e-05i
-0.00082552+0.00035723i,-0.00088726+0.0010306i,-0.00097626+0.00098623i,-0.00069543-0.00020705i,-0.00073554-0.0011554i,-0.001452-0.0012338i,-0.0012201-0.00064522i,-0.00074504-0.00017782i,-0.00082737-0.00017846i,-0.00068102-0.00052884i,-0.00026282-0.00040916i,0.00019555-2.6767e-05i,0.00026973-0.00012444i,-0.0002355-0.00055627i,-9.1766e-06-0.00032455i,0.00026945+0.00012548i,0.00071993+0.00023881i,0.00064721+4.854e-05i,-6.2938e-05-1.4921e-05i,-0.00023067-0.00027367i,-0.00032152-0.00043834i,-0.00036504+0.00032353i,-5.3048e-05+0.00071596i
