0.0023603+0.00020516i,0.0024871-0.0015475i,0.0016996-0.001781i,4.9086e-06-0.00092663i,-0.001197+0.00051876i,-0.0009441+0.0023581i,-0.00060862+0.0029217i,-0.00079698+0.0018891i,-2.9442e-05+0.0015069i,0.0012088+0.0010789i,0.00054595+0.00029708i,-0.00013136+7.7856e-05i,-0.00013438+0.00018836i,-0.00028682+0.0013167i,-6.6226e-06+0.0015417i,0.00034269+0.00046419i,0.00028055-0.00018658i,0.00063066-1.8989e-05i,0.00097349-5.3748e-05i,0.00074966+0.0001384i,0.00044123+0.00014507i,0.00013672+2.7659e-05i,3.8297e-05-6.3083e-05i
0.0006546-0.00038386i,0.00089905-0.00062904i,0.00051657-0.0010005i,-6.2675e-05-0.0008892i,-0.00039863-0.00044249i,-0.00019231-0.00038873i,-0.00017185-0.00034647i,-0.00038541+8.2186e-05i,-0.00012145+0.00016532i,0.00034725+0.00042181i,0.00052325+0.0011737i,-6.4757e-05+0.00089962i,-0.00071203-0.00010872i,-0.00076142-0.00028028i,-0.00041626-0.00025437i,-0.00036357+0.00025686i,-0.00069326+0.0012283i,-0.00072249+0.0013167i,-0.00092119+0.00085332i,-0.0005977+0.0010394i,-0.00027231+0.0015809i,-0.0010938+0.0014302i,-0.00057178+0.00064767i
0.00076719+0.0015183i,0.00087614+0.0013377i,0.00086099+5.4492e-05i,3.0314e-05-0.0013763i,-0.00040052-0.0015095i,0.00064574-0.00050968i,0.00097459-0.000314i,0.00018954-0.00037269i,0.00046376+2.5528e-05i,0.0010826-9.2495e-05i,0.0012086+3.7411e-05i,0.00061985+0.00014162i,8.8205e-05+0.00028016i,1.0216e-05+0.00050588i,0.00028972+0.00032062i,0.00054528+0.00081425i,0.00059522+0.00141i,0.00083401+0.0011346i,0.00068237+0.00011018i,0.00034032-0.00038004i,4.8149e-05-3.8621e-05i,0.0001061-0.00052246i,0.00063843-0.00064381i
-0.0004872-0.0016771i,-0.00034898-0.0011814i,-0.00023365-0.001443i,-0.00055095-0.0016701i,-0.00049318-0.00094459i,0.0004201-0.0014234i,0.00064821-0.0015892i,-0.00011333-0.00047926i,-4.6378e-05+0.0003304i,4.0231e-05+0.00035186i,-0.00023514+0.00041111i,8.9398e-05+0.00042258i,-0.00021585-0.00039294i,-0.000287-0.0007432i,0.0003515-0.00018469i,0.00020124+8.5511e-05i,0.00014231-0.00020944i,0.00036341+0.00013385i,0.00058016+0.00085053i,0.00041802+0.00062691i,-0.00028348-0.00011822i,-0.0008329-0.00049667i,-0.00059736-0.00012078i
0.0012533-0.00056959i,0.00054714-0.00094179i,0.00043169-0.0011047i,0.00033531-0.001036i,-0.00010866-0.00012955i,-0.00020087+0.00040853i,0.00034295+0.0001975i,0.00043097+0.0006566i,6.7199e-05+0.00071319i,-0.00010057-0.00014325i,-0.00059104-0.00052747i,-0.00054895-0.00098551i,-0.00015456-0.00094493i,-0.00022711-3.1593e-05i,-0.00035591-1.3639e-05i,-0.00040966-0.00088901i,-0.00018057-0.00036896i,-8.4059e-05+0.0011716i,-7.3923e-05+0.00094377i,-0.00036838+0.00021963i,-0.00042337-0.00026567i,-0.00034465-0.00031787i,-0.00017457+5.2908e-05i
0.00081447+0.0014051i,0.0012875+0.00034234i,0.0014106+0.00039097i,0.00082366-0.00053539i,0.00056152-0.0011074i,9.3637e-05-0.00016892i,7.417e-05+0.00083934i,0.00038137+0.00054064i,0.00018236-0.00042576i,0.00024185-0.0006158i,0.00033224-0.00021362i,7.7488e-06+0.00061173i,-0.00044309+0.00049278i,-0.00075795-0.00033345i,-0.0004173-0.00049111i,-0.00016448-0.0001238i,-5.2056e-05+0.00021107i,5.8353e-05-0.0003559i,-0.0002389-0.00059211i,-0.0008167-0.00010825i,0.0002801+0.0001641i,0.00094131-0.00026618i,0.00035609-0.00051256i
-0.00077612+0.00041761i,-0.00085554+0.00049239i,-0.00108-0.00030326i,-0.00097671+0.000616i,-0.00012752+0.0012677i,0.00043981+0.00013859i,0.00011726-0.00084185i,-0.00044967-0.00099457i,-0.00017591-0.0013166i,0.00068878-0.0012488i,0.00066937-0.00056409i,0.00057422-3.1949e-05i,0.00013996+0.00010347i,-0.00087917+0.00033645i,-0.00060267+0.00014259i,8.1231e-05-0.0002299i,-0.00063854-0.00024569i,-0.0013821+0.0001077i,-0.00042813+0.00077744i,0.0003702+0.00010687i,-0.00035134-0.00023211i,-0.0010178+0.0011229i,-0.00039592+0.0015368i
-0.001443+0.0015186i,-0.0010801+0.0013583i,-0.0012321+4.8244e-05i,-0.00061974-0.00041479i,0.00038063-0.00059062i,0.001158-0.0006837i,0.00021692+0.00024828i,-0.0011023+0.0011635i,-0.00010675+0.0014084i,0.00047867+0.0010136i,0.00012909-0.00016508i,0.00021599-0.00057228i,0.0001124-0.00083907i,0.00011357-0.0011346i,0.00024979-0.00013181i,1.2332e-06+0.00052587i,3.4524e-05+0.00028318i,0.00044553+0.00040877i,0.00020565+0.0007813i,3.5608e-05+0.0013394i,0.00022186+0.00091342i,0.00031599+0.00040063i,0.00016612+0.00053851i
-0.0020755-0.0020712i,-0.0031485-0.00098764i,-0.0027118-6.6768e-05i,-0.0014002+0.00054688i,0.00033965+0.0010887i,0.0014765+0.0009948i,0.0011799-0.00025522i,0.00035024-0.00089358i,-0.00017733+9.703e-05i,3.8458e-05+0.00066202i,0.00062996+0.00046083i,0.00019003+0.00064204i,-0.00040193+0.00069483i,0.00013787+0.00025137i,0.0012979+1.2158e-05i,0.0016906-0.00031167i,0.00081533-0.00010718i,-1.918e-05+0.00071903i,-0.00063117+0.00079651i,-0.0010708+0.00049282i,-0.00060598+0.0006787i,0.00018119+0.00062391i,0.00077214+0.00043502i
0.00026457-0.0020085i,0.00034365-0.002316i,0.00062414-0.0014725i,0.00029052-0.00055095i,-0.00015174+0.00044549i,0.00013319+0.00047757i,0.00050339+8.4017e-05i,0.00079162+0.00044998i,0.00055276+0.00065744i,0.00072221+0.00041655i,0.0013087+0.00064253i,0.00092741+0.0005824i,0.00091272-0.00015153i,0.00065282-0.00022378i,-0.00055628-0.00015748i,-0.00095922-0.00069567i,-0.00080105-0.0004822i,-0.00087393+6.3819e-06i,-0.0011117-0.00020556i,-0.00078259-0.00029719i,6.1934e-05-0.00016652i,-0.00034+0.00035349i,-0.00086544+0.00048537i
-0.0010221-0.00059508i,-0.00063992-0.00091699i,-0.00083186-0.00018734i,-0.00098404+0.00016529i,-0.00050005+0.00022171i,-0.00041493-9.1747e-06i,-0.00053455-0.00052679i,-0.00031018-0.00096933i,2.3133e-05-0.00038941i,0.00051519+0.00060736i,0.00076182+0.00045804i,0.00084133+6.4423e-05i,0.0011518+0.00042054i,0.0012351+0.00039217i,0.0007754-0.00027102i,0.00050884-2.8106e-05i,0.00016717+1.6974e-05i,-0.00056944-0.00060253i,-0.00029162-0.00019766i,0.00051234-1.0999e-05i,0.00035936+0.00053942i,0.00014784+0.001095i,9.4941e-05+0.00086258i
0.0034611+0.00071025i,0.003738+0.00068515i,0.0031843-0.0012794i,0.0015402-0.0018889i,0.00027635-0.00079698i,9.9679e-05+0.0010411i,0.00043517+0.001617i,0.0006372+0.00084613i,0.0013517+0.00055799i,0.0014375+0.00014889i,0.0012756+0.00033718i,0.00039611+0.00054566i,-0.00041738+0.00049957i,-0.00076237+0.00081508i,-0.0013391+0.001482i,-0.00097719+0.0012649i,4.8582e-05+0.0004988i,0.00048769+0.00012423i,0.00064864+0.00022457i,-0.00027991+4.5145e-05i,-0.0011864-0.00080675i,-0.00077663-0.00029903i,-0.00019158+6.0845e-05i
-0.001054+0.00022549i,-0.0031068+0.0019283i,-0.003007+0.0010584i,-0.0017669-0.00011603i,-0.0011871-0.00031926i,-0.0007933-7.5218e-05i,-0.00049837+0.00098107i,-3.9014e-05+0.001365i,-0.00039936+0.0008203i,-0.00037677+0.00098383i,0.00012536+0.00087967i,-0.00016704+0.00063729i,-0.00022804+0.00011958i,0.00065015-0.00019978i,0.0015776-9.9118e-06i,0.0013859+0.00060246i,0.00080606+0.00044155i,0.00083312-0.00013358i,0.0010866+0.00014818i,0.00028868-4.618e-05i,-0.00041073-0.00078589i,8.6355e-05-0.00022352i,0.00039785+0.00074161i
-0.0024386-0.001409i,-0.0018677-0.00092173i,-0.00056547+0.00039301i,-0.00051318+0.0013937i,-0.00030537+0.0018118i,0.00011329+0.0011959i,0.00021596+0.00028168i,0.00038394-0.00043637i,0.00029141-0.00039766i,-0.00014686+0.00046433i,-0.00037164+0.0014466i,5.8619e-05+0.0010162i,0.00024462+0.00043071i,0.00019767-4.2837e-05i,0.00062629-0.0010099i,0.00077213-0.00059618i,-3.1024e-05+9.8564e-05i,-0.00054065+0.00030891i,0.00027238+0.0002826i,0.00059802-5.6957e-05i,-0.00046838-0.00042737i,-0.00086788-0.00026098i,-0.00059968+0.00037344i
0.00069509-0.00044664i,1.8638e-05-0.0019517i,-2.3956e-05-0.002703i,-0.00020996-0.0021535i,-0.00035279-0.0010869i,-0.00072829-0.00074202i,-0.00070085-0.00046641i,-0.00035318+1.3624e-07i,0.00037717+2.3132e-05i,0.0011391-6.3873e-05i,0.00052589+0.00068288i,-0.00046803+0.00065795i,-0.00017859-0.00051065i,0.00050765-0.00085491i,0.00049348-0.00048795i,0.00036043-9.5848e-05i,-0.00016196+0.00028659i,-0.00062798+0.00038037i,-0.00081206+0.00073252i,-0.00041481+0.00072486i,-0.00031814+0.00020661i,-0.0006665+8.0152e-06i,-0.00045878-0.00024693i
0.00066639-0.00062454i,0.0017032-0.00091716i,0.0014442-0.0017497i,0.00020765-0.00084157i,-0.00018606-0.00014794i,0.00055154+0.00028065i,0.00070559+0.0008078i,2.6983e-05+0.00041184i,-0.00011869-0.00016018i,9.0093e-05-0.00040626i,-4.901e-05-0.00030637i,0.0002885+0.00022347i,0.00064726+0.00015701i,0.00038693-0.00062488i,0.00020658-0.00055723i,0.00040827-0.00014676i,0.0004579-0.0002253i,-0.00072887-0.0002661i,-0.0013415-0.00062608i,-0.0007035-0.00091939i,6.2095e-05-0.00075163i,-0.00010861+6.2405e-05i,-0.00016565+0.00073645i
-0.0015323+0.00032609i,-0.00090011+0.00099169i,-0.000904+0.0012724i,-0.00016843+0.0014326i,0.00025196+0.0015466i,0.00066256+0.00054611i,-0.00021195-0.00028814i,-0.001135-0.00032061i,-0.00068444+0.00092985i,-0.000178+0.0020348i,8.0676e-05+0.0015297i,5.0594e-05+0.00024911i,0.00034284-0.00097336i,0.00047949-0.001499i,0.00069356-0.0018801i,0.00040561-0.0012058i,-0.00073569+2.4273e-05i,-0.00093115+0.00018947i,-0.0010154-0.00047269i,-0.001398-0.00097587i,-0.00097683-0.00063805i,-0.00021964+0.00013729i,0.00034592+0.00045775i
-0.00015961+0.0017164i,-0.00015995+0.0015455i,-9.7344e-05+0.00090524i,-0.00017921-0.00072393i,-0.00010113-0.0014281i,-0.00064526-0.0011447i,-0.0008967-0.00068234i,-0.00050409-0.00038851i,-0.00031605+0.00020733i,0.00032513+0.00067923i,0.0011488-0.00010193i,0.00056214-0.00011435i,0.00042312+0.00033992i,0.0006933-0.00026463i,-0.00012061-0.00028243i,-0.00042572-0.00028542i,3.2864e-05-0.0011039i,-0.00059629-0.00082713i,-0.0017517-0.00027982i,-0.0016214-0.00054207i,-0.00016669-0.00018313i,4.5098e-05+0.00020809i,-0.00053563-9.1442e-05i
0.00011263-0.00054258i,-0.0010922-0.00071924i,-0.00096893-0.0014886i,-0.00042577-0.00083598i,-0.00058872+0.00032942i,9.551e-06+0.0015049i,0.0013789+0.0011387i,0.0007571-5.8729e-06i,-0.0011689-0.00042876i,-0.0015405-0.00062443i,-0.00091865-0.00060827i,0.00014209-0.00021028i,0.000758+1.7504e-05i,0.00072041+0.00058024i,0.00059661+0.0010372i,0.0001326+0.00071432i,-0.00050163+0.00032719i,-0.00066604+0.00016481i,-0.00042503+0.00031919i,0.00012116+0.00048575i,-7.8887e-05+0.00021015i,-1.6764e-05-4.4009e-05i,0.00042619+1.2202e-05i
0.00017956-0.0012331i,0.001526-0.00089903i,0.0018852-8.7571e-05i,0.0012031-0.00026519i,0.00055909-0.00023761i,0.00028959-1.3584e-05i,0.00036526-0.00048857i,0.0004425-0.0011924i,0.00022816-0.00083528i,-0.0001033-0.00068341i,0.00021124-9.536e-05i,0.00027705+0.00093689i,1.1647e-05+0.00011805i,0.00017219-0.0014069i,0.00052113-0.0012123i,7.0199e-05+0.00019415i,-0.00032069+0.0008274i,0.00011262+0.0011904i,0.00021841+0.001224i,6.9191e-05+0.00055681i,0.00013695+0.00027104i,-0.00048763+0.00010918i,-0.00058327+0.00046133i
0.0012351-0.0013932i,0.00023257-0.00083252i,0.00020199-0.00073938i,-0.00015998-0.0004984i,-0.0012749-0.00046987i,-0.0011979-0.00074i,-0.00028847-0.00089091i,0.00034278-0.00047922i,0.00063734+2.9974e-06i,0.00058008+0.00036231i,0.0006409+0.0009739i,0.00041832+0.00082172i,-0.00051357+0.00089323i,-0.00047988+0.0011669i,0.00023419+0.00074191i,0.00014206-9.5535e-05i,-0.00028406-0.00052465i,-0.0002616+2.3773e-05i,0.00012508+0.00023359i,0.00058624+0.00031462i,0.00062908+0.0001613i,0.00045881-2.5088e-05i,0.00071586-0.00015033i
0.0014212-0.00026385i,0.0005575-0.0011762i,0.00026335-0.001652i,-0.00021849-0.00033696i,-0.00080124+0.00095764i,3.1852e-05+0.00034059i,0.00069278-0.00022113i,0.00058038+0.00034433i,5.7387e-05+0.00043347i,-6.1722e-05-0.00013077i,0.0010437+7.4342e-05i,0.0010903+0.00066278i,0.0004473+0.00094514i,-7.619e-05+0.0010416i,-0.00019334+0.0005825i,0.00048969+0.00031773i,0.00035753+0.0010363i,-2.6325e-05+0.0010489i,-3.3779e-05+0.00011843i,9.8437e-05-0.00026284i,0.00011543-0.00086688i,0.00023789-0.0012052i,0.00041034-0.00036248i
1.5146e-05+0.0013646i,0.00011984+0.0020238i,-0.00077014+0.0024279i,-0.0008436+0.0012707i,0.00011041+0.00019892i,0.00048368+3.0673e-05i,0.00011171+0.00045007i,-3.7085e-05+0.00048988i,0.00074518+0.00045246i,0.00085722+0.00047034i,0.00069743+0.00057771i,0.00081048+0.0010382i,0.00094166+0.00037456i,0.0011271+2.4518e-05i,0.0011097-0.00062577i,0.00038192-0.0017915i,-0.00032641-0.001498i,-0.00056603-0.0005202i,-0.00063428-0.00022421i,0.00010563+0.00054653i,-0.00031184+0.0009104i,-0.0012227+0.00028936i,-0.0007563+0.00046916i
-0.0025359+8.2516e-05i,-0.0029548+0.0013261i,-0.0022421+0.0017759i,-0.001705+0.001835i,-0.0011811+0.00055005i,0.0005476-0.0011092i,0.0011087-0.00076178i,0.00012234+0.00016457i,-0.00065419+0.00038171i,-0.00022272+0.00023809i,0.00041002+0.00054764i,0.00058738+0.0012881i,0.00081928+0.00054589i,-9.8951e-05-0.00090583i,-0.00047685-0.0012875i,-0.00011313-0.00020493i,-0.00019675+0.00062271i,-0.00035644+0.0007576i,0.00017419+0.0003712i,0.00050887+8.9672e-05i,-0.00016409+0.00094126i,-0.00060548+0.0012545i,-0.00074747+0.00056941i
-0.00012471-0.00060458i,-0.00077836-0.0011065i,-0.0012198-0.0013546i,-0.00058183-0.0010777i,-0.00034445-0.00054577i,-0.000304+0.00055059i,0.00029081+0.0013011i,0.00077398+0.0016155i,0.00088106+0.0016784i,0.00019836+0.0015007i,-0.0001551+0.0010257i,0.00017485+3.8016e-08i,-0.00013356+7.2656e-07i,-0.00029697+0.00077135i,-0.00018383+0.001246i,-0.00033122+0.00063304i,-0.00020557+0.0003266i,0.00022443+0.0003012i,0.0002849-0.00027294i,6.8633e-05+5.6293e-05i,-0.00013595+0.00014997i,-0.00035567-0.00015704i,0.00042819+0.00040823i
0.0004565-0.0018554i,-0.00023389-0.0024388i,-0.000974-0.00037442i,-0.0014776+0.00092288i,-0.00094667+0.00054832i,0.00021936-0.00039868i,0.00057049-0.00084056i,0.0002811-0.00069259i,-0.00019753-0.00047333i,-0.0006781+0.0001917i,-0.00043763+0.00039557i,1.3307e-05-3.8088e-05i,-7.126e-05+0.00042163i,-0.00024293+0.001253i,-0.00012434+0.00060051i,-0.00040363+0.00010945i,-0.00078269+0.00052838i,-0.00064937+0.00088017i,-0.00012848+0.00083484i,0.00011682+0.00046262i,0.00043629+0.00038583i,0.00067928+0.00082233i,0.00093598+0.00070522i
-0.00098964-5.1854e-05i,0.00084295-0.00089872i,0.0017293-0.00043901i,0.0014918+0.00055371i,0.0010372+0.0010814i,0.0015692+0.00074201i,0.0015078+0.00048867i,5.0395e-05+0.00026509i,-0.00027826+0.00024466i,0.00046081+0.00057739i,-5.6525e-05+0.00052058i,-0.0005328-0.00051963i,-0.00023768-0.00087432i,-0.00025389-0.00064071i,0.00033279-0.00047929i,0.00055892-0.00017146i,0.00026328+0.00019072i,0.00016363+0.00015981i,0.00010804-5.1326e-05i,-0.00048411-0.00028916i,-0.0006434-0.00055511i,-0.00045525+0.00036419i,-0.00063513+0.00071431i
0.00033387+0.00093333i,0.00092485+0.0015233i,0.00091359+0.0020754i,-0.00032394+0.00094375i,-0.00077706-6.3329e-05i,-0.0001055+0.00010143i,0.00073003+0.00039394i,0.00038287+0.00046524i,-0.00014009+0.0013226i,0.00032243+0.0011547i,0.00027148+0.00032333i,-0.00035953-0.00013272i,-0.00064261+3.542e-05i,0.00016811+0.0003365i,0.00062995+0.00032288i,-0.0002355+0.00032471i,-0.00018714+0.00050129i,3.9009e-05+0.00062524i,0.00042748+0.00029026i,0.00043942-0.00068855i,-0.00018671-0.0012653i,-0.00037336-0.00076069i,0.00010461-0.00026347i
-0.0016834-0.00061222i,-0.0011257+0.0005994i,-0.00034449+0.00090743i,-0.0003405+0.0002554i,-0.00021708+0.00055361i,0.00020772+0.0012716i,-0.00016011+0.00092542i,-0.0012428+7.6696e-05i,-0.0014577-0.00042526i,-0.00011502+0.00037755i,0.00031194+0.00089228i,-9.3194e-05+0.00025401i,-0.0001856-0.00073891i,0.00092774-0.00089291i,0.0014822-0.00017565i,0.0004663+0.00014116i,1.389e-06+0.00026215i,0.00031127-0.00014007i,0.00016376-0.00083385i,-0.00032296-0.00065756i,-0.00070532-0.00011193i,-0.00021959+0.00011117i,0.00047649-0.00018937i
-0.0016198+0.0010496i,-0.0020641+0.00068687i,-0.0002838+0.0012568i,0.00094107+0.0011645i,0.0012022+0.00066174i,0.0012446+0.00015599i,0.00057522-0.00030076i,-1.1366e-05-3.9638e-05i,-0.0001711+0.00028975i,0.0001945-0.00024178i,0.0010101-0.001003i,0.0010029-0.00078897i,0.00045111-0.00054698i,0.00051569-0.00068755i,0.00023218-0.00078354i,3.5002e-05-0.00023571i,-0.00028003+0.00074756i,-0.0010822+0.0009683i,-0.0012736+0.0010825i,-0.00061693+0.00040779i,0.00022611-0.00025645i,0.00046552+0.00011881i,0.00013706+0.00052094i
-0.0016305+0.00081401i,-0.00054523-7.8594e-05i,0.00064544-0.00057864i,0.0002514-0.00032622i,-0.00017639-0.00067728i,4.8329e-06-0.0014658i,0.00038039-0.0013366i,0.00055843-0.00091273i,0.00090426-0.00056283i,0.0014884-0.00019316i,0.0020081+0.00034192i,0.0013509+0.0010425i,0.00054549+0.00046428i,0.00031184-0.00071163i,-0.00010736-0.00051161i,0.00024612+0.00019556i,0.00013305+0.00065695i,-0.00037541+0.00073395i,-0.00066558+0.00011646i,-0.000972-4.3515e-05i,-0.00095547+0.00046239i,-0.00091313+0.00053967i,-0.0013721+0.00075232i
-0.00016311-0.0016077i,-0.00084093-0.0020662i,-0.0015275-0.0013664i,-0.0018885-0.00056876i,-0.00050534+0.00010132i,0.001899+0.00091549i,0.0023924+0.00039875i,0.00096773+5.9258e-05i,1.5798e-05+0.00034246i,-0.00027934+0.00050807i,-0.00039094+0.0004187i,0.00010694+0.00018875i,0.00076855+0.00033971i,0.0013143+0.0002859i,0.00076078-0.00010688i,-0.00069699+7.039e-06i,-0.00072979+3.806e-05i,0.00018641-0.0003021i,0.00036379+0.00031084i,0.00036934+0.00051928i,0.00032632+0.00032301i,0.00011042-0.00014277i,0.00031314-0.00047969i
-0.0019508+0.0017637i,-0.0016207+0.0016951i,-0.00019793+0.0011554i,0.0012839+0.0012318i,0.0015043+0.00089742i,0.0017791+0.00073339i,0.0013176+0.0013501i,0.00027791+0.0011412i,0.00053971+0.00061717i,0.00093878+0.00042996i,0.0010767+0.0001083i,0.0010058+0.00022661i,0.00062283-0.00016095i,0.00072351-0.00078101i,0.00052306-0.00078821i,0.00011558-0.00084118i,-0.00042841-0.00061667i,-0.00031729-0.00071817i,4.0667e-05-0.0012791i,-7.3275e-05-0.00096577i,0.00048173-0.00010731i,0.00012184+0.00025696i,-0.00010023+0.00049377i
-0.0015212-0.0027671i,-0.0036494-0.0026827i,-0.0033562-0.002001i,-0.0019821+9.1132e-05i,-0.0015829+0.0010885i,-0.00033575+0.00042746i,0.00054188-5.7296e-05i,0.00024145-7.6357e-05i,0.00013972+2.6498e-05i,-0.00036761+0.0003562i,-0.00057322+0.00040967i,-0.00036811+9.2572e-05i,-0.0004453-0.00092642i,-2.536e-05-0.0010993i,0.00056844-0.00020681i,0.0011723+0.00091307i,0.00025806+0.00093988i,-0.000516+0.00061038i,7.6781e-05+0.00036061i,0.00029152+0.00024403i,-4.0845e-05+0.00016457i,5.4541e-05-0.00026474i,0.00015951-0.0007313i
-0.002412+0.00027135i,-0.0024025+0.00077356i,-0.002071+0.0022463i,-0.0013189+0.0021029i,-0.00041282+0.00084691i,-8.7072e-06+8.0164e-05i,-0.00042817-0.00030496i,-0.00049181+0.00043353i,-0.00015544+0.0013122i,0.00087324+0.001352i,0.0013041+0.00078739i,0.00085802+0.00017042i,-6.74e-05-0.00018805i,-0.00015849-0.00046986i,1.3371e-05-0.0010991i,2.2423e-05-0.00092484i,-0.00037263-0.00029562i,-0.00064432-0.00034213i,-0.00041416-0.00043483i,-0.00013124-0.00013892i,-0.00019331-0.00034062i,-0.00082247-0.00049561i,-0.00089795+0.00031552i
-0.0025788-0.0021511i,-0.0024826-0.0011755i,-0.0015869+0.0012795i,-2.5331e-05+0.0022362i,0.0017724+0.0019585i,0.0028834+0.0014539i,0.0020209+0.00024051i,0.0011501-0.00056256i,0.00082745-0.00014478i,0.00036858+0.00032101i,0.00067166+0.00011464i,0.00071964+2.4431e-05i,0.0014983-0.00077966i,0.002492-0.001836i,0.0019766-0.0017608i,0.00083216-0.00092834i,1.8269e-05-0.00015034i,-0.00021447+0.00011191i,-0.00017114+0.00017389i,7.8558e-05+0.00051492i,0.00047424+0.00035909i,0.00022617+0.00079075i,1.1393e-05+0.0010834i
-0.0058598+0.00041782i,-0.0061748+0.0034633i,-0.0054276+0.0072883i,-0.001908+0.0059587i,0.0013603+0.0036492i,0.0029946+0.0015154i,0.0016146-0.001166i,8.1484e-05-0.00075106i,-0.0008406+0.0011783i,-0.00028922+0.0024362i,0.0012623+0.0026631i,0.0022886+0.001005i,0.003174-0.0012247i,0.0036716-0.0020424i,0.0035062-0.0021566i,0.0022899-0.0016354i,0.0009566-0.000973i,0.00093952-0.00037069i,0.00091186-0.0005785i,-7.9122e-05-0.00037708i,-0.00059696+0.00010237i,-0.00038382+2.3241e-05i,0.00065738+0.00014268i
0.0045747+0.001687i,0.0057501-0.0014466i,0.0058679-0.0059542i,0.0017541-0.0066884i,-0.0017185-0.0045969i,-0.002778-0.001365i,-0.0012958+0.0009416i,0.00037133+0.0017427i,0.00013773+0.0014315i,-0.0011276-0.00021982i,-0.001856-0.00087902i,-0.001993-0.00034209i,-0.0022098+0.001137i,-0.003436+0.0028039i,-0.0035945+0.0025888i,-0.0024432+0.0010308i,-0.001181+0.00046426i,-0.00054622+0.00080824i,-0.00038889+0.0010191i,9.6157e-05+0.0012028i,0.00039218+0.00023586i,0.00043103-0.00074711i,0.000311-0.00093062i
0.0011859+0.00066694i,0.00038702+0.00091636i,0.00099306-0.00037015i,0.00043916-0.00098822i,-0.00049934-0.00073743i,-0.001095+6.0704e-05i,-0.00086229+0.0007071i,-0.00041627+0.00047827i,-0.00019402+1.633e-05i,-0.00033484-0.00068031i,-0.0005522-0.0009311i,-0.0001584-0.00041139i,0.00011732-9.3766e-05i,-0.00083507+0.00049077i,-0.0019444+0.00037962i,-0.0013646+1.0349e-05i,-0.00056861+0.00027194i,-4.9702e-06+8.3726e-05i,0.00099207-9.496e-05i,0.0012665+0.00021625i,0.00089805+0.0002803i,0.00010596-0.00031263i,-0.00021121-0.0012111i
-0.0001721-0.00013666i,0.0004265-0.0017207i,0.001537-0.0024694i,0.002217-0.0018225i,0.0014263-0.0015563i,0.0002116-0.0012839i,-0.00022235-0.00018676i,-0.00026602+0.00032985i,0.00048325+0.00054827i,0.0013338+0.00045308i,0.0010484+6.0511e-05i,0.0008596-0.00012071i,0.00029558-0.00052226i,-0.00040605-0.00085744i,-0.00081618-0.00031293i,-0.0010178+6.9573e-05i,-0.00056163-2.1665e-05i,0.00029892+0.00039788i,0.00061858+0.0007364i,0.0003888+0.00060763i,0.00055196+8.1928e-05i,0.0011046-0.00014107i,0.00097023+0.00040519i
-0.00011559-0.00098029i,-0.00055934-0.00071323i,-0.001045-0.00020087i,-0.0015674-0.00041032i,-0.0012637-0.00069887i,-0.00054441-0.00019012i,0.00012546-4.6554e-05i,0.00057474+3.3708e-06i,0.00054653+0.00015825i,2.68e-05+0.00021509i,-0.0006871+0.00049216i,-0.00058866+0.0010448i,-0.00039145+0.0011496i,-0.00055734+0.00096966i,-0.0004642+0.0010477i,-3.0076e-05+0.00076865i,-0.00030469+0.00023634i,-0.00071036-0.00016642i,8.5156e-05+0.00030213i,0.00012382+3.1781e-05i,-0.00017632-0.00050641i,-0.00020202-0.00017522i,-0.00039844-5.9235e-05i
0.0018844-0.0020803i,0.0023674-0.00271i,0.0021209-0.0046483i,-0.00012716-0.0030249i,-0.0019081-5.2621e-05i,-0.00079357+0.0011105i,0.0007548+0.00039477i,0.00073097-0.00062475i,0.00039794-0.00057281i,0.00032468+0.00011012i,-7.3181e-05+0.00085588i,-7.3661e-05+0.00079678i,0.00030669+0.00042752i,6.3344e-05+0.00068199i,-0.00043076+0.0011427i,-0.00065976+0.0010656i,-0.0010501+0.00050053i,-0.0004648-0.00014071i,0.00016785+0.00011672i,0.00053509+0.00033733i,0.0010525-0.00022125i,-0.00039387-4.0569e-05i,-0.0013286+0.00050911i
-0.0012242+0.0016611i,-0.00099826+0.0029864i,-0.00027237+0.0024392i,0.00025204+0.00095232i,0.00047668-0.00033914i,-0.00020356-0.00043368i,-0.00074093-0.00034234i,-0.00085685-0.00070358i,-0.0004565-0.00088095i,0.00019304-0.00023888i,5.0028e-05+0.00044964i,7.9658e-05+0.00071393i,0.00047876+0.00087639i,0.00025884+0.0007233i,-0.00030594+0.00025524i,-0.00027902+0.00012293i,-5.7752e-05-0.00017114i,-0.00056979-0.00049219i,-0.00046023-0.00067155i,-0.00069336-0.00056928i,-0.00079591-0.00030512i,-0.00063326-5.0553e-05i,-0.00064301-0.00019159i
0.00057668-0.00046759i,1.8276e-05-0.001328i,0.00029017-0.0023092i,0.00011549-0.0027808i,-6.2578e-05-0.0017688i,8.8006e-05+6.3285e-05i,9.3164e-05+0.00086398i,-0.00078862+0.00021351i,-0.00067061-0.00015981i,-0.00029827+0.00016688i,-0.00036318+0.00042668i,-0.00043562+0.00012692i,-0.00037304-0.00011023i,-0.00041711+0.00022238i,-5.3292e-05+3.6618e-05i,0.00024385-0.00076073i,-0.0008195-0.00089427i,-0.00070518-0.00057744i,0.00042178+0.00025463i,0.00041593+0.0010307i,0.00028657+0.00080265i,-8.2577e-05-3.9022e-05i,-0.00049977+0.00061428i
