-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
0.00094085-0.00080163i,0.00091775-0.0014883i,0.00033913-0.0023166i,-0.00051179-0.0016791i,-0.00094409-0.00088015i,-0.00059398-6.6456e-05i,0.00018933+0.00019885i,0.00032379-0.00052837i,5.3266e-05-0.00068292i,-0.0002103-0.00069218i,-4.1089e-05-0.00080657i,0.00060254-0.00064936i,0.0011667-0.00097016i,0.00091896-0.0010661i,5.4367e-06-0.00049577i,-0.00068749-0.00036282i,-0.00031777-0.00040877i,0.00039175-0.0005097i,0.00046893-0.00052702i,0.00011327+0.00014992i,0.00080059+0.00048431i,0.00060549+0.00038361i,-0.00029108+0.00055539i
-0.0010158+2.7626e-06i,-7.8826e-05+6.2477e-05i,0.00019581+0.00098136i,0.00054543+0.0022914i,0.0012003+0.0025031i,0.00090899+0.001591i,0.001125+0.00038008i,0.0008034-2.8482e-05i,-3.2766e-05+0.00013667i,-0.00046732-0.00024177i,-0.00049756-0.0011913i,-8.6163e-05-0.00089154i,0.00032913-0.00038449i,0.00091645-0.00031557i,0.00042681+0.00014977i,-0.0003145+0.00031123i,-7.2392e-05+0.00052233i,-8.2763e-05+0.0013017i,0.00011982+0.0016848i,0.00028964+0.00096073i,0.00051011-0.0003177i,0.0010845-0.00081882i,0.0013369-0.00053176i
-0.00032561-0.0015448i,-0.0019794-0.00082704i,-0.0031706-0.0014205i,-0.001929-0.0013486i,-0.0003166+0.00053151i,0.00098614+0.001163i,0.0019684+5.2259e-06i,0.0015914-0.00055557i,0.0003467-0.00074077i,-0.00042812-7.9487e-05i,0.00010638+0.001042i,0.00087576+0.0017079i,0.00069339+0.0010952i,0.0003658+0.00018662i,0.0003118+0.00056771i,-0.00013235+0.00040175i,7.8021e-05-0.00031292i,9.717e-05-0.00046233i,-0.00033276-0.00014273i,2.8143e-05+8.175e-05i,0.00058498-0.00010179i,0.00019898+2.8881e-05i,1.274e-05-0.00011311i
-0.00026588-0.00059569i,-0.00062318-0.00082713i,-0.0001477-0.0016736i,0.001119-0.0015682i,0.0014539-0.0006932i,0.0012233-0.00037065i,0.0019377-0.00061442i,0.0012172-0.00075607i,0.00057788-2.3711e-05i,0.00045027-0.0002866i,-0.00011311-0.00093791i,-0.00027703-0.00071331i,0.00016535-0.00021792i,0.0002379-3.2604e-05i,-0.00045799-3.0603e-05i,-0.00039356+0.00031963i,-0.00015979+0.00038402i,-0.0003945+0.00033611i,-0.00041358+0.00079143i,-0.00035667+0.00074873i,-6.3972e-06+5.6202e-05i,0.00031845+1.9961e-05i,0.00087171+0.00020632i
0.0012309+0.00040054i,0.001069+0.00036983i,0.00081197+0.00018331i,0.00018089-0.00037265i,5.7977e-05-0.0013097i,0.00055005-0.0018952i,0.00055463-0.0012054i,0.00022979-0.00019826i,0.00028795-0.00010824i,0.00041963-0.00013808i,0.00021584+8.7124e-05i,0.0003541-0.00041792i,0.00026435-0.00051667i,0.00010415-0.00035346i,0.00046165-0.00041802i,-0.00030566-0.00029926i,-0.00037253-0.00036296i,0.00031661-0.00039407i,0.00027042-0.00019755i,0.00036847-0.00022328i,0.00015194+0.00053002i,-0.00022688+0.00067047i,8.1082e-05-0.00024235i
-0.00054611+0.00084395i,-0.00049613+0.0017008i,0.00039465+0.0019749i,0.0014923+0.00065024i,0.0016279+0.00036671i,0.0010497+0.0012406i,0.0002676+0.00041854i,3.631e-05-0.00072647i,0.00028516-0.00095238i,0.00016152-0.00062856i,0.00014973-0.00040743i,0.00048607-0.00030048i,0.00058466-0.00012932i,0.00046477-0.00029793i,-0.00016196+0.00020804i,-0.00043371+0.0010087i,-0.00039379+0.0010652i,-0.0010188+0.00098982i,-0.0009597-0.00011537i,3.5723e-05-0.00066896i,-3.9012e-05+0.00062274i,-9.0074e-05+0.0011732i,4.6371e-05+0.00071208i
0.0010806-0.0022398i,-0.00068377-0.0026148i,-0.00090217-0.0025783i,-0.00064622-0.0019448i,-0.00099767-0.0013378i,-0.0015978-0.00069923i,-0.0013356-0.00055485i,0.00045038-0.00035302i,0.0014268-0.00022702i,0.0012174-0.00041296i,0.00061751-4.5211e-05i,0.00025816+0.0003833i,0.00048586-0.00025335i,0.00070245+0.00012688i,0.00021876+0.00073941i,-0.0001733+0.0011976i,-0.00033816+0.0017385i,0.00011309+0.0011452i,0.00024243+0.00043928i,-2.0635e-05+0.00067734i,-0.00011063+0.0014811i,2.5945e-05+0.0012826i,0.0010221-0.00024754i
-0.0015923-0.00031743i,-0.00038853+0.0011653i,0.0006889+0.0017961i,-2.8791e-05+0.0019738i,0.00016858+0.0022439i,0.0014465+0.0018812i,0.0018009+0.0010508i,0.0013963+0.00031452i,0.00065979+0.00011372i,0.00032209+2.7944e-05i,0.00060894-0.00014364i,0.00087485-0.0005018i,0.00072282-0.00067275i,-0.0004988-0.00079785i,-0.0013724-0.00074415i,-0.00089266+0.00024752i,-0.0006929-0.00010877i,-7.8313e-05-0.000494i,0.00051417+0.00012351i,0.0010194+0.00024389i,0.0010996+0.00079793i,0.00022062+0.0011871i,-8.4881e-05+0.0011115i
-0.00024433-0.00021847i,-0.00015535-0.00055146i,0.00034239-0.00089103i,0.0008453-0.00037791i,0.00012041-0.00063199i,0.000443-0.0010966i,0.0016859-0.0010036i,0.0011766-0.00088906i,0.00026904-0.0012056i,7.6526e-05-0.00093585i,-0.00013307-0.00031673i,5.1706e-05-0.00048384i,0.00063694-0.0016314i,0.00020732-0.0019132i,-0.00026496-0.00034529i,-0.00035148+0.00044595i,-0.00047532+0.00040869i,-0.00048274+0.00070814i,-0.00082008+0.00096587i,-0.0011038+0.0013123i,-0.00054538+0.00091066i,0.00045505+0.00023443i,0.00083149+0.00040343i
0.0012601+0.00039334i,0.001794-0.00044844i,0.0015288-0.0012272i,-0.00036171-0.00076864i,-0.00083879+0.00052628i,-0.00036147+0.00097871i,-0.00014437-3.2424e-05i,0.0011687-0.00073186i,0.0013084-0.00046292i,0.00055353-0.00084339i,0.0011411-0.001356i,0.00099438-0.0010347i,0.00035488-0.00056198i,0.00025018+0.00055012i,5.5688e-05+0.0011281i,-0.00050871-7.2603e-05i,-0.00055871-0.0012786i,9.1379e-05-0.00055925i,0.0006957+0.00044143i,0.0002894+0.00048738i,-0.0005995+1.5907e-05i,-0.00061995+7.7421e-05i,-0.00038453+0.001177i
0.0014956+0.0024954i,0.00070304+0.00099984i,0.0003748+0.00024445i,0.00013916-0.0009415i,3.3458e-06-0.0018159i,0.00089508-0.0013709i,0.0014148-0.00041391i,0.00085902+0.00055943i,0.00018686+0.00070033i,-5.8744e-05+0.00024237i,-0.00023496+0.00013798i,-0.00054561+0.00011857i,-0.00081634-3.9495e-05i,-0.00066833-0.00034955i,-0.00013339-0.00023398i,0.00037396+0.00041124i,0.00054996+0.00042205i,3.3386e-05-0.00037859i,-0.00041415-0.00021002i,-0.00030898+0.00017053i,-0.00040067+0.00032327i,-0.00039081-0.00013478i,-0.00015418-0.00013046i
-0.00026995-0.00024794i,-0.00045608+0.00071866i,0.00013659+0.0011114i,0.00030021+0.00090041i,0.00011201+0.00026898i,0.00035196-0.00030613i,0.00060962-0.0005906i,0.00020168-0.00022177i,-1.0474e-05+8.1292e-05i,-0.00016759-2.3977e-05i,-0.00048112-0.00035707i,-0.00013903-0.0011747i,0.00027014-0.0010768i,4.979e-05-0.00040722i,-0.00018265-0.00014572i,0.00020327+0.00060658i,0.00022823+0.0010843i,-0.00025364+0.00079164i,7.8616e-06+0.0010011i,5.9199e-05+0.0014442i,-1.8785e-05+0.0011238i,0.00038589+0.00064473i,0.00053863-0.00023451i
-0.00099364-0.0033588i,-0.0021536-0.0033096i,-0.0024569-0.0024018i,-0.0011923-0.0011309i,-0.0007777-6.6796e-05i,-0.00029518+0.00050336i,0.00040768+0.0007397i,0.0003899+0.00050391i,0.00037097-0.0003408i,-7.664e-05-0.00099565i,-0.00043704-0.0010925i,4.1764e-05-0.0010147i,0.00071196-0.00097342i,0.0010141-0.00028005i,0.00033268+0.00061104i,-0.00017212+0.00034057i,0.00020846-7.941e-05i,0.00048705+0.00040907i,0.00036706+0.00099241i,0.00026235+0.00080667i,0.00039206+0.00050244i,0.00049711-0.00017651i,-0.00017425-0.00047407i
-0.0030388+0.00047899i,-0.0031192+0.0032186i,-0.00265+0.0052834i,-0.0015728+0.004584i,0.00025632+0.0026904i,0.0016321+0.00074029i,0.0012481-0.00092767i,0.0002585-0.0016166i,0.00018458-0.00096677i,-0.00037453-0.00092102i,-0.00022803-0.0013063i,0.00064665-0.00095926i,0.00089926-0.00065314i,0.00043862-0.00097086i,0.00068226-0.00054401i,0.00069498-7.1178e-05i,-0.00029012-5.0052e-05i,-8.7202e-05+0.00015186i,0.00046535+0.00051595i,0.00063339-0.00031604i,0.00085001-0.0011139i,0.00029799-0.00043166i,0.00016707-6.5693e-05i
-0.00025585+0.00060071i,-0.00074489-4.3775e-05i,-0.00091252-0.0020936i,-0.0008595-0.0011511i,-0.00028976+0.00041525i,0.00069784-0.00019198i,0.0011183-0.00064767i,0.00055632-0.00066024i,0.00065103-0.00046887i,0.00039426+7.9293e-05i,-0.00044503+0.00019782i,7.3128e-05+0.00013362i,0.00099198-1.2698e-05i,0.00086196-0.00050377i,0.00046641-0.00080626i,0.00040113-0.00050529i,0.00037792+0.00021593i,-0.00028538-7.1139e-05i,-0.00057723-0.00065392i,0.00021069-0.00013806i,0.00058865+0.00053561i,0.00018345+0.00060741i,-8.5651e-05+0.00019748i
-0.00014156+0.00030594i,-0.00078335+2.904e-05i,-0.00035086+0.0010947i,0.0003326+0.00096582i,0.00036508-0.00035452i,0.00076239-0.0006707i,0.0012422+5.9147e-05i,0.00090803+0.00034026i,0.00019659-0.00033831i,-0.00037859-0.00095738i,-3.1064e-05-0.00071263i,4.2507e-06-0.00011126i,-0.0005193-0.00022388i,-0.00098376-0.00010396i,-0.00048163+0.00023324i,0.00073517-8.0327e-05i,0.0011354-0.0010834i,0.00061828-0.00050685i,-0.00030118+0.00086369i,-0.00080038+0.0012652i,-5.3044e-05+0.0010844i,0.00039004+0.00040192i,0.0004945+0.00034909i
0.00095887+0.00034928i,0.00081658-0.00031762i,0.00089539-0.00028533i,0.00077281-8.3373e-05i,0.00059718-0.00020368i,0.00053771-0.00053256i,0.00070348-0.00086944i,0.0011038-0.00089963i,0.0010301-0.00125i,0.00062839-0.0014534i,0.00021893-0.0014982i,3.4513e-05-0.0013668i,-0.00020128-0.00059126i,-0.00024494+0.00013963i,-0.00032134+0.00065749i,-0.00011003+0.00071953i,-0.00031728+0.00030188i,-0.00044148+9.0599e-06i,3.9865e-05+2.5001e-05i,0.0005501-7.3073e-05i,0.00081063-0.0001304i,0.00055456+0.00026551i,-2.5634e-05+0.00052624i
0.00095212-0.0028281i,-0.0011594-0.0027937i,-0.0023431-0.0034778i,-0.0025466-0.0027876i,-0.002477-0.0014289i,-0.001566-0.00036955i,-0.00029639-0.00013095i,0.00067372-0.00010822i,0.0009442+0.00010807i,0.00080715-5.5993e-05i,0.00048455+0.00015204i,0.0003824-0.00030185i,0.00079621-0.00087918i,0.00081813-0.00081618i,0.00045318-0.00057701i,0.00036639+0.00020916i,6.3222e-05+0.00029122i,-0.00012898-0.00034476i,-0.00071101-0.00041753i,-0.00058149+0.00063589i,0.00044533+0.0012824i,0.00080518+0.0007014i,0.0012106+0.00033343i
0.0013983-0.00025424i,0.00167-0.0014343i,0.0016272-0.0011399i,0.00054324+2.876e-05i,-0.00034031-0.00030789i,-0.0001121-0.0006027i,0.00072863-0.00044838i,0.0016185-0.00068505i,0.0010564-0.0007318i,0.00028946-0.00073319i,0.00045586-0.00030812i,0.00052909+6.5381e-05i,0.00051551-9.4347e-08i,0.00061342-0.00019879i,0.00028376-0.00037121i,0.00058151-4.1378e-05i,0.00039517+0.0003183i,-0.00035423+0.00025425i,-0.00038269+0.00059477i,0.00017069+0.0011438i,0.00068037+0.0016035i,0.00026765+0.001316i,-0.00012751+0.00021697i
0.0015042-0.00041086i,0.00021718-0.00052695i,0.00042218-0.0016285i,-1.2031e-06-0.0026117i,-0.00062091-0.0015451i,-0.00017005+0.00052869i,-0.00016793+0.00037223i,0.00074913-0.0009319i,0.0016891-0.0006782i,0.00014339+5.8797e-05i,-0.00037353-0.00031135i,-6.2472e-05-0.00087743i,4.8932e-05-0.00038175i,0.0010693+5.556e-05i,0.0013976-0.00038675i,0.00049093-0.00011603i,-0.00018618+0.00047402i,-6.5592e-05+0.00048277i,-3.3702e-05-0.00031877i,0.00032465-0.00077603i,6.0292e-05-0.00022087i,-0.00012861+0.00046021i,4.2182e-05+4.1904e-05i
-0.0017976-0.00012632i,-0.0016468-0.00012983i,-0.00076703+0.00035593i,0.00087533+0.0010275i,0.0011302+0.0010784i,0.0010721+0.00024223i,0.0010781+0.00014229i,0.00101-7.6223e-07i,0.00066497-3.3326e-05i,0.00098232+8.4329e-05i,0.0011126-0.00067946i,0.00031931-0.00076018i,-0.0012236+7.9069e-05i,-0.0015143-0.00032469i,-0.0013897-0.00067286i,-0.00078147+0.00017235i,0.00015335+0.0011512i,0.0003978+0.0010434i,1.5625e-05+0.00025496i,-0.0002789+0.00015119i,7.3126e-05+0.00039879i,0.00040636+0.00035246i,5.2156e-05+0.00044536i
0.0012287+0.00033904i,0.00067447+0.00082579i,-2.0136e-06+0.0007719i,0.00026479+5.7652e-05i,0.00059931-6.9783e-05i,0.0016706-1.7772e-05i,0.002065-7.3532e-05i,0.0014071-0.00024201i,0.00069478+2.3252e-05i,0.0010251-0.00043692i,0.00093759-0.00061113i,0.00015279-0.0003934i,0.0005655-0.0007139i,0.00080763-0.00070817i,0.00055827-0.00040396i,0.00092886-0.00064889i,0.001011-0.00025003i,-0.00012301-0.00025949i,-0.00064855-0.0009727i,-0.00092682-0.0010856i,-0.0003932-0.00065829i,0.00084359-0.00050676i,0.00073114-0.00040285i
-0.00032883+0.0014403i,-0.000415+0.00038813i,0.00064705+0.00039568i,0.0014825+0.00069323i,0.001275+0.00041835i,0.00066712-0.00060296i,0.0010081-0.00057449i,0.0013398+0.00048649i,0.00080669+0.00075062i,-0.00042928+6.4189e-05i,-0.00081392-0.00073579i,-0.00052974-0.0012804i,-0.00023023-0.00078942i,0.00022011+0.00037858i,2.1065e-05+0.00047855i,-0.00059926-0.00045111i,-0.00081063-0.00035966i,-0.000887+7.1638e-05i,-0.00079845+0.00029893i,3.3376e-05+0.0002504i,0.00064572-0.00057549i,0.00016604-0.00053077i,-5.6206e-05-7.6681e-05i
-0.0020104-0.003011i,-0.0028292-0.0021968i,-0.0032361-0.0011268i,-0.0028048+0.00028505i,-0.001747+0.000726i,0.00040989+0.00063384i,0.00091267+0.00066631i,-5.4013e-05+0.00011453i,-0.00062722+0.00019231i,-0.00047035+0.00034446i,-0.00035568+0.00011932i,0.00038285+0.00036195i,0.0014294+0.00040485i,0.0011026-0.0002026i,0.00022703-0.00047202i,-1.1194e-05-0.00010554i,0.00035136+0.00026796i,0.00044633+0.00061872i,0.00010662+0.0004085i,2.7467e-06+0.00024973i,0.00018616+0.00061136i,0.00086501+0.00069108i,0.0011668+0.00020645i
-0.00061128+0.00026753i,-0.0007006+0.0021881i,-0.00035536+0.0024018i,-0.00011372+0.0012772i,-0.00036932+0.0010577i,3.0811e-05+0.00063478i,0.0014225-0.00040756i,0.001865-0.00088091i,0.0017517-0.00021261i,0.0011848+0.00096707i,0.00060927+0.00061394i,0.0005805-9.5149e-05i,2.9242e-05+6.6433e-05i,-0.00057067+8.7622e-05i,-0.00035186-7.6105e-05i,-8.4034e-05+0.0001926i,0.00018075+0.00078572i,-8.1403e-05+0.0012241i,-0.00062022+0.00078635i,-0.00035378+0.00021958i,-0.0003653+0.00024197i,-0.00031637+0.00033793i,-0.00064963+0.0002473i
0.0012969-0.0012241i,0.0017743-0.0010526i,0.00070529-0.00066775i,0.00056065-0.00064464i,0.0012068-0.0006933i,0.0017797-0.00052759i,0.0019667-0.00043658i,0.0015114-0.001168i,0.00096646-0.001755i,0.00077382-0.0012623i,0.001376-0.00016335i,0.0013157+0.0005335i,0.00048532+0.00028538i,0.00015841-0.00027026i,0.00013338-0.00040315i,-0.00020695+0.00030423i,-0.0006127+0.00093329i,-0.00079383+0.00071603i,-0.00075538+0.00079693i,-0.00023216+0.00081007i,-0.00014234+0.00046877i,-1.1057e-06+0.00019472i,6.3715e-05+0.00026365i
-0.0014696-0.00074529i,-0.0012536-0.00047078i,-0.00015602-0.00024599i,5.2611e-05+0.00046636i,-0.00049076+0.0010629i,0.00083619+0.00077378i,0.0017618+0.00029818i,0.00060628-0.00065736i,-3.3281e-05-0.0012121i,-7.9915e-05-0.00093152i,0.00020343-0.00095515i,0.00041147-0.00094362i,0.00036087-0.00066139i,0.00057235-0.00088476i,0.00084637-0.00095258i,0.00072611-0.00062053i,0.00051156-0.00033877i,-0.00016198+0.0006124i,-0.0010484+0.00036711i,-0.00046335-0.00035948i,0.00070687-0.0002994i,0.00093874-0.00044954i,0.00068491-0.0001326i
0.00054714+0.0015003i,0.00052992+0.0010212i,3.7738e-06+0.00072032i,3.1241e-06+6.5545e-05i,0.00028897-0.00056676i,0.0002046-0.00053866i,0.00083632-4.3266e-05i,0.00080409+0.00046009i,-0.00017269+0.00056455i,-0.00041071+0.00020232i,1.838e-05-0.00030303i,0.00055627-0.00034294i,-0.0001647+0.00029066i,-0.00058526+0.00084673i,0.00021264+0.0013242i,0.00047641+0.0016903i,0.00015339+0.001225i,-0.00045574+0.00057259i,-0.0005609+0.00051091i,-0.00028927+0.00072268i,-0.00019559+0.00087423i,-0.00017186-8.705e-06i,-1.2158e-05+4.5318e-05i
-0.0012221+0.00040322i,-0.0011988+0.00036022i,-0.0010052+0.00057714i,0.00029224-0.00025255i,0.0020021-0.00024067i,0.0018602-0.00031861i,0.001181-0.0006926i,0.0010002+0.00029121i,0.0002876+0.0011192i,0.00079756+0.00078242i,0.0010513+0.00019536i,0.00082039-0.00047858i,0.00034288-0.00024317i,-0.0005039+0.00053321i,-0.00027699+0.00061253i,5.2471e-05+0.00092144i,0.00024797+0.0010595i,-0.00061968+0.00021446i,-0.0007988+0.00055691i,-0.00065467+0.0015745i,-0.00069253+0.00080889i,-0.00012957+6.5114e-05i,0.00038804+0.00035835i
0.00083933+0.00096297i,0.0010448+0.000432i,0.0014722+0.00017819i,0.00094046+0.00093601i,-0.00018064+0.0005955i,-0.00043705-0.00027689i,0.00069086-0.00094833i,0.0016054-0.00098971i,0.00090678-0.00071597i,-0.00040739-0.00034914i,-0.00093996-0.00050663i,-0.00040149+7.2704e-05i,-0.0006152+0.00094837i,-0.0013526+0.00090244i,-0.00070962+0.00060132i,0.0001396+0.0004373i,6.2579e-05+0.00047543i,-0.00064918-0.00028736i,-0.0014741-0.00054951i,-0.0011799+7.3911e-05i,0.00054188+0.00058454i,0.001214+0.00041776i,-6.7675e-06-0.00014872i
0.0011156-0.0018676i,0.0016825-0.002418i,0.000874-0.0022328i,-5.8495e-06-0.0013027i,0.00047258-0.00062959i,0.00054485-7.7222e-05i,0.00052716+0.00014673i,0.00089941-0.0005676i,0.00080532-3.351e-05i,0.00048094+0.00075457i,0.00037649+9.5435e-05i,-0.00021972+4.0306e-05i,-0.00014326-0.00018231i,0.00016721-0.00036522i,-0.00028645+8.4965e-05i,-0.00033598+5.5895e-05i,8.0658e-05+0.00033739i,0.00014887+0.00040197i,0.00023505-0.00032106i,-0.00011777-0.00014636i,-0.00026942+0.00077397i,-0.00036108+0.00047867i,-0.00033909-0.0007789i
0.001182+0.00047376i,0.00075014-7.2396e-05i,0.0017454+0.00037283i,0.0019131-0.00033914i,0.00085039-0.0018462i,0.00081435-0.0013769i,0.00081953-0.00025165i,0.00053726+7.2299e-05i,-3.8234e-05+0.00017452i,-0.00024415+0.00033373i,-0.00045779-0.00047166i,-0.00018671-0.00073572i,3.0207e-05-0.00023219i,-0.00034979-3.488e-06i,-0.00052177+0.00020438i,-0.00028796+0.00035471i,-0.00016222+0.00027878i,-0.0010203+0.00026778i,-0.0012851+0.00053797i,-0.001562-9.9185e-07i,-0.0014853-3.8584e-05i,-0.0005202+0.00046553i,8.7108e-05+6.2254e-05i
-0.0014117-0.0016987i,-0.0021844-0.00082568i,-0.0018879+0.00039132i,-0.0012504+0.0003659i,-0.00021893+0.0010986i,0.0010424+0.0020042i,0.0025549+0.00096262i,0.0014262-0.00051918i,-0.00043939-0.0012522i,7.2296e-05-0.0013042i,0.00087339-0.00090647i,0.00092922-0.00014794i,0.0011335+0.00029616i,0.0014135-0.00023766i,0.0006795-0.00040146i,-0.00022371+0.00020678i,-0.00053299+0.00060456i,-0.00055288+0.0011652i,-0.00012558+0.00077485i,0.00035374-2.3429e-05i,0.00032404+0.00010515i,0.00046125+0.00047615i,0.00028155+0.00052613i
-0.00074038-0.0017031i,-0.0015058-0.0012616i,-0.0015557-0.0011968i,-0.00096982-5.7394e-05i,-0.00089133+0.00055295i,-0.00011079+0.00018803i,0.00077373+4.7589e-06i,0.00054693-2.0132e-05i,7.6435e-05-0.00043291i,0.00026793-0.00084649i,-0.00014017-0.0003114i,-0.00047279+0.00017281i,-9.5833e-05+0.00031223i,0.00029946+0.00059737i,0.00045949+0.00091522i,2.4889e-06+0.0012101i,0.00015777+0.00080493i,0.00088254-9.7167e-05i,0.00085372-0.0008649i,0.0010756-0.0002144i,0.00072548+0.00075202i,-0.00048382+0.00053754i,-0.00075776-3.4524e-05i
0.00021377+6.6298e-05i,0.00137+0.00052042i,0.0020258+0.00046584i,0.00088036-9.542e-05i,0.00040474-0.00074271i,0.00060288-0.00084367i,0.00083924-0.00077622i,0.00076735-0.00054667i,-4.0242e-05-0.00048502i,-0.0005612-0.0005045i,-5.246e-05-0.00051222i,0.00021019-0.00070079i,0.00030546-0.00083331i,0.00027603+0.0002417i,0.00023016+0.00060125i,-9.8377e-05-0.00022707i,-0.00023222-0.00055601i,-0.00051377-0.00047177i,-0.001103-0.00050063i,-0.00090755-0.00048404i,-0.00038689-0.00016274i,-0.00018876+4.9522e-05i,0.0001427-0.00013147i
-0.0012043+0.0014436i,-0.00028492+0.0014152i,-0.00013619+0.0012562i,0.000213+0.0012364i,0.0018021+0.00074946i,0.0027114+1.897e-05i,0.0017609-0.00051116i,0.00097129-0.001369i,0.00038098-0.0012906i,-0.00025375-0.00062054i,0.00017835-0.00055744i,0.0005597-0.00051552i,-0.00016327-0.00025161i,-0.00046144-0.00077484i,-0.00030992-0.0014481i,-0.00043715-0.0008336i,-0.00029339-7.9492e-05i,0.00022088-0.0011284i,-0.00011255-0.0015947i,-0.00016308-0.00045786i,0.00090404+9.2988e-05i,0.0011466-0.0005006i,0.00034618-0.00056188i
0.00029165+0.0025264i,0.00050583+0.0023436i,0.0018657+0.0022726i,0.0028473+0.0019398i,0.0027232+0.00014099i,0.0017921-0.0018198i,0.001782-0.0019592i,0.0016775-0.0015964i,0.0013814-0.00067668i,0.0011708+0.00012155i,0.00082922+0.00015217i,0.00035214+9.041e-06i,-0.00063823-0.00030652i,-0.00099452-0.0003062i,-0.00031619+0.00051498i,8.0119e-05+0.00090496i,0.00032976+0.00070499i,0.00074517+0.00037745i,0.0011767-0.00011004i,0.00084762-0.00013807i,0.0002951-0.00026867i,0.00054309+0.00025052i,0.00066365+0.00074662i
-0.00067771-0.0016379i,-0.0006429-0.0028702i,-0.00064886-0.0023787i,-0.0010686-0.0017621i,-0.00019179-0.001555i,0.0012246-0.00098434i,0.0016321-0.00096247i,0.0019783-0.00074695i,0.0015107-0.00045725i,0.00056077-0.00072983i,0.00039471-0.00070071i,0.00068059-9.5085e-05i,0.00060858+0.00063145i,-5.2885e-05-0.00028319i,-0.00058369-0.00027082i,-0.00091059+0.00045634i,-0.00090236+0.00010974i,-0.0001957+0.00029377i,-0.00051742+0.00031701i,-0.001155+3.0906e-05i,-0.00058472+3.0931e-05i,0.0003044+0.00017368i,0.0002433+0.00026672i
-0.0012336-0.00074158i,-6.9398e-05+1.7469e-06i,-0.00052982+0.00038053i,-0.0010019+0.00056702i,-0.00047298+0.0014276i,0.0003861+0.0017633i,0.00088313+0.00085163i,0.00061845-0.00042994i,-0.00019931-0.00048441i,-2.3172e-05+0.00034786i,0.00036791+0.00060692i,0.00049186+0.00031651i,0.00084775+7.9092e-06i,0.00043103-0.00039709i,-0.00031099-0.00038433i,-0.0008456+0.00088726i,-0.00087421+0.0014095i,-0.00033943+0.00045326i,-2.3666e-05+0.00090148i,6.7115e-05+0.0012541i,0.0004751+0.00040427i,0.00051391+0.00036035i,-5.4149e-05+0.00063891i
0.00015964-0.00034922i,0.00045477-0.00016536i,0.00050886-0.00051776i,0.00017782-6.1648e-05i,-8.1366e-05+0.00017944i,-0.00018101+7.1304e-05i,0.00082522+0.00033501i,0.0019358+2.4158e-05i,0.00084569-0.00083882i,-0.00072494-0.00090457i,-0.00064017-0.0013449i,0.00025182-0.0013554i,0.00033925-0.00049624i,8.0597e-05-0.00031036i,-0.00027712+3.4754e-05i,-0.00053565+0.00034644i,-0.00045284+0.0005078i,-1.8916e-05+0.00037172i,0.00057089-8.0487e-05i,0.00096111-0.00033769i,0.0010571-0.00036826i,0.0010317-0.00049451i,0.00066218-0.00021975i
-0.0014872+0.00041872i,-0.0012497+0.0010696i,-0.00044729+0.0012467i,0.00050924-0.00051988i,0.0019189-0.0014041i,0.0024972-0.0011932i,0.0017466-0.00049751i,0.00093946-0.00044132i,0.00069088-9.0332e-05i,0.00066076+0.00027889i,0.001038-4.7055e-05i,0.00094747-0.00043409i,0.00042348-0.00084082i,0.00017689-0.00066146i,0.00039046+5.3742e-05i,0.00020243+0.00064313i,-0.00027653+0.00030122i,-0.00069045-0.0004705i,-0.00098451-0.00071294i,-0.00060801-4.419e-05i,-0.00037529+0.00024798i,-0.00020666-0.00016535i,-8.4143e-05-0.00022042i
-0.00026154+0.0023544i,-0.00027393+0.0020444i,9.6129e-05+0.0020269i,0.00078317+0.001361i,0.00091265-0.00030695i,0.00030903-0.00069702i,0.00035135-0.00054034i,0.0010654-0.00050262i,0.00099965-0.00023013i,-7.228e-05-0.00064915i,-0.00053943-0.0016492i,-0.0004556-0.0012831i,5.1932e-05-2.3264e-05i,7.3795e-05+0.00028104i,0.00013639+0.00055381i,0.00056247+0.0013178i,0.00013449+0.001614i,-0.00036828+0.00046846i,-0.00068091+0.00018907i,-0.00038358+0.00038828i,-0.00039684+0.00024757i,-0.00088601+7.9017e-05i,-0.0005025-4.4044e-05i
0.00018006-0.0014761i,0.00046952-0.00061794i,0.0007373-0.00033657i,0.00037749-0.0015007i,0.00021977-0.0016881i,0.00010134-0.00060565i,0.00037269-0.00036651i,0.00087066-0.00089848i,0.00053935+0.00022836i,0.00024242+0.00047535i,0.000265-0.0003967i,-0.00045917-0.00052524i,-0.00048899-0.00034662i,0.00017508-0.0003228i,0.00085728-0.00036897i,0.0011175-5.5287e-05i,-3.5546e-05+0.00077388i,-0.00044458+0.00075402i,0.00018569+0.00047145i,0.00057836+0.00046705i,-0.00026112+0.00014944i,-0.0010673+1.8161e-06i,-0.00058274+0.00027066i
