-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
-0.00031101+0.00050161i,-0.00084551-0.00066202i,-0.0012886-0.0011252i,-0.00065561-0.00064302i,0.00052166-0.00074765i,0.0010471-0.001054i,0.0013605-0.00080443i,0.0010821-0.00010065i,0.00026526-0.00043669i,-8.3729e-05-0.0010064i,0.00013964-0.00060387i,0.00055405-0.00048147i,0.00044614-0.0010846i,-0.00083232-0.0013142i,-0.0010219-0.00076894i,-7.6655e-05+0.00039521i,0.00057207+0.00048922i,0.00028282-0.00014096i,-0.00016194+4.5113e-05i,0.000175+0.00022682i,0.00025561+0.00019591i,-5.7257e-05+0.00041785i,-0.00028958+8.6377e-05i
0.0014587-0.0010876i,0.0019488-4.7959e-05i,0.0016046-0.00017712i,0.001065-0.00077242i,0.0015418-0.00051509i,0.0014349+0.00028387i,0.0014876-2.3948e-05i,0.0027002-0.00086521i,0.0025175-0.00091954i,0.0014367-0.00040676i,0.0009024+8.1235e-05i,-4.4163e-05+7.7165e-05i,-0.00032091-6.2311e-05i,3.7247e-05-0.00021441i,0.00042416+7.8533e-05i,0.00049004+0.00082769i,0.00044687+0.0013571i,0.00046077+0.00066605i,0.00011547+0.00017876i,-0.00032059+0.00012933i,-0.00062801+0.00037885i,-0.00027601+0.00048999i,0.00023344+0.00015006i
0.0023517+0.00089317i,0.0014117-0.0013769i,0.00057305-0.0033271i,0.00031958-0.0036161i,0.00043673-0.003281i,6.0588e-05-0.0022416i,0.00041523-0.0010301i,0.00073268-0.00052321i,0.00041772-0.00054982i,4.4185e-05-0.00088116i,0.00018841-0.00028373i,0.00031897+0.00051096i,6.0099e-05+0.00077528i,0.00011369+0.00050336i,0.0003551+0.00090794i,0.00070986+0.0010444i,0.0002213+0.00015004i,-0.00037234-0.00044739i,-0.0003596-0.00035353i,-0.00013592+0.00024844i,0.00042773+0.0010448i,0.00081912+0.0012426i,0.00081803+0.00072851i
0.0010406-0.001471i,-0.00075987-0.0017088i,-0.0025003-0.0013504i,-0.0021933-0.0012519i,-0.0015536-0.00083509i,-0.0010582-7.604e-05i,5.0708e-06+1.0676e-05i,0.00025491-0.000468i,8.7972e-05-3.8671e-05i,-0.00033334+0.00047709i,0.00016555-0.00026063i,0.0012483-0.0006827i,0.00036125-7.0765e-05i,-0.00099783+0.00060509i,-0.0014565+0.00059947i,-0.0011056+0.00044429i,-0.00077583+0.00046835i,-0.00055227+0.00043741i,-0.0010703+0.00011655i,-0.0012933-0.00042742i,-0.00069878-0.00056702i,-0.0010295-0.00033256i,-0.0012828-0.00050504i
0.00055922+0.00040981i,0.0013752-0.0009544i,0.0028802-0.00066001i,0.0026885+0.00055543i,0.00060469-2.9226e-05i,-0.00048578-0.00043098i,1.1335e-05-0.00018439i,0.00034025-0.00037256i,0.00034577-6.4781e-05i,-0.00024612+0.00037012i,-0.00036708-0.00027645i,0.00016898-0.0013687i,0.00018067-0.001926i,-0.0003936-0.0011964i,-0.00080918-5.8034e-06i,-0.0013322+0.000309i,-0.001311+0.00032371i,-0.00088723+9.7332e-05i,-0.0010576-0.00026703i,-0.0014225-0.00026366i,-0.00026071+0.00039674i,0.00076448+0.0012197i,0.00066934+0.0015757i
-0.00090515+0.0020663i,0.00098178+0.0029048i,0.0019692+0.0027185i,0.0033392+0.0016012i,0.0026894+0.00084239i,0.001383-0.00023721i,0.0013918-0.00062972i,0.00089617-4.4323e-05i,0.00058486-0.00020649i,0.00078973-0.0002801i,0.00081368-0.00031026i,0.00047278-0.00061617i,-0.00012114+3.699e-05i,-0.00051373+0.00065851i,-0.00081604+0.00064352i,-0.00045197+0.0006977i,0.00032012+0.00081745i,2.5477e-05+0.00034646i,-0.00046333+5.2938e-05i,-0.00072894+0.0003578i,-0.00074184+0.00079607i,-0.00093408+0.00017149i,-0.00040103-0.0004593i
0.00068574+0.00096551i,-1.9367e-05+0.00095075i,0.00063814+0.00012729i,0.0012258-0.00038443i,0.0014735-0.00035449i,0.0011936-0.00048263i,0.00071111-0.00041733i,0.00092716-0.0010482i,0.00088149-0.00089306i,9.6836e-05+0.00057129i,-0.00076244+0.0011071i,-0.0011974+0.00079509i,-0.00046608+0.00047945i,-0.00042442-0.0003004i,-0.0010157-1.4963e-05i,-0.0012001+0.00010774i,-0.0006561-5.6113e-05i,-0.00025013+0.00072043i,-0.0008516+0.0010151i,-0.00076507+0.00070577i,-0.00032665+0.00015583i,0.00034366-0.00018834i,0.00018616+0.00038094i
0.0015613+0.00083567i,0.0023091+0.0011139i,0.0025329+0.00096116i,0.0024221+6.1169e-05i,0.0013498-0.0011969i,0.00044116-0.0015299i,0.0010206-0.00075012i,0.0015735+0.00049254i,0.0010363+0.00036932i,0.00033932-0.00056476i,0.00087016-0.00040651i,0.00097521-0.00020614i,0.00041846-4.3756e-05i,-0.00040993-5.3232e-06i,-0.0011951-0.00035034i,-0.00117-0.00048213i,-0.00094639+5.1676e-05i,-0.00063074+0.00086461i,-0.00082202+0.00045383i,-0.0011784-0.00025121i,-0.00051702+7.0057e-05i,-6.5993e-05+0.00045212i,-0.00012831+0.00033826i
-0.00083262-0.0011692i,-0.0019247-0.00042231i,-0.0025162+0.00046787i,-0.0016721+0.0014557i,-0.0008158+0.0019467i,0.00066965+0.0015678i,0.0018712+0.00091082i,0.0015434-0.0003301i,0.00050024-0.00098386i,-6.954e-05-0.00076588i,0.00061857-0.00039028i,0.00087183+7.2131e-05i,-0.00043118+0.00029416i,-0.00099929-0.00048546i,-0.00084258-0.00082287i,-0.0011122+7.6348e-06i,-0.00031953+0.00081614i,0.00010376+0.0010792i,-8.558e-05+0.00051059i,-0.00015737+0.00014306i,-0.00046847+0.00056726i,-0.00034817+0.00062422i,3.5332e-05+0.0002058i
7.4504e-05-0.0015851i,-0.00054572-0.0015652i,-0.00087306-0.002109i,-0.0012676-0.0013981i,-0.0016169+0.00031539i,-0.00024611+0.0010375i,0.0011751-0.00019204i,0.0012071-0.00088644i,0.00028931-0.00044859i,0.00012007-0.00019995i,0.00010789-4.8504e-05i,-0.00017582-0.00044813i,5.8994e-05-0.0007103i,2.6194e-05-0.00088054i,-0.00023107-0.00075748i,-0.00032378-0.00024394i,0.00026688+0.0002142i,0.00061766+0.00026543i,-7.9983e-05+0.00023168i,-0.00029864+0.00070115i,0.00031985+0.00056816i,0.00059009+0.0001559i,0.00031574+3.2059e-05i
0.0018217+0.00073018i,0.002702+0.00058037i,0.0026001+0.0014484i,0.0018191+0.0012761i,0.0014873-0.00011592i,0.00064315-0.00063839i,-0.00016298-0.00069367i,-8.0245e-05-0.0002875i,0.00014563+0.00011435i,0.00020334+3.6345e-07i,0.00012486-5.9302e-05i,0.00014164-9.691e-05i,0.00026309-0.00047799i,-0.00014157+5.525e-05i,-0.00022513+0.0009227i,0.0001612+0.00097294i,-0.00018072+0.00049969i,-0.00088174+0.00024139i,-0.0007696-9.3921e-05i,-0.00078302-5.328e-05i,-0.00043883-0.00027184i,0.00041681-0.00033287i,0.00087017+0.00062285i
0.0011361-0.0011147i,0.00012953-0.0017242i,-0.00063054-0.0027044i,-0.0012-0.0029555i,-0.0019671-0.0015874i,-0.0013673+0.00017352i,0.00072337+0.00046446i,0.0014982-0.00046856i,0.00070111-0.0011962i,-0.00040157-0.0011961i,-0.001013-0.00073967i,-0.00053068+0.00010744i,0.00023596+0.00037078i,0.00040699+0.0004179i,0.00050719+0.00011446i,0.00026653-0.00041517i,0.00076095-0.00031154i,8.0689e-05-0.00011932i,-0.00063466+0.00013138i,0.00016336-1.9679e-05i,0.00068768+0.00046064i,0.00062795+0.0014887i,0.00026095+0.00040886i
-0.0016591-0.00034087i,-0.0016064+0.00033716i,-0.0017335+0.00085763i,-0.0012364+0.0015576i,3.856e-05+0.0015629i,0.00056029+0.0010367i,0.00011463-1.9838e-05i,0.00015911-0.00038659i,0.00051493+0.00042953i,3.8309e-05+0.00083715i,-8.6048e-05+0.00064809i,0.00017599-0.00019841i,0.00042776-0.0003972i,0.00064816-6.7129e-05i,0.0002594-0.0002949i,-0.00017678-6.8676e-05i,-0.00026503+2.8818e-05i,0.00045869+0.00032133i,0.00068115+0.00087935i,0.00043573+0.0011736i,0.0001122+0.00086176i,-0.00012843+0.0004111i,7.8343e-05+0.00015808i
-0.0024194-0.00084393i,-0.00091931-0.00011087i,0.00037525+0.0014898i,0.00083507+0.002178i,0.0010158+0.0024552i,0.0018269+0.0010076i,0.0023398-0.00090629i,0.0022022-0.0011969i,0.0016983+0.00013436i,0.0012355+0.0018587i,0.0015076+0.0010691i,0.0013089+0.00013212i,0.00072035-0.00014333i,0.00025106-0.0008905i,-0.00021235-0.00077987i,-0.00011397-0.00061178i,0.00059105-0.00040242i,0.0004418+0.00014265i,-0.00014215+2.3408e-05i,-0.00019391+0.00018514i,0.00027147+0.00042902i,0.00080236+0.00033229i,0.0011643-2.8117e-05i
-0.00080657+0.00026669i,-0.0019131+0.00049175i,-0.0015011+0.00050275i,-0.00027607+0.00030828i,0.00012689-9.87e-05i,0.00017252-0.00014262i,0.00020218-0.00039975i,0.0004087-0.0010874i,0.00030856-0.00031979i,-0.00038163+0.00037431i,-0.00019286+8.7044e-05i,0.00046003-0.00014866i,6.2341e-05-0.00035394i,-0.00048497-0.0010793i,-0.00028827-0.00055008i,0.00028193+2.5852e-05i,0.00020378+0.00020492i,-0.0007556+0.00044901i,-0.0010249+0.00071938i,-0.00051852+0.00051026i,-7.7508e-05-0.00056363i,3.2556e-05-0.00082978i,-3.2348e-05-0.0003076i
-0.0012701-0.0029962i,-0.0018568-0.0014158i,-0.0021007+0.00035211i,-0.0020306+0.0011963i,-0.0010398+0.00084528i,-5.8547e-05+0.000547i,-0.00032269+0.00077291i,-0.00074715+0.0010141i,-0.00095156+0.00067098i,6.6073e-05+0.00071462i,0.0019674+0.0012386i,0.0015546+0.00081814i,0.00062774-0.00031355i,-0.00020207-0.00071584i,-0.00085324-0.0010458i,-0.00089706-0.00083221i,-0.00073864-0.00051108i,-0.00069614-0.00020217i,-0.00046559+5.4363e-05i,-0.00082986+0.00039837i,-0.0015001+0.00063238i,-0.00045486+8.0198e-05i,0.00054682+0.00033401i
0.00024384+0.0011573i,0.0012044+0.00050728i,0.0011741+0.00014436i,0.00047395+0.00020097i,0.00038648-8.0139e-05i,0.001325-0.00075542i,0.0028739-0.0022516i,0.0026892-0.0052551i,0.0013746-0.0074037i,0.00050304-0.0064951i,-0.00050475-0.0039618i,-0.0016414-0.0017482i,-0.0016752-0.00061566i,-0.0010787+0.00062787i,-0.0011175+0.00174i,-0.0011204+0.00088211i,-0.0006369-9.223e-05i,-0.00021169-0.00088777i,0.00010719-0.0010995i,-0.00036673-0.00067844i,-0.00074435-0.00062611i,1.7263e-05+9.1776e-06i,0.00054431+0.00090711i
0.0015509-0.00024938i,-0.00045692-0.00036602i,-0.00015545-0.00064566i,0.00072328-0.00067211i,0.00082367-0.00084518i,0.0017287-0.0001737i,0.0028339-0.00010452i,0.0025223-0.00082979i,0.0012013-0.0009278i,0.00070987-0.00073778i,0.0005787-0.0010145i,0.0004053-0.0013279i,0.0007241-0.00046362i,0.00048581-8.4957e-05i,-7.6786e-05+4.4585e-05i,-7.0878e-05+0.00048211i,0.0003712+0.00094733i,0.00062441+0.0012662i,-0.00013931+0.001273i,-0.0001485+0.00043803i,0.00031203-0.00015526i,-0.00015389-0.00024761i,0.0003588-8.4426e-05i
0.0011233-0.00027934i,-0.00011741-0.0014666i,-0.00015246-0.0019423i,-0.00019263-0.0021081i,7.2385e-06-0.0023554i,0.00050265-0.0019249i,0.0017548-0.0012538i,0.0022922-0.0012263i,0.001506-0.001292i,0.00013603-0.0010461i,-0.0001722-0.00055358i,0.00070724-1.4912e-05i,0.00071806+0.00031331i,-0.00029506+0.0005081i,-0.00029263+0.0002772i,0.00012779+0.00041274i,-0.00014761+0.00040545i,-0.00059421+0.00021738i,-0.0011842-3.9179e-05i,-0.0014161+4.4429e-05i,-0.00089519+0.00071343i,-0.00021119+0.0013513i,-8.6322e-05+0.0012553i
0.0010065+0.00019921i,0.0015109+0.0011017i,0.0014656+0.00024804i,0.00074885-0.00067773i,-9.2174e-05-0.0005952i,-0.00081302+0.00038047i,-0.00064719+0.00024424i,0.00037229-0.00043309i,0.0009111-0.00078377i,0.00078195-0.0014003i,0.00063027-0.00067345i,0.0003863+0.00026143i,0.00066933+0.0002862i,0.00057472+0.0003213i,-0.00016587+0.0005717i,-0.00017405+0.0005228i,0.00014021+4.6384e-06i,-0.00012748-0.00046981i,-0.00052853-0.00034012i,-0.00083873+0.00037638i,-0.00039637+8.7514e-05i,0.00021884-9.3049e-05i,0.00020183+0.00010473i
-0.0016056-0.00072031i,-0.0017703-0.0017671i,-0.0017645-0.0015011i,-0.0014086+0.00039i,-4.2163e-05+0.0012383i,0.00064964+0.0010056i,0.00059767+0.00048523i,0.00087339+8.6552e-06i,0.00080945-0.00026417i,0.00049793-0.00048412i,0.00076108-0.00097085i,0.001086-0.00083674i,0.00043953-0.00080102i,-0.00036353-0.0010494i,-6.43e-06-0.00090278i,0.00017598-0.0010094i,-1.0662e-05-0.00071024i,-0.0006734-0.00028911i,-0.0011798+0.00020968i,-0.00067237+0.00026171i,-0.00022501+0.00040968i,4.4318e-05+0.00045615i,0.00054651-7.0148e-05i
-0.00053161+0.0016489i,0.0019948+0.0027371i,0.0029977+0.0032779i,0.0027191+0.0020267i,0.0019979+9.5444e-06i,0.00082693-0.0012264i,0.000942-0.00060931i,0.00094475+0.00038106i,0.00013224+0.00051681i,-0.00014075+0.00079944i,-0.00033311+0.00050459i,-0.00098247+1.6456e-05i,-0.00091411-0.00049887i,-0.00064889-0.00060772i,-0.00045756+0.00083135i,-0.00045096+0.00085969i,4.2829e-05-0.0001435i,-0.00028473-3.1381e-05i,-0.0010165-7.9419e-05i,-0.0006178-0.00021375i,-0.00031566-0.00022484i,-2.0361e-05+9.451e-05i,0.00040104+0.00010425i
-0.001372+0.0013645i,-0.00056671+0.00053862i,0.00062001-0.00063258i,0.0015177-0.00060368i,0.0011738-0.00068279i,0.0015694-0.0011049i,0.0025573-0.00049347i,0.0025632+0.00062704i,0.0017804+0.00073346i,0.0013924+0.00035787i,0.00071064+0.00015739i,-0.00031209+0.00034453i,-0.00039127+0.0012198i,-0.00065491+0.00095221i,-0.0015022+0.00046784i,-0.0020025+0.00097935i,-0.0011286+0.00060318i,-0.00045648+0.00043423i,-0.00021367+0.00014365i,0.00036097+9.9956e-05i,0.00095684+0.00044138i,0.0014084+0.00091981i,0.0012033+0.0012858i
-0.0015418+0.001108i,-0.0010381+0.00073937i,-0.0011889+0.0003974i,-0.0011791-5.1334e-05i,-0.0010913+0.00029592i,-0.00038754+0.00057036i,0.00063663-0.00050338i,0.00067262-0.001274i,-1.4083e-05-0.0012955i,5.6591e-05-0.00096007i,0.0002499-0.0011104i,0.00047669-0.00085225i,0.00026944-0.00023474i,-0.00057211+0.00021518i,-8.8893e-05-0.00013072i,0.00054535-0.00085057i,-0.00010476-0.00074896i,-0.00049546-0.00020567i,-0.00030628+0.0004651i,0.00029444+0.00081278i,0.00045986+0.00099304i,9.3643e-05+0.0006862i,0.00072164+0.00016543i
-0.00051633-0.00064896i,-0.00055411-0.00023589i,0.00020029+0.00047234i,0.00095265+0.0013812i,0.0017706+0.0016992i,0.002058+0.00081676i,0.0019121-0.00020208i,0.0012599-0.00093688i,0.00017281-0.0006996i,-0.00085884-0.00016531i,-0.00036912-0.00044023i,0.00045823-0.00028118i,-0.00044221+0.00063636i,-0.00073629+0.00092515i,-0.00025508+0.0001341i,-8.4073e-05-0.00060925i,-0.00025201-0.00069135i,-0.00070887-0.00040258i,-0.0006109-0.00017558i,0.00020417-0.00070168i,-6.7875e-05-0.00083045i,-0.00039331-0.00042127i,0.000122+0.00032567i
-0.0011975+0.00045841i,-0.00087649+0.00081494i,-0.00032449+0.00022096i,-0.00065525-0.00037687i,-0.00067437+7.2481e-05i,-0.0001242-4.4209e-05i,-0.00015499-1.2292e-05i,0.00034522+0.00016583i,0.0010446+0.000601i,0.0015451+0.00036713i,0.00191-0.00089613i,0.0014611-0.0010164i,0.00080053-0.00087112i,-0.00015831-0.0011437i,-0.00036282-0.00057993i,0.00022406+0.00042458i,-0.00050387+0.00080093i,-0.0010628+0.00026062i,-0.00096362+0.00024982i,-0.00045981+0.00026647i,8.0666e-05-0.00018386i,0.00019485-6.99e-05i,0.00061986+0.00014829i
-0.00027112+0.00045709i,-0.00021416+4.3274e-05i,0.00051552+0.00050867i,0.0020575-0.00063862i,0.0019381-0.0016858i,0.0007374-0.0017095i,0.0005863-0.00081213i,0.00048676-0.00060299i,-0.00035517-0.00096634i,-0.00036052-0.00098478i,8.0315e-05-0.00031167i,2.2704e-05+0.00023307i,0.00035237+8.0857e-05i,0.00079789+0.00030165i,0.00085594+0.00094485i,0.00043617+0.0008698i,0.00021354-3.7831e-05i,-0.00012679-0.00042982i,-0.0009142-0.00022172i,-0.0010935+0.00025437i,-0.00077914+0.0005593i,-0.00086747+0.00096734i,-0.00021307+0.00085984i
-0.00028187-0.0017556i,-0.00085918-0.0022327i,-0.00097853-0.0025169i,-0.0011762-0.001927i,-0.0010618-0.00019514i,-0.00048894+0.00065931i,0.0014444+0.00021778i,0.0018443-0.00047682i,0.00036168-0.00028255i,-0.0010257-0.00024031i,-0.0011432-0.00040734i,-0.00017689-0.0003774i,0.00045863-0.00089293i,-0.0006085-0.0014548i,-0.0010445-0.00057735i,-0.00010413+0.00018978i,3.0915e-05-0.00012161i,-0.00030198-0.000361i,-0.00022642-0.00077896i,-0.00034262-0.00025561i,-0.00049888+0.00038688i,-5.7025e-05+9.0226e-05i,-3.3302e-05-0.00027611i
0.00031579+0.00038269i,0.001269+0.00020897i,0.0023165-0.00032627i,0.0021111-0.0010737i,0.0015249-0.0010985i,0.0012567-0.0012946i,0.001394-0.0014603i,0.0012399-0.00093398i,0.00070246-0.00049465i,-2.3275e-05-0.00049921i,-0.0002359-0.00061516i,-2.739e-05-0.00066835i,0.0001044-0.00032319i,-6.7445e-06+6.6249e-05i,-0.00045903+0.00047351i,-0.00030508+0.00032792i,-0.00020564+0.00057357i,-0.00052533+0.00079265i,-0.00067209-6.4482e-05i,0.00031117-0.00012199i,0.00097821+0.00017459i,0.00019889-0.00012456i,-0.0002558+0.00063544i
-0.001626-0.0013914i,-0.0027073+0.00023246i,-0.0031802+0.001662i,-0.0024994+0.0016075i,-0.0018289+0.0017738i,-0.00016876+0.0016029i,0.0017898+0.00072488i,0.0027037-0.00010439i,0.0019534-0.00033337i,0.00058393-0.00021004i,-0.00026002-0.00012656i,8.6411e-05+6.0828e-05i,0.0011046-8.4428e-05i,0.00083369-0.00017287i,0.00046606+0.00028339i,6.6601e-05+0.0003825i,-0.00060288+0.00036416i,-0.00075842+0.0001201i,-0.00023607+0.00023659i,-0.00043885+0.0011354i,-0.00044977+0.0011746i,0.00012294+0.00017413i,0.00017235-0.00058815i
0.00048686+0.00036554i,0.00036005+0.00010306i,-8.9616e-05-0.00067384i,0.00063152-7.0376e-05i,0.0011353+0.00061526i,0.0015037+0.00019466i,0.0020503-0.00039188i,0.0019042-0.00055848i,0.00067966-0.00032973i,-0.00025108-0.00013572i,2.4299e-05-0.00029281i,0.00010937+7.2381e-06i,-0.00034555+0.00021128i,-0.00041388+1.5684e-05i,-0.00016689+0.00058988i,-1.8222e-05+0.0001244i,-0.00028725-0.00032817i,-0.00061158-9.4651e-05i,-0.00089585-4.3593e-05i,-0.00054119+0.00010685i,1.6696e-05-0.00058148i,-0.00020152-0.00041334i,-0.00022606+0.00025119i
0.0003099-0.00045279i,-0.0014731-0.0016673i,-0.0023959-0.0023366i,-0.0019643-0.001591i,-0.00090062-0.001644i,0.00065302-0.00087598i,0.0017634+0.00020752i,0.00084757+0.00024178i,-0.00054919-0.00052764i,-0.00060502-0.0013234i,-0.00012774-0.00066683i,-0.00048346-0.00030195i,-0.00065833-0.00012476i,-0.00037833+0.0002347i,-0.00051999+0.00032297i,-0.00030483+2.8537e-05i,0.00021507-6.7478e-05i,0.00048758+0.00071409i,0.00087017+0.00059366i,0.0008123-0.00025726i,-0.00011514-0.00064115i,-0.00075167-0.00076767i,-0.00060727-0.00025244i
-0.00061674-0.00031989i,-0.001457+0.00076121i,-0.0016293+0.0012205i,-0.00020328+0.00024207i,0.00041103-0.00017578i,0.00081231+0.00013703i,0.0012859+7.7867e-05i,0.00066128-0.00064412i,-0.0002401-0.0008197i,-0.00027668-0.00014909i,0.0010154-0.00032212i,0.0019294-7.9143e-05i,0.0012511+0.00068467i,0.00040852+0.00034341i,-0.00022126-0.00023464i,-0.00086341-4.2653e-05i,-0.00082431+0.00023482i,-0.00052837+0.0006237i,-0.00050878+0.00047672i,-0.00014822-0.00016423i,0.00025328+0.00085714i,-0.0001872+0.00066997i,-1.6718e-05-0.00062809i
3.1387e-05-0.00014183i,-0.00037278+0.00026101i,-0.00017119+0.0011558i,0.00028727+0.0015932i,0.00056216+0.00087251i,0.00089+5.4503e-05i,0.0015302-0.00066319i,0.001012-0.00043868i,-0.0002471+0.00023382i,-4.9466e-05+0.00027949i,0.00095246+0.0004601i,0.0013456+0.00021478i,0.00055601+0.00057291i,-0.00046455+0.0008716i,-7.3232e-05+0.0005777i,0.00096659+0.00077413i,0.00046199+0.00071216i,-0.00064453+0.00054437i,-0.00077623+0.00052309i,-0.00029043+0.00068147i,-0.00063835+0.0010456i,0.00040087+0.00070609i,0.0015292+0.00030034i
-0.00041585+0.00012127i,0.00012648+0.00046159i,0.00026631+0.00052956i,-2.5442e-05-0.00029523i,-2.9999e-05-7.5217e-05i,-0.00017647+0.0011975i,0.00091556+0.0012364i,0.001651+0.00087344i,0.0013047+0.00088407i,0.00086216+0.00078838i,5.5296e-06+0.00066149i,0.00013298+0.00060079i,0.00062804+0.00073884i,0.00036126+0.00041008i,-6.7112e-05+2.4881e-05i,-0.00078274-0.00023287i,-0.0011159-0.00018939i,-0.00070141+0.00065094i,-7.8406e-05+0.0010557i,-2.296e-06+0.00068803i,0.00024283+0.00045392i,0.00053697+0.00018026i,-7.2079e-05+0.00019138i
0.00041032+0.0007748i,0.00022995+0.0013323i,0.00046398+0.0015657i,0.00079819+0.00047087i,0.0012893-0.00043331i,0.0017138-0.00030211i,0.0020667-0.00069672i,0.0016959-0.00042121i,0.00073176+0.00057504i,0.00025142+0.00057132i,5.4132e-05+0.00047098i,-0.00067576-3.4243e-05i,-0.00046776-0.00041764i,-0.00045672+0.00012086i,-0.00040258+0.00042545i,-0.00013558+0.00049851i,-0.00052985+0.00036744i,-0.00054744+4.731e-05i,-0.00057338+0.00042156i,-0.00039798+0.00022636i,0.00051913-0.00019806i,0.00021055+0.00014687i,-0.00057925+0.00089693i
-2.3242e-05-0.00022619i,0.00074093-0.00015317i,4.9408e-06+0.00016074i,-0.00047485+0.0006836i,0.00012721+0.00083084i,0.0012763-0.00016427i,0.0019036-0.001327i,0.0019566-0.0015088i,0.0012448-0.0010779i,0.00043885-0.00092561i,0.00065945-0.00091822i,0.00050069-0.00077143i,0.00035094-0.00084656i,0.00042335+0.00018405i,-0.00013798+0.00033183i,-1.6614e-05-0.00051184i,8.6084e-05-0.00027092i,-0.00027351+0.00014055i,9.2693e-05+4.046e-05i,0.00039768-0.0001037i,0.00064107-0.00017911i,0.00028509+0.00073428i,5.0234e-05+0.0009414i
0.0013629-0.0014014i,0.00032877-0.0016827i,-0.0013405-0.0016604i,-0.0015325-0.00070242i,-0.00098781+0.0004793i,-0.00012134+0.0010359i,0.0010636+0.00046444i,0.0016876-0.00037631i,0.0015752-0.0011615i,0.00049091-0.0012984i,0.00019296-0.00085086i,-1.045e-05-9.9056e-05i,-0.00036794-0.00015163i,3.1493e-05+0.00011333i,0.00078881+0.00058049i,0.00080655+0.00040231i,-9.7746e-05+0.00062224i,-0.00031109+0.00044363i,-3.5303e-05+0.00041539i,0.00046773+0.00019038i,0.0012381+0.0002113i,0.0010413+0.0011943i,0.00039847+0.00081587i
-0.00045905-0.0011218i,-0.00015168-0.0011722i,-0.00083437-0.0012164i,-0.00097148-0.0014225i,-4.9224e-06-0.0011174i,0.00079658-0.00058297i,0.00097938-0.0005049i,0.0014057-0.0002096i,0.0017524-0.0002003i,0.0013776-5.0574e-05i,0.0015523+0.00041375i,0.0016046+0.00075701i,0.00069582+2.2981e-05i,-4.5114e-05-0.00012289i,-0.00021652+0.00038471i,0.00064527+0.00068925i,0.00063323+0.00080174i,-0.00048131+0.00053727i,-0.0013788-0.0003927i,-0.00077623-0.00054987i,-0.00018126+0.00010921i,-0.0005531+9.1583e-05i,-0.00068871-0.00029945i
0.0031137+0.0002236i,0.0029369-0.00024238i,0.0023796-0.00074771i,0.0010906-0.00087808i,-0.00065526-0.00076021i,-0.00090069+5.7284e-05i,-4.1017e-05+0.00026998i,0.00067463-0.00078262i,0.00034915-0.0005555i,-0.00053295+0.0001028i,-0.00023121-0.00022883i,-0.00015454-0.0003091i,-0.00084211+1.3009e-05i,-0.00086977+0.00042039i,-0.00071706+0.00018903i,-0.00026246+2.2667e-05i,-0.00070709+0.00026151i,-0.0010618-6.767e-05i,-0.00058188+0.00017427i,-0.00025342+0.00048774i,2.3839e-05+0.00042411i,4.5841e-05+6.5635e-05i,-4.9026e-05-0.0006804i
-0.00027708-0.0011975i,-0.00067355-0.00076143i,-0.00069874-0.0013375i,-0.00084122-0.0014844i,-0.00058864-0.0008484i,0.00030949-0.00035291i,0.0011184-0.00042626i,0.0011532-0.00064257i,0.00050556-0.00093265i,1.6312e-05-0.0013997i,0.00026682-0.0014132i,0.00046857-0.00041323i,-5.7489e-05+0.00047251i,-0.00035455+0.00078552i,-0.00059374+0.00026151i,-0.00057897-0.0008017i,-0.00027228-0.00063724i,-0.00039789+0.00043559i,-0.00015436+0.00061865i,0.00037682+3.4831e-05i,-0.00036931-0.00021368i,-0.0012738-0.00057395i,-0.00056322-0.0011809i
-0.0002591-0.0005273i,-9.765e-05+0.00075534i,-0.00047845+0.0016868i,-0.00010348+0.00095064i,-0.00030683-0.00032836i,-0.00024351-0.00034126i,0.00061762+7.2373e-05i,0.00061765+8.602e-05i,-0.00010817-0.00048421i,-0.00012411-0.00050753i,-0.00016903-0.00037111i,2.8354e-05-0.00048944i,0.00070957-0.0002884i,0.0013961-0.00030378i,0.0015135-0.00045722i,0.00044908-0.00010962i,0.00041483+0.00015315i,0.00018522+0.0010291i,-0.00052416+0.0016369i,0.00015645+0.00088966i,0.0007219-0.00017563i,0.00044694-0.00043796i,0.0004586-0.00051744i
