-0.0012541+0.00064764i,-0.0005798-0.00046715i,-0.00066035-0.00092991i,-0.0013247+0.00023688i,-0.0016126+0.0014233i,-0.0010332+0.0016594i,-0.00082423+0.0021473i,-0.00075119+0.0022566i,0.00014228+0.0017477i,0.0011687+0.00093166i,0.0014688+0.00030796i,0.0011915+0.00019993i,0.00087264+6.3563e-05i,0.0002681-0.00012604i,1.5612e-05-0.00023143i,0.00034831-0.00013668i,0.00019832+0.00031472i,-0.00024854+0.00078584i,-0.00032603+0.00077223i,-0.00042433+0.00018815i,-0.00036791+0.00025006i,-0.00019417+0.00066337i,-0.00012766+0.0011685i
-0.012369+0.018471i,-0.03519+0.02852i,-0.048892+0.01134i,-0.027796-0.037879i,0.014081-0.083926i,0.03683-0.089221i,0.022838-0.069449i,-0.0021831-0.054238i,-0.015465-0.036741i,-0.015088-0.014863i,-0.0071414-0.001502i,-0.0015314+0.0014889i,-0.0018606+0.00072997i,-0.0033209+0.00078438i,-0.0022594+0.00038306i,-0.00065274-0.00092613i,-0.00070386-0.001455i,-0.0010325-0.001336i,-0.0010348-0.0012952i,-0.00072543+0.0001035i,0.00066328+0.001328i,0.0025712+0.00014755i,0.0033428-0.0011686i
-0.021875-0.012783i,-0.042132-0.027764i,-0.054954-0.035585i,-0.060488-0.016716i,-0.063687+0.015869i,-0.047672+0.028771i,-0.01483+0.029873i,0.0065909+0.031286i,0.012849+0.02454i,0.013951+0.013628i,0.010431+0.007576i,0.0059946+0.0042409i,0.0043587+0.00091131i,0.0026978-0.0028986i,-0.00059003-0.0048804i,-0.0042859-0.0031849i,-0.006061+0.00035023i,-0.0061848+0.0018737i,-0.0048737+0.0024777i,-0.0019534+0.0034537i,0.00021889+0.0039553i,0.00054808+0.0054312i,0.00053414+0.0071403i
0.0083385-0.019041i,0.033428-0.039258i,0.069743-0.050884i,0.095653-0.039393i,0.095909-0.008049i,0.065599+0.018998i,0.026627+0.012747i,0.0052663-0.01198i,-0.0036673-0.021123i,-0.0085439-0.014598i,-0.0092611-0.007506i,-0.0066759-0.0044856i,-0.0024892-0.00093874i,0.0021261+0.0011001i,0.0054385+0.00039108i,0.0061836-0.0010826i,0.0050235-0.004123i,0.0043762-0.0066076i,0.0032927-0.0062674i,0.00090693-0.0054021i,-1.8954e-05-0.0049211i,-0.00041009-0.0028795i,-0.0019582-0.00077791i
0.019919+0.0095741i,0.028003+0.028884i,0.004276+0.047019i,-0.045182+0.035829i,-0.074142-0.0057498i,-0.061664-0.031181i,-0.03674-0.016821i,-0.021215+0.0072698i,-0.0085751+0.015859i,0.00065721+0.008851i,0.0030475-0.0014263i,0.0021299-0.0045002i,-0.00034885-0.0026235i,-0.0024567-0.0012693i,-0.00124-0.0019205i,-0.00029363-0.0030607i,-0.00093842-0.001563i,-0.0019645+0.0018245i,-0.0029805+0.0030874i,-0.0029259+0.002437i,-0.0017671+0.0010096i,-0.00058995-0.0010926i,-0.00052433-0.0034496i
-0.0068284+0.012137i,-0.018101+0.024616i,-0.023229+0.035116i,-0.0042153+0.045896i,0.020153+0.054373i,0.024924+0.041387i,0.026844+0.012943i,0.034044-0.0043947i,0.030353-0.011883i,0.017365-0.014568i,0.007236-0.011595i,0.0026055-0.0063079i,0.0013195-0.0041632i,0.00094309-0.0036315i,-0.00023606-0.0015553i,-0.0014068+0.00058533i,-0.00039547+0.0014643i,0.0013621+0.0013177i,0.0020723+0.001148i,0.0020063+0.0002108i,0.0015023-0.00020773i,0.0021343+0.00054375i,0.0036057+0.00032204i
-0.012817-0.0027584i,-0.024422-0.017798i,-0.027816-0.043151i,-0.013822-0.063005i,0.0098793-0.062888i,0.022748-0.037522i,0.011039-0.0040316i,-0.0066833+0.012523i,-0.010905+0.015268i,-0.0053772+0.015205i,0.00033284+0.011619i,0.0022494+0.0078737i,0.0034253+0.0061763i,0.0052212+0.0025116i,0.0058006-0.0013183i,0.0044027-0.0029033i,0.00079768-0.0048248i,-0.002385-0.0057864i,-0.0039927-0.0029652i,-0.0049553-0.00045729i,-0.0054707+0.0011125i,-0.0039736+0.0027015i,-0.0019513+0.0029645i
0.0038622-0.0072038i,0.024787-0.0081774i,0.047573+0.0060412i,0.041853+0.035396i,0.004595+0.053285i,-0.023129+0.041014i,-0.01616+0.020401i,0.0021154+0.0083409i,0.0097903+0.0022711i,0.0081665+0.0011671i,0.0045157+0.00073776i,0.0021982-0.0012048i,0.00035377-0.00034547i,-0.00091395+0.0022723i,-0.001034+0.0015344i,-0.00045967-8.7139e-05i,0.0020727+0.00076989i,0.0035599+0.00089631i,0.0024663-0.00045267i,0.0022437-0.00050287i,0.0025372-0.00036613i,0.0013466-0.00026932i,-0.0015941-0.00066439i
0.0078853+0.0030147i,0.01479+0.009271i,0.016474+0.0040373i,0.016747-0.018051i,0.024162-0.031102i,0.020667-0.020332i,0.00049736-0.013422i,-0.016041-0.016108i,-0.021012-0.012396i,-0.016331-0.0052281i,-0.006515-0.0012919i,-0.0012748-0.0016576i,-0.0022931-0.0026506i,-0.0029292-0.0018303i,-0.0002982+0.0015758i,0.0029995+0.0050682i,0.002912+0.0053818i,0.0015066+0.0027123i,0.00054672-0.00082974i,0.00011472-0.0027764i,-0.00036115-0.0026458i,-0.00033196-0.0021597i,0.00054894-0.0022713i
-0.0080371+0.0035097i,-0.022965+0.0092794i,-0.045913+0.011215i,-0.061811+0.0074389i,-0.059084-0.0017582i,-0.031365-0.0097515i,-0.00091775-0.0031215i,0.010351+0.0094126i,0.01252+0.012866i,0.012981+0.0067959i,0.011306+0.00070453i,0.0090188-0.00051537i,0.0075369-0.00058213i,0.0051814-0.0014045i,0.002932-0.0026055i,0.0011585-0.0035953i,-0.002372-0.002797i,-0.0041909-0.00076683i,-0.0022863+0.00027818i,-0.00055774+0.00080392i,0.00023625+0.0020981i,0.0012896+0.0028984i,0.0021627+0.0023112i
-0.0060404-0.0061537i,-0.0099464-0.021432i,-3.7518e-05-0.032389i,0.023001-0.019732i,0.037205+0.01148i,0.027022+0.027519i,0.0092687+0.017498i,0.0031493+0.0039871i,0.003011-0.0036889i,0.0015752-0.0055128i,-0.0020819-0.00092071i,-0.005162+0.003818i,-0.0040692+0.0048749i,-0.0011964+0.0038638i,-0.00037054+0.0031892i,-0.00030027+0.003255i,0.00062091+0.0012108i,0.0012145-0.00085282i,0.00033906+0.00048709i,-0.00087102+0.0012624i,-0.0018359-0.00050473i,-0.0034623-0.00095963i,-0.0038179+0.00080119i
0.0066678-0.0035483i,0.016494-0.0021731i,0.018613+0.0070428i,0.0029643+0.010351i,-0.010981-0.0041187i,-0.0075602-0.012079i,-0.00050361-0.00069273i,0.0036771+0.011151i,0.0043854+0.014203i,0.0016566+0.011347i,-0.00094614+0.0068663i,-0.0024709+0.0029256i,-0.0039809+0.0017721i,-0.0041435+0.0014702i,-0.0018052-0.0010083i,0.00094053-0.0030356i,0.0020604-0.0024629i,0.0011155-0.0012758i,-0.00039602-0.00042156i,-0.0016485-0.00026464i,-0.0016846+0.0011562i,-0.0011487+0.0022899i,-0.001187+0.00044614i
0.0069729+0.012219i,0.016612+0.024703i,0.025629+0.038471i,0.027507+0.040728i,0.015402+0.031316i,-0.00099495+0.015731i,1.9592e-07-0.00039195i,0.0073052-0.0096585i,0.0055413-0.012046i,-0.00014799-0.0088977i,-0.0023403-0.0057132i,-0.0019322-0.0068337i,-0.0015863-0.0083239i,-0.00054226-0.0068343i,-0.001438-0.0033455i,-0.0048729+0.001457i,-0.0064581+0.0042745i,-0.003885+0.0029537i,-0.00013906+0.00079396i,0.0019351-0.00051137i,0.0025931-0.0006966i,0.0023424-0.00052288i,0.0021168-0.0017128i
-0.0056738+0.0032507i,-0.013054+0.0027655i,-0.017532-0.011399i,-0.0099928-0.032469i,0.0071774-0.037889i,0.015361-0.018097i,0.0065203+0.0036441i,-0.0072052+0.011087i,-0.014409+0.011006i,-0.010842+0.0075565i,-0.0022115+0.0036339i,0.0037327+0.0015984i,0.0048192+0.0016934i,0.0031115+0.0025931i,0.0035879+0.0035984i,0.0055776+0.0020627i,0.0049734-0.00077585i,0.0026575-0.0019254i,0.0014754-0.0024295i,0.0010734-0.0017042i,-0.00028014-0.000173i,-0.00033073+0.00087832i,0.0011381+0.0010705i
-0.0073618-0.0048867i,-0.0065858-0.015671i,-0.002668-0.020415i,-0.0046344-0.0094713i,-0.015304+0.0063592i,-0.019724+0.0089618i,-0.013089+0.0070418i,-0.0060513+0.0079288i,0.00044125+0.004971i,0.0044008+0.00058861i,0.0042266-0.0010714i,0.0030792-0.00089294i,0.0021115+0.00087656i,0.0014526+0.0021333i,-0.00026531+0.00026155i,-0.0027421-0.0021054i,-0.0029106-0.0020771i,-0.0019912-0.001266i,-0.0022375+0.00095727i,-0.0018966+0.0020136i,-0.00025956+0.00011389i,0.00016491-0.0015195i,-0.0010848-0.0010558i
0.0041114-0.005911i,0.0053842-0.010981i,0.0044409-0.012066i,0.0030199-0.0073179i,0.0077037+0.00034797i,0.0048128+0.0065173i,-0.0075001+0.0064607i,-0.012972+0.0038178i,-0.010482+0.00080714i,-0.0066092-0.00090449i,-0.004593+0.00016227i,-0.0058544-0.00013979i,-0.007797-0.002277i,-0.0074819-0.0038245i,-0.0040503-0.0031811i,0.001235-4.0228e-05i,0.0037734+0.0023747i,0.0031004+0.0019299i,0.00075479+0.00019717i,-0.0013048-0.0015643i,-0.0013071-0.0028174i,-0.0011733-0.0018887i,-0.0013875-0.00045i
0.0018053+0.0031888i,0.0017062+0.014035i,-0.0072796+0.026746i,-0.019251+0.027858i,-0.020364+0.011585i,-0.0088682-0.0048329i,0.0022959-0.0060001i,0.0083745-0.0026945i,0.0092859-0.0020355i,0.0055295-0.0027102i,0.0022721-0.0047389i,0.0030104-0.0058129i,0.0050079-0.0053296i,0.0056109-0.0038958i,0.0046577-0.0037522i,0.00042656-0.0057882i,-0.0039036-0.0058796i,-0.0033272-0.0038895i,-0.00095986-0.0026982i,-0.00073844-0.0019692i,-0.0010288+0.00021201i,0.00070681+0.0022613i,0.00245+0.0020852i
0.0022973+0.0066503i,0.0040597+0.0098637i,0.0098917+0.0094654i,0.020968+0.0075486i,0.023526+0.010346i,0.012557+0.0096467i,0.0020692+5.3945e-05i,-0.0019297-0.010728i,-0.0016842-0.015304i,-0.00060315-0.012383i,0.00011605-0.0056436i,0.0018273-0.0002143i,0.0041824+0.0014429i,0.0045469+0.0013407i,0.0030426+0.0022147i,0.0016433+0.0040196i,0.0016738+0.0035696i,0.00281+0.0022375i,0.0032324+0.0022679i,0.0017076+0.0024851i,0.00025185+0.0017245i,-6.1944e-05+0.00095878i,4.6868e-05+0.0012486i
-0.0021845-0.0031251i,0.00012457-0.0075005i,0.0069444-0.014837i,0.0093467-0.019688i,0.006874-0.018799i,0.0079161-0.012183i,0.0083017-0.0046731i,0.0057849-0.00057846i,0.0046641+0.0018279i,0.0053196+0.0028733i,0.0051458+0.0033085i,0.0033173+0.0051452i,0.00061143+0.0077221i,-0.0011183+0.0077251i,-0.00053042+0.0050182i,0.0013496+0.0013836i,0.0027893-0.0018127i,0.0016445-0.0029213i,-7.0811e-05-0.0019057i,-0.00064168-0.00052149i,-0.00063758-5.6381e-05i,-0.00017564-0.00025078i,-1.0962e-05-0.00033716i
0.0026253-0.00017837i,0.0067978-0.0050185i,0.0096724-0.0085117i,0.0050099-0.0053506i,-0.0044997+0.0020436i,-0.0086175+0.0035829i,-0.0038612-0.00036667i,0.0028603-0.0028462i,0.0068038-0.0012116i,0.0064638+0.0025538i,0.0031713+0.0019633i,-0.0020705-0.0024557i,-0.0052388-0.0048496i,-0.0030275-0.0050227i,-0.0010253-0.0036219i,-0.0015525+0.0011773i,-0.0018794+0.0050221i,-0.0013495+0.0047795i,-0.0013331+0.002396i,-0.0014416+0.00061965i,4.8927e-06-0.00088721i,0.0008419-0.00159i,-5.5824e-05-0.0011535i
-0.0047819-0.0014335i,-0.0095758+0.00033029i,-0.01794+0.00044375i,-0.018571-0.0044315i,-0.0065487-0.0068124i,0.0042084-3.0187e-05i,0.0057323+0.0086256i,0.0039404+0.013255i,0.00082887+0.012977i,-0.0013312+0.0093016i,-0.00043145+0.0042049i,0.0012885-0.00029212i,0.0022255-0.0023927i,0.003789-0.0018497i,0.0053196-0.0013725i,0.0046343-0.0035845i,0.0027775-0.0055781i,0.0019647-0.0053948i,0.0026093-0.0039847i,0.0016639-0.0026665i,-0.00039434-0.00046409i,-0.0009344+0.0019188i,-0.00016913+0.0031212i
-0.0064495+0.0019419i,-0.0085294+0.0058994i,-0.012428+0.012594i,-0.011586+0.019019i,-0.0088774+0.017713i,-0.0035919+0.010037i,0.0030185+0.0062207i,0.0065065+0.0048923i,0.005778+0.0026341i,0.0024653+0.0013349i,0.00083664+9.15e-05i,0.0035494-0.0006332i,0.0067906+0.00017534i,0.0062104+0.0010795i,0.0038906+0.0010658i,0.00098139+0.00066251i,-0.0016528+0.0010574i,-0.0024565+0.0026516i,-0.0015853+0.0029697i,-0.00056245+0.0015036i,-0.00046736-0.00015544i,-0.0012472-0.00059278i,-0.00089984-7.862e-05i
0.0018801+0.00017506i,0.0063369+0.0003232i,0.013091+0.0030783i,0.018482+0.0075204i,0.017925+0.010146i,0.010133+0.010579i,0.0014022+0.0086398i,-0.0033023+0.005272i,-0.0049231+0.00044521i,-0.0031266-0.0024269i,-0.00058095+0.00035805i,-0.00031537+0.0034945i,-0.002455+0.0030462i,-0.0046153+0.00063786i,-0.005123-0.00093477i,-0.0024061-0.00017222i,0.0019568+0.00046775i,0.0034028-0.00052403i,0.0015667-0.00098189i,4.2014e-05-0.00054594i,-0.00057852+3.8865e-05i,-0.00055916+5.5019e-05i,-0.00058562-0.00012891i
0.0011686+0.00094246i,0.0068835+0.001558i,0.012758+0.0023907i,0.011234-0.00066169i,0.0044508-0.0066796i,0.00062393-0.0083644i,-0.00018542-0.0043835i,0.0001662-0.00013818i,0.0013443+0.0015383i,0.0012398+0.0015154i,-0.00046806+0.0016569i,-0.00098474+0.00061776i,-0.00028384-0.0013201i,0.00036258-0.0018342i,0.00035051-0.0021467i,-0.0021879-0.0019071i,-0.0051014-0.0011738i,-0.0055794-0.0017496i,-0.0039235-0.0019247i,-0.0017955-0.00071821i,0.00018655+0.00089622i,0.001193+0.00092702i,0.00055049-0.0002276i
0.0023811+0.0011932i,0.0046167-0.0004505i,0.0058009-0.005503i,0.0059312-0.0090556i,0.0031536-0.0061171i,-0.0030365-0.00076007i,-0.0064212+0.0010911i,-0.0064361+0.00018379i,-0.0051461-0.0004505i,-0.0037586-9.2686e-05i,-0.0040223-0.0001026i,-0.0032431-0.0011355i,-0.00050639-0.0016997i,0.0018615-0.0018791i,0.0036497-0.0010287i,0.0044726-0.00051959i,0.0045165-0.0010789i,0.0042282-0.00037941i,0.0042729+0.00039328i,0.00309-0.00010366i,-0.00016809-0.00029666i,-0.0023675+0.00034354i,-0.0029967+0.00076957i
-0.0043245+0.0030901i,-0.0091828+0.0031749i,-0.015064-0.00058166i,-0.014545-0.0064891i,-0.007307-0.0082291i,0.00028169-0.0049635i,0.0026724-0.0013184i,0.0013944+0.0021536i,-0.00016101+0.0036494i,-6.1704e-05+0.0012698i,0.0002728-0.0022176i,0.00061491-0.0021269i,0.00065862+0.00069912i,-6.4838e-05+0.0021647i,0.00057024+0.001385i,0.0017084-0.0012237i,0.00046581-0.0029893i,-0.00074051-0.0022215i,-0.00062822+0.00022305i,-0.00012216+0.00079729i,0.00042882-0.00032872i,0.00039988-0.001424i,0.0014196-0.0012469i
-0.0021426+0.0028952i,-0.0032907+0.0014828i,-0.0048769+0.0031958i,-0.0066018+0.0081014i,-0.0069389+0.011339i,-0.0058588+0.0074038i,-0.0035241+0.001746i,7.4531e-05+0.00018958i,0.0036887-0.00030524i,0.005305-0.0015523i,0.0041799-0.0023768i,-0.00021527-0.0020732i,-0.0034416-0.0010074i,-0.0033249-0.00031053i,-0.0024225+0.000742i,-0.0009499+0.0032259i,-1.1031e-06+0.0040867i,-6.8402e-05+0.0031786i,-2.1588e-05+0.0020293i,0.00013481+0.0010057i,0.00071428-0.0004826i,0.00057441-0.0013981i,-0.00017526-0.00060486i
-0.00058825-0.00146i,0.0033282+0.002641i,0.0062974+0.0089844i,0.0075819+0.011556i,0.0096882+0.010166i,0.0089759+0.0083227i,0.0050412+0.0069999i,0.0016355+0.0064013i,0.00013029+0.0049942i,0.0010089+0.0031329i,0.001983+0.001341i,0.0015065-0.00057466i,0.0003179-0.0018945i,0.00021409-0.0027614i,0.00022823-0.0023904i,-0.00097007-0.0019372i,-0.0015627-0.0020239i,-0.00089697-0.0024074i,-0.00019474-0.0019474i,-9.1902e-05-0.00010465i,-2.607e-05+0.0020619i,0.00067292+0.0030125i,0.0018484+0.0021104i
-0.0012955+0.0017755i,0.0034514+0.0046347i,0.0084807+0.0053712i,0.010206+0.0031227i,0.0066404-0.00028694i,0.002188-0.0019981i,0.00071417-0.00012941i,0.00053302+0.0011228i,-0.00020438+0.00092817i,-0.0012762+0.0022407i,-0.0013994+0.0019516i,0.00022777-0.0019463i,0.0015633-0.003857i,0.0018337-0.0017789i,0.0019074-0.00082591i,0.000752-0.00062781i,0.00026999+0.00057162i,0.0012518+0.0012617i,0.00094518+0.0006772i,5.906e-06-0.00075913i,-0.00030273-0.00079418i,-0.00095261-7.3523e-05i,-0.0013883-0.0007109i
0.00067878-0.0023329i,0.00065046-0.0084834i,0.0031609-0.014459i,0.0069178-0.015429i,0.0051284-0.0093155i,0.0011462-0.00090318i,-0.0011047+0.0033135i,-0.0030754+0.0025551i,-0.003965-0.00020048i,-0.0039716-0.0017194i,-0.001562-0.0016151i,0.0016001-0.00093869i,0.0016838-0.0011323i,0.0007678-0.0015145i,0.0012512-0.00047249i,0.0031703+0.00042147i,0.0034213+9.0073e-05i,0.0022316-0.00021699i,0.0016702-0.00043902i,0.0010896-0.0011611i,0.00032376-0.00096075i,-0.00072185-1.1069e-05i,-0.00070308+0.00095977i
-0.00055338-0.00064895i,-0.00050771-0.0022493i,-0.0021448-0.0044436i,-0.0049309-0.0057674i,-0.0057698-0.0057653i,-0.0036629-0.0045535i,-0.0027337-0.0027692i,-0.0021752-0.0017601i,-1.4787e-05-0.0021907i,0.0010571-0.0024023i,0.001427-0.0012496i,0.0012975+0.00037616i,-0.00014648+0.00024149i,-0.00057768-0.00072952i,-0.0013077-0.0014329i,-0.0032116-0.001665i,-0.0034081-0.00097818i,-0.0026404-0.00069565i,-0.0019752-0.00054163i,-0.00048104+0.00024043i,0.001117+0.00029259i,0.0016789-0.00043623i,0.001192-0.00050187i
0.0021503+0.0037391i,0.0016403+0.0039414i,-0.00082806+0.0053076i,-0.0055309+0.0063727i,-0.0064609+0.0057204i,-0.0059877+0.0025533i,-0.0060278-6.4915e-05i,-0.0031077+0.00028383i,0.0014548+0.00018751i,0.0039431-0.00076198i,0.003599+0.00070909i,0.0015292+0.0019046i,0.00098376+0.0013301i,0.0016997+0.00029255i,0.00029244-0.0011338i,-0.0012556-0.0019085i,-0.00069702-0.00091094i,0.00026726-0.00025061i,-0.00041621-0.000731i,-0.0014208-0.00022865i,-0.0017819+0.00030607i,-0.0018809+0.00095857i,-0.0017991+0.002128i
-0.00023494+0.0044654i,0.00086287+0.0092415i,0.00067979+0.014136i,0.0018274+0.013634i,0.0039377+0.0077866i,0.0038825+0.002593i,0.0027401+0.00013741i,0.0031127+0.00071101i,0.0030166+0.0024192i,0.001035+0.0030993i,-0.0014708+0.002368i,-0.001854+0.001232i,-0.0001675+0.00066058i,0.0016187+0.00050128i,0.0033328-0.00056177i,0.0036267-0.0023072i,0.0032096-0.0017359i,0.0021193+0.00092265i,0.00086893+0.0019243i,-0.00069687+0.0010475i,-0.0017846-0.0010327i,-0.0011622-0.0017229i,0.000344-0.0014842i
0.0022667+0.0026921i,0.0047454+0.0020755i,0.0089347+0.0015187i,0.011136+0.001564i,0.0071713+0.0012056i,0.0014075+0.0016479i,0.00078486+0.0023456i,0.0024677+0.0017526i,0.0022039+0.00061257i,0.00031839-0.00054516i,-0.0018818-0.0016024i,-0.0021347-0.0022295i,-0.00030302-0.00017851i,-8.9298e-05+0.0027884i,-0.00049601+0.0046344i,4.1679e-05+0.0056127i,0.00011641+0.0043697i,-0.00017857+0.0021819i,-0.00014891+0.0012419i,0.00041585+0.0012284i,0.00097401+0.00046821i,0.00054464-0.00087207i,-0.0010969-0.0015307i
-0.003005-0.0038886i,-0.0021164-0.0072329i,0.00028562-0.01156i,0.0020038-0.011755i,0.0027918-0.0068032i,0.0041687-1.0144e-05i,0.0057125+0.0040001i,0.005531+0.0036734i,0.003196+0.0024108i,0.0015576+0.00038916i,0.00209-0.0011816i,0.0012565+0.00024465i,-0.00010558+0.0018607i,7.4966e-05+0.0023014i,0.00015496+0.0019081i,-0.00015797+0.0013075i,0.00036844+0.00072243i,0.0010137-0.00039232i,0.0010518-0.00012473i,0.0017503+0.00097956i,0.0024966+0.0012429i,0.0024669+0.00096932i,0.0025762+0.00091434i
0.0011372-0.002407i,0.0046533-0.0051995i,0.0044669-0.0075546i,-0.00081703-0.0079162i,-0.002064-0.0050884i,0.00045587-0.0018317i,0.00080682-5.4606e-05i,-0.00029323+0.0015155i,0.00027753+0.0031285i,0.0024336+0.003933i,0.0043918+0.0030701i,0.0018976+0.0017967i,-0.0026465+0.0014728i,-0.0032046+0.00023555i,-0.0024304-0.001418i,-0.002399-0.0017984i,-0.0019195-0.002058i,-0.00081681-0.0023288i,-0.00037971-0.0015147i,-0.0017379-0.00058405i,-0.0020758-5.8595e-05i,-0.0012234-0.00073771i,-0.00094449-0.0013538i
0.0010004+0.0056479i,0.0005061+0.0087808i,-0.0019312+0.01012i,-0.0040142+0.0081275i,-0.0027443+0.0055534i,-0.002091+0.004223i,-0.0030796+0.0029805i,-0.0040953+0.0029628i,-0.004571+0.0031376i,-0.0039462+0.0031998i,-0.0026957+0.0026905i,-0.0018057-0.00033903i,-0.0014107-0.0037157i,-0.00013936-0.0038802i,0.0028582-0.0022721i,0.0042535-0.00018689i,0.0029014+0.0020245i,0.00029053+0.0027997i,-0.0015689+0.001176i,-0.0013711-7.0263e-05i,-0.00087761-0.00050782i,-0.0010091+0.00016051i,-0.00046485+0.0011692i
-0.00019467+0.004981i,0.00067407+0.007779i,0.0011987+0.010866i,0.001872+0.010292i,0.0024462+0.0054736i,0.0010039+0.0022179i,-0.0011728+0.0021447i,-0.002914+0.0018373i,-0.0043938+0.0010253i,-0.0052382-0.00046309i,-0.0040876-0.0014153i,-0.0013964-0.0023165i,-5.9825e-05-0.0040049i,-0.0012181-0.003913i,-0.0021801-0.0018541i,-0.0030885-0.00081753i,-0.0026883-0.001626i,-0.0012038-0.001889i,-0.00074088-0.0011034i,-0.00036269-0.00084254i,0.00016793-0.00063054i,0.00079216+0.00022126i,0.00082248-0.00013342i
0.00028763+0.0001759i,0.0026105+0.0016173i,0.0072272+3.7197e-05i,0.0088196-0.00053414i,0.0046798+0.0018446i,0.0012522+0.0045081i,-8.2531e-05+0.0052586i,-0.00038565+0.002954i,0.00043447-0.00094252i,0.00091482-0.0032077i,0.00056133-0.0034723i,0.0010211-0.0017855i,0.0025983-0.00033705i,0.0033523+0.00054772i,0.00073459+0.0016376i,-0.001278+0.00094263i,-0.001092-9.568e-05i,-0.00085163-2.7832e-06i,-6.7591e-05+0.00062641i,0.00051822+0.0014754i,0.00058123+0.0022795i,0.00067819+0.0028679i,0.00025516+0.0023711i
-0.0023303-0.0012438i,-0.0012798-0.0021991i,0.0018947-0.0018378i,0.0048437-0.0020708i,0.0048786-0.00069009i,0.0036059+0.0018257i,0.0022939+0.0017677i,0.0024492-0.00074289i,0.0030903-0.0026903i,0.0026171-0.0021745i,0.0014218-0.00026066i,0.00022976+0.00050115i,-0.00021052-6.1105e-05i,0.0002877-0.0017408i,0.0016706-0.004744i,0.0020651-0.0058034i,0.0025209-0.00481i,0.0032766-0.0027201i,0.0023775-0.0016234i,7.2193e-05-0.0023833i,-0.00059862-0.0021714i,-0.00021695-0.00061255i,-0.00029229+0.00053058i
-0.0026455-0.002055i,-0.0037226-0.0034279i,-0.0053226-0.004464i,-0.0049035-0.0031919i,-0.0017143-0.0022202i,0.00037073-0.0033205i,0.00060024-0.002923i,0.00111-0.00098381i,0.0019739-0.00028435i,0.0023846+0.00071142i,0.0010982+0.0011169i,-0.00024621-0.00063726i,0.00021059-0.0013364i,0.0011759+0.00046187i,0.0025744+0.0018807i,0.0031774+0.0027367i,0.00064093+0.0025277i,-0.0018405+0.00073066i,-0.0020416+0.00030136i,-0.001223+0.00043209i,-0.0012416-0.00038653i,-0.0016028-0.00073632i,-0.0024748-0.00063716i
0.00021561+0.0020269i,0.0017243+0.0017591i,0.0011871-8.9277e-05i,-0.0015816-0.0014643i,-0.0027853-0.0015549i,-0.0025693-0.00093765i,-0.0018631-0.0001604i,-0.0007943+0.0012043i,0.00038752+0.0025856i,0.00077261+0.00076777i,0.00021918-0.0023361i,0.00021504-0.0040426i,0.0012979-0.0036629i,0.0017096-0.0020507i,0.0010083+1.732e-05i,0.00055158+0.0011101i,0.0014367+0.00029745i,0.0024162-0.00039062i,0.0026828-0.00013566i,0.0027078-0.00012103i,0.0019029-0.00026436i,0.00051066-0.00065968i,8.3322e-05-0.0003866i
0.0016633+0.0011854i,0.0026898+0.0035501i,0.0026304+0.0053013i,0.0016506+0.0049798i,3.2529e-05+0.0029981i,-0.00093797+0.0019211i,-0.0015464+0.0022595i,-0.0018587+0.0038387i,-0.00054043+0.0044652i,0.0017079+0.0016784i,0.0029489-0.0012055i,0.0019471-0.00045374i,0.00014927+0.0023221i,-0.0015964+0.0028844i,-0.0037639+0.00066032i,-0.0050138-0.00054872i,-0.0038756-0.00063855i,-0.0019086-0.0013808i,-0.0020835-0.0009986i,-0.002771+0.00077373i,-0.0020344+0.0017864i,-0.00075859+0.0014056i,-0.00018434+0.00086631i
-0.00086331+0.0037284i,0.0019678+0.0044805i,0.0054436+0.0061578i,0.0054056+0.0062585i,0.0024854+0.0048745i,0.0012712+0.0032011i,0.00065462+0.0024472i,1.8586e-05+0.0035318i,0.00053147+0.0046745i,0.0016049+0.0050895i,0.0021846+0.0043069i,0.00064267+0.002057i,-0.0016907-9.923e-05i,-0.0015115-0.002358i,0.0014776-0.00296i,0.002763-0.0016144i,0.0021155+0.0010102i,0.0016765+0.0031621i,0.00094454+0.0023947i,0.00087584+0.0010738i,0.00076973+0.0013407i,0.00044204+0.0019738i,0.0010867+0.0022474i
5.9477e-05+0.00012503i,0.0022896-0.0014549i,0.0050765-0.002964i,0.006426-0.004655i,0.0050958-0.0033378i,0.0023912+0.00098333i,0.0020567+0.0033417i,0.0020726+0.0031211i,0.0010438+0.0034915i,8.0498e-05+0.0055667i,-0.00080449+0.0065349i,-0.00076946+0.0033941i,-0.001429-0.00017503i,-0.0012748-0.00068193i,0.00028409+0.00071273i,-0.00015414+0.0023751i,-0.0013118+0.0014111i,-0.0013-0.0014092i,-0.00031887-0.0035659i,0.00010071-0.0036446i,-0.00026018-0.0018474i,-0.00049996-0.00093884i,-0.00068928-0.00091932i
