-0.0012541+0.00064764i,-0.0005798-0.00046715i,-0.00066035-0.00092991i,-0.0013247+0.00023688i,-0.0016126+0.0014233i,-0.0010332+0.0016594i,-0.00082423+0.0021473i,-0.00075119+0.0022566i,0.00014228+0.0017477i,0.0011687+0.00093166i,0.0014688+0.00030796i,0.0011915+0.00019993i,0.00087264+6.3563e-05i,0.0002681-0.00012604i,1.5612e-05-0.00023143i,0.00034831-0.00013668i,0.00019832+0.00031472i,-0.00024854+0.00078584i,-0.00032603+0.00077223i,-0.00042433+0.00018815i,-0.00036791+0.00025006i,-0.00019417+0.00066337i,-0.00012766+0.0011685i
0.0015319-4.1762e-05i,0.0035518+0.00086025i,0.0042318+0.001056i,0.0026849+0.0010582i,0.001201+0.0014808i,0.0010621+0.0010226i,0.00081685+0.00074414i,0.00014015+0.0014351i,-0.0003893+0.0012159i,-0.00055321+0.00070805i,0.00028663+0.0010306i,0.0011662+0.00069869i,0.00061084-0.00010638i,-6.3434e-05-0.00015244i,0.00022359+0.00029334i,-1.4152e-05+0.0010541i,-0.00077193+0.00098861i,-0.00055255-0.00023797i,0.00014708-0.0015251i,-0.00012512-0.0015126i,-0.00035506-0.001212i,-1.6419e-05-0.00091099i,-0.00046345+0.0002757i
-0.00067442+0.0017146i,0.00021569+0.0030637i,0.0009106+0.0030132i,0.0008348+0.0018628i,0.00023487+0.0014903i,-0.00034631+0.0021607i,-0.00089695+0.0020289i,-0.0011129+0.001196i,-0.00039738+0.00093172i,0.0010079+0.00015481i,0.0011477-0.00034077i,0.0012143-0.00016134i,0.0011922+1.4312e-06i,0.0008492-0.00030988i,0.0010321-0.0007811i,0.0013125-0.0012705i,0.0010275-0.0011134i,0.00041269-0.00015954i,0.00053399+0.00022697i,0.00051325-1.0288e-05i,-0.00044128-0.00011727i,-0.00085822+0.00023355i,0.00021743+0.00021848i
-0.001343-0.001737i,-0.0015271-0.0013383i,-0.0013623-0.00078745i,-0.00060378-0.00060027i,-7.6609e-05-8.2738e-05i,1.3848e-05+0.00042822i,-0.00028376+0.0010187i,0.00013097+0.001586i,0.00047077+0.0011804i,-0.0001545+0.0013234i,-0.00067442+0.0015402i,-0.00043607+0.0011522i,0.0004309+0.00051945i,0.00066432-0.00050242i,0.00020482-0.00026242i,0.00023979+0.00092017i,0.00019429+0.00099007i,-0.00029935+0.00042358i,-0.00049062-0.00029712i,-0.00028063-0.00044215i,-0.00090334+5.3765e-05i,-0.0016663+5.379e-05i,-0.0013511-9.2753e-06i
0.0013384-0.0044056i,0.0015183-0.005153i,-0.00031533-0.0046324i,-0.0019712-0.0018763i,-0.0019182+0.00064086i,-0.0014635+0.0008666i,-0.0010854-0.00010005i,-0.00099197+0.00030257i,-0.0010237+0.00086316i,-0.001486+0.00056295i,-0.0012101+0.00044385i,-0.000409-0.00040301i,0.00014281-0.00094493i,0.0011164+0.00042533i,0.0015983+0.00069231i,0.0014896-0.00012889i,0.0014883+0.00030917i,0.00072744+0.00035617i,0.00029009-0.00038185i,0.001107+0.00049678i,0.0011063+0.0015076i,0.00021814+0.00060875i,-0.00031036-6.3549e-05i
0.0013266-8.681e-05i,0.0027926+0.0008618i,0.0038602+0.00064577i,0.002155+0.0009042i,0.00054355+0.0013962i,0.00055615+0.0021764i,0.0002567+0.002651i,-6.0221e-05+0.0023155i,-0.00020106+0.0013386i,-0.00098494+0.00061491i,-0.0010658+0.00013443i,-0.00011719-0.00048909i,0.00074387-0.00012895i,0.00068256+0.0008301i,0.00070986+0.00060283i,0.00080772+0.00038052i,7.7397e-05+6.6478e-05i,0.00032567-0.0009385i,0.0014168-0.00095798i,0.0014428+0.00017231i,0.001275+0.00092007i,0.00066037+0.0010191i,-0.00029956+0.00080566i
-0.001043+0.0013833i,0.00012075+0.0032007i,0.00090481+0.0029207i,0.001328+0.0017837i,0.00037233+0.0012491i,-0.001125+0.00060991i,-0.00099144+0.00062541i,-0.00042336+0.00087213i,-0.00052664+8.1783e-05i,-0.00019909-0.00049017i,0.00036351-0.00023538i,0.00091735+0.00016974i,0.0015004+8.6912e-06i,0.0015604-0.00030465i,0.0017811-5.626e-05i,0.0011656+0.00013943i,0.00070306+0.00064729i,0.00095406+0.00069566i,0.00036565-0.00029708i,-0.00059703-0.00044172i,-0.00072334+0.00053457i,0.00046756+0.00067674i,0.00078588+0.00021153i
0.00043585-0.00035145i,-0.0014218-0.00081078i,-0.0020284-0.0012869i,-0.0017134-0.0014533i,-0.0014256-0.0005133i,-0.0016833+0.0013936i,-0.0020558+0.0023206i,-0.00073654+0.0017588i,0.0003225+0.00058801i,0.00035392-0.00039221i,0.00064036-0.00051654i,0.00065128+0.00062923i,-0.00026809+0.0010782i,-0.0001718+0.0011034i,0.00076541+0.0012006i,0.00073042+0.00094789i,7.6874e-06+0.00038715i,-0.00039037+8.5518e-06i,-0.00039273+0.0002513i,-0.00052765+0.00044594i,-0.00080166-0.00037619i,-0.0010129-0.0012513i,-0.00089388-0.0011153i
7.1064e-07-0.0017149i,0.00052342-0.0026763i,0.0010339-0.0030937i,0.0011968-0.0026342i,0.0015744-0.0014247i,0.0017254-0.00025548i,0.0018914+0.00096961i,0.0012392+0.0011266i,0.00089321+0.00079964i,0.0011937+0.00044711i,0.0010052+0.0004326i,0.00099368+1.3538e-05i,0.00015224-0.00036126i,3.2897e-05+0.00042024i,7.7919e-05+0.00044914i,-0.00047288+0.00020517i,-0.00024229+0.0001723i,0.0004277+0.00038721i,0.00052445+0.0003446i,-0.00022462-0.00012265i,-0.0010142-0.00066161i,-0.00081055-0.00032484i,-0.00055369-7.1937e-05i
0.0014931-0.0015242i,0.0020962-0.002245i,0.0025378-0.0017652i,0.0015333-0.00073963i,-0.00070084+0.00044218i,-0.0025897+0.0016383i,-0.0023616+0.0020519i,-0.00047505+0.0024673i,0.00073825+0.0022245i,0.0010447+0.0006751i,0.00076292-8.2158e-05i,-0.00025716-0.00019561i,-0.0010364-0.0009067i,-0.00085003-0.0010068i,-0.00034235-0.00077841i,0.00052427-0.00086564i,0.0014727-0.00070743i,0.0010006+0.00027766i,0.00017193+0.00015346i,-5.0386e-05-0.00082475i,-0.00036579-0.00040088i,-0.00056664+0.00041395i,-0.00010335+0.0011236i
0.00095058-0.00010576i,0.0017579+0.0011954i,0.0021155+0.0023898i,0.0025055+0.0019298i,0.0016166+0.00055637i,0.00049018+0.00051939i,-0.00049897+0.0015367i,-0.00077782+0.0017337i,-0.00029156+0.0007093i,0.00032235-0.00032035i,-2.0044e-05-0.00049157i,-0.00050746-5.6392e-05i,-0.001017+0.00048688i,-0.0016385+0.0006406i,-0.00083427+4.4265e-05i,0.00025602-0.0002273i,0.00056762+0.00026256i,0.00066546+0.00072947i,0.00047918+0.00011745i,-0.00010512-0.00054117i,-0.00026474-0.0006366i,-0.00067863+0.00021877i,-0.00076443+0.001074i
0.00028264+0.00018153i,-0.001619-0.00048858i,-0.0021472-0.0022655i,-0.0023041-0.0023109i,-0.0020415-0.0016684i,-0.0015481-0.0012458i,-0.00054742-0.00040506i,-3.3444e-05+0.00076877i,0.00040031+0.0016276i,0.00031169+0.0012819i,-2.8194e-05+0.00066686i,6.2769e-05+0.00035355i,-7.75e-05+0.00029262i,-0.00033501+0.00054373i,2.1162e-05+0.00061857i,0.00016336+0.0002409i,-0.00033397-0.0006527i,-2.9732e-05-0.00096441i,0.0006187-5.1518e-05i,0.00031166+0.00024165i,0.00034229-0.00058744i,0.0012316-0.00089958i,0.0010668-0.00066591i
-0.0012288+0.00030261i,-0.0013282-8.5164e-05i,0.00021045-0.00049639i,0.0011622+0.00031713i,0.00020811+0.0024745i,-0.00035287+0.0029448i,-0.0014654+0.0026683i,-0.0021601+0.0025748i,-0.0014163+0.0022146i,-0.0010267+0.00137i,-0.00080943+9.9248e-05i,-0.00079951-0.00053533i,-0.00071677-5.4605e-05i,-0.00047528+0.00025741i,-0.0003855+0.0004843i,4.0793e-05+0.00057881i,0.00033183+4.6559e-05i,0.00058638+0.00011537i,0.00046486+0.00068072i,2.8191e-05+0.0010337i,-0.00076358+0.00096117i,-0.00043275-8.3786e-05i,0.00017863-0.0010124i
-0.0018056+0.0002507i,0.00043414+0.0011025i,0.0027225+0.002762i,0.0030072+0.0025275i,0.002239+0.0018222i,0.0018738+0.0018188i,0.00081955+0.0011106i,-0.00013852+0.00049971i,-0.00018111+0.00048357i,9.8473e-05+0.00025211i,0.00024673+4.6482e-05i,0.00081112-0.00045632i,0.0010317-0.00089575i,0.00061879-0.00042673i,0.00063895-0.00017821i,0.00084831+2.7638e-05i,0.00070238+5.1543e-05i,0.00023975-0.00031647i,-0.00050121+5.2492e-05i,-0.0010381+0.00025659i,-0.00059066+0.00023968i,-0.00014888-0.00020795i,0.00046473-0.00025983i
0.0027105+0.0015511i,0.0037015+0.0013602i,0.0035405+0.001414i,0.0026851+0.00052321i,0.0013098-0.00074795i,-0.00032871-0.0016084i,-0.0014433-0.00050624i,-0.0019814+0.0011339i,-0.0015892+0.0010888i,-0.0010409-0.00013628i,-0.0007518-0.0010629i,-0.00024967-0.0012665i,-0.00034874-0.00071138i,-0.00055527-5.8065e-05i,7.9312e-05+0.00028185i,0.0011463+0.00046392i,0.00099479+0.00053304i,0.00072557+0.00027637i,0.00010913+0.00028207i,0.00011449+0.00033792i,0.00095348+0.00047282i,0.0010363+0.0007253i,-0.00031116+0.00040309i
-0.0003786+0.0004153i,-0.00096443+0.00091673i,-0.0014+0.00051974i,-0.0013823-0.00044669i,-0.00018226-0.0012097i,0.0003306-0.00033392i,-0.00012902+0.0005943i,-0.00057203+0.00013356i,-0.00055709-0.00080326i,-0.00033185-0.00087258i,-0.00059102-1.4259e-05i,-0.00053876+0.00054162i,0.00024261-2.2952e-05i,1.965e-05-9.8702e-05i,5.5937e-05+0.00022874i,0.00023983-4.018e-05i,0.00025404-0.00031238i,9.5495e-05-0.00030525i,6.8633e-05+6.5684e-05i,0.00048875+0.00036081i,0.00062334+0.00065194i,0.00056725+0.00075021i,0.00043436+0.0011787i
0.00063326+0.00018195i,0.00084041-0.0007318i,0.0014469-0.0016748i,0.0012714-0.0013138i,0.00026667+0.00013652i,-0.00057146+0.0010568i,-0.00066398+0.0012857i,-0.00021195+0.0016446i,0.00068537+0.0012161i,0.0010929+0.00062282i,0.0012785-0.00023313i,0.0013751-0.00056531i,0.00053448-0.00010994i,-0.00049097+0.0003986i,-0.0003999+0.0008225i,-0.00024497+0.0011153i,-0.0007197+0.0008017i,-0.00066455+0.00033453i,-0.00028579+0.00053753i,-5.5681e-05+1.0372e-05i,0.00014899-0.00061295i,0.00085565-0.00081931i,0.00084978-0.0012249i
0.0001866-0.0013534i,0.00097788-0.0016485i,0.0012917-0.0012532i,0.00083273-0.00047256i,0.00012454+0.000975i,-0.00043166+0.0012854i,-0.00078506+0.001197i,0.00070437+0.00078717i,0.0022065+0.00025889i,0.0013038+0.0010677i,0.00098528+0.0009095i,0.0015449+0.00010176i,0.0011437+0.00013321i,0.00028436+0.0001301i,-0.00021959+0.00042792i,0.00028546+0.00052814i,0.00072734+0.00047331i,0.00043563+0.0006563i,-5.705e-05+0.00023183i,0.00012634-0.00019649i,0.00083839-0.0010015i,0.00082677-0.00093467i,0.00049804-0.00015524i
0.00024706+0.00074938i,-0.00019823+0.0023084i,-4.5995e-05+0.0032976i,0.00086956+0.0034026i,0.0011176+0.0033609i,0.00066487+0.0026028i,0.00063898+0.0012871i,0.00063482+0.00066632i,0.00095385+0.00082311i,0.00098474+0.000933i,0.00035116+0.00066987i,0.00027471+2.5678e-05i,0.0011743-0.00083965i,0.0013969-0.00072667i,0.00077827+0.000168i,0.00038722+0.00058789i,-0.00026987+0.00041332i,-0.00019386-8.6021e-05i,0.00063235-0.0010392i,0.00075294-0.0011306i,0.00024078-0.00089938i,-0.00038811-0.00081056i,-0.00085409-0.00057412i
0.0016879+0.00034405i,0.0010943-0.00088705i,0.00028835-0.0020592i,-0.00028689-0.0031794i,0.0002151-0.0021037i,-0.00010042-0.00029518i,-0.00082701+0.00092161i,-0.0006907+0.0017654i,-6.2631e-05+0.0012722i,0.0003797+0.0007772i,-1.7764e-05+0.00052132i,-0.000578+0.00019855i,-0.00062454+0.00055584i,-9.5426e-05+0.00096325i,0.0003076+0.00093454i,0.00023826+0.00038043i,6.2556e-05+0.00014579i,0.00028641+0.00038709i,0.00052947+0.00029018i,0.00026589+0.00025492i,-0.00022475+0.00021449i,-0.0005649-4.1469e-05i,-0.00047268+0.00045653i
-0.0010676-0.0012305i,-5.8317e-05+5.678e-06i,0.00052609+0.00085943i,0.00055328+0.0022582i,-0.00061426+0.0025558i,-0.00094997+0.0023082i,-0.00047045+0.0017725i,7.9241e-05+0.0014041i,0.0005374+0.00091772i,-8.0413e-05+0.00028676i,-1.8098e-05+7.4316e-05i,0.00096909+0.00041237i,0.0011853+0.00082758i,0.0014628+0.001337i,0.0015241+0.00095409i,0.00084226+0.00023295i,0.000271+6.5797e-05i,0.00041964-4.1291e-06i,0.00058246+0.00052305i,0.00052793+0.0003969i,0.00030433+0.00014218i,-0.00028927+0.00015547i,-0.00010566-7.0737e-05i
6.1839e-05-0.00077635i,0.00057303+4.9236e-05i,0.0011268-2.6737e-05i,0.0016963+0.00058859i,0.0018932+0.0010839i,0.0011812+0.0008609i,0.00024072+0.00059683i,-0.00048002+0.00071853i,-0.00051395+0.00092959i,-0.00054653+0.0005105i,-0.00052522+0.00028094i,-0.00057888+9.6215e-05i,-0.00045158-0.00037352i,9.5717e-05+0.00053625i,-0.00056913+0.0012961i,-0.00049332+0.00093518i,0.00052442+0.00053514i,0.00048244+0.00035334i,0.00059635+0.00033366i,0.0010994-0.00019403i,0.001435-0.00046966i,0.0013799-0.00026159i,0.0004597-0.00011028i
0.00039039+0.0013963i,0.0014808+0.0014481i,0.0020261+0.0011182i,0.00053341+0.00028032i,-0.0016597-0.0003891i,-0.0023621+0.00095208i,-0.00087633+0.0016571i,0.00012816+0.0013098i,-0.00013276+0.00090057i,-0.00051664+0.00038188i,-0.00094669+0.00015323i,-0.00085758-0.00019375i,-0.0010407-0.00065508i,-0.0011577-0.00089809i,-0.00033936-0.00056583i,0.00046111-0.00058258i,0.0010518-0.00040753i,0.00094845-5.4442e-05i,7.7125e-05+0.00033058i,-0.0002735+0.000411i,-0.00029926+0.00048422i,-0.00018852+0.00081323i,8.9423e-05+0.00026238i
-0.00093131+0.0007485i,-0.00028907+0.0010678i,-2.1463e-05+0.00034441i,0.0011058-0.00061468i,0.001857+0.00074017i,0.0006615+0.0024456i,-0.00068685+0.0025022i,-0.00068437+0.0019083i,-0.00019027+0.00077054i,-2.7945e-05+0.00011072i,0.00041528-0.00039702i,0.00076266-0.00097394i,0.00092497-0.00049881i,0.00051643+0.00013057i,0.00023169-0.00040039i,0.001161-0.00022661i,0.0010566+0.00026916i,0.00012137+0.00035537i,0.00018469+0.00021883i,-1.4983e-05-0.00064924i,-0.00062884-0.0015013i,-0.00045874-0.0010661i,-0.00022583-0.00019476i
-0.00050596+0.00027766i,0.00022403-0.000437i,0.00079839-0.0010901i,0.00039166-0.0011456i,-0.00013086-0.0004791i,-0.00055433-0.00052897i,-0.0011838-0.0002368i,-2.8073e-06+0.00053805i,0.0011942+0.00040445i,0.00099673-5.1721e-05i,0.00054825+0.00034557i,8.6275e-05+0.00076889i,-0.00023742+0.00088605i,8.619e-05+0.0010562i,0.00050575+0.00024034i,0.00028759-0.00046161i,0.00021776-0.00018032i,0.00023091-0.00010825i,0.00033692+7.3267e-05i,0.00066019+0.00033476i,-0.00024512+0.00017248i,-0.00082753+0.00010334i,-6.4891e-05+0.00018305i
2.0806e-05+0.00049274i,0.00014632+0.001523i,0.00064946+0.0016336i,0.000615+0.0030345i,2.4601e-05+0.0040465i,4.8476e-05+0.0037048i,-0.00020498+0.0019993i,-1.8642e-05+0.00028565i,-0.00011259+5.5715e-05i,-9.938e-05+0.00043712i,8.8078e-05+0.00066231i,-1.3159e-05+0.00015037i,0.00030692-0.0006211i,0.00027266-0.00055457i,6.1113e-05+2.8069e-05i,0.00027527+0.00061139i,-6.8894e-05+0.00069685i,-0.00051959+0.00055583i,-0.00016274+5.2591e-05i,-0.00031962-0.0004468i,-0.0010458+8.586e-05i,-0.0006836+0.00014391i,8.4689e-05-0.00044242i
-0.00083455+0.0012498i,0.00058253+0.0020406i,0.0018433+0.0010818i,0.0024027-0.00095723i,0.0029294-0.0019342i,0.0022457-0.00059842i,0.0011367+0.00085956i,-6.8568e-05+0.0010509i,6.6583e-05+0.00048733i,0.00044171+0.00059234i,0.00023264+0.00074832i,0.0002759+0.00018281i,0.00025329-8.8421e-05i,0.00027588+1.8172e-05i,0.00033107-1.8041e-05i,0.00021047-0.00065601i,0.0008349-0.00058823i,0.0008563+0.00048327i,0.00078822+0.00091395i,0.00081013+0.00055094i,0.00042018+9.743e-05i,0.00064875-4.0447e-05i,0.0005568+0.0001529i
-0.0007086+0.0011251i,-0.00058094+0.00030197i,-0.0011987+0.000245i,-0.0019593+0.00020864i,-0.0020021-0.00010106i,-0.0022198+0.00026082i,-0.0022677+0.00067447i,-0.0010012+0.00070931i,-0.00037433+0.00021646i,-0.00023178-0.00058492i,0.00077057-0.00080251i,0.00061544-6.6338e-05i,7.7168e-07+0.00058474i,0.00030479+0.00080801i,0.00061098+0.00024127i,0.00067355-0.00042449i,-1.3261e-05-0.0010223i,5.8194e-05-0.00093978i,0.0001387+6.4485e-05i,-0.00042229+0.00050729i,-0.00076525-0.00013028i,-0.0010354-0.00038754i,-0.00066909-0.00037033i
0.00084319-0.00026788i,0.002497+0.00072284i,0.0022647+0.0012834i,0.00087121+0.0015233i,0.001509+0.0027773i,0.0016567+0.0027061i,-0.00016723+0.0015159i,-0.0011313+0.00066783i,-0.0010465+0.00090097i,-0.00088608+0.00064458i,-0.0006971-0.00010092i,-0.00057334-0.00064552i,-0.0005118-0.00019535i,-0.00050364+0.00052465i,-0.00037653+6.6902e-05i,0.00056671-0.00045595i,0.0012458-8.8592e-05i,0.00039716-3.057e-05i,0.00034039-0.00039717i,0.00055537-4.8199e-05i,-0.00061645+0.00019661i,-0.000626-2.8185e-05i,0.00038116-0.00018966i
-0.00042037-0.00038014i,0.00028511+0.0020877i,1.1619e-05+0.0023772i,0.00012651+0.00068473i,0.00032903+0.00018522i,-8.8804e-05+7.5769e-06i,-1.7217e-05+0.0004301i,0.00052336+0.00037451i,0.00052772-0.00013851i,0.00062318-0.00046964i,0.0005174-0.0001666i,6.4709e-05+0.00044255i,4.9e-05+3.8244e-05i,0.0010524-0.00063576i,0.0017543-0.00035402i,0.0016731+0.0007404i,0.00070105+0.00095137i,-7.875e-05+0.00015767i,-0.00013544-0.00011832i,7.2186e-05-0.00017164i,-0.00019208-0.00022776i,-0.0004808+0.00041399i,-0.00072321+0.00082403i
-0.0023405+0.00019367i,-0.0016952+0.00060628i,-0.00095753+0.00071429i,-0.00024194+0.0011036i,8.7199e-06+0.0021609i,0.00083396+0.0031833i,0.0002369+0.0028093i,-0.0010143+0.0019904i,-0.00092591+0.0014484i,-0.00049816+0.00017018i,-0.00021633-0.00027331i,5.1834e-05+0.00062847i,-0.00034398+0.00093632i,7.0416e-05+0.00084316i,0.0010955+0.0012881i,0.00017589+0.00094739i,-0.00058936-0.00012683i,-0.00037901-0.00029638i,-0.00053815-0.00016308i,-0.00029216-0.00051597i,6.1187e-05-9.7507e-05i,0.00032967+0.00053358i,0.00023116+6.9787e-05i
-0.00021294-0.0010269i,4.5396e-05-0.0011934i,-6.2171e-05-0.0011573i,-0.00029279-0.00080057i,0.00038884-0.0004246i,0.00055114-0.00013749i,0.00065789+0.00052198i,0.0003622+0.0012915i,-0.00023679+0.00089608i,-8.3063e-05-0.00034563i,0.00074171-0.00010117i,0.0007212-4.8466e-05i,9.9123e-05-6.7188e-05i,0.00017916-2.3958e-05i,-0.00017829-0.00026773i,-0.0003428+0.00023239i,-0.00029377+0.00011924i,-0.00034696+0.00032653i,0.00012803+0.00074533i,-0.00025222+0.0011783i,-0.00057554+0.0011638i,-3.7733e-05-0.00016927i,-0.00011208-0.0008931i
0.0011196-0.00046804i,0.0022178-0.0014734i,0.0031532-0.0016386i,0.0016724-0.00058151i,-0.00029824+0.00063468i,-0.0014992+0.0011895i,-0.0019457+0.00071308i,-0.0017203+0.00083452i,-0.00078812+0.00082267i,-0.00050675-1.3427e-06i,-0.00082537-1.3631e-05i,-0.00064046+2.4232e-06i,-0.0004796-0.00022898i,-0.0005721-7.0551e-05i,-0.00015444-0.00013915i,-0.00017628-0.00029455i,-0.0001712-0.00050944i,-0.00018706-0.00010851i,0.00021639+0.00047721i,0.00042018+0.00026652i,0.0002205-0.00041044i,-0.00017035-0.00061972i,0.00015202+0.00030515i
0.0012237+0.00010926i,0.0011937-0.00037193i,0.0014957-0.0014197i,0.0018286-0.0023542i,0.001777-0.0014681i,0.0016962+0.0005858i,0.00099459+0.0018874i,-6.8767e-05+0.0018821i,-0.00023605+0.00083654i,0.00047611-0.00026058i,0.0010266-0.00020548i,0.0009061-0.00015375i,0.00061515-0.00068341i,0.00036929+0.00024831i,-5.0454e-05+0.00098376i,0.00034588+0.00060716i,0.00063278+0.00079156i,-0.00030589+0.00050948i,-0.00062809+0.00011137i,-4.8022e-05+0.00046328i,-0.00022046+0.00054936i,-0.0003601+0.0002271i,0.0001587-0.00039349i
0.00039839+0.0019733i,0.00020661+0.0018167i,-5.4115e-05+0.00061304i,-0.0001233-0.00080039i,-0.001082-0.0012456i,-0.0016866-0.0011096i,-0.0015204+0.00059571i,-0.0012326+0.0010177i,-0.0010243-6.4949e-05i,-0.0012168-0.00035459i,-0.00074018-0.00013022i,-4.2877e-05+0.00035336i,0.00034263+0.00066858i,0.0002481+0.0011083i,-0.00030447+0.0011897i,-0.00017853+0.0010353i,0.00022149+0.00045446i,0.00089794+9.3696e-06i,0.0010451+0.00020668i,0.00025348+0.00040272i,-0.00061589+9.4891e-06i,-0.00088736+2.5182e-05i,-0.0010731-0.00013887i
0.0010646+0.00037804i,0.0024308+0.00045215i,0.002181+0.00044477i,0.0019718+0.00069497i,0.0019563+0.002188i,0.00026359+0.0024579i,-0.0011505+0.0020676i,-0.0010216+0.0016593i,-0.00051036+0.0015129i,-1.3429e-05+0.00047426i,0.00015086-0.00081898i,0.00017736-0.00094049i,-0.00057014-0.0013139i,-0.0011631-0.00073642i,-0.00076029+9.89e-05i,0.00029517-9.313e-05i,0.0010795-0.00055528i,0.0008307-0.00050802i,0.00072476+0.00018655i,0.00020173+0.00033235i,-0.00020377-0.00030138i,-0.00029832-0.00021917i,-2.1304e-05-4.9723e-05i
-0.002126+0.0005025i,-0.00080164+0.0017759i,0.00044651+0.0014708i,0.00064798+0.0015672i,0.00056797+0.0016363i,0.0011634+0.00071281i,0.0014485+0.00034715i,0.00077363+0.00055841i,-0.00035973+0.00056776i,-0.00059634+0.00050003i,6.2095e-05+0.00036409i,9.0566e-05+0.00052623i,-0.00021178+0.00098257i,0.00014855+0.00076712i,0.0015742+0.00076706i,0.0017486+0.00080642i,0.0011439+0.00059811i,0.00059575-9.4061e-05i,-4.7614e-06-0.00022747i,0.00021921-5.4401e-05i,9.3792e-05-0.0003207i,-0.00080679-0.00015801i,-0.00055618+0.00041875i
0.0017537-0.00034505i,0.0020027-0.00034261i,0.0022706+0.00018951i,0.0012308-7.7699e-05i,-0.0010401+0.00023666i,-0.002491+0.0012097i,-0.0022292+0.001656i,-0.0011544+0.0017886i,-0.00083932+0.001412i,-0.0003829+0.0005732i,-4.8058e-05+6.1854e-05i,-0.00050914+0.00017204i,-0.00053605-0.00018523i,-0.00020821-0.00046506i,8.4147e-05+3.4007e-05i,0.00026291+9.7324e-05i,0.0003052+0.00045233i,-0.00046213+0.00050948i,-0.0013512+5.8334e-05i,-0.00042068+0.00020554i,0.00055805+0.00026254i,-0.00036028+0.00027742i,-0.00066573-0.00056841i
0.0007855-0.0011572i,-0.0003067-0.0013158i,-0.0016529-0.00054625i,-0.0012219+0.00021756i,-0.00013875+0.0010229i,0.00021364+0.0018108i,-2.7919e-05+0.0017061i,-0.0006273+0.00083512i,0.00016732+4.7048e-05i,0.00072169+2.0298e-05i,0.00042153+0.00056483i,0.00098999+0.00057885i,0.0010196-0.00021111i,0.00059775-0.00031237i,0.00087878+0.00026636i,0.0015168+0.00012869i,0.0016375-0.00026928i,0.0011744-2.6483e-05i,0.0010234-0.00010543i,0.00066305-8.8672e-05i,-0.00053962+0.00047465i,-0.00053234+0.00077011i,-7.5628e-05+0.00049395i
-0.0003117+0.001008i,0.0010918+0.0014483i,0.0010418+0.0020641i,8.3831e-05+0.0018887i,-0.00069176+0.0014735i,-0.0007835+0.00040554i,-0.00090693-1.663e-05i,-0.00037358+0.00071232i,0.00036774+0.00046736i,0.00059539-0.00088799i,0.0010707-0.0010687i,0.00096362-0.00025871i,0.00027685+0.00013258i,-7.3013e-05-0.00041646i,-0.0003483-0.00083877i,8.658e-05-0.0010533i,0.00059019-0.0014476i,0.00049859-0.0011664i,0.00010914-0.00027816i,-0.00038286-0.00030566i,-0.00024913-0.00054097i,5.0258e-05+2.0449e-05i,-0.00024715+0.0003289i
0.0013628-0.00024413i,0.0023802-0.0010106i,0.0018453-0.0010405i,0.00051304-0.0011141i,0.00063517+0.00016313i,0.00029236+0.0022066i,-5.1973e-05+0.0029115i,0.00063744+0.0026058i,0.0010459+0.0013873i,0.00022772-0.00024361i,4.2102e-05-0.00082137i,0.00061328-4.1551e-05i,-0.00017416+9.1898e-05i,-0.00082044+0.00020091i,-0.00059688+0.00077457i,-0.00048922+0.00051942i,-0.00041624-0.00013429i,-0.00018806+0.00041771i,-4.9112e-05+0.00075658i,9.7999e-06+0.00025033i,0.00037931+0.00016028i,0.00034866+0.00046939i,0.00028523+0.00060358i
0.0014959-0.00092833i,0.0014172+0.00010762i,0.0013232+0.00022132i,0.00068898+0.00043922i,8.745e-05+0.00069606i,9.101e-05+0.00045184i,-0.00059858+9.5978e-05i,-0.0013941-0.00028485i,-0.0013204+0.00019694i,-0.00085086+0.00098724i,-0.0008096+0.00029573i,-0.00084246-5.0877e-05i,-0.00068746+0.00014377i,-0.00028475+0.00062634i,0.00010447+0.00089984i,0.00054095+0.00011253i,0.0001915-0.00090752i,-0.00045205-0.0009304i,-0.00027096+0.00021342i,-0.00034881+0.00048894i,-0.00040823+0.00058279i,-0.00074512+0.00028108i,-0.00066867-0.00031306i
-0.00071017-0.0010398i,-0.00062302-0.0010195i,-0.0012837-0.00045584i,-0.0020888+0.00096788i,-0.0023073+0.0018982i,-0.0020404+0.0016933i,-0.0013798+0.0012884i,-0.00093878+0.0014758i,-0.0007023+0.0016173i,-0.00059182+0.0016472i,-0.00068663+0.0012945i,-0.00036167+0.00057098i,-3.6537e-05+0.00041846i,0.00099822+0.00093979i,0.0012759+0.0016347i,0.00058319+0.00052946i,0.00045333-0.00064551i,0.00080778+0.00010897i,0.0010206+1.8793e-05i,0.00077023-0.00078007i,0.00035425-0.00055786i,0.00028434+0.00026399i,-0.00028596+0.00060105i
0.00056909+0.00033046i,0.0003016+0.0009914i,-0.00015023+0.0014616i,0.00046581+0.00061223i,0.00092741+0.0004665i,0.00099324+0.00080385i,0.00067951+0.0012585i,-3.2298e-05+0.00097287i,-0.00025351+0.00038258i,4.6092e-05+0.00056554i,-0.00067693+0.00051934i,-0.0014124+0.00015428i,-0.00083185+7.7915e-05i,6.5682e-06+0.00054548i,4.4652e-05+0.00095646i,3.4884e-05+0.00071145i,2.943e-05-0.00012969i,0.00012551+0.00049849i,0.00070044+0.00081425i,0.00040675-0.00048921i,0.00047396-0.00061703i,0.00035567+0.00024364i,1.0491e-05-3.7128e-05i
