0.0024385-0.00028286i,0.0031907-0.00069231i,0.0021526-0.0023551i,5.7887e-05-0.002623i,-0.002636-0.00077879i,-0.0034361+0.00098022i,-0.0013933+0.00073906i,2.8509e-05+0.0012161i,0.00070314+0.00086322i,0.00079824-0.00029304i,0.0002055-0.00035503i,1.2859e-05-4.6832e-05i,0.00094997+0.00023584i,0.0012883+0.00066761i,-0.00011613+0.0007894i,-0.00072553+0.0005091i,-0.00026357+0.00035468i,0.00013208+5.8371e-06i,0.00015597+0.00010718i,5.7458e-05+0.00010359i,0.00014531-0.0001889i,0.0005399-0.00046214i,0.00018531-0.0005091i
-0.22988+0.36635i,-0.31639+0.39175i,-0.37222+0.25491i,-0.303+0.17291i,-0.079151+0.16212i,0.081408+0.10099i,0.066718+0.048309i,0.03178+0.03708i,0.025459+0.010565i,0.0083163+0.00092993i,0.0095651+0.02158i,0.017708+0.022885i,0.0014162+0.0061034i,-0.013651-5.3496e-05i,-0.0051971-0.0049241i,0.0084997-0.014748i,0.012286-0.015339i,0.01148-0.0029112i,0.015645+0.0059744i,0.01752+0.00077341i,0.0045045-0.0055319i,-0.0096035+0.00012954i,-0.0092821+0.0097001i
-0.10193-0.074199i,-0.18237+0.053394i,-0.17053+0.19986i,-0.10589+0.17184i,-0.10903+0.048887i,-0.12921+0.00021454i,-0.082949+0.0053285i,-0.048974+0.030806i,-0.034727+0.075487i,-0.001884+0.063764i,0.0028574-0.0006804i,-0.016889-0.025052i,-0.014983-0.0054191i,-0.0019614+0.0039751i,-0.010621-0.0040033i,-0.037263-0.0066232i,-0.047634+0.00067455i,-0.034614+0.0063049i,-0.017378+0.00867i,-0.0064632+0.012725i,0.0015153+0.017665i,0.0082687+0.018248i,0.0068363+0.010216i
-0.029984-0.31668i,0.074279-0.44302i,0.26399-0.42544i,0.34002-0.32041i,0.23766-0.22139i,0.10274-0.13771i,0.024381-0.080506i,-0.0018631-0.046248i,0.0036311-0.019289i,0.010945+0.006678i,0.012265+0.035509i,0.027048+0.037128i,0.040115+0.0023804i,0.030764-0.022343i,0.024203-0.017875i,0.035268-0.010835i,0.042128-0.013721i,0.033628-0.016906i,0.019587-0.014939i,0.011174-0.0090763i,0.0078969-0.0095353i,0.0021364-0.017503i,-0.0060103-0.019491i
0.38288+0.22777i,0.37427+0.19419i,0.082978+0.09395i,-0.14263+0.07608i,-0.10238+0.077431i,-0.034085+0.038118i,-0.032738+0.051319i,-0.00062688+0.049274i,0.0099448-0.024567i,-0.017047-0.058317i,-0.0078655-0.049604i,0.00088477-0.046793i,-0.019325-0.024727i,-0.028013+0.0053532i,-0.017427+0.016852i,-0.0028837+0.01332i,0.0049408+0.002765i,0.0022146-0.0053994i,-0.0035009-0.0078725i,-0.006811-0.010417i,-0.0095138-0.008807i,-0.0071829+0.0045324i,0.0051233+0.019502i
-0.30128+0.041452i,-0.379+0.14029i,-0.27577+0.16318i,-0.11516+0.06755i,-0.022085+0.020887i,0.045528+0.043221i,0.081172+0.017139i,0.050066-0.0060077i,0.032215+0.022133i,0.037726+0.026527i,0.0066777+0.019275i,-0.017228+0.039988i,-0.0015953+0.043455i,0.008295+0.017899i,-0.0046658+0.0026532i,-0.020397+0.011348i,-0.021378+0.024352i,-0.0071613+0.023382i,0.0049643+0.010817i,0.0069124+0.0018663i,0.009577+0.00052366i,0.013691-0.0057528i,0.0077889-0.015097i
-0.1156+0.10824i,0.010174+0.11869i,0.24037+0.032354i,0.27327-0.10349i,0.068805-0.17625i,-0.086634-0.155i,-0.11035-0.10538i,-0.084643-0.046112i,-0.039712+0.00041033i,-0.0045783+0.007778i,0.0086453-0.00066385i,0.012139-0.013608i,0.0044148-0.027811i,-0.0051898-0.025601i,-0.0032252-0.014801i,0.0040248-0.013812i,0.0034632-0.017475i,-0.0062031-0.015103i,-0.014089-0.0046401i,-0.01393+0.0048121i,-0.014758+0.0071386i,-0.021805+0.00936i,-0.021251+0.011778i
0.28432-0.48084i,0.17148-0.65727i,-0.15675-0.46667i,-0.29292-0.070318i,-0.14779+0.1173i,-0.049688+0.089839i,-0.027754+0.067436i,0.0068416+0.031455i,-0.0069437-0.014568i,-0.029924-0.0020434i,-0.02038+0.011773i,-0.021319+0.0082793i,-0.021021+0.022983i,-0.0037407+0.031782i,0.011916+0.015234i,0.014009-0.007342i,0.0070711-0.013392i,0.0062443-0.0017922i,0.012069+0.010253i,0.015186+0.013929i,0.016393+0.013128i,0.020373+0.0085427i,0.020519-0.00021772i
-0.1799+0.41828i,-0.21595+0.61205i,-0.15321+0.50828i,-0.074235+0.21614i,0.013916+0.052009i,0.12954+0.0069707i,0.15174-0.043899i,0.07593-0.052792i,0.031058-0.037296i,0.020306-0.050982i,0.017239-0.045834i,0.036319-0.024397i,0.042733-0.023185i,0.024084-0.026439i,0.0069819-0.011164i,0.0070243+0.014008i,0.01924+0.020982i,0.020454+0.004668i,0.0046152-0.012063i,-0.0084759-0.015931i,-0.0072928-0.015952i,-0.004755-0.015936i,-0.0071916-0.0062061i
0.24534+0.10047i,0.49108+0.036777i,0.62502-0.12046i,0.48395-0.18584i,0.20785-0.096724i,0.037869-0.0095687i,-0.018733-0.0023956i,-0.025015+0.0020267i,-0.0041718+0.025144i,0.0056645+0.035037i,-0.0078121+0.027403i,-0.030358+0.015735i,-0.043332+0.012078i,-0.037837+0.011528i,-0.030596+0.0032346i,-0.031086-0.0043415i,-0.033503-0.0029608i,-0.029791+0.0029132i,-0.01843+0.0050054i,-0.0093758+0.003633i,-0.0084255+0.0055089i,-0.0051318+0.0079536i,0.0031564+0.0025476i
-0.46705-0.46624i,-0.78366-0.51852i,-0.79388-0.19442i,-0.44137+0.12891i,-0.14001+0.12325i,-0.10664+0.056546i,-0.096872+0.093621i,-0.028377+0.080661i,0.0056967+0.038384i,0.025366+0.027195i,0.029727+0.012675i,0.013436+0.0067426i,0.014554+0.0090644i,0.020953+0.0025399i,0.013953-0.0021803i,0.0015302+0.00082489i,-0.002035+0.0071201i,0.0084572+0.013642i,0.02022+0.015792i,0.023366+0.012527i,0.018685+0.0065459i,0.0099645+0.0018211i,-0.0012009+0.0026427i
0.3455+0.36843i,0.48007+0.49326i,0.35672+0.33363i,0.09817+0.069096i,0.0032664-0.028863i,0.075586-0.048903i,0.096833-0.071236i,0.040434-0.044244i,-0.014483-0.0245i,-0.053986-0.030052i,-0.046041-0.029254i,-0.0091207-0.042833i,-0.0028652-0.051325i,-0.011304-0.031751i,-0.0013463-0.012358i,0.017824-0.014476i,0.024739-0.027135i,0.015614-0.031609i,0.0030431-0.023399i,-0.0011261-0.013511i,7.6232e-05-0.0091425i,-0.0011799-0.0042959i,0.00042114+0.00082852i
0.2128-0.2173i,0.36466-0.4511i,0.38923-0.57256i,0.26968-0.46182i,0.15455-0.27413i,0.073473-0.16928i,-0.01639-0.11305i,-0.061322-0.043133i,-0.040426+0.014926i,-0.0031558+0.043631i,0.015078+0.05705i,0.017781+0.058812i,0.021675+0.045074i,0.020789+0.020475i,0.0083446+0.0070491i,-0.0041991+0.012604i,-0.011163+0.022164i,-0.017628+0.020566i,-0.025017+0.0088453i,-0.029828+0.0019503i,-0.024673+0.0048737i,-0.010294+0.0061261i,-0.001194-0.0016629i
-0.58954+0.28042i,-0.83708+0.53637i,-0.66895+0.65129i,-0.30003+0.50075i,-0.15814+0.27992i,-0.17226+0.21819i,-0.094813+0.20408i,0.010389+0.10578i,0.0563+0.014429i,0.066658-0.028545i,0.040476-0.03594i,0.0078949-0.0073375i,-0.0027468+0.013039i,-0.0068927+0.011785i,-0.0077474+0.0091136i,-0.002873+0.0079082i,0.0035168+0.006883i,0.011776+0.0051518i,0.02025+0.00098704i,0.023294-0.0031149i,0.01934-0.0053141i,0.011107-0.0059005i,0.006-0.00051287i
0.40201-0.20832i,0.54332-0.29082i,0.34986-0.26846i,0.036823-0.15484i,-0.033676-0.053253i,0.058832-0.066306i,0.095332-0.11291i,0.071696-0.10135i,0.02789-0.06133i,-0.019831-0.025471i,-0.039181-0.016611i,-0.039885-0.033622i,-0.03661-0.034755i,-0.019393-0.020004i,-0.003017-0.018163i,-0.0060779-0.02598i,-0.017661-0.028437i,-0.024254-0.020121i,-0.022327-0.0030485i,-0.013077+0.0081273i,-0.0052061+0.0081112i,-0.0053782+0.0077813i,-0.0077594+0.010204i
-0.067682-0.23065i,-0.12962-0.41645i,-0.10164-0.46159i,-0.007953-0.34866i,0.020084-0.24839i,-0.025542-0.19126i,-0.079188-0.1103i,-0.092375-0.018226i,-0.059115+0.032527i,-0.0092445+0.034349i,0.026151+0.020844i,0.039777+0.0074192i,0.033207-0.0056101i,0.013269-0.010056i,0.00078497-0.0021298i,0.0083362+0.0086643i,0.021221+0.014161i,0.023711+0.016273i,0.017835+0.016335i,0.010765+0.015135i,0.0055259+0.013417i,0.0053387+0.0061833i,0.004822-0.0033074i
0.042673+0.5496i,0.11659+0.85047i,0.19672+0.82086i,0.21227+0.54178i,0.15875+0.35103i,0.1287+0.28598i,0.1203+0.19443i,0.076792+0.083334i,0.025495+0.0097509i,-0.0045944-0.023777i,-0.016608-0.017149i,-0.0082646+0.013846i,0.011308+0.030414i,0.022075+0.024607i,0.019302+0.013806i,0.010436+0.0062597i,0.005849+0.0002253i,0.011778-0.010599i,0.015072-0.023832i,0.00572-0.027819i,-0.005058-0.02248i,-0.0084972-0.014i,-0.0039498-0.0064093i
-0.10298-0.34431i,-0.16789-0.51248i,-0.23833-0.43331i,-0.24958-0.20057i,-0.14506-0.075552i,-0.048658-0.087129i,-0.02351-0.10159i,-0.0048313-0.08179i,0.0080335-0.050676i,-0.00032588-0.010183i,-0.013092+0.012721i,-0.026581+0.010446i,-0.03303+0.0090932i,-0.026558+0.0076875i,-0.023243+0.0019443i,-0.026283+0.0033473i,-0.025902+0.0073084i,-0.022094+0.0052212i,-0.014129+0.003494i,-0.0006632+0.0031822i,0.010282+0.0013382i,0.013087+0.003392i,0.010925+0.0085211i
-0.12574-0.040646i,-0.18445-0.074534i,-0.12759-0.13273i,-0.028937-0.19087i,-0.034746-0.18061i,-0.090988-0.080133i,-0.084156+0.029771i,-0.041091+0.080893i,-0.0050047+0.07842i,0.019239+0.046039i,0.027971+0.0032168i,0.021153-0.03276i,0.0059779-0.044459i,-0.00424-0.028958i,-0.0027195-0.0081525i,0.0048466-0.00354i,0.0094411-0.010129i,0.0058436-0.010218i,-0.0021366-0.0027099i,-0.0067364+0.0024994i,-0.0062199+0.0037329i,-0.0047936-0.0014026i,-0.0058972-0.010564i
0.39292+0.093124i,0.59061+0.16281i,0.56282+0.17463i,0.39565+0.1236i,0.27699+0.049001i,0.19467-0.014834i,0.0991-0.026342i,0.022112+0.0024723i,-0.013328+0.024453i,-0.022435+0.022239i,-0.01656+0.019171i,0.0022184+0.025532i,0.018683+0.019162i,0.018465+0.0010249i,0.014072-0.0082659i,0.012861-0.0080596i,0.0067739-0.0025438i,-0.0015096+0.0010879i,-0.0077849-0.00018753i,-0.012772+0.0017417i,-0.015321+0.0056499i,-0.01392+0.0071259i,-0.0091345+0.006701i
-0.25934+0.045067i,-0.42869+0.059383i,-0.46758+0.080364i,-0.37769+0.11313i,-0.26499+0.11523i,-0.17611+0.07094i,-0.11346+0.010014i,-0.060715-0.040722i,-0.019172-0.061915i,-0.0018984-0.04835i,-0.0025588-0.018364i,-0.0061938+0.0066002i,-0.0057343+0.019766i,-0.0037645+0.022914i,-0.0047928+0.018258i,-0.0048691+0.014341i,-0.00080509+0.015753i,0.0032126+0.019916i,0.0079038+0.020709i,0.01316+0.010475i,0.012922-0.0045986i,0.009502-0.0081044i,0.01064+0.0010492i
-0.056524+0.014919i,-0.039452-0.028872i,0.0096753-0.14121i,0.0043527-0.20815i,-0.026109-0.12099i,0.013336+0.00041151i,0.069166+0.010336i,0.067764-0.026856i,0.038927-0.035545i,0.020734-0.029557i,0.0050808-0.028844i,-0.016163-0.027206i,-0.028375-0.018012i,-0.022429-0.0094172i,-0.0093697-0.0083134i,-0.0036503-0.011696i,-0.0020346-0.014614i,0.0032093-0.013854i,0.0076809-0.011355i,0.0069503-0.0081655i,0.0041606-0.0036832i,0.0010949-0.001785i,-0.0051656-0.0031957i
0.10764-0.20081i,0.16806-0.22381i,0.20219-0.10165i,0.21281-0.022648i,0.15955-0.093321i,0.042507-0.15266i,-0.026906-0.091934i,-0.022505+0.0058805i,-0.0012978+0.059687i,0.012284+0.059327i,0.019392+0.034049i,0.02832+0.012584i,0.030491-0.0044966i,0.016071-0.013956i,0.00085486-0.012158i,-0.0061455-0.0061081i,-0.0050318-0.00087679i,-0.000524-0.0024884i,0.00049789-0.0054417i,0.00041915+0.0013421i,0.0014799+0.011482i,0.0039404+0.014657i,0.006457+0.010865i
0.042838+0.15679i,0.0043456+0.23207i,-0.083855+0.26753i,-0.11295+0.27828i,-0.04824+0.24972i,0.0080565+0.17916i,0.011861+0.10539i,0.0098935+0.041879i,0.0090997-0.0084342i,-0.0018483-0.023754i,-0.0073064-0.010922i,-0.0013144+0.0014657i,0.0077994+0.0062616i,0.01428+0.0050684i,0.013039+0.0015633i,0.008168+0.0026184i,0.0040807+0.0044031i,-0.00061759+0.0019289i,-0.004069-0.0033856i,-0.003069-0.0097509i,-0.00093816-0.013877i,0.0012748-0.01323i,0.0052437-0.010283i
-0.027904+0.039826i,-0.03853-0.051834i,-0.071365-0.21538i,-0.097733-0.25075i,-0.032767-0.14102i,0.079547-0.069851i,0.099095-0.080819i,0.030222-0.089072i,-0.02698-0.070542i,-0.038739-0.04598i,-0.024559-0.024895i,-0.018306-0.010891i,-0.021793+0.0016323i,-0.017778+0.0084076i,-0.011905+0.0090087i,-0.0088894+0.010609i,-0.0084283+0.011133i,-0.012482+0.012036i,-0.015662+0.014173i,-0.012939+0.011993i,-0.0060903+0.005037i,-0.0037235-0.0017805i,-0.0086412-0.0023173i
-0.10372-0.038431i,-0.051886+0.033081i,0.13092+0.10111i,0.20955+0.028302i,0.052883-0.067651i,-0.10947-0.033331i,-0.10329+0.051399i,-0.030009+0.091412i,0.016963+0.093178i,0.032631+0.066886i,0.025381+0.026293i,0.01047-0.0044225i,-0.0013165-0.017247i,-0.005762-0.015447i,-0.0011765-0.0075861i,0.0079139-0.0036009i,0.015067-0.0056466i,0.018316-0.0070227i,0.018616-0.0054833i,0.014469-0.0024638i,0.0079178+0.0019458i,0.0051578+0.0034748i,0.0056785+0.00045458i
0.074572-0.085145i,0.039303-0.092653i,-0.04434+0.012441i,-0.046537+0.1313i,0.027027+0.12366i,0.044799+0.058692i,0.017554+0.040719i,0.026312+0.030186i,0.03884+0.0038022i,0.024901-0.00087044i,0.0064832+0.014292i,0.0044089+0.026217i,0.012566+0.022554i,0.011755+0.011313i,0.0038043+0.0038444i,-0.0053783+0.00027558i,-0.012106-0.0016342i,-0.011114-0.0018776i,-0.0041501-0.0013956i,0.00027745+0.00018352i,-0.0025236+0.0025872i,-0.0045397+0.0058684i,-0.0016345+0.0070861i
0.043267+0.033633i,-0.02046-0.020229i,-0.16355-0.11983i,-0.21649-0.1409i,-0.10809-0.094159i,-0.0089826-0.097861i,-0.022225-0.11728i,-0.06866-0.089209i,-0.081073-0.047469i,-0.061673-0.022551i,-0.029153-0.01099i,-0.0033112-0.0077358i,0.0058016-0.0050364i,0.0061309-0.00020893i,0.0060618+0.0023348i,0.0067168+0.0031224i,0.0070094+0.0057564i,0.0036993+0.0086298i,-0.00046018+0.0089463i,6.4997e-05+0.0064951i,0.00051605+0.0020268i,-0.0026129+0.00030597i,-0.0038004+0.0037857i
0.016769+0.098346i,0.18035+0.11065i,0.36712+0.019582i,0.32501-0.075665i,0.117-0.03043i,0.019308+0.070858i,0.030903+0.075925i,0.031261+0.043732i,0.029766+0.040525i,0.034418+0.026511i,0.018368+0.00080877i,-0.0072002-0.0088853i,-0.019173-0.0092862i,-0.016534-0.0089676i,-0.009032-0.0077355i,-0.0027429-0.010408i,0.00053503-0.016763i,0.0028468-0.021786i,0.0012374-0.023235i,-0.0032475-0.017316i,-0.0024626-0.007487i,0.001437-0.0048751i,-6.521e-05-0.0069529i
-0.1432-0.05481i,-0.26872+0.005813i,-0.2904+0.15951i,-0.16693+0.23152i,-0.058372+0.12992i,-0.039908+0.029312i,-0.015744+0.012791i,0.031757-0.0039609i,0.05105-0.032191i,0.039565-0.03183i,0.02713-0.0076653i,0.028728+0.012596i,0.030841+0.011021i,0.020634+0.00032299i,0.0080342-0.0031744i,-0.0022868+0.0021826i,-0.010462+0.012107i,-0.013719+0.017961i,-0.011066+0.016788i,-0.0044258+0.010656i,0.00084112+0.0047191i,0.0038574+0.0023766i,0.0062899+0.00099348i
0.058853-0.058116i,0.019467-0.077723i,-0.097503-0.071781i,-0.15351-0.057184i,-0.081904-0.048779i,-0.016148-0.060966i,-0.019924-0.058019i,-0.037148-0.034123i,-0.045696-0.019332i,-0.044261-0.0078829i,-0.026354-0.0064476i,-0.017028-0.019002i,-0.018601-0.017086i,-0.013152-0.0028177i,-0.008825+0.0045548i,-0.0039613+0.0056716i,0.0076222+0.0043179i,0.01466+0.0060844i,0.013659+0.01129i,0.0094407+0.011035i,0.0035412+0.0064435i,-0.0017533+0.0044144i,-0.0035719+0.0035381i
0.12739-0.024272i,0.24522-0.16391i,0.30921-0.33399i,0.25337-0.33629i,0.16769-0.18576i,0.13691-0.079699i,0.09049-0.05184i,0.023511-0.013546i,-0.0049687+0.030182i,-0.0035602+0.030215i,-0.012675+0.010702i,-0.02704+0.010022i,-0.026784+0.017248i,-0.017118+0.014394i,-0.0078574+0.0069871i,-0.0023283+2.7908e-05i,-0.002492-0.0086104i,-0.0042961-0.016739i,-0.0062506-0.018144i,-0.0064389-0.0099568i,-0.0036558-0.0022829i,-0.0022643-0.0021958i,-0.0044549-0.001597i
-0.098572+0.17393i,-0.12502+0.37673i,-0.063689+0.51762i,0.020715+0.44094i,-0.0039907+0.24531i,-0.076408+0.14684i,-0.055369+0.12072i,0.0075384+0.066735i,0.028565+0.014041i,0.019666-0.0044943i,0.016863-0.0017824i,0.031175-0.00035174i,0.03696-0.0087859i,0.023673-0.012431i,0.010283-0.0062684i,0.0070837+0.0029938i,0.0069441+0.011207i,0.0058782+0.011963i,0.0080237+0.0038632i,0.0077172-0.0057867i,0.0043514-0.0093948i,0.0050422-0.0087761i,0.0081588-0.01001i
-0.046288-0.10353i,-0.095287-0.15886i,-0.16622-0.15491i,-0.2023-0.092911i,-0.14092-0.033178i,-0.054558-0.015339i,-0.017153-0.017689i,-0.01288-0.030877i,-0.02077-0.040005i,-0.018598-0.021373i,-0.0053918-0.0072035i,-0.010103-0.0098373i,-0.016325-0.0036491i,-0.0041555+0.0018731i,0.00534-0.00095219i,0.0040263-0.004143i,0.0011418-0.0079351i,-0.0024941-0.0071726i,-0.0053398-0.0016026i,-0.0045917+0.00099198i,-0.0035708+0.0020867i,-0.0040313+0.0046526i,-0.0048262+0.0067153i
0.017846-0.11048i,-0.019005-0.24961i,-0.056719-0.36126i,-0.043102-0.34923i,-0.0045723-0.25932i,0.011304-0.19437i,-0.020745-0.13332i,-0.049909-0.034665i,-0.031207+0.035608i,-0.0057975+0.033652i,-0.0065548+0.015992i,-0.0097057+0.017782i,-0.0052133+0.015588i,-0.0057686+0.0082423i,-0.006671+0.0045344i,-0.0067066+0.00021632i,-0.0091838-0.00043578i,-0.01123+0.0012745i,-0.01313+0.0041856i,-0.0099363+0.0083201i,-0.0031829+0.0086541i,-0.00036501+0.0069631i,0.00023297+0.0077025i
0.132+0.1466i,0.29502+0.29066i,0.4174+0.37644i,0.37853+0.3205i,0.21923+0.22893i,0.089875+0.2018i,0.064804+0.16141i,0.080398+0.081636i,0.077565+0.023069i,0.05187+0.0025673i,0.029154+0.0016081i,0.027347-0.0077048i,0.021654-0.022481i,0.0068026-0.021753i,0.0012097-0.013973i,0.0041903-0.0089951i,0.0096039-0.0034067i,0.014527-7.5077e-05i,0.014212-0.0033176i,0.0075765-0.0066079i,0.00097278-0.0054532i,-0.00067093-0.006069i,-0.0021826-0.010103i
-0.12995-0.007513i,-0.25783-0.031037i,-0.35385-0.023036i,-0.30975+0.042712i,-0.14675+0.071028i,-0.020806+0.016635i,0.008066-0.035988i,-0.0097765-0.072915i,-0.039283-0.086689i,-0.038585-0.059392i,-0.013784-0.030881i,-0.010732-0.011191i,-0.013392+0.0070514i,-0.004731+0.0060714i,-0.0039731-0.0031406i,-0.010858-0.0026092i,-0.015391+4.8387e-05i,-0.01366+0.00067082i,-0.004828+0.0028074i,0.0043751+0.0033613i,0.0064545+0.0014006i,0.0049291+0.0029981i,0.0052308+0.0065968i
-0.046197-0.040182i,-0.093207-0.071024i,-0.11697-0.12043i,-0.11384-0.17554i,-0.11303-0.18962i,-0.11468-0.15922i,-0.11295-0.090908i,-0.092373+0.0091596i,-0.046555+0.067526i,-0.016685+0.053015i,-0.014666+0.026842i,-0.013436+0.018087i,-0.0087056+0.014028i,-0.0061067+0.015444i,-0.00015435+0.018281i,0.0053464+0.015589i,0.0073473+0.010646i,0.0062556+0.0075746i,0.0023488+0.0076606i,0.0010881+0.0085177i,0.0022275+0.0057026i,0.0021134+0.0029906i,0.0038789+0.0033373i
0.14683-0.050318i,0.32556-0.089424i,0.45992-0.10975i,0.41244-0.095267i,0.26221-0.03703i,0.16712+0.033036i,0.13839+0.048263i,0.12678+0.023623i,0.11133+0.0003092i,0.077299-0.0061032i,0.041485-0.0014024i,0.024253-0.0085296i,0.012012-0.017781i,0.0052794-0.012774i,0.0068659-0.0070344i,0.0084535-0.0083019i,0.011531-0.012667i,0.013305-0.018698i,0.006226-0.022489i,-0.0031518-0.016895i,-0.0062185-0.0069307i,-0.007047-0.0047741i,-0.0096841-0.0067064i
-0.078239+0.090902i,-0.22192+0.19233i,-0.33032+0.29489i,-0.25173+0.30225i,-0.093421+0.1884i,-0.024117+0.059972i,-0.01984-0.010246i,-0.045822-0.05639i,-0.085478-0.06273i,-0.076843-0.034694i,-0.038909-0.020644i,-0.014265-0.0085744i,0.0049054+0.0036966i,0.0073076-0.00074748i,-0.0077432-0.0026725i,-0.014195+0.0054642i,-0.014388+0.01252i,-0.013427+0.018107i,-0.0053593+0.01866i,5.174e-05+0.0096012i,-0.00094208+0.00024949i,-0.0001432-0.0018722i,0.0032398-0.0011841i
-0.010179-0.0072747i,0.004186-0.058732i,-0.010575-0.13163i,-0.077711-0.14776i,-0.13535-0.092055i,-0.13639-0.02324i,-0.1139+0.029875i,-0.078923+0.081925i,-0.027652+0.09985i,-0.0017784+0.068334i,-0.0084473+0.036563i,-0.015866+0.025129i,-0.014572+0.019982i,-0.0046839+0.014711i,0.0086179+0.0083281i,0.013656+0.00078268i,0.010729-0.0043011i,0.0075606-0.0027999i,0.0075992+0.0027357i,0.0085052+0.0060073i,0.0073243+0.0059775i,0.0064871+0.0055111i,0.007039+0.0052646i
0.016597-0.085162i,0.072365-0.18153i,0.13667-0.26709i,0.13173-0.2446i,0.093762-0.13372i,0.086316-0.054563i,0.095149-0.034798i,0.10674-0.0405i,0.1049-0.05664i,0.071906-0.053068i,0.038452-0.02909i,0.017613-0.019872i,0.00015315-0.019214i,-0.0037727-0.01449i,-0.00081195-0.014492i,-0.0035202-0.017148i,-0.0055916-0.018682i,-0.0071021-0.021077i,-0.010659-0.018677i,-0.010242-0.0095472i,-0.0057537-0.0029181i,-0.0051472-0.00053793i,-0.0084737+0.002061i
0.016727+0.093758i,-0.0046128+0.28196i,0.0096556+0.47081i,0.076775+0.4332i,0.099821+0.2297i,0.059473+0.086004i,0.018189+0.012711i,-0.035566-0.03878i,-0.082194-0.033946i,-0.067404-0.004208i,-0.026528-0.0026668i,0.0015281-0.012041i,0.014222-0.019113i,0.0039029-0.01541i,-0.010081+0.0013508i,-0.0090351+0.014593i,-0.0036595+0.023501i,0.0032099+0.027089i,0.0082609+0.017608i,0.0045896+0.0043049i,-0.0016922-0.0012922i,-0.0031658-0.0022235i,-0.0011396-0.004226i
-0.0019536-0.046406i,-0.040819-0.17509i,-0.13318-0.27929i,-0.1834-0.22492i,-0.12625-0.096277i,-0.064875-0.018866i,-0.056169+0.038312i,-0.032289+0.095454i,0.0088436+0.099077i,0.017719+0.060647i,0.0056315+0.037705i,-0.00050468+0.039696i,-9.0574e-05+0.043535i,0.0037588+0.031205i,0.0058+0.010199i,0.0036758-0.0021027i,0.00307-0.0063232i,0.0035797-0.0068973i,0.0040823-0.0035873i,0.0068647+0.00077188i,0.0086802+0.0026381i,0.0086168+0.0012109i,0.0069425-0.0010712i
-0.031115-0.0077098i,-0.025059-0.047888i,-0.010454-0.12026i,-0.0074418-0.13873i,-0.0073731-0.095572i,-0.004918-0.070419i,0.012498-0.060695i,0.049103-0.061446i,0.059898-0.075216i,0.034925-0.064064i,0.016365-0.035192i,0.0051005-0.019962i,-0.0061947-0.010637i,-0.0046666-0.0051175i,-0.0020571-0.0066987i,-0.0056789-0.0080935i,-0.0094939-0.010458i,-0.014031-0.012578i,-0.016863-0.008049i,-0.01178-0.0007659i,-0.0037785+0.0017868i,-0.0020474+0.0028993i,-0.0017786+0.0057614i
0.05948+0.049232i,0.18533+0.18118i,0.34601+0.29291i,0.3578+0.22564i,0.20025+0.084678i,0.083099+0.029773i,0.03695-0.012277i,-0.037195-0.045734i,-0.078502-0.016721i,-0.046853+0.0057992i,-0.017939-0.0099827i,-0.014414-0.029685i,-0.014687-0.038454i,-0.014031-0.025775i,-0.0061344-0.0017331i,0.0062397+0.010167i,0.014837+0.012866i,0.020242+0.012328i,0.017617+0.0047055i,0.0049042-0.0015221i,-0.0040583-0.00065019i,-0.0049676+0.00051562i,-0.0057129-0.0011321i
-0.080693-0.047707i,-0.2579-0.105i,-0.44667-0.12573i,-0.43919-0.069873i,-0.25368-0.011106i,-0.10575+0.0026525i,-0.046593+0.039652i,0.00012813+0.086608i,0.030084+0.08115i,0.023769+0.048728i,0.012511+0.036074i,0.019571+0.041435i,0.031659+0.040025i,0.028765+0.024545i,0.015157+0.0096767i,0.0036667+0.0034745i,-0.0026164+0.0017265i,-0.0039549+0.002317i,0.0012529+0.0032953i,0.0085688+0.00019363i,0.0093588-0.0049617i,0.0063833-0.0075734i,0.0038263-0.0070277i
0.026171-0.0002206i,0.048679-0.034704i,0.064261-0.067631i,0.063975-0.056492i,0.039411-0.018273i,0.0020055-0.0015336i,0.00088243-0.0072323i,0.035303-0.03912i,0.035061-0.068465i,0.0087021-0.048908i,-0.00080293-0.015791i,-0.0036157-0.0012539i,-0.0056833+0.0024249i,-0.0027075-0.0042448i,-0.0020589-0.011984i,-0.0050112-0.010317i,-0.0095533-0.0064626i,-0.013946-0.0023131i,-0.012427+0.0024909i,-0.006216+0.0021214i,-0.0012907+0.00027811i,0.0022202+0.0018566i,0.0070623+0.0039795i
0.062858-0.0041375i,0.2256-0.026803i,0.38438-0.063001i,0.36184-0.077127i,0.21499-0.051495i,0.12174-0.020072i,0.049069-0.038747i,-0.043153-0.040613i,-0.065178-0.0023064i,-0.032872+0.0049179i,-0.02478-0.010325i,-0.03812-0.018927i,-0.047788-0.017876i,-0.038142-0.0055716i,-0.015537+0.0024166i,-0.00024829-0.0018255i,0.0082355-0.0065751i,0.013022-0.009601i,0.0084423-0.010093i,-0.0015315-0.0030171i,-0.0061356+0.0050452i,-0.0061901+0.0065208i,-0.0066495+0.003739i
