-0.0020266-5.0024e-06i,-0.0015891+9.0534e-06i,-0.0014525+0.00017302i,-0.00019872+0.0016759i,0.00079881+0.0027981i,0.00021625+0.0026738i,-0.00034376+0.0018061i,0.00011643+0.00066656i,0.00018314+0.00052541i,0.00030046+0.00034821i,0.0016284-0.00067338i,0.0018648-0.0015456i,0.0011319-0.0017065i,0.00078508-0.0014925i,0.00054593-0.001568i,7.9998e-05-0.0011454i,-0.00036924-0.00040205i,-0.00068554+0.00022777i,-0.00061905-7.3402e-06i,-0.00053775-0.0002637i,-0.00077656+0.00034102i,-0.0010166+0.0006732i,-0.00099474-0.00023324i
-0.0012274+0.00096935i,-0.00063379-0.00035697i,-0.00021874-0.00033839i,6.5586e-05+9.5173e-05i,0.00095058-8.8425e-05i,0.0010198-0.00073192i,-0.00066152-0.0010976i,-0.0015247-0.0015843i,-0.0005454-0.00091066i,0.00062043+0.00057463i,0.00090392+0.00089006i,0.00043124+0.00024566i,0.00052318+0.00042112i,0.00046932+0.00025503i,-8.6924e-05+3.5262e-05i,-0.00053998+0.00073878i,-0.00058087+0.00089763i,1.549e-05+0.00064538i,0.0003039+0.00037129i,0.00031946+0.00022137i,3.1422e-05+8.3863e-06i,-0.00032896-0.00026973i,-0.00079111+1.6686e-05i
-0.0010641+0.00011478i,-0.00093593+0.00081476i,-0.00076923+0.00047666i,-6.2544e-05+0.00012682i,5.2718e-05+0.0010229i,-0.00070364+0.0014873i,-0.00055364+0.00049657i,-0.00018015+0.00040568i,-0.00078538+0.00015794i,-0.0015138-0.00083285i,-0.00084075-0.0013105i,0.00041581-0.00081148i,0.0013929+0.00021232i,0.0010785+0.00040115i,0.00068715-0.00011092i,0.00055437+2.9931e-05i,0.00052459+0.00025293i,0.001017+0.0010977i,0.00060852+0.0015243i,-0.00018461+0.00075926i,-0.00020371+0.00058138i,0.00053083+0.00040891i,0.00064859+0.00011454i
-0.0010194+0.00042347i,0.00040763+0.0008661i,0.00059911+0.0015203i,0.00076065+0.00019859i,0.0013003-0.00049788i,0.00094114-0.00042339i,0.0001699-0.00046393i,-0.00041461-0.00053905i,-0.0003372-0.00099911i,0.00035989-0.00087849i,0.0012451-0.00072103i,0.00076121-0.00043147i,-0.00018773-0.0006328i,-0.00019923-0.0014546i,-0.00021301-0.0014444i,-0.00034064-0.0009753i,4.2263e-05-0.00032099i,0.00035762-0.00044147i,0.00073098-0.00020231i,0.00084504+0.00028992i,0.00041675-0.00029716i,-0.00059299-0.00050881i,-0.00042212+9.7041e-05i
0.00097671-6.2786e-06i,0.00036311-0.00080142i,-0.00015728-0.0011113i,-0.00078814-0.00048665i,-0.00078002-0.00072662i,-0.00066925-0.00056107i,-0.00096401+2.4473e-05i,-0.0004104-0.00031497i,0.00010162-0.00023162i,-0.00016217-1.7588e-05i,-1.2709e-05-8.3334e-05i,0.0002636-7.5754e-05i,0.00025+7.8595e-05i,-0.00049526+0.0004761i,-0.0014665+0.00065936i,-0.0012333+0.00022155i,-0.00060495-0.00037853i,-0.00053877+0.00031454i,-0.00044047+0.00084637i,0.00039501+0.00059864i,0.00094408+0.00034863i,0.00036041-0.00025579i,0.00028222-7.0261e-05i
-6.2664e-05+0.0011083i,0.00044109+0.00042996i,0.00028658+0.0001842i,0.00042122+0.0014251i,0.00038868+0.0029455i,-0.0001336+0.0023458i,-9.8308e-05+0.00021609i,7.3729e-05-0.0013162i,-0.00032476-0.0011258i,-0.00037216-0.00034049i,0.00055006+0.00019657i,0.00017808-0.00032888i,-6.7394e-05-0.00088671i,0.00046562-0.00073448i,0.00098258-0.00068369i,0.0011993-0.00062304i,0.00052444-0.00041396i,-0.00018741-0.00069754i,0.00023328-0.00085967i,0.00063603-0.00068994i,1.6813e-05-0.00092454i,0.00031238-0.00077156i,0.0012921+7.8151e-05i
7.6447e-05+0.001356i,-0.000406+0.0012584i,0.0013189+0.0012928i,0.0018966+0.00084555i,-0.00019867+0.00021259i,-0.0014115-0.00048453i,-0.0011278-0.00079898i,-0.001072-0.00052408i,-0.00048402+0.00011504i,0.00042618+0.00014511i,-0.000465-4.9624e-05i,-0.0013121+0.00059336i,-0.00021091+0.0011287i,0.00096951+0.00056124i,-8.0291e-05-0.00036061i,-0.00068941-0.00039176i,0.00067874-2.0008e-05i,0.0012614+0.00043388i,0.0011682+0.00043074i,0.0006773-0.00020503i,0.00013117+9.6856e-05i,0.00016919-0.0003035i,-2.5737e-05-0.0014452i
-0.0022064+0.00035401i,-0.0025407+0.001617i,-0.002591+0.0030395i,-0.0011431+0.0031726i,0.00056551+0.0027921i,0.0013455+0.0017559i,0.0016611+0.00041191i,0.00058097-0.00026839i,-0.00083923-5.4771e-05i,-0.00064183-1.6209e-05i,-0.00047834-0.00060774i,-0.00028194-0.00074052i,0.00026713-0.00061049i,0.0008066-0.00026101i,0.0014375+0.00040973i,0.0012482+0.00086851i,0.00053195+0.00080831i,-7.4007e-05+0.00013261i,-0.00011328+0.00029363i,0.00031719+0.00055475i,0.00058597+0.00026983i,0.0006571-1.6846e-05i,0.00085945-0.00054833i
-0.00038555+0.001377i,-0.00011128+0.00069496i,0.00059813-0.000449i,0.0016977-0.00047135i,0.00090453-0.00010451i,-0.00013111+4.2177e-06i,-0.0012828-6.9965e-05i,-0.0013588-0.00051626i,-0.00087079-0.00028366i,-0.00091367+0.00061179i,-0.00093316+0.00029407i,-0.00062814-0.00035758i,-0.00048954-0.00063782i,-0.00071107-0.00089248i,-0.00056338-0.0010754i,-0.00027033-0.00058276i,-0.0003065+1.2613e-05i,9.6098e-06-2.6374e-05i,0.0004271-0.00023931i,0.00030411+0.00032376i,0.00024267+0.001008i,-0.0001207+0.0012446i,0.00053265+0.00076992i
-0.0013673+0.00019311i,-0.0010969+0.0011052i,-0.00069689+0.00095929i,-0.00033758+0.0012491i,-0.001207+0.0010462i,-0.0016169+0.00030645i,-0.00068026+0.00021735i,-0.00032844-5.4686e-05i,-0.00061796-3.736e-05i,-0.00036375-8.3629e-05i,0.00026276+0.00036468i,0.00052206+0.0004733i,0.00073612-0.00031186i,0.0008072-0.00055657i,0.00019957-0.00012292i,-0.00028022+3.0292e-05i,-0.00026999-0.00028305i,0.00018182-0.00046642i,0.0006587-0.00037032i,0.00050687-0.00022436i,0.00011968-0.00055229i,1.2384e-05-0.00037752i,9.3302e-05+5.5355e-05i
0.00072964+0.0014873i,0.0011877+0.0017513i,0.00095895+0.00082654i,0.00054554-7.3744e-05i,-3.4493e-05-3.1275e-05i,-0.00053987+0.00057479i,-0.0008765+0.00094527i,-0.001095+0.0005033i,-0.0010413-0.00019688i,-0.00085486-0.00070406i,-0.0003085-0.00043672i,-0.0001533+0.00022601i,4.452e-05+0.00045997i,0.00021075-3.7545e-05i,0.00061244-0.00013032i,0.0006596+0.00014757i,0.00036729+1.0509e-05i,0.00026955-0.00037087i,0.00017522+2.0067e-05i,0.00027973+3.9439e-05i,8.3745e-05-0.00027758i,4.2456e-05-0.00029053i,0.00025762-0.00078266i
-0.0018875-0.00088873i,-0.0016378-0.0008366i,-0.0015606+0.00025923i,-0.0012545+0.00072818i,-0.00044032+0.0010136i,0.00012892+0.00035532i,0.00042393-0.00044379i,-0.00019329-0.00036268i,-0.00076866-0.00033985i,-0.00036581+0.00051106i,-0.0001144+0.0016051i,-0.00010412+0.0014846i,-4.2343e-05+0.00079375i,4.2854e-05+0.00046645i,0.00085387+0.0004447i,0.00098295-0.00032114i,0.0010897-0.00099121i,0.00083931-0.00043572i,-0.00036895+0.0001656i,-0.00048549+0.00032778i,-9.3744e-06+3.2101e-05i,0.00040778-2.3374e-07i,0.00040963+0.00013741i
0.00049239+0.00029509i,0.0010593+0.00029897i,0.0019278+0.00042217i,0.001527-0.00043151i,0.00028909-0.00086026i,-0.00059526+0.00017077i,-0.00068976+0.0008035i,-0.00045773-0.00022578i,-0.00031564-0.0012031i,-0.00050781-0.0010659i,-0.00066707-0.0012205i,-0.00017936-0.00085129i,-7.1397e-05-0.00043286i,-0.00041405+0.00014498i,-0.00067734+0.00075765i,-0.00086847+0.00077773i,-0.0011319+0.00047715i,-0.0013474+0.00086296i,-0.0010795+0.0013146i,-0.00023088+0.00059717i,-0.00020693-0.00047785i,0.00017703-0.00027574i,7.1987e-05+0.00026342i
0.00040344-0.00076443i,0.0005222-0.0002677i,0.0012367-0.00021802i,0.00076283-7.4681e-05i,-0.00021035+0.0011282i,-0.0010537+0.001034i,-0.0010575+0.00076954i,-0.00057413+0.00072664i,-0.00047836+0.0003235i,-0.0006591+0.00023873i,-0.00041675+0.00066027i,-3.9414e-05+0.00030097i,0.00079471-0.00069833i,0.0011262-0.00070968i,0.00022125+0.00038047i,-0.00054974+0.00093944i,-0.00096329+0.00048983i,-0.00048904-0.00039103i,0.00025161-0.0011035i,0.0005716-0.00066201i,0.00039843-0.00027976i,-0.00030599-0.00050482i,-0.00014369-0.00063633i
0.0010998+6.601e-05i,0.00024124-0.00048049i,-0.0003871-0.0010845i,0.00032053-0.00070066i,7.9652e-05-0.00032604i,-0.0014093-0.0001393i,-0.0012098-0.00031364i,-0.00022501-0.0011152i,0.00025641-0.00094223i,0.00017169+2.6967e-05i,9.1852e-05+0.00033902i,0.00038706+0.00037691i,8.6655e-05+0.00039266i,-0.00038262+0.000292i,-5.9854e-05+0.00028378i,0.00084728+0.00027234i,0.00012034+0.00058911i,-0.00037944+0.00053002i,6.7068e-05-0.000187i,0.00062533-0.00064882i,0.00073423-0.00034227i,0.00067278-3.0005e-06i,0.00074188-0.00038928i
-0.00051475-0.001065i,-0.00032669-0.0012158i,0.00129+0.00081751i,0.0023087+0.001295i,0.001351+0.00039137i,1.7743e-06-0.00010156i,-0.00049121-0.0003788i,-0.0007459-0.00031398i,-0.0014902+0.00013756i,-0.00079111-0.00018063i,0.00067913-0.00043138i,0.00072816+0.000137i,0.00023096+0.00076163i,-0.00018328+0.00088193i,-0.00028704+0.00079181i,-0.00022059-4.3278e-05i,-0.00032741+0.00015013i,-0.00031969+0.00066861i,2.2542e-05+0.00012646i,-0.00045921-0.00018146i,-0.00073496+0.00037519i,-0.000693+0.00045903i,-0.0011316+0.00081473i
-0.0023038-0.00087014i,-0.0022572+0.00053327i,-0.002834+0.00043699i,-0.0020745+0.00069939i,-0.001552+0.00059306i,-0.00053056-0.00030474i,-0.00028191-0.00014453i,-0.00038777-0.00019015i,-0.00060383-0.00039528i,-0.0011072-0.00012566i,-0.00035657+5.6656e-06i,0.00017946+0.00070228i,0.00058862+0.0005723i,0.0011728+0.00022652i,0.00097003+4.3557e-05i,0.00061957-0.00050699i,0.00077381-0.00017831i,0.00049254+0.00010834i,0.00011564-0.0003212i,0.00027839+6.1926e-05i,-0.00012004+0.00033078i,-0.00040125+0.00050046i,-0.00034623+0.0010447i
0.0036518+0.0013124i,0.0032809+0.00031644i,0.0019128-0.00020528i,0.00044838-0.0010419i,-0.00090612-0.0014857i,-0.0010745-0.00045995i,-0.0010658+0.0006476i,-0.0010638+0.00092371i,-0.00055257+0.00051688i,-0.00076054+0.00017132i,-0.00060097-0.00029586i,-0.00033506-0.0002898i,-0.0012476+0.00065014i,-0.0020481+0.0002634i,-0.0012609+0.00043208i,-0.00055942+0.0015547i,-0.00038599+0.001303i,-0.00025648+0.0011194i,-0.00017314+0.00080911i,0.00015514+0.00021169i,-4.8954e-05-0.00058017i,-0.00035466-0.00059277i,0.00020183+0.00019064i
0.0003376+0.00045004i,-6.2292e-05+0.00051907i,-0.00011852+0.00083777i,0.00032633+0.00021159i,0.0013316-0.0010019i,0.001297-0.001365i,0.00054536-0.00086102i,0.0005559-0.00017906i,-0.00017547+9.8742e-05i,-0.00055393-1.0518e-05i,-0.00013323-0.00017307i,-0.00053282-0.00034182i,-0.00083861-0.00033248i,-0.00015967-8.3976e-05i,0.00010198-0.00053818i,-0.00033781-0.00085847i,-0.00073195-0.00042536i,-0.00079812+4.028e-05i,-0.00025532+0.00048584i,-0.00041188+0.00088262i,-0.00079124+0.00069636i,-0.00056266-0.00010645i,-0.00019134-0.00031756i
-0.0016161-6.1558e-05i,-0.0017146+0.0012145i,-0.0020006+0.0018313i,-0.0015053+0.0021605i,-0.00095364+0.0023165i,-0.00070794+0.0013604i,-0.00067175-0.00018984i,-0.0004633-0.00086366i,-0.0013051-0.00044258i,-0.0015659-8.81e-05i,-4.5451e-05+9.4246e-05i,0.0008615+0.00064171i,0.00035739+0.0010113i,-0.00020288+0.00080319i,-0.00012901+0.00064113i,-0.0004492+0.00087214i,0.00011484+0.00095428i,0.00058344+0.0010198i,0.00049956+0.00095677i,0.00046327-0.0004135i,0.00027047-0.00048294i,8.9708e-05+0.00043388i,-0.00067927+0.0008804i
0.00026031+0.0001286i,0.00058808+0.0014037i,0.00019723+0.00089041i,-0.00030523+0.00050112i,-0.00057778+0.00039228i,-0.00095369+0.00022938i,-0.00096238-0.00016827i,-0.001301-4.0776e-05i,-0.0011072+0.00031482i,-0.00053845+0.00065173i,-0.00039452+0.00047382i,-0.0001642-0.00040906i,0.00071556-0.00080111i,0.0009594+0.00017284i,0.00082288+0.00054679i,0.00092589+0.00010382i,-0.00031133-5.6051e-05i,-0.00065548-0.00037115i,0.00048895-4.8515e-05i,0.00078974-0.00020083i,0.00036895+0.00012773i,-2.0036e-05+0.00016484i,-0.00052755-0.00016856i
0.00044532+0.0011414i,0.00065274+0.0010525i,0.0015996+0.00070082i,0.00094081-0.00080437i,-0.00054386-0.0011261i,-0.0011403-0.00033425i,-0.00075298-6.3324e-05i,-0.00039624+0.00036367i,-0.00064655+0.00063054i,-0.00015946+0.00022236i,6.444e-05+0.00032582i,0.00015334+0.00036153i,-4.7266e-07+0.00038334i,-0.00060948+0.00082799i,-0.001515+0.00054057i,-0.001127+0.00029648i,0.00063585+0.00050754i,0.00088119+0.00013672i,0.00078188-0.0002478i,0.00083735-0.00036783i,0.00038771-0.00049352i,-0.00014547-0.00031342i,-0.000712+0.0001259i
-0.00090473+0.00036837i,0.00021478+0.0017347i,0.0011479+0.0019161i,0.0016078+0.001968i,0.0010273+0.0010981i,-0.00019793-4.9555e-05i,-0.0003376-3.4258e-05i,0.00023894+0.00046895i,-0.00024303+0.00086159i,-0.00057857+0.00036771i,-0.00010932+0.00020111i,-8.5163e-05+0.00014347i,-0.00018039-2.387e-05i,0.00037779-0.0001028i,-5.0643e-05+0.00016469i,-0.00082178+0.00028939i,-0.00012084-0.0005889i,0.00071412-0.00056897i,0.00030932+0.00026826i,0.00020435+7.3877e-05i,0.00061475+0.00060742i,0.00052452+0.0012854i,0.00016444+0.0011728i
0.0016509+0.000148i,0.0016915-0.00094161i,0.0011786-0.0016225i,0.00062094-0.0015577i,-0.00074272-0.0012962i,-0.0014104-0.00031931i,-0.00090728+0.0003206i,-0.00055213+0.0002312i,-0.00052759-0.00024234i,-0.00058216-0.00026658i,-0.001101+0.00035952i,-0.0011953-0.00012796i,-0.00030872-0.00082262i,0.00028646-0.00017484i,9.7346e-05+0.00093653i,-0.00014934+0.0011146i,-0.00014368+0.00067646i,0.00032963+0.00077805i,3.0237e-05+0.00053931i,0.00029902+0.00022683i,0.0014501+0.00089182i,0.0012854+0.0010039i,0.00096563+0.00060353i
0.00025446-0.00049606i,0.00035956-0.00060164i,0.00013152+0.00010866i,-0.00049907+0.00063747i,-0.00068525+0.0006551i,-0.0011281+0.00099413i,-0.0013241+0.00095278i,-0.00048436+0.0001587i,0.00023727+4.537e-05i,-0.00056999+0.00038685i,-0.00069012+0.00041427i,0.00015912+0.00062986i,0.00072453+0.00043393i,0.0007648-0.00030882i,0.00046972-0.00019523i,0.00063848+0.00040151i,5.364e-05+0.00035284i,-0.0004866+3.3081e-05i,-0.0002741+0.00016881i,-0.00046931+0.00086981i,-0.00084505+0.00083933i,-0.00064921+0.00060832i,0.00025736+0.00098508i
-8.6752e-05+6.2267e-05i,0.00022151+0.0009806i,0.0003479+0.0013883i,0.0011247+0.00095904i,0.0010541+0.00073525i,0.00051601+0.00067843i,0.00045886+0.00027832i,8.4084e-05-3.2009e-05i,-0.00019726+6.1591e-05i,-2.7759e-05+0.00027147i,5.5677e-05-0.00033022i,0.00010275-0.00017143i,-0.00010611+0.00042776i,-0.00036564-0.00015085i,-7.6058e-05-1.9302e-05i,-0.00022399+0.00051587i,-0.0010463+0.00024314i,-0.0013443-0.0001877i,-0.00066457+0.00046754i,-5.4702e-05+0.0011099i,-0.00037223+0.00022801i,-0.00095914-0.00022751i,-0.0009343-0.00010546i
0.00037313+0.00074042i,0.0015856+0.0010714i,0.00086844+0.00051954i,0.00020645-8.4112e-05i,0.00019003-0.00039574i,-0.00063639-0.0010192i,-0.0014207-0.0013895i,-0.00151-0.0010118i,-0.00054734-0.00035i,9.6926e-05-0.00067363i,0.00019897-0.0010566i,0.00075251-0.001001i,0.00042884-0.0006422i,0.0008166-0.00059077i,0.0013269-0.00056495i,0.00097512+0.00033993i,0.00015653+0.00093124i,-0.00030174+0.0003502i,-0.0002406+6.4712e-05i,0.00025424+2.4221e-05i,0.00048942-0.00028357i,0.00085903+0.00030782i,0.0006336+0.00090096i
-0.00070024-0.001354i,-0.0013639-0.00079392i,-0.0013711-0.00027755i,-0.0015528+0.00046671i,-0.0012345+0.0015603i,-0.00020186+0.0019605i,0.00074235+0.0013762i,0.00052506-6.8291e-05i,-0.00035955-0.00065286i,-0.00043788-0.00054935i,-1.9344e-05+0.0002851i,-9.3019e-05+0.00052979i,-0.00025615+3.1609e-05i,0.00035046+2.6704e-05i,0.0010104+0.00013743i,0.00090657-0.0002188i,0.00043087-0.00023825i,0.00028782+0.00014605i,0.00054982-0.00045101i,0.00077458-0.00066123i,-8.7793e-05+5.1672e-05i,-0.00064021+0.00017764i,-0.00044144-0.00056765i
0.00018087+0.0010823i,-0.00068342+0.0012119i,0.000578+0.0015354i,0.0016381+0.00086081i,0.00067338-0.00031846i,-0.00043117-0.0012328i,-0.0005842-0.0013666i,-0.00071292-0.000976i,-0.00074597-0.00083504i,-0.00024739-0.00038602i,0.00035451-0.00076356i,0.00074599-0.00068294i,-2.0479e-05+0.00042136i,-0.00020429+0.00033877i,8.8272e-05-0.00088523i,0.00059394-0.00073006i,0.001146+0.00073424i,0.0012616+0.00052902i,0.0012975-0.00086271i,0.0010271-0.0011529i,0.0010411-0.00023512i,0.00097065-0.00014294i,0.00070779-0.00071886i
-0.00026959+0.00059726i,-0.00044066-0.00031525i,0.00043983-0.0012694i,0.0012562-0.0011009i,0.00082372-0.0012387i,-9.4873e-05-0.00095126i,-0.00016639-0.00035272i,-8.2517e-05-0.00063979i,-0.00075801-0.0005182i,-0.00089688-6.0791e-05i,9.4348e-06-0.00037003i,0.00045976-0.0011065i,-5.486e-05-0.00066514i,-0.00055739+0.00029895i,-0.0003916+4.5446e-05i,-0.00035858-0.00032895i,0.0001075+0.00053515i,0.00098923+0.0010959i,0.001111+0.0010027i,0.00071432+0.0007668i,-0.00011716+0.00030542i,-0.00067104-0.00021205i,-0.00019906-0.00019023i
0.00032233+0.0015456i,0.00071012+0.0014308i,0.00030839+0.0015698i,0.00036784+0.00069467i,0.00044676-0.00029806i,-0.00029675-0.00051018i,-0.00082116-0.00018384i,-0.00036406-0.00017118i,-0.00025569-1.9912e-05i,-0.00058117+0.00075947i,-0.00044831+0.00010746i,-0.00017094-0.00038775i,-0.00019755-0.00039696i,-0.00035277-0.00038685i,1.8716e-05+9.5658e-05i,-3.5641e-05+0.00030937i,-0.00056117-3.0669e-05i,-0.00035702-0.00018896i,-0.00015694+0.00017079i,-0.00018953+0.00018711i,8.1258e-05-0.000169i,0.00028967+0.00011503i,0.00022185+0.00032396i
-5.6854e-06+0.0013235i,-0.00028783+0.00086679i,-0.00041305-1.9115e-05i,-0.00016857-0.00012814i,0.0003359+0.00065669i,0.00030659+0.00031996i,-0.0004624-0.0006428i,-0.0002563-0.00064402i,0.00042368+0.000165i,6.7432e-05+0.00093607i,-0.00028733+0.00069877i,-0.00036424+0.00030368i,0.00029104-0.00015459i,0.0012068-0.00022288i,0.00095741-0.00016861i,0.00039031-0.00030695i,5.4783e-05-0.00011781i,0.00023924+0.00052616i,0.00046144+0.00085405i,1.7249e-05+0.00033482i,-0.00023495-9.6608e-05i,0.00064633-0.00026192i,0.00083856-0.00088499i
0.00014448+0.00027558i,0.0011734+0.00058767i,0.00058243+8.4695e-05i,0.00034921-0.00034384i,0.00039969+8.126e-05i,-8.1609e-05+0.00039731i,-0.00063302+0.00028222i,-0.00051068+6.405e-05i,-0.000193-0.00025468i,-0.00037174-0.00027471i,-0.00032895+7.2365e-05i,-0.00033385+0.00017264i,-0.00049254-0.00044728i,-0.00013247-0.00079066i,0.00064924-0.00097238i,0.00098287+0.0002084i,0.000911+0.0014704i,0.00056184+0.00084233i,0.00015503-0.00023811i,-0.00037368-0.00032236i,-0.00051403+4.2255e-05i,-0.0005724+0.00033493i,-0.00050125+0.00017262i
-0.00023355+0.00069184i,0.00037108+0.00073362i,0.00073719+0.00097518i,0.0008625+0.00055763i,-0.00026391+4.0283e-05i,-0.00053456+0.00049154i,-0.00015912+0.00027759i,-8.9122e-05-0.00054321i,-0.00040922-0.00063441i,-0.0004778-0.00040055i,6.0887e-05+0.00019321i,-0.00020553-0.00036264i,-0.00072409-0.00082358i,-0.00050417-0.00014343i,-0.00089969-0.00014473i,-0.00094558-0.00049121i,-0.00021285+2.513e-05i,-0.00013752+0.00039561i,0.00014427+0.00018984i,0.00036956+7.2437e-05i,-0.00032714+0.00021565i,-0.00043573-2.8741e-05i,-0.00039506-0.00014977i
-0.00098082+0.00025794i,-0.0011132+0.00090983i,-0.0017991+4.2608e-05i,-0.0014132+0.000176i,-0.00020375+0.00075496i,0.00018263+0.00059238i,0.00059908+0.00016199i,6.0984e-05-0.00034655i,-0.0011601+0.0002072i,-0.00048824+0.0011465i,0.0010311+0.0012308i,0.0016667+0.0008794i,0.0011238+0.00065813i,0.00028539+0.00014971i,0.00041027-0.00079007i,0.00049933-0.00086983i,5.1773e-05-0.0001311i,-0.00033354-3.7249e-05i,-0.00036792+8.0674e-05i,-0.00022041-5.2951e-05i,-0.00024797-0.00027004i,-0.00028041-1.0893e-05i,-0.00032559+0.00056575i
-0.00052871+0.0006181i,0.0001438-0.00023406i,0.00095162-0.00046393i,0.0012685+0.0004957i,0.00061574+0.0011121i,0.00027719+0.0003343i,-0.00025707+0.00051512i,-0.0012041+0.00076341i,-0.00071815-0.00015667i,0.00043515-0.00049973i,0.0010391-0.00033173i,0.00030217-0.00011641i,-0.00035819+0.00027353i,-0.00028968+0.0005181i,-9.4901e-05+0.0004977i,-0.00014687+0.00056108i,-0.0006877+0.00053948i,-0.00082322-0.00028028i,0.0001148-0.00043744i,0.0007408-0.00033307i,0.00044668-0.00023378i,8.7843e-05+0.00058786i,-0.00011761+0.00094539i
0.00020561-0.00066869i,-0.00022996-0.00025009i,-0.00061608-0.00066902i,-0.00069627-0.0010353i,-0.00062719-3.4458e-05i,-8.1335e-05+0.00041306i,0.0011267-0.00024217i,0.00087197-0.00053562i,-8.5754e-05-0.00059026i,-0.00028015-0.00047052i,-0.00076839+0.00036249i,-0.0011765+0.00078457i,-0.00080597+0.00059557i,0.0002052+0.00033365i,0.00040892+0.00028421i,0.00031714+0.00064798i,0.00026049+0.00072736i,-0.00027567-0.00021501i,-0.00046946-0.00099758i,-0.0001808-5.9756e-05i,0.00020047+0.00041333i,0.00033944+5.1042e-05i,2.3959e-05-0.00060797i
-0.00048052-0.0012706i,-0.00065368+8.0582e-05i,-0.0014416-0.00016372i,-0.0012754+0.00041258i,-0.00068467+0.0011405i,0.00040301+0.00064643i,2.2402e-05-0.00033616i,-0.00075684-0.00086713i,-0.0010574-0.00071556i,-0.0010498-0.00052625i,-0.00076354+0.00028129i,-0.00038768+0.00092363i,0.00053094+0.00075858i,0.0013094+0.00028446i,0.0012898+0.00037852i,0.00080286+0.00046566i,0.00040081-2.1988e-05i,-0.00025084-0.00083578i,-0.00080291-0.0012418i,-0.0006099-0.00089592i,-0.00049188-0.00012706i,-8.1246e-05+0.000327i,0.00050693+0.00056102i
-0.00044792-0.0010723i,-0.00022988-0.00071938i,0.00038686-0.00039388i,0.00018962+0.00080088i,-0.00025334+0.0016357i,-0.00069013+0.00091169i,-0.00088439+3.1351e-05i,-0.00032533-0.00054124i,-0.00040696-0.00069898i,-0.0012167+4.0166e-05i,-0.00080353+0.00038061i,-0.00021528+0.0002819i,-0.00041903+0.00060261i,-0.0010527+0.00072488i,-0.00062857+0.0014767i,0.00017045+0.0016829i,0.00023307+0.00049039i,0.00022759+0.0005387i,0.00014284+0.0005197i,0.00061207-8.2804e-05i,0.00060163+0.00026782i,-7.8206e-05-6.9375e-05i,-0.00044037-0.00041817i
-0.0020595-0.00012228i,-0.0016961+0.00043938i,-0.00091052+0.00055262i,-0.00013291+0.00034496i,0.00053236+0.00063372i,0.00054203+0.0012075i,-1.9327e-05+0.00070796i,-0.00045262-0.00017257i,1.5172e-05+0.00044396i,0.00025433+0.001033i,0.00044252+0.0002126i,0.0011378+0.00021385i,0.00091868+0.00075482i,0.00042564+0.00058358i,-0.00040795+5.8526e-05i,-0.00052613-0.00035174i,-0.00015989-3.1152e-05i,-0.00014206+0.00013738i,0.00020744-0.000113i,0.00058119-0.00021986i,0.0011185-0.00094145i,0.00055731-0.0011269i,-4.2915e-05-0.00070259i
-0.0015931-0.00062319i,-0.0012136-0.00075186i,-0.00095259-0.00063752i,-0.00041432-0.00092001i,-0.00052215-0.00069272i,-0.00022736+9.9285e-05i,-3.8028e-05-9.0602e-05i,-0.0010222-0.00084884i,-0.0012012-0.00068183i,3.6463e-05-0.00040848i,0.00077093+0.00039729i,0.00037468+0.00077623i,-0.00022408+0.00050335i,-0.00034644+0.00060405i,-0.00010819+0.00068539i,0.00037851+0.00055463i,0.00014846+0.00084584i,-0.00055106+0.00071677i,-0.00049084+0.00049073i,5.9093e-06-9.0767e-05i,-0.00021183-0.00066286i,-0.00040947+4.1844e-05i,-0.00030851+0.00022328i
0.0012363+0.0022024i,0.0018666+0.0026453i,0.0018782+0.0015479i,0.001443+0.00085129i,0.00125+0.00060093i,0.00024848+0.00047742i,-0.00090435-0.00026498i,-0.0007278-0.00081085i,-0.00070464-0.0004655i,-0.00043071-0.00018302i,0.00020094-0.00020797i,0.00085713+0.00034746i,0.00059435+0.00088984i,-0.00062697+0.0004374i,-0.00095718-0.00031397i,-0.00041961-1.3418e-06i,-0.00036573+0.00044471i,-0.00067469+0.00033531i,-0.00065129+0.00091293i,0.00040262+0.0011649i,0.0010908+0.00092108i,0.00064634+0.00033549i,0.00051697-0.00035635i
0.00054668-0.00045074i,-0.0012653+0.00018745i,-0.0016864-0.00081484i,-0.00015357-0.0015161i,0.00051967-0.0013372i,-0.00020565+4.3873e-06i,-0.0010433+0.0008547i,-0.0010193-0.00024108i,0.0002708-0.00059263i,0.00078481+7.6408e-05i,8.1847e-05+0.00022905i,-0.00052293+0.00056089i,0.00015601+0.001065i,0.00058952+0.0011478i,0.00021901+0.00041839i,0.00052617+0.00013333i,0.0010627+0.00017781i,0.00094502-0.00018744i,0.00032466-0.00053262i,0.00018112-0.00091154i,8.2658e-05-0.00044371i,1.8558e-05-2.3676e-05i,0.00032286-0.00054287i
