-0.001402+0.00088868i,-0.0017511+0.00047064i,-0.0033028+0.00069953i,-0.0030849+0.00090921i,-0.0022982+0.0012438i,-0.0014966+0.0016081i,-0.00041605+0.0011892i,0.00026483+0.0012501i,0.0010368+0.00092716i,0.0013498-0.00021716i,0.0015115-4.4068e-05i,0.0011147+0.00030773i,0.00043784+0.00020444i,0.00022965-0.00036852i,-0.00022224-0.00075285i,-0.00038939-0.00014894i,-5.8961e-05+0.00034729i,0.00026695+0.00044052i,5.0677e-05+0.00027285i,-0.00029253-9.2577e-05i,-0.00023644-0.00017179i,0.00045057+4.3855e-05i,0.00024179-0.00035245i
0.0010679-0.0010541i,0.0011646-0.0012583i,0.0016504-0.0023646i,0.0016503-0.0025502i,-0.00040685-0.0014873i,-0.0014455-0.00068753i,-0.00085008-0.00067674i,0.00043897-0.0010781i,0.0013682-0.0013133i,0.00093773-0.00085395i,-0.00055641+0.00053292i,-0.0016144+0.00089921i,-0.0019383-0.00011348i,-0.0019328-0.00062188i,-0.0020013-0.0003539i,-0.0022701-0.00020218i,-0.0021465+0.00035378i,-0.0011754+0.0013283i,-0.00063618+0.0014193i,-0.00028744+0.00015587i,0.00042835-0.0004732i,0.00067658-0.00055087i,-0.00033199-0.00060707i
-0.00286-0.0015926i,-0.0038329-0.0010857i,-0.004592-0.00013349i,-0.0035297+0.0010732i,-0.00123+0.0019758i,0.00095479+0.002363i,0.0019422+0.00085009i,0.0018809-0.00076286i,0.0019895-0.00058142i,0.0010257+0.00021074i,0.00010909+0.00037396i,0.00058446-0.0010412i,0.00055335-0.0019592i,3.6492e-05-0.0017644i,-0.00017828-0.0024297i,0.00022955-0.0037078i,0.00032581-0.004056i,-3.691e-05-0.0027438i,0.00047707-0.0011448i,0.0011917-0.00035191i,0.00072955-0.00033584i,0.0001923+2.171e-05i,5.4892e-05+0.00089337i
-0.0010224+0.0016039i,-0.00068551+0.0010119i,-0.00098299+0.0021904i,-0.00084774+0.0018058i,-0.0010677+0.00079807i,-0.00025499+7.9263e-05i,0.00057247-0.00052609i,0.0012497-0.00098815i,0.001607-0.0013133i,0.0016187-0.00099009i,0.0019793-0.00067989i,0.0019592-0.00019631i,0.0025081-0.00015497i,0.0022306-0.00061235i,0.0023434-0.00089062i,0.0033579+0.00013863i,0.0033444+0.00045904i,0.0020848+0.00042713i,0.00024232+0.0014332i,-0.00023349+0.0018646i,-6.3882e-05+0.0014305i,-0.00032405+7.7661e-05i,-0.00073958-0.00025981i
-9.6306e-05-0.0006611i,-0.00033747+0.00017334i,-0.00043253-0.00012839i,-0.00067486-8.6207e-05i,-0.00098977+0.0010237i,-0.0011971+0.00091931i,-0.00096251+8.3987e-05i,-0.00012853-0.00083168i,0.0004783-0.0011458i,0.00082491-6.8313e-05i,0.0015167+0.0014643i,0.0017416+0.0018892i,0.00082221+0.00058183i,-0.00068249+0.00049189i,-0.00050405+0.0017353i,0.00014478+0.0029973i,-0.00031853+0.0031728i,-0.00013447+0.0012866i,0.00094378-8.4323e-05i,0.001177-0.00027208i,0.0010856-0.00060022i,0.00085739-0.00083664i,0.0002717-0.00072615i
-0.00067248+0.001199i,-0.0011439+0.00068377i,0.00013853+0.0014081i,0.0011519+0.0026659i,0.00046691+0.0023486i,0.00077997+0.0014096i,0.00065995+0.00040357i,0.00062633-0.0005623i,0.0017565-0.0010821i,0.0007412-0.00029881i,-9.8516e-05+0.0004616i,0.00038124-2.5101e-05i,2.5575e-05-0.0012489i,-0.00040746-0.001599i,-0.0017327-0.0018856i,-0.0019459-0.0024163i,-0.0016274-0.0016059i,-0.0019772+0.00021245i,-0.0013535+0.001529i,-0.00019987+0.0014334i,0.00046135+0.00047526i,0.0004425-0.00052135i,0.00032457-0.00086291i
-0.0015867-0.00076957i,-0.0019645-0.0001397i,-0.002212-0.00043288i,-0.0022423-0.00096539i,-0.0019635-0.00071941i,-0.001673-6.3267e-05i,-0.00097006+0.00045319i,-0.00021744-0.0002648i,-0.00020655-0.0011067i,-0.00085276-0.00022164i,-0.00086835+0.00021098i,0.00065409-0.00026734i,0.0016091-0.00038406i,0.0017679-0.00084571i,0.0019816-0.0010199i,0.0026319-0.0014551i,0.0029941-0.0016188i,0.00208-0.0008002i,0.00094288-0.00012598i,0.00034479+0.00031873i,8.9764e-06+0.0006201i,0.00045976+0.0012732i,0.00063279+0.0010719i
0.0023331-0.0010708i,0.0017205-0.00057811i,0.00079844-0.0010765i,-0.00023659-0.0015183i,-0.001771-0.0010346i,-0.0021472+0.00032209i,-0.00072576+6.3051e-05i,0.00085391-0.00065655i,0.00089631-0.0011996i,0.00024414-0.0016264i,-0.0001184-0.0013068i,-9.8532e-05-0.00074875i,-0.0002676-0.00021656i,0.00015482+0.0012185i,0.00093069+0.0023498i,0.0013863+0.0023588i,0.0019493+0.00231i,0.0014967+0.0016849i,0.00053834+0.00027577i,9.8315e-05-0.00069997i,-0.00033989-0.00118i,-0.00093349-0.0014159i,-0.0012779-0.0015377i
-0.0014287+0.0012356i,-0.0016396+0.0022016i,-0.0012195+0.0026499i,-0.00014075+0.0023595i,0.00057573+0.0014136i,0.00092747+0.00032893i,0.00050946-0.00044635i,0.00026209-0.0010749i,0.00073702-0.00089155i,0.00054058-0.0005299i,8.5857e-05+0.00029753i,0.00035651+0.0007172i,8.4979e-05+0.00033162i,-0.00032308+0.00015701i,-0.0011532-0.00010456i,-0.0019031-0.00044957i,-0.0020011-0.00019202i,-0.001257+0.00040438i,-0.00017836+0.00030082i,-0.00045044+0.00012336i,-0.00032222+0.00010554i,-0.00011576-0.00057321i,-0.0001915-0.00090627i
-5.4411e-05-0.0016687i,-0.0011989-0.0014194i,-0.0015292-0.0018776i,-0.002036-0.0015537i,-0.002984-0.00012563i,-0.0026677+0.00067981i,-0.0013731+0.00074468i,-0.00010257-1.1133e-05i,0.0010601-0.00094608i,0.00044715-0.0007217i,-0.00069758-0.00016464i,-0.00075413-1.025e-05i,-0.00034423-0.00031327i,2.597e-06-0.00072298i,0.00059369-0.0013275i,0.0011924-0.0017641i,0.001466-0.00076244i,0.0014864+7.8595e-06i,0.00085197-0.00054562i,-0.00027226-0.00070116i,-0.00022885-0.00039062i,0.00035917+0.00025271i,0.0010516+0.00048306i
-0.0023477-0.0014208i,-0.003561-0.00093493i,-0.004998+0.00066983i,-0.00474+0.0014725i,-0.0031478+0.0019903i,-0.0016204+0.0024101i,0.0001027+0.0016751i,0.0011775-0.0001253i,0.0012691-0.0013093i,0.00061592-0.001089i,0.00068825+0.00020586i,0.0014763+0.00053079i,0.0018306+0.00019688i,0.002113-0.00030571i,0.002268+7.774e-05i,0.0029032+0.00082332i,0.0025092+0.0002063i,0.0015073-0.00048458i,0.00097825-0.00027747i,0.00057165+0.00032552i,0.00024503+0.00029464i,0.00052681-0.00020938i,0.00048731-0.00030395i
-0.00066835-0.0034167i,-0.0018867-0.0038697i,-0.0017866-0.0041648i,-0.0017499-0.0027536i,-0.0015906-0.00048521i,0.00026322+0.00014403i,0.0015162-8.3362e-05i,0.0012051-0.00021436i,0.00049084-0.00097773i,0.00046077-0.00087246i,0.00088245+2.2259e-05i,0.0010335+0.0005993i,0.00075864+0.00010076i,7.7717e-05-5.2952e-05i,-0.0002358+0.00078784i,-0.00071772+0.0015679i,-0.00077844+0.0015344i,-0.00064824+0.0011012i,-0.00049002+0.0010903i,0.00016449+0.00065227i,0.00070833-0.00020678i,0.00080562-0.00064278i,0.00045072-0.00079789i
-0.0014732+0.0012746i,-0.0014865+0.0021788i,-0.00067796+0.003253i,0.00031888+0.0032052i,6.4551e-06+0.0012959i,-0.00032995+0.00030506i,-0.00015206+0.00061312i,1.1249e-05+0.00075061i,-2.1271e-05+0.00034382i,0.00014278+0.00047361i,0.0010135+0.00044469i,0.00078882-0.00013948i,-3.5875e-05-0.00090776i,9.1821e-05-0.0014237i,0.00020231-0.0017884i,0.00011117-0.002375i,-0.00021227-0.002241i,-0.00039145-0.0013582i,-0.00029308+0.00015141i,-0.0001722+0.00064628i,0.00060745+0.00022014i,0.0016259-0.00044814i,0.0014344-0.00056246i
0.00053167-0.0012263i,-0.00034954-0.00074797i,-0.0010418-0.00051817i,-0.00091921-0.00062542i,-0.00060661+0.00044865i,-0.001335+0.0010061i,-0.00076939+0.00026984i,0.00096035+5.6192e-05i,0.0015115-0.0002037i,0.00097878+0.00012208i,0.00057975+0.00080142i,0.0003562+0.0011317i,0.00017153+0.00056961i,0.00057715-0.00057833i,0.001723-0.0015259i,0.0027828-0.0012327i,0.0028138-0.00076703i,0.0018923-0.0012493i,0.0010132-0.00086258i,0.00050458-0.00036543i,6.9232e-05-0.00022043i,-9.2159e-05+6.4247e-05i,-0.00035936+0.00025255i
0.0020207-0.00058969i,0.0013577-0.0015858i,0.0011758-0.0013842i,0.00027208-0.0012902i,-0.00017659-0.001427i,-0.00018067-0.0012418i,-0.00056859-0.0018513i,0.00012873-0.0016326i,0.00089253-0.00088469i,0.00066471-0.00056742i,0.00067829-0.00067243i,0.00052199-0.00057448i,5.9484e-05-0.00045884i,-0.00012347-0.00020043i,-0.00032457+0.00091028i,4.3383e-05+0.0017852i,0.00052495+0.0020583i,0.0006026+0.0020582i,0.00070769+0.0012505i,0.00081137-2.9504e-05i,6.8512e-05-0.00080203i,-0.00061217-0.00055307i,-0.0010219+0.00019485i
-0.00022591+0.0010785i,-0.0002951+0.0010113i,-0.00089575+0.0011013i,-0.0018067+0.00030132i,-0.001522+0.0001956i,-0.0012082+0.00024147i,-0.00055054+0.00036915i,0.0003336+0.00057481i,0.00045421+0.00075995i,0.00108+0.00086405i,0.0019104+0.0011108i,0.00079362+0.0013706i,-0.00024059+0.0015794i,-0.0002684+0.0015924i,-0.00056019+0.00011561i,-0.00093973-0.00062285i,-0.0010717-0.00067228i,-0.00050067-0.00038835i,0.00035467+0.00012562i,0.00010579-7.9487e-05i,-0.00053725-0.00043683i,-0.00021013-0.00011122i,-0.00031078+8.7655e-06i
-0.0017064-0.00040081i,-0.0016856+0.00081887i,-0.0017403+0.001791i,-4.0706e-07+0.0025562i,8.59e-05+0.0015821i,-0.00012964+0.00034957i,0.00013499-0.00020724i,0.00024591-0.0010097i,0.00030388-0.0014105i,-0.00017873-0.00033609i,-0.00055759+0.00062429i,0.00049238+0.00021499i,0.00093553-0.00066208i,0.00056609-0.001103i,0.00071166-0.0013285i,0.0013155-0.0014762i,0.00081323-0.0010289i,9.9017e-05-0.001117i,-1.3306e-05-0.00096028i,0.00037196+0.00022047i,0.00034659+0.0003003i,0.0001018-0.0003974i,0.00065314-8.7051e-05i
-0.0022289+0.0002911i,-0.0015878-0.00051127i,-0.0020752-0.00047199i,-0.0022385-0.00018901i,-0.0010734-3.7739e-05i,-0.00037009-0.00035314i,-0.00015958-0.00047966i,0.00011026-0.00097117i,0.00025654-0.0012544i,0.00030651-0.00098247i,0.00068036-0.00097488i,0.0011639-0.00099731i,0.0006532-0.0010558i,0.0010202-0.001433i,0.002208-0.00112i,0.0022302-9.5022e-05i,0.0017288+0.00061413i,0.001907+0.00094577i,0.0016699+0.00082529i,0.0012197+0.00038741i,0.00078158-0.00027191i,-6.9926e-05+0.00013061i,-0.0009084+0.00078583i
0.0019744+0.0014371i,0.002205+0.0017722i,0.0024929+0.0013018i,0.0023596+0.00069073i,0.0012758+0.00043543i,-0.00011572+0.00061264i,-8.2639e-05+0.00046218i,0.0010417+5.9324e-06i,0.0021381-0.00049484i,0.0022589-0.00065567i,0.0019982-0.0002163i,0.00095724+0.00073861i,0.00025245+0.0010869i,-0.00027193+0.00084292i,-0.00011687+0.00072272i,0.00043304+0.0012522i,-0.00030575+0.0014867i,-0.00028335+0.0012454i,0.00035373+0.00061643i,0.0010905+0.00042664i,0.001185+0.00016656i,-0.00031128-0.00018315i,-0.0012341-0.00035283i
-0.0022518-0.0011111i,-0.0018189-0.00044623i,-0.0032609-0.0005156i,-0.0034492-0.00067978i,-0.0021991-0.00045503i,-0.0010684-0.00066293i,-0.00013506-0.00069006i,0.00014368-0.00074909i,6.7303e-05-0.00028188i,0.00030112+0.0006792i,0.00024029+0.001304i,-5.5959e-06+0.00069838i,-0.00056033-0.00033503i,-0.0011782-0.00050079i,-0.0013448-0.00061569i,-0.0013427-0.0012654i,-0.0010084-0.001716i,-0.00087538-0.00098983i,-0.00091066+0.00020719i,-0.00045065+0.00069283i,0.00034706+0.0005469i,0.0006191-0.00027771i,0.00066102-0.0003628i
-0.00012841+0.0015916i,0.00032287+0.002068i,0.00078972+0.0027923i,0.00015656+0.0015711i,0.00025388-0.00028185i,-0.00015907-2.6252e-05i,-0.0001555-4.0232e-05i,0.00060122-0.0012525i,0.00086209-0.0015647i,0.00066125-0.00093596i,-0.00025279-0.00075999i,-0.00056295-0.001752i,-8.442e-05-0.00228i,-0.00044338-0.0013362i,-8.4595e-05-0.0011261i,0.001279-0.0015084i,0.0020209-0.00087009i,0.0018306+0.00037083i,0.0010896+0.0011544i,0.00010926+0.0014943i,6.8787e-05+0.00095923i,0.0008953-0.00056922i,0.00013491-0.00039938i
2.7613e-05-0.00020864i,-0.00063084-0.00042429i,-0.0010185-0.0012226i,-0.00070698-0.00083135i,-0.00059981+0.00019617i,0.00017279+0.0011911i,0.00015933+0.00099276i,9.9864e-05+0.00052055i,0.00091998-4.3643e-05i,0.0014753-0.00037358i,0.0012162+0.00014916i,0.0010422+0.00061107i,0.00089752+0.00065952i,0.0015726+0.00063393i,0.0017684+0.00015663i,0.0014565+0.0003913i,0.0013373+0.0011881i,0.0011047+0.00068581i,0.00028337+0.00010815i,0.00010329+0.00058106i,0.00048659+0.00067373i,0.00015734-0.00061368i,-6.5911e-06-0.00078493i
0.00023555-0.00046226i,-0.00036092-0.0004134i,-1.6685e-05-0.00077783i,0.00038773-0.0010407i,-0.00010647-0.0014033i,-0.0003653-0.00069634i,0.00026974-0.0002885i,0.00031221-0.0009113i,-0.00016305-0.00092795i,-0.00037718-0.00055418i,-9.8527e-05+0.00054399i,-0.00012821+0.0011384i,-0.00016698+0.00047224i,0.00012747+0.00011587i,-0.00018956+0.0006261i,-0.0007665+0.00083124i,-0.00053251+0.00010432i,-0.00054753-0.00039543i,-0.00025685-0.00030028i,0.00041802-0.00024646i,0.00012976-0.00014711i,-0.00025517-4.0521e-05i,9.6603e-05+3.4948e-05i
-0.0012918+0.00083003i,-0.001314+0.0019818i,-0.001341+0.0031594i,-0.0014561+0.0024801i,-0.0016824+0.00052438i,-0.0018667-0.00038997i,-0.0012446-0.00036196i,0.00037074-0.00014311i,0.00085067+0.00017125i,0.00076071+0.00048965i,0.00063787+0.00041018i,0.00045555-0.00025312i,0.00047167-0.00087298i,9.6876e-07-0.00079162i,-0.00037524-0.0013865i,-0.00017648-0.0017554i,-8.32e-05-0.00089507i,0.0005718-0.0006535i,0.0011689-0.00099567i,0.0010588-0.000867i,0.00055461-0.00053022i,0.00064442-0.00018132i,0.0011489-0.00081714i
-0.00056773+0.00030808i,-0.0013815-0.00045195i,-0.00044976-0.00076706i,-0.00032734-0.00062961i,-0.00058443-0.0010653i,6.4731e-06-0.0009064i,8.1263e-06-0.00015295i,0.00055054-0.00080099i,0.0012181-0.0012814i,0.00076418-0.00019077i,0.00023699+0.00016348i,0.00082027-0.0010028i,0.0010879-0.001174i,0.00055367-0.00076386i,0.0013306-0.00057426i,0.0021661-0.0001945i,0.0018145+0.00077807i,0.0010147+0.00096793i,0.00027044+0.00052852i,0.00092288+3.8155e-05i,0.0012312+0.00026316i,0.00014987+0.00082482i,-0.00081423+0.00066285i
-0.0020406+0.00025756i,-0.0016928-5.243e-05i,-0.0014062+0.0017649i,-0.00073131+0.001991i,1.9362e-05+0.0015539i,-0.00048208+0.00071022i,-0.00080247-0.00074419i,-0.00035084-0.0015721i,0.00022898-0.0012776i,0.00096524-0.00044961i,0.0015218-0.00037944i,0.0014763-0.00073697i,0.00084018-0.00073492i,0.00053183-0.00078012i,0.0010388-0.00060342i,0.001068+0.00049782i,5.8512e-05+0.00080653i,-0.001227+0.0010999i,-0.0015268+0.0017997i,-0.00059228+0.00088557i,0.000198+0.00016901i,0.00011998+0.00020906i,0.00034368-2.0467e-05i
0.00052929+0.0011546i,0.0015698+0.001608i,0.0014417+0.00042234i,0.0013645-0.0010458i,0.0011002-0.00059945i,-3.6355e-05+0.00024813i,-0.00082346+0.00018517i,-0.0004981+8.1542e-05i,0.00040293+8.2925e-06i,0.00055168+0.00036691i,5.5694e-05+0.0010544i,0.00064725+0.0010362i,0.00073104+0.00020661i,0.00015866-0.00080925i,-0.0001396-0.00078899i,-0.0013264-0.00082164i,-0.0022491-0.00073167i,-0.0015729-0.00046048i,-0.0005784-0.00073472i,0.00032576-0.00038699i,0.00042324+3.6813e-05i,2.494e-05-0.00016555i,0.00014451-0.00025542i
-0.00076-0.00063668i,-0.0017083+0.0010274i,-0.0027285+0.0023393i,-0.0021593+0.0023229i,-0.0012016+0.00060157i,-0.00039322-0.00047481i,0.00096747-0.0010862i,0.001828-0.0016564i,0.0010734-0.0011583i,0.00027246+0.00048263i,0.00036827+0.00087368i,0.00047998+0.00045883i,9.8512e-05+0.00016302i,-6.9043e-05-0.0007221i,0.00083234-0.0014764i,0.0013083-0.0011488i,0.00085348-0.00037398i,0.00067354+0.00034934i,0.00049632+0.00098994i,0.00064026+0.00077655i,0.00065136+0.00037729i,0.00056308+0.00052851i,0.00046788+0.00064211i
-0.0001405+9.9534e-05i,-0.0012694+0.00012407i,-0.0015699-0.00081951i,-0.0020734-0.0014019i,-0.0030149-0.00047955i,-0.0024667+0.00075728i,-0.0019892+0.0011342i,-0.0015445+0.00048943i,0.00014735-0.0001198i,0.00049319-9.1595e-06i,-6.7876e-06-0.00011083i,0.00012862-0.00064197i,0.00061043-0.00021313i,0.00087113+0.00044528i,0.00091812+0.00062798i,0.0011445+0.00085615i,0.0012621+0.00047582i,0.0011848-7.3317e-05i,0.00095748+0.00021517i,0.0010995+0.00084695i,0.00091452+0.00070318i,0.00036772-0.00039951i,-0.00017638-0.00062952i
-0.0011792+0.00042019i,-0.00073685+0.0009166i,-0.00023916+0.0016554i,0.00023858+0.0016346i,0.00075633+0.0005952i,0.00041334-0.00045778i,-0.00024476+7.6303e-05i,5.3733e-05-5.9981e-05i,0.00053652-0.00092467i,0.00071794-0.00063826i,0.00083669-0.00045693i,0.00067866-0.00095103i,-0.00044239-0.0010259i,-0.0017398-0.001185i,-0.0015067-0.00023537i,-0.0011928+0.00067985i,-0.0014958-5.8115e-05i,-0.0013308-1.505e-05i,-0.00060705+0.00067406i,0.00024806+0.00058456i,0.00048334+0.00046142i,0.00083896+0.00050362i,0.00061846+0.00034864i
-0.00063506+0.00069473i,0.00017571+0.0014235i,0.001535+0.001612i,0.0018554+0.00074948i,0.00094347-0.00067173i,0.000711-0.0016093i,0.00092508-0.0015803i,0.0011719-0.0012319i,0.0012782-0.0018135i,0.00074264-0.0017117i,0.00013457-0.00014128i,-0.00032667+0.00082393i,-0.00098803+0.00064998i,-0.0019704-0.00029698i,-0.0014847-0.00050701i,-0.00036777-0.0004707i,-9.2327e-05-0.0016277i,0.00033801-0.0018462i,0.001187-0.00053843i,0.0006671-0.00015106i,-3.2931e-05-0.00058552i,0.00036453-0.00049064i,-3.2669e-05+5.4513e-05i
-0.0010405-0.00032548i,-0.0015687+2.8651e-05i,-0.0015548+0.00044026i,-0.0012788+0.00035009i,-0.0018595+0.00018616i,-0.0014623+0.00086455i,-0.00061349+0.00084688i,0.00037716+1.8583e-05i,0.0017507-0.0014644i,0.002039-0.0013021i,0.001126-0.00076303i,0.00022937-0.0010927i,8.8599e-05-0.0010088i,0.00048887-0.0011948i,0.00095536-0.0010731i,0.0015607-9.3712e-05i,0.0017832+0.00053736i,0.0011113+0.00015214i,0.0003829+0.00042231i,1.1555e-05+0.00082924i,0.00018935+0.00013443i,0.00036375-0.0002011i,0.00037906-7.4074e-05i
-0.0017055-0.0014463i,-0.0013277-0.0013952i,-0.00031318-0.0011864i,4.0096e-05-0.00098444i,0.00023122-0.00010175i,0.00043174+0.00069286i,-0.00034572+0.0012137i,-0.00018386+0.0008601i,0.00038484-0.00025965i,0.00080068-0.00064878i,0.0016412+0.00022973i,0.0014379+0.00052763i,0.00086946+0.00045545i,0.00068549+0.0010847i,0.0006937+0.0014202i,0.00045654+0.001185i,-0.00025897+0.0012398i,6.9838e-05+0.0011961i,0.00054492+0.00057443i,0.00028272+0.00063732i,0.00031772+0.00053571i,0.00048644+0.00036268i,0.00018366+0.00069069i
0.00084686+0.0018722i,0.00088847+0.0015312i,0.0012166+0.0012444i,0.00046258+0.00073101i,-0.00058938+0.00096218i,-0.00084809+0.0011106i,0.00022019+0.00095911i,0.0014797+0.00057779i,0.0016513+0.0003727i,0.0013783+0.00028558i,0.00087415+0.00056094i,0.00026173+0.00051975i,-0.00055452+0.00044275i,-0.00078399+0.00085123i,-0.00052+0.00077523i,-0.00090527+2.3015e-05i,-0.0001322-0.00069487i,0.0010261-0.00066374i,0.00094611-0.00013499i,8.2217e-05+5.2253e-05i,-0.0001145-0.00048517i,0.00017478-0.0001338i,5.8451e-05+0.00049585i
-0.00072628-0.0014222i,-0.0014026-0.00048919i,-0.0023706-0.00048966i,-0.002978-0.0013439i,-0.0027217-0.0012731i,-0.0021498-0.00019675i,-0.00074707+0.000608i,0.00063904-0.00015153i,0.00078449-0.0010352i,-1.237e-05-0.00055147i,-6.9591e-05-0.00010138i,-6.4524e-05+9.1063e-06i,-0.00054877-0.00036167i,6.0935e-05-0.00095441i,0.00069277-0.0016859i,0.0012225-0.0014856i,0.001329-0.00011608i,0.00085409+0.00061027i,0.00083222+0.00051618i,0.00066581-3.7535e-05i,-0.00038819-0.0004848i,-0.0010944-0.00048082i,-0.00067722-0.00087597i
-0.0015092-0.0016272i,-0.0022044-0.0013487i,-0.002062-0.00098613i,-0.00056274-0.00042919i,0.00017712-0.00022904i,0.00032453-0.00011413i,-0.00010624-0.00062444i,0.00069176-0.0011889i,0.001336-0.00088856i,0.00058-0.00023487i,0.00040888-0.00059774i,0.00077721-0.00063007i,0.00020739-0.00041206i,-0.00019246-0.00026263i,0.00026634+0.00067886i,-6.2101e-05+0.0010381i,-0.00065593+0.0012023i,-0.00072929+0.0013807i,-0.00052442+0.0013086i,-0.00034227+0.00074566i,7.3855e-06+0.00082356i,-4.5884e-05+0.0017194i,-0.00053521+0.0011897i
0.00057376+8.5589e-05i,0.00030752-9.7939e-05i,0.00060647-0.00033831i,0.00042307-3.804e-05i,9.32e-05-8.722e-06i,-0.00015069+0.00046945i,-0.00037735+0.00024673i,0.00031023-0.00050094i,0.0014298-0.00030209i,0.0014796+0.0001357i,0.001055+0.00026206i,0.00068396-9.1886e-05i,0.00017419-0.00011233i,-0.00020893+0.00094672i,-0.0010191+0.0011767i,-0.0011686-2.1113e-05i,-0.00094934-0.0010621i,-0.00019297-0.0011246i,0.00042623+0.00023009i,-0.00014889+0.0012792i,-0.0011077+0.00038304i,-0.00054553-0.00061202i,0.00018563+5.9979e-05i
0.00035749+0.0020198i,0.00038031+0.0017774i,0.00098388+0.0024356i,0.0012117+0.001725i,0.00062194-8.4297e-05i,-0.0004963-0.0005417i,-0.00045584-0.0011728i,0.0004508-0.0011998i,0.0011979-0.00046258i,0.0012152-0.00068393i,0.00080025-0.00028581i,0.00040247+0.00023551i,-0.00013615-0.00019072i,-0.00022174-0.00046378i,0.00034253-0.00098451i,0.00069706-0.0011941i,0.00020643-0.00097027i,0.00028562-0.00081848i,0.0015155-7.1257e-05i,0.0020803+0.00034701i,0.0015677+8.6854e-05i,0.0011527-2.7812e-05i,0.00035239-0.00038819i
0.00058291+0.0004876i,-0.00017293+0.00073822i,0.00011654+0.00056435i,0.0010584-6.9188e-05i,0.00081937-0.00061323i,1.1053e-05-0.00065855i,-0.00070808-0.00024694i,-0.00058527-0.00051464i,0.00059113-0.00056232i,0.00068248-0.00063936i,9.5941e-05-0.0010236i,1.9111e-05-0.00082281i,-5.8273e-05-0.00090397i,0.00011143-0.00101i,0.0005641-0.00031225i,0.00069496+0.00019964i,0.00045941+0.00039386i,0.00052058+0.0010811i,0.0007089+0.0010323i,0.00039316+0.00060299i,0.00024903+0.00026i,0.00035765+3.4444e-05i,0.00025372+0.00064697i
0.00097138-0.0013732i,0.00039438-0.00078476i,-0.00022229-0.0010293i,-0.0012308-0.00084129i,-0.0016774+6.032e-05i,-0.0012836+1.0154e-05i,-0.00082204-0.00020811i,0.00011099-0.00051226i,0.0010529-0.0005292i,0.0012157+0.00031784i,0.0014228+0.0007095i,0.0016662+0.0010839i,0.0014999+0.00093271i,0.0011447+0.00069058i,0.0012574+0.0013215i,0.00085372+0.0016065i,-0.00012382+0.0011882i,-0.00017512+0.00083039i,-0.00014308+0.0010342i,-0.00033669+0.00071681i,2.5763e-05+0.00024936i,8.1161e-05-0.00014264i,0.00029762-0.00020955i
-0.0009365-0.0020296i,-0.0010082-0.0011662i,-0.0014665+0.00015005i,-0.001129+0.0010668i,-6.2739e-05+0.0011592i,0.00094048+0.0012699i,0.00096364+0.0010895i,0.0010087+0.00050226i,0.0013699-0.00033926i,0.00083572-0.00049723i,0.00026292-0.00033036i,0.00032437-0.00017948i,0.00024018+0.00021936i,-0.00029983-2.6921e-05i,-0.0010372-0.00075292i,-0.0010009-0.00034241i,-0.00040661-0.00059133i,-0.00011505-0.00078072i,0.00036859-0.00035412i,0.00034-0.0002349i,6.3634e-05+0.00013742i,-0.00033353-0.00019743i,-0.0011698-0.00037444i
0.001051+0.00060546i,0.00032911+0.0011944i,0.00065774+0.0011606i,0.00047433+0.00033717i,-0.00052785-0.0002352i,-0.00074488-0.00079391i,1.1216e-05-5.4481e-05i,0.00039406+6.6576e-05i,0.00066818-0.00092478i,0.00091907-0.00033993i,0.00013106+0.00077576i,0.00030877+0.00042579i,0.00068904+5.3951e-05i,0.00059994+9.9068e-05i,0.0012431+8.6337e-06i,0.0014353-0.00020456i,0.00082966+3.752e-05i,-7.5243e-05+0.00069825i,-0.00063805+0.001258i,-0.00029266+0.00091905i,-0.00024668-0.00032537i,-0.00065527-0.00081775i,-0.0010257-0.00071712i
-0.00044029+0.0011532i,-0.00066349+0.00059764i,0.00064152+0.00077456i,0.0010058+0.00054882i,0.00073704-7.0046e-05i,-0.00013103+0.00059875i,-0.0011145+0.00082313i,-0.00021688-0.00044474i,0.00060018-0.00049453i,0.0004798+0.00023643i,0.00034372-0.0005083i,0.00058616-0.0011092i,0.0010638-0.0016588i,0.0009749-0.0012752i,0.00023141+6.8152e-05i,0.00013361+0.00072337i,-0.0002643+0.0007253i,-0.00071036+0.00060378i,-0.00092408+0.00053842i,-0.00046606+0.0002728i,0.00083515-0.00017703i,0.00098982+7.7444e-06i,0.0011768+0.00013708i
0.0014337+6.8868e-05i,0.0017846-0.00023745i,0.0023395-0.0004916i,0.0015931-0.0010935i,0.00059339-0.00083338i,3.0577e-05-0.00013739i,-0.00012863-8.3573e-05i,0.00010183-0.00018804i,-4.1715e-05+0.00027581i,0.00024939+0.00038956i,0.00064231+0.00047292i,0.00085586+3.3649e-05i,0.00099389-7.3333e-05i,0.0005019+0.00020235i,-8.7975e-05-0.00039605i,-0.00014103-0.0008449i,-0.00045131-0.00052408i,-0.00044127-0.00080775i,0.00010312-0.0007039i,0.00043211+0.00083457i,0.00037752+0.0014189i,-0.00036879+0.00028869i,-0.00053383-0.00093574i
