-0.0014867+0.0014676i,-0.0021501+0.0020364i,-0.0033314+0.0014202i,-0.0024989+0.00024282i,-0.002104+1.2736e-05i,-0.0022208+0.00039083i,-0.0014018+0.0013643i,-0.00061519+0.0018863i,0.00027011+0.0011073i,0.0012885+7.6925e-05i,0.0010332-0.00066335i,0.00035347-0.00076355i,0.00039955-0.00060979i,0.0007593-0.00073431i,0.00023466-0.0011432i,-0.00041594-0.00099459i,-0.00053977-0.00048533i,-0.0014692-0.00074105i,-0.0014852-0.00076427i,-0.0005907-0.00011464i,-1.7818e-05+0.00029668i,0.00012791+0.0003569i,0.00049302+0.0012957i
0.0017371-0.00052325i,0.0012215-0.0012261i,0.0010178-0.0021026i,0.00051212-0.0013438i,0.00065678-0.0010832i,0.0016426-0.00082233i,0.0017335+0.00072123i,0.0014252+0.0012844i,0.0010577+0.0014066i,0.00088415+0.00051782i,0.00084927-0.001101i,-0.0001543-0.0014286i,-0.00058949-0.0006408i,-0.0004866+8.2881e-06i,-0.00038176+0.00028908i,5.0842e-05+0.00059348i,0.00017457+0.00076645i,-0.00018153+0.00073742i,-8.6717e-05+0.00079393i,4.5007e-05+0.00053375i,-0.00058579+0.00049679i,-0.000548+0.000377i,-5.8414e-05+0.00060086i
0.00014728+0.00092428i,-0.00059095+0.00022063i,0.00091956+0.00040469i,0.0014367+0.0012055i,0.00092063+0.00075003i,0.00039829+0.00034065i,7.6145e-05+0.00098606i,0.00039906+0.0011324i,-0.00036505+0.00020321i,-0.00021541-0.00078795i,0.00088704-0.00092038i,0.00080121-0.0010847i,0.00010549-0.00048828i,-4.5214e-05+0.0001018i,0.00015778+0.00025558i,0.0003094+0.00054995i,0.00030489+0.0010973i,0.00031961+0.00071883i,0.0010439-0.00071131i,0.00099967-0.00044654i,0.00048666+0.00053272i,0.00023655+0.00056927i,0.00032433+4.4744e-05i
-0.0005347+0.0016943i,-0.00016093+0.0013779i,0.0014343+0.0020389i,0.002284+0.001636i,0.0016856+0.00047256i,0.00034606+0.00028684i,-0.0002009+0.00025017i,0.00049372-0.0001612i,0.00077078-0.00027497i,0.00056969-0.0005184i,0.00040729-0.00044257i,0.00043304-0.00015961i,0.00058161-6.985e-05i,-0.00013562+0.00047748i,-0.0012011+0.00077497i,-0.0016908-9.1958e-05i,-0.00051998-0.00064265i,5.8588e-05-0.00015252i,-0.00068333+0.00048469i,-0.001009+0.00039247i,-0.00030599+0.00033701i,0.00031564+0.00052928i,0.00060393+0.000731i
0.001656-0.0010254i,0.0013511-0.00096833i,0.00087713-0.0021596i,-0.0007087-0.0021721i,-0.0011571-0.0015498i,-0.00063599-0.0011707i,0.00041484-4.3737e-05i,0.0013972+0.0012127i,0.00097934+0.00094898i,0.00010168+0.00039126i,-0.00071681+0.00030052i,-0.0011039+9.3229e-05i,-0.0011208+0.00040797i,-0.00091868+0.00065698i,-0.00029857+0.00016702i,-5.2835e-05-0.00072682i,-0.00055163-0.00082215i,-0.0013412+2.3817e-05i,-0.0014505+0.0004125i,-0.00037708+0.00013429i,0.00068835+0.00011342i,0.00080674-1.3325e-05i,0.00098911-0.00046419i
0.0012034-0.00010133i,0.00048532+0.00059729i,-8.105e-05-9.5232e-05i,0.00031339-0.0012614i,0.00068376-0.0009538i,0.0014414-0.00070409i,0.0017747-4.7101e-05i,0.0010468+0.0005423i,0.00039433-0.0001548i,0.00063641-0.00069282i,0.00065827-0.00032312i,0.00030721-0.00031789i,0.00037469-0.00061322i,0.00055741-0.00039242i,-6.6558e-05-0.00048511i,-0.0013901+0.00013859i,-0.001705+0.00017183i,-0.00080618-0.00027412i,0.00060474-0.00016923i,0.0011051-1.1144e-05i,0.00047922+0.00017697i,-3.4314e-05+4.9203e-05i,-0.00036377+0.00018199i
-0.00036824-0.00042654i,-3.6129e-05-0.0011459i,0.00068146-0.0013699i,0.00035264-0.00047336i,6.8684e-05+0.00068556i,0.00043291+0.0017217i,0.001127+0.0017593i,0.0012751+0.0013976i,0.00079121+0.00027077i,0.00020991-0.0007602i,0.00042649-0.00057745i,0.00012601+8.7157e-06i,-4.6991e-05+0.00056028i,-0.00059343+0.00070722i,-0.0018723+0.00032809i,-0.0015047-0.0006515i,-0.00046999-0.00062945i,-0.00027554-0.00035253i,-0.0011264-0.00030456i,-0.0015304+0.00047982i,-0.00084682+0.0015746i,-0.00035369+0.0019566i,0.00014814+0.0011921i
-5.1064e-05-0.00012782i,0.00048745-8.866e-05i,0.0024667-0.00036352i,0.0023944+8.5445e-05i,0.0014732+0.00075381i,0.001082+0.0001173i,0.0011174-0.00041703i,0.0011037-0.00042558i,0.0012338+7.7242e-05i,0.00034637+0.00060948i,-0.00016612+0.00078446i,0.00073242+0.00023548i,0.00010221-0.00036853i,-0.0014705-0.00023939i,-0.00090268+0.00025738i,-0.00028046+0.00052943i,-0.0011914+0.00022002i,-0.0017021-0.000494i,-0.0010489-0.00075697i,-0.000318-0.00059479i,-0.00058733-0.00019774i,-0.00053105+0.00059307i,-0.00030869+0.00018604i
-0.0012764+1.1637e-05i,0.00056194+0.00070617i,0.00099576+0.0013685i,0.00065447+0.0015585i,0.0012862+0.001045i,0.0016636+5.8532e-05i,0.0014924-0.00062596i,0.001208-0.00037083i,0.0012152+0.00046647i,0.00082521+0.00026209i,-0.00012977-0.00032023i,-0.00027466-0.00059891i,-0.00061625+7.1599e-05i,-0.00045719+0.00079174i,0.00062517+0.0003869i,0.00030214+0.00031894i,-0.00052005+0.00054388i,-0.0010106+0.00039322i,-0.0010848+0.00031236i,-0.00084276+0.00045827i,-0.00093532+0.00080948i,-0.0013032+0.00089751i,-0.0013617+0.000786i
-0.0023551+0.00057891i,-0.0028531+0.00066987i,-0.0031377+0.0010052i,-0.002517+0.0017861i,-0.0011401+0.0015461i,0.00046779+0.0012276i,0.0012553+0.00036912i,0.00025215+0.00014787i,-0.0011181+0.0012952i,-0.0011386+0.00091963i,-0.00046011-0.00072163i,-0.00027037-0.0016137i,-0.00083576-0.0012557i,-0.0010339-0.0010231i,-0.00068281-0.0001161i,-0.0003124+0.00021388i,1.2862e-05+3.2935e-06i,0.00015462+0.00057798i,6.9533e-05+0.0002835i,-0.00014392+0.00020647i,0.00013423+0.00047874i,0.00050718-4.9409e-05i,-0.00013581-0.00018925i
-0.0019632+0.00039598i,-0.0012072+6.6413e-06i,-0.0018001+0.00036456i,-0.0019157+0.0012128i,-0.0011595+0.0015375i,0.0007856+0.0013266i,0.0013844+0.00084818i,0.0001205+0.0012965i,-0.00077241+0.0018808i,-0.00054579+0.00097571i,-0.00011099+0.00042969i,0.00027029+0.00030721i,0.0012396+6.8589e-05i,0.0017542+1.9475e-05i,0.0006938-4.9379e-06i,0.00053084-0.00015197i,0.0012932+0.00034873i,0.001052+9.5214e-05i,0.00024563-7.068e-05i,-0.00061667+0.00046367i,-0.0011324+0.00041803i,-0.00064813-1.3647e-05i,-0.00052427+0.00027568i
0.001639+1.8096e-05i,0.0013633+0.00017585i,0.0010871-0.00066114i,0.0012452-0.0011203i,0.0016379+0.00067308i,0.0013027+0.0013836i,0.0010176+0.00035454i,0.0010279-0.00048246i,0.00019376-0.0010066i,-0.00029292-0.0013109i,0.00011456-0.0013889i,0.00067711-0.00089612i,0.00048352-0.00022785i,-0.00031627+4.4172e-05i,-0.0011538-7.4632e-05i,-0.0017176-0.00012715i,-0.0014999+0.00020959i,-0.0018515+0.00053726i,-0.0014849+0.00023016i,7.197e-05-0.00021654i,0.00066548+0.00010953i,0.0002097+0.0011607i,-0.00017266+0.0015783i
0.00081423-0.0011952i,0.00054051-0.00084019i,-7.2123e-06-0.0016747i,2.8852e-05-0.0012653i,-0.00019366+0.00011371i,0.0004095+0.0012417i,0.0013251+0.0011623i,0.0011544+0.00030153i,0.00080061-0.00014867i,-0.00020636-0.00025012i,-0.0012225-0.00069071i,-0.00078138-0.00053959i,-0.00059537-0.0007664i,-0.001364-0.0003964i,-0.0016002+0.00046114i,-0.0013297+0.00011918i,-0.0012971+0.00011676i,-0.00099668+0.00012264i,6.4036e-05+0.00017373i,0.00035289-2.1644e-05i,0.0001467-2.8046e-05i,-0.00015711+0.00041034i,-0.00040457+0.00021531i
0.0010292-0.0014744i,0.00097901-0.0012288i,9.5986e-05-0.00084862i,0.00026208-0.0005346i,0.00029158+0.00023979i,0.00017602+0.00053361i,0.00029883+0.0005015i,0.00021785+0.00060071i,0.00071194+0.00055356i,0.00045135+0.00026331i,0.00029781-0.00042286i,1.4817e-06-0.00081133i,-0.00042583-0.00048545i,-0.00055348-0.0001929i,-0.0007231+0.00036843i,-0.00031703+0.00031804i,-0.00020859+0.00020801i,-0.00093372+0.00056443i,-0.00043935+0.00074212i,-0.0002544+0.00027529i,-0.0004439-0.00044565i,7.1241e-05+5.3036e-05i,0.00055309+0.0007097i
0.0022014+0.0019815i,0.0013072+0.0023033i,0.00086105+0.0023982i,0.00074958+0.00089226i,0.00096782+0.00045018i,0.0013013+0.001214i,0.00056582+0.0010582i,-0.00028316+0.00040243i,-0.00035375+0.00064909i,-0.00030467+0.00085533i,0.00020618-0.00021699i,0.00075467-0.00070287i,0.0003028-0.00038823i,-0.00023996-0.00073448i,-0.00029997-0.00070119i,-0.00079778-0.00057589i,-0.00098978-0.00063147i,-0.00069597-0.00011913i,0.00024725+0.00079907i,0.0009585+0.0012316i,0.00028063+0.00033532i,6.6196e-06-0.00013057i,0.00043983+0.00028169i
-0.00020018-0.00064184i,6.0048e-05-0.00088663i,0.00015114-0.0019846i,-0.0010333-0.0019526i,-0.0012523-0.00072374i,-0.00012786+0.00049279i,0.00033489+0.00050796i,-2.9147e-05-0.00053278i,-0.00033831-0.00063567i,0.0009993-0.00055037i,0.00063237-0.00028429i,-0.00082668+8.4282e-05i,-0.00080503+0.00033651i,-0.00036016-4.052e-05i,-8.7635e-05-0.00057279i,-0.00052731-0.00084256i,-0.0010605-0.00022891i,-0.0010825+0.00090394i,-0.00043767+0.0010089i,4.5525e-05-6.6419e-05i,0.00022062-0.00066425i,0.00053709+0.00012106i,0.00015672+0.00068255i
0.0030684-0.00072663i,0.0018506-0.0015201i,0.0026856-0.0024497i,0.0020843-0.0019592i,0.00063455-0.0011863i,0.0004038-0.00026046i,0.00051183+0.00033746i,0.0005011+0.00037084i,0.00034196-0.00039978i,0.00014788-0.001093i,-0.00043271-0.0005554i,-0.00087476+0.00015943i,-0.00075268+1.916e-05i,-0.00063102-9.5261e-05i,-0.00065571-0.00013051i,-0.00095583-0.00010519i,-0.00096488+6.3092e-05i,-0.00070722+0.00043962i,-0.00025726+0.00084253i,0.00020331+0.00079513i,0.00061819-5.3393e-05i,0.00068964-0.00014384i,0.00033539+0.00029807i
0.0017526+0.001117i,0.0019003+0.0017626i,0.0035259+0.00056058i,0.0031613-0.00053878i,0.00095818-0.000268i,0.00048399+0.00063086i,0.0012258+0.00063264i,0.0011549+0.00025871i,0.000911+0.00097705i,0.0003691+0.00014548i,-0.00019764-0.0014446i,8.6286e-06-0.0015918i,0.00057678-0.0013306i,0.00058818-0.00053367i,-0.00011986+0.0001966i,-0.00074083+0.00020663i,-0.0014003-0.00028712i,-0.0016358-0.00080296i,-0.001444-0.00034449i,-0.00049754+2.7288e-05i,-0.0002526-0.0001956i,-0.00023204-0.00029551i,4.0506e-05-4.1868e-05i
-0.00072098+0.0017684i,-0.0013416+0.0019188i,0.00031159+0.0012271i,0.0019207+0.00034978i,0.0018448+0.00017548i,0.0011042-0.00027539i,0.00073544-7.8339e-05i,0.0008603+0.00063484i,-0.00022936+0.00031672i,-0.00056121-0.00031632i,0.00027839-0.00035478i,0.0011134-7.5283e-07i,0.00037152-0.00051741i,-0.00083482-0.00048446i,-0.001091+0.00054144i,-0.00044396+0.00037338i,-0.00025287+0.00037318i,-0.00063553+0.00067396i,-0.0006806+0.00049729i,-0.00014186+0.00039306i,0.0011485-0.00021233i,0.0014768-0.00093257i,0.0010965-0.00045002i
0.0007067-0.0025386i,0.0003849-0.0037492i,-0.00081241-0.0034974i,-0.0016945-0.0013914i,-0.0010253-0.00022553i,-0.0010432+1.8596e-05i,-0.00091045-6.293e-05i,-0.00073327-0.00029445i,-0.0007559-0.00039653i,0.00011458-0.00066353i,0.00067946-0.00043592i,2.9965e-05+7.2374e-05i,-0.00041755-0.0007708i,-0.00045149-0.00095363i,-0.00013418-6.5815e-05i,-0.00030323-1.1073e-05i,-0.00070202-5.6377e-05i,-0.00071661-0.00010569i,-0.00098379-0.00035417i,-0.00053266-0.00028923i,-0.00065485-7.7959e-05i,-0.00083118-2.0889e-05i,2.6271e-05+5.2892e-05i
0.0020163-7.5696e-05i,0.0025234+0.00021786i,0.002229-0.0010898i,0.0015108-0.0017775i,0.00021988-0.0014018i,-0.0004566-0.0010663i,-0.00022782+0.00013999i,-0.00024897+0.0010541i,-0.00086321+0.00044046i,-0.0013095+7.5771e-06i,-0.0013244+0.0007534i,-0.0011794+0.00093953i,-0.00076853+0.00080831i,6.9432e-05+0.00078624i,0.00038741-8.9022e-06i,-0.00024787-0.00013226i,-0.00071191+0.00022304i,-0.00075746-0.00048285i,-0.0010956-0.00072331i,-0.00079159+0.00035118i,-0.00039589+0.00018222i,-0.00014939-0.00042304i,0.00033509-0.00045976i
-0.0011825+0.0018822i,-0.00065471+0.0024563i,0.00061124+0.0023978i,0.0013094+0.001604i,0.001047+0.00035398i,0.00083148-0.00064249i,0.00098948-0.00098628i,0.00063457-0.0011499i,-0.00012554-0.00078307i,-0.00071995-0.00051455i,-5.0044e-05-0.00043742i,-0.00021236-0.0006132i,-0.00066695-0.00028669i,-0.00065694+0.00034579i,-0.00080113-0.00031636i,-0.00033924-0.00081002i,-0.00025778-0.00061483i,-1.0706e-05-4.1938e-05i,0.00058905+0.0003133i,-3.7994e-05-0.00050959i,-0.00053643-0.0008709i,0.00052363-0.00022215i,0.0017965+0.00048072i
9.7476e-05+0.0014487i,0.0010538+0.0006904i,0.00093952+0.00035409i,0.0012852+5.9589e-05i,0.0021287-0.00039816i,0.0011287-0.0015408i,-0.00068163-0.0022335i,-0.0020643-0.0017939i,-0.0033787-0.00051482i,-0.0033621+0.00046891i,-0.0023319+0.00086651i,-0.0011317+0.00107i,0.00050647+0.00053226i,0.00093028-0.00035548i,0.00083414-0.00042896i,0.0004423-0.00080417i,0.0005032-0.00069669i,0.00048526+0.00010113i,0.0004235-7.1815e-05i,0.00024207-0.00053438i,-7.5875e-05-0.00071961i,0.00012902-0.0010031i,-0.00022643-0.00109i
0.0024192-0.00049371i,0.0017014-0.00045725i,0.0024842-0.0013316i,0.0020149-0.00092062i,0.00047638+0.00047844i,-0.00014029+0.0021422i,0.0010037+0.004154i,0.0038123+0.0042254i,0.0064421+0.0020567i,0.0061192-0.00069989i,0.0041491-0.0028587i,0.0023808-0.0036994i,0.00035345-0.0034553i,-0.0013-0.0024377i,-0.0015847-0.0013252i,-0.0015065-0.00031016i,-0.0011849-0.00018924i,-0.0010415-0.00013651i,-0.0011934+0.00023364i,-0.00067134+0.00020895i,-0.00048348+0.00045558i,-0.00051706+0.00032096i,-0.00030323-2.5788e-05i
0.0010489+0.0019486i,7.629e-05+0.0019903i,0.00017987+0.0013001i,0.00061161+0.00054173i,-0.00012448-0.0001129i,-0.00026111-0.00056712i,0.0012534-0.00039598i,0.0016457+9.1112e-05i,0.001829-0.00024275i,0.0024013-0.00091316i,0.0016232-0.0011119i,5.3639e-05-0.0011986i,-0.00058312-0.0011039i,-0.00074068-0.00054174i,-0.00091372-0.00012611i,-0.00095899+0.00026078i,-0.00082536+0.0010469i,-0.0013752+0.0015939i,-0.0016429+0.00084125i,-0.0012569+0.00031148i,-0.00068211+0.00072426i,-3.7562e-05+0.00047432i,0.00069256+0.00052442i
-0.0021911-0.0014645i,-0.0014301-0.001119i,-0.0017093-0.00098948i,-0.0022414-0.00016072i,-0.0025392+0.000911i,-0.0015763+0.0015173i,0.00049325+0.001617i,0.001419+0.00096855i,0.0015249-0.0005285i,0.0019018-0.00073202i,0.0011179-0.00024824i,0.00020575-0.0005841i,-0.00020388-0.00073341i,-0.0014182-0.00041802i,-0.0016139-0.00018587i,-0.00063342+0.00020526i,0.00020219+6.8816e-05i,-3.674e-05-0.00021791i,-0.00090106-0.00065841i,-0.00080242-0.00095132i,-0.00057911+0.00016384i,-0.000323+0.00073836i,0.00014202+0.00019456i
-0.00083548-0.0018905i,-0.00067694-0.0012946i,-0.0011158-0.0015188i,-0.00068252-0.0014702i,-0.00011529+6.1068e-05i,0.0010687+0.0018169i,0.001942+0.0020258i,0.0016196+0.00098328i,0.0015413+9.8153e-05i,0.0012628-1.6112e-05i,0.00079286+0.00031655i,0.00054664-0.00016832i,-3.9422e-05-0.0012969i,-0.00033741-0.0010717i,-0.00059974-0.00033748i,-0.00025704-0.00059901i,-0.00020264-0.0011306i,-0.0010614-0.0011611i,-0.00080879-0.00046738i,0.00035909+0.00016268i,0.00042668+0.00035024i,-0.00036768+0.00026001i,-0.00052859+0.00029361i
4.0315e-05-0.00016706i,-4.7145e-05-0.00063903i,-0.0010314+0.00078672i,-0.0015942+0.0016494i,-0.00074272+0.0012567i,0.00073523+0.00099995i,0.001154+0.0011634i,0.0010084+0.0011663i,0.0014894+0.00090461i,0.0015005+0.00066652i,0.0014752+0.00016981i,0.0012441+0.00019272i,0.0006728-0.00010595i,0.00093947-2.8902e-05i,0.00086988+4.6634e-05i,0.00027192-0.0002612i,-0.0005647-0.00055627i,-0.0014119-0.00069483i,-0.0011897+0.00016021i,-0.00084212+0.00023595i,-0.0005894+0.00013185i,-0.00012481-0.00018055i,2.534e-05-0.00012902i
-0.00044197+0.0016747i,6.6343e-05+0.0018482i,-0.00059897+0.0027992i,-0.0014544+0.0025419i,-0.00092256+0.00094867i,-0.00031269+0.00019072i,0.00040994-4.48e-05i,0.0013154-0.00046032i,0.00088402-3.1535e-05i,0.0010523-3.5327e-05i,0.0015895-0.00018766i,0.0010538-3.2034e-05i,-1.103e-05-0.00033929i,-0.00047812-0.00051906i,-0.0008693-0.00048499i,-0.0013227-0.00051946i,-0.00086318+4.3592e-05i,-0.00075262+0.00081931i,-0.00084659+0.00097621i,-0.00052819+0.00056719i,2.1795e-05-0.00079091i,0.00038961-0.001478i,0.00049823-0.00079051i
-0.00023975-0.0016567i,7.5508e-05-0.0018914i,0.00038978-0.0019664i,-0.00019622-0.0014512i,-0.00044864-0.00020363i,0.00034998+0.0013848i,0.00029854+0.001337i,0.00026961+0.00030777i,0.00022005+0.00041856i,-0.00011263+0.00047501i,2.7974e-05-0.00051497i,-0.00048236-0.00099942i,-0.0014761-0.00039788i,-0.00098243-0.00013568i,-0.00027643+8.6995e-05i,-0.00035201+0.00075707i,-0.00047997+0.0010795i,-0.00025881+0.0010899i,-0.00055491+0.00062956i,-0.0006478-0.00020207i,9.8912e-05-0.00046177i,0.00024395-0.00017571i,0.00040934+0.00012421i
-0.00045492-0.00089815i,-0.0011624-0.0014484i,-0.0015346-0.0012693i,-0.00082429-0.00054252i,-0.00059265+0.00016517i,-0.00026075+0.00063456i,0.0003506+0.00066486i,0.00050666+0.00082642i,0.00069457+0.00082915i,0.00082281-0.00028144i,0.00075938-0.0012815i,0.00026338-0.0010916i,-0.00067299-0.00061042i,-0.0009782-0.00062525i,-0.00097265-0.00045241i,-0.00088577-0.0003397i,-0.0005771-0.0009532i,-0.00058218-0.001061i,-0.00044881-0.00073081i,-0.00051664-0.00095387i,-1.395e-05-0.00047791i,0.00092065+0.00013293i,0.00066638-6.3548e-05i
0.0039729-0.00045609i,0.0035571-0.00082986i,0.0030813-0.0021328i,0.0028846-0.002766i,0.0015901-0.0015598i,-0.00040602-0.00022733i,-0.00069516+0.00080013i,2.3123e-05+0.0010474i,0.00052725+0.00015127i,0.00084771-0.0014631i,0.001508-0.0018627i,0.0014469-0.001211i,-5.8208e-05-0.0011209i,-0.0012901-0.0010793i,-0.00063696-9.5202e-05i,0.00037345+7.0833e-05i,6.146e-05-0.00062891i,-0.0003658-0.00034267i,-0.00054611+0.00010577i,0.00024733-7.5047e-05i,0.00060931-0.00031304i,-0.00032625-0.00037766i,-0.0015039-0.00012018i
-0.00069237-1.0438e-05i,0.00011219+0.0007552i,0.00045745-2.7834e-05i,-0.00037085-0.00079522i,-0.00066748+0.00025011i,-0.00033866+0.001332i,-0.0003101+0.00076157i,-3.2921e-05+0.00072124i,0.00031133+0.0011758i,-0.00021959+0.00058615i,-0.00030041-0.00040311i,0.00017686-0.00026234i,-3.0654e-05-2.1447e-05i,-0.00059929-0.00021324i,-0.00042423-0.00019155i,2.493e-06+0.00012394i,-0.00067631-3.5465e-05i,-0.00027518+0.00058616i,6.5674e-05+0.0013975i,-0.00049864+0.00086231i,-0.00043135+3.8168e-05i,-0.00053485+0.00018081i,-0.00063419+0.00054045i
-0.0014322+0.0021751i,-0.0019328+0.0014888i,-0.000534+0.0024399i,0.0014077+0.0025483i,0.0022182+0.00074519i,0.0018872+0.00056474i,0.00067735+0.00098886i,0.00068116+0.00020805i,0.00090167-0.00041394i,0.00038996-0.00040726i,0.00054467+5.0202e-05i,0.0003549-0.00021035i,-0.00019676-0.00040681i,-0.00015306+0.00056156i,0.0003363+0.0011842i,-8.3608e-05+0.00057295i,-0.00077417-0.0003966i,-0.0010273-0.00037361i,-0.0011147-0.00013139i,-0.00050174-0.0001281i,-0.00014416+8.6448e-05i,-0.00019955-0.00017119i,-6.1254e-05-0.00061884i
0.0006798-0.00055281i,0.0012542-0.0010175i,0.0015322-0.00026321i,0.00034833-0.000577i,-0.00049029-0.00016807i,0.0002955+0.00021298i,0.0016628+0.00078267i,0.0017296+0.0008275i,0.0012637-0.00061744i,0.0006767-0.00097143i,-0.00040121-0.0009494i,-0.0011271-0.0013727i,-0.0014227-0.0011982i,-0.0017485-0.00026086i,-0.0016477+0.00011012i,-0.0010367+0.00023752i,-0.00061664+0.0002001i,-0.00082965-0.00035236i,-0.0015055-0.00094227i,-0.0011339-0.00051444i,-1.614e-05+0.00060629i,0.00061282+0.00091466i,0.00048472+0.00039535i
0.0018582+0.00012177i,0.0013562-1.7106e-05i,0.0012582-0.00064946i,0.00087239-0.00097022i,0.00073961-0.00026102i,0.0010527+0.00044117i,0.001201+0.00068659i,0.0011731+0.00043108i,0.00012136+0.00040939i,0.00046295+0.00040593i,0.001253-0.00014693i,0.00077045-0.00066856i,0.00080635-0.00014508i,0.00025473+0.00061616i,-0.00046776+0.00055358i,-0.00069161+0.00090293i,-0.00023762+0.00093867i,5.3289e-05+0.00049889i,-0.00093719-0.00010147i,-0.00089369-0.00055282i,0.00022607-0.00070879i,0.000406-0.00029582i,0.00026988+0.00062151i
0.00014349+0.0012253i,-0.00043425+0.001206i,0.00014053+0.0010729i,0.00058648+0.0011216i,0.00053397+0.0003511i,0.0011547-5.0554e-05i,0.0017276+0.00034575i,0.0016014+0.00080229i,0.00088612+0.00052911i,0.00083595-4.4005e-05i,0.00065369-0.00013623i,0.00020083-4.5502e-05i,0.00046596-0.00075127i,0.00094092-0.0012021i,0.00054071-0.0011188i,-3.8913e-05-0.0010703i,-0.00065624-0.0010404i,-0.00063158-0.00033232i,-0.00030483+0.00031529i,7.7162e-06+0.00023944i,0.00056729-0.000254i,0.00079359-0.00068879i,0.00093956-0.000746i
-0.0014925-0.00061396i,-0.00087691-0.00052809i,0.00052397-0.0003553i,0.00027423-0.00020835i,-0.00013154-0.00041418i,0.00049054-0.00041793i,0.000681-0.00042177i,0.00086259+0.00017804i,0.0013928+0.00066997i,0.0013365+0.00035092i,0.00065154-0.000165i,0.00041992-0.00054357i,-9.4986e-05-0.00080818i,-0.00017559-0.00044735i,0.00012288-0.00015198i,-0.00028839-0.00059155i,-0.0009054-0.0010251i,-0.00073426-0.00050055i,-0.00049822+0.00015497i,-0.00068174+0.00070729i,-0.00051555+0.00056162i,0.00012191+0.00031868i,0.00095379+0.00031312i
0.0020083-0.00083542i,0.001517-0.0017691i,-0.00046375-0.0011001i,-0.0013111-0.00095785i,-0.0010491-0.00013359i,-0.0007672+0.00085686i,0.00025382+0.00068302i,0.00043427-3.0375e-05i,-0.00016732-0.0013961i,-1.899e-05-0.0014769i,-0.00049221-0.0011248i,-0.00070282-0.0014482i,-0.00041666-0.0006755i,-0.00071408+0.00034307i,-0.00046784+0.0004699i,-0.0002103+0.00081012i,-0.00081388+0.00036925i,-0.0010639-0.00034802i,-0.00064524+4.9136e-05i,-0.00043041+0.0010793i,-0.00042864+0.001365i,1.3966e-05+0.00078352i,-0.00035478+0.00070178i
0.00052136+0.0019346i,0.0012539+0.0011064i,0.0015175+0.0008189i,0.00072176+0.00037249i,-0.00016666-0.00041078i,3.2937e-05+0.00014973i,-0.00017392-4.9737e-05i,-0.00016607-0.00047819i,0.00034563-0.00019903i,0.00074877-0.00052078i,0.00086626-0.00055641i,0.00088516-0.00082101i,0.00027893-0.0014512i,-0.00036827-0.0012477i,4.975e-05-0.00037835i,5.3939e-05-1.2192e-05i,-0.00034039-0.0002329i,-0.00031125-0.00033322i,0.00079445+0.0002564i,0.0006784+0.00037537i,0.00014397-0.00049053i,2.102e-05-0.00034715i,-0.00027243+0.00050449i
-3.3089e-05-0.00097572i,-0.00076686+3.5358e-06i,-0.00081861-0.00055852i,-0.00027002-0.0015309i,2.7168e-05-0.0011055i,0.00030292+0.0001258i,0.00074662+0.00077222i,0.0013442+0.00062089i,0.001365+7.9239e-05i,0.0010444-0.00018564i,0.00049801-0.00025521i,-0.00016202-0.00019995i,-6.9016e-05-0.00040901i,-0.00044365-0.00066316i,-0.00095839-0.00096605i,-0.00034579-0.00055773i,-0.00014073+6.3305e-05i,-0.00034467+0.00050585i,-0.00051654+0.0002984i,-0.00065153-0.00057926i,-0.00062577-0.00026556i,-0.00014071-0.00043788i,0.00031158-0.00024694i
-0.00025345-0.0013229i,-0.00013155-0.0017001i,-0.00056127-0.00064528i,-0.0011659+0.00010545i,-0.0013575+0.0010958i,-0.00031463+0.0019686i,0.0013602+0.0022063i,0.0012349+0.001718i,0.0012225+0.0011861i,0.0012465+0.00062257i,0.00027901-3.3394e-05i,-0.0004171-0.00032245i,-0.00098105+4.2464e-05i,-0.0012568+0.00037899i,-0.00093433+0.00013354i,-0.0012318+0.00013563i,-0.0015195-0.00038406i,-0.00077271-0.00083492i,0.00011972-0.00069315i,-6.2482e-05+0.00023859i,-0.00017536+0.00012235i,-3.7386e-06-0.00084486i,0.0004271-0.00050604i
-0.0024948+0.00013312i,-0.00094046+0.00080447i,-0.0011814+0.0019752i,-0.00030222+0.0020272i,0.00095193+0.0021497i,0.0015495+0.0012525i,0.0022801+0.00052644i,0.0014492+0.00057844i,0.00042769+0.00067628i,0.0001995+0.00014745i,0.00034315-0.00066924i,-0.00015748-0.0015861i,-0.00052768-0.001524i,-0.00021941-5.0216e-05i,6.9252e-05+0.00040945i,-4.518e-05-7.2684e-05i,-0.00045236-0.00048416i,-0.00041392-1.1923e-05i,-0.00040223+0.00066356i,0.00029511+0.00086692i,0.00076963+0.000716i,0.00073896+0.00036255i,0.00084693+0.00039431i
-0.0024799-0.00028576i,-0.001952+0.00013287i,-0.0019995+0.00053085i,-0.0016337+0.0011495i,-0.00066276+0.0017014i,0.00087813+0.0013163i,0.0011782+0.0013257i,0.00072264+0.0008191i,0.00059365+0.00025982i,0.00045316+4.1517e-05i,8.7465e-05-7.6241e-05i,-0.00047385-0.00012317i,-0.00042884-0.00055293i,7.7135e-05-0.00071232i,-0.00026956-0.00035424i,-0.00069631-0.00012524i,-0.00059489-0.0007796i,-0.00073189-0.00066349i,-7.1434e-05+0.0002708i,0.00024335-0.00012148i,-0.00029614-0.00040209i,-0.0002321+0.00060041i,-0.00051759+0.0010138i
