-0.0012806+0.00098689i,-0.0015403-0.00017073i,-0.0020998-0.00050137i,-0.0017837-0.00074159i,-0.0017254-0.00013266i,-0.0017205+0.00072008i,-0.00046959+0.00093505i,0.00094993+0.0013142i,0.0017517+0.0016908i,0.0013951+0.00077742i,0.00041671-0.00030023i,0.00024865+1.1689e-05i,0.00026316-0.00031117i,8.5764e-06-0.00055881i,0.00019333-0.00010642i,0.00037145+0.00094115i,-0.0001374+0.0019528i,-0.00027941+0.0015124i,-0.00037918+0.00052614i,-0.00077271-2.0238e-05i,-0.00029777-0.00048529i,-0.00027659-0.0006862i,-0.00079293-0.00042284i
0.0010565-0.00020966i,0.0005555-0.00027222i,0.00036494-0.00031072i,0.0008001-0.0013322i,0.000339-0.0021472i,-0.00010025-0.0016004i,-0.00056197-1.2534e-05i,-0.00086077+0.00025238i,-0.00039052-0.00029046i,-0.00045555-0.00022522i,-0.00013315-4.0967e-05i,0.00015702+0.00091135i,-0.00036984+0.00055124i,-0.00044606-0.00075901i,-0.00063681-0.00061544i,-0.00047926-6.177e-06i,-0.00037356+0.00037954i,-0.00088802+0.00033268i,-0.00054761-0.00024434i,-0.00013807-0.00053768i,0.00021294-0.00011926i,0.00066742+0.00032038i,1.9511e-05+0.00023158i
0.0014814+0.001727i,0.0016509+0.00071938i,0.0014509+4.8457e-05i,0.0010353-0.00061715i,0.00061576-0.00072744i,-0.00061313-0.0011402i,-0.0009573-0.0011399i,0.00054338-0.00097475i,0.00051334-0.00041136i,0.0005596+0.00043299i,0.00065156+0.00068338i,3.5382e-05+0.0008171i,-3.4415e-05+0.0006329i,0.00048278+0.00071887i,0.00081089+0.00037623i,0.00071594+0.00010578i,0.00070416-0.00019326i,0.0004868-0.00088273i,0.00047301-0.0012303i,0.00067017-0.00089729i,0.00028385-0.00025946i,-2.0439e-05+0.00037378i,4.7132e-05+0.00012367i
-0.00037606+6.5588e-05i,0.00041692-0.00017938i,0.0011902+0.00010531i,0.0008283+0.00094769i,-5.5432e-05+0.0010276i,-0.00026051+0.00084882i,-0.00052933+0.00062075i,0.00014805+0.00031306i,0.001263+0.00064904i,0.0011306+0.00096757i,-1.3899e-05+0.0007216i,-0.00031556+0.0009306i,0.00028949+0.0013427i,0.00019172+0.0014156i,2.0809e-05+0.0013339i,0.00018273+0.00063391i,0.00033132+0.00051305i,-0.00023826+0.00026399i,-0.00023507-0.00011438i,0.0005688+0.00036142i,0.00045177+0.00026618i,8.256e-05-0.00048172i,-0.0001998-7.0761e-05i
-0.00017972+0.00019613i,-0.0010725+0.0010474i,-0.00091568+0.0010545i,-0.00039875+0.0014769i,-0.0001107+0.0010774i,-1.0435e-05-0.00027201i,0.00076309-0.00032548i,0.0010121+6.9647e-05i,0.0001119+7.095e-05i,-0.00080665+4.5993e-05i,-0.0010252+0.00054002i,-0.00041588+0.0010227i,-6.6887e-06+0.000441i,0.00034559-1.2784e-05i,-0.00023577+0.00026098i,-0.00096519+0.00038887i,-0.00063779+0.00059541i,-0.00024071+0.00049657i,-0.00049463-4.5274e-05i,-0.0010166-0.00027815i,-0.00084755-0.00042498i,-0.00030554-0.0009965i,-0.00059889-0.00094667i
0.0011518-4.1609e-06i,0.00047616-0.0010593i,-0.00011432-0.0016648i,0.00013565-0.0016989i,0.00044064-0.0017749i,-0.0001111-0.0013045i,-0.00021883-0.00051885i,-5.1639e-05+2.8709e-05i,0.0003983+0.00068832i,0.00043205+0.00039882i,-0.00059042+0.00061195i,-0.00067853+0.0013899i,0.00020676+0.0015722i,-0.00031378+0.00076003i,-0.00091821+0.00023855i,0.00033733+7.2196e-05i,0.0009026-0.00046101i,0.00036255-0.00089909i,0.00027448-0.00059403i,-0.00035394+1.3209e-05i,-0.00065899+6.4533e-05i,-0.0001435+0.00017587i,-0.00017001+0.00038161i
0.00044266-0.00030697i,0.00099762-9.1908e-05i,0.0007828-0.00080114i,-4.6538e-05-0.00090213i,-0.00053836+8.3148e-05i,0.00016932+0.00051155i,0.00030229+0.00034554i,-0.00013752+0.0002619i,-0.00035111-0.0001852i,-0.00021211-0.00092813i,-9.172e-05+0.00022625i,0.00021084+0.0015989i,0.00070675+0.0013603i,0.00070749+0.0009116i,0.00026221+0.0014025i,-7.0068e-05+0.0010284i,9.5176e-05-0.00043136i,-4.9797e-05-0.0010613i,-0.00040494-0.00018706i,-0.00020954+0.00074285i,-0.00027644+0.00023525i,-0.00067782+0.00036503i,-0.00059881+0.00029478i
0.00014535-0.00048615i,-9.837e-05-2.3841e-05i,0.00036632+4.048e-05i,0.0010768-5.3548e-05i,0.00025319-0.00041725i,-0.0006308-0.00076621i,-0.00073927-0.00048887i,-0.00053105-0.00034579i,0.00023347+0.00028364i,0.00075516+0.00023756i,0.00043575-0.00015981i,0.00040727+0.00057159i,0.00040551+0.0013814i,0.00057347+0.001522i,0.00086409+0.00080729i,0.00053642-0.00036769i,0.00096759-0.00097959i,0.0019158-0.00080452i,0.0012411-0.00051495i,0.00026361-0.00017496i,-0.00066635+0.00047913i,-0.00073785+0.00014707i,1.4094e-05-0.00052387i
-0.0011802-0.0019293i,-0.0012563-0.0017488i,-0.0012396-0.0019143i,-0.00086924-0.0012728i,-0.00062235-0.00027712i,-0.00045512-7.4363e-05i,-0.00036809+0.00012948i,-0.0002602-0.00030517i,3.4387e-05-0.00053033i,-0.00020028+0.0002838i,-0.00014819+0.0017591i,-3.1283e-05+0.0021275i,-0.00041738+0.0016561i,-0.00066964+0.0012398i,-0.00068475+0.00091649i,-0.0004026+0.001072i,0.00043832+0.0012486i,0.0011231+0.00084652i,0.00078144+0.00027589i,0.00047097+0.00013313i,0.00089539+6.8622e-05i,0.00089295+0.00032463i,0.00034489+0.0011339i
-0.00072452-0.00021212i,-0.001387-0.00018579i,-0.0017456+0.00028523i,-0.00068791+0.00049317i,-3.6293e-05+0.001441i,-0.00055426+0.0020013i,-0.00041335+0.0010142i,-0.00010707+0.00044673i,0.00050713+0.0006212i,0.00046036+0.0013569i,-0.00066973+0.0013606i,-0.001045+0.00045412i,-0.00049829+0.00033712i,-0.00055035+0.0008545i,-0.00096287+0.0006071i,-0.00075069+0.00033955i,-0.0002555-7.9827e-05i,-0.00029358-0.00026434i,-0.00056595-1.552e-05i,-0.00072839+7.1801e-05i,-0.00083575+0.00028104i,-0.00075852+0.00016299i,-0.00040994-0.00046282i
0.0018155-0.0013111i,0.0018428-0.0017735i,0.0024664-0.0015028i,0.0015908-0.0021308i,0.0002294-0.0021994i,-0.0011568-0.0013368i,-0.001729-0.00093069i,-0.0010986-0.00071223i,0.00025631-0.0006278i,0.00051669-0.00029287i,-0.00045463+0.00072153i,-0.001203+0.00071246i,-0.00076408+1.8155e-05i,-0.00020183-0.00055488i,-0.00026457-0.00088673i,0.0002447-0.00032903i,0.00068343+0.0002374i,0.00024164+0.00068756i,-0.0005653+0.00031421i,-0.0011144+0.00010949i,-0.00052016+0.00030625i,-0.0001505+0.00046684i,-0.00057834+0.00026987i
0.00024819-0.00039193i,0.0003258-0.00013949i,-0.0011346+0.0001511i,-0.001608+0.00015822i,-0.00080135+9.2382e-05i,-0.00078911+0.0004859i,-0.00040622+9.0264e-05i,0.0011198-0.00013318i,0.0010647+0.00029473i,-7.6946e-05+0.00079018i,-0.00015631+0.000655i,0.00072342+0.0007278i,0.00080443+0.0013583i,8.3176e-05+0.001466i,-3.4076e-05+0.00095609i,-0.00014982-5.7587e-05i,-0.00012207-0.00048865i,4.4147e-05-0.00025533i,0.00088128-0.00069515i,0.00090386-0.00082741i,-0.00025061+0.00027857i,-0.00095479+0.00090894i,-0.00058653+0.00039233i
0.0011957-0.0025186i,-0.00019242-0.0024768i,-0.00070087-0.0033275i,-0.0013691-0.0023962i,-0.0024579-0.00093882i,-0.0016554-0.00030593i,-0.00064093+0.00031169i,6.9178e-05+0.00031757i,0.00039402+0.00030815i,0.00060638-0.00032906i,0.00058025-0.00088176i,0.00011277-4.3848e-05i,0.00022254+0.00083703i,-0.0001067+0.00076451i,-0.00039871-0.00031072i,0.00017583-0.00034736i,0.00058102+0.00027051i,0.00046983-0.00036152i,-4.5496e-06-0.00050107i,-0.00056756+4.2193e-05i,-0.00044658+0.00064216i,-0.00034477+0.00060544i,-0.00078606+3.4836e-05i
0.00069343+0.00014304i,0.0013084+0.0016535i,0.0016515+0.0017376i,0.0014676+0.0012964i,0.0011061+0.00019235i,0.00093439-0.00087008i,0.00029717-0.0011183i,-0.00047903-0.00062376i,-0.00049806-0.00052361i,-0.0006157-0.0006196i,-0.00092223+0.00057016i,-0.00090928+0.0018141i,-0.00025825+0.0014928i,0.00029616+0.00080431i,0.00060922+0.0012264i,0.00028758+0.0019677i,0.00016296+0.0012332i,0.00055167+0.00065578i,-0.00037767+0.00058672i,-0.0003017+5.5509e-06i,0.000573+0.00014587i,0.0004156+0.00081969i,-0.00021171+0.00087269i
-0.00022291-0.00050347i,-0.00035591+0.00014416i,-0.00062736-0.00094275i,0.00016143-0.0011195i,0.00042676-0.00010735i,-0.00020165-0.0003066i,0.00028215-0.00079104i,0.00050043-0.00026434i,0.00052724-0.00030386i,0.0010041-0.00036882i,0.0011767+2.9962e-05i,0.00087917+0.00019652i,0.001029+0.00044967i,0.00069892+0.00016833i,6.2944e-05+0.00011984i,-0.00010256+0.00026948i,3.2918e-05-0.00036867i,-3.5226e-05-0.00092262i,-0.00051136-0.00076969i,-0.00029085-0.00054483i,-0.00012711-0.00035119i,0.00045285-0.00037723i,0.0005198-4.1549e-05i
-0.00036182-0.00014046i,-0.00027504-0.00035118i,-0.00085647-0.00027043i,-0.002034+0.00026076i,-0.0015873+0.0011406i,0.00047362+0.0014297i,0.001116+3.812e-05i,0.00015591-0.00042478i,-0.00027393+0.00062574i,-0.00020491+0.0010561i,-0.00020078+0.00091149i,0.00022863+0.00048505i,0.00046313+0.00029079i,0.00026745-0.00033765i,7.9194e-05-0.00032022i,0.00050921+0.00050559i,0.0005862+0.0006374i,0.00033345+0.00043698i,0.00066989+0.00045316i,0.00060599+0.00083557i,-0.00011364+0.0007318i,-0.00051743+0.00018075i,-0.00074496-0.00018296i
-0.0011675+0.00045945i,-0.00070366+0.00018085i,0.00021738-0.0005459i,0.0010713-0.0012697i,0.0012744-0.00048989i,0.00066125+0.00027527i,-0.0002468-0.00044076i,-0.00048323-0.0004605i,-3.0162e-06-0.00019798i,0.00076541+4.985e-05i,0.00069133+0.00016083i,0.00044955+9.5603e-05i,0.00020626-0.00020032i,-0.00042736+0.00033304i,-0.00048597+0.0011689i,0.00027501+0.00078743i,0.0010521+0.00023747i,0.00076422+0.00038072i,-0.00013846+0.00039623i,-0.00038816+0.00042396i,-4.8905e-05+0.00075398i,-6.2285e-05+0.00087606i,-0.00036833+0.00057012i
-0.00052273+0.0018779i,-9.5898e-05+0.0028964i,-0.00038862+0.002466i,9.8e-05+0.0013931i,0.00077134+0.0010043i,0.0015951+0.00064532i,0.0012918+0.00024406i,0.00052303+0.00042451i,0.00037958+0.00044421i,2.9999e-05+3.2823e-05i,-0.00093455+0.00040384i,7.8374e-05+0.0012015i,0.0015288+0.001771i,0.00057175+0.0013409i,5.6792e-05+0.00089898i,0.00013598+0.00093319i,2.3147e-05+0.00056003i,0.00027083-7.9017e-05i,0.00015193-0.00012039i,-0.0001394+0.00050342i,-0.00065123+0.0010145i,-0.00091773+0.00063334i,-0.00054513-0.0002844i
0.0012821+0.00044704i,0.0019642+0.00059214i,0.0027078-0.00076867i,0.0024232-0.00088172i,0.0012244-0.00069568i,0.0004517-0.0011085i,0.00045336-0.0011798i,0.00061181-0.001524i,0.0010649-0.0010174i,0.00083629-0.0003667i,-0.00012636-0.00044061i,-0.0011285-0.00016993i,-0.0010527+9.6135e-05i,-0.00090808-1.813e-05i,-0.00066501-0.00031747i,-0.00019906-0.00034935i,0.0003146+0.00038111i,0.00080688+0.00010367i,0.00047523-0.00076251i,-3.4746e-06-0.00054957i,0.00029235-3.9264e-05i,0.00027978+0.00017794i,-0.00042295-0.00013972i
0.00068802-0.001472i,0.00083381-0.0003971i,-7.3623e-05-0.00025157i,-2.491e-05-0.001056i,7.894e-05-0.0011482i,-0.00038514-0.00051823i,2.5807e-05-0.00051344i,0.00025294+1.6122e-05i,-4.5261e-05+0.0001632i,9.0974e-05-0.00054776i,1.1457e-05-0.00031881i,-0.00037388+0.0005178i,-4.3868e-05+0.0010118i,-0.00010011+0.00069791i,-0.00052111+2.3717e-05i,-0.00019355-0.00019486i,-0.00034762-0.00034014i,-0.00062096-0.00011913i,-0.00041051+0.00062484i,-0.00052206+0.00073896i,-0.00050704+0.00060326i,-0.00059467+0.00030036i,-0.00054384+0.00053513i
0.00060713+0.0013682i,0.00014675+0.0012809i,0.00077189+0.0014563i,0.0025056+0.00084989i,0.0019941+4.8467e-05i,0.00055267-0.00021136i,0.00013362-0.00037212i,-0.00041795-0.00056802i,-0.00032243-0.00042097i,0.00026814+2.207e-05i,0.00022145+0.00059308i,-1.7865e-05+0.0010803i,0.00012023+0.00072312i,0.0004916+0.0004684i,0.00077239+0.00052846i,0.00046291+0.00052559i,0.00046167+0.00075408i,6.7632e-05+0.00034863i,-0.00028878-7.6319e-05i,-0.00013949-4.5871e-05i,-0.00040103-0.00053006i,-0.00077727+0.00010784i,-0.00065476+0.00049574i
0.0018154+0.00042894i,0.0024109-0.00010594i,0.0013216+0.0001323i,0.00041079+0.00086309i,0.00030222+0.00064987i,0.00032243+0.00022717i,0.00034136+0.00027632i,0.00036838-3.4608e-05i,0.0005872+0.00014329i,0.00073048+0.00038829i,0.00031535+0.00017217i,0.00023295+0.0005387i,0.00074385+0.00049281i,0.0009816-6.1897e-05i,0.00042451-0.00012578i,0.00013406-7.2281e-05i,0.00060673+0.00013992i,0.0012111+0.00054962i,0.00016946+0.00016375i,-0.00097267-0.00017887i,-0.00048346-0.00043664i,0.00012722-0.00046612i,-0.00064857+0.00022866i
-0.00053734-0.00073545i,-0.00018471-0.00019659i,-0.001088+4.2766e-05i,-0.0011033+0.00096948i,-3.2677e-05+0.0015307i,0.00075365+0.00073985i,9.5451e-06-0.00089319i,-0.00026946-0.0010242i,-0.00023403+0.00016713i,-0.00064642+0.0010747i,-0.0011319+0.0011005i,-0.00080905+0.0003552i,1.8176e-05+0.00048697i,0.00059923+0.0010774i,0.00016765+0.00046445i,-0.00031353+4.8775e-05i,0.00012839-0.00014123i,-0.00033222-0.00011134i,-0.0010301+9.3689e-05i,-0.0006133+0.00075528i,-0.001196+0.001006i,-0.001569+0.00073724i,-0.0010363+0.00068229i
-0.00090695+0.00055057i,-0.00060012-7.4975e-05i,-0.00098852+0.00044682i,-0.001468+0.00057083i,-0.0010098+0.00026369i,-0.00021988-0.00039905i,-2.0331e-05-0.00098757i,-0.00028702-0.00064411i,-5.4261e-05+8.5625e-05i,-2.5482e-05+0.00010121i,-0.00045329+0.00042353i,-0.00022867+0.00079211i,0.00066586+0.00025302i,0.00090487-2.8498e-06i,0.00056335+0.00036387i,0.00086151+0.00078664i,0.00042084+0.00086313i,0.00021481+0.00074243i,0.0005185+0.0004091i,0.00050086-5.1739e-05i,0.00057101-0.00015338i,-0.00015268+0.00016622i,-0.00065746+0.00060829i
-0.0011515-0.00016239i,-0.0005277+0.00048497i,-5.2954e-05+0.0019682i,0.00078452+0.0032356i,0.0009047+0.0024515i,0.00091252+0.00072514i,0.00072277-0.00024254i,0.00059399-0.00046197i,0.00023417-0.000132i,-0.00025372+0.00012005i,0.00038934+0.0010437i,0.0001256+0.0011721i,-0.00012533+0.0002843i,8.1296e-05+0.00028262i,0.00010546+0.00032936i,0.00060563+0.00068526i,0.00073406+0.0010453i,1.7613e-05+0.00032811i,-0.00050665-0.00036039i,-0.00017507-0.00021559i,0.00040602+0.00024864i,0.00019613+0.00014171i,-0.00020215-0.00015159i
0.0020045+0.00043657i,0.001715+0.00077553i,0.0015781+0.0010825i,0.0011065+0.000378i,0.00069254-0.00052215i,-0.00022815-0.00064595i,-0.0010052-0.00075193i,-0.00042028-0.00047583i,0.0012565+4.8083e-05i,0.001993+0.00093111i,0.0013436+0.00087803i,0.00096706+0.00043138i,0.001202+0.00074335i,4.4803e-05+0.00077523i,-0.00061946+0.00045999i,-0.00025458+0.00029851i,0.00031447-9.5584e-05i,0.00075551+0.00022163i,0.00028474+0.00061526i,-0.00048693-0.00020492i,-0.00055758-0.00089176i,0.00032067-0.00098795i,8.4103e-05-3.7448e-05i
-0.00066581-0.00034567i,-0.0020228-0.0013989i,-0.00283-0.0010792i,-0.0031004-0.001074i,-0.0011512-0.0011319i,0.00032216+0.00019427i,8.4325e-05+1.1613e-05i,-0.00036489-0.0013548i,0.00033593-0.001617i,0.00081329-0.00086482i,-0.00013735+0.0001634i,0.00020749+0.0011994i,0.000435+0.0010912i,-0.00012642-6.5684e-05i,0.00020687-0.00018425i,0.00064326+0.0002948i,0.000553+0.00076127i,0.0003468+0.00071154i,-5.9749e-05+0.00034847i,0.00034003+0.00027136i,0.00017852+0.0004847i,-0.00026187+0.00056124i,-0.000571+3.9359e-05i
4.0483e-05+0.00030239i,0.0016097+0.00037315i,0.0020744+0.0019153i,0.0010427+0.0023158i,-0.00021668+0.0015185i,-0.00036859+0.00058846i,0.00027429+0.00010169i,0.00024664+0.00029831i,-0.00012644+0.0005145i,-7.8732e-06+0.00042795i,0.0005059+0.00053789i,6.2683e-05+0.0013298i,-0.00038189+0.0014267i,-0.00047038+0.00082186i,-0.00089338+0.00068263i,-0.00039975+0.00088759i,0.00063315+0.00055773i,0.0010988-0.00045267i,0.00099816-4.2881e-05i,0.00064104+0.0008393i,0.000747+0.00088521i,0.00028209+5.0236e-05i,-0.00041085-0.00040369i
0.0005204-0.0017435i,-0.00032015-0.0013789i,-0.00051041-0.00054198i,-0.00046656-0.00064003i,-0.00080292-0.00024239i,-0.00030235+0.0001658i,0.00017643-0.00013882i,0.00040198+0.00034056i,0.00029141+0.00025243i,-0.00040505-0.00042533i,-0.00080165-0.00047763i,-0.00078376+0.00023737i,-0.00083279+7.5464e-05i,-0.0006848-0.0004589i,-0.00083856+0.00017246i,-0.0006206+0.0006661i,0.00022847+0.00031778i,0.00048247-0.0005149i,0.00043143-0.00054925i,0.00014318-1.414e-05i,-0.00031391+0.00053382i,-0.00016407+0.0006187i,0.00030623-7.4317e-05i
-0.0018033+0.0010093i,-0.0006776+0.0026854i,-0.00012953+0.0043899i,0.0011666+0.0043274i,0.0022341+0.0024468i,0.0016189+0.00085242i,0.00032649+0.00043879i,-1.824e-05+0.0002883i,0.00033183+0.00036665i,0.00015059+0.00085662i,-0.00010934+0.00070411i,5.3917e-05+0.00060585i,0.00061367+0.00058003i,0.00036302+0.00010577i,-0.00029053+0.00045728i,-0.00039593+0.00114i,-0.00030801+0.00069442i,-0.00016475-3.9072e-05i,0.00018516-0.00044575i,0.00047022-1.867e-05i,0.00071579+0.00063739i,-6.9078e-05+0.00083459i,-0.0011278+0.00045507i
-6.1279e-05+0.0014355i,-0.0005622-0.00031516i,-0.00078341-0.00052686i,0.0007058+0.00076671i,0.00098087+0.0016218i,9.9449e-05+0.00066567i,-5.7662e-05-0.00022771i,0.0004986+0.00019382i,0.00013393+0.0011221i,-0.00065229+0.0017951i,-0.00048695+0.0015509i,-0.00049409+0.00088284i,2.6356e-05+0.00029156i,0.0008927-0.00018368i,0.0010728+0.00036526i,0.0008642+0.0010238i,0.00049524+0.00082513i,-0.00051127+0.00087091i,-0.00083855+0.00096989i,-0.00071973+0.001349i,-0.00047855+0.00099768i,-0.00036925+0.00024954i,-0.00016182+0.00059669i
0.0014008+0.00080966i,0.0018163+0.0014903i,0.0021067+0.0010484i,0.0014384+0.00064994i,0.00051946+0.00094141i,-0.00041241+0.00077259i,-0.00030243-0.0005368i,0.00029012-0.00059484i,3.7231e-05+5.8876e-05i,-0.00028153-0.00034621i,-5.3804e-05+0.00033157i,3.2893e-05+0.0016028i,-0.0001703+0.0017666i,7.2148e-05+0.00087996i,0.00032588+0.00025317i,0.00033127+0.00045227i,0.00017722+0.00050894i,0.00064581-0.00020877i,0.00072453-0.00076262i,-0.0003183-0.00086543i,-0.0013354-0.00066334i,-0.0010215-0.00061002i,-0.00034403+3.5716e-05i
-0.001302+0.00047961i,-0.0014849+0.00016208i,-0.0019388+0.00032972i,-0.0018898+0.00026594i,-0.00098927+0.00047239i,-0.00029544-7.7731e-05i,0.0008119-0.00038027i,0.0008635+0.00039938i,0.00058641+0.00091289i,0.00047253+0.00089807i,4.275e-05+0.0012185i,-0.00014442+0.0018022i,0.00022056+0.0013409i,-0.00021036+0.00071527i,-0.00051601+0.00029228i,-0.00052029-0.00014844i,0.00052703+0.00037211i,0.001016+0.00083881i,0.00028534-5.5965e-05i,-4.8853e-05-0.00037991i,-0.00023329-4.2263e-05i,-0.00049454+5.3195e-05i,-0.00058124-2.254e-06i
-0.00028782-0.002338i,-0.00087121-0.0020368i,-0.0020162-5.2681e-05i,-0.003032+0.00094949i,-0.002372+0.00063435i,-0.001187-0.00022553i,-0.00032932-0.00044459i,2.8604e-05+0.00032761i,-9.6934e-05-3.2661e-05i,9.3555e-05+2.9151e-05i,-0.00014903+0.0010068i,-0.00093194+0.0012524i,-0.00061636+0.00077439i,-6.1431e-05-0.00028349i,-0.00028902-0.00089151i,-5.4351e-05+0.00058084i,0.00048572+0.00078952i,0.00071515-0.00044347i,-0.00026585-0.00058895i,-0.0011266-0.00023273i,-0.00032819-0.00020188i,3.1314e-06+0.00049299i,-0.00021316+0.00085696i
0.0009555-0.0018737i,0.00053427-0.0021312i,-0.00024486-0.002082i,-0.00095907-0.0019335i,-0.00062082-0.00039875i,-0.00011293+0.00049908i,-0.00056122+0.00017127i,-0.0008564+0.000184i,-0.0002636+0.00026183i,0.00041225+3.5657e-05i,0.0003741+6.1858e-05i,-0.0004239+0.00011602i,-0.00023386-9.9919e-05i,-0.00020127+4.1019e-05i,-0.0002309+0.00079241i,0.00023697+0.001566i,0.00070604+0.0016176i,0.00077001+0.00091551i,0.00012646+0.00066505i,-0.00015007-2.2812e-05i,0.00018468-0.00060506i,-0.00020042+4.0511e-05i,-0.0013328+0.00046554i
0.0010643-0.0022642i,0.00011373-0.00084738i,-0.0012468-0.00034281i,-0.0019188+0.00026611i,-0.0024994+6.5025e-05i,-0.0011088-8.3692e-05i,0.00028429-0.00016809i,0.00044472-0.00039267i,0.00041615-0.00072502i,0.00047169-0.00055961i,9.59e-06-0.00015163i,-0.00015395+0.00014541i,0.00017951+0.0010443i,-0.00019577+0.0012426i,-0.00037798+0.00084373i,0.00012362+0.0011845i,0.00045058+0.0013508i,0.00028097+0.0010656i,-0.00053568+0.00022688i,-0.00052513-0.00052173i,-0.00031398+0.00016202i,-0.00024088+0.00053574i,0.00017304+9.2215e-05i
-9.1595e-05-0.00075784i,-0.00039009-0.0018574i,-0.00062743-0.0023545i,-0.001866-0.001038i,-0.0020605-0.0003305i,-0.00092136-0.00039439i,-0.00027166+0.00035624i,0.00014946+0.0010728i,0.00013976+0.00046231i,-0.00043749+0.00011815i,-0.00090783+0.00023218i,-0.00067063+0.00068136i,-0.00023804+0.0013238i,0.00027336+0.0010726i,0.00023088+0.0011389i,0.00023117+0.0014913i,0.00053242+0.00067399i,0.00066076+4.8525e-05i,0.00041458-0.0002053i,-4.6584e-05-0.00039234i,6.1056e-05-0.000657i,3.7263e-06-0.00056361i,0.0001894-0.00016922i
0.0011256-0.0012026i,0.00072589-0.0014762i,0.00015889-0.0016464i,-0.00077186-0.0014802i,-0.001487-0.0015004i,-0.0014471-0.001247i,-0.00098781-0.0010036i,-0.0013016-0.00080364i,-0.0008153-0.00070439i,-0.00014921-0.0002835i,-0.00011738-0.00028905i,0.0005956+3.0719e-05i,0.00062661+0.0011379i,0.00022075+0.00097878i,0.00025518+0.00022699i,6.822e-07+0.00017941i,0.00050853+0.000483i,0.0011025+0.00014936i,0.00065458+0.00014584i,-0.00033635+0.00089981i,-0.00058239+0.00056856i,-0.0005659+0.00032509i,-0.00070694+0.00088482i
0.0012551+0.0021557i,0.0016676+0.0014653i,0.0025975+0.0014786i,0.0031091+0.0011682i,0.0023665+0.00065358i,0.00091542+6.1973e-05i,0.00071677-0.00052063i,0.00023996+0.00044073i,-0.00015119+0.0012111i,0.00034536+0.00070106i,0.00021932+0.00026644i,-0.00012986+0.00059042i,-0.00023183+0.0007648i,-0.00019126+0.00026108i,0.00046434+0.00097991i,0.00064011+0.0010876i,0.00069021-0.00017864i,0.00066494-0.00096465i,0.00032446-0.00087083i,-7.1214e-05-0.00013021i,-0.0008148-0.00029081i,-0.0007383-0.00091546i,-0.00031698-0.00049303i
-0.0015986+7.1531e-05i,-0.0027655-0.00037431i,-0.0023237-0.00057944i,-0.0010648-0.000601i,-0.0012658-0.00087355i,-0.0010026-0.0007312i,-0.00039428-0.00035666i,-0.00015161+0.0002089i,8.1678e-05+0.00021274i,0.00010999+0.00022751i,8.1814e-05+0.00088521i,-0.00022975+0.0015514i,-0.00022416+0.0011947i,-0.00026392+0.00085006i,-0.00080626+0.00041902i,-0.00073479-0.00035462i,0.00018333-0.00067577i,0.00051255-0.0001402i,0.00038908-0.00022406i,0.00026757-0.00035101i,-3.4198e-05+0.00010019i,-0.00027301+0.00015999i,-0.00043872-4.1855e-05i
-0.00095602-0.00067272i,-0.00028312+0.00032164i,0.00061211+0.00098195i,0.0014549+0.00093802i,0.0014457+0.0013535i,0.00065184+0.0015317i,-0.00012979+0.00047548i,-0.00079243-0.00020877i,-0.0011409-0.00027058i,-0.0012287+6.0651e-05i,-0.00057289+0.00095783i,-0.00044701+0.0017521i,-0.00042341+0.0012836i,-0.00045467+0.00062365i,-0.00082672+0.00073422i,-0.00034271+0.00059702i,0.00048969-0.00010921i,0.00065918+0.00047454i,-0.00030308+0.0010038i,-0.00019519+0.00061606i,0.00069766+0.00043654i,0.00044872+0.00086099i,-6.0998e-06+0.00069895i
0.0001083-0.00046757i,0.00066733-0.0012024i,8.9237e-05-0.0011428i,-0.00032253-0.0010163i,3.7202e-05-0.00059337i,0.00038853-0.00079727i,0.00019105+8.3537e-05i,-0.00065427+0.0008167i,-0.00055493+0.00083704i,-0.00049061+0.0011855i,-0.00029866+0.0014086i,0.00040079+0.0019254i,0.00029662+0.0012154i,0.00011491-0.00014419i,-8.9653e-05+9.9709e-05i,-9.9087e-05+0.00039871i,0.0014017-5.6296e-05i,0.0018422-0.00014834i,0.0011117+0.00016338i,0.0009206+0.00053924i,0.00029962+0.00063678i,0.00012434+0.0006563i,-0.00025945+0.0008749i
-0.0004608-0.00077166i,0.00055043-0.00057017i,0.00096724+0.00027428i,0.00041473+0.00082909i,-0.00017862+0.00085335i,0.00040446+0.00030682i,0.00027669-0.00013004i,-0.00023367-0.00032461i,3.5752e-05-0.00035891i,-0.0001515-0.00071524i,-0.0003512-0.00040016i,-0.00024895+0.0010809i,-0.00028353+0.0011557i,-0.00043708+0.0009094i,7.512e-05+0.00054808i,0.00090953+0.00023594i,0.0014592+0.00070385i,0.001415+2.8736e-05i,0.00050082-0.0010949i,7.9839e-05-0.00075502i,-1.9925e-05+4.2442e-05i,-0.00017189+5.7713e-06i,0.00013781-0.00039545i
