0.00075783+0.00169i,0.00073354+0.0016659i,-0.00029388+0.00068488i,-0.00098714-9.1163e-05i,-0.0015779+0.00076218i,-0.0015237+0.00063514i,-0.0007519+0.00018909i,-0.00064317+0.00061139i,0.00037247+0.00047352i,0.0017514+3.4734e-05i,0.0014953-0.00085719i,0.00058252-0.0017505i,-0.00015707-0.0010339i,-0.00046717-0.00063659i,-0.00070427-0.0011467i,-0.00081316-0.0012211i,-0.00062143-0.00086713i,-0.00047087-0.00013094i,0.00010222-0.00011388i,0.00042005+0.00015061i,-3.7432e-05+0.00027314i,-0.00063245-0.00027382i,-0.0010292-0.0002662i
-0.0018027+0.001434i,-0.0010196+0.00047484i,-2.7185e-05+0.00038359i,0.00094408+0.00033175i,0.00050759-0.00028707i,0.00045153-6.0661e-05i,0.0010902+0.00044433i,0.00071896+0.00042615i,0.00021844+0.00022062i,-0.00019634+9.5952e-06i,-0.00037878-0.00025269i,-0.00045582-0.00032311i,-0.00051914+0.00012467i,0.00014071+0.00019182i,0.00035527-0.00017425i,7.7505e-05-0.00045525i,0.00066873-0.0001687i,0.00080832+0.00046505i,0.0001832+0.00025012i,-0.0003476-0.00044893i,-0.00032032-0.00035486i,0.00017474+5.4656e-05i,0.0004434-9.1545e-05i
-0.00034835+0.0013231i,0.00017144+0.001116i,-7.1983e-05+0.00095762i,-0.0001223+0.00062969i,0.00055623+0.00013095i,-0.00017535+0.00016258i,-0.001089+0.00056113i,-0.00095496+0.0011192i,-0.0001582+0.0013856i,0.0012223+0.0015719i,0.0012587+0.0012044i,-0.00040925+0.00015609i,-0.0011587-0.0004754i,-0.00105-0.00075046i,-0.0004618-0.0004035i,-0.00042388+5.9374e-05i,-0.0012328+0.00041764i,-0.0010051+1.0437e-05i,-0.0001517-0.00073491i,-0.00012168-0.00071582i,-0.00012358-0.00057628i,0.0005947-0.00051311i,0.00045734-7.7968e-05i
0.00012907+0.00010058i,6.3727e-05+9.7511e-05i,0.00089634+0.0005419i,0.0014204+2.919e-05i,0.0013154-0.00029479i,0.00096325-0.00065763i,0.00079504-0.0001823i,0.00057583+0.00087088i,-0.00049855+0.0010864i,-0.00053951-0.00026078i,0.00032237-0.0015812i,0.00015047-0.0011615i,-0.00030985-0.00038908i,-0.00039191+0.00028402i,-0.0003978+0.0011016i,-0.00052346+0.00035288i,-0.00024988-0.00069365i,-0.0001966+0.00010593i,-1.8697e-05+0.00036132i,0.00029015+1.5596e-05i,0.0001566-0.00017992i,-4.5463e-05-0.00020416i,3.1557e-05-0.00056742i
-0.00062231+0.00091626i,-0.00097131+0.0011545i,-0.00060864+0.00025112i,-0.00029016-0.00076135i,0.00012594-0.0015075i,0.00060498-0.0013873i,0.0010652-0.0002241i,0.00094263+0.0005477i,-6.103e-05+0.00060302i,-0.0011278+0.00055103i,-0.00049269+0.00051251i,0.00034458-0.00078054i,-0.00034842-0.0015991i,-0.00082871-0.0008644i,-0.00059277-0.00024106i,-0.00011774-0.00012121i,-5.5819e-05+0.00014863i,-7.0322e-05+0.00051877i,-7.0647e-05+0.00078985i,-0.00034085+0.00053758i,0.00014025+0.00018516i,0.00089459-4.686e-05i,0.00096714-0.00027567i
-0.0002837-0.00050821i,-0.00073578+0.00097744i,-0.00082367+0.0018059i,0.00023208+0.0020619i,0.00094213+0.002242i,0.00038544+0.0024764i,0.0001937+0.0015618i,0.00074345+0.00070311i,0.00038025+0.00028022i,-0.00073087+0.00012714i,-0.00064066+0.00098765i,-0.00081334+0.0015914i,-0.0013663+0.0010298i,-0.00061407+0.0009333i,-0.00020685+0.0015936i,-0.00091679+0.0011175i,-0.00099409+0.00072079i,-0.00098663+0.00059087i,-0.00058638-0.00014946i,0.00013716-0.00034951i,0.00031921+0.00022106i,-0.00016011+3.756e-05i,-0.00051739+9.8389e-05i
-0.00015386-0.00015267i,-2.5843e-06-0.00088207i,0.00046515-0.00094022i,0.00092857-0.00029137i,0.00055882+0.00025918i,-5.8534e-05+0.00028517i,0.00059799-0.0002958i,0.000688-5.4442e-06i,0.0005521+0.00031104i,0.00093143+6.3668e-05i,0.00059764+0.00022793i,0.00014096+0.00055184i,0.00018707+5.571e-05i,0.00028194-0.00070546i,-0.00010969-0.00071719i,7.7857e-05-0.00058252i,0.00061405-0.00043841i,0.00045267-3.5455e-05i,-4.4228e-06+0.0002183i,-3.4137e-05+4.4803e-05i,1.3447e-06-0.00022039i,7.6911e-05-0.00071056i,3.8723e-05-0.00041805i
-0.00058451-0.00087687i,0.00099585-0.00054677i,0.00074902+0.0014998i,0.00010016+0.0019844i,0.00047043+0.00066447i,0.00073351-0.00013139i,0.00052821-2.5144e-05i,0.00090661+0.00037987i,0.0008105+0.00055863i,0.00075284+7.1271e-05i,0.0011226-6.121e-05i,0.0010338+4.5724e-05i,0.00065059-0.00038872i,-0.00011243-0.00051791i,-0.00027466-0.00026005i,-8.3854e-05-8.6327e-05i,0.00024435+0.00031439i,0.0006321+0.00099182i,0.00025751+0.0011292i,-0.00040134-0.0002722i,-0.0011216-0.0011786i,-0.0010644-0.00028868i,-0.00041232+0.00043905i
-0.0012714+0.00015071i,-0.00081057+0.0012255i,-0.00065269+0.0010701i,-0.00039049+0.0012647i,-0.00050071+0.00069674i,0.0004523-0.00031548i,0.0013762-0.00029393i,0.00064612-0.0002262i,-0.00010211-0.00039808i,9.8788e-05-0.00026087i,4.2213e-05-0.00038809i,-7.3944e-05-0.00052438i,-0.00044307-0.00025938i,-0.0010206+0.00048694i,-0.0010392+0.00072874i,-0.00095477-5.4472e-05i,-0.0010814-0.00060827i,-0.001413-0.00083894i,-0.0011552-0.0012589i,-0.00047499-0.00070561i,-0.00014803+0.00013156i,0.0002199-0.00010906i,0.00019272-0.00022643i
-0.00049944-0.00073864i,0.00027418-0.00035897i,0.00048547-0.00069094i,0.00015287-0.00067536i,-0.00090481-0.00045377i,-0.0014297+0.00025214i,-0.0001152+9.2053e-05i,0.00088849-1.6448e-05i,0.00098346+0.00031637i,0.00071403+1.0932e-05i,0.00019828-0.0005518i,-0.00035142-0.00038639i,-0.00086657+0.00015883i,-0.00098222+0.00023315i,-0.00042742-0.00054011i,-0.00039487+0.00010401i,-0.00082613+0.00037576i,-0.0003761-0.00096233i,-0.00015114-0.0011232i,-0.00031402-0.00090333i,0.0004246-0.00027449i,0.00046733+0.00021446i,-0.00021031+0.00041577i
0.00022731-0.00053876i,8.5098e-05+0.00080121i,0.0010847+0.00081268i,0.0021507+0.0014195i,0.0029468+0.0011146i,0.0021571+0.00030514i,0.00042409+0.000611i,0.00015779+0.00093887i,0.00040365+0.00066217i,0.00011527+0.00021722i,-6.5974e-05-6.8869e-05i,-0.00010869-5.7466e-05i,-0.00014597+0.00034967i,-0.00026265+0.00095482i,-0.00043615+0.00067171i,-0.00058636-0.00038328i,-0.00044494-0.0011455i,3.7699e-05-0.001553i,0.00025258-0.0011432i,0.0010966-0.00020291i,0.0014826-0.00011867i,0.00069861-0.00077918i,-6.1789e-05-0.0001542i
0.00088355+0.00097533i,-0.00031184+0.0011347i,-0.00078211+0.00087231i,-0.00093104+0.00060886i,-0.00097228-0.00045853i,-0.00038465-0.0014226i,9.4369e-05-0.00097882i,0.00026767-4.2776e-05i,0.00087438+0.00073414i,0.0010329+0.00080635i,5.9513e-05+6.7916e-05i,-0.00021406-0.00011145i,0.00015773-0.00023892i,-0.00055447-0.00036361i,-0.0014444-0.00026507i,-0.0013746-0.00033937i,-0.0010019-0.00030156i,-0.00079236+0.00024212i,-0.000359+0.00016865i,0.00015622-0.00030715i,0.00043933-2.4371e-05i,0.00087917-0.00015016i,0.00057185-0.00055456i
0.00040715-0.00084137i,3.1679e-05+5.4858e-05i,8.4312e-05+0.00024818i,1.2158e-05+0.00080505i,0.00026141+0.0016855i,0.001171+0.0016019i,0.0012688+0.00051463i,0.00045915+0.00066201i,-0.00016834+0.001006i,-0.00035777+0.0011991i,-0.00071998+0.0007301i,-0.00093567+0.00027754i,-0.0014328+0.00033839i,-0.002011+0.00025608i,-0.001862-0.0001633i,-0.0014329+0.00045742i,-0.001095+0.00046085i,-0.00075688+2.518e-05i,-0.00043751+0.00011677i,-0.00014736-7.8233e-05i,0.00010753-0.00024263i,0.00048097-3.2308e-05i,3.4054e-05+0.00022429i
-0.0010809+0.0015831i,0.00013969+0.0012084i,0.001028+0.0016406i,0.0015145+0.001566i,0.0018295+0.0007075i,0.0016035-0.00034078i,0.00084368-0.0010043i,0.00035308-0.00022837i,0.00020203+0.0017103i,0.00045294+0.0017806i,-9.8954e-05+0.00051185i,-0.00068283-0.00023824i,-0.00071099-0.00074192i,-0.001284-0.00066968i,-0.00094263+0.00032093i,-0.000378+0.0010441i,-0.00063661-6.9539e-05i,-0.00098576-0.00070847i,-0.0005238-0.00024226i,-0.00083518+0.00014629i,-0.0016404-5.5285e-05i,-0.00084467-0.00029302i,-1.7082e-05+0.00018751i
-0.00039667+0.00029905i,-0.00066807+0.0016611i,-0.0011219+0.0016589i,-0.00074298+0.00080706i,1.4505e-09+0.00045817i,-0.00051469+0.00020322i,-0.00040776+0.00015832i,0.00018082+0.00040735i,0.00034694+0.0016444i,0.00021056+0.0015882i,0.00027427+0.00065977i,0.00033951+0.0010143i,-0.00021695+0.0012058i,-0.00045009+0.00078173i,-0.00027874+0.00048211i,-0.00047204+0.00041623i,0.00010558+0.00025809i,0.00087166+0.0004213i,0.00068848-0.00043067i,0.00030921-0.00081583i,-0.00028854-0.00062344i,0.0004701-0.00067266i,0.00073261-0.0006192i
-0.0017438+0.00093498i,-0.0014828+0.00045391i,0.00042528+4.2872e-05i,0.0021142-2.5821e-05i,0.0020966-0.00024334i,0.001049-0.00088964i,7.7487e-05-0.0012185i,-2.359e-05-0.0011133i,0.00048703-0.00027315i,0.00019535+0.00033287i,-0.00047932+0.00019972i,-0.00023801-0.00033798i,0.00064775+0.00011627i,0.0011368+0.00053506i,0.00053373+4.4266e-05i,-0.00013995-0.00060264i,-3.4716e-05-0.0011147i,1.512e-05-0.0012359i,-0.00058949-0.00093257i,-0.00092787-0.00072585i,-1.4024e-05-0.00041329i,-3.733e-05-0.00079321i,-0.00037129-0.00097634i
0.00067527+0.00030699i,0.00017687+0.0014116i,-0.0007908+0.001694i,-0.00070274+0.001528i,-5.5455e-05+0.0021087i,3.6333e-05+0.0013698i,0.00048308+4.4589e-05i,8.1009e-05+0.00055356i,-0.00014491+0.00068094i,-0.00024976+0.00021122i,-0.0013692+0.00015079i,-0.0012301+0.00067134i,-0.00043746+0.00072006i,-0.00034407+0.00058034i,-4.0143e-05+0.00054982i,-0.0006341+0.00055715i,-0.0006295+0.00046718i,0.00027075+0.00070481i,-0.00044162+0.00021312i,-0.0010645-0.00055424i,-0.0005313-0.00031881i,0.00012038-0.00039017i,-0.00031718-0.00012712i
0.00034254+0.00027104i,-0.00015611+0.00051632i,-0.00055898+0.00026489i,0.00021913+0.00010975i,0.00077915-0.00025621i,0.0010542-0.0011396i,3.7648e-05-0.0002716i,-0.00094537+0.00075021i,0.00024521+0.00042393i,0.00098866+0.00029994i,9.4617e-05+0.00050752i,-0.00035731+7.0165e-05i,-0.00041136+0.00030638i,-0.00040729+0.00023048i,-0.00096191-0.00029961i,-0.0013411-0.00073887i,-0.00090568-0.0010975i,-0.00060995-0.00072348i,-0.00044377-0.00078512i,7.6381e-06-0.00094596i,0.00042435-0.0012092i,0.00023463-0.0012053i,0.00057985-0.00062583i
-0.0013436-0.00021652i,-0.00046646+0.0005083i,1.9167e-05+0.000696i,0.00036849+3.2484e-05i,0.00072911-0.00043318i,0.0012076-0.0010828i,0.0010618-0.001031i,0.00065102-0.00055763i,6.2232e-05-0.00075018i,-0.00033612-0.00050371i,-9.7819e-05-7.8702e-05i,-0.00023893-0.00044685i,-0.00079085-0.00093566i,-0.0013338-0.00030911i,-0.001206+0.00087154i,-0.00027619+0.0009451i,-0.0005549+0.00071463i,-0.00097713+0.0004521i,-0.0005069+0.00029404i,0.00065151+0.00026349i,0.0015528+0.00041018i,0.00085654+0.00041701i,9.1339e-05+0.00051002i
0.00016001-0.00015583i,0.00042281+0.00098658i,0.00072452+0.0017774i,0.0010456+0.0014819i,0.00081216+0.0011765i,2.6022e-05+0.0014975i,0.00016954+0.00082913i,0.0004643+4.4874e-05i,0.00010498+0.00018618i,0.00067226+0.00063923i,0.00070865-3.046e-05i,0.00023685-0.00026921i,0.00041022+0.00023211i,0.00029668+0.00011636i,-0.00019849-2.1537e-05i,-0.00062885+0.00050253i,-0.00061216+0.00084551i,-0.00065916+0.0005778i,-0.00041941-0.00028756i,-4.535e-05-0.00075815i,0.00016443-0.00032554i,0.00040757+0.00020133i,0.00028781+0.00035134i
-0.0010913+0.0011734i,-0.0012789+0.00061853i,-0.001605+0.00065894i,-0.0011884+0.00084808i,-0.0008728+0.00061944i,6.7169e-05+0.00088832i,0.00036871+0.00046122i,2.6837e-05-0.00027702i,0.00031127-9.1345e-06i,0.00081989+0.00034049i,0.0011929-9.8585e-05i,0.00086973-0.00031991i,0.00044652-0.00044717i,-6.3928e-05-0.00054669i,-0.00013394-3.1093e-05i,5.6279e-05+0.00061588i,0.00026496+0.00085417i,0.0006015+0.00043141i,0.00069281-0.00048732i,0.00027703-0.00036008i,1.4169e-05-0.0001118i,-5.9058e-05+0.00021698i,-0.0006971-0.00016459i
0.0010818-0.0011811i,0.00068307-0.00047424i,0.00037353-0.00021159i,0.0015563+0.00079552i,0.0010921+0.0011441i,-0.00030036+0.00076316i,-0.00071304+0.00014421i,-3.7239e-05+0.00029746i,0.00040748+0.001155i,0.00020747+0.00075111i,0.00040781+0.00021574i,0.00016538-8.0624e-05i,-0.0003109+7.8166e-05i,1.2257e-05+0.00061824i,-9.7206e-05+0.00063595i,-0.00043776+0.00073887i,-0.00024956+0.00068912i,-0.00018116-5.4431e-05i,-0.00013091-0.0012524i,0.00019646-0.0013743i,-0.00033592-0.00033546i,-0.00089448+9.6965e-05i,-0.00034181-0.00046504i
-2.807e-05+0.0012168i,0.00157+0.0021846i,0.0011327+0.001463i,0.00013554+0.00098576i,-0.00023001+0.00095151i,0.00010291+0.00035202i,-3.0359e-05+0.00051156i,1.3281e-06+0.00089441i,0.00013623+0.0014747i,-0.00043622+0.0015591i,-0.00044818+0.00019224i,-0.0003484-0.00081625i,-0.00076274-0.0010625i,-0.0007795-0.00088478i,-0.00069393-0.00028437i,-0.00077206-0.00033868i,0.00069028-0.00020585i,0.001522+0.00046588i,0.00063313+0.00047425i,-0.00033795+0.00035569i,-0.00030507+0.00044732i,0.00062303+0.00035234i,0.00069405+9.8262e-05i
-0.0019998+0.00029568i,-0.0023722+0.00070905i,-0.0025456+0.0015374i,-0.0024238+0.0013081i,-0.0019003+0.00072465i,-0.00049427+0.00058138i,-2.7528e-05+0.00013706i,-1.5693e-05+0.0004413i,0.00093579+0.00078416i,0.00022584+0.00060986i,-0.00026298+0.00052621i,0.00030893+0.00029708i,4.9091e-05+0.00018887i,-0.0010613+0.00038191i,-0.00097434+0.0001478i,-0.00036746-0.00072926i,-0.00012355-0.00046513i,-0.00019651+0.00035937i,-0.00061672+0.00040985i,-0.0010282-0.00012463i,-0.00054308-0.00040652i,0.00048252-0.00029009i,0.00059784-0.00018334i
0.0012052-0.00027919i,0.0015237+0.00038474i,0.00033156+0.00094034i,-0.00045879+0.00076768i,-0.00072956+0.00085836i,0.00034639+0.0018178i,0.00061854+0.0007693i,-0.00079559-0.00062112i,-0.001173+0.00044236i,-0.00070486+0.0010909i,0.00017954+0.00024168i,0.00068161-0.00037078i,0.00068622-0.00041821i,0.00074003+0.0001674i,2.1455e-05+0.00056293i,-0.00055416+0.0003326i,-0.00090388+0.00018252i,-0.00084567-0.00010824i,-0.00097157-0.00045743i,-0.00045016-0.00026338i,0.00026182-0.00045504i,0.00061861-0.00075025i,0.00062308-0.00034142i
-0.0004129+0.00067244i,-0.00053994+0.0022767i,-0.00020496+0.0018871i,0.00036315+0.00051431i,0.0010217+4.3825e-05i,0.00052262+0.00024264i,-0.00010708+0.00033429i,-0.00026099+0.00012485i,-1.8602e-05-0.00022304i,-0.00035658+0.00034819i,-0.00056058+0.00054218i,-0.00041025+0.00036572i,-0.00048787+5.4958e-05i,-0.00080022-0.00031479i,-0.00059087-0.00019831i,-0.00048762+0.00019188i,-0.00071625+0.00035853i,-0.00018272-1.4508e-05i,-0.00060544-0.00022159i,-0.00052094-0.00016398i,-0.00012858-0.0002824i,-0.00050606+0.00012334i,-6.7301e-05+0.00067005i
-0.0015136+0.001768i,-0.0017253+0.00071948i,-0.00063597-0.00042013i,-0.00048058+4.2837e-05i,-0.00080009+0.00046961i,-0.00045127+0.00037129i,-0.00060365+0.00027782i,-2.7381e-05+0.00081386i,0.00027296+0.0011364i,-0.00069724+0.00042475i,-0.0010421-0.00012227i,-0.00022122+9.8219e-05i,0.00031558+0.0010331i,-5.5262e-05+0.0015832i,-0.00042512+0.0010616i,-0.00012474+9.3062e-05i,0.00045589-0.00035681i,0.00018656-0.00062626i,-7.1288e-06-0.00059503i,-0.0002423+0.00013765i,-0.00024118-5.0309e-05i,0.00031172-0.00034404i,0.00042071-0.0001663i
0.0021863+8.1787e-05i,0.0022533+0.00024631i,0.002046+0.00032587i,0.0014275+0.00019866i,0.00093228-9.5329e-05i,0.00056444-0.00013124i,-0.00012495+0.00035967i,-0.00013925+0.00067268i,0.00039967+9.9851e-05i,0.00029254-0.00024446i,0.00020636-0.00024836i,0.00059073-7.4903e-05i,0.00045186+0.0001597i,-0.00055171-9.3947e-05i,-0.00090096+0.00022372i,-0.00085236+0.00084713i,-0.00021021+0.0013547i,0.00055021+0.00081804i,4.4613e-05-0.00037133i,-0.00013464-0.0010516i,4.4786e-05-0.00064204i,-0.00021552-0.00032446i,-0.00024703-0.0010946i
-0.0015118+0.00085721i,-0.00074992+0.0014987i,-0.0013154+0.0022802i,-0.0015948+0.0027229i,-0.0008465+0.0024266i,-0.00020657+0.0014919i,-0.00073423+0.00091439i,-0.00043329+0.00070694i,0.0003355+0.00028491i,0.00020687+6.9921e-05i,0.00019973+9.8752e-05i,0.0001675+0.00055714i,0.00031562+0.00063103i,0.00071365+6.4193e-06i,-0.00070003-0.00010003i,-0.0018459-0.00024155i,-0.00076441-8.8668e-06i,-0.00056682-0.00016937i,-0.00061155-0.0004886i,-0.00012333-0.00042614i,8.7453e-05-0.00016598i,0.00025206-5.4769e-05i,0.00024045-0.0003812i
-0.00063969-0.00050168i,0.0004194-0.00010434i,0.00043121-0.00062478i,-0.00022081-0.0010225i,0.00019163-0.00046035i,0.00072951-0.00061053i,0.001052-0.0011333i,0.00065013-0.00056171i,-1.413e-06+0.00026897i,-0.00050666+0.00081725i,-0.0007495+0.0003715i,0.00019512-2.7816e-05i,0.00075924-0.00033657i,-0.00043443-0.00055103i,-0.0010929-0.00033661i,-0.00060444-0.00022911i,0.00010446+0.00026198i,0.00015808-0.00017085i,-2.4802e-06-0.00074009i,-0.00017156-0.00017458i,-0.00019997+0.00085523i,-0.00020401+0.00086419i,-0.0001763+0.00047252i
-0.0011618+0.00068771i,-1.9054e-05+0.0012005i,0.0011223+0.00061259i,0.0010975+0.00071801i,0.00034479+0.0014981i,0.00039176+0.0012511i,0.0012025+0.00027238i,0.00097387-3.6764e-05i,-0.00012163+0.00029351i,-0.00051163+0.00029085i,-7.916e-05+0.00022225i,0.00036825+0.00051295i,-2.755e-06+0.00065106i,-2.9749e-05-0.00015261i,0.00074189-0.0012024i,0.00057421-0.0013692i,0.00049381-0.00058098i,-0.00017866+0.00033801i,-0.0004519-0.00010171i,0.00010648-0.00080889i,-0.00021981-0.00067398i,-0.00073654-0.00090617i,-0.00050966-0.00081582i
0.0011102+0.001614i,-0.00057324+0.0022202i,-0.0011406+0.0023751i,-9.2766e-05+0.0014917i,0.00092787+0.00074661i,0.00014319+0.00094314i,-0.00056244+0.0011367i,-4.9113e-05+0.0012543i,0.00040746+0.0011349i,-0.00023457+0.00079963i,-0.00071133+0.00019495i,-0.00067676-0.00039038i,-0.00089419+0.00015164i,-0.00048392-7.1521e-05i,-0.00045507-0.00024503i,-0.00046324+0.00043517i,0.00032732-0.00051289i,0.00090724-0.00155i,0.00046333-0.00078584i,-0.00034733-0.0002775i,-0.00014776-0.00057605i,0.00072733-0.00062791i,0.00086551-0.00076952i
0.00051441-0.00046948i,0.00010162-0.0022404i,0.00068794-0.0031045i,0.00072338-0.0017896i,-0.00011327-0.00046765i,-0.00064935-0.00024184i,-0.00063957+5.458e-05i,-0.00063979+0.0012011i,-0.00024305+0.0013077i,-0.00021305+0.00052987i,-0.00048908-0.0003427i,-0.00034218-0.00069045i,-0.0002585-0.00060161i,-0.00041507-0.00049463i,-0.00045347-0.00050112i,0.00018736-0.00038487i,0.00029099+5.288e-05i,0.00072483+0.00045968i,0.00096973+0.0002724i,0.0005052+0.00036572i,7.9158e-05+0.00017219i,-0.00017549+1.9603e-05i,-0.00014666-0.0001201i
-0.001075+0.00072153i,1.7833e-05+0.0015203i,0.00078216+0.0024694i,0.0019953+0.0021626i,0.0019569+0.0017878i,0.00085827+0.00092123i,-0.00012891-0.00056076i,-0.00066365-0.00094553i,-0.00039738+0.0005401i,-0.0001484+0.00083708i,-5.5308e-05-0.00017556i,-2.4585e-06-0.00076116i,-1.0613e-05-0.00090372i,-0.00035073-0.00061896i,-0.00042626-0.00073504i,-0.00012297-0.00055256i,-0.00064297-0.00045637i,-0.00062423-0.00077451i,-0.00021055-0.0010087i,-6.5597e-05-0.00057887i,0.000278+8.3264e-05i,0.00037935-3.4956e-05i,0.00014568-0.00056957i
-0.0030464+0.0018397i,-0.0020497+0.0024551i,-0.00078338+0.0030395i,0.00015522+0.0025196i,0.0010291+0.0018949i,0.0013485+0.0012514i,0.00062067+0.00056776i,1.7012e-05+0.0010742i,-0.00014053+0.001835i,7.2944e-05+0.00068514i,0.00028587-2.4023e-05i,0.00045405+4.4605e-05i,0.00072337+0.00019094i,-0.00031098+0.00051883i,-0.001056+0.00082167i,-0.0010845+0.0005525i,-0.0015933+0.00020547i,-0.0013618+7.1367e-05i,-0.00050041-0.00011882i,-7.3809e-05+9.7913e-05i,-0.00017537+0.00027477i,-5.9612e-05+0.00015245i,0.00038328-0.00017178i
0.001202+0.00090037i,-0.00066324+0.0007046i,-0.0013649-0.00089784i,-0.0012908-0.001319i,-0.0010123-0.00037085i,-0.00080686-0.00059356i,-0.00035261-0.0007696i,0.00016314+0.00016931i,0.00069165+0.00049887i,0.00051786-0.00015605i,0.00022467-0.00024385i,-0.00016286-9.496e-05i,3.1016e-07+2.9361e-05i,0.00057175-0.0002486i,-6.2979e-05-0.00049003i,-0.00044204-4.2495e-05i,-0.00034033-0.00017304i,2.8474e-05-0.00061767i,0.00028393-0.00075387i,0.00010823-0.00049379i,0.00053866-0.00038598i,-1.44e-05-0.00013288i,-0.00015534-0.00042771i
-0.00070396+0.001314i,-0.00011514+0.00042225i,0.00072203+0.00066088i,0.0015706+0.00050503i,0.0018708-0.00092553i,0.001436-0.00085786i,0.000324+0.00015114i,-0.00010909+0.00073463i,0.00042535+0.00074392i,0.00064983+0.00058236i,0.00074524+3.8049e-05i,0.00088715-0.00079139i,-2.1651e-05-0.00086216i,-0.00056091-0.00037908i,-0.00078351+0.00053459i,-0.00065382+0.00062463i,-0.000664+0.00014196i,-0.00073447-0.00070061i,-0.00067757-0.0011437i,-0.00037409-0.0012275i,0.00053872-0.00058659i,0.001172-0.00018714i,0.0011786+0.00058376i
-0.00024337+0.00022517i,-0.0010716+0.0012631i,-0.00082115+0.0016796i,-0.00044139+0.0013155i,-0.00015725+0.0004138i,0.00026308-2.0955e-05i,0.00065048-5.9115e-05i,0.00038265+0.00042884i,-0.00069971+0.00070484i,-0.0010197-0.00014392i,-0.00027439-0.0007777i,-6.6269e-05+5.2415e-05i,-0.00037458+0.00055524i,-0.00026139+0.00044333i,-0.0003588+0.00054547i,-0.00102+0.00028744i,-0.00092739-6.1134e-06i,7.9235e-06-5.1018e-05i,0.00054313+1.6448e-05i,-0.0002471+0.00014913i,-0.00091763+0.00015493i,0.00014951-0.00012693i,0.00053574-0.00030543i
0.00076461+0.00048094i,0.00097263+0.0010179i,0.0015941+0.00023572i,-0.00010957-0.00024032i,-0.0015371-0.0004176i,-0.0011668-0.00032424i,-0.00089493+0.00047874i,-0.00044423+0.00060795i,0.00047727+0.00050944i,0.00036999+8.5646e-05i,-0.00010039-0.00080145i,-0.00010816-0.00017992i,-0.00049634+0.0003456i,-0.0010456+0.00020392i,-0.00053083+0.00022241i,9.402e-05+0.00028563i,-0.00045364+0.00059132i,-0.0012871+0.000364i,-0.0010028-0.00030461i,6.1721e-05-0.00089273i,0.00042619-0.0014567i,0.00014353-0.0011708i,-0.00067806-0.00017372i
-0.0018967+0.00058171i,-0.00054686+0.00059289i,0.00061044+0.00064141i,0.0014199+0.00096109i,0.0010262+0.00080189i,0.00033068+0.00057267i,0.0010921+0.000184i,0.0010723-0.00017301i,0.00051083-0.000555i,0.00018927-0.00026491i,-0.00013884-7.0939e-05i,-0.00058456+0.0004829i,-0.00077366+0.00044713i,-0.00068912-0.0004162i,-0.00077301+1.7124e-07i,-0.0012455+0.00029117i,-0.0014193-0.00041706i,-0.00080522-0.00074588i,-0.00074845-0.00039741i,-0.00044993-0.00010748i,0.00010402+0.00024956i,0.00011148-4.1581e-05i,0.00023815-0.00033407i
0.0015911+0.0013229i,0.00047451+0.0035198i,-0.00083976+0.0028152i,-0.0011432+0.00084787i,-0.00024856-0.00055204i,-0.00032153-0.00085941i,-0.00094019-0.00013971i,9.3303e-05+0.00088471i,0.00079247+0.0012761i,0.00098055+0.0011164i,0.00048061+0.0011782i,0.00014294-9.9906e-05i,0.00067884-0.00082357i,0.00062766-0.00074707i,-7.9354e-05-0.0010407i,-0.00029945-0.00081183i,-0.00023148-0.00034655i,-9.4042e-05-4.8254e-05i,3.9664e-05-5.6499e-07i,0.00062857-0.00055435i,0.0010686-0.00059164i,0.00036567-0.00052516i,-5.7314e-05-0.00021226i
-6.2591e-05+0.0015824i,-6.8041e-05-0.00035385i,0.00092411-0.0011626i,0.001323-0.0010903i,0.0012801-0.00067147i,0.00042864-0.00092645i,-0.00088641-0.00078657i,-0.00067965+0.00064531i,0.00014067+0.0010849i,0.00046034-1.3763e-05i,0.0010837-0.00029113i,0.0012591+9.8544e-05i,0.00035446+0.00095206i,-0.00029943+0.001056i,-0.00058913+0.00038628i,-0.00031837-0.0002023i,0.00065456-7.8617e-05i,0.00076222+0.00018191i,0.00040245-0.00018841i,1.4751e-05-0.00022407i,-0.0005676+0.00015382i,-0.00024707+0.00028423i,-0.00035369+4.6981e-05i
-0.00063454+0.0016143i,0.00077978+0.0018144i,0.0006445+0.00050807i,0.00033813+0.00051431i,0.00024352+0.00093338i,-0.00014421+0.00057285i,-0.00044487-0.00012608i,-4.4541e-05-0.00013241i,0.00042658-0.00027126i,-0.00017144-0.0010206i,-0.0006823-0.00056887i,-0.00074445-0.00037668i,-0.00034342-0.0010012i,-0.00062638-0.00056781i,-0.00094669+0.00021672i,-0.0010136+0.00032507i,-0.0014313+8.6478e-05i,-0.00085344-7.6508e-06i,-0.00062306-0.00071308i,-0.00046343-0.0013062i,0.00036086-0.00042916i,0.0011561+0.00020841i,0.0010863-0.00036393i
