-2.3573e-05-0.0010412i,-0.00060705-0.002024i,-0.0017952-0.0019023i,-0.0019899-0.0013272i,-0.0020539-9.8519e-05i,-0.0010356+0.0014827i,0.00056695+0.0012595i,0.0015386+0.0015156i,0.001355+0.0010842i,0.00094289-8.1633e-05i,0.00050542-0.0003769i,-0.00055666-0.00071806i,-0.00068375-0.0011708i,0.00012444-0.0013297i,0.0002878-0.0010909i,-3.2565e-05-0.000578i,-0.00052139+0.00036686i,-0.00051424+0.00038374i,-0.00038922-0.00015368i,-0.00085371-6.1593e-05i,-0.00097283+0.00024076i,-0.00027641+0.00057065i,-1.6808e-05+0.00048453i
0.00025262+0.0011403i,0.00043705+0.0024109i,0.00026302+0.0020796i,-0.00053739+0.0014505i,-0.0019638+0.0022122i,-0.0023207+0.0031504i,-0.00026298+0.0018913i,0.00094409+0.00073124i,0.00024901+0.00020935i,-2.7457e-05+0.00020123i,0.00052827-0.00032526i,0.00047532-0.00044528i,0.00033237-0.00033416i,0.00040671-0.00026778i,0.00012895-0.00060789i,0.00057323-0.0010244i,0.00097721-0.00053634i,0.00036856+5.7409e-05i,6.1008e-05+0.00026416i,4.6754e-05+0.00057635i,-0.00057809+0.00056721i,-0.00095978+0.00010315i,-0.00045968+8.1471e-05i
-0.0019664+0.00050819i,-0.0020132+0.0012922i,-0.0010986+0.0028006i,-0.00053899+0.0032175i,0.00058186+0.0018764i,0.0019301-0.00017973i,0.0013668-0.001508i,0.00061276-0.0013359i,0.00013551-0.00064441i,0.00018784+0.00020531i,0.00085004+0.00028587i,0.0012694+0.0006008i,0.00054869+0.0012382i,0.00025966+0.00066222i,-7.0685e-05-0.00049261i,-0.00025062-0.00078415i,-0.00037021-0.00082237i,-0.00063001-0.00096514i,-4.0736e-05-0.00043537i,0.00019906+0.00022803i,-0.00017458+0.00020299i,-0.00051841+0.00037353i,-0.00061444-7.1396e-05i
-0.0018531-0.00038933i,-0.0018085-0.00032962i,-0.0008357+0.00013048i,-0.0003532+0.00055944i,-0.00056685+0.00076171i,-0.00046902+0.00037368i,-0.00029258-0.00041981i,0.00012756-0.00096581i,0.00050946-0.00091556i,0.00076015-0.0008013i,0.00053889-0.00047369i,0.00040698+1.3752e-05i,0.00065874+0.00022624i,0.00085328+0.00020697i,0.0009091-0.00010791i,0.0012344+0.00021167i,0.0013708+0.00085394i,0.0014894+0.0012012i,0.00093086+9.3797e-05i,-0.00030793-0.0015009i,-0.00037857-0.0012966i,6.0465e-05-0.00084042i,-0.00024653-0.0010486i
-0.00012284-0.00099367i,-0.00027471-0.0013604i,-0.00099077-0.00043215i,-0.0018209+0.0013271i,-0.0012027+0.0018735i,0.00016522+0.00062019i,0.00093916-3.0683e-05i,0.0001737+4.3761e-05i,-0.00086537-0.00012643i,-0.0012897+0.00035715i,-0.00079221+0.00042213i,0.00022238+0.00018297i,0.00034719+0.00027476i,-0.00019322-6.001e-05i,-0.00048228+0.00020519i,-0.00033553+0.00053432i,-0.00012779-4.2368e-05i,0.00034695+0.00015664i,0.00046035+0.00032796i,0.00032967-2.3272e-05i,0.00021288+0.00032625i,-2.2248e-05+0.00060657i,-0.00013435-0.00020129i
0.0030027-0.0018577i,0.0027867-0.0024268i,0.0014986-0.0021879i,0.00089469-0.0016632i,0.00090018-0.00015598i,0.00077171+0.00083073i,0.0009905+0.00062138i,0.00095655+0.00066856i,0.00023039+0.00041393i,-0.00049586+0.00075349i,-0.00014018+0.0013549i,0.00031115+0.001049i,3.6126e-05+0.00090321i,-7.4055e-05+0.00090476i,0.00016313+0.00079547i,0.00013864+0.00085966i,-0.00030609+0.00096719i,-3.3496e-05+0.00029779i,0.00053268-0.0005955i,0.000568-0.00084134i,-0.00066595-0.00047595i,-0.001121+0.00044186i,-0.00058093+0.00080725i
0.0031474+0.00036272i,0.0024607-0.000342i,0.0018598-0.00072486i,-0.0001161-0.00041337i,-0.0023392+0.0005972i,-0.0026944+0.00098121i,-0.0013901+0.00088225i,0.00012697+0.00066906i,0.00049862+0.00047289i,5.8602e-05-6.6742e-05i,-0.00012209-0.00012917i,-0.00016337-1.7385e-05i,-0.00032982+0.00029018i,-0.00074475+0.00099225i,-0.0012284+0.00090504i,-0.00095229+0.00039035i,-0.00091216+0.00044823i,-0.00063801+0.0010131i,-0.00020035+0.0015142i,-8.6475e-05+5.9473e-05i,-0.00039981-0.0009034i,-0.00076221-0.0005148i,0.00016846-7.5756e-05i
0.00055028+0.00031926i,0.00025156+0.00041658i,-0.00053325+0.00051755i,-0.00023279+0.00015932i,0.00018586+0.00026481i,0.0008271+0.00016212i,0.00097899-0.00033254i,0.00044153-0.00040029i,0.00027478-0.0003279i,-0.00038823-0.00067347i,-0.0012972-0.00067862i,-0.0010656-0.00010815i,-6.4601e-05+0.00025724i,1.8912e-05+0.00023319i,-0.00032336+0.00035628i,-0.00036312+0.00056123i,-0.00095643-2.6589e-05i,-0.00093562-0.00077507i,-0.00041634+0.00013805i,-7.3281e-05+0.00067542i,0.00016323+0.00033044i,0.00016839+3.7675e-05i,-8.3834e-05-2.8026e-05i
-0.0016142+0.00080442i,-0.0002062+0.00056708i,0.0001254+0.0014026i,2.1834e-06+0.0016892i,0.00071822+0.0012398i,-0.00010011+0.0010356i,-0.00040289+0.00048812i,0.00041187+0.00016382i,0.00070852+0.00022599i,0.00052626+9.7353e-05i,0.00027796-0.00062565i,0.00063278-0.00061201i,0.00041366-0.00021464i,-0.00050216-0.00053568i,-0.00019343-0.0010965i,0.0001307-0.0014499i,-0.00010448-0.0014192i,-0.00028328-0.0012494i,-0.00046756-0.00088899i,-0.00024987-0.0002127i,0.00012799+0.00017962i,-8.0409e-05+0.00021044i,-0.00018322-0.00049319i
0.0011324-0.00122i,0.0012059-0.00062988i,0.0020005-0.00077202i,0.0012331+9.4065e-05i,-0.00049218+0.0012047i,-0.00080591+0.002165i,3.2433e-05+0.0021536i,-2.8558e-05+0.00092247i,-0.00056108-0.00034491i,-0.00047562-0.00077297i,3.2463e-05-0.00018915i,4.5444e-06+0.00044788i,-0.00058868+0.00066478i,-0.00062654+0.00043976i,-0.00087797-0.00038165i,-0.00066532-0.00064839i,-0.0003047-0.00024548i,-0.00016324+0.00041803i,0.00034327+0.0007518i,0.00022638+0.00089603i,6.0778e-05+0.0011873i,0.00023375+0.00078613i,6.6866e-06+0.00039507i
6.3031e-05+0.00097961i,0.00043783+0.0020391i,0.0006915+0.0029769i,0.0009122+0.0015575i,0.0012337-8.0842e-05i,0.0018006-0.00074583i,0.0015191-0.00045241i,0.00085718+0.0006967i,0.00078991+0.0015339i,0.0005276+0.0010391i,0.00043395+0.00043251i,0.001003+0.00045422i,0.00057939+0.0011274i,-0.00063638+0.00074225i,-0.00020821-0.00024825i,0.00036257-0.00054808i,0.0003306-0.00064694i,0.00039185-4.2141e-05i,-0.0001796+0.0003405i,-0.000717-0.00014946i,-0.00041251-0.00051644i,-0.00046406-0.00046967i,-0.00043691-0.0006559i
-0.00031873-0.00095494i,-0.00075154+0.00076885i,-0.00066746+0.0013989i,-0.00051184+0.0013202i,-0.00092079+0.0021595i,-0.0010283+0.0023562i,0.00039179+0.0010787i,0.0007165+0.00047928i,0.0011589+0.00010581i,0.00095256-0.00072288i,-0.00047678-0.0010568i,-0.00034085-0.00044712i,0.00011706+2.7784e-05i,-0.00028181+8.3558e-07i,-0.00012682+0.0004121i,0.0002944+0.00012763i,0.00037719-0.00042373i,0.00030075-0.00036886i,-5.7983e-05-0.00012076i,-0.00043202-0.00048433i,-0.00040745-0.00093918i,-0.00018604-0.00038014i,-0.00014223+0.00011406i
0.00093931+0.0017683i,0.0020131-7.3917e-05i,0.002979-0.00076325i,0.0021324-0.0010683i,0.00094448-0.00051347i,0.00040029-6.0814e-05i,-6.8975e-05-0.00022168i,-0.00057782+0.00021643i,-0.00036768+0.00030929i,-7.2901e-05-0.00074903i,0.00040642-0.00075479i,0.00042638+7.1753e-05i,0.00016606+0.00014881i,8.7027e-05+0.000483i,-0.00039158+0.00073111i,-0.0010032+0.00094094i,-0.00074013+0.0010315i,1.8577e-05+0.00068011i,8.6121e-05+0.00016936i,5.3069e-05-0.0008i,0.00067412-0.00032434i,0.00069728+6.2106e-05i,0.00026794-0.00028823i
-0.0010693+0.00014991i,-0.00083604-0.0008943i,-0.00087546-0.00017816i,-0.00083115+0.00097266i,-0.00051301+0.00044992i,1.8343e-05+0.00026328i,0.00057821+0.000605i,0.00063484-0.00011238i,0.00026475-0.00052025i,0.00088028-0.00026108i,0.0011543+0.00018007i,0.00023522+0.00059473i,0.00017216+0.00071507i,0.00091507+0.00069831i,0.00083833+1.4299e-05i,2.8536e-05+0.00022593i,-0.00061279+0.00033333i,-0.0010818+0.00015427i,-0.00060187+7.4409e-05i,0.00061348-0.00024636i,0.00038575+0.00013396i,2.1078e-05+0.00034131i,-0.00016356+0.00011402i
0.00097509+6.6795e-05i,0.00029221+0.00014236i,-0.00026802+4.7849e-05i,-0.00018433+0.00011887i,-0.00028978+0.00064331i,-0.00040143+0.00043301i,-0.00016658+0.00023498i,0.00016847+0.00027681i,0.0001498-2.27e-05i,0.00015464-0.00079276i,-0.00017286-0.00055414i,-0.00026846+0.00016598i,0.00067113+0.00081656i,0.00067502+0.0010127i,0.00024931+7.2328e-05i,0.00027864+6.6649e-05i,0.00017866+0.00039727i,0.0004078+0.00027279i,0.00053515+0.00071363i,0.00032078+0.00035893i,1.107e-05-0.0010158i,8.5184e-05-0.00052266i,0.00036205+0.00036978i
0.00024481-0.0013001i,6.0039e-05-0.0011465i,-0.00081123-0.0011478i,-0.0012375-0.00078549i,-0.00078568-0.00031444i,0.00021582-0.00072497i,0.0011648-0.00030329i,0.00091435+0.00092601i,-4.7367e-05+0.00083194i,0.00032786+0.00038085i,0.00094106+2.6648e-05i,0.00013895-0.0010155i,-0.00023373-0.00054358i,-0.0003716+0.00060492i,-0.00050439+0.00068596i,-0.0001907+0.00070317i,-4.4092e-05+0.00086239i,0.00029866+0.00081313i,0.00017504+9.4251e-05i,-0.00047399-0.00035893i,-0.00049587+0.00032822i,-0.00010374+0.00080115i,-0.00053406+0.00065038i
-0.001348+5.7501e-05i,-0.00059234-0.00020623i,-0.00081389+6.8878e-05i,-0.0013157+0.001396i,-0.0018722+0.0025451i,-0.00093878+0.0016994i,0.00040718-8.1449e-05i,0.00063735-0.00085909i,-0.00027676-0.0012609i,-0.00070181-0.00067034i,-9.2885e-05-0.00018091i,0.00052635-3.7653e-06i,0.00056431-2.3703e-06i,0.00092923-3.9051e-05i,0.00086408-0.00023521i,7.6849e-05-0.00015002i,-0.00065771+6.9156e-05i,-0.0007438+9.1453e-05i,-0.00017008-0.00020713i,0.00038615-0.00088318i,0.00055451-0.00095813i,0.00027878-0.00037044i,-0.00046118-0.00044081i
0.00048952+0.0017464i,0.0017594+0.00090841i,0.0024381-0.00030927i,0.0022071-0.00062088i,0.0028848+0.0007843i,0.002579+0.0016404i,0.0010677+0.00081742i,-0.00029718+0.0006084i,-0.00083755+0.00089712i,-0.0005049+0.00033961i,-0.00042796+0.00010899i,-0.0002113+0.00077105i,-0.00010864+0.0010765i,-0.00044622-0.00018426i,-0.00054429-0.0007678i,-8.8764e-05-0.00029175i,-0.00031462-0.00037638i,-0.00042928-0.00016524i,2.2882e-05+0.00043848i,-5.3792e-05+0.00040233i,-0.00048616-6.3378e-05i,-0.00067262+5.597e-05i,-0.00074047+0.00033917i
-0.00079003+0.0004946i,-0.00090049+0.0005541i,-0.00048533+0.0012773i,-0.00035473+0.0015655i,-8.4666e-05+0.00090533i,-5.9983e-05+0.00021336i,0.00026992-0.00045928i,0.00036375-0.00085578i,-4.4276e-05-0.00038888i,-0.00012087+0.00011157i,0.00027279+0.00027754i,0.00064099+0.00035363i,0.00051488+0.000345i,0.00062472+4.8578e-05i,0.00039061-6.7482e-05i,-0.00023532-0.00061474i,-0.00035201-0.00098996i,-1.2526e-05-0.00078015i,0.00023482-0.00064365i,0.00025109-0.00071305i,-9.7003e-05-0.00025087i,-0.00035159-0.00021435i,5.7398e-05+5.6233e-05i
0.00072495-0.0011133i,-0.00090667+0.00028917i,-0.0018784+0.0012396i,-0.00088067+0.0018666i,-7.5004e-05+0.002557i,0.00058583+0.0025836i,0.0010865+0.0026092i,0.00053015+0.0013314i,-9.8893e-05-0.00021949i,-0.00035841-0.00047512i,-0.00047501-0.00065091i,-0.00022722-0.00047671i,0.0003804+0.00014362i,0.00066611+0.00024731i,0.0006325+0.00036739i,0.00020824+0.00038352i,-0.00032901+0.00064443i,-0.000618-3.3851e-06i,-0.00047635-0.0006513i,-0.00061065-0.00040785i,-0.00083339+8.0745e-06i,-0.00039927+0.0001087i,-0.00028518+0.00010268i
-0.00033934-0.00031678i,0.00013722-0.00069113i,0.001097-0.0011703i,0.0010182-0.00078304i,0.00066586-3.1948e-05i,0.00060934+0.00022962i,0.0013441-7.8305e-05i,0.0016168+0.00048197i,0.00024164+0.00065142i,-0.00015686+0.00058483i,0.00013303+0.001177i,-0.00024329+0.00013424i,6.8024e-05-0.00062091i,0.00018276+0.00010399i,8.0411e-05+0.00052981i,-0.00035131+6.1017e-05i,-0.00069894-0.00085193i,-0.0007956-0.0010035i,-0.00060075-0.00090272i,-0.00052553-0.00079932i,-0.00032264-0.00036327i,0.00020185+0.00011327i,2.2103e-05+0.00010079i
0.0020879+0.0008499i,0.0016736+0.00088929i,0.0013939+4.0533e-05i,0.00021651+0.00024006i,-0.001532+0.0003343i,-0.0022353+0.00039185i,-0.0011548+0.00087452i,0.00025363+0.00061703i,0.00079906-3.2095e-05i,0.00065344+5.6718e-05i,0.000277+0.00056791i,-7.298e-05+0.0012058i,0.00060153+0.0011774i,0.00089078+0.00082499i,5.2111e-05+0.00089296i,-0.00055151+0.00079616i,-0.00095247+0.00053173i,-0.00081719-0.00018973i,-0.00042813+0.00011244i,1.1055e-05+0.00026871i,0.00049319-0.00035614i,0.00060074-0.00026046i,0.00054648-0.00015354i
-0.00077174+0.00049973i,-0.0010613+0.00028973i,0.00021963+0.00030226i,0.00112+0.00052307i,0.0012196+0.00033921i,0.0011345+0.0007841i,0.00069732+0.00033273i,0.00032316+0.00017842i,0.00057391+0.00034291i,0.00063953-0.00026238i,-0.00029543+0.00038521i,-0.0011113+0.0007631i,-0.00092458+2.2904e-05i,-0.00049216-0.00012109i,-0.000408+0.00024185i,5.7357e-05-0.00026268i,-5.856e-05-0.00032566i,-0.00052836-0.00022023i,-0.00012788-0.00045186i,-2.9183e-05-0.00057182i,-0.00040951-0.00065124i,-0.00018084-0.00097403i,-0.000228-0.00085696i
-0.00069138-0.00035037i,0.00011513-0.00029305i,3.2659e-05+0.00019766i,-0.0010187+0.00072526i,-0.0006105+0.00071701i,0.0010817+0.00035272i,0.0014344+0.00016232i,0.0014403+1.6123e-05i,0.0012653+8.5068e-05i,0.00033515+0.00010818i,-0.00034969+0.00020505i,-0.0003384+0.00014106i,0.00068845-0.00015282i,0.00088027-0.000222i,0.00013612+0.00013521i,-0.00036747-0.00035376i,0.000216-0.0011397i,0.00042824-0.0006323i,-2.1366e-05-0.00047469i,-1.2213e-05-0.00034002i,-5.1053e-05+0.00044155i,-0.00018107+0.0010691i,-0.0001503+0.00055146i
0.0017981-0.00090281i,0.0019926-0.00096251i,0.0029694+0.00027728i,0.0029991+0.00085068i,0.00050539+0.00098129i,-0.001531+0.0013555i,-0.0015368+0.0016014i,-0.00040182+0.00087405i,0.00044998+0.00052889i,0.00072632+0.00092515i,0.00060167+0.0002112i,-0.00013915-0.00032224i,-0.00082032+0.00046018i,-0.00055801+0.0011881i,-0.00024878+0.0014833i,-0.00046899+0.0011787i,-0.00030664+0.00078951i,-0.00020704+0.00085731i,-0.00064556+0.001025i,-0.00080234+0.0014556i,-0.00041329+0.0015982i,-0.00048851+0.00049412i,-0.00036174-7.053e-05i
0.0010693-0.00091702i,0.0019996-0.0010449i,0.00072048-0.0012755i,-0.00083639-0.00084928i,-0.0012622+0.00050615i,-0.00051235+0.0016153i,0.00039081+0.0017211i,0.0002295+0.0012166i,-0.00019581+0.00057066i,0.00012228+0.00042515i,6.3343e-05+0.00090995i,0.00024364+0.0012293i,0.00044796+0.00064645i,0.00025974+6.6358e-05i,0.00051583+0.00027301i,0.00066471-9.2923e-05i,0.00049592-0.00066586i,-0.00012664-0.00012119i,-0.00038346+0.0010048i,0.00048486+0.00064676i,0.0007474-9.2011e-05i,-0.00021659+0.00045403i,-0.00062093-0.00011983i
0.00037066+8.3108e-05i,5.5041e-05+0.0007725i,-0.0001228+3.5491e-05i,-0.00092496+0.00023561i,-0.0022816+0.00066457i,-0.0016986+0.00027615i,-0.00052151-0.00078813i,-0.00025499-0.001038i,0.00032686-0.00041863i,0.00069972+4.1223e-05i,0.00060558-4.0758e-05i,0.00029819-7.0701e-05i,0.00044426+0.00058681i,0.00023755+0.0010235i,-0.00030733+0.00035287i,-6.4773e-05+0.0001944i,0.00039662+0.00041561i,0.00032277+0.00039089i,-0.00017224-4.5848e-05i,-0.00025047-0.00078104i,2.9113e-05-0.0006387i,-0.00013707+0.00028739i,1.7647e-05+0.00024179i
-0.00031325-0.0013838i,-0.00024666-0.0012396i,3.77e-05-0.0007907i,0.0004375+0.00012554i,0.00025392+7.4849e-06i,0.00042231+8.5729e-07i,0.00019073+0.00089152i,-0.00024981+0.00024141i,0.00010924+0.00014476i,0.00011691+7.449e-05i,-0.00023348-3.6925e-05i,-0.00028269-0.00011634i,-0.00025741+5.5663e-05i,-0.0012172-0.00012553i,-0.0013956-6.5518e-05i,-0.00061586+0.00045713i,-0.00066724+5.6257e-05i,-0.00077364-0.00045224i,-0.00032381-0.00036049i,6.8333e-05-0.00010637i,-0.00062889-0.00050146i,-0.00034418-0.00010191i,0.00015245+0.00082968i
-0.0012265+0.0018681i,0.00024624+0.001032i,0.0020709+0.00052633i,0.0021931+9.6559e-05i,0.001537-0.00047765i,0.00079378-0.00031507i,0.00011637-0.00020242i,0.00030871-0.00057099i,0.00081621-0.00018059i,0.00085371+3.1917e-05i,0.00012763-0.00093681i,6.0883e-05-0.0010077i,0.00057584-0.00062026i,0.00046819-0.00027563i,3.086e-05-0.00044372i,-0.00017206-9.9154e-05i,-0.00077838+0.00070116i,-0.0008664-0.00021319i,-9.4629e-05-0.00091998i,0.00027666-0.00075046i,0.00015814-0.00066013i,0.00029784-0.00020122i,0.0004776-0.00021096i
0.00082317+0.0012435i,0.0013056+0.00057661i,0.0018896+0.001351i,0.0014101+0.0018025i,0.00044454+0.00083721i,-0.00022054+0.0006764i,-0.00085615+0.00035336i,-0.0003899-0.00073916i,0.00077734+7.448e-05i,0.001229+0.0010143i,0.0010436+0.00028969i,0.00066925+4.8978e-05i,0.00059877-0.00029606i,0.00087577-0.00017467i,0.00027113+0.0006487i,-0.00024386+0.00076732i,8.4888e-05+0.0012666i,0.00041177+0.0010396i,0.00053371-1.1181e-05i,0.00054185-0.0004864i,0.00070544-0.00037337i,0.00011615-0.0002508i,-0.00018865-0.00020069i
0.0018068+0.0020785i,0.0027033+0.0021791i,0.0033137+0.0011606i,0.0027775+0.00026374i,0.0014038-5.3922e-05i,0.00063822-0.00030638i,0.0010393-0.00014422i,0.001185+5.2429e-05i,0.00032672+0.00012847i,-0.00027797-0.00082059i,-0.00049034-0.00062012i,-0.00040885+0.00046625i,-3.7132e-05+6.2738e-05i,0.00050115-0.00062923i,0.00072395-0.00055721i,-0.0003047-0.00064892i,-0.0011872-0.00010735i,-0.00087911+0.00022059i,2.3986e-05-0.0001766i,0.00045884-0.00012861i,4.7521e-05+0.00022999i,-0.00028439-0.00015174i,-8.1099e-05-0.00018135i
0.00047249+0.00084177i,0.00042166+0.00034699i,-4.4779e-05+0.00078124i,-0.00052445+0.0010281i,9.9294e-05+0.00048399i,0.00046964-0.00067775i,0.00036156-0.00085638i,0.0002406+0.00022876i,-4.8361e-05+0.00069547i,0.00014045+0.00033725i,-7.0175e-05+1.0523e-05i,-0.001131+6.0483e-05i,-0.0019111+0.00017887i,-0.0011303+0.00029056i,1.9795e-05+6.1232e-05i,-0.00030067+0.00018107i,-0.00062559+0.00072297i,-2.4789e-05+0.0010314i,0.00040328-0.00012825i,0.00029624-0.00083764i,-1.5444e-05-0.00017484i,0.00011787+0.00025058i,0.00073099+0.00040422i
-0.0017235-0.0010371i,-0.0019272-0.0006369i,-0.00091081+0.0010233i,-0.00046433+0.0020522i,-0.00052449+0.0025076i,-0.00068224+0.003052i,-0.0010622+0.0022189i,2.8838e-05+0.00071743i,0.0011762+0.00051171i,0.0011008+0.00079139i,0.00059911+0.00057524i,-0.00036413+0.00044636i,-0.00030641+0.00042115i,0.00012676-0.00050215i,0.00063632-0.00072876i,0.00035273+0.0002634i,-0.00023446+0.00076032i,-0.00028823+7.7785e-05i,-0.00013809-0.0003971i,0.00043014+0.00016805i,0.0011473+0.00039824i,0.00072279+0.00018995i,-0.00026823+0.00019344i
-0.00050376+4.5999e-05i,0.00022223+0.001147i,0.0016845+0.0010844i,0.00084912+0.00085114i,-0.00082014+8.7047e-05i,-9.8183e-05-0.00081447i,0.000854-0.00082502i,0.00097134-0.00071283i,0.00089332-0.00050672i,0.00024878-0.00025378i,-0.00064909+0.00037587i,-0.0010415+0.00088162i,-0.0010934+0.00040108i,-0.00098311-0.00057009i,-0.00038574-7.5053e-05i,0.00010668+0.0010027i,0.00012421+0.001002i,-0.00011859+0.00044822i,-0.00047337+0.00032897i,-0.00017874+0.00026864i,-0.00030785+9.1391e-06i,-7.4134e-05-0.00023584i,0.00060616+0.00012118i
0.00010017-0.00085458i,0.00065239-0.0013728i,-0.0006373-0.0011661i,-0.0015247-0.0007569i,-0.00093479+0.00031912i,-0.00055729+0.0002282i,1.759e-05-0.00013807i,0.00031282+0.00014677i,2.3546e-05+0.0002455i,-2.2489e-05+1.4179e-05i,8.7839e-05-0.00044082i,0.00080927-0.00084845i,0.00092438-0.0004212i,0.0005706-0.00014882i,0.0003562-0.0002858i,-0.00077528-0.00023132i,-0.0012274-0.0006189i,-0.00055984-0.00062189i,0.00048575-0.00064921i,-7.6503e-05-0.00057624i,-0.0011-0.00010033i,-0.00090788-3.9338e-06i,-0.00034196+1.796e-05i
0.00087623-0.00097033i,0.0011446-0.00017165i,0.00016339+0.00063599i,-0.00020608+0.0021371i,0.00028385+0.0030463i,0.0013918+0.001865i,0.001803+0.00024971i,0.0011866+9.6213e-05i,-8.6685e-05+0.00064054i,-0.00028413+0.00098368i,0.00041562+0.0012398i,0.00045086+0.00057067i,0.00069482-0.00095156i,0.0014285-0.0013373i,0.0012377-0.00082753i,-0.00024885-0.0007446i,-0.001377-0.00036135i,-0.00073588-0.00011405i,0.00054563+4.9947e-05i,0.00095129+0.00013902i,0.0007619-0.00033156i,-6.2554e-05-0.00058135i,-0.00028384-0.00051589i
0.00054809+0.00085051i,0.0016187+0.00061419i,0.0013078+0.00059566i,0.0001591+9.8632e-05i,-0.00084698-0.00048747i,-0.0011617-0.00032624i,-0.00097232+0.00016567i,-0.00026543+0.00025618i,-0.0001714+0.00055693i,-0.00071191+0.0007237i,-9.2922e-05-9.9351e-05i,0.00048841-0.00062571i,0.0005522-0.00060672i,-5.5044e-05-0.00070427i,-0.0001075-0.0003321i,4.0817e-05-0.0002271i,-1.5866e-05-0.00026481i,-5.4685e-06-0.00010056i,-0.00087735+0.00032676i,-0.00079057+0.00083579i,-0.00016965+0.00071541i,-0.00053312+6.6479e-05i,-0.00041279-0.00040046i
0.0010528+0.0027651i,0.00019329+0.0032445i,0.00064369+0.0018487i,0.0015244+0.00039398i,0.00075142-0.00025932i,0.00044348-0.000197i,0.00050579-0.000179i,5.3485e-05+3.9452e-05i,-0.00019405+6.6878e-05i,6.4637e-05+0.00024647i,0.00031901+1.0426e-05i,-0.00046748-0.00032068i,-0.00028227-0.00029258i,0.00020471-0.00040265i,-0.00013594-0.0010554i,-1.8086e-05-0.00053008i,0.0003046-0.00014855i,8.8556e-05-3.6863e-05i,-0.00018544+0.00083428i,-0.00025368+0.0012631i,-0.00038932+0.0016286i,-0.0003383+0.0015938i,-9.341e-06+0.00034122i
-0.00074787+0.0013146i,-0.00067907+0.0012646i,-0.0002674+0.00075791i,-0.00082026+0.00039387i,-0.00082043+0.00066275i,0.00015677+0.00072779i,0.00045656+0.0003511i,2.8406e-06-0.00012737i,-0.00064592-0.00013043i,-0.00024756+0.00031331i,0.00026094+0.00028653i,0.00021534+0.00011366i,-0.00024087-6.1475e-05i,-0.00057717+0.00011966i,0.00011085-5.5322e-06i,0.00041602-0.00045395i,0.00065614-0.00056701i,0.0002971-0.00078174i,0.00010873-0.000666i,0.00058241+0.00023555i,9.259e-05+0.00085872i,-0.00034833+0.00083107i,-0.00026045+0.00028612i
-0.00022657-0.0017149i,-0.00012064-0.00088927i,3.1093e-05-0.00034975i,0.00035952+0.00053006i,0.00031985+0.0018563i,-8.4308e-05+0.0013837i,-0.00022098-0.00023215i,2.7879e-05-0.0010923i,2.5419e-05-0.0010503i,-0.00023701-0.00075118i,-0.00054709+0.00041265i,-0.00036313+0.001748i,-0.00052428+0.0016306i,-1.9624e-05+0.0010877i,0.00079727+0.0015554i,0.00054742+0.00087653i,2.7774e-05+0.00019801i,0.00035225+0.00013939i,0.00035957-0.00052457i,0.000342-0.00031514i,0.00015899-0.00014395i,0.00012819+2.1661e-05i,0.00046658+0.001053i
-0.0016455-0.0019934i,-7.6287e-05-0.0015108i,-0.00073157+0.00054367i,-0.0011178+0.0022645i,-0.00052865+0.0020361i,0.00068466+0.0014965i,0.0012456+0.0014236i,0.00028722+0.0012636i,-0.00021048-4.3438e-05i,3.7779e-05-0.00013692i,0.00020338+0.00037955i,0.00044489-0.00032677i,0.00037433-0.00056283i,0.00056329-3.9443e-05i,0.0013322+4.3506e-06i,0.0014486-0.00046891i,0.00097082-0.00022395i,0.00043225+0.00017461i,2.5435e-05-0.00024093i,-6.9324e-05-0.00015631i,-0.00038409+0.0005506i,-8.4253e-05+8.7348e-05i,0.00052823-0.00063874i
0.0010088-0.00076689i,0.00042373-0.00075434i,-0.00093822-0.001386i,-0.00094863-0.00015877i,-0.00018294+0.001831i,0.00084583+0.001503i,0.00094663+0.00014502i,0.00034568-0.00047608i,-0.00047583+0.00023608i,-0.00070042+0.0007873i,0.00036496+0.00036298i,0.00066084-0.00017844i,-0.00016567-0.00042259i,-0.00049166-0.0002719i,-0.00021858+0.00042042i,0.00048135-6.4966e-05i,0.00014549-0.00055558i,-0.00010477-0.00033535i,0.00020137-0.00052631i,0.00058613-0.000446i,0.0010712+4.273e-05i,1.4758e-05+0.0011887i,-0.00072694+0.00093111i
0.0011587-0.00055433i,0.0007125+8.0945e-05i,-4.27e-05+0.0011234i,-0.00081478+0.00078259i,-0.00060262+0.00072211i,0.0003249+0.0015263i,0.00041168+0.0012406i,0.00075146-9.2431e-05i,0.0012038-0.00054853i,0.00085415-0.00051725i,0.00087665-0.00032857i,0.0013432-4.7554e-05i,0.0009186-4.3847e-05i,0.00069843-0.00016794i,0.00060105-0.00012843i,-0.00024454+0.00014692i,-2.7453e-05+0.00016679i,0.00015785+0.00069235i,-6.4747e-06+0.00053851i,0.0001144-0.00013288i,-4.2945e-05-0.00026167i,-0.00046979-0.0001926i,-0.00079459-0.00047517i
