-2.3573e-05-0.0010412i,-0.00060705-0.002024i,-0.0017952-0.0019023i,-0.0019899-0.0013272i,-0.0020539-9.8519e-05i,-0.0010356+0.0014827i,0.00056695+0.0012595i,0.0015386+0.0015156i,0.001355+0.0010842i,0.00094289-8.1633e-05i,0.00050542-0.0003769i,-0.00055666-0.00071806i,-0.00068375-0.0011708i,0.00012444-0.0013297i,0.0002878-0.0010909i,-3.2565e-05-0.000578i,-0.00052139+0.00036686i,-0.00051424+0.00038374i,-0.00038922-0.00015368i,-0.00085371-6.1593e-05i,-0.00097283+0.00024076i,-0.00027641+0.00057065i,-1.6808e-05+0.00048453i
-0.001507+0.0014347i,-0.0013354+0.0022219i,-0.0004222+0.0018253i,0.00021766+0.00095439i,0.00023104+0.00059221i,0.00028146+0.00052462i,0.00064047+4.6025e-05i,0.00082354+0.00034844i,0.000177+0.00011671i,-1.2946e-05-0.00053117i,0.00057819-0.00036804i,0.00090508+2.1268e-05i,0.0006211-0.00022125i,0.00048117-0.00047851i,-2.2706e-05-0.00026302i,-0.00036658-0.00059352i,0.00017483-0.00040385i,-0.00041082-0.0001822i,-0.00084521-0.00067853i,-0.00085063-0.0010269i,-0.00065238-0.00072726i,2.5264e-05+0.00010735i,0.00055173+0.00089711i
-0.00064566-0.00046116i,-0.0014224+0.00026691i,-0.0021148+0.0010826i,-0.0019259+0.0010482i,-0.0013697+0.00032299i,-0.0010649-0.0003591i,-0.00042202-0.00083404i,-0.00036859-0.00046339i,-0.00097584+5.932e-05i,-0.00013488+0.00022453i,0.00064016+5.8915e-05i,0.00030619-0.0005482i,0.00091384-0.00019502i,0.0018014+0.00070503i,0.0015285+0.00013943i,0.00027684-0.00064113i,-0.00051132-0.00069784i,0.00033417+0.00014517i,0.0013567+0.00049553i,0.001102+0.00022901i,-0.00031149+0.00024972i,-0.0006333+0.00043776i,-0.00039545+0.001084i
-0.00080973+0.0014113i,-0.00054561+0.0014072i,-6.304e-05+0.0011625i,0.00094286+0.00014308i,0.001429-0.00042656i,0.00067863-0.00043841i,-0.00048998+0.0001302i,-0.001155+0.00060157i,-0.0011186+0.00055261i,-0.00083201-2.7906e-05i,-0.0007611-0.00023322i,-2.7496e-05-0.00020278i,0.00035631+9.8441e-05i,-3.5499e-05+0.00066892i,-0.0003134-8.1159e-05i,-0.00034876-0.0010012i,0.0002335-0.00090757i,0.00063783-0.00012754i,0.00010006+0.00042394i,0.00038673+0.0011228i,0.00035592+0.0010721i,-0.00046641+9.065e-05i,-0.00017984-0.00058464i
-9.6374e-05-0.00075774i,0.00081506-0.0012306i,0.00047792-0.00035813i,8.0004e-05-1.5246e-05i,0.00014065+0.0010804i,0.00095238+0.0013952i,0.001033+0.00077791i,-0.0002664+0.00011937i,-0.00082279-0.00032803i,-0.00019846-3.7801e-05i,0.00027737+0.00059644i,0.00013362+0.00083685i,0.0002897+0.00086417i,0.00051835+0.00079474i,0.00058866+0.00052346i,0.00037418+0.00032726i,0.00023693-0.00023643i,-5.0861e-05-0.00011227i,-0.00031311+0.00033485i,0.00010214+0.00012203i,-0.00023617+0.00042788i,-0.00097268+0.00074415i,-0.00067333+0.00074925i
-0.00074816+1.7128e-05i,0.00086494-0.00010833i,0.0010269+0.00029041i,0.00010207+0.0007002i,-0.0010199+0.00072951i,-0.00044643-0.00063829i,0.00015118-0.0014506i,8.1729e-05-0.00082679i,-0.00023143-7.4345e-05i,5.4313e-05+0.0005377i,0.00075676-2.1092e-05i,0.00077894-0.001099i,0.00092463-0.00089829i,0.0011338-0.00040059i,0.000949-0.00018558i,0.00074663+0.00021838i,-0.00045271+0.00012271i,-0.00098971-0.00050824i,-0.00060569-0.00083155i,-0.00038925-0.00021832i,-0.00067515+0.00066974i,-0.00043984+0.00084077i,-0.00045936+2.456e-05i
-9.4313e-05+0.0022065i,-9.8615e-05+0.0019386i,-0.00039008+0.0013523i,-0.00029848+0.00063078i,-0.00036592+0.0002523i,-0.00029595+0.00015212i,-0.00046043+0.00042422i,-0.00063571+0.00053312i,-0.00027212+9.342e-05i,-8.3144e-05+7.8091e-05i,0.000167-0.00016904i,-0.00021516-0.00079895i,-0.0011094-0.00066688i,-0.0010575-0.00045718i,-0.00023935-0.00041435i,0.00017616-0.00049924i,4.1354e-05-0.0010723i,0.00062305-0.0011757i,0.00085485-0.0012192i,6.3258e-05-0.00089722i,-0.00010366-0.00070661i,-0.00039793-0.0008398i,-0.00037434-0.00092312i
-0.0014126+0.0017775i,0.00043871+0.0015894i,0.0013468+0.0019029i,0.00085877+0.0015862i,5.5119e-05+0.0010477i,3.0818e-05+0.00015336i,0.00054267-0.00047682i,5.7441e-05-0.00077458i,-0.00046998-0.00064107i,0.00018733-0.00011956i,0.0010201-0.00037741i,0.00084026-0.00027862i,0.00010686-1.694e-05i,-0.00033358-0.00039899i,-0.00017131-0.0010552i,-0.00037819-0.0011017i,-0.0010188-0.00062122i,-0.0010332-0.0001863i,-0.0011788+0.00017592i,-0.0012857+0.00038244i,-0.0008901+0.00061365i,-0.00066161+0.00074364i,-0.00034825+0.00034695i
-0.0012375+0.00082425i,-0.0019748+0.00117i,-0.0016486+0.0013362i,-0.00043984+0.0019708i,0.0006645+0.0020887i,0.0015295+0.0013907i,0.0011173+0.00089023i,6.8197e-05-0.00012084i,-0.00076052-0.00069214i,-0.0010102-0.00032315i,-0.00041278-0.00080484i,0.00061728-0.00067367i,0.0006426+0.00023462i,0.00094629+0.00055201i,0.0014278+0.00013157i,0.0010645-0.00058995i,0.00070632-0.00042018i,0.00030069-0.00021793i,0.00027956-0.00016982i,0.00023991+0.00031407i,4.085e-05+0.00024198i,-0.0002544-0.00013848i,-0.00098297-3.6854e-05i
0.0012085-0.00090865i,0.0012251-0.00084518i,0.00087858-0.00029536i,0.00027252+0.00014851i,-0.00035823-0.00018418i,-0.00048561+1.2837e-05i,-4.7037e-05+0.00026429i,0.00086239-8.5113e-05i,0.00033583-0.00071499i,0.00028521-0.00089129i,0.00058728-0.00054119i,-5.5167e-05-0.00011166i,-0.00065648-0.00029512i,-0.0006387-0.00051067i,0.00013853-0.00021604i,9.6712e-05-0.00019512i,-0.00058524-0.00081536i,-0.00082878-0.00045539i,-0.00058583-0.00015447i,-0.00066252+0.00020855i,-0.00072867+0.0005452i,-0.00069361-0.00048569i,-0.0010312-0.00085259i
4.0739e-05+0.00030928i,0.00082568-0.0002821i,-0.00054843-0.00035497i,-0.0018463-9.7194e-05i,-0.0016475+0.00015731i,-0.0010962+0.00011325i,-0.0006121-0.0008361i,-0.0003548-0.0014612i,-0.00022827-0.0006899i,-0.00024188+0.00011826i,-0.00030283-0.000329i,0.00015605-0.0010058i,0.00085562-0.00028156i,0.00024888+0.00058549i,2.812e-05+0.00023262i,0.00064506-0.0005736i,0.00014781-0.00088956i,0.00037662-0.0001872i,0.00043778+0.00055164i,0.00017067-3.8873e-05i,0.00014749-0.00018056i,8.546e-05-5.8884e-06i,7.3635e-05+3.5146e-05i
-0.00013632+0.0013522i,0.00081969+0.0025051i,0.00045819+0.0019354i,-0.00065427+0.001291i,-0.0012232+0.0010176i,-0.0014915+0.00067157i,-0.0015103+0.00063519i,-0.00080811+0.0010172i,-0.00015144+0.0012557i,-0.00051816+0.00093027i,-0.00078981+0.00023081i,-0.0011683+0.00047968i,-0.00090108+0.00087797i,-0.00055882+0.00042951i,0.00023207+0.000756i,0.00062706+0.00074696i,0.00012208-7.7029e-05i,-7.0584e-05-0.00018892i,0.00049147+4.5337e-05i,0.00092773-0.00022974i,0.0008278-0.0005336i,0.00078183+0.00055328i,0.00044272+0.0011423i
-0.0014565-0.00075457i,-0.00159-0.00063131i,-0.0011681-0.000116i,-0.00077709+0.00064073i,-0.00095403+0.0018368i,0.00046879+0.0023037i,0.0013992+0.0017177i,0.0011351+0.0011335i,0.00037361-2.7893e-05i,-2.1754e-05-0.001057i,-7.9038e-05-0.0004637i,0.00022228-6.2649e-07i,0.00044629+0.00077381i,0.00037883+0.0011182i,0.00037854+0.00035818i,0.00055545+0.00017668i,0.00045125+0.00036541i,0.00016604-0.00022484i,0.00033847-0.00045821i,0.00018827-0.00069678i,-0.00016168-0.0011906i,7.694e-05-0.00090493i,0.00055572-6.0709e-07i
-0.0010621-0.00054575i,-0.0015341-0.00054708i,-0.00092633-0.00027621i,-0.00045522-0.00088912i,-0.00077696-0.0010587i,-0.00025699-0.00095527i,0.0010939-0.0008987i,0.0011006-0.00096427i,0.00013332-0.0002127i,-0.0002088+0.00031871i,0.00022651+0.00025102i,0.00015406+0.00016062i,-0.00052074+0.00064387i,-9.9782e-05+0.0012686i,0.00044381+0.00083445i,3.7282e-05+0.00022147i,0.00034514+5.0985e-06i,0.00050838+0.00015554i,0.00066206+7.9811e-05i,0.00014944+0.00054801i,-0.00092807+0.00072846i,-0.00055177+0.00058131i,0.0006469+0.00053596i
0.0001992-0.00035892i,0.00085821-0.00070878i,0.00023995-0.0012506i,-0.00044386+0.00024936i,-0.00074261+0.0014655i,-0.00083267+0.0013656i,-0.00050724+0.00079019i,-0.00063474+4.2174e-05i,-0.00076808-0.00012628i,-0.00042856+0.00067039i,-1.4222e-05+0.001202i,0.00013197+0.00050398i,-1.3566e-05+0.00044387i,-0.00046404+0.00062193i,-0.0007499-3.8698e-05i,-0.00087984-0.00031818i,-0.00065311-0.00010606i,0.0001736+2.7698e-05i,0.00022991+0.00027165i,-4.7933e-05-0.00017361i,-0.00027331-0.00054674i,-0.00051544-3.8761e-05i,-0.0010977-0.00010388i
-7.1817e-05-0.00068873i,-0.00035508-0.00068482i,-0.00033663-0.0010565i,-0.00047573-0.00021208i,0.00025287+0.0010282i,0.0006077+0.00068178i,0.00062099-0.00013073i,0.00047966+0.00027948i,-0.00018079+0.00036109i,-0.0004258+0.00078228i,0.00014929+0.00098607i,0.00033717+0.00075813i,0.00020811+0.00037569i,0.00039997+0.00026211i,0.0010525+0.00059862i,0.0014529+0.00085397i,0.00054592+0.00039226i,0.00010065-0.00028412i,0.00026167+0.00050562i,0.00059033+0.0011049i,0.0006654+0.0001428i,3.9774e-05-0.0012479i,0.00036991-0.0010971i
-0.00040668+5.1524e-06i,-0.0012326+0.0009998i,-0.0020687+0.0020102i,-0.0020678+0.0023362i,-0.0013704+0.001015i,-0.00048615-0.00013411i,-0.00031871-0.00033698i,-0.00014334+1.8726e-05i,-0.00012488+8.0948e-06i,0.00056887-0.00019708i,0.00080245+7.6985e-05i,-0.00030296+0.00055041i,-0.00092588+0.00053185i,-0.00068262+0.00092386i,-0.00049371+0.0013397i,-0.00070034+0.00031878i,-0.00074827-6.6573e-05i,-0.00032632+0.0002091i,-0.0002733-0.00024427i,-0.00054504-0.00023851i,-0.00096977-3.4015e-05i,-0.0011426-0.00033745i,-0.00025831-0.00043172i
-0.00037111-0.0017145i,-0.00024597-0.00053665i,7.2187e-05-0.00016611i,-0.00030352-8.388e-05i,-0.00071999+0.00027951i,0.00048113+0.00099647i,0.0022609+0.0012801i,0.0017422+0.00082045i,0.00058941+0.00078691i,0.00018693+0.0004652i,0.00017008-0.00013295i,0.0006172+0.0001502i,0.00048142+7.4523e-05i,0.0002862-0.00063653i,0.00050573-0.00060131i,-8.8365e-05-0.00016442i,-0.00095151-0.00092257i,-0.00015594-0.0018298i,0.00050803-0.0015979i,0.0005187-0.00015035i,-0.00026646+0.0012749i,-0.00099051+0.0014817i,0.00010023+0.00037722i
-0.00014384+6.468e-05i,-0.00010414+0.00076179i,-0.00062542+0.0011928i,-0.0010676+0.00077924i,0.00016559-5.2679e-05i,0.0013106+0.00029126i,0.00078149+4.4649e-05i,0.00031006-0.00033568i,6.5903e-05+3.7371e-06i,2.5769e-05-0.00060169i,-0.00014915-0.00035758i,-0.00099627+0.00047055i,-0.00078252+0.00064463i,0.00040444+0.00057708i,0.0008197+0.00036244i,0.00067039+0.00034857i,0.0005916+0.00060026i,0.00071838-5.763e-05i,0.00036521-0.00076171i,-0.00065521-0.00040509i,-0.00051881+0.00031503i,-0.0001893+0.00051614i,-0.00019875+0.00014253i
0.001968+0.00057227i,0.0020206-5.282e-05i,0.0014193-0.00022029i,0.00020012-0.00027379i,-0.0011627-0.00038344i,-0.0017054-0.00014313i,-0.00047107+0.00053273i,0.0005559+0.00048351i,0.00021051-0.00010995i,0.00026894-6.5191e-05i,7.507e-05+0.00044179i,3.956e-05+0.0008312i,0.00051368+0.0012677i,0.00046715+0.0018133i,-2.1954e-06+0.0012703i,-0.00060208-4.287e-05i,-0.00075918-0.00035832i,-0.00059917-0.00084806i,-0.00042206-0.00089743i,-1.3682e-05+0.00022833i,0.00056997+0.00045458i,0.00024498-0.00023089i,-0.00026025-0.00016458i
-0.00043385+0.00069259i,-0.0011371+0.0007629i,-0.00062444+0.00057976i,0.0004499+0.0010933i,0.00035256+0.0004564i,0.00040613+0.00038978i,0.00082927+0.00046099i,0.00041174+0.00068282i,-0.00010128+0.00033701i,0.00038996-0.00040107i,0.00047016-0.00075213i,0.00021051-0.0005255i,-0.00056593+0.00043755i,-0.001293+0.00042012i,-0.0013335-0.00083514i,-0.001016-0.00047476i,-0.00057357+0.00029406i,-1.9978e-05-0.00019365i,0.00029841+0.00033826i,0.00045978+0.00059653i,0.00015326+0.00028584i,4.4553e-05-0.00024142i,0.00038976-0.00050771i
0.00085693-0.00092273i,0.0015888-0.00059817i,0.0012313-0.0018181i,-0.00039408-0.0024637i,-0.00086507-0.0026387i,-0.00032367-0.0022982i,-0.00019342-0.00093859i,0.00019244+5.0812e-05i,0.0011806+0.00066443i,0.0010249+0.00076182i,0.00025193+0.00026823i,-0.00013841+1.0449e-05i,-0.00033663-0.0002548i,-0.0003202+9.037e-05i,-0.0005822+0.00042862i,-0.00038691+8.933e-05i,0.00029993-1.5994e-05i,0.00032221-0.00021016i,0.00014575+0.00026035i,0.00050209+0.00083275i,0.00050319+0.00047948i,0.00053194+0.00022821i,0.00071481+6.5384e-05i
-0.00074865+0.00081878i,0.00043352+0.0018666i,0.00043501+0.0025758i,0.00013742+0.001712i,-0.00045478+0.00058627i,-0.00078172+0.0013445i,-7.2017e-05+0.0014812i,-3.1547e-05-0.00028275i,-0.00021025-0.0010315i,0.00025984-0.00028209i,7.1582e-05-4.6971e-05i,-0.00037036-0.00059225i,-0.00091773-0.0006875i,-0.00061435-8.9995e-05i,-0.00016204+0.0002136i,0.00016942+0.00016641i,0.00030036+0.0002599i,8.8578e-05-1.9246e-06i,0.00040735-0.00022114i,0.00020448+0.00015849i,-6.0734e-05+0.00050683i,0.00045069+0.00039928i,0.00032526+0.00014733i
-0.00089382-0.0010693i,-0.0011022-0.0007147i,-0.00070783+0.0002995i,-0.00022746+0.00098135i,-0.00054921+0.00051497i,-0.00024823+0.0002123i,0.00011251+0.00071383i,0.00019612+0.00026222i,0.00034292+0.00037837i,-0.0002774+0.00066829i,-0.00074551+0.00050895i,-0.0003436+0.00041017i,0.0003211-0.00010181i,0.00029432+0.00027664i,-0.00029972+0.00083445i,0.00022155+0.00063586i,0.00041072+0.00023902i,-0.00052906-0.00052623i,-0.00078008-0.00048268i,-0.00069655+0.00020568i,-0.00096123+7.1571e-05i,-0.0012956-0.00035856i,-0.00043265-6.3522e-05i
0.00014908+0.0004167i,0.00075878+0.00014797i,0.00062476-0.00075606i,-0.0011401-0.00097352i,-0.0024378-0.00031893i,-0.00133+0.00086577i,-0.00011156+0.00076431i,0.0001897+0.00058213i,-0.0004638+0.00048851i,-0.00076572-0.0001739i,-0.00014473-0.00037948i,0.00072123+0.00012357i,0.0007807+0.00039973i,0.00022042-0.00010373i,0.00018426+5.9867e-05i,-2.4545e-05-0.00012366i,-0.00054542-0.00053801i,-7.6923e-06-0.00011152i,-5.2871e-05+0.00014804i,-0.00070129+0.00035395i,-0.00032439+0.00025677i,0.00066583-0.00046902i,0.0012802-0.00085132i
-0.0016037+0.0010083i,-0.0021753+0.00097181i,-0.0023905+0.00080844i,-0.0015078+0.001072i,-0.00027568+0.0012209i,0.0005922+0.00087536i,0.00060605-0.0002291i,-0.00028889-0.00090958i,-0.00076881-0.00080245i,-0.00060221-0.00029716i,-6.3305e-05+0.0001735i,6.6139e-05+0.00014323i,0.00040625+0.00012203i,0.00065842+0.00015487i,0.00063298-0.00037439i,0.00037968-0.00090416i,-0.00084415-0.00027008i,-0.0011049-0.00012488i,-0.00024375-0.00010662i,0.00046158-0.00013391i,0.00014973-0.00047158i,-0.00040017-0.00021455i,-0.00055832-7.9392e-05i
-0.00014492-0.00083738i,-8.3269e-05-0.00063163i,0.0002008+0.0007542i,-0.00049353+0.001208i,-0.00029386+0.0010587i,0.00033929+0.00024155i,0.00045268-0.00027778i,0.00049325-0.00030007i,0.00020625-0.00070417i,0.00070142-0.0010101i,0.0010877-0.0012699i,0.00077189-0.00056639i,0.00015569+4.4628e-05i,9.7362e-05+0.00026244i,0.0003868+0.00025593i,0.00020093+0.00065268i,-0.00043976+0.00078958i,-0.00067231-0.00039694i,-3.9415e-05-0.0016718i,0.00023159-0.0018135i,-0.00070753-0.00092995i,-0.0011828-0.00047409i,-0.00015885-0.00077382i
0.00063672+0.0013553i,0.00076453+0.0012543i,0.0011639+0.00060714i,0.00058819-0.00024419i,-0.0007077-0.00091451i,-0.0011313-0.00029524i,-0.0010611+0.00039809i,-0.00067205-0.00023846i,-9.1153e-05-6.1815e-05i,0.00033717+0.00049614i,0.00094752+0.00062871i,0.00032005+0.00077845i,-0.00077358+0.00089229i,-0.00094553+0.0016436i,-0.00084981+0.0012281i,-0.00072633+0.00027743i,0.00010166+2.8776e-05i,0.00035704+2.7472e-05i,0.00020165+0.00011366i,2.3312e-05+0.00015583i,-7.5042e-05-0.0006581i,-0.00011467-0.0010222i,-0.00025932-4.122e-05i
0.00083786-0.000855i,0.00095735-0.00074338i,6.1003e-05-0.00086695i,-0.00076954-0.00042858i,-0.0007285+8.2044e-05i,-0.00027275+0.0012407i,0.00037846+0.0011262i,0.00077893+0.00067585i,0.00059496+0.001055i,0.00020634+0.0013143i,0.00019818+0.0008782i,0.0001423+0.00071416i,0.00036671+0.00069811i,0.00053294+0.00062886i,0.00076168+0.00058394i,0.0011196+0.00057111i,0.001166+5.421e-05i,0.0011756-0.00075519i,0.00095421-0.00024316i,0.00025454+0.00058108i,-0.00025668+0.00078655i,-0.00060474+0.00012746i,3.8025e-05-0.00056558i
0.0012995+0.00083837i,0.0016163+0.0020051i,0.0021059+0.0019123i,0.00083808+0.00078476i,-0.00091971+0.00014669i,-0.0015251-5.9857e-05i,-0.00092936-0.00022035i,-0.00058406+9.3145e-05i,-0.00020658-6.9143e-05i,-8.6715e-05+0.00013346i,-0.0010248+2.6228e-05i,-0.0015087-0.0006348i,-0.0011382-0.00065018i,-0.0011961+0.00011168i,-0.00098822+3.0841e-06i,0.00029523-0.00056521i,5.56e-05-0.00029877i,-0.00064302+6.6353e-05i,-0.00060891+0.00070831i,-0.00069447+0.0015086i,-0.00074963+0.00092853i,-0.00057454+4.7776e-05i,-5.6562e-05+0.00022628i
-0.0015688-0.00079315i,-0.0017961+0.00044911i,-0.00096766+0.000137i,-0.001463-0.00089867i,-0.0015271-0.00048693i,-0.0004715+0.00050512i,0.00015752+0.0004664i,-2.6045e-05-0.00023353i,4.8037e-05-1.0011e-05i,0.00033221+0.00037263i,0.00045431+0.00078875i,0.00045448+0.001123i,0.00016503+0.00049317i,-0.00020851-3.7272e-05i,-0.00054659-0.00041667i,-0.00027771-0.0006832i,-0.00054199-0.00078402i,-0.0004821-0.00050335i,0.00053913-0.0002037i,0.0011416+0.00034244i,0.00069881+0.00045772i,-5.5579e-06+0.00011833i,-0.00043025-0.00018702i
-0.00097206-0.00048382i,-0.0013063+0.00051265i,-0.0020079+0.0016585i,-0.0016238+0.0010755i,-0.00063345+0.00021717i,-9.6376e-05+0.00089821i,0.00079272+0.0013893i,0.0012464+0.00096423i,0.00080557+0.00077411i,-1.3607e-05+0.00056735i,9.6545e-05+6.1558e-05i,0.0007841-0.00062477i,0.0014347-0.00041243i,0.0012426+0.00069001i,0.00020888+0.0004693i,-3.0314e-05+0.00011462i,-5.2674e-05+0.00078937i,-0.00032541+0.001322i,-0.00015454+0.00091537i,0.00017875-6.205e-05i,0.00016799-0.0007425i,0.00010749-7.6161e-05i,0.00014983+0.00050508i
-0.00019403-0.0008654i,-0.00035578-0.00011198i,-0.00075859+0.00071754i,-0.0010659+0.0014843i,-0.00077056+0.0014296i,-0.00023952+0.0011737i,-2.9963e-05+0.0010111i,-0.00035974-0.00011964i,-0.00037283-0.00080097i,-0.0011207-0.0010118i,-0.00080164-0.00044207i,0.00022839+0.00069752i,0.00034026+0.0010787i,0.00044047+0.0007367i,0.0012286+0.00076314i,0.0011014+0.0011306i,-0.00013303+0.00019094i,-0.00067163-0.00063994i,-0.0005651-0.00089033i,-0.00029903-0.00061772i,-0.00013305+5.6349e-05i,3.1853e-06-0.00011692i,0.00029858-0.00011161i
0.0015901-0.00019557i,0.0016461-0.0004765i,0.0010064-0.000197i,-0.00052534-0.0002145i,-0.0011161-0.00013995i,-0.0013553+0.00097389i,-0.00059925+0.00079123i,0.00045481+0.00010769i,-5.2356e-05-4.3481e-05i,-0.00068766+3.71e-05i,-0.0010452+0.00063692i,-0.00093666+0.000262i,-0.00042537-0.00046876i,-5.8966e-05-1.8529e-05i,-0.00021199+0.00091774i,-0.00059283+0.0011717i,-0.00074257-6.6389e-05i,-0.00027922-0.00054234i,-0.00036039-0.00015619i,-0.00064899+0.00014524i,-0.00059013+7.8884e-05i,-0.00051005-0.00046706i,0.00053221-0.0010412i
0.00080487+0.0004811i,0.00010733+7.359e-05i,0.0006511-0.00021867i,0.00098293-0.0001981i,-1.7803e-05-0.0003311i,-0.00075673-0.00058409i,-0.0001995-0.00077714i,2.0239e-05-0.00051218i,0.00015211+0.00050332i,0.00059544+0.00091261i,0.00061137+0.00050301i,-0.00021717+0.0002886i,-0.00098675-2.5572e-05i,-0.00096669+0.00037397i,-0.00080141+0.00080208i,-0.0007682+3.6114e-05i,-0.00080251-0.00082318i,-3.509e-05-0.00088423i,0.00019279-0.00057607i,-0.00052177-0.00073487i,-0.00040007-0.00048161i,3.382e-05-0.00015i,-0.00033405-6.7393e-05i
0.0014992-0.0018684i,0.0010641-0.0020563i,-7.4297e-05-0.0020452i,-0.00054712-0.0010638i,-0.00021393+0.001023i,-0.00033208+0.0024319i,-0.00057198+0.0018069i,-3.8481e-05+0.00052492i,0.00037937+0.00036554i,0.00073031+0.00037657i,0.0003745+0.00025011i,-0.00026255+0.0003693i,-0.00047013+0.00076376i,-0.00022891+0.00076807i,-1.5211e-05+0.0010954i,-2.1025e-05+0.00098633i,0.00050835+0.00072156i,0.00054846-3.7264e-05i,0.00053723-0.00056235i,0.00059215+0.00029562i,0.00025156+0.0005713i,-0.00087936+0.00010497i,-0.0014717+0.00015418i
-0.0004626+0.0026944i,-0.00014234+0.0032217i,-0.0002254+0.002673i,-0.0006146+0.0014702i,-0.0006489+0.00087581i,-0.00072614+0.00020517i,-0.0015857-0.00036819i,-0.0012263-0.00032625i,0.00026677+0.00069093i,0.00082273+0.0012862i,0.00049583+0.0006363i,2.0264e-05+3.0505e-05i,-0.00057491+0.00041348i,-0.00065047+0.00068889i,-0.00039254+0.00023676i,-0.00059662+6.8766e-05i,-0.00038184+0.00026756i,0.00051196-5.4863e-05i,0.0012873-0.00043127i,0.00049644+5.7e-05i,-0.00020089+0.00034804i,-4.005e-05+0.00027352i,0.00025546-0.00019156i
0.00088366+0.00017684i,0.00070978-0.0013857i,0.00024849-0.0032537i,3.5784e-05-0.002278i,-0.00047035+0.00035047i,-0.00078384+0.0010424i,-0.00016622+0.00062583i,-5.0499e-05+0.00068732i,0.00010818+0.00043398i,-6.5584e-06+0.00011958i,0.00016339+2.9381e-05i,0.00041288-6.6149e-05i,-0.0003094+0.0003124i,-0.0010314+0.00052868i,-0.00083693+0.00052825i,9.9518e-06+0.00044012i,0.00023069+0.00015819i,-4.9846e-05+0.00068478i,0.00032766+0.001135i,0.00034029+0.00087944i,-0.00042885-5.9677e-05i,-0.00037229-0.000598i,-0.0003448-0.00068571i
-2.7943e-05+0.0027876i,0.0013813+0.0028445i,0.0018717+0.003047i,0.0014641+0.0018008i,0.0001887+0.0002032i,-0.0012768-0.00090211i,-0.0016359-0.00096624i,-0.0012578-0.00029169i,-0.00027666+0.00018058i,-0.00015987+0.0003211i,7.7565e-05+0.00037129i,0.00046032+0.0005788i,0.00045433+0.00079519i,0.00036612+0.00057634i,-7.8391e-05-7.7923e-05i,-0.0004308-0.00086942i,2.5197e-05-0.0010397i,4.5231e-05-0.00029207i,-0.00083158+0.00083998i,-0.00088869+0.0010089i,-0.00052313+0.00042332i,-7.8791e-05+0.00024378i,-0.00010557+0.00027858i
-0.00038397+0.00050473i,0.00025028+0.00044299i,0.00050479-0.00026142i,-3.5477e-05-0.00019055i,-0.00040261-2.6953e-05i,-0.00035488-0.00056641i,-0.00040549-0.00048358i,-0.00074108+0.00014649i,-0.00093692+0.00061384i,-0.00082131+0.0011158i,-0.00055342+0.0010392i,-0.0001251+0.0007448i,-1.1225e-05+0.00018636i,0.00032164+2.5085e-05i,0.00073588+0.00046918i,0.0001545+0.0005859i,-0.0004684-6.9715e-05i,-0.00075248-0.00025085i,-0.0010451+0.00037321i,-0.0011784+0.00047776i,-0.0010613+0.00014023i,8.4258e-05-3.0773e-05i,0.00098975+5.2292e-05i
0.0011882+0.00023504i,0.0016523+0.00040829i,0.0017385+0.0003185i,0.0008272-0.00039564i,0.00038957+0.00033839i,-0.0001521+0.0010493i,-0.00026931+0.0012722i,-0.00034252+0.00074709i,-0.00066425+0.00024841i,-0.00054279+0.00042718i,6.6967e-05+0.00037726i,0.00049119+0.00052999i,0.00014601+0.001255i,-0.00049817+0.0010132i,-0.00084937+6.4862e-05i,-0.00070651-0.00030374i,-0.00065633+0.00030021i,-0.00095425+0.00081522i,-0.0013438+0.00011398i,-0.0010292-0.00060531i,-0.00015035+5.6513e-05i,0.00071809+0.00013337i,0.00052846-0.00054911i
-0.0024389+0.001206i,-0.0023871+0.0021094i,-0.002278+0.0022188i,-0.0015814+0.0012458i,-0.00022398+0.00042163i,0.00054135+0.00021348i,0.00047729-0.00011406i,-0.00024842+3.8381e-05i,-0.0005303+0.00055447i,-0.00057953+0.00077i,-6.4778e-06+0.00092707i,-0.00022112+0.00037455i,-0.00022095-4.0044e-05i,-0.00021695-0.00045811i,-0.0004942-0.0013604i,-0.00026996-0.0016699i,0.00014229-0.0012771i,0.00066142-0.00082952i,-4.4808e-05-0.00047692i,-0.0014187-0.00064558i,-0.00078645-0.00097908i,0.00083165-0.00060751i,0.00048232-7.8445e-05i
0.00071079-0.0011598i,0.0012475-0.0018713i,0.0012283-0.0020712i,0.00057633-0.0015677i,-0.00061972-0.00031086i,-0.00064625+0.00037887i,-0.000778+0.00084151i,-0.00084134+0.00085348i,0.00024674+0.00063404i,0.00068004-0.00035772i,0.00067703-0.0010353i,0.00061427-0.00028286i,0.00031149+0.00020458i,0.00034482+0.00035941i,0.00072776+6.2517e-05i,0.00083125-0.0002136i,0.00060297+3.374e-05i,0.0011993-3.0354e-05i,0.0014194-0.00067452i,0.00077778-0.0010453i,0.00076617-0.00035715i,0.00084488-0.00028021i,0.0011654-0.00015617i
