-0.0013885+0.00058001i,-0.00063159+0.00034993i,-0.0017094+0.0020936i,-0.0016928+0.0024686i,-0.0012802+0.0021169i,-0.0015018+0.0017954i,-0.00063046+0.0018268i,0.00076273+0.0025558i,0.00173+0.0018257i,0.0019692+0.00093896i,0.0011509-1.4482e-06i,0.00052988-0.0004171i,0.00014626+2.3748e-05i,-0.00078924+0.00010799i,-0.00040658-0.00033422i,0.00057601-0.00022882i,0.00086232-0.00044375i,0.0011422-0.00056146i,0.0010693-0.00043028i,0.00038733-8.5117e-05i,-2.3097e-05+0.00011695i,-0.00021152-1.835e-05i,-0.00057716+0.00049461i
-0.37517-0.11817i,-0.64274-0.12428i,-0.66798-0.070963i,-0.41363-0.0343i,-0.13662-0.040282i,0.014055-0.046377i,0.043708-0.052189i,0.0041881-0.046917i,-0.011881-0.01445i,0.0049659-0.0021904i,0.0023917-0.0025774i,-0.0031258+0.0035478i,-0.0019788-0.0073832i,-0.0085114-0.016083i,-0.01271-0.0059811i,-0.0044465+0.01175i,0.0077583+0.030266i,0.014614+0.040804i,0.016977+0.034543i,0.013835+0.01884i,0.0096128+0.0080407i,0.01274+0.0016158i,0.016526-0.0068148i
0.13782-0.25911i,0.16588-0.39336i,0.069346-0.38517i,-0.093633-0.26749i,-0.18832-0.1435i,-0.19017-0.071746i,-0.15263-0.064751i,-0.12368-0.057607i,-0.095954-0.018672i,-0.057638+0.0024725i,-0.033842-0.0020555i,-0.025899+0.0045251i,-0.0071098+0.025297i,0.020488+0.030552i,0.026356+0.014107i,0.000779+0.003398i,-0.030613+0.01015i,-0.04528+0.018536i,-0.038649+0.018074i,-0.022256+0.0089833i,-0.013299+0.0034622i,-0.010357+0.01054i,-0.0061735+0.017452i
0.15797+0.028406i,0.16575-0.045261i,0.088063-0.13048i,0.050034-0.12248i,0.094558-0.10116i,0.14294-0.12905i,0.14383-0.10551i,0.14515-0.03682i,0.13959-0.01483i,0.092083-0.025743i,0.040101-0.026261i,0.0039583-0.015549i,-0.024456+0.0094274i,-0.02345+0.037206i,0.0071194+0.035737i,0.027467+0.0080436i,0.023178-0.011357i,0.0085414-0.0085166i,0.00031353+0.0086644i,0.0023521+0.022058i,0.0048111+0.018058i,-0.0018192+0.0025603i,-0.010477-0.0087105i
0.11964+0.15314i,0.33816+0.16652i,0.49422+0.081696i,0.41712+0.047609i,0.24777+0.1493i,0.15035+0.23206i,0.092353+0.18338i,0.026565+0.092693i,-0.015747+0.053446i,-0.0087729+0.049081i,0.0097203+0.039532i,0.019714+0.024031i,0.024321-0.0027907i,0.0040912-0.025993i,-0.02675-0.016655i,-0.033646+0.0011844i,-0.023299-0.0075564i,-0.015713-0.030685i,-0.01829-0.0363i,-0.019636-0.020542i,-0.013159-0.0073683i,-0.0063483-0.0026048i,-0.00025247+0.0048203i
-0.32955+0.09283i,-0.49934+0.22339i,-0.4655+0.27975i,-0.28435+0.15471i,-0.18638-0.031658i,-0.16867-0.10132i,-0.11412-0.09074i,-0.075768-0.093748i,-0.083318-0.088639i,-0.077738-0.046495i,-0.043701-0.0090772i,-0.017863-0.0078532i,-0.018008-0.017895i,-0.020866-0.014258i,-0.0074867-0.0087968i,0.012205-0.011169i,0.024672-0.0092524i,0.028256-0.0026919i,0.024334-0.0022819i,0.016185-0.0029606i,0.011797+0.0017168i,0.0098471+0.00087528i,0.0020756-0.0054938i
0.042404-0.31232i,0.0081851-0.42899i,-0.090296-0.31549i,-0.17053-0.089812i,-0.10143+0.039097i,0.049057+0.052937i,0.10717+0.03533i,0.068223+0.042436i,0.028104+0.05859i,0.014224+0.031873i,-0.0017564-0.012609i,-0.017064-0.028746i,-0.014129-0.029589i,-0.0032009-0.029135i,0.0089561-0.015178i,0.023952+0.0033472i,0.031604+0.008519i,0.024048+0.0080764i,0.0049672+0.0054913i,-0.01232+0.0018886i,-0.011341+0.005072i,0.0069804+0.0080724i,0.02104+0.0033057i
0.15893+0.10093i,0.12309+0.18435i,-0.0186+0.22245i,-0.1158+0.1756i,-0.17011+0.090939i,-0.23422+0.055426i,-0.19424+0.065288i,-0.056384+0.035971i,0.022723-0.013829i,0.023661-0.015602i,0.01584-0.0043578i,0.006087-0.00028808i,0.0022399+0.018896i,0.015557+0.027436i,0.0076395+0.012698i,-0.022371+0.010365i,-0.028987+0.029493i,-0.0075238+0.041153i,0.019104+0.029197i,0.02795+0.0067573i,0.016985-0.0030539i,0.0060078+0.0024001i,0.0028524+0.0072346i
0.16107+0.088242i,0.36549+0.01679i,0.52464-0.11483i,0.52779-0.18293i,0.40969-0.20284i,0.21986-0.194i,0.043542-0.085937i,0.0050714+0.046895i,0.047879+0.059043i,0.040004+0.0058432i,0.015729-0.0033166i,0.027718+0.0036843i,0.032697-0.0027098i,0.012827+0.00019048i,-0.0032729+0.0057313i,-0.016522+0.0012788i,-0.035293-0.0058227i,-0.048256-0.0099019i,-0.041395-0.0033056i,-0.019785+0.005817i,-0.0070637+0.0035726i,-0.0079214-0.0029697i,-0.0068219-0.006308i
-0.28204+0.24273i,-0.38729+0.42253i,-0.29969+0.36622i,-0.12056+0.14152i,-0.035954+0.1082i,-0.0010877+0.23299i,-0.00080945+0.23731i,-0.079423+0.13266i,-0.13105+0.071449i,-0.080736+0.061533i,-0.0040904+0.056154i,0.034226+0.044177i,0.035357+0.024773i,0.018604+0.014074i,0.0077502+0.022182i,0.0192+0.028929i,0.036704+0.021847i,0.041498+0.013912i,0.034971+0.0087878i,0.021867+0.004888i,0.0080632+0.0065396i,-0.0027706+0.0098563i,-0.008973+0.010089i
-0.13463-0.40451i,-0.24496-0.64148i,-0.33077-0.61424i,-0.36017-0.36151i,-0.29294-0.20639i,-0.15318-0.24593i,-0.034491-0.30974i,0.018522-0.26374i,0.012441-0.14522i,-0.021673-0.049798i,-0.056928-0.0075907i,-0.075219+0.0035742i,-0.06273+0.0015415i,-0.031591-0.015037i,-0.0091638-0.04866i,-0.0040705-0.078368i,-0.0091594-0.080803i,-0.015724-0.055891i,-0.01982-0.017253i,-0.015589+0.0088792i,-0.0053511+0.0059542i,0.00045299-0.0076203i,0.00035779-0.0099345i
0.10855+0.028866i,0.010494+0.14933i,-0.18395+0.33949i,-0.19095+0.43567i,0.043028+0.32259i,0.23088+0.10897i,0.20586-0.043064i,0.081281-0.077181i,0.022635-0.044093i,0.025154-0.0355i,0.01601-0.046974i,-0.00058051-0.036983i,-0.0064586-0.021062i,-0.0055119-0.0064509i,0.0084829+0.01674i,0.02771+0.035199i,0.036931+0.03658i,0.034474+0.016507i,0.020292-0.0097431i,0.0036396-0.015451i,0.00056339-0.0029883i,0.0079958+0.0064426i,0.014294+0.0066431i
0.23093-0.051217i,0.40059-0.24571i,0.43414-0.38144i,0.26021-0.25903i,-0.0051481-0.032113i,-0.21016+0.085622i,-0.22818+0.12335i,-0.088993+0.09495i,0.0062922+0.012744i,0.003996-0.021507i,-0.010675-0.0040272i,-0.0099217+0.014502i,-0.0033954+0.022454i,-0.0074334+0.020343i,-0.033611+0.026328i,-0.059024+0.052274i,-0.059446+0.07039i,-0.047029+0.06019i,-0.036537+0.037953i,-0.026536+0.022307i,-0.020558+0.014728i,-0.020011+0.007213i,-0.017574+8.3657e-05i
-0.07967+0.4345i,0.047568+0.77894i,0.30342+0.75744i,0.43076+0.28313i,0.32485-0.10204i,0.19156-0.077553i,0.14217+0.11141i,0.10266+0.20839i,0.060873+0.17273i,0.038798+0.078785i,0.043167+0.0073094i,0.055439-0.036182i,0.041061-0.049103i,0.022936-0.026903i,0.034221-0.010367i,0.057948-0.020996i,0.066602-0.034752i,0.060319-0.031403i,0.04139-0.020585i,0.016044-0.0094392i,0.0042512+0.0036817i,0.0035115+0.011771i,-0.0027348+0.012745i
-0.24014-0.31078i,-0.40819-0.53514i,-0.49453-0.57449i,-0.47847-0.33855i,-0.39676-0.010354i,-0.23522+0.1571i,-0.088602+0.054827i,-0.078883-0.10199i,-0.10535-0.091209i,-0.058467-0.0026163i,-0.0093352+0.038541i,0.0074464+0.046458i,0.020777+0.033035i,0.015196+0.0041175i,-0.0084768-0.012159i,-0.023482-0.018867i,-0.026694-0.022131i,-0.021706-0.011341i,-0.0067443+0.0068541i,0.0079873+0.012719i,0.010819+0.0061042i,0.009964-0.0031684i,0.0094817-0.011716i
0.086085-0.0066066i,0.11305+0.11186i,0.11655+0.25758i,0.104+0.20734i,0.078538-0.03924i,0.035214-0.22532i,-0.00072004-0.20599i,0.015281-0.10033i,0.03731-0.030859i,0.012774+0.002199i,-0.01964+0.0085206i,-0.048156-0.0056071i,-0.071071-0.0031584i,-0.061651+0.007516i,-0.04215-0.0027317i,-0.039849-0.013488i,-0.041416-0.0056481i,-0.034161+0.0025402i,-0.017631-0.00529i,-0.0080271-0.018643i,-0.0083582-0.017749i,0.00054684-0.0055832i,0.014583+0.0018145i
0.12066-0.14307i,0.001328-0.31321i,-0.26588-0.25413i,-0.29956+0.095381i,-0.037528+0.32489i,0.088501+0.22335i,0.0018009+0.077263i,-0.066181+0.054386i,-0.063909+0.064993i,-0.033023+0.050404i,-0.0097083+0.027054i,0.0047758+0.021718i,0.020177+0.01808i,0.027101+0.0081695i,0.034684+0.01479i,0.047377+0.04102i,0.052499+0.066033i,0.041028+0.069707i,0.02223+0.050337i,0.020459+0.020964i,0.024956-0.0062411i,0.011398-0.022861i,-0.0078885-0.024615i
-0.0014666+0.33151i,0.12748+0.44785i,0.28822+0.24009i,0.29121-0.13991i,0.1378-0.30536i,0.047779-0.18831i,0.072267-0.0053616i,0.11758+0.061128i,0.10302+0.011864i,0.035972-0.0302i,-0.00064732-0.019973i,-0.00067675-0.0018435i,0.0034395+0.0078662i,0.0018349+0.016338i,-0.0077163+0.024188i,-0.015903+0.018636i,-0.015907-0.0031687i,-0.0082482-0.020326i,-0.0025735-0.011203i,-0.0012122+0.016999i,6.8355e-05+0.034838i,-0.00010962+0.03873i,0.0023254+0.038091i
-0.23607-0.099574i,-0.39156-0.072742i,-0.46964+0.051369i,-0.41593+0.18453i,-0.27394+0.2515i,-0.1525+0.19327i,-0.14224+0.042909i,-0.19444-0.015257i,-0.16731+0.02839i,-0.075825+0.033919i,-0.022746+0.0067431i,0.0011132-0.013842i,0.016534-0.044499i,0.014054-0.068589i,0.0010683-0.077036i,-0.016378-0.081696i,-0.026924-0.07694i,-0.028405-0.055508i,-0.02352-0.023887i,-0.012896-0.0045613i,-0.0080762-0.0048857i,-0.010871-0.0097102i,-0.014754-0.011453i
-0.077852-0.090488i,-0.14073-0.17611i,-0.13082-0.27663i,-0.083715-0.33652i,-0.067724-0.30841i,-0.026226-0.19365i,0.042918-0.085661i,0.06813-0.091975i,0.026725-0.1264i,-0.014288-0.080782i,-0.0097294-0.021765i,-0.0057515-0.0036191i,-0.017421+0.013559i,-0.015026+0.041404i,-0.0019833+0.061262i,0.0046748+0.069581i,-0.0030854+0.073319i,-0.011152+0.067385i,-0.007795+0.046366i,-0.0028493+0.031168i,0.0070696+0.028025i,0.021915+0.016027i,0.027673-0.00063461i
0.36552-0.20486i,0.66877-0.35275i,0.82646-0.27775i,0.72118-0.019075i,0.48196+0.15862i,0.2488+0.17452i,0.10418+0.10761i,0.049769+0.068238i,0.035133+0.074834i,0.02206+0.062927i,-0.0035943+0.041513i,-0.017302+0.039272i,-0.012277+0.034863i,-0.014941+0.012843i,-0.024238-0.0082379i,-0.012102-0.011657i,0.02462-0.011445i,0.045066-0.018892i,0.020913-0.021345i,-0.015331-0.011106i,-0.026406-0.00058805i,-0.022108+0.0027368i,-0.019738+0.0046023i
-0.013196+0.38049i,-0.016964+0.5739i,-0.030995+0.44039i,-0.064448+0.033988i,-0.1123-0.23535i,-0.083568-0.22501i,0.022621-0.10947i,0.066758-0.065628i,0.0040272-0.086475i,-0.059038-0.079331i,-0.058923-0.054499i,-0.033616-0.046356i,-0.020577-0.038995i,-0.01444-0.018493i,0.0053853-0.0056959i,0.02643-0.019154i,0.025228-0.037821i,0.014218-0.036701i,0.013304-0.014774i,0.024409+0.0086353i,0.032728+0.015506i,0.02549+0.012291i,0.011877+0.0083647i
-0.065599-0.066756i,-0.041017-0.10212i,-0.024672-0.072697i,-0.062982+0.058389i,-0.041113+0.20577i,0.041874+0.20425i,0.011139+0.082168i,-0.08316+0.060202i,-0.07224+0.11679i,-0.0081836+0.1028i,0.022502+0.062244i,0.041916+0.036181i,0.03498+0.0012875i,0.0028939-0.011151i,-0.019423+0.011458i,-0.027179+0.039375i,-0.027074+0.04652i,-0.02978+0.037384i,-0.035875+0.030974i,-0.037725+0.027557i,-0.028861+0.026411i,-0.0098247+0.018705i,-0.0027601-0.00014296i
-0.34017+0.1381i,-0.6823+0.44928i,-0.8168+0.76431i,-0.59054+0.71592i,-0.34629+0.32359i,-0.26857+0.059341i,-0.15964+0.019083i,-0.046669-0.046886i,-0.045273-0.10963i,-0.067887-0.083661i,-0.073961-0.051138i,-0.092815-0.034624i,-0.092086-0.0072648i,-0.059897+0.0098527i,-0.03204+0.0008515i,-0.022649-0.015208i,-0.01248-0.011551i,0.010782-9.4412e-05i,0.025223-0.0073974i,0.019009-0.016714i,0.011658-0.011623i,0.0071574-0.0096935i,0.0026858-0.012784i
0.11591-0.38764i,0.055704-0.70175i,-0.061952-0.69619i,0.002246-0.28232i,0.22572+0.095286i,0.25597+0.15326i,0.095972+0.12895i,0.043509+0.1485i,0.10423+0.13179i,0.13818+0.08602i,0.13351+0.050671i,0.1142+0.021174i,0.08622-0.0032495i,0.057707-0.014143i,0.044725-0.0039227i,0.056432+0.019245i,0.071783+0.031856i,0.061277+0.025975i,0.028703+0.011614i,0.0066916-0.0077097i,-0.00019989-0.026747i,-0.0058962-0.027289i,-0.0021019-0.013572i
0.077267+0.20326i,0.19701+0.23221i,0.27069+0.065355i,0.21559-0.19232i,0.075705-0.2685i,-0.020393-0.12999i,-0.04147+0.012884i,-0.060162+0.044403i,-0.09828+0.0071372i,-0.10778-0.015888i,-0.083959+0.0034691i,-0.050467+0.036539i,-0.014807+0.045843i,-0.0017436+0.030045i,-0.022275+0.0097269i,-0.049729-0.0083434i,-0.06043-0.027553i,-0.057223-0.043609i,-0.045376-0.035285i,-0.020503-0.0020163i,0.0056343+0.027329i,0.017766+0.036555i,0.017284+0.029395i
-0.030461+0.00015974i,-0.040507-0.05042i,-0.15788-0.085174i,-0.28661-0.0038565i,-0.22102+0.10701i,-0.069511+0.049176i,-0.068585-0.080639i,-0.12046-0.062153i,-0.089174+0.024246i,-0.061784+0.030304i,-0.071875-0.0089366i,-0.075347-0.054234i,-0.076869-0.074961i,-0.06217-0.052851i,-0.0249-0.030958i,0.015956-0.020296i,0.055645-0.0030652i,0.079014+0.010945i,0.069856+0.0041321i,0.042245-0.0043887i,0.023095+0.0020324i,0.010097+0.0016635i,-0.010509-0.00080538i
-0.16015+0.0029424i,-0.22453+0.044075i,-0.14934+0.064064i,0.0178+0.078603i,0.16177+0.077966i,0.2415+0.05348i,0.17816-0.0015247i,0.0094661-0.036593i,-0.092568-0.01751i,-0.085261+0.0069613i,-0.035489+0.022206i,0.016273+0.038495i,0.042681+0.043984i,0.03542+0.03733i,0.016485+0.033029i,0.010427+0.041403i,0.024989+0.054036i,0.039881+0.050639i,0.030163+0.03324i,0.010258+0.023539i,0.01026+0.018706i,0.02131-0.0022623i,0.017097-0.027814i
0.17152-0.061656i,0.30601-0.070101i,0.46672+0.02483i,0.51968+0.11416i,0.3542+0.14267i,0.14404+0.14289i,0.09736+0.062331i,0.091062-0.10511i,-0.0028572-0.19329i,-0.084216-0.14576i,-0.092194-0.066356i,-0.063731-0.017777i,-0.041863+0.00073224i,-0.036644+0.013503i,-0.033659+0.021503i,-0.028638+0.018448i,-0.022236+0.01321i,-0.014908+0.0058344i,-0.0044829-0.0016811i,0.0082381+0.0029424i,0.013995+0.021699i,0.013134+0.039483i,0.018275+0.035621i
0.053695+0.0056729i,0.018543-0.017848i,-0.049276-0.069883i,-0.097785-0.1152i,-0.072699-0.073967i,-0.036842+0.066325i,-0.026495+0.17234i,-0.038291+0.2084i,-0.052085+0.21124i,-0.027301+0.17155i,0.0026161+0.11824i,0.021068+0.080724i,0.034858+0.038607i,0.02247-0.010469i,-0.0014058-0.048265i,-0.024887-0.068015i,-0.053025-0.06398i,-0.067378-0.04347i,-0.06435-0.034323i,-0.05835-0.038501i,-0.046106-0.033839i,-0.02454-0.027131i,-0.010388-0.025044i
0.071082+0.30125i,0.14607+0.45999i,0.10868+0.42088i,-0.095293+0.20242i,-0.28649+0.046067i,-0.24205-0.071869i,-0.12826-0.24361i,-0.11442-0.32185i,-0.081335-0.24973i,-0.010112-0.16304i,0.019743-0.12202i,0.0082582-0.10552i,-0.017163-0.073125i,-0.010603-0.0087757i,0.037141+0.039181i,0.093514+0.05325i,0.14618+0.05768i,0.17928+0.057908i,0.18131+0.047535i,0.16672+0.033938i,0.14755+0.02638i,0.11296+0.011326i,0.064165-0.0045527i
-0.35658-0.32127i,-0.63349-0.29269i,-0.65178+0.079032i,-0.25316+0.5626i,0.171+0.68693i,0.19995+0.50649i,-0.0026827+0.33987i,-0.090383+0.23997i,-0.055504+0.11756i,-0.044536+0.013331i,-0.065726+0.0070911i,-0.067849+0.025393i,-0.070183+0.0034514i,-0.085144-0.028502i,-0.10703-0.06026i,-0.14326-0.064646i,-0.15258-0.018467i,-0.09866+0.025616i,-0.023944+0.021313i,-0.0069341+0.00014884i,-0.046561+0.020193i,-0.060165+0.066435i,-0.029122+0.082176i
-0.12204+0.071753i,-0.053997+0.11528i,0.067501+0.059243i,0.22087-0.097682i,0.3021-0.19729i,0.27884-0.17849i,0.28724-0.16587i,0.28085-0.26804i,0.15006-0.33982i,0.028153-0.26733i,-0.0077777-0.16389i,-0.027416-0.10201i,-0.055016-0.06122i,-0.060297-0.01639i,-0.027526+0.022406i,0.016888+0.039978i,0.041696+0.047478i,0.044659+0.060325i,0.05246+0.069056i,0.066567+0.032202i,0.053341-0.027107i,0.01442-0.053686i,-0.024985-0.049107i
0.69002+7.3223i,3.2915+5.3756i,6.7351+4.0372i,7.7729+1.2921i,6.3498-1.7489i,3.2083-3.2977i,0.43127-2.1471i,-0.35385-0.2345i,0.34488+0.62576i,1.0667+0.19593i,0.69212-0.6412i,-0.31127-1.0266i,-1.1446-0.953i,-1.5796-0.52499i,-1.4258+0.041117i,-0.87763+0.37109i,-0.3688+0.29759i,-0.087908+0.014584i,0.030001-0.19197i,0.08634-0.26589i,0.13282-0.30859i,0.12416-0.29615i,0.10229-0.1763i
-0.092447+0.42172i,0.064465+0.87168i,0.18054+1.092i,0.11219+0.91811i,-0.055785+0.59688i,-0.16388+0.30102i,-0.2729+0.039778i,-0.37828-0.044205i,-0.3221+0.024126i,-0.19009+0.060147i,-0.12461+0.038069i,-0.10785+0.0099296i,-0.10189+0.0060072i,-0.080147+0.0075466i,-0.072065-0.023785i,-0.092624-0.05371i,-0.088445-0.064674i,-0.054361-0.076252i,-0.030158-0.076112i,-0.021305-0.058615i,-0.017496-0.03511i,-0.024123-0.011049i,-0.031165+0.012979i
-0.3432-0.13845i,-0.48199-0.29164i,-0.33532-0.33399i,0.052823-0.2391i,0.3112-0.19378i,0.24651-0.17722i,0.070856-0.025754i,0.051922+0.15224i,0.13401+0.19187i,0.16443+0.14906i,0.14403+0.091592i,0.09736+0.039152i,0.050807+0.025986i,0.034455+0.038146i,0.034173+0.052411i,0.043318+0.068412i,0.063852+0.07415i,0.07806+0.056236i,0.069822+0.0040301i,0.039604-0.057275i,0.011083-0.087287i,-0.0073757-0.086023i,-0.023501-0.063208i
0.21815+0.15708i,0.54587+0.2982i,0.81706+0.201i,0.73456-0.17676i,0.32722-0.34127i,0.046821-0.076068i,0.11042+0.14277i,0.17446+0.060101i,0.079827-0.027062i,0.040265-0.0014144i,0.076631-0.00053023i,0.071992-0.006662i,0.052684+0.024834i,0.050668+0.044681i,0.031573+0.051671i,0.0071809+0.061135i,-0.0055646+0.062836i,-0.0073144+0.059592i,0.0047382+0.047848i,0.011096+0.02669i,0.010741+0.013756i,0.020512+0.026523i,0.037612+0.041788i
0.12394-0.36154i,-0.021226-0.70559i,-0.35388-0.76448i,-0.60987-0.40077i,-0.50349-0.038178i,-0.25213+0.017337i,-0.13823+0.0059735i,-0.03899+0.12213i,0.10826+0.18094i,0.15344+0.087716i,0.092477+0.00069938i,0.046806-0.024643i,0.035369-0.051997i,0.017456-0.090546i,-0.0081266-0.12633i,-0.045867-0.15589i,-0.087671-0.16915i,-0.10251-0.15129i,-0.087389-0.099401i,-0.061384-0.050126i,-0.044749-0.030217i,-0.033904-0.019775i,-0.016385-0.0012952i
0.056995+0.35287i,0.21094+0.67113i,0.36501+0.72817i,0.34536+0.47438i,0.17966+0.18931i,0.031504-0.0022176i,-0.075419-0.071142i,-0.11559-0.068935i,-0.08878-0.096682i,-0.065455-0.092095i,-0.036449-0.041674i,-0.011164-0.017633i,-0.0096645-0.014986i,-0.0021426-0.011984i,0.015461+0.00090709i,0.031227+0.021352i,0.024709+0.025018i,0.002855+0.010063i,-0.0017169-0.0081539i,-0.0046653-0.023909i,-0.028072-0.031365i,-0.049313-0.022837i,-0.045007-0.0065219i
-0.057629-0.27784i,-0.1251-0.54671i,-0.060085-0.66522i,0.074197-0.57813i,0.050735-0.44343i,-0.076776-0.30207i,-0.062469-0.16996i,0.032346-0.1472i,0.029331-0.17767i,-0.018018-0.16294i,-0.04071-0.12921i,-0.055402-0.082999i,-0.049734-0.029779i,-0.031238-0.0017841i,-0.023174+0.0059385i,-0.022956+0.0093569i,-0.024205+0.01727i,-0.029337+0.02409i,-0.030583+0.021185i,-0.029718+0.018958i,-0.033273+0.030972i,-0.023124+0.046675i,-0.0017057+0.039269i
-0.082487+0.13635i,-0.1137+0.27469i,-0.15478+0.2807i,-0.19524+0.085824i,-0.21121-0.063315i,-0.15054-0.030219i,-0.043608-0.047421i,-0.038013-0.14706i,-0.11204-0.14262i,-0.1306-0.058198i,-0.097238+0.0048341i,-0.053642+0.042029i,-0.019308+0.044289i,-0.017468+0.014543i,-0.029192-0.021055i,-0.030427-0.049214i,-0.017273-0.05392i,0.0074728-0.041972i,0.020257-0.036831i,0.015932-0.037146i,0.014593-0.03681i,0.012361-0.036691i,-0.0020918-0.029509i
0.17569-0.21347i,0.20973-0.45025i,0.0088433-0.50278i,-0.21925-0.17192i,-0.13372+0.16621i,0.071898+0.17624i,0.067622+0.12147i,0.014171+0.19385i,0.04033+0.22433i,0.039282+0.17003i,0.032693+0.12526i,0.063062+0.086771i,0.078708+0.049046i,0.059454+0.039331i,0.029076+0.056071i,0.0059972+0.077077i,-0.010333+0.076039i,-0.023454+0.057632i,-0.021944+0.042833i,0.0012812+0.030196i,0.03187+0.008536i,0.042924-0.022008i,0.034385-0.038781i
-0.10104+0.33627i,-0.033471+0.74823i,0.26028+0.9678i,0.57568+0.70076i,0.54508+0.20798i,0.27003-0.047636i,0.092619-0.039115i,0.034684-0.0084255i,-0.0071433-0.020179i,-0.01735-0.0031355i,-0.0010946+0.012936i,-0.0082154-9.7945e-05i,-0.017394-0.015049i,-0.008803-0.024758i,-0.0038961-0.026702i,-0.0062933-0.022339i,-0.017121-0.018015i,-0.032308-0.0066435i,-0.036686+0.014728i,-0.030728+0.02907i,-0.030709+0.030963i,-0.037644+0.037718i,-0.031229+0.043857i
-0.016269-0.15653i,-0.091565-0.35218i,-0.22496-0.58723i,-0.38548-0.67405i,-0.44467-0.4991i,-0.3444-0.23827i,-0.15103-0.10427i,-0.011343-0.073151i,0.054745-0.038783i,0.10115-0.040014i,0.090607-0.089038i,0.031585-0.099699i,-0.0082614-0.061178i,0.00047598-0.027312i,0.042149-0.026857i,0.073559-0.050806i,0.084947-0.060238i,0.085485-0.050036i,0.068752-0.037019i,0.039638-0.021717i,0.016132-0.010496i,0.0057286-0.0084778i,-0.0018635-0.0094529i
-0.12574-0.10899i,-0.28608-0.16763i,-0.4218-0.087457i,-0.41658+0.12134i,-0.26485+0.27111i,-0.11437+0.26457i,-0.071896+0.17869i,-0.042748+0.092238i,0.0034838-0.0004296i,-0.0132-0.052424i,-0.042052-0.013563i,-0.017723+0.047102i,0.018322+0.062836i,0.0236+0.036472i,-0.0027911+0.006973i,-0.030632+0.006557i,-0.038094+0.0082028i,-0.038327-0.0059544i,-0.03083-0.011608i,-0.0075592-0.0082958i,0.015071-0.0086165i,0.022081-0.014449i,0.014997-0.018921i
0.37832+0.062104i,0.74212+0.065779i,0.90436+0.082391i,0.75899+0.14437i,0.51434+0.1534i,0.29569+0.08536i,0.14377+0.07081i,0.076981+0.089451i,0.029392+0.06457i,-0.014313+0.041293i,-0.016262+0.035104i,-0.0010044+0.023057i,0.0046162+0.011074i,-0.0083323+0.0059466i,-0.036984+0.014051i,-0.058794+0.026409i,-0.065821+0.031476i,-0.056391+0.028701i,-0.03963+0.016188i,-0.034287+0.0063815i,-0.031352+0.010206i,-0.020549+0.017307i,-0.0066728+0.017907i
-0.25587+0.076954i,-0.44536+0.16381i,-0.42697+0.11603i,-0.1984-0.10147i,-0.045303-0.26383i,-0.022306-0.25711i,-0.01755-0.19738i,-0.026093-0.13685i,-0.036062-0.04692i,-0.0081481+0.018597i,0.011742+0.009724i,-0.0079944-0.025027i,-0.02382-0.038137i,-0.0016115-0.028718i,0.046136-0.014006i,0.09366-0.0026058i,0.12193+0.011216i,0.12465+0.019672i,0.098752+0.012497i,0.058109+0.00040125i,0.029075-0.010657i,0.015468-0.019486i,0.0061245-0.022577i
0.0231+0.021693i,0.064743+0.037374i,0.033222-0.020151i,-0.15154-0.073259i,-0.28962-0.0079863i,-0.20148+0.085002i,-0.073751+0.055947i,-0.044071-0.0086498i,-0.025435-0.0095885i,0.007817+0.017795i,0.032131+0.037432i,0.036092+0.041294i,0.015329+0.040588i,0.0044564+0.038555i,0.012821+0.023752i,0.018296-0.0084691i,0.010822-0.04716i,-0.0050845-0.065027i,-0.01102-0.050331i,-0.0064489-0.027665i,-0.0057763-0.011141i,-0.0042456+0.0025493i,0.0016176+0.0087481i
-0.1368-0.19307i,-0.30758-0.19841i,-0.33271+0.11914i,-0.038771+0.48857i,0.26843+0.46123i,0.24564+0.2193i,0.10369+0.13459i,0.084669+0.11862i,0.085625+0.036569i,0.0348-0.034683i,-0.011117-0.045792i,-0.019937-0.026933i,-0.0095678-0.015803i,-0.017738-0.023564i,-0.053993-0.039657i,-0.10525-0.044944i,-0.1441-0.031661i,-0.13777-0.0089118i,-0.092849+0.0060445i,-0.048301+0.0041557i,-0.029541-0.0018106i,-0.028837+0.00063751i,-0.026186+0.01067i
0.30061+0.15016i,0.62589+0.13227i,0.76963-0.12437i,0.55773-0.44602i,0.23366-0.4902i,0.06736-0.31987i,0.019821-0.17386i,-0.027589-0.06763i,-0.057061+0.0088777i,-0.046664+0.023355i,-0.02457+0.0028727i,-0.00075836-0.026475i,0.014338-0.049111i,0.013188-0.039908i,0.014651-0.0041472i,0.030244+0.036594i,0.047908+0.068443i,0.049119+0.069173i,0.032744+0.045139i,0.020279+0.025354i,0.022547+0.0079621i,0.026578-0.0080323i,0.025726-0.015389i
-0.14957-0.027755i,-0.33651-0.061059i,-0.54531-0.072713i,-0.61462+0.037896i,-0.44525+0.18666i,-0.17738+0.17818i,-0.044279+0.039114i,-0.030432-0.05204i,-0.0087649-0.056388i,0.012331-0.038952i,-0.0027589-0.01211i,-0.020605+0.032731i,-0.00075793+0.058963i,0.041231+0.040417i,0.06563+0.0072086i,0.069588-0.017756i,0.067265-0.039568i,0.048698-0.047476i,0.020291-0.032688i,0.0099612-0.011038i,0.017189-0.00083261i,0.022874-0.0061069i,0.014643-0.019099i
