-0.0027376+0.00060649i,-0.0013038+0.00044392i,-0.0020133+0.0010116i,-0.0015972+0.0011801i,-0.00090007+0.0016636i,-0.00026293+0.0013357i,-0.00064806+0.00093379i,-0.00090103+0.0013084i,0.00037234+0.0013622i,0.00087223+0.00058442i,0.00089997-0.00076693i,0.0015434-0.00091071i,0.0012771-0.00043904i,0.00015484-0.00019908i,-0.00094729+1.601e-05i,-0.0017034-0.00018469i,-0.0014081-0.00037283i,-0.00029506-0.0006372i,0.00045889-0.00043895i,8.7045e-05-4.0624e-05i,-0.00036535-0.00033888i,-0.00029608-0.0010168i,-0.00028167-0.00057646i
0.0032376+0.00087792i,0.0023881-0.00020858i,0.0019102-0.00091384i,0.0018375-0.0015722i,0.0019008-0.001691i,0.00055276-0.00098759i,-0.00060087-5.4484e-05i,-0.0010848+2.8203e-05i,-0.00061421-0.00033987i,0.00077937-0.00049966i,0.0010795+9.1178e-05i,0.00093129+0.0016139i,0.00045027+0.0018572i,7.1535e-05+0.0011058i,-0.00031696+0.00069472i,-0.00065202+0.00062772i,-0.00023221+0.00058857i,0.00013334+0.00046339i,0.00038052+0.00058906i,0.00074126+0.0005457i,0.00078157+0.00018833i,0.001029-0.00018349i,0.00095898+4.3833e-06i
0.00074225-0.00082787i,0.00032674-0.00059853i,-0.00075887+0.00028498i,-0.00084147+0.00018521i,-0.00033798-0.00067511i,-0.00012961-0.0010621i,0.00030113-0.00039006i,0.0003491+0.00011031i,-0.00020591+0.00014478i,-0.00050707+0.00086168i,-0.0005592+0.00066521i,-0.0011753-8.1031e-05i,-0.00090418+0.00028742i,-0.00016668+0.00060642i,-0.00027483+0.00082627i,-0.00021152+0.0005956i,-6.5706e-06-0.00033524i,-0.00090969-0.00063154i,-0.0010306-0.00019741i,0.00017079+0.00055605i,0.00028229+0.00082815i,-0.00020892+0.0008818i,-0.00018854+0.00098988i
0.0015029-0.0018303i,0.00038973-0.0017293i,-0.00034903-0.0011547i,-0.00068365-0.00061691i,-0.00077044-0.00063308i,8.9279e-05-4.0872e-05i,0.00065359-0.00011491i,-5.2527e-05-0.00060293i,-0.00083844-0.0010013i,-0.0012087-0.00053741i,-0.0014545+0.00010792i,-0.0015084-0.00023111i,-0.0012861+4.2653e-05i,-0.0014159+8.4242e-05i,-0.0014774-0.0011207i,-0.00075129-0.00059567i,-0.0001583+0.00036107i,-0.00010743+0.00059033i,-0.00010849+0.00059475i,4.9748e-05-0.00034938i,0.0001317-0.00056991i,0.00044125+0.00085309i,-0.00023549+0.0017453i
-0.0010605+0.00024114i,-0.00075264+0.00071815i,-0.00012177-1.1789e-05i,0.00099957-0.0012019i,0.0013202-0.00096735i,0.00069421-0.00044285i,0.00033059-0.00020564i,0.00013561-2.969e-05i,0.00070769-0.00015433i,0.0012465-0.0011146i,0.0012278-0.0011625i,0.0014422-0.00094371i,0.0011647-0.0012265i,0.00026843-0.0013177i,0.00018852-0.00040458i,0.00066658+0.00057639i,0.00027676+0.00067431i,-0.00078006+0.00079235i,-0.0012889+0.0010253i,-0.00055881+0.00034837i,-0.00012877+0.00024913i,-0.00028931+0.00040633i,-0.00043867-1.1132e-05i
-0.0016651+0.001262i,-0.0025672+0.00057456i,-0.0028957+7.2822e-05i,-0.0014884+0.0002118i,0.00026259-0.00032366i,0.00080665-0.00099473i,0.00063338-0.0010023i,-5.355e-06-0.00060658i,-0.00030622-0.00025933i,0.00034592-1.8704e-05i,0.0016052+0.0011357i,0.0018721+0.0014632i,0.0010064+0.0011878i,0.00083428+0.00076095i,0.00090823-7.8797e-05i,0.00096877-7.2035e-05i,0.00067279+4.2603e-05i,-0.0001963-0.00035951i,-0.00072622-0.0010137i,-0.0010628-0.0013584i,-0.00058933-0.0011554i,0.00045934-0.00058348i,0.00044999-0.00038622i
-0.001095+0.00042615i,-0.00072682+0.00042446i,-0.00081381+0.00029396i,-3.0318e-05+0.00068748i,0.0005543+0.0018069i,0.0013398+0.0012195i,0.00085636+1.9963e-05i,-0.00073301-0.00044213i,-0.001304-0.00070672i,-0.0012508-0.00026503i,-0.00064028+0.00061694i,-0.0004979+0.001164i,-0.00066364+0.0014956i,-0.0008881+0.0016026i,-0.0014143+0.0013532i,-0.0012165+0.00033311i,-0.00043154-0.00022013i,0.00060089-0.000304i,0.00055315-0.00057312i,-0.00044527-0.00063307i,-0.00071343-0.00078033i,-0.00015969-0.00061i,-0.00055568+0.00010264i
-0.0010569-0.0014619i,-0.0013111-0.0011067i,-0.0019074-0.00011022i,-0.0015987+0.0012582i,-0.0010726+0.0011588i,-8.6027e-05+0.00064872i,0.0003115-5.0006e-06i,0.00062085-0.00045871i,0.0002596-0.00065766i,-0.00054919-0.0010003i,-0.00063233-0.00045234i,-0.0013103+0.00036545i,-0.0013985+0.00026093i,-0.00063151-0.0002991i,-0.00055169-0.00031983i,-0.00026349-0.00021422i,0.00015998-0.00066232i,0.00022945-0.0011397i,-0.00016677-0.00053624i,-0.00047692+1.2407e-05i,-0.00061744-0.00020877i,-0.00080779+6.6496e-06i,-0.00097483+0.00014872i
0.0017117+0.0001693i,0.0012445+0.00030076i,0.0016193-0.00068036i,0.00091935-0.0018974i,-0.0003514-0.0025951i,-0.001102-0.0020352i,-0.0010965-0.00044204i,-0.00053981-0.00019684i,-3.9971e-05-0.00055855i,0.00033227-0.0012093i,4.8494e-05-0.0018909i,4.1311e-05-0.0012817i,-9.618e-05-0.00051186i,-0.00037776-0.00045186i,-1.7783e-06-0.00072192i,0.00036414-0.00054245i,3.4694e-05+0.00045631i,-0.00018872+0.00093982i,0.00047925+0.0012406i,0.00048875+0.0010344i,-0.00011646+0.00028726i,-0.00016333-0.000361i,-0.00025242-0.0007091i
-0.00073284-0.0020519i,-0.0013129-0.0020038i,-0.0016387-0.0012351i,-0.0021817-2.2463e-05i,-0.0018766+0.00098693i,-0.00081535+0.0010854i,4.5935e-05+0.00011239i,0.00017607-0.0004822i,3.0799e-05-0.00071164i,0.00044719-0.00054146i,0.0013245-2.7898e-05i,0.0015443-0.00017887i,0.0013208+0.00021493i,0.00060973+0.001064i,0.0001455+0.00057079i,0.00016977+0.00076358i,-0.00047889+0.001191i,-0.00036168+0.00057798i,-0.00059253+0.00021537i,-0.00058181+0.0003682i,-0.00010902-0.00012613i,-0.00020219-0.00021232i,-9.8579e-05-0.00045397i
0.00041103-0.0014379i,-0.00021117-0.0010163i,3.0153e-05-0.00079064i,9.106e-05-0.00051777i,-0.00029578-0.0011915i,-5.7854e-05-0.0011159i,5.4347e-05-0.0006891i,-0.00023341-0.00059798i,-0.00013967+1.0292e-05i,0.00029283+0.00043021i,0.00057433+0.00065149i,0.00016074+0.00088776i,-0.00012345+0.00095674i,-6.7272e-05+0.00039719i,0.00047714-1.0255e-05i,0.0005071+0.00061721i,4.8396e-06+0.0014582i,-8.7282e-05+0.0014412i,8.6994e-06+0.00074836i,-0.00017481+0.00029395i,-0.00026937+0.00037571i,0.00026628+0.00015825i,0.00015494-9.6782e-05i
0.0023811+0.0012001i,0.0030151+0.00014477i,0.0028609-0.0010799i,0.0028065-0.0021303i,0.0026956-0.0022978i,0.0013488-0.0021091i,0.00027654-0.0011922i,-0.00022535+0.0003483i,-0.00021944+0.0010541i,-0.00019739+0.00019184i,-0.00080637-0.00060509i,-0.0012138-0.00085379i,-0.00081122-0.0001064i,-0.00097665+0.00011756i,-0.0010004+6.2572e-06i,-0.00018147-2.8218e-05i,0.00025781-0.00042188i,0.00072153-0.00052234i,0.00063818-0.00024632i,-4.2055e-05-0.00049068i,0.00026898-0.00074461i,0.00068034-0.00057071i,0.00016126-0.00029129i
-0.0016345-0.0018032i,-0.0023602-0.001832i,-0.0033707-0.0014758i,-0.0032374-0.00035765i,-0.0019077+0.0010918i,-0.00012625+0.00058261i,0.00064376-0.00068722i,0.00044478-0.00084492i,-0.00052947-0.0007876i,-0.0013865-0.00087843i,-0.0014571-0.00043476i,-0.00078579-0.0012631i,-1.6614e-06-0.0015781i,-0.00040904-0.0011792i,-0.00025246-0.0010695i,0.00014733-0.0013188i,0.00026496-0.0010392i,0.00013381+9.8578e-05i,0.00027521+0.00058015i,0.00021938+0.00066292i,7.6815e-06+0.00069871i,0.00012767+0.00080877i,-0.00023085+0.0010741i
0.0025678-0.002449i,0.0018005-0.0018609i,0.00036966-0.0018894i,4.7459e-05-0.0012927i,-4.9109e-05-0.00061163i,-2.4756e-05+0.00018081i,0.00010551+0.00021786i,0.00057917-0.00053842i,0.00060135-0.0010433i,0.0004358-0.0011859i,0.00053975-0.00044507i,0.00034167-7.276e-05i,0.0013741-0.00011i,0.0021267-0.00012672i,0.0014658-0.0002957i,0.00047421-0.00057844i,-0.0002358-0.00043044i,-0.00019428+0.00020564i,-0.00026209-0.00012727i,0.00028702-0.00074031i,0.00091265-0.00046912i,0.00083324-0.00058715i,0.00053024-0.00041778i
-7.3946e-07+0.0010423i,-0.00032078+0.00075425i,-0.00010617+0.0009204i,0.00065114+0.0010002i,0.00081211+7.6063e-05i,0.00077897-0.0012064i,0.00092405-0.0015807i,0.00065428-0.00095038i,0.0007099-0.00057366i,0.00079171-0.00018642i,0.00072881+0.00046654i,0.00085587+0.00040895i,0.0010844-3.6044e-05i,0.00028224-0.0002206i,-0.0010008+0.00018871i,-0.0012307+0.0008995i,-8.6293e-05+0.00052904i,0.00067599-0.00028922i,0.00066895-0.00033883i,0.00054031+0.00024019i,0.00071308+0.00013216i,0.00031679+0.00029234i,-0.00032126+0.00025421i
-0.0023656-0.00059455i,-0.0025518+1.2886e-05i,-0.0029645+0.0018836i,-0.0014765+0.002833i,0.00025947+0.0026112i,0.00074549+0.00095082i,0.0010788-0.00015484i,0.0005532-9.9527e-05i,-0.00016263+0.00027983i,0.00021432+0.00025672i,0.00019786+0.00014171i,-0.00058546+0.00085581i,-0.00072968+0.00075369i,-0.00046882+5.1742e-05i,-0.0007991-0.00029971i,-0.0014133-0.00049907i,-0.0016917+3.2876e-05i,-0.00090551+0.00037269i,-0.00014571+0.00058388i,-0.00026473+0.0010785i,-5.2451e-05+0.0010743i,0.00050754+0.00079085i,-0.00030707+0.0010012i
-0.0018531+0.0010318i,-0.00045064+0.00067575i,0.0012151+0.0022273i,0.0024619+0.00228i,0.0025669+0.0015011i,0.00088856+0.00029347i,-0.00053599-0.0016995i,-0.0005536-0.0016261i,-0.0012577+0.00064775i,-0.0012634+0.0017482i,-0.00074069+0.00033273i,-0.00087689-0.0011376i,-0.0009373-0.0018049i,-0.00078241-0.0020822i,-0.00066115-0.001394i,-0.00040003-0.0003975i,-6.4934e-05+0.00014949i,0.00023296+0.00019614i,0.00033178+0.00059462i,-0.00021827+0.00059098i,-1.8445e-05+0.00022279i,0.00016596+0.00057167i,-0.00013459+0.00030173i
-0.0019379-0.0023157i,-0.0023288-0.0014982i,-0.0033118-0.00023148i,-0.0027426+0.0012512i,-0.00066127+0.0020457i,0.00099801+0.0015573i,0.0010308-1.3762e-05i,5.8233e-05-0.00073418i,-0.00065339-0.00012274i,-0.00051199+2.6736e-05i,0.00053626-0.00024478i,0.00066132-0.00070754i,0.00078584-0.0009786i,0.0017281-2.9742e-05i,0.0015645+9.318e-06i,0.00072188-0.00041204i,9.6219e-06-0.00052702i,5.6612e-05+0.0001638i,0.00087732+0.00066149i,0.00096849+0.00029761i,0.00066267+7.7098e-06i,0.00072829+9.6577e-05i,0.00023735-0.00017888i
-0.00010786-0.0011651i,-9.5031e-05-0.00026053i,-0.0010807+0.00093728i,-0.00098379+0.00038354i,0.00037738+0.00025393i,0.001269+0.00042368i,0.0005076+8.0775e-05i,-0.00014995-0.00074435i,0.00046142-0.0010852i,0.0012556-0.00022763i,0.0013119+0.00062065i,0.00028517+0.0010524i,-1.7497e-05+0.0010654i,0.00034592+0.00089757i,0.00027862+0.00070749i,0.00015455+0.00041363i,9.6209e-05+0.001026i,-0.00055447+0.0009757i,-0.00051994+0.00045803i,-0.00045907+0.0003767i,-0.00075962+8.3751e-05i,-0.00025919-5.6302e-05i,0.00024708-6.1217e-05i
4.5748e-05-0.0004591i,0.00012691-0.00041579i,0.00048236-0.00041144i,0.00069022-0.00094385i,0.00035117-0.00085928i,-0.00068327-0.0009529i,-0.00036422-0.00084581i,0.00042136+0.00029853i,0.00044461+0.00029587i,0.00054376-0.00013048i,0.00013302+4.4298e-05i,-0.00051144+0.0002384i,-0.00077233+0.00014709i,-0.00013844+0.00048828i,0.00044652+0.00075078i,-0.00021305-0.00024927i,-0.00032914+0.00040197i,0.00017964+0.0013162i,0.00027494+0.0005463i,6.2774e-05-4.2269e-06i,8.9243e-05-0.00024204i,-0.00031127-0.00057922i,-0.00054054+2.6449e-05i
0.0021803+0.0019137i,0.0018581+0.00085178i,0.0015812+0.0015149i,0.0010576+0.00086005i,0.001636-0.00078148i,0.0016647-0.0014207i,0.00050561-0.0010769i,0.00070669+0.00054072i,0.00094342+0.00086042i,-0.00025126+4.614e-05i,-0.00090223-0.00071817i,-0.0008888-0.00096387i,-0.0015588-0.0002596i,-0.0016989+0.00047769i,-0.0008816+0.00040026i,-0.00062128-0.00043816i,-0.00042143-0.00070881i,-3.3394e-05-0.00061363i,0.00094628-0.00028691i,0.00096626+4.058e-05i,0.00038781-0.00049941i,0.00034881-0.00067572i,-3.5552e-05+0.00029625i
-0.00075402-0.0006217i,-0.00083541-0.00025477i,-0.00068756-0.00022921i,0.00017668+0.0011846i,0.00022516+0.0015803i,0.00087405+0.00026695i,0.0015044-0.0005772i,0.0003512-0.00044138i,-0.0012918-0.00011882i,-0.0012328-0.00020161i,-8.0476e-05-0.00057119i,-0.00042048-0.00072474i,-0.00064518-0.0013215i,-9.3148e-05-0.0016894i,0.00040282-0.0011226i,0.00036427+0.00029039i,0.00015132+0.00087005i,0.0002394+0.00046395i,-0.00010857+0.00029866i,2.6273e-05-0.00027872i,-9.8229e-05-0.00081675i,-0.00077802-0.00027146i,-0.00041288+0.00029946i
-0.0025122+0.00076833i,-0.001932+0.00174i,-0.0013268+0.0024421i,-0.0015616+0.0018842i,-0.00099351+0.0010614i,0.00031566+0.00065945i,0.00048308-0.00025562i,-0.00018463-0.0015736i,0.00015982-0.0011805i,0.00079694-0.00054997i,0.0014315-0.00025945i,0.0017077-0.00047428i,0.00088602-0.00080624i,0.00030218+0.00015716i,0.00028027+0.0010862i,-0.00025261+0.00065078i,0.00045972-7.2573e-05i,0.0010602+9.9326e-05i,0.00025945+0.00027206i,-0.00061368+0.00019502i,-0.00022789+5.7429e-06i,0.0010553-0.00088872i,0.00081597-0.00087467i
0.00051684-0.00078869i,0.00014885-0.00044321i,-9.4871e-05+0.00027876i,0.00044474+0.00038729i,0.0012401-0.00023186i,0.0010865-0.0012864i,0.0010994-0.0013677i,0.0015509-0.00033178i,0.0020615-0.00017714i,0.0020535-0.00011919i,0.0012231+0.00085238i,0.0007198+0.0016381i,0.00062948+0.0011493i,0.00036853+0.00016546i,0.00048153-0.00042657i,5.1444e-05-0.00024182i,-4.2304e-05+0.00012279i,-0.00022029+0.00062995i,-0.00033153+0.0012807i,6.3381e-05+0.0011685i,-0.00027351+0.00036832i,-0.00053144-0.00025425i,-2.4905e-05-5.4039e-05i
-0.0014867-0.0006491i,-0.0015012+0.00063242i,-0.0018243+0.0017836i,-0.0014751+0.0018179i,-0.0006466+0.0014014i,-0.00041707+2.4188e-05i,-0.00034776-0.00048479i,-0.00047577-0.00042177i,-0.0010233-0.00083481i,-0.00087142-0.00054448i,-0.00056422+0.00026224i,-0.00059219+0.000339i,8.0928e-05-3.1384e-05i,-0.00018965-6.2666e-05i,-0.00070353-0.00016244i,-0.00087916-0.00066313i,-0.00039586-0.00045774i,0.00044008+0.00010376i,0.0012669+0.00019057i,0.0011296+0.00049397i,0.00027848+9.3398e-05i,-2.1054e-05-5.091e-05i,3.0597e-05+0.00030349i
0.0017723-0.0016668i,0.00028296-0.0021106i,-0.0010319-0.0012069i,-0.0009461+0.00017725i,-0.0011411+0.0016169i,-0.00099799+0.0011702i,-0.00034215+7.2035e-05i,7.651e-05-0.00037768i,-0.00020527-0.00019628i,-0.00076809+0.00012697i,-0.00082818+0.00015309i,-0.00078634-0.00047541i,-0.00041727-0.0007933i,-0.00036122+0.0001063i,-0.0001521+0.0003392i,-7.9052e-05-0.00011561i,-5.6079e-05+0.00031584i,0.00013255+0.00079904i,-0.00023375+4.9282e-05i,-0.00025617-0.00018457i,0.00025152-8.6963e-05i,0.00042126-0.00011174i,0.00016687+0.00011959i
0.00034173-0.0019895i,-0.00074758-0.0014818i,-0.0010333-0.0010384i,-0.00094698-0.00074213i,-0.00092304-0.0007582i,-0.00030138-0.00056225i,0.00063809-0.00011786i,0.00091788+3.3414e-06i,0.00048255-0.00039025i,0.00058445-0.00067937i,0.00098414-0.00042041i,0.0011883-0.00026342i,0.0010791-0.0010402i,0.00099377-0.0013932i,0.0011644-0.00080942i,0.00097225-4.8999e-05i,-8.4818e-05+0.00036968i,-0.00026591-0.00029892i,0.00024914-0.00042072i,0.00020216+5.2023e-05i,0.00027031+0.00014337i,0.0002833+6.411e-05i,0.00015821-0.00062642i
-4.8443e-05-0.0021991i,-0.001524-0.0019759i,-0.0035303-0.001784i,-0.0046209-0.00092259i,-0.0036051-0.00017762i,-0.0014301+0.00085869i,1.414e-05+0.00029883i,1.4167e-05-0.00088711i,-4.7877e-05-0.001315i,0.00070963-0.00081936i,0.0013237+4.0234e-05i,0.0010806+0.00043159i,0.00043927+0.00022011i,0.00075114+0.00029058i,0.00015241+0.00031315i,-6.0081e-05+0.00017982i,0.00045415+0.00063989i,0.00043629+0.00037947i,0.001091+0.00016911i,0.0016133-7.5731e-05i,0.0012549-0.00045474i,0.00040634-0.00027915i,4.7793e-05-0.0001722i
0.00208-0.0004868i,0.0014494-0.001092i,0.0024294-0.002028i,0.0018596-0.0022573i,-0.00016118-0.0016203i,-0.0010413-0.001158i,-0.00031418-0.0009912i,0.00074191-0.00068404i,0.0013423-0.0005266i,0.0007447-0.00045046i,-0.00024742-0.00038102i,-0.0010817-0.00014788i,-0.00093408+0.00073275i,-0.0002621+0.00094785i,-6.3464e-05+0.00023248i,-3.1616e-05-0.00046683i,-0.00025667+0.00010305i,0.0001698+0.00062768i,0.0011702+0.00011904i,0.0014123-1.2262e-05i,-4.4259e-05+0.00030463i,-0.001261+0.0001892i,-0.00075033-0.00083211i
-0.0012733+0.00098675i,-0.00049533+0.00093583i,-0.00022529+0.00060835i,-0.00020455+0.00032488i,-0.00029417-0.00078561i,-3.5588e-05-0.00081586i,0.00036793-9.0885e-05i,0.00055931+0.00028113i,0.00019865+0.00028117i,-0.00031111-0.0003138i,-0.00039205-0.0010183i,-0.00040661-0.00082828i,-0.00013603-0.000156i,0.00021763+6.1773e-06i,0.00066253+0.00024306i,0.00077716+0.00034737i,0.00068769-0.00036835i,0.00037657-0.00047909i,-0.0006263+0.00053699i,-0.00061762+0.00072435i,0.00022874-1.4568e-05i,0.00013342-8.8852e-05i,-3.6424e-05+0.00028091i
-0.00072327+0.00073597i,-0.00092348+0.00028421i,-0.00080272+0.00035462i,0.00031758+0.00080794i,0.0010238+0.00090411i,0.00081918+0.00034041i,0.0010758-0.00024327i,0.0010122-0.00072744i,0.00013809-0.00061547i,-0.00011405-0.00056862i,-5.6656e-05-0.0011267i,0.00014158-0.0012865i,0.00064366-0.00074797i,0.00065027-0.00031877i,0.00042837-0.00070562i,-0.00032644-0.0008663i,-0.0005309-0.00051239i,0.00012155+0.00015985i,-6.4526e-05+0.00083821i,0.00018998+0.0010041i,0.00052779+0.00070712i,0.00094168+0.00094211i,0.0011229+0.0016685i
0.00014672+0.00039599i,0.00030413-0.00090511i,0.00058152-0.0017239i,0.00087149-0.0012496i,0.00058129-0.0010004i,-0.00081987-0.00050905i,-0.0018309-0.00056186i,-0.0012022-0.00063771i,0.00018117-0.00031726i,0.0013106-0.00051919i,0.0013068-0.00056005i,0.00042932-0.00085578i,-0.00040182-0.00080316i,-0.00073718-0.00054937i,-0.00087235-0.00024575i,-0.0010748+0.00024743i,-0.00044622+0.00030697i,-0.00013866+0.00022575i,-0.00022308-0.00016365i,0.00036752-0.00057037i,0.00074029-0.00021173i,9.9261e-05+0.00045702i,-0.00011442+0.0005536i
-0.0017171-0.0040085i,-0.0024558-0.0026264i,-0.0030434-0.0025014i,-0.0032023-0.00035377i,-0.0027714+0.0015433i,-0.0011288+0.00066676i,-0.00033922-0.00063767i,-0.00017159-0.0006065i,-0.0001223-0.00032416i,-0.00038116-0.00012581i,0.00041997+0.00078282i,0.0010193+0.0015426i,0.0010307+0.0012203i,0.00082554+0.0013847i,7.9849e-05+0.00068216i,9.0471e-05-0.00062603i,8.0509e-05-0.00046742i,-9.1486e-05+0.00040944i,0.00040045+0.00067514i,-6.8934e-06+0.0002544i,-0.00073455+0.00014214i,-0.00030829-0.00051571i,0.00011757-0.00069786i
0.0010782+0.002029i,0.0011959+0.00093303i,0.0022674-0.00067746i,0.0033328-0.0023457i,0.0032381-0.0021166i,0.0013138-0.0017522i,0.00019783-0.0018542i,1.5055e-06-0.0007282i,0.0011152-0.00022081i,0.0015019-0.00068123i,0.00031189-0.00065563i,-0.00097239+2.5822e-05i,-0.0015249-0.00012592i,-0.001056-5.7262e-05i,-0.0009158+0.00070275i,-0.0010334+0.00079378i,-0.0010223+0.0009552i,-0.00062542+0.00072273i,-0.00043045-0.00017875i,-0.0001961-0.00035088i,-0.000313+0.00019578i,-0.00029506+0.00054089i,-0.00015951+0.00085081i
-0.00059132+0.00036937i,0.00030312+0.0011622i,-0.0015907+0.0016248i,-0.0018402+0.00093153i,-2.3241e-06-0.00010015i,0.0019402-0.0012667i,0.0013531-0.0016587i,0.00038423-0.00092607i,7.7725e-05+0.00047685i,-0.00025264+0.00056926i,0.00010204-0.00058969i,0.00073745-0.00052448i,0.00091176-0.00055544i,0.00096066-0.00048447i,0.00091783-0.00017975i,0.0014601-7.7911e-05i,0.0017454+0.00045727i,0.00089139+0.0009497i,-0.00027348+0.0013371i,-0.00072676+0.0017876i,-0.00067683+0.0010454i,-0.00032233+0.0004229i,0.00015967+0.00052768i
0.0012756-0.0017578i,-0.00039406-0.0020919i,-0.0014242-0.0026334i,-0.0020273-0.0017574i,-0.0023613-0.00043996i,-0.00097161-3.1729e-05i,0.000439-0.00036046i,0.00016494-0.00081885i,5.5207e-05-0.00082186i,0.00068979-0.00058063i,0.00076541-0.00037538i,0.0011309-0.00021078i,0.0018134-0.00015163i,0.0015469-0.0004071i,0.00075284-0.00050904i,-0.00010333-0.00061538i,-0.00038548-0.00079687i,-0.00015932-0.00069798i,-0.00063364-0.00071672i,-0.00094088-0.00081586i,-0.00043935-4.9834e-05i,-0.00057806+0.00025398i,-0.00061986-0.00042964i
-0.00073954+0.0013483i,-8.2335e-05+0.0022613i,0.00081552+0.0021083i,0.001478+0.0013439i,0.0018823+0.00063554i,0.0012192-0.00068565i,0.00023441-0.0019738i,-0.00027851-0.0016949i,-0.00041588-0.00089781i,2.3257e-05-0.00058905i,0.00077388-0.00057542i,0.00059663-0.00024973i,-0.00021694-0.00060036i,-0.00075613-0.00048086i,-0.00068594+0.00029929i,5.5162e-05+0.00033275i,0.00018469+2.79e-06i,-0.00044368-0.00044656i,-0.00019222-0.00013389i,-2.2837e-05+0.00012485i,-0.00022331+3.873e-05i,-0.00070334+7.8041e-05i,0.00017697+2.7542e-05i
0.00071035+7.2065e-05i,-6.1318e-05-0.0004102i,-0.0011192-0.0012663i,-0.0015535-0.0012066i,-0.00087593-0.0017458i,0.0006984-0.002719i,0.00075339-0.0024336i,-0.0004101-0.00079043i,-0.00079181+0.00019335i,-0.00044419-0.00036443i,-7.2977e-05-0.00088499i,-6.2047e-05-0.00073607i,-0.00019966-0.00093456i,-0.00036724-0.0008258i,-0.00074439+0.00018736i,-0.00056969+0.00066369i,0.0001573+0.00011422i,0.00068571+0.00014727i,1.0381e-05+0.00017918i,-0.00021931-0.00040001i,0.0005311-0.00034244i,0.00038111+0.00026731i,-0.00024472+0.00024542i
0.0020014+0.00069418i,0.0012133-0.00013173i,0.0015776-0.0017903i,0.00064717-0.0031207i,-0.00079935-0.0026574i,-0.0016223-0.00085622i,-0.0015241+0.00040778i,-0.00033244+0.00051034i,0.0010288+0.00035268i,0.00073995-0.00020488i,-7.7238e-05-0.0004639i,-0.00032392-0.00026933i,-9.5148e-05+0.00021824i,0.00053343+0.00073424i,0.00063496+0.00090806i,0.00018755+0.001511i,8.5529e-05+0.0014803i,0.00017205+0.00083059i,-2.4306e-05-6.2543e-05i,-4.5541e-05-0.00071164i,-1.9261e-05-0.00036767i,0.00014033-0.00020285i,0.00029373-8.9588e-05i
0.0017085-0.001074i,0.00034249-0.00049499i,-0.0010821-0.0020171i,-0.0010451-0.0023838i,-0.00057952-0.00020064i,-0.00083991+0.0013833i,-0.00014618+0.0012585i,0.00060054+0.00088477i,0.00011499+0.00048142i,-0.00034703-9.9856e-05i,-0.00010853-0.00035742i,-4.2836e-05+0.00015154i,-0.00010122+0.0013381i,6.9636e-05+0.0016689i,0.00064805+0.00083782i,0.00026419+0.00029847i,-0.00030042+0.00011722i,-0.00010292-6.626e-05i,0.00052088-0.0001996i,0.00082466+5.5879e-05i,0.0010187+5.6964e-05i,0.00062-0.00076436i,-0.00014304-0.0008127i
-1.754e-05+0.0010097i,0.00028047+0.00096312i,0.0014948+9.0127e-05i,0.0027012-0.001504i,0.0024388-0.0019973i,0.001547-0.0020326i,0.00087252-0.0015892i,6.7369e-05-0.00075963i,0.0002434-0.00027194i,0.0008862-0.00021014i,0.00073682-0.00075394i,-0.00035222-0.00074853i,-0.00029252-0.00039369i,0.00056837-0.00048825i,0.00085247-0.00063577i,7.3352e-05-2.0924e-05i,-0.0007489-0.00021165i,-0.0010549-0.0011088i,-0.0012317-0.00032479i,-0.00067343+0.00040567i,0.00039892+0.00017984i,0.00075576-0.00012419i,0.00076041+0.00032529i
0.00010711-0.00028563i,5.8457e-05+3.3322e-05i,-0.0011116+0.00085564i,-0.0015296+0.0012869i,-0.00069215+0.0010334i,0.00055829+0.00026174i,4.6558e-05-0.00044084i,1.3997e-05-0.00077568i,0.0007698-0.00092444i,0.00040071-0.00050144i,-0.00019104+8.1158e-05i,-7.9129e-05+0.00068361i,-0.00074394+0.0010741i,-0.0011097-0.00028216i,-0.00054708-0.00059407i,-0.00030669+7.5283e-05i,0.0001966-0.00028621i,7.92e-05-0.00047346i,-0.00081584-0.00087384i,-0.00039734-0.0011167i,0.00064652-0.00073277i,0.00080596+0.0001305i,0.00049296+0.00073179i
-0.0017721-0.00042213i,-0.0016793+0.00058182i,-0.0022459+0.00049553i,-0.0020599-7.0898e-05i,-0.00096041+0.0004113i,-2.886e-05+0.00062446i,2.755e-07-0.0006959i,-0.00051016-0.0014395i,-0.0007472-0.00075677i,-0.00095143-7.5565e-05i,-0.00028551+0.00085286i,0.00028949+0.0011301i,-7.031e-05+0.00049017i,7.4243e-05-0.00023049i,0.00031007-0.0003884i,0.00015714+1.2756e-05i,0.00013881+0.00044257i,0.00023438+0.00035715i,0.00032208+0.0002801i,0.00033954+0.00030488i,0.00018321+0.00067533i,-0.00025754+0.00095234i,-0.00076105+0.00011514i
