4.8959e-05+0.00026527i,0.0007531+0.00029365i,0.0012661-0.0016616i,0.00032025-0.0025453i,-0.00098519-0.0011758i,-0.0015356+0.00035719i,-0.00082552+0.001485i,0.00013222+0.0017782i,0.0007166+0.00086682i,0.00084792-0.0001044i,0.0005007+7.763e-05i,-5.7324e-05+0.00076927i,3.9986e-05+0.00069091i,-8.7086e-05+0.00053741i,-0.00067639+0.00034958i,-0.0010793+0.00012997i,-0.00093049-6.4812e-05i,-0.00046141-2.3962e-05i,0.00024308-3.7937e-05i,0.00018521+0.00012864i,0.00021816+0.00035384i,0.00040761+0.00024691i,3.7831e-05+0.00034475i
-0.00099496+0.0010262i,-0.00036634-0.0001188i,0.00019013+0.00039035i,0.00078745+0.00067696i,0.0012809+0.00076441i,0.0010064+0.00085632i,0.00071922+0.00096383i,9.3386e-05+0.00088095i,-0.00069324+0.00061477i,-0.00023366+0.0011477i,0.00050372+0.00093258i,0.00031974+6.2917e-05i,-0.00056775-0.00027276i,-0.0005463-0.0004394i,-0.00038396-0.00048147i,-0.00022082-0.00032839i,8.3211e-05-0.0003554i,-0.00017181-0.00016272i,-0.00023631+0.00019131i,0.00045624+0.00011965i,0.00035275-0.00014035i,-6.2464e-05-0.00079981i,9.0636e-05-0.0006726i
0.00086504+0.00055278i,0.0001401+0.00011391i,0.00065548-0.0010498i,7.8033e-05-0.00032563i,-0.0011549+0.0012282i,-0.0019599+0.0020667i,-0.0012918+0.0020602i,-0.00021917+0.0010505i,-8.1281e-05+0.0011632i,-5.7807e-05+0.0012751i,6.5285e-05+0.0003925i,-0.00031352-0.00027242i,-0.00030017-0.00046298i,-2.1599e-05-0.00025434i,-0.00029326-0.00096399i,-0.00059725-0.0018941i,-0.00018683-0.0011597i,-0.00011969-7.2634e-05i,-0.00073887+0.00046218i,-0.00076111+0.00044093i,-0.0003055+0.00012011i,-0.00095571-6.6412e-05i,-0.00048677-0.00033213i
-0.0008746+0.0010903i,-0.00058942+0.00088159i,-0.00035219+6.5962e-05i,-0.00010827-0.00038894i,6.4194e-05+0.00028966i,-0.00020911+0.0010503i,-0.00080499+0.00087388i,-0.0012584+0.00075761i,-0.0011994+0.0014271i,-0.00014596+0.00090754i,0.00081157+0.00040021i,0.00071454+0.00040021i,0.00060775-0.0003404i,0.00024177-0.00067031i,0.00033657-0.00049682i,0.00038952+4.8807e-05i,6.6081e-05-1.5682e-05i,2.9047e-05-0.00011234i,0.00029228+0.00043403i,0.00033638+0.00074228i,0.00039816+0.00066758i,0.00020865+0.00082279i,-0.00017698-0.00020353i
0.00031424-0.00069307i,0.00085738-0.00071481i,0.00079548+0.00010043i,-0.00014888+0.00023315i,-0.00068197-0.0002919i,-0.0010283+0.00029142i,-0.00066758+0.00046698i,-0.0007599+0.00060887i,-0.00091922+0.0010098i,-0.00045846+0.00043422i,-0.00022402-0.00016942i,1.2643e-05-0.00012146i,-0.00020519+0.00032623i,5.5717e-05+0.00050679i,0.00011228+0.00014911i,0.00033598-0.00018151i,-7.8094e-05-0.00076348i,-0.00033523-0.00072927i,-0.00014352-0.00033752i,-0.0001013-0.00078772i,0.00059863-0.0009896i,0.0005413-0.00073018i,-8.5354e-05-0.00024515i
0.00096691+0.0023521i,8.6748e-05+0.0019123i,-0.001372+0.00042278i,-0.0018817-0.00044101i,-0.0012551-0.00011184i,-0.00052996+0.00039154i,-0.00014521+0.00078545i,-0.00029042+0.00092044i,-0.00040273+0.00084117i,2.732e-05+0.0006745i,0.00048472+0.00034004i,7.1468e-05-1.286e-06i,-0.00050639+0.00027122i,-0.00085205-0.00041797i,-0.00072267-0.00054425i,-0.00029612-0.0001696i,-7.6209e-05+0.00012286i,-0.0001367+0.00069947i,0.00077482+0.00037572i,0.00081383+0.00010802i,0.0005837-5.5451e-05i,0.00093583-0.00021509i,0.00037523-0.00060362i
0.00023177-0.0010126i,0.00054664-0.001749i,0.00063168-0.0018417i,0.0005366-0.00064383i,-0.00043986+0.00058065i,-0.0016195+0.001293i,-0.0011576+0.0013708i,0.00028192+0.00088879i,0.00063779+0.00036493i,0.00084468+0.00010227i,0.0013114+0.00091526i,0.00070003+0.0016255i,0.00027886+0.0010534i,-3.3618e-05+0.00015639i,-1.6196e-05-0.000112i,0.0008028+0.00012557i,0.00079816-1.7975e-05i,0.00017164-0.00065731i,0.00015483-0.00067651i,0.00068388-0.00047378i,0.00068781+9.851e-05i,0.00017344+0.00051429i,-0.00065354+0.00046836i
0.00058882+0.0013965i,0.0011604+0.0012243i,0.00056015+0.00074593i,3.6857e-05+0.0011011i,-5.2285e-05+0.00093907i,0.00038932+0.00050158i,-0.00019809+0.00047213i,-0.0012761+0.00055002i,-0.0010209-0.00020468i,0.00025355+9.2129e-05i,0.0010665+0.00054433i,0.0011673+0.00016186i,0.00079511+0.00032436i,-6.2479e-05+0.00026615i,-0.0010546-0.00045136i,-0.00096478-0.00051859i,-0.00054696+0.00039566i,-0.00031786+0.00047597i,-0.00012449-0.00037117i,-0.00026007-0.00065686i,-0.00019728-0.00026327i,0.00022672-5.5292e-05i,0.00012646+7.6777e-05i
-0.00073686+0.00012999i,-0.0012493+0.00023776i,-0.0012898+0.00072803i,-0.0006294+0.00027081i,-0.00065471+0.00022675i,-0.00081051+0.00043765i,-0.00090037+0.00044318i,-0.00099904+0.0009908i,-0.0012629+0.00043635i,-0.00074724+3.5086e-05i,-0.0003733-0.00013402i,-0.00031552-0.00016414i,0.00010463+0.00025462i,0.00022724+0.00060008i,-0.00047022+9.6523e-05i,-0.00058645-0.00059076i,-0.00034853-0.00063846i,-0.00022383-0.00066702i,-7.7926e-05-0.00043851i,-0.00024257+1.201e-05i,-0.00053784-0.00012641i,-0.00041426-0.00096959i,-0.00048771-0.00096025i
0.00038987+9.8243e-05i,-6.3948e-05-0.00034315i,3.4267e-06-0.00047023i,0.00027375+0.00039947i,0.00038228+0.0012021i,-0.00025274+0.0016195i,-0.00060955+0.0018171i,3.8222e-05+0.0011504i,0.00025836+0.00059805i,-6.5451e-05+0.0003021i,-0.00027665-4.379e-05i,-2.4555e-05+0.00043877i,0.00049608+0.00059056i,0.00033692+7.7312e-05i,-0.00023486-0.00033422i,-0.00057367-0.00080781i,-0.00010678-0.00071324i,0.0010106-6.3131e-06i,0.00099482+4.9152e-05i,0.0011076+1.1534e-05i,0.0011558+0.00054308i,0.00065592+0.0010372i,0.00031442+0.00087961i
-0.00077344+0.00049897i,-0.0009309+0.00064425i,0.00050846+0.0012051i,0.0014299+0.00071509i,0.0013263-3.7614e-05i,0.00071624-0.00015939i,-0.00010923+0.00084633i,-0.00051973+0.0015691i,-0.00010186+0.00089355i,0.00027455-5.9038e-05i,-0.00021208+0.00024982i,-0.0014726+0.0002002i,-0.0013595-0.00033719i,-0.00059467-0.00030845i,-0.00069483-0.00024319i,-0.0006723+0.00044949i,-0.00013255-0.00014289i,0.00061761-0.0010324i,0.001014-0.00091823i,0.0002251-0.00061692i,-1.8351e-05-9.1302e-05i,-0.00019321-0.00022798i,-0.00041384-0.00079608i
0.00011995-0.0013201i,0.00013552-0.001262i,-0.0015738-9.6726e-05i,-0.0030604+0.0010709i,-0.0023873+0.0018917i,-0.00088194+0.0019832i,-0.00056671+0.0011696i,-0.00069386+0.00055832i,-0.0013088+0.0009888i,-0.0011136+0.0012728i,9.4441e-05+0.00068484i,0.00050899+0.0001089i,0.0004616-0.00030262i,0.0009161-0.00086847i,0.00063585-0.0011111i,-0.00011171-0.0011525i,0.00019544-0.00064725i,0.00031291-0.00022851i,0.00019883-0.00052417i,0.00029449-0.00026839i,0.00042792+0.00060928i,0.00033644+0.0011867i,0.00010006+0.00056606i
0.00070388+0.001278i,2.648e-05+0.0016074i,-0.00031326-6.3598e-07i,0.001144-0.0012233i,0.00093755-0.0011822i,-0.00035397-0.00077716i,-0.00057123+0.00012454i,-0.00013753+0.0012489i,0.00014843+0.00086469i,-5.9386e-05-0.00021774i,0.00010281-0.00056876i,0.00057173-0.00048983i,-0.00022734-0.00086326i,-0.00050273-0.00055207i,0.00031612+6.891e-05i,0.0010126-0.00061564i,0.00067405-0.00066071i,-0.0002727+0.00021978i,-0.00035174+0.00026474i,-0.00010424-5.7809e-05i,0.00016287+0.00033857i,0.00039604-1.4355e-06i,0.00088121-0.00048123i
0.00023729-0.00060899i,0.0013941-0.00063959i,0.0016936+5.2251e-05i,0.00093869+0.00089363i,-0.0007188+0.0014118i,-0.001138+0.0019898i,-0.0002745+0.001663i,0.00011974+0.0012581i,-0.00026081+0.001047i,6.7642e-05+0.0011485i,0.00075181+0.00085125i,0.0010238+0.00025567i,0.00085291-0.00045459i,-7.4172e-07-0.00039318i,3.9294e-05-9.4514e-06i,5.4493e-05+5.0523e-05i,-0.00039205-0.00040688i,-0.00047798-0.0012969i,-0.00055654-0.00069925i,-0.00057856+7.1586e-05i,-0.00031626-0.00035899i,0.00019625-0.00019037i,8.6829e-05+9.4236e-05i
0.00016076+0.00030447i,-0.00024147+0.0012078i,-0.00065527+0.0004109i,-0.0013336-0.00021819i,-0.0017656+0.00021697i,-0.0014949+0.00021233i,-0.00032918+0.0008328i,0.00067942+0.0011009i,0.00047664+0.00047948i,-0.000281+0.00023697i,-0.00040446+4.2527e-05i,-3.7411e-06+0.0002997i,0.0002742+0.00045609i,6.2442e-05+0.00059192i,-0.00051459+8.4293e-05i,-0.0002256-8.284e-05i,-0.00057312+0.00016878i,-0.00053473-0.00068798i,0.00074335-0.00078461i,0.00059936-0.00026852i,0.00046562-0.00051492i,0.0010158-0.00065233i,0.00053377-0.00036902i
6.933e-05-0.00053747i,0.00064463-0.0009651i,0.00089565-0.0013844i,0.00085794-0.001459i,0.00033308-0.00070627i,-0.00043247+0.0002053i,-0.001032+0.00043352i,-0.00080343+0.0012194i,-0.00073964+0.0017315i,-0.00053724+0.00053567i,0.0003823-0.00023423i,0.0010069-0.00033053i,0.00076245-0.00074453i,0.00022669-0.00038075i,9.8603e-05+4.4721e-05i,-8.0771e-05-5.7334e-06i,-0.0003542+0.00018391i,7.913e-05-0.00013939i,-0.00033562-0.00052459i,-0.00038967+0.00012913i,5.7884e-05+0.00053005i,0.00030692-0.00020779i,0.00072628-0.00075164i
-0.00029208+0.0023422i,-0.00037623+0.0020267i,0.00072637+0.0020269i,0.0014412+0.0019361i,0.00054672+0.0014393i,-0.00032806+0.00057385i,-0.00074011+0.00037533i,-0.0011919+0.00087475i,-0.0010933+0.0017184i,-0.00051289+0.0022198i,8.433e-05+0.0014884i,-0.00036043-0.00016179i,-0.00018366-0.0010878i,0.00062764-0.00076362i,0.00084007-3.8299e-05i,0.00054622+7.2542e-05i,-8.025e-05-1.1838e-05i,-0.00090971-5.5103e-05i,-0.00098677+1.4396e-05i,-0.00039387+0.00086803i,-0.00028606+0.00068226i,-0.00042687+0.00049579i,-0.00060139+0.00060816i
-0.00020174+0.00071412i,-0.0012422+0.00083266i,-0.00094586+0.00096987i,0.00049094+0.00094754i,0.00038328+0.00098866i,-0.00056925+0.001066i,-0.00064289+0.0018288i,-0.00029367+0.0017104i,-0.00027206+0.0014133i,0.00014215+0.0010942i,-0.00013898+0.0001117i,-0.00021859-0.000915i,-0.00014792-0.00090862i,-0.00073195-0.00065943i,-0.00070157-4.297e-05i,-0.00048326+0.00029403i,-0.00053619-0.00054443i,-0.00016998-0.00041133i,0.0004717-0.00028775i,0.00086284-0.00019979i,0.0004537-5.5645e-05i,4.2041e-05-0.00071321i,0.0003993-0.00075301i
-0.0010104+0.0010139i,-0.00030925+0.00099487i,-0.00062085+0.0012289i,-0.00046329+0.0015269i,-6.2723e-05+0.0019562i,-0.00048667+0.0017626i,-0.00065471+0.0016646i,-0.0010573+0.0015638i,-0.00070992+0.0010144i,9.8778e-05+0.0013637i,0.00048951+0.00085771i,0.00057493+0.00018143i,0.00052948+0.00030055i,0.00038824+2.4001e-05i,-8.6901e-05-0.0010382i,-0.00096189-0.0018643i,-0.0013909-0.0013338i,-0.0011038-0.0002938i,-0.00073041-0.00020838i,-0.00014381-4.4805e-05i,0.00041518+0.00030163i,-0.00014322+0.00052251i,-0.0010999-2.8912e-05i
-0.001085+0.0026459i,-0.0015903+0.0020513i,0.00027626+0.0011809i,0.0012634-0.00025166i,0.00064055-0.0016338i,-0.00092482-0.0011667i,-0.001447+0.00034404i,-0.00088106+0.00057848i,8.3009e-05+0.00066024i,0.00064391+0.00070657i,0.00091332-0.00019383i,0.00040285-0.0002098i,-0.00063448+0.00055584i,-0.0008832+0.00043856i,-0.00032328-0.00060071i,-5.1179e-05-0.00094065i,0.0001252-0.00017997i,-0.00019945+7.0029e-05i,-0.00077358-0.00035562i,-0.00049708-0.00054803i,2.1896e-05-0.00064407i,6.6847e-05-0.00075126i,0.00018492-0.00074886i
0.0014938-0.00095725i,0.0015253-0.0010544i,0.00095632-0.0010926i,-0.00081841-0.0011917i,-0.0025123-0.00051444i,-0.0028857+0.0011766i,-0.0021797+0.0016148i,-0.0012173+0.0010865i,-0.00010489+0.00040592i,3.1791e-05-0.00010576i,-0.00056209+0.00021932i,-0.00015256+0.00062895i,0.00039824+0.00056927i,0.00028813+5.6462e-07i,0.00069662-0.00037653i,0.0014352-2.9923e-05i,0.0012387+2.7337e-05i,0.00084419-0.0003722i,0.0014932-9.6554e-05i,0.0020851+0.00062443i,0.0012805+0.00060083i,0.00012329+0.00050265i,9.1952e-05+0.00050455i
-0.00043535+0.0018917i,-0.00070209+0.0015705i,1.636e-05+0.00052283i,0.00032932+0.00037906i,0.00012718+0.00060568i,-9.1134e-05+0.00028721i,0.00016747+0.00073574i,-5.6089e-05+0.00067717i,-0.00048489+0.00028713i,-0.00076389+0.00062555i,-0.0012809+0.00087286i,-0.0011515+0.00032286i,-0.00012405+0.00026922i,0.00077249+0.00048091i,0.00061896+0.00046805i,3.4888e-06-0.0002705i,0.00024928-0.000857i,0.00048314-7.1504e-05i,-0.00037888+0.00166i,-0.00045653+0.0014455i,-0.00012179+9.6216e-05i,-0.00011939-4.9706e-05i,0.00018515+0.00029981i
-0.0016632-0.00059885i,-0.0010062-0.00045849i,-0.00063511-0.00053578i,-0.00075339-0.00028792i,-0.0010515+0.00020272i,-0.0011032+0.0003789i,-0.00061519+0.00018381i,-0.00013687+1.3253e-05i,0.00024121+0.00021727i,-0.00030494-0.00010779i,-0.00032073-0.00052231i,0.00045409-0.00066387i,0.00027962-0.00056075i,0.00021797-8.3586e-05i,0.00041838+4.176e-05i,0.00044816+0.0001658i,-0.00015309+0.00012838i,-0.00060506-6.6161e-05i,8.6234e-06+2.9004e-05i,0.00059679+0.00048484i,0.00022154+0.00029729i,-7.3306e-05-0.00038501i,-5.5952e-05-0.00054124i
-0.00078454+0.0014591i,-0.0017855+0.0015384i,-0.0016634+0.0016239i,-0.00086458+0.0013981i,-0.00072962+0.00089755i,-0.0012022+0.00078006i,-0.0010694+0.00090009i,-0.00050758+0.0009347i,-0.00033602+0.0009758i,-0.00047615+0.0006696i,-0.00018329-0.0001627i,-0.00083382-0.00051248i,-0.0014384-6.5152e-05i,-0.00090193+0.00051959i,-0.00045716+0.00024133i,-0.00068291-0.00054456i,-0.00044721-0.00060496i,1.2041e-05-0.00032678i,-0.00061052-0.00017516i,-0.00065141+0.00026298i,-0.0001939+0.00010265i,-0.00019135-0.00070516i,-0.00073313-0.00017777i
7.3499e-05+0.0004976i,0.0018789+0.00017952i,0.0017757-0.00035663i,0.0014598-0.00042902i,0.0016358+0.00024455i,0.0012699+0.00043047i,-9.7153e-05+0.0010775i,-0.00035726+0.001793i,8.6485e-05+0.00092504i,0.00042233-0.00021326i,0.00047415-0.00035549i,0.00011847-0.00027904i,-0.00012178+0.00022273i,0.00024985+0.00060935i,-0.00026772+0.0003658i,-0.00062711-0.00017837i,-0.00047935-0.0010841i,-0.00047957-0.00094485i,-0.00077415-0.0002052i,-0.0007013-0.0002616i,-0.00072647-0.00077568i,-0.00080694-0.00073498i,-0.00018679+0.00014033i
0.0008587+0.00012324i,0.00035134+0.0002863i,0.00062275-0.00031053i,6.8638e-05-0.00060076i,-0.0017265-3.9879e-05i,-0.0023211+0.0010193i,-0.0012479+0.0015622i,-4.9176e-05+0.0016394i,0.00061339+0.0011191i,0.000313+0.00017833i,0.00061401+0.00013749i,0.0010663+0.00044093i,0.00083795+0.0011473i,0.0010091+0.00093291i,0.0010504+0.00040977i,5.5743e-05-0.00043327i,-0.00086772-0.0016549i,-0.0012454-0.00089693i,-0.00052238+0.000653i,0.00027024+0.0008736i,-0.00039374+6.4927e-05i,-0.00080449-0.00031769i,-2.665e-05-0.00057222i
0.00019386+2.3968e-05i,0.00075669+0.00054293i,0.00054573+0.00047026i,0.00034077+0.00066404i,0.00071905+0.00032064i,0.001524+0.00046244i,0.0014961+0.0011647i,0.00088466+0.0011411i,-0.00030068+0.00051517i,-0.00041568+0.00019242i,-0.00030137+0.00023011i,-0.00053944+1.017e-05i,-0.00062067-0.00028014i,-0.00029436-0.0001335i,4.4607e-05-0.00011879i,-0.00051286-0.00033631i,-0.00094718-0.00010886i,-0.00016649-0.00014333i,0.00018506+0.00023637i,-0.0007174+0.00036704i,-0.0011234-0.00052108i,-0.00047597-0.0016519i,8.1386e-05-0.0010654i
0.00027673+0.00094061i,0.0002893+0.00062669i,0.0013052+0.00013214i,0.0022024+0.00026564i,0.0010102+0.00067919i,-0.00036278+0.00037965i,-0.0006277+0.00085006i,-0.0001264+0.00073474i,-0.00010437+0.00014807i,-0.00021696+0.00050537i,0.00047209+0.00015418i,0.00081895-0.00047533i,0.0006558-0.00062256i,0.00041185-3.2371e-05i,9.0506e-05-0.00049909i,-0.00039989-0.0014408i,-0.00047493-0.0018296i,-1.2228e-05-0.0010139i,0.00016772+0.00024218i,0.00045933+0.00026815i,0.00088177-0.00026833i,0.00085421-0.00022719i,0.00029006-0.00073972i
-0.0010465-0.00023169i,-0.00069862-3.6196e-06i,2.8978e-05+0.0001152i,0.001018+0.00029316i,0.0012379+0.00047185i,0.00065385+0.00070093i,-0.00030067+0.00077577i,-0.00074842+0.0009556i,-0.00050781+0.0013091i,0.00053975+0.00060347i,0.00024744-0.00044406i,-0.00043124-0.00058181i,-0.0008359-0.00078135i,-0.000494-0.00086678i,-0.00051458-0.00052305i,-0.00088796-0.00069028i,-0.00021926-0.0012071i,0.00085479-0.00065188i,0.00062653+0.00030155i,0.00012783+0.00032944i,0.00080139+6.1134e-05i,0.001095-0.00018975i,0.0005723-0.00051746i
0.0019922+0.00098734i,0.00083682+0.00065009i,-0.00015087-0.0010908i,-0.00036354-0.00027923i,-0.00014862+0.00074709i,0.0001699+0.0014663i,1.2381e-05+0.0017116i,-0.00034405+0.00097207i,-0.00070683+4.3952e-05i,-0.0011977-0.00086125i,-0.0010536-0.00092654i,-0.00041538-0.0007484i,-5.525e-05-0.00031488i,-0.0004592+8.1206e-05i,-0.00064092+0.00031752i,9.2121e-05+2.5095e-05i,0.00041706-0.00069985i,3.3185e-05-0.0004956i,9.8955e-05+0.00030721i,0.00016518+0.00078363i,0.00038172+0.00061788i,0.00071606+0.0002421i,0.00039041+5.6229e-05i
-0.0012701+0.0012028i,-0.00012851+0.0015807i,0.00095757+0.0006056i,0.00089829-0.00064284i,0.00023171-0.00013033i,-0.0002015+0.00070681i,-0.00028553+0.00062977i,-0.00046992+0.00078609i,-0.00086185+0.00062991i,-0.00064474+0.00086271i,0.00020334+0.00076551i,0.00039539-0.00021929i,0.00014337-0.0005612i,2.8816e-05-0.00073899i,-0.00013228-0.00061065i,-0.00027444+0.00017216i,-0.00011573+0.00027454i,0.00064495-0.00014091i,0.00041747-0.00012226i,-0.00020269-0.00040539i,0.000833-0.00075649i,0.0013485-0.00070367i,0.00040733-0.00044297i
4.0738e-05+0.00083232i,0.00028201+0.0015001i,0.0008784+0.00061353i,0.00054514+3.1155e-05i,-0.00035452+0.00045985i,-9.5661e-05+0.0011158i,-4.5718e-05+0.0012172i,-0.00010567+0.00024953i,-0.00013118-0.00014473i,-0.00029061+0.0005097i,0.00036616+0.00014388i,0.00039959-3.9194e-05i,0.00033948+0.00035538i,0.00017228+0.00017579i,-0.00053642-0.00012892i,-0.00058546-2.6438e-05i,-0.00045529-0.00036971i,-9.2048e-05-0.00073138i,0.00016738-0.0010462i,0.00034561-0.00076191i,-4.4118e-06+0.00051588i,-0.00042924+0.00065982i,0.00018461+0.00036478i
0.00090458-0.00038254i,0.0010499-0.00026065i,0.00073303-0.0013511i,-0.00018912-0.0015367i,-0.00052852-0.00037854i,-0.0010211+0.0011261i,-0.0015673+0.0019249i,-0.0012486+0.0013491i,-0.00025208+0.000748i,0.00045123+0.00051527i,0.0003029+0.00067156i,-0.00022461+0.00086348i,0.0002742+0.0013137i,0.00050401+0.00067535i,-0.00033971-0.00067677i,-0.00061652-0.0011755i,-1.576e-05-0.00072362i,0.00010231-0.00059556i,-1.7648e-05-0.0004392i,6.0298e-05-0.00038914i,-0.00042327-0.00019806i,-0.00074355+0.00016784i,-0.00011126+0.00036658i
0.00040734+0.00081706i,5.3298e-05+6.4745e-05i,0.0006754-0.0005808i,0.00096065-0.0014435i,0.00068829-0.0013008i,-0.00047694-0.00010845i,-0.00083276+0.00097822i,4.6916e-05+0.00077567i,0.00031979+0.00055459i,-0.00016421+0.00096327i,-0.00033861+0.00025759i,-0.0001277-0.00018835i,-0.00035409+0.00025126i,-0.00065912-0.00024646i,0.00025591+5.3533e-05i,0.0013218+8.3191e-05i,0.0010354+0.00025366i,0.00077947+0.00025205i,0.0012107-0.00022998i,0.00089782-0.00037185i,0.00055329-0.00054202i,0.00080095-0.00032239i,0.00020025+0.00052414i
0.001077+0.00034165i,0.000754-0.00020842i,0.0009774+0.00031301i,0.00047122+0.00071097i,-0.00079122+0.00049914i,-0.00085412+0.00075273i,-0.00068741+0.00091951i,-0.00074925+0.0016589i,-0.00090375+0.001724i,-0.0012898+0.00097429i,-0.00081058+0.00060172i,4.9858e-06-0.00017982i,-9.1627e-05-0.00032287i,-8.515e-05+0.00014303i,9.2408e-05+1.9412e-05i,0.00071425-0.00012746i,0.00085502+0.0002983i,-0.00040536+0.00030213i,-0.0010661-0.00040568i,-0.00090121-0.00042016i,-0.00062855-0.00023621i,2.2008e-05-2.3694e-05i,3.2426e-05+2.111e-05i
0.0010969+0.0018247i,0.0012351+0.0012317i,0.0012851-0.00010454i,0.00093581-0.00068789i,-0.00023722-0.00049189i,-0.0007727-0.00019497i,-0.00022028+0.00045829i,5.0366e-05+0.0016323i,-0.00037283+0.0014078i,-8.8749e-05+0.00033298i,0.00060388+0.00018743i,0.00023785-9.6095e-05i,-0.00023943-0.00030848i,4.5188e-05-0.00022563i,0.00041714-0.00038112i,0.00075057-0.00062739i,0.00024328-0.00033495i,-0.00025272-8.1679e-05i,-0.00069025-0.00036708i,-0.00060702+0.00035756i,-0.00032316+0.00054792i,-0.00035018-0.00042756i,-0.00065448-0.00077992i
-0.0010268-5.0071e-05i,-0.00069751-0.0012741i,0.00017585-0.0010542i,0.00028543+0.00045359i,-0.00047621+0.0013759i,-0.0007182+0.00070328i,-0.0010877+0.00021584i,-0.0011322+7.4843e-05i,-0.00030553+0.00030584i,6.9502e-05+0.0003444i,-0.00043856+0.00045895i,-0.0012669+6.961e-05i,-0.0012381-0.00021863i,-0.0004032+0.00046779i,0.00021903+1.676e-05i,0.0003421-0.00092768i,0.0002808-0.00047793i,0.00011214-0.00021772i,-0.0002595-0.00053778i,-0.00031476-5.2238e-05i,-0.00013473+0.00030027i,-0.00021845-0.00033634i,0.00015538-0.00042428i
-0.00024406+0.00061085i,-0.00026846+0.0013007i,0.00047907+0.00083976i,0.0008248-0.00026762i,0.0001682-0.00036727i,-9.7942e-05+7.5945e-05i,0.00022308+0.00035261i,-0.00040412+0.00049762i,-0.00059939+0.00048107i,0.00018418+0.00039132i,0.00043537-1.0259e-05i,0.00057986-0.00116i,0.00025051-0.0013309i,-0.00076113-0.0003197i,-0.00084788-0.00014911i,-0.00042088+0.0004874i,0.00020141+0.00044826i,0.00083341-0.0010219i,0.00091457-0.0011997i,0.00031403-0.00081561i,-0.0003363-0.00044274i,-0.00037387-5.5506e-05i,-0.00018577+0.00029188i
-0.00018707-0.00038848i,-0.00023775-0.0005003i,0.00084725+0.00038394i,0.00091171+0.0013802i,0.00020376+0.0013547i,0.00021791+0.00092552i,0.00011506+0.0014414i,-0.0006754+0.0014375i,-0.00073696+0.00059842i,-0.00043046+0.00024285i,-0.0008026+0.00042982i,-0.00051871+0.00019843i,-0.00035964-0.00039897i,-0.0010535-2.8061e-05i,-0.00082622+0.00014914i,0.00035372-0.00037448i,0.00062927-0.00041922i,-0.00013835-6.8724e-05i,-0.00063254+0.00044524i,-0.00021035+0.0013032i,-0.00022961+0.001268i,-0.00034947+0.00039689i,-0.0005209+0.0001505i
0.0010109+0.001187i,0.00086002+0.0017846i,0.00057889+0.0014548i,0.0003694+0.00092466i,0.00010752+0.00021887i,-0.0001297+0.00012956i,-0.00043028+0.00067382i,-0.00052204+0.0011955i,-2.3538e-06+0.0012801i,-0.00019321+0.0008798i,-0.00053544+7.2369e-05i,-0.00075277-0.00025353i,-0.00067206+3.2475e-05i,-0.00010856-1.6165e-05i,-0.0001785+2.3049e-06i,-0.00043344-0.00034956i,-0.00044531-0.00068592i,-0.00046375-0.00079954i,8.0641e-05-0.00065712i,-6.3325e-05-0.00053523i,-0.00022975-0.00050204i,0.00049401-0.00013755i,0.00052689+0.00044889i
4.6412e-05+0.00011772i,-0.00083932+0.00091062i,-0.00083638-9.5698e-05i,-0.00034906-0.0019969i,-0.00019332-0.001683i,-0.00064902-6.5042e-05i,-0.0010184+0.0010141i,-0.0012914+0.0015315i,-0.0015+0.0012031i,-0.00083574+0.0009354i,-0.00010508+0.00072506i,-0.00050195+0.000568i,-0.00094329+0.00086924i,-0.00088109+0.0012718i,-0.0008672+0.00050435i,-0.00067418-0.00016198i,-0.00042054+0.00011822i,1.6572e-05-4.5766e-05i,0.00062589-0.00014101i,0.00039884+0.00047476i,0.00012848+0.00019284i,0.00034254-0.0004232i,0.00034075-0.00064986i
0.00043142+0.00018989i,0.00013048+0.00027661i,0.00084767-0.00035659i,0.0010769-0.00066433i,8.6966e-05+0.00016866i,-0.00099068+0.0013718i,-0.00073072+0.0015513i,-0.00011213+0.001271i,0.00029498+0.0011543i,0.00077159+0.00036567i,0.00033841-0.00030856i,-0.00034968+0.00023661i,0.00012202+0.00046574i,0.00047208-6.4013e-05i,0.00020942-0.00017775i,-0.00024731-0.00028317i,-0.00031718-0.00020779i,0.00024355+0.00054111i,0.00026771+0.00086945i,-1.443e-05+0.00055086i,0.00010706+0.00022609i,0.00048264-0.00050171i,1.7681e-05-0.0005721i
6.7541e-05+0.0018669i,-8.577e-05+0.001105i,0.0011329+0.0010591i,0.001763+0.00051668i,0.001444-0.00030691i,0.00043167+0.00012841i,-0.00015093+0.0010022i,-0.00028308+0.0012506i,-0.00074172+0.0011262i,-0.00064953+0.0004487i,8.9551e-05+0.00057607i,0.00086581+0.0010858i,0.00094367+0.0012337i,0.00038217+0.0010225i,0.00030747+0.00057076i,0.00041681+0.00028982i,0.00032115-0.00031017i,-0.00020868-0.0006894i,-0.00057641-0.0003887i,-0.00034537-0.00014619i,0.00030132-8.5764e-05i,0.00048983-1.6279e-05i,2.7606e-05-0.0004767i
