-0.001774+0.0011397i,-0.0018208+0.0016221i,-0.00050787+0.0023201i,0.0013627+0.0022319i,0.0024302+0.00096556i,0.0015502+9.7658e-05i,0.00042682+0.00055373i,0.00063594+0.00043565i,0.0013743-5.9172e-05i,0.0015875-0.00047202i,0.0009019-0.00079246i,-0.00030186-3.8961e-05i,-0.00084173+0.00060423i,-0.00046054+0.00031355i,-0.00027647+6.8561e-05i,-0.00077706-7.1144e-06i,-0.0004342-0.00082871i,0.0003037-0.00073119i,-7.9106e-05+0.00045415i,-0.00026506+0.0006085i,0.00016753+0.00017608i,-0.00023881+0.00043932i,-0.00072244+0.00095519i
0.001137-6.8809e-06i,0.00026047-0.00011384i,0.0011413+0.00031778i,0.0020466+0.0013325i,0.0016219+0.0010985i,0.00015549+0.00057027i,-0.00065986-0.00034527i,-0.00073084-0.001179i,-0.0014542-0.0012781i,-0.00092302-0.00077956i,0.00031416-0.00029339i,-0.00010298-0.00042863i,-0.00090635-0.00058738i,-0.00048724-0.00045259i,0.00027982-0.00026963i,0.00051357+0.00053596i,0.00053063+0.00080576i,0.0002942+0.00040357i,0.00066552+7.7486e-05i,0.00045223+0.00027651i,-0.00028952+0.00055781i,-0.00029466+0.00085639i,0.00014848+0.00085375i
-0.00045904+0.00057517i,0.00036811+0.00094046i,0.0020336+0.0021949i,0.0029817+0.0016716i,0.0025523-0.00029639i,0.0015815-0.001271i,0.00099239-0.00089695i,0.0009171-0.00086961i,-7.0101e-05-0.0011603i,-0.00055857-0.00099095i,4.5126e-05-0.0010848i,0.00015168-0.001016i,-0.00094848-0.00039014i,-0.0007114-0.00014604i,6.5778e-05-0.00038221i,-0.0001524-0.00013557i,-0.00019496+0.00034849i,0.00022499+0.00020341i,0.00022015+0.00049331i,-8.9361e-07+0.00080049i,-7.1988e-05-6.5549e-05i,-2.8915e-05-0.00043132i,0.00040029-0.00014754i
-0.00019232+0.0021231i,0.00038762+0.002205i,0.0017931+0.0027864i,0.0021287+0.0025383i,0.0020425+0.00064308i,0.001694-0.0011211i,0.00040967-0.0013099i,-6.4923e-05-0.00072783i,0.00020908-0.00043732i,0.00037722-0.00054546i,0.00015431-0.00031178i,0.00030911-0.00020666i,0.00016368-0.00041812i,-0.00077849+6.7095e-05i,-0.00087938+0.00012087i,-0.00073711-0.00027014i,-0.00029925+8.9562e-05i,0.00013423+0.00059632i,0.00025336-0.00022025i,0.00065525-0.00031774i,0.00079102-0.00014132i,2.0529e-05-7.6199e-05i,-0.00073298+0.00093994i
-0.00072857-0.00073208i,-0.0010242+0.00050825i,0.00079045+0.0019735i,0.0027091+0.0017517i,0.0025683+0.0003113i,0.0017596-0.00089454i,0.0011612-0.00079523i,0.00027326-0.00078008i,-7.5993e-05-0.00070782i,0.00038826+0.00020796i,0.0011048-0.00013027i,0.0017143+5.2843e-05i,0.0011931+0.00031056i,0.0005111+3.2891e-05i,0.00047949+0.00053315i,5.5839e-05+0.0007724i,-0.00063373+0.0006653i,-0.00046921+0.00024246i,-0.00016323-0.00069828i,0.00018402-0.00071085i,0.00028894+1.0719e-05i,0.00016219+0.00015853i,0.00052748-9.0499e-05i
0.00055584+0.00074195i,0.00096926+0.00129i,0.0018176+0.0021005i,0.0024785+0.0015872i,0.0020812-0.00032809i,0.0010145-0.0017491i,0.00064412-0.0013805i,0.00094144-0.00086105i,0.00061997-0.00051739i,-6.7619e-05+0.0002885i,-0.0007978-3.3746e-07i,-0.00020942-0.00039715i,0.00017094+0.0001656i,9.302e-05+0.00053945i,0.0001087+8.1305e-05i,0.00016556-0.0012337i,0.00057439-0.0017252i,0.00089338-0.00037585i,0.00091936-5.6907e-05i,0.0010989-8.4613e-05i,0.00046584-4.7452e-05i,-0.00020354-0.00092342i,-0.00042337-0.00063696i
0.0012853+0.00076591i,0.0019119-3.2729e-05i,0.0030643+0.00042573i,0.0030686+0.00095199i,0.0014958+0.00026937i,-0.00016862-9.052e-05i,-0.00070334-5.5421e-05i,-0.00055713-0.00025469i,-0.00034407-0.00064526i,0.0005072-9.808e-05i,0.0004103-0.00027172i,-0.00046036-0.00031163i,-0.00024797+0.00021769i,9.3384e-05+0.00066551i,0.00018586+0.0010859i,0.00065672+0.00070557i,0.00010518+3.6549e-05i,8.4023e-05+3.1719e-05i,0.00036317+0.00045689i,0.00010055-5.2184e-05i,-0.00043217-0.00063416i,-0.00079418-0.00053243i,-0.00038633+0.00067913i
-0.00068518+0.00055807i,0.00036591+0.0021464i,0.0013853+0.0038452i,0.0028366+0.0040253i,0.0024911+0.0019629i,0.00076441+1.9435e-05i,0.00034058+0.00012687i,0.00011152-0.00015257i,-0.00020329-0.00057551i,-7.4744e-09+0.00025206i,-0.00051532+0.00089305i,-0.0011018+0.00070614i,-0.00024651+0.00066639i,0.00061494+0.00088492i,0.00085648+0.00039888i,0.00088326-0.00043679i,1.4554e-05-0.00060446i,-5.7875e-05-0.00028913i,9.1387e-05-5.8646e-06i,0.00032581-0.00038035i,0.000637-0.00073515i,0.00070921-0.00033673i,0.00025227+0.00017786i
-0.0027164-0.00068108i,-0.0020374+0.0003067i,-0.00039319+0.0018152i,0.0024424+0.0027982i,0.0033569+0.0019633i,0.0023182+0.00071121i,0.0011135-9.8225e-05i,0.00024475-0.00072597i,-0.00063823-0.00079176i,-0.0005485+0.00037014i,0.00030875+0.001094i,0.00023479+0.00067577i,-0.00021414+8.4434e-05i,8.2145e-05+0.00014698i,0.00027279+0.00047429i,-0.00041186-0.00028146i,-0.00043988-0.00091253i,-0.00040485-0.00075322i,0.00011542-0.00031836i,0.0010126-6.9451e-05i,0.00037425-3.7971e-05i,-0.00032908-0.00027587i,-5.4515e-05-0.00017789i
0.0013215+0.00077208i,0.00066991+0.0020118i,0.0010828+0.002796i,0.0015412+0.00215i,0.00081429+0.00057936i,-0.00064575-0.00016585i,-0.00075647-0.00017539i,-6.3136e-05-0.00028693i,0.00085452-0.00052352i,0.0014441-0.00069171i,0.00071857+7.073e-05i,-0.0002544+0.00072868i,4.2958e-05+0.00027417i,0.00057734-0.00013092i,-9.1656e-05-1.5358e-05i,-0.00027855+0.00026495i,-3.6916e-05+0.00087089i,-1.4479e-05+0.0006438i,-0.0003996+3.9755e-05i,-0.00024773+0.00016167i,0.00027044+0.00024077i,0.0002157+0.0008846i,-0.000646+0.00077052i
-0.0013569+0.0012557i,-0.0011721+0.0018138i,0.00090854+0.0032871i,0.0031293+0.0035218i,0.0033428+0.0013121i,0.0020991-0.00089565i,0.00097448-0.0010282i,0.00044571-0.00056136i,0.00067947-0.00037365i,0.00052099+0.00019847i,-0.00020323+2.6677e-06i,-0.00022482-0.00010843i,0.00014006-0.00016643i,0.00021708+0.00012325i,-1.5977e-05+0.00034887i,-5.5243e-05-0.00072908i,0.00019396-0.002148i,0.00050099-0.0014552i,-0.00012732-9.6928e-05i,-0.00064195-4.6403e-05i,-0.00020457-0.00014975i,0.00030691-8.2498e-05i,-0.00045623-0.00023595i
8.6123e-05-0.0010994i,4.294e-05+0.0012998i,0.00091335+0.0022565i,0.0022281+0.0016129i,0.0018731+0.00074093i,0.0010556-0.00043131i,0.00038039-0.00088155i,-0.0001717-0.0013162i,-0.0001682-0.0017742i,-1.1548e-05-0.0012711i,0.00039236-0.00062862i,0.00073363-0.00052107i,-0.00010609-0.0001816i,-0.00029276-0.00010185i,-8.5606e-05-0.00037999i,0.00016238-0.00023751i,0.0010226+0.0001291i,0.0011353+0.0010981i,0.00097151+0.0015653i,0.00055301+0.00062539i,-0.0002371+8.482e-05i,0.00018462+0.00073311i,0.00029234+0.00086957i
-0.00034703-0.00060891i,1.5657e-05-0.00035799i,0.00098089+0.00043264i,0.0025291+0.0015898i,0.0021256+0.001474i,0.0010836+0.00054713i,0.000605+0.00032003i,0.00028199-7.1076e-06i,0.00073998-0.00038804i,0.00041899-0.0004357i,-0.00064708-0.00051725i,-0.00063663+0.00011667i,-0.00024714+0.00012872i,-0.00072866-0.00029541i,-0.0011938+0.00023634i,-0.00071577+0.00011456i,0.00038509-0.00083202i,0.00095509-0.0003976i,0.00039412+0.0007083i,5.9117e-05+0.00050237i,0.0001493-0.00034729i,0.00018251-0.00026179i,0.00013126+0.00013312i
-0.00084269+0.0010789i,-0.00071542+0.00076049i,0.00082174+0.0016621i,0.0019518+0.0022689i,0.00078774+0.00054167i,4.7454e-05-0.0012358i,0.00041658-0.0017333i,0.00061918-0.0018209i,9.7856e-05-0.001212i,-0.00019681-0.00031203i,0.00094582+0.00026831i,0.00037504+0.00093344i,-0.00073769+0.00030191i,-0.00045229-0.00048327i,0.00028505-0.00051138i,-7.5431e-05-0.00017101i,-0.00066971-0.0006016i,-0.00012518-0.00083117i,5.2007e-05+0.00046925i,5.1705e-05+0.00069184i,6.0313e-05-0.00039104i,-0.00061397-0.00064899i,-0.0012294-0.00026809i
8.4847e-05-0.00032929i,0.0010198+0.0019535i,0.00096785+0.0033988i,0.0013423+0.0035201i,0.0013659+0.0029418i,0.00091676+0.0017235i,0.00097608-5.9182e-05i,0.00079282-0.0011716i,0.00015277-0.0007935i,-0.00037093+8.8664e-05i,0.00012952+0.00051045i,0.00021193+0.00027671i,-3.1226e-05+4.2666e-05i,-0.00010843+0.00027117i,-0.00016941-0.00030731i,0.0001574-0.00062466i,0.00060555+3.4306e-05i,0.00034318+0.00059693i,-3.8949e-05+0.00042597i,-0.00022182+7.3783e-05i,0.00022108-0.0001961i,0.00052119+0.00019677i,5.3576e-05+0.00020099i
-0.00055103+0.0019372i,-0.00010171+0.0026328i,0.0012625+0.0034181i,0.0035073+0.0035343i,0.0033777+0.0019039i,0.0011945+0.00071134i,0.00027283+0.00071365i,-4.4077e-05+0.00028771i,0.0007609-0.00067048i,0.0013494-0.00057256i,0.0010285+0.00017606i,0.00075215+0.00019761i,0.00058351+0.00042502i,0.00038847+0.00053948i,-0.00017008+0.00081385i,-0.00038217+0.00092233i,-9.9408e-05+0.00059033i,0.0004347+0.00033715i,0.00084945+0.00052712i,-5.3802e-05+0.00054382i,-0.00040707-2.0862e-05i,0.00020629-0.0002508i,0.00042835-0.00020087i
0.0018295+0.0011192i,0.0012646+0.0021686i,0.0015715+0.0025247i,0.0019236+0.0019897i,0.0013841+0.00073749i,0.00028777-0.00015417i,9.8359e-05-0.0011281i,0.00068617-0.0010816i,0.00093011-0.00040261i,0.0007164-0.0003539i,0.00035228-0.0010439i,-1.2869e-05-0.0012435i,-0.00024219-0.00092361i,-0.00021924-0.00034684i,-0.0002651+0.00058068i,-0.00038599+0.00068793i,0.00018947-4.2858e-05i,0.0013787-8.3212e-05i,0.0010596+0.00023231i,0.00014637+0.00045799i,0.00013103+0.0010333i,-0.00020406+0.00063501i,0.00010432+2.0605e-05i
-0.0030343-3.8114e-05i,-0.0033069+0.0020121i,-0.001189+0.0048776i,0.0020221+0.0048218i,0.0036461+0.0016408i,0.0025121-0.00040721i,0.0011471-0.00068861i,0.0005673-0.0012187i,-8.4199e-05-0.0011984i,-8.0861e-05-0.00028006i,-0.00016684+0.00054747i,-0.00026451+0.00090215i,0.0004955+0.00090715i,0.00027372+0.00052409i,-8.2351e-05+0.00070418i,-0.00016623+0.00033709i,0.0001748-0.00041656i,0.00062197-0.000733i,0.00036116-0.00016896i,0.00035791+0.00037543i,0.00047744-0.00020041i,0.00033706-0.00070774i,-0.00010181-0.0003297i
0.002491+0.00036878i,0.0022009-0.00047709i,0.0028818-0.00068917i,0.0035711-0.00038038i,0.0026468-0.0007807i,0.00083811-0.0015042i,-0.00028104-0.0012102i,-0.00047754-0.00066445i,-0.00056334-0.00051285i,0.00013215+0.00015049i,0.00035118+0.00035688i,0.00014286+0.00046394i,0.00024161+0.001088i,-6.0906e-05+0.0015205i,-0.00024661+0.0011909i,0.00043616+0.00023862i,0.00020298+0.00054696i,-0.00036153+0.0014739i,0.00033261+0.0015235i,0.00050428+0.0012228i,0.00039571+0.00035797i,0.00086632-0.00039269i,0.00030893+9.9341e-05i
0.0012174-0.00028693i,0.0012897-0.00091271i,0.0020033+0.00077617i,0.002937+0.0022518i,0.0028842+0.0017934i,0.001198+0.00045354i,0.00019064-0.0002711i,0.00040201-0.00052467i,0.0004644-0.00058394i,0.00075271-0.00043106i,0.00045959-0.00018233i,0.00014711+0.00019168i,0.00071518+0.00018471i,0.00070128+0.00022479i,0.00052646+0.00018893i,0.00082915+0.00013366i,0.00035519+0.00050762i,-0.00010171+0.00067595i,0.00033042+0.00047338i,0.00063779+0.00016111i,-4.3292e-05-0.00016228i,-0.00032764-4.062e-05i,0.00017793-6.227e-05i
0.0031703+0.00033118i,0.0026684-0.00050503i,0.0029987+0.00017832i,0.0036537+0.0013247i,0.0027046+0.00020777i,0.00062414-0.001137i,-0.0003424-0.00091047i,-0.00016697-0.00028409i,0.00052363-0.00022447i,0.00043879-0.00064078i,-0.00066614-0.00046173i,-0.00093404-0.00058644i,-0.00031057-0.0010085i,2.0923e-05+1.3618e-05i,-0.00037029+0.00071247i,-7.4914e-05+0.00069562i,0.00074894+0.00042762i,0.00068165+0.00014351i,0.00014045+0.00024588i,-0.00017861+0.00057787i,-2.8545e-05+0.00018845i,0.00055659-0.00013718i,0.00074027-1.2685e-05i
-0.00041289+0.0006109i,-0.0010769+0.0020584i,-0.00089978+0.0034601i,0.0001715+0.0033239i,0.0010046+0.0020786i,0.00074576+0.000849i,0.00062691+0.00018109i,0.00052476-0.00035351i,-0.00062627-0.00049814i,-0.00056059-0.00036675i,0.00011674-0.0002723i,-0.00016546+0.00035196i,-0.00036086+0.00078954i,-0.00011114+0.00099552i,0.00030933+0.0013747i,0.00034338+0.00088599i,0.00041994+0.00019201i,0.00029218+0.0001696i,0.00029409+0.00036843i,0.00034768+0.00078999i,0.00011851+4.1883e-05i,-0.0003078-0.00035986i,-0.00030311+7.552e-05i
-0.0024436+0.00031955i,-0.0015109+0.0014412i,-0.00063061+0.0029391i,0.0016777+0.0038622i,0.0029775+0.0031191i,0.002283+0.0007395i,0.0013456-0.00040063i,0.00033225-0.0005362i,-0.00017257-0.00061655i,-0.00049423-0.00074673i,-0.0010471-0.00057442i,-0.00038586+0.00082615i,-6.3907e-05+0.0014469i,-6.8123e-05+0.00051054i,-6.8983e-05-0.00030646i,-0.00011477+5.4265e-05i,-3.8941e-05+0.00072671i,0.00024242-0.00018861i,0.00010697-0.0011342i,-1.8377e-05-0.00066195i,5.531e-05-0.00010967i,0.00022822-0.00046615i,1.9003e-06-0.00033155i
-0.00067456+0.0018141i,-0.00021603+0.00099095i,0.00026621+0.0017595i,0.0010721+0.0024299i,0.0011855+0.0011735i,0.00030434-0.0004645i,-0.00035022-0.0017805i,-0.00031884-0.0016964i,0.00025409-0.00083739i,0.00020152-6.6856e-05i,-0.00034634+9.953e-05i,-0.00054157+0.00033947i,-0.00070607+0.0010671i,-0.00051619+0.00013355i,0.00066904-0.00079765i,0.0012186-0.00014438i,0.00035295+0.00011031i,0.00012832+0.00038716i,0.00036937+0.00022028i,-4.4069e-05-0.00035413i,-0.00021272-0.00022669i,-4.0188e-05+4.3079e-05i,-7.2447e-05+8.6645e-05i
-0.0019567+0.00086012i,-0.0017813+0.0011115i,-0.00038181+0.0015196i,0.0016359+0.0024601i,0.001954+0.0018228i,0.0010275+0.00025961i,0.0010129-0.00017221i,0.00096747-0.00044569i,-3.4536e-06-0.00017765i,-0.00074608-0.00012698i,-0.00042432-0.00089354i,-7.4886e-06-0.0011043i,0.00035339-0.00065108i,0.00040239+0.00065679i,-0.00044475+0.0010207i,-0.00029455+0.00028677i,0.00025663-0.00021773i,-0.00033221-0.00057806i,-0.00098957-2.4524e-05i,-0.0001052+0.00056059i,0.00095662+0.00036495i,0.00013531+1.25e-05i,-0.0004724-0.0001825i
0.00017483-0.00062167i,0.0011077+0.00044958i,0.0016242+0.0015281i,0.0022514+0.0019734i,0.0021674+0.0012309i,0.0013571+0.0001307i,0.00015801-3.0469e-05i,-5.9237e-05+8.9776e-05i,0.00040885-3.6212e-05i,0.00028377-0.00040112i,-0.00030724-2.68e-05i,-0.00091448-0.00012957i,-0.00077868-0.00063482i,-0.00010372-0.00029875i,-2.8178e-05+6.9242e-05i,-0.00052324+0.00037066i,-0.0002605+0.00078166i,0.00076075+0.0011038i,0.00052873+0.00072506i,2.5447e-05+0.00058623i,-2.0469e-05-1.6267e-05i,-4.3448e-05-0.00090025i,0.0001686-0.0010067i
-0.0027954+3.0669e-05i,-0.0010249+0.00051415i,0.00017218+0.0020224i,0.0010969+0.0018141i,0.0019743+0.00088104i,0.0015438+8.5036e-05i,0.0012076-0.00041452i,0.00093711-0.00049977i,-1.1237e-05-0.00070586i,-0.00021475-0.0010749i,-0.0003446-0.00040065i,-0.00048579+0.00055357i,-0.00046787+8.984e-05i,6.9907e-05-0.00016006i,0.00037223+0.00030112i,5.0226e-05+0.00028204i,-0.00015167+7.1099e-05i,-2.1739e-05+0.0002877i,-3.8328e-05+0.00046323i,-0.0001141+0.00012952i,-8.7876e-06+9.5626e-05i,-0.00040832+0.0001684i,-0.00088201-0.00043624i
0.0014786-0.0007076i,0.00060192+0.00087218i,0.0006813+0.001692i,0.0024807+0.0016566i,0.0035395+0.00015651i,0.0017555-0.000526i,0.00029389-0.0012713i,0.00022304-0.0023881i,-0.00020408-0.0015843i,-0.00083739-0.00012852i,-0.00066308+0.0005973i,0.00040677+0.00076391i,0.00088178+0.00036805i,0.00046969+0.00047853i,0.00060629+0.00056333i,0.00064393+0.00034236i,0.00018539+0.00055044i,-0.00013369+0.00016211i,-0.00013808-0.00022424i,-0.00027678+0.0001651i,-0.00013007+0.00035884i,-0.0006265+0.00030327i,-0.00055733+0.00030699i
0.0020447+6.8051e-05i,0.0010067+0.0013395i,0.0014433+0.001755i,0.0022668+0.0011067i,0.0019331+0.00022741i,0.00078795-0.00028949i,0.0007033-3.5764e-06i,0.00073479-0.00010418i,0.00045975-0.00032649i,0.0011462-0.00092354i,0.00074667-0.0011176i,0.00028483-0.00032867i,0.00072266-1.3049e-05i,0.00050054+0.00024346i,0.0001941+0.0010294i,0.00046966+0.00066116i,0.00093974-0.00044105i,0.0010797-5.3728e-05i,0.00018435+0.0001645i,-0.00045192-0.00023663i,-9.3593e-05-0.0007009i,0.00034655-0.0008629i,0.00028909-0.00064012i
0.002392+0.0014161i,0.0013718+0.0016537i,0.0027462+0.0027111i,0.0034912+0.0029774i,0.0026562+0.0013518i,0.0008311-0.00031571i,-0.00014821-0.00077546i,0.00052282-0.0010591i,0.001081-0.00096548i,0.0015016-0.00085411i,0.00086939-0.00059669i,0.00016903+0.00049825i,-9.2721e-05+0.00096205i,-0.00028886+0.0011246i,-0.00065061+0.00073718i,-0.00034318+0.00017469i,0.00048392+0.00017202i,0.00032781+0.00023854i,0.00076609+0.00014107i,0.0015954-0.00023895i,0.00082505-0.00037035i,-0.00040622+3.1079e-06i,-0.001358+0.00032298i
0.00033847+0.00052518i,-0.00020688+0.001447i,0.0007497+0.0036007i,0.0027665+0.0032602i,0.0032028+0.0010377i,0.0016057+2.2266e-05i,0.00061432-1.6947e-05i,0.00050225-0.00028614i,0.00021777-0.00069106i,0.00045533-0.00089477i,0.00037968-0.00087533i,-0.00041797-0.00013659i,-0.00023208+0.00067244i,0.00026677+9.9148e-05i,0.00049878-0.00042491i,0.00065319-0.00019239i,0.00037747+0.0006361i,0.00053119+0.00074358i,0.001053+0.00022531i,0.00018026-0.00013897i,-0.00069874-0.00053857i,-0.00016707-0.00047873i,3.2313e-05-0.0003597i
-0.0031775+0.00081191i,-0.0029583+0.0018753i,-0.0011431+0.002944i,0.0012499+0.002671i,0.0011994+0.0014415i,0.00027104-0.00046221i,0.00022669-0.0015879i,-0.00049074-0.001404i,-0.0010281-0.00083406i,-0.00057347-0.00013681i,-7.0812e-05+7.1502e-05i,-1.1624e-05-0.00062208i,-0.00019846-0.00064028i,-0.00047365-0.00029585i,-0.0002274-0.00019127i,0.00048777-0.00031382i,0.00057336-0.00014092i,-0.000196+0.00010533i,-0.0001497-0.00032731i,0.00047965-0.00012988i,0.00042043-0.00031955i,0.00015108-0.00091145i,-0.00029317-0.00051458i
-0.0010061+0.0012397i,-0.0006857+0.0020262i,0.0011956+0.002185i,0.0024473+0.0017635i,0.00295+0.00093504i,0.0024527+0.00011998i,0.0010883+3.5286e-05i,0.00038925+1.0847e-05i,-0.00015825-0.00060276i,-0.00027418-0.00088301i,0.00044094+0.0001669i,0.00042189+0.00069934i,1.8309e-05+0.00029939i,7.9822e-05+0.00049435i,-0.00011854+0.00099976i,0.00021371+0.0010622i,0.00078141+0.000511i,0.00020635-0.00021004i,0.00030172-6.2614e-05i,0.00053606+0.00063697i,-0.00061452+0.00016332i,-0.0012927-0.00036451i,-0.0010925-0.00068758i
0.002009-0.00042473i,-0.00032725+0.0008495i,0.00023892+0.00083593i,0.0012569+0.001251i,0.0012498+0.00080286i,0.00043078+9.7079e-05i,5.1743e-05-0.00019261i,0.00059114-0.00073681i,0.0011937-0.0013254i,0.00072167-0.00018939i,-0.00065835+0.00038021i,-0.000579+0.00027088i,-0.00024139+0.00057531i,-0.00043793+0.00091338i,-0.00022055+0.0005239i,0.00031357+0.00024223i,-0.00036598+0.00043291i,-0.00053158+0.00056122i,5.4021e-05+0.00054801i,0.00054296+0.00023743i,0.00058124-2.2623e-05i,0.00044599-0.00018423i,9.7381e-05+0.00049742i
-0.00070935+0.002091i,0.00048851+0.0033581i,0.0016113+0.0048944i,0.0039727+0.0042242i,0.0053859+0.0018697i,0.0035171-2.1304e-05i,0.0012366-0.00059332i,0.00055759-0.00079456i,0.0009207-0.00078357i,0.0011181-5.0576e-05i,0.00078398+0.00055972i,0.00060008+0.00036144i,8.6517e-05-0.00035i,-3.1062e-05-0.00079338i,0.00061537-0.00061442i,0.00066725-0.00024093i,0.00010545-7.6566e-05i,-0.00060471-0.00070915i,-0.0007015-0.0010062i,0.00013023-0.00040511i,-0.0001404-0.00024069i,-0.00056546-0.00067892i,-2.7256e-05-0.0006958i
0.0014277+0.0008457i,0.0013971+0.0010902i,0.0019468+0.00097837i,0.0024407+0.00065953i,0.0018275-0.00082054i,7.0676e-06-0.0013563i,-0.00092755-0.0015653i,0.00056517-0.0018046i,0.0012826-0.00097274i,0.00083014-0.00035755i,0.00058614-0.00099554i,0.00033829-0.0013804i,0.00079644-0.00031998i,0.00090859+0.00095284i,9.5183e-05+0.00087391i,-7.6025e-05+4.9976e-05i,-0.00031386+5.5782e-05i,-0.0007208-0.00017533i,-0.00054644-0.00047411i,-0.00045774+0.00010679i,-0.00025568+0.000629i,0.00028197+0.00070682i,0.00044164+0.00028681i
0.0009214+7.4714e-05i,0.00014092+0.00089878i,0.00048077+0.0011751i,0.0020224+0.0014665i,0.0021444+0.0011308i,0.00035117+0.00046344i,-0.00091097-8.155e-06i,-0.00037712+0.00018599i,-0.00042544-0.00013404i,-0.00063991-0.00053262i,-0.00064927-0.00050504i,-0.00021476-0.00043564i,-0.00016183+0.00042807i,-0.00074549+0.0006221i,-0.00055735+0.00033551i,-0.00012291+0.00018893i,-9.7488e-05+0.00062464i,0.00026588+0.00088125i,0.00032638+0.00059698i,-0.00034521+4.9455e-05i,-0.00054795+0.00021407i,-0.00069681+0.00068888i,-0.00060264-8.7438e-05i
0.0011432+0.0014904i,0.00095888+0.00075513i,0.002088+0.0010088i,0.0034883+0.0015035i,0.0031431+0.00080542i,0.00079592+0.00010716i,-0.00046901+0.00027061i,-0.00037623+0.00030046i,-0.00011878+0.0003744i,0.0011352+0.00024219i,0.0021507-0.00020175i,0.0013909-0.00018551i,0.00016032+0.00023633i,-0.0003486+0.00052698i,1.9263e-05+0.00029706i,0.00030982-0.00013828i,0.00043611-0.00067466i,0.0010866-0.00094875i,0.0011061-0.00085166i,0.00045114-0.0010136i,0.00019953-0.00066991i,0.00057409-0.00028242i,0.00035949+2.4171e-05i
-0.001718-0.001803i,-0.0026928-0.00029538i,-0.0019271+0.0015576i,0.00013863+0.0023611i,0.0010168+0.0011173i,0.00069846-1.5362e-05i,0.00055575-0.00042699i,0.00044346-0.00070137i,0.00013124-0.00068109i,-7.593e-05-0.0006304i,-0.00034266-0.00053909i,-0.00063199-0.00012226i,0.00039443+6.7225e-05i,0.0012644-0.00013737i,0.00030541+4.1112e-05i,-8.3598e-05+0.00040526i,0.0007347-0.00031182i,0.00095849-0.0011962i,0.00037238-0.0016028i,0.00047965-0.0015184i,0.0005752-0.0011324i,0.00010947-0.00060078i,-0.0004087-2.84e-05i
-0.00066444+0.00058475i,-0.00029947+0.0013993i,0.002353+0.0018081i,0.0045678+0.0018798i,0.0041395+0.0012141i,0.0023563-0.00032821i,0.00084732-0.0012691i,0.00043373-0.0010282i,0.00048551-0.00053853i,0.00032279-0.00029851i,0.00038504-0.00049781i,0.00032935-0.0012737i,-0.00011838-0.0020335i,3.35e-06-0.0010545i,0.0002448+0.00073962i,-7.6609e-05+0.00082854i,0.00031982+0.00022662i,0.00057997-0.00048711i,0.00034884-0.00029803i,0.000194-0.00024426i,0.00025712-0.00066005i,0.00039517+0.00010382i,0.00050627+0.00019591i
-0.00036173+0.0012465i,0.0004101+0.0021106i,0.0019981+0.0030216i,0.0024538+0.0028469i,0.001712+0.00090617i,0.0011064-0.00011841i,0.00089624-0.00015988i,0.00042581-0.0014369i,0.00084581-0.0022415i,0.0014884-0.0015914i,0.0012385-0.0015653i,0.00081215-0.00092583i,0.00049961-0.00058096i,0.00054968-0.00066582i,0.00062433-7.9506e-05i,0.00031604-5.843e-05i,-8.6605e-05-0.00018492i,-0.00086448-0.00028966i,-0.00082608-0.00028416i,-0.0002422-0.00024487i,0.00032645-0.0010166i,0.0010371-0.00088435i,0.00085859-1.1068e-05i
0.0011368-0.0010622i,0.00022003-8.8623e-05i,0.0010042+0.0018476i,0.0027844+0.0030197i,0.0027742+0.0019718i,0.0020573+0.00078667i,0.0010503+0.00090356i,0.00043786+0.00039363i,0.00033568-0.0003386i,0.00052911+1.2692e-06i,0.00037339+0.00069754i,0.00021444+0.00052509i,-0.00042367-0.00032856i,-0.0008395-0.00021542i,-0.0003754+0.00014502i,-0.0005683+0.00059916i,-0.00057927+0.00062554i,-0.00020054+0.0001875i,0.00071359-3.6722e-05i,0.0014907+5.7434e-05i,0.00071765+0.00017151i,0.00011145-0.0001756i,0.00032675-0.00018711i
0.0012093-0.0010446i,0.0010443-5.7116e-05i,0.0011117+0.0010751i,0.0019907+0.0016533i,0.0021769+0.00082317i,0.00092294-0.00026091i,0.00023135-0.0001921i,0.0004756+0.0002566i,0.00020407-0.0009099i,-0.00029511-0.0017364i,-0.00034138-0.00092602i,-0.00069586-0.00023723i,-0.00021608-0.00044099i,0.0002598-0.00081635i,-0.00023228-6.1247e-05i,-0.00095202+0.00058546i,-0.00063556-5.7813e-05i,-5.2125e-05-0.00026624i,5.8664e-05+9.6091e-07i,-0.00038662-1.6282e-05i,-0.00013227+6.1074e-05i,-2.8523e-05+0.00054554i,-0.00056294+0.00013848i
-0.00028409+9.806e-05i,-0.00039046+0.00059551i,-0.00049347+0.0018686i,0.00096711+0.0023327i,0.0020858+0.0010837i,0.0011221-0.00053328i,0.00028577-0.00097666i,-3.4509e-05-0.00082278i,-7.7892e-05-0.00071582i,0.00048996-0.00093405i,0.00090264-0.0006717i,4.1017e-05-1.6934e-05i,-0.00050295+0.00018792i,0.00019156+0.00086986i,0.00054991+0.0014002i,0.00087403+0.0010042i,0.00063014+0.00026998i,-9.9644e-05-0.00025636i,-0.00031549+0.00036591i,-9.3856e-05+0.0010436i,-0.00012602+0.00059114i,-0.0002735-0.00040572i,-0.0003758-0.0012549i
