-0.001774+0.0011397i,-0.0018208+0.0016221i,-0.00050787+0.0023201i,0.0013627+0.0022319i,0.0024302+0.00096556i,0.0015502+9.7658e-05i,0.00042682+0.00055373i,0.00063594+0.00043565i,0.0013743-5.9172e-05i,0.0015875-0.00047202i,0.0009019-0.00079246i,-0.00030186-3.8961e-05i,-0.00084173+0.00060423i,-0.00046054+0.00031355i,-0.00027647+6.8561e-05i,-0.00077706-7.1144e-06i,-0.0004342-0.00082871i,0.0003037-0.00073119i,-7.9106e-05+0.00045415i,-0.00026506+0.0006085i,0.00016753+0.00017608i,-0.00023881+0.00043932i,-0.00072244+0.00095519i
0.0035313+0.00095674i,0.0037481+0.00084235i,0.0047777+0.00043033i,0.0036127-0.00024883i,0.0013903-0.0020215i,-0.0012636-0.0027504i,-0.0017708-0.001991i,0.00052196-0.000859i,0.0015917-0.00030677i,0.001061-0.00074i,0.00028743-0.00052331i,-0.00042116+0.0008536i,-0.00038015+0.00097841i,0.0003025+0.00048694i,0.0004931-7.7164e-05i,0.0001913+0.000256i,-7.8302e-05+0.00056584i,0.00041275+8.9294e-05i,0.0012258-6.2827e-05i,0.00101-0.00025979i,0.00097422-0.0005029i,0.00099742-0.00052276i,-0.00037609+6.1566e-05i
0.00071888+0.00070508i,0.00091552+0.0008276i,0.0016028+0.0011065i,0.0031269+0.0016887i,0.003333+0.00098355i,0.0016522-0.00083522i,0.00016202-0.0010307i,-0.00081003-0.00066948i,-0.0012456-0.00067384i,0.00034362-0.00076073i,0.0010305-0.00052104i,-0.00076211+0.00027651i,-0.0013507+0.00030193i,0.00016728+5.6787e-05i,0.00085678-5.6909e-05i,0.00027702-7.1943e-05i,0.00028989+0.00049005i,0.00073884+0.00018963i,0.001137-0.0002727i,0.00049961-0.0006706i,-0.00010869-0.00053921i,0.00029831+0.00012781i,0.00028059+0.00014024i
-0.00031757+0.0011714i,-0.00078455+0.0026681i,0.00074306+0.0028446i,0.0026315+0.0020455i,0.0028636+0.00052605i,0.0014584-0.00076082i,6.9988e-05-0.00059959i,-0.00062539-0.00081009i,-0.00030992-0.0011819i,-4.9741e-05-0.0007552i,-0.00025301-6.525e-05i,-0.0006063-5.4214e-05i,-0.00097703-0.00057957i,-8.5509e-05-0.00045918i,0.00055767+0.00023498i,0.00056916+0.00027517i,0.00043441+0.00022909i,0.00028949+0.00062652i,-8.0897e-05+0.00054019i,-0.00025144+0.00018644i,0.00047885-1.8116e-05i,0.00014022-5.9481e-05i,-0.0011455+0.00017807i
-0.00066984-0.00043508i,-0.0004371-0.00013817i,0.0010265+0.00045798i,0.0032473+0.00089949i,0.0032354+5.6885e-05i,0.0011067-0.00069559i,0.0001806-0.00045247i,0.00055862+5.8823e-05i,0.00048249+0.0002377i,-0.00034466-0.00015645i,-0.00013418-0.00015812i,0.00042434+0.00029301i,0.00030665+0.0005615i,0.00070376+0.00091888i,0.0014513+0.00029365i,0.0010764-0.00013703i,0.00050638-0.00035528i,1.7479e-05-0.0004729i,-0.00032969-0.00025061i,-0.00047859-0.00017095i,-0.00014885-0.00034402i,2.8653e-05-2.8482e-05i,-0.00066556-0.00011692i
0.0014049-0.0010888i,-0.00044659-0.0010087i,-5.5013e-05+0.0011264i,0.0019621+0.0023421i,0.0026841+0.00063417i,0.0014032-0.00091208i,0.00054554-0.00092932i,0.00063439-0.0010784i,0.00073474-0.0010537i,0.00076351-0.00056676i,0.00067842-0.00058114i,0.0006852-0.00057301i,0.00095201+0.00011125i,0.00063308+0.00064949i,0.00021362+0.00077856i,3.6012e-05+0.00025062i,-0.00028559-0.00048874i,-0.00022921-0.00046876i,-0.00041355-5.0242e-06i,-0.0011564+0.00014845i,-0.0012891+0.00018435i,-0.0012484+0.0002064i,-0.00042876+0.0006384i
0.0034682-0.0012218i,0.0024606-0.00041739i,0.0022664-0.00079284i,0.0023092-0.0010573i,0.00036319-0.00071155i,-0.001426-0.0014472i,-0.00087864-0.0012322i,-0.00058165-0.0006522i,-0.00098046-3.1618e-05i,-0.0001297+0.00044645i,0.00096168+0.00019969i,0.00068408+0.00059096i,0.00074335+0.00074i,0.0011172+0.00095845i,0.0011449+0.00095154i,0.00094788+7.0996e-05i,0.00051312-0.00031084i,0.00028008-3.1901e-06i,0.00011337+0.0002914i,-0.00016933+0.00028962i,0.0003536+4.1077e-05i,0.0013256-4.3747e-05i,0.0011758-0.00030498i
-0.0006222-0.00069157i,-0.0010722+0.00087354i,-0.00066439+0.00078794i,0.0001704+0.00046185i,0.00081214-9.6996e-05i,0.00018804-0.00020385i,8.9733e-05+0.00029104i,0.00054351+4.0092e-05i,7.8189e-05+0.00014041i,-9.8533e-05+0.00034835i,0.00018817+5.7336e-05i,-0.00017053+0.00035495i,-0.00026903+8.8358e-05i,0.00047391-0.00062516i,0.0004961-0.00035221i,0.00049584+0.00029566i,0.00088491+0.00031733i,0.0010187+0.00045165i,0.00015312-0.00013292i,-0.00040256+9.1494e-05i,-0.00036214+0.0003392i,-0.00025733-0.00016869i,-0.00014484-0.00044212i
-0.0016695+0.0010683i,-0.00033968+0.0010764i,0.0023964+0.0012901i,0.0037498+0.0011445i,0.0025308-0.00064735i,0.00047041-0.0011079i,-0.00031474-0.00049207i,-0.00038376-0.0015099i,-0.00012614-0.0018541i,0.00048167-0.00042112i,0.00034144+0.00040361i,-0.00059613+0.0011425i,-0.00098909+0.0014131i,-0.0012044+0.0006636i,-0.0013437+0.00072245i,-0.00086582+0.0007153i,-8.9407e-05+0.00011636i,0.00040942-0.000373i,0.00081671-0.0008748i,4.9889e-05-0.00050435i,-0.00065146-0.00025861i,-0.00028235-0.00031027i,0.00019579+0.00028369i
-0.00020694-0.0018768i,0.0010932-0.0013611i,0.0015327+0.00057343i,0.0027125+0.0023943i,0.0027561+0.0024151i,0.00028478+0.00040917i,-0.00068337-0.0012116i,-0.00020638-0.0014225i,-0.00015166-0.0017914i,8.6814e-05-0.0010288i,0.00044329+0.0002321i,4.8107e-06+0.00095208i,-0.00052184+0.0014169i,-0.00042235+0.00064945i,0.00027631-0.00066004i,0.0013379-0.0012969i,0.00057616-0.0013423i,-0.0003436-0.0010725i,-6.365e-05-0.00050886i,-0.00064846+5.4842e-05i,-0.00075433+0.00014608i,-6.236e-05+4.0496e-05i,0.00056372+0.00022262i
-0.0025753+0.0017027i,-0.0009667+0.0031777i,0.00074784+0.0052106i,0.0031675+0.0052957i,0.0040441+0.0033975i,0.0028935+0.00096888i,0.0014852-0.000364i,2.1572e-05-0.0004871i,-0.0010046-0.00068397i,-0.00068119+0.00013957i,-0.00037796+0.00036339i,-5.9334e-05-0.00016385i,0.00027211+0.00023678i,0.00052091+0.00067264i,0.00033774+0.00024516i,0.00024726-0.00014706i,0.00052309-0.00036747i,0.00033026-0.00052288i,-0.00014824+0.00011648i,0.0002806+0.00061373i,0.00074189-0.00033426i,0.0007297-0.0011346i,0.00027744-0.00031131i
0.0015612+0.00045599i,0.0018378+0.00043507i,0.0019748+0.0013037i,0.001961+0.0012555i,0.0016505-2.5841e-05i,0.00054705-0.00053705i,-8.9998e-05-0.00057793i,7.7792e-05-0.0014302i,0.00072863-0.0011127i,0.00076774-5.068e-05i,8.1439e-05+0.00019982i,0.00014882+0.00045069i,0.0006175+0.00014047i,0.00093067-0.00047612i,0.00065165-0.00034928i,0.00081332+0.00019865i,0.00037489+0.00052063i,0.00014788+0.00050567i,0.00055112+0.00080704i,8.4259e-05+0.00087066i,9.4776e-05+0.00030026i,-0.00043111+0.00015356i,-0.00085885+0.00081767i
-0.0033713+0.0011978i,-0.0028778+0.0022526i,-0.00079555+0.0035349i,0.0017835+0.0030694i,0.0030322+0.00092397i,0.0021827+0.00045168i,0.0015222+0.00029265i,0.0014948+5.8677e-05i,0.00068228-8.3419e-05i,0.00045119-0.00048044i,0.00062533-0.00015235i,0.00014345+1.6135e-05i,-0.00053348+0.00045993i,-0.00065071+0.00069561i,-0.00048099-1.1651e-05i,0.00022814+4.6507e-05i,0.00015698-4.5266e-05i,0.0001525-0.00076267i,0.00015856-0.00020846i,-0.00012389+0.0004146i,-0.00012191-0.00027697i,-0.00013301+0.00038587i,-0.00012075+0.0017834i
0.001313+0.0020249i,0.0012418+0.0015966i,0.0022648+0.001695i,0.003408+0.0011383i,0.0022605-0.00012125i,-3.662e-05-0.0011966i,-0.00071926-0.0012639i,-0.00018672-0.00086325i,0.00037182-0.00030117i,0.00063077-0.00042411i,0.0009607-0.00048969i,0.00040872+0.00038304i,-0.0010148+0.00098876i,-0.00095488+0.00060347i,-0.00019863+0.00096144i,0.00022828+0.00091216i,0.00076205+7.0284e-05i,0.00054072-4.2153e-05i,-0.00069574+4.7298e-05i,-0.0012307+0.00011297i,-0.00048068-0.00014599i,-0.00018542-0.00044498i,-9.8076e-05-0.00029825i
0.0014506-0.0019323i,0.0018992-0.0008722i,0.0021857+0.00083654i,0.0030397+0.0021696i,0.0027912+0.0015049i,0.0012346+0.00011123i,0.00016345-0.00058886i,-0.00046961-0.00069633i,-0.00064381-0.00031892i,-0.00016997-0.00034594i,0.00093841-0.00024379i,0.001145+0.00029959i,0.00030337+0.00036757i,-9.1218e-05+4.3835e-06i,0.00039613-0.00045143i,0.00044859-0.00038826i,0.00034231-0.00034266i,0.00068506-0.0006452i,-1.1141e-06-0.00047463i,-0.00038455+3.0233e-05i,-0.00012078+8.2521e-05i,-0.00037059+0.00031322i,-0.00036684+0.00094758i
0.00078177+0.0035051i,0.0013485+0.0028974i,0.0041912+0.0024511i,0.005712+0.0013821i,0.0047094-0.00046738i,0.0023678-0.0014596i,0.00088669-0.00018107i,0.00034355+0.0011919i,0.00015423+0.00054253i,0.00077485+0.0002069i,0.00087535+0.00032937i,-0.00014698+0.00031053i,-0.0012557+0.00060834i,-0.0010349+0.00064718i,-0.00059113+0.00051738i,-0.00078547+0.00049908i,-0.00094332+0.00047298i,-0.00045636+0.00077486i,0.00016121+0.00036462i,0.00015605-0.00038638i,0.0002124-0.00067926i,0.00059989+0.00011806i,0.00029035+0.00054915i
-0.001009-0.00013037i,0.00039754+6.6252e-05i,0.0020427+0.0011527i,0.0032861+0.0014271i,0.0026151+7.4245e-05i,0.0010203-0.00080773i,0.00010557-0.00042032i,-6.5232e-05-0.00097444i,-0.0005367-0.0013617i,-0.00065699-0.00065066i,-2.9468e-05-0.00014181i,0.00048963+0.00062165i,1.5381e-05+0.00057878i,-0.00053244-0.00019572i,-0.00095068-0.00076541i,-0.0010676-0.00049907i,-0.00062139-0.00023683i,0.0005448-0.00056855i,0.0010342-0.00061452i,0.00044034+0.00014746i,0.00039973+0.00089827i,0.00064371+0.00040382i,0.00034969-1.841e-05i
-0.00055458+0.0003934i,-0.0007649+0.0019413i,0.0010512+0.0017495i,0.0037802+0.0015209i,0.003805+0.0010349i,0.0017935+0.00018393i,0.00057348-0.00042342i,0.00039196-0.00082947i,4.3189e-05-0.00029592i,-0.0001916-0.00036312i,-0.0003629-0.00048102i,-0.00039161+0.00021174i,-0.00010273+0.00045732i,0.00015485+0.00071215i,0.00047552+0.00062848i,0.00070599-0.00025194i,0.00078801-0.0011308i,0.00016027-0.0012259i,-0.00026003-0.00043946i,-0.0002494+1.4493e-05i,-0.00039922-0.00010536i,-0.00033861-0.00035272i,1.703e-05-0.00011871i
0.0010958-0.00084473i,0.0008146-0.00069179i,0.0012004+0.00052377i,0.0012655+0.0009485i,0.00067625+0.00035828i,0.00014019-0.00021276i,0.00070559-0.00068123i,0.0010288-0.00079566i,-0.00037247-0.00060961i,-0.00096573-0.00027154i,-3.4707e-05-0.00021151i,-4.2708e-06-0.000411i,-0.0005323-0.0005514i,-0.00021537-0.00038789i,2.2043e-05-0.00040489i,-6.7995e-05-0.00069552i,0.00011788-0.00086461i,0.00019256-0.00061472i,-0.0003183-0.0003882i,-0.0012126+7.854e-06i,-0.0012362+0.00015459i,-0.00074552-0.00014525i,-0.00034397-0.00015385i
-0.00026723+0.0011606i,-0.00042786+0.0018493i,0.0009981+0.0031105i,0.0028553+0.0020352i,0.0027602+2.5128e-05i,0.001179-7.0474e-05i,-6.8356e-06-8.2977e-05i,3.0656e-05-0.00057181i,0.00022675-0.00020112i,-6.5209e-05+0.00026724i,-0.00030815+0.00039017i,0.00056479+0.00053872i,0.00089617+0.00063107i,0.0004068+0.00035548i,0.00082524+8.7643e-05i,0.00067277+3.7434e-05i,-0.00020115+4.3433e-05i,0.00023415+6.1787e-05i,0.00076601-0.0004724i,0.00037187-0.00053815i,0.00017836-0.00024603i,0.00039264+2.1027e-05i,-1.2674e-05-8.7976e-05i
0.0031874-0.00068877i,0.0029516+0.00059048i,0.0026213+0.001571i,0.0031751+0.0010753i,0.0024484+8.6339e-05i,0.00091065+0.00016793i,0.000642+0.00018962i,0.00028244-0.00062033i,-0.00052146-0.0016882i,-0.00078463-0.0013336i,-0.00058941-0.00060902i,-0.00023299-0.00030591i,-6.1681e-05+9.9557e-05i,-0.00019692+0.00011782i,-0.00012836+3.83e-05i,-0.0002437-8.9535e-05i,-0.00058515-0.00012499i,-0.00028455-0.0001797i,0.00023441-0.00016607i,0.00022414+0.00070515i,-0.0003667+0.00015103i,-0.0007032-0.00056442i,-6.8431e-05-5.7098e-05i
0.00020771+7.4813e-05i,-0.00037825+0.00059216i,0.00057359+0.0011117i,0.0020916+0.00064569i,0.0022625-0.00080391i,0.00063309-0.0018389i,-0.00051836-0.0020874i,2.5545e-05-0.0014455i,0.00051581-0.00074273i,0.00032087-0.00066949i,0.00046273-0.00029903i,0.00026701+7.611e-05i,-0.00040313+0.0002511i,-0.00034011+0.00072925i,-0.00042115+0.0010522i,-0.00064647+0.0004349i,-0.00017694+0.00036975i,-8.8776e-05+0.00062014i,7.0159e-05+0.00029011i,0.00025875+0.00027684i,0.00014731+0.00023095i,2.9997e-05+0.00023885i,-0.00021606+0.00013453i
0.00062798-0.0012047i,0.0010534-0.00078611i,0.0013657-4.8697e-05i,0.0024629-0.0003173i,0.0017184-0.0015369i,-0.00026419-0.0015151i,-0.00037744-0.0015236i,-0.000398-0.0010167i,-0.00042584-0.00023933i,-0.00056826-0.00078183i,-0.0005573-0.00098197i,-0.00014373-0.00042134i,0.00031727+0.00040297i,-8.0857e-05+0.00017372i,4.8459e-06-0.00066059i,2.161e-05-0.00029311i,-0.00026022-1.6181e-05i,0.00065605-6.4871e-05i,0.00076968-0.000473i,0.00048769-0.001085i,3.2001e-05-0.0011788i,-0.00043101-0.0012223i,-1.6431e-05-0.0013294i
-0.00033848-0.0019854i,-0.00029203-0.0023365i,0.00054819-0.00056932i,0.0024777+0.0011967i,0.0032352+0.00070177i,0.0023396-0.00027625i,0.0014783-0.00076925i,0.00097544-0.00050695i,-0.00013408+4.7427e-05i,-0.00031341+0.00029799i,0.00010877+0.00042488i,-0.00018333+0.00024146i,5.2337e-05-9.7277e-06i,0.00026905+0.0001689i,0.00061013+0.00041922i,0.00059238+0.00045938i,0.00018652+8.3316e-05i,0.00044396-0.00032236i,0.00079894-4.0696e-05i,0.00039709-2.2204e-05i,0.00033113-0.00076753i,0.00037994-0.0013608i,0.00034434-0.00095037i
0.0019819+0.0010016i,0.00098132+0.0027089i,0.0020785+0.0023517i,0.0028142+0.00093818i,0.0021519-0.00040934i,0.00096888-0.0007732i,0.0004052-0.0003305i,0.00041228+0.00038382i,0.00033422+0.00018189i,1.4279e-05+2.9816e-05i,3.7103e-05-0.0003988i,0.00028316-0.0013206i,0.00035937-0.0010014i,0.00082178+0.00025662i,0.0013738+0.00047135i,0.0010824-0.00039599i,0.00035151-0.00085576i,0.0004171-0.0002232i,0.000636+0.00034434i,0.00083492-0.00026222i,0.00040113-0.00085801i,-0.00019352-3.7456e-05i,-0.00058119+0.00098298i
-0.00099953+0.0002551i,-0.00015573+0.00098958i,0.0012062+0.0033203i,0.0014794+0.0036824i,0.00099629+0.0022139i,0.00083982+0.0013555i,0.00012238+0.00052673i,-0.00034919+0.00036883i,-8.7185e-05+0.00072672i,-0.000168+0.00018599i,-0.00039979-0.00036559i,-0.00038856-3.5363e-05i,-0.00086659-3.9012e-05i,-0.00077087-0.0013031i,-9.1536e-06-0.0016624i,0.00044338-0.00074414i,0.00086728-0.00026199i,0.0013361-0.00076864i,0.00031295-0.00091242i,-0.00025475-0.00042932i,0.00039516-0.00053044i,0.00011542-0.00043978i,-0.00022328+0.00030017i
-0.0030312+0.00065262i,-0.0027141+0.0033018i,-0.00090253+0.0038853i,0.0016413+0.0031513i,0.0018154+0.0020649i,0.00080531+0.001062i,0.00061791+0.00039717i,-1.8604e-05-0.00083558i,-0.00023509-0.0011997i,5.3513e-06-0.00056013i,0.00049261-0.00039255i,0.000287-7.2416e-05i,-1.7112e-05+0.00078241i,-0.00044278+0.0010233i,-0.00035511+0.00052125i,0.00011952+0.00021633i,0.00036739-9.7254e-05i,0.00042885-0.00080017i,-0.00029738-0.00020452i,-0.00067103+0.0010459i,-0.00039019+0.0010848i,-0.00072028+0.00010194i,-0.00064305+2.4335e-05i
0.0015616+0.00079549i,0.0020419+0.00018773i,0.0027828+0.00061298i,0.003282+0.00064568i,0.0029756-0.00058665i,0.0010262-0.0013921i,-0.00074387-0.00128i,-0.00067343-0.00091382i,-9.226e-05-0.00052364i,-0.00017377-0.00068121i,-0.00041904-0.00053032i,0.00019372-0.00054298i,0.0006267-0.00057753i,-0.00021868-0.00036484i,-0.00046044+0.00042038i,0.00020591+0.0010815i,0.00024019+0.00093886i,-8.4168e-05+0.00082175i,0.00018479+0.00052073i,-0.00013756+0.00026855i,-0.00038756-0.00012672i,-8.7079e-05-0.00046813i,0.00036227-0.00058507i
0.0022662+0.00025096i,0.0015715+0.0012151i,0.0020762+0.0011551i,0.0025704+0.00016326i,0.0018214-0.0012606i,0.00059133-0.0015399i,-8.1845e-06-0.00078274i,0.00029015-0.0010648i,0.00080122-0.0016949i,0.0004586-0.0014716i,-0.00010479-0.00098616i,-0.00016094+0.000277i,-0.00013506+0.0015431i,0.00043946+0.0010052i,0.00089552+0.00051511i,0.00078447+2.9908e-05i,0.00055126-0.00019369i,0.000434-0.00023836i,0.00015188-7.6023e-05i,-0.00042299-0.00023612i,-0.0001764-0.00060397i,-9.7071e-05-0.00019789i,-0.00052184+6.8732e-05i
0.0025768+0.0021892i,0.0015897+0.0021795i,0.0018517+0.0022331i,0.0034908+0.00075491i,0.0031072-0.0015402i,0.0015329-0.0024053i,0.0017501-0.0014522i,0.0014552-0.00010873i,0.00094462+8.452e-05i,0.0013178-0.00056322i,0.0004706-0.00085431i,-0.00044501-0.00078902i,-0.00067369-0.00091009i,-0.00035285-0.00054678i,0.00011115+0.00022429i,0.0004897+0.00043352i,0.00019943+0.00045502i,-0.00068232+0.0007858i,-0.00048799+0.0004663i,0.00027812-1.3603e-05i,-4.2056e-05-0.0001427i,-0.00023329-9.0771e-05i,-0.00044434-0.00022543i
0.00032995-1.0962e-05i,0.0011348+0.00057489i,0.0017324+0.0017618i,0.0032086+0.0016619i,0.0039429+0.00019823i,0.0029025-0.00064307i,0.0012433-0.00051294i,0.00012492+0.00016958i,-0.00035632+0.0012306i,5.769e-05+0.00076951i,0.00023719-0.00080971i,-0.000433-0.00077897i,-0.00070409-0.00056506i,-0.00037612-0.00021032i,-0.00015556+5.065e-05i,-0.00016533-0.00063142i,0.00027633-0.000365i,0.00061965+0.00092529i,0.00018614+0.0013265i,-3.3742e-05+0.00024963i,0.00031029-0.00013301i,-0.00015969+6.3999e-05i,-0.00039053-0.00014273i
-0.0021338+0.0011743i,-0.00062398+0.002161i,0.0016178+0.0032307i,0.0035474+0.002753i,0.0036289+0.001211i,0.0024357-1.6926e-05i,0.0015815+0.00016142i,0.00026153-0.00042935i,-0.00083304-0.00065782i,-0.0014609+0.00013809i,-0.00095747+0.00014542i,9.3334e-05+0.00017181i,0.00044108+0.00015971i,0.00069738+0.00041143i,0.00076932+0.00038284i,0.0010321-0.00055124i,0.00097296-0.00081353i,0.00054139-0.00021526i,-0.00053808+0.00077111i,-0.0010599+0.00031079i,-0.00025117-2.5088e-05i,-0.00018655-0.00023454i,-0.00015466-0.0007496i
0.002232-0.0010695i,0.0033598-0.00067374i,0.0033561+0.0011505i,0.0030421+0.0020979i,0.0020823+0.00069351i,0.00082767-0.00092386i,0.00060939-0.0013234i,-0.00012999-0.0018877i,-0.0010257-0.0017858i,-0.0011488-0.00070677i,-0.00080969-0.00032875i,0.00015289+0.00015434i,0.00064985+0.0010992i,0.00093725+0.00091309i,0.00068365+0.00080767i,-0.00016453-0.00017039i,-0.00033057-0.00085297i,-4.2396e-05-3.2734e-05i,0.00049083+0.00031185i,0.00099833+0.00057467i,0.0011699+0.001112i,0.00083516+0.00073384i,0.00024846+1.9035e-05i
-0.0038602+0.00086002i,-0.0032523+0.0025976i,-0.0009149+0.0040794i,0.0014958+0.0032264i,0.0013495+0.001564i,0.00091576+0.00029604i,0.0006965-0.00021102i,0.00017385-0.0004138i,0.00018388-0.00058706i,0.00016046-0.00016123i,-0.00037504+0.00085438i,-0.00056039+0.00042696i,-0.00034602+0.00027256i,-0.00036747+0.0006761i,-0.0007911+0.00075325i,-9.1538e-05+0.00040793i,0.00068088+0.00063965i,0.0006626+0.00085479i,0.00039095+0.00026027i,0.00015809+0.0003117i,0.00013241+0.00023384i,0.00024377+0.00021171i,0.0003299+0.00053058i
-0.0019537+0.00025737i,-0.00081466+0.00049848i,-0.00010518+0.0013438i,0.0011997+0.0022294i,0.002301+0.0023939i,0.0017362+0.0011045i,0.0011617-0.00059605i,0.00017191-0.0015792i,-0.0011806-0.0012912i,-0.00083667-0.00024262i,9.2824e-05+0.00014576i,1.6534e-05-1.8332e-05i,-0.00024789-0.00020314i,1.6372e-05+0.00024043i,-0.00012564+6.7015e-05i,0.00014412+7.1433e-05i,0.00031935+0.00074008i,1.5714e-05+0.00065824i,-0.00030586-0.00012259i,-0.00042913-0.00047956i,0.00018988-0.00023895i,0.00046752-5.8867e-05i,2.9098e-05-0.00019095i
-0.0016797+0.00015222i,-0.00075435+0.0019764i,-6.5989e-05+0.0030417i,0.00083415+0.002612i,0.0016136+0.0011966i,0.0019724-0.00024367i,0.0014344-0.00030616i,0.00065192-0.00052428i,0.00026111-0.00015439i,-0.00023144+0.00037617i,-0.00034263+0.00041251i,-0.00035302+0.00022906i,-0.00070037+0.00028967i,-0.0007642+0.00075817i,-0.00031462+0.00086338i,-0.00036341+0.00075724i,0.00022998+0.00035288i,0.00091767+0.00021219i,-0.00029483+1.7406e-05i,-0.00094516-0.00026538i,-0.00042585-0.00023725i,-0.00045984-0.00057238i,-0.00038405-0.001029i
0.0006146+0.00062505i,0.0016513+0.0024763i,0.0026832+0.0019282i,0.0033968+0.0010016i,0.0031171+0.00051848i,0.0026582+0.00049562i,0.0019514+0.00023937i,0.00064466+0.00016579i,-0.00049476+0.00057345i,-0.00048597+0.00038941i,0.00027142+0.00040628i,0.00037488+0.00069307i,0.00032185+0.00034249i,-0.00013854-2.8397e-05i,-9.9829e-05-6.6765e-05i,0.00099619+0.00030776i,0.00092357+0.00036781i,0.00017601-0.00054053i,-0.00055624-0.00053941i,-0.00098776-0.00050782i,-0.00081007-0.00065805i,-0.00070308-0.00011703i,-0.00022462+0.00027423i
0.0021865+0.00027941i,0.0027673+0.0012358i,0.0032874+0.0025682i,0.0034324+0.001799i,0.0021855-0.00090311i,0.00064416-0.0018377i,-0.00023495-0.00070353i,-0.00056064-0.0001669i,-0.00016835-0.00014365i,-4.6788e-06-0.00025526i,-0.00014948-0.00043307i,-0.00061705+0.00043304i,-0.00072208+0.00098269i,0.00019704+0.0012365i,0.00080507+0.00081366i,0.00077771+0.00011804i,0.0012597+9.9356e-06i,0.0013718-0.00018174i,0.00062446-0.00020426i,0.00027932-9.2606e-05i,0.0001973-0.00037374i,-2.0216e-06-9.3441e-05i,0.00014863-0.00026444i
0.0020216-0.00055899i,0.002025+0.00076913i,0.0027164+0.0019134i,0.003908+0.0021817i,0.0031426+0.00061034i,0.0010082-0.00084014i,-0.00024628-0.00098844i,0.00015119-0.00040969i,0.00035856+0.00014409i,0.00011913+9.7139e-05i,0.00013346-0.00090041i,0.00033881-0.00099324i,0.00056564+0.00022993i,-4.9588e-05+0.00038961i,-0.00049416+6.5314e-05i,-0.0006492+6.7338e-05i,-0.00021144-0.00089484i,-6.6021e-05-0.001053i,-3.9312e-05+0.00051146i,0.00059069+0.0010145i,0.00097928+0.00034612i,0.00061078-0.00035088i,-1.2758e-05-0.00018699i
0.0026834+8.5918e-05i,0.0031288+0.00080802i,0.0040774+0.0013041i,0.0038475+0.0010821i,0.0015036-0.00076953i,-0.00077243-0.0015241i,-0.00032638-0.00054181i,0.00080692-0.00085874i,0.0010671-0.0013573i,0.00082089-0.0014682i,0.0005079-0.00078334i,0.0005697+0.00045917i,0.00064421+0.00046452i,-0.00013295+0.000613i,-0.00026791+0.00065522i,-0.000614+0.00035579i,-0.0011697+0.00047325i,-0.00075088-0.00025137i,0.00024127-0.0012151i,0.00083549-0.0010759i,0.00027201-0.0013979i,-0.0004981-0.0018417i,-0.00054927-0.0016248i
-0.002261+9.0799e-05i,-0.0028107+0.00089313i,-0.0012611+0.0024259i,0.00099589+0.0026093i,0.0017425+0.0014529i,0.0015064+7.3438e-05i,0.00076819-0.00043883i,-0.00057107-0.00043943i,-0.00029479-0.00048762i,0.00079573-0.00089266i,0.00041893-0.00067608i,0.00010149+0.00047706i,0.00025617+0.00063333i,-1.7791e-05+0.0006004i,-1.9807e-05+0.00031531i,0.00020018+0.0003791i,-0.00018685-2.3331e-05i,0.00045817-0.0004781i,0.0010872-0.0006356i,0.00045682+0.00015021i,-0.00023612+0.00089846i,-0.00015294+0.00019012i,0.00028514-0.00018881i
0.00050462+0.00035024i,0.00088741+0.00071837i,0.001578+0.0014028i,0.002813+0.00095333i,0.0023352+0.00012224i,0.001167+2.4075e-05i,0.0011056+0.00058899i,0.00029926+4.3714e-05i,-0.00020076+5.9731e-05i,0.00035081+0.00036274i,0.00073623+0.00016449i,0.00058493+0.00070545i,0.00027522+5.8282e-05i,0.00058379-0.00075993i,0.00016667-0.00048057i,-0.00045236-0.00016427i,-9.8882e-05-0.00082741i,0.00027428-0.00069796i,1.4117e-05-1.3132e-05i,0.00025765+0.00029641i,0.00052967+0.00026782i,8.7952e-05+0.00033377i,-0.00047176+0.00064511i
-0.0006318+0.00056222i,0.0010915+0.00082077i,0.0011848+0.0016065i,0.0010465+0.0018856i,0.00093174+0.0014254i,-0.00021528+0.0007616i,-0.00054213+0.00030739i,-0.00013352-0.00023307i,9.2201e-05-0.00050589i,-0.00041302-0.00017147i,-0.00087525+0.000551i,-0.0005134+0.00073524i,0.00045783+0.00086168i,0.00059571+0.00072911i,0.00051339+0.00052246i,0.00056302+0.00029225i,0.00023218-0.0006284i,-0.00031906-0.00074033i,-0.00039209-0.00047826i,7.1705e-05+0.00031154i,-2.7161e-05+0.00090981i,-0.00052568+0.00050625i,-0.00081176+0.0005091i
-0.0033986+0.00064028i,-0.0017124+0.001609i,0.00021785+0.0033582i,0.0033858+0.0037444i,0.0051647+0.002309i,0.0037567+6.8551e-05i,0.0016597-0.00084166i,0.00034748-0.00037178i,-0.0002131+0.00044018i,-0.00028869-6.2309e-06i,-0.00055939-0.0011414i,-0.0004879-0.0009926i,0.00014122-0.00017502i,9.3596e-05-0.00022844i,0.00026699-0.00032118i,-3.8815e-05+0.00022424i,-0.00034267+5.7411e-05i,3.3023e-05-0.00014963i,0.00057808-0.00079661i,0.00062232-0.00074238i,0.00026073+0.00012702i,0.00010434+0.00061356i,-0.00023535+0.0008329i
