-2.1995e-05+0.00069047i,-0.00055004-2.303e-05i,-0.0012947+0.00038898i,-0.0010083+0.00098196i,-0.0014839+0.0013167i,-0.0017847+0.001614i,-0.00050232+0.0012255i,0.00073271+0.00061227i,0.00064028+0.00096057i,0.00081682+0.00048536i,0.00066956-0.00078609i,0.00039323-0.0009512i,0.00041134-0.00012578i,0.00026997-4.0714e-05i,0.00072717-0.00052046i,0.00066846+0.00029772i,0.00053301+0.0012737i,0.00048373+0.00072577i,-0.00088216-0.00044201i,-0.0014281-0.00061483i,-0.00087605+0.00036807i,-0.00066055+0.00056398i,-0.0002555+0.0005964i
0.00085349+0.00042284i,0.0013272+0.00094895i,0.00076548+0.00061714i,-0.00060891+0.00031658i,-0.00089272+0.00064233i,-0.0006735+0.00058756i,-0.00028532+0.00050621i,0.00031286+0.00022856i,3.6327e-05-0.00037076i,-0.0004651-0.00059686i,-0.00021663+0.00059929i,0.00038722+0.00089053i,0.00032782+2.8859e-05i,5.5456e-05-0.00047914i,0.00039758-0.00076528i,0.00031772+9.4386e-05i,-0.00022977+0.00063174i,9.6819e-05+0.00040271i,0.00068558+5.5317e-05i,0.00029987+0.00027702i,-0.00031712+0.00063745i,-0.0013889+0.00051249i,-0.0013881-8.684e-05i
0.00066576-0.0009028i,-0.0010636-0.00093415i,-0.003184-0.00057673i,-0.0027592-4.9748e-05i,-0.0012384+0.000432i,-0.0006988+0.00088602i,-0.00058724+0.00022593i,-0.00051879-0.00031158i,-9.5114e-05+0.00026628i,0.00017025+0.0002935i,-0.00090836-0.00032291i,-0.0014004+0.00010619i,-0.0004416+0.00093331i,0.00039933+0.0003829i,-0.00021026+0.0003435i,-0.0009359+0.00063272i,-0.00014213+0.0004327i,0.00089819+0.000312i,6.5785e-05+0.00028185i,-0.00073386+0.00032195i,-2.6338e-05+0.0007017i,0.00054055+0.0011767i,0.00037999+0.00080279i
0.00039768+0.0012279i,0.0016641-0.00019124i,0.0031016-0.0014457i,0.0024181-0.001058i,0.0012088-0.0004039i,0.00065461-0.00092198i,0.00016643-0.00083479i,-0.00041106+0.00044232i,-0.00083764+0.00077087i,-0.0010524-0.00012788i,-0.0007326-0.00048788i,-0.00032667+0.00014075i,-0.00078167+0.00020301i,-0.0014155+0.00010489i,-0.0015003+0.00020077i,-0.00072088+0.0001235i,-0.00059031+0.00068713i,-0.00055567+0.0010705i,-0.0003323+0.0011274i,-0.00021359+0.00035394i,-0.00045092-0.00059717i,-0.0009116-0.000456i,-0.00060887+0.00019367i
-0.00070598-0.0021838i,-0.002237-0.0020459i,-0.0026272-0.0019867i,-0.002388-0.0014603i,-0.0013052-0.00077221i,-0.00021367+1.5501e-05i,-0.00017304-0.00013071i,1.0586e-05-0.00055664i,-0.00049615+0.00015442i,-0.0009103-3.3893e-06i,-0.00052927-0.00031511i,-0.00021076+0.00013983i,2.3541e-05+0.00035499i,0.0005976+0.0002716i,0.00062553-0.000266i,0.00062451-0.00055084i,0.00039689-0.00024956i,0.00035301-9.2736e-05i,0.00084076-3.1742e-05i,0.00040682-0.00013569i,0.00024435-9.2998e-05i,0.00061592+0.00052822i,0.00030255+0.00020098i
0.0021563-0.00067342i,0.0012069-0.00078699i,9.0961e-05+6.3005e-05i,1.9618e-05+0.00054435i,0.0001822+0.0012502i,0.00086055+0.0016542i,0.00082798+0.00094133i,-0.00052175+0.0004503i,-0.0010941+0.00031727i,-6.9826e-05+0.00028428i,-0.00018985+0.00042287i,-0.00092076+1.9736e-05i,-0.00070419+9.8977e-05i,-0.00025924+0.00066255i,0.00027336+0.00080169i,1.1152e-05+0.00022033i,-0.00087+0.00012676i,-0.00042005+8.7759e-05i,-5.953e-05-0.00040885i,-0.00077105-0.00064189i,-0.00074537-0.0012375i,-0.00013568-0.00085412i,0.00023082+0.00036502i
0.00098879+0.0011811i,0.00024002+0.0013078i,-0.00066919+0.00038798i,-0.0012298-4.3901e-05i,-0.0014351+0.00096092i,-0.0011748+0.0016095i,-0.00054303+0.00097363i,0.00030646+0.00073609i,0.00049393+0.0012962i,-0.00017009+0.00051187i,-0.00059607+4.3717e-05i,-0.00044921+0.00049652i,-0.00018637-0.00048274i,0.00056764-0.0012055i,0.0012816-0.001026i,0.00064507-0.0011341i,0.00020008-0.00071027i,0.00048754+0.00028464i,0.00031168+0.00082001i,-3.4971e-05+0.00066148i,-0.00041759+0.00061605i,-0.0013891+0.001169i,-0.0014803+0.0010522i
0.0013293+0.0012526i,0.0014741+0.00019793i,0.0016653-0.0010166i,0.0011946-0.0015757i,0.00028797-0.00096243i,0.00025965+0.00034491i,0.00050903+0.00066782i,0.00035329+0.00042869i,0.00014374+0.00041999i,-8.0343e-05+0.00024747i,-0.00025046+2.7233e-05i,-0.00066807-0.00016074i,-0.00061297-0.00063871i,-0.00069513-0.00074526i,-0.00052625-0.00021785i,-5.6496e-05-0.00022275i,0.00014863-0.00032306i,0.00032136+0.0005115i,-1.4612e-06+0.00074873i,-5.0558e-05+0.00052934i,0.00071785+0.00051741i,0.00080496-0.00013774i,-8.6312e-05-0.000589i
-0.0016703+0.00083324i,-0.0017001+0.0014436i,-0.0022375+0.001918i,-0.0019448+0.0018207i,-0.00041722+0.001484i,0.00074885+0.00037821i,0.0007955-0.00081954i,0.00015904-0.0010586i,-0.00011996-0.0008273i,0.0001109-0.00017069i,0.00066174+0.00032017i,0.00093447+5.969e-05i,0.0006545-0.00055907i,0.00078898-0.00074173i,0.00098573-0.00078313i,0.00076365-0.00055779i,-3.787e-05-9.3468e-05i,-0.00099526-0.00048697i,-0.00074921-0.0014671i,-2.3407e-05-0.00048716i,-0.00026246+0.0013653i,4.133e-05+0.0010583i,0.00059611-3.7185e-05i
-0.0009343-0.0016567i,-0.0012449-0.00093124i,-0.0017608-0.00038262i,-0.0015937-7.463e-05i,-0.00048333+0.00058803i,0.00027011+0.0013546i,0.00049215+0.0011263i,0.00026818-0.00012483i,-0.00033403-0.00048516i,-0.00048741+0.00018738i,-0.00012625+0.00058644i,0.00038305-9.918e-05i,0.00060899-0.00022677i,0.00047154+0.00029096i,9.555e-05-6.1963e-05i,-0.00025914-0.00010462i,3.8979e-05-0.00021768i,0.00095657-0.00059648i,0.00085638-0.00081684i,0.00040388-0.0010851i,0.00038288-0.00063364i,-0.00048032-0.00019996i,-0.00065173-0.00025193i
0.00063491-0.00041412i,0.00064159-0.00075542i,0.00091809-0.0006276i,0.00063721-0.00096651i,0.0002955-0.0006198i,-9.828e-05+0.00034798i,0.00012212+0.0005893i,0.0010779+0.00044325i,0.00053479+0.00048144i,-0.00089854+0.00036312i,-0.00081861+0.00022652i,-0.00047317-5.8961e-05i,-0.00062028+0.00044037i,-0.00064133+0.00010004i,-0.00060114-0.00092507i,-0.00046607-0.00071289i,-0.00049711+0.00013641i,-0.00016813+0.00017183i,0.00024621-2.2839e-05i,0.00034183+0.00034087i,0.00033014+0.00049147i,0.00011273+0.00022589i,-0.00014328-1.5897e-05i
-0.0014867-0.00077828i,-0.0013312-0.00013604i,-0.0017894+0.00037993i,-0.00099804+0.0006481i,0.00016545+0.0011955i,9.0067e-05+0.0010563i,-0.00034426-1.9164e-05i,-0.00019835-0.00028048i,0.00010702+0.00031004i,-0.00025926+0.0010278i,-9.5747e-05+0.000549i,0.0002509-0.00059687i,3.7508e-05-0.0011837i,0.00082958-0.0013554i,0.00089135-0.00092849i,0.00044814-0.00038474i,3.2518e-05-0.00013807i,-0.00043381-8.8895e-05i,-0.0004654+9.6431e-05i,-0.00053928+0.00012547i,-0.0006884-8.0368e-05i,-0.00093901-0.00019635i,-0.00023836-9.1205e-05i
0.00098723+0.00075158i,0.0008348+0.001113i,0.0011415+0.0018055i,0.0016624+0.00060101i,0.0013976-0.00011153i,0.00028294+0.0013221i,-0.00045795+0.0012601i,-0.0002932+0.0014539i,-0.00020142+0.0015073i,0.00012094-0.00046591i,-5.53e-05-0.0010605i,-0.0008281-0.0010359i,-0.00036417-0.00073831i,-0.0001254-0.00017318i,-0.00034001-0.00032839i,-0.00041177-0.00065908i,-0.00020251-0.000755i,-0.00016416-0.00054456i,0.00016208+0.00028761i,0.00025517+0.00086953i,0.00012944-7.8762e-05i,0.00057918-0.00043766i,0.0010206-0.00056637i
-0.0010524-0.00214i,-0.0015551-0.0012892i,-0.003051-0.00075258i,-0.0026117+0.00017529i,-0.001174+0.0019968i,5.9899e-05+0.0018107i,0.00054436+0.00043626i,0.00055158-0.00048171i,-0.00018104-0.00024082i,-0.00046824+0.00087257i,-9.0777e-05+0.0010902i,0.00029328+0.00095174i,0.00044552+0.0012858i,0.00081693+0.0010056i,0.0012166+0.00018478i,0.00079785+0.00028168i,0.00043544+0.00041671i,0.00017388+0.00085486i,-0.00040026+0.0009427i,-0.00014687+0.0004294i,8.4029e-05+0.0002768i,-0.00064403+0.00014064i,-0.0010977-0.00023522i
0.0019863+0.00021131i,0.0022644-0.0010486i,0.001616-0.0014754i,0.0013202-0.00038966i,0.001122+0.0001759i,0.00033411+0.00036966i,8.8204e-05+0.0010079i,0.00012879-6.4911e-05i,0.00061816-0.00097734i,0.00032241-0.0012124i,-0.00034323-0.00097229i,-0.00062673+0.00012229i,-0.00038019+0.00096918i,-7.6474e-05+0.00043601i,0.00046967-0.00042313i,0.0010146-0.00014659i,0.00046806+0.0002658i,-0.00038312+0.00015839i,2.8516e-05+0.00021146i,0.0002022+0.0003204i,-0.0003093+7.2984e-05i,-0.00040816+8.7432e-05i,5.4091e-05-3.1444e-05i
-0.0019806+0.0014182i,-0.0012254+0.0021438i,-0.00050075+0.0025407i,-0.00077787+0.0026275i,-0.0008283+0.002184i,-0.00063341+0.00051291i,-0.0002581-0.0004232i,-0.00034886-0.00035348i,-0.00065261+0.00015449i,-0.00059985+0.00033093i,0.00030241-0.00013899i,0.0012643+8.3652e-05i,0.0012557+0.00012892i,0.0011888+6.3289e-05i,0.00080793-0.00075479i,0.00085224-0.0015923i,0.0010211-0.00075599i,0.00048144-9.2183e-05i,8.4604e-05+0.00012453i,-0.0010797-0.00026297i,-0.0011613-0.0009397i,0.00034569-0.00022645i,0.00097398-0.00030492i
-0.00095037-0.00048218i,-0.0010976-0.00069661i,-0.00095673-0.00073147i,-0.0007285+0.00040179i,-0.00075378+0.0014147i,1.4815e-05+0.0009991i,0.00095152-0.00040545i,0.0009952-0.0013824i,0.00091766-0.00087439i,0.00094902+0.00035224i,0.00063449+0.00045877i,0.00010106+0.00024986i,0.00028963+0.00015633i,-0.00015143-0.00023896i,-0.00044984-0.00023987i,-4.7523e-05+0.00017389i,-6.1151e-05-6.3605e-05i,-0.00036181-0.00021688i,-0.00028829+7.0233e-05i,-0.00018276+0.00073628i,9.8933e-06+0.0011908i,-0.00011027+0.0012146i,-0.00017953+0.00078955i
0.00094723+4.6299e-05i,6.5882e-06-5.181e-05i,-0.00080552+0.00018017i,-0.00066234+1.575e-05i,-0.00071423+1.6566e-05i,-0.00099579+9.5899e-06i,-0.00046898-0.00060128i,0.00051401-0.0011678i,0.00029343-0.00021806i,-0.00017192+0.00051685i,3.8833e-06+0.00079008i,-5.6984e-05+0.00033592i,-0.00045925+4.7792e-06i,-0.00037332-3.1377e-05i,-0.00031425-0.00040743i,-0.00030575-9.6741e-05i,-0.00036941+0.00022115i,-0.00040355+3.3982e-05i,-0.00027886+0.00035488i,0.00040356+0.00029391i,0.00064779+0.00094331i,3.6484e-05+0.0009845i,-0.00069725+0.0004689i
0.00045338+0.00070468i,0.0020213+0.00018518i,0.0025676-0.00092933i,0.001863-0.00098187i,0.00097416-0.00053137i,0.00041643-0.00058974i,0.00021477-0.00044191i,0.00027004+0.00022944i,0.00040589+0.00012336i,0.00086466-0.00033936i,0.00056454+0.00046953i,0.00039787+0.0010948i,0.0004313+0.00081741i,-0.00032932-7.6525e-05i,-0.00064314-0.00032887i,-0.00052319-0.00016871i,-0.00051773-0.00040977i,5.6907e-05-3.3432e-05i,-0.00021705+0.00023883i,-0.0011422-0.00019005i,-0.00083182-0.00099827i,0.00042971-0.0011599i,0.00064215-0.00067929i
-0.00046235+0.0017317i,0.00012406+0.0014671i,-0.00026197+0.00086564i,0.00049493+0.0006903i,0.0012302+0.00053779i,0.00063279+0.00031389i,9.4356e-05-0.00012059i,-0.00033244-0.00029177i,-0.0001156-0.00013342i,9.0671e-05+0.00019005i,0.00018962+0.00074818i,0.00052028+0.00066858i,-8.2394e-05-1.4807e-06i,-0.00031919-0.00017241i,0.00028317-0.00029923i,0.00053556-0.00036932i,0.00047366+0.00074044i,0.00059211+0.00097756i,0.00033721+0.00042073i,-0.00069185+6.3851e-05i,-0.00078486-0.00012087i,-0.00059605+4.1662e-05i,-0.0013245+0.00030749i
0.0012889-0.001516i,0.00033112-0.0012414i,-0.00061554-0.00080816i,-0.00089651-0.00022906i,-0.00054799+0.00058943i,-0.00028545+0.00072421i,0.00024982+0.00084578i,0.00091361+0.00040301i,0.0013388-9.045e-06i,0.00079179+4.2136e-05i,1.1135e-06-0.00044598i,-0.00026987-0.00043105i,-0.0005815+0.00011773i,-0.00038783+0.00034591i,-0.00023551+0.00029645i,-6.0473e-05-0.00019137i,-6.902e-05-0.00024034i,2.002e-05-0.00061489i,-1.2394e-05-0.00077483i,0.00014571-0.00042866i,0.00021681-0.00067585i,0.00056033-0.00061089i,0.00051279-7.098e-05i
0.00014198+0.00029572i,0.00059846+3.6304e-05i,0.00087266-0.0001055i,7.1745e-05+0.00039294i,-0.00031543+0.00095202i,0.00010441+0.001739i,0.00042475+0.00097124i,0.00011817-0.00038905i,-0.00010927-0.00040006i,-0.00045362+0.00015639i,-0.00071919-4.0227e-05i,-0.00059837-0.00073635i,0.00030117-0.00073468i,0.00071226+7.964e-05i,-0.00016296+1.9262e-05i,-0.00031696-0.00035834i,0.00055102-0.00025031i,0.0010756-0.00035404i,0.00081023+0.0001264i,0.00014828+4.5895e-05i,-0.00052296+2.0042e-05i,-0.00069154+0.00066068i,-0.00075742+0.00032843i
0.00085187-0.00041196i,0.0007311-0.0004552i,0.00055823-0.0010325i,-0.00043051-0.0016598i,-0.00061664-0.001144i,-7.0389e-05-0.00015792i,-0.00021377+0.00016742i,-0.00028618-0.00027951i,0.00027674-0.00092581i,0.00022395-0.00031595i,0.00012015-0.00014143i,0.00043368-0.00032325i,0.00038467+0.00040727i,0.00038031+0.00043398i,-0.00012377+0.00037097i,-0.00063882+0.00024768i,-0.00014594-0.00042119i,0.00031352-0.00042641i,0.0011343-0.00014477i,0.0010508+5.701e-05i,0.00028033+6.0752e-05i,0.00068328-4.9001e-05i,0.00045799+0.00077657i
0.00023944-0.0018371i,-0.00063229-0.00050028i,-0.0022862-3.935e-05i,-0.0025852+0.00014835i,-0.0011712+0.00023698i,0.00034285+0.00023333i,0.0007003+1.7316e-05i,0.00065449+0.00020484i,-0.00040661+4.9553e-05i,-0.0010701-0.00015723i,-0.0006651+0.00018156i,0.00017203+0.00050007i,0.00022669+0.00015385i,-7.019e-05-0.00035516i,0.00040602+0.0002608i,0.00013345+0.00058624i,-0.00058468+0.00036862i,-0.00041748+0.00055531i,-0.00027865+0.00045154i,-0.00025949+0.00055352i,-0.00013985-4.534e-05i,9.1542e-05-0.00042674i,0.00026764-1.5386e-05i
-0.00086177-0.0022544i,-0.00055425-0.0012473i,-0.0013707-0.0016353i,-0.0024691-0.00043115i,-0.0022908+0.0021163i,-0.00028996+0.002921i,0.0014721+0.0023568i,0.0011989+0.00096697i,0.00021478+3.0172e-05i,-0.0001139+0.00023798i,-0.0002799+0.00085665i,-6.2186e-05+0.0012967i,0.00018507+0.00088936i,0.00046128+8.1983e-05i,0.00057863+0.00022793i,0.00054481+0.00020351i,0.00032326+9.8277e-05i,-0.00014288+0.00085479i,0.00022942-0.00030344i,0.0002655-0.00097655i,-0.0010885-0.00043452i,-0.0015767-0.00076674i,-0.00086753-0.00080427i
0.0004908-0.00101i,-0.0004313-0.00075987i,-0.00063187-0.00067613i,-0.00035373-0.00054769i,-0.00043908+0.00097159i,-0.00058748+0.0015142i,0.00010084+0.00058545i,-0.00049971+0.00012194i,-0.0014303-0.00020575i,-0.00083022-0.00057396i,-0.00040921-0.00026452i,-0.00063018+0.00061102i,-0.0013396+0.0013026i,-0.0019587+0.00091989i,-0.00074562-0.00019271i,2.0462e-05-0.00018349i,-0.00081513+0.00043696i,-0.00097672+0.00077155i,-0.0008436-5.2337e-05i,-0.00088936-0.00034564i,-0.00022718-0.00028571i,-0.0001762-0.0004463i,-0.00013549-8.3164e-05i
-0.00089172-1.6547e-05i,-0.0010967+6.0205e-05i,0.00027544+0.0007223i,0.0011042+0.0013338i,0.0013751+0.0014904i,0.00088661+0.0016093i,0.00054051+0.00072774i,0.0002605-8.1186e-05i,-0.00070457-4.792e-05i,-0.00095744-0.00048075i,-0.00099056-0.00070977i,-0.00056396-0.00036703i,0.00076603-0.00017613i,0.0011913-0.00013897i,0.0010771+0.00017271i,0.0011649+0.00073962i,0.0010814+0.00051953i,0.00080436+0.00023429i,0.0007231+3.7835e-05i,0.00077157-0.00029867i,0.00053347-0.00030576i,2.863e-05+0.00011994i,-0.00010579+0.00043162i
0.0019484+2.0552e-05i,0.00046581+0.0010417i,-0.00091504-0.00023224i,-0.00093964-0.00038565i,-0.0010459+0.00042917i,-0.00061313+0.0011252i,0.0003231+0.0006232i,0.00042978-0.00059573i,-2.7811e-05-0.0010738i,-0.00071017-0.00028122i,-0.00059299+0.0002186i,0.00032-0.00027784i,0.0003564-0.00028912i,0.00019589+0.00021223i,-4.7596e-05+0.0010753i,0.00024007+0.0010633i,0.00036961+0.00098333i,0.00027899+0.0006827i,0.00038379+0.0001864i,0.00040797+0.00010837i,0.00054867-0.00023853i,0.00025157-0.00013577i,-0.00053538+0.00021336i
-0.00091162+0.0018223i,-0.0014647+0.0019772i,-0.0017484+0.0016972i,-0.0014674+0.0014488i,-0.00094493+0.0010741i,-0.00051755+0.00044871i,-0.00055999+5.7578e-06i,-0.00010178-0.00033721i,2.0526e-05+3.2478e-05i,-0.00038354+5.1453e-05i,-0.00045118-0.00053505i,-0.0004272-0.00082219i,7.6226e-05-0.0011975i,0.00018391-0.0011256i,0.00014931-0.00031285i,9.9794e-05-0.00012614i,0.00051513-8.6906e-05i,0.00051934-0.0003297i,-3.3935e-05-0.0012937i,0.0005645-0.00069405i,0.00086019+0.00013081i,0.00017712-6.0555e-05i,-0.00010988+0.00025287i
0.00071707+0.00037448i,-9.5927e-05+5.4497e-05i,-0.00045407+0.00012767i,4.3071e-05-0.00068805i,0.0011416-0.00045041i,0.0015084+0.00030141i,0.0014578+7.009e-06i,0.0010633+0.00030362i,-2.3165e-06+4.1391e-05i,-0.00059297-0.00050007i,-0.00054271-0.00033063i,-0.00041164+0.00010015i,-0.00048518+0.00018145i,-0.00022569+0.00025017i,0.00063666+0.00065042i,0.00053962+0.00046566i,-0.00016496-7.4141e-05i,-0.00093066-0.00028338i,-0.0010165+0.00044314i,0.00026909-0.00025931i,0.00083051-0.0010826i,-9.3767e-05-0.00034922i,-0.00051268+1.6542e-05i
-0.0018228-0.0010071i,-0.0033481-0.00049581i,-0.0037267+0.0011383i,-0.002379+0.0022049i,-0.00057698+0.0024i,0.0006053+0.0015025i,0.00034661-1.3302e-05i,-0.00021801-0.00045414i,-1.6482e-05+0.00017733i,1.6665e-05+0.00038721i,0.00019484+0.00035314i,0.00012337-0.00022174i,0.00016631-0.0007847i,0.00054776-0.0011227i,0.0013915-0.00075582i,0.0013212-0.00012082i,-0.00023368-0.00039808i,-0.00067167-0.00055584i,-0.0001063-0.00049369i,-0.00028726+3.1794e-05i,-0.00013656-0.00011382i,-0.00016516-0.00034778i,-0.00040592-5.4957e-05i
2.3353e-05+0.00020447i,0.00066132-0.00068027i,0.0017023-0.00081111i,0.0011625-0.00079713i,0.00024478-0.00089065i,-0.00023477-0.00077916i,-0.00024287-0.00031161i,-0.00024612+0.00030564i,-0.00020245+0.00020331i,7.8787e-05-0.00036589i,0.00042947-0.00070603i,0.00020481-3.7958e-05i,-0.00051449+0.00054683i,-0.00065923-0.00021313i,-0.00058878-0.00072671i,-0.00022705-0.001105i,0.00050647-0.0008167i,0.00035729-0.00013971i,0.00019281+0.00018885i,-0.00040199+0.00011403i,-0.00044251+0.00037666i,0.00014718+0.00060824i,0.00010698-5.7058e-05i
-0.00045433+0.0022814i,-0.000352+0.0014305i,0.0003555+0.00010927i,0.0010041+0.0008994i,0.00052129+0.0010221i,-0.00060054+0.00043723i,-0.0011551+0.00085188i,-0.00082607+0.00080142i,0.00035427+0.00044191i,0.00034678+0.00035513i,-0.000372-0.00026434i,-0.00048473-0.00027857i,-0.00056541-8.6397e-05i,-0.0001373-0.00063333i,0.00016283-0.0010679i,0.00059107-0.00053636i,0.0003853+5.5812e-05i,0.00024052+0.00023228i,0.00019793-4.166e-05i,-0.00031761-0.00013131i,-9.5222e-05+0.00052396i,0.0001124+0.0011183i,-0.0004269+0.0007784i
0.00053306-0.000367i,0.00077134-0.00039696i,0.00058915-0.0001041i,0.00033913+0.00039038i,-4.0164e-05+0.0010648i,-6.0716e-05+0.001561i,0.00073741+0.00017377i,0.0011886-4.7157e-05i,0.00046142+0.00050962i,-8.9197e-06-0.00011489i,0.00042001+0.00042841i,-0.00019023+0.0015922i,-0.00066751+0.00095025i,-0.00028364+0.00019684i,4.1355e-05+0.0002656i,0.0005407+0.00034119i,0.00061295-0.00035172i,-6.0425e-05-0.00062102i,-0.00038171+0.00026014i,-0.00024644+0.00028723i,0.00011058-4.4676e-05i,0.00020909+0.00011162i,-0.00028614+0.00014716i
-0.00035897+0.0012381i,-0.0015138+0.00092262i,-0.0013158-0.00068775i,-0.00039961-0.00080269i,1.8162e-05-0.00034437i,-0.00064449-0.00089989i,-0.00083031-0.0015707i,-0.00023204-0.0011068i,-0.00034228-0.00046603i,-0.00058251-0.000503i,-0.00051005-0.00033418i,-0.00040834+6.0116e-06i,0.00025782+5.0046e-05i,0.0011326-0.00018i,0.0015969-0.00030279i,0.00139-0.0002837i,0.00080455-0.00026947i,0.00042726+4.1484e-05i,0.00076055-0.00017481i,0.00010524-9.9217e-05i,-0.00078655-9.1981e-05i,-0.0006216-0.00084497i,-0.00030499-0.00061055i
-0.0008881+0.0014999i,-0.00088466+0.0020424i,2.9569e-06+0.002061i,0.00078318+0.0019312i,0.00064218+0.0018979i,0.00012002+0.00067244i,-0.001217-0.00012638i,-0.0016447+0.00020996i,-0.00066831+0.00028635i,-0.00060304-5.1625e-05i,-0.0001703-0.0001186i,0.00067394+0.00017683i,0.00033376-0.00022457i,-0.00025039-0.00071834i,-0.00056809-0.00082996i,-0.00087184-0.00084504i,-0.00039692-0.0011908i,0.00010803-0.0013351i,0.00037433-0.0010119i,0.00045426-0.00080148i,0.00032038-0.00052333i,1.033e-05+8.8416e-05i,4.5007e-05+0.00039902i
0.00033992+0.0017027i,0.00065134+0.0013569i,0.0014344+0.00092222i,0.0017963+0.00056991i,0.00073224+0.00014928i,0.00030096-0.00027919i,0.00033177-0.00023865i,0.00019404+0.00091066i,0.00024607+0.001017i,0.00051315+0.00045124i,0.00069016+2.0528e-05i,0.00019317-0.00078155i,2.7904e-05-0.00044778i,-0.00020706+0.00033622i,0.00072309+0.00060203i,0.0010336+0.00026469i,-0.00039863-0.00010929i,-0.00036461-0.00020266i,0.00021566-0.00033897i,0.00011499-1.1332e-05i,-0.00031283-0.00011007i,-0.00097214-0.00036485i,-0.00083963-0.00024645i
0.00088875-0.00043336i,-9.804e-05-0.0017338i,-0.00058097-0.001595i,-4.1786e-05-0.00065059i,-0.00051706-0.00054422i,-0.0013738-5.7102e-05i,-0.00063041+0.00061896i,0.00067476+0.0007315i,0.00083736+0.00051145i,0.00051749+0.00030043i,3.143e-05+0.00030747i,-0.00012475+0.00075754i,0.00022151+0.00078644i,8.5842e-05+0.0010262i,-0.00044334+0.0014915i,-0.0004657+0.0010452i,-0.00013806-0.0002576i,6.1518e-05-0.0010424i,0.00029649-0.00032843i,0.00040085+0.00040074i,0.00017497-0.00031799i,0.00041521-0.0014726i,6.9779e-05-0.00087737i
-0.00036778+0.0020556i,-0.001242+0.0015471i,-0.0007274+0.00084056i,0.00049483+0.00092718i,0.0015364+0.00156i,0.00097783+0.0010533i,-7.5311e-05-0.00026202i,-0.00026842+0.00022926i,-0.00023683+0.00056975i,0.00012208+0.00027109i,-4.2597e-05+0.00054627i,-0.0006684+0.00038687i,-0.00092533+0.0006292i,-0.0016558+0.0011071i,-0.0018396+0.00010187i,-0.00060893-0.00042277i,0.00033549-6.8389e-05i,-0.00015497-0.00016113i,-0.00043709-0.00046119i,-0.00026911-0.00085646i,-0.00044056-0.00022264i,-0.00038289+0.00021553i,-0.00035185+0.00014216i
9.0368e-05-0.00091409i,-0.00081204-0.0012965i,-0.0012192-0.0007573i,-0.00066111+2.2015e-05i,0.00035403+0.00098292i,2.8151e-05+0.0013983i,0.00022963+0.0011449i,0.00057089+0.00022301i,0.00027408-0.00048036i,0.0010756+0.00025583i,0.00092322+0.0008337i,0.00050473+0.00084099i,0.00036644+0.0012615i,0.00013773+0.00015782i,0.00081365-0.0006428i,0.00097379-7.8118e-05i,0.0007892+8.6228e-05i,0.00033825+0.0001339i,0.00040275-0.00020425i,0.00046947-9.6963e-05i,-6.5424e-05-5.0525e-05i,-0.0006881+5.0161e-05i,-0.00031409-2.2333e-05i
-0.0012179+0.0022838i,0.00067062+0.0020553i,0.0022876+0.0014326i,0.0021747+0.00034212i,0.0018409-0.0007187i,0.0016841-0.00065814i,0.00096044+0.00020841i,8.0354e-05+0.00058904i,-0.00054803+0.00036409i,-0.00050733+0.00048351i,-0.00084185+0.00042909i,-0.0011189-0.00012707i,-0.0013227-0.0013472i,-0.00092057-0.0022026i,-0.00029887-0.001539i,-0.00058795-0.00034644i,9.2341e-05+0.00037977i,-0.00041992+0.00014341i,-0.0007675-6.5204e-05i,-0.00018296+0.00013212i,-0.00081483+0.0001088i,-0.00046644+0.00083516i,0.00013271+0.0010347i
-0.0013413-0.00072377i,-0.0021419-0.00030702i,-0.0028881+0.0013314i,-0.0025157+0.0012179i,-0.0013855+0.00091423i,-0.00087437+0.00066526i,-0.00028914-0.0003972i,0.00061753+7.6003e-05i,0.00021035+0.00065163i,-5.793e-05+0.00014547i,0.00065337-0.00055443i,0.0011885-0.00089894i,0.0012498+0.0004046i,0.0011715+0.0014378i,0.0015572+0.00038584i,0.00097115-0.00048815i,-7.395e-05-0.00031329i,0.00023937-5.1267e-05i,0.00045641-0.00019409i,0.00035925-8.2817e-05i,5.9415e-05+0.00072909i,-8.7782e-05+0.00091392i,0.00036702+0.00026866i
0.00077093+0.00042762i,0.00013115-7.6845e-05i,-0.00032107-0.00063233i,-0.00028517-1.8765e-05i,0.00024207+0.00087858i,0.00032813+0.00014615i,-0.00015255-0.00037566i,-0.00041048-0.00058852i,-0.00044667-0.00069591i,8.1038e-05+9.3636e-05i,-0.00027302+0.00067564i,-0.00028253+0.00025586i,0.00012541+0.000131i,-0.00040331+0.00068018i,-0.00033543-0.00014303i,1.8105e-05-0.00051477i,0.0001905+2.9629e-05i,0.00065899+0.00018022i,0.00060419+0.0005527i,0.00060095+0.00086903i,7.7491e-05+0.00020951i,0.00026727-0.00030435i,0.00053058-0.00085747i
