-0.0014418+0.00021747i,-0.00099048+0.00055i,-0.0010592-3.5732e-05i,-0.00057592-0.0008784i,-0.00091047-0.00037897i,-0.00068737+0.00035224i,4.7578e-05+0.00025391i,-0.0001045-0.00029737i,-0.00040773-7.7299e-05i,-0.00033818+0.00053286i,0.0001372+0.00013787i,0.00019393-0.00048316i,6.5876e-05-0.00097549i,0.00013025-0.0011555i,5.7711e-05-0.00042275i,2.258e-05+0.00044417i,0.0001173+6.7538e-05i,-4.7525e-05-0.00060463i,0.00035133-7.5051e-05i,0.000539+0.00028854i,0.00045678+0.00024426i,0.00029123-0.00034472i,-0.00034785-0.00049679i
-0.00029662+0.00063807i,0.00027109-4.4031e-05i,-9.8689e-06-0.00049029i,0.0001212-0.00033342i,0.00050905+0.00035504i,-0.00021858+0.00066127i,-9.3016e-05+0.00055158i,0.00046224-0.00061568i,0.00016672-0.0013363i,-0.00038598-0.0010247i,-0.00039207-0.0015882i,5.6251e-05-0.001484i,0.00016866-0.0010867i,0.00012765-0.0010762i,4.4756e-06-0.00076924i,-0.00020004-0.00061801i,-0.00034297-0.00016393i,9.0451e-05+6.4688e-05i,0.00088411-2.2815e-05i,0.00088282+0.00018618i,0.00053151+0.00013436i,0.00043757+0.00023745i,0.00071824+0.0008119i
0.0006004+0.00076796i,0.00047051+0.00059704i,0.0012083-0.00034432i,0.00071825-0.00090692i,-0.00033159-0.00075655i,-7.811e-05-5.3354e-05i,0.00061254+2.8355e-05i,0.00044383-0.0010823i,-0.00027722-0.0017303i,-0.0011208-0.0016033i,-0.0010792-0.00088564i,-0.00055056+0.00030007i,-1.6405e-05+0.00086663i,-1.2022e-05+0.00039068i,0.00017782-0.00029164i,0.00033304-1.8575e-05i,0.000166+0.00012026i,5.9599e-05+0.00026242i,-0.00083195+0.00073959i,-0.0013233+0.00038215i,-0.0010207+1.7982e-05i,-0.00051012+6.6244e-05i,-0.00025066+0.00069605i
-0.00098447-0.00019843i,-0.0011801+0.00044228i,-0.0017975+0.0012867i,-0.0011021+0.00063837i,0.000238-7.2981e-05i,0.0012559-2.8481e-05i,0.0015622+0.00026652i,0.0014475+5.4013e-05i,0.00017368-0.00047408i,-0.0011754+0.00021337i,-0.0018039+0.0005016i,-0.0018056+3.1805e-05i,-0.00085375+0.00021073i,-9.3083e-05+0.00075518i,-0.0002062+0.0012363i,-0.00053557+0.0013419i,-0.00081216+0.00060321i,-0.0005444-0.00023306i,2.4275e-05+8.2982e-05i,0.00027931+0.00055687i,-0.00022795+0.00081133i,-0.00010283+0.00061038i,9.4508e-05+5.3944e-05i
0.0012129-0.00012729i,0.000414-0.0011201i,-5.0886e-05-0.0012234i,-0.00043024-0.0013087i,-0.00077922-0.00060833i,-0.001087+0.00060745i,-0.00016755+0.0012742i,0.00052382+0.0011311i,0.0001241-0.00038755i,-0.0011374-0.0017728i,-0.0009682-0.0016142i,-0.0001069-0.00019116i,-8.0425e-05+0.00078i,-2.1594e-05+0.00043319i,0.00075959+0.00050894i,0.001078+0.00059453i,0.00039739+8.75e-05i,-0.00027891-0.00038872i,-0.00041235-0.00028727i,-0.00043124-0.00022091i,-0.00014444-0.00030069i,1.8249e-05-0.00044879i,-0.0011282-1.7264e-06i
-0.00084178+0.00053471i,0.00020953+0.00037687i,3.6085e-05+0.00020225i,-0.00020411-0.00021914i,0.00052794-0.0015864i,0.0012414-0.0018595i,0.000808-0.0012171i,0.00079232-0.00065676i,0.00030025+0.00014648i,-0.00041865+0.00033197i,-0.0002929-1.5845e-05i,-0.0001886-5.9436e-05i,-2.4951e-05-0.00010885i,0.0001047-0.00013132i,-0.0003359-0.00041041i,-0.00052171-0.00075777i,4.1249e-05-0.0006891i,0.00018555-0.00035107i,0.0001588-0.00016671i,0.0004956+5.9375e-06i,0.00019244+0.00047707i,-6.7897e-05+0.00036804i,0.00014843+0.00025373i
-0.00060092-0.00034996i,-0.00089103-0.00064672i,-0.0002096-0.00037335i,0.00020691+0.00045854i,5.3356e-05+0.001253i,0.00016016+0.0012808i,0.00013919+0.001153i,5.0814e-05+0.00013349i,0.00021145-0.0010097i,-5.8257e-05-0.00091696i,-0.00074575-0.00036258i,-0.00061325+0.00044895i,-0.00031247+0.00073332i,0.00036699-3.157e-05i,0.00068666+0.00029741i,0.00031482+0.00059351i,0.00047068+0.00045305i,0.0009017+0.0013201i,0.00065512+0.0012722i,5.7955e-05+0.00017753i,-0.00028386-0.00037369i,-0.00076346-0.00041161i,-0.0010993+0.00026246i
0.00067658+0.00016908i,0.001021-0.00012871i,0.00087127-0.0010225i,0.00057304-0.0015738i,-0.00074949-0.0014323i,-0.0023033-0.00042176i,-0.001367+0.00076833i,0.00048302+0.00013993i,-3.5128e-05-0.0010763i,-0.0010739-0.00082362i,-0.0008636-0.00024623i,-0.00061088-0.00039081i,-0.00018973-0.00010537i,0.00016094+0.00083123i,-0.00037333+0.00082306i,-0.0013488+0.00016821i,-0.0017068-0.0004289i,-0.00087708-0.00020406i,-0.00011135+0.00067252i,-0.00016799+0.00079909i,-0.00045459+0.00022091i,-0.00082327-0.00041205i,-0.00016076-0.00050058i
-5.2201e-06+0.00056911i,-0.00087499+0.00098056i,-0.0019514+0.00085549i,-0.00053533+0.0010585i,0.0011688+0.0012494i,0.00073086+0.0015184i,0.00025303+0.00075117i,0.00066385-0.00032433i,0.0004119-0.00040261i,-0.00025743-0.00045681i,-0.0011852+1.4601e-05i,-0.0011653+0.00022908i,-0.00037336+0.00016613i,-0.00054185+0.00014579i,-0.00045399+0.00039736i,1.8029e-05+0.00015124i,7.9916e-05-0.00066134i,-0.00052396-0.00070348i,-0.00079109-0.00045487i,-0.00071429-0.00034942i,-0.00044283+3.1558e-05i,-6.6044e-05+0.00074935i,0.00021865+0.00070665i
0.0010666-0.00012073i,3.1609e-05-0.0011871i,0.00044407-0.0023i,0.00058384-0.0017064i,-0.00055489-0.00062896i,-0.0012716-0.00023245i,-0.00055078-0.00034485i,-0.00027246-0.00011442i,-0.00032561-0.00038073i,0.00024519-0.00075644i,0.00050709-0.00061922i,0.00011899+0.0001195i,-0.00024631+0.00074462i,0.00042153+0.0011209i,0.00093209+0.00067971i,0.00046429+0.00014174i,0.00035574+0.00023169i,0.00049743+0.00039517i,0.00019428+0.00053232i,0.00043369+0.00058224i,0.00063441+0.0008662i,0.00014414+0.00027245i,9.2496e-05-0.00036825i
0.00086448+8.1805e-05i,0.0021786+0.00062983i,0.0029411+0.00092411i,0.0025837-0.00038727i,0.00097068-0.0013878i,6.4166e-05-0.001101i,0.00011492-0.00059983i,6.8018e-05+0.00013225i,7.8781e-05+0.00019537i,-0.00011577-0.00083651i,-9.3594e-05-0.0016717i,-0.00048124-0.00093554i,-0.0016198+0.00031277i,-0.00090748+0.0008285i,-0.00067331+0.0010281i,-0.0010668+0.00087803i,-0.00050546+0.00021865i,-0.00032475-0.00011986i,-0.0001757-0.00014387i,-0.00064234-0.00024779i,-0.0010144+0.00023034i,-0.00062335+0.00033581i,-0.00046217-1.0529e-06i
0.00018405-8.4878e-05i,0.00047243+4.1757e-05i,0.0012249+0.0011333i,0.0018021+0.0016856i,0.0019654+0.0013222i,0.0016223+0.00051788i,0.001192+0.00012742i,0.00022723+0.00053414i,-0.00031657-0.00023171i,-0.00045544-0.00080113i,-0.00050933-0.0004697i,-0.00060774-0.00063899i,-4.2669e-05+0.00037668i,0.00027911+0.0017825i,0.00065512+0.00078202i,0.0010858-0.0002197i,-0.0005472-0.00057643i,-0.001255-0.0011228i,-0.00084939-0.00058606i,-0.00053828+0.00020179i,-0.00011734-7.201e-05i,0.00030051-0.00090208i,0.00014419-0.00057167i
0.0003247-0.00083166i,-0.00043894-0.00040139i,-0.0011479-0.00082661i,-0.0016116-0.00031819i,-0.0012335+0.00010488i,-0.0010773+0.0010209i,-0.00066995+0.0016323i,-0.001027+0.0001795i,-0.0012464-0.00098846i,-0.0010839-0.00050546i,-0.0012477-0.00022621i,-0.00067815-0.00027204i,-0.00042977-0.00035531i,-0.00093156-0.00030619i,-0.00091223-0.00056969i,-0.00017235-0.00040181i,5.1033e-05-0.00025534i,0.00038115-0.00020465i,0.0010159-8.4756e-05i,0.0012198-0.00047732i,0.00055475-0.00026905i,-0.00080389+0.00020735i,-0.00090434+0.0002858i
-0.00021364-4.0364e-05i,-0.00037256-0.00041376i,-0.00036127-9.5613e-05i,-2.396e-05+0.0011983i,0.00068063+0.0015624i,0.00038296+0.00080287i,-0.00015955+0.00061713i,-0.00031012+0.00037482i,-3.8895e-05-0.0012881i,0.00015602-0.0021152i,-0.00053371-0.00047098i,-0.00067045+0.00071304i,-0.00086099-0.00014505i,-0.0011421-0.00050489i,-0.00050745+0.00017149i,-6.3062e-05-0.00023866i,1.4829e-05-0.00064259i,-4.1484e-05-0.00032156i,-0.00043901-0.00016509i,-0.00054978-0.0005465i,-0.00051489-9.2786e-05i,-0.00026547+0.0010375i,-0.00023689+0.0009481i
0.00070167+0.0010941i,0.001515+0.00091214i,0.0014585-6.5614e-05i,0.001246-0.00080419i,0.0013551-0.00017033i,0.0010112+0.00059009i,0.00035431-0.0002662i,0.00045906-0.0011457i,0.00038095-0.0017017i,-0.00025405-0.0018558i,-0.00010764-0.00056319i,-0.00069283+0.00010136i,-0.0016624+0.00037125i,-0.0008623+0.00059824i,0.00040497+0.00026663i,0.00089975+0.0003879i,0.0013067+0.0003531i,0.0013606-0.00030213i,0.00057327-0.00092163i,-0.0003834-0.00021065i,-0.0010026+0.00077193i,-0.0012068+0.00089362i,-0.00095701+0.00058074i
0.00011033-1.073e-05i,-0.0001007+0.00031233i,-8.976e-05+0.00074442i,0.00053336+0.00087907i,0.0012392+0.00064893i,0.00074722+8.2294e-05i,-0.0004491-0.00010408i,-0.0009873-0.0002718i,-0.0010923-0.0011264i,-0.00090627-0.00079305i,-0.0003796+0.00021159i,0.00020217+0.00054425i,6.2288e-05+0.00023652i,-0.00031069-0.00015905i,-0.0004712+4.9007e-05i,-0.00028573+4.7895e-05i,-0.0002423-0.0001526i,-0.00092824-0.00052663i,-0.00098276-0.00027874i,-0.00078298+0.00031835i,-0.00048616+0.00048652i,-5.2378e-05+0.00012634i,0.00083722+2.7329e-05i
-0.00038165-0.00011814i,8.2606e-05-0.00038426i,-7.2202e-05-0.00027786i,-0.00064142+0.00013697i,-0.00041455+0.00038435i,0.00064781+0.00052732i,0.00095699-1.1664e-05i,0.00039077-0.00059931i,3.0203e-05-0.00037513i,-3.3391e-05-0.0003852i,-7.4951e-05+6.4703e-05i,-0.00064091+0.00035442i,-0.00086682-9.8474e-06i,-4.1956e-05+0.0003297i,0.0005514+0.00032958i,0.00078095+0.00019171i,0.00055331+0.00028447i,0.00033195+0.00066232i,0.00015908+0.00076399i,-0.00033884+0.00019949i,-0.00037231-0.00026101i,-0.00013237-7.3307e-05i,-0.00015838+0.00044989i
-0.00017545+0.0012521i,0.00022924+0.0021021i,7.5085e-05+0.0015045i,0.00013869+0.00065417i,0.0016263+0.00099139i,0.0019511+0.00063676i,0.00042705+8.388e-05i,-0.00030294+9.8054e-06i,-0.00077019-0.00053579i,-0.00069817-0.00077261i,-0.00020646-0.00017957i,-0.00077123+0.00024317i,-0.00075563+4.6862e-05i,-0.00041197-0.00010001i,-0.00068398-9.0357e-05i,-0.00038408+0.00029516i,-0.00018842+0.0003488i,0.0001489-0.00021963i,-3.9395e-05+8.5532e-05i,-0.00059335+0.00018806i,-0.0004233+0.00031713i,-8.3048e-05+0.00045109i,-0.00071222+0.00025767i
-0.00039429+0.0011202i,-0.00090067+0.00044404i,4.3012e-05-0.0012948i,0.00087714-0.0013492i,0.00049986-0.00055796i,-0.00081898-0.00071503i,-0.0013071-3.2017e-05i,-0.00035321+0.00029837i,-5.6879e-05-0.00099643i,-0.00022121-0.00063566i,-7.4692e-05+0.00063252i,-0.00029881+0.00043784i,-0.00084933-0.00041346i,-0.0013453-0.00040581i,-0.0010726-4.3035e-05i,-0.0012466-0.00016662i,-0.0011189-0.00071856i,-0.00039207-0.00095771i,-0.00025268-0.0003936i,0.00010748+0.00022817i,0.00032295+0.00096542i,-2.5201e-05+0.0013691i,-0.00053781+0.0016727i
0.00059029-0.0008255i,0.0002943-0.00093616i,0.0001585-0.0012756i,-0.00051429-0.0017945i,-0.00095685-0.0016762i,-0.00085151-0.00061901i,-0.00017871+0.00053698i,0.00087575-0.00014821i,-7.3134e-05-0.00058408i,-0.0013116-0.00021699i,-0.00047848-0.00068587i,-0.00017022-0.0010941i,-0.00035585-0.00075272i,-0.00017365+0.00018724i,0.00056671+0.00027387i,0.0002857-0.00056872i,-0.00028899-0.001151i,0.00038451-0.000882i,0.00041266+1.6767e-05i,0.00022525+0.00046944i,0.0004031+0.00047044i,-0.00011765+0.00014769i,-0.00039488+0.00037229i
-0.00022247+0.0011403i,0.00067732+0.0014053i,-0.00013523+0.0021532i,0.00063603+0.0027216i,0.0016439+0.002182i,0.0010919+0.00050614i,0.0002627-0.00023373i,-0.00020286-0.0003026i,-0.00028862-0.00050186i,0.00010668-0.00045977i,0.00010715+0.00029002i,0.00014329+0.00093791i,-0.00016298+0.0010212i,-0.00078255+0.00068895i,-0.00043969+0.0004545i,-0.00016151+0.00040404i,-0.00026999+0.00021973i,-0.00033382-0.00036999i,-0.00061173-0.00050861i,-0.00091785+0.00030512i,-0.0004238+0.00075747i,3.0291e-05+0.00062461i,0.00020019-0.00018555i
-0.0013161+0.00052987i,-0.00083141+0.00042254i,-0.0010516+0.0006258i,-0.00047937+0.00027653i,0.00077184+0.00097943i,0.00041059+0.0014298i,-0.00024652-0.00037429i,0.00051434-0.0016027i,0.00015632-0.0013048i,-0.00091355-0.00057969i,-0.0005377+0.00045541i,1.8177e-05+0.00061161i,0.00011721-0.00020476i,0.00028028-0.0003912i,0.00025058-0.00060079i,-0.00033178-0.00066135i,-0.00069971-0.00064251i,-0.00059051-3.4019e-05i,-0.00047001+0.0007604i,-0.00031424+0.00059335i,-0.00032803+0.00042325i,-0.00028887+3.858e-05i,-0.00037873-4.5892e-05i
-7.0993e-05+0.0008192i,-5.3466e-05+0.00070157i,0.0006224-0.00026419i,0.0016222-0.00041226i,0.00097894+9.2435e-05i,-0.00014783+0.00023308i,0.00035802-2.9498e-05i,0.0005447-0.00050259i,0.00059196-0.00025003i,0.00012933-0.00039062i,-0.00054002-0.0010994i,-0.0004437-0.0014469i,-8.4972e-05-0.00052248i,-0.00042326+0.00095443i,-0.00080612+0.00087145i,-0.0010321+0.00059571i,-0.00069197+0.00020126i,-2.2907e-05-0.00037139i,0.00020518+1.3279e-05i,-8.4789e-05+0.00054006i,-0.00040807+0.00064143i,9.6794e-05+0.00049495i,0.00042238+0.00017187i
-0.00031161-0.0018844i,0.00092262-0.0018727i,0.00025395-0.0024579i,-0.00088745-0.0026901i,-0.00063516-0.0010498i,0.0001646+0.001328i,-8.0176e-05+0.0010398i,-7.5657e-05-7.3644e-05i,0.00044104-0.00041887i,-0.00034093+0.00010049i,-0.0012506+0.00052832i,-0.00091987+0.0004934i,-0.00031664+0.00073019i,6.265e-05+0.00079524i,-0.00024841+0.00095603i,-0.00089504+0.00037065i,-0.00078173-8.2271e-05i,-0.00040634-0.00032477i,-0.00040939-0.00058395i,-0.00061885-0.00014323i,5.9799e-06-0.00044548i,-0.00020415-0.00095122i,-0.00093067-0.00025015i
0.00038317-9.728e-05i,0.00066167-1.1136e-05i,0.00074184+0.00013055i,0.0010036-0.00016654i,0.0013377-0.00014774i,0.00077483+0.00023366i,-0.0003708-0.00025635i,-0.00079447-0.00077122i,-0.00039203-0.00058182i,-6.7618e-05-0.00041194i,-0.00014048-0.00013097i,0.00014342+0.0002322i,-6.098e-05-0.00015954i,-0.0007176-0.00022216i,-0.00022832+0.00064001i,-0.00010279+0.0007354i,-0.00031861+0.00031366i,-0.00034601-0.00026782i,-0.00016032-0.00061725i,0.00025103-0.00036805i,2.6598e-05+0.00012969i,-0.00044034+0.00053304i,-0.00070618+0.00096145i
0.0014664+0.00088026i,-0.0008879+3.1337e-05i,-0.00080379-0.0012943i,-0.0003781-0.0013156i,-0.00022357-0.0010678i,-0.00015097-0.00062139i,-0.0003934+0.0006693i,0.00017929-5.9772e-05i,-7.5571e-07-0.00099632i,-0.00034949-0.00056464i,-0.00010533-5.8928e-05i,0.00011702+0.00013687i,-0.00014064-0.00013645i,-0.00047033+0.0003193i,3.5934e-05+0.00081797i,0.00017704+0.00076989i,-0.00012451+0.00042712i,-0.00048418-0.00065776i,-0.00020541-0.00021008i,-0.00022609+0.0011056i,-0.00032584+0.0011153i,-0.00041619+0.00034993i,-0.00069998+0.00031064i
0.00074513+0.00052375i,0.00074027+0.00033551i,0.0016022+0.00022223i,0.001422-0.00030681i,0.00087351-0.0010129i,0.0011552-0.001083i,5.5186e-05-0.00043254i,-0.0008467-0.0003585i,0.00027049-0.00054168i,0.00031655-0.00055523i,-0.00026446-0.00063932i,-0.00036705-0.00048358i,-0.00060406+0.00065674i,-0.00025538+0.0012212i,-0.00022094+0.00055275i,-0.00031404-7.3522e-05i,0.00062209+0.00017581i,7.7663e-06+0.00062332i,-0.00065543+3.0002e-06i,0.00021365+5.0937e-06i,0.00034905+0.00061029i,0.00019385+0.00037968i,-0.0001034+0.00039172i
-0.00077409+0.00036685i,-0.00011008+0.00027016i,0.00053434+0.00058327i,0.001057+0.00095004i,0.0011667+0.00088478i,0.00086784+9.7811e-05i,0.00038247-0.00019299i,-1.9804e-05+8.7007e-05i,0.00023433+7.9239e-05i,0.0006064-0.00053228i,0.0011343-0.00045204i,0.00050862-5.5493e-05i,3.5821e-05+0.0003869i,1.7784e-05+0.00086903i,-0.00033393+0.0011066i,-0.00068906+0.00096809i,-0.00066994+0.00022854i,0.00015246-0.00073045i,0.00069116-0.0013396i,0.00059561-0.00074383i,0.00010201+8.2835e-05i,-0.00051617+0.00082051i,-0.00082038+0.001115i
0.00078312+0.0010522i,0.0010359+0.00084281i,0.00085769+0.00043721i,0.00012893-0.00057475i,-0.00029096-0.00082078i,0.00046965+0.00056819i,0.00062698+0.00049454i,-0.00036256-0.00065863i,-0.0010925-0.0019374i,-0.00058455-0.0015912i,-0.00010908-0.00026597i,-0.0004588+4.7829e-05i,-0.00074788-0.00017533i,-0.0007217-0.00070763i,3.2623e-05-0.00074166i,0.00054376-0.00024176i,0.00020163-0.00012762i,2.5106e-05+0.00016022i,0.0001143+0.00033067i,2.2459e-05+0.00013054i,0.00012429+3.3273e-05i,-0.00018597+0.0004894i,-0.00041132+0.0016856i
4.0527e-06-0.00012286i,2.0472e-05+0.00030062i,-0.00047814+0.0014905i,-0.0013215+0.0023862i,-0.00082399+0.0016122i,0.00051587+0.00079269i,0.00055513+0.00058195i,0.00013191+0.00010486i,0.00045607-0.00050521i,0.00064834-0.0010785i,-0.00044134-0.00079336i,-0.001384+4.7835e-05i,-0.00073001+7.8682e-05i,-0.00055961-0.00058617i,-0.00073515-0.0012314i,-0.00068542-0.0013718i,-0.00069727-0.00077922i,0.00013861-0.00045251i,0.0009455-0.00053199i,0.00051998-0.00034448i,6.5274e-05-0.00015938i,-4.9559e-05+0.00023411i,0.00010139+0.00061469i
-0.00053526-0.0010772i,-0.0013619+0.00019531i,-0.0011807-0.00022484i,-0.00080623-0.00084064i,-0.00081511-0.00045403i,-0.0010832-5.889e-05i,-0.0008681+0.00063214i,0.0001152+0.00034659i,0.00035487-0.00051704i,0.00014518-0.00046432i,0.00058378-0.00012795i,0.0010967-9.1023e-05i,0.00028832+0.00049987i,-0.00012821+0.0010768i,-0.00086+0.00094457i,-0.0011339+0.0002668i,-0.00026404+0.00037519i,-0.00044439+0.00041346i,-0.0004004+5.6219e-05i,-1.4691e-05+0.00049913i,-0.00015587+0.00012147i,-0.0008201-0.00057321i,-0.0016842-2.1526e-05i
-0.00063819+0.00088174i,-0.00033271+0.0010723i,0.0009317+0.0013512i,0.0010949+0.00038381i,0.0013568+0.00011349i,0.00095144+0.00065513i,-0.00049+0.0011613i,-0.00091149+0.0012439i,-0.00093084+0.00057312i,-0.0012499-0.00028104i,-0.0013766-0.00058702i,-0.0010971-0.00055031i,-0.00087239-0.00029919i,-0.0010683+0.00018493i,-0.00053528+0.00096084i,-0.00044072+0.0014418i,-0.00016442+0.00075285i,0.00030444+0.00015771i,0.00017496+0.00055496i,-0.00011228+0.00064355i,6.1447e-05+0.00055545i,0.00037305+0.00048062i,-0.00027477-9.2364e-05i
-0.0014109+0.00069525i,0.00067773+0.00090235i,0.0019823+0.0018463i,0.0023475+0.0016721i,0.0026525+0.00091643i,0.001443+0.00019674i,0.00046005+0.00024961i,-0.00013944+0.00060744i,-0.00053047+0.00014831i,-0.00079177-0.0004848i,-0.00056144-0.00067825i,-3.4864e-05-0.00050079i,0.00017595-0.00071976i,8.2777e-05+1.6744e-05i,-0.00047149+0.00064015i,0.00011051+0.00044976i,0.00097354+0.00052804i,0.00084744+0.00080041i,0.00047514+0.00059996i,0.00010818-0.00029421i,-0.0001217-0.0010321i,-0.00017927-9.5249e-05i,0.00022453+0.0005314i
0.00036296+0.00042656i,0.00031843-0.00018295i,-6.7179e-05-0.00095545i,-0.00052764-0.00049427i,-0.00092202-5.6036e-05i,-0.00095186+0.00046891i,-0.00045837+0.00094296i,-0.00055093+0.00041876i,-0.00094254-0.00057002i,-0.0003181-0.0013216i,0.00044405-0.0010322i,0.00054676-0.00038786i,-2.4156e-06+0.00076784i,-0.00031913+0.0011038i,-5.7185e-06+9.0541e-05i,-0.00016746-3.6909e-05i,-0.00091643-0.00020891i,-0.0011498-0.00053783i,-0.00041474-0.00082014i,-0.00040642-0.00088917i,-0.001055-0.00063793i,-0.00060152-0.00088786i,0.00043932-0.0012318i
-0.0001835+0.00034824i,-0.0013777+0.00065063i,-0.0012296-2.667e-05i,-7.5785e-05+9.4965e-05i,7.983e-05+5.037e-05i,1.8827e-05+8.3014e-05i,0.0001539-2.0411e-06i,-0.00026127+6.6112e-05i,-0.00057384-0.00022196i,-0.00071017-0.00065676i,-0.0005277-0.00068222i,-0.00053682-0.0005836i,-0.00096255+0.00034122i,-0.00093277+0.00083478i,-0.00059945-4.3725e-05i,0.00042573-0.00055784i,0.00086966-0.00042344i,0.00088546+3.1179e-05i,9.4248e-05-0.00029261i,-0.00077762-0.0008212i,-0.0003284-0.00039869i,3.6923e-05+0.00016955i,0.00018677+0.00026701i
3.0206e-05-0.0010938i,-0.00062084-0.00063141i,-0.0011457-0.0014892i,-0.00068471-0.0010306i,-0.00070377+0.00014582i,-0.00037291+0.00058113i,0.00033139+0.0006092i,0.00016375-2.2301e-05i,-0.00032628-0.001374i,-0.00034162-0.0020419i,-0.0002288-0.0014257i,-0.00012594-0.00068013i,2.7281e-05-0.00041812i,0.00066071-4.3489e-05i,0.00027548+0.00010207i,-0.00039577-0.00026498i,-0.00057604-0.00044735i,-0.00067239-0.00033309i,-0.00081567-0.00024668i,-0.0010085-0.00068128i,-0.00033561-0.0011478i,0.00057709-0.00072546i,0.00095314-0.00047482i
0.00016311+0.00023917i,0.00029432-0.00057903i,0.0013937-0.00067945i,0.0023888-0.00083969i,0.00077422-0.00071759i,-0.00036342-2.8066e-05i,0.00042535-9.5534e-05i,-5.0368e-05-0.00045356i,-0.0008304-0.00072769i,-0.00085073-0.00082202i,-0.00070226-0.00068796i,-0.00074786-0.00055203i,-0.0006131-0.00040416i,-3.0613e-05+1.1317e-05i,0.00022045-3.9282e-05i,-0.00020612+1.235e-05i,-0.00027472+1.1202e-05i,0.0001168+0.00014183i,-0.00022445+0.00059579i,-0.00046771+0.0003738i,-0.00068522+0.00017139i,-0.001052-7.6256e-05i,-0.00043132-8.4531e-05i
-4.8715e-05+0.00014991i,-0.00099401+0.00036257i,-0.0014249+0.0010501i,-0.0010121+0.0017214i,-0.00045778+0.0010958i,-0.00087286+0.00062325i,-0.00063266+0.0008046i,0.00015427+0.00010624i,0.00049266-0.00063132i,0.00026854-0.00049486i,-0.00024472+0.00035613i,-0.0005715+0.0012196i,-0.00034643+0.0014978i,0.00029776+0.00065702i,0.0010185+1.0491e-06i,0.0012915+0.00060503i,0.0011038+0.00060122i,0.00015772+0.00036386i,-0.00026601-0.0005498i,0.00024689-0.0011591i,0.00031037-0.00066302i,0.0002769+0.00031782i,-0.00021829+0.00042108i
-0.00054395-0.0014281i,-0.0014152-0.00033459i,-0.0027985-0.00013709i,-0.0023998+0.00018327i,-0.00097493+0.00074756i,-1.5304e-05+0.00051387i,-0.00019853+0.00021278i,0.00038458-0.00045143i,0.00049915-0.0010759i,-0.00040092-0.0010946i,-0.00079527-0.00066706i,-0.00043456-0.00057516i,0.00058417-0.00055971i,0.00071678-0.00023702i,-0.00082997-0.00088559i,-0.0010359-0.00099029i,4.439e-05+6.7632e-05i,0.0010276-1.933e-05i,0.0011318-0.00054014i,0.00033969-0.00023027i,0.00041637-9.6765e-05i,0.00020649-0.00035326i,-0.00069432-4.0649e-05i
4.5066e-05-0.00062827i,0.00035354-0.00087556i,0.00091163-0.00089213i,0.0015466-0.00052704i,0.001487-0.0005306i,0.00070187-0.00061189i,0.00041155-0.0007729i,0.00068653-0.0007819i,0.00036595-0.00084795i,6.8277e-05-0.00074084i,-0.00049945-0.00056662i,-0.0009104-0.00038292i,-0.00075838+0.00026616i,-0.00060535+3.6503e-05i,0.00036891-0.00072034i,0.0012652-0.0010322i,0.00087137-0.0010016i,0.00022181-0.0010226i,7.4999e-05-0.0011021i,0.00073174-0.00055769i,0.00085442+5.0114e-05i,0.00042405+0.00050545i,0.00028402+0.00021572i
2.4439e-05+0.00051785i,0.00078626+0.0011635i,0.0010706+0.00050611i,0.00051406+0.00036924i,0.00023002+0.0012742i,-0.00021804+0.0017654i,-0.00012651+0.00073038i,0.0005905-0.0011218i,-0.00036249-0.0016627i,-0.0011435-0.00082878i,-0.00060997+0.00038238i,-0.00021853+0.00077675i,-0.0002123+0.00074889i,-0.00035161+0.00044026i,0.00018911-0.00031363i,0.00047252-0.00089915i,-4.1181e-05-0.0006381i,-0.00047752-9.173e-05i,-0.0007589+0.00013808i,-0.00064275+0.00038456i,-0.00070062+0.00046503i,-0.00052129+7.757e-05i,-7.0454e-05-0.00023463i
-0.00089532+5.2492e-05i,-0.00071067+0.0011392i,-5.1044e-05+0.0012486i,-3.928e-05+0.00055495i,-0.00042648+9.1528e-05i,0.00023122-0.00031895i,0.00050954-0.00046474i,0.00068385-0.00039104i,0.00060526-0.00055727i,-4.1191e-05-0.00081665i,-0.00033949-0.00028797i,4.9835e-05+0.0003072i,-0.00041967-0.00012421i,-0.0006523-0.0006619i,-0.001019+4.2432e-05i,-0.0012423-0.00012618i,-0.0010777-0.00071647i,-0.001568-0.00051397i,-0.0014944+4.0588e-05i,-0.00034563+6.6098e-05i,-2.2594e-05-0.0006182i,-0.00081628-0.00035627i,-0.00075599-2.2572e-06i
-0.0012357+0.00029547i,-0.00055369-7.6761e-05i,0.00070382-0.00084467i,0.00042576-0.00061019i,6.4678e-05-0.00021222i,0.00017613+6.1348e-05i,4.549e-05+0.00011684i,-0.00036164-0.00012445i,-0.00097852-0.00032851i,-0.0013089-0.0003606i,-0.00078881-6.9106e-05i,-0.00026382+0.0001808i,-0.0002464+3.8668e-05i,-0.00055112+0.00032798i,-0.00055614+0.00061097i,-4.0681e-05+0.00040075i,0.0010704-0.00017049i,0.0016323-0.00074722i,0.0011653-0.0010587i,0.000664-0.00021104i,0.00020023+0.00030488i,0.00010346+0.00032656i,6.6999e-05-0.00018846i
