-0.0032627+0.00024933i,-0.0030308+0.0020611i,-0.0033708+0.0034606i,-0.0025498+0.0032164i,-0.0012583+0.0022792i,-0.00066304+0.0013556i,-0.00010948+0.001164i,0.00029954+0.0022364i,3.2766e-05+0.0026652i,-0.00015053+0.0014748i,0.00024473-0.00063506i,0.00092902-0.0017117i,0.00048078-0.001962i,0.00017681-0.0018817i,0.00022271-0.00088018i,-0.0002935-1.2819e-05i,-0.00084915+6.4214e-05i,-0.00101-0.00042992i,-0.00017477-8.892e-05i,4.3163e-05+0.00039697i,-0.00056602+0.00046028i,-0.00079068+6.4173e-05i,-0.00050561-0.00071272i
-0.0023665-0.00046344i,-0.0036009+0.00046071i,-0.0032427+0.0010393i,-0.0016911+0.0010362i,-0.0010625+0.00124i,-0.00075734+0.0024954i,-0.00067264+0.0026492i,-0.00056897+0.0018547i,0.00036184+0.0010543i,0.00048668+0.00077395i,0.00020488+0.00089712i,0.00045704+0.0005939i,0.00072631-0.00068171i,0.00083903-0.0011204i,0.00039538-0.0007171i,0.00034318-0.00038549i,0.0010345-0.00018087i,0.0013082-0.00026083i,0.00025102-6.8622e-06i,-0.00026755+0.00041485i,-0.00022422+0.00078631i,-6.157e-05+0.00016054i,0.00035555-0.00071532i
0.0015796+0.0015546i,0.0024879+0.0010217i,0.003405-0.00065606i,0.0026616-0.0019088i,0.00061051-0.0019874i,-0.00093768-0.0012856i,-9.9046e-05-0.00049984i,0.0005075-0.00041086i,0.00053319-0.00082285i,0.00071409-0.00086504i,0.00046477+0.00013651i,0.00027852+0.0010858i,0.00078067+0.00068275i,0.00066861-2.2487e-05i,-0.00012775-0.00022134i,-0.00063111-0.00080983i,-0.00077981-0.00085541i,-0.00058445-0.00034218i,0.00059825-0.00054867i,0.00086559-0.00081401i,4.299e-05-0.00052556i,-0.00046272-1.5916e-05i,-0.00041042-0.00012785i
-0.00084538+0.0016528i,-0.00067791+0.0020718i,-0.0010326+0.0017267i,-0.00038354+5.233e-05i,-0.00020493-0.0012658i,-0.00094729-0.0010556i,-0.0011647+1.324e-05i,-0.00091987+4.9986e-05i,6.4044e-05-0.0003557i,0.00084786+7.5545e-05i,5.3734e-05+0.0003732i,-0.00033935+0.00050804i,0.00012222+0.0011222i,-0.0005569+0.00077728i,-0.00071496+0.00028551i,-0.00020924-1.822e-06i,7.8535e-05-0.00037281i,0.00042985-0.00048706i,0.0004195-0.00020308i,0.00046018+5.4084e-05i,0.00034344-0.00015036i,-7.0862e-05-0.00045337i,1.3012e-06-0.00049129i
0.00081204-0.00092209i,-0.00017255-0.0010715i,-0.00065115-0.002168i,-6.1932e-05-0.0019211i,-0.00017807-0.00064541i,-0.0010751-0.0003698i,-0.0010905-0.00030458i,-0.00015661+0.00050669i,0.00033502+0.00017914i,0.00069927-0.0011165i,0.00011348-0.00035644i,-0.00074754+0.0010284i,-0.00019287+0.00052737i,-0.00021931-0.00066713i,-0.00074708-0.0010928i,-0.00054788-0.0012089i,0.0002417-0.0014096i,-1.1997e-05-0.0012188i,2.0061e-05-9.6097e-05i,0.00042596+0.00070861i,0.00038659-2.6972e-05i,0.00096238-0.00060855i,0.0015481-0.00024393i
0.0010169+0.0012299i,0.0022497+0.00083256i,0.0036125+0.00051884i,0.0031587-0.00061936i,0.0017882-0.00089254i,0.0013828-0.00061113i,0.0013599+0.00046843i,0.00045858+0.0015791i,0.00010548+0.0015438i,0.00067192+0.00067276i,0.00044453-0.00063152i,-8.5461e-05-0.00068207i,-0.00010278-0.00012919i,-2.2673e-05-0.00020319i,-0.0003105-0.00050306i,-0.00036266-0.00039817i,-0.00047598-9.2232e-05i,-0.00010636+0.00015091i,0.0007221-0.00085949i,0.00053127-0.0011708i,-2.8348e-05-6.5237e-05i,-0.00014246+0.00030071i,0.0007472-0.000223i
-0.0007743+0.0005632i,-0.00026573+0.0015184i,-0.0014237+0.0021524i,-0.0015518+0.00051904i,-0.00059254-0.00070783i,-0.00034952-0.00042295i,0.00044794+0.00018881i,0.00087309+0.00074363i,1.2227e-05+0.00063231i,-0.00016033+0.00055201i,0.00028226+0.00024082i,0.00047404+0.00016462i,0.000315+0.00072762i,-0.00021827+0.00091283i,1.2558e-05+0.00033197i,-0.00019275-0.00047756i,-0.00061607-0.00052913i,-0.00054153-0.00037067i,-0.0002777-0.00083531i,0.00030457-0.0013426i,0.00072993-0.0012662i,0.00083891-0.0019711i,0.00049532-0.0012568i
-0.0019701-0.0010696i,-0.0013575+0.00064986i,-0.0016862+0.0010162i,-0.0012691-0.00041366i,-0.00088888-0.00095655i,-0.00062252+0.0002815i,0.00034782+0.0016245i,0.00057114+0.00072686i,0.00063372-0.00030021i,0.00039842+9.4844e-05i,0.00055366+0.00079473i,0.00035327+0.00032447i,2.6712e-05-0.00018731i,-4.6178e-05-0.0003906i,0.00012826+0.00042147i,0.00055645+0.00059098i,1.2663e-06-0.00068815i,-0.00045991-0.00096343i,0.00010005-0.00041457i,0.00039325-0.00031324i,0.00029288-0.0005085i,0.00055247-0.00029101i,0.00036346+9.0248e-05i
-0.0007365+0.0012615i,-0.000251+0.0013839i,0.00050825+0.001278i,0.00071697+0.00053187i,0.00063349-0.00042789i,-0.00042789-0.0002201i,-0.00057442+0.00011074i,0.00030085-0.00055209i,0.00063446-0.00086827i,0.00080545-0.0004726i,0.00099132+0.00028637i,0.00074995+0.0010018i,0.00029193+0.0012478i,-7.7274e-05+0.00054155i,-0.00065836-0.00047895i,-0.0011371-0.00066411i,-0.0010918-0.00020223i,-0.00043089-1.9435e-05i,0.00050844+0.0001436i,0.00036165+0.00052132i,0.00011556-0.00014077i,0.00049586-0.0007623i,0.00012427+0.00018206i
0.0002996+0.0017546i,0.00072095+0.00080647i,0.0012834+2.2951e-05i,0.0014078-0.00080015i,0.00070474-0.001188i,-1.637e-05-0.0005284i,-5.8908e-06+0.00050382i,0.00081087+0.00072889i,0.0016404+0.00014246i,0.0011334-0.00016453i,-6.6183e-05+0.00012655i,-0.00038922+0.00034382i,0.00042872-5.7303e-06i,0.00099703-0.00071844i,-6.6017e-05-0.001409i,-0.0008523-0.0015798i,-0.00014627-0.00039365i,0.00038283+0.00086632i,0.00056017+0.00091156i,0.00064114+0.00037999i,0.0008036-0.00054838i,0.00099839-0.00084386i,0.00090578-0.0015548i
-0.0015945-0.0019266i,-0.0018111-0.00011249i,-0.0016267+0.0016974i,-0.00077715+0.0021178i,-0.00057538+0.0010339i,-0.0011718+0.00028491i,-0.00040996+0.00039305i,0.0010564-8.2259e-06i,0.0012461-0.00053418i,0.00017786-7.8535e-05i,-0.00061803+8.1003e-05i,-0.00067033+0.00048869i,-0.00054856+0.00063213i,-6.3115e-05+0.00062982i,2.2593e-05+0.00052534i,-0.00033253+4.8933e-05i,2.1201e-05-0.00011389i,-0.00030538-0.00032773i,-0.00041559-0.00052571i,-0.00090206-0.00079714i,-0.0012502-0.0011205i,-0.00036789-0.00055738i,-0.00036471-0.00011186i
0.0033185+0.0008716i,0.0033903-0.001695i,0.0028823-0.004567i,0.0016439-0.0042995i,0.00059598-0.0026621i,-0.00015623-0.0011705i,-0.0016287-0.00017224i,-0.0010458-4.0387e-06i,0.00057632-0.00049157i,0.00055248-0.0008239i,-0.00015234-0.0004234i,-0.00066505-0.00013595i,-0.0004749-8.9355e-05i,-0.00030763-0.00014609i,-0.00034436+0.00020869i,-0.00011561+0.00053939i,-2.9653e-05+0.00074573i,-0.0003494+4.0507e-05i,-0.00021722-0.00085052i,0.0003832-0.0003555i,0.00012817-0.00033855i,0.00051192-0.00065801i,0.00049342-0.0004757i
0.0012479-0.00085599i,0.0013039+0.00042257i,0.0013633+0.00067884i,0.00048036+0.0011265i,-0.00039748+0.001184i,-0.0007979+0.00040118i,-0.00012767-1.2276e-05i,0.0004489+0.00043894i,0.00033724+0.00056262i,0.00045633+0.00024782i,0.00080659+0.00020817i,0.001027+0.00059826i,0.00013731+0.00080778i,-0.00077127+6.5774e-05i,-0.001021-8.7599e-05i,-0.00042865+0.00014224i,0.00022486+9.5662e-05i,-9.6678e-06-2.3115e-05i,-0.00036496-0.00061147i,-0.00047096-0.00096884i,4.4326e-05-0.00077244i,0.00028296-0.00041429i,0.00031359-0.00052795i
-0.0023873-0.0003472i,-0.0016825-0.00029703i,-0.0015617+0.001223i,-0.0014679+0.0022094i,-0.00089061+0.00093029i,0.00039084-6.4065e-05i,0.0014185-0.0001089i,0.001413-0.00077849i,0.00044763-0.0013357i,-5.7245e-05-0.00046044i,6.3474e-05+0.00031602i,0.00046061+0.00024212i,0.00075911+0.00055215i,-2.4961e-05+0.0010539i,-0.00036966+0.0012293i,-3.7276e-05+0.0012928i,0.00026561+0.0012692i,0.00068977+0.001317i,0.00021555+0.00032671i,0.0001557-0.00080892i,0.00032664-0.000886i,-0.0001132-0.00079075i,0.0001082-0.00042573i
2.9573e-05-0.00045459i,0.00084651-0.0014457i,0.001121-0.0025313i,0.0014749-0.0029991i,0.00046626-0.0022792i,-0.0013399-0.0011054i,-0.0015229-0.00070922i,-0.00073055-0.00034689i,-0.0002128+0.0001637i,-0.00017697-1.3063e-05i,-2.048e-05+0.00010264i,0.00020227+0.00026427i,-0.00018203-0.00010726i,-0.00029173-0.00056378i,-0.0003744-0.00046273i,-0.00075256-6.052e-05i,-0.00057029+2.9497e-05i,-0.00050946+3.4141e-05i,-0.00031362-0.00053467i,0.00075668-0.0010145i,0.0014467-0.00043934i,0.0013807+0.00026477i,0.00090241+3.6699e-05i
0.00028924-0.00057667i,0.0010035+0.00099712i,0.00064472+0.0020936i,0.00016594+0.0023333i,-0.00067255+0.0017765i,-0.001037+0.0011591i,-0.00012459+0.00073683i,0.001194+0.00072646i,0.0014279-4.5049e-05i,0.0010499-0.00064586i,0.00082777-0.00024541i,0.00083792-2.2715e-05i,0.0008197+0.00042339i,0.00015508-0.00024481i,-0.00018051-0.0006961i,0.00022878-0.00027557i,0.00034482-0.00052145i,-0.00039175-0.00087628i,-0.00065634-0.00063787i,5.3732e-05+3.5129e-05i,0.00015256+6.8139e-05i,-0.00031153-0.00053342i,-9.6944e-06-0.0010055i
-0.00015155-0.0012643i,-0.00080517-0.0016821i,-0.0009256-0.0015403i,-0.0015393-0.0015141i,-0.0018041-0.0013144i,-0.0015201+0.00065056i,-0.0013156+0.0024091i,-0.00067058+0.0011868i,0.00026137-0.00077537i,0.00058358-0.0011051i,5.6622e-05+0.00018277i,-5.1094e-05+0.0011123i,0.00010384+0.001112i,0.00025196+0.00092648i,0.00028824-1.7819e-05i,0.00015152-0.0007001i,-0.00042169-0.00081949i,-0.00050705-0.00047086i,-3.8955e-05+0.00046299i,0.00019251+0.00074664i,3.842e-05+0.00041066i,-0.00011161+0.00021941i,-0.00042503+0.0002145i
-7.4306e-05+0.00098462i,0.00013358+0.0011445i,0.001023+7.6746e-05i,0.0013842-0.001436i,0.00068568-0.002037i,-0.00059982-0.0012627i,-0.00078994+0.00019531i,0.00040558+0.00086491i,0.0013886+0.00052338i,0.00044006+0.00084741i,-0.00063959+0.00060558i,-0.00035753-0.0001357i,-0.00027683+6.2871e-05i,-0.00038834+0.00017343i,-0.00033416+0.00028958i,-0.000632-6.5733e-05i,-0.00091079-0.00068924i,-0.00032658-0.00032051i,0.00037645-0.00029198i,0.00034364-0.0008783i,0.00053881-0.00084759i,0.00034239+0.00019743i,-0.00021401+0.00079896i
0.00017859-0.00062922i,-0.00046705-0.0012141i,-0.00034738-0.0016596i,-0.00090445-0.0019337i,-0.0017844-0.0013452i,-0.0015252-0.0007359i,-0.00084011+0.00011924i,0.00023754+0.00062638i,0.00028963-0.00030468i,7.2526e-05-0.0010224i,-2.947e-05-0.0003493i,0.00012563-7.5899e-05i,0.00019508-0.00058575i,-0.00033135-0.00078555i,-8.3939e-05-0.0007971i,0.00065454-0.00055872i,0.00049819-0.00058195i,0.00015323-0.00065559i,0.00044934-0.00057076i,0.00077531-0.00031364i,0.00037125+0.00026875i,0.00028474+0.00010924i,0.0005335-7.7204e-06i
0.00033028+0.00056073i,0.0019349+0.00026425i,0.0025643-0.00065153i,0.0018686-0.0011121i,0.00074852-0.00099114i,-0.00017242-0.0011291i,3.0209e-05-0.00050131i,0.00068745+0.00029057i,0.00080059+4.1507e-06i,0.00026423-1.7431e-05i,0.00016459-0.00018649i,0.00048804+3.4893e-06i,0.00038658+0.00034979i,-0.00034242+0.00037053i,-0.00080453-2.2172e-06i,-0.00060763+0.00013741i,0.00041592+0.00073829i,0.00069411+0.00048199i,0.000299-0.00019259i,1.7373e-05-5.7263e-06i,-8.75e-05+0.00050547i,0.00073552+0.00042226i,0.0011687-0.00016539i
-0.0018965-0.0007567i,-0.0012181-0.0012587i,-6.0946e-05-0.0016476i,0.0004443-0.0014311i,0.00030446-0.00013885i,2.865e-05+0.00055892i,7.1002e-05+0.00027459i,0.00025963-0.00032919i,0.00024375+0.00063001i,0.00030891+0.0013959i,0.0003029+0.0015754i,-0.00035457+0.0017517i,-0.00071241+0.00097215i,-0.00041588+2.9144e-05i,6.4377e-05-0.00033885i,0.00017677-0.00072635i,-0.00010564-0.00085014i,0.00013874-8.2748e-05i,0.00059332+0.00045814i,0.0010694+0.00051815i,0.00045113+0.00046542i,0.00025229+0.0004443i,0.0006714+0.00032018i
-0.0012776-0.00052285i,-0.00073583-3.7015e-05i,-0.00025849+0.0005696i,-0.0012856+0.00084288i,-0.0017702+0.00065126i,-0.00087005+0.00077152i,-0.00021854+0.0012539i,0.00060221+0.0011051i,0.0011796+0.00055078i,0.00026342-0.00053971i,-0.00046835-0.0015205i,-0.00032611-0.00063173i,-0.00074395+0.00018442i,-0.0010481-9.44e-05i,-0.00079543+0.00027104i,-0.00041225+0.0002624i,1.5617e-05-0.00050901i,0.00047332-0.00050166i,0.00036874+6.5375e-05i,-0.0001074-0.00011393i,-0.00046594-0.00062739i,-0.00024289-0.00097321i,8.0677e-05-0.0011238i
-0.00032582-0.00094938i,0.00071315-0.0019807i,0.0011967-0.0021477i,0.00083134-0.001861i,0.00011619-0.0010056i,-0.00021821-0.00035328i,0.00018134+0.00018017i,0.00097008+0.00031836i,0.0012432-0.0003606i,-1.7467e-05-0.00025736i,-0.00059451+0.00045509i,-0.00018039+0.00050099i,-0.00016662+0.00013421i,-0.00046173-0.00070928i,-0.00029525-0.0013385i,-2.3297e-05-0.00098648i,0.00031985-0.00028939i,0.0005878+0.00014754i,0.00040281-0.00022853i,8.6421e-05-0.00074288i,-0.00022163-4.1719e-06i,-0.00018237+0.00023124i,-0.00060606+0.00038226i
-0.00012866-0.00032369i,-0.001337-0.00070852i,-0.0017685-0.0013291i,-0.00097826-0.0018007i,-0.00055449-0.00098956i,-0.0013207+0.00042332i,-0.0012868+0.0014362i,-0.00050363+0.00095608i,0.00048678-3.69e-05i,0.00056323-0.0008031i,0.00018816-0.0006678i,0.00031768-0.00016414i,0.00013273-0.00016657i,0.00040661+0.00020692i,0.00057796+0.00063922i,0.00029554+0.00068386i,-0.00030321+0.00014362i,-0.00027473-0.00032427i,-0.00020166-0.0003139i,-0.00046057-0.00024879i,0.00020358-0.0010304i,0.00087335-0.0010941i,0.00089056-0.00010541i
-0.0014995-0.00028399i,-0.001017+0.0011458i,-0.00021429+0.0012119i,-0.00019586-0.0005786i,0.00015493-0.0011744i,0.00054268-0.00054118i,0.00032453+0.00053943i,0.00031294+0.00079141i,0.00066137+0.00020509i,0.0012683-0.00021224i,0.0013379-0.0007422i,0.00098874-0.0016327i,0.00067706-0.001588i,0.000412-0.00062837i,-0.00064372-0.00039251i,-0.001639-0.00028718i,-0.0013133+0.00014773i,-0.00012927-0.00016658i,0.0007272-6.2026e-05i,0.00052238+0.00025115i,0.00047513-0.00023237i,0.00066372-0.0010509i,2.2199e-05-0.00043803i
-0.00019188+0.00032925i,-0.00052076+0.00080327i,-0.00061138+0.00085216i,-0.0005814+7.638e-05i,-0.00088855-0.00059077i,-0.0007714+0.00046992i,-2.8735e-05+0.0013556i,0.00040273+0.0012101i,0.0011605+0.00040492i,0.001281-0.00017916i,0.00086303+0.00082238i,0.00017309+0.0013893i,-0.00041316+0.00051381i,-0.0011791-0.00075341i,-0.0015437-0.0011171i,-0.0013017-0.00078407i,-0.00086994-0.00053705i,-0.00079115-0.00012696i,-0.00063557-1.6319e-05i,7.2219e-05+0.00050211i,0.00065938+0.00050907i,0.00036629-0.00039537i,0.00021289-0.00055578i
0.001256+0.00054329i,0.0022111-0.00073917i,0.0014428-0.0017272i,-5.6957e-06-0.0013554i,-0.00063517-0.0016336i,-0.00084124-0.0013258i,-0.00040687-0.00028468i,0.00014509-0.00046459i,0.00032591-0.0007034i,0.0003259-0.00073853i,0.00015171-0.0003172i,-0.00085274+0.00050858i,-0.00084767+0.00021518i,-0.00010361-0.00058923i,-0.00086644-0.00094567i,-0.00089141-0.0014367i,0.00019043-0.0011469i,0.00014236-0.00051373i,-0.00017711-0.00010111i,-0.00041416+6.8673e-05i,-0.00084722+0.00033184i,-0.00065817+0.00036112i,0.0003543-3.1191e-05i
-0.00048605-0.0017127i,-0.0019436-0.0012898i,-0.0029789-0.00073707i,-0.0025862-5.9954e-05i,-0.0014551+0.00037817i,-0.00053078+0.0013008i,0.00016848+0.00191i,0.00072852+0.001047i,0.00025727-0.00025626i,-0.00032189-0.0004367i,-0.00021065+0.00032353i,-0.00026398+0.00071847i,0.00027961+0.00080096i,0.00061763-0.00017586i,-3.1632e-05-0.00060742i,-0.00064843+0.00044323i,-0.0007225+0.00087502i,-0.00013633-0.00054427i,0.00083264-0.001258i,0.0015064-0.00077313i,0.0014307-0.00062117i,0.0010139-0.00020219i,0.00068465+0.00024367i
0.00073002+0.0023838i,0.0015593+0.0013038i,0.002153+0.00021249i,0.0023474-0.0011065i,0.0022452-0.0026674i,0.00069242-0.0020778i,-4.192e-05-0.00057912i,0.00032498-1.8142e-06i,0.00047997-0.00044778i,0.00093842-0.00078448i,7.5832e-07-0.00063896i,-0.00072303-0.00055916i,-0.00055805-6.9919e-05i,-0.00095544+0.00056612i,-0.00059739+0.00062835i,0.00049333+0.00015923i,0.00093602-0.00035562i,9.5572e-05-0.00036826i,-0.00044559+2.7615e-05i,-0.00018474-0.00058249i,0.00028887-0.0015089i,0.00095683-0.0010447i,0.00088187-0.00064256i
-0.0010505+0.00053219i,0.00036851+0.00076099i,0.0010513+0.00057726i,0.0020168-0.00012587i,0.0016648-0.00085041i,0.00017656-0.0018717i,-0.0004409-0.0016492i,-0.00027732-0.00044603i,0.00029106+0.00024353i,0.0005502-0.00024971i,-0.00020679+0.00032411i,-0.0010789+0.00076825i,-0.00075517+5.7697e-05i,-0.00031912-0.00038037i,-0.00039762-0.00025252i,-1.4486e-05-0.0005169i,0.00060188-0.00020741i,0.00058559+0.00061385i,0.00091347+0.00025226i,0.00052735+0.00027456i,-0.00092259+0.00018607i,-0.0011624-5.4046e-05i,9.1524e-05+0.00010774i
0.00027309-0.00050424i,0.0011812-0.0016792i,0.0022332-0.0023064i,0.0012283-0.0020635i,-0.00086791-0.0025104i,-0.001683-0.001541i,-0.00050505-1.9093e-05i,0.00052288+0.00070122i,0.00055226+0.00026792i,0.00010039-0.00031386i,0.00052702+0.000308i,0.0012345+0.00070515i,0.00045994+0.00060484i,-0.00041918+0.00012965i,-0.00069824-0.00063916i,-0.00050663+2.1838e-05i,-0.00034569+0.0002861i,-0.00044617-0.00015807i,-0.00080871+0.0003711i,-0.00083451+0.00060363i,-0.000748+0.00035861i,0.0002436+7.5508e-05i,0.00067149-0.00038308i
0.0029094+6.4266e-05i,0.0019344-0.00029792i,0.00083297-0.0017114i,0.0010792-0.002708i,0.0008244-0.0026307i,-0.00064926-0.00049655i,-0.00065473+0.0010053i,0.0008239+0.0004163i,0.0010777-1.1566e-05i,0.00084321+4.0218e-05i,0.00085108+0.00041921i,0.00045798+0.00050746i,0.00040966+0.00043052i,-0.00012665+5.2241e-05i,-0.00013337-0.00042304i,0.00037486-0.00036843i,0.00052286-1.3905e-05i,0.00052359-0.00013635i,0.00039102-0.00022383i,0.00086946-0.00019133i,0.001296+0.00025836i,0.00026865+0.00084498i,-0.00096137+0.00036459i
-0.0002365+0.002413i,5.7145e-05+0.0017732i,-0.00036409+0.001687i,-0.0009961+0.00040371i,-0.00065406-0.0017358i,-0.00017421-0.0016066i,-0.00016219-0.00013256i,0.00039933+0.00013413i,0.0010765+0.00055673i,0.0010026+0.0005084i,0.00029167-1.3482e-05i,-0.00044018+0.00024418i,-0.0010265+0.0002728i,-0.0010668-0.00058932i,-0.00033014-0.00094784i,-0.00059906-0.00046278i,-0.00097825-0.00075573i,-0.00057684-0.000768i,0.00012657-0.00056757i,-0.00032003-0.00024846i,-0.00079266+0.00047988i,-0.00041515+0.00019365i,0.00017622+0.00011247i
7.6344e-06-0.0010375i,-0.00018344-0.0020763i,-0.00012298-0.0016364i,9.2698e-05-0.00052895i,0.00036458-4.5053e-05i,0.00024434+0.00025637i,-0.00022116+0.0013639i,-0.0003375+0.00075986i,-1.2298e-05-0.00047983i,1.2528e-05-0.00063777i,-0.00056136+0.00031825i,-0.0013215+0.0013745i,-0.0010529+0.0011401i,0.00017215+0.0002035i,0.00088319-0.00033172i,0.0009381-0.00051495i,0.00043526-0.00071545i,2.9326e-05-0.00058371i,-0.00042947-0.00011269i,-0.00051373-0.00025247i,2.528e-05-0.00048101i,0.00014911-0.00022344i,9.2999e-06-0.0003171i
0.0001351-0.0021401i,2.858e-05-0.0012783i,-0.00030003-0.0011793i,-0.001392-0.0010689i,-0.0020145-0.00021117i,-0.0008257+0.00086727i,-0.00049272+0.00082373i,-1.8608e-05+0.00024863i,0.00075616-0.00022761i,-0.00021055-0.0011111i,-0.00084113-0.00065471i,-2.819e-05+6.0532e-05i,-9.0299e-05-0.0001965i,-0.0005026-0.00056284i,-0.0004407-0.00031861i,1.5601e-05-0.00022864i,0.00025114+7.3542e-05i,-8.4105e-05+0.0006259i,0.00024197+0.00042542i,0.00043265+5.716e-05i,8.0056e-05+0.0003787i,-0.00014602+0.00073314i,-0.00059242+0.00063477i
-0.001044-2.6758e-05i,-0.00062073-0.00089284i,-0.0009799-0.0014667i,-0.00065219-0.0013114i,-0.00045132-0.0011794i,-0.00039649-0.0013094i,-0.00030115-0.00085553i,-0.00043273-0.00036215i,-1.0396e-05-0.00031445i,0.00023422-0.0004458i,0.00039852-0.00033721i,0.00061628+0.0001928i,0.00026959+5.4921e-05i,0.00033881-0.00024864i,7.8362e-05-0.00042452i,-0.0004882-0.00094541i,-0.00052767-0.00067814i,-0.00041491-0.00056772i,-0.0003819-0.0010365i,-0.00062652-0.00087934i,-0.0010048-0.00033989i,-0.00048783-0.00039635i,0.00030827-0.00059994i
0.00027097+0.0017217i,0.00034145+0.0019825i,0.00035908+0.0019513i,0.0013587+0.00071114i,0.0013094-0.00053046i,0.00060762-0.0011336i,-0.00014271-0.00031803i,-0.00024181+0.00013609i,0.00048177+0.00047655i,0.00048735+0.00020412i,0.00011378-0.00018304i,0.00010046+1.2958e-06i,0.00065646-0.00041232i,0.00027823-0.00074086i,-0.00069428-0.00056038i,-0.00025588-0.00090223i,7.6132e-05-0.0010729i,-0.00049853-0.00020629i,-6.855e-05+7.4635e-05i,0.00035009-0.00031079i,-0.00026142-0.00045564i,-9.1619e-05-0.00034036i,0.00044368+0.00015125i
0.0014909-0.00089829i,0.0023308-0.0020006i,0.0025773-0.003479i,0.0017922-0.0030679i,0.00059144-0.0014965i,-0.0004804-0.00094363i,-0.00061981+7.0056e-05i,4.4246e-05-7.1563e-05i,0.00037979-0.00068103i,0.00061674-0.0003942i,0.00044103-0.00031523i,0.00033125-7.8433e-05i,-0.00052453-0.00019189i,-0.00047357-0.00066074i,-5.8196e-05-0.0008656i,-0.00029167-0.0004844i,0.00033411-0.0002099i,0.00045242-0.00031496i,-7.8262e-06-0.00053623i,0.00027912-0.00073739i,0.0005799-0.0008341i,-0.0001718-0.00022988i,-0.001139+0.00055884i
-0.00054491+0.00060958i,-0.0019848+0.0012678i,-0.001765+0.00085237i,-0.0010793-0.00066063i,-0.00071953-0.0013833i,0.00030172-0.00031011i,0.00045902+0.00033587i,0.00019977+9.0562e-05i,0.00045073-0.00065554i,-0.00064375-0.00074043i,-0.0012648+0.00018841i,-0.00041126+0.00036869i,0.00013943-0.00023924i,0.00031412-0.00034167i,0.00014537-0.00032693i,0.00030162-0.00027192i,0.00082749-0.00099878i,0.00057654-0.0017019i,0.0003675-0.0013041i,0.00052217-0.00089741i,0.00060044-0.0003256i,1.0012e-05+0.00040233i,0.00027166+0.00065314i
0.0024014-0.0013641i,0.00060152-0.0013043i,-0.00047588-0.002106i,-9.1257e-05-0.0019926i,-0.00066983-0.00081801i,-0.0010039-0.00041087i,-0.00024578-9.4903e-05i,0.00015262-0.00040046i,-0.00044158-0.00099196i,-0.00073943-0.00062068i,-0.00062785+0.00039479i,-0.00068569+0.00070773i,-0.0005477+0.00086612i,-0.00052625+0.0013558i,-0.00057237+0.0006642i,0.0002625-5.8642e-06i,0.00078644-0.00027515i,0.00097736-0.00063451i,0.0010181-0.00044691i,0.0003094-0.00077882i,-0.00040502-0.001029i,4.5115e-05-0.00014074i,2.4744e-05+0.00031698i
-0.001031+0.00011105i,-0.0024153-0.00071149i,-0.0020563-0.00066449i,-0.00057422-0.00042341i,-0.00025351-0.0003195i,-0.00077311-0.0011408i,-0.0027203-0.0026773i,-0.0056845-0.0029278i,-0.007293-0.0015556i,-0.0064961+0.0010501i,-0.0044858+0.0034248i,-0.0025143+0.0045412i,-0.001109+0.0044972i,0.00073857+0.0029629i,0.0021518+0.0010736i,0.0016014-2.7124e-05i,0.0001024-0.00053443i,-0.00099039-0.00097873i,-0.00032805-0.0014845i,0.00031984-0.0012413i,-0.00024413-0.00043835i,6.5818e-05+9.8371e-05i,0.00026644+0.0003787i
-0.00093991+0.0023468i,-0.00048277+0.0025021i,0.00010545+0.0020105i,0.0014697+0.00023528i,0.0022418-0.00094425i,0.0015227-0.00065135i,0.00066491+5.7185e-05i,0.0013572+0.00027616i,0.0023066+0.00024343i,0.0023674-0.000617i,0.001983-0.0020957i,0.00073571-0.0024588i,-0.00041461-0.0014033i,-0.0010024-0.00042716i,-0.0014084-0.00047046i,-0.0013634-0.00060526i,-0.0006354-0.00063601i,0.00019481+1.0451e-05i,0.0009121+0.00055458i,0.0011327+0.00039369i,0.00045852-0.00044187i,0.0002942-0.0007137i,0.00052678-0.00013664i
-0.00035732-0.0012466i,-0.001131-0.0011896i,-0.0026692-0.0011999i,-0.0021763-0.00098123i,-0.0013242-9.5473e-05i,-0.00096235+0.00086804i,-0.00045877+0.0008004i,0.00024165+0.00083598i,0.0010425+0.00091258i,0.0015312+0.000321i,0.0011761-0.00012135i,0.00075529-0.00081662i,1.4526e-05-0.00057387i,-0.00078826+0.00019647i,-0.00073677-5.4948e-05i,-1.3135e-05+4.6837e-05i,0.00042181+0.00032831i,0.00044226+7.3977e-05i,9.0934e-05+0.00015175i,-0.00063426+4.48e-05i,0.00015906-0.00064177i,0.0012885-0.0010287i,0.0010211-0.0010508i
-0.00098767-0.00091563i,-0.00098431+0.00026419i,-0.00067984+2.4736e-05i,-0.00024102+2.8616e-05i,-0.00069469+0.0012969i,0.00017653+0.0018989i,0.0012003+0.0014306i,0.0016424+0.00017945i,0.0016175-0.00022101i,0.0010041+7.5583e-05i,0.00038339+0.00064629i,0.00069712+0.00070211i,0.0011227+9.604e-05i,0.00011863-0.00084602i,-0.00078153-0.0011162i,-0.00084051-0.00025497i,-0.0008923-0.00010268i,-0.0009544+6.9912e-05i,-0.00047019+0.00068995i,-0.00038923+0.00031542i,0.00011732-0.00064555i,0.00099004-0.001057i,0.00054332-0.00051291i
