-7.3284e-05-0.0003496i,0.00027399-0.00076315i,-0.00032464-0.0020356i,-0.0015562-0.0024651i,-0.0016403-0.0007323i,-0.0019669+0.0012411i,-0.00183+0.00074363i,-0.00055022+0.0010754i,0.00017287+0.0021502i,0.00081558+0.0011249i,0.0007264+3.2406e-05i,0.00017886-0.00029515i,5.0809e-05-0.00023123i,-0.00031531-1.0997e-05i,0.00033995-0.00015113i,0.0010377-0.00014904i,0.0007416+0.00048613i,0.00062316+0.00051033i,0.00097757+0.00011492i,0.0014938+0.00026652i,0.0014009+0.00013474i,0.00050953-3.4294e-05i,1.0505e-05-0.00036164i
-0.083746-0.033031i,-0.15034-0.037046i,-0.15068+0.00039885i,-0.064222+0.069164i,0.032913+0.1267i,0.086756+0.14736i,0.089099+0.10955i,0.053193+0.046555i,0.026277+0.015965i,0.024421+0.0065921i,0.020393-0.0032165i,0.0083246-0.0052817i,0.0018409-0.0055807i,-0.00058492-0.0083807i,-0.0045495-0.005015i,-0.0066943+0.0039348i,-0.0024466+0.0091371i,0.003178+0.0065877i,0.0024038+0.0026974i,-0.0015645+0.0034483i,-0.0024975+0.0061128i,-0.0010154+0.0028291i,-0.00024473-0.0047859i
-0.065108-0.0095086i,-0.13117-0.045541i,-0.19563-0.075334i,-0.20674-0.066757i,-0.14466-0.058664i,-0.067528-0.067655i,-0.036248-0.05468i,-0.026251-0.012705i,-0.009094+0.019059i,-0.0068187+0.02041i,-0.022713+0.01977i,-0.032948+0.030372i,-0.027041+0.034398i,-0.015095+0.023517i,-0.0085567+0.012233i,-0.0064428+0.0081959i,-0.0029625+0.0034195i,0.00046443-0.0030558i,-0.00011881-0.0074302i,-0.0055073-0.0079933i,-0.010695-0.0063984i,-0.014054-0.0054622i,-0.015604-0.0042874i
0.06567+0.016117i,0.14528+0.0042977i,0.21127-0.019728i,0.21615-0.042683i,0.16837-0.080971i,0.08789-0.11101i,0.034201-0.083366i,0.025463-0.042623i,0.0088263-0.039392i,-0.015668-0.03947i,-0.018884-0.023816i,-0.011179-0.0097311i,-0.0093591+0.0019634i,-0.011975+0.010511i,-0.012322+0.011396i,-0.0088575+0.0094969i,-0.0064308+0.0079272i,-0.0071586+0.0063236i,-0.0038226+0.0050073i,0.0054465+0.00096035i,0.01012-0.0047247i,0.0068349-0.0027998i,0.0029222+0.0047843i
0.10274-0.00087355i,0.17979-0.0010617i,0.18519+0.025398i,0.089887+0.089258i,-0.025871+0.16073i,-0.078264+0.17421i,-0.072615+0.13027i,-0.0403+0.069703i,-0.011668+0.020904i,0.0037901+0.00759i,0.019314+0.0055006i,0.024376-0.0076723i,0.016203-0.013198i,0.0098122-0.0080038i,0.0048709-0.0040859i,-0.00048012-0.0010034i,-0.0034041+0.0035451i,-0.0050497+0.0076014i,-0.0045886+0.010258i,-0.00082823+0.01002i,0.0061638+0.0068178i,0.013935+0.0021383i,0.01648-0.0017599i
0.03606-0.027112i,0.038201-0.039975i,-0.029307-0.06635i,-0.15448-0.083006i,-0.21821-0.039214i,-0.1602+0.019426i,-0.084149+0.019754i,-0.066573+0.012143i,-0.05812+0.036683i,-0.03246+0.046067i,-0.018171+0.025761i,-0.02074+0.00051326i,-0.021674-0.012096i,-0.010057-0.011943i,0.0041097-0.012682i,0.0066804-0.018003i,0.0034229-0.014986i,0.0043913-0.0050466i,0.0055062-0.0012509i,0.0039666-0.0029598i,0.0031832-0.0033142i,0.0053555-0.0044694i,0.0072284-0.0079263i
-0.070606+0.020319i,-0.11461+0.088714i,-0.077703+0.14901i,0.049894+0.089028i,0.16115-0.049356i,0.18381-0.10675i,0.14801-0.078165i,0.090276-0.041156i,0.045635-0.018003i,0.031163-0.013429i,0.024695-0.016047i,0.018649-0.014954i,0.011063-0.015684i,0.0010232-0.01522i,-0.0034765-0.0087842i,-0.0026128-0.00039175i,0.00027326+0.0034839i,0.0027927+0.0017038i,0.002929+0.0001081i,0.0025441+0.00082835i,-0.00080929-0.0018915i,-0.010274-0.007273i,-0.016536-0.0077229i
-0.10872+0.028274i,-0.18143+0.084711i,-0.16143+0.1466i,-0.020921+0.15965i,0.086345+0.10276i,0.055681+0.030763i,-0.00018649+0.0084962i,0.013572+0.0073988i,0.044534-0.0084536i,0.042141-0.011647i,0.032948+0.0069171i,0.039365+0.019494i,0.03911+0.013001i,0.016173+0.0022883i,-0.01027+0.0031225i,-0.021464+0.012911i,-0.019733+0.016166i,-0.014413+0.0087034i,-0.010847+0.001645i,-0.0068783+0.0028799i,-0.00075224+0.0089535i,0.0039491+0.014335i,0.002465+0.01403i
-0.012562-0.019593i,-0.029891-0.10538i,-0.055693-0.22158i,-0.10414-0.25879i,-0.16235-0.19259i,-0.17188-0.10246i,-0.13206-0.050229i,-0.093458-0.035863i,-0.074853-0.025216i,-0.063902-0.0098577i,-0.049207-0.003109i,-0.029964-0.0016065i,-0.0097291+0.0034773i,0.0058836+0.0096346i,0.017095+0.011901i,0.022896+0.0077096i,0.017123+0.0020619i,0.0069634+0.00037992i,0.0026922+0.00060804i,0.00059417+0.0011908i,-0.0023392+0.0078825i,-0.00088468+0.01743i,0.0046659+0.017539i
0.084419-0.058235i,0.12762-0.15778i,0.10218-0.23493i,0.042208-0.19613i,0.051461-0.074859i,0.10658+0.010717i,0.10417+0.023813i,0.038586+0.0075814i,-0.019166+0.0031464i,-0.023825+0.0077833i,-0.0085832+0.0031789i,-0.0081903+0.0018017i,-0.0069047+0.010546i,0.00075736+0.017435i,0.0063714+0.020828i,0.0097292+0.01779i,0.0078624+0.0091679i,0.0029555+0.0047156i,0.001712+0.00482i,0.0054114+0.0015111i,0.010294-0.0088075i,0.01294-0.018701i,0.011673-0.01905i
0.098982-0.045167i,0.1588-0.051783i,0.14116+0.034689i,0.065021+0.20722i,0.029742+0.30622i,0.031266+0.2252i,0.009941+0.08866i,0.0017723+0.045033i,0.022611+0.052548i,0.026924+0.046563i,0.0099603+0.041804i,-0.00262+0.045459i,-0.0028701+0.039654i,0.0013602+0.014792i,-0.0036594-0.016179i,-0.016696-0.030119i,-0.02131-0.022362i,-0.013296-0.0074582i,-0.0039916+0.0012038i,0.0006468+0.0036194i,0.0023445+0.001726i,-0.0010398-0.0047215i,-0.0048024-0.0074987i
0.018853+0.021185i,0.082352+0.094062i,0.14465+0.14233i,0.097818+0.073577i,-0.044832-0.050517i,-0.12776-0.10839i,-0.10906-0.10121i,-0.063403-0.064453i,-0.027687-0.029301i,-0.013533-0.020181i,-0.011613-0.019098i,-0.0086385-0.017218i,-0.0085662-0.013378i,-0.006394-0.0058391i,-0.0025776+0.0014133i,-0.00045165+0.0092939i,0.0048058+0.012212i,0.0065192+0.0077044i,0.0037247+0.0010434i,-0.0020576-0.0040016i,-0.015908-0.0045294i,-0.028218+0.0012681i,-0.026118+0.0067485i
-0.093478+0.066655i,-0.11607+0.15423i,-0.030942+0.14379i,0.11425-0.038009i,0.17007-0.18959i,0.12376-0.12727i,0.097398-0.0087931i,0.08111-0.0088947i,0.037315-0.047761i,0.015914-0.03797i,0.024117-0.0245i,0.022936-0.03112i,0.0011238-0.029645i,-0.023455-0.012502i,-0.035265+0.0098974i,-0.029253+0.026467i,-0.012962+0.025939i,-0.0031903+0.011357i,-0.0030496-0.0012856i,-0.0020298-0.0036804i,0.0026649-0.0014152i,0.0046872+0.0019195i,0.0034325+0.0069315i
-0.10178+0.036229i,-0.21982+0.055469i,-0.29447+0.085306i,-0.24306+0.14248i,-0.1168+0.18615i,-0.017846+0.15558i,0.03157+0.10115i,0.04368+0.066148i,0.030598+0.041644i,0.015451+0.02376i,0.0033939+0.011374i,-0.011683+0.0059093i,-0.017115+0.004455i,-0.0062282+0.0024585i,0.009501-0.0017116i,0.013074-0.0091654i,0.00065504-0.012248i,-0.0099344-0.0074722i,-0.012319-0.0020185i,-0.0089478+0.0063016i,0.0063187+0.014272i,0.026249+0.011653i,0.030153+0.002226i
0.010232-0.042396i,-0.051212-0.10607i,-0.17537-0.11728i,-0.26707-0.051224i,-0.23586-0.028557i,-0.12989-0.082244i,-0.075916-0.10777i,-0.075392-0.062304i,-0.062529-0.0079063i,-0.035847-0.00020294i,-0.019195-0.013189i,-0.0093219-0.011418i,0.0044403+0.00043092i,0.016697+0.011653i,0.024283+0.012846i,0.023082+0.0050749i,0.010025+0.0037289i,-0.0015415+0.010037i,-0.00036237+0.013981i,0.0058402+0.0090798i,0.0066068-0.0023663i,0.0036009-0.012079i,0.00079691-0.016883i
0.10836-0.098931i,0.17817-0.21925i,0.21953-0.29192i,0.25312-0.24361i,0.26619-0.1329i,0.18282-0.030114i,0.058159+0.032993i,0.005206+0.039338i,0.0025637+0.020563i,0.0021884+0.022693i,0.010134+0.035555i,0.028031+0.030324i,0.033758+0.010148i,0.021027-0.0089626i,0.0023708-0.018948i,-0.0081656-0.013864i,-0.0023739-0.00027397i,0.0098573+0.0059282i,0.01644+0.0036067i,0.017628-0.0027492i,0.013486-0.013216i,0.0014172-0.021242i,-0.011197-0.020796i
0.080561-0.053076i,0.17735-0.092483i,0.21767-0.11051i,0.1355-0.032482i,0.026642+0.11459i,-0.018117+0.16762i,-0.023484+0.11777i,-0.012932+0.081002i,0.0077365+0.063667i,0.013683+0.049102i,0.007618+0.040574i,0.0055973+0.023875i,0.003376+0.0021442i,-0.0054444-0.010258i,-0.015502-0.0086048i,-0.013994-0.0062943i,-0.0023172-0.013342i,0.0066159-0.018137i,0.0080172-0.017726i,0.001424-0.012973i,-0.0097542+0.002076i,-0.014986+0.022727i,-0.010014+0.030038i
-0.041759+0.058346i,-0.048836+0.1416i,-0.072297+0.13757i,-0.1749-0.0050959i,-0.25707-0.13145i,-0.18222-0.15611i,-0.057771-0.16361i,-0.029049-0.15013i,-0.034983-0.091922i,-0.01352-0.051587i,0.002328-0.038526i,-0.0024949-0.022934i,-0.015575-0.0054029i,-0.024753+0.010722i,-0.020952+0.025805i,-0.0098414+0.030901i,-0.0076398+0.016449i,-0.017903-0.0032147i,-0.027098-0.0061998i,-0.027521+0.0020567i,-0.023158+0.009487i,-0.015747+0.014828i,-0.0040478+0.016853i
-0.092096+0.086339i,-0.11526+0.19262i,0.010384+0.25243i,0.21759+0.1647i,0.25657+0.011486i,0.11646-0.040338i,0.010898-0.012265i,-0.011754-0.017977i,-0.02418-0.037079i,-0.035297-0.02568i,-0.029815-0.005993i,-0.018742+0.007437i,-0.0088184+0.016913i,0.0019351+0.02247i,0.0061932+0.025456i,-0.0024357+0.032407i,-0.014713+0.041433i,-0.016663+0.039392i,-0.0081679+0.028041i,0.0031732+0.020144i,0.015667+0.013268i,0.025464-0.00042604i,0.025086-0.013337i
-0.021766+0.0089056i,-0.031331+0.022012i,-0.0010402+0.10793i,0.065918+0.23833i,0.075737+0.26998i,0.0093217+0.20397i,-0.029554+0.16326i,-0.0098569+0.13977i,-7.9847e-05+0.091183i,-0.017482+0.048881i,-0.026721+0.027689i,-0.014007+0.01965i,0.0097012+0.016676i,0.025917+0.00095734i,0.022841-0.025879i,0.01179-0.03418i,0.0084106-0.012709i,0.013049+0.015433i,0.021132+0.025248i,0.025956+0.01607i,0.024173+0.00078324i,0.013877-0.011808i,0.00088422-0.015281i
0.053873-0.080155i,0.0093794-0.19584i,-0.14774-0.28878i,-0.28954-0.28918i,-0.22944-0.21442i,-0.023153-0.12967i,0.10644-0.083865i,0.09802-0.056478i,0.058408-0.020611i,0.052635-0.0021413i,0.045039-0.01128i,0.018514-0.022544i,0.0019475-0.023748i,0.003518-0.021456i,0.008436-0.018885i,0.012405-0.019427i,0.019882-0.025024i,0.022644-0.030807i,0.013372-0.032171i,0.002225-0.029852i,-0.0062555-0.026893i,-0.011821-0.02092i,-0.014175-0.011038i
0.071622-0.076747i,0.093209-0.1362i,0.050995-0.15067i,0.038037-0.092528i,0.1236-0.045086i,0.15836-0.078171i,0.079755-0.12086i,0.01159-0.1116i,0.0016925-0.079659i,0.0044287-0.04513i,0.0070478-0.017129i,0.0089695-0.006811i,-0.0016166-0.0073216i,-0.024625+0.00015246i,-0.0425+0.013492i,-0.049913+0.0095466i,-0.049359-0.0073254i,-0.039044-0.016529i,-0.028835-0.013186i,-0.023297-0.0069368i,-0.017187-0.0045877i,-0.0087855-0.001906i,0.0018059+0.0023163i
0.009891+0.019344i,0.035645+0.10983i,0.055202+0.2459i,0.026201+0.33975i,-0.03564+0.31406i,-0.087285+0.19111i,-0.12905+0.095691i,-0.12765+0.079339i,-0.076554+0.0712i,-0.039155+0.03738i,-0.024842+0.017086i,-0.016219+0.017789i,-0.016199+0.021606i,-0.010173+0.017011i,0.0057829+0.0069271i,0.012204+0.00068662i,-0.0016886+0.0011813i,-0.022916+0.0085808i,-0.029617+0.01872i,-0.0199+0.026566i,-0.0059953+0.031389i,0.0017269+0.028962i,0.0019749+0.019529i
-0.087061+0.052835i,-0.1075+0.068226i,-0.080384-0.055234i,-0.095887-0.25108i,-0.17454-0.24827i,-0.1779-0.046511i,-0.074809+0.079816i,-0.0098315+0.072456i,-0.0069301+0.061819i,0.011787+0.064623i,0.034985+0.040638i,0.039788+0.003982i,0.031307-0.013762i,0.01922-0.0020403i,0.017352+0.023526i,0.02812+0.043755i,0.036717+0.049409i,0.034258+0.040667i,0.028985+0.026521i,0.022967+0.014474i,0.013066+0.0066902i,0.0034322+0.0027898i,-0.0018386-0.00055315i
-0.057032+0.0010649i,-0.06213-0.063503i,0.01308-0.16353i,0.1188-0.22683i,0.12749-0.18497i,0.079025-0.075767i,0.084423-0.02584i,0.10467-0.052705i,0.062672-0.070903i,0.0066656-0.040374i,-0.012171-0.004928i,-0.010498+0.0090956i,-0.0055256+0.0084374i,-0.008305-0.0004612i,-0.015795-0.013339i,-0.011948-0.022022i,0.0040729-0.020988i,0.017249-0.016944i,0.01954-0.018006i,0.019295-0.020117i,0.022567-0.018246i,0.027646-0.011791i,0.026218-0.0036588i
0.03368-0.020599i,0.024529-0.019701i,-0.039582+0.073259i,-0.096982+0.246i,-0.061727+0.29665i,-0.0057868+0.14584i,-0.031363+0.0033331i,-0.083938-0.020128i,-0.078424-0.01305i,-0.04821-0.022024i,-0.032952-0.023131i,-0.029064-0.011796i,-0.018976-0.0019632i,0.0045584-0.00025569i,0.021716+6.0767e-05i,0.022392-0.0026715i,0.014778-0.0091931i,0.0049353-0.014602i,-0.0015783-0.014118i,-0.0028804-0.0076472i,-0.0039149-0.0015976i,-0.0049388-0.0017115i,-0.00483-0.0061736i
0.11201-0.058587i,0.1785-0.096778i,0.19544-0.088006i,0.14877-0.08259i,0.057748-0.13468i,-0.033338-0.14571i,-0.074776-0.083305i,-0.075996-0.025802i,-0.065599+0.011637i,-0.038815+0.041135i,-0.0051047+0.053404i,0.018128+0.052325i,0.031153+0.042975i,0.028229+0.02467i,0.0016796+0.0095592i,-0.033435+0.013233i,-0.0493+0.023871i,-0.042653+0.023377i,-0.031637+0.016632i,-0.023561+0.0081163i,-0.016029-0.0025436i,-0.011267-0.01179i,-0.0098253-0.015745i
0.058691-0.00039451i,0.13907+0.047483i,0.26299+0.058363i,0.36876-0.047463i,0.36368-0.16744i,0.24787-0.1777i,0.14062-0.090823i,0.11119-0.021369i,0.094595-0.019262i,0.048252-0.032892i,0.0067927-0.02988i,-0.0093567-0.029475i,-0.020467-0.036797i,-0.034021-0.031605i,-0.033972-0.014332i,-0.022194+0.0033141i,-0.012811+0.016719i,-0.00295+0.017051i,0.0055269+0.0051301i,0.0055417-0.0023837i,-0.00048574+0.0022151i,-0.0096031+0.015933i,-0.0097261+0.026439i
-0.098266+0.033766i,-0.20703+0.097027i,-0.33283+0.18705i,-0.35986+0.27717i,-0.20718+0.30936i,-0.006389+0.23334i,0.060803+0.089173i,0.028457+0.0074691i,0.026073-0.008981i,0.039283-0.021604i,0.034083-0.022745i,0.029976-0.016959i,0.018283-0.014333i,-0.0076459-0.0028678i,-0.022645+0.018945i,-0.015334+0.034141i,-0.0049254+0.031667i,-0.0060677+0.024346i,-0.0087733+0.023058i,-0.0061036+0.020307i,-0.0053491+0.012286i,-0.0036221+0.004125i,-0.00086055+0.0016227i
-0.11493+0.014125i,-0.21446+0.017951i,-0.29169+0.0096697i,-0.33434+0.022577i,-0.33118+0.06891i,-0.24008+0.087117i,-0.11886+0.051205i,-0.057336+0.015423i,-0.045693+0.028046i,-0.033701+0.049708i,-0.029321+0.040647i,-0.046583+0.032481i,-0.049342+0.047942i,-0.015163+0.055414i,0.023819+0.026126i,0.033771-0.017612i,0.022961-0.037919i,0.0096981-0.031548i,-0.0013971-0.015857i,-0.0029576-0.0026897i,0.0061944+0.0033001i,0.016033-0.0017189i,0.019181-0.012804i
0.0014277-0.036847i,0.039953-0.11606i,0.12388-0.1763i,0.20885-0.15469i,0.20242-0.097615i,0.093454-0.038363i,0.015597+0.019274i,0.0091267+0.035673i,0.0055118+0.019578i,0.0046501+0.0013821i,0.014607-0.022055i,0.024815-0.034876i,0.040696-0.033577i,0.046562-0.035581i,0.035847-0.034853i,0.019636-0.031673i,0.004833-0.025639i,0.0063995-0.0078923i,0.023563+0.0069711i,0.033117+0.0043454i,0.023728-0.0075499i,0.0041643-0.015652i,-0.0099882-0.011435i
0.13199-0.05538i,0.21556-0.14662i,0.19196-0.21033i,0.046268-0.15804i,-0.071805+0.0040906i,-0.06425+0.1278i,-0.026927+0.11151i,-0.029341+0.046802i,-0.026752+0.018078i,-0.0061068+0.015318i,0.0043633+0.026571i,0.0081247+0.040288i,0.015119+0.031909i,0.011879-0.0020276i,-0.012823-0.030453i,-0.03868-0.031596i,-0.043776-0.023519i,-0.035591-0.019154i,-0.024528-0.014308i,-0.014064-0.010228i,-0.0029354-0.0053341i,0.0064805-0.0007786i,0.0044771-0.0018537i
0.084335+0.015954i,0.11476+0.047824i,0.037859+0.035522i,-0.12748-0.054378i,-0.22682-0.14983i,-0.19511-0.17708i,-0.11722-0.14129i,-0.084025-0.078412i,-0.085829-0.014911i,-0.074671+0.02959i,-0.03839+0.035127i,-0.018008+0.00094202i,-0.041264-0.02536i,-0.06224-0.0050019i,-0.044237+0.037446i,-0.0088341+0.06312i,0.012213+0.064289i,0.010955+0.040405i,-0.0036419+0.0052231i,-0.015587-0.0099988i,-0.014195-0.0017645i,-0.0022275+0.0088871i,0.010188+0.0089642i
-0.024326+0.025837i,-0.031963+0.14038i,0.05671+0.25102i,0.26463+0.17568i,0.41394-0.074455i,0.33433-0.25679i,0.15514-0.22745i,0.067236-0.11723i,0.04882-0.064248i,0.036178-0.041869i,0.038538-0.015225i,0.045682+0.0015003i,0.037043+0.014544i,0.017784+0.031843i,0.0039589+0.048507i,0.0091197+0.056785i,0.019531+0.048176i,0.0085614+0.034432i,-0.010499+0.031985i,-0.0083891+0.030493i,0.0035712+0.015978i,0.0064246-0.0011253i,0.0046428-0.0068034i
-0.14611+0.0057044i,-0.23725+0.016212i,-0.17936+0.019236i,0.024735+0.0493i,0.13482+0.13265i,0.088763+0.19549i,0.023673+0.17527i,0.011413+0.10255i,0.033544+0.036883i,0.038169+0.0038257i,0.015887-0.0017055i,-0.0018144+0.0041387i,-0.00053004+0.0070662i,0.012995+0.0010306i,0.024426-0.013429i,0.028343-0.024738i,0.032025-0.029838i,0.033054-0.032566i,0.023064-0.029261i,0.010393-0.020719i,0.0028112-0.012252i,-0.0044235-0.0055845i,-0.0057127-0.0026622i
-0.054973-0.11632i,-0.09775-0.28518i,-0.18159-0.40671i,-0.34054-0.33804i,-0.4374-0.16317i,-0.32957-0.033155i,-0.14429+0.00050902i,-0.064639-0.0071289i,-0.072632+0.0026942i,-0.076852+0.011255i,-0.06496+0.010777i,-0.039648+0.012028i,-0.0046159-0.00056848i,0.01115-0.02498i,-0.00055534-0.037945i,-0.025291-0.032329i,-0.044273-0.013976i,-0.03402+0.0045344i,-3.331e-05+0.009564i,0.019136+0.0030541i,0.015432+0.0019857i,0.011801+0.0069961i,0.01185+0.0053811i
0.11049+0.0059535i,0.19151-0.028231i,0.1603-0.030273i,0.072848+0.051538i,0.1227+0.13713i,0.23321+0.12089i,0.22364+0.02822i,0.12266-0.023212i,0.04533-0.0095128i,0.024397+0.0057021i,0.021-0.0022546i,0.0089148-0.012823i,-0.0073772-0.009038i,-0.017755-0.00032368i,-0.019707-7.7701e-05i,-0.021893-0.0032408i,-0.026213-0.00095299i,-0.030173+0.00039295i,-0.032897-0.00060735i,-0.029332+0.0025855i,-0.018479+0.0069628i,-0.0066845+0.010797i,-0.0010359+0.017859i
0.15283-0.0086088i,0.31304+0.015772i,0.45171+0.11105i,0.4196+0.24491i,0.18612+0.31114i,-0.07178+0.23471i,-0.18586+0.11543i,-0.1387+0.04928i,-0.04777+0.023228i,-0.0010536+0.021664i,0.011158+0.029959i,0.014564+0.039811i,0.016792+0.038579i,0.010131+0.023305i,-0.0045801+0.017477i,-0.0084903+0.026486i,0.0050537+0.035457i,0.025839+0.036554i,0.037572+0.025938i,0.034107+0.010055i,0.022309-0.005173i,0.0067959-0.013098i,-0.0056928-0.0068661i
0.097809+0.13309i,0.14842+0.3287i,0.11146+0.38502i,0.010789+0.092936i,-0.03609-0.29131i,-0.0083539-0.39917i,0.022907-0.27825i,-0.00041376-0.13739i,-0.032913-0.058788i,-0.038124-0.031554i,-0.034992-0.019337i,-0.037258-0.01005i,-0.035347+0.00022216i,-0.016362+0.0088814i,0.0023388+0.0051846i,-0.002619-0.0050264i,-0.023342-0.0088102i,-0.036995+0.0038818i,-0.030637+0.028885i,-0.014374+0.042327i,-0.0060723+0.040079i,-0.0047476+0.032955i,-0.0015597+0.019192i
-0.25602-0.026347i,-0.5507-0.059728i,-0.68708-0.13095i,-0.47497-0.18386i,-0.1493-0.11287i,0.039189+0.054627i,0.10786+0.13621i,0.10542+0.073724i,0.053599+0.01095i,0.028434+0.0086202i,0.047819+0.0023052i,0.061238-0.024912i,0.043676-0.038899i,0.012917-0.018835i,0.0026552+0.023676i,0.017283+0.054025i,0.026803+0.051644i,0.0172+0.023801i,0.00030359-0.010767i,-0.0069712-0.03005i,-0.0053335-0.030057i,-0.011613-0.028881i,-0.023327-0.030056i
-0.02973-0.10457i,-0.0076227-0.15912i,0.041635-0.070421i,0.070127+0.14647i,0.046033+0.19965i,-0.055145-0.0010528i,-0.15724-0.13231i,-0.13116-0.071077i,-0.033377-0.0060001i,0.0039528+0.0065613i,-0.0071484+0.016761i,-0.017509+0.031754i,-0.011435+0.043465i,-0.0014765+0.033711i,-0.0093999+0.014146i,-0.015264+0.018383i,0.0019794+0.037584i,0.020066+0.04314i,0.024995+0.030997i,0.029446+0.011851i,0.040572-0.011489i,0.043051-0.031744i,0.025724-0.032895i
-0.087999-0.035852i,-0.1829-0.13388i,-0.25238-0.22178i,-0.20743-0.15602i,-0.044675+0.0544i,0.13969+0.21636i,0.19299+0.19393i,0.089802+0.094217i,-0.0077096+0.05004i,-0.019086+0.029355i,-0.015655+0.0037625i,-0.017212-0.0079i,-0.0057853-0.010382i,0.016009-0.010985i,0.041128-0.026574i,0.04684-0.06394i,0.026062-0.091924i,-0.0049789-0.084925i,-0.027978-0.053131i,-0.035837-0.026525i,-0.036006-0.011416i,-0.024225+0.0021905i,-0.00080185+0.0036235i
0.26228-0.16208i,0.56972-0.44649i,0.70957-0.75067i,0.39432-0.80458i,-0.12724-0.54577i,-0.37304-0.20218i,-0.27508-0.019512i,-0.10654-0.0092867i,-0.048193-0.02633i,-0.027506+0.0075662i,0.027363+0.033245i,0.064741+0.016211i,0.05145+0.00014411i,0.011216+0.0030149i,-0.025779+0.013917i,-0.048178+0.020672i,-0.06039+0.011686i,-0.055842-0.007181i,-0.035158-0.017971i,-0.020817-0.010325i,-0.015428+0.0040786i,0.00067258+0.0099629i,0.027879+0.0043024i
0.15076+0.26572i,0.28309+0.64381i,0.35282+0.94614i,0.34081+0.83674i,0.3576+0.38259i,0.37287-0.075725i,0.26445-0.28251i,0.10664-0.221i,0.035802-0.091742i,0.013279-0.02911i,-0.004715+0.0041928i,-0.0074252+0.029645i,-0.016351+0.030712i,-0.031649+0.011054i,-0.045351-0.007218i,-0.067094+0.003005i,-0.082632+0.040844i,-0.064401+0.073277i,-0.022227+0.07665i,0.011202+0.062277i,0.027675+0.047391i,0.026186+0.035752i,0.0075904+0.031857i
-0.12848-0.055757i,-0.33398-0.01258i,-0.46587+0.12236i,-0.35792+0.25436i,-0.18525+0.30084i,-0.12148+0.30698i,-0.097489+0.27878i,-0.070417+0.18777i,-0.048951+0.095508i,-0.030301+0.040083i,-0.037507+0.006836i,-0.061409-0.0017914i,-0.060047+0.0063047i,-0.033934+0.02182i,-0.00069182+0.041344i,0.036452+0.051271i,0.066035+0.04283i,0.064597+0.030225i,0.040464+0.027576i,0.026472+0.022413i,0.015417+0.0068276i,-0.0096984+0.0012186i,-0.022342+0.010312i
-0.059388+0.006894i,-0.054279+0.020044i,0.082568-0.074048i,0.26829-0.33794i,0.30089-0.57159i,0.17014-0.5371i,0.067192-0.30357i,0.057052-0.10851i,0.047877-0.025373i,0.01644+0.018908i,0.015131+0.052324i,0.04317+0.044542i,0.047443+0.013609i,0.023566+0.0047423i,0.01003+0.016849i,0.016691+0.026078i,0.034742+0.011409i,0.046855-0.021088i,0.040296-0.043257i,0.024719-0.04565i,0.0072452-0.036001i,-0.0092679-0.016416i,-0.016563+0.0068389i
-0.21346-0.15716i,-0.45529-0.24224i,-0.62995-0.13489i,-0.49329+0.19799i,-0.072452+0.46932i,0.25177+0.44739i,0.27187+0.23553i,0.14331+0.066423i,0.058202+0.011946i,0.035709-0.010878i,0.0035534-0.017578i,-0.026563+0.014939i,-0.019294+0.036516i,-0.0049785+0.023261i,-0.0052752+0.010204i,-0.013425+0.0033217i,-0.034059-0.00018082i,-0.056118+0.013106i,-0.049745+0.032448i,-0.0176+0.031839i,0.01104+0.012142i,0.017298-0.017246i,-0.0073665-0.041021i
0.11741-0.08952i,0.19618-0.28581i,0.074162-0.4329i,-0.26216-0.25668i,-0.51363+0.10472i,-0.49421+0.23933i,-0.3722+0.13606i,-0.28272+0.036267i,-0.19829+0.025271i,-0.09674+0.047435i,-0.01901+0.018033i,-0.0042765-0.035379i,-0.0092102-0.046445i,0.0025454-0.045137i,0.005002-0.059384i,-0.0097446-0.066338i,-0.022557-0.052675i,-0.038293-0.031482i,-0.058306-0.011215i,-0.056264+0.010449i,-0.02624+0.013901i,7.0175e-05-0.010373i,0.0045931-0.030305i
0.14663-0.003343i,0.42071-0.058791i,0.71835-0.20196i,0.72181-0.38825i,0.40588-0.44906i,0.14185-0.3124i,0.09132-0.13861i,0.083642-0.049991i,0.014862-0.020137i,-0.041445+0.0096386i,-0.024886+0.04358i,0.025087+0.052763i,0.041093+0.038912i,0.018442+0.036039i,0.0010406+0.048303i,0.0021286+0.053428i,0.010157+0.052117i,0.029222+0.039687i,0.044669+0.0094161i,0.031939-0.01262i,0.0097356-0.012191i,0.0027066-0.0071655i,0.0089515-0.0059953i
0.14319+0.11752i,0.24269+0.2793i,0.23804+0.38338i,0.13824+0.28098i,0.064665+0.081839i,0.025534-0.0041478i,0.025116-0.017948i,0.041469-0.044224i,0.044994-0.042766i,0.056756-0.012857i,0.055071-0.0017822i,0.021365-0.0014957i,-0.02126-0.0014503i,-0.063253-0.011513i,-0.10299-0.0086986i,-0.12012+0.01614i,-0.11169+0.025654i,-0.095588+0.0088538i,-0.070771+7.1515e-05i,-0.030012+0.0034256i,0.0054241+0.0033154i,0.023363-0.0015203i,0.028164-0.016461i
