-7.3284e-05-0.0003496i,0.00027399-0.00076315i,-0.00032464-0.0020356i,-0.0015562-0.0024651i,-0.0016403-0.0007323i,-0.0019669+0.0012411i,-0.00183+0.00074363i,-0.00055022+0.0010754i,0.00017287+0.0021502i,0.00081558+0.0011249i,0.0007264+3.2406e-05i,0.00017886-0.00029515i,5.0809e-05-0.00023123i,-0.00031531-1.0997e-05i,0.00033995-0.00015113i,0.0010377-0.00014904i,0.0007416+0.00048613i,0.00062316+0.00051033i,0.00097757+0.00011492i,0.0014938+0.00026652i,0.0014009+0.00013474i,0.00050953-3.4294e-05i,1.0505e-05-0.00036164i
-0.00062722+0.0009787i,-0.0015828+0.0010437i,-0.00049968-3.0522e-06i,0.00099918-0.0011021i,0.0010796-0.0017972i,0.00022758-0.0011652i,-0.00033793+2.0878e-05i,-0.00022023+0.00079185i,-0.00027001+0.0011075i,-0.00016068+0.00055892i,-2.071e-05+3.4041e-05i,-0.00090771-0.0004519i,-0.00071903-0.00067185i,-3.8411e-05-0.00026918i,0.00048952-0.00025355i,0.0010812-0.00020108i,0.0011842+0.00024903i,0.00055443+0.00054994i,0.00021579+0.00061653i,-0.00022562+0.00025945i,-0.00073064-0.00073806i,-0.00081082-0.00072407i,-0.00032103-4.3517e-05i
-0.00077945+0.00011173i,-0.0013019+0.00035251i,-0.00153+0.00079373i,-9.9417e-05+0.0011954i,0.00074876+0.00067236i,0.00075747+0.00024048i,0.0008448-6.5267e-05i,0.00090938+3.2782e-05i,0.00067314+0.00024568i,-0.00035138-0.00014871i,-0.0004722-0.00040748i,2.2206e-05+0.00039358i,0.00041428+0.00071411i,-3.399e-05+0.0010723i,8.6211e-05+0.0013013i,0.00062639+0.0011507i,0.00075947+0.00062226i,0.00088714+0.00020991i,0.00084468-9.8009e-05i,0.00072214-0.00024152i,0.00043317-0.00030953i,1.436e-05+5.6647e-05i,0.00040019+9.7065e-05i
-0.00085352+0.0013824i,-0.0011767+0.00083541i,-0.0018815-0.00016682i,-0.0016238+0.0001694i,-0.0011269+7.738e-05i,-0.0017738+7.1059e-05i,-0.0020186+0.00041621i,-0.0010924+0.00059641i,0.00062374+0.00019498i,0.0014955-0.00048251i,0.00072709-0.00015281i,-0.00055854+0.00023236i,-0.0008898+0.00052063i,-0.00039432+0.00056195i,0.00051131-0.00012269i,0.0015586-6.605e-05i,0.0014068+0.00056244i,0.00041151+0.00042648i,0.00037563+0.00013148i,0.00026041+0.0002004i,-0.0004225-4.4835e-05i,-0.00071188+5.8427e-05i,-0.00096972+0.00080512i
-0.0012914+0.0005239i,-0.0026594+0.00063048i,-0.0021174-0.00010346i,-0.0013756+3.3711e-05i,-0.0011359+0.00080782i,-0.0011965+0.00090071i,-0.00090939+0.00068492i,-0.00037377+0.0011623i,-0.00027666+0.0016314i,-0.00010909+0.00052297i,-0.00024997-0.00047428i,-0.00073179-0.00070463i,-9.3635e-05-0.00085431i,0.00041563-0.00085271i,-0.00080876-0.00054183i,-0.0012328-4.3829e-05i,0.00013253+8.4422e-05i,0.00072828+0.00052429i,0.00022559+0.001127i,-0.00023086+0.0010947i,6.4921e-05+0.00028002i,0.00011165-0.00056336i,-8.2467e-05-0.00038313i
-0.0016562-1.9188e-06i,-0.0012746-0.00051218i,-0.00093731-0.00021407i,0.00021172+5.7605e-05i,0.0015733-0.00024563i,0.00083594-9.19e-05i,-0.00059+0.00036322i,-0.0010713+0.00072946i,-0.0003605+0.00035375i,0.00086392-0.00048226i,0.0014394-0.00082803i,0.00099267-0.0011409i,0.00037925-0.001924i,0.00069761-0.0016162i,0.00043913+8.7327e-05i,0.00066058-0.00015964i,0.00097126-0.00016465i,8.6248e-05+0.00058062i,0.00011337-0.00055823i,0.00060957-0.0015748i,0.00034534-0.0013322i,-6.54e-05-0.00063739i,-2.7507e-05-0.00014007i
-0.0027349+0.0012535i,-0.0030582+0.00042129i,-0.0021246+4.0285e-05i,-0.00027089-0.00010466i,0.0007543-0.00011268i,0.00055978-0.0011183i,-0.00021286-0.0014419i,-0.00062938+0.00029845i,-7.6213e-06+0.001618i,0.00060413+0.00063948i,0.00066833-0.00058236i,0.00069198-0.0008237i,0.00050463-0.00031736i,0.00018653-1.5247e-05i,0.00034681+0.00028568i,0.00081733+0.0006406i,0.00099955+0.00039552i,0.0013295+3.699e-05i,0.0013677-0.0004389i,0.00033404-0.00040664i,-0.00037338+0.00016445i,2.5193e-05+0.00070106i,-0.0002472+0.00045395i
-0.0036119+0.0009392i,-0.0033712+0.00092294i,-0.0020241+0.0022123i,-0.00030066+0.0027092i,0.00055455+0.0019367i,0.0009926+5.6918e-05i,0.0005449-0.0010546i,4.0921e-05-0.00010091i,0.00022998+0.0010863i,0.0011411+0.00057186i,0.00131-0.00047435i,0.00033857-0.0006764i,-4.971e-05-0.00080131i,-0.00030197-0.0011733i,0.00022539-0.00049497i,0.00052387+0.00029651i,1.9432e-05+9.6121e-05i,-9.0172e-06-0.00026491i,-0.0007691-0.00043716i,-0.00060819-6.7285e-05i,-2.1877e-05+6.09e-05i,-0.00019114-0.00011184i,-0.0003595+5.9003e-05i
-0.0021322+0.00060882i,-0.002767+0.00078026i,-0.0020033+0.00068311i,-0.00030438+0.0014055i,0.00092913+0.00070896i,0.0010648-0.00037987i,0.00052999-0.0003682i,0.00033847+0.00075367i,0.0011663+0.0010842i,0.0017374+0.00053254i,0.00067826+1.0136e-05i,0.00042595-9.9348e-05i,0.00059908-0.00014759i,0.00040321-0.00048959i,0.00095959-0.00061844i,0.0010146-0.00027352i,0.00022033+2.6787e-05i,-5.5273e-05-0.0004743i,0.00014404-0.0010503i,-0.00039051-0.00059794i,-0.00045563-4.3915e-05i,0.00016713+1.2206e-05i,0.00056163-0.00014929i
-0.0030796+0.0004375i,-0.0036394+0.00028418i,-0.0022846+0.0006567i,-0.00043879+0.00033797i,0.0010714+0.00068235i,0.0017748+9.5988e-05i,0.0014474-0.00079907i,0.00086539-0.00024333i,0.0009457+0.00091345i,0.0013868+0.00082689i,0.00073884-0.00016179i,-0.00021481-0.00055584i,-0.00067611-0.00023243i,-0.0007252+0.000199i,-0.00026438-0.00017763i,0.00035207-0.00034581i,-1.9835e-05+0.00021875i,-0.00030796+0.00036199i,-0.000648-6.3057e-05i,-0.0014859-0.00054198i,-0.0010641-0.00071257i,-0.00026586-0.0003549i,-0.00050581-0.00029605i
-0.0017425+0.00060592i,-0.00126+0.0008394i,-0.001368+9.4955e-05i,-0.0016157-0.00081377i,-0.00010352-0.00073484i,0.00045809+0.00031714i,-0.00045184+0.001122i,-0.00061916+0.00068602i,0.00044824-2.6456e-05i,0.001377-0.00095082i,0.0013062-0.00066379i,0.0004555-0.00063132i,-3.1496e-05-0.0010784i,0.00044001-0.00045753i,0.0012518-0.00042655i,0.0010331-0.00085087i,0.00058134-0.00090127i,0.00099851-0.00021224i,0.0013892+0.00035713i,0.00044433-0.00022548i,-0.00017204-0.00027222i,0.00040479-9.2063e-05i,0.00039674-0.00043379i
-0.0014078-0.00020387i,-0.0018064-9.8508e-05i,-0.001033-8.437e-05i,0.00030013+0.00026434i,0.00079904+0.00076321i,0.00050978+0.0012856i,0.00013752+0.0015i,-0.00067905+0.0012057i,-0.0011208+0.0009557i,0.00015561+0.00029864i,0.00074147-0.0011937i,0.00038366-0.0016109i,0.00040473-0.00083888i,0.00061485+0.00027624i,0.0011279+0.00053088i,0.0020236+0.00075868i,0.0019031+0.00083872i,0.0015793+0.00013335i,0.0016068-0.00032828i,0.00014315-0.00085537i,-0.00040451-0.00063286i,0.00012884-0.00011295i,-6.8853e-05-0.00046845i
-0.0025457+0.00012029i,-0.0019367+0.00039059i,-0.0004979+0.0011841i,0.00053305+0.0011349i,0.001245+9.5316e-06i,0.00075016-0.00014137i,-0.00033735+0.00066286i,-0.00011279+0.00086404i,0.0014424+0.00013777i,0.0021274-0.00093023i,0.001185-0.00084835i,0.0002937-0.00022823i,0.0001529+5.6855e-05i,0.00061181+2.1843e-05i,0.0005847-0.00022323i,0.00066889-0.00033786i,0.0011073-8.8386e-05i,0.000607+2.098e-06i,-0.00010832+0.00017302i,-0.00036992+0.00038837i,-0.0002017-0.00034306i,-0.00038548-0.0013862i,-0.00035482-0.00061195i
-0.00063121+0.0004342i,-0.0010059+0.0010232i,-0.0019889+0.00010459i,-0.0026392-0.0011186i,-0.0019896-0.0015279i,-0.00056154-0.0010587i,0.00027862-0.00018616i,0.00025899+0.00061926i,0.00069094+0.00070062i,0.0013183-2.7858e-05i,0.00099595-0.00076516i,0.00049966-0.0010801i,7.3246e-05-0.0005341i,0.00026694-4.9822e-05i,0.00036275+5.9529e-05i,0.0005336+0.00069228i,0.0012016+0.00094925i,0.0011403+0.00054519i,0.00010222+0.00045678i,0.00042862+0.00033285i,0.00075608+0.00024614i,-0.00044037+4.9137e-05i,-0.0013919-0.00026284i
-0.00053126-0.00030129i,-0.001034-0.00022339i,-0.0017472+0.00025204i,-0.0017002+0.00092644i,-0.00037383+0.00099059i,0.000495+0.00094284i,0.00013788+0.0012736i,0.00010981+0.001248i,0.00011872+0.0017115i,9.2769e-05+0.0010343i,-4.6976e-05-0.00025485i,-0.0002512-0.0007145i,-5.8448e-05-0.0010186i,0.00026181-0.0010983i,0.00081737+0.00033139i,0.00066333+0.00097626i,0.00014107+0.00028642i,-0.00011665-9.4356e-05i,-0.00018629+0.00033048i,-7.4958e-05+0.0010472i,-0.00028986+0.0011699i,-0.00053201+0.0011776i,-0.0011059+0.00036478i
-0.0012302-0.00083582i,-0.00076515-0.0006444i,-0.0010893-0.00066594i,-0.00060883-0.00055955i,-3.5562e-05-2.8793e-05i,0.00040753+0.00021939i,-7.2363e-05+0.00070606i,-0.00077749+0.0016129i,-8.7565e-05+0.0014493i,0.00064739+0.0006083i,0.00025517-0.00056919i,-0.00027173-0.00088269i,0.00021158-0.00029822i,0.00048367+5.1666e-05i,0.00076138+0.00082301i,0.0011972+0.00090658i,0.0017682-1.147e-05i,0.0017479-0.00045451i,0.00067365-0.00019572i,0.00030585-6.0525e-05i,0.00016706+0.00011358i,2.1869e-05+0.00039843i,-0.00012074+0.00086109i
-0.0001287-0.0013106i,-0.0013211+0.0001911i,-0.0023631+0.00073335i,-0.0026932+0.00059609i,-0.0022443-0.00050257i,-0.00090402-0.00034516i,-0.00035959+0.00041762i,-0.00031295+0.00078127i,0.00037294+0.00044621i,0.0012313-0.00041777i,0.0012724+2.8853e-05i,0.0004854+0.00066956i,-0.00043406+0.00029256i,0.00011687+0.0005734i,0.0013515+0.0012636i,0.0014005+0.0014414i,0.0015209+0.0011124i,0.0010527+0.0001237i,0.00097102-0.00046982i,0.0014293+2.7594e-05i,0.00067406+0.00033476i,0.00031317-0.00011649i,0.00012495-0.00034339i
3.5395e-05+0.0019842i,-0.0014107+0.0010784i,-0.001554-0.00014489i,-8.56e-05-0.00036815i,0.00051074-0.00012145i,-0.00047139-0.00020125i,-0.00061258-0.00039024i,-7.1218e-05+0.00057442i,0.00042049+0.0009404i,0.0011222+0.00047718i,0.00097564+0.00049318i,-5.5324e-06+0.0007815i,-0.00026424+9.7689e-05i,1.1007e-05-0.00061387i,3.7741e-05+2.3147e-05i,-0.00015874+0.00064116i,0.00064057+0.0013218i,0.00082922+0.0012327i,0.00022816+0.00030303i,0.00053327+0.00035536i,1.857e-05+0.0001456i,-0.00049952+0.00019537i,-0.00017827+0.00052034i
-0.0029844+2.6979e-05i,-0.0028551+0.00060212i,-0.0025416+0.0015687i,-0.0013974+0.0023077i,0.00034557+0.0017237i,0.0011729-0.00035883i,0.00047313-0.0015276i,0.00034097-0.00042596i,0.0009214+0.0013784i,0.0010345+0.0018559i,0.00059889+0.00073554i,-0.0001045+0.00021744i,-7.1716e-05+7.5755e-05i,-0.0008861-4.63e-05i,-0.0013182-0.00021416i,1.2318e-05-0.000745i,0.00065106-0.0005981i,0.00075945-5.9101e-05i,0.0006588+0.00015664i,0.0010018-8.0845e-05i,0.0010538+6.0611e-06i,0.00012243-0.00010524i,-0.00026181+8.54e-05i
-0.00028318+0.0010251i,-0.001074+0.001349i,-0.0016371+0.00012869i,-0.00089169-0.00095905i,0.00059415-0.0015752i,0.0012045-0.0013639i,0.00032496+4.9648e-05i,-0.00078564+0.00069525i,-0.0005436+0.0009436i,0.0001297+0.00086643i,0.00033884+0.00059059i,0.00013447+0.00010559i,0.00073489+6.2053e-05i,0.0011682+0.00075863i,0.0013713+0.00069623i,0.0015898-6.8739e-05i,0.0008378-0.00058331i,-0.00020762-0.00047805i,-0.00021091+3.7346e-05i,0.00018271+9.6581e-06i,-0.00023486-0.00020754i,-0.00013555-0.00040412i,0.00021601-0.00025347i
-0.0016589-0.0013135i,-0.0013308-0.00064205i,-0.0019373-5.1826e-05i,-0.0015997+0.00033564i,-0.00041358+0.00098269i,0.00018733+0.0018691i,0.00053891+0.0020402i,0.0014188+0.0020327i,0.0016384+0.0011862i,0.0011336+0.00017316i,0.00091934+0.00013334i,0.00067411+0.0005274i,0.00015166+0.00079932i,0.00012536+0.0005454i,0.0011682-5.7919e-05i,0.0012999+0.00012119i,0.0012399+0.00030759i,0.00089488+0.00013564i,0.0002694-0.00014551i,0.0003434-0.0008639i,0.00024618-0.001412i,3.1199e-05-0.00029027i,0.0002836+0.0012667i
-8.3057e-05-0.0021337i,-0.00091946-0.0013605i,-0.0015386-0.0014354i,-0.00087751-0.00028701i,-2.2519e-06+0.0012594i,0.00068344+0.0020813i,-4.381e-05+0.001911i,-0.00053574+0.00075331i,3.1169e-05+3.8368e-05i,5.1643e-05-0.00032228i,0.00012474-0.00049125i,0.00027338-0.00055501i,0.00051403-0.00021609i,0.0004173+0.00043466i,0.00073781+0.00010629i,0.0014873-0.00047708i,0.0010028-3.7433e-05i,-0.00015392+0.00035954i,5.135e-05-0.00046935i,0.0002991-0.00043653i,0.0005021-0.00048558i,0.00099158-0.00045168i,0.00054121+0.00033343i
-0.001668+0.00071798i,-0.0026392+0.00035478i,-0.002254-0.00050516i,-0.0012386-0.00079156i,-0.0003423-0.0011339i,0.00033744-0.0015739i,-0.00055066-0.00078315i,-0.00041196+0.00044162i,0.00023408+0.0009679i,0.00072327+0.00070051i,0.0008271-0.00035653i,0.00042622-0.00020493i,-0.00015018-5.9505e-05i,-0.00020982-0.00046678i,0.00039259-0.00071088i,0.0011783-0.00066567i,0.0017208-6.5397e-05i,0.00084677+0.00031341i,6.5842e-05+0.00098923i,0.00010561+0.00097453i,0.00045841+0.00069336i,0.00066517+0.00087635i,-0.00015509+0.0005548i
-0.0019184+0.0015424i,-0.0020424+0.00089466i,-0.0011534+0.001514i,0.00043187+0.0017757i,0.0012858+0.001052i,0.00082798+9.8713e-05i,-0.00070045-0.00083083i,-0.000433-0.0004768i,0.00085412+0.00087733i,0.0005666+0.00064203i,0.00089053-0.00030543i,0.00088405-0.00021501i,0.00019817-0.00032753i,-0.00019586+0.00014195i,-0.0002665+0.0005374i,0.00043422+0.00026041i,0.001226+0.00020968i,0.00071599+0.00069873i,-0.00027326+0.00057394i,0.00041802+0.00060224i,0.00047567+0.00026767i,0.00044008-0.000277i,0.00037968-0.00072884i
-0.0010155-0.0017604i,-0.0022272-0.00065544i,-0.0027136+2.7988e-05i,-0.0014996+0.00045307i,-0.00032516+0.00023222i,0.00022543+4.8851e-05i,-0.00023857+0.00070241i,-0.00063216+0.0011122i,0.0006301+0.00057413i,0.00085655+0.00017129i,0.00087487+0.00012329i,0.00085001-0.00029866i,-3.6161e-06-0.00061206i,-0.0005701-0.00064297i,-0.00026586-0.0010668i,0.00037653-0.00073911i,0.0011245+0.00032453i,0.0016034+0.00096788i,0.0010486+0.00087697i,0.00064461+0.00033893i,0.00035068-0.00022761i,-6.3304e-05-0.00032808i,-0.00026123-0.00013832i
-0.0018696+0.00025762i,-0.0020739+7.7476e-05i,-0.0017318-0.00035174i,-0.0010761-8.7793e-05i,-0.00074026+9.0626e-05i,0.00010462+0.00026752i,4.7024e-05+0.0011079i,-0.00011684+0.0017897i,0.00038329+0.0014641i,0.00069999+0.00032575i,0.00085025-0.00059236i,0.00055053-0.00072586i,0.00024092-0.00023964i,0.00011974+0.00039935i,0.00077578-0.0002246i,0.001086-0.0010146i,0.0010121-0.00052445i,0.00061379-1.5283e-05i,0.00018539-0.00031778i,9.8563e-05-0.00055102i,-2.6952e-05-0.00064111i,-8.559e-05-0.0011906i,-0.00046665-0.00050143i
-0.00056307+0.00016999i,-0.0009171+0.00010099i,-8.9552e-05-0.00032015i,0.0011471-0.00056443i,0.0011249-0.00011426i,0.0010376-6.8423e-05i,0.00028424+0.0004516i,-0.00030454+0.0015333i,0.00028602+0.0013975i,0.00088552+0.00059755i,0.00028503-7.2642e-05i,-0.00044889-0.00044563i,3.5715e-05+0.00017618i,0.00034237+0.00046513i,0.00065965-5.3824e-05i,0.0012178+9.0722e-05i,0.00074071+0.00088235i,0.00024762+0.00071217i,0.00086439+0.00013076i,0.0005212+0.00048702i,-0.00068948+0.00052109i,-0.00040757+0.00052158i,-8.9925e-05+0.00047779i
-0.002345+0.0024166i,-0.0022785+0.0023019i,-0.00098845+0.0012214i,0.00033814+0.00040278i,0.00094812-0.00058918i,1.6074e-05-0.0016395i,-0.0012144-0.00046745i,-0.00074329+0.0014679i,4.8754e-05+0.0014764i,0.00049717+0.00010144i,0.0010065-0.00047113i,-0.00013295+7.9782e-05i,-0.00058808+0.00054677i,0.00034484+0.00034944i,0.00078512+0.00051295i,0.0011018+0.00032803i,0.001165-0.00029957i,0.001358-0.00051656i,0.00059191-0.00056169i,-0.00046355-0.00029052i,-0.00037634+0.00022684i,0.00021276+0.00048503i,0.00069669+2.9199e-05i
-0.0019462+0.0010502i,-0.0029049+0.00025733i,-0.0018225+0.00079853i,0.00075453+0.00066431i,0.0017673-0.00039106i,0.00068542-0.0017757i,0.00022161-0.0020127i,-3.8033e-05-0.00096527i,-0.00042069-0.00025181i,-0.0004576-7.1991e-05i,-5.4073e-05-0.00013599i,4.9424e-05-0.00022924i,-0.00010699-0.0002738i,0.00030194-7.1184e-05i,0.00040736+0.0003983i,0.00050516+0.00047796i,-6.163e-05-1.02e-05i,-0.00031049-0.00056603i,0.00020159-4.3029e-05i,-0.00024492+0.00027197i,-0.00092277+6.9312e-05i,-0.00057904+0.00019064i,0.00020388+0.00065054i
-0.0025441-0.00047973i,-0.0028041-0.00030909i,-0.0017989+0.0010277i,-0.00072611+0.0014593i,0.00069965+0.00042611i,0.0016587-0.00078583i,0.0015177+3.735e-05i,0.00049409+0.0011897i,9.6051e-06+0.0011456i,0.00038999+0.00076742i,0.0002495+0.00056329i,-0.00034238+0.00084456i,-0.00049369+0.00041794i,0.00020911+6.209e-05i,0.00066853+0.00014337i,0.00062977-0.00027499i,0.00066556-0.00018318i,5.4046e-05+0.0008023i,0.00016396+0.00057294i,0.00029081+0.00025337i,0.00015624-0.00033861i,0.00024635-0.00076938i,-0.00019716-8.4206e-05i
-0.0016904-0.00071326i,-0.0027031-0.00096364i,-0.0028506-0.00093994i,-0.0024988+0.00081883i,-0.0011521+0.001945i,0.00040477+0.0012006i,0.00060817+0.00013491i,0.00030231+0.00031421i,0.00052521+0.00040029i,0.0012321+0.00069535i,0.00076787+0.00018742i,4.7571e-05-0.00069238i,0.00022518-0.00030879i,0.00043515+5.9187e-05i,0.00042741-8.6497e-05i,0.00053936-0.00048053i,0.00065763+6.2548e-05i,0.00068934+0.00076132i,0.00042332-0.00026941i,-0.00012333-0.00066903i,-0.00016283-0.00048696i,0.00015799+6.3061e-06i,0.00026632+0.00028928i
-0.00087118-0.00028512i,-0.0012028-0.00047004i,-0.0013009-0.00063217i,-0.0005935-0.00086629i,0.00081248-0.00095347i,0.00088977-0.00098446i,-0.00042414+3.7505e-06i,-0.00015192+0.00023954i,0.00030455-0.00023538i,0.00031581-0.00048891i,0.00077496-0.0009729i,0.00041705-0.0012239i,0.00060719-0.0010396i,0.00075325-0.00079511i,0.0004518-0.00014659i,0.00070251+0.0001232i,0.00082429-1.5803e-05i,0.00070818+0.00025786i,0.00069144+0.00034984i,0.0010699-5.2227e-05i,0.0007856-0.00033119i,0.00015603-0.00052729i,0.00017769-0.00016199i
-0.00092472-1.577e-05i,-0.0021469+0.0011633i,-0.0016909+0.0012341i,-0.00055522+0.00030717i,-0.00025535+0.00022763i,-0.00045857+0.00040155i,-0.00024962+2.8085e-05i,-0.00015148+1.7401e-07i,0.00044723+0.00045324i,0.0012367-4.6421e-06i,0.00082284+7.3118e-06i,0.00039547+0.00097606i,0.00076114+0.00059825i,0.0012348-0.0001045i,0.00088644-4.4018e-05i,0.00027305+0.00019799i,0.00051028+0.00042641i,0.00098854+0.00063098i,0.001153+0.00025986i,0.00029045+0.00034951i,-0.00034545+0.00081221i,-0.00081047+0.00077787i,-0.0010223+1.3087e-05i
-0.00092291-4.5239e-05i,-0.0022602+0.0002432i,-0.0022738+0.00050898i,-0.0014121+0.00069319i,-0.00064226+0.00042145i,-0.00034261+0.00091045i,-0.00091612+0.0012405i,-0.0011721+0.0017816i,-0.00032555+0.002024i,0.00060683+0.00075264i,0.00095527-0.0002471i,0.00063106-0.00050648i,0.0005691-0.00057604i,0.00091237-0.00032695i,0.00073482-4.9493e-05i,0.00068227+0.0001301i,0.00093784-0.00026937i,0.00031779+0.00025688i,-0.00042273+0.00095095i,-0.00077417-0.00010867i,-0.0011426-0.0005158i,-0.00091588-0.00043193i,-0.00042569-0.00026655i
-0.0016128+0.00032559i,-0.0019022+0.00092377i,-0.0010018+0.0010522i,-4.2322e-05+0.00086369i,0.00089229+0.00091867i,0.00051644+0.00066393i,-4.061e-05+0.0011169i,0.00014929+0.0013792i,0.00061293+0.0012568i,0.0012705+0.0012199i,0.0014481+0.00069518i,0.00060606-0.00019127i,0.00036499-0.00055541i,0.00093195-0.00035625i,0.0012626+0.00023519i,0.0011361+0.00023395i,0.00064616-0.00038859i,0.00021157-0.0007449i,0.00029428-0.0010951i,0.00029885-0.00094857i,-0.00020471+0.00023329i,-0.00061733+0.00080416i,-0.0010677+0.00037404i
-0.00060522-0.00081913i,-0.0016137-0.00086631i,-0.0019722-0.0011938i,-0.0015301-0.00072314i,-0.00071796+0.00043372i,-0.0005681+0.0012422i,-0.00026599+0.001748i,0.00055586+0.0020981i,0.00087934+0.0018475i,0.001187+0.00098751i,0.0011502+0.00022254i,0.00060029+5.6164e-05i,0.00013752+0.00014843i,0.00045137+0.00010253i,0.0011105-9.1293e-05i,0.0011399-0.00022218i,0.00045015-0.00029261i,0.00071263-0.00034647i,0.00096151-0.00043281i,9.9862e-05-0.000858i,-0.00017505-0.0010491i,0.00057871-0.00010018i,0.00069639+0.00022478i
-0.0018573+0.0025183i,-0.0027158+0.0030459i,-0.0016766+0.0021909i,-0.00045929+0.00081858i,-0.00051665-0.00055459i,-0.0010365-0.00055887i,-0.0012524+0.00029741i,-0.00058991+0.0011486i,0.00045876+0.0021213i,0.00054978+0.0013903i,0.00072535-0.0003897i,0.00059569-0.00056942i,-6.018e-05+0.00028796i,0.00012444+0.00060502i,0.00082745+0.0014061i,0.0013816+0.0018208i,0.0012599+0.0014335i,0.0010985+0.00067863i,0.00054324+0.00035039i,0.00013365+0.00035219i,0.00069412+0.00026361i,0.00050141+0.0003979i,-7.3233e-05+8.1942e-05i
-0.001017+0.0014227i,-0.0028478+0.0011326i,-0.0029154+1.6007e-05i,-0.001636-0.00094307i,8.5512e-05-0.00095878i,-0.00034584-0.00080963i,-0.0016593-0.00056716i,-0.0015491+0.0002236i,-0.00036617+0.00015501i,0.00064856-0.00076631i,0.00095853-0.0011424i,0.00053035-0.00011287i,-5.834e-05+0.00070401i,0.00038294+0.00053306i,0.00082371+0.00057676i,0.0012594+0.00050284i,0.0013609+0.0001219i,0.00082311+0.00028243i,0.00041203+0.00027323i,1.6548e-05-0.00029506i,-0.00049596-0.0001199i,-0.00083097-6.6124e-05i,-0.00088776+7.4868e-05i
-0.0009174-0.00025562i,-0.0009615-0.0012816i,-0.0015419-0.00048258i,-0.0012754+0.00035093i,0.0001148+0.00027171i,0.00031605+0.00021436i,-0.00039853+0.00010217i,-0.00033488+0.000534i,0.00028228+0.0013386i,0.0012423+0.00083329i,0.0012994-0.0001249i,0.00021032-0.00075062i,-9.859e-05-0.0009075i,6.2956e-05-0.00052913i,-0.00030717-0.00015116i,-1.2559e-06+0.00066328i,0.00043101+0.00076798i,0.00025275+8.7772e-05i,0.00065726-9.53e-06i,0.00054193+0.00011292i,-0.00024095-0.00011422i,-0.00064414+2.7131e-05i,-0.00024493+0.00071372i
-0.0014403-0.00059464i,-0.0012658-0.00035834i,-0.00050645+0.00030445i,5.666e-05+0.0011027i,-2.9282e-05+0.00099645i,3.0573e-05+0.00081334i,-8.8968e-05+0.00085659i,-0.00014883+0.00061664i,0.00059591+0.00097672i,0.0011467+0.00063517i,0.00097317-0.00021982i,0.0002069+0.00045017i,8.35e-05+0.00070701i,0.00028636+0.00013127i,0.00024352+0.00033628i,0.00071225+0.0010525i,0.0011041+0.00077995i,0.00084162+0.00060002i,0.00039434+0.0011409i,2.0765e-05+0.00085682i,-0.00025514-0.00020662i,-6.2094e-05-0.0004904i,0.00020567+0.00012812i
-0.0023343+0.00051604i,-0.0030814+0.0011289i,-0.0024705+0.0014539i,-0.00069232+0.0018552i,-0.00034341+0.001152i,0.00013212+0.00027873i,-6.4992e-05+0.00029942i,-0.0010961+0.0013689i,-0.0005115+0.0013493i,0.0003289+0.00079398i,0.00051904+0.0003247i,0.0009538-0.00011021i,0.0010735+5.3608e-05i,0.00012768+2.2119e-06i,-0.00031396-4.7097e-05i,0.00053759-0.00032894i,0.00070303+3.2235e-05i,0.00073449-7.8087e-05i,0.00098516-0.00033423i,0.00031549-0.00077741i,-8.1661e-05-0.0014414i,9.1426e-05-0.0010073i,8.6493e-05-0.00041554i
-0.0011226+0.0011299i,-0.0024743+0.0010989i,-0.002008+0.0011996i,-0.0008548+0.00097082i,1.7027e-05-0.00017783i,0.00015988-0.0012468i,-0.00013042-0.00050988i,3.5106e-05+0.00010594i,0.0017095-0.00016331i,0.0024368-9.4438e-05i,0.0010573-7.7265e-05i,-0.0002121-0.00042848i,-5.7803e-05-0.00035192i,-0.00018624+0.00038123i,-0.00030274+0.00036728i,0.00095009-0.00011927i,0.0014416-0.00024936i,0.0011296-0.0004651i,0.00045583-0.00031123i,-0.00053597-0.00066916i,-0.00019624-0.0011994i,0.00031684-0.00051415i,-0.0003019+4.9132e-05i
-0.0021099+0.00061467i,-0.0020531-0.00022795i,-0.0019417-0.00035758i,-0.0014315+3.0514e-05i,0.00012905+0.00032294i,0.00069178+0.0011343i,-0.00052543+0.001285i,-0.00095489+0.0011831i,0.00059155+0.0010172i,0.0023298+0.00018327i,0.0019887-0.00060926i,0.00018388-0.00093577i,-0.0010615-0.00076855i,-0.0011256-0.00046072i,-0.00060089+0.00016538i,0.00019614+0.00022645i,0.0012689-5.4373e-05i,0.0012285+0.0005617i,0.00043793+0.00076671i,0.00046059+0.00027076i,3.3521e-05-0.00035182i,-0.00063488-0.00076471i,-0.00047847-0.00015215i
-0.0023056+0.00033162i,-0.0016308-0.0004014i,-0.001388-0.00057719i,-0.00051933-0.001131i,0.00024976-0.0010195i,0.001069-0.0012532i,3.4245e-05-0.00085741i,-0.0014615-0.00063321i,-0.00066217+0.00047585i,5.4611e-05+0.0012389i,0.0001615+0.00013442i,0.00067433-0.00046955i,0.0011602-0.00065343i,0.0010457-0.0008028i,0.0010735-0.00021994i,0.0010373-0.0001205i,0.0014035-0.00053594i,0.0010513+7.1417e-05i,-0.00019811-6.0583e-06i,-0.00087952-0.00054277i,-0.0010239-0.00042523i,-0.0005445-0.0001776i,-0.00054465+0.00010797i
