-0.0010316-0.00016145i,-0.0010879-0.0013291i,-0.0028369-0.0017181i,-0.0028289-3.6501e-05i,-0.0013755+0.0018943i,-0.00021713+0.0021456i,0.00077048+0.0020477i,0.0010797+0.0013777i,0.0013752+0.00029i,0.0012884-0.00049147i,0.0010037-0.00095505i,0.0008436-0.00057772i,0.00044489+3.9612e-05i,-1.7274e-05+0.0010151i,8.9147e-05+0.00050347i,-1.9389e-05-0.00019814i,-0.00038519+0.00014635i,-0.00032385-0.00027476i,-0.00011054-0.00087379i,-2.1542e-05-0.00071579i,-0.00018164+0.00029127i,-0.00042338+0.00054297i,-0.00048532+0.00029861i
-0.00029423-0.0013712i,3.3553e-05-0.0013486i,-9.8455e-05+5.9039e-05i,-6.7154e-06+0.00076552i,0.00071323+0.00092631i,0.00070711+0.00078341i,0.00078491-8.8002e-05i,0.0010571-0.00117i,0.00017777-0.0011135i,-0.0011956-0.00024481i,-0.0021514+0.00016082i,-0.0017231-0.00035058i,-0.00026088-0.00049196i,0.00015033+0.00010993i,0.00062029+0.00062125i,0.00048744+0.00030944i,3.9625e-05-0.00048589i,0.00019576-0.00080668i,0.00051204-0.00084459i,0.0009573-0.00060483i,0.00046741-7.5299e-05i,-5.7011e-05-3.3166e-06i,-0.00030551+0.00047718i
0.00064699+0.00077024i,-0.00031528+0.00077422i,-0.0013683+0.00058477i,-8.7287e-05+9.2298e-05i,0.0008914+0.00030336i,0.0010741+0.00043612i,0.00082872-0.00030212i,0.0004022-0.00035949i,0.00044102+0.00020382i,-0.00023623+0.00053554i,-0.0011648-0.00054496i,-0.00055511-0.0013341i,-0.00025702-0.0010175i,-0.00021079-5.3126e-05i,0.00055077+0.00034163i,0.00045548+0.00063455i,-2.6699e-05+0.0010719i,7.5526e-05+0.00095498i,-0.00034475-0.00012521i,-0.00023772-0.00075425i,0.00074502-0.0007114i,0.00066074-0.00026885i,8.268e-05+0.00051255i
-0.0010822-0.00060695i,-0.002185-0.00059234i,-0.0024077-0.0008829i,-0.0018243-0.0008532i,-0.0004323-0.00045725i,0.00061011+0.00012319i,0.00083359-8.4593e-05i,0.00065814-0.00080876i,0.00072974-0.0010694i,0.00071457-0.00047215i,0.00044502-4.7345e-05i,0.00033479-0.00023201i,0.00055651-0.0006011i,0.00089579-0.00080608i,0.00095735-5.2558e-05i,0.00069117+0.0003327i,8.5439e-05+0.00033756i,-0.00018015+0.00046398i,-0.00016733-0.00030831i,-0.00039217-0.00055356i,-0.00023362-0.0003511i,0.00012598-0.00031729i,0.00030656+0.00015455i
0.00044084-0.0015425i,0.00018355-0.0007861i,-0.00036698+0.00015528i,-5.2299e-05+0.00021366i,0.0008125-0.00063133i,0.0010964+0.00015265i,0.00070028+0.00067832i,0.00065655+7.2983e-05i,0.0008492-0.0009298i,-0.00012014-0.001069i,-0.0010714-0.00018291i,-0.00068505+0.00011953i,0.00014267+1.7562e-05i,0.00068876-2.7899e-05i,0.0015363+0.00064476i,0.0016328+0.0013511i,0.00031492+0.001484i,-0.0001941+0.0012932i,-0.00016459+0.00055153i,-0.00033699+0.00035397i,-0.00025337+0.00061063i,-0.00016492+0.00019313i,-6.7442e-05-0.00046593i
0.00016976-0.0011138i,-0.00024259-0.0013281i,-0.0001016-0.0016639i,0.00046429-0.0010411i,0.0007859-0.00073991i,0.00077019-0.00084001i,0.00050342-0.0006552i,0.00070646-0.00080285i,0.00083718-0.00080829i,0.0003057+0.00017289i,0.00062421+0.0005568i,0.00076118-0.0005395i,-5.5982e-05-0.00092105i,-0.00016581-0.00059937i,0.00067615-0.00028449i,0.00066205-0.00027013i,0.00037569-0.00026677i,-0.00028973-0.00014234i,0.00018683-0.000653i,0.0014405-0.0008774i,0.0011793-0.00065593i,0.00041208-0.0009355i,5.9142e-05-0.0010386i
-0.00095551+0.00038755i,-0.00055917+0.00071776i,-8.6808e-05+0.00036652i,0.0011312+0.00030174i,0.0020862+0.00061556i,0.0018784+0.00074839i,0.0010492+0.00077894i,0.00075163+1.12e-05i,0.00050807-0.00049689i,-0.00010257-0.00045049i,-2.7404e-05-0.00051885i,-0.00011411-0.00074734i,0.00059445-0.00077032i,0.0016392-0.00080663i,0.0018756-0.00052441i,0.0014228-0.00027746i,0.00045118-0.000901i,-0.00012599-0.0014541i,-0.00022141-0.001594i,2.141e-05-0.00094227i,-0.00027095-0.00028272i,-0.00039981-0.00010655i,-2.1572e-06-0.00022106i
-0.00043212+0.0008575i,-0.00034338+0.0013565i,0.00034674+0.0021468i,0.00071922+0.0023157i,0.00050311+0.0018418i,0.00036505+0.00091495i,0.00026271+0.000399i,-4.7369e-05-0.00031233i,-0.00048184-0.00033552i,-0.0010901+0.00076331i,-0.0011325+1.8982e-05i,-0.00054104-0.00085221i,-0.00043714-0.00070857i,0.00014987-9.557e-05i,0.00022792+0.00084028i,-0.00015105+0.00045595i,0.0007938+6.5523e-05i,0.0013287+0.00088751i,0.0010635+0.00045654i,-2.9274e-05-0.00063332i,-0.0006318-0.00067097i,6.1763e-05-4.4037e-05i,5.932e-05-0.00038645i
0.0011338+0.00077221i,0.00070847+0.00055426i,0.0013028+0.00083383i,0.0018777+0.0002818i,0.001861-0.0015792i,0.0014865-0.0019226i,0.00058747-0.00072361i,-0.00035217-0.00021567i,-3.0362e-05-0.00010189i,0.0005786+0.00040773i,0.00055456+0.00033138i,0.00013572-0.00078723i,-0.00039011-0.0010757i,-0.00063378+0.00058485i,0.00010403+0.00072974i,0.00083124+0.00048682i,0.00014501+0.00031649i,-0.00059128+4.9558e-06i,-0.00011077-0.00036231i,2.276e-05-0.0010986i,-0.0010606-0.00060633i,-0.00094441+0.000153i,-0.00070674-0.00026683i
0.0008197+0.00073249i,0.0005078+0.00051196i,0.00050229+0.00086425i,0.0015638+0.00043202i,0.002074-0.00033188i,0.00093804-0.00082556i,1.7589e-05-0.0003367i,-7.6992e-05+0.00011337i,-9.3126e-05+1.6124e-05i,-0.00024328-0.0001153i,-0.0002416-0.00082736i,-0.00032527-0.00098671i,-0.00015801-0.00053821i,0.0005955-0.00061653i,0.00027971-0.00032963i,-0.0011398-0.00027083i,-0.0011654-0.00050811i,-0.00023486-0.00040774i,0.00019713-0.0004061i,4.3143e-05+0.00012943i,0.00015505+0.00039355i,1.9994e-06-0.00024279i,-0.00058294-0.00053895i
0.0019195-0.00054194i,0.00082278-0.00085562i,-0.00042744-0.0010475i,-0.00075793-0.00077386i,-0.00075041-0.0010455i,0.00036735-0.00025644i,0.00038575+5.3525e-05i,-0.00024219-0.00046707i,-0.00026962-0.00072939i,9.0206e-05-0.00077599i,0.00014499-0.00012468i,-0.00035329+0.00050697i,-0.00071664+0.00028528i,-0.00052574+0.00013549i,-0.0010038+0.00046495i,-0.0005639+0.00032888i,0.00032086-0.00046444i,6.8358e-05-0.00080016i,-1.7559e-05-0.00051093i,-5.2892e-05-0.00067i,-0.00061515-0.00099381i,-0.0011388-0.00053075i,-0.0010704-0.00027364i
-0.00037336-0.00085757i,-0.00085585-0.00041038i,2.5592e-05-0.00012747i,0.0012573-0.00053409i,0.0016013+1.5962e-05i,0.0013944+0.0010832i,0.0006979+0.00083315i,0.0007176-2.5416e-05i,0.0006395-0.0007834i,0.00018223-0.00071041i,-0.00011112+0.00014251i,-0.00041364+0.00017603i,-0.00036474+0.0002403i,-0.00035147+0.00028411i,-0.00025123+0.00060103i,2.182e-05+0.00084442i,0.00017523-0.00054834i,0.00041395-0.00084047i,0.00014607+0.00058372i,-0.00015678+0.00053635i,0.00023063-0.00020438i,0.00051033-0.00052136i,-0.00018259-0.00052375i
0.0012875+0.0013406i,0.001222+0.00098785i,0.001188+0.00036712i,0.0020627-0.00025958i,0.0019146-0.00093322i,0.0015978-0.00065506i,0.0012631+0.00026015i,0.00020908+0.00039259i,0.00043429-0.00079447i,0.00079056-0.0012406i,0.00021446-0.00062908i,0.00056782-0.00064946i,0.00034271-0.00078083i,-7.4122e-05+0.00029583i,-0.00019413+0.0012466i,0.00010011+0.00078552i,0.00054387-5.8388e-05i,0.00012711+4.6467e-05i,2.871e-07+0.0004167i,0.00048917+0.00040761i,0.00073109+0.00025846i,0.00094563-0.00076961i,0.0004191-0.00071471i
-0.0010867+0.0017662i,-0.00018132+0.0027815i,0.00072653+0.0022771i,0.0017098+0.002056i,0.0015249+0.0012927i,0.0009042-0.00050068i,0.00028017-0.0010118i,0.00034707-0.00096942i,0.00039519-0.00066912i,0.00010037-0.00060947i,-0.00024189-0.0004991i,-0.00051789-0.00083442i,-0.00062079-0.00053157i,-0.0005535-0.00033262i,0.00042616-0.00079965i,0.0011005-0.00033551i,0.00054428+0.00033801i,-0.00013012-8.5732e-05i,-0.00057246-1.89e-05i,-0.00018789+0.00033616i,0.00022712-4.2643e-05i,-0.0007867-0.00022963i,-0.00078323-0.00065029i
-0.0025886+0.00021622i,-0.002433+0.00015073i,-0.00087643+0.00099323i,0.0003732+0.00091989i,0.00079979+0.00022143i,0.00092029-6.5867e-05i,0.0013089+4.2909e-05i,0.00050327-8.3733e-05i,-0.00046802+9.208e-05i,0.00010675+0.00024982i,0.00052861-7.8586e-05i,0.00010587-0.00033711i,0.00044827-0.00065028i,0.0008018-0.0010592i,0.00049021-6.5443e-05i,9.224e-05+0.00020149i,-0.00032229-0.00082429i,-0.00022036-0.00097418i,-0.00020441-0.00046493i,-0.00044208-0.0003066i,-0.00030695-0.00057363i,0.00051961-0.00034047i,0.0011629+0.00019493i
-0.00019996+0.00016369i,-0.00049437+0.00062463i,-0.0004911+0.00097554i,-0.00023819+0.0010389i,0.00068337+0.0010928i,0.0016363+0.00099i,0.0016253+0.00019838i,0.0010793-0.00073728i,0.00048089-0.00051902i,-0.00023022+7.1231e-05i,-0.00019606-0.00040511i,0.00039314-0.0004268i,0.00024966+0.00021958i,-3.7302e-05+0.00036896i,0.00043548+0.00020788i,0.0011215+0.0005849i,0.00098876+0.00040313i,0.00058566-0.00050328i,-9.9069e-05-0.0002887i,-0.00059998-2.5214e-05i,-0.0011852+9.5971e-05i,-0.0011002+0.00016951i,-9.1331e-05-7.3894e-05i
0.00060959-0.0010858i,0.00079534-0.0010737i,0.0019813-0.0012696i,0.0021944-0.00097362i,0.0016495-0.0010436i,0.0015127-0.0017586i,0.0011181-0.0012224i,0.00039768-0.00050777i,3.8202e-05-0.00019948i,-0.00039119+0.00013613i,-0.00077175-0.00011547i,-0.0009046-0.0001367i,-0.00047478+0.00063157i,-0.00023438+0.00055975i,-0.00075643+2.745e-05i,-0.00087522-0.00029988i,-0.00044607-0.00035054i,-0.00031198+0.00041816i,-0.00034529+0.00083598i,-0.00054844+0.00025467i,-0.00055915-0.00031491i,-8.5343e-05-0.00029493i,-0.00048469+0.00019669i
0.0003696+0.0015242i,0.00018408+0.001127i,0.00046393+4.554e-05i,0.0010204-0.00087542i,0.0011235-0.0013383i,0.00043822-0.00058323i,0.00050567-0.00025564i,0.0008796-0.001112i,-2.4129e-05-0.001322i,-0.00010717-0.0011323i,0.00094481-0.00080102i,0.00068073-0.0002972i,-0.00032871-0.00063197i,-0.0013958-0.00061655i,-0.00048358-0.0001809i,1.351e-05-5.9168e-05i,-0.0010782+0.00067138i,-0.00078321+0.00080987i,-3.1378e-05+0.00011489i,-0.00018951-0.00024307i,-0.00060829-0.00042013i,-0.00048999-0.00055153i,0.00024048-0.00034545i
0.00076892-0.0002117i,0.00046856+0.00090884i,-0.00039468+0.001168i,-0.000915+0.001i,-0.00040329+0.00095393i,0.00041126+0.00093446i,0.00038794+0.00096417i,-0.00057189+3.3065e-05i,-0.00045909-0.001046i,-0.00031301-0.0006622i,-0.00024783-0.00043804i,-8.2041e-05-0.00072024i,-0.00055558+3.3398e-05i,-0.00084677+0.0010152i,7.9637e-05+0.0012971i,0.00089763+0.00080245i,0.00071568+0.00060343i,0.00029542+0.00046239i,0.00017114+0.00020902i,0.0003869-0.00015913i,-0.00015171+0.00017674i,-0.00093511+0.00033054i,-0.0010947+0.00012107i
-0.00037808-0.00051203i,0.00013967-0.00042216i,0.0004619-0.00060309i,0.00059829-0.00064675i,0.00013181-0.00022889i,-0.00018732-0.00022147i,-0.00024051-0.00039281i,-6.9391e-05-0.00096336i,0.00022032-0.0013332i,0.00012873-0.00040131i,-0.00035572+0.000523i,-0.00082624+0.00018678i,-0.00035731+0.00012843i,0.00022672+0.00045649i,0.0012287+0.00072336i,0.001171+0.00053711i,0.00010096-2.9067e-05i,0.00074334-0.00068668i,0.0015573-0.00088269i,0.00039968-0.00071811i,-0.00093365-0.00075154i,-0.00070466-0.00014476i,0.00017154-0.00028631i
-0.00036618+0.00083398i,-0.00097244+0.0010894i,-0.0019007+0.0018875i,-0.0010358+0.0022791i,0.0012128+0.0015767i,0.0019269+0.00024214i,0.0010767-0.00072653i,4.1421e-06-0.00039881i,-0.00046543-0.00022216i,0.00022593-0.001257i,-0.00026125-0.0015561i,-0.001193-0.0012223i,-0.00081782-0.00052042i,0.00026494+0.000262i,3.7123e-06+0.0004739i,-0.00069954+0.00040915i,-0.00019414-0.00021199i,1.4106e-05-0.00043042i,9.5464e-05-0.0005429i,0.0004955-0.00037568i,0.00020709-0.000194i,0.00027135-0.00033895i,0.00055149-0.00081152i
0.00050219+0.00022566i,0.00029289+0.0002465i,0.00030114+0.00014442i,0.00045396-0.00050161i,0.00048409-0.00014139i,0.00081277+0.0006098i,0.0012626+0.00014256i,0.0012895+0.00032512i,0.0011138+0.0007683i,7.2859e-05+0.00026916i,-0.00010566-4.2753e-05i,0.00069901-9.6855e-05i,0.00023016+7.2288e-05i,-0.00018542+0.00032979i,6.781e-06+8.0498e-05i,0.00063538-0.00010041i,0.0006874+0.00013323i,-0.00030626+9.9816e-05i,-0.0006442+0.00015925i,-0.00059305+0.00031348i,-0.00077143-1.865e-05i,-0.00098696-0.00049426i,-0.0011369-0.00022926i
-0.00053832-0.00069794i,-0.0004987-0.00056277i,-0.0017787+0.00071461i,-0.0013539+0.00071347i,0.00026479+0.00099699i,0.0011244+0.0010152i,0.00082754+1.4338e-05i,0.00064647-0.00041952i,0.00011208-0.00085539i,-9.197e-05-0.00056492i,-9.5721e-05+0.00037481i,-0.00016927+0.00035281i,-0.00082484-0.00025728i,-0.0012175-0.0001035i,-0.00013809+0.00022054i,0.00052998+5.6931e-05i,0.00055984-4.7396e-05i,-0.00010691-0.00033509i,-0.00027568-0.00023106i,0.00032903+0.00021233i,0.00037758+0.00031373i,0.00018627+0.00056381i,0.00021545+0.00062811i
-0.00098243+0.0015829i,0.00086491+0.0017458i,0.002253+0.0015446i,0.0029225+0.00085731i,0.0029682-0.00010758i,0.0027467-0.0013228i,0.0020817-0.0010125i,0.00073367-0.0003589i,9.8213e-05-0.00070796i,-8.4408e-05-0.00053606i,-0.0002505-7.3e-05i,-4.9322e-05-0.00091595i,-0.00014778-0.0014684i,-0.00029086-0.00049826i,-0.00016243+0.00072483i,-0.00034327+0.00070978i,-0.00059677+0.00048879i,-0.0012096+0.00038037i,-0.0010981+0.00044363i,-0.0006489+0.00030179i,-4.7778e-05-0.00039879i,0.00066042+0.00019739i,0.00024231+0.0011165i
-0.0017539+0.00060893i,-0.0019218+0.0013133i,-0.0020076+0.0024827i,-0.00051853+0.0020718i,0.00045754+0.00082088i,0.00028775-0.00051886i,0.00081346-0.0011634i,0.00089646-0.0011904i,-5.5384e-05-0.0011975i,-0.00026644-0.0013407i,-0.00057782-0.00099389i,-0.00054028-0.00048896i,-0.00020019-0.00059975i,-0.00023641-0.00072271i,0.00010921-0.00041436i,0.00026045+7.117e-05i,0.00048694+0.00054335i,0.00011337+0.00082129i,0.00044627+0.00019458i,0.00047678-0.00016774i,-0.00051464+9.207e-05i,-0.00015456-3.618e-05i,9.9323e-05-0.00084776i
-0.00026911-0.0011485i,-0.00033948-0.0014251i,-0.00065584-0.0003837i,0.00025384+0.00056596i,0.0011196+0.0004089i,0.0014129-0.00039474i,0.0015221-0.00032488i,0.00087281+0.00021065i,0.00019236+0.00041231i,-2.1775e-05+0.00044291i,-0.00049722+1.2233e-05i,-0.00042301-0.00025359i,-0.00026591+0.00028334i,-0.00068934+0.00072978i,5.9241e-05+0.00072595i,0.00058418+0.00026673i,0.00011128+0.00024413i,0.00060587+0.00014215i,0.00039449-8.0839e-05i,-8.1729e-05+0.00063665i,-0.00027409+0.00096439i,-0.00045364+0.00043416i,-0.00062863+3.1829e-05i
0.00095619-0.0015547i,7.8002e-05-0.0018023i,-0.00021372-0.0013366i,-0.0003819-0.00091322i,-0.00022944-0.0010032i,4.7827e-05-0.00029315i,-0.00020426-0.00017676i,0.00073473-0.00092246i,0.0015086-0.00073434i,0.0010447+0.00026228i,0.00015674+0.00057041i,-0.00021649+0.00090351i,0.00038303+0.00085751i,0.001388+0.00056859i,0.0012303+0.00033523i,0.00067517+0.00054421i,0.00061838+0.00098722i,0.00060391+0.00069846i,-9.5037e-05+0.00011085i,-0.00045099+0.00018416i,-3.1455e-05+0.00018037i,0.00028633-0.00020515i,0.00036106-0.00088524i
-0.0020089-0.00087645i,-0.0018686+0.001174i,-0.001729+0.002013i,-0.00038681+0.0015739i,0.0012517+0.0020074i,0.0017791+0.0016866i,0.0013199+0.0003498i,0.00070526-0.00028368i,0.00080616-0.00063227i,0.00051883-0.00050629i,-0.00021202-0.00057518i,-0.00021546-0.00053775i,1.9325e-05-0.00045i,-0.00013639-0.00049645i,-0.00057883-0.00076881i,-7.9305e-05-0.0011232i,0.00076726-0.00057732i,0.00056878-0.00037641i,-0.00015529-0.0010229i,-0.00036302-0.00045885i,1.1454e-05+0.00096509i,9.0271e-05+0.00089273i,-0.00069382-0.00030481i
-0.001272+2.3858e-05i,-0.0021033+0.00063349i,-0.0014555+0.0003879i,7.4201e-05+0.00041285i,0.0015238+0.0011552i,0.0024545+0.001264i,0.0020032+0.00046004i,0.00098263-0.00095208i,0.00088802-0.001269i,0.00089834-0.00040235i,0.00079363+0.00022032i,-2.0068e-05+0.00046438i,-0.0003978+0.0012297i,0.00047628+0.0010817i,0.0010084+0.00040615i,0.00091688+0.00060359i,0.00057749+0.00014631i,0.00050017+5.0916e-05i,0.00028074+0.00025309i,0.00016803+0.00016654i,0.00027692+0.00044189i,0.00016507+0.00014527i,-0.00015723-0.00011176i
-0.001986-0.001073i,-0.0024945-0.0011695i,-0.0031287-0.0007563i,-0.0031163-0.00024534i,-0.0023246+0.00020858i,-0.00090279+0.00075745i,0.0004725+0.00044075i,0.0012739-6.9592e-05i,0.0010398-0.00044244i,0.00079254-0.000418i,0.00036779-0.00056924i,-7.7819e-05-0.0011685i,-9.1306e-05-0.00017821i,-0.00043791+0.00084798i,-0.00030154+0.0011314i,9.1412e-06+0.00043481i,0.00013614-0.00047799i,0.0001691+0.00079898i,0.00012362+0.0014139i,0.0003002+0.00085327i,-9.3148e-05+0.00018732i,-0.00019561-0.00053011i,0.00098776-0.00048984i
0.00037091-0.0010228i,0.00072165-0.0012029i,0.0007862-0.00028766i,0.00056277-0.00072142i,0.0009837-0.00097693i,0.0021594-0.00028931i,0.0022637-0.00037654i,0.0017-0.00046793i,0.00054142-0.00093958i,-0.0004204-0.0015032i,2.8802e-05-0.00058136i,0.00039937+7.8313e-05i,-4.8718e-05+0.00012028i,-0.00065386+0.00044719i,-0.00077952+0.00060467i,-0.00067927+0.0008345i,-0.0002024+0.00074626i,0.00036123+0.00060078i,0.00023703+0.00025306i,0.00062372-0.00024565i,0.00084482-0.00038626i,6.1135e-05+1.9185e-05i,-0.00056954-0.00022198i
-0.00071332-0.0011049i,-0.0012727+0.00041486i,-0.0027322+0.00025992i,-0.0014808-8.7636e-05i,-0.00088572-0.00032594i,-0.00063351+0.00077566i,0.00057395+0.0010217i,0.00093639-7.2122e-05i,-0.00035947-0.00019116i,-0.00068233+3.1023e-05i,-0.00019482-0.00078588i,-0.00086383-0.001237i,-0.00087664-0.0012787i,0.00067027-0.00070373i,0.00099202+8.2469e-05i,-0.00028658-0.00035678i,-0.00050409-0.00010716i,-0.00011711-0.00012545i,-0.00031393-0.00086028i,0.00017972-0.00055387i,5.3834e-05+0.00013326i,-0.00083512+0.00056879i,-0.0012797+0.00014321i
0.0015737-0.0019906i,0.00040711-0.0015703i,-0.00048383-0.0012928i,0.00053138-0.0013874i,0.0017488-0.000797i,0.0017472+0.00074874i,0.0020093+0.00049893i,0.0019519-0.00035755i,0.0017582-0.00045731i,0.0011072-0.00060536i,9.3977e-05-0.00069302i,-0.00015258-0.00064786i,4.6149e-05+6.1546e-05i,0.00046265+0.0012584i,0.00071774+0.0016316i,0.00025241+0.0012512i,0.00047843+0.00082378i,0.00028319+0.00089161i,-5.8914e-05+0.00069738i,0.00060453+0.00033339i,0.000354-0.00028024i,-0.00055802-0.00021506i,-0.0011616+0.00071495i
0.00024127+0.00080636i,0.00016281+0.00031548i,0.00034732-8.0251e-05i,0.00080439+0.00023732i,0.00095984-0.00051282i,0.00066251-0.0010831i,0.00028425+0.00014431i,-9.1971e-05+0.0013972i,-3.6775e-05+0.00062117i,-0.00038631-6.6673e-05i,-0.00076793+0.00051544i,-0.0003705+0.00076843i,-0.00017305+0.00066773i,9.4544e-05+0.00078661i,0.00060266+0.00047802i,0.00088699+0.00014209i,0.00078019+3.3638e-05i,8.7612e-05+0.00035663i,-0.00014597+0.00059084i,-9.1352e-05+0.00034359i,-0.00021089-1.6456e-05i,0.00042494-0.00027601i,0.0008594+0.00041777i
0.0025818-0.0023107i,0.0019647-0.0037089i,0.00037914-0.0044019i,-0.0014593-0.0031652i,-0.0016222-0.00049059i,-0.00050827+0.0016087i,0.00036013+0.001734i,0.0010216+0.0010035i,0.00042272+9.9053e-05i,-0.0011607-0.00034446i,-0.001515-1.6142e-05i,-0.00073927+0.00066568i,-0.00037718+0.0012384i,0.00026835+0.0019458i,0.0006197+0.0021129i,5.4381e-05+0.0015743i,-0.00016063+0.00033692i,0.00019325-0.00031917i,0.00017361-9.674e-05i,-0.00035277+0.00027313i,-0.00039795+8.8109e-05i,0.00027132-0.00010032i,0.00066456+3.0435e-05i
-0.0029887+0.00060433i,-0.0022586+0.00072854i,-3.866e-05+0.002617i,0.0015779+0.0030011i,0.0024597+0.0013393i,0.0018841-0.00030549i,0.0016781-0.0011113i,0.00086708-0.00069864i,-0.00022504-0.00041436i,-4.039e-05-0.00033297i,0.00069086-0.00015604i,0.00024114+0.00020965i,-0.00035575+0.00015814i,0.00053028-0.00021442i,0.00072203-0.00012407i,0.00020527+0.00019435i,0.00024992+0.0011087i,0.00064532+0.0013306i,0.00076228+0.00043559i,0.00032356+0.00042999i,-0.00036232+0.0005429i,-0.00025628+0.00029353i,0.00063905-0.0002911i
-0.00027263+0.00015921i,6.875e-05-2.6456e-06i,-0.00011194+0.00044804i,-0.00093996+0.00063226i,-0.00087444-0.00047167i,-0.00088399-0.0014859i,-0.00033156-0.0010884i,0.00056595-0.00043944i,0.00056874-0.0011147i,4.5564e-05-0.0015918i,-0.00082034-0.00083709i,-0.00075599-0.00076032i,-7.265e-05-0.0010901i,0.00011206-0.000637i,3.0468e-05-0.00061105i,-0.00019687-0.00081096i,0.00057816-0.00050181i,0.0013933-0.00052049i,0.00096003-0.0003328i,7.217e-05-0.00010446i,5.7466e-06+0.00022693i,0.00038138+0.00033357i,0.00045078+9.1324e-05i
-0.00074733+0.0023312i,0.00036924+0.0016603i,0.0010567+0.00033698i,0.0016903-0.00061447i,0.0017867-0.00050009i,0.0017153+0.00010413i,0.0010212-0.00014979i,0.00073612-0.00060578i,0.00089492-0.00049624i,0.00095483-0.00012237i,0.0007852-1.9849e-05i,0.00033394+8.9956e-05i,-6.5675e-05-0.00016995i,-0.0005945-0.00016941i,-0.00046088-0.00026704i,-1.4467e-05-0.001079i,0.00090024-0.00084373i,0.001062-1.091e-05i,0.00053605+0.00054466i,9.6428e-05+0.00035711i,-0.00018803-0.00013585i,0.00024018-0.00020703i,0.00069639-0.00043347i
-0.00078948+0.0011594i,-0.0017221+0.00053726i,-0.00076741+0.0003296i,0.00026543+8.8147e-05i,0.00038352+0.00024582i,0.00036816+0.00031203i,9.3748e-05-5.7489e-05i,0.00015321-0.00022868i,0.0004394-0.00045314i,-0.00046346-0.00047492i,-0.00065876-8.3569e-05i,0.0001545-0.00029153i,-0.00010749+4.8312e-06i,-0.00066597+0.00079131i,-0.0010122+0.0010926i,-0.00076229+0.00077985i,0.00039192-0.00015723i,0.00081937-0.00016515i,0.00028333+0.00080829i,-0.00030904+0.00030169i,-0.00066502-0.00025594i,-0.00047093-4.2461e-05i,0.00019809-0.00052104i
0.00082167+0.00067517i,-3.4868e-05-0.0007024i,0.00092243+0.00010343i,0.0018019+0.00053563i,0.0011664-5.7032e-05i,0.00021165+0.00017603i,-0.00042045+0.00040137i,-0.0003608+0.00060618i,3.8515e-05+0.00046153i,0.00012561-0.00036042i,0.00027166-0.00080884i,0.00010824-0.00029702i,-0.0002941-5.7875e-05i,-0.00053213+0.00010223i,-0.00075668-0.00018807i,-0.00072771+7.7069e-05i,-0.00030152+0.00075632i,-0.00023074+0.00055535i,-5.4727e-05+2.2281e-05i,0.00020342-5.2238e-05i,0.00069684-1.4381e-05i,0.00068538-0.00061654i,0.00011229-0.0011404i
-0.0015911+0.0025715i,-0.0012955+0.0012317i,1.9079e-05+0.001237i,0.00077177+0.00062087i,0.0013539-0.00090511i,0.0014481-0.0015704i,0.0007887-0.00073589i,7.493e-05+0.00010585i,-0.00010154+5.2544e-05i,9.1593e-05-0.00047164i,0.0003098-0.00040539i,0.00012737-0.0006182i,-0.00010523-0.00093175i,-0.0002688-0.00013783i,-0.0007631+0.00048253i,-0.0003186+0.00061011i,0.00011249+0.00033093i,-6.2135e-05-0.00013773i,0.00014798-0.00014833i,7.6976e-05-5.3668e-05i,-0.00030621-0.00044923i,-0.00038101-0.00039999i,-0.00054717+0.00061973i
0.0015345-0.0013815i,0.0014098-0.00021816i,0.0010348+0.00048768i,0.00046529+0.00039381i,8.719e-05+0.00010191i,-0.00038574-0.00048145i,-0.00077163-0.00021546i,-0.00039873-0.00030155i,0.00055624-0.00083348i,0.00085802-0.00032886i,-0.0001881+9.1425e-05i,-0.00095131+0.00048961i,-0.00068352+0.00034104i,-0.00011741-0.00042686i,-2.6209e-05-0.00069433i,0.00014166-0.0006182i,0.00011684-9.9842e-05i,0.00015203+0.00037833i,0.00032644+0.00026898i,0.00016746-0.00026744i,0.000112-0.00064913i,0.00011658-0.00085262i,-3.7885e-05-0.00031433i
-0.0030455+0.00022519i,-0.0027068+0.00087113i,-0.0025604+0.0016814i,-0.00084941+0.0022161i,0.00057129+0.0018072i,0.0010037+0.00096825i,0.00055905-0.00012568i,6.522e-05-0.00098193i,-4.1922e-05-0.00064069i,0.00066237-0.0003117i,0.00067451+6.5521e-05i,-0.00064702-0.00026803i,-0.00069768-0.00052335i,-0.00043123-0.00029555i,-1.9918e-05-0.00081764i,0.00037285-0.00076405i,-0.00056019-0.00065576i,-0.001058-0.00081213i,-0.0006059-0.00080059i,5.2021e-05-0.00053393i,-0.00013178+0.00011001i,-0.00083102+0.00059603i,-0.00010132+0.00072843i
0.00035727+0.0012999i,0.0002503+0.0011748i,0.00046343+0.00075326i,0.0006643-0.00067607i,0.0011809-0.0014527i,0.0012506-0.00091632i,0.00058851-0.0013018i,0.00050985-0.0012439i,0.00042744-0.00050191i,-0.0002047-0.0011961i,-0.00045975-0.0020839i,-0.00056908-0.0018712i,0.0001317-0.00090946i,0.00019214+0.00059157i,-0.00023526+0.0006386i,-0.00028084+0.00026755i,-0.00054791+0.00044227i,-0.00028305+0.00045318i,8.7375e-05+0.00030469i,-0.0003148+0.00032338i,-0.00094931+0.00031847i,-0.00027396-0.00029833i,5.664e-05-0.0007666i
