-0.0010316-0.00016145i,-0.0010879-0.0013291i,-0.0028369-0.0017181i,-0.0028289-3.6501e-05i,-0.0013755+0.0018943i,-0.00021713+0.0021456i,0.00077048+0.0020477i,0.0010797+0.0013777i,0.0013752+0.00029i,0.0012884-0.00049147i,0.0010037-0.00095505i,0.0008436-0.00057772i,0.00044489+3.9612e-05i,-1.7274e-05+0.0010151i,8.9147e-05+0.00050347i,-1.9389e-05-0.00019814i,-0.00038519+0.00014635i,-0.00032385-0.00027476i,-0.00011054-0.00087379i,-2.1542e-05-0.00071579i,-0.00018164+0.00029127i,-0.00042338+0.00054297i,-0.00048532+0.00029861i
-0.014263-0.0055035i,-0.053613-0.024853i,-0.12294-0.034543i,-0.17564+0.010985i,-0.13979+0.081703i,-0.059601+0.093392i,-0.044952+0.066523i,-0.069395+0.077946i,-0.057661+0.098642i,-0.024923+0.075731i,-0.007333+0.031829i,-0.0043138+0.002688i,0.0013234-0.0089075i,0.012986-0.018696i,0.01772-0.022786i,0.013434-0.01575i,0.0088694-0.0062596i,0.0062339+0.0028948i,0.0062802+0.012949i,0.0072414+0.020185i,0.0067352+0.016174i,0.005329+0.0030212i,0.0029614-0.0065536i
0.012999+0.015525i,0.056808+0.053944i,0.1372+0.094748i,0.18341+0.051772i,0.11743-0.064187i,0.010072-0.10882i,-0.0033734-0.059152i,0.058204-0.030473i,0.093112-0.046749i,0.068565-0.050554i,0.023494-0.027704i,0.004557-0.0029431i,0.0056122+0.002943i,0.0024298+0.00032517i,-0.0028759+0.00077925i,-0.0085092-0.00022725i,-0.013226-0.0026312i,-0.01113-0.0065341i,-0.0077359-0.010522i,-0.0069018-0.008154i,-0.0044852+0.0015471i,0.00014571+0.0089673i,0.0052994+0.007409i
-0.01714-0.018185i,-0.058063-0.064607i,-0.13607-0.11741i,-0.18783-0.11355i,-0.14873-0.044507i,-0.062189+0.00081672i,-0.024993-0.029973i,-0.066533-0.070301i,-0.11573-0.057155i,-0.099595-0.022844i,-0.043465-0.010615i,-0.010328-0.013281i,-0.0049201-0.0042383i,0.0010093+0.011256i,0.0079712+0.0163i,0.0096161+0.01128i,0.010523+0.0037353i,0.0086453-0.00021198i,0.0067054+0.0024334i,0.0064875+0.0094534i,0.0040756+0.012723i,0.00081925+0.011182i,-0.0020457+0.01161i
0.018362+0.016134i,0.047799+0.051346i,0.08962+0.11282i,0.14463+0.1656i,0.18829+0.15393i,0.1686+0.10179i,0.10748+0.099801i,0.087728+0.13096i,0.096512+0.11752i,0.073815+0.066351i,0.031978+0.024022i,0.001698+0.0054625i,-0.010768-0.0026177i,-0.015315-0.012938i,-0.01532-0.019437i,-0.0083301-0.017954i,-0.0022916-0.013073i,0.0012467-0.0090484i,0.0066854-0.012601i,0.010705-0.020648i,0.0094329-0.02365i,0.0046547-0.019016i,-0.00064524-0.011971i
0.0050878+0.00013274i,0.023023-0.026957i,0.03478-0.11636i,-0.022221-0.20605i,-0.12051-0.18443i,-0.14121-0.096146i,-0.087919-0.070014i,-0.051632-0.0978i,-0.035059-0.10729i,-0.014969-0.081951i,0.00058032-0.041284i,0.011138-0.014545i,0.011772-0.0056964i,0.01002+0.0034863i,0.01219+0.010081i,0.0093943+0.0089679i,0.0032564+0.0081485i,-0.0038892+0.0078594i,-0.014051+0.0068216i,-0.021072+0.0039081i,-0.017294-0.00068032i,-0.0059215-0.0042881i,0.0017666-0.0068062i
-0.033051+0.025178i,-0.078025+0.09143i,-0.10326+0.2009i,-0.061658+0.26291i,0.0068178+0.2033i,0.010404+0.096374i,-0.04129+0.047025i,-0.07341+0.062885i,-0.066071+0.08955i,-0.038455+0.077038i,-0.016903+0.03408i,-0.0090476+0.0058054i,0.00075021-0.0022236i,0.0096236-0.0067i,0.008822-0.0071551i,0.0034477-0.0037852i,0.00068802-0.0023091i,0.0029115+8.9804e-05i,0.0071744+0.0049668i,0.0093033+0.0085534i,0.0075983+0.009292i,0.0049104+0.0071255i,0.0056946+0.0050476i
0.0044741-0.046946i,0.013431-0.11553i,0.047384-0.19035i,0.095696-0.23559i,0.10574-0.23463i,0.083142-0.17791i,0.094274-0.099854i,0.12788-0.066916i,0.1208-0.067482i,0.075027-0.045689i,0.034-0.0078692i,0.014174+0.013676i,0.0037707+0.015661i,-0.0091707+0.013534i,-0.017228+0.012964i,-0.012865+0.0088215i,-0.0051807+0.0029037i,-0.0019171-0.0014487i,-0.0030442-0.0040438i,-0.005602-0.0038879i,-0.0084808-0.0021439i,-0.010949+0.00057763i,-0.011693+0.0040298i
0.021188-0.0051694i,0.016107-0.014362i,-0.060821-0.0058642i,-0.17708+0.056646i,-0.20664+0.13453i,-0.13607+0.12921i,-0.095537+0.054559i,-0.1139+0.0067222i,-0.11556-0.0090762i,-0.082745-0.018562i,-0.041308-0.019479i,-0.015681-0.016911i,-0.0069542-0.012042i,0.00148-0.0096427i,0.0081367-0.012354i,0.0083729-0.011549i,0.0066626-0.0077027i,0.0054054-0.0037646i,0.0061702+0.0041421i,0.0095774+0.011115i,0.010116+0.010969i,0.0067287+0.0050859i,0.0022795+3.5578e-05i
0.03077+0.034842i,0.10366+0.079554i,0.22546+0.08909i,0.30307+0.024538i,0.25682-0.043616i,0.14425-0.035934i,0.069922+0.0090662i,0.048405+0.041298i,0.044195+0.058027i,0.033535+0.052736i,0.009577+0.031736i,-0.0071995+0.016928i,-0.0077234+0.0073438i,-0.0029951+0.0022976i,0.0030062+0.0039216i,0.0073278+0.0064209i,0.0069299+0.0057796i,0.0047701-9.1575e-06i,0.0027783-0.0097474i,0.0033688-0.016922i,0.006546-0.015487i,0.0084843-0.0097988i,0.0081896-0.0076959i
-0.056562+0.013003i,-0.14724+0.027395i,-0.24604+0.028743i,-0.2788+0.0023007i,-0.22517-0.034887i,-0.13242-0.055522i,-0.04091-0.072048i,0.0044942-0.097077i,0.0035888-0.092719i,0.0074075-0.055472i,0.021605-0.024514i,0.02441-0.013267i,0.017043-0.0060001i,0.010587+0.0060854i,0.0071917+0.012287i,0.0028884+0.0087715i,-0.0011584+0.0042539i,-0.004136+0.0050739i,-0.008905+0.0063769i,-0.014261+0.0044216i,-0.013821+0.0036609i,-0.0082908+0.0044288i,-0.0029902+0.0057853i
-0.009828-0.034269i,-0.011445-0.056086i,0.010975-0.0025796i,0.079945+0.1185i,0.14686+0.16838i,0.13115+0.11539i,0.051497+0.079804i,-0.0047552+0.086653i,-0.022654+0.075839i,-0.030808+0.043672i,-0.03098+0.016315i,-0.024921+0.0046296i,-0.014024+0.0019969i,-0.0077826-0.0042742i,-0.012631-0.0096768i,-0.01528-0.0076159i,-0.01068-0.002342i,-0.0040626+0.001519i,0.0028753+0.0027829i,0.0067162+0.0029071i,0.0055399+0.0019647i,0.0015614-0.00039663i,-0.0029533-0.0024374i
0.043734-0.034601i,0.090883-0.11131i,0.094625-0.247i,0.011895-0.34878i,-0.066059-0.30494i,-0.051708-0.1709i,-0.0014617-0.076687i,0.029759-0.037991i,0.046055-0.022933i,0.04159-0.011481i,0.024245+0.0046793i,0.015349+0.012896i,0.010024+0.0069298i,0.0054609-0.001007i,0.0089838-0.005715i,0.014134-0.0090151i,0.013487-0.0094137i,0.0083603-0.0069344i,0.0014464-0.0027793i,-0.0036213-0.00028267i,-0.0049457-0.001517i,-0.003766-0.0023407i,-0.002816-0.0012265i
0.022807+0.063882i,0.053719+0.17376i,0.088098+0.29245i,0.087304+0.3264i,0.046435+0.26411i,0.0098608+0.1545i,-0.010424+0.037669i,-0.034885-0.03586i,-0.04696-0.048258i,-0.030603-0.03864i,-0.01243-0.035358i,-0.0076813-0.029185i,-0.0047171-0.015389i,0.0035745-0.0029443i,0.0094347+0.0034741i,0.0066471+0.0048333i,0.0014421+0.0041941i,0.0018151+0.0030048i,0.0058947+0.0027521i,0.0073578+0.0049612i,0.0054027+0.0064378i,0.004041+0.0054957i,0.0057304+0.0035655i
-0.05223+0.0070988i,-0.10639+0.0065601i,-0.095713-0.015151i,0.012534-0.073037i,0.094814-0.12498i,0.071656-0.095115i,0.043116-0.006278i,0.049301+0.043333i,0.031616+0.043863i,-0.0023128+0.038201i,-0.016406+0.03585i,-0.011012+0.031045i,-0.001088+0.02178i,0.00097018+0.016472i,-0.0024574+0.019681i,-0.0025095+0.020882i,-0.0016336+0.015271i,-0.0029689+0.0075115i,-0.0029447-0.00078726i,-0.0010977-0.0075993i,-6.0407e-05-0.0081585i,-0.0019973-0.0039177i,-0.0058533+0.00038032i
-0.025422-0.050066i,-0.096905-0.10526i,-0.23015-0.10702i,-0.3474-0.0071979i,-0.33071+0.09101i,-0.19806+0.093975i,-0.080844+0.04475i,-0.023921+0.004229i,0.0026123-0.015557i,0.012013-0.016266i,0.015876-0.010849i,0.011829-0.010499i,-0.00043343-0.0066589i,-0.0082756-0.0021451i,-0.011631-0.0070592i,-0.010891-0.013715i,-0.0068435-0.01294i,-0.0049817-0.0063552i,-0.0048655+0.00038126i,-0.00485+0.0037146i,-0.0043446+0.0034617i,-0.0033819+0.00082316i,-0.0016884-0.0011441i
0.068045-0.021402i,0.19219-0.065922i,0.33682-0.12058i,0.39497-0.14023i,0.33268-0.1043i,0.20476-0.063977i,0.068347-0.0444i,-0.020327-0.014747i,-0.036589+0.0051102i,-0.023707-0.0063448i,-0.023412-0.017564i,-0.025504-0.0093989i,-0.015346-0.00030723i,-0.0014514-0.0030822i,0.0050978-0.0061939i,0.0043724-0.0024489i,0.0042766+0.00064159i,0.0043617-0.0013403i,0.0011213-0.0022337i,0.00093604-5.729e-05i,0.0034465+0.0013554i,0.0037725+0.00051028i,0.0020194-0.0024303i
0.012805+0.065539i,0.01354+0.14531i,-0.014279+0.16839i,-0.077474+0.069587i,-0.12813-0.043819i,-0.10807-0.053504i,-0.019962-0.018938i,0.050965-0.013041i,0.055768-0.0073563i,0.035642+0.011567i,0.028167+0.019892i,0.026226+0.011343i,0.01614-0.0004967i,0.0083333-0.0036108i,0.011936+9.0987e-05i,0.015163+0.0024404i,0.012217+0.00086563i,0.0079446+0.0005494i,0.003677+0.0014306i,0.00013079-0.0002257i,-0.0011803-0.0015506i,-0.0011693+0.00032502i,0.00092352+0.0041972i
-0.056346+0.023504i,-0.11938+0.08199i,-0.12959+0.19292i,-0.032804+0.30542i,0.071429+0.31311i,0.080294+0.20899i,0.033787+0.10419i,-0.0012074+0.041591i,-0.010026+0.00467i,-0.004025-0.011654i,-0.0010689-0.017908i,-0.0077489-0.015693i,-0.0096281-0.0037008i,-0.0060077+0.0078386i,-0.010575+0.011432i,-0.01765+0.0084271i,-0.017049+0.0048662i,-0.0099721+0.0025973i,-0.0017833+0.0003539i,0.0032522-0.00036236i,0.0021733-0.0013103i,-0.0013038-0.0038678i,-0.002792-0.0054378i
-0.029904-0.067654i,-0.076546-0.19377i,-0.136-0.35122i,-0.16943-0.43656i,-0.14553-0.39407i,-0.10172-0.26226i,-0.078207-0.10949i,-0.053169-0.0008928i,-0.028137+0.027768i,-0.026672+0.01459i,-0.02882+0.012685i,-0.016865+0.016457i,-0.0059265+0.007531i,-0.005386-0.0036492i,-0.0063088-0.0077779i,-0.0033719-0.0067239i,-0.0012828-0.0043468i,-0.002301-0.0027972i,-0.0040391-0.0011424i,-0.0032482+0.00018588i,-0.0016013+0.00051966i,-0.0017977+0.00046256i,-0.0031687+0.00072854i
0.070316-0.01473i,0.16268-0.010354i,0.2175+0.03354i,0.1394+0.11278i,0.0060626+0.16978i,-0.035407+0.14027i,-0.012127+0.037312i,-0.006385-0.037856i,-0.0054836-0.037262i,0.010779-0.01177i,0.02217-0.0091416i,0.016706-0.018527i,0.0040634-0.01653i,-0.0013387-0.010224i,0.00083387-0.011365i,0.0029551-0.013508i,0.0037418-0.009297i,0.0046522-0.003859i,0.0032157-0.00099352i,-0.00021862+0.0015855i,-0.00080717+0.0035915i,0.0020201+0.0033082i,0.004649+0.0012353i
0.024193+0.055476i,0.062661+0.12271i,0.14704+0.14858i,0.26156+0.067983i,0.30982-0.037471i,0.23669-0.062294i,0.12655-0.025584i,0.051215+0.0068166i,0.012695+0.012579i,-0.001571+0.0026396i,-0.0083101-0.0016187i,-0.0092701+0.0047081i,0.00058389+0.00623i,0.0097744+0.0040999i,0.010844+0.0076297i,0.0090286+0.010937i,0.0067832+0.0073645i,0.0052743+0.0017061i,0.0035441-0.0020699i,0.0019786-0.0033823i,0.00094208-0.0019679i,-0.0011077+0.00051141i,-0.0039503+0.0019765i
-0.061337+0.031714i,-0.1803+0.068876i,-0.33604+0.11806i,-0.43028+0.14508i,-0.40478+0.11033i,-0.28578+0.059094i,-0.14007+0.039925i,-0.036256+0.024062i,-0.00417+0.0081898i,-0.0086685+0.011841i,-0.0029983+0.019525i,0.00786+0.014777i,0.0060224+0.0074096i,-0.0002463+0.0059659i,-0.001776+0.0045572i,0.00014876-0.00016806i,0.00099529-0.0032616i,-0.00043008-0.0015943i,-0.00058082+0.001012i,0.0015659+0.00086827i,0.0030547-0.00075073i,0.0030154-0.0028445i,0.0018169-0.0028843i
-0.016364-0.064137i,-0.0034928-0.16549i,0.057638-0.24555i,0.15147-0.19512i,0.20482-0.058014i,0.16292+0.010672i,0.055152-0.0045457i,-0.027178-0.015753i,-0.033652-0.0099265i,-0.0070494-0.013829i,-0.0027064-0.022798i,-0.014152-0.019889i,-0.014205-0.0075748i,-0.0071009-0.00031493i,-0.00518-0.00035664i,-0.0049444-0.0015559i,-0.0030081-0.0013884i,-0.0023887-0.00044539i,-0.0021412+0.00040739i,-0.00065824+0.00025754i,-0.00027186-0.0015209i,-0.001044-0.0042746i,-0.00061222-0.0059841i
0.053493-0.01348i,0.12239-0.035026i,0.15472-0.091877i,0.081053-0.19695i,-0.018463-0.27446i,-0.036213-0.2391i,0.005485-0.14398i,0.035865-0.071791i,0.02967-0.037622i,0.0083193-0.022309i,-0.0015799-0.0070918i,0.001949+0.0041508i,0.0045943+0.0018972i,0.003775-0.0033166i,0.0058436-0.0037901i,0.0075391-0.0017677i,0.0047991+0.00077381i,0.00060884+0.00095099i,-0.0016394-0.00033498i,-0.0030278-0.00021851i,-0.0035159+0.0013233i,-0.0031137+0.0042278i,-0.0015242+0.0063897i
0.021215+0.055601i,0.045447+0.16733i,0.073115+0.32106i,0.085113+0.42803i,0.056627+0.42102i,0.017362+0.30909i,0.0107+0.16382i,0.0090088+0.054723i,-0.0038265+0.012277i,-0.0031354+0.013335i,0.0086341+0.01086i,0.013187-0.0011411i,0.010588-0.0045981i,0.0068139+0.00029134i,0.0019315+0.0042129i,-0.0024736+0.0053075i,-0.0021226+0.0048996i,0.0020369+0.003567i,0.0051737+0.0020342i,0.0045432+0.00061954i,0.0020254-0.00012228i,-0.00015227+0.0004318i,-0.0017493+5.0082e-05i
-0.057738+0.0089189i,-0.15777-0.0097255i,-0.24164-0.076677i,-0.19535-0.16828i,-0.045509-0.2085i,0.043877-0.15364i,0.033096-0.050122i,0.013133+0.019762i,0.013229+0.026787i,0.0072389+0.0074303i,-0.0085988+0.0039305i,-0.01691+0.012613i,-0.012193+0.014821i,-0.0063951+0.010863i,-0.0050908+0.0079929i,-0.0030566+0.0062767i,-0.0003082+0.0030042i,0.0014103-0.0010235i,0.0018163-0.0023754i,0.0015843-0.0008152i,0.0022707-0.00027345i,0.0015122-0.000828i,-0.0010459-0.0011818i
-0.0065338-0.045526i,-0.0079903-0.11063i,-0.025734-0.14409i,-0.098811-0.084861i,-0.18862-0.0060223i,-0.18859+0.00052711i,-0.11454-0.035392i,-0.053809-0.054852i,-0.029035-0.045215i,-0.019992-0.022722i,-0.0079347-0.008244i,0.0025924-0.006253i,0.0019329-0.0056521i,-0.0020202-0.004248i,-0.0036663-0.0054311i,-0.0036844-0.0051518i,-0.0033423-0.0026003i,-0.0046118-5.1386e-05i,-0.0057137+0.0020816i,-0.0042377+0.0035037i,-0.00087564+0.0026636i,0.002007+0.00041545i,0.002964-0.0012969i
0.04679-0.017075i,0.14212-0.028732i,0.27421-0.037799i,0.37306-0.039751i,0.37765-0.012672i,0.28284+0.02618i,0.15444+0.031818i,0.058587+0.026413i,0.018103+0.028766i,0.014923+0.021351i,0.0094785+0.003001i,-0.0027204-0.0081476i,-0.0049493-0.0081544i,-0.00049084-0.0058383i,0.0021748-0.0028966i,0.003428-0.0009359i,0.0019911-0.0013293i,-0.00078151-0.0018652i,-0.0016083-0.0024677i,-0.0018079-0.003445i,-0.0025119-0.0036348i,-0.0031045-0.0011518i,-0.0030312+0.0022699i
0.0050476+0.052324i,-0.019236+0.13855i,-0.096393+0.21096i,-0.19222+0.16678i,-0.21829+0.02624i,-0.14855-0.056769i,-0.048084-0.039529i,0.017044-0.015462i,0.028691-0.018413i,0.013172-0.018242i,0.0048217-0.0032903i,0.008139+0.011635i,0.010364+0.014491i,0.0089491+0.0089502i,0.0069116+0.002738i,0.004346-0.0018823i,0.001797-0.0045621i,0.00069194-0.0048616i,-1.0326e-05-0.0036822i,-0.00090428-0.0025454i,-0.0018642-0.0012858i,-0.0023745-0.00027079i,-0.0015467+0.00051658i
-0.04122+0.0048179i,-0.098025-0.0064841i,-0.1296-0.012812i,-0.084781+0.041274i,-0.026563+0.13699i,-0.03029+0.15856i,-0.059422+0.10003i,-0.067014+0.045085i,-0.055934+0.021546i,-0.036513+0.013204i,-0.018218+0.0032579i,-0.011295-0.0058232i,-0.0095128-0.0055588i,-0.0057156-0.0022567i,-0.0035112-0.0015299i,-0.0033073-0.00083118i,-0.00068089+0.001917i,0.0031075+0.0049129i,0.0053716+0.0056828i,0.0052259+0.0053105i,0.0028263+0.00347i,0.0010461+0.00014904i,0.0004701-0.0027309i
-0.0096116-0.041181i,-0.0073525-0.11518i,0.0037754-0.21642i,0.013554-0.28913i,0.035568-0.28766i,0.064047-0.20908i,0.063803-0.10972i,0.05139-0.041524i,0.045523-0.010911i,0.032979-0.0048925i,0.012229-0.0031753i,-0.0035615+0.0013742i,-0.008013+0.0039009i,-0.0043236+0.0036524i,0.0012227+0.0012918i,0.0038925-0.0011675i,0.0037684-0.0013101i,0.0025559-0.0021666i,0.00034367-0.0042474i,-0.0013667-0.00391i,-0.001887-0.001441i,1.17e-05+0.00037186i,0.0022825+0.0011426i
0.041587-0.0023364i,0.11255+0.030403i,0.17604+0.10962i,0.14538+0.19264i,0.026811+0.20094i,-0.048565+0.12535i,-0.036716+0.03712i,-0.017308-0.015168i,-0.019975-0.028889i,-0.017954-0.018854i,-0.0023626-0.010201i,0.011215-0.011745i,0.011917-0.01344i,0.0074826-0.0086799i,0.0036146-0.0020662i,-0.00039637+0.00096601i,-0.0039756+0.00017914i,-0.0062484-0.0013722i,-0.0058692-0.0013482i,-0.0034098+0.00050497i,-0.00080338+0.00090494i,-0.00043812+0.00079651i,-0.0019768+0.0010434i
-0.0036301+0.034233i,-0.024611+0.080627i,-0.043019+0.10296i,-0.00073229+0.059359i,0.087579+0.012296i,0.11205+0.026324i,0.063652+0.057488i,0.022813+0.068277i,0.0098131+0.061354i,0.0067506+0.042i,0.0021208+0.022457i,-0.0033236+0.011373i,-0.0048191+0.0069195i,-0.0028889+0.0059858i,0.000147+0.0071575i,0.0022346+0.0065172i,0.0027965+0.0042059i,0.0041689+0.0022851i,0.0055251+0.00090036i,0.0045262-0.00086113i,0.0027954-0.0019551i,0.0011802-0.001071i,-0.00042267+0.000375i
-0.033141+0.0014836i,-0.093172-0.011499i,-0.16893-0.037664i,-0.21984-0.057189i,-0.21957-0.075719i,-0.16058-0.089342i,-0.083849-0.074764i,-0.029147-0.053991i,-0.0022497-0.042876i,0.0026151-0.029927i,0.0020542-0.011261i,0.0037792+0.0023596i,0.0046993+0.0054573i,0.0034926+0.0028044i,0.0020748-0.0011669i,0.0005849-0.0041148i,-0.00066641-0.0050713i,-0.0012324-0.0027772i,-0.0012599+6.079e-07i,-0.0015157+0.0014525i,-0.0023376+0.0014325i,-0.0020006-0.00032069i,0.00018717-0.0027108i
0.00094686-0.031941i,0.032404-0.088115i,0.10159-0.13293i,0.16528-0.10141i,0.15763-0.0091388i,0.085339+0.044501i,0.015498+0.031769i,-0.024354+0.01549i,-0.037167+0.016624i,-0.029188+0.013909i,-0.017061+0.0031696i,-0.011143-0.0057116i,-0.0078087-0.0085032i,-0.0052502-0.0058906i,-0.0031276-0.0018495i,-0.0011864+0.00058154i,-0.00079522+0.0027062i,0.0001628+0.0050249i,0.0011703+0.0054562i,0.00064388+0.0032565i,0.00032395+0.00073024i,0.00015752+0.0010809i,-0.00015715+0.0020279i
0.027262+0.0054577i,0.061623+0.03105i,0.072748+0.063563i,0.033177+0.04395i,0.0033335-0.032101i,0.022898-0.065392i,0.046183-0.039139i,0.049984-0.014173i,0.043365-0.0049645i,0.030291-0.0023631i,0.014999+0.00024551i,0.0068673+0.0045537i,0.0076611+0.006733i,0.0080761+0.0048212i,0.0066228+0.0021525i,0.0057648+0.00018618i,0.0049982-0.0032434i,0.0037427-0.0056134i,0.0014535-0.0062155i,-0.0010618-0.0055486i,-0.0023456-0.0040744i,-0.0020567-0.002617i,-0.0019312-0.0012583i
0.0028262+0.025214i,-0.011809+0.06632i,-0.041218+0.11465i,-0.059124+0.14705i,-0.064181+0.14736i,-0.069437+0.10223i,-0.061083+0.041199i,-0.050299-0.00058927i,-0.043293-0.019807i,-0.029925-0.019701i,-0.013975-0.012081i,-0.0043729-0.0056358i,-0.0029625-0.00059484i,-0.0037583+0.0012186i,-0.0056662+0.0013914i,-0.0071943+0.0015247i,-0.0062001+0.0010203i,-0.0052122+0.00051872i,-0.0035477+0.0013422i,-0.0010608+0.0020778i,-0.00036809+0.0021182i,-0.0017078+0.001562i,-0.0024135+0.00038763i
-0.021105-0.001633i,-0.057602-0.030251i,-0.081098-0.092006i,-0.047242-0.14376i,0.024832-0.13034i,0.056929-0.070784i,0.036973-0.021147i,0.017863+0.0066285i,0.012226+0.02134i,0.0073978+0.020487i,0.00076023+0.011719i,-0.0064346+0.00607i,-0.009373+0.0044684i,-0.0070255+0.0035945i,-0.0037222+0.0024482i,-0.00047105+0.0021891i,0.0032314+0.0034057i,0.005455+0.0026398i,0.0042527+0.001019i,0.00268+0.00024252i,0.0019207-0.0011536i,0.0019827-0.001446i,0.0035908-0.0010116i
0.0036679-0.019166i,0.028603-0.039326i,0.06289-0.045496i,0.054227-0.022397i,-0.002694-0.0093914i,-0.02573-0.028907i,-0.0044674-0.045837i,0.010602-0.048753i,0.012415-0.041842i,0.011326-0.027003i,0.0093918-0.013893i,0.0064439-0.0095668i,0.0042995-0.010125i,0.0024821-0.0093939i,0.0016005-0.0079109i,0.0012289-0.0063062i,-0.0003363-0.0049486i,-0.002391-0.0038467i,-0.0034605-0.0017726i,-0.0024845-0.00035863i,-0.00055824-0.00059102i,0.0011747-0.0015849i,0.0013353-0.00081682i
0.014484+0.0034348i,0.037947+0.022081i,0.06547+0.049832i,0.081834+0.059349i,0.081053+0.053989i,0.057135+0.052956i,0.027219+0.045912i,0.0059489+0.035312i,-0.0086513+0.026784i,-0.012892+0.016989i,-0.0089211+0.0070629i,-0.002735+0.0015957i,0.0019524+0.0020077i,0.0039713+0.0046276i,0.004453+0.0059699i,0.0034441+0.0056179i,0.0027425+0.0061353i,0.0036009+0.0066219i,0.0043894+0.0043693i,0.0035693+0.0018178i,0.0024604+0.00091637i,0.000823+0.00099135i,-0.0014956+0.0011686i
-0.0048886+0.015377i,-0.032682+0.038397i,-0.083168+0.052607i,-0.11797+0.030458i,-0.10035-0.013769i,-0.049542-0.030528i,-0.0070111-0.017251i,0.017294-0.0080442i,0.025968-0.006971i,0.019576-0.0029883i,0.0093335+0.0035149i,0.004687+0.0062125i,0.0032849+0.0045047i,0.0020021+0.001988i,0.0021133+0.00021098i,0.002785-0.0021504i,0.0024036-0.0051754i,0.0017718-0.0063463i,0.0015551-0.0052989i,0.00025595-0.002775i,-0.0016215-0.00018281i,-0.0028055-0.00013467i,-0.0025779-0.0017941i
-0.0086051-0.011247i,-0.024336-0.035523i,-0.027104-0.062031i,-0.0052702-0.046962i,0.004824+0.0048082i,-0.010152+0.026328i,-0.021944+0.011751i,-0.025485-0.0013649i,-0.025099-0.0073867i,-0.01931-0.0085987i,-0.011641-0.0049412i,-0.007238-0.0006996i,-0.005847+0.00097099i,-0.0042371+0.0014663i,-0.0037281+0.0012257i,-0.004867+2.3451e-05i,-0.0060909-0.0011449i,-0.0059377-0.00046137i,-0.0027907+0.0015461i,-0.00064567+0.0015653i,-0.00097841+0.00050943i,-0.00049079+7.6689e-05i,0.0010911+0.00065648i
0.0091604-0.0075412i,0.031131-0.022798i,0.059784-0.036618i,0.068577-0.043814i,0.058271-0.046197i,0.046899-0.030469i,0.034627-0.0059993i,0.024378+0.010008i,0.016582+0.017669i,0.0075525+0.015732i,-0.00014323+0.0082466i,-0.00087054+0.002688i,0.0035668-0.00061926i,0.0055096-0.0028819i,0.0049829-0.0029723i,0.0058911-0.0014158i,0.0069688+0.00039623i,0.0062625+0.00070306i,0.0048368+0.00068007i,0.0026449+0.00095688i,0.0012393+0.00036978i,0.0015842+0.00027761i,0.0016305+0.00056072i
0.012556+0.0086828i,0.027257+0.030183i,0.032024+0.064092i,0.011701+0.081302i,-0.016329+0.062267i,-0.025393+0.029922i,-0.017709+0.0092569i,-0.01161-0.0036226i,-0.0062454-0.011917i,-0.0001232-0.011511i,0.002156-0.0062806i,0.0012996-0.0015763i,-0.00054892+0.0025815i,-0.0015253+0.0038652i,-0.00067747+0.0019697i,0.00018329+0.00015914i,-0.00071731-0.0012363i,-0.0023042-0.0010397i,-0.0031865+0.00086681i,-0.0020765+0.0023637i,-6.9143e-06+0.0026613i,9.7393e-05+0.0013882i,-0.0012197-0.00041086i
-0.0092522+0.0091628i,-0.029313+0.016183i,-0.050889+0.008066i,-0.042659-0.015479i,-0.0077163-0.020699i,0.0076194-0.0037308i,-0.00057871+0.009952i,-0.0065525+0.016999i,-0.007605+0.017292i,-0.0076516+0.0097164i,-0.0060614+0.0021309i,-0.0052302-0.0001115i,-0.0043273+0.0035884i,-0.0012164+0.0070625i,0.00093907+0.0066102i,0.00083616+0.0060229i,0.00033183+0.0063983i,0.00080794+0.0055203i,0.0011639+0.0033117i,0.00049909+0.0013863i,-0.00072888+0.00021914i,-0.00099067-0.0010547i,-0.00016867-0.0022633i
-0.0080448-0.0069859i,-0.018049-0.022935i,-0.02511-0.044568i,-0.028254-0.050402i,-0.032139-0.041881i,-0.02519-0.035373i,-0.0097723-0.028306i,0.002949-0.021441i,0.0097626-0.014989i,0.0093213-0.0075668i,0.0049002-0.0025708i,-0.00064584-0.0026558i,-0.0043702-0.0051583i,-0.0049939-0.0056009i,-0.00359-0.0038984i,-0.00068294-0.004019i,0.0022128-0.0057924i,0.002956-0.0066769i,0.0017593-0.0057357i,-0.00027987-0.0035724i,-0.0015109-0.0026402i,-0.00058151-0.0017415i,0.00071764+0.00011258i
0.0065188-0.006344i,0.023654-0.012384i,0.051315-0.0079235i,0.063511+0.01016i,0.043815+0.025031i,0.017634+0.023324i,0.0033486+0.012896i,-0.0062597+0.0050584i,-0.012035+0.00070539i,-0.0094046-0.0017015i,-0.0030959-0.0023237i,0.0015394-0.0013991i,0.0031662-0.0011805i,0.0027914-0.00087533i,0.0015368-0.00083945i,0.00021337-0.00064332i,-0.0012611+0.00096338i,-0.0011885+0.0023714i,-0.00098931+0.0025015i,-0.0015229+0.00081485i,-0.00095827-0.00010781i,-0.0005734+0.00085292i,-0.00093271+0.0018357i
