-0.0021652+6.3467e-05i,-0.0014759+0.00012119i,-0.0030269+5.3401e-05i,-0.0040656+0.00038295i,-0.0028497+0.0010257i,-0.0021438+0.00098322i,-0.001986+0.00057861i,-0.00059219+0.00088026i,0.001351+0.0011899i,0.0017598+0.00036797i,0.0014104-0.00056975i,0.00082908-0.00096999i,0.00032939-0.00078245i,-0.0004252-0.00058184i,-0.00098224-0.00037965i,-0.00079122-0.00063796i,-0.00071644-0.0011977i,-0.00070031-0.00073765i,-0.00027867-0.00048223i,3.0454e-06-0.00072103i,0.00025668+0.00019432i,0.00015511+0.0010813i,-0.00041257+0.001098i
0.002267+0.00056807i,0.0024311+0.00049673i,0.0025228+0.0010874i,0.0023986+0.00060107i,0.0016377-0.00066005i,0.00058184-0.001042i,-0.00075145-1.5571e-05i,-0.0010137+0.0009749i,-0.0003331+0.0012418i,-0.00041892+0.00084362i,-0.00090057-0.00015324i,-0.0013493-0.0006254i,-0.0018973-0.00079038i,-0.0017004-0.00026886i,-0.0013148+0.00011019i,-0.00094732-0.00014793i,-0.0010865+0.00014208i,-0.00045155+0.00085161i,0.00038925+0.00068121i,-0.00012382+1.4516e-05i,-0.00019804-0.00012306i,-0.00024889-7.5326e-05i,-2.8744e-05-0.00043531i
-0.0009779-0.0001006i,-0.0012121-0.0013351i,-0.00096378-0.0011563i,-0.00013552-5.7154e-05i,0.00074608+0.00040284i,0.00065599-0.00021441i,-0.00015504-0.00046487i,-0.00044488-0.00012943i,-0.00034735+7.4567e-05i,-0.00050653-0.00022983i,-0.00024309-0.0013059i,0.00018193-0.0015989i,-0.00037503-0.00038425i,-0.0010852-1.6063e-05i,-0.00082562-0.00072705i,-0.00053163-0.0011313i,-0.0010219-0.0011967i,-0.0013086-0.00031913i,-0.00092764+0.00078253i,-0.00037408+0.00046157i,0.00077288-0.00028144i,0.0011802-0.00072423i,0.0011329-0.00066739i
0.0025151-0.0013922i,0.0031101-0.0017962i,0.0016319-0.00082487i,-0.0010782+0.000343i,-0.0020811+0.0009805i,-0.0011715+0.00097108i,-0.00047433+0.00086467i,0.00021451+0.00045376i,0.0012849-0.00067449i,0.001037-0.00112i,0.00042426-0.00084055i,0.00073993-0.00020482i,0.00087171+9.6983e-06i,0.00067283+0.00013313i,-6.0058e-05+0.00019369i,-0.00070046+0.00011382i,-0.00031788+0.00035516i,-9.0564e-05+0.00012277i,-0.00046531-0.00015581i,2.6501e-05-0.001174i,0.00043255-0.0010986i,-0.00030796-8.6629e-05i,-0.00013996-0.00057486i
-0.0016878-0.0013527i,-0.0022766-0.0031514i,-0.0026947-0.00353i,-0.0023602-0.0026598i,-0.0016813-0.001153i,-0.0011152+0.00031i,5.7097e-06+0.00043467i,0.0011726+0.00014595i,0.00065014+0.00028913i,0.00020778+0.0010006i,1.1797e-05+0.0011049i,8.8322e-05+0.00049751i,0.00053777+7.8423e-05i,7.4365e-05-0.00053428i,-0.00038513-0.00011784i,-0.00030876+0.0007302i,-0.00047379+0.00012102i,-0.00068695-0.00029592i,-0.00053652+0.00036632i,-0.00039192+0.00099954i,-0.0014325+0.00093013i,-0.0020016+0.00015599i,-0.00084309-0.00022837i
0.0010243-0.00028737i,0.0012055-0.0025136i,0.00073592-0.0036754i,-0.00050505-0.0023947i,-0.00072166-0.0012401i,-0.00094115-0.00019465i,-0.00091367+0.0011863i,0.00024064+0.0011508i,0.00090952+0.00088715i,0.00035624+0.00081322i,-0.00017961+0.00050533i,-0.00034263+0.00012463i,0.00031618+0.00073848i,0.00038758+0.0012862i,-6.3795e-05+0.0012799i,5.3535e-05+0.00070238i,0.00053221-1.5778e-05i,0.00050901-0.00044604i,0.00064029-0.0004786i,0.00020716-0.00052447i,-0.00015774-0.00046296i,-0.00048696-0.00024093i,-0.0010649-0.00013215i
-0.0020101-0.0001537i,-0.00083884+0.00014743i,0.0002256+0.00081284i,0.0011835+0.00051966i,0.0016003+0.00067774i,0.0011634+0.00049839i,5.8591e-05+0.00072804i,-0.00072157+0.0013076i,-0.00095801+0.00045183i,-0.00082725-2.8889e-05i,-0.00080648-1.3011e-05i,-0.0010072-0.00055567i,-0.00059396-0.0006242i,0.00018645-9.9919e-05i,0.00037594+3.7288e-05i,0.00065118-0.00026192i,0.00084768-0.00036213i,-0.00012794+0.00022924i,-0.00011996+0.00049382i,0.00088391+0.00056898i,0.00092862+0.00040828i,-8.9422e-05+0.00038917i,-0.00041742+0.00059113i
0.00083511+0.00046535i,-9.3479e-05+0.0012057i,-0.00023939+0.0015992i,-0.00050487+0.0012513i,-0.00025691+0.00048687i,0.00023111-4.0259e-05i,-0.00024412+0.00038036i,-0.00053204+0.0004504i,-0.00033358+0.00028556i,-0.00028662+0.00010568i,-0.00080588-0.0003622i,-0.0014724-0.00022378i,-0.0018938-0.00029317i,-0.0011517-4.9513e-05i,-0.00061295+0.00079687i,-0.0004091+0.00075212i,0.00020426+0.00048476i,0.0003863+0.0012657i,0.00026619+0.00081815i,0.00032359-3.5434e-05i,8.9279e-05+0.00029387i,-6.0832e-05+0.00040621i,-4.7507e-05+0.00043699i
3.9599e-05-0.0026015i,-0.00057135-0.0033277i,-0.0023476-0.0032041i,-0.0023419-0.0017124i,-0.001094+0.00011727i,-0.0002036+0.00087105i,-0.00038449+0.00085512i,-0.00046949+0.00052744i,-0.00085368-0.0004568i,-0.00090822-0.0007585i,-0.00018338-0.00066377i,-0.00023167-0.00050369i,-0.00059289-0.00051257i,-0.00035685-0.0014159i,-0.0003819-0.0017107i,-0.00083631-0.00061808i,-0.00078687-0.00032865i,-0.00044471-0.00056664i,-0.00044906+2.078e-05i,-0.00010977+0.0005635i,0.00018558+0.0010023i,-2.449e-05+0.0003769i,1.8695e-05-0.0001316i
0.0021878-0.0010797i,0.0013632-0.0021594i,0.00061591-0.0026684i,-0.00080227-0.0029651i,-0.0017616-0.0018185i,-0.0016083-0.00036613i,-0.0004565+0.00053282i,0.0002173-0.00015173i,0.00065569-0.00082816i,0.0011553-0.00070342i,0.0012954-0.0011684i,0.00069938-0.0011333i,0.00011459-0.00041776i,0.00034801+0.00049005i,0.00058027+0.00047264i,0.00028521-0.00018381i,-0.00032803-0.00023496i,-0.0002355+5.9174e-05i,-0.00038135-0.0001765i,-0.00087246-5.4036e-05i,-0.00061202+0.00010802i,-4.2347e-06-1.1212e-05i,-0.00016147+0.00034016i
-0.00090376-0.0021508i,-0.0027417-0.0023583i,-0.0030281-0.0012659i,-0.0024404+0.00037482i,-0.0015927+0.0007509i,-0.0010833+0.00055355i,-0.00077032+0.00080911i,-0.00080776+0.0010874i,-0.00046723+0.0015415i,0.00045445+0.0016264i,0.00040568+0.0013532i,0.00022541+0.0013931i,0.00016808+0.0011822i,-0.00028348+0.0010573i,-0.00058882+0.0006194i,-0.00049687-0.00041731i,-0.00057563-0.00089695i,-0.00052046-0.001083i,-0.00012665-0.00052827i,-2.6008e-05+0.0007433i,-0.00069317+0.00096543i,-0.00070716+0.00054133i,-6.7604e-05-2.5882e-05i
0.0017192-0.00094566i,0.0021704-0.00097053i,0.001866-0.00059498i,0.00068736-0.00055245i,0.001014-0.0010661i,0.001408-0.0010616i,0.0002274-0.00075611i,-0.00076427+0.00039559i,-0.00098798+0.001269i,-1.9063e-05+0.0010893i,0.00016013+0.00026987i,-0.00060338-0.00029332i,-0.00023221-0.00035977i,-0.0002369-0.00060131i,-0.0003913-0.00016363i,1.8911e-05-3.3816e-05i,0.0001158-0.00029306i,6.5312e-05+0.00036672i,2.9699e-05+0.00059232i,0.00051726-7.9054e-05i,0.00092708-0.00025396i,0.00074909+0.00039965i,0.00094608+0.00046115i
0.0030919+0.0015499i,0.0016301-0.0011081i,-0.00023476-0.0026824i,-0.00068633-0.0023184i,-0.00048424-0.001837i,-0.00033689-0.001931i,-0.00067629-0.0010427i,-0.0011437+0.00029029i,0.00016701+0.00059713i,0.0016694-7.6998e-05i,0.0011098-0.00065159i,-0.0005599-0.0011182i,-0.00088936-0.00052606i,-0.00063779+0.0002585i,-0.00097086-0.00028307i,-0.00070163-0.00042816i,-3.5801e-05+0.00013576i,0.00013929+0.00032809i,-0.00019727+0.00058941i,-0.00050501+0.00032406i,-2.2072e-05-6.4295e-05i,0.00086563+0.00030199i,0.0010858+0.00067187i
-0.0010697-0.0026417i,-0.0012097-0.0013888i,-0.0012043+0.00046227i,-0.0012318+0.0013214i,-0.00097274+0.0018002i,-0.00025133+0.0018654i,0.00052034+0.0015004i,0.0004603+0.00063269i,0.00075595-0.0005878i,0.00076993-0.0006364i,3.0761e-05-0.00041871i,0.00018128-0.00095678i,0.00047619-0.0014326i,1.6021e-05-0.001668i,-0.00047275-0.00084639i,-0.00047128+0.00013623i,-0.00056419-0.00017266i,-0.00070921-0.00030743i,-0.00062544-0.00034726i,-0.00049883-0.00022142i,-0.00027593+0.00080558i,-0.00021891+0.0010849i,0.00023143+0.00038996i
-0.00026846-0.0042312i,-0.0014983-0.0053933i,-0.0023266-0.0050721i,-0.0025142-0.0026574i,-0.0024965-9.9776e-05i,-0.0021677+0.0019708i,-0.0016341+0.0028117i,-0.0011458+0.0016227i,0.00058342+0.00017243i,0.0018542+0.00035296i,0.0013811+0.00048894i,0.00017309+0.00033081i,0.00014017+0.0007662i,0.00056445+0.00057274i,-0.0001365-0.00070277i,-0.00054757-0.0008573i,-0.00029259-0.00033194i,-0.00022797-0.00011657i,0.00015813-7.4625e-05i,0.0010506+0.00040115i,0.0014185+0.00073893i,0.001167+0.00058521i,0.00059793+0.00075752i
0.0032479+0.0013178i,0.0029944+0.0011776i,0.0022199+0.00036373i,0.00060112-0.00076613i,-0.00035459-0.0017179i,-0.0012996-0.0017904i,-0.002027-0.00091782i,-0.001088+0.00031024i,0.00062557+0.00038321i,0.0010334+0.00045935i,0.00033219+0.0013027i,0.00027766+0.000939i,0.00045154+0.00064062i,1.3549e-05+0.00050747i,-0.00036493+0.00025271i,5.3601e-05-0.00029785i,-4.864e-05-0.00099787i,-0.00017859-0.00085859i,0.00095248-0.00016524i,0.0014697+5.3834e-06i,-5.785e-05-0.0002738i,-0.001177-0.00018917i,-0.0009766-0.0003689i
-0.001548+0.0030083i,-0.0025397+0.0016221i,-0.0016267-0.00021098i,-0.00040092-0.00074873i,0.0010794-0.0010336i,0.0012399-0.00218i,-0.00038392-0.001152i,-0.0012558+0.00082104i,-0.00066625+0.0011986i,0.00014987+0.00074236i,0.00031766+0.00056436i,-0.00012682+0.00024541i,-0.0015175-0.000152i,-0.0021266-0.00028376i,-0.00082043-0.00030281i,0.00013066-0.00034485i,-0.00011795+5.5408e-05i,1.8073e-05+0.00065849i,0.0003067+0.00098054i,0.00037953+1.3708e-07i,0.0003334-0.00037926i,-0.00030948-0.00037211i,-0.00023989-0.00051026i
-0.002591-0.002641i,-0.0013979-0.0018666i,-0.00091135-0.00084045i,-0.00063164+0.00075016i,-0.00044048+0.0020049i,0.00080222+0.0030161i,0.0006732+0.0019103i,-0.0001059-0.00045804i,0.00029554-0.0011119i,0.00046699-0.0004359i,0.00037991-7.6897e-05i,0.00074803+0.0001132i,0.00015678+0.00011476i,-0.00085703+9.0189e-05i,-0.00088233-9.457e-05i,-0.00010955-0.00049881i,-0.00016945-0.00013308i,-0.00077286+0.00062037i,2.1476e-05+0.0009661i,0.00063595+0.00080825i,0.00024416+0.0002354i,3.02e-05-0.00062187i,0.00058904-0.00064769i
4.3989e-05+0.00077917i,0.0016229+0.00065683i,0.001837+0.0012457i,0.0011778+0.0012426i,0.00072104+0.0013319i,-7.7045e-05+0.0011121i,-0.00015217+0.0019515i,0.00070241+0.0020445i,0.0013559+0.0012306i,0.0012083+0.00058716i,0.00021603+0.00083257i,-0.00017594+0.0010204i,-0.00029218+0.00041044i,-0.00015981+0.00022427i,0.00043368+0.00067393i,0.00044874+0.0006041i,-0.00024144-7.0765e-05i,-0.00042169-2.8919e-05i,0.00026225+0.00025808i,0.00049328+3.0198e-05i,0.00048084+0.00011331i,0.00039315+0.00010529i,-7.7637e-05+0.00039139i
0.0017396-0.0011817i,0.00036422-0.0021075i,-0.0010279-0.0015948i,-0.0017917-0.00071522i,-0.0018124-0.00063471i,-0.002194-0.00028301i,-0.002319+0.00044589i,-0.00086519+0.00098852i,0.000558+0.001352i,0.00083586+0.00077061i,0.00035021+0.0001972i,0.00025197+0.00016225i,0.00019096+0.0002941i,-0.00035264+0.00010829i,-8.2934e-05+0.00045854i,0.00036468+0.0011203i,3.4542e-05+0.00071427i,-0.00012205+5.7139e-05i,0.00012131+0.00035359i,0.00051857+0.00050833i,8.7621e-05+0.00090398i,-0.00048911+0.0013133i,-0.0002238+0.0010634i
-0.0023034-0.00026179i,-0.0023923-0.0011103i,-0.002258-0.0014196i,-0.0022898-4.1083e-05i,-0.0025013+0.00019002i,-0.0021081-0.0013818i,-0.0015166-0.0010843i,-0.001724+8.7471e-05i,-0.0012278+0.00060336i,-0.00023862+0.00079762i,1.9714e-05+0.00088305i,0.00063117+0.00026222i,0.00057889+0.00029212i,-0.00021682+0.00051859i,-0.00033731-0.00021469i,-0.00063431-0.00028237i,-8.4404e-05-6.7713e-05i,0.0003963+0.00029271i,0.00011458+0.0010885i,0.00022602+0.00092757i,-0.00061972+0.00057168i,-0.0011691+0.00073314i,-0.00067675+0.00034245i
0.00098343-0.0033669i,0.0008791-0.0026146i,-9.6794e-06-0.00088313i,-0.00052152+5.0151e-05i,-0.00045243+0.00011542i,-0.00040616+9.4555e-05i,-8.7724e-05-0.00055672i,-0.00012199-0.00080522i,0.000174-0.0007082i,0.00050909+2.78e-05i,-0.00014172+0.00094137i,-0.00064248+0.0010938i,-0.00091484+0.0011236i,-0.00091183+0.00081764i,-0.00015241-0.00024233i,0.00086445-0.00064957i,0.00063604+0.00013707i,0.00030966+0.00029457i,0.00097507+0.00010979i,0.00074504+0.00047095i,0.00039177+0.00013507i,0.00075151-0.0010861i,0.00051801-0.00038024i
-0.0009869-0.00037786i,-0.00068979-0.00098438i,-0.0010812-0.0010092i,-0.00027365+0.00030381i,0.00080022+0.00075898i,0.0010549+0.00073659i,0.0007507-0.00027892i,0.0004793-0.00079526i,0.00034861-0.00027056i,3.4164e-05-7.547e-05i,-0.00022032-0.00089027i,-0.0005714-0.00089065i,-0.00092183-0.00017998i,-0.00097349-0.00047998i,-0.00068085-0.0005471i,-0.00033637+9.0453e-05i,-0.00047612+0.00090975i,-0.00085955+0.0010643i,-0.0007302+0.00023995i,-0.00030721+8.9987e-05i,-0.00015398+0.00026009i,-0.00018808+0.00018401i,0.0008624+1.6953e-05i
-0.00029213-0.0028755i,6.407e-05-0.0025994i,-0.00060465-0.0017404i,-0.0015899-0.00086819i,-0.0023714+0.00074571i,-0.0022892+0.0022691i,-0.0013701+0.00188i,-0.00041278+0.00095481i,-0.00024794+0.00046789i,-0.00017242-3.6593e-05i,0.00022144-0.00047543i,0.00030538-0.00070032i,0.00064234-0.00035119i,0.00062131-4.0389e-05i,0.00072024-0.00022907i,-5.6627e-05-0.00031234i,-0.00066053-9.7209e-05i,-0.00089673+3.121e-05i,-0.00079661-9.0536e-05i,0.0005806+0.00021525i,0.00077368+0.00081738i,0.00010962+0.0010818i,0.0001604+0.00085105i
0.0002022-0.0020715i,-0.00055339-0.0018147i,-0.0012137-5.4581e-05i,-0.0021778+0.0010752i,-0.0027318+0.00085258i,-0.0029055+0.00043359i,-0.0021051+0.00058763i,-0.00038176+0.0004111i,4.9931e-05+0.00016561i,-6.7344e-05+0.00044787i,-0.00014376+0.00035646i,-0.00019485-0.00016701i,0.00042845-0.00056526i,0.00040223-1.3069e-05i,-0.00067699+0.00029004i,-0.00065929-0.00037656i,-0.00082012-0.00050417i,-0.00058092+0.00073909i,-3.8993e-05+0.0011684i,-4.4342e-05+0.0004451i,-9.1486e-05+0.00039988i,-0.00019732+0.001175i,-0.00017121+0.0012901i
-0.0014442-0.0016702i,-0.00074502-0.0011963i,-0.0018809-0.00050371i,-0.002689-0.00015806i,-0.0010685-0.00082886i,5.756e-06-0.0013557i,-0.00032501-0.00060383i,-0.00056225+0.0001844i,-0.00047765-2.7669e-05i,-0.00025648-0.00029574i,-0.00013809-0.00014804i,0.00023648+0.00051042i,0.00049466+0.00066633i,0.00023435-0.00011249i,2.4334e-05-0.00028792i,0.0003931-0.00017141i,0.00041299-0.00018323i,9.0201e-05-8.9385e-05i,0.00030208-0.00026965i,-0.00010914-0.00041159i,-0.0010551+6.1637e-06i,-0.0012005+0.00045978i,-8.4266e-05+0.00038087i
-0.00083031+9.7046e-05i,-0.0012673-0.00074467i,-0.0010558-0.00047542i,-0.00068053+0.00044603i,0.00022129+0.00089792i,0.00084275-0.00020013i,0.00057988-0.00061557i,0.00071822-0.00017501i,0.00011219+0.00022437i,-0.00018581+0.00055712i,0.00041296+0.00024773i,0.00012874+0.00026i,8.039e-05-0.00015773i,0.00036864-0.00056652i,0.00010541+5.332e-05i,0.00025185+0.00030416i,0.00069292+4.3636e-06i,0.00033023+0.00025369i,-0.00015074+0.00048071i,0.0001311+0.00051071i,0.00028207-9.5545e-05i,-9.5328e-05-0.00048358i,-0.00026393-0.00024892i
-0.0013398-0.0040463i,-0.00060359-0.0032133i,-0.00014454-0.0019602i,-0.00028282-0.00020029i,-0.00016144+0.00096847i,7.7236e-05+0.0017303i,0.0004009+0.00069735i,0.00066369-7.5167e-06i,7.0396e-05+0.00013321i,-0.00017119-0.00027464i,-0.00014485-0.00031517i,-0.00029647-6.4089e-05i,-0.00033409-2.5111e-05i,-0.00016762-3.5881e-05i,-0.00035787-0.00013964i,-0.00013037-0.00045757i,-0.00051784-0.00017262i,-0.00087924+0.00054857i,-0.00015094+0.00081232i,0.00027496+0.00033514i,-0.00018205+0.00049242i,-0.00014803+0.00049372i,-0.00016486-3.3808e-05i
-0.00014345-0.0030404i,-0.0017958-0.0029222i,-0.0023267-0.0016706i,-0.0024197+7.3136e-05i,-0.0018458+0.00065238i,-0.00076587+0.0016555i,-3.5333e-05+0.0018912i,0.0008294+0.00078777i,0.00089954+0.00027909i,-0.00025899+1.5615e-05i,-0.00058485+0.00017242i,-0.00030021-0.00018702i,-3.4632e-06-0.0011613i,-4.6908e-05-0.0010948i,-0.00045123-0.00064649i,-0.00045974+0.00011573i,-0.00023224+0.00059677i,-0.0004642+0.00060598i,-0.00042688+0.00064241i,-0.00021385+0.00062874i,-0.00021898+2.1802e-05i,0.00025946-0.00062572i,0.00049595-0.00016315i
-0.0011885+2.2819e-05i,-0.00056534-0.00021981i,-0.00091563-0.00010159i,-0.0012568+5.671e-06i,-0.0012462+0.00060903i,-0.0015184+4.954e-05i,-0.0015128-0.001021i,-0.0002667-0.00013094i,0.0002866+0.00076154i,-0.00097665+0.00052435i,-0.0016031+6.6097e-05i,-0.00065221-0.00013499i,-2.3917e-05+0.00035354i,-0.00056143+0.00013366i,-0.00024051-0.00060824i,0.00085746-0.00094965i,0.00062226-0.0010672i,0.00025677-0.00051551i,0.00029313+0.00022951i,0.00025292+0.00030973i,-0.0001466+5.0429e-05i,-4.5886e-06-0.00016106i,0.00026088-0.00041369i
0.00068618+0.0017697i,0.00092676+0.0012473i,0.001042+0.00042644i,0.00034144+0.00023239i,0.00040953+4.0956e-06i,0.00080775-0.0011571i,0.00053747-0.0013439i,-9.1477e-05-0.00074991i,-0.00089588-0.00024227i,-4.9514e-05-0.00029185i,0.00076189+0.00019235i,0.00048239+2.297e-05i,7.3872e-05-0.00034591i,-0.00050117-0.0001342i,-0.00020767+0.00029325i,0.00068539-0.00029251i,0.00080407-0.0018045i,0.00062681-0.0014851i,0.00045248-0.00058571i,0.00069957+0.00028841i,0.00064033+0.00059073i,0.00029757+0.00017651i,0.00055139+0.00018311i
8.3981e-05-0.0020409i,-0.00065828-0.0030251i,-0.0014543-0.0026548i,-0.0011446-0.001679i,-0.00018108-0.0013921i,0.00080392-0.0011591i,0.0014098-0.0008682i,0.00041977-0.00061387i,-0.00057902-9.5785e-05i,-0.00072816-0.00017906i,-0.00094129-0.00053261i,-0.0011878-0.00011919i,-0.0003074+0.00051841i,0.00027359+0.00016275i,0.00025459-0.00014739i,0.00018752-0.00019069i,-0.00040083-0.00021123i,-0.00035148+0.00029319i,0.00020023+0.00058467i,-0.00024997+0.0001268i,-0.00056809-0.00053409i,-4.4869e-05-0.00078793i,0.00014091-0.000589i
0.0022652-0.00034387i,0.0017756-0.0020754i,0.00027811-0.0028751i,-0.00050466-0.0015234i,-0.00059358+0.00029605i,-0.00083493+0.0011074i,-0.00029143+0.001024i,0.00066995+0.00071822i,0.00064439+0.00012291i,-0.00026269-0.00040305i,-0.00095829-6.6425e-05i,-0.0003327+0.00069718i,0.00032917+0.00090144i,0.00030678+0.00078641i,0.00030241+0.00038725i,0.00087298-0.00022475i,0.0011427+0.00067151i,0.00011389+0.0018984i,-0.00054048+0.00095765i,-0.00095334-0.0002582i,-0.00034765-0.00035024i,0.00024458+8.1005e-07i,-0.00068804-0.00010163i
-0.00040013-0.0030427i,-0.0017996-0.0030364i,-0.0017641-0.0019022i,-0.0024338-9.9426e-05i,-0.002985+0.0012184i,-0.0024056+0.00054763i,-0.00085809+0.0004497i,-0.00013161+0.00070931i,5.4663e-05+0.00041578i,1.0472e-05+4.7177e-06i,0.00023202-0.00016149i,0.00032425-0.00014631i,9.2316e-05-0.00045342i,0.00052955-0.00070138i,0.00077612-0.00054718i,-0.00011699-0.00053662i,-0.00044554-0.0008963i,-0.00040171-0.000389i,-0.00020107+0.00020077i,5.336e-06+0.00031676i,-8.3188e-05+6.0349e-05i,0.00027056-5.964e-05i,0.00040953-0.00010251i
-0.0019266-0.0023196i,-0.002001-0.0017678i,-0.0021735+0.000358i,-0.0020669+0.0015625i,-0.0019881+0.0015222i,-0.0021811+0.00074071i,-0.0011718+0.00070947i,-3.2457e-05+0.00058076i,-0.00052852+0.00035299i,-0.00028062+0.00043073i,0.0011472+0.00064267i,0.0010481+0.00049459i,0.00053335-0.00083009i,0.00018206-0.0011519i,-0.00039066-0.00052044i,-0.00067411-0.00041772i,-0.00076103-0.00022535i,-0.00042245-0.00068011i,0.00010424-0.00076242i,0.00064082-4.4053e-05i,0.00095633+0.00026968i,0.00069488+0.00034805i,-0.00015032+0.000272i
-0.00035774-0.0027052i,0.00065011-0.0026714i,0.00020787-0.0024298i,-0.0012357-0.0013381i,-0.001125+0.00016758i,-0.00025376+0.00051157i,7.4215e-05+5.681e-05i,0.00014463-0.00043147i,0.00052554-0.00063887i,0.001066-0.00042854i,0.00079711+5.8816e-05i,-0.00024928+0.0002401i,-0.00034052+0.00038352i,-0.00038347+3.2392e-05i,-0.00064775-0.00047647i,-0.00088202-0.00052316i,-0.0010749-0.000389i,-0.001207-0.0002655i,-0.00073584-1.1051e-05i,-5.1797e-05+6.2857e-05i,0.00076385+0.00048407i,0.0011034+0.00082236i,0.00094821+0.00051643i
0.00071002-0.0013761i,-0.00011731-0.0019399i,-0.00072813-0.0015982i,-0.0014385-0.00088827i,-0.0019932+6.7347e-05i,-0.0012044+0.00031636i,0.00029483-0.00029566i,0.00062152-0.00035479i,0.0002118-2.3315e-06i,-9.3099e-05-0.0004506i,-0.00088262-0.00094763i,-0.00075409-0.0005487i,-0.00048839-0.00071192i,-0.0002707-0.0010066i,0.00020983-6.5131e-05i,-0.00042854+0.00049288i,-0.00079515-0.00036947i,-2.7368e-05-0.00081804i,0.0006723+0.0002455i,0.0011857+0.00053099i,0.00099456-2.3917e-06i,0.00023116+0.00026126i,-0.00035824+0.00028388i
-0.00057887-0.0015547i,-0.0021859-0.0020383i,-0.0040581-0.0026541i,-0.0020461-0.00089006i,-0.00013083+0.0011991i,-0.00025597+0.0015212i,0.000169+0.001334i,0.0006805+0.0014326i,0.0002625+0.0018568i,-0.00055286+0.0012337i,-0.0011939-0.00052919i,-0.00080989-0.00082748i,0.00046009+0.00043747i,0.00086223+0.0010392i,0.00094728+0.00079826i,0.00077237+0.00030062i,0.00055111-0.00065915i,0.00027956-0.0011418i,-0.00017245-0.0008245i,-0.00018998-0.00026773i,1.2535e-05+0.00034297i,0.00034508+0.00033674i,0.0008648+0.00054227i
8.3443e-05+0.0022351i,0.0011498+0.00075158i,0.0020519-0.00022419i,0.0013888-0.00081803i,0.00028709-5.8255e-05i,-0.00098738+0.0010544i,-0.001951+0.0014525i,-0.00085655+0.0011051i,0.00044058+0.0014829i,0.00047983+0.0011956i,0.00023287+0.00082157i,5.7524e-05+0.00045916i,0.00024563-0.00042841i,-4.8367e-06-0.00037645i,-2.7167e-05+0.00071599i,-1.401e-05-3.6658e-05i,-0.00013091-0.0011672i,-0.00021-0.00044359i,0.00016729-1.3875e-05i,0.00044318-4.9734e-05i,0.00042456+0.00061022i,8.9125e-05+0.00028026i,-0.00013118-0.0001851i
0.0016038-0.00061212i,0.0012542-0.00064682i,0.00024393-0.00095112i,-0.00036259+0.00030333i,-0.00063639+0.00072102i,-0.0016359-0.00036542i,-0.0016775-0.00029096i,-0.00091337+0.00047112i,-0.00042107+0.0006062i,0.0003793-4.9422e-05i,0.00066807-0.00037163i,0.00072327-7.3358e-05i,0.00049908-0.00023472i,-0.00073608-0.0006959i,-0.00090836-0.00064441i,-0.00042466-0.00098524i,-0.0004579-0.00081231i,-0.00092004-0.00050968i,-0.0010549+9.1724e-05i,-6.4869e-05+0.00047914i,0.00037203+0.00043068i,0.00016103+0.00038839i,9.5978e-05+0.00052358i
-0.00010323-5.511e-05i,-0.00099062-0.0002478i,-0.00090019-0.00036252i,0.00017282-0.00069364i,0.0011379-0.00044473i,0.0014798+0.00018431i,0.001305+1.3041e-05i,0.00030216+0.0002107i,-8.7867e-05+0.00044102i,0.0006411-7.2647e-05i,0.0012947+0.00067976i,0.0011141+0.0015036i,0.00030214+0.00090987i,-0.0002049-0.00011765i,-0.00059097+4.5417e-05i,-9.6379e-05-5.0095e-05i,0.0003879-0.0010003i,0.00013328-0.00099031i,7.7409e-05+0.00035023i,-0.00018323+0.00096587i,5.1461e-05+0.0010498i,0.00015667+0.00086861i,-0.0006356+0.00038723i
-0.00033779-0.0026952i,-0.00025266-0.0027404i,-0.00099791-0.0015464i,-0.0017678-0.00013902i,-0.0022608+0.00066422i,-0.0010778+0.001119i,-0.00012756+0.0010863i,-0.00015396+0.00028625i,-8.3387e-05+0.00041601i,-0.00059278+0.00040027i,-0.00077009+5.6829e-05i,-0.00091864+2.3144e-05i,-0.00091842-0.00038276i,-0.00081949-0.0005596i,-0.00067737-0.00038808i,-0.00076539-0.00070131i,-0.00049467-0.00033818i,-0.00011828+0.00040568i,5.1239e-05+0.00035197i,-0.0002195+0.00091241i,-0.00066305+0.00089665i,-0.00057053-9.9936e-05i,-0.000245-0.00029906i
0.0015209-0.00047568i,-0.00044649-0.0011627i,-0.0023657-0.0017365i,-0.0026844-0.0013215i,-0.0014869-0.00047477i,-0.00041893+0.00016357i,6.8368e-05+0.00099362i,0.00046908+0.0012276i,0.00051779+0.00072406i,-7.9168e-06-2.4683e-05i,-0.00083832-0.0004912i,-0.00080762-0.00033337i,-8.4442e-05-0.00033037i,0.00020154-0.00034835i,0.00027439-0.00022902i,0.00011548-0.00071345i,0.00019173-0.00059341i,-0.00023681-0.00027908i,-0.00013774-0.00041905i,0.00064497-0.00062389i,0.00023604-0.00061966i,-3.9959e-05-0.0003185i,0.0002526-0.00018692i
