-0.0033149+2.3448e-05i,-0.002027-0.00037604i,-0.001503+0.00019525i,-0.00077268+0.0012502i,-0.0001421+0.0020797i,-3.086e-06+0.001011i,-0.0009093+0.00053347i,-0.00054752+0.00074519i,4.4906e-05+0.00074852i,0.00055473+6.9918e-05i,0.0014526+0.00041266i,0.0010223+0.00042911i,-0.00023728-6.9826e-05i,0.00016608-0.00084642i,0.0017724-0.0017797i,0.0016936-0.0010654i,0.0013183+2.6874e-05i,0.00083381+0.00064838i,-0.00011986+0.00066281i,-0.0005614-0.00016265i,-0.00040606-0.00017494i,0.00058929+0.0001858i,0.0011424+0.00066148i
-4.2944e-05+0.00089382i,0.00051762+0.00063485i,3.0735e-05+0.0008011i,-0.00053317+0.00029816i,-0.00016064+0.00012351i,6.6707e-05-0.00053859i,0.00022794-0.00087613i,0.00012911-0.00095563i,-0.00021395-0.0011431i,0.00012006-0.00066313i,-0.00024738+0.00022981i,-0.00065078+0.00086039i,-0.00089199+0.00046506i,-0.00052751-0.00059334i,-0.0002538-0.00050011i,-0.00046709-0.00049493i,-0.0009206-0.00044197i,-0.00093317-0.00031765i,0.00014806-0.0010911i,0.00078943-0.0011733i,-0.00029531+0.000197i,-0.00093452+0.00013549i,-0.00051582-0.00023514i
0.00064361-0.0010104i,0.00041085-0.0012455i,0.0006124-0.00082459i,0.0012922+0.0003572i,0.00081068+0.0010294i,-0.00055352+0.0011421i,-0.00039512+0.00073032i,0.00048973-5.4937e-05i,0.00038989+2.6008e-05i,-0.00027103+0.00052467i,-0.00016352-0.00017886i,-6.8799e-05-1.9808e-05i,-0.00053561+0.00061297i,-0.00055031+0.00055556i,-0.00058523+0.00049252i,0.00042607+0.00030309i,0.00020689+0.00036938i,-0.00043302+0.00042392i,-0.00069198-3.3113e-05i,-0.00034365-0.00023225i,0.00012299+0.00037919i,-0.00027131+0.00082353i,-4.127e-05+0.00077834i
-0.0013073-0.00029077i,-0.00027206+0.0014099i,0.00057899+0.0020109i,0.00087616+0.00035196i,0.0010365-0.00056785i,-0.00065237-0.0011589i,-0.00093551-0.0021835i,0.00033462-0.0017726i,0.00034794-0.00047004i,-0.00037176+0.00013106i,-0.00090272+6.3252e-05i,-0.00074428-0.00037187i,-0.00098399-0.00065416i,-0.00096499+4.2884e-05i,-0.0003982+0.00059171i,0.00051516+0.00012932i,0.00095138-0.00034351i,0.00039846-0.00033728i,-0.00057863-0.00039205i,-0.00030765-0.00027353i,0.00070295+0.00040925i,0.00080837+0.00023031i,0.00068348-0.0006311i
9.4691e-05-4.4371e-05i,0.00060693-0.00020693i,0.00061133-0.0008301i,-0.0001262-0.00038029i,-0.00068887+0.00029875i,-0.00022191-0.00042651i,-1.2185e-05-0.0010295i,0.00040859-0.00038766i,0.00093755-0.00010409i,0.00059768-0.00015968i,0.00097575-0.00012127i,0.00080866-0.00011722i,-2.0581e-05+0.00035979i,0.00016687+0.00093984i,0.00025976+0.00048092i,6.0708e-05+0.00029336i,-4.1521e-05+0.00038796i,1.0469e-06+0.00052928i,-0.00015031+0.00026134i,8.7103e-05-0.00018824i,0.00087901-0.00011541i,0.0006749+0.00045854i,-0.00039791+0.0001631i
0.00081093-0.00034695i,0.0011244+0.00055391i,0.0017088+0.00086444i,0.0007536+0.0006371i,7.4874e-05-7.6279e-06i,0.00032638+4.6153e-05i,0.0012003-0.00028524i,0.00087193-0.00035909i,-0.0002355-0.00048373i,-0.00019718-0.00068336i,0.00030862+0.00028071i,0.00079318+0.00075819i,0.0010598+0.00070541i,0.00084215+0.00026852i,0.00080495-0.00010622i,0.00086982-0.00016646i,1.0864e-05-0.00069733i,-0.00068006-0.00096298i,-0.00079636+1.0027e-05i,-0.00055103+0.00052057i,-1.2364e-05-0.0004104i,0.00010902-0.00088948i,0.0008489-0.0002927i
-0.00023308+1.41e-05i,0.00036606-0.00060537i,0.00013206-0.00057728i,-0.00015998-8.182e-05i,-0.00016314+0.0001693i,-0.0011065+6.7084e-05i,-0.0014873-0.001056i,-0.00059309-0.0015246i,0.00036224-0.0010058i,0.00014585-0.00034535i,0.0002555+0.0005503i,0.00093824+0.00065798i,0.00084192+4.6145e-05i,-8.9377e-06-0.00069712i,-0.00067488-0.00036592i,-0.00059618-8.2179e-05i,0.00018669-0.00044006i,0.00078901-0.00040303i,0.00052634-0.00060956i,-0.00027072-0.00075848i,-0.00079805-0.0003363i,-0.00024172-0.00037899i,0.00044418+7.6239e-05i
2.7612e-05+0.00022717i,0.00041249+0.00051865i,0.0008154-0.00015457i,7.1891e-05-0.00077865i,-0.00021043-0.00082503i,0.00048889-0.00033111i,0.00021587+9.1404e-05i,-0.00027935+2.6941e-05i,-0.00017345-0.00027329i,-0.0001261-0.00051683i,-0.00027091-0.00037918i,-0.00026723-0.00018135i,8.1229e-05+0.00024218i,-0.00019776+0.00067384i,-0.00062126+0.00079775i,-0.0003409+0.0011549i,-0.00084099+0.00076897i,-0.0011621+0.00061093i,-0.00032253+0.00081146i,-5.7783e-05-0.00048015i,-8.8024e-05-0.00067433i,-0.00052301+0.00046514i,-0.00099484+0.00062811i
-0.00019314+5.355e-05i,0.0003796+0.00039438i,0.0016417+0.0010228i,0.0018111+0.0011499i,0.00078803+0.00070561i,0.00013485+0.00023978i,0.00086632-0.00011363i,0.0013014-0.00020205i,0.0011886-0.00072047i,0.00092148-0.0009659i,0.00051107-0.00040937i,0.00054047-0.00016636i,0.00042362+4.659e-05i,8.7262e-05-0.00041788i,9.6712e-05-0.0010629i,-0.00016631-0.0012341i,-0.0001207-0.00060798i,0.00032402+0.00016254i,0.0008488+2.8277e-05i,0.0014698-0.00013753i,0.001309+0.00049672i,0.00018834+0.00045683i,-0.00028802+8.9573e-05i
5.708e-05+5.0426e-05i,0.00014969-0.00049387i,0.00072938-0.0016275i,0.00097237-0.0020349i,0.0010817-0.0013422i,0.0011693-0.00024127i,0.0009446+0.00022811i,0.00049219+9.312e-05i,0.00015647-3.6942e-05i,6.4669e-06-6.6853e-06i,-1.8348e-05-0.00025251i,0.0002768+0.00019206i,0.00040205+0.00057878i,-0.00042669-0.00042057i,-0.00021564-0.00053085i,0.00029772+0.00017191i,8.4982e-05-0.0002378i,0.00098656-0.0002302i,0.0012989-6.989e-05i,0.0003216-0.00019935i,0.00029539+8.2522e-06i,0.00064302-0.00056514i,0.00011605-0.00055893i
0.00090652-0.0014411i,0.00098189-0.0011784i,0.00098517-0.0014742i,-0.00067198-0.0014449i,-0.0014398-0.00070789i,-0.0010214+0.00037301i,-0.0012286+0.00082163i,-0.00037449+0.0008859i,0.00058552+7.6921e-06i,0.00010371-0.00049079i,6.6592e-05+0.00036257i,0.00045489+7.8681e-05i,0.00030895-0.00044364i,9.6625e-05-0.00011516i,-0.00054005+0.00015822i,-0.0011688+0.00011797i,-0.00035416+0.00037855i,0.0013934+0.00015065i,0.0019889+0.00050871i,0.001077+0.00089225i,0.00018358+0.00055081i,-0.00034933+0.0009359i,-0.00046548+0.00086938i
0.0015412-0.0014868i,0.00047732-0.0012692i,-0.00077869-0.0015609i,-0.00177-0.0015438i,-0.0011236-0.00092355i,-0.0002796-0.00062034i,-0.0009302-0.00086505i,-0.00070435-0.0009196i,-0.00047135-0.00089064i,-0.00055606-0.001067i,3.318e-05-0.0012459i,0.00015643-0.00057253i,-0.00010197+6.1931e-05i,0.00043663+0.00027877i,0.00041056+0.00031893i,-0.00010544+0.00039632i,-0.00039215-5.3708e-05i,-0.00063757-0.00014328i,-0.00021715-0.00018987i,0.0001313-0.00019366i,0.00027087+3.9169e-05i,0.00028806+8.7872e-05i,0.00060491-0.00057582i
0.0020547-0.00050201i,0.0018892+0.0002025i,0.0011035+0.00082499i,-0.00067182-0.00042775i,-0.0011036-0.0011995i,-0.00016637-0.00080897i,0.00056418-0.0001953i,0.00068156+0.0008453i,0.00081878+0.00018758i,-9.8977e-05-0.0013204i,-0.0007376-0.00073519i,-0.0010022+0.00068954i,-0.00068804+0.0013404i,-0.00032002+0.00088488i,-0.00037442-0.00060206i,-0.00013654-0.0011933i,0.00040215-0.0014176i,0.00089751-0.00081365i,0.0011065-8.6878e-05i,0.00070729-6.3381e-06i,-5.4095e-05+0.00023451i,-9.9784e-05+0.00048992i,-0.00011763+0.00064905i
-0.0011896-0.00027732i,-0.0012328+0.00044936i,-0.0016234+0.00067245i,-0.00073256+0.0012473i,-0.00033401+0.001492i,-0.00044409-5.8627e-05i,-0.00079086-0.00037404i,-0.0010197-8.025e-05i,-0.00098583+0.00030183i,6.1081e-05+0.00025645i,0.00072596+0.0001762i,0.00037501+0.00027739i,0.00010571-0.0002023i,-0.00017186+0.00010837i,-5.7951e-05+0.00045061i,6.9067e-05+0.0001068i,5.9064e-05-5.2563e-05i,0.00033767-0.00041384i,0.00046952-0.00058025i,0.0003624+2.3179e-05i,0.00013629+0.00090594i,-0.00094308+0.00099532i,-0.00081492+0.00071549i
-0.0006731+0.00051389i,0.00085051+0.00046176i,0.0023298+0.0012419i,0.002631+0.00033277i,0.0024618-0.0013266i,0.0016791-0.0013565i,0.00045014-0.0010751i,-4.1596e-05-0.000845i,-0.00018685-0.00079749i,0.00028526-0.00072212i,0.00033653-0.00096915i,5.5521e-05-0.0011521i,4.7325e-05-0.00018234i,-0.00017648+0.00012009i,-0.00048615-0.00090969i,-0.00016663-0.0010259i,-9.7192e-05-0.00012282i,-0.00054457+0.00024093i,-0.00041621+0.00080333i,-7.7372e-05+0.00096021i,0.00038795+0.00026997i,0.00022258+0.00014296i,0.00039117+7.5075e-05i
-0.00076838-0.0001359i,-0.0016926+0.00023834i,-0.00076604-0.00099303i,0.00033643-0.0010821i,0.00057838-0.00072189i,0.00068075-0.001483i,0.00063783-0.0011446i,0.00030431+0.00042695i,-0.00058011+0.00098562i,-0.00046585+0.0010584i,0.00025282+0.0012791i,4.0135e-05+0.00094246i,-0.00031356+0.00011777i,-0.00042992-0.00022649i,-0.00026665+0.00041021i,0.00020456+0.00032663i,0.00019299+0.00014538i,0.00031677+0.00074539i,0.00035677+6.8002e-05i,6.9822e-05-0.00036242i,-0.00073403+0.00036201i,-0.00091872+0.0004116i,3.2327e-05+9.246e-05i
0.001377-0.0012086i,0.00099502-0.0017549i,0.00066656-0.0014254i,0.00026821-0.0012856i,-0.00017972-0.00083899i,-0.00045231+0.00016898i,0.00051593+0.00028307i,0.00081512-0.00057726i,0.00063369-0.00096946i,0.0009355-0.00053881i,0.00091359-0.00033676i,0.0011785-0.00030289i,0.00076925+0.00025483i,0.00014336+0.00017538i,0.00045673+0.00035981i,0.00086519+0.0012188i,-0.00013903+0.0011395i,-0.00086779+0.00050994i,-5.8992e-05-0.00061445i,0.00018984-0.00090003i,-0.00042935-0.0005553i,-0.00083447-0.00026568i,-0.00060092-0.0004212i
0.0011401+0.00187i,0.0013924+0.0014631i,0.00091655+0.0014386i,0.00047188+0.00080632i,0.00038895-0.00019627i,-0.00043007-0.00028626i,-0.0008075-0.00013021i,-0.00019906-0.00061104i,0.00011402-0.00085866i,0.00061879-0.00066615i,0.00071342-1.469e-05i,-0.00026271-0.00014826i,-0.00023267-0.0004497i,0.00023923-0.00038491i,3.8092e-05-0.0012929i,-8.4159e-05-0.00099821i,-0.00014372+0.00015932i,1.2695e-05+0.00027468i,-3.6082e-05-7.2781e-05i,-0.00016874-6.2213e-05i,-0.00028009-6.358e-05i,-0.00018372-0.00018228i,-0.000552-0.00037828i
-0.00077365+0.00083671i,-0.0013612+0.00031259i,-0.0009481-0.00023523i,9.577e-05+0.00096513i,0.0012754+0.00046977i,0.000907-0.00094736i,-0.00019496-0.0012344i,3.4592e-05-0.0012037i,2.979e-05-0.00086907i,-0.00028237-0.00057111i,0.00018132+0.00057679i,0.00057376+0.00086016i,0.0001246-0.00015391i,-0.00079748-0.00095719i,-0.00051883-0.0010783i,0.00029098-4.1433e-05i,-0.00010502+0.00033026i,-0.00062433+0.00012941i,-0.00030141+0.00053899i,-9.8591e-05+0.00015841i,-0.00035519-5.011e-05i,-0.00018794+0.00043157i,-7.4186e-05+0.00030008i
0.00066905-0.0012453i,0.00042382-0.00091049i,-3.6169e-06-0.00016192i,-0.00058984-0.00020186i,-0.00040379-0.0013644i,0.00056524-0.001555i,0.0011149-0.0006171i,0.0014762-0.00038596i,0.0023325-0.00021602i,0.0018568+0.0002471i,0.000605+5.6327e-05i,0.00052947+0.0003423i,0.00050174+0.00070658i,0.00063216+0.00034229i,0.0010071+1.1012e-05i,-0.00015454+0.00051386i,-0.00084897+0.0010659i,0.0002343+0.00067851i,0.0012134+1.6239e-05i,0.00072328+0.00020921i,0.00024402-0.00024918i,0.00065766+2.3508e-06i,-0.00021529+0.00074453i
0.00090067+1.5515e-05i,0.00075506+0.00027508i,0.00090521+0.00022187i,0.00035533-0.00044314i,-0.00042753-0.0013735i,-0.00092774-0.0011567i,-0.0010499-0.00020409i,-0.00070437-6.4743e-05i,-0.00047608-0.00028661i,-0.00018213-0.0002104i,0.00011327-7.2428e-05i,5.1837e-05+0.00027388i,-0.00047602+0.001035i,-0.00038876+0.00097356i,-2.551e-05+0.00073293i,-0.00033655+0.00031988i,-0.00050622-0.00039692i,-0.00032277-0.00068003i,0.00047263-7.6384e-05i,0.00020128+0.00014309i,-9.9356e-05-0.00030402i,0.00059759-3.5323e-05i,0.00037899+4.3711e-05i
0.00042427-0.00090836i,0.00037178-0.00064965i,0.00089916-0.00062156i,0.00033072-4.6583e-05i,-0.00095481-0.00021248i,-0.00061311-0.0004065i,0.00066635-0.00058124i,0.0017463-0.00047558i,0.0011121-0.00029157i,-0.00028961-9.0726e-05i,-0.00051935+6.8323e-08i,-0.00077535+0.0005256i,-0.00073413+0.00052041i,-0.00014664+0.00013926i,3.2842e-05-1.0051e-05i,2.0387e-05-0.00058661i,-1.6265e-05-0.00083333i,5.5688e-05-0.00078106i,0.00097753-0.00044867i,0.0011323+0.00018008i,0.000473+0.0007194i,-0.00016468+0.00090352i,-0.00019853+0.00066048i
0.0011509+0.0013203i,0.0013764+0.00042171i,0.0011528-0.00066325i,0.00074669-0.00082165i,0.00032022-0.0012483i,-0.00051602-0.00097327i,-0.0010981+0.00015391i,-0.00011795-0.00034117i,0.00067013-0.001098i,0.0004957-0.0011171i,3.504e-05-0.00056555i,-0.00034285+0.00058772i,-0.00035162+8.4181e-05i,-5.9591e-06-0.00079585i,-0.00047877-0.00026242i,-0.00087736+0.00011943i,-0.0011006-0.00026174i,-0.00069439-0.00026464i,0.00013677+6.2724e-05i,4.4603e-05-0.00010762i,-1.2657e-06-1.1045e-06i,-0.00017921+0.00042908i,-0.00029093+6.1088e-05i
0.002532+4.2452e-05i,0.0016674-0.00040326i,0.00093538-0.00075292i,0.00034884-0.00081483i,-0.00020565-0.0009296i,-0.00060918-0.00052122i,-0.00028784-0.00011396i,0.00026674+0.00034403i,0.00010052+1.4534e-05i,-4.0298e-05-0.00037398i,0.00030819+0.00044481i,0.00063414+0.00029771i,0.00037451-0.00043489i,0.00042477-4.9006e-05i,3.0798e-05+3.5001e-05i,-6.0246e-05-0.0002016i,-3.5073e-06+0.00024686i,-1.326e-05+0.00015521i,0.00031655+8.3943e-05i,0.00021272-5.3779e-05i,-0.00060618-7.9407e-05i,-0.00042562-2.643e-05i,0.00020453+0.00037538i
-0.00069968-0.0010172i,-0.00055568-0.00054255i,-0.00054992-0.00031658i,-0.00057335-0.00034642i,-0.0005797+6.0799e-05i,-0.00042398+0.00032139i,-0.00015784-2.9634e-05i,0.00067261-0.0006714i,0.00052315-0.00073915i,5.4245e-05-0.00015533i,0.00010468+0.00095453i,0.00030827+0.0010963i,0.00039003-0.00021685i,0.00030079-0.00038075i,0.0001835+1.2613e-05i,0.00061763+0.00049971i,0.00039446+0.0010169i,-0.00026892+0.00093708i,-0.00022776-0.00012982i,-0.0001298-0.00043967i,-8.2082e-05+0.000243i,3.6258e-05+0.00058361i,0.00049854+0.00054252i
-0.0013703+0.00041645i,-0.0019873+0.0012899i,-0.0013479+0.0017433i,-0.00030845+0.0018548i,0.0013805+0.001192i,0.0012167+0.00065071i,-0.00053793+0.00061438i,-0.00098215+0.00017175i,-0.00023802+2.0871e-05i,0.00042575+2.738e-05i,0.00059224-0.00019486i,0.00017052-0.00033904i,0.00020952-0.00031962i,0.000181-1.8385e-05i,8.8645e-05-0.00049368i,0.00064991-0.00027989i,0.00076829-0.00010393i,-0.00021094+0.00066916i,-0.00055406+0.00061294i,-0.00056475-0.00082671i,-0.0010898-0.0006537i,-0.00092765+0.00085035i,0.00016078+0.0015423i
-0.00066036-0.00066434i,-0.0014996-0.0014738i,-0.0012976-0.0021819i,-0.0009318-0.0020417i,3.8061e-05-0.0011317i,0.00055702-0.00074468i,0.00073498-0.00096154i,0.00086042-0.00028914i,0.0001989-9.123e-05i,-3.5469e-05-0.001107i,7.945e-05-0.00089315i,-0.00020629+7.6674e-05i,-0.00045525+0.00043621i,-0.00054903-0.00020939i,-0.0005356-0.00043971i,-0.00018429+0.00028262i,-0.00061641+0.00015587i,-0.0009605-0.00039272i,-0.0007385-0.00045948i,-0.00057605-0.00089762i,-0.00041527-0.0009302i,7.1858e-05-0.00019072i,0.00060261-0.0001703i
-0.001327-0.0010979i,-0.00069745-0.00072096i,0.00048671+9.9687e-05i,0.00068543-0.00065118i,0.00066583-0.0015951i,-7.4042e-05-0.0017452i,-0.00035856-0.0016011i,-0.00027708-0.00090094i,-0.00015644-0.00056989i,-1.3375e-05+0.0002232i,-0.00012368+0.0008773i,-0.00021137+0.00066255i,-0.00053554+0.00062166i,-0.00081215+0.00035297i,-0.00018857-0.00010793i,-0.00026857-0.00011759i,-0.0008447+3.8983e-05i,-0.0010123-0.00034327i,-0.00062989-0.00053428i,-0.00020005-9.5379e-05i,-0.00029118+0.00032424i,-0.00040919-2.1387e-05i,-0.00032211-0.00026541i
0.0010005-0.0015768i,5.1494e-05-0.0018675i,0.00063089-0.0013593i,0.0012981-0.00099643i,0.00060962-0.0010687i,0.00026235-0.00070645i,0.00065146-0.00040366i,0.0011635+0.00012758i,0.0012312-1.9649e-05i,0.00094049-0.0012116i,0.00074785-0.00089715i,0.00032306+6.9823e-05i,0.00041465-0.00042068i,0.00029618-0.00058211i,-0.00080952+0.00015125i,-0.0014211+9.858e-05i,-0.00087184-7.4967e-05i,-0.00011872-0.00011728i,0.00051443+0.0001706i,0.00019112+0.00063294i,-0.00014304-0.00013302i,-0.00019124-0.0009135i,-0.00038215-0.00050357i
-0.00057432+0.00016067i,-0.00027208+0.00024212i,-0.00053237+0.00057675i,-0.0011329+0.00074427i,-0.00072743-0.00034636i,-7.6689e-05-0.00051415i,0.00070299+0.00022668i,0.00091731-0.00011631i,0.00068605-0.00058325i,0.00096792-0.00076524i,0.00094997-0.00076465i,0.00052707-0.00075799i,0.0002764-0.00096829i,0.00021138-0.00082934i,-0.00025557-0.00086279i,-0.00049686-0.00058297i,-0.00081235-0.00012907i,-0.0002543-0.00040054i,0.00050485-4.5441e-05i,0.00059117-0.00043618i,0.00064019-0.0012078i,0.00066924-0.00067652i,0.00012722-0.00085051i
0.00017675+0.00025267i,0.0009351+0.001545i,0.0021575+0.002379i,0.0026623+0.0020921i,0.0021156+0.00054125i,0.00047368-0.00022389i,0.00024888-0.00048914i,0.0002116-0.00045719i,7.2597e-05-0.00068939i,0.00082707-0.00038054i,0.00029946+0.00011317i,-7.3091e-05+0.00041856i,6.2138e-05+0.00033358i,0.00010826+0.00049182i,-0.0004983-0.00026898i,-0.00061518-0.00053549i,-0.00022197-7.6703e-05i,-0.00019725+0.00019736i,0.00028852+0.00044924i,0.00020628+0.00035972i,-0.00097887-1.0874e-05i,-0.00058136-0.00086058i,0.00050895-0.00070648i
-0.0019462+0.0011853i,-0.0030283+0.0016178i,-0.00045855+0.0021933i,0.0012356+0.0013141i,0.00131-0.00026802i,0.00095784-0.00098938i,0.00063365-0.00095618i,0.00057372-0.00065328i,0.00052288-0.00032244i,0.00064815-5.5369e-05i,0.00093999+3.9326e-05i,0.00027172+8.421e-05i,-0.00032785+0.0002737i,-0.00031011+4.531e-05i,0.0001721-0.00065787i,0.00041483-0.0011915i,0.0004503-0.001351i,0.00079633-0.00071173i,0.00056758+0.00022312i,0.0002172+0.00086277i,-0.00019762+0.00054505i,-0.00011039-9.3907e-05i,0.00032085+0.00014261i
0.001212+6.0715e-05i,0.00084572-0.00092661i,0.0012754-0.0013171i,0.0011284-0.00084173i,0.00071038-0.00049265i,0.00035279-0.00031718i,5.7902e-05+0.00015402i,0.0004197-0.00040885i,0.0010096-0.00076927i,0.00089579+0.00016475i,0.00023997+0.00054324i,-3.9734e-06+0.00052561i,-0.0002623+0.00067272i,-0.00050313+0.00072176i,-0.00059463+0.00080337i,1.7751e-05-0.00019398i,0.00057332-0.00086746i,0.00060779-0.00070344i,0.00022927+4.2575e-05i,-3.5437e-05+0.00030659i,-0.00032711+0.00048516i,-0.00099324+0.0008397i,-7.6729e-05+0.00014778i
0.0010476-0.0014876i,0.00084875-0.00099875i,0.00048439-0.00022854i,-0.00092524-0.00048013i,-0.0019583-0.0010249i,-0.0020109-0.00075845i,-0.00091512+0.00012254i,0.00031868+0.00016301i,0.00042954-0.00075259i,-0.00053274-0.0003961i,-0.0010644+0.00039026i,-0.00071125+0.00031496i,-0.00056891+0.0014366i,-0.00024637+0.002071i,-5.8472e-05+0.00090482i,-6.1706e-05+0.0009926i,-0.00015782+0.0005728i,-0.0003461+0.00016915i,0.00015792+0.00068194i,0.00063084+0.00056314i,0.00067372+0.00027006i,0.00022406+1.117e-05i,-0.00030971-0.00027758i
0.001082-0.0021027i,0.00060659-0.0020351i,-0.0013004-0.001038i,-0.001994-0.00015969i,-0.0009376-0.00060423i,0.0002146-0.0014386i,-7.1284e-05-0.0013193i,-0.00024706-0.0012842i,6.7458e-05-0.00065902i,-0.00025675+0.00066732i,-9.8586e-05+0.001004i,2.4583e-05+0.00016631i,6.7696e-05-0.00023096i,-8.4874e-06+0.00056645i,0.0002515+0.00038707i,0.00048841-0.00033485i,5.3434e-05-0.00022728i,-0.00018885+0.00039393i,-0.00026641+0.00034246i,-3.9639e-05+0.00051709i,-0.00032998+0.000758i,-0.00093166+3.597e-05i,-0.00092187-0.00053241i
0.0023728+0.00068315i,0.0022964-8.1655e-05i,0.0023283-0.00085872i,0.0009998-0.00095896i,-8.363e-05-0.00069016i,-5.2959e-05-0.00070442i,0.00014013-0.00048857i,-7.9529e-05+7.5862e-05i,-0.00013403-0.00023568i,-3.7721e-05-0.00029469i,-0.00018622+6.7904e-05i,-6.2205e-05+0.00043771i,-0.00029714+0.00082437i,-0.00050108+0.00022105i,-0.00064839+0.00047617i,-0.0011367+0.0012327i,-0.00075978+0.00085311i,-7.1391e-05+0.00022305i,6.8607e-05-7.424e-05i,0.00013696+0.00029905i,0.00041601+0.00038638i,0.00071525+0.00012998i,0.00022107+0.00032508i
0.0019128+0.0028374i,0.0023728+0.0017761i,0.0022442+0.00040619i,0.001301-0.0010095i,5.9563e-05-0.0017335i,-0.00096178-0.0020343i,-0.0013154-0.0011664i,-0.0011841+0.00026052i,-0.00015599+0.00055519i,0.00061962-0.00043015i,0.00020057-0.00086207i,1.5953e-05-0.00072568i,-0.00079483-0.00079669i,-0.0020237-0.0012065i,-0.0011605-0.0015613i,-0.00027866-0.0010019i,0.00010041-0.00021649i,0.00019887-0.0002767i,0.00038174-0.00024754i,0.0012309+0.00039727i,0.0013033+0.00038273i,0.00075959-2.5214e-06i,-0.00011365-7.2614e-06i
0.00098232+0.00086524i,0.0015855+0.00058564i,0.0018874-0.00018572i,0.0012064-0.0013i,7.5703e-05-0.0023185i,-0.00092041-0.0023364i,-0.0010076-0.001327i,-4.8351e-05-7.6607e-05i,0.0008958+0.00059204i,0.0007676+0.00068204i,-0.00027663+0.00019864i,-0.00053155+7.0181e-06i,-0.00054026+0.0003298i,-0.00055128-0.0002639i,8.5512e-05-0.00039422i,0.00033745-0.00033705i,0.00085884-0.00082805i,0.00052209-0.00026842i,-0.00033125+0.00024129i,-0.00042586+0.00046005i,0.0002989+0.0003467i,0.00087402+0.0003572i,0.00031624+0.000693i
9.2276e-05-0.00094158i,-0.0004361-0.00074456i,0.000114-0.00065747i,-0.00030165-0.0013611i,0.00039567-0.0009856i,0.00067663+0.000156i,-1.268e-05+0.00078111i,0.00021825+0.00077973i,0.00044063+0.00046593i,0.00032091+0.00070649i,0.00045411+0.00072263i,0.00037851+0.0006587i,0.00057416+1.7061e-05i,0.00041461-0.0010565i,-7.5166e-05-0.0007142i,0.00076028-0.00016029i,0.00097886+8.1847e-05i,-2.7689e-05+2.4647e-05i,-0.00028004-0.00017495i,9.7783e-05-0.00023802i,0.00055728-0.0003957i,0.00090838-2.1496e-05i,0.00046134+0.00027285i
0.00017627+0.0025567i,-0.00046909+0.0036666i,0.00042279+0.0026971i,0.00039836+0.00059275i,-0.00052374-6.4086e-05i,-0.00031083-0.00076635i,5.7878e-05-0.0012818i,0.0004295-0.00029512i,0.00070888+0.00063417i,0.00075859-0.00014099i,0.00014821-0.0013839i,0.00010731-0.00080105i,0.00035874+0.00039717i,0.00013588+0.00080981i,-0.00030292+0.000257i,-0.00073705-0.00056314i,-2.4275e-05-0.001316i,0.00042967-0.0013361i,0.00023601-0.00055036i,0.00023248-1.0313e-05i,0.00038009+0.00012564i,0.00038884+0.00012735i,-0.00011516-0.00035989i
-0.0010562+0.00029485i,-0.00074773-0.00054891i,-0.00089509-0.0014635i,-8.1465e-06-0.00090745i,0.00055104-0.00061136i,0.0011414-0.0011659i,0.0014682-0.0010515i,0.0006363-0.00031653i,-0.00062156-0.00048094i,-0.00094476-0.00067899i,-0.0007586-6.2541e-06i,0.00031912-0.00021712i,0.00099214-0.00082777i,0.00031228-6.864e-05i,0.0002159+0.00042241i,0.00042164+5.7176e-05i,0.00075012+0.0001652i,0.00044615+0.0003474i,0.00026705+0.00032238i,8.2062e-05+0.00015809i,-0.00034502+0.00031679i,-8.472e-05+0.00046339i,-3.6595e-05-4.9153e-05i
0.00016368+0.00044839i,0.00094487-0.0004158i,0.0010261-8.8335e-05i,-0.00028119+0.00035275i,-0.00082082-0.00065091i,-0.00027668-0.0010829i,2.1115e-05-6.6283e-06i,-6.463e-05-0.00012272i,0.00016442-0.00054851i,0.00032411-0.00032427i,5.8817e-05-0.00062033i,-0.00048679-0.00015462i,-0.0007722+0.0006371i,-0.00090253+0.00071137i,-0.00055456+0.00060671i,5.5447e-05+0.0010936i,0.00011957+0.0010136i,-3.1951e-05-0.00017993i,-1.3999e-05-0.00087109i,-0.00043341-0.00082168i,-0.00023965-0.00049207i,7.8307e-05+0.00026951i,-0.00021641+0.00039968i
0.00025802-0.00075145i,0.00073614-0.0011613i,0.00076581-0.0016583i,0.00030169-0.0012103i,0.00019592-0.00082404i,-0.00019274-0.0016084i,-0.00012074-0.0015779i,0.00014664-0.0007417i,-0.00044256-0.00026953i,-0.00084088+0.00031309i,-0.00023622+0.00041364i,0.00022374-0.00011469i,0.00022043-0.00025287i,-6.8426e-05+9.26e-05i,-0.00018826-6.2721e-05i,-1.6075e-05-0.00036754i,9.0492e-05-0.00062964i,-0.00051559-8.5247e-05i,-0.0007382+0.00032388i,-0.00027198+0.0003123i,0.00020926+0.0003144i,0.0003106+0.00036145i,1.7619e-05+0.00035256i
