-0.004832-0.00017859i,-0.0040294+0.00067612i,-0.004035+0.0029718i,-0.0037035+0.0034028i,-0.0019445+0.0041347i,-0.00042835+0.0038476i,2.1897e-05+0.0017936i,0.00042927+0.00028737i,0.001242+0.00043659i,0.0016256+0.00088988i,0.001002+0.00011627i,0.0011265-0.00051873i,0.0014065-0.0010805i,-0.00028104-0.0014891i,-0.0010317-0.0013242i,-0.00024349-0.001297i,-0.0002066-0.0011776i,-0.00030515-0.00068885i,-0.00028421-0.00045901i,2.6249e-05-0.00029591i,0.00035964-0.00021677i,8.1553e-05-0.00037408i,-0.00052902+7.2604e-06i
-0.0011386+0.00038573i,-0.0020335+0.00090278i,-0.0027111+0.0032951i,-0.0013769+0.0045719i,0.00051917+0.0033754i,0.0006737+0.0026706i,-0.00028238+0.0015219i,-0.00089617+0.00037753i,-0.00055258+0.0007626i,0.00034923+0.0010377i,0.0005204+0.00099304i,0.0011939+0.00038269i,0.0016256+3.0952e-05i,0.00063018+0.00010707i,-0.00018951-0.00043524i,-0.00010395-0.0011i,-0.00053244-0.00040414i,-9.0205e-05+0.00043681i,0.00050202+0.00047345i,-0.00024693+0.00026018i,-0.00074189+0.00031833i,0.00012291+0.00076035i,0.00043522+0.0011098i
-0.0010536-0.0010031i,-0.0011069-0.00036187i,-0.00079812+0.00043653i,-0.0013706+0.0011977i,-0.00097102+0.0022082i,9.8849e-05+0.0025552i,0.00067565+0.0022984i,0.00047463+0.001919i,-0.00035456+0.0007037i,0.00043037+0.00012255i,0.0011298+0.00092102i,0.00024179+0.00096642i,-0.00015775-0.00016695i,-0.00026324-0.00097589i,-0.0004557-0.00018692i,0.00018421+0.00039337i,0.00082535+0.00036156i,0.00023098+0.00042162i,-3.9984e-05-0.00051983i,0.0003248-0.00099208i,0.00019718-0.00051057i,0.0003898-0.00020225i,0.0010428-0.00062071i
-8.1502e-06-0.0012146i,4.3147e-05-0.00086734i,0.00030601-0.0003321i,-0.00028714+0.00044207i,-0.00063341+0.0013136i,0.00020147+0.0016685i,0.00066862+0.0015157i,0.00045112+0.0010265i,2.2084e-05+0.00056254i,-0.00018428+0.0006871i,-0.00010971+0.00073386i,-0.00025085+0.00019172i,-0.00027779-0.00010046i,-0.00032344+5.8054e-05i,-0.00040054+0.0002852i,-0.00072092+0.00057401i,-0.00097604+0.00053937i,-0.00066782-0.00026846i,-0.0002074-0.00039208i,-0.0001529+0.00020545i,-0.00029029+0.00034637i,-4.4768e-05+0.00045307i,0.00057207-2.3375e-05i
0.00077088+0.00033791i,-3.3617e-05+0.002216i,-0.00031575+0.0025293i,-0.0010863+0.0024791i,-0.0018854+0.0023776i,-0.001915+0.0022935i,-0.0014605+0.0013381i,-2.3468e-06+0.00080455i,0.00013904+0.00047492i,-0.00032725+0.00028043i,0.00059498+0.00013963i,0.00060006-0.00024909i,-4.733e-05-0.00043316i,-0.00059452+0.00034701i,-0.00047178+0.0012637i,0.00026536+0.0016312i,0.00030651+0.0010163i,0.00043721-0.00069566i,0.00051969-0.00055163i,-9.5488e-05+0.00048519i,-5.8065e-05+0.00012461i,0.0010806+0.00010994i,0.00058515+0.00056375i
0.00086457-0.00072151i,0.00019723-0.0017545i,-0.00095915-0.0016002i,-0.0012188-0.0013101i,-0.00088879-0.00067533i,-0.0012644+0.00075056i,-0.00079863+0.0013696i,0.00028741+0.00037086i,-6.5925e-05-0.00026344i,-0.0005101-0.00022067i,0.0002947+0.00040197i,0.00064992+0.00078784i,-0.0004893+0.00034898i,-0.0006742+5.3193e-05i,-0.00051994+5.0672e-05i,-0.0010758+5.0545e-05i,-0.00074369-0.00057335i,-0.00037626-0.00041343i,9.808e-05-6.4408e-06i,0.00076779-0.00014042i,0.0013088+0.00028095i,0.0013094+0.00058572i,0.00027211+0.00084846i
-0.0033205-0.0011035i,-0.0024261-0.00078929i,-0.0021922-0.00020481i,-0.0016279+0.0016698i,-0.00017665+0.0022704i,0.00063484+0.0013299i,0.00032434+0.00018192i,-0.00011023-7.4995e-05i,-0.00015733+0.00027984i,0.00014569+0.00082338i,0.00040527+0.00053181i,0.00018225-3.255e-05i,-0.00027041-0.00041498i,-3.6762e-05-0.00033449i,0.00017525-0.000332i,4.2771e-05-0.00038992i,-6.7519e-05+8.9206e-05i,7.7614e-05+0.00031841i,-0.00019331-0.00078654i,-0.00038884-0.00041572i,0.00020273+0.0011642i,0.00036904+0.001486i,-1.9443e-06+0.00073376i
0.0028045-0.00027127i,0.0023578-0.00068719i,0.001492-0.0013408i,0.00021717-0.00055662i,-0.001276+0.00047439i,-0.00087509+0.001037i,4.4761e-05+0.0013834i,-0.00068397+0.001053i,-0.00029521+0.00076917i,0.00014304+0.0002949i,7.776e-06-0.00028708i,0.00018323-3.2694e-05i,0.0004112+0.00066934i,0.00036456+0.0012604i,0.00038461+0.00070463i,0.0010825+0.00041502i,0.00075168+0.00027832i,-9.3334e-05-0.00041334i,0.0001775-0.00081991i,-0.00016585-9.9853e-05i,-0.00065581-7.4607e-05i,-3.6805e-05-0.00037596i,0.00071731+0.00039802i
0.0014232-0.0001643i,-0.00072676+0.00045277i,-0.0018343+0.0003409i,-0.0015191-0.0011147i,-0.0017559-0.0014226i,-0.0020126-0.00031455i,-0.001155+0.00046974i,-0.00036931+0.00093713i,-0.00027679+0.001001i,8.7913e-05+0.00035794i,0.00038829+0.00022513i,0.0010394+0.00070951i,0.0015485+0.00048637i,0.00017605+0.00012899i,-0.00087249-0.00023933i,-0.00019846-0.00037705i,0.00019811+3.9402e-05i,-0.00035163+0.00046394i,-0.0008132+0.00035482i,-0.00014327-0.00035893i,0.00021082-0.00017519i,-0.00019887+0.0003596i,-0.00017542-0.00019472i
0.00038893+0.0015926i,0.00085045+0.00037321i,0.0018028+0.00039879i,0.0028089+0.0010676i,0.0018555+0.00076161i,0.00075131+0.00025942i,0.0012093-2.6571e-05i,0.0014752-4.5224e-05i,0.00074058+0.00020438i,0.00010995+0.00022607i,4.1431e-05+0.0005182i,0.0001243+0.0011907i,0.00035712+0.00098309i,0.00032986+0.0001297i,-0.00027758-0.00023807i,-0.0011281-0.00023005i,-0.00072405-6.0865e-05i,0.0002681-0.00020914i,0.000384-0.00031765i,-0.00023793-0.00049618i,-0.00024778-0.00063445i,8.3994e-05+0.00031591i,-0.00016789+0.0008563i
-0.00029799-0.00029526i,0.00071438-0.00027952i,0.00024784-0.00023755i,-0.00082771+0.00038035i,-0.00041209+0.0013738i,0.00023613+0.0013128i,-6.6295e-05+0.00095695i,-8.4696e-05+0.00035744i,-0.00050734+1.0376e-05i,-0.00088599-8.3849e-06i,-0.00012462+0.00043213i,0.00074358+0.00069928i,0.0010529+0.00028091i,0.00043871+0.00028194i,-0.00017878+0.00066507i,0.00036851+0.00031093i,0.00027294-0.00069509i,0.00025773-0.00041541i,0.0007545+0.00015403i,0.0002201+4.7324e-05i,-0.00052341+2.3186e-05i,-0.00088243+9.5783e-06i,-0.00042479-0.00024699i
-0.0013819-0.0005248i,-0.0015115+0.0016695i,-0.0022988+0.0024219i,-0.0018454+0.0010889i,-0.00082773+0.0013382i,-0.00094172+0.0020387i,-0.00057693+0.0008152i,-0.00032899+4.8957e-05i,-0.00047804+0.00069347i,0.00033003+0.001429i,0.0005735+0.001256i,0.0005724+0.00065972i,0.00058444+0.00015057i,0.00066049-8.198e-05i,0.00023054-0.00043665i,-0.00011375-0.00074749i,-0.0003241-0.00083721i,-0.00066951-0.0012189i,-0.00062774-0.001606i,-0.00023786-0.0012746i,-4.2833e-05-0.00023857i,1.3724e-05+0.00039101i,0.00052814+0.00037661i
-0.0002034+0.0013743i,-0.0002139+0.0012012i,0.0019165+0.0011171i,0.0030491+0.0014192i,0.0018546+0.0010332i,0.00061485+0.00014262i,0.00028394-0.0004506i,0.00014509+0.00038683i,-0.00030574+0.00096032i,-0.00013116+0.00027143i,-2.2482e-05-0.00012583i,-0.0003367-1.946e-05i,-0.00060541+0.00064246i,-0.00075906+0.0011512i,-0.00043291+0.00050086i,-0.0003251-5.4616e-05i,-0.00027654+0.00052856i,0.00044734+0.00098875i,0.00035885+0.0005746i,-0.00077234+0.00051179i,-0.00081393+0.00025872i,-0.0001279-3.7753e-05i,-0.00015686+2.0974e-05i
0.0016356-0.00032068i,0.0014506-0.0002011i,0.00049137+0.00013252i,-0.00018635+0.0003362i,-0.00057262+0.00059492i,-0.00041038+0.0010026i,-0.00022029+0.0013537i,-0.00019243+0.0016356i,-0.00021056+0.0013763i,-0.00090676+0.00060731i,-0.00043384+0.00053164i,0.00027803+0.00015587i,0.00052934+0.00010714i,0.00039237+0.00042669i,0.00044999-0.00013032i,0.0006465-0.00056051i,6.745e-05-7.4137e-05i,4.6347e-05+0.0002368i,5.0561e-05+0.00081183i,-0.00017376+0.0011275i,-0.00032972+1.14e-05i,-0.00042508-0.00037063i,-0.0006288-0.00014696i
-0.0013807-0.00044629i,-0.0017779+8.1752e-05i,-0.0019701+0.00082243i,-0.0017305+0.0015912i,-0.00058033+0.0020811i,0.00024041+0.0020455i,-0.00043675+0.0015579i,-0.00046027+0.00079021i,0.00026588+0.00036123i,0.00058431+0.00040373i,0.00057504+0.00057449i,0.00026956+0.00064731i,0.00079796+0.00020936i,0.00095853-7.1161e-05i,0.00057483-5.8921e-05i,0.00027153-0.00019638i,0.00065606-0.00015157i,0.00074885+0.0003314i,0.00029945+0.00083749i,0.00053636+0.00063856i,0.00045991+0.00052185i,0.00024176+0.00043833i,0.00041515+0.00021144i
-0.00086745+0.00072138i,-2.9718e-05+0.0013096i,0.0003994+0.0010203i,5.0086e-05+0.0017531i,-0.00050865+0.0022557i,-0.00037934+0.0015127i,-0.00015533+0.0015598i,-0.00013529+0.0017862i,-8.0671e-05+0.00048352i,-0.0003528-0.00035303i,0.00010101-0.00027645i,0.00020357+7.5214e-05i,-0.00015966+2.9576e-05i,-3.0278e-06-0.00020305i,-0.00053249+0.00021329i,-0.0003603+0.00044609i,0.00038252+0.00062249i,0.00041094+0.00046127i,0.00074797-0.00052682i,0.00069354-0.00072367i,-0.00018828+0.00029796i,-0.00019963+0.00030838i,0.00048705+0.00015794i
-6.6164e-05-0.00011905i,-0.00049158-0.00010904i,-0.00031735+0.0010389i,-0.00035848+0.0012143i,-0.00039284+0.0017895i,-0.00051429+0.0016723i,-0.00033318+0.00046891i,-0.00051722+0.00025546i,-0.00010298+0.00075589i,0.00027776+0.0013798i,-0.00010854+0.0012915i,-0.00030039+0.00026149i,-0.00062379+5.2775e-05i,-0.001017+0.00025519i,-0.00042646-0.00015463i,0.00054644-0.0004468i,0.00050837+0.00019952i,-6.2864e-05+4.9269e-05i,-0.00022777-3.9516e-05i,-8.02e-05+0.00052099i,-0.00018345+0.00051875i,0.00011055+0.00077874i,4.3677e-05+0.00071748i
-0.00086944+0.00040863i,-0.000863+0.00076358i,-0.00040518+0.0018911i,-0.00019303+0.0022837i,-0.00057238+0.0015851i,-0.00063141+0.0011654i,-0.00065899+0.0010932i,-9.1327e-05+0.00097121i,0.00056852+0.0012691i,0.00033258+0.0012777i,1.4112e-05+0.00014024i,0.00068336-0.00054671i,0.00047798-0.00040691i,0.00014425+0.00016774i,0.00054333+0.00020404i,0.00010834-6.1796e-05i,2.1276e-05+1.3463e-05i,0.00076769-0.00056841i,0.0010561+2.1457e-05i,0.00076081+0.00083798i,3.8945e-05+0.00064275i,7.3492e-05+0.00091036i,-0.00015068+0.00065742i
0.0010417+0.00020666i,0.00034498+0.0003907i,-0.00064648+0.00021858i,-0.0001614+0.001022i,0.00031115+0.00078111i,0.00018263+0.00025169i,-0.00021728+0.00066379i,0.00037991+0.00066373i,0.00094456+3.9215e-05i,0.00057659-7.4756e-06i,0.00056191-0.00020757i,0.00025846-0.00073352i,-0.0006683-0.00051326i,-0.00042026-0.0004277i,0.00028573+7.2024e-06i,0.00044478+4.5132e-05i,0.00017179-0.00071338i,-0.00053379-0.00063993i,-0.00097781+0.0003007i,-0.00020724+0.00013633i,0.00074884-0.00019575i,0.00066252+0.00027011i,0.00029628+0.00096355i
0.00038448+6.543e-05i,0.00050866+5.6782e-05i,0.00078426+0.00043655i,-5.0131e-05-0.00014153i,-0.00036586-0.00060705i,-9.2688e-05+0.00026404i,-0.00024994+0.0010807i,-0.00057319+0.00088151i,-0.0001903+6.6902e-05i,0.0005079-2.7702e-05i,0.00051844-0.00049781i,-0.00041883-0.00052513i,-0.00015805+0.00052752i,0.00053698+0.00020499i,-0.00029799-0.00093588i,-0.0010576-0.00082462i,-0.00050482-0.000516i,-0.00031513-0.00039023i,-0.00012099+0.00036949i,0.00059119+0.00082481i,0.0004203+0.00060687i,-0.000251+0.00012125i,0.00036413-0.00019569i
-0.0020885+0.00030331i,-0.0023403+0.0014173i,-0.00094545+0.0029028i,0.00081331+0.003248i,0.00091838+0.0032487i,0.00045865+0.002403i,0.00077895+0.0013211i,0.0005678+0.00040667i,-0.00057522-0.00035082i,0.00013323-0.00053004i,0.00087983-0.0004394i,-0.00011269-0.0011341i,-0.00049149-0.00089917i,-1.2441e-06-9.5878e-06i,0.00043597-0.0002018i,0.000441-0.0008146i,0.00013395-0.0013169i,0.00080892-0.0014605i,0.00097421-0.00064126i,-2.2075e-05-3.2118e-05i,-0.0004572-0.00029522i,-0.00021268-0.00084914i,0.00017778-0.00045496i
0.00069674-0.00029779i,4.3006e-06-0.000441i,-0.0009372-0.00018675i,-0.0008445+0.00049121i,5.332e-05+0.00078486i,4.5647e-05-0.00030876i,0.00010694-0.0012926i,0.00058899-0.0013745i,0.0010205-0.00097151i,0.0013604-0.00029233i,0.00066378-0.00010578i,-0.00041952+0.00033336i,-0.0006109+0.00096871i,-0.00046318+0.00049007i,-0.00087838+0.00020498i,-0.00033379+8.6889e-05i,0.00081976-0.00068952i,0.00061883-0.00099559i,-9.7888e-05-0.00018546i,-4.5702e-05+0.00019045i,0.00013194-8.9009e-05i,5.9697e-05-6.9487e-05i,-0.00020359+0.00036319i
0.0021687+0.00062002i,0.0019132-0.0005607i,0.0027316-0.0018425i,0.0022093-0.0021389i,-0.00025386-0.0011915i,-0.0022149+8.1997e-06i,-0.0018062+0.0006252i,-0.00047209+0.0009494i,0.00040257+0.00040202i,0.00052211-0.00048207i,-0.00010644-0.00052597i,-0.00085229-0.00017239i,-0.0007771+0.00020869i,-0.00032748+6.5403e-05i,-0.00021137-0.00037502i,0.00050843-0.00045304i,0.0012182-0.00022797i,0.00031408-0.00047031i,0.00011727-0.00024838i,0.00039297-2.0555e-05i,0.00017561+1.3004e-05i,-2.3049e-05+0.0001552i,5.3422e-05+0.00075935i
0.0017734-0.0008771i,0.00048596-0.00087415i,-0.00071487-0.00014965i,-0.0014462+0.00034101i,-0.0013956-8.7136e-05i,-0.00073443-0.00012017i,-5.1212e-05+9.0436e-05i,0.00095452+0.00058827i,0.00080977+0.00028976i,0.0003198-0.00061854i,-0.00062046-0.00092317i,-0.00070325-0.00064778i,0.00024289-0.00012544i,0.0002901+0.00010195i,0.00038551-1.0812e-05i,0.00069246+0.00014234i,0.00011529-0.00077991i,0.00011076-0.00092261i,0.00084464-0.00042249i,0.00048189-0.00014122i,-0.00017373+0.00063229i,0.00018629+0.0010152i,0.00056821+0.00069602i
-0.0015888+0.00092167i,-0.0010723+0.00029504i,0.0009837+0.00071459i,0.0015113+0.00084213i,0.00062244+0.00080061i,-0.00062078+0.00050433i,-0.00012296+0.00052189i,0.00062912+0.0001596i,6.4313e-05+8.0524e-05i,-0.00072149+0.00057199i,-0.0012987+0.00023864i,-0.0013478-0.00044071i,-0.00030487-0.00015791i,0.00025055+0.0009043i,0.00011441+0.00060481i,0.00031914-0.00015501i,0.00033986+9.9308e-05i,-0.00095088+0.000402i,-0.00090501+0.0002289i,-7.9249e-05+8.0099e-05i,-0.00021263+0.00045474i,-0.00027192+0.00081924i,-0.0003886+0.0009506i
-0.00069441+0.00029367i,-0.00025977+0.00042851i,0.00031273+0.000694i,0.00068658+0.0014348i,0.00036983+0.001789i,0.00018728+0.001723i,0.00025602+0.0016983i,0.00011895+0.0015116i,6.5247e-05+0.00077835i,0.00032713+0.00013188i,0.00027983-0.00087026i,0.00097625-0.0015565i,0.00095363-0.0010157i,0.00013912-0.00037112i,0.00010755-4.4342e-05i,0.00025555+0.00021469i,0.00027951+0.00010651i,0.00035013-8.0769e-05i,0.00010692+0.00019212i,0.00054456+0.0007411i,0.00078308+0.0010705i,-0.00026499+0.00010533i,0.00018541-0.0012312i
0.00065306-0.0011768i,0.00074732-0.00015358i,0.00016406-0.0001274i,-0.0014161+3.6498e-05i,-0.0018897+0.001269i,-0.0005113+0.0010261i,0.00059283+0.00045618i,0.00032576+0.0001621i,-0.00040172-0.00017327i,-0.00023671-9.2731e-05i,4.9759e-05+0.00011184i,0.00028027+0.00050135i,0.0005872+0.0006705i,0.00039574+0.00058907i,0.00026311+0.00050006i,0.00031614+4.2652e-05i,0.00035738-0.00027725i,0.00070598-0.00023995i,0.00059961-0.00025413i,0.00072465-0.00056242i,0.00104-0.00064805i,0.00085279-0.00025258i,-0.00017341-0.00010804i
-0.0010978+0.0031147i,0.00010206+0.0037023i,0.00074762+0.0046739i,0.0010925+0.0044903i,0.0012343+0.0023662i,0.00025254+0.00060737i,-0.00081233+0.00067579i,-0.00059914+0.00074234i,0.00037606+0.0007713i,0.00076496+0.0006777i,0.00083475+0.00048814i,0.00068725+0.00015661i,0.00054564+0.0001965i,0.0001429+0.00027966i,-4.3958e-05-0.00025444i,0.00027633-0.00049934i,0.00018885-0.00054509i,-0.00058397-0.0010736i,-0.00051505-0.0012472i,0.00024087-0.0007067i,0.00022728+3.0512e-05i,-0.0001558+0.00054645i,0.00015469+0.00035553i
-0.00097869+0.00067205i,-0.0007002+0.00077302i,0.00087103-0.00063271i,0.0023943-0.00071182i,0.001615+0.00024835i,0.00031033+0.00079317i,4.6514e-05+0.00061746i,-0.00030408+0.00012429i,-0.0002238-8.367e-05i,-0.00036923-6.2971e-06i,-0.00014774-0.00026298i,0.00063118-0.00052884i,0.00049196-0.00058697i,0.00012495-0.00085484i,-5.3216e-05-0.00078425i,-0.00032917-8.9703e-05i,-9.2966e-05+0.00060689i,7.4816e-06+0.0002551i,8.6082e-06-3.2041e-05i,2.0502e-05+0.00024433i,-0.0006412+9.1525e-05i,-1.9674e-05-0.0002808i,0.00038696+0.00036458i
-0.0008193-0.0011494i,-0.002524+0.00026845i,-0.0032064+0.0010805i,-0.0030043+0.0018205i,-0.0026524+0.0025583i,-0.00035785+0.0017278i,0.0012705+0.0001934i,0.00068504+0.00011193i,-0.00031551+0.00030263i,-0.00053413+0.00024144i,8.0088e-05+0.00065699i,0.00033269+0.0010024i,0.00013737+0.00041852i,0.00056971+1.6453e-05i,0.00057362-0.00062898i,-0.0004252-0.00090654i,-0.00093355-0.0011337i,-0.00066756-0.001111i,-0.00099641-0.00084565i,-0.0011068-0.00079747i,-0.00014916-0.0002869i,0.00088092+0.00050286i,0.0006451+0.00083334i
-0.00043593+0.0018055i,-2.5415e-05+0.0015852i,0.0002388+0.0014344i,-0.00011778+0.0023486i,-0.00042798+0.0022753i,-0.0010426+0.0010329i,-0.0018848+2.9898e-05i,-0.0015319+0.0001031i,0.00029902+0.00058826i,0.0017077+0.0005091i,0.0014314+7.521e-05i,0.00051978-0.00032176i,6.9937e-05-0.00060537i,4.7787e-05-0.00039289i,-9.0429e-05-0.000775i,0.00018319-0.00081745i,0.00017441+0.00035321i,4.9519e-05+0.00080723i,0.0001271+0.00031771i,0.00054638+4.793e-05i,0.00072011+0.00059317i,0.00029316+0.00052485i,0.0002974-0.00044587i
0.0016676+0.00078097i,0.0016823+0.00016761i,0.0016744-0.0012434i,0.00040695-0.00084046i,-0.00084564-0.00025861i,-0.00038594-0.00035219i,-0.00012024+0.00017808i,-0.0001238+0.00067315i,0.00062711+0.0011536i,0.00080644+0.0011086i,-3.5948e-05+0.00046417i,-0.00066112-0.00011952i,-0.00067791-0.00045794i,-0.00043038-0.00028978i,-0.00056647-0.00024991i,-0.0009978+0.00044155i,-0.00079927+0.00065824i,0.00016947-0.00038761i,0.00022667-0.00029442i,0.00071104+0.00012145i,0.00095764-0.00040351i,-0.00015913-0.00082723i,-0.00081457+0.00018807i
2.8584e-07+0.00065093i,0.00030679+0.0019651i,0.0011756+0.0023233i,0.0010533+0.0017439i,0.00042537+0.0018528i,-4.1564e-05+0.0015618i,8.3272e-05+0.00066818i,0.00055212-5.9386e-05i,-5.7771e-05+0.00025777i,-0.00055694+0.0012126i,3.015e-05+0.0012732i,0.00012254+0.0010181i,-0.00031319+0.00080159i,-0.00060078+0.00069037i,-0.00037156+0.00045489i,0.00044827-0.00021759i,0.00059818-0.00062037i,0.00055625-0.00036854i,0.0010064-0.00016668i,0.00092396-0.00021968i,0.00052374-0.00016599i,0.00024348+0.00023798i,-0.00033986+0.00052629i
-0.0020936+0.00016943i,-0.0024242+0.00036084i,-0.001963+0.00040467i,-0.0017978+0.0016289i,-0.0017189+0.0024067i,-0.00089117+0.0022769i,-0.0002174+0.0012637i,-0.00013346+0.00091512i,-0.00020409+0.0016283i,0.0005488+0.0017204i,0.0013839+0.0015181i,0.0009941+0.00065453i,0.00079014-2.185e-05i,0.00037044+2.5424e-06i,-0.00040267-0.0005917i,-0.00062874-0.00064333i,0.00011681-0.00054875i,0.00065049-0.00057543i,0.00037546-0.0003539i,8.3245e-05-0.00030265i,-0.00042415+0.00039589i,-0.00095303+0.00055328i,-0.00030091-0.00017583i
-0.001831+0.0014294i,-0.0018486+0.0008267i,-0.0011725+3.5683e-05i,-0.00071712+0.00014904i,-0.00056899+4.2021e-05i,-8.2178e-05-0.00072238i,-0.00018273-0.00092598i,-0.00034688+0.00057947i,0.00011527+0.0012553i,0.0005361+0.00051942i,0.00027817+0.00025814i,-0.00032786+7.4119e-06i,-0.00012713-0.00034075i,7.5232e-05-0.00070545i,-0.00056232-0.0009328i,-0.0003664-0.00042955i,1.4177e-05-9.0532e-05i,-7.2472e-05-0.00034155i,-0.00050346-0.00020686i,-0.00067589-0.00027865i,-0.00028098-0.00059469i,-0.00021417-0.00025285i,-0.00071867-2.3283e-05i
4.1702e-06+0.00081247i,0.0019762+0.0019737i,0.0021597+0.002644i,0.00072676+0.0036764i,-0.00027882+0.0031625i,-0.0010502+0.0023399i,-0.0013632+0.00091677i,-0.001194+0.00025074i,-0.00065443+0.0005201i,-0.00025658+0.00070236i,-0.00026937+0.00028226i,-0.00020848-0.00041891i,0.00011817-0.00018072i,0.00071354+0.00030583i,0.00020119-9.7756e-05i,-0.00029831-0.00051089i,-8.2838e-05-0.00057122i,0.00049291-9.1684e-05i,0.00011399+0.00012391i,-0.00034309-0.00053017i,-0.00041193-0.00034775i,-0.00062301+6.0472e-05i,-0.00056908-0.0002768i
-0.0011132+0.00057057i,-0.0011359+0.0024137i,-0.0015392+0.0033907i,-0.0012841+0.0035892i,-0.00062263+0.0034618i,-0.00018478+0.002655i,-0.00028799+0.0010213i,-0.00056526-0.00014204i,-0.00078903-0.00038001i,-0.00030502-0.00057879i,0.00024042-0.00071945i,0.0002696-0.00057051i,0.00071494-0.00040159i,0.00084007-0.00049407i,0.00055814-0.00025919i,0.00062112+0.00059187i,0.00026487+0.00067545i,-0.00016717+0.00053425i,-0.00010895+0.00079747i,0.00010489+0.00051983i,-0.00025322-6.3046e-05i,-0.00087076-0.00033865i,-0.00088212-0.00030099i
-0.0010932+0.0021293i,-0.0014917+0.0018089i,-0.00046074+0.0017151i,0.0015746+0.0014594i,0.0025849+0.00027936i,0.0010066-0.00074416i,-0.00030003-0.00039809i,0.00027734-4.9197e-05i,0.00085463+0.00029328i,0.00073692+0.00010408i,0.00014698-0.00043134i,-0.00020649-0.00051886i,-0.00075508-0.00047027i,-0.0017694-0.00027647i,-0.0008776+5.9735e-06i,0.00026325-9.689e-05i,0.00022124+1.4601e-06i,-3.4494e-05+0.00044844i,0.00026189+0.00076466i,0.00063855+0.00045724i,0.00056421+2.1198e-05i,0.00066786-0.00022985i,0.00086326+0.00016666i
-0.0020185-0.000679i,-0.0024584-0.00079074i,-0.002121+0.00037221i,-0.0014533+0.0015721i,-0.00080075+0.0020317i,-0.00042329+0.001455i,0.00012927-0.00024492i,0.00016256-0.00098542i,-0.00065989-0.00049193i,-0.00064959+0.0004325i,-9.0123e-05+0.00055522i,0.00052899+0.00017753i,0.00025295+5.8856e-05i,0.00021563-0.00034327i,0.00060113-0.00054719i,0.0005896-0.00021353i,0.00054678-8.1835e-06i,0.00027162-5.0019e-05i,0.0003728-0.00050585i,0.00091163-0.00045904i,0.001329-0.00018823i,0.00090197+0.00020474i,0.00015258+0.00092204i
0.00078109+0.0018576i,0.0013431+0.0017741i,0.0014818+0.0019987i,0.00099629+0.002362i,-2.1946e-05+0.002229i,-0.00097485+0.0021076i,-0.0012452+0.0013148i,-0.00016153+0.00014547i,0.00080075-9.1205e-06i,0.00049461+0.0001494i,5.7908e-05-0.00016514i,0.00045999+0.0002612i,-2.2956e-05+0.00056859i,-0.00060868+6.5326e-05i,7.7988e-05-4.9848e-05i,0.00075191-0.00015047i,0.0011333-0.00071588i,0.00084584-0.00051648i,-0.00029916-0.00022366i,-0.00023795-0.00068242i,0.00025849-0.0008092i,0.00037317-0.00060677i,0.00018671-0.00025941i
-0.0024167+0.00019493i,-0.0039014+0.0011542i,-0.0032061+0.0017195i,-0.0013906+0.0018296i,0.00068392+0.001102i,0.0014675+0.00098318i,0.00069402+0.0010761i,0.00042081+0.00098404i,8.7353e-05+0.00099511i,-0.00061281+0.00083325i,-0.00023048+0.00049424i,2.7893e-05+0.00039724i,6.0652e-05+0.00043337i,0.00027891+1.4189e-05i,0.00030115-0.0006138i,-0.00013125-0.00055783i,-6.8604e-05+0.00027642i,-7.9434e-05+0.00025092i,-0.00018631-0.00087664i,0.00038982-0.0008101i,0.00067903+7.5011e-05i,0.0006921+0.00042727i,0.00041199+0.00064841i
0.0018008+0.00075912i,0.0016638+0.00082293i,0.00062602+0.00012972i,-0.00036616-0.0003338i,-0.00055225-2.7302e-05i,-0.00078302+0.00066229i,-0.0008808+0.00079719i,-0.00073656+0.0001548i,-0.00054999+0.00054444i,-0.00028437+0.00095685i,-3.9692e-05-0.00024318i,9.8249e-05-0.00056943i,0.00034329-0.00018897i,0.00019609-0.00018862i,-8.868e-05+8.3473e-05i,0.00019052+1.7389e-06i,0.0007071-0.00041292i,0.00062918-0.00063215i,-4.0472e-05-0.00083718i,-0.0004227-0.00043956i,-6.5709e-05+9.984e-05i,0.00017476+0.00017801i,-0.00010601-0.00041032i
0.0019889-0.0021093i,0.00043552-0.0022628i,5.3635e-05-0.0013154i,-0.00036754+0.00065721i,-0.00076807+0.00085185i,-0.00031234+0.000601i,0.0003987+0.00056633i,0.00049118+0.00023037i,-0.00014966-0.00013369i,-0.00025352-7.2784e-05i,0.00056121+0.00020358i,0.000593+0.00078402i,0.0001093+0.00096515i,0.0005931+0.00041944i,0.00084022-0.00039304i,0.00035445-0.0011175i,0.00013899-0.00064737i,0.00016034-0.00040548i,0.00020031-0.00069324i,0.00024711-0.0010866i,0.00016632-0.00099658i,-0.00046268-0.00020901i,-0.00099267+0.00041748i
