-0.0073025+0.00074502i,-0.0056511+0.0032361i,-0.003878+0.0066756i,-0.0011147+0.0081948i,0.0010645+0.0066682i,0.0022087+0.0039771i,0.0013053+0.0010751i,-0.00056128+0.00019587i,-0.0012481+0.0012524i,0.00018956+0.0018517i,0.0016237+0.0013687i,0.0015743+0.00015371i,0.00073571-0.0011833i,0.00034536-0.0012304i,4.057e-05-0.00026101i,-0.0003805+0.00024707i,-0.0003841+0.00047132i,-0.00023571+0.00036255i,0.00046303-0.00034085i,0.00074122-0.00090071i,0.00034891-0.00085207i,0.00061691-0.00066225i,0.00095893-0.00046625i
0.00097858-0.00016181i,0.0012356-0.00080856i,0.0017977-0.00077595i,0.0016832-0.0005029i,0.00023452-0.00087003i,-0.00016101-0.001124i,-0.00062615-0.001224i,-0.0003299-0.00045955i,0.00030527+0.00037856i,0.00021346-0.000403i,0.00050118-0.00097646i,0.00020195-0.0003445i,-0.00043252+1.0009e-05i,0.0002192-0.0002197i,0.0013934-8.0734e-05i,0.0016486+0.00076771i,0.001054+0.00066644i,0.00027028+4.7781e-05i,0.00015842+0.00023147i,0.00050229+0.0001879i,0.00092588+3.4445e-06i,0.00036702+0.00015065i,-0.00064517+0.00084123i
-0.0014705-0.001983i,-0.0021536-0.00037321i,-0.0024049+0.00021545i,-0.0015039+0.00075185i,-0.0011706+0.0010527i,-0.00050111+0.00045755i,-0.00053636+0.0001104i,-0.00080362-0.00061065i,-0.00046477-0.00088673i,-1.4396e-05-0.00041739i,-0.00044258+2.5774e-05i,-0.00055291-0.00063641i,-0.00021991-0.0010023i,0.00017095-0.00030042i,0.00052276+0.0002032i,0.00024357+4.9631e-05i,-0.00042797+0.00015191i,-0.00012936+0.00084491i,0.00033206+0.00066626i,0.00095982+0.00018424i,0.00054343+0.00030668i,-0.00036058-0.00019755i,-0.00037435-0.00034051i
-7.7674e-05-0.00058533i,-0.00089701-0.00031129i,-0.0017129-0.00035556i,-0.0017438+7.1448e-05i,-0.0011037-5.203e-05i,-0.0010879-2.6151e-05i,-0.00072573+0.00060493i,-0.00015169+0.00048788i,-0.00022017-0.00013652i,-0.00060013-0.00050565i,-0.0010251-0.00017693i,-0.00066413+0.00097706i,0.00042416+0.0011289i,0.00078971+0.00058028i,0.00022789-0.00017602i,0.00013243-0.0010142i,0.00038257-0.00075202i,0.00049832-0.0001126i,0.00058389+0.00033841i,0.00045703+0.00026346i,0.00034254+0.0003829i,0.00059055+0.00062934i,0.00079927-5.74e-05i
-0.0023847+0.001811i,-0.00094791+0.0022984i,0.00047203+0.0025132i,0.0015532+0.00085543i,0.0027765-0.0010996i,0.0024116-0.0012682i,0.00083601-0.00026748i,-0.0002063+0.00051587i,-0.00087256+0.0005383i,-0.00063762-0.00013122i,-0.00064182-0.00087358i,-0.00032201-0.00089712i,-0.00021745-0.00017934i,-0.00039772+0.0006091i,-0.00021084+0.00072171i,-0.00017928+0.00059353i,-4.0588e-05+0.00057763i,-0.00015811+0.0001248i,-0.00019429+0.00076443i,5.7568e-05+0.0017029i,0.00019713+0.0012188i,-0.00011255+0.00038768i,-0.00028266+8.4917e-05i
-0.0010378-0.0018556i,-0.0014298-0.0018566i,-0.0019578-0.00057934i,-0.0018086+0.00092482i,-0.00085216+0.0015487i,0.00076455+0.001224i,0.00077177-0.0001683i,-0.00044215-0.001336i,-0.00090324-0.0013975i,-0.0009121-0.0010149i,-0.00067242-0.00068633i,-0.00065387+0.0004604i,-0.00059323+0.0012858i,-0.00023548+0.002046i,-0.00039562+0.0019778i,-0.00044377+0.00059952i,-0.00050188-0.00025735i,-0.00045061-0.00029361i,0.00016399+0.00021465i,0.00038299+0.00077312i,0.00062958+0.00015826i,0.0010346-0.00085589i,0.0009085-0.00073211i
-3.9311e-05-0.002269i,-0.0016403-0.0016011i,-0.0023143-0.0013406i,-0.0021581-0.00098067i,-0.001353-1.5082e-05i,-0.00099466+0.0013207i,-3.1935e-05+0.0011976i,0.00066478+0.00081509i,0.00033164-3.9593e-05i,-0.00024045-0.00077181i,-0.00066395-0.00041052i,-0.00042153-0.00025141i,0.00063649-0.00017672i,0.00099775-0.00028738i,0.00049111-0.00089527i,0.00033198-0.0007069i,0.00024494-0.00040827i,-0.0002069-0.00028252i,-0.00063682-0.00029284i,-0.00041452+0.00017989i,-9.8264e-05+0.00049605i,0.0007147+0.00060629i,0.0009792+0.0010226i
0.0031018+0.0015138i,0.0025262+0.00018898i,0.002695-0.0012133i,0.0015798-0.0011217i,7.8892e-05-0.0010825i,-0.0011373-0.0014295i,-0.00080153-0.0011792i,0.00051487-0.00051644i,0.0011156-0.00061923i,0.0009181-0.00097532i,8.4518e-05-0.0010005i,-0.00050026-0.00039656i,-0.00019957+0.00031544i,5.5405e-05+0.00068056i,0.00088443+0.00058509i,0.0014933+0.00066674i,0.00087372+0.00073348i,0.00091351+0.00056805i,0.0014118+0.00060138i,0.0013299+0.00023542i,0.00098075+2.5662e-05i,0.00070545+0.00025015i,0.00064753+0.00031921i
0.0011555-0.00027145i,-0.00026451-0.00037931i,-0.00024871-0.0005051i,0.00040523-0.0015223i,0.0012885-0.0020668i,0.00076621-0.0018273i,0.00016771-0.0013296i,0.00049391-0.0010514i,0.00055437-0.0007119i,-0.00033066-0.00064847i,-0.0010945-0.00064775i,-0.00050194-0.00052404i,-0.00011857-0.00045589i,0.00010895-0.00037355i,0.00032778-0.00031975i,0.00021019-0.00025746i,-6.1906e-05+0.00039891i,-4.3845e-05+0.00060166i,0.00020831+0.00044401i,0.00014062+0.00042478i,0.00031744+0.00047757i,0.00047783+5.8517e-05i,0.00022746+4.0935e-05i
-0.0014051-0.00097923i,-0.0022398-4.2234e-05i,-0.0021104+0.0010576i,-0.00086289+0.0013065i,-0.00029356+0.0018415i,3.0656e-05+0.0020063i,0.0012216+0.00071442i,0.0011929-0.00023484i,0.00012054+0.00010194i,-0.00048187+0.00012993i,-0.00059475-0.0001496i,-0.00045585-1.6746e-05i,0.00035657+0.00043317i,0.00066191-0.00031396i,0.00033126-0.0013867i,-0.00052213-0.0012638i,-0.00065587-0.0011417i,4.2342e-05-0.0011533i,-0.00067918-0.0006082i,-0.001124+0.00011126i,-0.001049+0.00032718i,-0.00066684-0.00023416i,-0.00024955-0.00025613i
-0.00085547-9.323e-05i,-0.00024722+0.00092705i,-1.1626e-05+0.0014411i,0.0012958+0.0011803i,0.0020746+0.00071001i,0.0012001+0.00030934i,0.00073334-0.00010249i,0.00036607+0.00047635i,0.00013181+0.00087775i,0.0001143-3.5808e-05i,-0.00017214-0.00053093i,-0.00011809+2.9996e-05i,-3.1443e-06+0.0006184i,0.00018976+9.4387e-07i,0.00056999-0.00027348i,6.3409e-05+0.00013953i,1.7389e-05+0.00075544i,6.6509e-05+0.00043124i,8.4358e-05+0.00023175i,0.0004297+0.00090531i,0.00086393+0.00080963i,0.00077381+0.00026528i,4.7043e-05-0.00020864i
0.0019884+0.00047958i,0.00084356+0.00034614i,0.0010128-0.0010177i,0.0015527-0.0015721i,0.00026433-0.0020039i,-0.00033554-0.002733i,-0.0005695-0.0019427i,-0.00020708-0.00039053i,0.00023723-8.2785e-05i,-0.00065931-0.0010566i,-0.0010328-0.00061171i,-0.00059862+0.00023081i,-0.00023624+0.00069404i,-2.1608e-05+0.00099036i,0.00050822+0.00091629i,-0.00012422+0.00059654i,-0.0007505+7.6118e-05i,-0.00034524-0.00014586i,-9.4078e-05-0.00012416i,0.00042412-8.5312e-05i,0.0003528+0.00031801i,-0.00028926+0.00030813i,-0.00053835+0.00024247i
-0.0017421-0.00018169i,-0.0010567+0.00022451i,-0.0013506+0.0009956i,0.00016032+0.0013737i,0.0016478+0.0013944i,0.0019803+0.00055495i,0.0010424-0.0004369i,0.00057491-0.00057144i,0.00029913+0.00052115i,-0.00041346+0.00077868i,-0.00044223+0.00028395i,-0.00055645+0.00062686i,-0.00085735+0.00090597i,-0.00047927+0.00091158i,-3.7731e-05+0.0005419i,0.00047128+0.00018616i,0.00098999+0.00054463i,0.00017188+0.0010699i,-0.00046611+0.00055696i,0.00030714-0.00018061i,0.00079519-0.00023465i,0.00048516-0.00031203i,0.00034313-6.6015e-05i
-0.00045161+0.00044428i,0.00054481+8.196e-05i,0.0015888+0.00048241i,0.0015855+0.00068157i,0.0011224-0.001251i,0.00026965-0.0023628i,0.0003973-0.001547i,0.00088742-0.00102i,0.00030898-0.00041644i,0.00074686-8.8406e-05i,0.0011639-0.00029458i,0.00028856+0.00025513i,-0.00017401+0.0010482i,0.00024826+0.00088865i,0.00018592+0.00061368i,-0.00047193+0.0008103i,-0.00033484+0.00062991i,-9.0058e-05+0.00039696i,0.00039765+0.00049367i,0.00020418+0.00010347i,-0.00017529-0.00037984i,0.0001761-0.0011749i,0.00049857-0.0010657i
-0.00014832+0.0011404i,6.0741e-05+0.00068035i,0.00036167+0.00060586i,0.00058007+0.00090839i,0.00072219+0.00081736i,7.9395e-05+0.00030529i,-2.298e-05+0.00016722i,-8.628e-05-0.00044222i,-0.00012899-0.000472i,6.1106e-05+2.7922e-06i,-0.00090388-4.2412e-05i,-0.0014293-0.00034622i,3.8371e-05-0.00068853i,0.00093481+0.00018419i,-5.7863e-05+0.001287i,-0.00025609+0.00063503i,-0.00022279-0.00015308i,-0.0004482-6.3417e-05i,-9.8525e-05+0.00016509i,1.8948e-05+0.00037772i,0.00024833-4.6466e-05i,0.00010683-0.00082902i,-0.00027215-0.00075519i
-0.00037281-0.00037526i,-0.00075774-6.0411e-05i,-0.0012371-0.000324i,-0.0012171-0.00017606i,-0.00061848+8.453e-05i,0.00016517+0.00039547i,0.0010276+0.00075966i,0.00073152+0.0010504i,-0.0001575+0.00054026i,-0.00018327-0.00049672i,3.2058e-05-0.00095482i,-3.0842e-05-0.00042175i,-0.00020037+0.0003762i,-0.00032145+0.00026107i,-0.0011887-0.00031455i,-0.00088131-0.00049531i,0.00033486-0.00044475i,0.00046687-0.00020554i,-9.0066e-05+0.00058973i,-0.00046383+0.00067428i,2.8391e-05-0.00010819i,0.00073301-0.00022276i,0.0005112+3.7289e-05i
9.3711e-05-0.00016794i,0.00058128-0.00047084i,-8.2389e-05-0.00046449i,8.7181e-05+0.00011004i,0.0007171+0.00059854i,0.0014805-0.00056783i,0.0013712-0.0014346i,0.00011997-0.0013066i,-0.00018651-0.00084044i,1.4873e-05-0.00061722i,6.3056e-05-0.0007825i,-6.8055e-05-0.00040588i,-0.00041511+0.00013991i,-0.00059613+0.00039013i,-0.00031768+0.00021364i,-4.9886e-05+0.00035016i,-3.5013e-05+0.0012213i,-6.1034e-05+0.0010096i,0.00019368+0.00060213i,0.00071783+0.00055188i,0.00079429+0.00024195i,0.00026093-0.00011727i,-0.00061882+0.00024583i
-0.002512-0.00045357i,-0.0011378+0.00093792i,-0.00062277+0.0020889i,0.00046429+0.0024147i,0.001914+0.0020229i,0.0018387+0.00050444i,0.00053902-0.00014389i,0.00020747-0.00016449i,0.00073596-9.7957e-05i,0.00090275-0.00087394i,-0.00014048-0.00086502i,-0.00047306-6.472e-05i,0.00039609+8.5532e-05i,0.00032396+0.00054025i,-0.00027956+0.0010096i,-0.00068043+0.0008742i,-0.00020041+0.00064574i,4.0726e-05+0.0011763i,-0.00019322+0.0013404i,0.00027495+0.00044635i,0.0009212-0.00015753i,0.00071181-0.00028328i,0.00076525-0.00032486i
0.00087781+0.0019882i,0.0017074+0.0014131i,0.0013235+0.00071766i,0.00062929-0.0002929i,0.00046708-0.0019309i,0.0004937-0.0025664i,0.00035347-0.0010574i,4.9788e-05-0.00032824i,0.0001826-0.0004634i,0.00054618-0.00067514i,0.00046124-0.00071566i,6.9684e-05-8.739e-06i,-0.0013447+0.00048169i,-0.0015588+0.0006421i,3.6086e-05+0.00097302i,0.00069021+0.00060203i,0.00035974-0.00065974i,1.825e-06-0.00092877i,-0.00051985-0.00031393i,-0.00041395+9.909e-05i,0.00046644+0.00048394i,0.00050033+0.000955i,-0.00077418+0.00056969i
-0.00014838-0.00044879i,-0.00049198-0.00071408i,-0.0008905-0.00098388i,-0.0003059-0.00045557i,-0.00021625-0.0003599i,-0.00020235-0.0003173i,2.23e-05+0.00060843i,-0.00052053+0.00047882i,-0.00085861-0.000302i,-0.00047731-0.00072447i,-0.00035274-0.00054524i,-0.00048436-6.4165e-05i,-0.00017356+0.00043196i,0.00034826+0.00036794i,0.0005197+0.00031266i,0.00041858+0.00051638i,0.00045579+0.00079531i,0.00031355+0.00079137i,0.00013507+0.00022639i,-3.0516e-05-7.8393e-05i,0.00024083+1.6556e-06i,0.00030449-1.3667e-05i,0.0004772+2.6136e-05i
0.00076778-0.0037169i,-0.0006269-0.003316i,-0.001052-0.0024951i,-0.0011734-0.0015818i,-0.0016343-0.00032821i,-0.00056361+0.00075058i,0.0003175+0.00038403i,6.7432e-06-0.00036237i,-0.00014773-0.00079352i,-0.00091488-0.0012095i,-0.0014847-0.0010761i,-0.00047685+3.2753e-07i,0.00023383+0.0013645i,0.00045572+0.0017329i,0.00052554+0.00067569i,0.00027995-0.00055411i,-0.00046633-0.00039454i,-0.00059353+0.00020935i,-0.00034092+0.00027195i,-0.00041756+0.00013476i,-0.00014948-0.00023679i,-9.1925e-05+4.9173e-05i,-2.6671e-07+0.0007605i
-0.0023806+0.00065767i,-0.0014812+0.0013962i,-0.00073435+0.0032163i,0.00029824+0.0037183i,0.0023683+0.0022909i,0.0031714+0.00065365i,0.0014541-0.00048447i,-1.6954e-05-0.00014463i,-0.0006069+0.00025363i,-0.00077903-0.00023324i,-0.00082313-0.00021487i,-0.00029963+0.00031229i,7.0274e-05+0.00023105i,-0.00020681-0.00035402i,-0.00054302-0.00017533i,-0.00061614-3.4626e-05i,-0.00013613+0.00015321i,-0.00037466+0.00015799i,-0.0003308-0.00020382i,0.00014022-4.353e-05i,5.404e-05+0.00071913i,-0.00018325+0.00053238i,-0.00054406-0.00037201i
-0.00044989+0.00062945i,0.00035749+0.0012906i,-7.2486e-05+0.0011037i,0.00046274-0.00026829i,0.0011352-0.00072766i,0.00075588-0.00074451i,-0.00019434-0.00097379i,-8.9126e-05-0.00083965i,0.00063232-0.00029345i,0.00031213-0.00059007i,-0.00015295-0.0008961i,-2.388e-05-0.0002677i,0.00027798+0.00069082i,0.00031226+0.0010409i,-6.385e-05+0.0011534i,0.00017731+0.0013291i,0.00015174+0.00092102i,0.00033565+0.00033461i,0.00037464+7.7832e-05i,-0.00012268-0.00022105i,-0.00020115+0.00049251i,8.9766e-05+0.00070847i,-0.0006616-0.00031235i
-0.00099431+0.00039884i,-0.00091236+0.00013117i,-0.0019155-6.7729e-05i,-0.0014877+7.3301e-06i,0.00024839-0.00025982i,0.00098713-0.00093898i,0.00040338-0.0010171i,-0.00027722-0.00079016i,-0.00028116-0.00097968i,2.5139e-05-0.00041313i,-0.00010115-0.0001964i,-0.00072933+4.8038e-05i,-0.0010379+0.00043346i,-0.0012027+0.00079047i,-0.0010672+0.0013337i,-0.00075672+0.00081186i,-0.00074969-0.00020738i,-0.00049053-0.00044205i,5.1883e-05+0.00037562i,2.6245e-05+0.00098675i,-0.00044329+0.00015395i,-4.6086e-05-0.00049412i,-0.00023011+0.00013434i
-0.0010603-0.0010231i,-0.00069944-0.0014864i,0.00012668-0.0012132i,0.00030241-0.0016891i,0.00029682-0.0019941i,0.00042747-0.00022424i,0.00094086+0.0011511i,0.00085179+0.00039403i,0.00047876+3.6172e-05i,0.00040147+3.9629e-05i,-0.00020065+0.00066814i,-0.00065569+0.00070222i,0.00026957+5.2123e-05i,0.00048559+0.000362i,-0.00013912+0.00038182i,-0.00030175+0.00039659i,-0.00020817+0.00046145i,0.00094867+0.0003432i,0.0012923+0.00053998i,3.6662e-05+0.00025211i,6.9248e-05-0.00031521i,0.00024963-0.00042169i,-0.00037271-0.00031448i
-0.00040553-0.00095016i,-0.00039053-0.00010902i,-8.088e-05+0.00086219i,7.0806e-05+0.0011096i,-0.00011195+0.00067696i,0.00050605+6.0777e-05i,0.00051707-0.00071811i,7.0078e-05-0.0009742i,-9.7412e-05-0.00058941i,-0.00060942-0.0002619i,-0.00076323-0.00063301i,-0.00032215-0.00052889i,-0.00028071+0.00015847i,-0.0011164+0.00034001i,-0.0012298-0.00015082i,-0.00028667-0.00050013i,7.2791e-05+8.1154e-05i,-0.00023039+0.00034793i,-0.00042043+0.00031486i,-0.00076814+0.00033468i,-0.0011506+0.00059737i,-0.00061237+0.0001324i,0.00068891-0.0012113i
-0.00098544+0.00063547i,-0.00082861+0.00047364i,-0.0011207+0.0015844i,-0.0010597+0.0017039i,0.00052898+0.00056996i,0.0010665-0.00054939i,0.0002782-0.00088558i,0.00015269-0.00031277i,0.00047681+0.0001402i,0.00024093-0.00014882i,-0.00051765-0.0012294i,-0.00031312-0.0013433i,-6.8345e-05-0.00054446i,-0.00020476+7.9728e-06i,0.00017822+0.00068863i,0.00086172+0.00059053i,0.0010139+0.00047271i,6.4755e-05+0.00098609i,-0.00092698+0.00081997i,-0.0012059+0.00068145i,-9.5806e-05+3.837e-06i,0.001166-0.00044961i,0.0010383-0.0005354i
0.0007941+9.2548e-05i,0.0013901+3.8373e-05i,0.0015755+0.00023693i,0.0008963+0.00042671i,0.00096505-0.0002138i,0.00075261-0.0015525i,-0.00025154-0.0016925i,-2.7071e-07-0.00056351i,0.0010644+0.00017788i,0.0010537+0.00016787i,0.00012796+0.00016371i,-9.786e-05+0.00015567i,-8.0152e-05+0.0009411i,3.5303e-05+0.0012266i,-0.0003413+0.00065476i,-0.00048968+0.00054826i,-3.0224e-05+0.00058749i,-7.178e-05+0.00037876i,-0.00022968+0.00042155i,-0.00020008+0.00011858i,0.00014329+0.00035577i,0.00016459+0.00043665i,2.2384e-05-0.00024374i
0.00073896-0.0010591i,0.001365-0.0016496i,0.0030101-0.0011148i,0.0029503-0.0010048i,0.0014501-0.0014079i,-0.000192-0.0011867i,-0.00014934-0.00096159i,0.0004283-0.00093317i,-0.0001898-0.00047897i,-0.0009153-0.00066592i,-1.8802e-05-0.00039931i,0.00029739+0.0001076i,-0.00020989+0.00014786i,8.7324e-05+0.00050815i,-0.000122+0.00079662i,-0.00046719+0.0010239i,-0.00057925+0.00062708i,-0.00040216+0.00037628i,-0.00020373+0.0010683i,-0.00014111+0.0012299i,3.9276e-05+0.00059709i,0.0001721+1.6334e-05i,6.1841e-05-0.00014756i
-0.00093334-0.0012801i,-0.0016836+0.00016427i,-0.0019407+0.0010182i,-0.00069122+0.0012612i,4.5026e-06+0.0011078i,0.00054196+0.0011227i,0.00097198+0.00071469i,0.00026972-0.00018565i,-0.00022146-0.00013232i,-0.00052375+0.00031331i,-0.00030327+0.00017955i,0.00041419-0.00059119i,0.00055262-0.00058638i,-0.00022277-0.00034586i,-0.00033655-0.00095351i,0.00021746-0.00063442i,0.00034085-7.1296e-05i,-0.00025476+0.00035675i,-0.00070776+0.00043378i,-0.00058241-5.7575e-05i,-5.4289e-05+0.00088725i,0.00017185+0.0015337i,-0.0003736+0.0006528i
-0.0011217+0.0012214i,-0.0013057+0.00045115i,-0.00027125+0.00071035i,0.00029175+0.00059811i,0.0010891+2.9061e-05i,0.0022704-0.00033592i,0.0017729-0.0007131i,0.00076514-0.00072538i,0.00060538-0.00024003i,0.00069375-0.0005391i,0.00041599-0.0011893i,-0.00025574-0.00059237i,-0.00062906-0.00020861i,-0.00016042-0.00033284i,3.769e-05-0.00035506i,0.00019724-0.00027952i,0.0004901+6.8198e-05i,0.00013411+0.00023388i,0.00015237+0.00010528i,-0.00012472+0.00050228i,-0.00076903+0.00055712i,-0.00059073+0.00033465i,-1.8332e-05+0.00030519i
0.0014726+0.00090211i,0.0017765+0.00074273i,0.0025074+0.0011057i,0.0020928+0.00028871i,0.00087424-0.0003869i,4.8111e-05-0.0015333i,0.0002347-0.0018328i,0.0011244-0.00047361i,0.0014505+0.00016751i,0.00060678-0.00061586i,-0.00014447-0.0013935i,-0.00025843-0.00085092i,-0.00017199+0.00018584i,-0.00037947+0.0004795i,-0.00041619+0.00017758i,-0.00013255-0.00036674i,8.0539e-05-0.0013356i,-9.309e-05-0.0011064i,-0.00065121-0.00026328i,-0.001041+9.7949e-05i,-0.0005305+0.00029218i,-0.00053185-0.00028722i,-0.00062266-0.00059043i
-0.0011921+0.0022515i,-0.00015628+0.0014601i,0.0014874+0.0015756i,0.0020153+0.0015967i,0.0022872+0.00098965i,0.0014864+0.00059694i,-0.00042087-0.00024025i,-0.0010881-4.0807e-05i,-0.00095982+0.00099976i,-0.00040351+0.00012905i,-0.00066158-0.00085373i,-0.00076748-0.00016245i,0.00042136+0.00065836i,0.00036037+0.0011971i,-0.00021629+0.00080707i,-0.00021903-1.2564e-05i,-0.0002154-8.7507e-05i,-0.00090415+9.1262e-05i,-0.00098765-0.00020974i,-0.00042643+0.00036162i,-0.00061078+0.0010201i,-0.0010624+0.00052305i,-0.0010234-0.00026863i
-0.00070733+0.00098294i,-0.00067725+0.00036876i,-0.00032055-2.7542e-05i,-0.00014608-0.00025467i,0.00020432-0.0010425i,0.00020201-0.0010436i,0.0001108-0.00064793i,0.00090642-0.00096107i,0.0013909-0.00060543i,0.0013326-0.0010673i,0.0013769-0.00067493i,0.00093988+0.00012226i,0.0012351+0.00012469i,0.0015128+0.00064633i,0.00075746+0.00085494i,-2.8545e-05+0.00012312i,-0.00010795-0.00013056i,-0.00031454+0.00022829i,-0.0003545+0.00045417i,-0.00056387+0.00051398i,-0.00047805+0.00030066i,0.00051443+0.00014696i,0.00031397-0.0002002i
-0.00048401-0.00030178i,-0.00020855-0.00015565i,-0.00017329+1.8486e-05i,-0.00065687-0.0002129i,-0.0010996-0.0010247i,-0.00053559-0.00052462i,0.00082189+0.00042879i,0.00078758-0.00023227i,0.00031499-0.00076866i,-0.00046089-0.00073578i,-0.0011109-0.0011203i,-0.0010151-0.00062406i,-0.00065855+9.2745e-05i,-0.00011386+0.00088228i,-0.00018807+0.0010586i,-0.00039089+0.00036159i,-0.00046546-0.00016764i,-0.00061805+9.9424e-05i,-0.00061928+0.000886i,-0.00048296+0.00090496i,-0.00017002+0.00021704i,-4.116e-06+0.00019866i,0.0002983+0.00014516i
-0.0016692-0.0011497i,-0.00071395-0.00043474i,-5.9248e-05+0.0012924i,4.372e-05+0.0019511i,-0.00037811+0.0015256i,-0.00014921+0.00079412i,0.00032693-0.00040604i,0.00019216+0.00033061i,-0.00040045+0.0010966i,-0.00085341+6.4531e-05i,-0.00092802-0.00033322i,-0.0010658+9.7599e-05i,-0.0007128+0.00025128i,0.00014356+7.6142e-06i,0.00070737-0.00044722i,0.00040668-0.00066588i,-0.00016537-0.00022477i,-0.00039087+6.613e-05i,-0.00016893-0.0001613i,5.8129e-05+0.00031921i,0.00015008+0.00085867i,0.00037788+0.0007124i,0.00016282+0.00014626i
-0.0014409+0.0005555i,-3.2455e-05+0.0013151i,-0.00033988+0.00091522i,-0.00044324+0.0011371i,-2.7719e-05+0.001746i,0.00090037+9.3912e-05i,0.00050554-0.00055412i,4.7132e-05-0.00053062i,-7.118e-05-0.00067916i,0.00031428-0.00075485i,0.0005903-0.00045985i,0.0001166+0.00062731i,3.8318e-06+0.00078927i,-1.4252e-05+0.00046016i,-0.00010502+0.00080208i,-0.00016941+0.00096538i,0.0003401+0.00028085i,0.00038677-0.00033868i,-0.00020899+0.00022228i,-9.5629e-06+0.00033335i,0.00051586-5.9286e-05i,0.00046102-0.00031502i,0.00065437-0.00073156i
-0.00069488+0.0015383i,0.00013382+0.00071539i,0.001098+0.00086691i,0.0022974+0.00074174i,0.002898-0.0003891i,0.0015648-0.0014924i,-0.00068482-0.0010188i,-0.0012984-0.0001447i,-0.00047087+0.00033642i,0.00075633+0.00070273i,0.00097726+0.00018897i,2.6073e-05-0.00048252i,0.00019299-0.0001397i,-2.5339e-05+0.00061718i,-0.00039538+0.00077662i,-0.00042081+0.0003925i,0.00021105+0.00010512i,0.0011461+0.0010485i,0.0010176+0.0011671i,0.00075235+0.00042968i,0.0004839-8.9115e-05i,0.00016102-0.00019699i,0.00027529-0.00019437i
-0.00052975-0.00029857i,-0.0014712-0.00012482i,-0.0012302-0.00020155i,-0.00042214-7.6273e-05i,0.00033607-0.00066357i,0.00090464-0.0010244i,0.00084535-0.00035611i,0.00014841-0.00042867i,-0.00065296-0.00030052i,-9.8314e-05+0.00045353i,0.00038521+0.00035578i,-4.1494e-05-0.00035496i,0.0003259-0.00080848i,0.00088309-0.00045064i,0.00074565+0.00017212i,0.00068362+2.1282e-05i,0.0014335+0.00018225i,0.0014768+0.00013594i,0.00050659-0.00022982i,0.00018552-0.00024164i,0.00066032-0.00018259i,0.0012147-0.00023491i,0.0013451+0.00037227i
0.0002364+0.0019118i,-0.00072046+0.0015753i,-0.00017743+0.0011724i,0.0011509+0.00084609i,0.0013367+0.00042485i,0.00076982-8.1516e-05i,0.00050914-0.00030958i,0.00037959-3.9203e-05i,0.00021203+0.00012462i,0.00019545-0.00064998i,7.1877e-05-0.00094927i,-0.00042165-2.5892e-05i,-0.00067758+0.00047086i,-0.00070564+0.00062364i,-0.00034582+0.00069165i,0.0001595+0.00048471i,0.00013982+0.00085656i,-0.00021753+0.00061185i,2.8501e-05-0.00037595i,0.0006838+5.5374e-05i,0.00052906+0.0010463i,0.00032844+0.00080431i,-0.00048572+4.4983e-05i
-0.00060625+0.00038703i,0.00092236-5.4254e-05i,0.00082154-0.00065819i,0.00030125-0.0010858i,-0.0001004-0.00057601i,0.00036858-0.000877i,0.00044884-0.0017911i,-0.00057954-0.0013726i,-0.00026403-0.00069919i,0.0002064-0.00074238i,-0.00014603-0.00058563i,-3.0225e-05+2.1774e-05i,0.00020194+0.00068505i,-0.00036361+0.0010453i,0.0001355+0.00031534i,0.00064331-0.00010426i,0.00015184+0.00018532i,-0.00053708+0.00030097i,-0.00076911-0.00024953i,-0.00056187+5.5152e-05i,-0.00026971+0.00072748i,0.00031243+0.0004293i,0.00084647+0.00057031i
-0.00036129-0.0013878i,-0.00077749+5.9273e-05i,-0.0011748+0.00097087i,-0.00071471+0.0012169i,-0.00028289+0.0016966i,0.00040311+0.0019034i,0.00041831+0.0010632i,-0.0003665+0.00031209i,0.00028192-0.00066287i,3.8223e-05-0.0008521i,-0.0013967-0.00089347i,-0.0013165-0.00079316i,-0.0011275-0.00045532i,-0.0010518-0.00075041i,-0.0009159-0.00058203i,-0.00011361-0.00035575i,0.00061083-0.0001448i,0.00039772+3.5676e-06i,0.00030404-0.00043688i,0.00036477-0.00024828i,0.00049762+0.00032556i,0.0002216+0.00044318i,0.00053329-5.1981e-05i
0.0009997+0.00037256i,0.00088077-0.00071239i,0.0010687-0.0012257i,0.0010835-0.00063231i,0.00098365+0.00012369i,0.0012112+7.9286e-05i,0.0036035-0.0012508i,0.0067384-0.0044086i,0.0066912-0.0072159i,0.0033035-0.0080085i,-3.8082e-06-0.0074211i,-0.0021403-0.0054086i,-0.0038234-0.0028656i,-0.0038174-0.0011587i,-0.002561+0.00022938i,-0.00049147+0.00080148i,0.0010247+0.00098847i,0.0011004+0.0012142i,0.00057757+0.00085516i,0.00058573-0.0001295i,0.00043621-0.00085304i,6.2571e-06-0.00051567i,-0.00024848+0.00048398i
