5.7524e-05-3.7701e-05i,0.00061856-0.00040311i,-0.0010785-0.00093711i,-0.0023592-0.0010241i,-0.0021633-0.00011251i,-0.0026272+0.00062321i,-0.0018959+0.0014467i,0.00041657+0.0015122i,0.0022811+0.00076855i,0.0026186-0.00058428i,0.0015929-0.00069405i,0.00056635-0.00096461i,0.00073184-0.0011207i,0.00079711-0.0007789i,-1.2048e-05+6.5782e-05i,-0.00095939+0.00085784i,-0.0005789+0.00053664i,-0.00021312-0.00064285i,5.0849e-05-0.0012268i,0.00026506-0.00060897i,-0.00046663-5.9706e-05i,-0.00068451-3.8124e-05i,-0.00054319-0.00016663i
-0.0011992-6.3044e-05i,-0.0016325+0.00038952i,-0.0023942+0.00082187i,-0.0023307+0.00076342i,-0.0010516+0.0015092i,-0.00059173+0.0014368i,-0.00045569+0.00024264i,1.9226e-05-0.00054748i,0.00070058-0.00035066i,0.00038284+0.00034116i,-7.2636e-05+0.00046024i,-0.00014518+0.00053167i,-0.00015727+0.00051447i,7.456e-05-0.00033902i,0.0005169-9.5267e-05i,0.00068161-1.0332e-05i,4.1516e-05-0.00036122i,-0.00059224+0.00020701i,2.4636e-05+0.00047136i,0.00092167+0.00016241i,0.00052249-0.00037483i,0.00013715-0.00095108i,0.00060056-0.00052996i
0.00086352+0.00090651i,0.00083585+0.0012459i,0.00017148+0.0019948i,-0.0001925+0.0019614i,0.00022766-0.00022151i,0.00057909-0.0015682i,0.00046024-0.00089284i,-0.00019318-0.00049525i,-0.00014395-2.2005e-05i,-0.00015516+0.00096266i,-0.00063302+0.0010515i,-0.00027322-1.043e-05i,0.00017543-0.00087265i,2.7442e-05-0.00078717i,-0.00049134-9.4053e-05i,-0.00061723+0.00031221i,0.00019186+0.00080454i,0.00097928+0.00058868i,0.0010485+2.0201e-05i,0.001394+0.00027447i,0.0016467+0.00080525i,0.0011406+0.00027975i,0.00091492+0.00018874i
0.0007102-0.0012539i,0.0014141-0.00031478i,0.00071857+0.00032253i,-0.00041926-6.0787e-05i,-0.00031545-0.00048188i,0.00030545-3.7498e-05i,0.00052024+1.189e-05i,0.00029271-6.0366e-05i,0.00080352+0.00023124i,0.0011973+0.00086028i,0.00066214+0.00042231i,-8.6421e-06-5.4803e-05i,6.8454e-05-0.00011422i,0.00066921-0.00074095i,0.00075908-0.00072204i,-0.0002795-0.00086364i,-0.00072699-0.00059062i,0.00028818+0.00041242i,8.3912e-05+0.00067101i,-1.8943e-05+0.00091602i,0.00059059+0.0012034i,-0.00025946+0.00045354i,-0.00091709+9.19e-05i
-0.00016953+0.00039885i,0.00031945+0.00066104i,0.0013219+0.00026863i,0.0017576-0.0007513i,0.00095691-0.001575i,2.4757e-05-0.0014143i,-9.4571e-05-0.00075926i,2.5552e-06-0.00022733i,0.00026354+0.00045202i,0.00037618+0.00094516i,0.00017878+0.00035378i,-0.00031154-0.00031824i,-0.00044667-0.0001532i,-2.7107e-05+0.00029256i,-0.00019646+0.0007891i,-0.0003861+0.00053965i,-7.6359e-05-0.00059374i,0.00062667-0.00093988i,0.00055427-0.00030139i,-0.00032199+0.00045246i,-0.00061649+0.0011338i,-0.00054418+0.00017813i,0.0001825-0.00039828i
-0.00089406+0.00054584i,-0.00062967+0.0019724i,5.0457e-06+0.0019008i,-6.3211e-05+0.0011522i,-0.00060427+0.00171i,-0.001096+0.0016169i,-0.00086966+0.00073504i,0.00016182+0.00034941i,0.001457+0.00039817i,0.0016214+0.00024249i,0.00016841+1.8845e-05i,-0.00073374-0.00042433i,-0.00098942-0.0010017i,-0.00069813-0.0010617i,0.00030296-0.00070389i,0.00051408-0.00058259i,-0.00045959+8.4811e-05i,-0.0012192+0.00014644i,-0.00021725-0.00091044i,0.00099973-0.00047303i,0.00098144+0.00027092i,0.0006646-9.7869e-05i,8.1953e-05-0.00067451i
0.00022877+0.0017108i,0.0016034+0.00052239i,0.0035016+0.00013564i,0.0033449+0.00059734i,0.0019367-0.00081427i,0.00040167-0.0013345i,-0.00057194-0.00081337i,-0.00025243+0.00012547i,3.3427e-05+0.00057264i,-9.938e-05-0.00036999i,-0.00012495-0.00072226i,5.458e-05-0.0011302i,0.00023158-0.00050296i,0.00012141+0.0004208i,0.00036243-4.3565e-05i,-0.00030086-0.00024946i,-0.00127-0.00015926i,-0.00057394+0.00016194i,1.6373e-05+0.00045108i,0.00029066+0.00018022i,0.00073452-4.6683e-05i,0.00046423-0.00047861i,-0.00029688-0.00016251i
0.0014334-0.00028739i,0.00079421-0.00011243i,0.00039423-0.00077274i,0.00077314-0.001513i,0.00056703-0.0012923i,-0.0010405-0.00029817i,-0.00088191+5.1108e-05i,0.00058358-0.00066023i,0.0010969-0.0006099i,0.0010651-0.00060831i,0.00040227-0.00067918i,-0.00085987-0.00023938i,-0.0008514-0.00033034i,3.8879e-05-0.00048985i,0.00059438+0.00016241i,0.0010999-2.2645e-05i,0.00066882-0.00076032i,0.00022055-0.00058421i,0.0001686+0.00057178i,-3.5233e-05+0.0012769i,0.00017551+0.00051783i,0.00034103+0.0001745i,0.00072533+0.00013588i
0.00039406+9.8895e-05i,-0.00017599-0.0005079i,-0.0003669-0.00020374i,-0.00055736-0.00041115i,-0.00048748-0.00041198i,0.00013744-0.00030611i,-4.3311e-05-0.00027488i,-0.00037243-0.00045614i,-0.00021997-0.00079809i,0.00026571-0.00067137i,0.00046623-0.00042175i,0.00032992-0.00049187i,0.00028983-6.1402e-06i,0.00044271+0.00045026i,0.00052234+0.00079523i,0.00019802+0.00042742i,2.8029e-05-0.00054408i,0.00020368-0.00037839i,0.00038928+6.0518e-05i,0.00014347+3.0693e-05i,-0.00049829-0.00053849i,-0.00077777-0.0011112i,-2.1488e-05-0.00043567i
-0.00017898-0.00065376i,-0.00098-0.00091957i,-0.0014098+0.00038411i,-0.0012573+0.0008969i,-0.00061765+0.00047309i,-0.0007612+0.00056512i,-0.0014351+0.00087329i,-0.0011703+0.00066398i,-0.0004104+0.00030036i,-0.00037259-0.00015692i,-0.00070775-3.8771e-05i,1.5052e-05+0.00028005i,0.00011662+4.8045e-05i,9.2249e-05+0.00037998i,0.00026589+0.00053919i,-0.00018823-0.00037792i,-0.00031861-0.0012958i,0.00024351-0.00088427i,0.00047986-0.00031615i,0.00011897-9.6377e-05i,5.6797e-05-0.00047036i,0.00052029-2.0344e-05i,0.00088511+0.00062758i
-0.00012032-0.00026577i,0.00056575+0.00031221i,0.00059751+0.00017634i,-0.00058725+0.00031745i,-0.0011165+0.00023658i,-0.00029997+0.000151i,-0.00022033-0.00029446i,-0.00039637-0.00076234i,-0.0004346-0.00066442i,-0.00073816-0.00032183i,-0.00010359-0.00058628i,0.00049931-0.00054869i,-0.00061108-0.00052001i,-0.0013291-0.00086277i,-0.00086763-0.00023597i,-0.00056914+0.00019739i,-0.00071726+5.0448e-05i,-0.00071284+0.00042816i,0.00012025+0.00053243i,0.00067165+0.0008494i,0.00061885+0.0012829i,0.00029467+0.00061266i,-0.00022344+0.00026643i
0.0011412+0.00040149i,0.0014476+0.00039755i,0.0012544+0.00056315i,0.00089108+0.00025647i,0.00082484-0.00024363i,-0.00013037-0.00017749i,-0.0014004+0.00026266i,-0.00098387+0.00064047i,3.8979e-05+0.00024005i,-2.3633e-05-0.00011453i,-0.00025678+0.00042807i,0.00018867+0.00035798i,0.00093247-0.00033737i,0.00019865-0.00036694i,-0.00081611-5.0669e-06i,-0.00044219+5.676e-05i,2.0756e-05+7.5869e-05i,-0.00033572+9.089e-05i,-0.00056252-3.6293e-05i,-0.00054581-0.00012632i,-0.00050897+0.00019634i,-0.00058066+0.00014796i,-0.00094927-0.00046141i
0.00016108+0.0024094i,0.00088769+0.0017715i,0.0017199+0.0012475i,0.0019041+0.0010015i,0.0014871+0.00032345i,0.00061452-0.00095428i,-0.00020541-0.0006773i,0.00010374+0.00033546i,0.0007236+0.000484i,0.00039798+0.00050541i,0.00044921+3.5271e-05i,0.00094505-0.00023441i,0.00060805+1.3173e-05i,0.00019378+0.00034417i,-0.00013663+0.0006218i,-0.00015129+0.00058788i,-0.0004708+0.0007812i,-0.00042398+0.00092565i,0.00029913+0.00094527i,0.0002702+0.00051473i,-7.7819e-05+0.00022834i,-0.00065275+0.00074948i,-0.00013161+0.00073429i
-0.00093258-0.00089639i,-0.00084612-0.0013019i,-0.00049938-0.00096606i,-0.0002126-0.00066139i,-0.00082276+7.2232e-06i,-0.0012175-0.00039322i,-0.00011152-0.00045805i,0.00029183+0.00052907i,-7.2303e-05+0.00061213i,0.00027966+0.00046575i,0.00032278+6.2201e-05i,0.00045001+7.1568e-05i,0.00056259-0.00018988i,8.3884e-05-0.00072227i,0.0002998-0.00099567i,-6.4392e-06-0.00057632i,-0.00047127+4.4985e-05i,0.00018252-0.00031335i,-0.00026728-0.00033339i,-0.0011694+0.00022003i,-0.0011215+0.0003562i,-0.00024093+0.00054983i,0.00076864+0.00061862i
-0.00083769+0.00027418i,-0.00023703+0.0015846i,-0.000366+0.0007694i,-0.00062348+0.00031083i,-0.00055425+0.00096388i,-7.9434e-06+0.0014933i,7.1948e-05+0.0014342i,-7.664e-05+0.00060487i,-0.00044809+0.0003184i,-0.00068853+0.0004698i,-0.00042156+0.00026511i,-5.4264e-05+0.00017307i,0.00077323+0.00017448i,0.0012924-0.00045203i,0.00025135-0.00013263i,5.748e-05-0.00055673i,0.00026482-0.001219i,0.0006091-0.0005545i,0.0004516-1.0448e-06i,-0.00010687+0.00048291i,-0.00020403+0.00052567i,0.00016376-5.09e-05i,0.00055355-0.0001806i
0.00030945-7.3651e-05i,-0.00054315+9.8369e-06i,-0.00043858+0.00095804i,-0.00016402+0.00051037i,0.00021193-0.00027529i,-5.9303e-05+4.268e-05i,-0.00018997-0.00016113i,0.00066264+4.5841e-05i,0.0010081+0.00061744i,0.00025306+0.00063807i,-0.00051822+0.00083551i,-0.00047343+0.00055001i,-0.00050198-0.00031595i,-0.00060279-0.00076883i,-0.00055271-0.00060015i,-0.00087762-0.0006282i,-0.00095996-0.0005354i,-0.0004969-0.00046902i,-8.5083e-05-0.00088014i,0.00042685-0.00096971i,0.00056298-0.00059883i,0.00056835-0.00043344i,0.0005718+0.0001195i
0.00031711+9.4382e-05i,-7.4325e-05+0.0014846i,-1.9243e-05+0.0011368i,-7.2537e-05+0.00032755i,-0.00067277+0.00046778i,-0.0006921-3.3818e-06i,-0.00031041-0.00051124i,-0.00027201-0.00080599i,0.00018417-0.00049433i,0.0006635-0.00036609i,0.00011526-0.00036749i,-0.00068249-0.00053875i,-0.00069184-0.00066566i,-0.00059825-0.00055097i,-0.00034836-0.00058015i,9.0225e-05-0.00032563i,0.00068795-0.00011971i,0.00050554-7.4659e-06i,0.00059639+0.00067008i,0.00072021+0.00014956i,0.00022335-0.00054191i,9.8431e-05-0.00015186i,0.0003534-0.00024489i
-0.00011078-0.00016839i,-0.00013671-0.00093478i,0.00033041-0.00094876i,0.00041594-0.00020916i,0.00025071+1.912e-05i,0.00073604-2.6009e-05i,0.0012482-0.00019675i,0.00096682-0.00021188i,0.00084756-0.00050435i,0.00080506-0.00092057i,-0.00030865-0.0010481i,-0.00016987-0.00021031i,0.00042245+0.00025485i,0.00059097+0.00072041i,-0.00027704+0.00071304i,-0.00092058+0.00074636i,-0.00056503+0.00060639i,-0.00060781+8.8618e-06i,-0.00046514-0.00031103i,-0.00040764+0.0005275i,-0.00061386+0.00075913i,-0.00078284-0.00047476i,-0.00031123-0.00076853i
0.00057108+0.00026702i,0.0011921+0.0011752i,0.0014905+0.00029437i,0.00079649-0.0013745i,0.00035181-0.0024666i,0.00034928-0.0015065i,-0.00055204-1.5701e-05i,-0.0010769-0.00037771i,-0.00018427-0.0001856i,-0.00026859-0.0002065i,-0.00055852-0.00081183i,-0.00044424-0.00087001i,-0.00086284-0.00063403i,-0.0011448-0.00030025i,-0.00041542-7.3235e-05i,-0.00025517+0.00030074i,-0.0006773-0.00015403i,-0.00040615-0.0010612i,-0.00020859-0.00081821i,-0.00075313+0.00014962i,-0.00064459+0.00040484i,-0.00041207+0.00038995i,-0.00061004+0.00041517i
-4.7469e-05-0.0022938i,0.00012043-0.0029801i,5.4918e-06-0.001955i,-0.00091401-0.00049746i,-0.0014076-0.00048686i,-0.0011091-0.00016939i,-0.00094033-0.00045471i,-0.00057701+0.00012556i,-0.00024393+0.00010437i,-0.00032672-0.00031445i,-0.00038333+0.00070987i,0.00086469+0.0011634i,0.0014923+0.00098341i,0.00031528+0.0010364i,-0.00084005+0.00045158i,-0.00059956+0.00033174i,-0.00041396+0.00082817i,-0.00057453+0.00011307i,-0.00018822-8.5139e-05i,9.4431e-05+0.00024344i,0.00057418-0.00013473i,0.001275+0.00013127i,0.00066775+0.00076895i
0.00064884-0.00034571i,-0.00054917+0.00063443i,-0.0011392+0.0015489i,-0.0017579+0.0023336i,-0.0011309+0.0018994i,3.8165e-05+0.0012992i,0.00026913+0.00034275i,0.00039209-0.00039795i,0.00052923-0.00012372i,-0.00018663+0.00044093i,-0.00082948+0.00072965i,3.4728e-05+0.00079383i,0.00044207+0.00054071i,0.00033131-0.00066735i,0.00052864-0.00055224i,0.00041195+0.00012316i,-0.00024189+0.00025884i,-0.00031632+0.0006462i,-0.00022131+0.00034532i,-8.9441e-05+3.8268e-05i,0.00017695-9.6071e-05i,0.00033281+0.00027964i,0.00010055+0.0007639i
-0.0023856+0.00012972i,-0.0024551+0.0010187i,-0.0012118+0.0017571i,-0.00078632+0.0015083i,-0.00061625+0.00031145i,0.0001452-9.681e-05i,0.00047556+5.6441e-05i,0.00078712-0.00078953i,0.00076753-0.0003839i,0.00096283+0.00064711i,0.0010305-3.4978e-05i,0.0013464-0.0010259i,0.0019091-0.0010033i,0.0013498-0.0009023i,6.4887e-05-0.00049239i,-0.00020622-0.00015637i,-0.00054018-0.00013369i,-0.0010151+0.00023948i,-5.2293e-06+0.00019085i,0.00072522-0.00055482i,0.00020646-0.00036746i,5.7107e-05+0.00016703i,0.00015467+4.5062e-05i
-0.0015577-0.00016286i,-0.00054908+0.00089258i,-0.0006168+0.0014633i,-0.00045272+0.001139i,-9.289e-05+0.00036407i,0.0009776-7.6431e-06i,0.0014921-6.5259e-06i,0.00073706-0.00036168i,0.00032643+0.00013174i,0.0001621+0.00013997i,-1.0936e-05-0.00035307i,-0.00011994-0.00037229i,-0.00064381-0.00086981i,-0.00072599-0.0010923i,-0.00038043-0.00040752i,-7.5979e-05+0.00038956i,-0.00017601+0.00035053i,-0.00035506-0.00020291i,0.00027267-0.00012015i,-3.4222e-05+0.00039427i,-0.00057517+4.8986e-05i,-7.5146e-05+0.00022648i,0.00062948+0.00026613i
0.00037701+0.0012007i,0.00051248+0.0018149i,0.00019089+0.0029624i,0.0005374+0.0024168i,0.00079472+0.00012703i,0.00033253-0.001158i,0.00024985-0.0010491i,0.00033049-0.00046089i,-0.00013287+0.00042904i,-0.00015594+0.00079511i,6.735e-05+0.00082961i,-9.0319e-05+0.0005641i,0.00023697+0.00015699i,0.00019693-2.7402e-05i,-5.9487e-05-0.0005062i,9.0471e-05-0.0004012i,0.00053888+2.6961e-05i,0.00057048+0.00030158i,-6.9762e-05+0.00024199i,0.00014912-0.000286i,-0.00011456-0.00033083i,-0.00098372-0.00041032i,-0.0011666-0.00050888i
0.00099786-0.0020855i,-3.6677e-05-0.002072i,-0.00091312-0.0024478i,-0.0019099-0.0025895i,-0.002733-0.0011252i,-0.0016544+0.00067935i,-2.8248e-05+0.00083861i,0.00011626-2.5268e-05i,7.7423e-05-0.00079235i,0.00013275-0.00011033i,0.0003438+0.0011151i,0.00030848+0.00084967i,-9.5963e-05-2.7812e-05i,0.00015316+1.1062e-05i,0.00088907+0.00079274i,0.00061737+0.00081854i,0.00016671+0.0002759i,-7.9833e-05-0.00032713i,-0.00033818-0.00058249i,-0.00041018-0.00014152i,-0.00036252+0.00013331i,-0.00037144-0.00012314i,0.00047233-1.055e-05i
0.0019527+5.3405e-05i,0.0013322-0.00085656i,0.0022768-0.0015627i,0.0018379-0.0019341i,0.00016614-0.0017966i,-0.00035805-0.0010337i,8.3049e-05-0.00050385i,-0.00012751-0.00052677i,-5.2649e-05-0.00015197i,0.00052018+7.5102e-05i,0.00032617-0.00035286i,-0.00056838-0.00062701i,-0.00072941-0.00040338i,-0.00018812+9.3368e-06i,-0.00031832+0.00074867i,-0.0011421+0.00096819i,-0.0016039+0.00044003i,-0.00063874+0.00011897i,0.00061796-0.00042261i,0.00053449-0.00059465i,-0.00034808-9.3361e-05i,-6.9116e-05+0.00021446i,0.00055755+0.00026439i
0.0010751-7.806e-05i,0.00052683+0.0014158i,-0.00053631+0.0026316i,-0.00053466+0.0020782i,-0.00041517+0.0005133i,0.0002116-0.0004012i,0.00094552-0.00016892i,0.00061402+0.00038394i,0.00068561+0.0003661i,0.0007781-5.9831e-05i,6.548e-05-0.00027345i,-0.00073938-0.00029755i,-0.00077141-0.00044792i,-7.0029e-05-0.0007235i,-0.00048221+0.00044824i,-0.00048017+0.00084625i,-0.00011888-0.00051984i,-0.00060908-0.0010228i,-0.00087021-0.00071674i,-0.0006181-0.00025193i,6.6555e-05+0.00036667i,0.00050874+0.00083992i,0.0012951+0.00061481i
0.00048757+0.00075702i,0.001201+0.00083287i,0.0012213+0.00079278i,0.0012419+0.001105i,0.0012216+0.0010142i,0.00047633+0.00056931i,3.3638e-06+0.0003576i,-0.00047492-3.5715e-05i,-0.00099759-0.00022844i,-0.0010747+0.00047983i,-0.00059184+0.00043069i,0.0001173-0.0001662i,0.00033113+0.00013453i,0.00020077+0.00086799i,0.00023108+0.00099716i,-3.9248e-05+0.00096518i,-0.000448+0.00064705i,-0.0008418-0.00033773i,-0.0014278-0.00070061i,-0.0011874+5.6492e-05i,-0.00033539-5.3166e-05i,7.4573e-05-0.00041979i,-9.0203e-05-0.00025823i
-0.00089325+0.0013598i,0.00028289+0.001733i,0.00064811+0.0018583i,0.00025414+0.0011991i,0.00089137+0.00048103i,0.00074682-6.011e-05i,-6.394e-05-0.00019243i,0.00028497+0.000305i,0.00062492+0.00080272i,0.00048042+0.00033803i,-1.0882e-05-0.00036786i,-9.2937e-05-0.00024817i,-5.1168e-05-0.00022152i,-2.4909e-05+0.00043666i,-0.00024221+0.0008083i,-0.00014361-7.9741e-05i,0.00040955-0.00060398i,0.00017613-0.00036702i,-0.00036184-0.00023994i,-9.3002e-05-0.00011978i,0.00042386+0.00027019i,0.00034545+7.1412e-05i,0.00028352-0.00011233i
0.001072-0.0019562i,-0.0012025-0.00096202i,-0.0019983+0.00011156i,-0.0023162+0.00031967i,-0.0024815+0.00027705i,-0.0011665+0.00091041i,-0.00011172+0.00086916i,-0.00016056+0.00022413i,-0.0006963-0.00028433i,-0.00048813-0.00056069i,-0.00059819+0.00046575i,-0.00041201+0.0011848i,0.00053119+0.00098768i,0.00069143+0.00083636i,0.0002265+0.00060891i,3.9403e-05-0.00052663i,-0.0002635-0.00092959i,-0.00049549+8.2047e-05i,-0.00040073+0.00030198i,-0.00051802+8.8748e-05i,-0.00061541-0.00027354i,-0.00087841-0.00076847i,-0.00049945-0.00096851i
0.0013146+0.0010362i,2.6205e-06+0.00020243i,0.0005395+0.00010317i,0.0014361-0.001272i,0.00048376-0.0022874i,-0.000161-0.0013215i,-0.00051491-0.00036143i,-0.00051109+0.0008358i,-4.8378e-05+0.0013165i,-1.0443e-05+0.00028328i,0.00058709-0.00070129i,0.0011232-0.0008269i,0.00032159+0.00014863i,0.00017922+0.00073743i,-0.00026586-3.3775e-06i,-0.00066977-0.000255i,9.8493e-05-0.00032242i,0.0001468+3.3851e-05i,-0.00088476+0.00084949i,-0.00070937+0.0010471i,3.1016e-06+0.00045156i,0.00054143-0.00062776i,0.00097913-0.001155i
0.0012609-0.00053555i,0.00092959+0.00062133i,0.00045277+0.0016701i,0.00013768+0.0016281i,0.00020293+0.00058564i,0.00076478-0.00012964i,0.0006862-0.000352i,0.001267+4.6458e-05i,0.00061885+4.1742e-05i,-0.00028031-0.0007427i,0.00047117-0.0008525i,0.0011524-0.00038413i,0.0011678-0.00028315i,0.00058482-0.00019914i,-0.00024136+5.5948e-05i,-0.00041951-0.00015518i,0.0003627+0.00014318i,0.00069339+0.00073698i,0.0006096+0.00061716i,0.00083492+0.00052479i,0.00052138+0.00024866i,-0.00043847-0.00068534i,-0.00077436-0.00064923i
0.0019029+0.0017757i,0.0025678+0.0007546i,0.0020758-0.00021765i,0.00195-0.0014537i,0.0018961-0.0015872i,0.0013518-0.00039852i,0.0013857+0.0004811i,0.0013033+0.00051734i,0.00047296+0.00062793i,0.00010847+0.00046765i,7.4341e-05-0.0003139i,-0.00014571-0.0006882i,-0.00059571-0.0010099i,-0.00081378-0.0010457i,-0.00061464-0.00074251i,-0.0006981-0.0004908i,-0.00047079-0.00054547i,-0.00025697-0.00023932i,-1.1518e-06+0.00044983i,0.00036606+0.00015655i,-0.000402-0.0002876i,-0.00028404+6.6599e-05i,0.0001608+0.00012166i
0.00099884-0.00093969i,0.00065651-0.0018225i,0.00023403-0.0022616i,0.0001913-0.0021674i,-0.00044824-0.0018348i,-0.00042211-0.00086243i,-0.00058705+0.0002451i,-0.00082811+0.00031415i,-0.00031249+0.00016839i,0.00014411-0.00052216i,7.8895e-05-0.00037969i,-8.0307e-05+0.0005821i,-0.00052504+0.00061114i,5.978e-05+0.00043454i,0.00031686+0.00087002i,0.00040652+0.00083709i,0.00060937+0.00031715i,9.2132e-05-0.00056261i,-4.2916e-05-0.00099083i,0.00023283-0.0012204i,-1.8557e-05-0.0014797i,-0.00027718-0.0015231i,0.00011275-0.0015609i
-0.00050705+8.6844e-05i,-6.9189e-05+0.00048781i,-0.00050445+0.00077902i,-0.00067853+0.0016587i,-0.00081074+0.0017823i,-6.0561e-05+0.00097956i,0.0006715-8.7717e-05i,0.00084574-0.00026542i,0.00053036+0.00013856i,-0.00030097-0.00016484i,0.00027709-0.00043344i,0.0010317+0.00059812i,0.00085595+0.00082866i,0.00037559+0.00024169i,0.00050476+0.00021407i,0.00043425-2.6651e-05i,-0.0002797+0.00044795i,-0.00090789+0.00090907i,-0.0007506+0.00045677i,-0.00022638-0.00035182i,-0.00023627-0.0007982i,-0.0002133-0.00016714i,0.00044277-0.0002292i
-0.00044615+0.0003727i,-0.00052481+7.0468e-05i,-0.00039681-0.00057089i,-7.829e-05-0.0011436i,0.001234-0.0017533i,0.00046658-0.0013954i,-0.00026045-0.00083038i,-0.00011154-0.0004882i,-0.0002726-5.8068e-05i,-2.629e-05+0.00037269i,0.00027333+0.00097811i,-0.00030332+0.0013157i,-0.00087432+0.00076524i,0.00014601+4.2185e-05i,0.00058212-0.00052762i,6.4336e-05-0.00040869i,0.00027582+9.3011e-05i,0.00027653-0.00020034i,-5.4108e-05-0.00042116i,-0.0003644-0.00021128i,7.3218e-05-3.2464e-05i,0.0009854+7.7263e-05i,0.00083791-0.00010289i
0.0011623-0.0014579i,0.00030666-0.00044791i,-0.00032018-0.00051943i,-0.0012512+1.3228e-05i,-0.0021428-0.00014339i,-0.0021442-0.00019487i,-0.0013069+0.00058721i,-0.00042468+0.00029885i,-9.2032e-05-0.00084727i,-0.00057096-0.00082326i,-0.0010432-0.00015295i,-0.00068048+0.00062075i,-9.64e-05+0.00143i,0.00054687+0.0013035i,0.00077909+0.00073361i,4.4764e-05+1.0279e-06i,1.5489e-05-0.00037606i,0.00050886-8.0862e-05i,0.00047666+0.00027171i,0.0002146+0.00034128i,-5.3657e-05+0.00049205i,1.4913e-05-5.8609e-06i,0.00019924-0.000524i
-0.00027776+0.00059153i,0.00051732+0.00029523i,0.0013542+0.00028848i,0.0014608+0.00039132i,0.00048945+0.00012326i,-0.00037261+0.00045364i,-0.00057033+0.0011305i,-0.00082585+0.0010545i,-0.00084676+0.00023511i,-0.00031354+8.5638e-05i,0.00015704+0.00018251i,0.00020832-0.00065245i,0.00076744-0.00073347i,0.0010226-0.00035258i,-0.0001971+2.2885e-05i,-0.00098125+0.00070587i,-0.00030962+0.00070007i,0.00049058+0.00081699i,-1.3084e-05+0.00045685i,-0.00068554+3.426e-05i,-0.00041209+0.00036558i,-0.00050289+0.00024969i,-0.00039893-0.00029233i
0.0018983-0.0006173i,0.00066407+0.00033101i,-0.00070387+0.0011991i,-0.0020032+0.00057024i,-0.0021904+0.00019203i,-0.0010174+0.0012109i,0.00026042+0.0004314i,0.0011006-0.00018208i,0.0013724-0.00016612i,0.00051564+0.00012418i,3.2064e-05+0.00018138i,0.00060288+4.0745e-05i,0.00083083+0.0001677i,0.00072928-0.00027926i,0.0003509-0.00034614i,0.0004652+0.00010652i,0.00059817+0.00034444i,2.2308e-06+0.00039764i,-0.00045558+0.00068401i,-0.0010485+0.00057894i,-0.0010136-8.0005e-05i,-2.6482e-05-0.0010582i,0.00017593-0.0011487i
-7.2174e-05+0.00083816i,0.00034048+0.00033801i,0.0010962-0.00066786i,0.0011821-0.0013016i,0.0012238-0.0019599i,0.0015758-0.0016595i,0.0013002-0.00050665i,0.00089469+6.5713e-05i,0.0012297-0.00029524i,0.0018306-0.00028051i,0.0012429-0.00024951i,-0.0001098+4.122e-05i,-8.6976e-05+0.00049404i,0.00015544-6.9213e-05i,-0.00023635-0.00039128i,2.6033e-06-5.306e-05i,0.00035848+0.0003642i,0.00084874-0.00041078i,0.00016008-0.00060958i,-0.00066548-0.00031799i,-0.00055078-0.00041182i,-0.00033758-0.0004291i,-1.8211e-05-0.00033223i
0.00048071-9.8763e-05i,0.0010743-0.00034573i,0.0023944-4.3857e-05i,0.0026112-0.0011392i,0.0013272-0.0012974i,-0.00049623-0.00046165i,-0.00099936+0.00013484i,0.00010232+0.00049082i,0.00048588-2.2223e-05i,-0.00017422-0.00011226i,-0.00089526+0.00031377i,-0.00076208+0.00053565i,-0.00043188+0.00095484i,-0.00051638+0.00050471i,-0.00036914-0.00023068i,-0.00036507-0.00032002i,-0.00043298-0.0010898i,-0.00043882-0.0019073i,-0.00040947-0.0013363i,-0.000519-0.00054736i,-0.00029565-0.00027425i,7.4659e-07+1.8844e-05i,0.00018115+0.00039666i
-0.0018452-0.00088197i,-0.0016164+0.00058163i,-0.0015951+0.002774i,-0.0012519+0.0039307i,-0.0010096+0.0031541i,-0.00089001+0.00075547i,-8.1332e-05+7.9787e-05i,0.00057133+0.0011952i,0.00055198+0.0010591i,-0.00039009+0.00087462i,-0.00050616+0.00068004i,1.6825e-05-7.2395e-05i,0.0003352-0.00098724i,4.8487e-05-0.001716i,-0.0004342-0.001241i,-0.00016859-0.00014693i,-6.1031e-05+0.00029562i,0.00076517+0.00025101i,0.0012428-0.000164i,0.00066751-0.0002185i,0.0006134+0.00039618i,0.0012569+0.00044952i,0.001136+0.00030005i
-0.00013154-0.00016072i,-2.0301e-05+0.0011233i,0.00023295+0.00096383i,8.3507e-05-0.00026463i,-0.00018972-0.00098865i,0.00021147-0.0002162i,0.00055748+0.00017761i,0.00060065-0.00030899i,4.0268e-05-0.00017298i,-0.00085334+0.00012421i,-0.00011294+0.0001853i,0.0010743+0.0009185i,0.0011183+0.0014193i,0.0003231+0.00068955i,9.2687e-05+0.0004397i,5.2241e-05+0.00048674i,-0.00013654-5.8122e-05i,-0.00050476-0.00041137i,-0.00015216-0.000246i,0.00054317-6.0598e-05i,0.00028636-0.00025169i,-6.3316e-05+1.5464e-05i,3.9339e-05+0.00067832i
