-0.004359+4.6745e-05i,-0.0039238+0.0012238i,-0.0042292+0.0023013i,-0.002991+0.0021386i,-0.0014513+0.0015421i,-0.00098705+0.0017856i,0.00032276+0.0020445i,0.00063685+0.0022594i,0.00012458+0.0015525i,0.00080386+0.00067522i,0.00098152-0.00033843i,0.00011057-0.00081239i,-0.00043213-0.00082175i,-0.00060594-0.0013841i,-0.0006355-0.00075168i,-0.00041711-4.0264e-05i,-0.00029786+0.00014997i,-2.827e-05+0.0006837i,0.00031673+0.00059475i,0.00037914+0.00046855i,-9.8282e-05-0.00015686i,-0.00019777-0.00068175i,0.00069805+0.00035069i
0.00093836-0.00062472i,0.00032826+0.00021886i,0.00030143-0.00036381i,-0.00073943-0.00071564i,-0.0019405-0.00067733i,-0.0014613-0.00027462i,-0.00030086+4.0792e-05i,0.0004497-0.00040359i,0.00028505-0.00048765i,-0.00081627+0.00022188i,-0.00063238+0.00080791i,0.00030181+0.00099746i,-0.0004393+0.0010286i,-0.00045031+0.00090498i,0.00021424+0.00060447i,0.00022126+0.00024569i,0.00032867+0.00037355i,0.00041469+0.0004288i,0.00054294+0.00055544i,0.0010554+0.0001643i,0.0012648-0.00023242i,0.00079581+0.00021598i,-0.00022977+0.00011335i
0.00020529-8.5764e-05i,0.0001894-0.00033858i,0.00019695-0.00010389i,-0.00046009-0.00029739i,-0.0009211-0.00068435i,-0.00040348-0.00044286i,0.00034927+0.00016794i,0.00083678+0.00012988i,0.00065936+0.00011217i,0.00045321+0.00059877i,-0.00076007+0.00094349i,-0.0015614+0.00068567i,-0.0012947+4.0899e-05i,-0.00085777-0.00018706i,-8.5896e-05-0.00073379i,0.00049017-0.0008107i,0.00067691+0.0002668i,0.00048763+0.00053901i,0.00038781-0.00011323i,0.00018801-0.00042273i,0.00018743+2.9578e-05i,9.6824e-05+0.00049426i,6.3317e-05+0.0002619i
0.00066891+0.0014107i,0.00022518+0.0007252i,0.00013028-0.00062641i,0.00044413-0.0017405i,0.0011942-0.0017647i,0.0015022-0.00030668i,0.0012878+0.00014077i,0.00097584-0.00047772i,0.00078169-0.00011471i,0.000398+0.00031028i,-0.00062874+0.00044634i,-0.00063506-0.00020317i,-0.0004333-0.00082094i,-0.00022465+0.00013354i,-0.00027623+0.00066967i,-5.9861e-05+0.0008315i,-8.5411e-05+0.00099398i,-0.00054751+0.0006469i,0.00022482+0.00036976i,0.0010756+0.00031513i,0.00071867+0.001073i,0.00017746+0.00098063i,0.00019864+0.00012405i
0.00017479-8.1707e-05i,0.00052877+0.00024265i,0.0014008+0.00090153i,0.0013163+0.00016484i,0.00037347-0.0016438i,5.4405e-06-0.0018055i,0.00063302-0.00087547i,0.0016653-0.00034885i,0.0013867-0.00034181i,0.00017961-0.00050769i,-8.5727e-05-0.00067845i,-6.808e-05-0.00039079i,-5.2206e-05-0.00012798i,-0.00014899+0.00067183i,0.00031526+0.00051759i,0.00081773-0.00014738i,0.00080097+1.6376e-05i,0.00054562+0.00028219i,-0.00011668+0.00016892i,-0.00018947-0.00020628i,0.00043677-0.00048098i,0.00047832-0.00080223i,-1.28e-05-0.00088849i
0.00041777+0.0015916i,0.0017106+0.001322i,0.0017517+0.0018743i,0.0010205+0.0014919i,0.00089661-0.0004601i,0.0008353-0.0013757i,0.00090148-0.00070631i,0.0011496-0.00021544i,0.0004011-2.9838e-05i,-0.00044474-0.00073718i,-0.00063751-0.00095527i,-0.0013019-0.0010429i,-0.0015616-0.0012328i,-0.00093132-0.0002089i,-0.00086361+0.00051201i,-0.00071253+0.00014176i,2.5419e-05-0.0002937i,0.00070764+0.00015756i,0.00074481+0.00054171i,0.00040274+9.8246e-05i,0.00040634-0.00033252i,0.00010773-0.0002162i,0.00049403-0.00019627i
0.00098453+0.0018827i,0.0012121+0.00048899i,0.00091252+5.1696e-06i,0.00079709-0.0006026i,0.00059764-0.0013133i,0.00013227-0.00090481i,0.00025164-0.00074391i,0.00057768-0.00072358i,0.00081249-0.00074636i,0.00068828-0.00087821i,-8.405e-05-0.00084381i,-0.00050832-0.00063698i,-0.0013676-0.0003136i,-0.00095533-0.00012343i,0.00010637+0.00030018i,0.00020038+0.00041811i,-2.9779e-05+0.00038642i,9.5055e-06+0.00094561i,0.00064901+0.0014121i,0.00080057+0.0011345i,-6.3002e-05+0.00022119i,-0.00082613-0.00052616i,-0.00020337-0.00054619i
-0.0021179+0.0014033i,-0.0016274+0.0021373i,-0.001388+0.0038675i,0.00050839+0.0032242i,0.0021323+0.0012234i,0.0027357-5.979e-05i,0.0019695-0.00095805i,0.00057131-0.0008166i,-0.00052172+0.00049154i,-0.00043403+9.4794e-05i,-0.00069708-0.00094284i,-0.0017605-0.00084597i,-0.0011733-0.00065301i,-0.00011357-0.00052017i,-3.3356e-05-0.00033598i,-0.00011998+0.00037441i,-0.00033466+0.00059211i,-0.00059429+0.00037885i,-0.00041452+0.0002652i,-0.00028437+0.00012671i,0.00068869-0.00074915i,0.0013905-0.00068946i,0.0004139-7.0574e-05i
0.0018504+0.00029481i,0.0011729-0.00092103i,0.00064431-0.0030324i,0.00045335-0.003145i,-0.00036102-0.0017523i,-0.00016782-0.00057381i,0.00074651+0.00022708i,0.00057384+0.00035224i,-0.00035628-0.00039705i,-0.0010797-0.0010737i,-0.00053266-0.00081257i,-0.00017286-6.7087e-05i,-0.00042055+0.00034198i,9.6096e-05-6.492e-05i,0.00016734+0.00053292i,-0.00012165+0.00061065i,0.00034247-0.00032492i,0.0004491+0.00055129i,0.0002148+0.0011587i,0.00014665+0.00052001i,6.1906e-05+0.00034509i,3.2675e-05+0.00048274i,-0.00037981+0.0002586i
-0.00060505+0.00059572i,-0.0012149+0.00064936i,-0.0017946+0.00071278i,-0.0006283+0.00029478i,0.00068901-0.00010799i,0.0011372-9.4646e-05i,0.0011609+8.3042e-05i,0.00073682-0.00010177i,-0.00035969-0.00061906i,-0.0019296-0.00042962i,-0.0027827+0.00032973i,-0.002007-0.00046313i,-0.0011277-0.00073443i,-0.00036953-0.00050742i,0.00036338+6.4196e-05i,9.4568e-06+0.00053374i,0.00029135+0.00023801i,0.00071468+0.00054755i,0.00047097+0.00072241i,0.00068041+0.00049647i,0.00054037+0.00080948i,-0.00021626+0.00063881i,-0.00026263-0.00017719i
-0.00080934-0.0012622i,-0.00015421-0.0012629i,-0.00044536-0.00062171i,-0.0012152-0.0005713i,-0.0014362-0.00061107i,-0.00070103-0.00022888i,0.00050724-6.8332e-05i,0.0007695+0.00027615i,-0.00051771-0.00026925i,-0.0011987-0.00066833i,-0.00087842-9.4672e-05i,-0.00031986+3.6332e-05i,-0.00064236-0.00010617i,-0.00038585-0.00021401i,0.0011448+0.00013052i,0.0013789+0.00077679i,0.0010761+0.001161i,0.0013915+0.0012591i,0.0014207+0.00086435i,0.00066093-5.6135e-05i,0.00039175-0.00043674i,4.251e-06-8.3572e-05i,-0.00040703+1.3811e-05i
0.00048226+0.0017881i,0.0012689+0.00076326i,0.0002305-0.0013228i,-0.00032685-0.0024705i,0.00018615-0.0017736i,0.00068774-0.0010219i,0.001292-0.00061951i,0.0007647-0.0004838i,-5.6854e-05-0.00083776i,-0.00035002-0.0006169i,-0.00053377+0.0001361i,-0.0009618-0.00011294i,-0.0011399+0.00019149i,-0.00021459+0.00080602i,0.00066679+0.0006768i,0.00093162+0.00056329i,0.00029802+0.00040758i,-0.0001576+0.00059324i,0.00030642+0.00085307i,0.00042647+0.00030896i,0.00014659-0.00041103i,0.00013277-0.0010422i,-0.00027848-0.00075725i
0.00099165-0.00013518i,0.00084826+0.00010372i,0.00013275+0.00023898i,-0.00035324+0.00029021i,-0.0004767-0.00036629i,-0.00064662-0.00048745i,1.0002e-05+9.6791e-05i,0.00045077-0.00040141i,-0.00023282-0.0010945i,-0.0008117-0.0010472i,-0.00053505-0.00092144i,-0.00023194-0.00036616i,-0.00037521+0.00030418i,0.00017912+0.00031532i,0.0005537+0.00016275i,0.00040599+1.5119e-05i,0.00089295-0.00035616i,0.00056107-0.00063107i,0.00035396+0.00022781i,0.00020878+0.00043143i,-0.0005539+0.00014253i,-0.00074384+0.00013744i,-0.0006331+6.9513e-05i
0.00077675-0.0012964i,0.0012088-0.0022309i,0.0013277-0.0019789i,0.00056926-0.0013719i,-0.0005189-0.0010885i,-0.00030369-0.00044573i,0.00063453-0.00034051i,0.00084335-0.00014026i,-1.1961e-05-0.00013431i,-0.00016456-6.5441e-05i,-0.00073584-0.00068014i,-0.0012522-0.00060036i,-0.00065741+0.00033142i,-0.00033286+0.00062669i,-0.00011417+0.00044383i,-0.00043272+0.00051101i,-0.00079914+0.00056212i,-0.00054802+0.00010708i,0.00016213-0.00046246i,0.00032141+3.0957e-05i,0.00015478+0.00068198i,0.00041896+0.00046455i,9.1562e-05-0.00026602i
-0.00083208+0.00013111i,-0.00038036+0.0012104i,-0.00074504+0.0011549i,-0.00065702+0.00010356i,-0.00050582-0.00041897i,-0.00012042-0.00064028i,0.00088862-0.00034266i,0.00024754+0.0001578i,-0.00098423-0.00030153i,-0.0014023-0.0013857i,-0.0014816-0.0014097i,-0.0015349-0.0011188i,-0.0012921-0.00015942i,-0.00048834+0.00041016i,0.00019536-0.00015842i,0.00025919-2.4907e-05i,0.00040474+7.5803e-05i,0.00067121+9.0093e-05i,0.00089262+0.00015755i,0.00090031+0.00019896i,0.0010031+0.00036979i,0.0011515+0.00047086i,0.00088973+0.00061994i
0.0021867-0.00026721i,0.0011529+0.00014128i,0.00040545+0.00071645i,-0.00063959+0.00059747i,-0.0013001+4.2838e-05i,-0.00051276-2.1728e-05i,8.0833e-05+0.00054897i,0.0003315+4.906e-05i,0.00039436-0.0010828i,-0.00048164-0.00092171i,-0.0015253-0.00048621i,-0.0017664-0.00046144i,-0.00132+0.00016419i,-6.7173e-05+0.00042484i,0.00043542+0.00033129i,-0.00046375+0.00018893i,-0.00066159+0.00021912i,0.0004657+0.0006822i,0.00084248+0.00080717i,0.00027736+0.0003489i,-0.00018184-0.00033941i,-0.00070296-0.00054854i,-0.00072203-0.00027975i
-0.00028611-0.00082855i,-0.00081878-3.1018e-05i,-0.00078843-0.00057679i,-0.0011923-0.0011039i,-0.0010863-0.00073589i,-0.00052542+0.00050606i,0.00050471+0.00073272i,0.0009933-1.7883e-06i,0.00021738-0.00030746i,-0.00063557+0.00028135i,-0.0012251+0.00041164i,-0.00086104-0.00036277i,0.00017416-4.7581e-05i,0.00054988+0.00064884i,-0.00011221+0.00071944i,4.706e-05+0.0006767i,0.00064435+0.00049205i,0.00055079+0.0006217i,0.00022939+0.00051259i,0.0003462-0.00016233i,0.001078+9.7901e-05i,0.0007856+1.0608e-05i,-2.8096e-05-0.00066503i
-0.0004729-0.0011254i,-0.00012574-0.00026764i,-0.00053332+0.00018432i,-0.00019395-0.00027145i,0.0002933-0.00081664i,0.00048564-0.0010115i,0.0014234-0.00063722i,0.0017397-0.00080136i,0.00045833-0.00086158i,-0.00087187-0.0012282i,-0.0010273-0.001605i,-0.00067981-0.001152i,-0.00075088-0.00039521i,-0.00086533+0.00035698i,-0.00033667+0.00071995i,0.00013798+0.00072044i,0.00033722+0.00075311i,0.00042765+0.00044279i,-0.0001419-0.00048659i,-0.00027707-0.00035877i,-0.00020667+0.00012168i,-0.00035528+0.00021687i,-0.00027117+5.2874e-05i
0.0023658-0.00070168i,0.0014373-0.0016019i,0.00038415-0.0015832i,0.00068228-0.0012993i,0.00085366-0.0012135i,0.0006275-0.0010064i,0.00061599-0.00031253i,0.00039365+9.1186e-05i,0.00019094+0.0001314i,0.00019004+4.4838e-05i,-0.0001549-0.00044622i,-0.00040343-0.00078509i,0.00040598-0.00038299i,0.0004578-7.0227e-06i,0.00048194-0.00054927i,0.00041457-0.0004391i,0.00050824+0.000511i,0.0013762+0.00085643i,0.00094989+0.00066034i,0.00081838+0.00050168i,0.00091159+8.1625e-05i,0.00088498-0.0002631i,0.0014699+0.00012296i
-0.0013271+0.0014327i,0.00025688+0.0025484i,0.0012431+0.0017012i,0.0014183+0.00083482i,0.00080008-0.00039502i,0.0012258-0.001789i,0.0013115-0.00098343i,0.00080066-0.00026988i,-3.6528e-05-0.00061769i,-0.00048918-0.00037773i,-0.0010527+2.9259e-05i,-0.00083092-0.00014388i,-0.00037398+0.00030951i,-0.0010914+0.00037321i,-0.00075769-0.00015543i,0.0001624+5.2577e-06i,0.00037925+0.00053316i,0.00051003+0.00050036i,0.00084368+0.00055214i,0.00097713+0.0010868i,-1.0743e-05+0.00062313i,-0.00041983+0.00075892i,0.00026433+0.00030848i
-0.00022548+0.00060757i,-0.0012109-0.00063614i,-0.0013887-0.0011146i,-0.0014988-0.00028593i,-0.0008239-0.00015972i,8.211e-05+1.0915e-05i,0.00023339+9.8338e-05i,-0.00036597-0.00023941i,-0.00076616-0.00016788i,-0.00070527-0.00058685i,-0.00075381-0.00069573i,-0.0011945-0.00076635i,-0.0011951-0.0006113i,-0.00021404-2.3582e-05i,0.000776+3.2587e-05i,0.00069303+3.6381e-05i,0.0002714+0.00049774i,-0.00018908+0.00042849i,-0.00039165+0.00043173i,-0.00014039+0.00062495i,2.3699e-05+0.00055592i,-9.3112e-05+0.00063997i,-0.00010976+0.00019943i
-0.00093633-0.00085558i,-0.0012-0.0014776i,-0.00093408-0.0024804i,-0.00012384-0.0014599i,0.00087992-0.00013381i,0.0020012+0.00044935i,0.0023866+0.00041482i,0.00080284-0.00090132i,-0.00096555-0.0012903i,-0.0015664-0.00020889i,-0.0016352-0.00024693i,-0.0010554-0.00021199i,-0.00055701-0.00014037i,-8.3031e-05-8.4472e-05i,0.00026251+0.00073069i,0.00033997+0.00030529i,0.00014012-0.00038702i,8.7632e-05-0.0002043i,0.00012442-0.00066768i,0.00019397-0.00075277i,-0.0003518-0.00011447i,-0.00087845+7.6834e-06i,-0.00075345-3.8797e-06i
0.00047238-0.00084584i,-0.00090223-0.00018491i,-0.0021178+0.00043266i,-0.0017736-0.0004904i,-0.00027622-0.0012514i,0.0004773-0.00086489i,0.001087-0.00013002i,0.0013405+0.00033572i,-3.3866e-05+0.00036538i,-0.0016254-7.2652e-05i,-0.0017013-0.00042853i,-0.0011033-0.00040176i,-0.00075459+0.00015933i,-0.00076092+0.00052361i,-0.00049685+0.00061254i,-0.00050675+0.00046196i,-0.00063961-9.3401e-05i,-0.00045785-6.7566e-05i,-0.00032472-7.3272e-05i,-0.00022175-0.00055615i,-0.00023917-3.9404e-05i,-3.5806e-05+0.0011481i,-8.0266e-05+0.0015884i
-0.00021522-0.00050944i,0.00026326-8.2721e-06i,0.00012955+0.00070802i,-0.00046312+3.0827e-05i,-0.00041017-0.0012043i,0.00011936-0.0014197i,0.00017367-0.00026112i,-0.0003711+0.00020326i,-0.00073568-7.8384e-05i,-0.00063972-0.00028993i,-0.00063125-3.2812e-05i,-0.000643+0.00060134i,-0.00026734+0.00033127i,0.00026465-0.00013047i,0.0001384-0.00037191i,-0.00022663-0.00055649i,8.9177e-05+0.000361i,0.00066325+0.00062023i,0.00081403-6.5746e-05i,0.00088043-2.242e-05i,0.0012313+0.00062453i,0.00027642+0.00093248i,-0.00041062+0.00074315i
-0.00035024+0.0015939i,0.0012856+0.0019154i,0.0026264+0.0027137i,0.00195+0.0018307i,0.0010681+0.00034268i,0.00093211+8.6337e-05i,0.00019493-0.00024826i,0.00032412-0.00061186i,0.00011094-0.00039489i,-0.00037242+0.00024415i,-0.00091233+0.00065893i,-0.0012321-0.00047981i,-0.0010497-0.0010422i,-0.0015452-0.00060114i,-0.0017555+2.1449e-05i,-0.00093062+0.00032177i,0.00022422+0.00019941i,0.00047267+0.00017354i,0.00053336+0.00040714i,0.00010103+0.00035437i,-0.0010214-0.00033799i,-0.0010668-0.00029633i,-0.00010736-0.00031168i
0.0003704+0.0014673i,0.0012085-0.00026474i,0.0021499-0.00068839i,0.002036-0.00026342i,0.0021502-0.00061287i,0.0016133-0.0013863i,0.0010755-0.00058904i,0.00019071+0.00067011i,0.00015199+0.0008218i,-0.00023354+0.00030638i,-0.0010408-0.0004585i,-0.0012536-0.00074086i,-0.0012672-0.0005116i,-0.00088271-0.00015429i,0.00031535-0.00014711i,0.0011344-6.8905e-05i,0.001194+0.00027785i,0.0011688+0.00031558i,0.00055044-5.3627e-05i,0.00044919-0.00072684i,0.00074673-0.00075421i,0.0005818+0.0001153i,1.2332e-05+0.00021356i
0.00044502+0.00082917i,-0.00013297+0.00041058i,-0.00012539-0.00043658i,-0.00013374-0.00077242i,7.552e-05-0.00064264i,0.00094053-0.00089914i,0.0016307-0.0011606i,0.001467-0.00092764i,0.0005113-0.00059761i,-0.00022354-0.00040454i,-0.00083957-0.00010882i,-0.0007253-0.00012535i,-0.00022435+0.00018736i,-0.00052392+0.00065503i,-0.00050513+0.00055729i,0.00041426+0.00081474i,0.0012814+0.00068509i,0.0013014+0.00072373i,0.00059777+0.00086992i,-0.00023554+0.00073285i,-0.00040359+7.6803e-05i,0.00019786-0.00051116i,6.3767e-05-0.00071998i
0.0011969-0.0016784i,2.8664e-05-0.0013357i,-0.0006877-0.0013774i,-0.001465-0.0017782i,-0.0013865-0.001875i,-0.00088071-0.0011842i,0.00011089-0.00061402i,0.00040531-0.00057142i,0.00010295-0.00046219i,-0.00073676-0.0007907i,-0.00093103-0.0015478i,-0.00051225-0.00073299i,-0.0001712+0.00096078i,-0.0003309+0.0013741i,-9.4446e-05+0.00051644i,0.00086104+0.00042809i,0.00084909+0.00077603i,0.00065077+0.00073247i,0.0003061+0.00052414i,8.7567e-06+1.4204e-05i,3.472e-05-0.00068108i,-5.8437e-05-0.00037667i,6.1906e-06-0.00028778i
-0.00027222-0.00066297i,0.00044093-0.0004584i,0.0011103-0.0013613i,0.0004985-0.0016643i,-0.00063432-0.00098737i,-0.00030113-0.00070114i,0.00089334-0.0012071i,0.00097253-0.0013189i,0.00041223-0.00054541i,-0.00058035+1.3119e-05i,-0.0011566-0.00032208i,-0.00089729-0.0002029i,-0.00028334+0.00039093i,-0.00016675+0.00073025i,-0.00034131+0.0010302i,-0.00020108+0.00098505i,0.00026405+0.0002723i,0.00092674-3.6835e-05i,0.0016405-8.6871e-05i,0.0010634-0.0002554i,-7.163e-05-0.00030135i,-1.3138e-05-0.00013043i,0.00020901-9.4545e-05i
0.00054325+0.00036398i,0.0013861+0.00088832i,0.0012876+0.001254i,0.0009685+0.0003313i,0.00060309-0.00080117i,-2.7444e-05-0.00096385i,-0.00022042-0.00035305i,-0.00028343+5.4354e-05i,-0.0001139+3.4662e-05i,-0.0002413+0.00026143i,-0.00085586-8.3259e-05i,-0.0010947-0.00038962i,-0.00083689+0.00022068i,-0.0012439+0.00040198i,-0.00088626+0.00033838i,-0.00025774-0.00019999i,0.00024629+4.5146e-05i,0.00053949+0.00093555i,0.00075488+0.00087912i,0.00058308+0.00093842i,0.0001364+0.00069201i,3.4399e-05+0.00027223i,0.00015656-0.00018512i
-0.0012128+0.0010182i,0.00023727+0.00077004i,0.0010318+0.0016153i,0.00085445+0.0019469i,0.0012862+0.00079005i,0.0015024+0.00019589i,0.0012777+0.00014531i,0.0015289+0.00064995i,0.00047263+0.0010303i,-0.0012568+0.00059525i,-0.0020982-2.0064e-05i,-0.0017413-0.0008685i,-0.00091834-0.00022231i,-0.00076068+0.00086274i,-0.00072359+0.0012883i,4.5797e-05+0.00073064i,0.00035835+0.00046284i,0.0009186+0.00038487i,0.0011962-9.2283e-05i,0.00041152+0.00031388i,0.00024297+0.0005297i,8.5223e-05+0.00046232i,-0.00028484+0.0006668i
0.00041877+0.00086755i,0.0011397-0.00044433i,0.0016447-0.00065435i,0.0015642-0.0010271i,0.0014212-0.0013883i,0.00072025-0.0011116i,-0.0001895-0.00086412i,-0.00024074-0.00059451i,6.2095e-05-1.6094e-05i,2.1311e-05-0.00051316i,9.6197e-05-0.00066193i,-0.00031746+5.6132e-05i,-0.00094384-0.00039836i,-0.00097203-0.00023499i,-0.00066908+0.00011167i,-0.00041524+4.0074e-05i,0.0001891+7.9243e-05i,0.00068489+6.6267e-05i,0.00071488-2.5338e-05i,0.00047617+0.00034109i,0.00067137+0.00047294i,0.00057085+0.00017711i,-0.00048721+0.00024555i
0.0010887+0.00087038i,0.0015085+0.00067585i,0.0014731-0.00025519i,0.00088723-0.0016219i,0.0011181-0.0022425i,0.0016352-0.0012578i,0.0014073-0.00072654i,0.0007806-0.00069714i,0.00061523-0.0004346i,9.2418e-05-0.00045671i,-0.00049043-0.00024818i,0.00010055+0.00036837i,-7.868e-05+0.00029187i,-0.00054701-0.00021243i,-0.00017461-0.0003651i,0.00064298-9.2842e-05i,0.0014144-4.2568e-05i,0.001325-0.00012928i,0.00077551+0.00030213i,0.0011988+0.00068518i,0.0011909-2.3927e-05i,0.0008381-0.00047709i,0.00044815+0.00024976i
0.00063358+0.00059153i,0.0009891+0.00044527i,0.0011096+0.001361i,0.00052943+0.001275i,-8.3101e-05+0.00028369i,-7.4815e-05-0.00051442i,4.4193e-05-4.2245e-05i,-7.3407e-05+0.00078706i,-0.00067106+0.0017077i,-0.001108+0.0014122i,-0.00070237-0.00025257i,-0.00058777-0.001727i,-0.00072532-0.00094778i,-0.00043276+0.00043923i,-0.00035271+0.0005285i,-0.00030475+0.00028955i,-0.0002105+9.645e-06i,0.00023009+0.00034028i,0.00074169+0.00033213i,0.00032911+0.00016376i,-0.00036504+0.00050447i,-0.00023168+0.00062218i,0.00058014+0.00019236i
0.00020641+0.0016817i,0.00075596+0.0017765i,0.0011076+0.00074954i,0.00065588-0.00022115i,0.00033678-0.0013827i,-0.00059315-0.0013615i,-0.00088312-0.00099i,0.00041864-0.00038127i,0.00055679+0.00012035i,-7.8195e-05-0.00039073i,-0.00064636-0.00066881i,-0.00080708-0.00099872i,-0.0003353-0.00023817i,-0.00040567+0.00068785i,-0.00014625+0.00011928i,1.3078e-06-0.00030607i,0.00014822-7.6574e-06i,0.00039473+0.000335i,0.00065865+0.00031752i,0.00071986-0.00023401i,-2.4179e-05+4.7861e-05i,-0.00046065+0.00010802i,-3.8656e-05+0.00012279i
-0.00083181-0.0011699i,-0.00079843-0.0014409i,-0.00087722-0.0020481i,-0.00074041-0.0013688i,-0.00080948-0.0008227i,0.00022656+0.00058767i,0.0012063+0.00077339i,0.0011978-0.00014322i,0.00078551-0.00025875i,-0.00037917-0.00021921i,-0.0010562-0.0006647i,-0.0015618-0.00030128i,-0.0013362+0.00030817i,6.7621e-05+0.00070012i,0.0011434+0.00078514i,0.0010217+0.00068868i,0.00033918+0.00024434i,0.00011495-2.5656e-05i,0.00049016+2.1487e-05i,8.7699e-05-0.00021222i,5.027e-07-5.5221e-05i,0.00018914+0.00051013i,-0.00015135+0.00010301i
0.00072575-0.0010982i,0.0006175-0.001016i,0.00032972-0.0006816i,0.00038432-0.00089426i,0.00048164-0.00080946i,0.00061655-0.00016563i,0.001255-0.00044578i,0.0011866-0.00084496i,0.00051057-0.00079813i,-0.00076492-0.00071621i,-0.0016333-0.00066837i,-0.0013104-0.00020298i,-0.00019909+0.00020776i,0.00040805+0.00057404i,0.00018095+0.00079727i,0.0003619+0.00067232i,0.00025191+0.00056837i,-0.00012766+0.00039622i,-0.00019163+0.00036766i,0.00011426-0.0001179i,0.0002244-0.00033231i,0.00026788-0.00016813i,0.00055516+7.3858e-05i
-0.0015389-0.0017523i,-0.0013795-0.0010906i,-0.001484-0.0010585i,-0.0017793-0.0013333i,-0.0015331-0.00092432i,-9.7114e-05-0.00016538i,0.00071329-0.00011896i,0.00058615-0.00068283i,0.00061192-0.0011645i,-0.00037549-0.0014837i,-0.0010717-0.0011605i,-0.00056706-0.00024383i,-0.00039281-0.00031286i,-0.00049694-0.00084631i,-0.00021188-0.00079885i,-0.00031523-0.00046643i,-0.00016055+8.7772e-05i,0.00053598+0.00070756i,0.00098982+0.00099555i,0.0011156+0.001173i,0.00080062+0.0010916i,0.00048405+0.0005559i,0.00033718+0.00049097i
-0.00081968-0.0018488i,-0.0011123-0.00092893i,-0.001607-0.00012183i,-0.0021239-8.0237e-05i,-0.0017243+0.00030865i,-9.2655e-05+0.00078533i,0.0011135+0.00059591i,0.0013119+0.00026207i,0.00062748-0.00063861i,-0.0013236-0.00072799i,-0.0016423+2.9807e-05i,-0.0012228+2.4943e-05i,-0.00079551-0.00069087i,0.00068307-0.00082628i,0.0011018+0.00013972i,0.00033997+0.00056129i,-0.00034701-0.0004505i,-0.00056987-0.00034657i,-0.00035695-0.00021545i,0.00010894-0.00020416i,0.0003578-8.312e-05i,0.00048366-0.00040281i,0.00066496-5.6533e-06i
0.00036089+0.00015888i,0.0006175+0.00079061i,0.00039091+0.0012157i,0.00052471+0.00047585i,0.00048632-0.00061561i,-0.00043238-0.0013406i,-1.7011e-05-0.001804i,0.0003584-0.0019848i,1.8534e-05-0.0014383i,-7.9097e-05-0.00093281i,-0.00043564-0.001177i,-0.0011817-0.0013436i,-0.0012144-0.00071508i,-0.00075017+5.5914e-05i,-0.00087583+0.00046891i,-0.0004168+0.00080944i,-0.00033193+0.0010029i,-4.0741e-05+0.00095943i,0.00048271+0.00062603i,0.00017586+0.00021018i,-0.00038929-2.9821e-05i,7.4259e-05+0.00044825i,1.1993e-06+0.00089595i
0.00047857-0.00043883i,-0.0011137-0.00092428i,-0.0017705-0.0016551i,-0.0014096-0.0016279i,-0.00029285-0.00068085i,0.00069343+0.00023173i,0.0018114-0.00025904i,0.0015439-0.00093184i,0.00031325-0.00085182i,-0.0002404-0.00020558i,-0.0010344+0.00015294i,-0.0012748-0.00013174i,-0.00042437+0.00010585i,-9.2544e-05+0.00024833i,-0.0002167+2.4783e-05i,-0.00013193-0.00011775i,0.00014714-0.00012423i,6.9363e-05-7.3449e-05i,0.00022657+4.2444e-05i,0.00054174+0.00037499i,0.00031182-0.00020492i,1.7966e-06-0.00020293i,-0.00042478+6.9625e-05i
-0.0011388+7.4821e-05i,-0.00018424-0.0004719i,0.00051723+0.0003151i,0.00044008+0.00013449i,0.00041676-0.00083197i,0.00058581-0.00095534i,0.00028013-0.00065247i,-0.00018615-0.000554i,-0.00028091-0.00061937i,-0.00091863+6.6073e-05i,-0.0011813+0.00063462i,-0.0010091+0.00027137i,-0.0015726-0.00018216i,-0.0018362+0.00054445i,-0.0010731+0.00080927i,0.00011753+0.00042186i,0.00040624+0.00063452i,0.00051795+0.00099564i,0.00025078+0.0012578i,-0.00026558+0.0012196i,0.00039692+0.00087545i,0.00071667+0.00019825i,0.00034356-0.00027795i
-0.0002049-0.0024957i,-0.00024264-0.0016278i,-0.00075799-0.0012277i,-0.0012401-0.00097747i,-0.0016265-0.00084957i,-0.00074988+0.00026852i,0.0011446+0.00079929i,0.0013561-0.00029449i,0.00019661-0.00068519i,-0.00082117-0.00052466i,-0.0014519-0.0010237i,-0.00087555-0.0010778i,-0.00062951-0.00022212i,-0.00079026-1.97e-05i,-0.00024627-0.00032682i,0.00051092-0.00061213i,0.0014069+0.00039338i,0.0010207+0.0011455i,0.00010917-0.00012775i,8.4416e-05-0.00037252i,-0.00020061+0.00069607i,-0.00014777+0.0006775i,0.00060453+0.00018462i
0.0024161-0.0006791i,0.0015535-0.0012575i,0.001249-0.0018563i,0.00084876-0.0018196i,0.0003973-0.0011367i,-0.00011848-4.4493e-05i,-0.00036651+0.00014892i,0.0003422+0.0004375i,-7.3935e-05+0.00031539i,-0.00059925-0.00061905i,-0.00089532-0.00015904i,-0.0010087+0.00048563i,-0.00031951+0.0003934i,0.0003983+0.00099306i,0.00026583+0.0013523i,0.00043053+0.00095669i,0.00068832+0.00055363i,0.00080322+0.0001291i,0.0015495-0.00017003i,0.0015062+0.00018075i,0.000333-3.5573e-05i,0.00014492-0.00013735i,0.00015651+0.00048016i
