0.0053475-0.00086947i,0.0030585-0.0028425i,0.00042964-0.0060565i,-0.0011727-0.0059391i,-0.0015774-0.0040161i,-0.0013696-0.00061396i,0.00034776+0.0014822i,0.0016691+0.0012497i,0.0014986-1.8032e-05i,0.0010791-0.0013164i,0.00072932-0.0007673i,-0.00043608+0.00059862i,-0.00091125+0.0012346i,-0.00045703+0.0019624i,-0.0014794+0.0020203i,-0.0023428+0.0010993i,-0.0012706+0.00063023i,-0.00014698+0.00024693i,-2.9067e-05+0.00035931i,-0.00046061+0.0008892i,0.0001316+0.00034087i,0.00049014-0.00097739i,-0.00043383-0.00089812i
-0.0010244-0.0032203i,-0.0017569-0.0030602i,-0.0011776-0.0018894i,-0.00095153+0.00010489i,-0.00090623+0.00033786i,0.00046412+0.00011813i,0.0010346+0.00019408i,0.00014071-0.00057725i,-0.00054596-0.0016914i,-0.00032551-0.0014451i,-0.00045449-0.0003243i,-0.00055719+0.00027023i,0.00017475+0.0011786i,0.00020849+0.001347i,-0.00037465+0.0012116i,-0.00052896+0.00092221i,-0.00038753+0.00037816i,0.00036266-7.8806e-05i,0.00055518-9.0571e-05i,-0.00012113+0.00023552i,-0.00090195+2.5622e-05i,-0.00067449+8.5515e-05i,0.00054277-0.00053752i
0.00059754+0.00043055i,0.00070135+0.0010035i,0.0004484+0.0011006i,0.00024192+0.00035428i,0.0005746-0.00012094i,0.00083615-0.00014008i,0.0012807-0.00050429i,0.00072452-0.00041072i,-0.00015375-0.00027589i,-0.00032303-0.00060063i,-0.00088397-0.00078696i,-0.001339+0.00038235i,-0.00045776+0.00080966i,-0.00013869+0.00039766i,-0.00029514+0.00015996i,-0.0002247-0.00038624i,-3.3696e-05+0.00016118i,0.00025573-9.9203e-05i,0.00031034-0.00073237i,0.00025925-0.00035271i,-0.00024024-0.00052822i,-0.00069367-0.00077875i,-0.0004986-0.00035044i
-0.0021727-0.00045788i,-0.0031762+3.6692e-05i,-0.00088898+0.00012821i,0.00048184-0.00071625i,0.00018458-0.0018263i,0.00044915-0.0020497i,0.00071237-0.001511i,7.4648e-05-0.00094135i,-0.00020189+6.5728e-05i,-0.00011982-6.9088e-05i,-0.00020787-0.0011236i,-0.00056701-0.0012194i,-0.00024412-0.00050587i,-4.2882e-05+0.00017614i,-0.00079275+0.00077293i,-0.0013621+0.0006769i,-0.00060488-8.1181e-05i,0.00073203-0.0004918i,-0.00011957-0.00010913i,-0.00023897+0.00020831i,7.0398e-05-0.00048386i,-0.00018823-0.0010592i,-3.1036e-05-0.00057712i
0.00036142-0.00059803i,-0.00013551-0.00010191i,-0.00070218+8.3514e-05i,-0.00035141-5.8849e-05i,0.00086353+0.00036936i,0.0023187+0.00044529i,0.0021066+0.00045195i,0.00067761+0.00064939i,-0.00044824+0.00056109i,-0.00021253+0.00027033i,0.00040535+0.00023258i,-0.00021107+0.00065352i,-0.0010041+0.00034343i,-0.00027379-0.0001617i,-0.00013657+0.00013222i,-0.00040909+4.6549e-06i,-0.00016981+0.00038647i,-8.0781e-05+0.00026772i,-0.00037482-0.00034886i,-0.00019711-0.00018719i,0.00026621+5.6877e-05i,0.00050204+0.000191i,-0.00017673+0.00014219i
-0.0021288+0.00041287i,-0.0015323+0.00078137i,-0.0012355+0.0020654i,-0.00024297+0.0020662i,0.0013043+0.0012665i,0.00194+0.0003531i,0.0014071-0.00096769i,0.00068157-0.0017168i,0.00051773-0.00099497i,-4.1393e-05-0.00012019i,0.00068661+7.028e-05i,0.00074627+0.00085323i,-2.4348e-05+0.0010073i,-0.00028389-3.7645e-05i,-0.00029335-0.00032442i,-0.00034839-0.00013992i,-0.00020978-0.00023735i,0.00058392-0.00032197i,0.00071017-0.00015618i,-0.00020901-0.00017465i,-0.00091185-0.00044174i,-0.0005406-0.00032146i,-0.0002744-0.00015538i
0.00057095-0.001683i,-0.00089272-0.0015483i,-0.0022169-0.0010742i,-0.0019022-0.00032153i,3.7798e-05+0.00017415i,0.0018734-0.00040348i,0.0020072-0.00082601i,0.0011995-0.00046302i,0.00027426+5.668e-05i,-0.00077326+0.00022099i,-0.0013534-0.00035696i,-0.0011318-1.7818e-05i,-0.00041863+0.0004713i,0.00026057+0.00043578i,0.00096279+0.00020896i,0.00062744+6.1951e-05i,-0.0003279+0.00013276i,-0.0009504+8.2445e-05i,-0.00050714+7.3874e-05i,-0.00030072+0.00063444i,-0.00048379+0.00086074i,-0.00018653+0.00059961i,0.00044316+0.00059045i
-0.0011821+0.00085005i,1.5684e-05+0.0016471i,0.001475+0.0017876i,0.0011912+0.0013128i,0.00096812+9.6339e-06i,0.0012443-0.0013135i,0.00099752-0.0017105i,0.00049927-0.0007924i,0.00014736-7.7804e-05i,-8.2614e-05+0.00019815i,-0.00013773+9.62e-05i,-0.0002154+0.00016914i,-0.00022888-0.00017636i,6.9974e-05-3.4202e-05i,0.00013519-0.00013633i,3.9104e-05-0.00045458i,-9.7284e-05-0.00036407i,-0.00060847+0.00025848i,-0.0012455+0.00073416i,-0.0004535+0.0003447i,-0.00027306+0.00018884i,-0.00036136+0.00060266i,-0.0003585+0.00094981i
0.00088607-0.00054012i,0.00035511-0.0012943i,0.00040344-0.00093354i,0.00049602-0.00053313i,0.00043224-0.0010875i,0.00050408-0.00135i,0.0012886-0.00018641i,0.0011505+0.00065656i,0.0006276+0.0001558i,0.00016015-0.00058093i,-0.00036198-0.00059294i,-0.0003001-4.8286e-06i,-0.0003397+8.9661e-05i,9.8413e-05+0.00019416i,0.00064726+0.00011847i,0.00096419-0.0006128i,0.00072236-0.00026076i,0.00020672-0.00022191i,9.4578e-05-0.00073112i,0.00010361-0.0004928i,0.00054743-7.1599e-05i,0.001204-0.00020905i,0.00089167-7.4316e-05i
0.0018415+8.9255e-05i,0.0030416+0.00096315i,0.0025702+0.0010506i,0.0019004-8.2972e-05i,0.0015389-0.00041979i,0.0010739-3.4678e-05i,0.00049433+0.00044422i,0.00036375+0.00017653i,0.00012895-0.00080204i,-0.00060568-0.00082902i,-0.0012672-0.00088983i,-0.001695-0.0010657i,-0.0016703-0.00035274i,-0.0011799+0.00062018i,-0.0001776+0.00073578i,0.00031639+3.5182e-05i,0.00035448-1.034e-05i,0.00042735+0.00085605i,0.0002697+0.00056348i,-9.1898e-05-0.00058376i,0.00024259-0.00064408i,0.00082639-0.00052166i,0.00066544-0.00057018i
-0.00026094+3.2617e-05i,-0.0020526+0.00069577i,-0.0028569+0.00036509i,-0.0020389+0.0001332i,-0.00061154+8.5065e-05i,0.00065217+6.6252e-05i,0.0019197-4.8974e-05i,0.0019741-0.00015976i,0.00042506-0.00022479i,-0.00095319-0.00065946i,-0.00090258-0.0011427i,0.00017977-0.00056361i,0.0013427+0.00075423i,0.001262+0.0015212i,0.00072422+0.0013431i,0.00021661+7.2006e-05i,-1.0958e-05-0.00083596i,7.9747e-05-0.0011159i,0.00014521-0.00048477i,-0.00030434+0.00038475i,-0.00028672-0.00043933i,3.8724e-05-0.00085752i,0.00010681+6.9368e-06i
-0.00083694-0.00097708i,0.0013825-0.0016973i,0.0021023-0.0013903i,0.0014418-0.0010339i,0.0014221-0.0010895i,0.001363-0.0015401i,0.0007365-0.0016016i,-0.00012857-0.00064641i,-0.00035955-0.00019486i,0.00032915-2.9844e-05i,0.00034582-0.00041615i,-0.00024616-0.00040382i,-0.00034721+0.00028062i,-0.00095472-0.00019564i,-0.00066289-0.0005815i,0.00022316-0.00048174i,0.00025737-0.00076201i,0.00012151-0.00086136i,-0.00012146-0.00071029i,0.00023828-0.00035819i,-0.0001172-0.0001681i,-0.00062265-8.817e-05i,-0.00036108+0.00042122i
-0.00024724+0.00086675i,-0.00056757+4.1592e-05i,-0.0015279-0.00016664i,-0.0016599+0.00013682i,-0.00037695+0.00044456i,0.00097418+0.00022403i,0.0014727-0.0007707i,0.0012087-0.0014822i,0.00058661-0.0010859i,0.0006038+0.00043129i,-0.00016316+0.00039526i,-0.00057065-0.00010687i,6.0631e-05+0.00032602i,0.00024208+0.00019701i,0.00033332-9.0974e-05i,0.00015618+0.00010434i,0.00011563-0.00018889i,-7.8337e-05-0.00063891i,-0.00061693+5.0609e-05i,-3.683e-05+0.00049891i,0.00043942+0.00080261i,0.00057114+0.0012895i,0.00031638+0.00079509i
-0.0019446-0.00021399i,0.00021437-4.5689e-05i,0.0016173+0.0021767i,0.0015665+0.0020791i,0.0019443-0.000712i,0.0025714-0.0022159i,0.0023058-0.0019105i,0.00060423-0.0013688i,-0.00049678-0.00090956i,-0.00019038-0.0013835i,0.00027735-0.0017492i,0.00059365-0.00095286i,0.0007011+0.00013585i,-0.00015775-8.8789e-05i,-0.00031153-0.00085637i,0.00052664-0.00057919i,4.8791e-05-0.000287i,0.00015561-0.00028967i,0.00069234-0.00017371i,-0.00043024+4.5625e-05i,-0.00054254+0.00014622i,0.00069805+2.4356e-06i,0.001288+0.00024698i
-0.0015146-0.00036276i,-0.0024614+0.00045366i,-0.0036923+0.0015564i,-0.003171+0.0012651i,-0.00064999+0.00052654i,0.0016731+0.00033542i,0.0019002-0.00071286i,0.0010116-0.0014958i,0.00010755-0.0011448i,-0.00017346+0.00047631i,0.00028507+0.0021328i,-0.00014116+0.0018253i,-0.00018761+0.00091749i,0.00073134+0.0010555i,0.00093881+0.00085786i,0.00078397+0.0001454i,0.00031475+0.00018301i,0.00021957+0.00052337i,0.00018418+0.00077772i,0.00016976+0.00067646i,0.00061152+0.00016195i,0.00029821-0.00048029i,-0.00036217-0.00051723i
0.0012122-0.0017775i,0.0012329-0.0025814i,0.00071608-0.0030466i,0.0010228-0.0020596i,0.0013678-0.0012122i,0.0011787-0.0011473i,0.001163-0.0005341i,0.0005327+0.00037359i,-0.00037825+0.0002013i,-0.0008727-0.00015209i,-0.0010463-0.0001474i,-0.00062433-0.00024314i,-0.00013386+0.00046108i,0.00016225+0.00059951i,0.00012118+0.00020012i,-0.00018595+0.00025234i,9.8172e-05+0.00081866i,5.2026e-06+0.0010466i,0.00030406+0.00049657i,0.00092516+6.4249e-05i,0.0011841-0.00027916i,0.00078927-0.00018082i,-0.00012506+2.5815e-05i
0.0012764+0.0019586i,0.00066111+0.0021237i,0.00072594+0.0017009i,0.0006843+0.0011546i,0.00069176+0.00082285i,0.00098842-0.00047093i,0.0010417-0.0013217i,0.00026141-0.00057642i,-0.00050832-0.00020486i,-0.00012666-0.00045814i,3.1085e-06-0.00018459i,2.537e-05+0.00052543i,-9.8689e-05+0.00076431i,-0.00028027+0.00055772i,-0.0005168+0.00045338i,-0.00070718+0.00032057i,5.8275e-05+9.6415e-05i,0.00036491+0.00046584i,0.00037496+0.00068519i,0.00072471+0.00081491i,0.00029319+0.00013475i,-4.7379e-05-0.00048764i,-5.8504e-05-8.5905e-05i
-0.0033737-0.0030867i,-0.0035978-0.0015112i,-0.0029592+0.001243i,-0.0011487+0.0014255i,0.00062935+0.0010102i,0.0021192+0.00036996i,0.0018369-0.0011045i,0.0010249-0.0019012i,0.00076796-0.0013211i,0.00035952+0.00026964i,-0.00038695+0.00086079i,-0.0011498+0.00075817i,-0.00054568+0.00020467i,-1.351e-06-6.0087e-05i,0.00045552+0.00017327i,0.00050619+0.00059447i,-0.00044221+8.5173e-05i,-0.00089125-0.00019293i,-0.000721+8.3524e-05i,-0.00025847+0.00052946i,-0.00015225+0.00034663i,-0.00037885+0.00062084i,-0.00031207+0.001093i
0.0017498+0.0027339i,0.0021029+0.0029264i,0.0022463+0.0020616i,0.0012893+0.0011182i,0.00096522-0.00075087i,0.0015127-0.0021013i,0.0011535-0.0016425i,0.00064716-0.0010213i,0.00034686-0.00066691i,0.00010225-0.00057528i,-0.00015064-0.00049316i,7.1469e-05+6.5933e-05i,0.0002232+0.00032495i,-0.00064257-0.00024808i,-0.0010657-0.0005122i,-0.00046191-0.0003149i,-2.2293e-05+0.0002588i,0.0002268+0.0007877i,0.00034154+0.00095052i,-0.00026113+0.00046179i,-0.00056209+0.00020083i,-8.0824e-05+0.00066842i,0.0001913+0.0006656i
-0.0010642-0.001478i,-0.0016772-0.00072701i,-0.0016013-0.00044408i,-0.00030941-0.00065399i,0.0012066-0.00035231i,0.0019269-0.00032668i,0.0015163-0.0010787i,0.00059946-0.0012108i,5.1641e-05+2.288e-07i,-0.00071503-0.00011349i,-0.00071487-0.0010754i,-9.1714e-05-0.00054297i,0.00011075+0.00019299i,-0.00014503-0.00019385i,7.6585e-06-0.00095215i,0.00044054-0.00030183i,9.631e-05+4.1391e-05i,-6.2483e-06+0.00043131i,0.00048678+4.3302e-05i,6.4135e-05-0.0003614i,9.3961e-05+0.00051855i,0.00051821+0.00039691i,0.000305-6.1233e-05i
0.0019618+0.0012151i,0.0010657+0.0010302i,-0.00051961+0.00042481i,-0.0012995+0.00036476i,-0.0006343+0.0005718i,0.00020859+0.00048836i,0.00099233-5.3751e-05i,0.0013798+0.00011952i,0.00084867+0.00050979i,-0.00039284+0.0002548i,-0.0011092-0.00047792i,-0.00092094-0.00083567i,-0.00030517-0.00065643i,0.00020945+1.0791e-05i,0.00043236+0.00083309i,-0.00041855+0.0007439i,-0.00082679-0.00013844i,7.9161e-05-0.000624i,0.00038915-0.00051609i,0.00052151+0.00035107i,0.0004148+0.00074182i,-4.2915e-05+0.00034296i,0.00048558-0.00021532i
-0.0024994-0.0020293i,-0.0018042-0.0012091i,-0.00034581-0.00020519i,0.00042433+3.3896e-05i,0.0010937-7.1429e-05i,0.0020783-0.00063444i,0.0019113-0.0014565i,0.00046878-0.0017255i,6.2121e-05-0.0011463i,-0.00022547+0.00010568i,-0.00078886+0.00039513i,-0.00023081+0.00020876i,0.0006068+0.00029653i,0.00095044-0.00013476i,7.6381e-05+5.5726e-05i,-0.00031708+0.00011396i,-0.00051272+0.00051963i,-0.00043528+0.0017753i,0.00040345+0.0013027i,0.00061323+0.00010151i,1.9016e-05-0.00033414i,0.00013891-0.00018639i,0.00019132+0.00052399i
0.00028869-0.0013209i,-0.0010201-0.0011212i,-0.001347-0.00015791i,-0.00019131+0.00043879i,0.00045913+0.00018139i,0.00013784+3.3403e-05i,0.0012811-0.00038984i,0.0019772-0.00094745i,0.00067811-0.0011624i,-0.00040393-0.00066776i,-0.00083659-0.00056392i,-0.00078612-0.00037766i,-0.00019013+0.00019047i,0.00098862+0.00053504i,0.00073082+0.00070682i,0.00015277+0.0010276i,0.0010363+0.00093507i,0.0013067+0.00056985i,0.00059514+0.00035387i,7.1012e-05-0.00022101i,2.6389e-05-0.001146i,0.00014381-0.0014766i,0.00094714-0.0011132i
-0.00090757-0.0020147i,-0.00057383-0.0014819i,-0.0014861+0.00058726i,-0.00041028+0.0014382i,0.0012235+0.00083749i,0.0019642-0.00025648i,0.0018889-0.00085258i,0.0010637-0.0011172i,0.0013693-0.00042391i,0.00060535+0.00037758i,-0.00041563-4.5765e-05i,-0.00034221-0.00012876i,-0.00042568-0.00036302i,-0.00039708-0.00045851i,-0.00052552-0.00094624i,-0.00051763-0.00070921i,-0.0006313-0.00012031i,-0.00045697-0.00027723i,-0.00015824+0.00038318i,0.00055628+0.00034198i,0.00028742-0.00014777i,-0.00079056-1.5918e-05i,-0.00063237+0.00020179i
0.00078392+0.0030247i,0.00017777+0.0024798i,0.00017137+0.00072249i,0.00067794+0.00010785i,0.0006414-0.00014632i,0.00045589-0.00092333i,0.00028279-0.0013089i,1.6546e-05-0.0010476i,-0.00012135-0.00046685i,7.731e-05+0.00033557i,-2.9399e-06+0.00010347i,-0.00025481-0.00027532i,-0.00010558-0.00023743i,-9.3071e-05-0.00030541i,-0.00043846-0.00013032i,-0.00087929-0.0001729i,-0.00031066-0.00037539i,0.00010657-5.9134e-05i,7.842e-05+0.00055762i,-3.3907e-05+0.00067793i,-0.00039654+0.00039558i,-0.00054138-9.7851e-05i,-4.9194e-05-0.0003804i
-0.0013322+0.00053896i,-0.0010459-2.7501e-05i,0.00056025-0.00034217i,0.0022324-0.00054957i,0.0024771-0.00051262i,0.0021017-0.00054766i,0.0021163-0.001475i,0.0017155-0.0015015i,0.00058056-0.00071485i,-0.00038205-0.00062057i,-0.00096439-0.00082894i,-0.0012408-0.0010302i,-0.0010269-0.00094949i,-0.0006834-0.0008083i,-0.00026573-0.00076866i,6.5775e-05-0.00037998i,0.00017963-0.00030075i,-0.00031082-0.00030434i,3.5586e-05-0.00011903i,0.00016083+0.00044488i,-2.9927e-05+0.00087596i,-0.00018239+0.00048071i,0.00024607-0.0002995i
-0.0035016+0.001192i,-0.0031184+0.0011021i,-0.0030699+0.0021015i,-0.001486+0.002004i,0.00023343+0.0013332i,0.0011641+0.00037548i,0.0020426-0.00093503i,0.0015295-0.0011958i,0.00073703-0.00078915i,5.801e-05-0.00044658i,-0.00063096-0.00057413i,-0.00070924-0.00052316i,-5.437e-05-0.00081588i,0.0001344-0.00098858i,-2.394e-05-0.00029081i,0.00052724+5.503e-05i,0.00080119-0.00015167i,0.00018494-0.00048256i,-0.0007003-0.00064849i,-0.0004249-0.00043614i,0.00017893-0.00032012i,0.0002848+0.00020381i,0.00046942+0.00042257i
-0.0020917-0.0018817i,-0.0018019-0.0019269i,-0.0019521-0.0010171i,-0.0018116-0.0014059i,0.00033044-0.0012146i,0.0021274-0.00030336i,0.0020781-0.00014208i,0.0014576-0.00063486i,0.00010803-0.00069376i,-0.00084519-0.00049093i,-0.00077858+0.00012719i,-3.7061e-06+0.00084613i,0.00014152+0.00058225i,0.00038329+5.366e-05i,0.00075844+0.00030132i,0.00080903+0.00085338i,0.0010594+0.00057188i,0.00089115+0.00050846i,-0.00012746+0.00037935i,-0.00095721-9.2994e-05i,-0.00066123+9.4912e-05i,-0.00036084+0.0005632i,-0.00061379+0.00048435i
0.00035253+0.0012087i,0.00054758+0.0020889i,-0.00062381+0.0022341i,-0.00034142+0.0013569i,0.00050892+0.00080956i,0.0010794-0.00016522i,0.0011286-0.00084257i,0.00064431-0.00070458i,0.00047322-0.00015564i,-1.2265e-05+0.00016219i,-0.00065396-0.00058333i,-0.00079579-9.8705e-05i,-0.0011389+0.00093648i,-0.0014815+0.00077273i,-0.00076416+0.00038571i,7.0097e-05+0.00069024i,-0.0002111+0.0006198i,-0.00026794+0.00086334i,-6.7298e-05+0.00034689i,-7.7602e-05-0.001031i,-0.00049487-0.0012211i,-0.00024799-0.00031943i,0.0011558-0.00020972i
0.00066573+0.00077141i,0.00083664+0.00073715i,0.0004734-0.00056873i,0.00015794-0.0011619i,0.00087037-0.00066302i,0.0016822-0.0001657i,0.0014591+7.2702e-05i,0.0010227-0.0003829i,0.00083235-0.00062092i,0.00052734-0.00030222i,0.00034963+9.7723e-05i,0.00017315-0.00021223i,-0.00018902-0.00052993i,-0.00080829-0.00030003i,-0.00090859+5.9464e-05i,-0.00071724-0.00017367i,-0.00023805-0.00092082i,0.00039446-0.00088289i,0.00081909-0.00053829i,0.0006111-4.0907e-05i,-4.5022e-05+0.00041459i,3.4451e-05+4.4742e-06i,4.2904e-05-0.00020228i
-0.00027125-0.00010544i,-0.0011571+0.0012402i,-0.00089248+0.0013348i,-8.315e-05+0.00064659i,-0.00012879-0.00046401i,0.00022836-0.00033519i,0.00030549-0.00044049i,0.00032864-0.0012163i,0.00054277-0.0012124i,-0.00029732-0.0010398i,-0.0011649-0.0009157i,-0.00059408-0.00081391i,5.0065e-05-0.0002285i,-0.00053649+0.00099664i,-0.0011844+0.0016163i,-0.000775+0.0014985i,-0.00047277+0.00082026i,-0.00057206-6.44e-05i,-0.00011112-0.00062223i,0.00064503-0.00030308i,0.00026772+0.00077787i,-0.00045958+0.00088153i,-0.00067481+0.00045994i
-0.00025394-0.00058632i,0.0008302-0.0011224i,0.0016331-0.0011093i,0.001022-0.00035429i,0.0010678+5.563e-05i,0.0014803-0.00055242i,0.0017976-0.0009481i,0.0011193-0.0015347i,-2.6489e-05-0.0013312i,-0.00039984-0.00012491i,-0.00074787+0.0002313i,-0.00076898+0.00069788i,-0.0001944+0.0011428i,-0.00013375+0.0017008i,-0.00034982+0.0015093i,0.00024751+0.0008528i,0.00073968+0.00021019i,0.00052393-0.00041609i,0.00038956-0.00017763i,0.00059434+0.0001432i,0.00045506+8.0113e-05i,-0.00016084+0.00020703i,-0.00034851+8.379e-05i
-0.0010835-0.00011203i,-0.0018763-0.00070649i,-0.0016304-4.6402e-05i,-0.00041319+0.00047529i,0.0006089-5.3556e-05i,0.0014234-0.0011754i,0.0013253-0.0016916i,0.00042656-0.00157i,0.00010257-0.0013836i,0.00016731-0.00071212i,-4.5303e-05-0.00050766i,-0.00034689-0.00056301i,-0.00028332-0.00074536i,-0.00053033-0.00068195i,-0.00039321-0.00043632i,-0.00041711-0.00022961i,-0.0004337-0.00032564i,0.0003593-0.00011019i,5.1472e-05+0.0011624i,1.198e-05+0.00080811i,0.00069181-0.00050089i,0.00062089-0.0009746i,7.6299e-05-0.0010336i
0.0014141+0.00040161i,0.0016913+4.2712e-05i,0.0012997-0.00034875i,0.00015658-0.0010058i,-0.00019947-0.00096911i,0.0004177-0.00035924i,0.00094623+0.00043157i,0.00041718+0.00099768i,-0.00016942+0.00033146i,-4.6238e-05-0.00085224i,-0.00030089-0.00062026i,-0.0003721+5.741e-05i,0.0001557+9.2994e-05i,-0.00047761+0.00060924i,-0.00066496+0.0004841i,0.00051107+0.00034005i,0.00087855+0.00010674i,-0.00029224-0.0001856i,-0.0010758+0.00067116i,-0.0005257+0.0002856i,0.00063843-0.00057529i,0.0010261-0.00041305i,0.00084214+0.00052653i
-0.0024134+0.00021358i,-0.0027128+0.00017757i,-0.0018638+0.00098525i,-0.001144+0.00091918i,-0.00012498+0.00020377i,0.00032284-0.00042999i,0.0010846-0.00093397i,0.0011791-0.0014496i,0.00025105-0.00028555i,-0.0005277+0.0010676i,-0.00047003+0.00050221i,-0.00012605+0.00021556i,-0.00012415+0.00071001i,0.00028839+0.0010628i,0.00058782+0.00033638i,0.00066571-0.00019656i,-0.00021368-0.0002201i,-0.00035129-0.00028395i,0.00055972+0.00012911i,-5.7149e-06+0.00043008i,-0.0002308+0.00034987i,1.7491e-05-6.1435e-05i,0.00014974-0.00074329i
-0.00094888+0.00086425i,-0.00014267+0.00046307i,0.00089175-0.00050359i,0.0016234-0.0002146i,0.0009717+0.00015323i,0.0010908-0.00072106i,0.0011779-0.0014803i,0.00065057-0.00081449i,0.0006574+0.00034251i,0.00087992+0.00022264i,0.00010466+0.00035505i,0.00028405+0.00021436i,0.00091293-0.00038757i,0.00075606-0.00070579i,5.1645e-06-0.00063087i,-0.0003861-0.0001633i,0.00026489+0.00061224i,4.5831e-05+0.0009904i,-0.00079371+0.00058878i,-0.00057362+0.00016749i,0.00056771+0.00031444i,0.0011135+0.0008229i,0.00021711+0.00053461i
-0.00070672-0.0011332i,-0.0012176-0.0015271i,-0.00075179-3.9904e-05i,-0.0005632+0.0015362i,0.00015153+0.0013077i,0.0013306-6.0151e-05i,0.0016991-0.00094159i,0.00081014-0.0007945i,-0.00038731-0.00028764i,-0.00050941-0.00022288i,0.00054177-0.00039432i,0.0010914-0.0002613i,0.00098251+0.00016039i,0.00081205+0.00054776i,0.00021111+0.0005777i,-0.00055292+0.00050924i,-0.00056482-0.00016973i,-0.0003712-0.00059382i,-0.00050457-0.00023476i,-0.00017825-0.00047647i,8.1184e-05-0.00084545i,-9.4821e-05-0.00039887i,0.00041538-0.00041727i
-0.00022061+0.0025144i,0.00012527+0.0018319i,-2.1407e-06+0.00072279i,-7.374e-05-0.00061823i,0.00075712-0.0003788i,0.0019626-0.00030171i,0.001648-0.00088605i,0.00053688-0.00045275i,0.00019186-4.286e-06i,0.00013506-0.00021604i,-3.6837e-05-0.00019698i,-0.0001983+3.4175e-05i,-0.00031803-0.00022065i,-0.0001772-0.00047581i,2.4243e-05+7.6131e-05i,-0.00044903+0.00025541i,-0.00015938+0.00025106i,0.00055653+0.00071224i,0.00042306+0.00024572i,-0.00011887-0.00055515i,-0.00062777-0.00025208i,0.00036712+0.00020386i,0.0011773+0.00037583i
-0.001167-0.0014523i,-0.0018386-0.00019729i,-0.0017902+0.0012652i,-0.0007193+0.00093171i,0.00084818+5.1585e-05i,0.00094166+6.6157e-06i,0.00078636+0.00037011i,0.00091179-9.9699e-05i,0.0011894-0.00069054i,0.0014177-0.00016118i,0.0012677+0.00033474i,0.00025324+0.00040087i,-0.00046323+0.00082714i,-0.00087238+0.00055453i,-0.0010379-0.00025064i,-0.00066673-0.00013503i,-0.00048614+0.00017925i,-0.00010558+0.00058622i,0.00016589+0.00058364i,0.00039371-0.00013788i,0.0005558-0.00042828i,0.00060967+0.00028646i,0.00089647+0.00035799i
-0.0012431-0.00048341i,-0.00030451-0.00034587i,0.00036269+0.0014324i,0.00075217+0.0018664i,0.0014521+0.00059792i,0.0024385-0.00064968i,0.0028165-0.00087471i,0.001816-0.00080136i,0.00090466-0.00044272i,0.00031165-6.6496e-06i,-0.00045549+2.9967e-05i,-6.6639e-05+0.00020015i,0.00040231+0.0002637i,0.00026837+5.0168e-05i,0.00031639+1.675e-05i,-0.00032426-0.00017358i,-3.5204e-05-2.8275e-05i,0.00015215+0.00027706i,-0.00083299-0.00012422i,-0.00075919-0.0002845i,0.00026957+0.00018977i,0.001214+0.00087487i,0.00084329+0.00059865i
-0.0027414-0.0025878i,-0.0031452-0.00026079i,-0.0036451+0.0021223i,-0.0021232+0.002381i,0.00032186+0.0013729i,0.0016379+1.8388e-05i,0.0016513-0.00096774i,0.0010288-0.0013359i,0.0004162-0.00089236i,0.00020608+2.7775e-05i,0.00060732+6.5795e-05i,0.00066052-6.1643e-05i,0.00033299-4.5823e-05i,0.00057845-9.4256e-05i,0.0011447-0.00020556i,0.0010892-0.0005381i,0.00057931-0.00034973i,0.00055618+0.00020839i,0.00016725+0.00042642i,-0.00055758-2.0233e-05i,-0.00063807-0.00052872i,-0.00021016+0.00010483i,0.0002142+0.0011009i
-0.00030538+0.00072622i,0.00062036+0.00015985i,-0.00011941+0.0011171i,0.00012755+0.0015064i,0.0012941+0.0010444i,0.0029553-7.1967e-05i,0.0027001-0.00035209i,0.00084769-0.00038026i,-0.00032569-9.098e-05i,-0.00014725+0.00042078i,-0.00057119+0.0001944i,-0.0014654-0.0002387i,-0.000824-0.00039638i,-5.976e-05-0.00054253i,0.00061597-0.00071253i,0.0010257-4.3712e-05i,0.00022875+0.00065286i,-0.00045808+0.00038013i,-0.00014174-0.00024245i,0.00081864-0.0004226i,0.00093095-7.2093e-06i,0.00030286+0.00062691i,-0.00012066+0.00035844i
-0.00096012+0.0012274i,-0.00023601+0.0020341i,-0.00017986+0.0014401i,0.00077737-9.0398e-05i,0.001304-0.0010536i,0.0014537-0.0014074i,0.001239-0.0012804i,0.00038495-0.0012219i,0.00029201-0.00014253i,0.00047504-0.00049678i,4.5781e-05-0.00043753i,-0.00040808+5.8155e-05i,-0.00068537-0.00047173i,-0.0010596-0.00042403i,-0.0010315+0.00054896i,-0.00063487+0.00012785i,-0.00058394-0.00079108i,-0.00015509-0.0010828i,0.00038368-0.0011654i,-0.00022592-0.00092102i,-0.00017855+0.00017899i,0.00016664+0.00058972i,-0.00075103-1.9191e-05i
-0.0008807+0.0017642i,-0.00085946+0.0023642i,-0.00028721+0.0016851i,0.00059229+0.0003194i,0.0011372-0.00022342i,0.001284-0.00079569i,0.0011967-0.0012432i,0.00077975-0.0010355i,0.00023968-0.0012501i,0.00027004-0.0008268i,0.00012502-3.6372e-05i,9.257e-05+0.00037237i,0.00023818+0.00027676i,0.0001892+0.00025768i,0.00014368+0.0003909i,0.00019618+0.00047035i,4.8926e-05+0.00024329i,1.7099e-05+0.00011975i,0.00052689-0.00024425i,0.00057831-0.00024193i,0.0006109+0.00017247i,0.00035618+0.00026665i,-0.00038912+0.00035022i
